"FIPS","SVIth1","SVIth2","SVIth3","SVIth4","SVIS"
12086980600,-999,-999,-999,-999,-999
12086980800,-999,-999,-999,-999,-999
12086980900,-999,-999,-999,-999,-999
12086981000,-999,-999,-999,-999,-999
12087980100,-999,-999,-999,-999,-999
12087990000,-999,-999,-999,-999,-999
12091990200,-999,-999,-999,-999,-999
12093990000,-999,-999,-999,-999,-999
12095990000,-999,-999,-999,-999,-999
12099007100,-999,0.0052,0.343,-999,-999
12099008102,-999,-999,-999,-999,-999
12099980000,-999,-999,-999,-999,-999
12099980100,-999,-999,-999,-999,-999
12099980200,-999,-999,-999,-999,-999
12099980400,-999,-999,-999,-999,-999
12099980500,-999,-999,-999,-999,-999
12099990100,-999,-999,-999,-999,-999
12103990000,-999,-999,-999,-999,-999
12105980000,-999,-999,-999,-999,-999
12107980000,-999,-999,-999,-999,-999
12109990100,-999,-999,-999,-999,-999
12111980000,-999,-999,-999,-999,-999
12119910900,-999,-999,0.89,-999,-999
13029980000,-999,-999,-999,-999,-999
13051010605,-999,-999,-999,-999,-999
13051980000,-999,-999,-999,-999,-999
13053020206,-999,-999,0.34,-999,-999
13063980000,-999,-999,-999,-999,-999
13089023115,-999,0.0527,0.7879,-999,-999
13089980000,-999,-999,-999,-999,-999
13121006801,-999,-999,0.8233,-999,-999
13121980000,-999,-999,-999,-999,-999
13179990000,-999,-999,-999,-999,-999
13183980000,-999,-999,-999,-999,-999
13191980000,-999,-999,-999,-999,-999
13191990000,-999,-999,-999,-999,-999
15001990300,-999,-999,-999,-999,-999
15003007303,-999,-999,0.6202,-999,-999
15003008611,-999,-999,-999,-999,-999
15003980000,-999,-999,-999,-999,-999
15003980200,-999,-999,0.8846,-999,-999
15003980300,-999,-999,-999,-999,-999
15003980600,-999,-999,-999,-999,-999
15003980700,-999,-999,-999,-999,-999
15003980800,-999,-999,-999,-999,-999
15003981000,-999,-999,-999,-999,-999
15003981100,-999,-999,0.3856,-999,-999
15003981200,-999,-999,-999,-999,-999
15003981300,-999,-999,-999,-999,-999
15003990001,-999,-999,-999,-999,-999
15007041200,-999,-999,-999,-999,-999
15007990100,-999,-999,-999,-999,-999
15007990200,-999,-999,-999,-999,-999
15009980000,-999,-999,-999,-999,-999
15009990200,-999,-999,-999,-999,-999
17031381700,-999,-999,-999,-999,-999
17031980000,-999,-999,-999,-999,-999
17031980100,-999,-999,-999,-999,-999
17097863005,-999,-999,0.2017,-999,-999
17097863006,-999,-999,-999,-999,-999
17197980000,-999,-999,-999,-999,-999
18127980001,-999,-999,-999,-999,-999
18127980002,-999,-999,-999,-999,-999
18157010400,-999,0.0018,0.6191,-999,-999
19153011600,-999,-999,-999,-999,-999
19193940200,-999,-999,-999,-999,-999
20091980001,-999,-999,-999,-999,-999
20091980003,-999,-999,-999,-999,-999
20161980000,-999,-999,-999,-999,-999
20209040001,-999,-999,-999,-999,-999
20209040002,-999,-999,-999,-999,-999
20209042501,-999,-999,-999,-999,-999
20209042502,-999,-999,-999,-999,-999
20209043804,-999,-999,-999,-999,-999
20209044602,-999,-999,-999,-999,-999
20209044603,-999,-999,-999,-999,-999
21015980100,-999,-999,-999,-999,-999
21029980100,-999,-999,-999,-999,-999
21047201503,-999,-999,0.2747,-999,-999
21047980100,-999,-999,-999,-999,-999
21061980100,-999,0.0515,0.4288,-999,-999
21093980100,-999,-999,0.2576,-999,-999
21111980100,-999,-999,-999,-999,-999
21143980100,-999,-999,-999,-999,-999
21221980100,-999,0.0487,0.3526,-999,-999
21221980200,-999,-999,-999,-999,-999
22017980000,-999,-999,-999,-999,-999
22019980000,-999,-999,-999,-999,-999
22019980100,-999,-999,-999,-999,-999
22033980000,-999,-999,-999,-999,-999
22051980000,-999,-999,-999,-999,-999
22051990000,-999,-999,-999,-999,-999
22055980000,-999,-999,-999,-999,-999
22071001600,-999,-999,-999,-999,-999
22071014500,-999,-999,0.5624,-999,-999
22071980000,0.1545,0.1126,0.233,-999,-999
22071980100,-999,-999,-999,-999,-999
22071990000,-999,-999,-999,-999,-999
22073980000,-999,-999,-999,-999,-999
22075990000,-999,-999,-999,-999,-999
22103990000,-999,-999,-999,-999,-999
23015990000,-999,-999,-999,-999,-999
23023990000,-999,-999,-999,-999,-999
23029990000,-999,-999,-999,-999,-999
23031990100,-999,-999,-999,-999,-999
24003740400,-999,-999,0.6027,-999,-999
24003980000,-999,-999,0.2518,-999,-999
24005980000,-999,-999,-999,-999,-999
24005980100,-999,-999,-999,-999,-999
24005980200,-999,-999,-999,-999,-999
24017990000,-999,-999,-999,-999,-999
24035990200,-999,-999,-999,-999,-999
24043011000,-999,-999,0.6787,-999,-999
24047980000,-999,-999,-999,-999,-999
24510100300,-999,-999,0.7101,-999,-999
24510250600,-999,-999,-999,-999,-999
25001990000,-999,-999,-999,-999,-999
25005990000,-999,-999,-999,-999,-999
25009990100,-999,-999,-999,-999,-999
25015820802,-999,9e-04,0.2273,-999,-999
25017980000,-999,-999,-999,-999,-999
25025980101,0.9997,0.0529,0.8554,-999,-999
25025980300,0.9998,0.0555,0.8517,-999,-999
25025980700,-999,-999,-999,-999,-999
25025981000,-999,-999,-999,-999,-999
25025981201,-999,-999,-999,-999,-999
25025981202,-999,-999,0.1668,-999,-999
25025981501,-999,-999,-999,-999,-999
25025981502,-999,-999,-999,-999,-999
25025981600,-999,-999,-999,-999,-999
25025981700,-999,-999,-999,-999,-999
25027731202,-999,0.0054,0.2469,-999,-999
26017990000,-999,-999,-999,-999,-999
26033980100,-999,-999,-999,-999,-999
26033980200,-999,-999,0.722,-999,-999
26033980300,-999,-999,0.3928,-999,-999
26049980100,-999,-999,-999,-999,-999
26057000400,-999,-999,0.6204,-999,-999
26065004490,-999,8e-04,0.5293,-999,-999
26065004491,-999,0.0029,0.4203,-999,-999
26065004492,-999,0.001,0.567,-999,-999
26065004493,-999,0.002,0.6493,-999,-999
26065004494,-999,0.0012,0.564,-999,-999
26065980200,-999,-999,-999,-999,-999
26065980300,-999,-999,-999,-999,-999
26067982200,-999,-999,0.5101,-999,-999
26075005800,-999,-999,0.6071,-999,-999
26083980100,-999,0,0.2518,-999,-999
26087336500,-999,-999,0.3967,-999,-999
26095980000,-999,-999,-999,-999,-999
26099982100,-999,-999,-999,-999,-999
26099982200,-999,0.0821,0.3518,-999,-999
26099982300,0.9975,0.17,0.0618,-999,-999
26115990000,-999,-999,-999,-999,-999
26125981000,-999,-999,-999,-999,-999
26131990100,-999,-999,-999,-999,-999
26161422900,0.9937,0.0549,0.4399,-999,-999
26163985000,-999,-999,-999,-999,-999
26163985200,-999,-999,-999,-999,-999
26163985500,-999,-999,-999,-999,-999
26163985600,-999,-999,-999,-999,-999
26163985700,-999,-999,-999,-999,-999
26163985900,-999,-999,-999,-999,-999
26163990100,-999,-999,-999,-999,-999
26163990200,-999,-999,-999,-999,-999
27031990000,-999,-999,-999,-999,-999
27123040802,-999,6e-04,0.1427,-999,-999
27123980000,-999,-999,-999,-999,-999
27163070801,-999,-999,0.725,-999,-999
27163070802,-999,-999,0.7258,-999,-999
28047980000,-999,-999,0.4417,-999,-999
28067980000,-999,-999,-999,-999,-999
28081980000,-999,-999,-999,-999,-999
28143980000,-999,-999,-999,-999,-999
29095980101,-999,-999,-999,-999,-999
29095980802,-999,-999,-999,-999,-999
29095989200,-999,-999,-999,-999,-999
29165030307,-999,-999,-999,-999,-999
30067980600,-999,-999,-999,-999,-999
30101980000,-999,-999,0.2269,-999,-999
31109000600,-999,0.0011,0.5275,-999,-999
31109003500,-999,-999,0.1139,-999,-999
31109003601,-999,-999,0.5583,-999,-999
31109983200,-999,-999,0.2924,-999,-999
32005990000,-999,-999,-999,-999,-999
32023980500,-999,-999,-999,-999,-999
32031980000,-999,-999,0.2007,-999,-999
32031980100,-999,-999,-999,-999,-999
32031980200,-999,-999,-999,-999,-999
32031980300,-999,-999,-999,-999,-999
32031990000,-999,-999,-999,-999,-999
32031990100,-999,-999,-999,-999,-999
32510990000,-999,-999,-999,-999,-999
33011980101,-999,-999,-999,-999,-999
33015980011,-999,-999,-999,-999,-999
34011010103,-999,-999,0.8085,-999,-999
34011010402,-999,-999,0.8724,-999,-999
34011020502,-999,-999,0.8286,-999,-999
34013980100,-999,-999,0.6626,-999,-999
34013980200,-999,-999,0.7005,-999,-999
34017980100,-999,-999,-999,-999,-999
34021002400,-999,-999,0.6277,-999,-999
34025990000,-999,-999,-999,-999,-999
34029980000,-999,-999,-999,-999,-999
34029980100,-999,-999,-999,-999,-999
34029990000,-999,-999,-999,-999,-999
34031223900,0.9983,0.105,0.1977,-999,-999
35043940300,-999,-999,-999,-999,-999
35049980000,-999,-999,0.8254,-999,-999
36005000100,-999,-999,0.9034,-999,-999
36005011000,-999,-999,-999,-999,-999
36005016300,-999,-999,-999,-999,-999
36005017100,-999,-999,-999,-999,-999
36005024900,-999,-999,-999,-999,-999
36005031900,0.7951,0.0082,0.4335,-999,-999
36009940200,-999,-999,-999,-999,-999
36015000300,-999,-999,0.3834,-999,-999
36019101100,-999,8e-04,0.2751,-999,-999
36025970900,-999,0.0046,0.4372,-999,-999
36027640001,-999,-999,0.8593,-999,-999
36029006201,-999,0.0012,0.4091,-999,-999
36029014904,-999,-999,0.71,-999,-999
36029940100,-999,-999,-999,-999,-999
36029990000,-999,-999,-999,-999,-999
36039080800,-999,-999,0.7731,-999,-999
36045990001,-999,-999,-999,-999,-999
36047001800,-999,-999,0.9273,-999,-999
36047008600,-999,-999,-999,-999,-999
36047015400,-999,-999,-999,-999,-999
36047017500,-999,-999,-999,-999,-999
36047017700,-999,-999,-999,-999,-999
36047040700,-999,-999,-999,-999,-999
36047066600,-999,-999,-999,-999,-999
36047070203,-999,-999,-999,-999,-999
36047085200,-999,-999,-999,-999,-999
36047096000,-999,-999,-999,-999,-999
36047118000,-999,-999,-999,-999,-999
36047990100,-999,-999,-999,-999,-999
36051030500,-999,0.0013,0.4971,-999,-999
36051031000,0.6774,0.0162,0.631,-999,-999
36055003802,-999,0.0028,0.5911,-999,-999
36055980000,-999,-999,-999,-999,-999
36059980100,-999,0.0024,0.5088,-999,-999
36061000100,-999,-999,-999,-999,-999
36061000500,-999,-999,-999,-999,-999
36061008602,-999,-999,-999,-999,-999
36061014300,-999,0.4524,0.5191,-999,-999
36061024000,1,0.0859,0.8151,-999,-999
36061029700,-999,-999,0.9912,-999,-999
36061031100,-999,-999,-999,-999,-999
36061031900,-999,-999,-999,-999,-999
36063940100,-999,-999,-999,-999,-999
36065980002,-999,-999,-999,-999,-999
36065980003,-999,-999,-999,-999,-999
36065980100,-999,-999,-999,-999,-999
36081003700,-999,-999,-999,-999,-999
36081009900,-999,-999,-999,-999,-999
36081010701,-999,-999,-999,-999,-999
36081017100,-999,-999,-999,-999,-999
36081021900,-999,-999,-999,-999,-999
36081024600,-999,-999,-999,-999,-999
36081029900,-999,-999,-999,-999,-999
36081033100,-999,-999,-999,-999,-999
36081038301,-999,-999,-999,-999,-999
36081038302,-999,-999,-999,-999,-999
36081042600,0.7491,0.4831,0.8046,-999,-999
36081061302,-999,-999,-999,-999,-999
36081062400,-999,-999,-999,-999,-999
36081064102,-999,-999,-999,-999,-999
36081065501,-999,-999,-999,-999,-999
36081071600,-999,-999,-999,-999,-999
36081079300,-999,-999,-999,-999,-999
36081091602,-999,-999,-999,-999,-999
36081099900,-999,-999,-999,-999,-999
36081107202,-999,-999,-999,-999,-999
36081121100,-999,-999,-999,-999,-999
36081128300,-999,-999,-999,-999,-999
36081138502,0.7071,0.4829,0.2741,-999,-999
36081990100,-999,-999,-999,-999,-999
36085015400,-999,-999,-999,-999,-999
36089491900,-999,7e-04,0.2704,-999,-999
36095740300,-999,0.0076,0.2655,-999,-999
36103990100,-999,-999,-999,-999,-999
36117990100,-999,-999,-999,-999,-999
36119005600,-999,-999,-999,-999,-999
36119982000,-999,-999,0.8245,-999,-999
36119983000,0.4993,0,0.7828,-999,-999
36119985000,-999,0.0146,0.5403,-999,-999
37019990100,-999,-999,-999,-999,-999
37031980100,-999,-999,-999,-999,-999
37031990100,-999,-999,-999,-999,-999
37051003402,-999,-999,0.5287,-999,-999
37051003404,-999,-999,0.2795,-999,-999
37051980100,-999,-999,-999,-999,-999
37051980200,-999,-999,0.2605,-999,-999
37053990100,-999,-999,-999,-999,-999
37055990100,-999,-999,-999,-999,-999
37055990200,-999,-999,-999,-999,-999
37063001503,-999,7e-04,0.351,-999,-999
37063980100,-999,-999,-999,-999,-999
37077970704,-999,-999,0.7563,-999,-999
37081980100,-999,-999,-999,-999,-999
37087980100,-999,-999,-999,-999,-999
37089980100,-999,-999,-999,-999,-999
37093980100,-999,-999,-999,-999,-999
37095990100,-999,-999,-999,-999,-999
37119980100,-999,-999,-999,-999,-999
37119980200,-999,-999,-999,-999,-999
37129980100,-999,-999,-999,-999,-999
37129990100,-999,-999,-999,-999,-999
37133000500,-999,-999,0.3039,-999,-999
37133990100,-999,-999,-999,-999,-999
37135011601,-999,6e-04,0.3367,-999,-999
37141990100,-999,-999,-999,-999,-999
37173980200,-999,-999,-999,-999,-999
37183980100,-999,-999,-999,-999,-999
39025041304,-999,-999,-999,-999,-999
39035980100,-999,-999,-999,-999,-999
39035980500,-999,-999,-999,-999,-999
39035981100,-999,-999,-999,-999,-999
39043990100,-999,-999,-999,-999,-999
39049980000,-999,-999,-999,-999,-999
39085990000,-999,-999,-999,-999,-999
39113980000,-999,-999,-999,-999,-999
39129021300,-999,-999,0.5358,-999,-999
41041990100,-999,-999,-999,-999,-999
41045940000,-999,-999,-999,-999,-999
41051980000,-999,-999,-999,-999,-999
42003980000,-999,-999,-999,-999,-999
42003980300,-999,-999,-999,-999,-999
42003980400,-999,-999,-999,-999,-999
42003980800,-999,-999,-999,-999,-999
42003980900,-999,-999,0.3461,-999,-999
42003981000,-999,-999,-999,-999,-999
42003981100,-999,-999,-999,-999,-999
42003981200,-999,-999,-999,-999,-999
42017980000,-999,-999,-999,-999,-999
42029310400,0.9888,0.0034,0.4445,-999,-999
42041981001,-999,-999,0.6844,-999,-999
42045980000,-999,-999,-999,-999,-999
42079980100,-999,-999,-999,-999,-999
42101005000,-999,-999,-999,-999,-999
42101980300,-999,-999,-999,-999,-999
42101980400,-999,-999,-999,-999,-999
42101980500,-999,-999,-999,-999,-999
42101980600,-999,-999,-999,-999,-999
42101980700,-999,-999,-999,-999,-999
42101980800,-999,-999,-999,-999,-999
42101980900,-999,-999,-999,-999,-999
42101989100,0.9986,0.0569,0.7778,-999,-999
44003980000,-999,-999,-999,-999,-999
44005990000,-999,-999,-999,-999,-999
44009990100,-999,-999,-999,-999,-999
45003980100,-999,-999,-999,-999,-999
45011980100,-999,-999,-999,-999,-999
45013990100,-999,-999,-999,-999,-999
45015980100,-999,-999,-999,-999,-999
45019990100,-999,-999,-999,-999,-999
45027960202,-999,-999,0.4068,-999,-999
45029990100,-999,-999,-999,-999,-999
45041980100,-999,-999,-999,-999,-999
45043990100,-999,-999,-999,-999,-999
45051990100,-999,-999,-999,-999,-999
45053990100,-999,-999,-999,-999,-999
45061920301,-999,-999,-999,-999,-999
45063980100,-999,-999,-999,-999,-999
45079010408,0.9912,0.0563,0.7139,-999,-999
45079010806,0.9288,0.1784,0.3812,-999,-999
45079011501,-999,-999,0.5169,-999,-999
45079980100,-999,-999,0.2632,-999,-999
45089970802,-999,-999,0.8679,-999,-999
45091060600,0.9037,0.0015,0.2502,-999,-999
47001980100,-999,-999,-999,-999,-999
47009980100,-999,0.0475,0.1668,-999,-999
47017980100,-999,-999,-999,-999,-999
47029980100,-999,-999,-999,-999,-999
47037013000,-999,-999,0.303,-999,-999
47037980100,-999,-999,-999,-999,-999
47037980200,-999,-999,-999,-999,-999
47065980100,-999,-999,-999,-999,-999
47065980200,-999,-999,-999,-999,-999
47093000901,-999,0.0015,0.4873,-999,-999
47125980100,-999,-999,0.2741,-999,-999
47145980100,-999,-999,-999,-999,-999
47155980100,-999,-999,-999,-999,-999
47157021200,-999,-999,0.5737,-999,-999
47157980100,0.7875,0.0543,0.0801,-999,-999
47157980200,-999,-999,-999,-999,-999
47157980300,-999,-999,-999,-999,-999
47157980400,-999,-999,0.693,-999,-999
47161980100,-999,-999,-999,-999,-999
47161980200,-999,-999,-999,-999,-999
47179060700,-999,0.0137,0.2233,-999,-999
48027980001,-999,-999,0.4154,-999,-999
48027980002,-999,-999,-999,-999,-999
48027980003,-999,-999,-999,-999,-999
48029980001,-999,-999,-999,-999,-999
48029980002,-999,-999,-999,-999,-999
48029980004,-999,-999,-999,-999,-999
48039990000,-999,-999,-999,-999,-999
48041002015,-999,7e-04,0.3904,-999,-999
48041980000,-999,-999,-999,-999,-999
48061980001,-999,-999,-999,-999,-999
48061980100,-999,-999,-999,-999,-999
48071710600,-999,-999,-999,-999,-999
48099010503,-999,-999,0.4663,-999,-999
48113980000,-999,-999,-999,-999,-999
48141980000,-999,-999,-999,-999,-999
48201312100,-999,0.0016,0.3716,-999,-999
48201412100,-999,8e-04,0.493,-999,-999
48215980000,-999,-999,-999,-999,-999
48245011202,-999,-999,0.6826,-999,-999
48245011203,-999,-999,0.642,-999,-999
48245011302,-999,-999,0.8784,-999,-999
48253020102,-999,-999,0.7015,-999,-999
48303980000,-999,-999,-999,-999,-999
48309000300,-999,0.0013,0.5135,-999,-999
48309980000,-999,-999,-999,-999,-999
48329980000,-999,-999,-999,-999,-999
48355002706,-999,0.0017,0.343,-999,-999
48375980000,-999,-999,-999,-999,-999
48423980000,-999,-999,-999,-999,-999
48439980000,-999,-999,-999,-999,-999
48441012100,0.9933,0.1345,0.1608,-999,-999
48441013000,-999,-999,0.3298,-999,-999
48441980000,-999,-999,-999,-999,-999
48451980000,-999,-999,-999,-999,-999
48453001606,0.7476,0.031,0.8683,-999,-999
48453002319,0.9947,0.0519,0.8426,-999,-999
48453980000,-999,-999,-999,-999,-999
48465980000,-999,-999,-999,-999,-999
48469980000,-999,-999,-999,-999,-999
48485980000,-999,-999,-999,-999,-999
49035112818,-999,-999,0.5704,-999,-999
49035980000,-999,-999,-999,-999,-999
49045980000,-999,-999,-999,-999,-999
49049980100,-999,-999,-999,-999,-999
50007980000,-999,-999,-999,-999,-999
51001980100,-999,-999,-999,-999,-999
51001980200,-999,-999,-999,-999,-999
51001990100,-999,-999,-999,-999,-999
51025930202,-999,-999,0.4179,-999,-999
51053980100,-999,-999,-999,-999,-999
51059980200,-999,-999,-999,-999,-999
51059980300,-999,-999,-999,-999,-999
51081880102,-999,-999,0.4024,-999,-999
51087980100,-999,-999,-999,-999,-999
51107980100,-999,-999,-999,-999,-999
51121020100,-999,0.0051,0.2634,-999,-999
51131990100,-999,-999,-999,-999,-999
51153980100,-999,-999,-999,-999,-999
51155980100,-999,-999,-999,-999,-999
51155980200,-999,-999,-999,-999,-999
51175200300,-999,-999,0.3344,-999,-999
51183870202,-999,-999,0.7424,-999,-999
51590980100,-999,-999,-999,-999,-999
51670980100,-999,-999,-999,-999,-999
51710980100,-999,-999,-999,-999,-999
51710980200,-999,-999,-999,-999,-999
51710980300,-999,-999,-999,-999,-999
51710990000,-999,-999,-999,-999,-999
51735990100,-999,-999,-999,-999,-999
51740980100,-999,-999,0.3555,-999,-999
51810990100,-999,-999,-999,-999,-999
53005012000,-999,-999,-999,-999,-999
53009990100,-999,-999,-999,-999,-999
53021980100,-999,-999,-999,-999,-999
53029992201,-999,-999,-999,-999,-999
53035990100,-999,-999,-999,-999,-999
53049990100,-999,-999,-999,-999,-999
53055990100,-999,-999,-999,-999,-999
53057990100,-999,-999,-999,-999,-999
53061990100,-999,-999,-999,-999,-999
53067990100,-999,-999,-999,-999,-999
55009021100,-999,-999,0.7217,-999,-999
55025991702,-999,-999,-999,-999,-999
55025991703,-999,-999,-999,-999,-999
55079980000,-999,-999,-999,-999,-999
55089990000,-999,-999,-999,-999,-999
56021980801,-999,-999,-999,-999,-999
1001020100,0.3913,0.5597,0.3735,0.0993,0.2533
1001020300,0.5659,0.8729,0.6429,0.3882,0.64
1001020400,0.1825,0.796,0.3661,0.0585,0.1805
1001020500,0.2801,0.6475,0.4176,0.659,0.4713
1001020801,0.2577,0.7069,0.1171,0.1701,0.2025
1001020802,0.3839,0.8404,0.3833,0.5372,0.526
1003010701,0.0726,0.3987,0.2421,0.4342,0.1898
1003010703,0.1087,0.2185,0.278,0.4568,0.182
1003010704,0.3287,0.5901,0.291,0.0828,0.1994
1003010705,0.4255,0.2963,0.2017,0.6088,0.3787
1003010800,0.4256,0.6782,0.462,0.7444,0.592
1003010905,0.4863,0.2985,0.3941,0.7072,0.5015
1003011101,0.2281,0.6276,0.433,0.4663,0.3767
1003011102,0.3613,0.472,0.1902,0.1102,0.1859
1003011201,0.2944,0.84,0.2404,0.7351,0.5115
1003011202,0.4963,0.6394,0.2183,0.7093,0.5379
1003011300,0.1525,0.698,0.1378,0.2561,0.1984
1003011403,0.275,0.6066,0.0739,0.2524,0.2102
1003011408,0.3814,0.2596,0.0317,0.2413,0.1656
1003011501,0.5838,0.418,0.2751,0.4646,0.4604
1003011502,0.6683,0.7206,0.3671,0.5731,0.637
1005950800,0.7968,0.997,0.7098,0.3218,0.8274
1005950900,0.949,0.9318,0.6022,0.3958,0.8417
1007010003,0.5366,0.38,0.0869,0.131,0.2249
1009050102,0.5982,0.5599,0.4077,0.7904,0.6523
1009050200,0.598,0.5921,0.6244,0.5173,0.619
1009050602,0.3346,0.4889,0.1762,0.3719,0.2897
1013952800,0.4697,0.6633,0.2354,0.0502,0.2275
1013952900,0.9095,0.3993,0.3582,0.8326,0.7812
1015000200,0.7799,0.8169,0.3568,0.1625,0.5622
1015000300,0.9667,0.9727,0.4288,0.4156,0.8439
1015000900,0.5055,0.9057,0.2248,0.3705,0.5054
1015001000,0.4721,0.6984,0.5964,0.331,0.5074
1015001100,0.5631,0.668,0.6356,0.4374,0.5951
1015001600,0.9051,0.9107,0.2,0.2203,0.6574
1015001700,0.6942,0.9675,0.5601,0.688,0.8108
1015002102,0.4574,0.5014,0.1571,0.0669,0.1881
1015002103,0.8086,0.7919,0.3436,0.8523,0.8089
1015002200,0.6642,0.9622,0.0747,0.4717,0.6053
1015002300,0.8938,0.9902,0.1778,0.5457,0.8055
1015002501,0.3703,0.5263,0.2035,0.2657,0.2804
