"COUNTYFP","countyArea","parkArea","cover"
18151,834041840.235845,27888346.5553273,0.0334375869530013
18153,1175407404.29729,29513750.5379658,0.0251093794628683
18155,578160953.084274,1627201.28012582,0.00281444340273294
18157,1301684743.76141,11940971.2188502,0.00917347405051778
18159,674238049.039576,2940148.34850312,0.00436069775755201
18161,427571280.253322,32079585.0944935,0.0750274552479001
18163,612854534.579433,27267109.552292,0.0444919765030438
18165,672484642.97547,17754719.3043708,0.0264016724988892
18167,1061983442.47184,23418072.7142704,0.022051259725635
18169,1089031899.44503,4277179.33143553,0.00392750601117854
18171,948006771.585868,2103184.70037523,0.00221853341496383
18173,1012315111.37954,5977951.62965531,0.00590522808802966
18175,1336817942.73186,87668320.6494093,0.0655798503648553
18177,1046138254.64697,12293825.2518228,0.0117516257504335
18179,957698104.175866,5142068.32937061,0.00536919547710241
18181,1316013371.47563,396870.119703872,0.000301569975127887
18183,873998048.597366,14165162.7431831,0.0162073162130237
19001,1475000326.5534,6635976.37101204,0.00449896603515891
19003,1100804391.25513,775815.21451246,0.000704771184304491
19005,1703015230.61582,228377561.992564,0.134101890509799
19007,1335351296.04479,106386235.443589,0.0796690996284626
19009,1146619668.25711,1899300.69062429,0.00165643477362574
19011,1857761140.64935,23383327.3561819,0.0125868319906878
19013,1480659609.67449,41017263.3912369,0.0277020208582945
19015,1483394642.03544,158646879.597641,0.106948532172095
19017,1136123847.59957,32531300.6444321,0.0286335866579732
19019,1481912765.70429,13802382.6650078,0.00931389686655956
19021,1500274767.82202,31091467.8043203,0.0207238490383042
19023,1504174705.56265,37169381.594373,0.0247108141473961
19025,1479714527.1229,6591489.65618328,0.00445456845584908
19027,1474518537.94379,7593384.2177474,0.00514973804828277
19029,1461088550.41517,4099075.46511812,0.00280549420769422
19031,1504921431.8807,6727382.25613079,0.0044702548010919
19033,1486993905.53108,44127060.4617018,0.0296753472207015
19035,1492274125.09622,4629679.24992468,0.00310243216850401
19037,1307397355.26106,7701246.6908519,0.00589051726306587
19039,1116731909.11104,24160862.4727342,0.0216353291919161
19041,1480587718.12357,235032211.40598,0.158742510510521
19043,2049802554.70823,79703921.518894,0.0388837067920618
19045,1836714327.74693,38739717.9582612,0.0210918580930234
19047,1849062290.66759,4761525.45871822,0.00257510278736965
19049,1530027589.69304,37609295.1357475,0.0245807953981358
19051,1305918360.78556,15679356.7804299,0.0120063835927678
19053,1379798495.16082,32433047.312399,0.023505640443983
19055,1496950738.18473,18947919.3010674,0.0126576772486478
19057,1111732287.5948,12466955.6378095,0.0112139907933964
19059,1043716241.81546,117820694.612265,0.112885753705744
19061,1594213393.28361,101041043.316761,0.0633798735742934
19063,1039334645.51137,38704513.2047159,0.0372397027000602
19065,1890661861.90109,30095129.520032,0.0159177746832905
19067,1296321827.08984,8038154.42283469,0.0062007398586197
19069,1506181934.22223,9235928.68577586,0.00613201398577733
19071,1336535814.47001,68550636.9273803,0.0512897867645719
19073,1477326105.23949,17220975.4846628,0.0116568545181642
19075,1297911597.98672,1100953.00923479,0.000848249611870756
19077,1533809069.31116,45735885.8005023,0.0298185000438434
19079,1493227070.16469,11162367.9372117,0.00747533189040066
19081,1481599603.31662,33956879.3493681,0.0229190661723681
19083,1473834470.34606,11843210.0746253,0.0080356446486453
19085,1814032559.0356,56547279.2150459,0.0311721412790453
19087,1129236200.78045,13015211.1524092,0.011525676508966
19089,1224115251.97698,8175302.85377255,0.00667854014609265
19091,1126580044.6605,3784000.07923351,0.00335883819100828
19093,1117429559.19919,784065.463829046,0.000701668805316866
19095,1519367322.68328,42114237.3737902,0.0277182724315897
19097,1679849749.5692,85655986.6856932,0.050990266663825
19099,1895534720.83545,47806488.5559384,0.0252205818392331
19101,1130130224.18627,4648794.7532297,0.00411350360669894
19103,1611382294.98546,138796103.177077,0.0861348071211927
19105,1492276493.66038,18217160.0759391,0.0122076305251277
19107,1499973510.33161,15328997.9549098,0.0102195124442704
19109,2519728639.40229,35854321.9266583,0.0142294377918264
19111,1393775534.41325,39550079.0348463,0.0283762184500506
19113,1874078385.85405,60040706.2553437,0.0320374572955667
19115,1080044001.93572,84752727.4178014,0.0784715504793344
19117,1123301289.99925,72265852.2219938,0.0643334543148634
19119,1519333494.72848,9950080.84953228,0.00654897748522976
19121,1454327447.90969,8972229.47795742,0.00616933242293767
19123,1483045614.99913,25223149.1561786,0.0170076691512913
19125,1475539790.78853,113017930.353854,0.0765942952263301
19127,1482259644.13471,9687686.23717344,0.00653575524066081
19129,1139588518.41168,26656240.6113709,0.0233911101952163
19131,1213439104.64681,9200625.53988647,0.0075822721590668
19133,1807417730.90443,50716572.2950266,0.0280602383322023
19135,1123522376.87416,25130231.8431517,0.0223673621108183
19137,1099492320.31401,2888955.73015154,0.00262753606985309
19139,1161712620.2128,42277225.42418,0.036392154727936
19141,1481916808.41602,13108571.9205918,0.00884568677954542
19143,1032516096.38942,9694644.00649094,0.00938933934336897
19145,1385117798.12915,2713963.76781439,0.00195937397633622
19147,1472441654.32993,40278590.8960651,0.0273549656637463
19149,2233670719.80137,28990370.9556596,0.0129788024253806
19151,1495864429.96345,18118443.0345962,0.0121123563550735
19153,1529870275.9021,179689198.951608,0.117453879444551
19155,2480216689.80783,25543108.9008001,0.0102987408341241
19157,1515801262.03431,8771722.10879716,0.0057868549977488
19159,1394284119.14322,33760417.9667297,0.0242134422268793
19161,1495400364.94823,21624362.4258414,0.0144605838895794
19163,1210840321.4447,60916672.9259317,0.0503094188779983
19165,1529464585.06755,4145870.66881323,0.00271066797445992
19167,1987764211.21653,11271608.8923726,0.0056704959415052
19169,1483450896.28195,78194289.0408709,0.052711073374153
19171,1867301033.83209,29757365.0433483,0.015936029865672
19173,1383307290.28532,1771207.14611073,0.00128041481350496
19175,1101238202.19492,22375719.8751441,0.0203186920237113
19177,1269107660.27005,32494343.5476931,0.0256040874741697
19179,1127808315.30333,58964595.6165646,0.0522824622025472
19181,1482788900.66359,47688833.0647462,0.0321615794692043
19183,1476383796.4489,17590234.3092205,0.0119144048800384
19185,1363929130.79115,22081355.4727977,0.016189518189988
19187,1857872329.17101,20832187.6940412,0.011212927479972
19189,1037604777.86924,38193488.1241992,0.036809283205722
19191,1783949005.11839,37073535.4066564,0.0207817237489902
19193,2269680759.35834,43750663.7700204,0.0192761310548313
19195,1038810902.33958,34448603.1404084,0.0331615725853709
19197,1505489465.00571,25644598.6206867,0.0170340604944647
20001,1307845060.17911,868305.328411367,0.000663920639263225
20003,1510973045.72587,7164138.54923618,0.00474140724713889
20005,1122388257.87462,9162504.37746184,0.0081634000651541
20007,2940703428.34963,476624.886822828,0.000162078529316477
20009,2331097705.30215,111211219.459197,0.0477076611616251
20011,1654041807.96644,593934.125964069,0.000359080479769904
20013,1480198313.57069,3169223.47122565,0.00214108031482654
20015,3744809885.51713,1510828.25714531,0.000403445916704173
20017,2012871020.57529,44326926.4341306,0.0220217420694256
20019,1669426984.11914,114237.910158416,6.84294139516936e-05
20021,1529857341.92105,6144953.53637807,0.00401668401882611
20023,2640119401.89453,7425481.99208581,0.0028125553665328
20025,2530573508.10702,215725.365389642,8.52476186518739e-05
20027,1696528658.8323,5069566.35559715,0.0029881996565189
20029,1857891408.88859,4761871.90229536,0.00256305179060167
20031,1692910792.74849,55944299.430504,0.0330462181883055
20033,2044680052.41971,234257.797038442,0.000114569414789966
20035,2931411799.96658,11721662.0327292,0.00399864052974845
20037,1540318445.7019,1736954.01895491,0.00112765903946791
20039,2313404686.39588,145667.54231907,6.29667360733193e-05
20041,2204749501.54763,7309377.81880728,0.00331528720776507
20043,1030276554.84113,12064355.7332595,0.0117098226457457
20045,1228183286.56715,26463708.2188788,0.0215470349648273
20047,1610182464.74124,911026.507653008,0.000565790851411001
20049,1684217787.20429,122045.708134013,7.24643267998034e-05
20051,2330094806.62687,1041222.45647473,0.000446858408298864
20053,1871819646.39267,721410.687428462,0.000385406088037782
20055,3372228655.43574,397609.962331066,0.000117907177406299
20057,2844839108.96564,757934.771533137,0.000266424476921901
20059,1493564841.08626,28069727.9048533,0.0187937792405708
20061,1047238861.12295,9580540.44363166,0.00914838132855235
20063,2773038826.86701,8681434.39413126,0.00313065735323281
20065,2325682022.49678,35436.5760979014,1.52370684191202e-05
20067,1489341744.79443,355.116723357569,2.3843870931489e-07
20069,2250139321.15299,194097.305325338,8.62601277621694e-05
20071,2014753797.19068,0,0
20073,2983368904.08966,2141508.98958483,0.000717815683688734
20075,2582710331.07493,157504.642874233,6.09842462699561e-05
20077,2078556324.715,197967.713613271,9.52428910678739e-05
20079,1399540603.01616,1445045.35873716,0.00103251406613208
20081,1495842112.86354,0,0
20083,2227004751.35052,65625.3894469962,2.9468006032407e-05
20085,1702748897.25617,1583763.13121166,0.000930121366552495
20087,1440512145.46802,13977071.887162,0.00970284903958299
20089,2365962187.52428,2540050.04956643,0.0010735801539687
20091,1241774602.04132,83986891.9860265,0.0676345705959539
20093,2253864254.20303,117316.74836305,5.20513815968626e-05
20095,2243647527.74719,1620423.96332867,0.000722227508237763
20097,1870923961.3291,411037.847168425,0.000219697783375667
20099,1691105159.67109,2065132.47040045,0.0012211733011341
20101,1856896875.81116,20716.0495448942,1.11562735738056e-05
20103,1212930389.55779,56896539.0914927,0.0469083300915857
20105,1864346145.37657,852160.17498275,0.000457082595469752
20107,1569468521.43875,32439474.2716486,0.0206690824495868
20109,2776806794.20044,1297854.64719536,0.000467391051442981
20111,2214113128.70029,26907181.9495483,0.0121525777525844
20113,2330822847.43534,2582789.60455338,0.00110810206249491
20115,2468230882.53413,3565092.33273632,0.00144439175360939
20117,2341199004.44444,28905470.5521616,0.0123464389388892
20119,2535996845.52534,1921379.81286778,0.00075764282446091
20121,1527414076.51901,3231842.67496727,0.00211589163976586
20123,1861051327.13485,705421.971304066,0.000379044876956771
20125,1686764568.82711,3339127.94699818,0.00197960522097049
20127,1818897981.60977,813387.901974883,0.000447187203569831
20129,1889037066.64973,258469766.326264,0.136826201502053
20131,1860950389.55751,3878882.26486927,0.00208435554576583
20133,1495626152.32424,1126270.04112124,0.000753042489509154
20135,2782980087.09112,238043.638020332,8.55355160910061e-05
20137,2280064519.36849,122599.309694634,5.37701054742919e-05
20139,1862863985.61263,24052742.4208808,0.0129117008040556
20141,2314017097.48144,535464.469751438,0.000231400394722336
20143,1866602637.23241,5523468.11700985,0.00295910227856499
20145,1953421843.22175,420327.445037119,0.000215174948767788
20147,2314558216.61042,45869987.3931953,0.0198180313910488
20149,2229626354.15313,72234064.5694278,0.032397385523757
20151,1904597319.88202,24136075.3970447,0.0126725345799289
20153,2768452849.69891,221384.190509661,7.99667549092406e-05
20155,3292599441.43467,12394238.0891241,0.00376427145469101
20157,1863718682.70738,3734988.83893336,0.00200405183120643
20159,1884640063.26343,3705545.74057608,0.00196618219723058
20161,1609575618.5634,75973841.8607535,0.0472011634523656
20163,2316685123.30459,365292.873232624,0.000157679120722094
20165,1857624901.53524,218113.411339664,0.000117415206460359
20167,2327551307.73423,668063.342223086,0.000287024109845903
20169,1866733739.2739,7475198.18108116,0.00400442656808076
20171,1857549031.65377,168770.148098396,9.08563624552837e-05
20173,2612062555.29926,7267342.00425091,0.00278222356869179
20175,1657437036.31001,136325.09591114,8.22505428107503e-05
20177,1438221523.35141,27072013.1733211,0.0188232568723048
20179,2319261539.62361,75479.007516167,3.25444139122043e-05
20181,2733040490.41386,1670192.02475237,0.000611111335748801
20183,2320433534.01981,1445090.57463518,0.000622767492991611
20185,2057545516.95181,85581683.8500728,0.041594065912505
20187,1760942339.37761,149070.02432304,8.46535522427878e-05
20189,1883921118.72851,156781.633348377,8.3220911846984e-05
20191,3067412831.91971,760429.842592256,0.000247905933847303
20193,2781363214.43313,393483.665285729,0.000141471514127983
20195,2328509507.85889,287552.573651631,0.000123492119178006
20197,2069743993.25425,2183788.39618611,0.00105510072902908
20199,2364976050.06209,1565773.27079005,0.000662067284253871
20201,2324711896.20662,1505956.67409714,0.00064780357366197
20203,1859844665.80291,1067754.82055814,0.000574109677109612
20205,1489177386.85703,2613456.31936043,0.00175496642806014
20207,1307729152.62342,10479414.6905883,0.00801344427442457
20209,403970543.02498,100480238.298519,0.248731596977619
21001,1067554670.05305,58903987.0010928,0.0551765531578497
21003,911520159.836572,2042218.93795708,0.0022404539448949
21005,528762768.182639,8172839.24438092,0.0154565331301049
21007,708267484.786709,36614454.3750088,0.0516958001905665
21009,1294528951.4175,27101208.1682129,0.0209351889260855
21011,735007227.459099,3759723.78832417,0.00511522016092472
21013,935030208.853582,111953242.559961,0.119732219878996
21015,663915576.727631,168998947.652317,0.25454885165565
21017,754790977.905866,365582.245527052,0.000484348986975631
21019,419287621.943905,808091.073394675,0.00192729532450349
21021,473294343.760301,395178.033505784,0.000834951946321845
21023,540689415.481896,390199.64142216,0.000721670575101587
21025,1282017889.43983,178475.191434766,0.000139214275327116
21027,1515820474.84562,38103678.4671389,0.0251373293206239
21029,777275074.100989,15356429.1939808,0.0197567498375556
21031,1117322481.91726,17440685.8129703,0.015609357276194
21033,900909791.846871,15601820.0658171,0.017317849364067
21035,1063769396.23338,684631.382146567,0.000643590034241184
21037,413290552.501116,115972967.459081,0.280608803557802
21039,515079915.621788,3986484.20190248,0.00773954503174547
21041,355348962.897079,84847362.7503164,0.238771944227936
21043,1066717077.95883,44393529.1761207,0.0416169667603598
21045,1153827225.54948,375186.788595914,0.000325167217663147
21047,1874162840.43372,83767305.9793551,0.0446958525546104
21049,660370529.805143,195183.797432778,0.000295567092447888
21051,1219750107.75439,72589981.2193696,0.0595121744674497
21053,532338853.916848,63854150.1613236,0.119950196555252
21055,960737272.679344,17773320.5513346,0.0184996679703782
21057,804642403.378997,160155728.235695,0.199039632466722
21059,1233837748.10561,5084967.26510333,0.00412126089748074
21061,796861079.474055,188043803.226318,0.235980659703485
21063,609199608.798648,7121493.39099317,0.0116899178662259
21065,661850819.90414,2374588.37903913,0.00358780001116122
21067,739072379.312359,5394004.78811555,0.0072983444370282
21069,909292610.993936,16753469.8470795,0.0184247288986177
21071,1024432023.13208,206848.068491394,0.000201914879485104
21073,548826638.885062,4165361.78913711,0.00758957655116561
21075,596861336.962419,29541931.3735998,0.0494954682840511
21077,271062889.758065,9541378.92257291,0.0351998716279052
21079,605575634.509463,5968359.73402382,0.00985568010651287
21081,674931819.442304,1415512.57810642,0.00209726751255566
21083,1441559404.48246,8850394.01557205,0.00613945841430619
21085,1323179422.72026,20110720.1293906,0.0151987854285446
21087,747302955.70152,194308.967336315,0.000260013647549286
21089,917189535.519379,999081.565755348,0.00108928583140626
21091,514755238.958164,386073.094578034,0.000750012948599464
21093,1631620878.19637,7987522.28412518,0.00489545236326884
21095,1212174222.57144,33399219.7025747,0.0275531512555376
21097,801959998.761806,392714.599507388,0.000489693501064547
21099,1081619389.32718,75283303.5424588,0.0696023982976938
21101,1205291935.15364,53988748.1102074,0.0447930883262115
21103,753372574.838885,1688919.01935967,0.00224181112475571
21105,654937555.288283,48668506.7014375,0.0743101480568099
21107,1435215477.61468,16659631.2833674,0.0116077561475686
21109,897116342.789153,139206.06559044,0.000155170582622145
21111,1029176702.28718,27581087.7403218,0.0267991761560742
21113,451773126.490506,3902374.10715246,0.00863790667999033
21115,683846776.701889,25120110.9562976,0.0367335371198924
21117,425066230.590303,92212489.9130868,0.216936757796611
21119,913398613.576399,11781939.5761203,0.0128990118892214
21121,1003990029.91385,682713.45632139,0.000680000235042147
21123,682516308.002881,8912417.62306155,0.0130581753410996
21125,1148659785.08649,1585788.35270525,0.00138055529870042
21127,1087184821.13343,3282060.74252397,0.00301886181514411
21129,546763115.403784,15211704.8816245,0.0278213808742213
21131,1047024697.8201,17133521.6341383,0.0163640090532823
21133,877695369.040307,174640212.405807,0.198975884533563
21135,1282496027.90523,2123304.16152916,0.00165560291441781
21137,870862517.230537,5142345.28162829,0.00590488760267425
21139,885434514.280725,2014322.52562481,0.00227495370141645
21141,1442408210.47625,2504325.38333315,0.0017362112647059
21143,664799992.180309,160467584.361182,0.241377235632788
21145,693812162.753733,19227925.8350862,0.0277134458968992
21147,1116248808.57212,223657.487095418,0.000200365263889076
21149,663260819.266428,3771862.01633101,0.00568684581806403
21151,1147410233.96246,20875970.3338909,0.0181939900098311
21153,800205950.704366,7471350.63640623,0.00933678464878913
21155,897960307.663244,5838817.60500967,0.0065023114665324
21157,880791960.418314,26670169.5511484,0.0302797604311487
21159,597096124.79799,80026.1469499988,0.000134025567452935
21161,638241803.855423,4687009.14529045,0.00734362606300256
21163,839197804.822966,12381841.3505621,0.0147543776680566
21165,533061262.169798,1570519.49143497,0.00294622701533827
21167,655613226.955912,2454266.46953277,0.00374346698422821
21169,753964695.195588,114556356.262846,0.151938621254843
21171,859910795.160188,58705580.3580603,0.0682693840901536
21173,514778279.402715,373984.78429693,0.000726496822536598
21175,993458694.914375,21050375.5383437,0.0211889791151891
21177,1241234769.39184,5480285.88116777,0.00441518882350751
21179,1097772815.41348,17969830.2235486,0.0163693525392867
21181,509480634.566167,27133858.3297032,0.0532578796695742
21183,1543662937.85379,14136279.2028747,0.00915762039511608
21185,508476927.58608,22264279.7655455,0.0437862143937227
21187,916820059.341429,16310362.8795902,0.0177901461834357
21189,513298793.986306,46970.4211055881,9.15069773314939e-05
21191,729592103.226821,163459750.826567,0.224042653564398
21193,886857021.756649,117121.618922599,0.000132063699163829
21195,2041618868.89224,201964639.923238,0.0989237722086799
21197,466236506.610683,53580276.4254893,0.114920808786494
21199,1752045269.90837,9404708.45741185,0.00536784557964286
21201,259086223.170982,73020.6904956997,0.000281839341366717
21203,824349397.643798,6221104.96014535,0.00754668466784456
21205,740924181.458096,137182737.096792,0.185150843405899
21207,732657039.059376,1642670.45453894,0.00224207284850206
21209,738803985.080701,10902667.7463811,0.0147571858930757
21211,998092650.122504,1143449.7842869,0.00114563491089385
21213,612152159.18366,5596563.03556407,0.00914243779361557
21215,496070801.839814,29450113.1736316,0.0593667538270903
21217,717031519.978478,37164566.8596111,0.0518311480375739
21219,976525558.852743,12420570.123488,0.0127191449428934
21221,1245592546.58806,246532381.700419,0.197923777222113
21223,404283508.520523,5241154.94721982,0.0129640582332924
21225,940375092.611573,40793299.3445359,0.0433798169103419
21227,1417642784.95638,1684272.49256286,0.00118807961387444
21229,779635035.308933,308387.301483206,0.000395553416042939
21231,1253383385.20545,1095737.02509589,0.000874223352590779
21233,869047454.859867,4042769.69124384,0.00465195504415318
21235,1152332839.73949,4007072.21613027,0.00347735660908195
21237,576649641.683511,16870661.8242582,0.0292563466700592
21239,496969087.908716,3784555.05674945,0.00761527255684081
22001,1704770333.80601,7890904.20960661,0.00462871980649126
22003,1986541684.42591,299825.401942788,0.000150928321461039
22005,784920618.510543,83744044.8471691,0.106691100822502
22007,945250532.397297,0,0
22009,2244273536.84615,3231406.697716,0.00143984529722569
22011,3022044020.37443,3174919.85177813,0.00105058689760077
22013,2130212773.38068,25045883.4434973,0.011757456229947
22015,2247863576.68827,5468200.27828745,0.00243262106072453
22017,2426613750.87943,25149301.7798146,0.010363949256737
22019,2837318398.14391,12249294.2493686,0.00431720819819929
22021,1401177517.8379,2621159.55650922,0.00187068342386326
22023,4250384713.25642,765870467.10521,0.180188504987926
22025,1916235948.78712,129728.480201686,6.76996380763014e-05
22027,1988536991.82456,82122581.1213221,0.041297990160078
22029,1936870096.68762,117471743.704524,0.0606502954975765
22031,2318212557.21826,1070734.6787951,0.000461879423205234
22033,1219179804.12376,63993423.3016924,0.0524889135181215
22035,1146678544.6698,74934.5847739465,6.53492516470905e-05
22037,1181633916.5681,86787.569526806,7.34470873846183e-05
22039,1761903395.51678,1418324.59747538,0.000804995666098582
22041,1646903637.24527,808542.942967537,0.000490947329693171
22043,1722786281.3965,586920350.991775,0.340680882666429
22045,1607456863.84904,3772614.82203092,0.00234694622722094
22047,1692690136.80471,38076398.4818114,0.0224946064574395
22049,1503697175.10705,217335.93259723,0.000144534375800605
22051,1325478057.66684,48345009.7510363,0.0364736401869491
22053,1707356543.84801,299598.337787417,0.000175474969693317
22055,698095655.800705,1682016.70580624,0.00240943585858158
22057,3219776924.0276,100196300.52052,0.0311190193869658
22059,1717263296.90457,252075.705376341,0.000146789199903542
22061,1224764261.59479,751618.186857736,0.000613683963866678
22063,1792852876.65158,505406132.039611,0.281900505402056
22065,1686726922.19042,268996026.053762,0.159478112618513
22067,2088813906.81193,389331.737228625,0.000186388905186315
22069,3366759237.20822,547929325.720407,0.162746809948537
22071,902771856.401554,161885379.114995,0.179320365347087
22073,1637174961.49464,8376769.47948718,0.00511660004367507
22075,3092599656.776,53539285.8292688,0.0173120648551979
22077,1531528522.03494,1946403.71500816,0.00127088962889309
22079,3529523046.38356,473254371.297487,0.134084510875314
22081,1042670500.18349,163616.086578031,0.000156920222207531
22083,1463049328.77463,738459.265011993,0.000504739826941095
22085,2621264329.31305,3298473.3648323,0.00125835205856432
22087,1601133204.6063,28948157.3973183,0.0180797933076632
22089,1029331765.25728,4922943.76788927,0.00478265991010078
22091,1061570950.44526,12117091.146797,0.0114143017399964
22093,668367699.982446,132378906.726261,0.198062992466179
22095,1062998984.46051,195718156.573921,0.184118855648061
22097,2434400378.47393,50856484.9333138,0.0208907644703845
22099,2116956566.83641,27590535.7967209,0.0130331137770825
22101,1909335721.83643,128983691.721202,0.0675542233071217
22103,2815127931.31561,168593449.159306,0.0598883792398438
22105,2188108803.28019,160493512.999967,0.0733480495848155
22107,1661560748.97675,73294749.7845327,0.0441119891822614
22109,3852031840.97598,49980838.2890443,0.0129751882519177
22111,2345443527.3153,451274.256060117,0.000192404656434711
22113,3362356141.6083,8407161.77397222,0.00250037813363544
22115,3477787971.98109,485951000.045262,0.139729909919852
22117,1752596556.60214,4726183.19253905,0.00269667492768671
22119,1593275596.31487,68921286.5815848,0.0432576051130103
22121,528477703.24303,36818791.6264184,0.0696695270216283
22123,933956347.018894,301345.544167657,0.000322654849051056
22125,1104695153.29138,74712881.0052674,0.0676321252814989
22127,2480573817.08137,453406414.310873,0.182782875151181
23001,1284836076.30782,11329123.5369665,0.00881756338094319
23003,17635874450.9011,3903855255.95821,0.221358757504578
23005,2461173508.65378,142120595.064141,0.0577450531481944
23007,4504322845.0248,2644713560.07283,0.587150089162464
23009,4532911523.40425,227279068.246429,0.0501397539027501
23011,2458854961.96374,27788966.3875785,0.0113015882666724
23013,1056730148.41121,84793941.5672624,0.0802418116817712
23015,1334416008.5023,18054917.8322174,0.0135302017640523
23017,5624750383.04982,1540699618.00263,0.273914309627948
23019,9193926688.35439,650952833.40838,0.0708024824945491
23021,11310770871.8177,1820191182.08906,0.160925475612305
23023,770514533.163687,32348471.590575,0.0419829480149505
23025,10579432439.5038,4414299304.62154,0.417252941484693
23027,1972955030.54399,50470677.3918799,0.0255812609058626
23029,7336170463.89525,739569891.844934,0.100811437722816
23031,2647951206.84906,134316617.135744,0.0507247326870402
24001,1106996876.6027,412486048.64835,0.372617174778526
24003,1163030865.39418,189171313.296469,0.162653734243205
24005,1607408368.22011,436023820.759431,0.271258896855341
24009,615161132.567884,101236439.461604,0.164568978925911
24011,843827971.10892,238256180.303423,0.28235160300543
24013,1171699536.52243,101094276.005606,0.0862800341337088
24015,974696079.110409,82574710.2773227,0.0847184184353008
24017,1253554842.52438,378150970.473817,0.301662885137363
24019,1549099369.41304,348337393.390459,0.224864460129789
24021,1727348686.40569,218693972.31546,0.126606732060869
24023,1702135186.22441,463091509.962754,0.272065059056773
24025,1168080674.92515,155040063.094204,0.132730612210615
24027,655634376.739779,119352971.99238,0.182041967637325
24029,780415309.61158,33155426.193025,0.0424843359486717
24031,1311834654.68735,640630166.823854,0.488346732215682
24033,1290894731.61133,343469631.095067,0.266070983701622
24035,1022315594.23425,53853430.3548349,0.052677891894208
24037,1040545040.42383,73069625.950521,0.070222453725558
24039,902674197.293725,240988328.796411,0.266971549113633
24041,795645543.80551,27391317.5241238,0.0344265329421859
24043,1209410658.94658,163306794.307769,0.135030060384958
24045,994958838.83258,154458881.326975,0.155241478640672
24047,1512861823.78084,342089969.663124,0.226121093338317
24510,223609338.751655,16830130.7943019,0.0752657777544516
25001,1163694737.49684,284891413.7166,0.244816277445246
25003,2447048407.33594,767095600.370488,0.313477901814624
25005,1526068851.43875,189943950.227168,0.124466173363077
25007,306251577.680536,68458502.7654422,0.223536816639208
25009,1376223498.06032,297089572.592897,0.215873056238048
25011,1873105074.30575,605768028.102618,0.32340312159324
25013,1640162420.27355,262302392.339519,0.159924644716449
25015,1409973813.49741,414059177.278108,0.293664444909827
25017,2190481227.16427,396607378.012081,0.18105947364156
25019,145896744.130946,49228516.7861213,0.337420256218587
25021,1067522036.17565,173421059.014405,0.16245197114214
25023,1817398936.0672,252311914.649601,0.138831331768905
25025,171411874.806508,20926756.3747493,0.122084636192047
25027,4083418176.52836,793467197.603401,0.194314459920926
26001,1795230832.14419,559257350.593426,0.311523922483806
26003,2421349837.17732,630218254.884863,0.260275588933295
26005,2178666576.62698,212896617.823024,0.0977187698691517
26007,1546643953.36259,238485863.672124,0.154195710754002
26009,1357212040.98888,200845972.146924,0.147984225074061
26011,960975987.390801,144807949.950318,0.15068841662058
26013,2371042659.11455,605992369.757798,0.255580542774419
26015,1492070191.8862,100603500.595913,0.0674254476384491
26017,1167757009.40028,27255222.4809926,0.0233398063651871
26019,898449769.482775,331170378.468579,0.36860199614635
26021,1501331388.19625,59472348.325186,0.0396130719658358
26023,1343825071.98657,2742838.06330632,0.00204106778514824
26025,1857693969.47592,13211754.7565932,0.00711191131245387
26027,1314953717.78739,20601235.699431,0.0156668903405176
26029,1177684934.95544,296424755.260795,0.251701237285514
26031,2057505051.45974,798294697.613829,0.387991610055811
26033,4225900704.20365,932246174.893648,0.220602953109218
26035,1486873116.55137,224009459.719578,0.150658087247648
26037,1485562197.71506,92440763.677494,0.0622261146787908
26039,1455559537.30045,958191808.33685,0.658297914844458
26041,3061581146.74333,277984275.189058,0.0907976179186876
26043,2006464603.11888,913197930.928901,0.455127854989025
26045,1498216754.693,20403905.6052249,0.0136187941706778
26047,1251729736.95298,318287519.744764,0.254278148348184
26049,1679463615.19197,17244173.7668812,0.0102676673736157
26051,1333649756.5641,353740227.670177,0.265242224151507
26053,2957009986.60767,142835722.300218,0.0483041054805775
26055,1267909743.67488,306613871.839881,0.241826260401784
26057,1477779531.14245,85266825.1841202,0.057699286928275
26059,1569589124.27611,36681738.1203549,0.0233702805103676
26061,2691468879.49177,317486394.653299,0.117960269603136
26063,2192443014.62346,91559850.8747955,0.0417615647312595
26065,1449772366.31231,69121782.3685666,0.0476776795962715
26067,1499592257.6606,38604850.4877542,0.0257435648193988
26069,1464004897.14316,502172485.047284,0.343012845125871
26071,3129328598.29437,350161237.689009,0.111896602319061
26073,1493471540.53622,57878763.6317599,0.0387545139366893
26075,1870832642.62576,51384170.5807553,0.0274659365086961
26077,1500512040.43789,44504980.5197294,0.0296598623138949
26079,1474497019.5453,651342406.787796,0.441738706931163
26081,2254301019.15879,97644180.0599806,0.0433146146988024
26083,1514898158.39662,631893141.093765,0.417119221903713
26085,1484373616.65965,693448216.73038,0.467165549796606
26087,1713655317.96747,45629198.6267962,0.026626824045874
26089,972795706.718247,246842898.315843,0.253745875532874
26091,1968661928.24015,35575865.4767889,0.0180710892847871
26093,1513871432.31831,31622682.5341761,0.0208886183192914
26095,2395841285.80084,1331182543.61482,0.555622173932886
26097,2783265132.66791,922678553.084404,0.331509399609359
26099,1252989722.98045,20777568.0894652,0.0165823930622848
26101,1441613361.08103,467151611.064848,0.324047781240418
26103,4832511520.56224,1299537906.75116,0.268915635528577
26105,1318818803.96879,248234227.949883,0.18822466528598
26107,1476495748.61069,75835082.7264945,0.0513615313812125
26109,2717964036.5794,356593859.175348,0.131198887982391
