"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age55_59","age60_64","ageOv65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP"
"2743",180027,27836,15538,2316,4417,2516,2169,11486,1581,1455,3939,16.83,65.45,14.15,99.33,0.45,0.31,0.05,0.06,0.01,0.11,41.84
"2744",270133,10703,5845,887,1707,937,798,4173,632,607,1655,16.21,63.23,15.46,99.52,0.06,0.19,0.12,0.23,0,0.07,40.46
"2745",180119,15841,8901,1078,2674,1531,1070,6757,784,700,2173,16.42,66.34,13.72,99.27,0.24,0.39,0.25,0.17,0,0.08,42.66
"2746",470009,77770,47681,4925,11952,6713,6436,35752,4212,3994,9115,16.91,67.67,11.72,96.26,3.32,0.54,0.13,0.17,0,0.12,42.89
"2747",270091,24687,13738,1837,3615,2115,1969,10041,1327,1310,4143,16.54,62.76,16.78,99.35,0.04,0.32,0.06,0.41,0,0.14,35.37
"2748",270167,8454,4598,652,1347,880,672,3420,403,411,1315,18.36,64.1,15.55,99.17,0.02,0.13,0.39,0.31,0,0.11,37.94
"2749",270151,12920,6787,1035,2045,1174,917,4863,759,743,2264,16.18,61.48,17.52,99.43,0.02,0.26,0.15,0.28,0,0.12,41.39
"2750",180053,80934,48517,5819,13327,8159,7418,36329,4342,3546,8594,19.25,68.54,10.62,92.15,6.5,1.57,0.2,0.3,0.01,0.85,37.34
"2751",470183,32896,20020,2010,4332,3738,4080,15360,1611,1610,5019,23.77,65.97,15.26,92.67,6.29,1.12,0.09,0.29,0.03,0.63,54.47
"2752",180087,25550,13632,2684,5230,2453,2022,10951,1071,1040,2414,17.51,73.84,9.45,99.57,0.01,0.58,0.13,0.16,0,0.13,47.36
"2753",180021,24862,14079,1860,3743,2164,1965,10285,1329,1292,3854,16.61,63.9,15.5,99.4,0.36,0.27,0.08,0.08,0.01,0.07,34.84
"2754",180023,31545,17899,2478,5021,2667,2487,13239,1601,1520,4475,16.34,65.74,14.19,99.36,0.04,1.34,0.07,0.14,0.01,0.37,34.72
"2755",180107,35501,20947,2429,5482,3461,3150,15842,1806,1599,4627,18.62,66.91,13.03,99.18,0.43,0.36,0.08,0.13,0,0.17,28.3
"2756",180017,40936,23949,3111,6566,3627,3245,17603,2357,2068,4995,16.79,66.64,12.2,98.81,0.78,0.45,0.12,0.18,0,0.11,30.15
"2757",270139,43784,25060,3831,8645,4678,3548,21578,1511,1256,3236,18.79,77.78,7.39,98.81,0.14,0.46,0.44,0.36,0,0.24,25.93
"2758",470011,67547,41077,5108,11539,6539,6347,32724,2947,2496,6084,19.08,73.09,9.01,95.33,3.95,0.85,0.25,0.23,0.01,0.23,47.05
"2759",180171,8976,5125,672,1526,837,650,3851,508,402,1095,16.57,67.39,12.2,99.7,0.03,0.32,0.11,0.09,0,0.07,34.98
"2760",470027,7676,4422,532,1162,682,611,3279,414,421,1108,16.84,64.79,14.43,98.29,1.46,0.46,0.1,0.14,0,0,65.75
"2761",470145,48425,29174,3298,7948,4321,3376,21185,2814,2283,5246,15.89,66.97,10.83,96.5,3.15,0.58,0.08,0.21,0.01,0.05,45.9
"2762",470019,50205,30375,3217,7720,4465,4339,22562,2726,2442,6247,17.54,66.72,12.44,98.89,0.85,0.44,0.09,0.1,0,0.07,52.98
"2763",180049,19335,11039,1496,2948,1688,1488,7957,1072,1100,2783,16.43,64.14,14.39,98.64,0.81,0.44,0.2,0.2,0.01,0.15,31.46
"2764",470041,13589,7797,974,2064,1181,953,5694,753,712,2004,15.7,64.26,14.75,97.74,1.97,0.59,0.07,0.1,0,0.12,59.76
"2765",180165,18229,10272,1287,2876,1480,1318,7497,1023,949,2864,15.35,63.96,15.71,99.53,0.07,0.41,0.13,0.18,0.01,0.08,39.51
"2766",470037,477811,305169,31591,63989,43864,52260,235023,24433,20424,52965,20.12,69.19,11.08,76.69,22.26,0.78,0.11,0.47,0.02,0.45,33.92
"2767",470017,28285,16015,1908,4308,2478,2054,11545,1535,1560,4525,16.02,62.79,16,88.23,11.47,0.59,0.08,0.06,0.01,0.16,56.74
"2768",180029,34291,19630,2792,6051,3276,2544,15121,1708,1434,3699,16.97,69.88,10.79,98.95,0.66,0.37,0.08,0.22,0.01,0.08,39.28
"2769",180147,19361,11048,1490,3092,1895,1670,8621,935,823,2560,18.41,68.19,13.22,99.03,0.61,0.42,0.12,0.16,0,0.07,41.23
"2770",180015,19722,11380,1471,3210,1773,1505,8450,1048,989,2516,16.62,66.58,12.76,99.53,0.09,0.53,0.12,0.08,0,0.19,31.93
"2771",180069,35596,20295,2865,5728,3322,3174,15445,1793,1644,4732,18.25,67.53,13.29,99.08,0.11,0.54,0.28,0.26,0.01,0.27,28.77
"2772",470083,6871,3869,471,1137,610,478,2825,371,342,1017,15.83,64.52,14.8,94.95,4.82,0.6,0.07,0.03,0.01,0.12,53.82
"2773",470135,6111,3466,410,960,513,418,2472,345,309,948,15.23,62.87,15.51,97.43,2.34,0.7,0.11,0.07,0.02,0.03,56.67
"2774",180103,39820,23326,3522,6774,3712,3940,18565,1871,1508,3934,19.22,72.48,9.88,95.14,2.73,1.16,0.95,0.38,0.05,0.75,29.81
"2775",470169,6137,3689,469,893,472,511,2696,349,303,794,16.02,66.12,12.94,85.17,14.63,1.48,0.11,0,0,0.08,57.68
"2776",180065,53336,30770,3856,9064,4946,4081,23344,2764,2381,6430,16.92,67.99,12.06,98.71,0.93,0.51,0.13,0.09,0,0.14,39.17
"2777",470095,7455,4104,559,1249,639,593,2969,402,394,1125,16.53,64.08,15.09,80.66,19.28,0.48,0.03,0.03,0.01,0,66.82
"2778",180057,82027,49306,6100,15320,7700,5456,39185,3777,2816,6054,16.04,73.88,7.38,98.78,0.44,0.53,0.09,0.49,0.01,0.19,19.36
"2779",180109,51999,30416,3954,9756,5151,3921,24083,2358,1943,4542,17.45,72.68,8.73,99.7,0.02,0.37,0.08,0.13,0,0.07,35.07
"2780",270035,41722,23067,3188,6470,3985,2862,17101,2195,2348,6511,16.41,64.14,15.61,98.98,0.12,0.29,0.46,0.33,0.01,0.1,35
"2781",470031,38311,22923,2790,6020,3567,2997,16913,2169,1755,4303,17.13,67.14,11.23,95.86,3.5,0.57,0.08,0.43,0,0.14,43.9
"2782",270039,14773,8084,1395,2512,1396,1089,6408,665,625,1880,16.82,69.82,12.73,99.41,0.07,0.61,0.15,0.24,0,0.14,31.4
"2783",470073,43751,26200,2953,7565,3716,3269,19947,2177,1884,4659,15.97,69.63,10.65,97.78,1.89,0.48,0.14,0.1,0.01,0.08,52.95
"2784",180077,30419,18171,2293,4793,3143,2877,14159,1517,1294,3414,19.79,69.84,11.22,98.11,1.3,0.44,0.12,0.28,0,0.19,37.66
"2785",180163,167515,101822,11519,22736,14929,16659,74555,9726,8479,22995,18.86,64.96,13.73,92.13,7.12,0.46,0.11,0.38,0.01,0.24,35.78
"2786",470119,51095,30084,3714,7811,4783,4179,22471,2628,2420,6499,17.54,66.53,12.72,83.18,16.57,0.66,0.08,0.09,0.02,0.07,47.72
"2787",180037,34238,19577,2737,5740,3613,3186,15805,1467,1320,3898,19.86,70.92,11.39,99.68,0.02,0.4,0.05,0.11,0,0.13,41.69
"2788",180161,6860,3857,574,1155,655,521,2993,356,298,848,17.14,68.83,12.36,99.36,0.31,0.29,0.16,0.15,0,0.03,37.8
"2789",470151,19259,10620,1818,3577,1861,1535,8486,900,750,2063,17.63,72.08,10.71,99.49,0.03,0.83,0.36,0.06,0.02,0.05,62.3
"2790",470117,19698,11269,1329,3035,1621,1429,8071,1201,1046,3016,15.48,63.13,15.31,89.88,9.95,0.68,0.07,0.08,0,0.03,50.56
"2791",470103,26483,15516,1775,3948,2534,1935,11126,1594,1425,3649,16.87,63.62,13.78,89.74,9.96,0.61,0.08,0.17,0,0.06,53.12
"2792",180157,121702,83837,7616,15192,16149,23444,70804,4917,3787,9927,32.53,76.92,8.16,96.07,1.68,1.14,0.13,1.37,0.03,0.73,23.2
"2793",470077,21390,12327,1705,3282,1878,1619,9137,1121,1017,2903,16.35,66.03,13.57,90.93,8.89,0.8,0.05,0.03,0,0.1,58.14
"2794",180031,23841,13274,2037,4218,2203,1972,10302,1124,1043,2909,17.51,69.45,12.2,99.61,0.01,0.34,0.04,0.29,0.02,0.03,38.39
"2795",270041,27839,15534,2178,4141,2874,2365,11769,1396,1436,4429,18.82,64.97,15.91,99.33,0.01,0.26,0.16,0.32,0,0.17,37.16
"2796",180155,7153,3987,538,1141,696,489,2951,352,383,1046,16.57,64.73,14.62,99.45,0.2,0.82,0.14,0.17,0,0.04,48.99
"2797",270009,25187,14172,2458,4247,2456,2633,11879,975,912,2770,20.2,73.78,11,99.16,0.14,0.44,0.22,0.24,0,0.24,33.64
"2798",180181,23867,13599,1915,3816,1990,1836,9928,1364,1232,3259,16.03,65.61,13.65,99.55,0.04,0.44,0.08,0.16,0.02,0.16,33.33
"2799",180043,61169,36389,4387,10085,5702,5070,28022,3196,2618,6701,17.61,69.47,10.95,96.02,3.57,0.57,0.06,0.17,0.01,0.17,37.41
"2800",470133,17575,10125,1200,2928,1537,1238,7506,946,841,2340,15.79,66.2,13.31,99.53,0.25,0.73,0.16,0.03,0.01,0.02,64.85
"2801",180093,42472,24585,3043,7067,3631,3176,18157,2308,1891,5450,16.03,66.55,12.83,99.42,0.27,0.4,0.09,0.14,0.01,0.08,42.23
"2802",180159,16819,9782,1234,2793,1518,1292,7369,894,758,2025,16.71,67.76,12.04,99.43,0.01,0.67,0.15,0.08,0.07,0.27,32.44
"2803",180183,26215,15164,2135,4456,2337,2185,11551,1316,1097,3001,17.25,69.2,11.45,99.46,0.03,0.51,0.17,0.16,0.01,0.17,28.72
"2804",470075,20318,10580,1822,3613,2068,1638,8262,875,957,2978,18.24,67.41,14.66,48.61,51.28,1.32,0.01,0.02,0.01,0.06,57.03
"2805",180089,522965,312755,44476,88420,51136,48625,236519,28410,23417,45808,19.08,70.64,8.76,71.41,24.1,8.4,0.13,0.38,0.01,3.97,36.65
"2806",180001,29619,16249,2854,5448,2786,2452,12777,1385,1256,3301,17.68,71.17,11.14,98.25,0.02,2.74,0.12,0.2,0.01,1.39,33.6
"2807",180035,128587,81019,8345,19666,14695,15946,63864,6209,5003,12919,23.83,71.45,10.05,93.34,5.9,0.63,0.16,0.25,0.02,0.34,33.61
"2808",180085,59555,35314,5223,9617,5255,5353,27404,2814,2606,6272,17.81,70.93,10.53,98.6,0.36,1.61,0.09,0.32,0.01,0.62,31.56
"2809",470085,15957,9159,1180,2729,1373,1177,6823,821,702,1989,15.98,67.26,12.46,95.78,3.94,0.38,0.07,0.19,0.01,0.01,48.04
"2810",180129,26414,15485,2169,4389,2471,2249,12263,1267,1044,2820,17.87,71.25,10.68,98.39,1.14,0.44,0.14,0.17,0,0.16,35.9
"2811",180117,18677,10645,1470,2873,1688,1480,7935,992,949,2619,16.96,65.74,14.02,98.39,1.22,0.52,0.1,0.13,0.01,0.16,45.78
"2812",180061,27276,15863,2250,4713,2678,2205,12506,1198,1144,2751,17.9,71.38,10.09,99.2,0.53,0.39,0.08,0.1,0.01,0.07,37.54
"2813",180143,20422,11504,1643,3764,2022,1635,9193,897,813,2203,17.91,71.49,10.79,99.38,0.01,1.13,0.08,0.21,0,0.31,51.44
"2814",180173,41474,24396,3427,7533,3851,3183,19777,1875,1436,3578,16.96,74.11,8.63,98.79,0.71,0.36,0.1,0.26,0.01,0.14,28.71
"2815",470057,16751,9795,1223,2849,1502,1332,7492,763,772,1945,16.92,69.03,11.61,99.07,0.81,0.73,0.05,0.01,0,0.06,65.6
"2816",470181,13946,7976,1052,2331,1336,1091,6161,702,659,1722,17.4,68.44,12.35,98.67,1.2,0.75,0.04,0.05,0,0.04,61.47
"2817",180003,294335,176764,23927,48918,27708,27390,138788,14506,11382,28074,18.72,71.9,9.54,89.32,8.97,1.61,0.18,0.42,0.01,1.09,26.73
"2818",470097,24555,13593,1955,4013,2343,2043,10601,1188,1196,3464,17.86,67.48,14.11,68.29,30.94,0.71,0.54,0.06,0.01,0.15,59.64
"2819",180005,65088,38995,4876,11563,5947,5193,30748,3034,2393,5767,17.12,72.5,8.86,97.52,1.5,0.66,0.11,0.49,0.02,0.37,31.5
"2820",180167,112385,69464,7416,15323,11719,13538,53119,6224,5381,14694,22.47,67.5,13.07,93.25,5.49,0.77,0.17,0.53,0.02,0.54,31.65
"2821",470065,287740,176589,20093,43775,25882,26697,133508,14898,12484,32250,18.27,68.6,11.21,79.92,19.41,0.74,0.11,0.32,0.01,0.22,36.26
"2822",180125,13465,7664,912,2037,1211,987,5693,685,678,2083,16.32,64.18,15.47,99.48,0.09,0.56,0.19,0.13,0.01,0.1,43.35
"2823",180127,119816,73446,10019,21200,11944,11817,60009,5051,3987,8213,19.83,76.14,6.85,98.36,0.25,2.24,0.14,0.45,0.01,0.8,25.47
"2824",180007,10218,5637,782,1678,958,744,4104,576,549,1491,16.66,64.24,14.59,99.57,0.11,0.56,0.06,0.02,0,0.24,29.89
"2825",180115,5114,2920,397,794,499,399,2217,259,221,678,17.56,66.64,13.26,98.81,0.94,0.27,0.04,0.16,0,0.06,45.79
"2826",470123,28700,16601,2114,4974,2821,2208,12838,1432,1286,3323,17.52,69.43,11.58,96.67,3.09,0.56,0.04,0.08,0,0.11,60.8
"2827",180071,36523,20948,2957,6077,3166,3079,15961,1712,1597,4552,17.1,68.44,12.46,99.16,0.35,0.43,0.14,0.24,0,0.11,40.2
"2828",180097,765233,469532,57075,116725,70242,77393,360692,40393,32714,79298,19.29,69.85,10.36,78.55,20.3,0.89,0.14,0.54,0.02,0.45,32.53
"2829",180055,30416,17090,2167,4639,2532,2096,12426,1709,1560,4897,15.22,63.23,16.1,99.6,0.03,0.32,0.07,0.21,0.02,0.08,41.27
"2830",470189,56064,33287,4107,9786,5116,3939,26335,2458,2260,5562,16.15,71.75,9.92,90.85,8.69,0.5,0.12,0.22,0.01,0.11,38.84
"2831",180149,21997,12085,1743,3926,2142,1603,9357,1004,999,2860,17.03,68.31,13,99.14,0.15,1.04,0.19,0.16,0.01,0.35,47.39
"2832",470109,22525,12977,1641,3475,1909,1610,9462,1194,1121,3201,15.62,64.72,14.21,93.39,6.37,0.63,0.07,0.13,0,0.04,56.65
"2833",470157,777113,473564,60736,126019,77381,79238,377556,36254,29488,72878,20.15,72.62,9.38,57.32,41.78,0.89,0.1,0.48,0.02,0.3,34.13
"2834",180139,19604,10859,1462,3433,1988,1536,8264,996,917,2555,17.98,67.12,13.03,98.88,0.84,0.33,0.12,0.06,0.02,0.09,37.49
"2835",180133,29163,17942,1748,4184,3611,3267,14005,1382,1229,3585,23.58,68.36,12.29,98,1.49,0.49,0.12,0.22,0.01,0.16,29.96
"2836",180009,15570,8956,1083,2681,1443,1126,6674,818,737,1955,16.5,67.04,12.56,99.7,0.03,0.48,0.13,0.04,0,0.1,36.85
"2837",470113,74546,43598,5675,11523,7066,7050,33537,3610,3286,9738,18.94,68.06,13.06,69.7,29.94,0.73,0.04,0.18,0.02,0.12,42.39
"2838",280047,157665,95967,13202,25689,17627,17474,77246,7226,5802,13671,22.26,73.66,8.67,78.67,19.29,1.93,0.24,1.14,0.06,0.6,32.27
"2839",280065,13846,7156,1229,2778,1377,1026,5535,656,680,1791,17.36,68.92,12.94,46.23,53.6,0.53,0.04,0.07,0.02,0.04,55.77
"2840",220033,366191,230315,30893,59087,39596,44966,192328,15084,11870,25382,23.09,77.09,6.93,67.27,31.33,1.72,0.14,0.65,0.01,0.59,27.68
"2841",220023,9336,5448,855,1568,1029,968,4263,434,339,851,21.39,71.62,9.12,94.07,5.61,1.9,0.07,0.03,0,0.21,55.55
"2842",220035,11772,5694,1279,2444,1293,962,4593,515,475,1513,19.16,70.64,12.85,37.89,61.17,2.34,0.01,0.34,0,0.59,61.01
"2843",220017,252358,146590,21050,41419,22847,23168,112334,12389,10874,29205,18.23,69.27,11.57,61.49,37.74,1.34,0.15,0.32,0.02,0.28,38.37
"2844",510091,2937,1786,212,348,214,261,1252,155,204,464,16.17,61.7,15.8,99.39,0.2,0.68,0.1,0.1,0.1,0.1,46.74
"2845",510029,11751,6560,756,2022,1200,908,4976,610,601,1629,17.94,65.99,13.86,57.43,42.37,1.13,0.02,0.14,0,0.04,64.25
"2846",510113,10232,5881,685,1594,982,731,4408,539,494,1451,16.74,65.35,14.18,81.78,17.89,1.16,0.07,0.06,0.01,0.19,54.57
"2847",510085,50398,31355,3158,8172,5243,3814,24017,2711,2042,4511,17.97,70.14,8.95,86.54,13.01,0.52,0.13,0.18,0,0.13,40.27
"2848",510105,25956,14484,1935,4510,2217,1971,10828,1330,1296,3619,16.13,66.55,13.94,99.41,0.34,0.47,0.17,0.06,0,0.01,65.72
"2849",510009,29122,18148,1841,4498,2903,2623,14074,1377,1242,3028,18.98,70.09,10.4,78.72,20.48,0.73,0.54,0.15,0.01,0.1,57.56
"2850",510135,14666,8265,958,2155,1262,1097,5715,863,889,2458,16.08,60.19,16.76,60.68,39.04,0.97,0.04,0.12,0.03,0.09,61.14
"2851",510077,16579,9796,978,2462,1493,1221,7051,924,928,2370,16.37,63.28,14.3,96.52,3.32,0.44,0.06,0.06,0,0.04,61.74
"2852",510087,180735,115958,11091,26385,14865,16620,86740,10482,8218,17897,17.42,68.73,9.9,83.65,14.99,0.78,0.24,0.8,0.01,0.3,30.71
"2853",510007,8405,4889,581,1344,838,669,3758,414,393,1050,17.93,67.61,12.49,61.2,38.25,1.07,0.05,0.26,0,0.24,59.34
"2854",510590,45642,27576,2633,6113,3812,3994,19013,3001,2643,7028,17.1,60.82,15.4,69.77,29.74,0.67,0.08,0.28,0.01,0.12,52.51
"2855",510157,6093,3671,361,905,535,418,2706,362,303,807,15.64,65.19,13.24,88.43,11.31,0.89,0,0.15,0,0.11,53.33
"2856",510550,114486,69839,9189,20019,11472,10217,55801,5602,4162,8088,18.94,74.25,7.06,71.06,27.6,0.93,0.22,0.79,0.04,0.29,39.28
"2857",510670,23397,14105,1772,3650,2138,2239,10736,1239,1031,2554,18.71,69.06,10.92,78.76,19.92,0.98,0.13,0.62,0.07,0.5,45.16
"2858",510800,47621,28082,3376,7746,4660,3752,20684,2744,2439,5467,17.66,66.79,11.48,51.94,47.63,0.73,0.12,0.21,0.02,0.08,53.25
"2859",510121,63516,46175,3102,7498,9399,14686,40083,2013,1798,4368,37.92,79.8,6.88,95.31,2.99,0.8,0.11,1.11,0.01,0.46,38.05
"2860",480021,24726,13560,1925,3830,2235,1858,9997,1302,1227,4001,16.55,63.71,16.18,74.89,17.22,13.76,0.25,0.1,0.02,7.51,50.96
"2861",480015,17726,9424,1295,2744,1469,1156,6836,876,914,3329,14.81,61.35,18.78,81.51,14.55,5.58,0.23,0.06,0.02,3.63,54.42
"2862",480003,13323,7820,1345,2411,1240,1285,5961,661,482,1004,18.95,72.93,7.54,85.72,2.12,21.8,0.47,0.93,0.01,10.76,44.81
"2863",480001,38381,22534,2750,5428,2964,4453,17305,1811,1865,5833,19.32,66.39,15.2,76.6,21.27,4.68,0.23,0.17,0.05,1.69,48.61
"2864",480031,4681,2559,265,691,348,277,1655,310,344,944,13.35,55.78,20.17,93.8,1.64,9.23,0.06,0.02,0.02,4.44,45.72
"2865",510021,6349,3923,389,961,498,552,2969,309,277,761,16.54,68.03,11.99,96.57,3.12,0.33,0.16,0.02,0,0.14,53.06
"2866",510163,17911,10977,1098,2624,1709,1459,8059,1075,906,2042,17.69,65.78,11.4,96.56,3.24,0.6,0.06,0.09,0,0.06,51.6
"2867",510115,7995,4436,376,1010,651,500,2933,482,557,1756,14.4,54.02,21.96,81.94,17.91,0.44,0.01,0.06,0,0.08,46.23
"2868",480123,18903,9817,1326,2712,1618,1237,6712,1110,1150,3992,15.1,56.87,21.12,80.68,10.87,23.08,0.05,0.04,0.01,8.37,60.53
"2869",510131,14625,8292,1015,2108,1354,1201,5672,919,848,2381,17.47,60.14,16.28,49.69,49.84,1.33,0.06,0.1,0.01,0.3,60.05
"2870",510017,5860,3552,337,868,503,473,2645,287,266,793,16.66,65.7,13.53,90.17,9.44,0.63,0.02,0.15,0.02,0.2,52.41
"2871",510830,9870,7952,218,448,2066,3196,6962,366,314,1025,53.31,77.28,10.39,87.38,10.45,1.07,0.12,1.35,0.02,0.69,22.5
"2872",510191,39425,23701.48,2555.28,6320.79,3704.44,3264.29,18008.27,1961.62,1814.91,4592.39,17.68,68.19,11.65,98,1.72,0.4,0.04,0.14,0.01,0.1,55.68
"2873",510137,18063,10557,1174,2846,1667,1324,7719,1019,999,2410,16.56,64.99,13.34,81.8,17.91,0.46,0.07,0.15,0.01,0.07,49.65
"2874",480019,7084,4026,400,935,599,357,2499,536,483,1311,13.5,54.12,18.51,97.49,0.28,12.18,0.28,0.14,0,1.81,35.11
"2875",480027,157889,99418,15506,23015,16541,24381,83706,5875,4920,12395,25.92,77.41,7.85,74.55,16.39,11.02,0.37,1.78,0.34,6.56,32.95
"2876",480007,14260,8047,1052,2173,1278,937,5361,952,967,2160,15.53,60.21,15.15,87.84,1.94,19.09,0.34,1.67,0.01,8.2,41.98
"2877",480009,7266,4140,542,1118,718,528,3057,385,354,1007,17.15,64.92,13.86,98.03,0.25,1.9,0.52,0.06,0.03,1.11,43.23
"2878",480011,1994,1108,136,286,146,101,711,126,130,377,12.39,56.82,18.91,98.7,0.2,2.66,0.3,0.25,0.1,0.45,33.81
"2879",480025,26030,14879,2604,4480,2613,2813,12081,1065,878,2632,20.85,73.63,10.11,81.49,2.59,45.77,0.35,1.06,0.02,14.5,49.73
"2880",480005,64172,36332,5535,11320,5755,5516,28289,2877,2757,7462,17.56,70.35,11.63,80.73,15,6.31,0.13,0.2,0.02,3.93,46.39
"2881",510640,6524,3868,350,847,476,518,2606,422,352,1159,15.24,58.29,17.77,94.99,4.71,0.9,0.17,0.08,0,0.06,61.78
"2882",480017,8168,4413,761,1452,903,620,3382,370,348,973,18.65,68.5,11.91,77.14,2.22,33.91,0.06,0.11,0,20.47,51.06
"2883",480245,250938,151670,19693,37742,23597,24366,112892,13985,11245,28061,19.11,67.88,11.18,69.27,28.22,4.1,0.18,1.04,0.02,1.28,36.54
"2884",480163,13785,6980,1523,2979,1347,1087,5562,583,499,1444,17.66,73.01,10.48,80.89,0.45,68.39,0.17,0.12,0.01,18.37,59.28
"2885",480147,24285,12788,1468,3341,1950,1488,8595,1475,1550,5419,14.16,55.19,22.31,91.5,7.51,1.33,0.25,0.08,0.02,0.63,52.97
"2886",480175,5193,2818,361,910,483,353,1991,314,284,798,16.1,62.82,15.37,74.27,9.15,35.61,0.08,0.08,0,16.43,55.62
"2887",480301,91,63,0,8,9,5,37,6,9,16,15.38,49.45,17.58,87.91,0,17.58,0,0,0,12.09,44.93
"2888",480067,29430,15916,2324,4733,2700,2073,11812,1458,1529,4689,16.22,64.11,15.93,77.45,21.95,1.14,0.17,0.04,0.01,0.37,47.52
"2889",480157,130846,78788,12986,25494,10943,10301,68116,4055,2950,6487,16.24,81.47,4.96,70.87,15.61,20.37,0.21,2.82,0.02,10.47,28.37
"2890",480035,13401,6885,734,1617,925,745,4361,857,1029,3546,12.46,50.09,26.46,94.87,2.21,5.23,0.28,0.24,0.01,2.4,51.76
"2891",480219,23230,13116,2392,4064,2578,2303,10564,916,885,2287,21.01,73.27,9.85,83.89,4,27.03,0.31,0.03,0.02,11.75,48.36
"2892",480411,6204,3087,389,953,460,296,2039,350,411,1456,12.19,54.5,23.47,87.59,0.71,15.6,0.21,0.16,0,11.33,50.34
"2893",480265,28780,15370,1695,3519,2205,1816,9894,1916,2012,6836,13.97,52.49,23.75,91.87,2.63,13.47,0.22,0.22,0.01,5.05,35.84
"2894",480333,4477,2246,267,545,291,232,1372,298,321,1237,11.68,48.78,27.63,94.3,0.11,7.28,0.2,0.4,0,4.98,54.68
"2895",480097,27656,15656,2143,4087,2797,2362,11867,1452,1398,4003,18.65,65.44,14.47,93.46,4.35,2.02,0.53,0.25,0.03,1.39,41.86
"2896",480487,15931,8554,1141,2249,1367,1145,6045,876,899,3164,15.77,59.22,19.86,84.63,8.78,9.36,0.45,0.28,0.01,5.86,49.76
"2897",480235,1386,744,98,237,135,90,567,50,77,217,16.23,65.08,15.66,94.01,0,18.54,0.14,0,0,5.84,40.92
"2898",480055,23637,12841,1700,3621,3569,2232,10920,980,1012,3415,24.54,68.71,14.45,71.99,16.36,32.96,0.24,0.69,0.01,10.7,52.8
"2899",480247,5168,2677,506,989,498,395,2078,221,207,667,17.28,69.14,12.91,92.59,0,90.54,0,0.02,0,7.39,65.22
"2900",480109,3315,1787,330,736,351,281,1476,137,102,237,19.06,76.68,7.15,84.07,0,63.38,0.18,0.24,0,15.51,55.72
"2901",480459,28595,15776,2307,4671,2474,2099,11628,1493,1366,4274,15.99,65.07,14.95,83.98,15.4,0.75,0.3,0.04,0.02,0.26,46.05
"2902",480073,38127,20906,2711,5762,3361,2814,15131,2031,2094,6723,16.2,61.91,17.63,78.39,18.46,3.39,0.17,0.33,0.01,2.64,50.36
"2903",480121,143126,92228,11465,23420,13411,16946,79596,4618,3653,9222,21.21,79.99,6.44,91.9,4.31,4.47,0.41,1.03,0.02,2.33,23.06
"2904",480095,2915,1475,215,446,215,162,1000,172,196,636,12.93,56.98,21.82,82.71,0,27.65,0.1,0.07,0,17.12,51.36
"2905",480381,75062,48272,5963,11766,7267,7792,37963,3421,2616,5229,20.06,74.19,6.97,96.37,0.84,4.47,0.28,0.42,0.02,2.07,18.29
"2906",480267,4063,2167,249,604,371,208,1463,276,233,801,14.25,57,19.71,91.07,0.05,17.4,0.05,0.02,0,8.81,48.12
"2907",480275,5329,2699,358,781,434,340,1783,285,358,1187,14.52,54.83,22.27,78.89,7.22,17.7,0.11,0.06,0.02,13.7,54.3
"2908",480373,24407,13238,1915,3763,2011,1564,8880,1555,1608,4207,14.65,59.65,17.24,79.6,15.82,3.7,2.47,0.04,0,2.06,54.05
"2909",480221,17714,10681,1194,2422,1347,1349,7065,1252,1198,2550,15.22,60.3,14.4,98.37,0.1,2.68,0.34,0.19,0.02,0.98,37.59
"2910",480407,11434,6264,841,1985,1025,696,4485,604,666,1668,15.05,63.94,14.59,78.29,21.01,0.97,0.36,0.03,0.02,0.3,56.09
"2911",480395,14653,7272,1112,2385,1287,925,5031,843,891,3064,15.1,58.2,20.91,62.19,32.07,9.36,0.08,0.05,0.04,5.58,59.95
"2912",480493,16756,9114,1307,3061,1629,1188,6951,847,769,2213,16.81,67.55,13.21,88.27,0.94,36.48,0.13,0.08,0,10.58,54.78
"2913",480353,17359,9449,1395,2809,1416,1224,6824,904,817,2811,15.21,63.53,16.19,84.54,4.67,19.55,0.13,0.12,0.01,10.54,50.59
"2914",480101,2947,1499,217,420,219,186,1028,172,159,667,13.74,56.5,22.63,90.19,6.82,14.25,0.07,0.2,0,2.71,58.11
"2915",480057,19574,11600,1676,3440,2103,1656,8772,1026,770,1568,19.2,70.95,8.01,84.57,3.21,33.98,0.24,0.73,0.02,11.23,46.28
"2916",480397,14528,8668,1068,2626,1370,863,6846,605,520,1246,15.37,72.55,8.58,92.91,5.03,3.36,0.14,0.32,0.01,1.59,29.71
"2917",480297,9606,5427,843,1526,862,739,3932,546,481,1288,16.67,65.59,13.41,94.26,0.05,32.03,0.21,0.12,0,5.35,52.56
"2918",480345,1950,1001,133,242,149,101,639,139,118,470,12.82,52,24.1,90.72,5.08,7.9,0.15,0.05,0,4,48.16
"2919",480421,3174,1820,243,517,308,213,1345,159,143,386,16.41,66.32,12.16,94.52,0.13,11.47,0.03,0,0,5.32,35.66
