ZCTA,GEOID,BED_COUNT,POINT_IN_TIME,YEARLY_BED_COUNT
57076,057076,0,0,0
61328,061328,0,0,0
59538,059538,0,0,0
49684,049684,179,177,179
37228,037228,0,0,0
63874,063874,0,0,0
59840,059840,3,0,3
27524,027524,32,19,32
29353,029353,0,0,0
59843,059843,0,0,0
29355,029355,0,0,0
57455,057455,0,0,0
57457,057457,0,0,0
99691,099691,0,0,0
83525,083525,0,0,0
98353,098353,0,0,0
98355,098355,0,0,0
29655,029655,0,0,0
29659,029659,0,0,0
37830,037830,82,80,82
44046,044046,0,0,0
29661,029661,0,0,0
44049,044049,0,0,0
28114,028114,0,0,0
29666,029666,0,0,0
37841,037841,0,0,0
29669,029669,0,0,0
47639,047639,0,0,0
66840,066840,0,0,0
59221,059221,0,0,0
02421,02421,0,0,0
43433,043433,0,0,0
08735,08735,0,0,0
29927,029927,0,0,0
97147,097147,0,0,0
89301,089301,0,0,0
75071,075071,202,172,202
89311,089311,0,0,0
89314,089314,0,0,0
80212,080212,25,20,0
89316,089316,0,0,0
55395,055395,0,0,0
38620,038620,0,0,0
65586,065586,0,0,0
63079,063079,0,0,0
68635,068635,0,0,0
07204,07204,0,0,0
07721,07721,0,0,0
87530,087530,0,0,0
13662,013662,37,37,37
10009,010009,845,834,845
55425,055425,0,0,0
39479,039479,0,0,0
59828,059828,0,0,0
59064,059064,0,0,0
44054,044054,7,7,7
37847,037847,0,0,0
54149,054149,0,0,0
62305,062305,12,12,12
54151,054151,0,0,0
29671,029671,0,0,0
38305,038305,66,66,66
36480,036480,0,0,0
52601,052601,24,20,24
52621,052621,0,0,0
59255,059255,0,0,0
52624,052624,0,0,0
61027,061027,0,0,0
36862,036862,0,0,0
63638,063638,0,0,0
56672,056672,0,0,0
47872,047872,0,0,0
47876,047876,0,0,0
61430,061430,0,0,0
61433,061433,0,0,0
47881,047881,0,0,0
63640,063640,0,0,0
31709,031709,37,27,37
43117,043117,0,0,0
47884,047884,0,0,0
33323,033323,0,0,0
20175,020175,116,106,79
59714,059714,0,0,0
57002,057002,0,0,0
63377,063377,0,0,0
57660,057660,0,0,0
58001,058001,0,0,0
36582,036582,0,0,0
63767,063767,0,0,0
31787,031787,0,0,0
59739,059739,0,0,0
71854,071854,60,11,60
89403,089403,0,0,0
71857,071857,0,0,0
80650,080650,0,0,0
81419,081419,0,0,0
32466,032466,0,0,0
33015,033015,0,0,0
30233,030233,0,0,0
31546,031546,0,0,0
30346,030346,0,0,0
96796,096796,0,0,0
46268,046268,0,0,0
46998,046998,0,0,0
46379,046379,0,0,0
50012,050012,0,0,0
41232,041232,0,0,0
39428,039428,0,0,0
89002,089002,0,0,0
03580,03580,8,3,8
88250,088250,0,0,0
88422,088422,0,0,0
10522,010522,0,0,0
27201,027201,0,0,0
58009,058009,0,0,0
58076,058076,0,0,0
45158,045158,0,0,0
40962,040962,14,3,0
90063,090063,54,19,54
95631,095631,0,0,0
81611,081611,24,21,0
80456,080456,0,0,0
06510,06510,234,175,234
43201,043201,236,211,236
27370,027370,0,0,0
49633,049633,0,0,0
43202,043202,25,26,25
37172,037172,0,0,0
59743,059743,0,0,0
59745,059745,0,0,0
53108,053108,0,0,0
53110,053110,0,0,0
33503,033503,0,0,0
27526,027526,0,0,0
59846,059846,0,0,0
37306,037306,0,0,0
58452,058452,0,0,0
27822,027822,0,0,0
29493,029493,0,0,0
22922,022922,0,0,0
64123,064123,0,0,0
43608,043608,24,18,24
37614,037614,0,0,0
43610,043610,99,50,94
29506,029506,71,45,71
58630,058630,0,0,0
22942,022942,0,0,0
58631,058631,0,0,0
64130,064130,0,0,0
37617,037617,0,0,0
58634,058634,0,0,0
27841,027841,0,0,0
53588,053588,0,0,0
59036,059036,0,0,0
62812,062812,0,0,0
54622,054622,0,0,0
68332,068332,0,0,0
23930,023930,0,0,0
38917,038917,0,0,0
68822,068822,1,0,1
45051,045051,0,0,0
29560,029560,0,0,0
37881,037881,0,0,0
60040,060040,0,0,0
47553,047553,0,0,0
51570,051570,0,0,0
67206,067206,0,0,0
42261,042261,0,0,0
70352,070352,0,0,0
20701,020701,0,0,0
49263,049263,0,0,0
49634,049634,0,0,0
35481,035481,0,0,0
36033,036033,0,0,0
36768,036768,0,0,0
33029,033029,0,0,0
32564,032564,0,0,0
30014,030014,131,130,131
96743,096743,0,0,0
83524,083524,0,0,0
83278,083278,201,110,201
45710,045710,0,0,0
45769,045769,0,0,0
37722,037722,0,0,0
49967,049967,0,0,0
65613,065613,0,0,0
69221,069221,0,0,0
45866,045866,0,0,0
66758,066758,0,0,0
53959,053959,9,9,9
82334,082334,0,0,0
94508,094508,0,0,0
77401,077401,0,0,0
94513,094513,0,0,0
66415,066415,0,0,0
54629,054629,0,0,0
38318,038318,0,0,0
23942,023942,0,0,0
23944,023944,0,0,0
68342,068342,0,0,0
38320,038320,18,17,18
66431,066431,0,0,0
45132,045132,0,0,0
54937,054937,0,0,0
45133,045133,24,23,24
29379,029379,0,0,0
57501,057501,489,271,486
63935,063935,29,14,29
54555,054555,0,0,0
86507,086507,0,0,0
71647,071647,0,0,0
40204,040204,142,132,142
96048,096048,0,0,0
97834,097834,0,0,0
74569,074569,0,0,0
35634,035634,0,0,0
71953,071953,0,0,0
81429,081429,0,0,0
17884,017884,0,0,0
29388,029388,0,0,0
57358,057358,0,0,0
37321,037321,0,0,0
38321,038321,0,0,0
37095,037095,0,0,0
77662,077662,0,0,0
23436,023436,0,0,0
26033,026033,0,0,0
35085,035085,0,0,0
36616,036616,0,0,0
85550,085550,0,0,0
85648,085648,0,0,0
72553,072553,0,0,0
92386,092386,0,0,0
95542,095542,0,0,0
81023,081023,0,0,0
32204,032204,273,249,273
10177,010177,0,0,0
17737,017737,0,0,0
83835,083835,0,0,0
98833,098833,0,0,0
24054,024054,0,0,0
68846,068846,0,0,0
68438,068438,0,0,0
24557,024557,0,0,0
28581,028581,0,0,0
94516,094516,0,0,0
77414,077414,0,0,0
77422,077422,0,0,0
77423,077423,0,0,0
77426,077426,0,0,0
77435,077435,0,0,0
94534,094534,0,0,0
77440,077440,0,0,0
77448,077448,0,0,0
89406,089406,18,14,18
85193,085193,0,0,0
87301,087301,218,261,218
89409,089409,0,0,0
87305,087305,0,0,0
89410,089410,3,2,3
87310,087310,0,0,0
73105,073105,125,112,125
89412,089412,0,0,0
14585,014585,0,0,0
14070,014070,12,11,12
55977,055977,0,0,0
32639,032639,0,0,0
42240,042240,208,206,208
60557,060557,0,0,0
51431,051431,0,0,0
32640,032640,0,0,0
39462,039462,0,0,0
35896,035896,0,0,0
35901,035901,69,48,57
32648,032648,0,0,0
51443,051443,0,0,0
42276,042276,35,22,35
39466,039466,0,0,0
02199,02199,0,0,0
56356,056356,0,0,0
36874,036874,0,0,0
99649,099649,0,0,0
86045,086045,0,0,0
72076,072076,0,0,0
43914,043914,0,0,0
74729,074729,0,0,0
57024,057024,0,0,0
37852,037852,0,0,0
01850,01850,10,10,10
07502,07502,0,0,0
73567,073567,0,0,0
55615,055615,0,0,0
27909,027909,0,0,0
25688,025688,0,0,0
85337,085337,0,0,0
72687,072687,0,0,0
80231,080231,75,75,75
67156,067156,0,0,0
54751,054751,68,57,57
90024,090024,0,0,0
28334,028334,22,13,22
99664,099664,0,0,0
85937,085937,0,0,0
72519,072519,0,0,0
71720,071720,0,0,0
93908,093908,0,0,0
85145,085145,0,0,0
71860,071860,0,0,0
84112,084112,0,0,0
97208,097208,149,131,149
85192,085192,0,0,0
79772,079772,0,0,0
79789,079789,0,0,0
79830,079830,0,0,0
79839,079839,0,0,0
10454,010454,2361,2298,2361
71486,071486,0,0,0
59471,059471,0,0,0
07878,07878,0,0,0
43160,043160,121,114,121
45325,045325,0,0,0
97488,097488,0,0,0
16847,016847,0,0,0
78393,078393,0,0,0
52588,052588,0,0,0
15347,015347,0,0,0
83802,083802,0,0,0
70444,070444,0,0,0
44045,044045,0,0,0
15348,015348,0,0,0
06020,06020,0,0,0
61013,061013,0,0,0
43101,043101,0,0,0
56653,056653,0,0,0
31650,031650,0,0,0
29137,029137,0,0,0
56657,056657,0,0,0
47853,047853,0,0,0
63629,063629,0,0,0
61416,061416,0,0,0
36860,036860,0,0,0
63630,063630,0,0,0
47857,047857,0,0,0
59701,059701,138,127,138
56661,056661,0,0,0
58260,058260,0,0,0
47863,047863,0,0,0
47866,047866,0,0,0
29360,029360,0,0,0
37309,037309,0,0,0
06111,06111,144,135,144
81137,081137,0,0,0
81401,081401,24,22,24
20016,020016,72,67,72
30673,030673,0,0,0
70632,070632,0,0,0
49781,049781,2,2,2
21624,021624,0,0,0
40013,040013,0,0,0
02338,02338,0,0,0
08023,08023,0,0,0
43501,043501,0,0,0
29676,029676,0,0,0
12024,012024,0,0,0
05743,05743,0,0,0
26218,026218,0,0,0
79842,079842,0,0,0
79843,079843,0,0,0
79846,079846,0,0,0
79852,079852,0,0,0
79855,079855,0,0,0
79920,079920,0,0,0
79924,079924,0,0,0
96799,096799,0,0,0
05038,05038,0,0,0
98934,098934,0,0,0
54514,054514,0,0,0
25040,025040,0,0,0
02047,02047,0,0,0
74727,074727,0,0,0
35146,035146,0,0,0
29475,029475,0,0,0
49817,049817,0,0,0
43553,043553,0,0,0
64101,064101,0,0,0
29479,029479,0,0,0
49821,049821,0,0,0
64102,064102,0,0,0
49826,049826,0,0,0
57780,057780,0,0,0
58577,058577,0,0,0
39773,039773,12,4,12
36251,036251,0,0,0
63028,063028,62,59,62
57724,057724,0,0,0
49008,049008,85,78,85
52240,052240,364,336,299
36262,036262,0,0,0
59008,059008,0,0,0
22485,022485,0,0,0
59854,059854,0,0,0
33130,033130,90,82,90
33131,033131,77,78,77
27344,027344,6,4,6
47942,047942,0,0,0
57349,057349,0,0,0
59729,059729,0,0,0
49628,049628,0,0,0
53094,053094,38,29,37
59730,059730,0,0,0
59731,059731,0,0,0
63755,063755,0,0,0
63758,063758,0,0,0
22125,022125,0,0,0
59733,059733,0,0,0
12816,012816,0,0,0
48065,048065,0,0,0
17075,017075,0,0,0
17253,017253,0,0,0
41840,041840,0,0,0
86535,086535,0,0,0
93420,093420,0,0,0
06027,06027,0,0,0
04576,04576,0,0,0
01258,01258,0,0,0
21901,021901,0,0,0
07647,07647,0,0,0
71652,071652,0,0,0
30821,030821,0,0,0
61057,061057,0,0,0
47871,047871,0,0,0
04064,04064,10,8,10
64108,064108,198,202,188
01242,01242,0,0,0
14721,014721,0,0,0
57642,057642,0,0,0
97493,097493,0,0,0
38452,038452,0,0,0
06264,06264,0,0,0
83808,083808,0,0,0
83601,083601,0,0,0
61724,061724,0,0,0
60646,060646,0,0,0
23025,023025,0,0,0
37660,037660,327,300,319
49908,049908,0,0,0
23030,023030,0,0,0
49910,049910,0,0,0
64433,064433,0,0,0
27889,027889,23,20,23
49912,049912,0,0,0
23040,023040,0,0,0
49915,049915,0,0,0
23045,023045,0,0,0
43733,043733,0,0,0
58702,058702,0,0,0
23047,023047,0,0,0
59088,059088,0,0,0
56321,056321,0,0,0
31784,031784,0,0,0
59918,059918,0,0,0
49746,049746,0,0,0
64110,064110,77,58,77
58581,058581,0,0,0
49837,049837,0,0,0
57790,057790,0,0,0
57791,057791,0,0,0
53565,053565,0,0,0
61929,061929,0,0,0
82701,082701,0,0,0
33707,033707,105,83,105
27810,027810,0,0,0
22902,022902,229,233,157
53571,053571,0,0,0
79036,079036,0,0,0
75482,075482,0,0,0
75432,075432,0,0,0
77098,077098,0,0,0
23015,023015,0,0,0
22427,022427,0,0,0
23460,023460,0,0,0
23187,023187,0,0,0
25126,025126,0,0,0
24719,024719,0,0,0
54656,054656,2,1,1
26283,026283,0,0,0
59526,059526,0,0,0
22473,022473,0,0,0
60661,060661,188,156,188
36750,036750,545,430,544
30531,030531,63,67,63
61031,061031,0,0,0
46617,046617,8,8,8
83263,083263,0,0,0
26003,026003,146,118,94
35151,035151,0,0,0
85354,085354,0,0,0
86545,086545,0,0,0
90057,090057,4025,3915,4025
83825,083825,0,0,0
55077,055077,0,0,0
59404,059404,0,0,0
92865,092865,0,0,0
95552,095552,0,0,0
81148,081148,0,0,0
56323,056323,0,0,0
52537,052537,0,0,0
60952,060952,0,0,0
39475,039475,0,0,0
30633,030633,0,0,0
60602,060602,0,0,0
60603,060603,0,0,0
51461,051461,0,0,0
48710,048710,0,0,0
32680,032680,0,0,0
32681,032681,0,0,0
42322,042322,0,0,0
48724,048724,0,0,0
39483,039483,0,0,0
37682,037682,0,0,0
53813,053813,14,11,14
43749,043749,0,0,0
64117,064117,0,0,0
31023,031023,0,0,0
52307,052307,0,0,0
52308,052308,0,0,0
60652,060652,0,0,0
63053,063053,0,0,0
66218,066218,0,0,0
23917,023917,0,0,0
54612,054612,0,0,0
66223,066223,0,0,0
34449,034449,0,0,0
65301,065301,1,1,1
23920,023920,0,0,0
68314,068314,0,0,0
63107,063107,31,26,31
30548,030548,0,0,0
36360,036360,0,0,0
50102,050102,0,0,0
67211,067211,56,31,56
04006,04006,0,0,0
96009,096009,0,0,0
96056,096056,0,0,0
81140,081140,0,0,0
78638,078638,0,0,0
97429,097429,0,0,0
84761,084761,0,0,0
75851,075851,0,0,0
71670,071670,0,0,0
91402,091402,42,37,42
90056,090056,230,230,230
87901,087901,0,0,0
81411,081411,0,0,0
97479,097479,7,7,7
06074,06074,0,0,0
31794,031794,61,46,61
96815,096815,0,0,0
83276,083276,0,0,0
83338,083338,0,0,0
60625,060625,0,0,0
62841,062841,0,0,0
46254,046254,0,0,0
81435,081435,0,0,0
33190,033190,35,27,35
30276,030276,0,0,0
30642,030642,12,3,12
60163,060163,0,0,0
36274,036274,0,0,0
49920,049920,0,0,0
49921,049921,0,0,0
58705,058705,0,0,0
49925,049925,0,0,0
43756,043756,0,0,0
53821,053821,5,4,4
27576,027576,0,0,0
29424,029424,0,0,0
22623,022623,0,0,0
49738,049738,0,0,0
59912,059912,0,0,0
59916,059916,0,0,0
57584,057584,0,0,0
43457,043457,0,0,0
43458,043458,0,0,0
39631,039631,0,0,0
42631,042631,0,0,0
36043,036043,0,0,0
68319,068319,0,0,0
23924,023924,0,0,0
82501,082501,16,5,16
82512,082512,0,0,0
82514,082514,0,0,0
28725,028725,0,0,0
24325,024325,0,0,0
28726,028726,0,0,0
45103,045103,65,43,65
58456,058456,0,0,0
57473,057473,0,0,0
59858,059858,0,0,0
81430,081430,0,0,0
73071,073071,128,105,128
97138,097138,27,27,27
95060,095060,1212,1108,1212
26040,026040,0,0,0
54880,054880,110,80,88
02176,02176,0,0,0
05352,05352,0,0,0
36742,036742,0,0,0
81645,081645,0,0,0
20230,020230,0,0,0
62274,062274,0,0,0
67118,067118,0,0,0
39422,039422,0,0,0
87943,087943,0,0,0
97118,097118,0,0,0
06269,06269,0,0,0
70656,070656,0,0,0
97498,097498,0,0,0
88024,088024,0,0,0
75436,075436,0,0,0
88025,088025,0,0,0
85383,085383,0,0,0
97499,097499,0,0,0
70661,070661,0,0,0
73731,073731,0,0,0
72360,072360,0,0,0
73736,073736,0,0,0
72366,072366,0,0,0
91754,091754,0,0,0
70706,070706,0,0,0
71423,071423,0,0,0
71429,071429,0,0,0
39641,039641,0,0,0
52030,052030,0,0,0
56117,056117,0,0,0
36048,036048,0,0,0
30747,030747,0,0,0
39645,039645,0,0,0
39647,039647,0,0,0
63040,063040,0,0,0
52257,052257,0,0,0
36266,036266,0,0,0
59016,059016,0,0,0
63445,063445,0,0,0
37043,037043,0,0,0
36688,036688,0,0,0
58065,058065,0,0,0
43040,043040,37,32,37
29375,029375,0,0,0
49707,049707,110,105,110
27530,027530,162,150,162
29377,029377,0,0,0
53205,053205,86,74,79
63933,063933,0,0,0
53206,053206,254,246,254
42337,042337,0,0,0
51510,051510,0,0,0
32701,032701,78,26,78
46930,046930,0,0,0
58530,058530,0,0,0
59919,059919,0,0,0
61820,061820,176,132,86
22630,022630,31,24,14
16333,016333,0,0,0
99333,099333,0,0,0
36767,036767,0,0,0
68041,068041,0,0,0
48071,048071,0,0,0
10173,010173,0,0,0
87537,087537,0,0,0
29446,029446,0,0,0
05775,05775,0,0,0
39096,039096,0,0,0
02382,02382,0,0,0
89402,089402,0,0,0
39452,039452,0,0,0
08048,08048,10,0,10
79014,079014,0,0,0
71430,071430,0,0,0
87565,087565,0,0,0
17214,017214,0,0,0
35443,035443,0,0,0
35160,035160,68,71,68
99685,099685,0,0,0
86020,086020,0,0,0
95936,095936,0,0,0
91723,091723,0,0,0
95971,095971,99,90,99
81133,081133,0,0,0
65753,065753,0,0,0
89149,089149,0,0,0
07203,07203,6,4,6
08074,08074,0,0,0
87002,087002,0,0,0
10023,010023,20,19,20
27406,027406,290,252,228
61274,061274,0,0,0
59522,059522,0,0,0
61276,061276,0,0,0
29056,029056,0,0,0
61278,061278,0,0,0
57061,057061,0,0,0
56557,056557,103,97,103
37051,037051,0,0,0
63456,063456,0,0,0
36420,036420,0,0,0
33013,033013,0,0,0
31089,031089,0,0,0
33014,033014,0,0,0
36425,036425,0,0,0
56335,056335,0,0,0
27265,027265,0,0,0
56636,056636,1,1,0
59647,059647,0,0,0
57625,057625,139,91,139
57626,057626,0,0,0
57630,057630,0,0,0
49749,049749,0,0,0
53505,053505,0,0,0
57636,057636,0,0,0
43505,043505,0,0,0
37355,037355,0,0,0
61831,061831,0,0,0
64053,064053,0,0,0
42701,042701,79,50,48
30812,030812,0,0,0
56140,056140,0,0,0
52312,052312,0,0,0
63061,063061,0,0,0
59030,059030,0,0,0
25427,025427,0,0,0
19021,019021,12,12,12
35032,035032,0,0,0
99615,099615,0,0,0
86001,086001,117,114,117
86322,086322,0,0,0
72083,072083,0,0,0
92371,092371,0,0,0
91702,091702,41,38,41
92147,092147,0,0,0
49901,049901,0,0,0
60945,060945,0,0,0
97204,097204,1314,1237,1314
80802,080802,0,0,0
86323,086323,0,0,0
27568,027568,0,0,0
58645,058645,0,0,0
43724,043724,33,33,33
11973,011973,0,0,0
44874,044874,0,0,0
17344,017344,0,0,0
29133,029133,0,0,0
37037,037037,0,0,0
76550,076550,0,0,0
77963,077963,0,0,0
84074,084074,85,32,85
70633,070633,0,0,0
04939,04939,0,0,0
01515,01515,0,0,0
02108,02108,2158,2080,2158
56371,056371,0,0,0
65327,065327,0,0,0
31639,031639,0,0,0
36832,036832,0,0,0
29127,029127,0,0,0
57237,057237,0,0,0
59648,059648,0,0,0
36850,036850,0,0,0
57243,057243,0,0,0
56649,056649,18,16,14
31643,031643,0,0,0
33810,033810,214,83,214
43761,043761,0,0,0
58718,058718,0,0,0
36432,036432,0,0,0
59201,059201,0,0,0
47367,047367,0,0,0
60969,060969,0,0,0
31029,031029,0,0,0
49024,049024,0,0,0
36276,036276,0,0,0
63069,063069,0,0,0
36278,036278,0,0,0
31030,031030,0,0,0
52326,052326,0,0,0
32925,032925,0,0,0
63459,063459,0,0,0
56560,056560,272,279,249
58075,058075,0,0,0
63461,063461,0,0,0
31554,031554,0,0,0
33172,033172,0,0,0
63467,063467,0,0,0
31556,031556,0,0,0
29067,029067,0,0,0
59535,059535,0,0,0
45106,045106,0,0,0
77502,077502,25,16,25
80860,080860,0,0,0
47925,047925,0,0,0
10006,010006,323,233,323
27052,027052,0,0,0
87753,087753,0,0,0
86429,086429,0,0,0
80545,080545,0,0,0
33950,033950,122,120,122
30711,030711,0,0,0
83422,083422,0,0,0
32455,032455,0,0,0
89832,089832,0,0,0
50531,050531,0,0,0
47930,047930,0,0,0
50104,050104,0,0,0
63464,063464,0,0,0
59003,059003,0,0,0
59327,059327,0,0,0
68131,068131,181,122,181
89426,089426,0,0,0
60655,060655,0,0,0
46048,046048,0,0,0
47983,047983,0,0,0
40339,040339,0,0,0
42328,042328,0,0,0
70075,070075,0,0,0
04260,04260,0,0,0
04419,04419,0,0,0
20880,020880,0,0,0
01937,01937,0,0,0
56345,056345,23,7,23
47369,047369,0,0,0
36442,036442,0,0,0
59215,059215,0,0,0
63126,063126,0,0,0
36445,036445,0,0,0
36451,036451,0,0,0
47373,047373,0,0,0
49101,049101,0,0,0
56125,056125,0,0,0
42647,042647,0,0,0
30756,030756,0,0,0
36064,036064,0,0,0
30807,030807,0,0,0
63357,063357,0,0,0
54929,054929,0,0,0
54931,054931,0,0,0
54934,054934,0,0,0
82520,082520,0,0,0
82523,082523,0,0,0
45121,045121,0,0,0
65717,065717,0,0,0
24343,024343,80,80,80
98294,098294,49,35,49
99631,099631,0,0,0
99641,099641,0,0,0
83462,083462,0,0,0
99645,099645,0,0,0
83464,083464,0,0,0
83465,083465,0,0,0
99662,099662,0,0,0
99663,099663,0,0,0
98321,098321,0,0,0
83468,083468,0,0,0
98326,098326,0,0,0
83469,083469,0,0,0
99684,099684,0,0,0
66419,066419,0,0,0
42544,042544,0,0,0
40507,040507,50,45,36
40385,040385,0,0,0
04434,04434,0,0,0
21902,021902,29,28,29
48180,048180,249,248,249
56479,056479,0,0,0
38666,038666,0,0,0
39309,039309,0,0,0
63080,063080,0,0,0
95064,095064,0,0,0
91101,091101,486,377,346
90270,090270,0,0,0
81059,081059,0,0,0
35976,035976,34,34,20
99770,099770,0,0,0
99694,099694,0,0,0
85131,085131,193,193,193
72543,072543,10,2,10
72464,072464,0,0,0
81621,081621,0,0,0
71433,071433,0,0,0
86305,086305,0,0,0
86313,086313,0,0,0
71441,071441,0,0,0
74426,074426,0,0,0
92311,092311,112,112,112
81625,081625,0,0,0
81630,081630,0,0,0
81631,081631,0,0,0
71446,071446,14,5,14
81632,081632,0,0,0
71447,071447,0,0,0
76033,076033,0,0,0
81635,081635,0,0,0
71449,071449,0,0,0
81637,081637,0,0,0
36545,036545,0,0,0
52758,052758,0,0,0
33073,033073,0,0,0
61087,061087,0,0,0
52761,052761,132,69,132
47514,047514,0,0,0
36558,036558,0,0,0
59410,059410,0,0,0
47520,047520,0,0,0
59411,059411,0,0,0
49289,049289,0,0,0
59412,059412,0,0,0
47649,047649,0,0,0
29331,029331,0,0,0
22407,022407,0,0,0
99686,099686,0,0,0
99689,099689,0,0,0
56022,056022,0,0,0
42347,042347,0,0,0
60611,060611,0,0,0
30650,030650,0,0,0
39503,039503,170,170,170
48741,048741,0,0,0
42354,042354,0,0,0
56032,056032,0,0,0
59230,059230,0,0,0
33025,033025,0,0,0
31213,031213,0,0,0
47381,047381,0,0,0
59241,059241,0,0,0
49115,049115,0,0,0
06023,06023,0,0,0
32424,032424,0,0,0
31321,031321,0,0,0
96752,096752,0,0,0
60456,060456,0,0,0
47263,047263,0,0,0
50154,050154,0,0,0
67565,067565,0,0,0
30655,030655,98,109,98
30161,030161,86,82,86
96863,096863,0,0,0
83645,083645,0,0,0
62902,062902,0,0,0
60654,060654,2261,2199,2261
05340,05340,0,0,0
97905,097905,0,0,0
84636,084636,0,0,0
22963,022963,0,0,0
07970,07970,0,0,0
87401,087401,140,89,140
12884,012884,0,0,0
12007,012007,0,0,0
13069,013069,173,153,173
28602,028602,230,201,230
44699,044699,0,0,0
44017,044017,0,0,0
43735,043735,0,0,0
74747,074747,0,0,0
97640,097640,0,0,0
15601,015601,166,143,153
17745,017745,33,27,32
10010,010010,2642,2618,2642
02561,02561,0,0,0
87319,087319,0,0,0
89421,089421,0,0,0
08085,08085,0,0,0
10964,010964,0,0,0
95585,095585,0,0,0
53715,053715,136,125,136
02148,02148,512,484,512
29079,029079,0,0,0
17508,017508,0,0,0
90266,090266,22,0,22
33945,033945,0,0,0
51055,051055,0,0,0
37801,037801,13,13,9
50561,050561,0,0,0
50255,050255,0,0,0
52210,052210,0,0,0
67511,067511,0,0,0
67529,067529,0,0,0
40434,040434,0,0,0
40033,040033,137,143,137
41311,041311,67,57,67
50439,050439,0,0,0
40769,040769,30,2,30
48205,048205,58,58,58
04637,04637,0,0,0
04847,04847,0,0,0
02453,02453,461,488,461
48092,048092,0,0,0
73106,073106,1220,930,1010
87311,087311,0,0,0
97216,097216,0,0,0
89418,089418,0,0,0
84180,084180,0,0,0
89419,089419,0,0,0
73110,073110,0,0,0
72377,072377,0,0,0
72379,072379,0,0,0
80816,080816,0,0,0
73746,073746,0,0,0
70722,070722,0,0,0
85530,085530,0,0,0
38036,038036,0,0,0
78644,078644,0,0,0
77057,077057,574,574,574
77201,077201,0,0,0
24523,024523,0,0,0
57761,057761,0,0,0
22433,022433,0,0,0
61931,061931,0,0,0
31024,031024,0,0,0
37745,037745,24,22,24
38310,038310,0,0,0
75631,075631,0,0,0
77085,077085,0,0,0
77656,077656,0,0,0
76957,076957,0,0,0
24401,024401,52,46,52
22603,022603,0,0,0
22835,022835,0,0,0
25507,025507,0,0,0
24737,024737,0,0,0
26563,026563,0,0,0
53817,053817,0,0,0
33477,033477,0,0,0
95916,095916,0,0,0
93553,093553,0,0,0
90304,090304,5,5,5
96125,096125,0,0,0
81427,081427,0,0,0
81236,081236,0,0,0
33744,033744,15,15,15
31032,031032,0,0,0
30609,030609,0,0,0
62339,062339,0,0,0
04921,04921,0,0,0
04949,04949,0,0,0
04961,04961,0,0,0
04962,04962,0,0,0
04987,04987,0,0,0
01005,01005,0,0,0
01028,01028,0,0,0
01054,01054,0,0,0
01128,01128,0,0,0
01230,01230,23,20,23
05740,05740,0,0,0
07302,07302,119,72,119
25234,025234,0,0,0
07307,07307,0,0,0
25252,025252,0,0,0
97523,097523,0,0,0
91766,091766,608,504,608
70726,070726,8,8,8
80821,080821,0,0,0
88039,088039,0,0,0
70736,070736,0,0,0
34234,034234,442,274,438
31763,031763,0,0,0
30284,030284,0,0,0
30635,030635,0,0,0
83541,083541,0,0,0
47949,047949,0,0,0
51646,051646,0,0,0
42757,042757,0,0,0
70354,070354,0,0,0
93923,093923,0,0,0
30560,030560,0,0,0
04066,04066,0,0,0
04413,04413,0,0,0
03461,03461,0,0,0
88021,088021,0,0,0
08225,08225,60,60,60
12901,012901,218,193,160
29520,029520,0,0,0
10310,010310,0,0,0
79201,079201,0,0,0
26155,026155,1,1,1
35490,035490,0,0,0
35057,035057,0,0,0
35036,035036,0,0,0
36022,036022,0,0,0
85623,085623,0,0,0
03071,03071,0,0,0
97907,097907,0,0,0
08210,08210,27,27,23
28562,028562,0,0,0
23459,023459,0,0,0
26521,026521,0,0,0
36456,036456,0,0,0
71675,071675,0,0,0
72959,072959,0,0,0
93527,093527,0,0,0
94104,094104,0,0,0
95525,095525,0,0,0
05751,05751,0,0,0
24210,024210,23,23,23
23551,023551,0,0,0
99224,099224,320,228,275
98921,098921,0,0,0
54474,054474,0,0,0
83001,083001,50,26,50
07417,07417,0,0,0
07423,07423,0,0,0
16361,016361,0,0,0
16365,016365,45,37,45
16372,016372,0,0,0
16374,016374,0,0,0
12130,012130,0,0,0
16421,016421,0,0,0
12150,012150,0,0,0
12161,012161,0,0,0
12987,012987,0,0,0
12401,012401,543,545,239
70118,070118,0,0,0
01220,01220,36,42,36
38760,038760,0,0,0
16373,016373,0,0,0
18087,018087,0,0,0
40419,040419,0,0,0
40342,040342,0,0,0
70805,070805,19,17,19
04282,04282,0,0,0
21767,021767,0,0,0
48375,048375,0,0,0
56441,056441,0,0,0
66955,066955,0,0,0
63451,063451,0,0,0
46409,046409,0,0,0
25508,025508,0,0,0
19036,019036,0,0,0
12512,012512,0,0,0
12752,012752,0,0,0
19550,019550,0,0,0
85324,085324,0,0,0
20190,020190,197,172,131
24851,024851,0,0,0
54469,054469,0,0,0
96020,096020,0,0,0
96008,096008,0,0,0
95511,095511,0,0,0
80813,080813,0,0,0
80249,080249,0,0,0
80439,080439,10,7,10
81655,081655,0,0,0
80422,080422,0,0,0
48602,048602,258,258,258
30522,030522,0,0,0
51050,051050,0,0,0
51051,051051,0,0,0
30523,030523,47,43,47
42078,042078,0,0,0
39367,039367,0,0,0
30525,030525,42,40,42
48610,048610,1991,1327,1976
