ZCTA,minDisMet,time_to_nearest_methadone,count_in_range_methadone,methadone_score,minDisBup,time_to_nearest_buprenorphine,count_in_range_buprenorphine,buprenorphine_score,minDisNalV,time_to_nearest_naltrexone,count_in_range_naltrexone,naltrexone_score
11385,1.95,6.0,77,2.4,0.08,0.0,2374.0,1.0,1.92,6.0,220,2.37
11411,2.83,9.0,76,2.07,0.19,0.0,2277.0,1.0,2.44,6.0,222,2.4
11412,1.75,7.0,76,2.07,0.2,0.0,2284.0,1.0,1.64,6.0,222,2.4
11413,3.33,10.0,77,1.93,0.46,0.0,2297.0,1.0,2.28,5.0,219,2.37
11414,2.72,8.0,75,2.17,0.57,0.0,2237.0,1.0,1.56,5.0,213,2.5
11415,0.71,3.0,77,2.63,0.15,0.0,2380.0,1.0,0.46,0.0,221,2.9
11416,1.93,6.0,76,2.37,0.14,0.0,2344.0,1.0,1.42,5.0,218,2.5
11417,2.01,7.0,76,2.27,0.46,0.0,2313.0,1.0,1.6,5.0,215,2.5
11418,0.72,0.0,77,2.83,0.57,0.0,2395.0,1.0,0.72,0.0,223,2.87
11419,0.8,3.0,77,2.57,0.07,0.0,2334.0,1.0,0.82,3.0,218,2.63
11420,1.7,6.0,80,2.37,0.59,0.0,2400.0,1.0,1.27,2.0,229,2.53
11421,2.03,5.0,76,2.43,0.72,3.0,2318.0,0.9,1.48,5.0,216,2.5
11422,4.38,11.0,76,1.87,0.06,0.0,2229.0,1.0,1.55,6.0,213,2.4
11423,1.02,4.0,78,2.4,0.2,0.0,2374.0,1.0,1.12,3.0,228,2.67
11424,1.07,5.0,77,2.5,0.22,3.0,2411.0,0.9,0.23,3.0,226,2.7
11425,3.1,10.0,50,1.9,0.08,0.0,1538.0,1.0,0.08,0.0,149,2.37
11426,1.27,3.0,77,2.37,0.63,2.0,2336.0,0.93,0.58,2.0,227,2.77
11427,2.39,5.0,82,2.47,0.57,0.0,2460.0,1.0,0.93,0.0,233,2.83
11428,2.42,6.0,77,2.33,0.15,0.0,2381.0,1.0,1.22,2.0,229,2.67
11429,2.45,7.0,77,2.23,0.26,0.0,2325.0,1.0,1.99,4.0,224,2.5
11430,2.8,9.0,74,2.07,0.93,6.0,2266.0,0.8,1.51,6.0,210,2.23
11432,0.37,0.0,77,2.67,0.16,0.0,2365.0,1.0,0.47,0.0,221,2.77
11433,1.02,4.0,78,2.4,0.68,4.0,2345.0,0.87,0.74,0.0,222,2.7
11434,2.45,7.0,76,2.17,0.85,5.0,2311.0,0.83,0.95,4.0,216,2.47
11435,0.57,3.0,77,2.63,0.25,0.0,2383.0,1.0,0.24,0.0,222,2.8
11436,2.03,7.0,78,2.27,0.43,3.0,2368.0,0.9,0.43,0.0,222,2.63
11451,0.87,3.0,77,2.57,0.2,3.0,2391.0,0.9,0.65,2.0,225,2.73
11501,3.74,9.0,33,1.83,0.22,0.0,975.0,1.0,0.34,0.0,106,2.6
11507,3.45,8.0,47,1.8,0.54,1.0,1443.0,0.97,2.05,3.0,141,2.47
11509,9.06,17.0,32,1.3,1.27,4.0,1012.0,0.87,1.51,6.0,97,2.4
11510,5.8,11.0,24,1.8,0.01,0.0,882.0,1.0,1.23,2.0,92,2.8
11514,3.47,11.0,20,1.9,0.63,4.0,754.0,0.87,1.24,4.0,86,2.4
11516,6.69,14.0,57,1.6,0.72,2.0,1577.0,0.93,1.95,5.0,153,2.43
11518,7.88,17.0,25,1.27,0.08,0.0,896.0,1.0,1.54,5.0,91,2.43
11520,5.36,11.0,21,1.83,0.04,0.0,738.0,1.0,0.09,0.0,84,3.0
11530,3.64,9.0,39,1.83,0.91,0.0,1129.0,1.0,1.17,0.0,114,2.87
11542,8.84,22.0,7,0.67,0.1,0.0,357.0,1.0,0.67,0.0,37,1.87
11545,7.74,18.0,11,1.2,1.1,0.0,527.0,1.0,2.33,7.0,55,2.03
11547,6.51,15.0,18,1.1,0.84,6.0,632.0,0.8,2.09,8.0,70,1.93
11548,6.86,14.0,21,1.33,1.01,4.0,747.0,0.87,3.12,9.0,79,1.97
11549,2.62,8.0,17,1.87,1.0,4.0,644.0,0.87,1.12,4.0,72,2.6
11550,3.71,8.0,26,1.97,0.27,0.0,870.0,1.0,0.59,0.0,96,3.0
11552,4.95,12.0,33,1.77,0.4,0.0,1099.0,1.0,0.74,0.0,119,2.67
11553,2.62,6.0,21,2.1,0.77,0.0,733.0,1.0,1.88,4.0,84,2.6
11554,0.78,0.0,13,2.53,0.24,0.0,612.0,1.0,0.77,0.0,70,3.0
11556,1.65,6.0,15,2.03,0.04,0.0,610.0,1.0,1.57,5.0,68,2.5
11557,6.83,17.0,23,1.23,0.18,0.0,838.0,1.0,0.19,0.0,87,2.47
11558,10.06,20.0,16,0.93,0.24,0.0,580.0,1.0,1.21,3.0,63,2.47
11559,7.36,14.0,53,1.57,0.76,0.0,1497.0,1.0,1.29,5.0,146,2.47
11560,10.21,26.0,3,0.4,1.59,6.0,237.0,0.8,2.79,6.0,25,1.6
11561,10.68,23.0,20,0.67,0.37,0.0,580.0,1.0,0.07,0.0,68,2.6
11563,6.79,14.0,41,1.53,0.23,0.0,1311.0,1.0,1.36,5.0,131,2.5
11565,5.64,13.0,36,1.7,0.24,0.0,1156.0,1.0,1.49,4.0,122,2.53
11566,4.01,7.0,20,2.2,1.15,0.0,722.0,1.0,1.57,4.0,79,2.6
11568,4.72,13.0,22,1.57,1.89,4.0,795.0,0.87,3.84,9.0,85,2.03
11569,9.63,17.0,5,1.23,2.78,8.0,409.0,0.73,4.25,8.0,52,2.1
11570,6.23,14.0,27,1.53,0.41,0.0,918.0,1.0,0.43,0.0,97,2.8
11572,7.72,16.0,22,1.33,0.66,0.0,822.0,1.0,1.6,6.0,85,2.4
11575,3.67,9.0,21,1.93,0.86,5.0,754.0,0.83,1.73,5.0,85,2.5
11576,4.32,9.0,41,1.67,0.29,0.0,1331.0,1.0,3.52,6.0,128,2.2
11577,4.45,8.0,50,1.77,0.12,0.0,1500.0,1.0,3.0,5.0,149,2.3
11579,7.59,19.0,6,0.77,1.18,5.0,413.0,0.83,0.9,5.0,43,1.8
11580,4.9,10.0,53,1.7,0.71,0.0,1656.0,1.0,0.47,0.0,162,2.77
11581,5.68,14.0,47,1.57,0.61,0.0,1458.0,1.0,0.81,5.0,153,2.5
11590,2.28,9.0,12,1.9,0.55,0.0,614.0,1.0,2.28,6.0,69,2.33
11596,3.54,8.0,35,1.87,0.67,0.0,1069.0,1.0,1.23,2.0,115,2.57
11598,6.58,15.0,39,1.47,0.42,0.0,1213.0,1.0,1.13,3.0,123,2.43
11691,7.58,17.0,32,1.3,0.16,0.0,1049.0,1.0,0.27,0.0,99,2.63
11692,6.7,18.0,27,1.2,2.01,4.0,902.0,0.87,2.15,4.0,88,2.3
11693,6.03,16.0,32,1.4,1.44,4.0,1091.0,0.87,3.18,6.0,105,2.2
11694,5.81,15.0,26,1.37,0.29,0.0,827.0,1.0,4.79,10.0,83,1.9
11697,6.44,16.0,24,1.27,0.84,0.0,657.0,1.0,2.69,14.0,58,1.47
11701,0.46,0.0,7,2.53,0.31,0.0,508.0,1.0,0.46,0.0,61,3.0
11702,4.99,8.0,6,1.83,0.14,0.0,443.0,1.0,2.33,5.0,52,2.33
11703,6.22,9.0,6,1.9,0.59,0.0,479.0,1.0,0.59,0.0,56,2.7
11704,4.08,6.0,6,1.97,0.34,0.0,471.0,1.0,1.58,6.0,52,2.4
11705,11.94,18.0,3,0.47,1.42,3.0,295.0,0.9,2.59,7.0,36,2.3
11706,5.07,12.0,6,1.7,0.36,0.0,434.0,1.0,0.3,0.0,50,2.8
11709,10.18,26.0,3,0.3,0.51,0.0,194.0,1.0,5.3,12.0,20,1.53
11710,3.54,7.0,14,2.2,1.08,0.0,623.0,1.0,2.72,6.0,70,2.4
11713,16.7,23.0,1,0.23,0.87,0.0,254.0,1.0,0.87,0.0,31,2.53
11714,3.68,10.0,8,2.0,0.89,0.0,520.0,1.0,1.02,0.0,66,2.67
11715,12.67,19.0,3,0.37,0.4,0.0,295.0,1.0,1.57,7.0,36,2.3
11716,8.49,12.0,4,1.07,1.14,0.0,333.0,1.0,1.06,0.0,39,2.6
11717,2.51,9.0,6,1.57,0.14,0.0,427.0,1.0,1.57,0.0,50,3.0
11718,6.59,12.0,6,1.6,0.8,4.0,400.0,0.87,1.78,4.0,50,2.5
11719,16.19,25.0,2,0.17,1.83,4.0,222.0,0.87,1.92,4.0,35,2.4
11720,10.42,16.0,2,0.5,0.8,0.0,243.0,1.0,3.94,9.0,28,1.97
11721,4.08,15.0,4,0.8,1.36,7.0,270.0,0.77,3.49,8.0,26,1.63
11722,3.93,7.0,6,1.43,0.78,0.0,410.0,1.0,2.92,5.0,46,2.5
11724,4.0,14.0,7,0.87,0.95,6.0,387.0,0.8,1.53,6.0,47,2.2
11725,2.13,9.0,6,1.7,0.22,0.0,420.0,1.0,0.62,0.0,43,2.4
11726,1.36,2.0,7,2.33,1.07,2.0,474.0,0.93,1.16,2.0,57,2.8
11727,14.44,24.0,1,0.2,1.38,0.0,211.0,1.0,2.92,12.0,26,1.8
11729,5.0,11.0,6,1.87,0.22,0.0,450.0,1.0,0.85,0.0,55,2.73
11730,7.18,15.0,6,1.3,0.19,0.0,360.0,1.0,4.31,9.0,45,2.07
11731,4.11,11.0,4,1.3,1.98,8.0,321.0,0.73,2.41,8.0,33,1.83
11732,7.76,17.0,9,1.17,2.75,3.0,446.0,0.9,3.01,7.0,46,2.2
11733,11.79,21.0,1,0.3,0.35,0.0,203.0,1.0,2.46,9.0,22,2.1
11735,3.01,6.0,8,2.2,0.56,0.0,557.0,1.0,1.85,5.0,68,2.43
11738,11.89,16.0,1,0.47,0.16,0.0,244.0,1.0,0.93,0.0,31,2.77
11739,8.2,16.0,4,1.13,1.16,4.0,319.0,0.87,4.89,11.0,38,1.9
11740,2.32,10.0,6,1.27,1.03,6.0,334.0,0.8,3.14,6.0,34,1.97
11741,10.18,14.0,4,0.57,1.35,0.0,308.0,1.0,1.83,10.0,36,1.97
11742,11.75,16.0,1,0.47,1.91,6.0,268.0,0.8,1.96,6.0,31,2.37
11743,2.52,11.0,6,1.17,0.83,0.0,328.0,1.0,0.93,0.0,32,2.07
11746,0.82,0.0,6,1.73,0.46,0.0,358.0,1.0,3.27,10.0,41,1.9
11747,3.31,8.0,7,1.73,0.67,0.0,454.0,1.0,3.26,10.0,51,1.8
11749,4.97,6.0,4,1.27,0.48,0.0,383.0,1.0,3.44,6.0,43,2.3
11751,6.01,14.0,6,1.57,0.46,0.0,390.0,1.0,2.63,6.0,50,2.27
11752,5.94,12.0,6,1.47,0.81,0.0,403.0,1.0,4.33,7.0,50,2.23
11753,4.45,11.0,13,1.7,0.44,0.0,635.0,1.0,1.56,4.0,72,2.57
11754,5.06,12.0,4,1.23,0.73,0.0,376.0,1.0,2.88,7.0,39,2.3
11755,8.35,12.0,2,0.77,0.38,0.0,297.0,1.0,3.25,11.0,31,1.9
11756,1.93,5.0,11,2.27,0.1,0.0,570.0,1.0,1.86,5.0,68,2.5
11757,2.51,4.0,6,2.13,1.09,0.0,465.0,1.0,2.42,4.0,56,2.6
11758,2.02,5.0,7,2.23,0.43,0.0,508.0,1.0,0.76,0.0,65,2.83
11762,1.29,4.0,7,2.27,1.08,3.0,498.0,0.9,1.11,3.0,63,2.67
11763,14.64,17.0,2,0.47,0.93,0.0,252.0,1.0,1.5,0.0,38,2.77
11764,16.53,24.0,2,0.2,0.31,0.0,219.0,1.0,3.45,8.0,31,2.2
11765,9.28,26.0,4,0.37,1.18,9.0,235.0,0.7,4.48,12.0,24,1.47
11766,15.63,23.0,1,0.23,0.4,0.0,210.0,1.0,2.25,7.0,26,2.3
11767,6.71,10.0,2,0.87,0.73,0.0,303.0,1.0,1.95,10.0,31,2.0
11768,5.77,16.0,4,0.77,1.29,0.0,265.0,1.0,4.59,12.0,24,1.57
11769,8.73,16.0,4,1.07,2.45,5.0,327.0,0.83,3.19,5.0,39,2.23
11770,12.93,28.0,2,0.13,6.0,21.0,107.0,0.3,8.8,23.0,15,0.7
11771,7.73,20.0,7,0.9,2.31,0.0,366.0,1.0,4.25,9.0,44,1.97
11772,14.08,21.0,1,0.3,0.36,0.0,264.0,1.0,0.36,0.0,30,3.0
11776,13.27,20.0,1,0.33,0.53,0.0,210.0,1.0,1.74,6.0,25,2.4
11777,14.18,21.0,1,0.3,0.06,0.0,209.0,1.0,0.06,0.0,25,3.0
11778,13.98,27.0,1,0.1,2.07,5.0,172.0,0.83,6.31,15.0,23,1.5
11779,7.73,9.0,4,0.93,0.63,0.0,347.0,1.0,2.6,8.0,37,2.17
11780,7.32,11.0,2,0.87,1.2,0.0,298.0,1.0,2.12,8.0,28,2.1
11782,10.53,16.0,3,0.73,0.05,0.0,298.0,1.0,2.04,7.0,36,2.17
11783,3.58,7.0,10,2.17,0.91,0.0,556.0,1.0,0.71,5.0,70,2.43
11784,12.27,17.0,2,0.43,0.81,0.0,244.0,1.0,2.7,7.0,28,2.2
11786,11.82,21.0,1,0.3,0.4,0.0,178.0,1.0,8.27,15.0,23,1.5
11787,4.08,8.0,4,1.17,0.3,0.0,347.0,1.0,1.1,0.0,35,2.73
11788,3.44,0.0,4,1.53,0.38,0.0,383.0,1.0,2.53,0.0,43,2.7
11789,15.97,28.0,1,0.07,1.08,5.0,175.0,0.83,4.41,12.0,18,1.8
11790,9.76,17.0,2,0.47,0.28,0.0,236.0,1.0,4.36,14.0,24,1.6
11791,6.19,14.0,10,1.53,0.44,0.0,570.0,1.0,1.13,0.0,60,2.73
11792,8.98,18.0,1,0.4,0.59,0.0,103.0,1.0,8.11,18.0,24,1.2
11793,3.6,8.0,14,2.17,0.12,0.0,624.0,1.0,1.79,7.0,72,2.3
11794,10.04,18.0,1,0.4,0.1,0.0,205.0,1.0,4.21,11.0,22,1.9
11795,6.7,11.0,6,1.6,0.69,0.0,411.0,1.0,2.04,6.0,48,2.27
11796,10.17,18.0,3,0.73,1.1,5.0,297.0,0.83,2.9,8.0,38,2.03
11797,4.67,11.0,9,1.5,0.47,0.0,541.0,1.0,2.56,3.0,59,2.5
11798,5.63,9.0,6,1.93,0.19,0.0,449.0,1.0,0.04,0.0,52,2.6
11801,3.04,8.0,10,1.97,0.18,0.0,578.0,1.0,0.17,0.0,64,2.83
11803,5.35,13.0,8,1.63,0.36,0.0,531.0,1.0,1.85,6.0,61,2.37
11804,5.74,12.0,7,1.73,0.84,4.0,523.0,0.87,2.32,6.0,59,2.33
11901,1.29,0.0,1,1.0,0.89,0.0,45.0,1.0,0.33,0.0,17,3.0
11930,15.13,42.0,0,0.0,0.51,0.0,16.0,1.0,2.69,9.0,9,2.1
11931,3.2,7.0,1,0.77,2.77,7.0,33.0,0.77,1.88,7.0,14,2.3
11932,11.95,30.0,1,0.0,5.31,10.0,28.0,0.67,2.42,6.0,17,2.03
11933,4.28,11.0,1,0.63,2.4,0.0,91.0,1.0,3.38,11.0,25,1.9
11934,10.44,22.0,1,0.27,0.63,0.0,109.0,1.0,0.87,0.0,26,2.73
11935,9.11,14.0,3,1.47,1.6,0.0,20.0,1.0,9.11,14.0,8,1.47
11937,11.97,41.0,0,0.0,2.13,0.0,16.0,1.0,0.74,0.0,9,3.0
11939,1.48,4.0,2,1.73,1.45,4.0,10.0,0.87,1.48,4.0,2,1.73
11940,8.56,19.0,1,0.37,1.67,4.0,93.0,0.87,3.13,4.0,27,2.33
11941,6.68,17.0,1,0.43,0.4,0.0,80.0,1.0,4.73,7.0,25,2.27
11942,6.36,19.0,1,0.37,1.23,7.0,27.0,0.77,1.46,7.0,17,2.3
11944,0.46,0.0,2,2.0,0.46,0.0,10.0,1.0,0.46,0.0,2,2.0
11946,8.07,16.0,1,0.47,0.7,0.0,32.0,1.0,0.35,0.0,20,3.0
11947,5.42,7.0,3,1.17,3.57,7.0,37.0,0.77,4.01,7.0,16,2.3
11948,7.11,18.0,3,0.53,4.35,15.0,21.0,0.5,5.65,18.0,10,1.2
11949,8.08,19.0,1,0.37,3.21,10.0,96.0,0.67,3.61,10.0,24,1.87
11950,12.12,25.0,2,0.27,0.34,0.0,168.0,1.0,0.27,0.0,31,2.87
11951,13.78,32.0,0,0.0,1.32,8.0,85.0,0.73,1.36,8.0,16,2.17
11952,8.92,14.0,3,1.27,4.74,7.0,30.0,0.77,7.38,14.0,14,1.6
11953,14.84,25.0,2,0.23,1.48,0.0,222.0,1.0,3.67,14.0,32,1.6
11954,21.89,56.0,0,0.0,10.81,17.0,4.0,0.43,11.14,23.0,4,0.7
11955,10.89,24.0,2,0.2,0.8,2.0,149.0,0.93,0.89,2.0,31,2.77
11956,10.15,17.0,3,1.2,1.84,4.0,20.0,0.87,7.98,17.0,8,1.2
11957,5.0,10.0,2,1.33,4.98,10.0,9.0,0.67,5.0,10.0,2,1.33
11958,7.29,12.0,3,1.5,2.04,4.0,20.0,0.87,7.29,12.0,8,1.5
11959,6.89,17.0,1,0.43,1.03,0.0,34.0,1.0,2.05,4.0,18,2.4
11960,7.56,21.0,1,0.3,1.96,5.0,64.0,0.83,3.48,7.0,21,2.13
11961,11.41,25.0,1,0.17,2.12,7.0,140.0,0.77,7.12,17.0,21,1.27
11962,12.55,31.0,0,0.0,4.8,10.0,18.0,0.67,1.2,3.0,11,2.23
11963,8.46,39.0,0,0.0,4.76,18.0,16.0,0.4,3.93,14.0,9,1.33
11964,3.23,23.0,2,0.47,0.69,0.0,9.0,1.0,3.23,23.0,6,0.6
11965,2.58,22.0,2,0.53,1.57,2.0,9.0,0.93,2.58,22.0,3,0.6
11967,13.58,28.0,2,0.13,0.93,0.0,165.0,1.0,1.21,0.0,31,2.73
11968,13.17,23.0,1,0.23,1.41,0.0,29.0,1.0,1.43,0.0,17,2.27
11970,5.03,10.0,3,0.87,4.03,10.0,32.0,0.67,3.77,10.0,14,2.0
11971,4.99,9.0,3,1.57,0.51,0.0,19.0,1.0,4.99,9.0,8,1.57
11972,6.57,18.0,1,0.4,1.61,3.0,78.0,0.9,3.49,6.0,25,2.27
11973,11.43,28.0,2,0.07,2.51,11.0,143.0,0.63,4.69,15.0,25,1.43
11975,12.77,34.0,0,0.0,3.56,11.0,17.0,0.63,0.74,0.0,9,2.27
11976,12.86,29.0,1,0.03,2.44,9.0,28.0,0.7,2.46,9.0,17,1.8
11977,6.45,17.0,1,0.43,1.99,3.0,64.0,0.9,1.99,3.0,21,2.4
11978,6.47,14.0,1,0.53,0.91,0.0,38.0,1.0,0.89,0.0,18,2.57
11980,14.34,21.0,2,0.47,1.26,0.0,231.0,1.0,3.32,10.0,34,2.0
12007,16.57,39.0,0,0.0,7.94,27.0,5.0,0.1,14.9,37.0,0,0.0
12008,0.99,9.0,4,2.1,0.94,9.0,70.0,0.7,0.99,9.0,8,2.1
12009,8.68,19.0,7,0.87,4.35,0.0,110.0,1.0,6.25,16.0,12,1.2
12010,0.71,0.0,3,1.07,0.71,0.0,33.0,1.0,0.71,0.0,8,3.0
12015,25.4,45.0,0,0.0,2.36,14.0,13.0,0.53,2.39,20.0,3,0.87
12017,16.07,36.0,0,0.0,9.38,25.0,8.0,0.17,9.8,25.0,2,0.33
12018,10.0,21.0,2,0.37,6.99,19.0,33.0,0.37,9.78,21.0,8,0.9
12019,4.72,18.0,4,1.13,3.36,0.0,88.0,1.0,4.31,17.0,10,1.23
12020,10.35,24.0,5,0.43,3.4,0.0,66.0,1.0,5.26,13.0,10,1.37
12022,12.9,35.0,0,0.0,8.47,25.0,1.0,0.17,12.72,35.0,0,0.0
12023,17.63,42.0,0,0.0,0.82,0.0,3.0,1.0,10.13,19.0,1,0.37
12024,16.27,33.0,0,0.0,10.25,24.0,3.0,0.2,14.14,33.0,0,0.0
12025,7.99,23.0,1,0.23,0.61,0.0,17.0,1.0,7.99,20.0,4,0.8
12027,3.36,12.0,5,1.63,1.79,8.0,87.0,0.73,3.36,12.0,13,1.63
12028,18.57,35.0,0,0.0,5.1,16.0,1.0,0.47,13.24,32.0,0,0.0
12029,11.61,23.0,1,0.23,7.94,22.0,57.0,0.27,9.43,23.0,8,0.7
12031,19.16,45.0,0,0.0,5.58,15.0,7.0,0.5,8.31,26.0,1,0.13
12032,20.31,45.0,0,0.0,9.98,23.0,4.0,0.23,10.16,23.0,1,0.23
12033,8.45,20.0,4,0.73,3.06,0.0,74.0,1.0,7.22,21.0,12,0.9
12035,18.4,37.0,0,0.0,7.13,21.0,11.0,0.3,2.43,12.0,1,0.6
12036,38.55,69.0,0,0.0,5.0,26.0,3.0,0.13,20.25,45.0,0,0.0
12037,20.5,41.0,0,0.0,10.74,25.0,4.0,0.17,12.79,25.0,2,0.33
12040,12.79,37.0,0,0.0,9.5,30.0,1.0,0.0,12.78,37.0,0,0.0
12041,11.3,25.0,3,0.5,4.86,14.0,73.0,0.53,9.23,22.0,8,0.8
12042,19.95,43.0,0,0.0,4.62,16.0,3.0,0.47,11.97,34.0,0,0.0
12043,24.49,47.0,0,0.0,0.88,0.0,10.0,1.0,9.47,23.0,1,0.23
12045,13.08,22.0,3,0.6,6.73,13.0,73.0,0.57,11.22,20.0,8,1.0
12046,14.29,36.0,0,0.0,8.16,22.0,6.0,0.27,12.64,34.0,0,0.0
12047,2.99,14.0,6,1.27,0.66,0.0,135.0,1.0,2.9,14.0,18,1.6
12051,22.09,35.0,0,0.0,1.24,0.0,14.0,1.0,7.15,22.0,3,0.47
12052,10.01,20.0,1,0.33,9.56,20.0,21.0,0.33,10.01,20.0,4,1.0
12053,13.14,26.0,2,0.27,9.28,18.0,43.0,0.4,7.28,17.0,6,0.77
12054,4.69,14.0,4,1.53,0.48,0.0,115.0,1.0,3.62,11.0,15,1.9
12056,8.19,18.0,6,0.97,5.04,11.0,53.0,0.63,7.57,18.0,10,1.2
12057,23.19,47.0,0,0.0,3.99,16.0,10.0,0.47,9.94,29.0,1,0.03
12058,23.5,43.0,0,0.0,4.77,15.0,11.0,0.5,8.95,27.0,1,0.1
12059,14.63,38.0,0,0.0,4.55,17.0,13.0,0.43,11.1,32.0,0,0.0
12060,15.04,29.0,1,0.03,11.57,26.0,58.0,0.13,12.83,29.0,8,0.1
12061,5.12,15.0,4,1.23,1.17,0.0,89.0,1.0,4.61,16.0,12,1.4
12062,14.89,33.0,0,0.0,9.12,24.0,5.0,0.2,13.7,33.0,0,0.0
12063,8.48,22.0,4,0.53,2.26,8.0,62.0,0.73,8.03,23.0,11,0.7
12064,33.9,64.0,0,0.0,4.04,10.0,21.0,0.67,18.83,30.0,1,0.0
12065,6.52,21.0,8,0.83,0.43,0.0,151.0,1.0,2.16,0.0,19,1.6
12066,14.08,36.0,0,0.0,11.32,29.0,2.0,0.03,5.01,22.0,1,0.27
12067,10.43,23.0,3,0.43,4.82,15.0,73.0,0.5,9.22,22.0,8,0.8
12068,9.29,19.0,1,0.37,5.07,9.0,17.0,0.7,6.88,18.0,4,1.13
12069,4.91,12.0,1,0.6,3.41,12.0,13.0,0.6,3.41,12.0,4,1.8
12070,3.17,12.0,1,0.6,2.15,12.0,17.0,0.6,2.16,12.0,4,1.8
12071,30.46,58.0,0,0.0,9.75,30.0,1.0,0.0,12.1,22.0,1,0.27
12072,9.97,24.0,1,0.2,8.38,17.0,14.0,0.43,8.49,24.0,4,0.6
12074,9.46,23.0,3,0.43,4.02,0.0,47.0,1.0,9.46,23.0,8,0.7
12075,24.76,49.0,0,0.0,7.73,14.0,2.0,0.53,8.31,14.0,2,1.07
12076,36.28,88.0,0,0.0,6.14,19.0,1.0,0.37,20.78,52.0,0,0.0
12077,4.86,11.0,6,1.7,0.72,0.0,128.0,1.0,3.06,9.0,17,2.1
12078,10.19,25.0,1,0.17,0.19,0.0,17.0,1.0,0.73,0.0,4,1.33
12083,21.38,44.0,0,0.0,9.11,20.0,4.0,0.33,16.22,32.0,0,0.0
12084,6.89,16.0,8,1.33,0.43,0.0,141.0,1.0,2.27,10.0,20,1.7
12085,7.76,19.0,7,1.0,1.76,5.0,118.0,0.83,4.91,12.0,15,1.47
12086,2.96,10.0,1,0.67,2.96,10.0,17.0,0.67,2.96,10.0,4,2.0
12087,17.39,39.0,0,0.0,5.26,17.0,4.0,0.43,13.47,35.0,0,0.0
12089,17.25,35.0,0,0.0,3.37,7.0,13.0,0.77,6.19,13.0,1,0.57
12090,19.83,39.0,0,0.0,1.04,0.0,11.0,1.0,8.28,20.0,1,0.33
12092,20.4,42.0,0,0.0,5.45,17.0,7.0,0.43,3.19,16.0,1,0.47
12093,39.72,68.0,0,0.0,4.62,24.0,1.0,0.2,21.89,44.0,0,0.0
12094,14.39,28.0,1,0.07,7.42,24.0,11.0,0.2,14.34,28.0,4,0.2
12095,9.97,22.0,1,0.27,1.72,0.0,18.0,1.0,3.24,11.0,4,1.17
12106,18.79,36.0,0,0.0,4.67,20.0,8.0,0.33,10.91,20.0,2,0.67
12108,38.47,88.0,0,0.0,29.83,75.0,0.0,0.0,30.41,76.0,0,0.0
12110,4.05,13.0,8,1.67,1.12,0.0,146.0,1.0,3.91,11.0,20,1.77
12115,15.29,33.0,0,0.0,9.02,19.0,6.0,0.37,14.62,34.0,0,0.0
12116,43.22,83.0,0,0.0,6.98,22.0,23.0,0.27,8.3,22.0,1,0.27
12117,13.08,31.0,0,0.0,6.27,17.0,7.0,0.43,8.09,17.0,1,0.43
12118,10.36,30.0,2,0.0,3.77,16.0,36.0,0.47,6.3,17.0,3,0.43
12120,23.88,55.0,0,0.0,12.23,29.0,3.0,0.03,19.6,41.0,0,0.0
12121,8.29,23.0,1,0.23,5.18,19.0,24.0,0.37,8.22,23.0,5,0.7
12122,25.84,50.0,0,0.0,9.62,25.0,7.0,0.17,9.38,14.0,1,0.53
12123,11.45,27.0,1,0.1,5.16,13.0,17.0,0.57,10.9,27.0,3,0.3
12124,15.02,26.0,3,0.13,4.75,9.0,48.0,0.7,13.18,25.0,6,0.5
12125,9.68,22.0,1,0.27,6.17,22.0,57.0,0.27,7.58,22.0,8,0.8
12130,15.62,33.0,0,0.0,8.41,17.0,8.0,0.43,14.41,29.0,2,0.07
12131,36.38,69.0,0,0.0,6.96,15.0,2.0,0.5,18.68,33.0,0,0.0
12132,14.13,29.0,1,0.03,7.93,15.0,21.0,0.5,13.17,29.0,3,0.1
12134,19.36,40.0,0,0.0,10.17,26.0,3.0,0.13,15.73,26.0,1,0.13
12136,17.54,35.0,0,0.0,11.92,23.0,7.0,0.23,15.35,33.0,0,0.0
12137,7.58,20.0,5,0.87,6.26,19.0,46.0,0.37,7.58,20.0,10,1.0
12138,14.68,29.0,1,0.03,7.84,18.0,23.0,0.4,12.88,28.0,5,0.13
12139,38.16,82.0,0,0.0,28.65,71.0,0.0,0.0,29.14,71.0,0,0.0
12140,6.46,15.0,4,0.8,5.84,15.0,49.0,0.5,6.38,15.0,9,1.5
12143,13.42,26.0,3,0.13,6.84,11.0,56.0,0.63,11.53,25.0,6,0.5
12144,1.75,9.0,4,1.9,1.05,0.0,116.0,1.0,1.63,9.0,15,2.1
12147,21.92,49.0,0,0.0,8.02,19.0,2.0,0.37,15.67,39.0,0,0.0
12148,3.32,18.0,5,1.2,1.55,12.0,81.0,0.6,2.18,12.0,13,1.4
12149,29.92,49.0,0,0.0,5.18,13.0,10.0,0.57,13.77,25.0,1,0.17
12150,6.89,13.0,5,1.67,6.27,13.0,51.0,0.57,6.89,13.0,10,1.67
12151,7.47,25.0,5,0.43,2.13,8.0,111.0,0.73,5.0,13.0,15,1.37
12153,12.25,27.0,1,0.1,10.42,27.0,13.0,0.1,12.12,27.0,4,0.3
12154,13.02,31.0,0,0.0,9.06,26.0,12.0,0.13,11.63,30.0,1,0.0
12155,41.57,77.0,0,0.0,3.74,21.0,14.0,0.3,15.16,29.0,1,0.03
