ZCTA,ZIPCODE,areaSqMi,totPopE,alcTotal,alcDens,alcPerCap
06883,6883,19.77,10288,1,0.05,0.0
06890,6890,2.89,4312,1,0.35,0.0
06896,6896,31.47,9187,1,0.03,0.0
06897,6897,26.81,18542,3,0.11,0.0
06901,6901,0.47,7049,4,8.6,0.0
06902,6902,10.18,68646,20,1.97,0.0
06903,6903,17.48,14472,2,0.11,0.0
06905,6905,4.97,20493,6,1.21,0.0
06906,6906,1.21,9131,2,1.65,0.0
06907,6907,2.07,8956,4,1.93,0.0
07001,7001,3.77,18307,1,0.27,0.0
07002,7002,5.85,65300,12,2.05,0.0
07003,7003,5.31,48810,12,2.26,0.0
07004,7004,10.13,7331,1,0.1,0.0
07005,7005,18.79,15095,2,0.11,0.0
07006,7006,9.38,25529,4,0.43,0.0
07008,7008,4.42,23682,5,1.13,0.0
07009,7009,4.24,12531,0,0.0,0.0
07010,7010,0.95,24883,5,5.24,0.0
07011,7011,3.31,40173,12,3.62,0.0
07012,7012,2.1,12181,7,3.33,0.0
07013,7013,4.35,26950,5,1.15,0.0
07014,7014,1.39,4971,0,0.0,0.0
07016,7016,4.82,23882,2,0.41,0.0
07017,7017,2.25,35731,5,2.22,0.0
07018,7018,1.7,28756,7,4.13,0.0
07020,7020,0.97,12184,1,1.03,0.0
07021,7021,1.4,2180,0,0.0,0.0
07022,7022,0.84,14269,2,2.37,0.0
07023,7023,1.34,7602,1,0.75,0.0
07024,7024,2.53,37008,4,1.58,0.0
07026,7026,2.19,31697,8,3.66,0.0
07027,7027,0.65,4334,3,4.61,0.0
07028,7028,1.29,7685,1,0.78,0.0
07029,7029,1.31,18889,5,3.82,0.0
07030,7030,1.24,53211,19,15.27,0.0
07031,7031,2.49,15724,4,1.61,0.0
07032,7032,8.85,41523,9,1.02,0.0
07033,7033,2.15,8160,1,0.46,0.0
07034,7034,1.25,8964,2,1.6,0.0
07035,7035,6.73,10552,2,0.3,0.0
07036,7036,10.87,43607,8,0.74,0.0
07039,7039,13.81,29698,3,0.22,0.0
07040,7040,3.48,24471,5,1.44,0.0
07041,7041,1.33,7075,2,1.5,0.0
07042,7042,3.74,26029,6,1.6,0.0
07043,7043,2.59,12772,3,1.16,0.0
07044,7044,2.82,13622,1,0.35,0.0
07045,7045,7.07,10655,0,0.0,0.0
07046,7046,2.64,4288,1,0.38,0.0
07047,7047,5.19,61970,13,2.5,0.0
07050,7050,2.2,30324,9,4.1,0.0
07052,7052,12.02,47210,10,0.83,0.0
07054,7054,13.72,29516,5,0.36,0.0
07055,7055,3.14,70199,13,4.14,0.0
07057,7057,0.98,11580,1,1.02,0.0
07058,7058,2.99,5068,0,0.0,0.0
07059,7059,19.58,15783,1,0.05,0.0
07060,7060,5.06,45986,11,2.17,0.0
07062,7062,1.85,12618,3,1.62,0.0
07063,7063,1.79,13666,0,0.0,0.0
07064,7064,1.39,4139,1,0.72,0.0
07065,7065,3.87,29370,4,1.03,0.0
07066,7066,4.27,15603,3,0.7,0.0
07067,7067,4.02,18079,3,0.75,0.0
07068,7068,3.59,5849,0,0.0,0.0
07069,7069,6.3,5984,2,0.32,0.0
07070,7070,2.81,18427,3,1.07,0.0
07071,7071,4.55,22030,12,2.64,0.0
07072,7072,3.94,6191,3,0.76,0.0
07073,7073,3.72,9466,2,0.54,0.0
07074,7074,1.28,2739,1,0.78,0.0
07075,7075,1.11,8511,2,1.8,0.0
07076,7076,9.01,24121,2,0.22,0.0
07077,7077,1.54,2318,0,0.0,0.0
07078,7078,6.45,13097,2,0.31,0.0
07079,7079,2.85,16473,5,1.75,0.0
07080,7080,8.27,23854,6,0.73,0.0
07081,7081,5.16,17398,7,1.36,0.0
07082,7082,6.04,5192,0,0.0,0.0
07083,7083,8.66,55183,10,1.16,0.0
07086,7086,0.79,14327,4,5.07,0.0
07087,7087,1.29,68484,17,13.13,0.0
07088,7088,0.42,3133,2,4.81,0.0
07090,7090,6.74,30068,4,0.59,0.0
07092,7092,4.02,6900,2,0.5,0.0
07093,7093,1.19,63913,18,15.16,0.0
07094,7094,5.77,19390,5,0.87,0.0
07095,7095,4.14,19540,4,0.97,0.0
07102,7102,1.17,13382,8,6.81,0.0
07103,7103,2.13,32471,7,3.29,0.0
07104,7104,2.53,51250,14,5.53,0.0
07105,7105,4.65,52033,12,2.58,0.0
07106,7106,1.42,33583,3,2.11,0.0
07107,7107,1.65,37524,8,4.86,0.0
07108,7108,1.37,22047,8,5.83,0.0
07109,7109,3.31,36019,6,1.81,0.0
07110,7110,3.37,28428,2,0.59,0.0
07111,7111,2.92,54035,11,3.77,0.0
07112,7112,1.8,25555,5,2.78,0.0
07114,7114,7.43,12749,3,0.4,0.0
07201,7201,6.63,27790,10,1.51,0.0
07202,7202,2.32,41235,4,1.73,0.0
07203,7203,2.64,21582,7,2.65,0.0
07204,7204,1.23,13568,1,0.82,0.0
07205,7205,2.75,21895,4,1.45,0.0
07206,7206,1.6,27660,4,2.5,0.0
07208,7208,1.77,31442,7,3.95,0.0
07302,7302,1.46,43770,12,8.2,0.0
07304,7304,1.87,44233,10,5.35,0.0
07305,7305,5.78,64535,15,2.6,0.0
07306,7306,2.72,52945,16,5.88,0.0
07307,7307,2.24,43055,11,4.92,0.0
07310,7310,0.61,12682,2,3.3,0.0
07311,7311,0.03,404,0,0.0,0.0
07401,7401,3.09,6762,2,0.65,0.0
07403,7403,6.38,7999,3,0.47,0.0
07405,7405,19.71,17620,3,0.15,0.0
07407,7407,2.64,20112,2,0.76,0.0
07410,7410,5.13,33081,6,1.17,0.0
07416,7416,9.45,5432,4,0.42,0.0
07417,7417,9.41,10883,2,0.21,0.0
07418,7418,4.69,2304,0,0.0,0.0
07419,7419,15.63,8820,2,0.13,0.0
07420,7420,2.49,5100,1,0.4,0.0
07421,7421,25.87,7357,2,0.08,0.0
07422,7422,12.3,6377,1,0.08,0.0
07423,7423,1.74,4101,1,0.57,0.0
07424,7424,5.71,26948,6,1.05,0.0
07430,7430,25.33,26325,1,0.04,0.0
07432,7432,1.57,7263,1,0.64,0.0
07435,7435,14.95,2629,2,0.13,0.0
07436,7436,8.5,13009,2,0.24,0.0
07438,7438,27.43,11527,2,0.07,0.0
07439,7439,2.39,2396,2,0.84,0.0
07440,7440,1.56,4169,0,0.0,0.0
07442,7442,2.9,11049,4,1.38,0.0
07444,7444,5.23,11117,2,0.38,0.0
07446,7446,5.53,14920,2,0.36,0.0
07450,7450,5.75,25283,5,0.87,0.0
07452,7452,2.71,11826,2,0.74,0.0
07456,7456,25.57,12147,1,0.04,0.0
07457,7457,2.03,4226,1,0.49,0.0
07458,7458,10.16,11497,1,0.1,0.0
07460,7460,33.55,3407,0,0.0,0.0
07461,7461,84.22,18522,4,0.05,0.0
07462,7462,16.93,6250,1,0.06,0.0
07463,7463,2.04,9948,2,0.98,0.0
07465,7465,7.99,6824,1,0.13,0.0
07470,7470,23.77,54190,5,0.21,0.0
07480,7480,33.38,16400,1,0.03,0.0
07481,7481,6.6,17047,1,0.15,0.0
07495,7495,0.04,0,0,0.0,
07501,7501,1.84,32028,13,7.08,0.0
07502,7502,0.91,16791,2,2.19,0.0
07503,7503,1.54,18226,2,1.3,0.0
07504,7504,0.83,11498,4,4.83,0.0
07505,7505,0.2,2423,2,10.05,0.0
07506,7506,3.32,18802,3,0.9,0.0
07508,7508,5.13,22645,3,0.58,0.0
07512,7512,3.96,10828,1,0.25,0.0
07513,7513,0.59,12447,4,6.75,0.0
07514,7514,0.92,19044,5,5.42,0.0
07522,7522,0.82,20104,5,6.09,0.0
07524,7524,0.75,13239,4,5.3,0.0
07601,7601,4.19,44381,8,1.91,0.0
07603,7603,0.76,8362,4,5.29,0.0
07604,7604,1.53,12091,4,2.62,0.0
07605,7605,1.54,9111,2,1.3,0.0
07606,7606,0.66,2580,4,6.11,0.0
07607,7607,1.27,9654,2,1.57,0.0
07608,7608,1.54,107,1,0.65,0.01
07620,7620,6.41,1521,0,0.0,0.0
07621,7621,2.81,27372,2,0.71,0.0
07624,7624,3.15,8577,2,0.64,0.0
07626,7626,2.05,8730,1,0.49,0.0
07627,7627,2.07,4959,0,0.0,0.0
07628,7628,1.95,17694,4,2.05,0.0
07630,7630,2.23,7611,2,0.9,0.0
07631,7631,4.91,28238,5,1.02,0.0
07632,7632,2.13,5450,0,0.0,0.0
07640,7640,1.84,4761,0,0.0,0.0
07641,7641,1.95,3418,0,0.0,0.0
07642,7642,2.91,10395,2,0.69,0.0
07643,7643,1.48,10827,3,2.03,0.0
07644,7644,2.29,24498,6,2.62,0.0
07645,7645,4.01,8438,1,0.25,0.0
07646,7646,2.28,16578,4,1.75,0.0
07647,7647,2.27,5412,2,0.88,0.0
07648,7648,2.79,5819,1,0.36,0.0
07649,7649,2.41,8134,1,0.41,0.0
07650,7650,1.23,20536,4,3.26,0.0
07652,7652,10.44,26613,3,0.29,0.0
07656,7656,2.62,8804,2,0.76,0.0
07657,7657,2.54,11248,2,0.79,0.0
07660,7660,1.69,12934,1,0.59,0.0
07661,7661,1.83,11530,3,1.64,0.0
07662,7662,1.01,5613,2,1.99,0.0
07663,7663,2.68,13918,2,0.75,0.0
07666,7666,6.05,40543,4,0.66,0.0
07670,7670,4.68,14687,3,0.64,0.0
07675,7675,9.64,27044,5,0.52,0.0
07676,7676,2.94,9229,0,0.0,0.0
07677,7677,3.38,5816,1,0.3,0.0
07701,7701,9.3,23861,9,0.97,0.0
07702,7702,2.16,4088,2,0.93,0.0
07703,7703,0.87,57,0,0.0,0.0
07704,7704,1.6,5943,1,0.62,0.0
07711,7711,0.8,1570,2,2.49,0.0
07712,7712,11.87,38443,9,0.76,0.0
07716,7716,4.9,8332,4,0.82,0.0
07717,7717,0.43,1761,1,2.35,0.0
07718,7718,2.11,7139,1,0.47,0.0
07719,7719,12.96,21331,5,0.39,0.0
07720,7720,0.61,4223,2,3.28,0.0
07721,7721,0.92,3003,1,1.08,0.0
07722,7722,36.69,10094,1,0.03,0.0
07723,7723,1.57,695,0,0.0,0.0
07724,7724,12.41,21105,5,0.4,0.0
07726,7726,32.42,43870,4,0.12,0.0
07727,7727,22.02,7479,1,0.05,0.0
07728,7728,48.63,55039,10,0.21,0.0
07730,7730,4.91,16991,3,0.61,0.0
07731,7731,33.24,38483,5,0.15,0.0
07732,7732,3.82,4834,2,0.52,0.0
07733,7733,17.92,16566,1,0.06,0.0
07734,7734,1.77,12879,4,2.25,0.0
07735,7735,5.11,18586,4,0.78,0.0
07737,7737,2.58,3939,0,0.0,0.0
07738,7738,5.3,6310,0,0.0,0.0
07739,7739,2.7,5864,1,0.37,0.0
07740,7740,5.28,30889,8,1.51,0.0
07746,7746,13.03,18532,0,0.0,0.0
07747,7747,12.53,31146,10,0.8,0.0
07748,7748,13.38,27396,1,0.07,0.0
07750,7750,1.04,3211,0,0.0,0.0
07751,7751,16.13,19715,2,0.12,0.0
07753,7753,18.2,37597,10,0.55,0.0
07755,7755,2.84,5851,1,0.35,0.0
07756,7756,0.37,3133,0,0.0,0.0
07757,7757,2.48,5667,1,0.4,0.0
07758,7758,1.52,4113,1,0.66,0.0
07760,7760,7.58,8867,1,0.13,0.0
07762,7762,2.81,8232,3,1.07,0.0
07764,7764,2.85,7917,1,0.35,0.0
07801,7801,9.77,25026,3,0.31,0.0
07803,7803,2.95,3560,1,0.34,0.0
07820,7820,2.31,36,0,0.0,0.0
07821,7821,43.36,9156,0,0.0,0.0
07822,7822,6.59,723,0,0.0,0.0
07823,7823,25.38,7834,2,0.08,0.0
07825,7825,77.18,9489,2,0.03,0.0
07826,7826,52.09,5771,2,0.04,0.0
07827,7827,49.51,4078,2,0.04,0.0
07828,7828,14.26,15369,1,0.07,0.0
07830,7830,23.96,6888,2,0.08,0.0
07832,7832,47.02,3633,1,0.02,0.0
07833,7833,0.44,149,0,0.0,0.0
07834,7834,12.3,17852,2,0.16,0.0
07836,7836,15.99,11725,2,0.13,0.0
07838,7838,24.87,3161,0,0.0,0.0
07840,7840,35.06,29825,2,0.06,0.0
07842,7842,1.31,93,0,0.0,0.0
07843,7843,4.03,11451,3,0.74,0.0
07844,7844,0.0,,1,inf,
07846,7846,0.14,35,0,0.0,0.0
07847,7847,2.15,1731,0,0.0,0.0
07848,7848,23.79,5059,1,0.04,0.0
07849,7849,7.36,8915,2,0.27,0.0
07850,7850,3.21,5704,1,0.31,0.0
07851,7851,6.7,65,0,0.0,0.0
07852,7852,3.04,4084,1,0.33,0.0
07853,7853,33.96,12926,0,0.0,0.0
07856,7856,3.49,5028,1,0.29,0.0
07857,7857,1.08,3237,0,0.0,0.0
07860,7860,100.93,25425,4,0.04,0.0
07863,7863,23.68,3830,2,0.08,0.0
07865,7865,13.65,2024,0,0.0,0.0
07866,7866,22.17,22831,3,0.14,0.0
07869,7869,20.09,25820,4,0.2,0.0
07870,7870,0.23,28,0,0.0,0.0
07871,7871,37.83,20255,4,0.11,0.0
07874,7874,12.58,8281,1,0.08,0.0
07875,7875,0.0,,1,inf,
07876,7876,5.75,10400,2,0.35,0.0
07878,7878,0.27,803,0,0.0,0.0
07880,7880,0.22,263,0,0.0,0.0
07881,7881,23.9,6,0,0.0,0.0
07882,7882,31.73,14468,4,0.13,0.0
07885,7885,15.07,10052,4,0.27,0.0
07901,7901,6.34,23335,8,1.26,0.0
07920,7920,23.47,27017,7,0.3,0.0
07921,7921,19.06,7651,1,0.05,0.0
07922,7922,5.56,12404,0,0.0,0.0
07924,7924,12.05,7591,4,0.33,0.0
07926,7926,0.26,11,0,0.0,0.0
07927,7927,1.93,3879,1,0.52,0.0
07928,7928,8.64,18956,3,0.35,0.0
07930,7930,25.41,8359,3,0.12,0.0
07931,7931,20.71,3174,0,0.0,0.0
07932,7932,6.85,9899,1,0.15,0.0
07933,7933,4.94,3231,1,0.2,0.0
07934,7934,3.61,1603,0,0.0,0.0
07935,7935,2.3,420,0,0.0,0.0
07936,7936,7.89,11116,1,0.13,0.0
07939,7939,0.41,212,0,0.0,0.0
07940,7940,4.65,17156,5,1.08,0.0
07945,7945,18.74,8999,1,0.05,0.0
07946,7946,4.13,3175,0,0.0,0.0
07950,7950,9.07,19148,4,0.44,0.0
07960,7960,35.01,44907,9,0.26,0.0
07961,7961,0.04,0,0,0.0,
07970,7970,0.24,178,0,0.0,0.0
07974,7974,4.0,12407,3,0.75,0.0
07976,7976,7.08,653,0,0.0,0.0
07977,7977,1.49,634,0,0.0,0.0
07978,7978,0.0,,1,inf,
07979,7979,2.4,440,0,0.0,0.0
07980,7980,2.72,2253,2,0.74,0.0
07981,7981,6.73,8989,1,0.15,0.0
08001,8001,2.44,977,0,0.0,0.0
08002,8002,7.19,22651,5,0.69,0.0
08003,8003,11.07,29849,3,0.27,0.0
08004,8004,12.46,12248,0,0.0,0.0
08005,8005,47.2,24013,4,0.08,0.0
08006,8006,0.74,344,0,0.0,0.0
08007,8007,1.28,5020,1,0.78,0.0
08008,8008,10.89,6921,8,0.73,0.0
08009,8009,13.68,13097,5,0.37,0.0
08010,8010,3.84,11115,2,0.52,0.0
08011,8011,0.13,20,0,0.0,0.0
08012,8012,14.89,38407,4,0.27,0.0
08014,8014,2.9,548,0,0.0,0.0
08015,8015,47.9,19585,1,0.02,0.0
08016,8016,22.77,33406,6,0.26,0.0
08018,8018,0.0,,1,inf,
08019,8019,59.74,1115,0,0.0,0.0
08020,8020,4.31,2742,0,0.0,0.0
08021,8021,12.97,44245,9,0.69,0.0
08022,8022,21.94,8905,1,0.05,0.0
08023,8023,1.0,312,0,0.0,0.0
08026,8026,2.15,2217,0,0.0,0.0
08027,8027,7.39,4839,1,0.14,0.0
08028,8028,15.33,20919,6,0.39,0.0
08029,8029,1.04,4435,1,0.97,0.0
08030,8030,2.66,13269,4,1.51,0.0
08031,8031,3.02,11415,2,0.66,0.0
08033,8033,3.9,16010,0,0.0,0.0
08034,8034,5.93,18444,1,0.17,0.0
08035,8035,1.58,7680,0,0.0,0.0
08036,8036,6.1,5915,2,0.33,0.0
08037,8037,116.79,23800,6,0.05,0.0
08038,8038,17.32,83,0,0.0,0.0
08039,8039,1.03,131,0,0.0,0.0
08041,8041,11.39,978,0,0.0,0.0
08042,8042,0.66,213,0,0.0,0.0
08043,8043,11.48,29223,4,0.35,0.0
08045,8045,1.3,2806,0,0.0,0.0
08046,8046,7.33,31525,0,0.0,0.0
08048,8048,13.16,12227,0,0.0,0.0
08049,8049,1.26,5491,2,1.59,0.0
08050,8050,30.46,24930,5,0.16,0.0
08051,8051,3.75,10409,1,0.27,0.0
08052,8052,3.83,18729,2,0.52,0.0
08053,8053,29.15,45193,4,0.14,0.0
08054,8054,21.72,41518,6,0.28,0.0
08055,8055,39.94,27355,3,0.08,0.0
08056,8056,9.2,4755,0,0.0,0.0
08057,8057,15.28,20705,1,0.07,0.0
08059,8059,1.23,5612,2,1.63,0.0
08060,8060,22.2,24364,4,0.18,0.0
08061,8061,1.39,2943,0,0.0,0.0
08062,8062,30.39,16312,0,0.0,0.0
08063,8063,1.02,3072,1,0.98,0.0
08064,8064,1.28,192,0,0.0,0.0
08065,8065,1.86,7223,1,0.54,0.0
08066,8066,4.95,8563,1,0.2,0.0
08067,8067,19.2,1591,0,0.0,0.0
08068,8068,23.19,7181,1,0.04,0.0
08069,8069,16.87,12558,4,0.24,0.0
08070,8070,20.48,12392,2,0.1,0.0
08071,8071,3.32,9433,0,0.0,0.0
08072,8072,0.23,333,0,0.0,0.0
08073,8073,0.1,203,0,0.0,0.0
08074,8074,0.34,15,0,0.0,0.0
08075,8075,9.93,28731,5,0.5,0.0
08077,8077,8.1,19197,2,0.25,0.0
08078,8078,2.01,8317,1,0.5,0.0
08079,8079,91.06,10103,3,0.03,0.0
08080,8080,28.9,36988,4,0.14,0.0
08081,8081,26.74,49836,5,0.19,0.0
08083,8083,2.5,9728,3,1.2,0.0
08084,8084,1.56,6950,0,0.0,0.0
08085,8085,46.25,20731,4,0.09,0.0
08086,8086,7.3,8006,3,0.41,0.0
08087,8087,49.92,24953,4,0.08,0.0
08088,8088,138.73,23864,3,0.02,0.0
08089,8089,19.13,4195,1,0.05,0.0
08090,8090,2.56,8020,0,0.0,0.0
08091,8091,3.34,5487,0,0.0,0.0
08092,8092,23.17,3476,1,0.04,0.0
08093,8093,4.67,9045,1,0.21,0.0
08094,8094,52.8,40337,2,0.04,0.0
08095,8095,2.03,36,0,0.0,0.0
08096,8096,15.11,35686,7,0.46,0.0
08097,8097,1.38,3213,0,0.0,0.0
08098,8098,56.38,9145,2,0.04,0.0
08102,8102,0.95,7790,2,2.1,0.0
08103,8103,2.15,14224,3,1.39,0.0
08104,8104,3.09,22441,7,2.26,0.0
08105,8105,2.59,28534,5,1.93,0.0
08106,8106,1.64,9593,1,0.61,0.0
08107,8107,1.79,12935,2,1.12,0.0
08108,8108,2.74,18252,4,1.46,0.0
08109,8109,4.87,22385,9,1.85,0.0
08110,8110,6.42,18598,5,0.78,0.0
08201,8201,5.7,9908,1,0.18,0.0
08202,8202,6.35,1495,0,0.0,0.0
08203,8203,6.57,8966,2,0.3,0.0
08204,8204,20.02,18608,3,0.15,0.0
08205,8205,42.36,27630,5,0.12,0.0
08210,8210,68.78,16413,0,0.0,0.0
08212,8212,0.84,188,0,0.0,0.0
08215,8215,115.93,13528,4,0.03,0.0
08217,8217,0.05,25,0,0.0,0.0
08221,8221,3.84,6826,0,0.0,0.0
08223,8223,12.95,4185,1,0.08,0.0
08224,8224,4.72,538,2,0.42,0.0
08225,8225,6.23,8344,2,0.32,0.0
08226,8226,6.69,11202,0,0.0,0.0
08230,8230,12.58,5342,1,0.08,0.0
08232,8232,5.86,19403,4,0.68,0.0
08234,8234,60.62,42081,5,0.08,0.0
08240,8240,1.57,2293,1,0.64,0.0
08241,8241,7.38,1153,0,0.0,0.0
08242,8242,5.06,3241,1,0.2,0.0
08243,8243,2.2,1955,4,1.81,0.0
08244,8244,5.78,10521,1,0.17,0.0
08246,8246,0.32,87,0,0.0,0.0
08247,8247,5.0,984,0,0.0,0.0
08248,8248,0.55,242,0,0.0,0.0
08251,8251,6.32,9378,1,0.16,0.0
08260,8260,16.11,12737,12,0.74,0.0
08270,8270,115.42,8296,1,0.01,0.0
08302,8302,143.24,45352,8,0.06,0.0
08310,8310,11.29,1270,1,0.09,0.0
08311,8311,27.55,2252,0,0.0,0.0
08312,8312,5.81,8261,1,0.17,0.0
08314,8314,13.08,3020,0,0.0,0.0
08316,8316,3.77,384,0,0.0,0.0
08317,8317,7.21,1579,0,0.0,0.0
08318,8318,79.58,12219,0,0.0,0.0
08319,8319,14.11,1159,0,0.0,0.0
08320,8320,0.42,1091,0,0.0,0.0
08321,8321,9.32,147,0,0.0,0.0
08322,8322,28.65,10859,1,0.03,0.0
08323,8323,17.79,613,0,0.0,0.0
08324,8324,8.51,282,0,0.0,0.0
08326,8326,3.45,1498,0,0.0,0.0
08327,8327,5.32,3087,0,0.0,0.0
08328,8328,2.09,1239,1,0.48,0.0
08329,8329,2.28,248,0,0.0,0.0
08330,8330,120.19,27809,5,0.04,0.0
08332,8332,106.01,36119,6,0.06,0.0
08340,8340,13.17,1251,0,0.0,0.0
08341,8341,2.45,2305,0,0.0,0.0
08343,8343,33.29,5288,0,0.0,0.0
08344,8344,24.65,4818,1,0.04,0.0
08345,8345,20.23,566,0,0.0,0.0
08346,8346,3.78,695,0,0.0,0.0
08348,8348,1.45,188,0,0.0,0.0
08349,8349,40.56,1658,0,0.0,0.0
08350,8350,4.0,629,0,0.0,0.0
08352,8352,0.29,615,0,0.0,0.0
08353,8353,1.2,374,0,0.0,0.0
08360,8360,42.85,42197,11,0.26,0.0
08361,8361,30.33,18730,5,0.16,0.0
08401,8401,10.65,38372,14,1.31,0.0
08402,8402,1.42,6076,3,2.12,0.0
08403,8403,2.11,967,0,0.0,0.0
08406,8406,1.99,10232,2,1.01,0.0
08501,8501,27.08,6220,1,0.04,0.0
08502,8502,12.76,11203,0,0.0,0.0
08505,8505,21.12,18078,3,0.14,0.0
08510,8510,19.16,5753,0,0.0,0.0
08511,8511,2.63,867,1,0.38,0.0
08512,8512,21.23,11080,2,0.09,0.0
08514,8514,26.21,5046,2,0.08,0.0
08515,8515,21.03,6396,0,0.0,0.0
08518,8518,1.9,5414,1,0.53,0.0
08520,8520,17.55,27093,3,0.17,0.0
08525,8525,22.21,4788,1,0.05,0.0
08527,8527,85.16,56261,4,0.05,0.0
08528,8528,0.64,86,0,0.0,0.0
08530,8530,25.4,7458,4,0.16,0.0
08533,8533,18.61,6604,0,0.0,0.0
08534,8534,21.92,13167,4,0.18,0.0
08535,8535,17.9,4711,1,0.06,0.0
08536,8536,7.3,19793,1,0.14,0.0
08540,8540,51.92,48968,2,0.04,0.0
08542,8542,0.52,5927,3,5.79,0.0
08550,8550,18.59,19246,0,0.0,0.0
08551,8551,26.96,5157,1,0.04,0.0
08553,8553,0.61,598,0,0.0,0.0
08554,8554,1.06,3947,1,0.95,0.0
08555,8555,1.69,802,0,0.0,0.0
08558,8558,16.67,7598,1,0.06,0.0
08559,8559,39.97,5110,1,0.03,0.0
08560,8560,13.59,3623,0,0.0,0.0
08561,8561,1.2,320,0,0.0,0.0
08562,8562,17.2,4460,2,0.12,0.0
08608,8608,0.32,893,2,6.3,0.0
08609,8609,1.37,12759,5,3.66,0.0
08610,8610,7.72,30493,6,0.78,0.0
08611,8611,2.63,26608,8,3.04,0.0
08618,8618,6.07,39731,5,0.82,0.0
08619,8619,9.99,21013,3,0.3,0.0
08620,8620,8.96,12052,0,0.0,0.0
08628,8628,6.98,9315,3,0.43,0.0
08629,8629,0.8,14108,2,2.51,0.0
08638,8638,5.75,22294,10,1.74,0.0
08640,8640,21.43,7753,1,0.05,0.0
08641,8641,5.08,4478,0,0.0,0.0
08648,8648,16.73,31725,5,0.3,0.0
08690,8690,7.01,18676,0,0.0,0.0
08691,8691,26.13,16033,2,0.08,0.0
08701,8701,24.61,100763,11,0.45,0.0
08720,8720,1.4,770,0,0.0,0.0
08721,8721,15.53,20873,3,0.19,0.0
08722,8722,2.79,11210,1,0.36,0.0
08723,8723,12.07,32944,5,0.41,0.0
08724,8724,13.64,40924,5,0.37,0.0
08730,8730,1.76,4709,0,0.0,0.0
08731,8731,47.8,19956,1,0.02,0.0
08732,8732,0.54,1357,0,0.0,0.0
08733,8733,3.65,2713,2,0.55,0.0
08734,8734,5.73,8624,1,0.17,0.0
08735,8735,1.74,3874,2,1.15,0.0
08736,8736,4.62,12991,2,0.43,0.0
08738,8738,0.99,1164,0,0.0,0.0
08740,8740,0.44,1733,0,0.0,0.0
08741,8741,0.81,2640,1,1.23,0.0
08742,8742,5.61,24292,7,1.25,0.0
08750,8750,1.89,3117,1,0.53,0.0
08751,8751,1.31,4379,4,3.05,0.0
08752,8752,4.77,2204,1,0.21,0.0
08753,8753,23.09,63026,6,0.26,0.0
08755,8755,16.02,25835,6,0.37,0.0
08757,8757,25.78,33999,1,0.04,0.0
08758,8758,12.51,7674,1,0.08,0.0
08759,8759,64.44,32803,4,0.06,0.0
08801,8801,16.29,8990,0,0.0,0.0
08802,8802,23.89,4035,0,0.0,0.0
08804,8804,12.29,2540,0,0.0,0.0
08805,8805,2.84,11974,3,1.06,0.0
08807,8807,25.57,38748,3,0.12,0.0
08808,8808,0.04,142,0,0.0,0.0
08809,8809,6.42,6013,5,0.78,0.0
08810,8810,7.26,9049,2,0.28,0.0
08812,8812,5.26,14422,1,0.19,0.0
08816,8816,20.59,46660,3,0.15,0.0
08817,8817,10.73,44823,5,0.47,0.0
08820,8820,10.36,38796,3,0.29,0.0
08821,8821,0.3,377,0,0.0,0.0
08822,8822,63.76,31119,4,0.06,0.0
08823,8823,3.5,9301,1,0.29,0.0
08824,8824,3.89,12301,2,0.51,0.0
08825,8825,29.12,4327,1,0.03,0.0
08826,8826,20.72,5361,1,0.05,0.0
08827,8827,18.8,4085,1,0.05,0.0
08828,8828,0.83,2283,0,0.0,0.0
08829,8829,2.46,3558,1,0.41,0.0
08830,8830,3.18,17940,3,0.94,0.0
08831,8831,50.32,50174,6,0.12,0.0
08832,8832,1.46,2706,0,0.0,0.0
08833,8833,33.41,8412,1,0.03,0.0
08835,8835,2.36,10283,2,0.85,0.0
08836,8836,4.69,3766,1,0.21,0.0
08837,8837,9.04,17208,2,0.22,0.0
08840,8840,3.22,16392,2,0.62,0.0
08844,8844,55.04,39520,3,0.05,0.0
08846,8846,3.49,13659,4,1.15,0.0
08848,8848,33.37,8355,2,0.06,0.0
08850,8850,2.46,8488,3,1.22,0.0
08852,8852,14.03,18052,2,0.14,0.0
08853,8853,10.77,5243,0,0.0,0.0
08854,8854,18.8,56931,3,0.16,0.0
08857,8857,24.36,40335,7,0.29,0.0
08858,8858,2.75,147,1,0.36,0.01
08859,8859,4.51,22312,4,0.89,0.0
08861,8861,5.14,53879,12,2.33,0.0
08863,8863,2.55,12570,2,0.78,0.0
08865,8865,42.97,28846,7,0.16,0.0
08867,8867,29.15,5097,0,0.0,0.0
08869,8869,1.99,7797,4,2.01,0.0
08872,8872,8.96,20324,3,0.33,0.0
08873,8873,32.3,53686,10,0.31,0.0
08876,8876,15.2,22059,6,0.39,0.0
08879,8879,7.21,22733,6,0.83,0.0
08880,8880,0.65,4550,0,0.0,0.0
08882,8882,2.78,16024,5,1.8,0.0
08884,8884,2.32,8293,3,1.29,0.0
08886,8886,15.12,7285,1,0.07,0.0
08887,8887,0.7,1004,0,0.0,0.0
08888,8888,0.0,,1,inf,
08889,8889,24.91,9562,3,0.12,0.0
08890,8890,0.18,15,0,0.0,0.0
08901,8901,6.38,57659,5,0.78,0.0
08902,8902,13.6,41135,4,0.29,0.0
08904,8904,1.82,13992,1,0.55,0.0
10001,10001,0.61,22924,16,26.04,0.0
