ZCTA,ZIPCODE,areaSqMi,totPopE,alcTotal,alcDens,alcPerCap
93563,93563,40.19,408,0,0.0,0.0
93591,93591,82.4,6579,2,0.02,0.0
93592,93592,150.14,77,0,0.0,0.0
93601,93601,44.64,1726,0,0.0,0.0
93602,93602,143.61,3967,0,0.0,0.0
93603,93603,43.52,183,0,0.0,0.0
93604,93604,140.67,629,0,0.0,0.0
93605,93605,0.42,188,0,0.0,0.0
93606,93606,0.15,949,0,0.0,0.0
93608,93608,108.98,940,0,0.0,0.0
93609,93609,61.47,5586,1,0.02,0.0
93610,93610,272.2,23607,2,0.01,0.0
93611,93611,11.15,48473,4,0.36,0.0
93612,93612,6.54,35450,10,1.53,0.0
93614,93614,114.85,11676,2,0.02,0.0
93615,93615,16.73,6513,0,0.0,0.0
93616,93616,13.87,2664,0,0.0,0.0
93618,93618,66.65,31230,3,0.05,0.0
93619,93619,178.41,37463,1,0.01,0.0
93620,93620,174.67,8889,2,0.01,0.0
93621,93621,66.26,94,0,0.0,0.0
93622,93622,354.52,10395,0,0.0,0.0
93623,93623,30.83,123,0,0.0,0.0
93624,93624,112.04,1041,1,0.01,0.0
93625,93625,24.72,7862,0,0.0,0.0
93626,93626,99.57,1983,0,0.0,0.0
93627,93627,35.66,188,0,0.0,0.0
93628,93628,35.89,239,0,0.0,0.0
93630,93630,155.66,20195,3,0.02,0.0
93631,93631,80.23,16349,0,0.0,0.0
93633,93633,20.97,0,0,0.0,
93634,93634,1184.71,21,0,0.0,0.0
93635,93635,259.63,40759,3,0.01,0.0
93636,93636,195.52,12690,3,0.02,0.0
93637,93637,270.51,39381,7,0.03,0.0
93638,93638,94.83,50894,2,0.02,0.0
93640,93640,113.06,12727,1,0.01,0.0
93641,93641,31.93,198,0,0.0,0.0
93643,93643,124.52,2960,0,0.0,0.0
93644,93644,92.76,8981,4,0.04,0.0
93645,93645,53.47,344,1,0.02,0.0
93646,93646,42.61,10873,1,0.02,0.0
93647,93647,106.86,10896,1,0.01,0.0
93648,93648,22.93,16194,2,0.09,0.0
93650,93650,0.71,3477,2,2.83,0.0
93651,93651,28.72,1915,0,0.0,0.0
93652,93652,2.06,426,0,0.0,0.0
93653,93653,237.36,1383,0,0.0,0.0
93654,93654,98.6,30935,1,0.01,0.0
93656,93656,109.85,6323,1,0.01,0.0
93657,93657,213.58,34723,4,0.02,0.0
93660,93660,81.22,4228,0,0.0,0.0
93662,93662,78.79,30922,5,0.06,0.0
93664,93664,191.71,408,1,0.01,0.0
93665,93665,0.84,875,0,0.0,0.0
93666,93666,0.37,952,0,0.0,0.0
93667,93667,111.37,2415,0,0.0,0.0
93668,93668,33.66,1173,0,0.0,0.0
93669,93669,6.81,164,0,0.0,0.0
93673,93673,0.83,740,0,0.0,0.0
93675,93675,78.81,3759,0,0.0,0.0
93701,93701,1.52,10274,3,1.98,0.0
93702,93702,5.27,44139,16,3.04,0.0
93703,93703,4.73,33000,4,0.85,0.0
93704,93704,5.48,29294,7,1.28,0.0
93705,93705,4.86,37707,2,0.41,0.0
93706,93706,163.39,40936,2,0.01,0.0
93710,93710,6.99,32625,5,0.72,0.0
93711,93711,11.28,38349,9,0.8,0.0
93720,93720,9.92,47270,5,0.5,0.0
93721,93721,2.05,7611,2,0.98,0.0
93722,93722,19.23,83179,10,0.52,0.0
93723,93723,42.64,13189,0,0.0,0.0
93725,93725,65.46,26980,3,0.05,0.0
93726,93726,6.29,43209,11,1.75,0.0
93727,93727,32.38,82920,16,0.49,0.0
93728,93728,3.06,16382,3,0.98,0.0
93730,93730,7.97,11926,0,0.0,0.0
93792,93792,0.0,,1,inf,
93901,93901,14.62,27805,7,0.48,0.0
93905,93905,9.3,60408,5,0.54,0.0
93906,93906,13.08,65256,4,0.31,0.0
93907,93907,53.96,22766,4,0.07,0.0
93908,93908,214.59,12093,3,0.01,0.0
93920,93920,368.88,1403,1,0.0,0.0
93921,93921,0.9,3379,9,10.01,0.0
93923,93923,128.97,12833,13,0.1,0.0
93924,93924,189.87,6568,12,0.06,0.0
93925,93925,54.41,2155,1,0.02,0.0
93926,93926,59.24,9262,2,0.03,0.0
93927,93927,263.87,18778,2,0.01,0.0
93928,93928,19.11,820,0,0.0,0.0
93930,93930,361.09,17142,3,0.01,0.0
93932,93932,100.7,810,0,0.0,0.0
93933,93933,12.86,25015,4,0.31,0.0
93940,93940,20.49,32411,11,0.54,0.0
93942,93942,0.0,,1,inf,
93943,93943,0.17,0,0,0.0,
93950,93950,2.87,15595,3,1.05,0.0
93953,93953,8.04,4117,1,0.12,0.0
93954,93954,36.65,472,0,0.0,0.0
93955,93955,28.24,34395,3,0.11,0.0
93960,93960,204.03,26610,3,0.01,0.0
93962,93962,0.12,385,0,0.0,0.0
94002,94002,5.66,27202,2,0.35,0.0
94005,94005,4.4,4692,1,0.23,0.0
94010,94010,11.84,42730,9,0.76,0.0
94014,94014,6.3,49515,5,0.79,0.0
94015,94015,5.75,64887,3,0.52,0.0
94019,94019,52.59,20314,2,0.04,0.0
94020,94020,55.76,1334,0,0.0,0.0
94021,94021,4.54,436,0,0.0,0.0
94022,94022,17.47,19378,4,0.23,0.0
94023,94023,0.0,,1,inf,
94024,94024,7.32,23961,1,0.14,0.0
94025,94025,11.98,42788,4,0.33,0.0
94027,94027,5.2,7444,1,0.19,0.0
94028,94028,15.23,6868,2,0.13,0.0
94030,94030,3.39,22710,3,0.89,0.0
94037,94037,5.77,2692,1,0.17,0.0
94038,94038,1.58,3687,0,0.0,0.0
94040,94040,3.69,35845,6,1.63,0.0
94041,94041,1.53,14394,1,0.65,0.0
94043,94043,10.68,31488,5,0.47,0.0
94044,94044,14.67,39065,4,0.27,0.0
94060,94060,72.96,1081,0,0.0,0.0
94061,94061,3.86,39624,5,1.3,0.0
94062,94062,70.9,27757,1,0.01,0.0
94063,94063,6.62,34503,7,1.06,0.0
94065,94065,2.28,12579,1,0.44,0.0
94066,94066,6.13,43124,4,0.65,0.0
94070,94070,6.13,31049,6,0.98,0.0
94074,94074,18.55,197,0,0.0,0.0
94080,94080,10.34,67597,11,1.06,0.0
94085,94085,3.49,23612,4,1.15,0.0
94086,94086,4.49,49630,4,0.89,0.0
94087,94087,6.58,57219,3,0.46,0.0
94089,94089,5.99,22313,2,0.33,0.0
94102,94102,0.67,31067,19,28.41,0.0
94103,94103,1.36,28735,19,13.99,0.0
94104,94104,0.08,546,7,90.26,0.01
94105,94105,0.36,9155,5,13.75,0.0
94107,94107,1.79,29689,15,8.37,0.0
94108,94108,0.27,14550,7,25.97,0.0
94109,94109,1.19,56677,15,12.62,0.0
94110,94110,2.32,74161,22,9.47,0.0
94111,94111,0.34,3620,9,26.16,0.0
94112,94112,3.37,85166,10,2.97,0.0
94114,94114,1.43,34754,12,8.42,0.0
94115,94115,1.12,35004,9,8.07,0.0
94116,94116,2.59,47823,6,2.32,0.0
94117,94117,1.69,44239,11,6.51,0.0
94118,94118,1.95,41468,7,3.59,0.0
94121,94121,3.08,43795,5,1.62,0.0
94122,94122,2.36,62131,7,2.96,0.0
94123,94123,1.02,25941,13,12.72,0.0
94124,94124,4.93,35363,10,2.03,0.0
94127,94127,1.77,21423,4,2.26,0.0
94128,94128,3.52,135,0,0.0,0.0
94129,94129,2.3,3994,1,0.43,0.0
94130,94130,0.88,3064,2,2.27,0.0
94131,94131,2.08,29902,2,0.96,0.0
94132,94132,3.11,31488,1,0.32,0.0
94133,94133,0.76,26527,11,14.57,0.0
94134,94134,2.4,42471,5,2.09,0.0
94158,94158,0.66,7291,1,1.52,0.0
94301,94301,2.37,17191,3,1.27,0.0
94303,94303,7.97,48039,0,0.0,0.0
94304,94304,6.5,3902,1,0.15,0.0
94305,94305,5.13,15730,0,0.0,0.0
94306,94306,4.19,27549,3,0.72,0.0
94401,94401,3.19,35414,5,1.57,0.0
94402,94402,4.86,25764,1,0.21,0.0
94403,94403,5.63,44300,10,1.78,0.0
94404,94404,4.3,36905,1,0.23,0.0
94501,94501,7.92,63843,11,1.39,0.0
94502,94502,2.68,14619,0,0.0,0.0
94503,94503,12.92,20306,8,0.62,0.0
94505,94505,15.86,16251,0,0.0,0.0
94506,94506,18.74,25258,3,0.16,0.0
94507,94507,12.7,15646,1,0.08,0.0
94508,94508,17.45,4298,4,0.23,0.0
94509,94509,16.37,66933,7,0.43,0.0
94510,94510,27.95,28262,4,0.14,0.0
94511,94511,5.24,2010,0,0.0,0.0
94512,94512,20.16,16,0,0.0,0.0
94513,94513,75.8,62991,4,0.05,0.0
94514,94514,28.71,1461,0,0.0,0.0
94515,94515,105.65,7436,20,0.19,0.0
94516,94516,0.87,148,0,0.0,0.0
94517,94517,57.26,13476,1,0.02,0.0
94518,94518,5.44,28428,3,0.55,0.0
94519,94519,4.39,20121,4,0.91,0.0
94520,94520,9.8,38568,6,0.61,0.0
94521,94521,12.97,43103,2,0.15,0.0
94523,94523,7.24,35096,6,0.83,0.0
94525,94525,2.35,3094,0,0.0,0.0
94526,94526,14.93,32539,2,0.13,0.0
94528,94528,2.34,307,0,0.0,0.0
94530,94530,4.82,25754,4,0.83,0.0
94531,94531,10.94,43788,1,0.09,0.0
94533,94533,21.6,75635,4,0.19,0.0
94534,94534,79.16,38444,5,0.06,0.0
94535,94535,3.81,3857,0,0.0,0.0
94536,94536,14.58,73855,4,0.27,0.0
94538,94538,16.47,68111,14,0.85,0.0
94539,94539,25.41,52802,4,0.16,0.0
94541,94541,7.43,66056,10,1.35,0.0
94542,94542,5.7,14217,0,0.0,0.0
94544,94544,10.96,79235,13,1.19,0.0
94545,94545,21.55,32525,4,0.19,0.0
94546,94546,9.54,44272,4,0.42,0.0
94547,94547,5.45,25343,1,0.18,0.0
94548,94548,2.76,501,0,0.0,0.0
94549,94549,19.21,29639,4,0.21,0.0
94550,94550,232.58,50500,26,0.11,0.0
94551,94551,78.68,45753,6,0.08,0.0
94552,94552,44.95,15412,2,0.04,0.0
94553,94553,48.56,49699,5,0.1,0.0
94555,94555,11.61,38388,6,0.52,0.0
94556,94556,12.22,16368,1,0.08,0.0
94558,94558,356.08,69142,100,0.28,0.0
94559,94559,36.57,27523,34,0.93,0.0
94560,94560,13.81,46276,11,0.8,0.0
94561,94561,17.0,41911,1,0.06,0.0
94562,94562,0.0,,6,inf,
94563,94563,17.29,19341,4,0.23,0.0
94564,94564,5.53,19200,7,1.26,0.0
94565,94565,30.03,96081,8,0.27,0.0
94566,94566,19.63,45910,3,0.15,0.0
94567,94567,131.41,696,0,0.0,0.0
94568,94568,15.29,54420,3,0.2,0.0
94569,94569,2.37,205,0,0.0,0.0
94571,94571,117.62,9784,1,0.01,0.0
94572,94572,4.34,10411,0,0.0,0.0
94573,94573,1.0,31,7,7.03,0.23
94574,94574,127.68,8677,43,0.34,0.0
94575,94575,0.17,1170,0,0.0,0.0
94576,94576,0.37,98,0,0.0,0.0
94577,94577,8.15,48088,10,1.23,0.0
94578,94578,4.49,41059,10,2.23,0.0
94579,94579,3.13,22040,2,0.64,0.0
94580,94580,3.45,29942,3,0.87,0.0
94581,94581,0.0,,1,inf,
94582,94582,13.05,42059,4,0.31,0.0
94583,94583,14.94,35102,5,0.33,0.0
94585,94585,112.41,29599,3,0.03,0.0
94586,94586,58.27,899,0,0.0,0.0
94587,94587,19.72,74601,10,0.51,0.0
94588,94588,31.81,36316,4,0.13,0.0
94589,94589,11.49,30668,2,0.17,0.0
94590,94590,5.94,37377,9,1.51,0.0
94591,94591,21.58,55334,6,0.28,0.0
94592,94592,4.23,1087,2,0.47,0.0
94595,94595,5.38,17938,2,0.37,0.0
94596,94596,5.96,20822,3,0.5,0.0
94597,94597,3.91,22734,1,0.26,0.0
94598,94598,15.22,27780,2,0.13,0.0
94599,94599,2.75,3078,12,4.36,0.0
94601,94601,3.25,52299,11,3.39,0.0
94602,94602,3.31,29933,4,1.21,0.0
94603,94603,3.26,34593,6,1.84,0.0
94605,94605,8.96,43112,8,0.89,0.0
94606,94606,2.29,38303,9,3.93,0.0
94607,94607,5.89,26254,19,3.22,0.0
94608,94608,2.73,30289,10,3.66,0.0
94609,94609,1.71,22811,8,4.68,0.0
94610,94610,2.18,31496,4,1.83,0.0
94611,94611,10.56,39384,4,0.38,0.0
94612,94612,0.85,16062,12,14.04,0.0
94613,94613,0.25,861,0,0.0,0.0
94618,94618,2.43,17041,5,2.06,0.0
94619,94619,15.61,24308,4,0.26,0.0
94621,94621,7.78,35287,9,1.16,0.0
94702,94702,1.27,17092,12,9.42,0.0
94703,94703,1.34,21937,2,1.5,0.0
94704,94704,1.07,29190,2,1.87,0.0
94705,94705,3.31,13365,2,0.61,0.0
94706,94706,1.48,21040,5,3.39,0.0
94707,94707,1.7,11916,2,1.18,0.0
94708,94708,3.39,11455,0,0.0,0.0
94709,94709,0.59,11740,2,3.4,0.0
94710,94710,2.15,7461,9,4.18,0.0
94720,94720,0.62,2971,0,0.0,0.0
94801,94801,11.2,29958,3,0.27,0.0
94803,94803,11.68,26165,3,0.26,0.0
94804,94804,6.19,41510,6,0.97,0.0
94805,94805,1.98,14208,1,0.5,0.0
94806,94806,8.33,64410,9,1.08,0.0
94850,94850,0.08,0,0,0.0,
94901,94901,13.16,42482,10,0.76,0.0
94903,94903,20.04,30048,3,0.15,0.0
94904,94904,7.24,12590,2,0.28,0.0
94920,94920,6.53,12797,1,0.15,0.0
94922,94922,12.32,603,0,0.0,0.0
94923,94923,21.4,846,0,0.0,0.0
94924,94924,23.1,1134,1,0.04,0.0
94925,94925,3.16,9866,2,0.63,0.0
94928,94928,7.7,44103,5,0.65,0.0
94929,94929,1.06,219,0,0.0,0.0
94930,94930,15.98,8678,4,0.25,0.0
94931,94931,6.35,8601,2,0.31,0.0
94933,94933,1.09,671,0,0.0,0.0
94937,94937,41.6,816,0,0.0,0.0
94938,94938,10.58,790,0,0.0,0.0
94939,94939,2.14,7108,4,1.87,0.0
94940,94940,22.77,234,0,0.0,0.0
94941,94941,22.24,32013,4,0.18,0.0
94945,94945,26.35,19035,6,0.23,0.0
94946,94946,43.69,694,0,0.0,0.0
94947,94947,22.7,26573,3,0.13,0.0
94949,94949,14.87,17452,6,0.4,0.0
94950,94950,8.6,134,0,0.0,0.0
94951,94951,14.66,4571,0,0.0,0.0
94952,94952,180.24,36184,8,0.04,0.0
94954,94954,61.99,38414,2,0.03,0.0
94956,94956,58.41,1224,0,0.0,0.0
94957,94957,1.14,1400,0,0.0,0.0
94960,94960,5.93,15725,3,0.51,0.0
94963,94963,2.66,498,0,0.0,0.0
94964,94964,0.39,3418,0,0.0,0.0
94965,94965,13.51,11408,9,0.67,0.0
94970,94970,6.94,689,0,0.0,0.0
94971,94971,12.38,288,0,0.0,0.0
94972,94972,11.57,23,0,0.0,0.0
94973,94973,3.98,1342,0,0.0,0.0
95002,95002,11.87,2146,0,0.0,0.0
95003,95003,35.11,24837,3,0.09,0.0
95004,95004,18.15,3956,0,0.0,0.0
95005,95005,11.94,7710,2,0.17,0.0
95006,95006,53.48,9238,2,0.04,0.0
95007,95007,0.57,681,0,0.0,0.0
95008,95008,6.47,46513,12,1.85,0.0
95010,95010,1.37,9030,6,4.37,0.0
95012,95012,14.92,10792,1,0.07,0.0
95013,95013,1.51,77,0,0.0,0.0
95014,95014,27.12,62430,4,0.15,0.0
95017,95017,50.0,603,1,0.02,0.0
95018,95018,18.8,7060,2,0.11,0.0
95019,95019,1.21,7703,1,0.82,0.0
95020,95020,156.01,63852,13,0.08,0.0
95023,95023,412.17,52646,8,0.02,0.0
95030,95030,10.29,13288,3,0.29,0.0
95031,95031,0.0,,1,inf,
95032,95032,16.08,26281,2,0.12,0.0
95033,95033,91.54,9597,0,0.0,0.0
95035,95035,23.38,77562,8,0.34,0.0
95037,95037,243.39,51652,5,0.02,0.0
95039,95039,14.75,1195,1,0.07,0.0
95041,95041,0.04,353,0,0.0,0.0
95043,95043,858.56,732,0,0.0,0.0
95045,95045,47.49,4181,0,0.0,0.0
95046,95046,19.51,6025,0,0.0,0.0
95050,95050,5.27,39452,4,0.76,0.0
95051,95051,6.66,58123,4,0.6,0.0
95053,95053,0.17,3678,0,0.0,0.0
95054,95054,6.27,24264,2,0.32,0.0
95060,95060,67.82,47367,9,0.13,0.0
95062,95062,5.05,38028,10,1.98,0.0
95063,95063,0.0,,1,inf,
95064,95064,1.88,10299,0,0.0,0.0
95065,95065,11.19,8355,0,0.0,0.0
95066,95066,18.95,15217,2,0.11,0.0
95070,95070,25.46,31308,2,0.08,0.0
95073,95073,21.2,10949,2,0.09,0.0
95075,95075,93.01,484,0,0.0,0.0
95076,95076,136.53,86703,9,0.07,0.0
95110,95110,4.67,20203,2,0.43,0.0
95111,95111,5.42,62392,4,0.74,0.0
95112,95112,7.09,61060,9,1.27,0.0
95113,95113,0.34,1939,2,5.88,0.0
95116,95116,3.59,56481,5,1.39,0.0
95117,95117,2.57,29592,4,1.56,0.0
95118,95118,4.08,32560,5,1.23,0.0
95119,95119,2.83,10472,0,0.0,0.0
95120,95120,39.74,37774,5,0.13,0.0
95121,95121,4.43,38102,1,0.23,0.0
95122,95122,4.76,57780,8,1.68,0.0
95123,95123,8.28,67186,6,0.72,0.0
95124,95124,6.54,51170,7,1.07,0.0
95125,95125,7.99,53574,9,1.13,0.0
95126,95126,3.29,35988,5,1.52,0.0
95127,95127,13.0,65686,11,0.85,0.0
95128,95128,3.9,37665,6,1.54,0.0
95129,95129,4.52,39828,3,0.66,0.0
95130,95130,1.55,14863,1,0.65,0.0
95131,95131,5.83,31170,2,0.34,0.0
95132,95132,51.4,41844,3,0.06,0.0
95133,95133,3.2,28726,4,1.25,0.0
95134,95134,10.04,27224,2,0.2,0.0
95135,95135,30.57,22358,1,0.03,0.0
95136,95136,4.67,47599,2,0.43,0.0
95138,95138,26.06,20766,2,0.08,0.0
95139,95139,1.23,7293,1,0.81,0.0
95140,95140,123.61,115,0,0.0,0.0
95148,95148,9.42,48854,3,0.32,0.0
95202,95202,1.08,6001,4,3.71,0.0
95203,95203,6.17,15775,3,0.49,0.0
95204,95204,5.1,28425,7,1.37,0.0
95205,95205,9.09,38544,11,1.21,0.0
95206,95206,144.97,64034,8,0.06,0.0
95207,95207,7.26,51879,5,0.69,0.0
95209,95209,8.38,44313,4,0.48,0.0
95210,95210,6.62,41117,4,0.6,0.0
95211,95211,0.15,1629,0,0.0,0.0
95212,95212,21.56,28049,2,0.09,0.0
95215,95215,94.68,24371,4,0.04,0.0
95219,95219,56.66,29668,2,0.04,0.0
95220,95220,57.56,7538,5,0.09,0.0
95222,95222,151.09,5090,1,0.01,0.0
95223,95223,287.41,2860,0,0.0,0.0
95224,95224,11.37,166,0,0.0,0.0
95225,95225,7.01,470,0,0.0,0.0
95226,95226,5.65,16,0,0.0,0.0
95227,95227,37.13,842,0,0.0,0.0
95228,95228,106.84,4501,0,0.0,0.0
95230,95230,118.73,597,1,0.01,0.0
95231,95231,10.59,5092,0,0.0,0.0
95232,95232,7.9,164,0,0.0,0.0
95233,95233,7.0,567,0,0.0,0.0
95234,95234,33.57,113,0,0.0,0.0
95236,95236,108.05,4223,1,0.01,0.0
95237,95237,7.98,3531,4,0.5,0.0
95240,95240,82.71,48838,22,0.27,0.0
95242,95242,96.04,26235,10,0.1,0.0
95245,95245,68.44,1851,1,0.01,0.0
95246,95246,52.16,1032,0,0.0,0.0
95247,95247,41.68,4270,8,0.19,0.0
95248,95248,31.81,189,0,0.0,0.0
95249,95249,83.8,4854,0,0.0,0.0
95250,95250,10.64,0,0,0.0,
95251,95251,10.99,582,2,0.18,0.0
95252,95252,122.48,15703,0,0.0,0.0
95254,95254,5.51,1151,0,0.0,0.0
95255,95255,44.6,1358,0,0.0,0.0
95257,95257,15.2,433,0,0.0,0.0
95258,95258,3.22,3881,0,0.0,0.0
95301,95301,62.34,38707,6,0.1,0.0
95303,95303,38.97,871,0,0.0,0.0
95304,95304,159.54,14539,3,0.02,0.0
95305,95305,14.26,37,0,0.0,0.0
95306,95306,136.79,882,0,0.0,0.0
95307,95307,33.5,44736,5,0.15,0.0
95310,95310,39.54,1995,0,0.0,0.0
95311,95311,239.58,1649,1,0.0,0.0
95312,95312,0.98,304,0,0.0,0.0
95313,95313,51.5,1225,0,0.0,0.0
95314,95314,25.13,95,0,0.0,0.0
95315,95315,18.25,14019,0,0.0,0.0
95316,95316,66.53,6616,0,0.0,0.0
95317,95317,52.98,906,0,0.0,0.0
95318,95318,39.57,268,0,0.0,0.0
95319,95319,0.62,1529,1,1.6,0.0
95320,95320,88.63,13094,1,0.01,0.0
95321,95321,175.14,3337,1,0.01,0.0
95322,95322,174.18,10546,0,0.0,0.0
95323,95323,29.87,1222,0,0.0,0.0
95324,95324,41.41,8016,1,0.02,0.0
95325,95325,40.71,77,0,0.0,0.0
95326,95326,27.46,9888,2,0.07,0.0
95327,95327,157.09,7711,1,0.01,0.0
95328,95328,1.02,4518,1,0.98,0.0
95329,95329,108.21,2685,0,0.0,0.0
95330,95330,21.52,21552,3,0.14,0.0
95333,95333,116.68,2479,0,0.0,0.0
95334,95334,56.01,16787,2,0.04,0.0
95335,95335,42.09,201,0,0.0,0.0
95336,95336,38.29,47612,8,0.21,0.0
95337,95337,45.43,37706,5,0.11,0.0
95338,95338,340.33,10898,4,0.01,0.0
95340,95340,39.73,36373,3,0.08,0.0
95341,95341,149.58,32446,4,0.03,0.0
95345,95345,31.96,749,0,0.0,0.0
95346,95346,6.0,1661,1,0.17,0.0
95348,95348,47.5,34241,0,0.0,0.0
95350,95350,8.9,53098,9,1.01,0.0
95351,95351,8.88,50079,9,1.01,0.0
95354,95354,7.3,24743,9,1.23,0.0
95355,95355,9.48,59028,6,0.63,0.0
95356,95356,22.72,32842,3,0.13,0.0
95357,95357,39.84,11322,1,0.03,0.0
95358,95358,119.01,33345,3,0.03,0.0
95360,95360,334.67,13029,1,0.0,0.0
95361,95361,231.64,34558,6,0.03,0.0
95363,95363,117.82,26900,0,0.0,0.0
95364,95364,271.97,0,0,0.0,
95365,95365,15.17,4710,0,0.0,0.0
95366,95366,34.39,17654,4,0.12,0.0
95367,95367,4.44,25162,3,0.68,0.0
95368,95368,3.31,14520,1,0.3,0.0
95369,95369,159.31,990,0,0.0,0.0
95370,95370,103.17,27951,1,0.01,0.0
95372,95372,2.68,2164,0,0.0,0.0
95374,95374,46.58,1758,1,0.02,0.0
95375,95375,3.05,5,0,0.0,0.0
95376,95376,7.63,53542,9,1.18,0.0
95377,95377,108.04,32501,2,0.02,0.0
95379,95379,53.87,3586,0,0.0,0.0
95380,95380,75.07,42672,10,0.13,0.0
95382,95382,10.52,38343,3,0.29,0.0
95383,95383,78.35,3828,2,0.03,0.0
95385,95385,24.74,440,0,0.0,0.0
95386,95386,85.19,10587,0,0.0,0.0
95387,95387,116.03,710,0,0.0,0.0
95388,95388,38.78,14242,1,0.03,0.0
95389,95389,236.04,1392,0,0.0,0.0
95391,95391,23.75,16562,0,0.0,0.0
95401,95401,20.63,38986,11,0.53,0.0
95402,95402,0.0,,1,inf,
95403,95403,22.03,45355,35,1.59,0.0
95404,95404,79.97,40474,15,0.19,0.0
95405,95405,5.48,21448,3,0.55,0.0
95407,95407,22.68,42483,7,0.31,0.0
95409,95409,38.38,27312,5,0.13,0.0
95410,95410,39.86,1159,0,0.0,0.0
95412,95412,85.68,402,0,0.0,0.0
95415,95415,55.29,1262,4,0.07,0.0
95417,95417,75.33,389,0,0.0,0.0
95420,95420,2.01,648,0,0.0,0.0
95421,95421,216.63,1681,0,0.0,0.0
95422,95422,35.24,15550,1,0.03,0.0
95423,95423,102.84,3757,0,0.0,0.0
95425,95425,205.71,10586,1,0.0,0.0
95426,95426,20.28,1404,0,0.0,0.0
95427,95427,69.66,222,2,0.03,0.01
95428,95428,225.2,2563,0,0.0,0.0
95429,95429,39.96,124,0,0.0,0.0
95430,95430,0.24,7,1,4.21,0.14
95431,95431,0.08,196,0,0.0,0.0
95432,95432,72.92,519,0,0.0,0.0
95435,95435,0.15,14,0,0.0,0.0
95436,95436,22.98,6352,2,0.09,0.0
95437,95437,97.77,14632,2,0.02,0.0
95439,95439,2.74,774,0,0.0,0.0
95441,95441,101.91,2053,11,0.11,0.01
95442,95442,24.41,3136,6,0.25,0.0
95443,95443,4.19,270,0,0.0,0.0
95444,95444,0.27,715,3,11.09,0.0
95445,95445,85.54,2201,0,0.0,0.0
95446,95446,32.92,5100,4,0.12,0.0
95448,95448,188.51,17482,54,0.29,0.0
95449,95449,130.59,1656,5,0.04,0.0
95450,95450,27.45,298,0,0.0,0.0
95451,95451,96.19,11627,3,0.03,0.0
95452,95452,14.37,970,4,0.28,0.0
95453,95453,83.72,11092,0,0.0,0.0
95454,95454,267.02,2198,0,0.0,0.0
95456,95456,10.08,754,0,0.0,0.0
95457,95457,148.42,3330,4,0.03,0.0
95458,95458,48.99,3019,0,0.0,0.0
95459,95459,67.07,618,0,0.0,0.0
95460,95460,27.31,2277,1,0.04,0.0
95461,95461,125.23,2440,1,0.01,0.0
95462,95462,5.87,1265,0,0.0,0.0
95463,95463,11.28,152,0,0.0,0.0
95464,95464,3.32,2538,2,0.6,0.0
95465,95465,41.71,2104,1,0.02,0.0
95466,95466,94.03,993,0,0.0,0.0
95467,95467,9.81,6044,0,0.0,0.0
95468,95468,65.18,1325,0,0.0,0.0
95469,95469,174.68,2015,1,0.01,0.0
95470,95470,82.52,5719,1,0.01,0.0
95471,95471,1.44,470,0,0.0,0.0
95472,95472,69.14,30762,21,0.3,0.0
95473,95473,0.0,,1,inf,
95476,95476,111.99,36792,56,0.5,0.0
95482,95482,310.88,31847,7,0.02,0.0
95485,95485,104.76,2688,1,0.01,0.0
95486,95486,0.02,73,0,0.0,0.0
95487,95487,0.0,,1,inf,
95488,95488,88.72,251,0,0.0,0.0
95490,95490,392.17,12914,1,0.0,0.0
95492,95492,19.03,29920,15,0.79,0.0
95493,95493,4.53,241,0,0.0,0.0
95494,95494,102.94,125,0,0.0,0.0
95497,95497,16.16,1161,0,0.0,0.0
95501,95501,7.04,23467,4,0.57,0.0
95503,95503,86.44,25503,1,0.01,0.0
95511,95511,58.39,290,0,0.0,0.0
95514,95514,86.7,117,0,0.0,0.0
95519,95519,56.81,19099,2,0.04,0.0
95521,95521,53.68,21462,3,0.06,0.0
95524,95524,10.45,1724,0,0.0,0.0
95525,95525,83.4,1433,1,0.01,0.0
95526,95526,110.08,210,0,0.0,0.0
95527,95527,137.61,570,0,0.0,0.0
95528,95528,102.59,1493,0,0.0,0.0
95531,95531,195.09,23470,3,0.02,0.0
95536,95536,147.19,2898,2,0.01,0.0
95537,95537,0.18,325,0,0.0,0.0
95540,95540,27.77,14305,1,0.04,0.0
95542,95542,197.6,2072,0,0.0,0.0
95543,95543,101.93,664,0,0.0,0.0
95545,95545,47.94,101,0,0.0,0.0
95546,95546,136.6,3768,0,0.0,0.0
95547,95547,7.54,978,0,0.0,0.0
95548,95548,87.23,1224,0,0.0,0.0
95549,95549,112.33,1050,0,0.0,0.0
95550,95550,134.93,71,0,0.0,0.0
95551,95551,42.57,1374,0,0.0,0.0
95552,95552,539.71,659,0,0.0,0.0
95553,95553,59.22,913,0,0.0,0.0
95554,95554,50.22,287,0,0.0,0.0
95555,95555,85.94,337,0,0.0,0.0
95556,95556,136.98,627,0,0.0,0.0
95558,95558,200.84,423,0,0.0,0.0
95559,95559,18.05,72,0,0.0,0.0
95560,95560,33.35,1466,0,0.0,0.0
95562,95562,24.6,3422,1,0.04,0.0
95563,95563,60.22,604,0,0.0,0.0
95564,95564,3.3,432,0,0.0,0.0
95565,95565,33.26,772,0,0.0,0.0
95567,95567,62.53,2066,1,0.02,0.0
95568,95568,81.53,253,0,0.0,0.0
95569,95569,61.86,295,0,0.0,0.0
