ZIP,ZCTA,SVIS,SVI_THEME1,SVI_THEME2,SVI_THEME3,SVI_THEME4
37217,37217,0.54,0.52,0.31,0.8,0.51
37227,37227,,,,,
37204,37204,0.19,0.27,0.07,0.35,0.33
37211,37211,0.56,0.56,0.31,0.75,0.54
37411,37411,0.55,0.58,0.56,0.55,0.41
37421,37421,0.46,0.34,0.42,0.56,0.58
37416,37416,0.42,0.47,0.37,0.41,0.43
37902,37902,0.53,0.51,0.05,0.29,0.98
37916,37916,0.4,0.83,0.0,0.28,0.74
37996,37996,0.38,0.73,0.01,0.44,0.57
37042,37042,0.58,0.61,0.7,0.58,0.37
37079,37079,0.5,0.66,0.82,0.11,0.35
37191,37191,0.41,0.58,0.78,0.29,0.15
42223,42223,0.46,0.58,0.32,0.5,0.37
37748,37748,0.59,0.74,0.61,0.09,0.62
37763,37763,0.45,0.5,0.52,0.1,0.65
37738,37738,0.7,0.75,0.69,0.33,0.63
38134,38134,0.58,0.6,0.72,0.64,0.36
38111,38111,0.61,0.68,0.54,0.52,0.47
38116,38116,0.8,0.84,0.79,0.67,0.6
38118,38118,0.82,0.9,0.64,0.83,0.51
38130,38130,0.67,0.76,0.29,0.84,0.41
38132,38132,0.97,0.9,0.8,0.8,0.9
38106,38106,0.86,0.95,0.87,0.59,0.55
38113,38113,,,,,
38109,38109,0.75,0.88,0.81,0.63,0.34
38018,38018,0.3,0.25,0.4,0.63,0.26
38120,38120,0.11,0.1,0.32,0.34,0.15
37058,37058,0.61,0.72,0.77,0.09,0.61
37604,37604,0.57,0.56,0.44,0.3,0.75
37614,37614,0.77,0.71,0.08,0.25,0.98
76539,76539,0.33,0.44,0.5,0.28,0.26
76542,76542,0.56,0.5,0.63,0.7,0.43
76544,76544,0.39,0.68,0.18,0.55,0.21
76549,76549,0.49,0.58,0.66,0.65,0.2
78015,78015,0.13,0.06,0.43,0.55,0.17
78257,78257,0.35,0.07,0.25,0.57,0.77
78260,78260,0.11,0.12,0.26,0.57,0.08
78211,78211,0.93,0.92,0.89,0.95,0.64
78226,78226,0.85,0.83,0.76,0.8,0.8
78216,78216,0.55,0.48,0.39,0.76,0.57
78246,78246,,,,,
78247,78247,0.28,0.29,0.4,0.63,0.2
78279,78279,,,,,
77840,77840,0.5,0.7,0.03,0.64,0.69
77841,77841,,,0.0,0.39,
77844,77844,,,0.0,0.39,
77845,77845,0.2,0.27,0.18,0.46,0.3
78550,78550,0.93,0.84,0.89,0.91,0.78
78521,78521,0.92,0.92,0.77,0.98,0.61
75038,75038,0.54,0.44,0.24,0.86,0.62
75063,75063,0.24,0.15,0.11,0.78,0.34
75261,75261,,,,,
79906,79906,0.38,0.43,0.16,0.55,0.46
79925,79925,0.68,0.63,0.59,0.89,0.55
77004,77004,0.58,0.58,0.24,0.68,0.8
77204,77204,0.73,0.8,0.11,0.47,0.65
77005,77005,0.07,0.04,0.15,0.45,0.19
78503,78503,0.88,0.74,0.88,0.98,0.63
77705,77705,0.61,0.64,0.55,0.6,0.47
77627,77627,0.31,0.22,0.45,0.38,0.44
79601,79601,0.71,0.69,0.61,0.6,0.66
79403,79403,0.83,0.74,0.85,0.76,0.7
76706,76706,0.66,0.72,0.39,0.66,0.62
76798,76798,0.88,0.94,0.0,0.51,0.98
76708,76708,0.63,0.53,0.58,0.67,0.61
79706,79706,0.52,0.35,0.45,0.74,0.6
79711,79711,,,,,
78412,78412,0.51,0.58,0.43,0.58,0.43
79108,79108,0.48,0.49,0.53,0.58,0.36
79111,79111,0.67,0.7,0.07,0.72,0.86
75704,75704,0.84,0.81,0.65,0.78,0.76
76039,76039,0.3,0.31,0.23,0.67,0.25
76051,76051,0.36,0.26,0.23,0.6,0.52
79602,79602,0.43,0.43,0.61,0.48,0.33
79563,79563,0.7,0.65,0.94,0.35,0.58
79607,79607,0.36,0.56,0.1,0.42,0.22
76904,76904,0.43,0.28,0.43,0.46,0.69
78703,78703,0.08,0.09,0.06,0.31,0.4
78617,78617,0.72,0.7,0.59,0.89,0.45
78719,78719,0.71,0.66,0.37,0.93,0.58
78742,78742,0.84,0.76,0.58,0.97,0.73
78840,78840,0.85,0.72,0.76,0.92,0.74
77904,77904,0.52,0.34,0.67,0.51,0.61
77905,77905,0.54,0.45,0.48,0.59,0.59
76305,76305,0.65,0.67,0.69,0.49,0.55
76311,76311,0.08,0.21,0.06,0.28,0.45
84020,84020,0.13,0.13,0.26,0.27,0.26
84116,84116,0.8,0.8,0.55,0.84,0.67
84122,84122,,,,,
84074,84074,0.4,0.46,0.51,0.3,0.41
84043,84043,0.16,0.23,0.18,0.31,0.24
5403,05403,0.26,0.18,0.41,0.35,0.41
23336,23336,0.53,0.52,0.49,0.39,0.6
23337,23337,0.59,0.53,0.5,0.5,0.7
23868,23868,0.85,0.84,0.86,0.57,0.74
23824,23824,0.81,0.63,0.87,0.54,0.83
20041,20041,,,,,
20151,20151,0.32,0.32,0.24,0.81,0.22
22101,22101,0.14,0.05,0.46,0.57,0.14
23150,23150,0.39,0.5,0.75,0.31,0.24
23250,23250,,,,,
20166,20166,0.29,0.28,0.12,0.81,0.28
20598,20598,0.25,0.21,0.1,0.75,0.48
24060,24060,0.38,0.52,0.11,0.42,0.67
24061,24061,0.44,0.55,0.01,0.3,0.84
20112,20112,0.11,0.13,0.18,0.57,0.11
20181,20181,0.07,0.12,0.32,0.42,0.04
22172,22172,0.63,0.51,0.36,0.79,0.72
24141,24141,0.43,0.57,0.41,0.21,0.62
24084,24084,0.54,0.56,0.61,0.18,0.67
23829,23829,0.46,0.59,0.77,0.33,0.21
23890,23890,0.79,0.75,0.73,0.56,0.77
23891,23891,0.53,0.78,0.1,0.61,0.48
24540,24540,0.74,0.69,0.85,0.46,0.67
23860,23860,0.73,0.71,0.84,0.55,0.54
23508,23508,0.44,0.58,0.12,0.41,0.61
23502,23502,0.59,0.56,0.48,0.63,0.58
23504,23504,0.78,0.84,0.76,0.53,0.62
23518,23518,0.45,0.53,0.43,0.57,0.35
23702,23702,0.78,0.85,0.76,0.58,0.58
23704,23704,0.7,0.72,0.55,0.51,0.77
23709,23709,,,,0.36,
23451,23451,0.27,0.25,0.27,0.31,0.42
99354,99354,0.47,0.33,0.59,0.47,0.57
99301,99301,0.65,0.6,0.62,0.8,0.52
54301,54301,0.4,0.39,0.47,0.38,0.47
53202,53202,0.23,0.21,0.07,0.37,0.74
53211,53211,0.23,0.29,0.14,0.42,0.44
82001,82001,0.43,0.47,0.48,0.28,0.5
82003,82003,0.54,0.51,0.41,0.3,0.78
82009,82009,0.24,0.14,0.46,0.25,0.44
36067,36067,0.56,0.57,0.71,0.35,0.5
36066,36066,0.44,0.34,0.68,0.43,0.49
36068,36068,0.47,0.28,0.65,0.42,0.66
36008,36008,0.55,0.41,0.82,0.38,0.57
36022,36022,0.47,0.49,0.4,0.32,0.59
36527,36527,0.2,0.1,0.34,0.25,0.47
36577,36577,0.19,0.07,0.4,0.24,0.43
36507,36507,0.55,0.54,0.57,0.27,0.72
36526,36526,0.34,0.32,0.39,0.28,0.51
36532,36532,0.38,0.31,0.63,0.28,0.49
36551,36551,0.55,0.58,0.44,0.26,0.7
36578,36578,0.35,0.32,0.44,0.18,0.59
36559,36559,0.59,0.43,0.68,0.46,0.74
36567,36567,0.5,0.57,0.52,0.32,0.53
36576,36576,0.5,0.49,0.3,0.4,0.71
36533,36533,0.51,0.29,0.84,0.24,0.74
36564,36564,0.51,0.29,0.84,0.24,0.74
36535,36535,0.45,0.55,0.62,0.28,0.39
36542,36542,0.24,0.29,0.42,0.07,0.45
36561,36561,0.22,0.24,0.26,0.11,0.52
36580,36580,0.68,0.68,0.73,0.49,0.65
36530,36530,0.47,0.54,0.76,0.07,0.52
36536,36536,0.64,0.67,0.72,0.37,0.57
36027,36027,0.84,0.87,0.94,0.64,0.46
36053,36053,0.91,0.96,0.92,0.73,0.47
36072,36072,0.92,0.89,0.99,0.68,0.66
35034,35034,0.82,0.78,0.6,0.55,0.91
35035,35035,0.24,0.54,0.38,0.09,0.15
35042,35042,0.56,0.67,0.5,0.35,0.56
35115,35115,0.64,0.77,0.56,0.39,0.54
36750,36750,0.68,0.75,0.89,0.23,0.52
36792,36792,0.46,0.65,0.61,0.31,0.27
36793,36793,0.44,0.68,0.59,0.16,0.27
35049,35049,0.62,0.65,0.63,0.5,0.51
35121,35121,0.67,0.66,0.53,0.5,0.7
35952,35952,0.71,0.75,0.88,0.28,0.57
35031,35031,0.61,0.68,0.67,0.4,0.48
35079,35079,0.41,0.49,0.58,0.2,0.41
35180,35180,0.41,0.52,0.61,0.14,0.43
36037,36037,0.64,0.69,0.73,0.33,0.58
36202,36202,0.56,0.78,0.82,0.36,0.16
36207,36207,0.46,0.52,0.73,0.37,0.3
36257,36257,0.56,0.78,0.82,0.36,0.16
36203,36203,0.56,0.57,0.66,0.56,0.4
36250,36250,0.29,0.38,0.53,0.21,0.27
36277,36277,0.65,0.77,0.8,0.42,0.36
36265,36265,0.57,0.7,0.58,0.23,0.59
36272,36272,0.56,0.7,0.86,0.13,0.36
36271,36271,0.3,0.54,0.5,0.08,0.25
36279,36279,0.54,0.45,0.77,0.2,0.68
36862,36862,0.73,0.68,0.64,0.35,0.87
36863,36863,0.68,0.72,0.78,0.39,0.56
36801,36801,0.82,0.69,0.7,0.63,0.88
36852,36852,0.66,0.64,0.87,0.22,0.61
36854,36854,0.61,0.6,0.8,0.3,0.55
35045,35045,0.71,0.69,0.72,0.44,0.71
35046,35046,0.42,0.67,0.66,0.08,0.26
35171,35171,0.62,0.69,0.66,0.47,0.45
36784,36784,0.69,0.76,0.62,0.37,0.67
36545,36545,0.79,0.88,0.75,0.33,0.7
35160,35160,0.7,0.81,0.71,0.38,0.5
36251,36251,0.62,0.78,0.74,0.32,0.51
36255,36255,0.22,0.5,0.53,0.06,0.12
36258,36258,0.63,0.73,0.78,0.28,0.48
36266,36266,0.62,0.65,0.78,0.2,0.63
36268,36268,0.54,0.57,0.76,0.31,0.44
36316,36316,0.35,0.49,0.6,0.14,0.29
36318,36318,0.38,0.52,0.66,0.13,0.32
36322,36322,0.67,0.72,0.57,0.44,0.63
36330,36330,0.55,0.56,0.74,0.55,0.37
35660,35660,0.62,0.73,0.84,0.34,0.34
35661,35661,0.36,0.48,0.57,0.2,0.3
35674,35674,0.57,0.66,0.8,0.31,0.36
35646,35646,0.57,0.76,0.74,0.25,0.34
35672,35672,0.66,0.74,0.84,0.35,0.41
35654,35654,0.73,0.75,0.74,0.53,0.61
35653,35653,0.78,0.74,0.66,0.69,0.73
35582,35582,0.62,0.84,0.8,0.09,0.39
35616,35616,0.53,0.76,0.75,0.14,0.29
36401,36401,0.7,0.86,0.89,0.34,0.37
36420,36420,0.68,0.74,0.82,0.31,0.6
36421,36421,0.58,0.69,0.82,0.24,0.44
36476,36476,0.83,0.81,0.87,0.48,0.79
36028,36028,0.56,0.67,0.78,0.23,0.4
36323,36323,0.71,0.79,0.82,0.33,0.6
36453,36453,0.59,0.82,0.73,0.22,0.29
36467,36467,0.65,0.75,0.85,0.14,0.55
35055,35055,0.65,0.67,0.74,0.25,0.68
35058,35058,0.4,0.55,0.72,0.17,0.31
35077,35077,0.51,0.72,0.44,0.17,0.47
35070,35070,0.53,0.77,0.49,0.27,0.35
36360,36360,0.67,0.73,0.86,0.35,0.46
36361,36361,0.87,0.95,0.85,0.37,0.77
36362,36362,0.35,0.59,0.06,0.24,0.52
36350,36350,0.6,0.67,0.81,0.31,0.42
36352,36352,0.44,0.52,0.56,0.31,0.39
36371,36371,0.47,0.65,0.78,0.29,0.18
36701,36701,0.75,0.82,0.8,0.44,0.57
35967,35967,0.7,0.74,0.64,0.47,0.66
35968,35968,0.55,0.66,0.6,0.24,0.51
35989,35989,0.63,0.77,0.84,0.43,0.26
35984,35984,0.66,0.8,0.85,0.43,0.29
35136,35136,0.48,0.63,0.44,0.22,0.47
36024,36024,0.36,0.39,0.82,0.24,0.24
36026,36026,0.44,0.54,0.56,0.24,0.41
36080,36080,0.46,0.58,0.86,0.22,0.22
36092,36092,0.6,0.63,0.66,0.37,0.57
35010,35010,0.76,0.74,0.82,0.41,0.75
36078,36078,0.72,0.74,0.89,0.26,0.64
36093,36093,0.09,0.14,0.56,0.19,0.06
36025,36025,0.63,0.63,0.63,0.54,0.55
36054,36054,0.53,0.55,0.65,0.49,0.4
36020,36020,0.78,0.78,0.76,0.75,0.55
36426,36426,0.68,0.78,0.8,0.42,0.43
36432,36432,0.66,0.86,0.55,0.32,0.47
36475,36475,0.72,0.85,0.85,0.24,0.44
36502,36502,0.77,0.89,0.75,0.33,0.6
36562,36562,0.61,0.7,0.68,0.17,0.62
36503,36503,0.8,0.94,0.85,0.4,0.51
35901,35901,0.6,0.66,0.66,0.47,0.43
35904,35904,0.61,0.79,0.77,0.26,0.37
35954,35954,0.6,0.67,0.71,0.29,0.52
35906,35906,0.52,0.5,0.57,0.41,0.55
35907,35907,0.16,0.2,0.54,0.15,0.17
35903,35903,0.62,0.73,0.74,0.49,0.39
35905,35905,0.2,0.38,0.56,0.07,0.17
35545,35545,0.66,0.59,0.72,0.2,0.86
35555,35555,0.71,0.74,0.81,0.19,0.75
35574,35574,0.47,0.62,0.64,0.15,0.41
35542,35542,0.68,0.83,0.81,0.06,0.65
35593,35593,0.47,0.71,0.56,0.08,0.41
35443,35443,0.91,0.96,0.89,0.44,0.8
35448,35448,0.9,0.96,0.84,0.43,0.83
35462,35462,0.9,0.96,0.86,0.43,0.8
35463,35463,0.37,0.44,0.74,0.24,0.26
35469,35469,0.76,0.83,0.83,0.38,0.66
36303,36303,0.68,0.67,0.79,0.47,0.59
36319,36319,0.52,0.7,0.82,0.26,0.22
36345,36345,0.52,0.61,0.74,0.26,0.39
36301,36301,0.67,0.73,0.84,0.43,0.48
36305,36305,0.41,0.36,0.65,0.31,0.46
35740,35740,0.76,0.76,0.99,0.43,0.45
35772,35772,0.77,0.83,0.89,0.16,0.77
35746,35746,0.75,0.82,0.85,0.15,0.76
35752,35752,0.5,0.65,0.63,0.09,0.51
35768,35768,0.67,0.72,0.66,0.29,0.69
35769,35769,0.4,0.55,0.66,0.13,0.34
35776,35776,0.61,0.79,0.54,0.17,0.62
35206,35206,0.79,0.82,0.82,0.69,0.65
35215,35215,0.72,0.77,0.82,0.58,0.46
35217,35217,0.81,0.87,0.89,0.66,0.48
35235,35235,0.48,0.5,0.71,0.54,0.3
35261,35261,0.99,0.94,0.98,0.87,0.9
35207,35207,0.82,0.92,0.79,0.55,0.5
35212,35212,0.74,0.79,0.67,0.7,0.54
35222,35222,0.53,0.6,0.51,0.33,0.58
35214,35214,0.63,0.66,0.84,0.51,0.35
35204,35204,0.8,0.91,0.66,0.69,0.54
35208,35208,0.85,0.84,0.83,0.64,0.69
35218,35218,0.84,0.86,0.9,0.58,0.62
35234,35234,0.91,0.96,0.74,0.64,0.8
35210,35210,0.54,0.45,0.58,0.43,0.61
35213,35213,0.21,0.12,0.4,0.19,0.47
35064,35064,0.84,0.81,0.79,0.57,0.83
35127,35127,0.32,0.39,0.53,0.47,0.22
35224,35224,0.64,0.85,0.77,0.37,0.25
35228,35228,0.8,0.83,0.82,0.64,0.61
35211,35211,0.76,0.78,0.75,0.66,0.58
35205,35205,0.5,0.47,0.16,0.5,0.8
35209,35209,0.31,0.32,0.17,0.49,0.47
35221,35221,0.79,0.84,0.93,0.68,0.41
35023,35023,0.55,0.64,0.79,0.34,0.36
35020,35020,0.87,0.9,0.86,0.72,0.59
35022,35022,0.39,0.4,0.44,0.55,0.35
35259,35259,0.12,0.1,0.12,0.23,0.4
35223,35223,0.07,0.05,0.31,0.16,0.19
35219,35219,0.06,0.04,0.15,0.37,0.12
35253,35253,0.04,0.0,0.32,0.02,0.2
35243,35243,0.07,0.17,0.15,0.16,0.12
35094,35094,0.43,0.45,0.66,0.37,0.34
35015,35015,0.33,0.36,0.32,0.34,0.44
35173,35173,0.28,0.27,0.42,0.28,0.39
35126,35126,0.25,0.39,0.5,0.33,0.14
35133,35133,0.58,0.76,0.79,0.22,0.33
35146,35146,0.34,0.48,0.58,0.14,0.33
35048,35048,0.45,0.25,0.66,0.49,0.58
35123,35123,0.14,0.31,0.4,0.13,0.11
35071,35071,0.45,0.4,0.65,0.41,0.43
35091,35091,0.18,0.35,0.63,0.06,0.12
35116,35116,0.33,0.5,0.68,0.15,0.2
35172,35172,0.53,0.7,0.79,0.24,0.28
35062,35062,0.4,0.64,0.74,0.1,0.19
35063,35063,0.57,0.79,0.75,0.05,0.43
35036,35036,0.61,0.69,0.65,0.38,0.52
35073,35073,0.59,0.75,0.76,0.37,0.31
35117,35117,0.45,0.5,0.61,0.31,0.4
35139,35139,0.51,0.7,0.67,0.12,0.39
35181,35181,0.51,0.7,0.67,0.12,0.39
35068,35068,0.36,0.35,0.72,0.48,0.2
35119,35119,0.54,0.48,0.78,0.38,0.49
35220,35220,0.93,0.74,1.0,0.57,0.88
35005,35005,0.74,0.82,0.84,0.35,0.55
35130,35130,0.66,0.8,0.8,0.24,0.46
35118,35118,0.52,0.76,0.75,0.24,0.2
35061,35061,0.76,0.76,0.84,0.42,0.71
35231,35231,0.44,0.58,0.82,0.39,0.13
35060,35060,0.79,0.8,0.98,0.31,0.61
35242,35242,0.1,0.14,0.23,0.3,0.18
35216,35216,0.41,0.26,0.46,0.56,0.52
35266,35266,0.19,0.06,0.57,0.16,0.44
35244,35244,0.22,0.17,0.22,0.52,0.29
35111,35111,0.31,0.47,0.31,0.3,0.3
35080,35080,0.08,0.12,0.2,0.4,0.07
35142,35142,0.25,0.14,0.1,0.61,0.5
35226,35226,0.13,0.1,0.31,0.36,0.18
35260,35260,0.02,0.06,0.27,0.26,0.01
35563,35563,0.79,0.78,0.94,0.25,0.77
35576,35576,0.42,0.58,0.58,0.14,0.37
35586,35586,0.77,0.88,0.92,0.18,0.58
35592,35592,0.75,0.82,0.82,0.13,0.8
35630,35630,0.66,0.7,0.54,0.43,0.66
35634,35634,0.38,0.41,0.53,0.16,0.52
35633,35633,0.27,0.43,0.58,0.11,0.22
35677,35677,0.49,0.61,0.81,0.05,0.42
35617,35617,0.19,0.4,0.46,0.03,0.17
35645,35645,0.4,0.41,0.59,0.13,0.57
35648,35648,0.38,0.57,0.58,0.06,0.37
35652,35652,0.42,0.57,0.57,0.16,0.39
35610,35610,0.3,0.64,0.49,0.12,0.12
35614,35614,0.6,0.69,0.72,0.36,0.4
35618,35618,0.75,0.78,0.95,0.42,0.43
35650,35650,0.57,0.71,0.68,0.24,0.48
35651,35651,0.56,0.69,0.65,0.23,0.48
35619,35619,0.46,0.69,0.59,0.1,0.35
36830,36830,0.43,0.49,0.21,0.51,0.6
36832,36832,0.39,0.64,0.16,0.5,0.44
36849,36849,0.55,0.79,0.02,0.42,0.86
36804,36804,0.44,0.44,0.66,0.41,0.34
36831,36831,0.62,0.71,0.08,0.54,0.84
36865,36865,0.62,0.71,0.08,0.54,0.84
36867,36867,0.65,0.69,0.75,0.38,0.53
36870,36870,0.47,0.6,0.77,0.31,0.24
36877,36877,0.45,0.56,0.79,0.2,0.3
36874,36874,0.39,0.45,0.73,0.16,0.34
35613,35613,0.42,0.57,0.46,0.29,0.35
35620,35620,0.49,0.57,0.63,0.27,0.42
35739,35739,0.28,0.56,0.3,0.15,0.22
35773,35773,0.35,0.57,0.35,0.23,0.28
35647,35647,0.16,0.49,0.2,0.05,0.16
35611,35611,0.64,0.72,0.65,0.44,0.53
35742,35742,0.25,0.36,0.49,0.13,0.28
35749,35749,0.18,0.24,0.33,0.36,0.16
35756,35756,0.26,0.32,0.39,0.44,0.21
35757,35757,0.16,0.18,0.31,0.35,0.21
35615,35615,0.27,0.36,0.45,0.44,0.15
35649,35649,0.27,0.36,0.45,0.44,0.15
35671,35671,0.41,0.64,0.33,0.53,0.17
36075,36075,0.67,0.85,0.69,0.42,0.39
36083,36083,0.76,0.83,0.81,0.48,0.54
36088,36088,0.71,0.86,0.63,0.51,0.49
36089,36089,0.77,0.85,0.59,0.46,0.73
36087,36087,0.82,0.83,0.89,0.51,0.67
35811,35811,0.41,0.49,0.55,0.3,0.37
35810,35810,0.76,0.78,0.86,0.7,0.45
35806,35806,0.41,0.45,0.12,0.51,0.54
35816,35816,0.79,0.82,0.34,0.69,0.8
35762,35762,0.96,0.84,0.91,0.82,0.94
35801,35801,0.35,0.43,0.4,0.35,0.36
35758,35758,0.25,0.22,0.24,0.48,0.34
35741,35741,0.09,0.09,0.28,0.18,0.16
35802,35802,0.31,0.31,0.5,0.27,0.33
35805,35805,0.88,0.84,0.68,0.78,0.79
35803,35803,0.25,0.17,0.6,0.31,0.3
35815,35815,0.04,0.12,0.23,0.06,0.1
35824,35824,0.23,0.18,0.17,0.45,0.44
35748,35748,0.31,0.5,0.38,0.18,0.27
35750,35750,0.4,0.57,0.6,0.12,0.34
35761,35761,0.41,0.53,0.49,0.24,0.38
35759,35759,0.32,0.45,0.55,0.26,0.22
35767,35767,0.21,0.21,0.47,0.14,0.35
35763,35763,0.14,0.13,0.28,0.19,0.25
35760,35760,0.4,0.66,0.57,0.07,0.29
35812,35812,0.13,0.33,0.05,0.29,0.25
35813,35813,0.22,0.17,0.15,0.46,0.43
35894,35894,0.22,0.17,0.15,0.46,0.43
36732,36732,0.76,0.75,0.83,0.35,0.72
36742,36742,0.78,0.83,0.67,0.41,0.77
36736,36736,0.68,0.77,0.89,0.41,0.35
36738,36738,0.7,0.9,0.65,0.37,0.42
36748,36748,0.7,0.71,0.62,0.43,0.72
36754,36754,0.69,0.79,0.72,0.41,0.5
36763,36763,0.7,0.71,0.61,0.43,0.73
36769,36769,0.72,0.88,0.63,0.5,0.42
36782,36782,0.64,0.75,0.89,0.33,0.33
36745,36745,0.63,0.56,0.96,0.28,0.51
35543,35543,0.58,0.77,0.9,0.04,0.37
35564,35564,0.52,0.86,0.69,0.03,0.26
35570,35570,0.67,0.71,0.8,0.29,0.61
35571,35571,0.54,0.83,0.51,0.11,0.41
35594,35594,0.63,0.63,0.96,0.13,0.55
35548,35548,0.52,0.76,0.68,0.03,0.43
35554,35554,0.62,0.73,0.88,0.05,0.57
35747,35747,0.33,0.63,0.38,0.11,0.25
35976,35976,0.62,0.64,0.74,0.28,0.64
35016,35016,0.56,0.62,0.82,0.21,0.48
35175,35175,0.33,0.56,0.53,0.18,0.18
35754,35754,0.41,0.62,0.38,0.26,0.31
35087,35087,0.46,0.68,0.55,0.17,0.35
35950,35950,0.73,0.7,0.71,0.64,0.63
35951,35951,0.78,0.75,0.68,0.61,0.74
35962,35962,0.79,0.75,0.65,0.64,0.75
35957,35957,0.76,0.74,0.82,0.59,0.62
35980,35980,0.71,0.82,0.74,0.49,0.46
35956,35956,0.55,0.71,0.87,0.14,0.33
36603,36603,0.78,0.86,0.81,0.54,0.53
36610,36610,0.8,0.95,0.8,0.53,0.38
36617,36617,0.83,0.88,0.87,0.56,0.6
36604,36604,0.44,0.5,0.37,0.3,0.55
36607,36607,0.69,0.71,0.63,0.36,0.78
36606,36606,0.59,0.71,0.66,0.42,0.43
36605,36605,0.68,0.74,0.81,0.52,0.39
36693,36693,0.43,0.34,0.62,0.42,0.49
36660,36660,0.91,0.91,0.92,0.59,0.77
36670,36670,0.98,0.97,0.98,0.44,0.98
36609,36609,0.47,0.5,0.52,0.58,0.33
36616,36616,0.74,0.75,0.82,0.57,0.52
36691,36691,0.54,0.59,0.78,0.69,0.15
36612,36612,0.89,0.96,0.97,0.52,0.55
36613,36613,0.63,0.66,0.73,0.37,0.55
36618,36618,0.62,0.69,0.59,0.53,0.45
36575,36575,0.47,0.59,0.53,0.32,0.38
36689,36689,0.04,0.01,0.17,0.02,0.25
36685,36685,0.17,0.22,0.21,0.31,0.26
36695,36695,0.39,0.38,0.45,0.39,0.46
36525,36525,0.47,0.7,0.71,0.22,0.24
36571,36571,0.63,0.69,0.79,0.21,0.59
36572,36572,0.56,0.69,0.77,0.3,0.34
36611,36611,0.69,0.82,0.81,0.35,0.36
36615,36615,0.61,0.51,0.88,0.71,0.34
36671,36671,0.71,0.89,0.67,0.29,0.51
36505,36505,0.4,0.65,0.71,0.19,0.15
36521,36521,0.48,0.62,0.74,0.19,0.34
36522,36522,0.56,0.64,0.6,0.22,0.6
36587,36587,0.41,0.63,0.53,0.14,0.31
36541,36541,0.57,0.63,0.79,0.24,0.49
36619,36619,0.49,0.53,0.64,0.35,0.43
36582,36582,0.61,0.64,0.71,0.36,0.56
36590,36590,0.2,0.39,0.45,0.09,0.18
36675,36675,0.2,0.39,0.45,0.09,0.18
36523,36523,0.55,0.64,0.72,0.34,0.44
36528,36528,0.34,0.52,0.6,0.09,0.3
36509,36509,0.81,0.79,0.87,0.66,0.62
36544,36544,0.68,0.81,0.49,0.59,0.46
36663,36663,0.8,0.99,0.82,0.51,0.34
36445,36445,0.71,0.86,0.86,0.29,0.45
36458,36458,0.85,0.91,0.85,0.48,0.71
36460,36460,0.77,0.88,0.7,0.38,0.65
36470,36470,0.85,0.91,0.85,0.48,0.71
36482,36482,0.84,0.88,0.84,0.47,0.74
36104,36104,0.84,0.86,0.64,0.57,0.79
36110,36110,0.85,0.88,0.87,0.61,0.57
36107,36107,0.79,0.81,0.77,0.66,0.58
36105,36105,0.73,0.88,0.75,0.5,0.36
36109,36109,0.47,0.47,0.71,0.46,0.31
36106,36106,0.46,0.36,0.47,0.53,0.55
36111,36111,0.65,0.69,0.79,0.53,0.38
36116,36116,0.65,0.65,0.64,0.69,0.53
36125,36125,0.72,0.95,0.7,0.52,0.26
36108,36108,0.88,0.93,0.91,0.58,0.58
36117,36117,0.4,0.37,0.44,0.62,0.36
36120,36120,0.75,0.81,0.6,0.65,0.59
36123,36123,0.7,0.41,0.7,0.75,0.82
36121,36121,0.68,0.58,0.72,0.54,0.72
36013,36013,0.08,0.13,0.23,0.29,0.09
36064,36064,0.2,0.19,0.37,0.42,0.23
36029,36029,0.52,0.75,0.46,0.51,0.22
36052,36052,0.2,0.35,0.35,0.29,0.09
36057,36057,0.05,0.12,0.19,0.29,0.06
36069,36069,0.46,0.73,0.54,0.27,0.21
35601,35601,0.72,0.66,0.73,0.67,0.64
35603,35603,0.51,0.53,0.68,0.38,0.47
35673,35673,0.42,0.57,0.59,0.23,0.34
35640,35640,0.38,0.42,0.7,0.21,0.36
35670,35670,0.51,0.68,0.52,0.17,0.51
35466,35466,0.52,0.67,0.7,0.22,0.39
35481,35481,0.91,0.86,0.92,0.6,0.83
35447,35447,0.92,0.92,0.63,0.75,0.9
35442,35442,0.87,0.89,0.8,0.51,0.83
35461,35461,0.6,0.75,0.65,0.26,0.48
36081,36081,0.77,0.82,0.4,0.58,0.82
36079,36079,0.55,0.67,0.42,0.32,0.58
36274,36274,0.72,0.67,0.69,0.31,0.84
36276,36276,0.66,0.84,0.44,0.2,0.69
36278,36278,0.62,0.67,0.66,0.22,0.67
36280,36280,0.53,0.61,0.7,0.27,0.44
36869,36869,0.78,0.8,0.78,0.54,0.7
36856,36856,0.51,0.57,0.68,0.54,0.27
36875,36875,0.55,0.6,0.55,0.51,0.45
35004,35004,0.28,0.41,0.5,0.16,0.26
35054,35054,0.35,0.47,0.67,0.15,0.3
35125,35125,0.61,0.73,0.65,0.31,0.48
35128,35128,0.59,0.67,0.76,0.3,0.48
35178,35178,0.6,0.7,0.84,0.3,0.37
35135,35135,0.63,0.79,0.74,0.33,0.38
35112,35112,0.25,0.39,0.67,0.06,0.22
35120,35120,0.4,0.51,0.45,0.17,0.49
35953,35953,0.61,0.7,0.75,0.14,0.6
35147,35147,0.23,0.35,0.44,0.27,0.12
35043,35043,0.21,0.22,0.35,0.3,0.29
35051,35051,0.61,0.52,0.57,0.4,0.75
