ZCTA,totUnits,occP,vacantP,mobileP,lngTermP,rentalP,unitDens
"93250","3797","98.31","1.69","3.11","23.49","44.55",44.89576205
"93251","87","89.66","10.34","26.44","41.92","37.18",0.650156829
"93252","735","73.74","26.26","38.1","25.35","42.62",1.081794328
"93254","353","79.32","20.68","15.58","16.55","43.93",2.584808606
"93255","487","66.94","33.06","58.52","35.43","15.03",2.249443702
"93256","1673","93.25","6.75","19.37","18.62","63.14",20.94264842
"93257","23633","92.26","7.74","8.74","20.21","46.79",53.1034548
"93258","614","90.88","9.12","6.68","24.1","53.58",1419.159085
"93260","498","17.47","82.53","8.63","13.6","34.48",15.12698377
"93261","770","96.49","3.51","3.9","35.99","60.16",90.6912604
"93262","0",,,,,,0
"93263","5927","93.07","6.93","6.16","18.11","48.62",65.42489443
"93265","2288","75.04","24.96","9.48","19.73","18.52",6.116872539
"93266","339","100","0","3.54","28.09","69.03",6.083128412
"93267","1957","90.65","9.35","16.61","33.65","45.1",26.03328456
"93268","6535","87.38","12.62","5.42","16.66","47.41",155.7096327
"93270","1776","88.34","11.66","25.84","30.96","37.92",28.74652385
"93271","1457","73.78","26.22","1.03","28.91","17.95",3.837983777
"93272","1107","98.83","1.17","5.87","28.11","63.07",13.21676384
"93274","23047","93.63","6.37","4.74","18.15","44.85",107.6565364
"93276","64","95.31","4.69","62.5","13.98","54.1",93.42839251
"93277","19203","93.85","6.15","5.54","17.5","43.99",480.2538436
"93280","6774","92.28","7.72","5.21","22.5","43.1",21.03350552
"93283","1354","75.92","24.08","65.36","35.25","23.74",6.627601403
"93285","2436","49.59","50.41","46.26","38.08","15.48",51.6483375
"93286","3123","91.55","8.45","5.32","31.26","40.22",36.55417716
"93287","59","76.27","23.73","40.68","26.04","0",1.056090821
"93291","17786","94.28","5.72","2.73","14.92","36.85",210.1621227
"93292","14062","94.4","5.6","4.22","16.94","38.89",129.3762089
"93301","5311","87.57","12.43","7.15","7.91","70.61",1270.250446
"93304","16240","92.73","7.27","2.72","17.42","55.7",2138.347987
"93305","11957","90.69","9.31","1.05","15.9","64.67",2014.817534
"93306","23670","93.96","6.04","4.54","18.19","36.1",268.7327391
"93307","23851","92.26","7.74","6.1","18.63","48.39",171.7203809
"93308","21314","91.27","8.73","6.49","14.22","54.31",67.44963864
"93309","23131","93.89","6.11","0.8","18.77","54.84",2178.356537
"93311","15267","95.31","4.69","0.38","10.12","28.95",90.0789913
"93312","20298","96.36","3.64","1.08","13.15","21.95",1334.222886
"93313","14651","95.43","4.57","5.2","11.68","27.47",146.9858778
"93314","9219","96.91","3.09","6.84","12.65","15.41",93.16944578
"93401","13156","91.88","8.12","8.76","19.03","53.76",188.1870633
"93402","6850","94.93","5.07","8.91","30.32","30.76",235.4556173
"93405","9490","90.35","9.65","4.14","15.75","65.65",108.1084809
"93410","0",,,,,,0
"93420","12761","91.17","8.83","9.07","28.01","31.33",68.11016237
"93422","13348","95.83","4.17","3.51","25.04","35.25",220.5202857
"93424","848","60.38","39.62","5.66","37.37","45.9",322.1685532
"93426","1318","37.71","62.29","12.52","29.8","20.32",6.209505637
"93427","2270","93.52","6.48","16.7","27.54","32.64",40.55330957
"93428","4319","66.71","33.29","2.82","30.25","27.07",56.0888754
"93429","36","100","0","19.44","77.48","0",4.837705713
"93430","2580","57.29","42.71","3.22","24.15","38.77",35.71087212
"93432","647","69.71","30.29","15.77","27.11","10.86",7.185226704
"93433","5748","90.74","9.26","3.2","17.72","54.64",2656.903303
"93434","2089","96.41","3.59","0","31.7","48.96",63.27457932
"93436","18749","95.89","4.11","3.81","19.97","48.85",85.59817819
"93437","961","95.42","4.58","0","0","100",24.76884746
"93440","520","93.27","6.73","16.92","30.01","46.8",12.93536972
"93441","468","86.11","13.89","1.07","42.22","27.54",8.527495633
"93442","6505","76.37","23.63","9.81","24.33","40.84",144.9765523
"93444","7767","92.03","7.97","9.89","23.7","25.39",112.7747812
"93445","3128","78.9","21.1","18.16","13.48","40.92",186.1416692
"93446","19538","89.25","10.75","7.22","17.74","33.79",46.71427145
"93449","5806","73.11","26.89","14","28.9","38.12",580.9474021
"93450","266","86.09","13.91","21.05","37.34","78.6",1.567061999
"93451","1506","88.38","11.62","8.76","14.79","36.29",2.951899468
"93452","385","71.95","28.05","7.27","33.94","76.17",3.374054447
"93453","1468","89.17","10.83","24.39","61.43","29.34",2.35691697
"93454","12450","93.94","6.06","4.25","17.93","48.13",29.15704576
"93455","15905","95.85","4.15","6.88","28.65","25.99",147.1285796
"93458","13542","97.7","2.3","7.98","15.65","55.82",494.6835989
"93460","2295","84.49","15.51","3.75","34.76","23",18.59833012
"93461","642","83.96","16.04","4.52","23.29","50.65",1.812719772
"93463","3620","89.7","10.3","3.43","29.5","37.05",119.8804745
"93465","3720","88.31","11.69","14.33","27.44","24.84",42.26010783
"93501","2380","77.52","22.48","15.59","15.59","59.67",14.52472891
"93505","4596","87.21","12.79","3.85","12.97","49.1",58.75121406
"93510","2888","93.59","6.41","7.72","30.53","8.32",40.16146003
"93512","160","83.75","16.25","46.25","40.58","16.42",1.265626598
"93513","875","85.71","14.29","16","33.01","29.07",1.359829087
"93514","6893","89.35","10.65","22.02","23.43","33.97",6.177870447
"93516","1226","80.42","19.58","12.48","19.14","45.33",63.57420901
"93517","668","34.73","65.27","4.34","52.3","2.59",1.126125944
"93518","625","68","32","39.52","23.92","25.18",2.096378805
"93519","69","31.88","68.12","17.39","100","0",0.872855163
"93522","43","100","0","41.86","21.43","0",0.930671959
"93523","1501","76.02","23.98","5.4","6.89","80.72",15.40883539
"93524","0",,,,,,0
"93526","414","69.57","30.43","21.26","29.22","31.94",3.027299462
"93527","931","72.5","27.5","58","37.39","27.11",1.707279489
"93528","163","49.08","50.92","46.63","0","62.5",42.90773298
"93529","761","26.28","73.72","0","24.8","19.5",24.85363925
"93530","28","53.57","46.43","21.43","33.33","0",30.70802059
"93531","192","67.19","32.81","0","41.49","20.16",5.595001106
"93532","1186","87.61","12.39","1.94","34.19","25.31",10.43334667
"93534","15929","87.53","12.47","2.94","12.97","66.55",897.8559872
"93535","23329","89.91","10.09","16.59","16.51","43.77",90.43929097
"93536","23100","93.2","6.8","2.4","15.47","32.11",95.15206019
"93541","332","43.98","56.02","17.47","0","37.67",1.239920128
"93543","3997","92.84","7.16","1.43","27.35","34.57",67.28481527
"93544","682","76.39","23.61","18.48","27.45","9.4",6.225269306
"93545","1015","81.67","18.33","10.25","17.28","43.43",9.500642562
"93546","10606","29.04","70.96","3.01","18.43","48.08",61.56585005
"93549","280","40","60","39.64","37.88","20.54",0.834623105
"93550","23396","92.23","7.77","3.9","14.54","47.32",119.2686951
"93551","17040","93.5","6.5","3.57","18.26","23.22",232.9756972
"93552","10802","92.32","7.68","6.63","16.37","24.44",222.8481948
"93553","724","100","0","4.01","37.62","25.28",8.371560533
"93554","102","54.9","45.1","0","0","16.07",1.376965756
"93555","14646","88.62","11.38","14.26","25","34.79",179.5625554
"93558","99","31.31","68.69","31.31","60","51.61",26.98132142
"93560","7913","88.07","11.93","22.73","16.4","37.42",49.5929643
"93561","13311","86.95","13.05","3.69","19.07","24.8",50.40225788
"93562","1064","71.05","28.95","1.41","22.81","48.28",26.90295795
"93563","140","90.71","9.29","0","30.07","29.13",3.483561591
"93591","2145","87.93","12.07","1.4","24.6","29.59",26.03236761
"93592","69","71.01","28.99","52.17","28.57","46.94",0.459561231
"93601","708","92.09","7.91","20.62","46.18","24.69",15.85999557
"93602","1827","82.05","17.95","18.12","32.64","14.01",12.72183969
"93603","165","44.24","55.76","16.97","24.59","36.99",3.791726493
"93604","1168","26.54","73.46","5.82","46.52","4.84",8.302946281
"93605","105","50.48","49.52","0","9.39","67.92",252.1221089
"93606","234","94.44","5.56","0","26.24","44.34",1557.734569
"93608","303","89.11","10.89","0","35.22","53.33",2.780430482
"93609","1600","96.12","3.88","7.81","22.07","47.79",26.0286358
"93610","5470","89.41","10.59","5.81","11.31","49.27",20.09517995
"93611","16005","97.56","2.44","0.15","20.42","27.35",1435.731814
"93612","14268","95.36","4.64","5.2","12.19","64.11",2181.863784
"93614","5029","90.71","9.29","14.97","23.95","12.41",43.78642952
"93615","1592","95.54","4.46","6.16","26.33","55.56",95.16228753
"93616","710","96.62","3.38","7.46","16.29","46.21",51.17659697
"93618","8354","96.65","3.35","6.5","21.26","47.72",125.3470877
"93619","13051","94.57","5.43","2.74","15.32","13.78",73.15370903
"93620","3136","90.11","9.89","2.46","17.88","39.03",17.95353629
"93621","315","20.32","79.68","55.24","35.11","48.44",4.75388693
"93622","2971","94.92","5.08","9.26","22.37","59.26",8.380388617
"93623","265","21.89","78.11","0","21.74","0",8.595184983
"93624","262","83.21","16.79","20.23","7.37","97.25",2.338528562
"93625","2436","96.47","3.53","4.43","21.12","49.32",98.54329222
"93626","752","96.01","3.99","17.55","9.43","16.2",7.552465454
"93627","41","95.12","4.88","4.88","0","100",1.149830368
"93628","475","18.32","81.68","4.42","0","56.32",13.23607904
"93630","5589","95.56","4.44","6.89","12.45","49.52",35.90518784
"93631","5612","95.33","4.67","7.52","24.36","35.35",69.94700784
"93633","423","0","100","0",,,20.16864735
"93634","709","0.28","99.72","0","100","0",0.5984585
"93635","11982","94.75","5.25","3.1","11.91","44.97",46.14942202
"93636","4283","94.42","5.58","3.97","32.37","10.71",21.90614971
"93637","13253","92.85","7.15","2.12","17.92","42.21",48.99277506
"93638","13015","94.31","5.69","2.75","21.91","48.43",137.2427074
"93640","2978","95.6","4.4","1.31","16.92","64.45",26.34045585
"93641","397","28.46","71.54","13.1","35.97","19.47",12.43299233
"93643","1875","67.04","32.96","18.24","28.61","20.21",15.05833807
"93644","4384","80.82","19.18","12.98","21.78","28.17",47.26043965
"93645","114","77.19","22.81","31.58","43.9","0",2.131859365
"93646","2976","93.62","6.38","1.75","16.55","58.76",69.85040448
"93647","3119","92.63","7.37","11.13","27.61","51.02",29.18662731
"93648","4550","94.48","5.52","2.13","22.34","57.5",198.4061042
"93650","1408","92.9","7.1","27.7","21.54","54.2",1989.257078
"93651","778","91.65","8.35","9.64","35.04","12.9",27.08755897
"93652","117","88.03","11.97","30.77","24.65","64.08",56.67291129
"93653","649","81.66","18.34","10.79","41.29","10.57",2.734189114
"93654","9262","94.5","5.5","4.38","27.3","35.09",93.93780486
"93656","1823","91.61","8.39","13.6","28.73","47.13",16.59486998
"93657","11284","93.31","6.69","7.97","25.74","37.7",52.83377436
"93660","1245","89.96","10.04","5.78","24.17","63.21",15.32913785
"93662","9151","92.84","7.16","7.84","23.03","42.14",116.148935
"93664","2346","8.95","91.05","0.26","31.13","20.48",12.23715897
"93665","284","88.03","11.97","0","21.49","14.4",337.5703252
"93666","260","88.85","11.15","24.62","24.37","83.12",695.2646838
"93667","1083","80.79","19.21","33.89","43.56","22.29",9.724635018
"93668","359","100","0","0","15.46","43.45",10.66630674
"93669","182","43.96","56.04","0","62.8","41.25",26.74423163
"93673","193","95.34","4.66","11.4","31.49","46.2",232.0492258
"93675","1536","83.72","16.28","37.7","30.49","9.95",19.48910689
"93701","4139","81.57","18.43","0","11.78","85.34",2731.895539
"93702","12749","93.29","6.71","1.18","20.86","65.7",2420.266585
"93703","10674","92.65","7.35","1.05","18.77","62.37",2258.000703
"93704","12244","92.31","7.69","0.82","23.57","46.61",2233.703023
"93705","12808","94.54","5.46","2.83","18.69","58.79",2634.757972
"93706","12070","91.86","8.14","4.19","21.98","60.04",73.87426022
"93710","12150","92.49","7.51","0.13","18.87","60.07",1738.31255
"93711","16987","93.87","6.13","0.51","30.59","41.04",1506.003173
"93720","18882","95.22","4.78","3.35","20.19","42.74",1904.074912
"93721","2205","90.7","9.3","0","7.38","88.65",1075.528122
"93722","26270","94.09","5.91","4.21","13.69","43.2",1366.105533
"93723","3976","96.48","3.52","4.58","15.11","19.08",93.25396342
"93725","7185","92.78","7.22","11.76","21.74","46.79",109.7622064
"93726","15050","93.89","6.11","1.04","16.38","61.4",2390.882683
"93727","25587","94.67","5.33","1.07","14.14","42.59",790.3119425
"93728","6255","92.42","7.58","4.68","14.02","59.35",2044.988239
"93730","4292","98.39","1.61","0","17.95","25.2",538.5978803
"93901","10239","94.64","5.36","2.81","19.7","58.11",700.4495089
"93905","13280","97.13","2.87","3.47","16.5","61.61",1427.23558
"93906","17652","95.85","4.15","5.17","19.84","47.64",1349.919835
"93907","7632","94.8","5.2","7.32","33.53","28.03",141.4330413
"93908","4834","93.38","6.62","3.72","37.75","18.45",22.5265623
"93920","671","72.28","27.72","15.05","13.79","80.41",1.819024118
"93921","3541","47.27","52.73","1.52","31.16","39.84",3938.7228
"93923","7304","75.15","24.85","2.37","33.76","22.7",56.63338
"93924","3106","82.1","17.9","2.96","38.64","25.84",16.35856392
"93925","465","90.32","9.68","10.97","26.82","60.48",8.545670194
"93926","2352","98.43","1.57","8.04","23.82","52.48",39.70002721
"93927","4519","91.46","8.54","3.08","16.37","54.44",17.12568931
"93928","27","62.96","37.04","0","0","100",1.412603192
"93930","4542","93.68","6.32","12.37","19.24","49.17",12.57851058
"93932","311","83.6","16.4","52.41","13.83","48.08",3.088386505
"93933","9591","92.15","7.85","4.66","21.66","59.72",745.637019
"93940","15040","86.73","13.27","0.61","19.73","57.38",733.9363805
"93943","0",,,,,,0
"93950","8441","81.09","18.91","1.95","25.76","52.46",2944.957972
"93953","2855","61.3","38.7","0.84","44.64","16.86",355.0981383
"93954","106","94.34","5.66","13.21","22.03","58",2.891843169
"93955","11500","92.23","7.77","2.93","23.03","59.65",407.2573381
"93960","4469","91.32","8.68","7.36","13.98","40.9",21.90406052
"93962","171","83.04","16.96","0","23.12","47.18",1399.880522
"94002","11015","94.24","5.76","0.48","28.28","39.23",1945.798097
"94005","1932","95.03","4.97","0","24.5","26.25",439.5322155
"94010","17378","92.28","7.72","0.14","27.98","41.01",1467.63335
"94014","14402","97.4","2.6","3.33","35.59","41.77",2285.738692
"94015","20842","96.21","3.79","0.08","31.91","44.15",3624.161732
"94019","7856","93.28","6.72","7.55","25.25","30.08",149.3690716
"94020","687","88.36","11.64","8.01","48.07","28.17",12.32002588
"94021","61","100","0","0","0","77.05",13.4357737
"94022","7717","92.85","7.15","0","34.57","19.39",441.7488969
"94024","8119","96.63","3.37","0.27","35.4","11.04",1109.762653
"94025","16036","93.32","6.68","0.05","27.3","38.71",1339.106766
"94027","2540","91.06","8.94","0.16","37.6","7.83",488.7890068
"94028","2729","93.18","6.82","1.36","46.15","19.15",179.1820608
"94030","8591","93.67","6.33","0.05","30.99","35.86",2535.137627
"94037","1196","88.96","11.04","0","52.64","14.94",207.1613807
"94038","1149","96.61","3.39","26.11","36.69","22.79",729.0759173
"94040","15323","94.26","5.74","1.83","17.97","58.35",4155.464667
"94041","6965","91.43","8.57","6.35","13.67","68.47",4548.258917
"94043","13777","94.53","5.47","3.57","15.41","54.2",1290.349469
"94044","14632","95.37","4.63","0.65","35.97","31.27",997.1026915
"94060","517","61.51","38.49","1.74","14.97","24.84",7.086226849
"94061","14307","97.11","2.89","0.22","23.66","48.81",3705.971058
"94062","10896","94.05","5.95","0.2","33.34","26.45",153.6881074
"94063","10598","95.23","4.77","7.22","21.65","64.37",1601.510584
"94065","5275","98.43","1.57","0","21.52","30.8",2311.548071
"94066","15238","97.17","2.83","0.2","33.04","42.28",2487.417298
"94070","12154","95.75","4.25","0.21","31.35","27.32",1981.993429
"94074","117","80.34","19.66","0","40.61","21.28",6.307894704
"94080","22285","95.15","4.85","1.49","34.54","38.81",2154.573746
"94085","8813","94.87","5.13","1.51","12.6","62.64",2524.373172
"94086","20491","94.97","5.03","2.73","16.01","67.23",4564.874329
"94087","21302","94.73","5.27","0.06","25.78","42.72",3236.014877
"94089","8474","95.6","4.4","36.17","20.27","39.35",1414.382823
"94102","19995","89.23","10.77","0.25","15.67","91.72",29893.36138
"94103","17165","86.46","13.54","0.09","17.12","84.44",12636.28302
"94104","371","73.32","26.68","0","17.03","86.76",4783.950771
"94105","6403","76.65","23.35","0","7.03","57.29",17604.44024
"94107","15981","87.36","12.64","0.15","11.9","59.66",8916.431858
"94108","9057","86.49","13.51","0","20.77","89.72",33599.45857
"94109","37435","88.44","11.56","0","16.48","83.99",31502.54732
"94110","29999","92.46","7.54","0.41","31.03","63.94",12906.6923
"94111","2624","82.32","17.68","0","22.15","78.75",7626.40046
"94112","24260","95.9","4.1","0.06","38.28","35.7",7205.510616
"94114","18235","92.46","7.54","0.53","23.32","54.67",12790.27759
"94115","19393","88.73","11.27","0","17","73.03",17381.08866
"94116","16921","96.02","3.98","0.09","43.16","31.22",6542.037422
"94117","19919","91.39","8.61","0","20.8","69.76",11797.27925
"94118","18976","93.05","6.95","0.04","26.63","64.72",9736.606773
"94121","19189","91.93","8.07","0","38.59","56.01",6227.983798
"94122","24310","95.19","4.81","0.16","34.82","51.13",10279.91729
"94123","15200","91.57","8.43","0.11","18.08","73.93",14874.9114
"94124","11733","94.1","5.9","0.43","30.38","48.43",2381.603503
"94127","8006","94.08","5.92","0.21","42.01","20.41",4521.761241
"94128","0",,,,,,0
"94129","1302","98.92","1.08","1","0.5","99.15",565.0063593
"94130","708","84.04","15.96","0","1.11","100",803.8094286
"94131","14024","94.72","5.28","0.21","29.29","44.35",6751.570548
"94132","10972","93.69","6.31","0","28.44","57.12",3528.155176
"94133","14926","87.06","12.94","0.36","27.54","80.83",19768.06048
"94134","12606","95.54","4.46","0.51","39.06","39.48",5257.118585
"94158","4265","89.38","10.62","0","0","73.08",6483.060123
"94301","7808","91.92","8.08","0.12","27.83","48.89",3292.693093
"94303","14699","95.27","4.73","0.99","22.81","46.63",1845.330941
"94304","2000","92.25","7.75","0","6.54","86.94",307.6632501
"94305","3847","89.91","10.09","0","14.87","72.13",750.174787
"94306","11187","95.43","4.57","1.12","27.61","44.14",2667.876623
"94401","13511","92.21","7.79","0.13","20.91","51.23",4235.803605
"94402","10225","94.11","5.89","0","29.62","31.82",2102.486361
"94403","17241","95.02","4.98","0.05","24.71","44.5",3061.658624
"94404","15149","94.13","5.87","0","23.84","42.15",3523.592434
"94501","26889","94.27","5.73","0.18","22.32","58.76",3395.026767
"94502","5262","95.36","4.64","0","40.56","20.47",1963.086103
"94503","5639","96.51","3.49","12.27","14.52","22.62",436.4213948
"94505","6016","90.97","9.03","0.03","14.22","19.19",379.343671
"94506","8569","96.62","3.38","0","21.78","10.96",457.3290116
"94507","5782","92.27","7.73","0","37.34","6.47",455.4521331
"94508","1254","85.57","14.43","2.31","25.77","44.83",71.87965181
"94509","22779","94.76","5.24","1.62","18.63","45.37",1391.27394
"94510","11698","95.56","4.44","1.94","32.23","28.87",418.5149703
"94511","1421","62.28","37.72","36.59","31.59","16.16",271.2487218
"94512","16","100","0","0","100","0",0.793597583
"94513","21078","96.72","3.28","1.48","12.22","24.44",278.0578344
"94514","466","95.92","4.08","12.23","24.6","25.95",16.23162691
"94515","3716","79.92","20.08","14.21","34.97","38.11",35.17369076
"94516","66","100","0","9.09","68.24","30.3",75.47096505
"94517","4982","94.96","5.04","5.06","28.55","7.5",87.00351009
"94518","10859","97.05","2.95","6.75","26.68","31.89",1995.998891
"94519","7279","95.47","4.53","0","29.95","30.64",1658.990315
"94520","14123","95.81","4.19","3.36","15.99","66.74",1440.498169
"94521","16616","96.82","3.18","0.14","33.23","29.3",1280.76738
"94523","14306","96.9","3.1","0.52","27.46","36.55",1976.855042
"94525","1550","90.58","9.42","0","28.8","49.57",659.1193168
"94526","12744","95.99","4.01","0","32.43","16.76",853.5921969
"94528","163","100","0","0","83.71","0",69.51981645
"94530","10831","94.19","5.81","0.19","29.06","40.94",2244.884143
"94531","12970","96.43","3.57","0.29","16.43","29.94",1185.073346
"94533","24922","95.77","4.23","3.4","18.11","46.96",1153.679761
"94534","13405","96.82","3.18","0.93","21.69","23.85",169.3355404
"94535","1254","84.29","15.71","0","2.58","98.58",329.0215604
"94536","25976","94.38","5.62","1.09","23.36","42.57",1781.55638
"94538","22950","96.27","3.73","1.31","19.62","53.29",1393.303774
"94539","16926","96.4","3.6","0.3","30.88","17.1",666.0878999
"94541","22677","95.75","4.25","0.83","17.84","56.68",3053.964663
"94542","4467","96.93","3.07","0.18","24.93","33.95",783.6378176
"94544","23787","96.65","3.35","6.28","17.64","52.86",2171.006972
"94545","9675","96.54","3.46","8.34","24.09","30.46",448.9101604
"94546","16897","96.61","3.39","1.95","26.17","33.97",1771.081252
"94547","8351","96.97","3.03","0.2","24.45","19.42",1533.084259
"94548","227","86.78","13.22","6.61","43.51","25.89",82.16726019
"94549","11491","94.59","5.41","0.11","34.55","25.47",598.2695273
"94550","18800","95.94","4.06","0.21","24.96","26.89",80.83395394
"94551","15864","97.89","2.11","2.06","20.99","28.12",201.6328103
"94552","5238","97.59","2.41","0.11","36.22","10.33",116.5278007
"94553","19612","96.62","3.38","4.43","28.48","32.92",403.837958
"94555","11941","96.68","3.32","1.89","23.66","31.17",1028.484663
"94556","6049","98.35","1.65","0.08","31.69","18.96",495.0829859
"94558","27377","88.77","11.23","5.02","26.81","32.73",76.88352207
"94559","11070","92.24","7.76","1.6","21.29","50.89",302.7262851
"94560","14158","96.6","3.4","0.28","29.61","30.79",1025.46972
"94561","12625","96.76","3.24","3.85","16.26","23.49",742.6402953
"94563","7373","95.9","4.1","0.53","37.42","10.32",426.4036496
"94564","7086","94.07","5.93","0.21","34.73","30.56",1280.303789
"94565","29369","95.16","4.84","5.69","17.61","43.7",977.8495648
"94566","17189","95.61","4.39","2.03","24.86","27.96",875.7129704
"94567","327","76.76","23.24","4.89","17.73","32.67",2.488346334
"94568","18966","96.54","3.46","0.26","13.77","36.23",1240.520758
"94569","157","68.79","31.21","0","11.71","77.78",66.36104108
"94571","4981","91.45","8.55","2.65","18.94","19.91",42.34805771
"94572","3395","98.06","1.94","0.27","27.65","38.93",783.0550801
"94573","29","34.48","65.52","0","0","100",29.13927222
"94574","4783","75.56","24.44","6.21","37.53","37.02",37.4613744
"94575","0",,,,,,0
"94576","62","61.29","38.71","0","41.77","21.05",167.7338486
"94577","17922","95.93","4.07","1.24","24.94","45.88",2199.566095
"94578","15294","95.06","4.94","1.52","17.25","60.96",3407.1499
"94579","7310","96.47","3.53","4.98","30.91","27.11",2337.372554
"94580","9199","96.93","3.07","0.84","28.08","30.95",2670.068681
"94582","13907","97.94","2.06","0","6.62","29.77",1065.873017
"94583","12708","94.45","5.55","0.05","24.1","27.33",850.7560948
"94585","9572","98.15","1.85","1.62","21.31","39.98",85.15388559
"94586","370","85.68","14.32","1.62","37.71","23.34",6.349656199
"94587","22455","95.68","4.32","3.95","25.56","35.58",1138.642571
"94588","13027","96.35","3.65","0.21","24.95","32.14",409.577595
"94589","10097","95.5","4.5","6.31","27.98","39.61",878.5191477
"94590","16069","90.59","9.41","2.93","17.82","62.46",2704.548018
"94591","19669","94.86","5.14","0.56","25.18","34.99",911.4618949
"94592","308","100","0","0","0","25",72.82469189
"94595","10255","93.89","6.11","0","26.3","15.87",1906.170354
"94596","10301","94.52","5.48","0.79","24.11","58.67",1729.060596
"94597","10456","99.35","0.65","0.16","18.69","51.72",2674.071889
"94598","10708","95.69","4.31","0.06","31.51","23.72",703.5394322
"94599","1806","78.52","21.48","26.58","30.37","30.47",655.9817238
"94601","16489","93.58","6.42","0.76","19.79","68.37",5077.719474
"94602","12574","94.27","5.73","0.33","31.71","42.72",3804.177712
"94603","10434","94.89","5.11","0.91","19.04","54.15",3199.061213
"94605","16925","94.25","5.75","0.17","25.59","43.75",1889.86747
"94606","16245","93.57","6.43","0.54","19.18","80.92",7101.967794
"94607","12397","91.15","8.85","0.71","11.03","69.1",2104.095631
"94608","15194","92.89","7.11","0.2","16.23","63.55",5567.240922
"94609","10286","94.69","5.31","0","12.4","71.21",6021.186575
"94610","16230","94.44","5.56","0.71","23.65","63.29",7438.02618
"94611","17895","97.76","2.24","0.15","30.35","40.08",1694.157091
"94612","9211","95.41","4.59","0.18","8.06","91.66",10774.63695
"94613","4","100","0","0","0","100",15.74511157
"94618","7682","94.83","5.17","0.22","29.74","35.46",3166.524227
"94619","9748","92.97","7.03","0.21","28.16","34.16",624.3400458
"94621","10522","91.26","8.74","0.42","19.27","67.48",1353.206193
"94702","8021","93.08","6.92","0.69","27.5","54.71",6295.967977
"94703","9401","92.85","7.15","0","28.2","57.81",7035.166021
"94704","8697","91.96","8.04","0.4","10.03","89.33",8146.554016
"94705","6093","95.27","4.73","0","32.41","43.94",1843.40022
"94706","8406","94.04","5.96","0.08","19.89","52.79",5691.950525
"94707","5054","96.18","3.82","0.24","45.94","16.25",2981.247774
"94708","5053","95.23","4.77","0.16","38.19","14.67",1489.796409
"94709","5373","93.13","6.87","0.28","18.7","71.46",9140.311883
"94710","3231","90.87","9.13","0","27.92","65.8",1500.991987
"94720","22","100","0","0","92.06","0",35.37825175
"94801","10311","89.84","10.16","0.61","13.94","56.08",920.4708795
"94803","10017","93.84","6.16","0.79","31","27.87",857.8319731
"94804","15303","94.22","5.78","0.52","20.94","54.79",2472.641083
"94805","5631","94.1","5.9","0.3","35.69","38.01",2839.62475
"94806","20886","94.67","5.33","2.68","19.36","53.61",2506.124387
"94850","0",,,,,,0
"94901","16336","95.98","4.02","0.58","23.01","54.83",1241.144247
"94903","12587","96.44","3.56","1.97","30.47","30.39",628.1121462
"94904","5665","94.53","5.47","2.72","26.39","35.89",781.9539023
"94920","5954","89.94","10.06","1.11","27.28","29.54",911.5088898
"94922","283","81.27","18.73","0","42.79","36.96",22.96364158
"94923","1286","38.88","61.12","0","32.58","39.4",60.08717668
"94924","858","65.5","34.5","0","45.13","37.54",37.13639184
"94925","4053","96.05","3.95","0.35","24.92","30.72",1281.200306
"94928","16618","96.27","3.73","7.99","21.68","47.26",2157.21576
"94929","525","14.48","85.52","7.24","7.76","43.42",494.4719868
"94930","4154","91.72","8.28","0","37.01","30.94",259.9547423
"94931","3383","95.45","4.55","3.31","20.92","40.41",532.556114
"94933","304","95.07","4.93","0","48.17","46.02",277.7277093
"94937","732","56.97","43.03","0.96","35.05","48.2",17.59629217
"94938","453","72.85","27.15","0","26.58","15.76",42.80917696
"94939","3520","93.95","6.05","0","26.7","48.62",1645.821009
"94940","138","67.39","32.61","0","24.36","17.2",6.06023602
"94941","14226","94.4","5.6","0.25","33.74","31.74",639.5344891
"94945","7503","97.37","2.63","1.25","27.92","34",284.76571
"94946","338","85.21","14.79","0","50.86","23.61",7.735488393
"94947","10647","97.29","2.71","0.22","31.34","24.4",469.1321992
"94949","7721","93.28","6.72","6.22","15.58","37.13",519.3785967
"94950","76","82.89","17.11","0","25.62","44.44",8.834840546
"94951","1968","92.02","7.98","6.05","28.62","27.33",134.2816197
"94952","14347","95.67","4.33","2.68","30.02","40.13",79.59941225
"94954","14138","97.28","2.72","6.04","30.71","32.14",228.0633629
"94956","916","71.72","28.28","0","42.14","49.47",15.68217425
"94957","542","87.45","12.55","0","39.29","14.77",474.1250616
"94960","6617","96.42","3.58","0","36.4","23.61",1114.984294
"94963","172","100","0","6.4","66.87","12.79",64.61388821
"94964","97","100","0","0","73.33","88.66",249.5450717
"94965","6459","91.42","8.58","0","23.26","52.13",477.9630639
"94970","874","41.19","58.81","0","53.7","38.06",125.8716979
"94971","214","67.29","32.71","8.88","45.85","38.89",17.28712202
"94972","12","100","0","0","0","0",1.037395366
"94973","766","98.04","1.96","3.66","35.36","21.04",192.2667658
"95002","594","94.28","5.72","25.59","35.82","29.82",50.06246012
"95003","11883","85.44","14.56","3.1","35.06","25.64",338.4585415
"95004","1274","98.27","1.73","8.08","41.25","24.76",70.1867801
"95005","2994","93.09","6.91","2.97","40.13","26.95",250.7049243
"95006","4479","89.1","10.9","1.61","33.75","24.76",83.75010174
