ZCTA,totUnits,occP,vacantP,mobileP,lngTermP,rentalP,unitDens
"11205","17664","92.24","7.76","0","23.71","75.91",18693.61394
"11206","32775","94.71","5.29","0.15","24.39","89.45",22848.51234
"11207","37265","89.2","10.8","0.07","27.68","74.61",13946.67349
"11208","36961","87.07","12.93","0.4","24.4","73.97",10331.41942
"11209","33223","88.18","11.82","0.36","28","62.36",15655.42501
"11210","24128","92.29","7.71","0.05","37.79","55.51",14697.31995
"11211","42322","93.06","6.94","0.11","27.34","83.54",18303.15646
"11212","34885","90.16","9.84","0.03","31.01","85.22",22670.5754
"11213","27467","91.12","8.88","0.01","31.74","84.4",25189.97238
"11214","33770","94.56","5.44","0.18","22.03","66.71",15569.97993
"11215","30920","92.61","7.39","0.27","24.69","59.45",14216.42508
"11216","27273","88.29","11.71","0.07","25.35","77.87",29174.4414
"11217","19287","90.46","9.54","0","27.47","70.1",25716.74138
"11218","26025","95.55","4.45","0.27","30.48","63.38",18219.00184
"11219","27060","90.28","9.72","0.18","27.09","72.63",18258.45763
"11220","30370","92.47","7.53","0.03","24.21","74",17403.91134
"11221","34797","88.72","11.28","0.11","25.62","78.47",25154.6708
"11222","18656","92.5","7.5","0.03","26.05","82.09",12156.70281
"11223","30438","91.85","8.15","0.05","27.96","64.36",14678.41768
"11224","20334","92.09","7.91","0.16","36.43","72.21",12821.06738
"11225","25461","94.67","5.33","0.2","33.92","84.33",28805.81061
"11226","40323","91.1","8.9","0.03","34","87.58",31273.15319
"11228","16476","92.9","7.1","0.15","34.19","44.84",11189.3307
"11229","33104","93.48","6.52","0.15","32.92","52.82",15330.6969
"11230","32611","93.75","6.25","0.28","31.06","70.27",17717.36166
"11231","16878","93.03","6.97","0.01","29.24","68.67",11872.53154
"11232","9287","94.89","5.11","0.29","22.65","74.78",7797.32801
"11233","32088","91.45","8.55","0.06","25.59","77.31",23789.77681
"11234","33947","93.78","6.22","0.34","36.8","32",4581.283817
"11235","35319","91.36","8.64","0.07","26.34","60.43",15737.37147
"11236","35587","93.52","6.48","0.1","36","51.24",9887.997932
"11237","17987","93.07","6.93","0","24.63","90.04",18284.0272
"11238","26697","91.95","8.05","0.22","29.13","70.15",24126.25023
"11239","6962","97.16","2.84","0","46.89","96.82",11278.71818
"11351","0",,,,,,0
"11354","22500","89.39","10.61","0.11","22.25","61.31",10329.83871
"11355","30432","90.71","9.29","0.16","23.43","69.88",17537.68085
"11356","8202","90.87","9.13","0.3","22.5","55.75",5201.499786
"11357","15973","90.87","9.13","0.15","37.13","22.57",5682.879903
"11358","13993","93.2","6.8","0.21","33.64","44.74",7180.678868
"11359","0",,,,,,0
"11360","9501","90.34","9.66","0.37","29.19","28.47",6818.299326
"11361","11086","90.44","9.56","0.4","34.62","42.65",6279.243755
"11362","7484","95.55","4.45","0.35","38.92","20.23",2957.388773
"11363","2737","97.22","2.78","0","38.78","24.54",3181.856743
"11364","14231","95.24","4.76","0.07","31.16","26.27",5767.004103
"11365","16238","95.89","4.11","0.03","28.29","52.65",6498.464789
"11366","5028","92.14","7.86","0","33.11","29.44",4600.129358
"11367","15802","92.27","7.73","0.11","27.46","53.35",6708.952536
"11368","30734","92.74","7.26","0.11","19.05","78.33",11688.01291
"11369","12931","79.61","20.39","0.26","23.85","45.51",11859.76133
"11370","10406","76.81","23.19","0.1","33.07","48.93",6982.479512
"11371","0",,,,,,0
"11372","26057","91.39","8.61","0.05","26.85","68.33",35173.6411
"11373","33886","89.37","10.63","0.09","25.61","70.57",22262.25119
"11374","20974","92.57","7.43","0","27.63","61.25",22240.34279
"11375","35281","93.13","6.87","0.21","26.66","49.18",17736.05212
"11377","33753","93.03","6.97","0.13","26.1","69.15",13306.13514
"11378","13871","90.87","9.13","0.06","29.39","49.13",5382.921914
"11379","14614","92.4","7.6","0.03","36.24","39.14",7043.628138
"11385","38325","91.65","8.35","0.1","24.07","67.91",10599.10021
"11411","6482","96.73","3.27","0.17","50.95","14.04",5549.552968
"11412","11871","92.99","7.01","0.15","39.41","25.66",7207.354594
"11413","13115","94.21","5.79","0.21","39.25","29.04",4224.974676
"11414","11409","93.61","6.39","0.66","36.4","30.22",4934.593813
"11415","9521","88.01","11.99","0","26.72","64.21",16822.89744
"11416","7768","92.91","7.09","0.05","23.45","56.71",11739.28087
"11417","9764","92.79","7.21","0.19","27.77","39.83",8725.021719
"11418","11769","92.94","7.06","0.13","26.95","56.47",7213.409089
"11419","13338","93.56","6.44","0.08","31","41.09",11915.11451
"11420","14180","92.8","7.2","0.36","35.42","33.13",6825.79559
"11421","12746","91.31","8.69","0.16","26.27","44.49",9879.431465
"11422","10356","93.21","6.79","0.1","38.13","33.71",5166.978774
"11423","10499","93.22","6.78","0.29","34.68","42.05",7418.059396
"11424","0",,,,,,0
"11425","0",,,,,,0
"11426","6584","96.54","3.46","0.21","35.13","23.98",4880.20816
"11427","7983","93.95","6.05","0.15","30.73","40.01",5049.342029
"11428","5973","93.05","6.95","0.33","37.53","31.05",7182.603043
"11429","7752","94.69","5.31","0.34","43.06","28.07",5991.521972
"11430","0",,,,,,0
"11432","20030","92.6","7.4","0.07","28.58","63.38",9319.015281
"11433","11574","90.88","9.12","0","27.93","55.55",7470.187565
"11434","22575","95.07","4.93","0.1","37.95","50.96",6907.118676
"11435","19742","95.6","4.4","0.2","27.04","63.61",12915.53589
"11436","6008","92.89","7.11","0.17","33.01","27.16",7574.267956
"11451","0",,,,,,0
"11501","7791","97.37","2.63","0.35","39.14","34.37",3801.273905
"11507","2513","95.54","4.46","0","50.49","2.54",2328.761683
"11509","1296","67.59","32.41","0","49.93","11.07",1539.024437
"11510","11149","95.51","4.49","0","40.47","13.24",2660.668197
"11514","1780","92.58","7.42","0","45.12","29.49",1984.252348
"11516","2263","95.67","4.33","0","20.64","33.86",2588.072955
"11518","4361","90.53","9.47","0.32","34.35","23.76",3173.695868
"11520","14778","95.32","4.68","0.59","36.98","33.01",2945.568463
"11530","9779","96.36","3.64","0.17","38.2","8.34",1378.620772
"11542","10690","93.15","6.85","0.64","29.48","48.38",1604.788881
"11545","4506","94.21","5.79","0.13","36.52","11.35",392.6105039
"11547","268","100","0","0","33.51","21.27",616.1947762
"11548","552","94.38","5.62","0","37.64","30.9",602.850307
"11549","0",,,,,,0
"11550","17897","91.92","8.08","0.07","26.75","54.36",4201.797501
"11552","7468","94.72","5.28","0.09","39.27","12.67",2185.281135
"11553","6722","94.09","5.91","0","35.08","26.75",1913.960506
"11554","12801","95.44","4.56","0.18","42.13","12.08",2048.337407
"11556","0",,,,,,0
"11557","2987","90.02","9.98","0","44.03","14.99",1477.681957
"11558","3121","93.78","6.22","0","39","28.15",2098.920522
"11559","3018","89.26","10.74","0","49.29","15.33",724.390526
"11560","2577","90.34","9.66","0","41.69","23.45",343.5071956
"11561","18365","87.21","12.79","0.07","32.21","40.48",4705.759851
"11563","8440","95.52","4.48","0.13","39.73","26.57",3520.959677
"11565","3233","97.93","2.07","0.28","54.6","2.5",2896.354181
"11566","11655","95.35","4.65","0.21","45.76","4.76",2142.424613
"11568","1208","89.32","10.68","0","38.79","7.23",135.2053233
"11569","609","75.04","24.96","0","34.35","27.79",1560.892532
"11570","10641","96.4","3.6","0.43","40.06","28.58",2892.024249
"11572","10597","95.83","4.17","0","43.88","11.84",2226.540258
"11575","4737","93.27","6.73","0.21","33.82","26.28",2660.476511
"11576","4799","95.54","4.46","0.44","42.14","10.45",1055.345344
"11577","4629","92.89","7.11","0","36.49","13.12",1519.328202
"11579","2070","95.02","4.98","0","45.81","27.61",1843.910895
"11580","13804","96.36","3.64","0.16","31.11","15.82",3540.05213
"11581","7233","94.76","5.24","0","33.06","17.22",2648.93168
"11590","14842","94.88","5.12","0.09","39.1","23.82",2229.242686
"11596","3654","97.62","2.38","0.22","43.14","14.13",2742.041472
"11598","4122","96.34","3.66","0.05","35.79","14.2",2069.67024
"11691","22126","93.08","6.92","0","24.64","75.9",8037.539713
"11692","7411","91.96","8.04","0.22","18.22","65.69",7392.083117
"11693","5453","88.85","11.15","0","28.54","49.31",5530.06866
"11694","9492","89.21","10.79","0.06","33.37","46.8",7103.478625
"11697","2553","53.47","46.53","2.08","38.59","3.15",983.6303343
"11701","9152","93.08","6.92","2.68","32.21","32.45",1959.980923
"11702","5504","90.52","9.48","0.15","43.77","20.86",604.5471143
"11703","5642","94.03","5.97","0","36.94","18.17",1811.884769
"11704","13288","94.58","5.42","0.23","42.96","27.51",1646.868013
"11705","2860","95.42","4.58","0.91","46.05","17.41",802.8956879
"11706","21406","86.58","13.42","0.85","35.14","26.77",1256.192706
"11709","2705","92.42","7.58","0","50.35","18.48",1789.992476
"11710","11725","96.62","3.38","0","45.76","11.97",2399.593438
"11713","3726","86.1","13.9","0","30.2","36.81",747.5769483
"11714","8288","95.5","4.5","0","48.8","10.08",1918.566874
"11715","1735","90.78","9.22","0.98","48.61","10.6",1024.900359
"11716","3725","97.32","2.68","7.73","41.44","26.48",426.5708343
"11717","14872","92.08","7.92","0.63","36.67","26.14",1363.496926
"11718","1166","98.11","1.89","0","49.38","5.42",1249.075066
"11719","1298","89.45","10.55","0","39.94","21.27",214.5391017
"11720","9457","93.63","6.37","0","44.59","18.22",1157.971185
"11721","2484","91.43","8.57","0.89","53.09","5.86",997.6940123
"11722","10359","90.46","9.54","0.29","30.94","33.56",1421.266095
"11724","1083","92.24","7.76","0","32.63","15.12",280.6197431
"11725","10170","96.59","3.41","0.05","49.93","8.21",1043.415907
"11726","6350","91.1","8.9","0.2","36.01","25.06",2514.275179
"11727","12224","90.98","9.02","0.28","33.47","35.91",1341.874324
"11729","9235","94.68","5.32","0.48","41.45","18.58",1473.949976
"11730","4849","91.54","8.46","0.91","49.61","13.25",633.9928407
"11731","10748","93.45","6.55","0","46.1","11.15",1281.526386
"11732","1543","94.36","5.64","1.17","43.72","26.99",1008.829725
"11733","6119","89.66","10.34","0","45.07","6.69",518.3551822
"11735","12120","94.71","5.29","0.23","45.1","20.16",1160.114527
"11738","5584","93.89","6.11","0","48.55","15.12",1047.119797
"11739","337","86.94","13.06","0","41.77","0",419.3642775
"11740","3538","88.75","11.25","0","47.22","18.31",954.0973495
"11741","9626","94.59","5.41","2.06","49.37","19.92",1287.755739
"11742","4653","95.34","4.66","0","46.77","18.08",930.8755967
"11743","16596","91.03","8.97","0.26","38.78","12.12",654.2414942
"11746","22940","90.22","9.78","0.11","38.34","16.19",960.3557654
"11747","7934","88.83","11.17","0","36.16","13.07",603.178187
"11749","1069","89.8","10.2","1.87","25.34","9.27",490.0200825
"11751","5428","92.82","7.18","0.26","41.13","13.8",1349.796439
"11752","3228","91.85","8.15","0.25","46.02","17.44",869.4281287
"11753","4496","95.24","4.76","0.49","34.63","12.12",1159.326329
"11754","7153","91.35","8.65","0.11","47.61","18.81",969.9084605
"11755","4446","96.31","3.69","0.16","35.96","13.97",1369.618811
"11756","13823","97.66","2.34","0.21","50.98","7.34",2502.944676
"11757","15569","93.06","6.94","0.02","43.78","21.54",2301.845703
"11758","19726","94.14","5.86","0.14","49.62","8.45",1795.666908
"11762","7886","94.15","5.85","0.09","51.04","2.91",2577.391503
"11763","9949","94.68","5.32","0.37","41.2","17.88",719.2411611
"11764","4569","89.74","10.26","0.11","38.78","5.17",497.8380912
"11765","297","77.78","22.22","0","43.57","10.82",121.4019389
"11766","4342","97.93","2.07","0.09","37.73","5.67",704.4219408
"11767","5320","95.71","4.29","0","43.94","11.29",1272.858953
"11768","8633","90.7","9.3","0.32","45.89","12.63",571.3049707
"11769","4043","83.26","16.74","1.29","42.75","15.51",954.1881923
"11770","1209","1.74","98.26","1.08","38.6","0",2776.235085
"11771","4170","87.99","12.01","0.34","34.98","21.97",389.658702
"11772","18508","92.21","7.79","0.54","30.74","37.74",1144.528594
"11776","8420","94.17","5.83","0.2","37.25","21.26",1222.645591
"11777","3669","93.51","6.49","0.19","36.83","29.41",839.7946678
"11778","4746","86.49","13.51","0","33.27","17.44",693.5541668
"11779","13136","95.04","4.96","0.24","39.54","23.49",1047.373732
"11780","6048","90.41","9.59","0.05","40.62","8.43",523.5515334
"11782","6752","77.31","22.69","0.06","45","22.91",1216.659609
"11783","7144","98.32","1.68","0.41","48.05","9.17",2014.640062
"11784","8281","93.48","6.52","0","42.35","17.36",1515.228628
"11786","1961","96.89","3.11","0.41","41.68","7.16",340.7098948
"11787","12423","95.32","4.68","0.06","43.52","12.14",827.161226
"11788","6066","90.31","9.69","0.16","45.67","20.08",705.3778136
"11789","3163","89.95","10.05","0","35.78","7.45",1858.920569
"11790","4940","90.4","9.6","0.26","41.83","7.86",689.6894856
"11791","8642","95.36","4.64","0.3","37.17","7.35",666.1261537
"11792","3324","85.35","14.65","2.83","43.52","8.49",337.3346326
"11793","10661","97.37","2.63","0.12","56.19","6.22",1123.759538
"11794","0",,,,,,0
"11795","8121","97.27","2.73","0.17","51.27","5.52",1433.722982
"11796","1185","100","0","0.84","53.46","20.76",869.9902886
"11797","3306","91.02","8.98","0","35.14","13.26",643.5584478
"11798","4200","85.74","14.26","0.31","33.91","26.55",881.0651185
"11801","13469","94.14","5.86","0.2","44.47","13.26",2029.916392
"11803","10043","95.15","4.85","0","44.91","9.08",1660.288732
"11804","1804","95.84","4.16","0.83","46.62","8.62",625.6656056
"11901","11924","82.42","17.58","12.16","24.59","31.6",216.1840825
"11930","2517","17.68","82.32","2.15","59.12","14.16",273.0533977
"11931","114","9.65","90.35","0","0","100",252.518903
"11932","2217","21.02","78.98","0","54.93","12.23",256.7587291
"11933","3995","79.22","20.78","16.9","30.87","12.83",144.1266969
"11934","2758","92.35","7.65","0","33.52","13",590.0750825
"11935","2212","57.01","42.99","0","41.5","11.9",216.6773907
"11937","13340","49.6","50.4","1.57","36.13","15.37",311.0058336
"11939","1119","40.13","59.87","0","37.53","18.93",499.9244475
"11940","2142","86.37","13.63","0","32.55","17.14",387.4365031
"11941","793","90.54","9.46","3.78","28.96","16.99",322.7728287
"11942","3054","58.78","41.22","4.62","40.37","10.31",352.6806702
"11944","2789","65.58","34.42","0","39","30.89",684.6423378
"11946","8655","67.16","32.84","1.12","27.15","32.05",647.0489534
"11947","338","52.07","47.93","0","91.85","0",520.1319254
"11948","771","45.4","54.6","0","40.02","0",283.5950471
"11949","5311","94.41","5.59","0.7","35.15","18.81",153.957579
"11950","4950","89.39","10.61","1.7","36.21","20.25",1200.191986
"11951","5129","84.36","15.64","0","33.99","26.74",764.124656
"11952","2752","72.02","27.98","3.12","59.75","13.37",291.1976216
"11953","5603","93.74","6.26","0","28.73","29.76",546.727521
"11954","4631","29.8","70.2","3.02","51.71","14.06",250.1818593
"11955","1919","92.65","7.35","0","19.48","54.33",668.8117977
"11956","288","40.62","59.38","0","29.72","29.06",227.0874344
"11957","899","40.16","59.84","1.45","39.27","13.3",139.0087472
"11958","504","70.44","29.56","4.56","45.85","14.93",175.2406411
"11959","1571","20.81","79.19","0","44.9","23.24",409.4187164
"11960","1090","29.27","70.73","0","27.87","2.82",577.4397397
"11961","6105","91.35","8.65","0.44","31.71","15.71",474.8681998
"11962","907","14.55","85.45","0","43.37","11.36",165.5019702
"11963","5950","48.74","51.26","0.03","30.66","18.86",441.0440034
"11964","2358","37.96","62.04","1.02","40.78","13.74",251.5031891
"11965","910","34.07","65.93","0","43.03","14.84",322.0694434
"11967","8782","91.71","8.29","0","35.24","19.13",775.3069493
"11968","9552","46.57","53.43","0.14","41.41","19.45",353.3503719
"11970","558","24.91","75.09","0","41.67","14.39",993.5958915
"11971","4275","59.79","40.21","0","43.43","15.77",386.3183181
"11972","613","75.04","24.96","7.67","22.05","26.96",254.5892516
"11973","143","0","100","0",,,32.66009638
"11975","699","12.02","87.98","0","23.28","9.52",245.4608833
"11976","2161","35.77","64.23","0","44.05","5.69",176.0164196
"11977","1754","47.49","52.51","0.29","40.86","15.85",306.1826195
"11978","3860","32.72","67.28","2.72","38.8","27.87",306.2259615
"11980","1871","96.37","3.63","0","27.84","25.01",142.6716302
"12007","31","0","100","0",,,25.56434021
"12008","197","100","0","0","49.25","4.06",236.9602876
"12009","3165","94.57","5.43","2.59","40.24","18.18",60.61410387
"12010","13723","84.32","15.68","4.39","29.97","37.42",104.9941857
"12015","1487","74.85","25.15","3.16","43.36","24.98",111.304277
"12017","319","57.05","42.95","8.46","40.16","20.88",15.98375287
"12018","3319","89.21","10.79","6.18","48.14","14.52",74.52212123
"12019","6195","96.76","3.24","0","36.74","18.35",209.9987604
"12020","14615","92.54","7.46","11.91","28.17","25.69",194.3524207
"12022","390","72.82","27.18","5.64","63.11","14.79",12.05375294
"12023","1016","79.23","20.77","9.55","46.11","8.82",17.64087133
"12024","0",,,,,,0
"12025","3166","71.76","28.24","17.56","37.16","18.4",87.28786538
"12027","1552","94.78","5.22","0","40.22","19.03",216.3245005
"12028","335","100","0","17.61","27.13","14.93",14.8409014
"12029","724","58.84","41.16","2.62","42.22","15.49",36.05868823
"12031","82","100","0","20.73","29.12","23.17",25.31916296
"12032","1302","29.57","70.43","6.53","39.51","5.45",14.66072727
"12033","3289","93.46","6.54","4.2","40.48","24.17",121.8902062
"12035","370","86.49","13.51","10.81","16.36","24.06",59.38911696
"12036","200","47","53","24","21.43","9.57",27.00462697
"12037","2381","79.04","20.96","10.84","41.21","26.94",77.22830534
"12040","77","85.71","14.29","22.08","23.31","0",58.93311064
"12041","237","90.72","9.28","34.18","62.07","3.26",149.8051384
"12042","130","80","20","19.23","44.9","21.15",29.92366754
"12043","3445","84.47","15.53","4.67","26.73","42.71",55.77731572
"12045","270","80","20","4.07","47.37","43.98",367.8812764
"12046","431","91.65","8.35","9.74","33.46","7.34",28.08077303
"12047","10197","89.76","10.24","0.59","24.87","52.23",1154.879795
"12051","2001","74.41","25.59","5.65","29.71","27.67",93.83594463
"12052","792","84.34","15.66","9.22","38.32","22.16",26.13729596
"12053","1596","82.21","17.79","6.14","40.55","15.55",25.81153807
"12054","7010","96.85","3.15","0.16","33.59","26.17",453.7702628
"12056","994","75.05","24.95","20.52","19.61","11.8",55.19232815
"12057","885","94.35","5.65","8.02","44.45","8.86",25.16862368
"12058","806","73.7","26.3","7.07","26.69","21.38",41.90976205
"12059","1024","66.7","33.3","16.8","51.84","7.03",39.46052504
"12060","1012","67.19","32.81","1.88","48.29","11.03",29.33015693
"12061","3964","95.01","4.99","0.25","31.81","27.35",196.9344642
"12062","828","83.33","16.67","11.96","33.7","15.22",28.59069671
"12063","161","100","0","0","33.25","30.43",112.9876299
"12064","361","55.4","44.6","6.93","31.84","23",31.58648731
"12065","18687","95.45","4.55","6.38","27.12","30.15",535.5130269
"12066","974","81.72","18.28","16.22","42.76","10.05",28.92122786
"12067","624","95.19","4.81","0","59.2","8.92",29.14432212
"12068","1468","80.18","19.82","12.87","47.31","15.04",47.65573461
"12069","128","88.28","11.72","0","42.25","15.93",225.0250805
"12070","712","96.07","3.93","4.49","50.05","10.23",58.16383967
"12071","226","64.6","35.4","11.95","25.13","26.03",24.47867089
"12072","1196","83.44","16.56","19.31","32.8","16.93",24.83519596
"12074","1475","77.63","22.37","9.9","37.1","8.21",41.38316271
"12075","1407","79.25","20.75","14","42.45","16.68",35.81495517
"12076","1520","43.03","56.97","14.01","37.91","12.69",20.2668287
"12077","2928","92.66","7.34","0.48","38.29","25.32",290.3062803
"12078","12379","79.89","20.11","5.55","30.05","35.73",114.1133342
"12083","1791","78.28","21.72","6.25","44.26","14.34",41.53636808
"12084","2306","91.59","8.41","0","13.95","73.86",639.2904817
"12085","200","83.5","16.5","0","5.44","85.03",1139.150036
"12086","892","80.27","19.73","5.49","44.57","8.66",147.2413252
"12087","356","88.76","11.24","23.31","44.63","13.92",18.08150282
"12089","64","100","0","0","61.74","15.62",117.8798132
"12090","2941","83.61","16.39","4.59","32.72","34",51.57224392
"12092","513","64.52","35.48","8.77","51.13","30.82",34.30594045
"12093","1297","51.81","48.19","13.88","39.28","15.33",19.66009824
"12094","1063","87.39","12.61","14.49","29.92","14.32",37.64895752
"12095","5334","91.92","8.08","5.59","35.14","30.41",87.96167254
"12106","1318","83.46","16.54","4.55","39.14","19.45",90.43608983
"12108","971","8.75","91.25","25.33","63.33","17.65",6.858844982
"12110","7823","94.84","5.16","0.95","34.52","31.82",532.6595283
"12115","112","58.04","41.96","0","37.8","9.23",21.60836785
"12116","1138","65.73","34.27","23.29","34.75","18.85",29.54743509
"12117","2169","64.04","35.96","16.37","43.89","20.66",48.3548263
"12118","7163","92.48","7.52","6.21","23.68","33.79",226.8620583
"12120","389","68.12","31.88","15.17","34.83","15.09",22.21488226
"12121","619","100","0","5.98","55.04","5.49",30.02756593
"12122","2868","69.56","30.44","12.59","40.64","19.5",26.53628961
"12123","2390","89.33","10.67","4.35","32.85","20.8",73.25748091
"12124","328","59.15","40.85","0","30.9","4.64",124.464792
"12125","863","71.15","28.85","12.75","48.22","37.3",48.12575321
"12130","377","67.9","32.1","5.04","44.44","29.3",631.4813941
"12131","76","38.16","61.84","15.79","49.41","17.24",10.7588604
"12132","134","76.87","23.13","6.72","23.22","36.89",72.08294711
"12134","3002","48.8","51.2","15.92","29.26","22.8",15.54103951
"12136","304","94.74","5.26","3.29","44.21","7.64",16.74840277
"12137","765","84.71","15.29","18.82","43.25","13.12",31.88554952
"12138","1922","74.4","25.6","11.5","38.03","19.51",23.94490211
"12139","768","6.25","93.75","25.26","57.05","8.33",3.212260681
"12140","691","98.7","1.3","4.2","35","13.78",83.38060217
"12143","2294","88.97","11.03","8.72","33.84","38.9",118.4895213
"12144","9668","91.65","8.35","0","26.46","42.46",510.6522799
"12147","337","67.66","32.34","0","33.27","10.96",17.13754787
"12148","1916","90.19","9.81","0","23.5","17.82",122.435446
"12149","1363","71.97","28.03","11.45","31.67","30.17",29.14895227
"12150","374","79.95","20.05","0","38.77","9.03",343.6179387
"12151","378","93.92","6.08","0.79","43.18","16.62",145.8791618
"12153","522","58.43","41.57","5.56","37.88","1.64",28.95508484
"12154","1243","87.05","12.95","1.29","47.38","14.79",29.83582903
"12155","1123","65.27","34.73","21.55","44","24.28",19.7339393
"12156","429","91.38","8.62","1.86","22.24","13.27",29.90731695
"12157","1925","87.27","12.73","17.04","34.09","18.27",44.18223454
"12158","2754","93.68","6.32","10.35","31.19","19.19",90.01425618
"12159","3547","94.16","5.84","1.18","36.13","26.89",251.7699851
"12160","363","88.15","11.85","17.63","41.28","13.75",20.48559915
"12161","88","100","0","0","28.64","15.91",215.0314452
"12164","562","13.7","86.3","1.96","73.44","14.29",12.10848285
"12165","121","63.64","36.36","0","60.21","18.18",37.51688254
"12166","629","83.31","16.69","18.12","36.38","9.35",14.35055572
"12167","1597","70.38","29.62","13.02","39.16","31.85",34.96467496
"12168","1105","83.35","16.65","23.53","49.39","19.98",31.67478271
"12169","105","79.05","20.95","0","51.35","0",11.02698963
"12170","2104","92.87","7.13","11.07","37.36","18.07",69.85606231
"12172","156","72.44","27.56","0","49.08","55.75",331.0896853
"12173","839","94.28","5.72","12.16","30.93","25.03",48.79221304
"12174","139","77.7","22.3","0","30.38","18.52",120.930345
"12175","443","50.11","49.89","29.12","48.42","12.16",20.04285237
"12176","216","66.67","33.33","22.22","34.62","4.86",64.94031119
"12177","280","59.29","40.71","0","58.03","40.36",454.7501069
"12180","24637","87.47","12.53","0.62","24.81","53.82",448.8065993
"12182","7048","86.69","13.31","2.1","25.55","45.91",512.9468477
"12183","1355","92.03","7.97","0","25.78","61.11",1813.605517
"12184","3153","80.91","19.09","9.77","37.53","22.19",81.83818316
"12185","933","88.53","11.47","10.08","32.8","13.08",38.39452001
"12186","2754","88.05","11.95","0.91","44.14","10.52",87.07428682
"12187","395","66.08","33.92","8.61","48.16","31.03",17.16025743
"12188","5072","91.01","8.99","1.26","29.52","34.66",390.7829522
"12189","9059","90.65","9.35","0.19","22.76","61.02",1421.762898
"12190","754","22.28","77.72","10.74","56","10.71",4.264732202
"12192","824","85.56","14.44","18.81","48.18","8.23",48.00427408
"12193","1018","71.02","28.98","17.68","34.3","12.31",26.1841414
"12194","119","42.02","57.98","19.33","34.71","0",7.712592581
"12195","71","100","0","28.17","48.76","28.17",36.31859161
"12196","1340","93.81","6.19","1.12","34.03","12.57",151.5641158
"12197","1283","63.68","36.32","10.44","41.97","16.4",19.13949538
"12198","3151","94.7","5.3","1.05","33.51","19.64",240.5491192
"12202","5606","77.58","22.42","0.39","19.3","77.49",2740.546232
"12203","14511","92.72","7.28","0.49","22.26","50.34",1272.025395
"12204","3910","93.5","6.5","0.33","15.04","74.86",961.3621992
"12205","11895","93.73","6.27","1.42","36.99","31.69",751.7796784
"12206","7943","78.38","21.62","0.28","18.32","74.65",3738.283096
"12207","1068","87.45","12.55","0","8.07","91.43",1010.129339
"12208","10918","90.72","9.28","0.09","21.51","50.7",2601.701461
"12209","4684","84.84","15.16","0.21","28.75","41.04",2187.507889
"12210","6722","79.66","20.34","0","9.09","82.58",7494.710433
"12211","4321","94.47","5.53","0","43.84","8.3",545.465348
"12222","0",,,,,,0
"12302","12047","81.21","18.79","1.35","38.21","25.93",284.4809546
"12303","12988","79.17","20.83","0.12","30.71","24.7",844.3658944
"12304","10102","80.82","19.18","2.18","23.03","39.05",1481.733054
"12305","3303","66.49","33.51","0","7.27","81.01",2181.237538
"12306","11448","79.12","20.88","0.3","34.99","26.32",265.6664384
"12307","3577","53.34","46.66","0","14.58","76.26",5049.134673
"12308","7300","68.18","31.82","0","22.27","51.14",3236.145141
"12309","11804","88.58","11.42","0.33","35.91","17.81",712.5410242
"12401","16376","88.73","11.27","2.52","28.61","44.57",280.1953236
"12404","2183","61.75","38.25","18.37","26.3","24.04",61.17133736
"12405","338","57.1","42.9","0","65.18","32.64",47.30707622
"12406","677","61.89","38.11","16.25","19.74","50.12",15.66149401
"12407","158","43.67","56.33","9.49","34.31","0",46.96755575
"12409","534","67.79","32.21","0","32.93","22.1",37.4275117
"12410","498","42.77","57.23","6.63","48.68","8.45",12.0930886
"12411","203","69.46","30.54","8.87","26.48","0",216.5992553
"12412","471","56.48","43.52","4.88","45.55","36.84",77.60637804
"12413","1531","65.12","34.88","4.18","26","40.32",93.63527418
"12414","5474","74.83","25.17","3.62","30.46","39.75",91.83545242
"12416","224","50","50","9.38","18.51","34.82",44.04956548
"12417","179","78.77","21.23","40.78","28.67","36.88",567.3429928
"12418","414","36.71","63.29","19.32","49.39","17.11",29.96596027
"12419","305","80.66","19.34","3.93","34.63","50.41",127.353016
"12420","244","51.64","48.36","8.2","18.55","15.08",58.86143783
"12421","745","20.27","79.73","12.21","48.91","0",37.99609888
"12422","251","41.04","58.96","0","68.08","1.94",24.63623944
"12423","677","62.78","37.22","11.82","31.4","28.24",53.24115712
"12424","445","31.24","68.76","10.56","69.93","20.86",25.04071248
"12427","378","17.2","82.8","0","13.89","0",9.218645543
"12428","3351","80.39","19.61","6.18","27.03","42.46",62.06610937
"12429","100","100","0","0","75.17","32",47.42330334
"12430","1163","46.17","53.83","13.84","28.68","10.43",29.30188569
"12431","726","55.65","44.35","14.46","39.5","22.52",46.93984578
"12432","226","84.96","15.04","0","53.54","31.25",377.455096
"12433","365","79.73","20.27","0","61.93","10.65",95.55110961
"12434","519","66.67","33.33","29.48","41.51","23.12",37.69381204
"12435","196","51.02","48.98","11.22","12.66","48",19.684186
"12436","566","6.89","93.11","0","0","51.28",36.86638494
"12438","82","10.98","89.02","0","0","0",186.7341224
"12439","514","25.29","74.71","1.75","56.21","5.38",65.62461396
"12440","974","86.04","13.96","0","39.87","22.67",42.13522533
"12441","74","45.95","54.05","0","23.53","0",11.69177823
"12442","1626","29.64","70.36","2.64","44.84","41.29",49.02126544
"12443","1876","81.02","18.98","6.4","52.46","7.5",104.1190613
