ZCTA,year,totWrkE,eduP,hghRskP,hltCrP,retailP
2536,2018,9465,6.52,15.35,15.64,15.76
2537,2018,3174,10.96,16.76,22.15,10.24
2538,2018,2075,5.54,18.51,18.89,15.18
2539,2018,1769,10.4,27.76,2.43,5.26
2540,2018,3701,10.38,6.84,15.62,13.32
2542,2018,191,13.09,0,17.8,20.94
2543,2018,328,15.55,12.2,9.45,7.01
2553,2018,0,NA,NA,NA,NA
2554,2018,6356,9,17.76,9.25,12.32
2556,2018,1303,12.13,12.2,18.73,12.2
2557,2018,2446,9.85,12.47,23.59,11.04
2558,2018,481,8.94,11.85,29.73,12.89
2559,2018,1999,5.2,16.26,20.81,12.01
2561,2018,236,0,16.95,8.47,6.78
2562,2018,1760,13.18,16.76,17.61,11.19
2563,2018,5168,10.39,13.68,17.61,12.46
2564,2018,103,21.36,16.5,0,0.97
2568,2018,2277,11.51,22.97,14.45,16.64
2571,2018,5204,7.09,13.6,22,12.53
2575,2018,1499,9.27,37.09,9.14,2.94
2576,2018,2539,6.26,28.79,10.71,6.26
2584,2018,12,100,0,0,0
2601,2018,7940,4.8,17.15,15.14,13.2
2630,2018,1051,12.75,18.46,18.84,14.18
2631,2018,4655,9.58,14.69,16.26,9.56
2632,2018,5516,9.99,15.74,13.72,11.15
2633,2018,1875,6.56,17.55,18.29,16.96
2635,2018,1360,12.65,21.4,18.31,8.53
2637,2018,68,20.59,17.65,0,0
2638,2018,1115,12.29,11.3,14.71,10.04
2639,2018,1615,6.93,13.19,14.49,20.06
2641,2018,93,8.6,17.2,25.81,27.96
2642,2018,2164,7.16,13.22,10.3,18.58
2643,2018,0,NA,NA,NA,NA
2644,2018,2550,11.49,16.98,17.61,11.69
2645,2018,4855,8.51,13.94,13.49,12.34
2646,2018,727,10.04,12.93,14.31,17.47
2647,2018,50,0,0,0,0
2648,2018,3856,6.85,13.93,18.26,15.48
2649,2018,6568,8.79,13.47,20.49,13.99
2650,2018,315,11.11,11.11,2.86,21.59
2651,2018,0,NA,NA,NA,NA
2652,2018,394,6.85,12.44,16.75,10.15
2653,2018,2439,5.7,18,18.12,8.9
2655,2018,1454,8.73,20.98,10.87,10.04
2657,2018,1658,11.64,8.81,10.13,12.79
2659,2018,513,5.65,17.54,18.32,21.64
2660,2018,2780,11.62,16.08,14.6,11.26
2663,2018,17,0,0,0,0
2664,2018,4227,5.18,23.04,15.47,18.78
2666,2018,210,21.43,9.52,0,18.1
2667,2018,1603,5.74,16.41,14.6,10.36
2668,2018,1425,9.19,16.91,17.96,5.68
2669,2018,67,0,41.79,17.91,28.36
2670,2018,583,8.4,13.72,24.19,12.52
2671,2018,349,21.2,9.17,7.16,10.6
2672,2018,138,0,7.25,25.36,16.67
2673,2018,4625,4.43,11.55,16.56,21.66
2675,2018,2848,8.53,9.66,23.74,12.82
2702,2018,2505,6.55,21.72,21.24,12.38
2703,2018,23544,8.51,21.79,15.85,12.87
2713,2018,23,0,52.17,13.04,0
2715,2018,1945,11.41,21.7,17.43,10.13
2717,2018,2648,6.16,21.11,19.68,12.61
2718,2018,3493,14.09,19.15,11.31,10.05
2719,2018,7775,10.02,15.9,18.68,11.49
2720,2018,14409,8.7,19.5,18.88,10.92
2721,2018,10930,4.55,20.15,22.83,14.54
2723,2018,6561,5.53,25.7,18.26,8.12
2724,2018,7595,6.97,25.7,19.76,16.81
2725,2018,1113,0,14.65,24.89,17.25
2726,2018,7950,10.67,14.57,17.47,13.66
2738,2018,2152,13.01,12.96,16.4,10.5
2739,2018,3453,16.65,14.51,17.69,9.09
2740,2018,19865,6.58,19.67,21.55,12
2743,2018,5587,9.34,24.75,18.17,13.64
2744,2018,4722,2.03,28.7,20.92,14.76
2745,2018,12934,5.27,24.07,21.64,12.27
2746,2018,6568,3.35,27.25,15.65,16
2747,2018,11768,16.77,17.69,16.37,11.6
2748,2018,5370,10.93,18.79,18.08,12.03
2760,2018,15151,9.35,20.08,13.02,11.95
2762,2018,5188,6.71,16.87,17.66,12.26
2763,2018,1031,10.28,18.82,17.36,15.52
2764,2018,2536,9.66,14.71,15.54,9.54
2766,2018,11466,13.55,14.8,12.6,16.41
2767,2018,7803,8.74,24.27,16.83,10.96
2769,2018,7012,13.19,22.72,13.26,11.08
2770,2018,2614,12.36,23.07,16.6,8.57
2771,2018,8257,11.77,18.76,16.2,8.96
2777,2018,8676,8.66,19.77,21.84,14.52
2779,2018,3844,13.5,22.55,14.44,15.14
2780,2018,25038,7.04,19.45,18.09,14.57
2790,2018,8145,10.69,18.61,19.3,11.49
2791,2018,45,0,0,0,60
2802,2018,265,6.42,13.58,26.04,10.94
2804,2018,1153,15.96,27.32,6.16,6.76
2806,2018,8259,14.88,10.53,18.07,7.56
2807,2018,433,10.16,27.02,2.08,14.55
2808,2018,1329,9.93,17.83,15.58,12.26
2809,2018,11281,17.18,14.92,17.84,9.28
2812,2018,617,27.71,11.02,20.75,2.11
2813,2018,4123,13.8,17.73,15.4,15.98
2814,2018,4232,10.56,17.96,13.11,10.8
2815,2018,105,35.24,18.1,46.67,0
2816,2018,17343,9.55,21.37,17.14,13.38
2817,2018,3607,16.38,15.89,14.08,9.48
2818,2018,9281,14.06,14.49,18.24,9.16
2822,2018,3644,11.11,27.74,10.89,8.86
2825,2018,3140,10.25,15.45,14.08,16.05
2826,2018,315,19.05,4.44,42.86,7.3
2827,2018,1245,10.84,20,15.82,15.18
2828,2018,3868,13.75,17.61,11.5,10.96
2830,2018,3167,9.91,19.64,14.18,11.34
2831,2018,1741,10.86,19.76,15.74,11.83
2832,2018,2437,14.49,18.79,18.63,8.95
2833,2018,600,8.17,28.33,8.17,4.83
2835,2018,2456,14.98,9.36,15.07,6.15
2836,2018,187,21.39,31.02,0,22.99
2837,2018,1776,9.68,20.55,15.37,11.71
2838,2018,1698,13.37,12.66,8.6,20.14
2839,2018,965,5.39,32.12,19.17,8.29
2840,2018,12248,11.87,11.53,16.61,7.31
2841,2018,130,28.46,0,7.69,15.38
2842,2018,7980,11.12,15.05,14.91,11.37
2852,2018,11259,13.76,19.31,15.77,10.49
2857,2018,5215,10.78,18.29,13.33,10.07
2858,2018,536,0,21.46,47.76,2.43
2859,2018,3806,9.83,22.28,16.47,9.67
2860,2018,22857,7.88,18.78,21.13,13.08
2861,2018,13685,6.34,19.55,15.66,14.67
2863,2018,8450,3.29,29.91,10.57,12.93
2864,2018,18252,10.2,18.91,14.22,14.85
2865,2018,8704,13.4,14.82,13.52,13.28
2871,2018,8689,9.4,17.98,14.01,8.52
2872,2018,164,7.93,41.46,19.51,0
2873,2018,148,43.92,12.84,0,18.92
2874,2018,3038,15.27,15.54,11.52,7.47
2875,2018,336,0,13.39,34.82,0
2876,2018,149,0,0,37.58,49.66
2878,2018,7935,9.33,19.75,17.54,12.34
2879,2018,10241,15.28,13.85,14.24,10.72
2881,2018,3391,21.06,7.96,10.85,16.57
2882,2018,6435,13.95,11.59,17.34,9.74
2885,2018,5655,11.51,15.84,16.78,14.09
2886,2018,14747,10.02,16.87,15.47,11.32
2888,2018,10834,12.26,17.85,14.21,11.43
2889,2018,14292,10,17.58,17.38,11.17
2891,2018,10916,8.41,22.09,14.92,12.38
2892,2018,2858,14.31,23.02,13.68,10.92
2893,2018,15368,7.99,18.11,15.39,14.17
2894,2018,497,17.1,9.46,16.5,8.65
2895,2018,18718,5.63,22.9,15.62,15.52
2896,2018,6409,10.8,19.14,13.53,11.11
2898,2018,933,5.79,21.11,24.76,9.54
2903,2018,5105,22.51,6.54,11.13,8.7
2904,2018,14020,8,10.24,21.96,14.1
2905,2018,11619,12.45,13.31,18.51,12.14
2906,2018,15116,31.92,7.71,14.55,9.15
2907,2018,12920,7.31,20.03,18.27,13.2
2908,2018,16881,11.2,16.9,18.74,11.31
2909,2018,18066,5.66,24.63,13.93,12.5
2910,2018,11861,9,18.33,13.87,13.75
2911,2018,8080,13,11.49,19.34,12.29
2912,2018,532,41.73,4.14,3.38,18.42
2914,2018,10826,7.12,15.17,21.72,14.59
2915,2018,8639,12.13,17.5,15.97,14.32
2916,2018,4825,12.19,21.35,15.94,8.46
2917,2018,6707,17.56,14.66,15.76,14.06
2919,2018,15153,7.85,18.72,16.8,12.68
2920,2018,17142,9.05,15.04,16.15,14.12
2921,2018,6338,13.06,17.47,16.27,14.69
3031,2018,6074,9.3,18.11,11.03,10.26
3032,2018,3322,9.06,18.15,15.65,7.13
3033,2018,2830,7.46,21.2,13.36,10.18
3034,2018,2271,11.58,24.7,13.91,10
3036,2018,2970,12.42,19.83,13.54,8.89
3037,2018,2609,6.52,24.8,17.67,14.76
3038,2018,19479,6.62,21.96,11.54,14.92
3042,2018,3996,6.76,22.45,18.24,18.79
3043,2018,974,8.73,31.42,7.39,5.13
3044,2018,2738,9.39,24.91,10.88,10.99
3045,2018,7421,9.92,18.53,18.34,12.51
3046,2018,1632,9.62,20.22,15.87,11.34
3047,2018,893,4.93,34.49,17.47,8.51
3048,2018,1998,6.21,32.23,12.26,9.61
3049,2018,4027,5.96,26.07,12.49,7.92
3051,2018,14507,8.66,21.18,14.94,12.68
3052,2018,4778,5.86,24.36,17.14,14.34
3053,2018,14299,9.57,21.04,14.92,11.34
3054,2018,14929,8.47,20.11,12.87,12.62
3055,2018,8549,9.43,23.79,13.63,13.07
3057,2018,1472,8.22,23.51,11.01,12.02
3060,2018,15874,6.19,21.44,12.54,14.93
3062,2018,15760,7.93,20.24,14.9,9.91
3063,2018,9708,7.85,20.6,16.26,11.67
3064,2018,7570,9.38,21.81,14.15,13.5
3070,2018,3185,6.44,27.54,19.34,9.26
3071,2018,2827,6.54,34.45,10.44,12.13
3076,2018,7600,10.47,26.29,11.57,10.97
3077,2018,5819,8.08,26.91,17.03,13.58
3079,2018,16485,6.79,23.93,11.99,16.08
3082,2018,935,8.24,36.47,6.1,8.13
3084,2018,694,7.78,26.51,10.66,14.41
3086,2018,2170,6.31,30.88,10,9.49
3087,2018,7559,10.95,23.89,10.82,8.14
3101,2018,1460,7.81,13.01,6.3,10.21
3102,2018,17596,6.12,19.33,14.8,14.33
3103,2018,18645,5.03,21.09,13.65,14.7
3104,2018,18562,10.28,14.69,16.4,12.39
3106,2018,7993,11.74,17.52,16.53,11.36
3109,2018,6370,7.99,15.73,15.51,15.12
3110,2018,11505,11.46,17.2,14.62,8.49
3215,2018,99,15.15,25.25,3.03,2.02
3216,2018,1495,16.99,19.67,17.73,14.45
3217,2018,1117,20.95,20.86,14.5,17.01
3218,2018,468,8.97,19.23,22.01,1.71
3220,2018,3991,10.37,20.25,15.69,17.29
3221,2018,1153,11.8,20.21,16.39,7.98
3222,2018,2986,10.45,28.16,12.79,15.91
3223,2018,2197,19.12,22.49,13.43,7.01
3224,2018,1399,13.01,23.3,13.3,11.72
3225,2018,2177,14.7,24.85,9.42,11.3
3226,2018,499,6.01,25.25,10.62,10.82
3227,2018,466,12.45,20.17,10.3,10.94
3229,2018,3108,19.79,15.93,13.51,3.44
3230,2018,697,8.46,28.98,19.94,12.34
3231,2018,115,40.87,15.65,9.57,0
3233,2018,38,0,39.47,13.16,0
3234,2018,2535,12.94,16.25,17.2,14.4
3235,2018,4295,5.73,23.35,19.46,17.58
3237,2018,1214,7.5,30.4,17.38,12.27
3238,2018,49,0,34.69,20.41,16.33
3240,2018,579,13.13,17.44,19,14.68
3241,2018,367,17.17,29.97,12.81,6.54
3242,2018,2897,21.92,14.46,14.84,14.74
3243,2018,542,7.2,23.62,15.87,14.02
3244,2018,3695,9.34,28.58,15.18,10.18
3245,2018,1095,11.42,20.73,15.8,14.7
3246,2018,8470,6.66,18.8,18.12,14.75
3249,2018,3643,15.23,11.58,16.33,15.95
3251,2018,726,3.31,15.7,8.95,9.23
3253,2018,2682,8.43,23.15,14.35,16.82
3254,2018,1914,6.37,18.81,17.76,4.96
3255,2018,1153,13.44,20.38,15.35,8.76
3256,2018,1127,15.71,21.38,9.94,12.78
3257,2018,2007,20.53,11.26,13.8,15.79
3258,2018,1452,6.4,21.49,16.53,11.5
3259,2018,167,19.76,26.95,7.78,3.59
3260,2018,471,9.77,26.96,14.23,2.55
3261,2018,2544,12.38,20.99,11.12,18.08
3262,2018,534,10.67,16.85,11.61,9.74
3263,2018,1826,8.49,34.61,8.21,13.75
3264,2018,3426,21.19,16.55,18.71,13.49
3266,2018,1193,11.74,24.14,11.23,17.35
3268,2018,577,16.12,20.45,14.73,7.97
3269,2018,1693,10.22,22.62,14.77,13.88
3273,2018,185,9.19,10.27,15.14,8.65
3275,2018,6491,5.47,21.94,15.07,13.83
3276,2018,4369,5.72,28.86,18.31,14.49
3278,2018,1582,10.11,15.42,15.87,9.73
3279,2018,402,8.96,20.4,13.68,11.19
3280,2018,686,4.81,28.72,9.18,14.72
3281,2018,5231,9.73,25.65,18.93,11.2
3282,2018,407,12.53,24.32,13.51,8.85
3284,2018,448,12.5,33.93,18.3,3.12
3285,2018,1309,14.82,18.79,14.21,7.79
3287,2018,915,13.33,23.93,17.49,10.05
3290,2018,2894,8.71,23.15,11.4,17.76
3291,2018,27,0,0,81.48,18.52
3293,2018,45,0,0,15.56,0
3301,2018,16261,10.28,12.13,18.52,11.89
3303,2018,8438,9.15,19.5,16.71,11.98
3304,2018,4223,14.59,14.82,17.71,10.85
3307,2018,2792,7.2,25.36,15.58,8.81
3431,2018,13289,17.25,15.06,13.15,13.18
3440,2018,1446,9.34,27.46,17.63,14.59
3441,2018,73,15.07,0,12.33,34.25
3442,2018,830,9.4,30.36,16.99,10.6
3443,2018,299,27.42,17.39,16.05,0
3444,2018,820,17.44,22.56,12.44,9.88
3445,2018,425,8.47,20.71,17.65,11.29
3446,2018,3581,13.04,25.33,16.81,11.92
3447,2018,1300,6,30.85,14.77,16.54
3448,2018,410,9.27,27.07,17.32,6.83
3449,2018,940,9.79,20.53,19.04,10.43
3450,2018,525,8,26.29,14.86,11.43
3451,2018,2265,12.94,23.36,17.92,9.09
3452,2018,2816,7.95,25.71,13.88,12.89
3455,2018,1294,7.03,30.22,11.75,19.63
3456,2018,367,9.26,27.25,19.07,12.26
3457,2018,405,11.85,23.46,13.33,14.57
3458,2018,3686,12.05,19.89,15.49,11.5
3461,2018,2854,16.5,29.4,12.89,12.19
3462,2018,667,8.4,23.24,21.44,5.7
3464,2018,581,11.7,24.1,22.55,13.25
3465,2018,1104,13.22,33.42,8.42,13.32
3466,2018,648,5.25,15.43,13.73,4.78
3467,2018,957,18.7,19.44,17.14,11.81
3470,2018,2541,7.95,28.34,17.28,12.4
3561,2018,3261,9.51,15.95,22.6,16.87
3570,2018,3939,8.02,15.41,19.35,17.77
3574,2018,1336,9.36,19.09,18.64,12.65
3575,2018,47,42.55,0,44.68,0
3576,2018,1400,5.57,29.86,20.64,11.07
3579,2018,141,4.26,23.4,14.89,20.57
3580,2018,661,8.32,15.89,14.98,10.14
3581,2018,1726,7.07,16.86,18.48,14.48
3582,2018,1178,10.1,21.39,15.96,20.2
3583,2018,527,10.44,22.2,16.32,9.87
3584,2018,1767,9,21.22,19.92,16.47
3585,2018,1306,8.42,30.25,12.63,17.08
3586,2018,315,11.75,15.24,15.87,11.11
3588,2018,864,7.75,22.11,22.92,9.84
3590,2018,360,6.39,30.56,14.72,10.83
3592,2018,450,10,22.67,10.44,15.11
3593,2018,206,16.02,14.08,17.48,12.14
3595,2018,327,11.62,15.9,5.2,9.17
3597,2018,124,8.06,44.35,5.65,17.74
3598,2018,1507,5.18,14.13,16.39,11.61
3601,2018,204,4.9,25.98,20.59,19.61
3602,2018,1240,15,24.52,16.37,10.32
3603,2018,2172,11.37,34.53,20.58,11.65
3604,2018,123,26.02,5.69,0,0
3605,2018,448,11.38,32.37,15.4,12.95
3607,2018,237,4.64,34.18,15.19,11.81
3608,2018,1581,11.07,26.44,20.05,14.48
3609,2018,402,23.38,12.19,27.86,5.22
3740,2018,267,8.61,34.83,23.22,8.24
3741,2018,2527,13.06,17.37,20.34,13.69
3743,2018,6504,6.92,22.06,19.8,18.07
3745,2018,791,12.64,23.14,22.88,12.9
3746,2018,128,14.06,34.38,15.62,11.72
3748,2018,2865,13.75,18.08,18.01,12.22
3750,2018,504,12.9,8.53,12.1,7.54
3751,2018,313,5.43,43.13,24.92,6.07
3752,2018,365,10.96,26.85,13.15,14.25
3753,2018,1499,16.94,14.81,23.95,5.27
3754,2018,202,0,0,7.43,6.93
3755,2018,4552,43.3,5.8,13.75,5.58
3765,2018,257,12.84,18.68,33.07,5.06
3766,2018,5561,15.68,18.07,29.35,5.38
3768,2018,789,27.63,11.41,19.9,9.38
3770,2018,321,18.07,18.69,11.84,13.4
3771,2018,431,9.05,31.09,16.01,12.3
3773,2018,3767,10.59,30.4,14.79,10.86
3774,2018,1000,20.6,25.9,16.5,5.1
3777,2018,834,15.11,41.25,10.07,8.87
3779,2018,456,18.2,19.52,22.37,6.36
3780,2018,289,20.76,14.88,40.14,11.42
3781,2018,1018,18.27,19.65,23.58,9.04
3782,2018,1719,15.36,16.11,15.24,11.69
3784,2018,1942,16.58,13.85,23.79,9.11
3785,2018,1110,11.8,20.18,14.5,11.98
3801,2018,13137,11.01,13.47,10.6,12.49
3809,2018,1767,9.73,23.77,11.94,17.03
3810,2018,719,3.89,12.1,10.71,8.48
3811,2018,4194,10.4,25.66,19,12.33
3812,2018,336,2.98,35.71,5.95,5.95
3813,2018,1255,5.34,28.37,13.39,15.78
3814,2018,1085,5.25,22.67,17.14,26.18
3816,2018,659,12.9,20.49,16.39,11.99
3817,2018,343,0,14.29,40.23,13.12
3818,2018,1865,10.99,23.27,14.91,12.01
3819,2018,2666,4.84,26.59,14.74,12.98
3820,2018,17765,11.98,16.51,13.66,9.43
3823,2018,969,14.55,16.2,10.11,10.73
3824,2018,10035,24.73,7.48,8.06,13.86
3825,2018,5311,9.68,19.13,14.89,10.47
3826,2018,1391,7.26,32.35,13.16,8.55
3827,2018,1660,6.57,23.37,11.51,12.71
3830,2018,869,5.64,44.07,11.74,7.13
3832,2018,184,7.61,18.48,14.13,9.78
3833,2018,11718,12.18,16.35,16.64,11.25
3835,2018,3648,5.92,30.7,11.16,14.12
3836,2018,598,4.85,27.09,12.88,11.37
3837,2018,729,9.74,28.81,8.23,7.27
3838,2018,528,2.65,22.35,2.08,28.41
3839,2018,1961,3.93,26.77,13.92,17.13
3840,2018,2119,6.23,16.14,11.28,8.73
3841,2018,3509,10.12,22.66,12.43,11.29
3842,2018,8923,8.83,22.17,13.29,12.9
3844,2018,1475,9.69,19.66,12.61,15.05
3845,2018,604,9.6,4.97,18.71,22.52
3846,2018,563,8.7,11.01,8.88,5.51
3847,2018,288,0,0,29.17,0
3848,2018,3498,5.89,37.54,7.6,13.35
3849,2018,828,6.04,14.98,18,18.96
3850,2018,115,0,34.78,0,0
3851,2018,2118,5.24,27.95,15.2,9.63
3852,2018,276,6.16,40.94,0,23.55
3853,2018,194,4.64,32.47,13.4,18.04
3854,2018,330,13.94,5.15,5.45,10
3855,2018,1342,9.17,25.04,11.48,14.98
3856,2018,966,6.94,20.29,13.87,7.97
3857,2018,5576,11.17,20.23,17.52,12.55
3858,2018,2935,9.44,26.44,15.03,13.12
3860,2018,2566,13.68,10.83,7.72,13.45
3861,2018,2364,18.23,19.84,12.27,0.89
3862,2018,2415,6.92,19.3,12.84,11.26
3864,2018,648,5.09,41.36,13.89,7.25
3865,2018,4279,8.04,27.62,13.04,10.45
3867,2018,10889,7.16,22.07,11.46,14.87
3868,2018,2284,5.82,16.94,13.97,22.59
3869,2018,1362,12.63,24.3,15.35,9.54
3870,2018,2627,11.42,19.87,8.95,7.23
3871,2018,37,45.95,0,0,0
3872,2018,1769,7.69,22.27,16.68,16
3873,2018,3827,9.51,23.78,12.62,7.89
3874,2018,4873,7.51,27.27,13.5,18.9
3875,2018,646,8.2,28.64,3.87,24.92
3878,2018,6457,5.08,25.26,14.79,13.74
3882,2018,734,8.04,23.98,22.75,14.85
3883,2018,63,0,47.62,28.57,0
3884,2018,2146,13.79,21.67,14.17,10.16
3885,2018,4030,11.39,19.06,9.13,10.79
3886,2018,1174,3.66,35.01,7.75,12.35
3887,2018,1183,6.59,29.42,14.71,11.16
3890,2018,66,15.15,6.06,0,56.06
3894,2018,2878,10.39,23.49,13.45,10.95
3901,2018,4247,14.83,26.09,12.08,10.36
3902,2018,1346,8.32,27.79,6.09,19.91
3903,2018,3527,9.81,21.75,10.94,15.17
3904,2018,3954,11.56,21.8,12.85,11.99
3905,2018,996,13.86,18.67,10.94,11.45
3906,2018,2303,9.42,31.44,13.03,10.9
3907,2018,546,10.62,20.15,10.81,13.37
3908,2018,4383,9.77,22.86,12.87,14.05
3909,2018,5303,8.54,20.1,16.84,12.09
3910,2018,208,6.73,0,12.98,28.85
3911,2018,0,NA,NA,NA,NA
4001,2018,1329,8.43,26.11,7,19.34
4002,2018,3587,5.72,33.29,18.62,4.38
4003,2018,121,4.96,14.05,0,24.79
4005,2018,12841,9.62,18.57,16.89,13.88
4006,2018,75,0,8,29.33,8
4008,2018,1469,14.36,27.84,13.75,16.41
4009,2018,2410,9.67,10.87,16.56,16.76
4010,2018,728,8.38,20.74,14.15,19.92
4011,2018,10341,17.51,14.56,16.63,13.58
4015,2018,2066,4.84,24.44,11.86,14.86
4017,2018,211,13.27,25.59,5.69,15.17
4019,2018,13,0,0,0,0
4020,2018,602,8.64,24.09,13.95,16.78
4021,2018,3611,13.29,6.92,19.86,9.47
4022,2018,640,8.12,23.75,16.56,13.59
4024,2018,283,9.89,19.08,20.49,19.43
4027,2018,3164,13.4,32.11,12.61,9.58
4029,2018,829,9.41,28.11,15.2,8.81
4030,2018,1434,10.95,15.55,7.88,16.74
4032,2018,4526,14.27,16.35,15.75,12.93
4037,2018,1902,12.88,19.72,16.4,13.77
4038,2018,9723,13.3,14.65,16.38,13.56
4039,2018,4530,12.38,18.98,14.68,15.54
4040,2018,1468,7.63,25.68,15.8,15.74
4041,2018,717,11.16,26.92,13.95,10.04
4042,2018,2676,9.68,27.69,16.37,13.34
4043,2018,5759,11.63,17.97,14.66,12.68
4046,2018,4022,10.72,20.01,13.95,9.03
4047,2018,917,6.43,27.7,18.65,20.5
4048,2018,1481,6.14,20.73,13.64,17.08
4049,2018,1727,12.97,23.05,19.4,7.87
4050,2018,128,20.31,23.44,8.59,7.03
4051,2018,488,11.27,22.13,14.34,10.25
4055,2018,2078,7.22,20.79,22.23,10.39
4056,2018,143,4.2,11.89,30.07,25.17
4057,2018,14,28.57,0,0,35.71
4061,2018,1674,12.25,25.57,27.54,11.41
4062,2018,9967,9.67,13.5,16.57,12.03
4063,2018,245,20.82,6.94,33.47,7.76
4064,2018,4595,4.81,14.41,14.99,11.4
4066,2018,281,2.85,43.06,5.34,20.28
4068,2018,716,7.68,33.1,10.2,16.34
4069,2018,951,12.62,28.5,12.41,18.19
4071,2018,3102,11.83,15.89,17.54,12.44
4072,2018,11072,9.11,16.58,18.87,13.14
4073,2018,7861,7.79,25.72,16.49,14.18
4074,2018,10673,6.91,11.41,17.74,16.66
4076,2018,1439,6.67,25.57,11.26,13.76
4079,2018,1908,12.21,25.68,11.27,12.26
4083,2018,2138,5.71,26.43,12.49,10.48
4084,2018,4232,13.16,19.99,15.05,11.7
4085,2018,1301,2.61,14.53,19.68,6.76
4086,2018,4685,13.34,19.15,15.92,14.9
4087,2018,808,4.58,20.79,24.63,15.84
4088,2018,612,8.33,23.69,19.12,13.07
4090,2018,5057,10.4,16.31,17.09,9.93
4091,2018,400,8,28.5,14.5,11
4092,2018,10311,5.3,13.05,16.93,14.26
4093,2018,4757,6.31,14.34,14.88,16.02
4095,2018,616,6.98,28.57,14.77,11.2
4096,2018,4139,11.86,11.21,14.57,10.87
4097,2018,2169,10.1,16.18,19.18,10.97
4101,2018,10225,9.86,10.89,12.62,11.12
4102,2018,10660,10.12,10.19,16.53,11.83
4103,2018,18248,12.62,12.13,18.64,10.82
4105,2018,6138,9.45,11.76,17.22,9.42
4106,2018,15048,9.84,10.51,18.02,14.97
4107,2018,4740,9.28,16.96,14.09,8.82
4108,2018,515,9.32,9.32,17.67,14.17
4109,2018,34,0,14.71,0,14.71
4110,2018,744,12.1,11.16,15.86,12.9
4210,2018,11916,12.15,13.99,16.24,14.88
4216,2018,146,14.38,36.3,15.07,12.33
4217,2018,1481,10.87,20.93,10.6,9.32
4219,2018,851,12.22,13.87,19.98,15.75
4220,2018,1768,5.49,30.71,11.76,10.29
4221,2018,405,6.91,21.98,21.98,9.88
4222,2018,2232,11.29,23.61,13.08,16.22
4224,2018,986,9.13,28.5,13.18,15.62
4226,2018,93,8.6,30.11,5.38,30.11
4227,2018,37,0,45.95,29.73,0
4228,2018,0,NA,NA,NA,NA
4231,2018,139,4.32,24.46,23.74,8.63
4234,2018,40,0,100,0,0
4236,2018,2377,8.25,28.52,18.43,11.27
4237,2018,88,22.73,15.91,7.95,12.5
4238,2018,833,20.77,29.41,15.13,9.84
4239,2018,2353,9.35,32.04,22.57,13.22
4240,2018,17586,11.07,16.79,17.97,12.24
4250,2018,2073,7.38,20.5,16.35,18.48
4252,2018,2464,8.81,17.65,17.74,19.03
4253,2018,994,11.47,32.7,19.52,12.98
4254,2018,1113,2.96,31.18,18.78,15.99
4255,2018,341,9.38,18.18,19.65,21.11
4256,2018,1505,10.7,21.59,19.53,4.25
4257,2018,1097,11.49,22.24,21.51,13.86
4258,2018,1335,5.39,20.3,18.58,10.11
4259,2018,1584,6.38,30.05,14.77,9.53
4260,2018,3366,8.59,20.59,15.81,10.7
4261,2018,194,20.62,16.49,7.73,3.61
4263,2018,1089,16.71,25.62,17.91,10.1
4265,2018,572,9.27,31.64,29.02,5.59
4267,2018,30,0,30,46.67,0
4268,2018,2283,8.23,30.79,16.12,10.95
4270,2018,2795,10.63,21.14,10.95,17.57
4271,2018,0,NA,NA,NA,NA
4274,2018,3012,10.23,18.23,16.5,10.16
4275,2018,139,9.35,25.9,19.42,9.35
4276,2018,2422,8.3,24.32,16.43,16.56
4280,2018,3275,8.79,22.23,12.92,17.59
4281,2018,1825,14.36,14.96,24.16,16.38
4282,2018,3068,10.53,22.62,22.26,13.59
4284,2018,420,18.57,16.9,18.33,5.95
4285,2018,173,17.92,20.81,15.03,13.87
4286,2018,24,0,0,0,0
4287,2018,1843,11.77,28.7,12.81,13.08
4289,2018,885,6.78,23.28,21.36,16.61
4290,2018,730,10.82,27.53,19.45,11.78
4292,2018,450,5.78,21.78,20.89,20
4294,2018,1686,8.07,23.67,21.83,8.19
4330,2018,12426,7.93,11.32,20.82,14.41
4342,2018,951,10.2,30.28,11.25,10.41
4343,2018,16,0,0,0,0
4344,2018,1549,10.33,14.72,15.11,9.68
4345,2018,5708,9.6,16.47,17.1,13.03
4346,2018,1016,9.35,22.44,12.3,17.22
4347,2018,1234,14.83,10.78,13.45,8.35
4348,2018,1484,8.49,21.97,22.84,12.13
4349,2018,566,7.42,24.38,16.08,11.48
4350,2018,1958,6.64,22.42,18.69,14.81
4351,2018,1325,10.79,13.81,21.74,17.28
4352,2018,769,14.43,13.78,22.76,11.96
4353,2018,1126,8.61,28.15,14.12,14.21
4354,2018,727,7.84,24.9,15.27,16.51
4355,2018,1380,22.03,20.36,12.83,6.67
4357,2018,1763,9.13,19.34,13.73,14.29
4358,2018,2042,10.87,25.51,12.1,12.24
4359,2018,116,0,30.17,0,0
4360,2018,232,8.19,26.29,13.36,21.98
4363,2018,1201,8.99,19.73,19.32,22.06
4364,2018,2910,9.11,16.77,16.19,19.45
4401,2018,22073,13.74,8.75,22.4,14.91
4406,2018,289,6.92,39.45,15.92,9
4408,2018,73,9.59,36.99,16.44,2.74
4410,2018,483,7.25,24.43,16.98,22.98
4411,2018,861,17.31,19.05,22.88,10.8
