COUNTYFP,year,totPopE,whiteP,blackP,amIndP,asianP,pacIsP,otherP,hispP,noHSP,age0_4,age5_14,age15_19,age20_24,age15_44,age45_49,age50_54,age55_59,age60_64,ageOv65,ageOv18,age18_64,a15_24P,und45P,ovr65P,disbP
46117,2018,2997,86.29,0.0,9.68,0.0,1.17,2.87,2.4,5.91,224,445,126,122,949,225,160,175,270,549,2239,1690,8.27,53.99,18.32,8.8
46119,2018,1331,95.42,0.0,1.28,0.0,0.0,3.31,1.35,4.72,54,208,89,69,390,99,111,74,96,299,1014,715,11.87,48.99,22.46,8.9
46121,2018,10146,9.35,0.18,82.25,1.52,0.0,6.7,4.31,22.12,1251,2219,936,781,4166,478,451,397,423,761,6057,5296,16.92,75.26,7.5,9.1
46123,2018,5468,81.86,0.0,12.44,0.38,0.0,5.32,0.2,9.38,353,683,334,238,1618,323,456,450,379,1206,4230,3024,10.46,48.54,22.06,9.9
46125,2018,8264,97.59,0.33,0.63,0.04,0.0,1.42,2.29,6.57,503,1137,477,366,2675,474,547,608,643,1677,6294,4617,10.2,52.21,20.29,13.6
46127,2018,15177,94.11,0.84,0.84,1.16,0.0,3.05,3.0,8.15,870,2121,1005,754,5471,977,1083,1135,961,2559,11512,8953,11.59,55.76,16.86,10.1
46129,2018,5510,79.4,4.75,9.95,1.36,0.0,4.54,2.09,9.88,349,730,338,207,1787,222,337,397,399,1289,4217,2928,9.89,52.01,23.39,13.8
46135,2018,22717,92.09,1.58,3.05,0.22,0.07,2.99,4.2,9.06,1360,2689,1301,1530,8157,1527,1688,1682,1536,4078,17884,13806,12.46,53.73,17.95,14.8
46137,2018,2814,23.63,0.04,74.95,0.53,0.0,0.85,0.39,15.87,198,535,281,206,1194,143,189,187,116,252,1914,1662,17.31,68.48,8.96,10.9
47001,2018,75775,91.34,3.26,0.5,1.34,0.04,3.52,2.8,13.23,4075,9046,4341,4340,26481,4989,5369,5777,5307,14731,59771,45040,11.46,52.26,19.44,18.9
47003,2018,47558,84.15,7.35,0.06,0.17,0.06,8.22,12.0,19.17,3171,7022,2993,3002,18180,3359,3040,2851,2914,7021,35309,28288,12.61,59.66,14.76,16.0
47005,2018,16112,94.42,3.17,0.43,0.21,0.0,1.77,1.72,19.14,741,1707,1035,806,5117,1118,1160,1168,1252,3849,13034,9185,11.43,46.95,23.89,26.9
47007,2018,14602,90.51,4.51,1.62,0.05,0.0,3.3,2.23,25.07,603,1256,701,891,5637,1181,1148,1322,807,2648,12233,9585,10.9,51.34,18.13,26.8
47009,2018,128443,93.99,2.64,0.29,0.77,0.1,2.21,3.25,10.9,6457,15013,8065,7182,45402,9013,9410,9207,8919,25022,101898,76876,11.87,52.06,19.48,14.4
47011,2018,104557,90.36,4.9,0.12,1.14,0.03,3.45,5.95,15.71,5982,13047,7269,7317,40685,7176,7209,6833,6269,17356,81352,63996,13.95,57.11,16.6,18.0
47013,2018,39687,97.46,0.32,0.41,0.39,0.0,1.42,1.23,24.45,2187,4553,2199,2208,13725,2865,2805,3060,2462,8030,31471,23441,11.1,51.57,20.23,25.1
47015,2018,13976,96.0,1.67,0.24,0.03,0.0,2.05,2.15,15.91,736,1734,722,799,4967,968,1073,960,974,2564,11007,8443,10.88,53.21,18.35,18.7
47017,2018,28018,86.63,10.25,0.35,0.37,0.17,2.22,2.55,17.94,1734,3221,1825,1846,9909,1808,1992,1872,1927,5555,22038,16483,13.1,53.05,19.83,22.3
47019,2018,56391,96.47,1.53,0.35,0.38,0.0,1.28,1.8,17.21,2511,6233,3060,3024,19542,3920,4186,4158,4095,11746,45677,33931,10.79,50.16,20.83,21.7
47021,2018,39929,95.02,1.38,0.24,0.43,0.03,2.91,2.86,15.03,2109,5259,2548,2219,14894,2927,3392,3274,2420,5654,30855,25201,11.94,55.75,14.16,14.1
47023,2018,17150,85.91,10.36,0.04,0.5,0.0,3.19,1.1,13.75,960,2133,1673,1386,6939,961,1193,1014,1110,2840,13285,10445,17.84,58.5,16.56,14.0
47025,2018,31613,96.5,1.1,0.19,0.65,0.27,1.29,1.25,19.59,1559,3327,1933,2203,11733,2129,2222,2296,2296,6051,25647,19596,13.08,52.57,19.14,21.4
47027,2018,7686,94.72,3.41,1.0,0.09,0.0,0.78,0.68,19.37,388,898,468,337,2315,530,594,588,531,1842,6157,4315,10.47,46.85,23.97,18.7
47029,2018,35336,94.86,2.09,0.82,0.0,0.03,2.2,2.28,21.41,1809,4254,1938,1927,11659,2379,2648,2565,2861,7161,27991,20830,10.94,50.15,20.27,23.5
47031,2018,54531,90.79,2.6,0.16,0.95,0.01,5.48,4.19,13.74,3444,7502,3329,3161,19736,3481,3913,3812,3316,9327,41398,32071,11.9,56.27,17.1,17.9
47033,2018,14499,78.81,13.23,0.17,0.35,0.0,7.45,10.45,18.87,884,2055,896,818,5105,940,980,979,911,2645,11008,8363,11.82,55.48,18.24,18.9
47035,2018,58634,96.86,0.56,0.64,0.27,0.0,1.67,2.95,13.99,2812,6016,2700,2669,16765,3254,3670,4413,4183,17521,48065,30544,9.16,43.65,29.88,22.5
47037,2018,684017,63.76,27.37,0.24,3.52,0.07,5.05,10.18,11.43,46442,78317,38640,50675,317901,40999,41791,42316,36360,79891,538527,458636,13.06,64.71,11.68,11.6
47039,2018,11683,93.09,3.75,0.0,0.4,0.0,2.76,1.69,16.48,605,1477,607,650,3683,671,845,840,852,2710,9195,6485,10.76,49.35,23.2,19.1
47041,2018,19601,94.11,1.49,0.0,0.95,0.08,3.37,8.03,20.05,1078,2355,1179,1031,7094,1336,1396,1374,1441,3527,15342,11815,11.27,53.71,17.99,16.2
47043,2018,51988,92.42,4.16,0.42,0.52,0.0,2.48,3.43,16.92,3200,6837,3391,3002,19414,3686,3805,3729,3266,8051,39709,31658,12.3,56.65,15.49,16.3
47045,2018,37576,82.23,13.02,0.53,0.75,0.14,3.33,3.34,17.34,2247,5103,2589,2172,13744,2602,2616,2907,2016,6341,28564,22223,12.67,56.14,16.88,19.5
47047,2018,39692,69.67,27.44,0.84,0.69,0.0,1.36,2.61,13.38,2042,4457,2217,2053,13196,2518,2987,3291,3253,7948,31726,23778,10.76,49.62,20.02,15.7
47049,2018,17994,97.82,0.17,0.18,0.62,0.0,1.21,1.49,20.18,1063,2110,1162,923,5824,1217,1303,1413,1335,3729,14078,10349,11.59,50.0,20.72,24.0
47051,2018,41512,90.05,5.15,0.16,0.56,0.06,4.02,3.28,12.75,2057,4804,3113,3180,15495,2410,2759,3225,2835,7927,32982,25055,15.16,53.85,19.1,19.7
47053,2018,49175,78.09,17.73,0.38,0.39,0.08,3.33,2.68,15.13,3161,6556,3372,2851,17833,3012,3478,3474,2943,8718,37257,28539,12.65,56.02,17.73,19.5
47055,2018,29167,86.13,10.0,0.31,0.22,0.0,3.34,2.27,14.65,1646,3385,1814,1732,10002,1960,2159,2168,2177,5670,23067,17397,12.16,51.54,19.44,17.6
47057,2018,23013,97.78,0.41,0.38,0.33,0.0,1.11,3.22,21.02,1091,2732,1447,1227,7816,1703,1735,1862,1576,4498,18217,13719,11.62,50.58,19.55,23.8
47059,2018,68669,94.76,2.12,0.26,0.36,0.07,2.43,2.79,16.44,3299,7587,4189,4216,23847,4678,4980,4825,5170,14283,55227,40944,12.24,50.58,20.8,23.7
47061,2018,13331,84.84,0.67,0.89,0.19,0.05,13.37,1.23,24.35,758,1673,802,759,4606,852,899,1068,754,2721,10374,7653,11.71,52.79,20.41,24.8
47063,2018,63740,87.89,4.32,0.2,1.03,0.22,6.34,11.57,18.74,3876,8333,4022,3860,23109,4419,4378,4292,3924,11409,48903,37494,12.37,55.41,17.9,18.7
47065,2018,357546,75.36,19.43,0.17,2.03,0.04,2.97,5.46,10.8,20718,41962,21156,23240,139521,22917,23926,24056,24188,60258,282626,222368,12.42,56.55,16.85,14.1
47067,2018,6585,97.78,0.56,0.29,0.77,0.0,0.59,0.84,23.71,335,770,323,374,2227,416,471,563,484,1319,5245,3926,10.58,50.6,20.03,27.1
47069,2018,25562,55.71,41.63,0.22,0.75,0.0,1.69,1.73,20.94,976,3113,1680,1617,10108,1708,1839,1634,1704,4480,20577,16097,12.9,55.54,17.53,19.3
47071,2018,25771,94.21,4.2,0.05,0.58,0.08,0.88,2.49,19.62,1318,3008,1522,1339,8444,1746,1863,1959,1795,5638,20402,14764,11.1,49.55,21.88,18.0
47073,2018,56402,95.96,1.41,0.16,0.48,0.12,1.87,1.49,16.32,2829,6591,3246,3079,19092,4132,4174,4298,4025,11261,44836,33575,11.21,50.55,19.97,22.7
47075,2018,17779,45.03,50.65,0.0,0.04,0.04,4.23,4.38,17.93,1046,2330,1258,833,6267,1173,1241,1391,1264,3067,13690,10623,11.76,54.24,17.25,18.1
47077,2018,27859,89.51,7.8,0.0,0.2,0.1,2.39,2.24,18.81,1499,3821,1651,1554,9963,1873,2006,1959,1850,4888,21430,16542,11.5,54.86,17.55,18.6
47079,2018,32279,89.52,8.48,0.15,0.25,0.0,1.6,2.49,14.02,1699,3864,1770,1600,10380,2021,2368,2460,2280,7207,25542,18335,10.44,49.39,22.33,21.5
47081,2018,24678,92.08,4.98,0.28,0.35,0.02,2.29,2.42,20.34,1356,2916,1592,1505,9388,1727,1881,1798,1568,4044,19319,15275,12.55,55.35,16.39,20.1
47083,2018,8176,92.72,3.91,1.05,0.24,0.21,1.86,0.61,23.23,405,1064,470,485,2788,536,538,679,442,1724,6385,4661,11.68,52.07,21.09,22.7
47085,2018,18318,93.65,2.37,1.12,0.67,0.03,2.15,2.38,15.55,921,2189,1055,1117,6526,1176,1365,1307,1348,3486,14530,11044,11.86,52.6,19.03,22.1
47087,2018,11615,95.88,0.71,0.0,0.07,0.0,3.34,2.01,21.53,503,1210,711,617,3848,776,859,890,1037,2492,9478,6986,11.43,47.88,21.46,23.5
47089,2018,53247,95.47,1.8,0.12,0.57,0.02,2.01,3.58,15.54,2557,6196,3679,3329,18991,3599,3950,3850,3792,10312,42377,32065,13.16,52.1,19.37,20.1
47091,2018,17789,94.26,3.28,0.48,0.35,0.0,1.62,1.98,20.43,720,1694,860,947,6272,1360,1307,1151,1383,3902,14826,10924,10.16,48.83,21.93,23.6
47093,2018,456185,85.45,8.84,0.3,2.19,0.04,3.18,4.12,9.0,26296,54092,30427,41279,190024,29290,30287,29605,27518,69073,359359,290286,15.72,59.28,15.14,12.5
47095,2018,7526,67.92,29.1,0.21,0.13,0.0,2.63,2.25,26.46,307,619,370,569,3368,620,522,520,429,1141,6388,5247,12.48,57.06,15.16,23.1
47097,2018,26297,62.35,33.48,0.75,0.32,0.0,3.1,2.44,23.01,1483,3453,1663,1766,10474,1712,1875,1708,1595,3997,20245,16248,13.04,58.6,15.2,22.4
47099,2018,42937,95.51,1.74,0.28,0.53,0.11,1.83,2.08,17.46,2880,6028,2751,2390,15075,2925,3024,2838,2600,7567,32139,24572,11.97,55.86,17.62,18.6
47101,2018,11956,95.41,1.63,0.0,0.69,0.0,2.27,2.24,15.37,657,1525,616,718,3977,761,767,742,1059,2468,9279,6811,11.16,51.51,20.64,18.4
47103,2018,33711,89.57,7.03,0.2,0.55,0.0,2.64,3.42,16.88,1713,4475,2056,1724,11485,2199,2415,2626,2447,6351,26179,19828,11.21,52.43,18.84,19.5
47105,2018,51610,94.51,1.01,0.18,0.72,0.0,3.58,8.51,14.29,2695,5748,2810,2593,15865,3123,3321,3598,4125,13135,41359,28224,10.47,47.1,25.45,15.2
47107,2018,52773,92.18,3.82,0.26,0.75,0.05,2.94,3.87,15.22,2864,6412,3298,2987,18705,3596,3649,3993,3446,10108,41463,31355,11.91,53.02,19.15,19.0
47109,2018,25903,91.61,5.87,0.18,0.19,0.0,2.14,2.04,19.04,1389,3283,1582,1498,8984,1676,1784,1801,1733,5253,20155,14902,11.89,52.72,20.28,19.3
47111,2018,23487,96.36,0.31,0.24,0.8,0.14,2.15,5.16,21.16,1685,3112,1423,1446,8655,1641,1646,1577,1505,3666,17769,14103,12.22,57.27,15.61,19.7
47113,2018,97682,58.64,37.42,0.08,0.98,0.0,2.89,3.78,11.72,6122,12164,7323,7183,38024,6044,6604,6617,6551,15556,75505,59949,14.85,57.65,15.93,14.8
47115,2018,28417,93.33,2.12,0.22,0.46,0.0,3.87,1.75,18.93,1661,3306,1617,1540,9881,1856,2057,2079,2144,5433,22373,16940,11.11,52.25,19.12,21.3
47117,2018,32269,89.6,7.35,0.02,0.32,0.0,2.71,5.09,15.18,1890,4301,2151,1769,12129,2207,2277,2149,2282,5034,24599,19565,12.15,56.77,15.6,16.6
47119,2018,89776,84.29,11.59,0.32,0.93,0.02,2.85,5.67,10.6,5951,11698,5171,5102,33919,5599,6253,6712,5928,13716,68751,55035,11.44,57.44,15.28,14.1
47121,2018,11962,96.3,1.97,0.23,0.09,0.0,1.4,2.01,15.53,641,1417,742,573,3948,831,892,845,926,2462,9393,6931,10.99,50.21,20.58,19.5
47123,2018,45876,94.66,2.09,0.8,0.41,0.0,2.04,4.31,21.08,2612,5482,2919,2494,15724,3081,3137,3276,3207,9357,35948,26591,11.8,51.92,20.4,20.3
47125,2018,196387,70.93,20.02,0.56,2.27,0.38,5.84,9.92,7.51,16696,28662,12447,17481,93619,11061,10784,9506,8563,17496,143435,125939,15.24,70.77,8.91,14.6
47127,2018,6322,93.31,1.33,2.36,1.69,0.0,1.31,0.21,14.39,344,694,345,386,2086,453,459,420,515,1351,5055,3704,11.56,49.41,21.37,14.4
47129,2018,21596,93.97,5.06,0.14,0.0,0.0,0.83,1.26,18.72,1019,2325,1197,1404,8563,1612,1601,1338,1565,3573,17467,13894,12.04,55.14,16.54,22.2
47131,2018,30520,85.12,10.07,0.24,0.37,0.04,4.17,4.21,16.57,1736,3710,2071,1631,10587,1999,2134,2355,2020,5979,23828,17849,12.13,52.53,19.59,21.5
47133,2018,22004,97.59,0.63,0.0,0.47,0.34,0.97,1.38,20.43,1215,2815,1345,1233,7526,1470,1514,1553,1549,4362,17099,12737,11.72,52.52,19.82,15.8
47135,2018,7912,94.27,3.46,0.11,0.44,0.0,1.71,2.43,25.83,532,877,506,426,2726,456,543,708,457,1613,6162,4549,11.78,52.26,20.39,19.2
47137,2018,5088,99.27,0.51,0.0,0.0,0.0,0.22,0.53,23.7,223,531,300,212,1492,320,385,395,393,1349,4143,2794,10.06,44.14,26.51,21.3
47139,2018,16782,96.34,0.22,0.27,0.06,0.0,3.11,2.0,19.69,771,1948,986,879,5584,1277,1311,1530,995,3366,13394,10028,11.11,49.48,20.06,17.8
47141,2018,76440,93.63,2.24,0.38,1.26,0.04,2.44,6.18,13.99,4451,8770,5898,8291,32396,4508,4700,4411,4587,12617,60418,47801,18.56,59.68,16.51,14.9
47143,2018,32628,94.4,2.24,0.21,0.33,0.0,2.81,4.95,21.7,2048,4258,2115,2153,11778,2131,2231,2368,1965,5849,25040,19191,13.08,55.42,17.93,20.5
47145,2018,52897,94.01,2.42,0.26,0.76,0.03,2.52,1.78,11.83,2343,5660,3143,2814,17155,3630,3970,4024,4497,11618,42844,31226,11.26,47.56,21.96,20.3
47147,2018,69344,87.99,7.04,0.31,0.55,0.07,4.04,6.74,12.49,4408,9582,4640,3817,26240,4819,5131,5129,4282,9753,52271,42518,12.2,58.02,14.06,14.7
47149,2018,307128,77.44,14.34,0.24,3.23,0.01,4.74,7.78,8.77,20275,43282,22224,29543,140281,20729,19640,17944,14405,30572,230671,200099,16.86,66.37,9.95,10.7
47151,2018,21954,98.03,0.53,0.28,0.01,0.0,1.15,0.89,21.23,1335,3056,1441,1239,8215,1457,1534,1633,1162,3562,16595,13033,12.21,57.42,16.22,25.9
47153,2018,14730,97.11,0.19,0.06,0.0,0.0,2.63,3.51,17.5,746,1805,843,829,5177,969,1035,1195,932,2871,11587,8716,11.35,52.46,19.49,23.0
47155,2018,96287,94.75,0.75,0.35,0.86,0.01,3.28,5.83,16.09,5167,11350,5735,5655,34325,6614,6996,7385,6516,17934,76153,58219,11.83,52.8,18.63,17.6
47157,2018,937005,39.31,53.54,0.17,2.55,0.03,4.4,6.25,11.82,66676,130216,63264,67013,384489,59524,61081,59492,56961,118566,700758,582192,13.9,62.05,12.65,12.6
47159,2018,19458,95.04,2.63,0.45,0.1,0.0,1.78,2.63,14.85,1082,2560,1269,1102,6889,1352,1659,1491,1288,3137,14954,11817,12.19,54.12,16.12,17.5
47161,2018,13301,94.1,1.14,0.46,0.74,0.38,3.19,2.78,14.38,772,1525,798,681,4423,927,1054,973,1010,2617,10493,7876,11.12,50.52,19.68,20.9
47163,2018,156734,94.55,1.95,0.12,0.57,0.08,2.73,1.83,13.44,7786,17264,9130,8713,53475,10972,11422,11104,11597,33114,125986,92872,11.38,50.1,21.13,20.8
47165,2018,179473,87.7,7.08,0.33,1.27,0.13,3.49,4.7,10.05,10954,24463,11531,9988,67788,12664,13046,12219,11063,27276,136432,109156,11.99,57.5,15.2,14.0
47167,2018,61446,78.01,18.09,0.37,0.76,0.15,2.61,2.73,13.13,3791,8734,4503,3614,23661,4265,4489,4610,3427,8469,46060,37591,13.21,58.89,13.78,16.0
47169,2018,9573,85.16,9.52,0.25,0.19,0.0,4.89,0.68,19.85,594,1012,732,650,4205,613,638,648,512,1351,7677,6326,14.44,60.7,14.11,18.1
47171,2018,17780,96.49,0.37,0.1,0.39,0.0,2.65,4.63,15.42,725,1902,897,1081,5816,1223,1238,1424,1322,4130,14539,10409,11.12,47.49,23.23,23.6
47173,2018,19293,97.71,0.45,0.03,0.17,0.23,1.42,1.57,23.77,1066,2432,1155,1025,6743,1349,1442,1538,1353,3370,15071,11701,11.3,53.08,17.47,18.9
47175,2018,5704,96.83,0.23,0.0,0.0,0.0,2.95,1.02,20.13,293,579,335,250,1819,410,391,440,510,1262,4638,3376,10.26,47.18,22.12,25.1
47177,2018,40454,91.81,1.49,0.35,0.6,0.29,5.46,8.93,20.9,2432,5495,2508,2298,14874,2536,2826,2604,2758,6929,30843,23914,11.88,56.36,17.13,20.6
47179,2018,127055,91.32,4.2,0.3,1.58,0.0,2.59,3.36,11.36,6506,13930,8464,11380,50853,8371,8345,8242,8581,22227,102358,80131,15.62,56.11,17.49,18.4
47181,2018,16649,91.96,6.82,0.36,0.38,0.0,0.47,2.01,20.31,812,1725,878,1038,6292,1171,1218,1063,1234,3134,13510,10376,11.51,53.03,18.82,20.7
47183,2018,33626,88.51,8.65,0.32,0.22,0.05,2.25,2.42,15.68,1724,3642,3040,3735,13875,2003,2167,2167,2097,5951,27061,21110,20.15,57.22,17.7,18.5
47185,2018,26580,95.93,2.01,0.03,0.19,0.0,1.84,2.46,17.84,1568,3374,1607,1370,9019,1781,1902,1785,1888,5263,20651,15388,11.2,52.52,19.8,19.7
47187,2018,218648,89.24,4.26,0.19,4.14,0.03,2.15,4.74,4.44,13080,35971,16798,11109,80149,17602,16670,15762,12274,27140,158117,130977,12.76,59.09,12.41,7.2
47189,2018,132663,88.02,7.0,0.28,1.51,0.05,3.15,4.05,8.81,7966,18240,8546,6963,49218,9858,9758,9200,8392,20031,100854,80823,11.69,56.85,15.1,12.9
48001,2018,57863,73.53,20.98,0.47,0.55,0.02,4.45,17.53,19.88,2991,6261,3040,3562,25328,4152,4107,3227,3598,8199,46648,38449,11.41,59.76,14.17,13.9
48003,2018,17818,92.4,1.98,0.0,0.35,0.12,5.15,56.01,25.4,1551,3083,1461,1113,7447,1040,1094,899,861,1843,12299,10456,14.45,67.8,10.34,9.1
48005,2018,87607,79.19,14.8,0.68,1.15,0.01,4.18,21.89,18.91,6011,12797,6025,5531,33336,5471,5749,5567,5049,13627,64914,51287,13.19,59.52,15.55,18.4
48007,2018,24763,89.26,1.54,0.2,1.97,0.0,7.03,27.28,15.12,1207,2623,1351,1446,7290,1344,1896,1820,2002,6581,20044,13463,11.3,44.91,26.58,21.3
48009,2018,8789,94.82,0.92,0.46,0.53,0.0,3.27,8.27,9.03,430,1086,563,529,2949,527,755,656,692,1694,6877,5183,12.42,50.8,19.27,15.7
48011,2018,1916,95.51,0.37,1.51,0.0,0.0,2.61,6.84,11.61,121,200,100,82,585,186,85,209,130,400,1520,1120,9.5,47.29,20.88,12.6
48013,2018,48828,92.76,0.25,0.19,0.31,0.0,6.49,63.9,22.75,3584,7657,3633,3038,19049,2890,3011,2874,2842,6921,35266,28345,13.66,62.03,14.17,12.2
48015,2018,29565,80.53,8.88,0.16,0.3,0.0,10.12,26.45,16.9,1780,4078,1861,1712,10187,1770,2051,2327,1978,5394,22460,17066,12.09,54.27,18.24,12.6
48017,2018,7092,83.43,0.79,1.06,0.99,0.0,13.73,64.27,25.91,491,1063,550,581,2997,376,339,366,460,1000,5068,4068,15.95,64.17,14.1,13.2
48019,2018,21763,91.21,0.79,1.36,0.27,0.0,6.37,18.43,10.68,864,2132,1033,1056,6100,1239,1686,1873,2236,5633,18004,12371,9.6,41.8,25.88,19.6
48021,2018,82577,71.06,7.87,0.49,0.89,0.0,19.68,36.8,18.99,5457,11901,5916,4875,30509,5431,5761,5920,5873,11725,61481,49756,13.07,57.97,14.2,13.7
48023,2018,3591,92.87,3.31,0.0,0.0,0.0,3.82,10.3,11.47,178,472,176,236,1038,204,263,348,216,872,2791,1919,11.47,47.01,24.28,20.5
48025,2018,32691,87.35,7.98,0.65,0.45,0.01,3.56,58.58,26.31,1924,3868,1938,2720,15124,2230,2157,2031,1478,3879,25742,21863,14.25,63.98,11.87,17.1
48027,2018,342236,63.47,23.53,0.71,2.95,0.68,8.66,24.44,9.43,29639,51357,23615,30780,156534,18497,18569,17650,14791,35199,247128,211929,15.89,69.41,10.29,14.7
48029,2018,1925865,79.72,7.62,0.69,2.82,0.11,9.04,60.0,16.16,138622,278042,139336,145695,848450,118958,115719,108990,93279,223805,1426741,1202936,14.8,65.69,11.62,14.0
48031,2018,11279,90.18,0.51,1.03,1.46,0.35,6.47,19.27,9.35,461,1177,685,493,3298,710,855,1075,1006,2697,9222,6525,10.44,43.76,23.91,17.0
48033,2018,665,97.89,0.0,0.0,0.0,0.0,2.11,8.42,6.91,90,47,42,23,216,36,22,43,38,173,493,320,9.77,53.08,26.02,23.2
48035,2018,18122,95.08,1.6,0.46,0.51,0.0,2.35,18.01,14.94,970,2223,1065,875,5498,1030,1262,1430,1281,4428,14222,9794,10.71,47.96,24.43,17.5
48037,2018,93858,68.87,24.57,0.93,1.08,0.05,4.5,7.56,11.84,6060,12552,5542,6215,36825,5763,6023,6160,5483,14992,71596,56604,12.53,59.06,15.97,12.9
48039,2018,353999,73.02,13.67,0.57,6.45,0.02,6.27,30.15,12.29,25013,53821,23891,21058,146489,24431,23345,22350,18570,39980,259486,219506,12.7,63.65,11.29,9.5
48041,2018,219193,75.79,10.49,0.38,6.28,0.02,7.04,25.33,13.35,13546,24629,21795,43936,124389,10111,9776,9539,8296,18907,174024,155117,29.99,74.16,8.63,8.3
48043,2018,9216,92.27,0.23,1.94,1.67,0.0,3.88,44.48,14.74,487,1036,418,543,3344,552,468,628,714,1987,7434,5447,10.43,52.81,21.56,20.9
48045,2018,1546,85.32,2.46,0.0,0.0,1.1,11.13,35.25,13.5,82,141,93,134,526,119,96,118,100,364,1255,891,14.68,48.45,23.54,11.7
48047,2018,7180,89.99,0.68,0.89,0.0,0.0,8.44,93.89,29.93,501,997,561,978,3171,414,333,302,349,1113,5335,4222,21.43,65.03,15.5,18.7
48049,2018,37834,91.53,3.87,0.52,0.74,0.0,3.33,21.94,13.86,2053,4882,2768,2409,13802,2217,2500,2801,2343,7236,29211,21975,13.68,54.81,19.13,14.0
48051,2018,17863,80.04,12.65,0.33,0.22,0.0,6.76,20.47,17.49,1092,2161,1174,1040,6200,992,1110,1281,1399,3628,13863,10235,12.39,52.92,20.31,15.9
48053,2018,45750,92.0,1.82,0.71,0.84,0.0,4.64,22.12,11.87,2423,5544,2908,2760,15379,2397,3074,3465,3529,9939,35896,25957,12.39,51.03,21.72,18.3
48055,2018,41401,79.71,6.37,0.65,1.01,0.06,12.19,51.48,21.24,2577,5549,3361,3419,17416,2534,2575,2834,2354,5562,31311,25749,16.38,61.69,13.43,13.9
48057,2018,21807,86.65,2.57,0.09,4.73,0.08,5.88,48.44,19.26,1488,3036,1580,1228,8133,1437,1295,1646,1103,3669,16361,12692,12.88,58.04,16.82,17.7
48059,2018,13770,94.73,0.48,0.08,0.28,0.0,4.42,9.44,11.82,733,1917,848,635,4477,831,994,1035,1032,2751,10549,7798,10.77,51.76,19.98,18.6
48061,2018,421750,94.46,0.54,0.26,0.7,0.02,4.02,89.49,32.81,35652,72691,36264,31611,171550,24766,22254,21969,18687,54181,290683,236502,16.09,66.36,12.85,12.5
48063,2018,12813,72.6,16.56,0.41,0.34,0.0,10.09,24.65,15.46,953,1870,853,792,4363,806,890,835,795,2301,9414,7113,12.84,56.08,17.96,15.3
48065,2018,6032,94.71,1.29,1.31,0.51,0.0,2.17,9.95,6.4,365,890,465,280,2155,343,396,431,395,1057,4491,3434,12.35,56.53,17.52,10.9
48067,2018,30087,78.06,17.4,0.13,0.37,0.0,4.04,4.44,14.51,1482,4120,1926,1420,9816,1889,2038,2148,2120,6474,23275,16801,11.12,51.24,21.52,17.6
48069,2018,7787,90.91,0.9,0.22,1.18,0.01,6.78,64.25,26.16,604,1339,595,532,2875,404,452,477,485,1151,5508,4357,14.47,61.87,14.78,11.0
48071,2018,40292,88.02,7.84,0.21,1.26,0.0,2.68,21.82,12.71,2794,6390,3022,2524,16321,2598,3062,2550,2169,4408,29005,24597,13.76,63.3,10.94,11.0
48073,2018,51903,81.4,13.57,0.62,0.37,0.08,3.96,22.84,20.67,3651,7332,3731,3369,19286,3293,3213,2926,3427,8775,38680,29905,13.68,58.32,16.91,12.9
48075,2018,7226,83.61,7.64,0.95,1.67,0.0,6.12,31.01,16.08,345,793,394,736,3821,243,358,316,395,955,5878,4923,15.64,68.63,13.22,17.5
48077,2018,10387,95.06,0.62,1.15,0.58,0.0,2.6,5.93,9.38,464,1282,606,541,3285,618,724,800,903,2311,8234,5923,11.04,48.44,22.25,18.4
48079,2018,2904,90.32,3.44,0.0,0.0,0.0,6.23,57.99,32.28,215,455,242,124,1159,148,129,205,153,440,2083,1643,12.6,62.98,15.15,15.6
48081,2018,3275,89.4,0.61,1.34,0.18,0.0,8.46,21.31,16.05,103,404,209,92,939,174,291,255,217,892,2596,1704,9.19,44.15,27.24,17.6
48083,2018,8391,92.46,3.03,0.46,0.94,0.0,3.11,17.46,18.16,504,1056,385,305,2501,413,572,718,617,2010,6562,4552,8.22,48.4,23.95,14.6
48085,2018,944350,69.85,9.51,0.47,14.42,0.07,5.68,15.18,6.34,59858,146196,67986,53580,394249,75766,67897,56656,45688,98040,693356,595316,12.87,63.57,10.38,6.9
48087,2018,2996,78.3,7.41,2.7,0.0,0.0,11.58,27.84,23.91,185,436,171,201,1076,143,208,233,173,542,2270,1728,12.42,56.64,18.09,13.8
48089,2018,21022,73.63,12.68,0.17,0.03,0.0,13.49,29.49,18.49,1363,2781,1397,1145,6829,1090,1350,1280,1866,4463,16128,11665,12.09,52.2,21.23,13.8
48091,2018,135097,90.56,1.92,0.22,1.04,0.03,6.24,27.1,7.57,7855,17466,8623,7284,47092,9183,9578,9448,10508,23967,104157,80190,11.77,53.6,17.74,13.9
48093,2018,13495,94.41,1.26,0.47,0.55,0.0,3.31,27.63,16.21,762,1709,1012,572,4300,726,920,837,980,3261,10472,7211,11.74,50.17,24.16,19.3
48095,2018,4233,94.47,2.22,0.24,1.13,0.0,1.94,56.04,37.89,121,321,575,226,1891,304,339,261,241,755,3692,2937,18.92,55.11,17.84,9.6
48097,2018,39571,92.16,2.46,0.66,0.9,0.04,3.78,17.8,13.83,2677,5067,2643,2550,14237,2404,2528,2641,2973,7044,30067,23023,13.12,55.55,17.8,14.1
