ZCTA,totalP,totalP_hh,totalP_fhh,nonRel_fhh,nonRel_fhhR,totalP_nfhh,nonRel_nfhh,nonRel_nfhhR,groupQuar,groupQuarR
21222,54873,54643,44890,1720,3.83,9753,2243,23.0,3732,6.8
21225,33927,33730,28398,1665,5.86,5332,1035,19.41,1917,5.65
21918,3853,3832,3337,51,1.53,495,121,24.44,234,6.07
21071,595,595,541,0,0.0,54,0,0.0,36,6.05
21140,3431,3431,3047,41,1.35,384,93,24.22,225,6.56
21286,20483,18087,13211,321,2.43,4876,1270,26.05,1437,7.02
21153,316,316,254,0,0.0,62,0,0.0,0,0.0
21240,0,0,0,0,,0,0,,0,
21250,2415,0,0,0,,0,0,,0,0.0
21251,933,0,0,0,,0,0,,0,0.0
21252,2271,0,0,0,,0,0,,0,0.0
21409,20352,20343,17809,342,1.92,2534,526,20.76,1045,5.13
21652,138,138,110,0,0.0,28,0,0.0,9,6.52
21705,0,0,0,0,,0,0,,0,
21714,199,199,199,0,0.0,0,0,,0,0.0
21746,2953,0,0,0,,0,0,,0,0.0
21781,159,77,77,0,0.0,0,0,,0,0.0
21802,89,0,0,0,,0,0,,0,0.0
21890,2799,0,0,0,,0,0,,0,0.0
21916,41,0,0,0,,0,0,,0,0.0
21104,5300,5261,5001,47,0.94,260,42,16.15,75,1.42
21204,21628,17533,11836,126,1.06,5697,1908,33.49,1611,7.45
21521,1104,1104,817,20,2.45,287,45,15.68,119,10.78
21074,14872,14850,12868,216,1.68,1982,478,24.12,698,4.69
21205,14580,14462,11726,557,4.75,2736,521,19.04,835,5.73
21227,33822,33526,27797,1064,3.83,5729,1659,28.96,1939,5.73
21037,21524,21426,18565,522,2.81,2861,687,24.01,1143,5.31
21201,17136,16334,7311,73,1.0,9023,2135,23.66,3311,19.32
21550,14112,13804,11487,256,2.23,2317,340,14.67,879,6.23
22643,273,273,265,0,0.0,8,0,0.0,8,2.93
22624,2777,2777,2464,81,3.29,313,45,14.38,204,7.35
22627,801,801,691,12,1.74,110,0,0.0,33,4.12
22644,2413,2403,2173,35,1.61,230,26,11.3,114,4.72
22701,35087,34866,30019,1032,3.44,4847,1329,27.42,1408,4.01
22718,802,802,758,47,6.2,44,19,43.18,25,3.12
22720,744,744,684,18,2.63,60,7,11.67,45,6.05
22731,30,30,30,0,0.0,0,0,,0,0.0
22735,2930,2894,2759,66,2.39,135,20,14.81,14,0.48
22736,737,737,671,4,0.6,66,0,0.0,9,1.22
12850,3204,3193,2718,79,2.91,475,168,35.37,174,5.43
12853,1577,1499,1252,40,3.19,247,17,6.88,129,8.18
12855,242,242,191,0,0.0,51,3,5.88,26,10.74
12870,1576,1555,1367,4,0.29,188,6,3.19,88,5.58
12874,153,153,125,0,0.0,28,0,0.0,18,11.76
12914,902,902,760,48,6.32,142,15,10.56,72,7.98
12916,2056,2056,1726,80,4.63,330,45,13.64,101,4.91
10466,72479,71738,62950,2345,3.73,8788,1721,19.58,3314,4.57
10474,12127,11086,9741,724,7.43,1345,258,19.18,604,4.98
10509,19461,19109,16659,322,1.93,2450,527,21.51,960,4.93
10519,220,217,186,0,0.0,31,0,0.0,0,0.0
10523,9077,9065,8041,369,4.59,1024,200,19.53,455,5.01
12466,2402,2394,2033,109,5.36,361,58,16.07,159,6.62
12468,1069,1069,873,11,1.26,196,81,41.33,67,6.27
12469,605,605,489,8,1.64,116,20,17.24,65,10.74
12474,1082,1082,831,14,1.68,251,71,28.29,132,12.2
12480,733,733,585,13,2.22,148,30,20.27,81,11.05
12487,3483,3093,2073,59,2.85,1020,406,39.8,385,11.05
12496,1463,1463,1213,96,7.91,250,41,16.4,106,7.25
12501,2719,2605,2290,31,1.35,315,25,7.94,130,4.78
12502,1223,1223,913,26,2.85,310,153,49.35,79,6.46
12543,3395,3395,2752,120,4.36,643,149,23.17,216,6.36
12548,1213,1213,998,0,0.0,215,0,0.0,98,8.08
12550,54988,53763,46173,1906,4.13,7590,1295,17.06,2866,5.21
12561,18731,15262,10617,303,2.85,4645,1842,39.66,1137,6.07
12566,11003,10938,9488,373,3.93,1450,275,18.97,505,4.59
12580,4434,4125,3503,103,2.94,622,125,20.1,283,6.38
12603,42589,40389,34536,628,1.82,5853,960,16.4,2280,5.35
12067,1635,1635,1463,9,0.62,172,22,12.79,80,4.89
12134,4186,4176,3505,97,2.77,671,173,25.78,284,6.78
12455,1749,1669,1147,21,1.83,522,55,10.54,174,9.95
12416,281,281,198,0,0.0,83,27,32.53,47,16.73
12062,1730,1730,1416,39,2.75,314,60,19.11,119,6.88
12094,2550,2550,2233,116,5.19,317,42,13.25,130,5.1
12130,729,729,664,24,3.61,65,0,0.0,13,1.78
12209,9383,9291,6701,99,1.48,2590,624,24.09,840,8.95
12007,0,0,0,0,,0,0,,0,
12024,0,0,0,0,,0,0,,0,
12040,163,163,163,3,1.84,0,0,,0,0.0
12069,213,213,143,0,0.0,70,0,0.0,22,10.33
12085,434,349,270,0,0.0,79,11,13.92,34,7.83
12089,115,115,0,0,,115,51,44.35,22,19.13
12124,675,670,599,0,0.0,71,33,46.48,13,1.93
12132,267,267,267,0,0.0,0,0,,0,0.0
12161,199,199,57,0,0.0,142,67,47.18,61,30.65
12172,271,271,201,16,7.96,70,22,31.43,0,0.0
12174,316,316,284,22,7.75,32,0,0.0,15,4.75
12177,305,305,208,0,0.0,97,23,23.71,45,14.75
12195,121,121,91,0,0.0,30,0,0.0,0,0.0
12222,6153,0,0,0,,0,0,,0,0.0
12417,429,429,370,21,5.68,59,17,28.81,18,4.2
12432,431,424,348,0,0.0,76,17,22.37,25,5.8
12436,39,39,0,0,,39,0,0.0,19,48.72
12438,32,32,32,0,0.0,0,0,,0,0.0
12441,68,68,68,0,0.0,0,0,,0,0.0
12452,252,252,211,3,1.42,41,0,0.0,0,0.0
21668,1815,1803,1626,7,0.43,177,12,6.78,78,4.3
21713,10379,10102,8855,308,3.48,1247,177,14.19,616,5.94
21718,140,140,118,1,0.85,22,1,4.55,3,2.14
21750,3732,3732,3281,110,3.35,451,37,8.2,240,6.43
21756,3600,3589,3308,106,3.2,281,50,17.79,116,3.22
21758,4912,4907,4006,71,1.77,901,322,35.74,266,5.42
21766,528,528,435,0,0.0,93,0,0.0,31,5.87
21822,2013,2013,1742,68,3.9,271,76,28.04,114,5.66
21830,3808,3808,3316,30,0.9,492,147,29.88,192,5.04
21861,815,815,639,27,4.23,176,71,40.34,37,4.54
21866,80,80,80,0,0.0,0,0,,0,0.0
21902,212,0,0,0,,0,0,,0,0.0
21540,109,104,87,14,16.09,17,2,11.76,11,10.09
21557,1530,1530,1251,0,0.0,279,26,9.32,134,8.76
21617,10741,10524,9534,157,1.65,990,189,19.09,316,2.94
21623,2000,1813,1599,42,2.63,214,55,25.7,86,4.3
21930,180,180,180,0,0.0,0,0,,0,0.0
21864,645,645,560,52,9.29,85,0,0.0,45,6.98
21865,504,504,474,0,0.0,30,17,56.67,13,2.58
21869,1100,1100,948,40,4.22,152,28,18.42,46,4.18
21874,1872,1872,1423,22,1.55,449,111,24.72,198,10.58
21231,16160,16016,9261,229,2.47,6755,2197,32.52,2379,14.72
21156,320,320,270,0,0.0,50,0,0.0,7,2.19
21208,36441,35648,29162,872,2.99,6486,841,12.97,1933,5.3
21215,58448,57056,44762,1804,4.03,12294,2428,19.75,3756,6.43
21221,43110,42847,35745,1404,3.93,7102,1097,15.45,2715,6.3
21236,38573,38543,32307,693,2.15,6236,1201,19.26,2041,5.29
21401,37081,35975,27654,939,3.4,8321,1595,19.17,2850,7.69
21774,12734,12734,11565,110,0.95,1169,269,23.01,462,3.63
21787,10186,10128,8863,237,2.67,1265,225,17.79,506,4.97
21801,30007,27573,22671,473,2.09,4902,941,19.2,1525,5.08
21842,10669,10590,7049,128,1.82,3541,900,25.42,1312,12.3
21856,913,726,599,19,3.17,127,0,0.0,50,5.48
21915,2732,2725,2348,16,0.68,377,43,11.41,101,3.7
21917,2577,2532,2125,56,2.64,407,173,42.51,114,4.42
21624,207,207,187,0,0.0,20,5,25.0,10,4.83
21632,6065,6048,5201,230,4.42,847,114,13.46,342,5.64
21638,5210,5192,4634,91,1.96,558,127,22.76,171,3.28
21644,77,77,72,4,5.56,5,0,0.0,0,0.0
21671,799,799,607,24,3.95,192,41,21.35,58,7.26
21672,139,139,109,0,0.0,30,0,0.0,9,6.47
21811,23701,23479,19387,261,1.35,4092,766,18.72,1352,5.7
21849,3299,3282,2911,99,3.4,371,38,10.24,179,5.43
21851,6869,6781,5706,142,2.49,1075,82,7.63,380,5.53
21862,68,68,68,0,0.0,0,0,,0,0.0
21875,6460,6460,5121,207,4.04,1339,325,24.27,532,8.24
23359,1128,1128,899,9,1.0,229,108,47.16,65,5.76
23416,253,253,145,0,0.0,108,0,0.0,0,0.0
23418,1100,1100,896,60,6.7,204,50,24.51,70,6.36
23420,3856,3560,3050,85,2.79,510,157,30.78,228,5.91
23432,1473,1473,1268,8,0.63,205,29,14.15,98,6.65
23437,4175,4170,3602,98,2.72,568,46,8.1,272,6.51
23438,1771,1751,1614,10,0.62,137,6,4.38,90,5.08
23423,303,303,221,0,0.0,82,13,15.85,35,11.55
23433,1129,1129,939,57,6.07,190,39,20.53,74,6.55
18821,1311,1311,1078,92,8.53,233,37,15.88,78,5.95
10940,49068,48320,40122,1310,3.27,8198,1413,17.24,2825,5.76
10977,64882,64285,59983,2253,3.76,4302,1130,26.27,1500,2.31
10980,13943,13849,12215,271,2.22,1634,452,27.66,423,3.03
10998,3157,3139,2974,98,3.3,165,0,0.0,104,3.29
10004,3028,3024,1825,18,0.99,1199,249,20.77,330,10.9
10025,92805,87594,57944,1074,1.85,29650,7402,24.96,9719,10.47
10030,29882,29263,20639,984,4.77,8624,1766,20.48,2879,9.63
10037,21139,20779,14606,264,1.81,6173,772,12.51,2174,10.28
10552,19569,19096,14756,308,2.09,4340,543,12.51,1178,6.02
10577,6373,2559,2414,31,1.28,145,48,33.1,46,0.72
10589,8751,8246,6910,37,0.54,1336,157,11.75,272,3.11
10595,8341,6846,5745,94,1.64,1101,464,42.14,300,3.6
10601,11612,11169,7231,254,3.51,3938,697,17.7,1360,11.71
10603,17843,17635,14707,404,2.75,2928,684,23.36,823,4.61
10901,23538,23039,19478,463,2.38,3561,617,17.33,992,4.21
10917,1855,1849,1791,22,1.23,58,0,0.0,8,0.43
10918,12287,11944,10734,182,1.7,1210,209,17.27,500,4.07
10969,1379,1379,1201,44,3.66,178,23,12.92,66,4.79
10974,3175,3144,2766,81,2.93,378,73,19.31,166,5.23
10983,6178,6158,5663,87,1.54,495,65,13.13,101,1.63
10271,0,0,0,0,,0,0,,0,
10312,61741,61658,56914,1082,1.9,4744,508,10.71,1599,2.59
10452,76078,75296,64769,1880,2.9,10527,1748,16.6,4174,5.49
10462,76756,76408,63448,2367,3.73,12960,1854,14.31,4777,6.22
10473,59609,59307,51938,2081,4.01,7369,716,9.72,2534,4.25
10501,1394,1394,1379,25,1.81,15,0,0.0,15,1.08
10506,5693,5660,5385,89,1.65,275,51,18.55,57,1.0
10005,8831,8814,4264,17,0.4,4550,1790,39.34,1172,13.27
10010,33730,30368,16019,314,1.96,14349,3668,25.56,5182,15.36
10016,51057,49399,20656,245,1.19,28743,7672,26.69,10277,20.13
10017,15801,15591,7449,74,0.99,8142,1211,14.87,2844,18.0
10026,39363,38279,27328,865,3.17,10951,3241,29.6,3574,9.08
10033,59607,58732,46487,2418,5.2,12245,4614,37.68,3348,5.62
10069,5085,5085,3481,31,0.89,1604,258,16.08,514,10.11
10111,0,0,0,0,,0,0,,0,
10115,0,0,0,0,,0,0,,0,
10128,59256,58928,37699,474,1.26,21229,4434,20.89,5929,10.01
10153,0,0,0,0,,0,0,,0,
10169,0,0,0,0,,0,0,,0,
10310,23262,23084,20641,551,2.67,2443,253,10.36,1030,4.43
02081,19378,19270,17216,166,0.96,2054,163,7.94,529,2.73
02109,3853,3394,1332,0,0.0,2062,708,34.34,587,15.23
02149,45596,45408,38664,1644,4.25,6744,1711,25.37,2730,5.99
02151,53976,53703,43381,1901,4.38,10322,2724,26.39,3901,7.23
02170,19367,18841,14138,650,4.6,4703,1067,22.69,1674,8.64
97038,15587,15523,13563,515,3.8,1960,384,19.59,771,4.95
97055,18392,18388,16012,357,2.23,2376,561,23.61,884,4.81
97058,20470,19608,16247,523,3.22,3361,529,15.74,1374,6.71
97064,3241,3236,2822,130,4.61,414,59,14.25,163,5.03
97106,5125,5125,4816,131,2.72,309,84,27.18,145,2.83
97107,1724,1715,1424,77,5.41,291,83,28.52,103,5.97
97109,484,484,450,18,4.0,34,0,0.0,24,4.96
97112,2019,2019,1592,32,2.01,427,71,16.63,185,9.16
97115,3989,3989,3695,113,3.06,294,43,14.63,73,1.83
97140,25422,25402,23099,357,1.55,2303,363,15.76,826,3.25
97148,3735,3716,3227,91,2.82,489,181,37.01,143,3.83
18038,2841,2841,2522,31,1.23,319,17,5.33,170,5.98
18042,42357,38758,31724,957,3.02,7034,1773,25.21,2471,5.83
18049,17549,17528,14471,368,2.54,3057,527,17.24,1017,5.8
18015,33559,29230,22875,899,3.93,6355,2262,35.59,2110,6.29
18014,11217,11183,9664,509,5.27,1519,279,18.37,602,5.37
18018,31933,30387,22605,947,4.19,7782,1571,20.19,2900,9.08
18020,21044,20410,18015,389,2.16,2395,436,18.2,813,3.86
18032,9391,9386,7526,336,4.46,1860,433,23.28,688,7.33
18051,3670,3670,3197,47,1.47,473,128,27.06,213,5.8
18056,669,669,519,23,4.43,150,27,18.0,54,8.07
18086,680,680,647,10,1.55,33,8,24.24,7,1.03
18088,8612,8567,7535,192,2.55,1032,183,17.73,403,4.68
18102,49583,48318,40331,2377,5.89,7987,2276,28.5,2970,5.99
18224,6075,6075,5074,198,3.9,1001,119,11.89,374,6.16
18242,131,131,68,4,5.88,63,16,25.4,28,21.37
18245,350,350,315,0,0.0,35,2,5.71,2,0.57
18249,3760,3760,3278,24,0.73,482,55,11.41,148,3.94
18250,2958,2941,2410,115,4.77,531,94,17.7,225,7.61
18325,2157,2157,1730,33,1.91,427,200,46.84,141,6.54
18430,6,6,6,0,0.0,0,0,,0,0.0
21904,7005,6946,6366,163,2.56,580,47,8.1,272,3.88
21542,676,676,591,36,6.09,85,2,2.35,46,6.8
21543,164,164,155,0,0.0,9,0,0.0,9,5.49
21562,3271,3175,2623,40,1.52,552,28,5.07,232,7.09
21622,1030,1030,905,0,0.0,125,35,28.0,43,4.17
21639,4639,4634,3970,114,2.87,664,154,23.19,186,4.01
21662,455,455,395,7,1.77,60,0,0.0,35,7.69
21677,353,353,332,0,0.0,21,5,23.81,5,1.42
21679,257,257,181,0,0.0,76,15,19.74,34,13.23
28039,86,86,72,0,0.0,14,0,0.0,7,8.14
28108,118,118,88,0,0.0,30,15,50.0,15,12.71
28244,0,0,0,0,,0,0,,0,
28280,0,0,0,0,,0,0,,0,
28282,0,0,0,0,,0,0,,0,
28308,607,64,64,0,0.0,0,0,,0,0.0
28310,6470,0,0,0,,0,0,,0,0.0
28312,19196,19057,16191,388,2.4,2866,215,7.5,1347,7.02
28375,135,135,116,1,0.86,19,0,0.0,9,6.67
28424,49,49,41,0,0.0,8,0,0.0,4,8.16
28533,3248,59,59,0,0.0,0,0,,0,0.0
28583,279,279,208,0,0.0,71,22,30.99,13,4.66
28587,353,353,269,0,0.0,84,0,0.0,65,18.41
28628,494,494,469,5,1.07,25,4,16.0,16,3.24
28647,71,71,71,0,0.0,0,0,,0,0.0
28652,0,0,0,0,,0,0,,0,
28667,453,453,366,21,5.74,87,10,11.49,32,7.06
28672,16,16,0,0,,16,0,0.0,16,100.0
28720,140,140,116,3,2.59,24,0,0.0,11,7.86
28759,7488,7488,6176,118,1.91,1312,283,21.57,520,6.94
28775,267,267,238,0,0.0,29,0,0.0,25,9.36
28785,7811,7811,6505,268,4.12,1306,397,30.4,401,5.13
28553,326,326,301,0,0.0,25,0,0.0,7,2.15
28663,617,601,550,0,0.0,51,16,31.37,25,4.05
28379,24403,24085,20197,591,2.93,3888,406,10.44,1469,6.02
28456,3800,3800,3166,50,1.58,634,107,16.88,317,8.34
28383,8854,8833,7834,252,3.22,999,202,20.22,342,3.86
01376,5123,4983,3513,109,3.1,1470,335,22.79,475,9.27
01378,773,773,606,8,1.32,167,35,20.96,48,6.21
01772,9486,9329,8436,150,1.78,893,114,12.77,351,3.7
01854,29561,26031,19489,752,3.86,6542,2434,37.21,2100,7.1
01515,2159,2159,1753,77,4.39,406,127,31.28,153,7.09
01562,11913,11827,9671,334,3.45,2156,443,20.55,883,7.41
01564,8052,7886,7293,85,1.17,593,84,14.17,152,1.89
01568,7762,7735,7131,213,2.99,604,125,20.7,258,3.32
01571,11682,10587,9177,366,3.99,1410,265,18.79,514,4.4
01590,9385,9375,8468,145,1.71,907,119,13.12,326,3.47
01605,28820,27348,21496,1085,5.05,5852,1285,21.96,2218,7.7
01606,19729,19073,14796,480,3.24,4277,842,19.69,1447,7.33
01719,5794,5794,4884,17,0.35,910,196,21.54,412,7.11
01008,1197,1197,1039,14,1.35,158,23,14.56,85,7.1
01012,560,560,454,27,5.95,106,6,5.66,46,8.21
01013,23065,22380,18010,551,3.06,4370,750,17.16,1561,6.77
01029,651,651,483,24,4.97,168,47,27.98,41,6.3
01031,1197,1197,923,22,2.38,274,59,21.53,109,9.11
01032,533,533,455,0,0.0,78,12,15.38,23,4.32
01056,21336,20660,17831,568,3.19,2829,475,16.79,910,4.27
01060,15779,13357,7979,196,2.46,5378,1608,29.9,1581,10.02
01069,8698,8534,6532,325,4.98,2002,508,25.37,636,7.31
01070,604,599,468,11,2.35,131,29,22.14,52,8.61
01077,9727,9666,8460,179,2.12,1206,129,10.7,507,5.21
01083,2986,2986,2464,38,1.54,522,144,27.59,246,8.24
01095,14690,14325,12779,326,2.55,1546,230,14.88,510,3.47
01098,1196,1196,873,37,4.24,323,68,21.05,151,12.63
01129,6762,6689,5565,161,2.89,1124,159,14.15,350,5.18
01237,2580,2580,2179,12,0.55,401,79,19.7,148,5.74
01244,74,74,55,0,0.0,19,0,0.0,0,0.0
01247,15573,14513,10750,353,3.28,3763,709,18.84,1348,8.66
01253,672,672,487,15,3.08,185,37,20.0,81,12.05
01266,1369,1364,1091,7,0.64,273,62,22.71,114,8.33
01330,1367,1364,1062,49,4.61,302,95,31.46,102,7.46
01331,13383,13246,10787,471,4.37,2459,589,23.95,957,7.15
01340,1808,1808,1461,44,3.01,347,94,27.09,151,8.35
01350,91,91,65,4,6.15,26,0,0.0,16,17.58
01438,711,708,675,0,0.0,33,17,51.52,16,2.25
01902,49172,48588,40457,1963,4.85,8131,1515,18.63,3078,6.26
01913,17378,17050,13856,234,1.69,3194,567,17.75,938,5.4
95126,35988,35760,24997,953,3.81,10763,3538,32.87,3773,10.48
95134,27224,27224,19587,530,2.71,7637,2929,38.35,2953,10.85
95202,6001,5835,3511,172,4.9,2324,396,17.04,924,15.4
95209,44313,43336,39703,1184,2.98,3633,940,25.87,1170,2.64
95222,5090,5090,4005,92,2.3,1085,132,12.17,479,9.41
00715,2972,2928,2501,66,2.64,427,24,5.62,148,4.98
00717,16659,16279,13301,350,2.63,2978,331,11.11,1231,7.39
00767,34166,34093,29375,929,3.16,4718,847,17.95,2160,6.32
00603,48814,47068,40345,869,2.15,6723,900,13.39,2687,5.5
00622,6578,6516,5574,44,0.79,942,134,14.23,303,4.61
00647,5643,5636,4890,144,2.94,746,61,8.18,371,6.57
00664,14991,14732,13574,500,3.68,1158,59,5.09,464,3.1
00667,23590,23528,20618,413,2.0,2910,332,11.41,1197,5.07
00690,5352,5345,4469,70,1.57,876,93,10.62,304,5.68
00698,36312,36064,31835,487,1.53,4229,390,9.22,1666,4.59
00728,39698,37504,33583,942,2.8,3921,421,10.74,1548,3.9
22742,1916,1916,1665,36,2.16,251,67,26.69,107,5.58
22743,291,291,282,0,0.0,9,0,0.0,0,0.0
22713,1567,1524,1386,45,3.25,138,0,0.0,23,1.47
22812,9026,7603,6223,76,1.22,1380,125,9.06,565,6.26
22936,4895,4895,4252,38,0.89,643,97,15.09,253,5.17
22939,5983,5403,4766,109,2.29,637,97,15.23,160,2.67
22958,2290,2274,1967,13,0.66,307,22,7.17,129,5.63
23389,258,258,258,0,0.0,0,0,,0,0.0
23114,18540,18429,16330,151,0.92,2099,218,10.39,526,2.84
23160,2661,0,0,0,,0,0,,0,0.0
23173,2219,0,0,0,,0,0,,0,0.0
23187,239,0,0,0,,0,0,,0,0.0
23238,25979,25519,20131,293,1.46,5388,995,18.47,1525,5.87
23250,0,0,0,0,,0,0,,0,
23313,103,103,39,0,0.0,64,6,9.38,51,49.51
23398,26,26,12,0,0.0,14,0,0.0,0,0.0
19008,20794,20228,18277,152,0.83,1951,219,11.23,741,3.56
19021,9675,9644,7974,292,3.66,1670,297,17.78,695,7.18
19027,19999,19756,16057,275,1.71,3699,680,18.38,1276,6.38
19029,4016,4011,3365,257,7.64,646,93,14.4,275,6.85
19031,4653,4425,3847,91,2.37,578,76,13.15,117,2.51
19050,28340,27957,23248,684,2.94,4709,678,14.4,1608,5.67
19057,17468,17422,15302,366,2.39,2120,410,19.34,920,5.27
19083,36282,36071,32702,442,1.35,3369,354,10.51,1452,4.0
19085,8961,5512,5226,8,0.15,286,51,17.83,112,1.25
19094,3770,3768,3125,97,3.1,643,65,10.11,327,8.67
19055,14095,13981,12211,290,2.37,1770,476,26.89,596,4.23
19056,15540,15418,13356,325,2.43,2062,420,20.37,672,4.32
19078,11240,11178,9560,385,4.03,1618,198,12.24,537,4.78
19090,18492,18116,15235,268,1.76,2881,499,17.32,1046,5.66
19001,17273,17098,15029,185,1.23,2069,451,21.8,598,3.46
19004,9719,9699,8408,143,1.7,1291,181,14.02,407,4.19
19007,20925,20681,17004,673,3.96,3677,766,20.83,1347,6.44
19009,803,617,552,8,1.45,65,12,18.46,5,0.62
19013,35345,31624,24805,977,3.94,6819,1474,21.62,2423,6.86
19023,22146,21658,18565,873,4.7,3093,621,20.08,1092,4.93
19032,6630,6630,5583,188,3.37,1047,173,16.52,515,7.77
19036,12824,12819,10495,292,2.78,2324,262,11.27,848,6.61
19044,16350,16309,13375,161,1.2,2934,467,15.92,1273,7.79
19054,16543,16520,14322,406,2.83,2198,429,19.52,828,5.01
19070,7017,6989,5732,46,0.8,1257,204,16.23,489,6.97
19072,9633,9628,8121,60,0.74,1507,79,5.24,554,5.75
19073,19566,19304,16139,107,0.66,3165,561,17.73,1049,5.36
19087,32934,30563,26016,171,0.66,4547,655,14.41,1676,5.09
19111,68263,67570,58198,1484,2.55,9372,1410,15.04,3593,5.26
19123,15681,15145,7422,116,1.56,7723,2648,34.29,2785,17.76
19142,28144,27794,23537,831,3.53,4257,263,6.18,1812,6.44
19143,65247,64657,48202,1389,2.88,16455,3406,20.7,5346,8.19
19148,52594,52270,40460,1628,4.02,11810,3327,28.17,3714,7.06
19149,59633,59556,52219,2369,4.54,7337,1863,25.39,2703,4.53
19151,33174,32830,27314,1154,4.22,5516,881,15.97,1828,5.51
19805,38984,38325,30687,956,3.12,7638,1535,20.1,2598,6.66
19970,8347,8343,6763,295,4.36,1580,378,23.92,471,5.64
19977,25568,22624,19833,368,1.86,2791,502,17.99,1127,4.41
19406,24187,24045,18931,225,1.19,5114,1071,20.94,1997,8.26
19425,15630,15630,14561,168,1.15,1069,235,21.98,404,2.58
12453,291,291,246,17,6.91,45,0,0.0,0,0.0
12465,199,199,134,17,12.69,65,23,35.38,16,8.04
12475,315,315,236,8,3.39,79,0,0.0,59,18.73
12483,285,285,158,20,12.66,127,0,0.0,0,0.0
12490,28,28,0,0,,28,14,50.0,14,50.0
12504,1498,94,70,0,0.0,24,6,25.0,6,0.4
12512,155,155,155,30,19.35,0,0,,0,0.0
12527,0,0,0,0,,0,0,,0,
12530,117,117,50,0,0.0,67,0,0.0,67,57.26
12574,405,405,388,6,1.55,17,0,0.0,0,0.0
97213,32845,32614,23243,1437,6.18,9371,2779,29.66,3134,9.54
97217,34813,34683,21895,1164,5.32,12788,5317,41.58,3436,9.87
97220,30695,29776,22081,884,4.0,7695,2639,34.29,2324,7.57
97221,12328,12153,9918,203,2.05,2235,417,18.66,862,6.99
97006,72831,72355,59547,1914,3.21,12808,4049,31.61,4590,6.3
98610,3224,3201,2897,50,1.73,304,48,15.79,111,3.44
98617,1480,1480,1026,45,4.39,454,259,57.05,93,6.28
98619,493,493,410,5,1.22,83,13,15.66,23,4.67
98641,22,22,22,0,0.0,0,0,,0,0.0
98651,861,861,747,10,1.34,114,26,22.81,66,7.67
98671,23273,23261,20427,671,3.28,2834,787,27.77,1033,4.44
98022,21218,21030,17348,827,4.77,3682,810,22.0,1300,6.13
98023,50283,50023,43536,1289,2.96,6487,1811,27.92,2504,4.98
98026,36729,36337,30105,961,3.19,6232,1523,24.44,1960,5.34
98027,30250,30024,25184,473,1.88,4840,1274,26.32,1429,4.72
98029,28727,28616,24606,211,0.86,4010,637,15.89,1044,3.63
98036,39766,39285,33125,1058,3.19,6160,1709,27.74,2212,5.56
98056,35373,35097,28789,1162,4.04,6308,1584,25.11,2528,7.15
98058,43523,43327,37429,1209,3.23,5898,1522,25.81,2107,4.84
98070,10036,9978,7652,336,4.39,2326,444,19.09,799,7.96
98110,24060,23890,20288,312,1.54,3602,708,19.66,1164,4.84
98117,35111,34884,26980,707,2.62,7904,2372,30.01,2540,7.23
98119,25710,24034,13931,347,2.49,10103,2721,26.93,3679,14.31
98121,18140,17623,6985,31,0.44,10638,1591,14.96,6370,35.12
98155,35028,34042,27839,884,3.18,6203,1464,23.6,2055,5.87
97127,4105,4105,3723,69,1.85,382,166,43.46,98,2.39
97031,19161,18415,15115,291,1.93,3300,725,21.97,1103,5.76
97137,1380,1380,1264,25,1.98,116,33,28.45,60,4.35
97324,1297,1297,1098,72,6.56,199,48,24.12,58,4.47
97057,14,14,6,0,0.0,8,0,0.0,4,28.57
97086,31000,30819,25858,883,3.41,4961,1353,27.27,1516,4.89
97089,13662,13608,12542,404,3.22,1066,228,21.39,273,2.0
97208,0,0,0,0,,0,0,,0,
97239,17666,17525,11067,146,1.32,6458,1809,28.01,1955,11.07
97317,24516,22010,19162,1169,6.1,2848,822,28.86,1050,4.28
97322,36352,35654,28843,970,3.36,6811,1898,27.87,2160,5.94
97369,215,215,173,0,0.0,42,24,57.14,16,7.44
97373,223,0,0,0,,0,0,,0,0.0
97384,0,0,0,0,,0,0,,0,
97388,818,808,577,0,0.0,231,40,17.32,101,12.35
97471,30350,29757,25074,888,3.54,4683,821,17.53,1322,4.36
97494,36,36,36,0,0.0,0,0,,0,0.0
97495,1858,1858,1493,10,0.67,365,153,41.92,127,6.84
95585,483,457,314,20,6.37,143,28,19.58,87,18.01
95615,999,855,789,21,2.66,66,31,46.97,25,2.5
95692,5152,5127,4469,126,2.82,658,180,27.36,256,4.97
18822,3305,3305,2653,74,2.79,652,97,14.88,250,7.56
18828,296,296,246,29,11.79,50,12,24.0,24,8.11
18832,1855,1855,1607,62,3.86,248,28,11.29,115,6.2
18842,271,271,236,0,0.0,35,4,11.43,22,8.12
18845,267,267,229,2,0.87,38,6,15.79,20,7.49
18847,5549,5472,4541,206,4.54,931,156,16.76,447,8.06
18854,1611,1611,1417,16,1.13,194,27,13.92,84,5.21
18942,3185,3185,2635,85,3.23,550,113,20.55,284,8.92
18944,25710,25710,23067,452,1.96,2643,421,15.93,1137,4.42
18974,41173,40476,34229,435,1.27,6247,737,11.8,2179,5.29
18938,14057,14052,11720,186,1.59,2332,388,16.64,755,5.37
18940,29039,28792,25094,219,0.87,3698,524,14.17,1390,4.79
18642,4170,4170,3281,16,0.49,889,164,18.45,263,6.31
18655,5694,5694,4782,140,2.93,912,152,16.67,422,7.41
