ZCTA,totalP,totalP_hh,totalP_fhh,nonRel_fhh,nonRel_fhhR,totalP_nfhh,nonRel_nfhh,nonRel_nfhhR,groupQuar,groupQuarR
18660,3586,3582,2988,33,1.1,594,138,23.23,263,7.33
18618,3757,3728,2970,79,2.66,758,126,16.62,260,6.92
18517,5301,5136,4042,209,5.17,1094,287,26.23,386,7.28
18603,19168,18972,15101,596,3.95,3871,898,23.2,1537,8.02
18610,5062,5062,4393,240,5.46,669,169,25.26,295,5.83
18622,173,173,165,0,0.0,8,0,0.0,0,0.0
18629,1618,1618,1339,38,2.84,279,79,28.32,111,6.86
18630,3114,3114,2673,63,2.36,441,102,23.13,168,5.39
18661,5406,5233,4478,68,1.52,755,128,16.95,361,6.68
18707,16075,15927,14430,227,1.57,1497,210,14.03,709,4.41
18829,765,765,663,29,4.37,102,16,15.69,30,3.92
18840,10780,10684,8342,357,4.28,2342,358,15.29,777,7.21
18850,2409,2409,2043,46,2.25,366,56,15.3,133,5.52
18851,776,776,704,4,0.57,72,7,9.72,39,5.03
18917,2123,2096,1669,29,1.74,427,66,15.46,168,7.91
18936,0,0,0,0,,0,0,,0,
18969,15400,15280,13407,133,0.99,1873,276,14.74,654,4.25
18830,555,555,459,1,0.22,96,7,7.29,53,9.55
18833,1970,1970,1658,69,4.16,312,72,23.08,139,7.06
18914,21156,21120,18953,267,1.41,2167,385,17.77,634,3.0
18091,5389,5389,4422,119,2.69,967,93,9.62,381,7.07
18066,6332,6317,5558,137,2.46,759,187,24.64,296,4.67
18069,7789,7711,7103,107,1.51,608,52,8.55,263,3.38
18074,5688,5683,5057,25,0.49,626,197,31.47,187,3.29
18103,46333,46005,38518,1454,3.77,7487,1488,19.87,2990,6.45
18214,1919,1919,1708,24,1.41,211,25,11.85,88,4.59
18230,113,113,104,11,10.58,9,0,0.0,0,0.0
18237,3386,3386,2786,128,4.59,600,59,9.83,293,8.65
18244,284,284,218,35,16.06,66,23,34.85,33,11.62
18322,2265,2143,1639,12,0.73,504,148,29.37,190,8.39
18330,8379,8379,7507,157,2.09,872,198,22.71,324,3.87
18333,573,573,466,52,11.16,107,42,39.25,0,0.0
18355,1553,1553,1130,16,1.42,423,268,63.36,117,7.53
18370,1019,1019,825,37,4.48,194,0,0.0,107,10.5
18405,2751,2741,2381,54,2.27,360,79,21.94,105,3.82
22960,10347,9798,8369,340,4.06,1429,214,14.98,588,5.68
22967,1702,1686,1324,24,1.81,362,81,22.38,197,11.57
22973,6009,5888,4952,51,1.03,936,124,13.25,277,4.61
22976,789,762,714,27,3.78,48,14,29.17,0,0.0
22206,20150,20133,12077,236,1.95,8056,1896,23.54,2284,11.33
22509,40,40,40,0,0.0,0,0,,0,0.0
22301,13569,13496,10509,222,2.11,2987,690,23.1,950,7.0
97219,42813,41472,31950,939,2.94,9522,3213,33.74,2854,6.67
97230,40131,39126,31232,1303,4.17,7894,1917,24.28,2638,6.57
97459,13427,13049,10611,358,3.37,2438,581,23.83,907,6.76
97470,20269,19701,14614,507,3.47,5087,1287,25.3,1901,9.38
97478,39440,39114,33160,1468,4.43,5954,1696,28.49,1978,5.02
97480,317,317,240,4,1.67,77,4,5.19,47,14.83
97489,961,961,857,0,0.0,104,24,23.08,66,6.87
97492,743,743,678,60,8.85,65,4,6.15,32,4.31
97502,28300,28181,24533,789,3.22,3648,664,18.2,1185,4.19
97520,25030,24324,16387,743,4.53,7937,2090,26.33,2361,9.43
97524,14790,14790,12507,449,3.59,2283,538,23.57,608,4.11
97527,35822,35575,29444,1117,3.79,6131,1112,18.14,2042,5.7
97530,6570,6565,5174,90,1.74,1391,270,19.41,473,7.2
97532,2525,2522,2140,114,5.33,382,111,29.06,157,6.22
97535,5400,5158,3630,273,7.52,1528,328,21.47,390,7.22
97625,319,319,282,3,1.06,37,0,0.0,7,2.19
97626,32,32,0,0,,32,0,0.0,32,100.0
97637,99,99,75,0,0.0,24,2,8.33,10,10.1
97640,110,110,54,0,0.0,56,0,0.0,27,24.55
97736,104,87,70,0,0.0,17,8,47.06,5,4.81
97738,1788,1762,1462,33,2.26,300,76,25.33,104,5.82
97739,12096,12063,10393,594,5.72,1670,401,24.01,613,5.07
97759,7165,7117,6139,301,4.9,978,150,15.34,156,2.18
97812,860,860,692,27,3.9,168,39,23.21,77,8.95
97813,1453,1443,1340,34,2.54,103,11,10.68,27,1.86
97836,1842,1815,1454,70,4.81,361,68,18.84,103,5.59
97481,819,819,770,27,3.51,49,0,0.0,41,5.01
97504,47645,46596,37758,1595,4.22,8838,1920,21.72,2850,5.98
97539,3314,3311,2668,112,4.2,643,106,16.49,287,8.66
97624,3459,3449,2863,85,2.97,586,82,13.99,249,7.2
97634,154,154,134,6,4.48,20,0,0.0,0,0.0
97636,431,421,349,21,6.02,72,4,5.56,36,8.35
97638,466,466,408,26,6.37,58,14,24.14,44,9.44
97702,47672,47512,39416,1125,2.85,8096,2265,27.98,2506,5.26
97751,78,78,57,0,0.0,21,0,0.0,21,26.92
97761,4290,4228,4020,244,6.07,208,27,12.98,119,2.77
97817,6,6,6,0,0.0,0,0,,0,0.0
97823,1015,993,780,4,0.51,213,19,8.92,87,8.57
97824,1833,1739,1565,26,1.66,174,15,8.62,84,4.58
97839,312,312,285,13,4.56,27,0,0.0,22,7.05
97841,610,610,538,7,1.3,72,22,30.56,31,5.08
97844,4221,4213,3877,106,2.73,336,88,26.19,124,2.94
97846,1784,1746,1430,30,2.1,316,52,16.46,89,4.99
05051,1565,1565,1266,60,4.74,299,24,8.03,98,6.26
05069,548,548,511,44,8.61,37,5,13.51,12,2.19
05142,741,741,602,49,8.14,139,16,11.51,73,9.85
05250,3605,3576,3047,125,4.1,529,81,15.31,162,4.49
05251,1440,1440,1140,40,3.51,300,44,14.67,117,8.12
98136,16607,16553,12506,302,2.41,4047,923,22.81,1477,8.89
98116,26448,26258,18607,493,2.65,7651,1625,21.24,3007,11.37
98118,48436,47656,38497,1359,3.53,9159,3008,32.84,2864,5.91
98134,804,341,66,0,0.0,275,94,34.18,125,15.55
98174,0,0,0,0,,0,0,,0,
98222,71,71,58,0,0.0,13,2,15.38,4,5.63
98233,15415,15285,12504,316,2.53,2781,633,22.76,1090,7.07
98243,652,641,577,13,2.25,64,14,21.88,31,4.75
28386,5997,5968,5182,200,3.86,786,214,27.23,242,4.04
28398,7765,7655,6208,204,3.29,1447,328,22.67,597,7.69
28425,11634,10631,8976,208,2.32,1655,198,11.96,662,5.69
28429,7525,6916,5775,39,0.68,1141,111,9.73,509,6.76
28544,6692,6687,5576,391,7.01,1111,496,44.64,339,5.07
28470,12089,11949,9842,204,2.07,2107,306,14.52,867,7.17
28524,304,304,234,0,0.0,70,0,0.0,9,2.96
28530,6457,6445,5567,30,0.54,878,100,11.39,354,5.48
28556,1019,1019,863,110,12.75,156,33,21.15,75,7.36
28573,2053,1985,1656,24,1.45,329,22,6.69,122,5.94
28621,10499,10258,8855,277,3.13,1403,235,16.75,738,7.03
28631,818,772,602,0,0.0,170,54,31.76,0,0.0
28644,1117,1117,956,0,0.0,161,0,0.0,72,6.45
28675,7033,6890,5778,195,3.37,1112,102,9.17,439,6.24
28684,2370,2370,1988,24,1.21,382,82,21.47,111,4.68
28405,32330,32112,24010,1061,4.42,8102,2450,30.24,2287,7.07
28442,1584,1563,1223,39,3.19,340,64,18.82,114,7.2
28444,1962,1957,1680,21,1.25,277,2,0.72,128,6.52
28466,9294,9214,7410,60,0.81,1804,182,10.09,619,6.66
28718,363,363,286,0,0.0,77,20,25.97,12,3.31
28722,6477,6369,5121,251,4.9,1248,148,11.86,398,6.14
28073,5366,5366,4615,91,1.97,751,169,22.5,315,5.87
28098,3629,3629,3038,254,8.36,591,147,24.87,182,5.02
19153,13190,13169,9911,220,2.22,3258,679,20.84,1273,9.65
19154,34253,33868,28973,598,2.06,4895,920,18.79,1671,4.88
19355,25928,25618,22120,420,1.9,3498,791,22.61,1452,5.6
19362,5884,5878,5239,101,1.93,639,154,24.1,288,4.89
19365,7290,7263,6358,177,2.78,905,190,20.99,339,4.65
19440,19100,19036,16192,279,1.72,2844,445,15.65,1246,6.52
19152,37067,35857,30289,848,2.8,5568,803,14.42,2253,6.08
19138,32399,31477,26242,750,2.86,5235,911,17.4,1470,4.54
19139,44870,43799,34027,1335,3.92,9772,1916,19.61,3456,7.7
25840,7906,7842,6429,272,4.23,1413,279,19.75,573,7.25
25989,338,338,338,0,0.0,0,0,,0,0.0
25082,1575,1575,1493,95,6.36,82,0,0.0,25,1.59
25061,850,850,826,47,5.69,24,0,0.0,24,2.82
25062,120,120,70,0,0.0,50,0,0.0,18,15.0
25093,278,278,269,0,0.0,9,0,0.0,0,0.0
25112,105,0,0,0,,0,0,,0,0.0
25142,319,319,206,0,0.0,113,0,0.0,57,17.87
25156,171,171,108,0,0.0,63,0,0.0,31,18.13
25180,100,100,100,0,0.0,0,0,,0,0.0
25185,870,0,0,0,,0,0,,0,0.0
25201,32,32,32,0,0.0,0,0,,0,0.0
25203,61,61,61,0,0.0,0,0,,0,0.0
25305,0,0,0,0,,0,0,,0,
25403,12774,12754,10985,135,1.23,1769,387,21.88,714,5.59
25404,22163,22120,18866,557,2.95,3254,783,24.06,1183,5.34
25405,13680,13395,11808,539,4.56,1587,483,30.43,542,3.96
25432,121,121,76,0,0.0,45,6,13.33,12,9.92
25690,292,292,267,19,7.12,25,0,0.0,13,4.45
25810,208,208,187,0,0.0,21,0,0.0,0,0.0
25811,41,41,23,0,0.0,18,0,0.0,0,0.0
25264,328,328,294,0,0.0,34,0,0.0,0,0.0
25309,13493,12716,10201,190,1.86,2515,464,18.45,705,5.22
25044,291,291,237,0,0.0,54,21,38.89,18,6.19
00729,51593,51439,46064,1614,3.5,5375,977,18.18,1732,3.36
00751,21009,20963,18061,728,4.03,2902,387,13.34,1126,5.36
00769,39121,39012,34300,1291,3.76,4712,642,13.62,1895,4.84
00795,44766,44646,40343,1273,3.16,4303,600,13.94,1753,3.92
00925,6924,5794,2562,153,5.97,3232,758,23.45,1472,21.26
00979,15897,15853,10565,349,3.3,5288,868,16.41,2337,14.7
00983,34798,34738,30163,1309,4.34,4575,501,10.95,1568,4.51
00624,22707,22618,20642,587,2.84,1976,183,9.26,930,4.1
00656,18979,18903,16939,704,4.16,1964,235,11.97,817,4.3
00660,16180,16045,13560,219,1.62,2485,193,7.77,779,4.81
00662,40290,39966,35536,1051,2.96,4430,417,9.41,1757,4.36
00674,39859,39638,34926,1028,2.94,4712,570,12.1,1918,4.81
00683,30424,29770,25069,801,3.2,4701,603,12.83,1847,6.07
00718,25715,25670,22710,804,3.54,2960,313,10.57,1383,5.38
00921,33394,32861,26605,1026,3.86,6256,831,13.28,2140,6.41
00772,20055,20012,17798,579,3.25,2214,279,12.6,861,4.29
00913,8406,8406,6974,228,3.27,1432,73,5.1,605,7.2
00923,24028,23659,19138,506,2.64,4521,313,6.92,1737,7.23
00949,73891,73581,64780,2012,3.11,8801,893,10.15,3066,4.15
00969,42525,42237,37307,804,2.16,4930,1017,20.63,1467,3.45
00985,31845,31641,27452,990,3.61,4189,454,10.84,1238,3.89
00602,38442,38357,34285,1070,3.12,4072,542,13.31,1720,4.47
00676,36995,36745,32788,872,2.66,3957,287,7.25,1706,4.61
00682,32359,32044,24818,649,2.62,7226,2582,35.73,2184,6.75
00704,8274,8220,7271,289,3.97,949,90,9.48,486,5.87
00707,10964,10958,9730,159,1.63,1228,145,11.81,541,4.93
00765,8607,8607,7127,245,3.44,1480,399,26.96,434,5.04
00730,31634,31180,26414,864,3.27,4766,593,12.44,1937,6.12
00738,30376,30181,25877,818,3.16,4304,471,10.94,1653,5.44
00754,37727,37633,32915,871,2.65,4718,624,13.23,1899,5.03
00782,18229,18218,16240,478,2.94,1978,209,10.57,756,4.15
00791,48569,48155,42344,1226,2.9,5811,862,14.83,2018,4.15
00794,28755,28379,25952,1023,3.94,2427,254,10.47,804,2.8
00907,16202,16156,10297,315,3.06,5859,718,12.25,2469,15.24
00909,4989,4914,3580,114,3.18,1334,126,9.45,586,11.75
00912,5455,5185,3646,176,4.83,1539,233,15.14,665,12.19
00918,16063,16058,11055,162,1.47,5003,499,9.97,2049,12.76
00927,13351,13243,10457,81,0.77,2786,428,15.36,920,6.89
00953,71891,71579,66477,1262,1.9,5102,498,9.76,2083,2.9
00956,65355,64323,56112,1770,3.15,8211,937,11.41,2934,4.49
00957,38915,38677,34561,721,2.09,4116,506,12.29,1246,3.2
00612,60303,59696,51623,1350,2.62,8073,782,9.69,3052,5.06
00623,42427,42337,36983,1193,3.23,5354,781,14.59,2077,4.9
96759,360,360,360,0,0.0,0,0,,0,0.0
96764,592,592,450,23,5.11,142,33,23.24,65,10.98
96780,700,700,578,118,20.42,122,29,23.77,50,7.14
96790,9776,9716,8269,360,4.35,1447,338,23.36,485,4.96
96816,49664,48948,40502,1816,4.48,8446,2734,32.37,2554,5.14
95466,993,981,790,53,6.71,191,115,60.21,48,4.83
95490,12914,12827,10007,513,5.13,2820,624,22.13,825,6.39
95551,1374,1374,1059,23,2.17,315,73,23.17,127,9.24
95562,3422,3392,2631,26,0.99,761,104,13.67,286,8.36
95587,49,49,20,0,0.0,29,0,0.0,0,0.0
95601,144,144,101,0,0.0,43,5,11.63,27,18.75
95620,21854,21807,19823,763,3.85,1984,700,35.28,633,2.9
95132,41844,41619,38250,1121,2.93,3369,1130,33.54,987,2.36
19520,5635,5628,4807,101,2.1,821,104,12.67,315,5.59
19523,463,463,412,0,0.0,51,0,0.0,36,7.78
19541,4301,4301,3748,60,1.6,553,130,23.51,180,4.19
19544,131,131,117,0,0.0,14,0,0.0,8,6.11
19549,264,264,205,5,2.44,59,9,15.25,32,12.12
19550,574,324,281,0,0.0,43,4,9.3,16,2.79
19941,2853,2840,2561,172,6.72,279,93,33.33,56,1.96
19734,12855,12843,11804,128,1.08,1039,239,23.0,546,4.25
19801,16299,13967,9877,427,4.32,4090,726,17.75,1630,10.0
19803,22236,21679,18543,255,1.38,3136,568,18.11,1073,4.83
22448,649,546,515,1,0.19,31,0,0.0,27,4.16
22476,385,385,316,0,0.0,69,12,17.39,20,5.19
22529,155,155,139,0,0.0,16,0,0.0,0,0.0
22542,2279,2279,1936,41,2.12,343,146,42.57,166,7.28
22620,2536,2528,2138,84,3.93,390,115,29.49,154,6.07
22625,3134,3089,2708,0,0.0,381,76,19.95,134,4.28
22637,2419,2419,2166,25,1.15,253,26,10.28,155,6.41
22650,621,621,512,6,1.17,109,6,5.5,24,3.86
22655,20916,20888,18193,425,2.34,2695,728,27.01,1042,4.98
17749,337,337,246,5,2.03,91,24,26.37,34,10.09
17750,164,164,151,0,0.0,13,5,38.46,8,4.88
17754,12471,12030,10226,178,1.74,1804,263,14.58,673,5.4
17756,12242,10486,8726,228,2.61,1760,326,18.52,706,5.77
17768,360,360,292,13,4.45,68,8,11.76,26,7.22
17774,1399,1399,1203,33,2.74,196,42,21.43,93,6.65
17815,30375,26118,19369,698,3.6,6749,1904,28.21,2442,8.04
17827,685,685,577,32,5.55,108,23,21.3,55,8.03
17837,19942,14376,11438,97,0.85,2938,233,7.93,1191,5.97
17846,3853,3758,3162,39,1.23,596,71,11.91,245,6.36
17847,11424,11232,9342,185,1.98,1890,316,16.72,821,7.19
17853,3298,3298,2955,27,0.91,343,62,18.08,171,5.18
17878,1426,1350,1203,34,2.83,147,22,14.97,53,3.72
17884,215,215,181,9,4.97,34,6,17.65,13,6.05
17888,273,273,218,19,8.72,55,1,1.82,19,6.96
17945,168,168,154,6,3.9,14,4,28.57,6,3.57
17339,6935,6935,6039,83,1.37,896,234,26.12,398,5.74
17406,23710,23067,19585,545,2.78,3482,724,20.79,1137,4.8
17502,2750,2750,2347,108,4.6,403,124,30.77,175,6.36
17532,2848,2848,2436,31,1.27,412,120,29.13,204,7.16
17540,10773,10764,9516,100,1.05,1248,219,17.55,493,4.58
17543,44216,43659,37808,602,1.59,5851,969,16.56,1786,4.04
17584,10085,9985,8734,330,3.78,1251,229,18.31,392,3.89
17701,43427,39708,30138,988,3.28,9570,1854,19.37,3833,8.83
17702,10480,10472,8873,271,3.05,1599,279,17.45,596,5.69
17724,4816,4781,4246,165,3.89,535,53,9.91,251,5.21
17728,5019,5002,4296,97,2.26,706,134,18.98,317,6.32
17729,53,53,36,1,2.78,17,3,17.65,11,20.75
17771,3206,3206,2759,113,4.1,447,87,19.46,179,5.58
17813,2131,2131,1961,70,3.57,170,30,17.65,63,2.96
17842,8660,8637,7534,167,2.22,1103,223,20.22,423,4.88
17850,793,793,668,41,6.14,125,15,12.0,68,8.58
17856,3202,3202,2802,94,3.35,400,55,13.75,181,5.65
17857,7380,7186,5939,222,3.74,1247,188,15.08,389,5.27
17864,2258,2258,2090,47,2.25,168,28,16.67,69,3.06
17867,119,119,102,2,1.96,17,2,11.76,8,6.72
17901,23126,22378,18066,472,2.61,4312,561,13.01,1723,7.45
95742,11921,11921,11084,286,2.58,837,293,35.01,404,3.39
95961,27728,27617,24655,799,3.24,2962,763,25.76,1156,4.17
95121,38102,37466,35489,1407,3.96,1977,656,33.18,630,1.65
95461,2440,2310,1704,65,3.81,606,158,26.07,227,9.3
95542,2072,2048,1452,77,5.3,596,123,20.64,230,11.1
95543,664,644,504,0,0.0,140,0,0.0,56,8.43
95547,978,978,761,14,1.84,217,52,23.96,96,9.82
95549,1050,1050,888,32,3.6,162,45,27.78,61,5.81
95554,287,287,259,0,0.0,28,0,0.0,11,3.83
95558,423,423,317,14,4.42,106,14,13.21,61,14.42
95565,772,772,591,54,9.14,181,60,33.15,60,7.77
95568,253,159,124,0,0.0,35,8,22.86,18,7.11
95605,14960,14689,12179,400,3.28,2510,769,30.64,1005,6.72
98272,31416,28075,24732,665,2.69,3343,903,27.01,1149,3.66
98033,39075,38368,30232,790,2.61,8136,2048,25.17,2829,7.24
98040,25492,25359,21780,234,1.07,3579,637,17.8,1143,4.48
98164,155,155,78,0,0.0,77,0,0.0,35,22.58
98240,3132,3125,2772,47,1.7,353,76,21.53,143,4.57
95232,164,164,64,0,0.0,100,49,49.0,17,10.37
95245,1851,1841,1388,51,3.67,453,131,28.92,174,9.4
95249,4854,4519,4059,154,3.79,460,79,17.17,208,4.29
95023,52646,52412,48140,1786,3.71,4272,1246,29.17,1371,2.6
95035,77562,75405,68389,1949,2.85,7016,2758,39.31,2264,2.92
95062,38028,37246,26929,1208,4.49,10317,3553,34.44,3105,8.17
95713,9764,9733,7843,197,2.51,1890,472,24.97,721,7.38
95746,23492,23406,21680,116,0.54,1726,207,11.99,746,3.18
95758,63894,63655,57349,922,1.61,6306,1152,18.27,2020,3.16
95765,37878,37321,33435,398,1.19,3886,916,23.57,1070,2.82
95815,25224,25029,19296,871,4.51,5733,1472,25.68,2280,9.04
95818,21732,21557,15710,345,2.2,5847,1396,23.88,2089,9.61
95821,35430,35275,27276,886,3.25,7999,1662,20.78,2932,8.28
95822,45323,44943,37460,1288,3.44,7483,1677,22.41,2262,4.99
95831,42514,42156,32758,846,2.58,9398,1804,19.2,3133,7.37
95838,39187,38697,34806,1101,3.16,3891,1063,27.32,1380,3.52
95910,65,65,35,0,0.0,30,0,0.0,0,0.0
95930,191,191,191,0,0.0,0,0,,0,0.0
95947,2005,2000,1516,0,0.0,484,118,24.38,185,9.23
95968,1287,1287,1099,20,1.82,188,39,20.74,66,5.13
95978,163,163,163,0,0.0,0,0,,0,0.0
95982,3229,3216,2914,89,3.05,302,32,10.6,174,5.39
95984,33,33,0,0,,33,0,0.0,8,24.24
99154,27,27,25,0,0.0,2,0,0.0,0,0.0
99208,53961,53413,44825,1412,3.15,8588,1693,19.71,3053,5.66
99320,9644,9644,8236,250,3.04,1408,372,26.42,580,6.01
99321,687,687,589,0,0.0,98,57,58.16,41,5.97
99324,9733,8758,6965,268,3.85,1793,343,19.13,572,5.88
99328,3709,3621,2889,97,3.36,732,121,16.53,223,6.01
99338,15724,15715,14200,205,1.44,1515,444,29.31,495,3.15
99362,41456,37272,29794,960,3.22,7478,1625,21.73,2405,5.8
99401,304,304,244,69,28.28,60,32,53.33,9,2.96
99402,1578,1578,1338,25,1.87,240,42,17.5,82,5.2
99504,42504,42016,34746,2099,6.04,7270,2602,35.79,2768,6.51
99550,190,190,152,0,0.0,38,8,21.05,19,10.0
99572,580,569,539,7,1.3,30,0,0.0,26,4.48
99587,2065,2037,1304,33,2.53,733,303,41.34,329,15.93
99591,78,78,62,4,6.45,16,2,12.5,9,11.54
22485,25261,25151,22362,428,1.91,2789,569,20.4,1185,4.69
22654,999,999,811,43,5.3,188,0,0.0,102,10.21
28318,4371,4340,3736,11,0.29,604,23,3.81,268,6.13
28320,9919,9892,8383,186,2.22,1509,113,7.49,637,6.42
28333,11075,11061,9676,460,4.75,1385,289,20.87,514,4.64
28730,9248,9130,7876,246,3.12,1254,216,17.22,506,5.47
28480,2536,2449,1273,5,0.39,1176,465,39.54,365,14.39
28715,26318,26084,21900,430,1.96,4184,815,19.48,1571,5.97
28716,17807,17592,14524,521,3.59,3068,601,19.59,1239,6.96
28729,3271,3271,2653,28,1.06,618,83,13.43,277,8.47
28732,17479,17260,14445,243,1.68,2815,361,12.82,1014,5.8
28733,10,10,6,0,0.0,4,0,0.0,4,40.0
28001,26601,25836,22048,657,2.98,3788,452,11.93,1428,5.37
28007,714,714,644,31,4.81,70,7,10.0,27,3.78
28018,4699,4632,3794,72,1.9,838,108,12.89,307,6.53
28020,2082,2082,1772,5,0.28,310,66,21.29,99,4.76
28025,54829,53937,46065,1381,3.0,7872,1583,20.11,3203,5.84
28072,1292,1276,1130,14,1.24,146,36,24.66,39,3.02
28432,1790,1790,1601,89,5.56,189,0,0.0,69,3.85
28394,5303,5295,4465,85,1.9,830,52,6.27,541,10.2
28395,2466,2466,2204,25,1.13,262,24,9.16,107,4.34
28411,37995,37674,32662,833,2.55,5012,976,19.47,1644,4.33
28436,1975,1975,1728,37,2.14,247,18,7.29,133,6.73
28441,3818,3810,3342,123,3.68,468,74,15.81,173,4.53
28443,22138,22015,18943,405,2.14,3072,539,17.55,1134,5.12
28452,934,934,792,23,2.9,142,0,0.0,64,6.85
28458,7024,6962,5928,142,2.4,1034,208,20.12,411,5.85
28463,9741,8125,6813,308,4.52,1312,57,4.34,651,6.68
28479,6274,6115,5316,130,2.45,799,86,10.76,270,4.3
28510,1503,1503,1260,12,0.95,243,7,2.88,150,9.98
28512,3236,3158,2334,9,0.39,824,114,13.83,322,9.95
28515,2584,1956,1576,32,2.03,380,7,1.84,202,7.82
28421,1585,1585,1348,55,4.08,237,42,17.72,114,7.19
28422,8404,8031,6894,223,3.23,1137,289,25.42,375,4.46
28423,2359,2359,2092,32,1.53,267,46,17.23,96,4.07
28430,2205,2199,1850,17,0.92,349,67,19.2,142,6.44
28445,7278,7278,6015,82,1.36,1263,237,18.76,530,7.28
28448,887,887,657,52,7.91,230,0,0.0,74,8.34
28449,1932,1932,1443,8,0.55,489,211,43.15,156,8.07
28468,5093,5093,4186,41,0.98,907,144,15.88,325,6.38
28745,461,461,334,0,0.0,127,0,0.0,51,11.06
28751,3387,3382,2549,55,2.16,833,183,21.97,232,6.85
28752,30591,29742,25761,870,3.38,3981,539,13.54,1489,4.87
28768,7388,7378,6460,105,1.63,918,126,13.73,373,5.05
28805,19818,19541,14012,323,2.31,5529,921,16.66,1745,8.81
28906,19401,19096,15727,356,2.26,3369,503,14.93,1244,6.41
28077,464,464,376,10,2.66,88,21,23.86,24,5.17
28097,6074,6074,5379,193,3.59,695,39,5.61,309,5.09
28103,11397,11272,9685,167,1.72,1587,501,31.57,668,5.86
28105,45786,45405,39330,662,1.68,6075,1119,18.42,2022,4.42
28110,53520,53368,48068,1224,2.55,5300,1223,23.08,2000,3.74
28124,6192,6156,5475,94,1.72,681,40,5.87,331,5.35
19945,6630,6630,5803,360,6.2,827,133,16.08,346,5.22
19967,1425,1425,1297,13,1.0,128,9,7.03,33,2.32
19971,13216,13206,9654,285,2.95,3552,597,16.81,1467,11.1
19979,915,915,837,53,6.33,78,22,28.21,1,0.11
98279,628,628,456,9,1.97,172,22,12.79,82,13.06
98280,417,417,299,0,0.0,118,4,3.39,31,7.43
98311,27856,27657,23930,736,3.08,3727,861,23.1,1580,5.67
98326,657,493,287,7,2.44,206,32,15.53,140,21.31
98332,18321,17065,14945,319,2.13,2120,287,13.54,827,4.51
98357,1645,1621,1453,111,7.64,168,23,13.69,96,5.84
98362,23740,23412,17937,742,4.14,5475,1292,23.6,1983,8.35
98366,33618,32672,27905,1405,5.03,4767,1012,21.23,1815,5.4
98371,21305,21076,17600,424,2.41,3476,651,18.73,1053,4.94
98383,21301,21157,17118,493,2.88,4039,1075,26.62,1601,7.52
98533,359,359,276,0,0.0,83,13,15.66,17,4.74
98542,560,560,535,41,7.66,25,8,32.0,0,0.0
98548,2405,2381,1726,0,0.0,655,65,9.92,257,10.69
98593,1418,1418,1295,68,5.25,123,23,18.7,33,2.33
98616,94,94,94,0,0.0,0,0,,0,0.0
98620,7267,7170,5709,89,1.56,1461,310,21.22,643,8.85
98125,42475,42053,29236,958,3.28,12817,3586,27.98,4391,10.34
98260,5577,5571,4429,100,2.26,1142,229,20.05,339,6.08
98333,3692,3692,3250,65,2.0,442,104,23.53,145,3.93
98421,1496,0,0,0,,0,0,,0,0.0
98613,396,396,337,23,6.82,59,12,20.34,31,7.83
98012,64417,64237,56871,1360,2.39,7366,1378,18.71,2504,3.89
98122,38620,35987,17464,633,3.62,18523,5868,31.68,7436,19.25
98198,38089,36657,29539,1216,4.12,7118,1915,26.9,2273,5.97
98257,4022,4021,3153,87,2.76,868,164,18.89,248,6.17
98315,6336,4098,4014,8,0.2,84,0,0.0,66,1.04
98377,1518,1518,1134,22,1.94,384,57,14.84,152,10.01
98404,35100,34760,29688,1352,4.55,5072,1420,28.0,1893,5.39
98405,23278,22685,16063,718,4.47,6622,1677,25.32,2310,9.92
98443,5662,5630,4689,211,4.5,941,207,22.0,324,5.72
98555,329,329,229,0,0.0,100,0,0.0,0,0.0
98577,6909,6867,5896,280,4.75,971,132,13.59,420,6.08
98582,238,238,179,0,0.0,59,11,18.64,0,0.0
98585,638,638,417,35,8.39,221,36,16.29,55,8.62
98043,21126,20976,16908,592,3.5,4068,1170,28.76,1163,5.51
98052,67779,67387,55596,743,1.34,11791,3069,26.03,4754,7.01
98092,45739,45572,39004,1763,4.52,6568,2127,32.38,1858,4.06
98102,25448,25387,10533,338,3.21,14854,3550,23.9,6532,25.67
98108,23980,23775,19302,765,3.96,4473,1314,29.38,1621,6.76
98380,4288,4288,3327,84,2.52,961,191,19.88,452,10.54
98467,16184,16089,14105,366,2.59,1984,331,16.68,695,4.29
98536,53,53,40,0,0.0,13,0,0.0,0,0.0
98564,2336,2336,1914,63,3.29,422,87,20.62,175,7.49
98604,37036,36842,33558,1027,3.06,3284,739,22.5,845,2.28
98649,1085,1085,986,20,2.03,99,27,27.27,45,4.15
98335,25522,25199,21418,200,0.93,3781,757,20.02,867,3.4
03031,11393,11393,10454,88,0.84,939,221,23.54,354,3.11
03038,33826,33599,28539,811,2.84,5060,1071,21.17,1812,5.36
03045,13678,12911,10729,402,3.75,2182,496,22.73,891,6.51
03102,32564,30961,22889,1108,4.84,8072,2081,25.78,2972,9.13
03106,14203,13380,11226,186,1.66,2154,636,29.53,573,4.03
02538,3652,3633,3070,215,7.0,563,66,11.72,220,6.02
02630,2064,2041,1775,95,5.35,266,17,6.39,118,5.72
02639,3160,3147,2372,31,1.31,775,90,11.61,302,9.56
02670,1202,1202,817,6,0.73,385,32,8.31,137,11.4
02723,14279,14251,10313,377,3.66,3938,810,20.57,1588,11.12
25873,446,446,359,0,0.0,87,0,0.0,46,10.31
25876,94,94,94,0,0.0,0,0,,0,0.0
