"FIPS","SVIth1","SVIth2","SVIth3","SVIth4","SVIS"
48335,0.6459,0.0634,0.9245,0.6543,0.6213
48347,0.8774,0.6581,0.8933,0.999,0.9822
48355,0.6175,0.5941,0.9341,0.8742,0.8363
48359,0.4395,0.1579,0.6549,0.5215,0.4322
48407,0.7452,0.6912,0.78,0.269,0.6869
48431,0.1898,0.9185,0.5619,0.3578,0.4127
48453,0.2277,0.0353,0.9484,0.7386,0.3812
48469,0.542,0.6934,0.9242,0.7466,0.7834
48483,0.5892,0.9411,0.8688,0.2194,0.6962
48487,0.6545,0.9615,0.8797,0.8577,0.9083
48491,0.078,0.1891,0.8765,0.1897,0.2016
49001,0.336,0.2394,0.6555,0.1258,0.2522
49009,0.0395,0.0153,0.3429,0.5578,0.0755
49023,0.3102,0.3206,0.467,0.1722,0.2331
49035,0.1669,0.1595,0.8309,0.4846,0.3229
49049,0.2532,0.0602,0.6705,0.5078,0.278
49053,0.2876,0.632,0.6113,0.4046,0.4143
51013,0.0092,0,0.8809,0.7765,0.1401
51021,0.421,0.3012,0.0357,0.7526,0.3449
51025,0.8917,0.8354,0.6791,0.7415,0.8955
51059,0.0583,0.0411,0.944,0.3254,0.1876
51107,0.0166,0.0662,0.9083,0.0853,0.0904
51111,0.7701,0.6705,0.6059,0.9449,0.8643
51135,0.7054,0.8099,0.787,0.9748,0.9096
51141,0.7707,0.5014,0.4301,0.4798,0.6389
51167,0.8516,0.4238,0.0115,0.2646,0.4487
51175,0.4299,0.6078,0.3884,0.5584,0.4755
51510,0.0685,0.0025,0.9408,0.7192,0.2003
51530,0.6771,0.1178,0.1735,0.298,0.3242
51600,0.0561,0.022,0.9214,0.6928,0.2411
51630,0.3242,0.1143,0.8924,0.9109,0.5631
51650,0.4863,0.3922,0.7991,0.8061,0.6675
51775,0.2545,0.1926,0.4416,0.624,0.3089
51830,0.4997,0.0204,0.4782,0.8348,0.385
51840,0.429,0.5969,0.8816,0.836,0.722
53013,0.2092,0.6323,0.6243,0.2372,0.3146
53017,0.4357,0.9624,0.9067,0.5845,0.7707
53019,0.7596,0.8179,0.6457,0.7033,0.8223
53047,0.7634,0.9701,0.8889,0.744,0.9255
53049,0.665,0.7307,0.7396,0.5345,0.736
53051,0.4927,0.8223,0.2894,0.5683,0.536
53057,0.3379,0.4295,0.8284,0.6234,0.5382
53069,0.2271,0.4865,0.382,0.1133,0.1809
54055,0.7672,0.9452,0.3649,0.7077,0.8089
54075,0.6086,0.4569,0.0041,0.8185,0.4971
54089,0.8834,0.851,0.1468,0.8746,0.829
54099,0.9016,0.6772,0.0226,0.4078,0.6006
54105,0.7605,0.6896,0.0092,0.1388,0.3748
56039,0.0025,0.0096,0.7736,0.6266,0.1127
1025,0.9436,0.6167,0.4763,0.7345,0.8471
1029,0.8694,0.6632,0.3419,0.1,0.5417
1059,0.8713,0.6622,0.8185,0.5275,0.8417
1133,0.8334,0.7896,0.2592,0.5084,0.7025
2060,0.1857,0.1792,0.4257,0.887,0.3525
2105,0.3344,0.2139,0.4575,0.7794,0.4178
2150,0.2354,0.5629,0.9443,0.9535,0.7006
2170,0.3529,0.2783,0.582,0.262,0.3172
2198,0.5885,0.8424,0.4489,0.8943,0.7662
2240,0.4064,0.3512,0.8103,0.7259,0.5838
4007,0.8573,0.8819,0.8093,0.6689,0.899
4013,0.4175,0.3378,0.9274,0.7259,0.6354
4015,0.7541,0.7861,0.7081,0.851,0.8624
5049,0.8551,0.7749,0.1741,0.4642,0.6688
5057,0.8382,0.9812,0.914,0.6861,0.9468
5065,0.8328,0.4826,0.1184,0.4629,0.5697
5067,0.8968,0.574,0.2865,0.7084,0.765
5089,0.8318,0.603,0.0573,0.311,0.5175
5097,0.7943,0.6253,0.4578,0.5091,0.7
5101,0.5739,0.5492,0.0614,0.1506,0.2815
5111,0.8519,0.9768,0.3053,0.5785,0.8268
5127,0.9608,0.9303,0.4877,0.5731,0.8873
5137,0.8752,0.659,0.0751,0.192,0.5102
5147,0.9315,0.9723,0.3346,0.4836,0.849
6003,0.6672,0.6266,0.609,0.7055,0.7287
6021,0.8646,0.8192,0.9542,0.4871,0.8895
6045,0.6965,0.8182,0.8841,0.8491,0.8818
6065,0.6892,0.3776,0.9736,0.6632,0.7939
6069,0.4978,0.3855,0.9771,0.1958,0.5245
6073,0.3914,0.0621,0.9561,0.8411,0.5596
6095,0.3697,0.2716,0.958,0.6905,0.5911
6113,0.5656,0.0302,0.9497,0.9519,0.6768
8011,0.8701,0.6457,0.8313,0.8077,0.8981
8031,0.278,0.0175,0.9382,0.8717,0.4197
8089,0.8882,0.9885,0.8863,0.6269,0.9561
8105,0.8156,0.893,0.9201,0.9277,0.9586
9003,0.3111,0.1869,0.8905,0.737,0.515
11001,0.4223,0.0283,0.9223,0.9739,0.5965
12011,0.4232,0.1716,0.972,0.6638,0.5844
12063,0.9191,0.7001,0.751,0.9784,0.9583
12071,0.408,0.2798,0.8768,0.6103,0.5525
12095,0.4924,0.177,0.9637,0.787,0.6691
12097,0.7099,0.6291,0.9822,0.5501,0.8178
12133,0.9322,0.6708,0.575,0.8548,0.8939
13001,0.8818,0.9605,0.8153,0.894,0.9669
13009,0.9131,0.1576,0.7084,0.9494,0.8666
13025,0.8697,0.8138,0.2232,0.249,0.6229
13027,0.8933,0.3808,0.8586,0.6097,0.8398
13033,0.8159,0.7835,0.7227,0.6613,0.8455
13055,0.9417,0.4769,0.6313,0.9669,0.9252
13059,0.7898,0.0242,0.8914,0.9551,0.7675
13087,0.829,0.9185,0.6125,0.9806,0.9455
13089,0.4889,0.2238,0.9688,0.7208,0.6611
13091,0.8885,0.6714,0.6291,0.9602,0.9223
13097,0.5331,0.5345,0.873,0.2267,0.5404
13101,0.8303,0.1477,0.8418,0.3588,0.6615
13121,0.3245,0.1124,0.8968,0.8259,0.5268
13125,0.7105,0.3629,0.3814,0.8628,0.686
13151,0.3768,0.461,0.8364,0.0474,0.3137
13155,0.9481,0.8322,0.6154,0.3849,0.8408
13173,0.9471,0.8755,0.3817,0.6995,0.8697
13175,0.7659,0.788,0.4935,0.7622,0.8013
13189,0.9025,0.8637,0.7036,0.8854,0.9376
13197,0.9201,0.3432,0.8914,0.5938,0.8519
13225,0.8602,0.6657,0.8774,0.9513,0.9404
13245,0.8955,0.7249,0.7584,0.9261,0.9328
13249,0.901,0.8644,0.5355,0.4569,0.8248
13279,0.8975,0.9363,0.851,0.9223,0.9761
13287,0.8815,0.9755,0.73,0.9666,0.9809
13315,0.8927,0.1538,0.8233,0.7628,0.8169
15009,0.1376,0.1267,0.9472,0.6622,0.3879
16003,0.5694,0.6192,0.1328,0.1137,0.2936
16047,0.6669,0.4833,0.8835,0.4588,0.7076
16063,0.6048,0.2706,0.8927,0.2856,0.5576
17003,0.9188,0.9987,0.4209,0.8488,0.9573
17019,0.3522,0.0105,0.7902,0.9936,0.499
17151,0.7408,0.4655,0.1242,0.304,0.4545
17153,0.8522,0.7109,0.4546,0.3337,0.6943
18001,0.6032,0.3098,0.3865,0.8134,0.5904
18027,0.622,0.4721,0.4846,0.8586,0.6882
18087,0.4541,0.1484,0.5256,0.44,0.3707
18105,0.5573,0.0131,0.5756,0.8921,0.4519
19021,0.5806,0.405,0.9312,0.7052,0.7408
19051,0.4032,0.3251,0.2289,0.5918,0.3503
20067,0.5398,0.0672,0.9449,0.1535,0.3815
20075,0.5414,0.1152,0.9284,0.0064,0.2586
21011,0.8924,0.9532,0.0331,0.4699,0.729
21041,0.9121,0.8134,0.4731,0.8621,0.8904
21047,0.8226,0.8357,0.6533,0.9306,0.9127
21099,0.9048,0.7701,0.2006,0.6479,0.7659
21115,0.9264,0.4804,0.1258,0.9459,0.8102
21143,0.3876,0.3719,0.2159,0.4906,0.3252
21165,0.8959,0.6412,0.0016,0.4314,0.5847
21169,0.8682,0.9373,0.1455,0.3133,0.6812
21171,0.865,0.6036,0.2388,0.5979,0.6975
21205,0.7939,0.2133,0.3133,0.9742,0.7557
21207,0.9602,0.8408,0.3833,0.674,0.8634
21219,0.8268,0.5384,0.6036,0.7612,0.8092
21235,0.9465,0.7988,0.0783,0.8946,0.8379
22009,0.914,0.9392,0.5702,0.9663,0.9634
22017,0.7328,0.8083,0.6619,0.8103,0.8385
22021,0.9522,0.4823,0.6855,0.9589,0.9331
22025,0.8401,0.4311,0.3938,0.8469,0.7806
22043,0.8134,0.107,0.6826,0.4849,0.6274
22045,0.9045,0.8857,0.8268,0.901,0.9605
22061,0.793,0.2127,0.7338,0.9755,0.8478
22067,0.8685,0.8042,0.4862,0.9023,0.8847
22083,0.8299,0.8118,0.483,0.8513,0.8554
22087,0.8908,0.7625,0.8071,0.1888,0.7713
24029,0.2726,0.3028,0.6807,0.6396,0.4277
24031,0.1083,0.0764,0.9554,0.5804,0.3255
24033,0.3408,0.1729,0.9819,0.8641,0.6261
25009,0.2513,0.2114,0.8663,0.8045,0.508
26053,0.4987,0.2811,0.2334,0.6186,0.4038
26073,0.7188,0.0525,0.4712,0.9086,0.6016
26097,0.5554,0.4706,0.5508,0.7953,0.6452
26119,0.7554,0.5326,0.0401,0.1671,0.3729
26135,0.8239,0.8157,0.1611,0.4976,0.6694
26143,0.7239,0.7221,0.1414,0.2101,0.4627
27105,0.6232,0.6657,0.9325,0.7533,0.815
27123,0.3038,0.2432,0.9013,0.944,0.6334
28017,0.8768,0.914,0.7491,0.7163,0.9143
28025,0.9277,0.6183,0.5142,0.2375,0.7054
28035,0.8627,0.8647,0.6176,0.9599,0.9366
28047,0.7764,0.7714,0.7781,0.8637,0.8838
28049,0.8182,0.5603,0.7746,0.872,0.8742
28061,0.8073,0.9596,0.4534,0.3451,0.7691
28101,0.8497,0.971,0.5613,0.8383,0.9213
28105,0.8038,0.0229,0.6192,0.886,0.642
28127,0.9411,0.8758,0.4276,0.8437,0.9073
28141,0.9073,0.6495,0.1184,0.4826,0.6659
28153,0.9083,0.9694,0.5403,0.6336,0.8997
29055,0.9245,0.8972,0.1741,0.4276,0.7554
29085,0.7745,0.5205,0.3502,0.1235,0.4672
29143,0.9392,0.9879,0.3868,0.5934,0.8968
29153,0.8997,0.6125,0.0252,0.3906,0.5825
29181,0.9226,0.921,0.107,0.3432,0.715
29203,0.9022,0.8946,0.0637,0.2888,0.6449
30051,0.3341,0.5587,0.3381,0.6154,0.4099
31079,0.4455,0.7163,0.8838,0.5909,0.6701
31091,0.2882,0.5587,0.0169,0.1557,0.1468
32003,0.5459,0.3639,0.9608,0.7443,0.7404
32021,0.8503,0.8981,0.4419,0.8663,0.8815
34007,0.4061,0.453,0.9166,0.6301,0.6118
34021,0.35,0.0723,0.9459,0.8672,0.558
34023,0.2134,0.0401,0.9592,0.907,0.4659
35003,0.4529,0.5116,0.4502,0.1732,0.3357
35007,0.8025,0.9312,0.8195,0.9678,0.9627
35009,0.7914,0.8246,0.9414,0.5692,0.8774
35011,0.6207,0.9357,0.7619,0.2668,0.6939
35013,0.9341,0.6874,0.9854,0.9723,0.9841
35057,0.7783,0.2741,0.8736,0.5486,0.749
36085,0.2955,0.0697,0.9004,0.8067,0.4764
36109,0.3159,0.008,0.5969,0.957,0.3462
36119,0.264,0.0853,0.9392,0.9386,0.5516
37015,0.9535,0.7138,0.6565,0.923,0.9385
37017,0.9061,0.9338,0.8341,0.7555,0.9446
37063,0.3873,0.1022,0.9577,0.9019,0.6197
37095,0.9398,0.4199,0.8625,0.581,0.8627
37103,0.9162,0.674,0.7447,0.6568,0.8761
37153,0.9385,0.915,0.8602,0.9102,0.9796
37185,0.8736,0.7068,0.781,0.795,0.8943
37189,0.7261,0.0048,0.3343,0.822,0.4121
38053,0.1682,0.2235,0.7058,0.7717,0.392
38061,0.1347,0.2184,0.7093,0.7784,0.3758
39095,0.6038,0.7087,0.6574,0.5957,0.6876
40055,0.8971,0.8176,0.2996,0.5387,0.7742
40061,0.886,0.9771,0.5973,0.4429,0.8736
40107,0.9589,0.7377,0.5606,0.9137,0.9287
40119,0.5831,0.0172,0.525,0.9573,0.5131
40135,0.9182,0.9678,0.6485,0.603,0.9159
41051,0.3067,0.0296,0.8567,0.9271,0.4675
42027,0.3092,0.0013,0.4941,0.9701,0.2892
42053,0.7704,0.3508,0.7762,0.4897,0.7115
44007,0.5768,0.27,0.9169,0.8832,0.7592
45031,0.9118,0.8602,0.6676,0.8341,0.9268
45079,0.4729,0.2318,0.8284,0.8211,0.6309
46005,0.4745,0.5571,0.8338,0.6555,0.6506
46027,0.5083,0.0092,0.3731,0.5677,0.2468
46085,0.7182,0.6507,0.4572,0.6944,0.7137
47027,0.8041,0.71,0.0519,0.5279,0.5939
47067,0.9513,0.7536,0.1299,0.61,0.7666
47069,0.9592,0.6364,0.5966,0.6718,0.8672
47091,0.7736,0.3559,0.1706,0.6237,0.5653
47135,0.8449,0.7163,0.1041,0.6434,0.6799
47137,0.6857,0.4585,0.0455,0.377,0.4153
47151,0.9433,0.9793,0.0232,0.4005,0.7637
47157,0.6408,0.5772,0.8968,0.6972,0.7847
47175,0.9255,0.4314,0.0175,0.525,0.6025
48005,0.8414,0.9487,0.9007,0.9452,0.9771
48029,0.6048,0.6205,0.9733,0.781,0.8258
48041,0.5955,0.0331,0.921,0.914,0.6532
48057,0.6685,0.9386,0.9548,0.5603,0.8618
48087,0.8392,0.83,0.9042,0.5947,0.8876
48111,0.5436,0.2881,0.9631,0.2652,0.5503
48155,0.651,0.4365,0.7482,0.1051,0.4783
48157,0.1787,0.1592,0.9653,0.2248,0.2873
48173,0.3073,0.0236,0.9497,0.0774,0.1761
48191,0.9334,0.9924,0.9357,0.3833,0.95
48211,0.5732,0.6431,0.9198,0.5912,0.7427
48219,0.7904,0.6539,0.9386,0.8485,0.9025
48225,0.743,0.758,0.83,0.958,0.9131
48245,0.6564,0.5976,0.9452,0.8762,0.8567
48253,0.6828,0.1687,0.8023,0.5712,0.6328
48263,0.3586,0.8351,0.5384,0.2818,0.4427
48311,0.457,0.9981,0.9179,0.3091,0.7631
48315,0.7889,0.4419,0.7488,0.3515,0.6885
48317,0.3615,0.3855,0.9032,0.2219,0.4239
48327,0.4131,0.455,0.9188,0.5174,0.5854
48339,0.228,0.2057,0.8679,0.5221,0.3914
48383,0.5815,0.3266,0.9885,0.0659,0.4806
48385,0.6411,0.8526,0.7074,0.4387,0.7169
48391,0.8465,0.9943,0.887,0.5508,0.9414
48403,0.7742,0.6874,0.2853,0.2139,0.5309
48405,0.8949,0.7657,0.6574,0.7819,0.8889
48411,0.5882,0.4537,0.9058,0.6721,0.7315
48415,0.5854,0.2891,0.8892,0.71,0.6994
48421,0.4984,0.1983,0.9363,0.2108,0.4611
48425,0.4917,0.6823,0.4365,0.6371,0.5605
48455,0.7965,0.7867,0.7176,0.5027,0.8016
48461,0.5736,0.3941,0.9663,0.411,0.6519
48475,0.6309,0.1197,0.9503,0.6116,0.6494
48481,0.6739,0.8367,0.9516,0.7615,0.8758
49031,0.628,0.8567,0.0567,0.0245,0.2713
51121,0.4303,0.0029,0.5183,0.8402,0.2959
51520,0.7768,0.9551,0.2665,0.5358,0.751
51540,0.3618,0.0124,0.8424,0.8714,0.4092
51678,0.6449,0.015,0.2493,0.6692,0.3226
51680,0.7057,0.127,0.7695,0.893,0.7369
51750,0.7462,0.0022,0.3604,0.8236,0.4124
51770,0.7108,0.54,0.8367,0.7431,0.8038
53033,0.0885,0.0134,0.9048,0.8666,0.2854
53075,0.7064,0.0019,0.6893,0.8828,0.5108
54021,0.8854,0.0595,0.6597,0.8491,0.7564
54045,0.935,0.7491,0.0185,0.7217,0.7471
54087,0.9389,0.7408,0.028,0.398,0.6465
54101,0.9631,0.9309,3e-04,0.4696,0.7487
55079,0.5949,0.5209,0.9131,0.8529,0.8061
1023,0.9057,0.9083,0.5896,0.5775,0.8748
1035,0.9529,0.9713,0.4397,0.213,0.8086
1091,0.8643,0.8048,0.496,0.4088,0.7621
1099,0.9551,0.5056,0.469,0.3728,0.7481
2282,0.2115,0.4062,0.7663,0.9612,0.5873
5039,0.6662,0.9882,0.7058,0.7421,0.8777
5041,0.9726,0.9898,0.9124,0.375,0.9596
5069,0.8803,0.7953,0.6457,0.9812,0.9436
5079,0.7277,0.2146,0.639,0.9873,0.8134
5093,0.9369,0.9589,0.7638,0.7574,0.9554
5113,0.9029,0.9669,0.5196,0.646,0.8949
5133,0.8341,0.3747,0.936,0.3432,0.7675
6001,0.2548,0.0239,0.9806,0.916,0.4701
6013,0.2478,0.141,0.9564,0.4795,0.4057
6037,0.6159,0.1047,0.9933,0.9045,0.7682
6053,0.5828,0.3477,0.993,0.8399,0.799
6059,0.3248,0.05,0.9723,0.5683,0.4191
6067,0.5338,0.3563,0.9535,0.7603,0.7338
6081,0.1185,0.0201,0.9682,0.6043,0.265
6083,0.5188,0.1086,0.9672,0.9156,0.7111
6085,0.1933,0.0255,0.9815,0.731,0.3557
6101,0.7885,0.7291,0.9643,0.6654,0.8822
6115,0.808,0.8265,0.9303,0.9077,0.942
8001,0.4006,0.4008,0.9443,0.5524,0.5892
8021,0.8879,0.9405,0.9175,0.5903,0.9325
8025,0.9519,0.2315,0.8507,0.8478,0.893
12021,0.2889,0.1563,0.9195,0.609,0.4618
12029,0.8417,0.8013,0.3416,0.9904,0.8994
12107,0.949,0.7778,0.78,0.9064,0.9525
13005,0.8408,0.9535,0.7978,0.8204,0.9389
13017,0.8204,0.9207,0.7186,0.6253,0.8726
13021,0.821,0.8316,0.8131,0.865,0.9175
13069,0.814,0.8781,0.8615,0.9462,0.9506
13081,0.9545,0.9729,0.716,0.9475,0.9857
13107,0.9475,0.9529,0.7889,0.8771,0.9768
13135,0.3299,0.3324,0.9717,0.2337,0.4347
13165,0.8207,0.5724,0.8953,0.5301,0.8283
13167,0.9417,0.375,0.4183,0.993,0.9061
13179,0.7283,0.6921,0.8647,0.9195,0.8882
13183,0.871,0.8803,0.8612,0.2461,0.8271
13235,0.8252,0.8236,0.3948,0.8701,0.8459
13269,0.9707,0.7116,0.4957,0.9,0.9197
13289,0.943,0.8252,0.4199,0.2757,0.758
13307,0.7299,0.9637,0.8621,0.2171,0.7876
13313,0.8124,0.3703,0.9341,0.8577,0.8793
15003,0.1137,0.0468,0.9752,0.965,0.472
15005,0.1347,0.077,0.9421,0.4963,0.3162
16053,0.7325,0.4174,0.9261,0.2588,0.6736
16073,0.7847,0.8669,0.8857,0.3731,0.8245
17031,0.5057,0.0946,0.9618,0.8758,0.6755
17077,0.7159,0.0904,0.6008,0.9366,0.7045
20081,0.5092,0.0984,0.8851,0.2467,0.4115
20209,0.8828,0.7841,0.9659,0.6686,0.9242
21043,0.9532,0.8395,0.0605,0.7991,0.8204
21135,0.9404,0.6972,0.0051,0.3986,0.6242
21181,0.8981,0.774,0.1948,0.8459,0.8197
21195,0.9487,0.7055,0.0271,0.8408,0.7908
21231,0.9146,0.4772,0.2012,0.7472,0.7478
22013,0.8223,0.9796,0.5565,0.9338,0.9401
22031,0.8678,0.9449,0.5782,0.7128,0.8917
22049,0.8704,0.9774,0.6154,0.8395,0.9382
22069,0.9287,0.4712,0.5651,0.8147,0.8573
22071,0.6997,0.1761,0.8797,0.7771,0.7449
22091,0.9194,0.916,0.4989,0.7647,0.9
24039,0.9086,0.2537,0.8067,0.9395,0.8978
25013,0.6076,0.6593,0.8911,0.843,0.8232
25025,0.5608,0.0474,0.9656,0.9774,0.7379
26163,0.7936,0.7845,0.9019,0.6587,0.8723
28007,0.9541,0.9949,0.6004,0.9239,0.9844
28029,0.9548,0.6998,0.7848,0.8736,0.9411
28031,0.9376,0.9201,0.4327,0.2579,0.7879
28041,0.8793,0.085,0.3149,0.6867,0.6067
28065,0.9659,0.7947,0.4798,0.5113,0.8439
28097,0.9309,0.9955,0.5667,0.3508,0.8914
28099,0.9468,0.9869,0.6479,0.8316,0.9685
28113,0.9325,0.9538,0.8265,0.9659,0.9882
28115,0.8914,0.9545,0.7246,0.5123,0.8962
29119,0.7844,0.843,0.8052,0.68,0.8631
29215,0.9185,0.8975,0.2483,0.6797,0.8303
29221,0.9414,0.7447,0.0885,0.7695,0.7904
29510,0.7121,0.242,0.8828,0.7985,0.7796
31037,0.5834,0.0898,0.965,0.3139,0.5188
32009,0.2669,0.568,0.7886,0.937,0.6395
32023,0.7261,0.5288,0.7167,0.5664,0.7309
32027,0.7978,0.1515,0.858,0.9984,0.9038
34001,0.5551,0.4381,0.928,0.8812,0.7911
35041,0.9424,0.7472,0.9405,0.7389,0.943
36061,0.4201,0.0086,0.9612,0.9736,0.551
37005,0.8742,0.7071,0.5565,0.1121,0.6268
37007,0.9178,0.4922,0.8383,0.9682,0.9443
37065,0.9229,0.9268,0.8163,0.9089,0.9726
37093,0.8615,0.8542,0.929,0.5129,0.8924
37107,0.9207,0.9806,0.8854,0.9672,0.9933
37163,0.9252,0.9255,0.9427,0.7902,0.9723
37181,0.9006,0.9513,0.8491,0.9172,0.9787
37187,0.9032,0.9812,0.4976,0.5033,0.8787
39075,0.5271,0.0614,0.389,0.7994,0.436
40091,0.786,0.8714,0.4782,0.582,0.7828
41045,0.9153,0.8867,0.9029,0.9994,0.9965
45025,0.95,0.8039,0.7924,0.866,0.9487
45027,0.9439,0.9124,0.7208,0.9615,0.9793
45049,0.9073,0.2305,0.8227,0.5903,0.8032
45065,0.85,0.623,0.44,0.54,0.7373
47029,0.9475,0.9099,0.1515,0.2127,0.6857
47129,0.8994,0.4935,0.2079,0.7689,0.7494
48055,0.6169,0.5078,0.9583,0.9631,0.8732
48105,0.6016,0.5896,0.9398,0.3855,0.6892
48115,0.8541,0.8106,0.9557,0.8752,0.9475
48137,0.3519,0.4992,0.9338,0.1812,0.4385
48165,0.6939,0.2639,0.9478,0.4171,0.6825
48273,0.9328,0.689,0.9376,0.9879,0.9834
48291,0.7787,0.6301,0.8755,0.9933,0.9427
48313,0.635,0.3095,0.9207,0.9621,0.8376
48329,0.2182,0.3292,0.9478,0.5559,0.4748
48345,0.5334,1,0.5107,0.2073,0.7003
48409,0.6478,0.829,0.9494,0.625,0.8309
48413,0.772,0.0834,0.9424,0.249,0.5857
48439,0.3793,0.4005,0.9487,0.4464,0.5475
48443,0.7799,0.1659,0.9615,0.0229,0.4713
48449,0.8532,0.7243,0.9618,0.596,0.8901
48457,0.8076,0.5323,0.6457,0.9675,0.8834
48471,0.7201,0.0041,0.8895,0.9895,0.6997
48473,0.7223,0.163,0.9586,0.9265,0.8331
48495,0.6818,0.2085,0.9768,0.3668,0.6541
49039,0.7258,0.0936,0.6355,0.6749,0.6019
51029,0.8618,0.4947,0.4782,0.7488,0.7901
51081,0.8675,0.1401,0.5626,0.9567,0.814
51153,0.1748,0.2003,0.9542,0.2346,0.3022
51590,0.8889,0.9643,0.7377,0.8841,0.9589
51620,0.7828,0.9086,0.5164,0.2919,0.7175
51660,0.7513,0.0363,0.893,0.9787,0.793
51683,0.3774,0.2092,0.971,0.2814,0.4446
51685,0.4608,0.3493,0.9784,0.2611,0.528
51690,0.872,0.9889,0.6613,0.5597,0.9105
51700,0.5201,0.6062,0.8695,0.9507,0.8156
51740,0.7143,0.6313,0.7536,0.7469,0.8006
51760,0.6822,0.1302,0.9268,0.879,0.7729
53025,0.701,0.5167,0.951,0.7982,0.8452
54013,0.9197,0.7052,0.0089,0.1993,0.5239
54109,0.9382,0.7189,0.0083,0.4502,0.6443
1065,0.9334,0.9634,0.5116,0.9347,0.9599
2013,0.3376,0.0446,0.9952,0.9351,0.5803
2185,0.3261,0.4378,0.8115,0.9924,0.7344
4009,0.8901,0.6065,0.8902,0.9854,0.964
4012,0.9105,0.7065,0.9051,0.7514,0.9236
5035,0.893,0.9137,0.6714,0.8504,0.9341
5095,0.9003,0.9777,0.4706,0.4244,0.8516
5099,0.799,0.9873,0.377,0.8227,0.8841
6039,0.9258,0.6727,0.9847,0.8239,0.9541
6071,0.8277,0.4728,0.9825,0.8141,0.901
6075,0.2239,0.0035,0.9742,0.9497,0.3911
6077,0.7618,0.5957,0.9812,0.8083,0.8892
6099,0.8089,0.6428,0.9701,0.6043,0.8675
12013,0.7758,0.6367,0.5813,0.9026,0.8401
12077,0.835,0.5183,0.7202,0.7507,0.8334
12079,0.872,0.6527,0.7291,0.9971,0.9608
12086,0.6936,0.1388,0.9968,0.8988,0.8175
12093,0.9232,0.7103,0.901,0.8704,0.9465
12123,0.8812,0.4161,0.5909,0.9815,0.8984
12125,0.9596,0.2744,0.4683,0.8634,0.8382
13019,0.9621,0.8325,0.5094,0.4887,0.85
13063,0.8653,0.5333,0.9739,0.7746,0.9102
13095,0.9427,0.8271,0.7096,0.9204,0.9513
13099,0.9449,0.9398,0.4486,0.8039,0.9201
13109,0.9516,0.9414,0.9102,0.886,0.9847
13215,0.7599,0.8485,0.8335,0.8596,0.9003
13261,0.9484,0.6578,0.8571,0.979,0.9764
13267,0.8022,0.4887,0.8475,0.9608,0.908
13301,0.9236,0.6039,0.6905,0.8217,0.8946
13303,0.9239,0.7982,0.738,0.9252,0.9462
16065,0.7115,0.043,0.3263,0.5349,0.4029
20057,0.7315,0.4489,0.9777,0.7972,0.857
21013,0.9873,0.8555,0.1261,0.9039,0.8927
21045,0.9666,0.6673,0.1958,0.5594,0.7656
21065,0.9885,0.8876,0.0073,0.6119,0.7997
21075,0.9271,0.9809,0.4101,0.4839,0.8704
21109,0.9828,0.7733,0.001,0.3276,0.6662
21121,0.9653,0.852,0.0408,0.8173,0.8325
21129,0.9796,0.7558,0.0341,0.7997,0.8182
21203,0.9303,0.9007,0.0232,0.702,0.7882
24510,0.7178,0.3397,0.9045,0.873,0.8312
26085,0.9395,0.5317,0.2967,0.6877,0.7818
28013,0.9369,0.9838,0.7243,0.7727,0.965
29223,0.9653,0.759,0.0675,0.6323,0.7646
30035,0.8545,0.3432,0.5778,0.9596,0.8583
31043,0.7236,0.5419,0.9599,0.8055,0.8615
31047,0.5261,0.7711,0.9319,0.7475,0.7933
34011,0.8102,0.6597,0.9573,0.9844,0.9592
34017,0.4943,0.0627,0.9914,0.8434,0.6424
34031,0.5111,0.3101,0.9729,0.9067,0.7764
34039,0.3354,0.276,0.9745,0.7905,0.6232
35005,0.8376,0.9284,0.9624,0.7972,0.9551
35019,0.7882,0.923,0.9526,0.8895,0.9529
35023,0.9564,0.7908,0.9468,0.7876,0.9631
35033,0.7318,0.5794,0.9596,0.4785,0.7959
35045,0.8424,0.7975,0.9109,0.7857,0.9194
35051,0.8338,0.9516,0.7883,0.6975,0.9146
35053,0.8548,0.7584,0.9529,0.9803,0.9745
36047,0.6736,0.1738,0.9799,0.9096,0.8153
36081,0.5223,0.0344,0.9936,0.8478,0.6201
36087,0.357,0.1391,0.916,0.9074,0.6038
37083,0.9455,0.9373,0.6883,0.8918,0.9646
38005,0.8178,0.8185,0.6393,0.6883,0.8433
40001,0.8739,0.9389,0.7727,0.5571,0.8965
40139,0.6831,0.1859,0.9666,0.9182,0.821
41049,0.6889,0.5298,0.9293,0.5183,0.7643
45009,0.8576,0.9443,0.5189,0.986,0.9516
45033,0.9774,0.9379,0.7564,0.7851,0.9682
45053,0.8755,0.6116,0.9519,0.9226,0.9449
45075,0.8939,0.7848,0.7351,0.865,0.9229
45089,0.922,0.9061,0.6622,0.9717,0.9704
47007,0.8997,0.2735,0.5769,0.8233,0.8159
47061,0.9618,0.9583,0.3066,0.5708,0.8685
48003,0.428,0.0815,0.9694,0.4323,0.4736
48013,0.7822,0.618,0.9551,0.6192,0.8497
48017,0.6153,0.7179,0.9863,0.5769,0.8003
48025,0.9634,0.419,0.9296,0.972,0.9694
48069,0.65,0.398,0.9869,0.6415,0.7774
48079,0.907,0.6094,0.979,0.3598,0.8608
48095,0.5252,0.0121,0.9777,0.4957,0.4283
