"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","agOver65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP","DisbP"
"163",36053,69441,43473,4104,9963,6741,4812,30724,5064,4417,3736,2772,8661,16.64,64.5,12.47,96.49,1.32,1.06,0.52,0.56,0.01,77400,16.66,30
"164",42011,373638,225539,23032,53448,26494,21972,156409,26895,24410,18388,14866,56190,12.97,62.33,15.04,88.18,3.69,9.73,0.16,1.01,0.02,2600400,21.96,31
"165",2240,6174,3775,438,1195,565,297,2579,541,444,340,262,375,13.96,68.22,6.07,78.99,1.98,2.7,12.71,0.68,0.15,34800,13.19,24
"166",2070,4922,2763,476,1124,402,255,2079,375,252,206,128,282,13.35,74.75,5.73,21.64,0.37,2.26,70.13,0.61,0.02,35700,23.35,31
"167",2164,1823,1035,145,417,190,92,793,137,91,86,55,99,15.47,74.33,5.43,18.76,0.05,1.15,73.51,0.22,0.16,13600,27.83,29
"168",2185,7385,4258,705,1645,721,448,3391,507,390,266,173,308,15.83,77.74,4.17,17.09,0.72,2.37,68.38,5.92,0.84,58300,22.59,20
"169",2105,2574,1696.02,133.34,414.27,197.02,128.1,1083.99,257.7,228.48,154.32,113.12,188.78,12.63,63.39,7.33,58.15,0.15,2.82,35.01,0.38,0.15,16256.05,15.62,24
"170",2150,13913,8726,1245,2583,1027,817,6568,1134,850,529,331,673,13.25,74.72,4.84,59.69,0.96,6.1,14.58,16.04,0.79,121500,14.58,19
"171",2230,862,567.98,44.66,138.73,65.98,42.9,363.01,86.3,76.52,51.68,37.88,63.22,12.63,63.39,7.33,58.15,0.15,2.82,35.01,0.38,0.15,5443.95,15.62,24
"172",2188,7208,3859,773,1737,711,487,3223,424,331,215,146,359,16.62,79.54,4.98,12.32,0.21,0.79,82.46,0.89,0.06,29700,27.96,18
"173",2130,14199,9078.71,973.51,2344.52,1055.02,698.51,6205.34,1226.24,1092.19,753.22,487.64,1116.35,12.35,67.07,7.86,74.15,0.49,2.64,15.2,4.25,0.16,83792.79,10.41,31
"174",2270,7028,3402,744,2016,754,441,2996,308,270,196,146,352,17,81.9,5.01,4.74,0.06,0.33,92.53,0.1,0.03,18100,33.68,30
"175",28145,25362,15198,1869,3655,1710,1673,10610,1639,1630,1236,1138,3585,13.34,63.61,14.14,83.42,14.95,1.63,0.13,0.2,0.02,33100,31.55,47
"176",28053,11206,6200,871,2076,1148,767,4809,699,586,419,405,1341,17.09,69.21,11.97,27.17,71.51,1.5,0.1,0.27,0,10700,46.28,55
"177",28141,19163,11507,1131,2549,1231,1032,7529,1276,1276,1143,1042,3217,11.81,58.49,16.79,94.93,3.11,1.79,0.21,0.08,0.01,31900,35.39,53
"178",28087,61586,37065,4766,9931,4796,4673,27455,4049,3595,2694,2198,6898,15.38,68.44,11.2,56.47,41.56,1.11,0.17,0.54,0.03,78200,24.49,36
"179",22089,48072,29191,3511,8346,4063,2649,21790,3732,2872,2025,1488,4308,13.96,69.99,8.96,72.4,25.23,2.8,0.26,0.55,0.01,75100,20.03,29
"180",22073,147250,88685,10621,23333,12551,12291,65905,9715,8246,6514,5484,17432,16.87,67.82,11.84,64.48,33.63,1.19,0.23,0.64,0.03,150000,21.39,38
"181",22007,23388,14187,1635,3809,1980,1518,10202,1671,1417,1192,917,2545,14.96,66.9,10.88,67.17,31.52,1.21,0.31,0.24,0.01,18000,40.65,41
"182",22027,16851,9625,1007,2508,1258,880,6665,1119,1007,853,777,2915,12.69,60.41,17.3,51.8,47.37,0.76,0.14,0.1,0.03,10000,34.26,43
"183",22019,183577,111547,13253,27828,15147,12925,80777,13157,11063,8492,7248,21759,15.29,66.38,11.85,73.6,23.98,1.34,0.31,0.64,0.03,270900,22.96,38
"184",22001,58861,34084,4606,9859,4979,3736,24867,3934,3256,2769,2350,7220,14.81,66.82,12.27,80.73,18.25,0.91,0.2,0.15,0.01,39500,35.3,46
"185",22079,126337,75440,8913,19072,10322,8075,53613,8828,7801,6212,5406,16492,14.56,64.59,13.05,66.51,30.43,1.38,0.74,0.86,0.04,185100,25.39,49
"186",22127,16894,10334,1062,2327,1253,1169,7307,1195,1051,858,728,2366,14.34,63.31,14,66.27,32.03,0.87,0.5,0.16,0.05,17700,34.58,44
"187",22021,10560,6484,643,1513,740,726,4479,755,651,529,523,1467,13.88,62.83,13.89,80.43,17.9,1.49,0.45,0.14,0,11400,34.59,49
"188",22029,20247,11651,1483,3134,1604,1208,8001,1525,1177,1040,916,2971,13.89,62.32,14.67,60.75,37.72,1.48,0.16,0.24,0,22900,35.42,47
"189",51610,10377,6685,571,1395,608,388,4228,1025,946,581,369,1262,9.6,59.69,12.16,84.97,3.28,8.44,0.24,6.5,0.07,52000,4.13,20
"190",51185,44598,28111,2359,5411,2975,2545,17657,3744,3478,2710,2317,6922,12.38,57.01,15.52,96.16,2.29,0.51,0.17,0.61,0,34600,32.47,60
"191",51683,35135,22846,3020,5829,2509,2486,17575,2448,2141,1348,872,1902,14.22,75.21,5.41,72.05,12.91,15.13,0.36,3.43,0.09,395000,18.71,23
"192",51820,19520,11415,1282,2657,1148,1113,7611,1216,1299,1081,933,3441,11.58,59.17,17.63,86.46,9.96,3.29,0.31,0.57,0.03,52500,22.12,44
"193",51790,23853,14824,1241,2616,1652,1661,9948,1734,1611,1282,1121,4300,13.89,57.88,18.03,83.29,13.95,1.11,0.22,0.46,0.01,49700,24.36,34
"194",51183,12504,8372,576,1444,684,874,5854,981,821,604,549,1675,12.46,62.97,13.4,36.39,62.13,0.82,0.13,0.12,0.02,15400,42.4,32
"195",51171,35075,21181,1948,4561,2064,1563,13293,2579,2439,2236,1936,6083,10.34,56.46,17.34,95.6,1.17,3.4,0.18,0.35,0.02,94600,24.72,32
"196",51750,15859,12345,561,1139,2719,4605,10426,671,633,531,433,1465,46.18,76.46,9.24,88.21,8.1,1.16,0.25,1.43,0.03,32000,16.61,26
"197",48251,126811,77649,9397,20646,10213,7390,55871,9087,7977,6272,4916,12645,13.88,67.75,9.97,90.01,2.5,12.12,0.64,0.52,0.18,803000,22.45,35
"198",48383,3326,1847,272,621,338,158,1429,253,174,118,117,342,14.91,69.81,10.28,64.64,3.01,49.49,0.54,0.27,0,104900,36.98,24
"199",48479,193117,108599,20439,38846,17494,15085,89114,10084,8468,6373,5137,14656,16.87,76.84,7.59,82.16,0.37,94.28,0.47,0.43,0.02,3198900,47.01,36
"200",48417,3302,1819,179,516,270,113,1203,235,233,171,163,602,11.6,57.48,18.23,94.22,0.48,7.6,0.42,0,0,16100,20.8,34
"201",48037,89306,54816,5726,12549,6344,5943,38684,6327,5696,4586,3419,12319,13.76,63.78,13.79,73.26,23.42,4.47,0.58,0.43,0.04,206400,22.71,42
"202",48415,16361,9719,1027,2252,1537,1054,6885,1277,931,768,695,2526,15.84,62.12,15.44,81.27,6.06,27.77,0.53,0.23,0,195000,27.68,31
"203",48261,414,249,37,59,43,22,174,19,36,19,26,44,15.7,65.22,10.63,64.49,0.72,78.99,0.72,0.48,0,13900,42.15,50
"204",48425,6809,3967,436,1105,573,348,2747,584,432,326,272,907,13.53,62.98,13.32,92.19,0.28,13.44,0.69,0.26,0.01,44800,22.03,24
"205",48359,2185,1174,143,422,262,96,868,155,156,108,87,246,16.38,65.58,11.26,90.66,1.88,11.03,1.28,0.37,0,12700,19.52,32
"206",48441,126555,77180,9101,18575,11278,12213,58717,8006,6569,5230,4642,15715,18.56,68.27,12.42,80.61,6.73,17.64,0.58,1.25,0.07,1371200,18.77,36
"207",48269,356,199,24,75,26,8,139,25,29,16,11,37,9.55,66.85,10.39,94.1,0,9.55,1.12,0,0,1700,21.93,20
"208",48033,729,431,27,106,67,28,295,45,41,46,50,119,13.03,58.71,16.32,90.53,0.14,11.93,0.27,0,0,6600,16.12,20
"209",48471,61758,45116,3009,6033,6516,9742,35488,3940,3379,2245,2138,5526,26.33,72.1,8.95,69.12,23.88,14.11,0.35,0.77,0.05,363100,26.94,25
"210",48429,9674,5604,541,1348,778,573,3828,637,598,539,474,1709,13.97,59.1,17.67,86.89,2.92,14.66,0.35,0.29,0.02,92400,27.68,43
"211",48117,18561,10132,1667,3474,1624,1205,7562,1130,983,770,727,2248,15.24,68.44,12.11,72.28,1.51,57.4,0.8,0.25,0.13,467100,39.09,41
"212",48393,887,537,44,132,66,23,309,84,80,64,46,128,10.03,54.68,14.43,96.51,0.34,3.16,0.56,0.11,0,2200,9.95,26
"213",48457,20871,12312,1215,2732,1386,1184,8238,1314,1245,1255,1150,3722,12.31,58.38,17.83,83.79,11.96,3.56,0.43,0.2,0.02,75600,28.14,48
"214",48465,44856,25561,4003,8072,3609,2919,19055,2533,2421,2044,1815,4913,14.55,69.4,10.95,76.36,1.54,75.46,0.68,0.55,0.05,936100,41.34,36
"215",48049,37674,21764,2338,5328,3368,2517,15200,2494,2374,1982,1779,6179,15.62,60.69,16.4,87.35,4.01,15.38,0.53,0.37,0.01,291700,25.38,40
"216",48367,88495,54821,5578,14387,6896,4510,37753,6971,6031,4767,3690,9318,12.89,65.22,10.53,92.61,1.79,7.02,0.67,0.35,0.02,405200,19.54,31
"217",48201,3400578,2163127,281361,547601,254828,252608,1643812,239866,196709,139393,98941,252895,14.92,72.72,7.44,58.73,18.49,32.93,0.45,5.14,0.06,58503000,25.37,32
"218",48505,12182,6415,1117,2242,1055,828,4819,657,628,497,480,1742,15.46,67.13,14.3,84.07,0.41,84.78,0.32,0.19,0.04,182900,46.88,45
"219",48387,14314,8086,833,1946,1016,741,5245,982,901,846,747,2814,12.27,56.06,19.66,78.04,17.8,4.67,0.59,0.12,0.01,49400,34.3,51
"220",48255,15446,9862,837,1906,1069,1324,7671,946,726,566,575,2219,15.49,67.42,14.37,68.55,10.79,47.42,0.68,0.43,0.06,302000,40.86,30
"221",48363,27026,15575,1809,3972,1933,1514,10436,1725,1810,1493,1352,4429,12.75,60.01,16.39,88.19,2.32,13.57,0.67,0.53,0.03,224100,28.76,44
"222",48173,1406,809,112,262,146,51,597,91,85,73,60,126,14.01,69.06,8.96,77.52,0.5,29.87,0.14,0,0.21,30700,30.14,27
"223",48419,25224,14337,1762,3806,1834,1528,9864,1625,1467,1308,1211,4181,13.33,61.18,16.58,72.65,19.44,9.87,0.36,0.23,0.02,184800,31.06,46
"224",48499,36752,21055,1925,4532,2585,1889,12908,2392,2472,2444,2409,7670,12.17,52.69,20.87,89.11,6.12,5.72,0.55,0.2,0.02,147700,23.71,41
"225",34021,350761,222284,22189,48675,24798,24599,156679,26165,22825,17139,12949,44140,14.08,64.87,12.58,68.48,19.81,9.66,0.2,4.94,0.1,2302500,18.17,30
"226",34007,508932,309015,34411,78898,35238,28756,219386,36902,32525,24613,18428,63769,12.57,65.37,12.53,70.88,18.09,9.66,0.26,3.72,0.04,3590700,19.73,33
"227",34031,489049,302530,36129,71954,32341,32540,217900,32827,29765,23207,18234,59033,13.27,66.66,12.07,62.32,13.22,29.95,0.44,3.69,0.04,9938600,26.68,39
"228",4019,843746,516363,55829,117852,62199,63785,365919,58630,51933,40351,33745,119487,14.93,63.95,14.16,75.07,3.03,29.34,3.22,2.04,0.13,14037400,16.57,36
"229",4017,97470,53185,8351,20153,9053,5581,39309,6079,5297,4501,4022,9758,15.01,69.57,10.01,45.91,0.88,8.22,47.74,0.33,0.05,500700,28.82,41
"230",4012,19715,10468,962,2382,1195,832,6045,1161,1241,1350,1486,5088,10.28,47.62,25.81,74.15,0.79,22.42,12.53,0.41,0.1,239100,30.72,47
"231",23029,33941,20304,1727,4539,2403,1813,13142,2636,2412,1960,1669,5856,12.42,57.18,17.25,93.48,0.26,0.81,4.43,0.3,0.01,51900,20.13,46
"232",35021,810,417,25,93,66,17,235,71,69,41,47,229,10.25,43.58,28.27,84.32,0.37,44.94,1.36,0,0,11300,27.75,49
"233",35051,13270,6933,631,1543,744,466,3795,859,925,908,938,3671,9.12,44.98,27.66,86.97,0.48,26.28,1.48,0.17,0.08,144500,23.93,59
"234",35025,55511,32052,4253,9300,5041,3710,23915,3705,3049,2390,2127,6772,15.76,67.5,12.2,67.13,4.37,39.65,0.99,0.39,0.04,1505500,32.92,38
"235",56023,14573,8271,988,2568,1364,627,5694,1186,936,749,652,1800,13.66,63.47,12.35,97.15,0.1,2.16,0.57,0.23,0.05,28500,12.08,23
"236",35019,4680,2892,250,658,365,298,2100,323,260,219,222,648,14.17,64.27,13.85,54.06,1.32,81.22,1.13,0.53,0.04,201000,31.66,44
"237",56037,37613,23735,2580,6048,3595,2431,17057,3382,2568,1768,1201,3009,16.02,68.29,8,91.62,0.73,9.42,1.01,0.64,0.04,225700,12.63,25
"238",35057,16911,10129,1172,3097,1279,849,7072,1298,1090,876,659,1647,12.58,67.06,9.74,73.89,1.66,37.15,2.09,0.32,0.13,372800,22.91,44
"239",23003,73938,44667,3730,9566,5439,3803,28695,5957,5391,4278,3770,12551,12.5,56.79,16.98,96.8,0.38,0.6,1.36,0.47,0.03,72900,23.07,45
"240",56041,19742,11759,1621,3644,2015,1096,8871,1682,1188,826,532,1378,15.76,71.6,6.98,94.32,0.11,5.34,0.87,0.27,0.07,87300,15.24,25
"241",56035,5920,3683,348,886,403,244,2274,566,483,358,294,711,10.93,59.26,12.01,97.48,0.2,1.89,0.49,0.24,0.08,9400,11.03,23
"242",35017,31002,17753,2125,4479,2389,1787,11517,2194,2157,1899,1520,5111,13.47,58.45,16.49,75.67,0.52,48.79,1.35,0.29,0.03,687300,20.58,40
"243",35035,62298,36650,4620,10521,4889,4091,26800,3970,3508,2865,2718,7296,14.41,67.32,11.71,73.71,3.92,32.16,5.8,1.17,0.13,959700,18.97,34
"244",35045,113801,66342,9149,21068,10854,7427,50284,7888,6379,4713,3994,10326,16.06,70.74,9.07,52.83,0.44,14.99,36.88,0.27,0.05,1091300,23.21,36
"245",56007,15639,9947,896,2061,1236,919,6590,1403,1174,908,687,1920,13.78,61.05,12.28,90.11,0.67,13.83,1.27,0.67,0.06,113800,16.49,32
"246",35041,18018,10778,1344,2802,1886,1902,8388,1014,906,723,661,2180,21.02,69.56,12.1,74.14,1.65,33.29,1.1,0.62,0.07,405100,24.75,35
"247",35009,45044,26320,3874,7406,3741,3733,20430,2555,2249,1735,1632,5163,16.59,70.4,11.46,72.4,6.86,30.38,1,1.78,0.13,808700,21.59,36
"248",35055,29979,18936,1728,4251,2053,1380,11660,2730,2566,1842,1500,3702,11.45,58.84,12.35,63.77,0.35,57.94,6.59,0.38,0.12,866700,20.87,39
"249",35023,5932,3242,454,1072,514,302,2308,364,377,298,251,808,13.76,64.63,13.62,83.78,0.4,56.04,0.78,0.32,0,87300,31.2,43
"250",35015,51658,29162,3793,8367,4304,2759,20336,3825,3168,2507,2073,7589,13.67,62.91,14.69,76.34,1.56,38.76,1.25,0.45,0.09,1053800,25.03,40
"251",35011,2240,1132,114,301,180,72,738,132,150,117,120,568,11.25,51.47,25.36,84.02,0.04,35.27,0.94,0.22,0,33100,27.65,45
"252",35006,25595,15016,2031,4473,2114,1692,10853,1724,1495,1228,1057,2734,14.87,67.81,10.68,39.61,0.96,33.42,40.32,0.38,0.05,479400,24.96,38
"253",35037,10155,5686,558,1446,771,442,3579,718,712,651,563,1928,11.94,54.98,18.99,82.09,0.84,37.98,1.27,0.8,0.15,152400,26.18,48
"254",35007,14189,8226,767,2034,1170,576,5223,1080,1005,892,787,2401,12.31,56.55,16.92,81.5,0.32,47.49,1.47,0.32,0.01,232600,19.21,33
"255",35028,18343,11390,1021,2835,1215,463,6759,1662,1564,1389,893,2220,9.15,57.87,12.1,90.26,0.37,11.75,0.58,3.78,0.03,91900,3.67,20
"256",35001,556678,351502,38566,78442,40728,40828,250594,41722,36452,26311,20435,64156,14.65,66.03,11.52,70.75,2.77,41.96,4.16,1.93,0.1,11350000,15.57,34
"257",23009,51791,31963,2516,6766,3526,2560,20335,4316,4111,3112,2350,8285,11.75,57.19,16,97.61,0.25,0.65,0.37,0.38,0.03,71800,12.24,32
"258",56013,35804,21227,2343,5592,3019,1846,14151,2887,2427,1959,1695,4750,13.59,61.69,13.27,76.49,0.12,4.37,19.68,0.3,0.03,121900,15.18,31
"259",29071,93807,56814,6488,14701,7118,5032,40278,6616,5784,4717,3891,11332,12.95,65.52,12.08,97.47,0.94,0.72,0.24,0.27,0.02,101600,22.35,32
"260",24029,19197,11504,888,2397,1412,1386,7349,1275,1340,1271,969,3708,14.58,55.39,19.32,79.64,17.41,2.84,0.15,0.54,0.05,43500,21.21,33
"261",44003,167090,103059,9829,22534,9901,8246,69149,13122,11852,8768,6614,25222,10.86,60.75,15.09,95.54,0.93,1.69,0.23,1.34,0.02,325800,16.11,33
"262",24017,120546,76493,8603,20208,8917,6031,55028,8968,7898,6294,4145,9402,12.4,69.55,7.8,68.51,26.06,2.26,0.75,1.82,0.06,344900,14.17,28
"263",24011,29772,17763,1843,4723,2128,1563,12283,2105,1953,1601,1233,4031,12.4,63.31,13.54,81.69,14.77,2.65,0.37,0.55,0.02,77900,24.98,35
"264",29141,19309,10927,1162,2614,1206,813,6484,1275,1320,1345,1322,3787,10.46,53.14,19.61,97.34,0.51,0.83,0.63,0.12,0.02,27000,25.49,50
"265",44009,123546,78898,7260,16688,10023,8703,53721,9930,8769,6684,4728,15766,15.16,62.87,12.76,94.82,0.92,1.44,0.93,1.5,0.02,227200,11.43,26
"266",44001,50648,30576,2729,6865,3963,2867,20721,3900,3351,2555,2053,8474,13.49,59.85,16.73,96.81,0.69,1.13,0.16,1,0.03,67800,19.29,29
"267",29137,9311,5264,606,1350,704,431,3467,607,602,530,512,1637,12.19,58.24,17.58,94.66,3.83,0.56,0.41,0.12,0.03,9100,21.31,36
"268",29215,23003,13163,1326,3270,1745,1018,8492,1625,1543,1374,1267,4106,12.01,56.9,17.85,96.47,0.21,0.96,0.96,0.34,0.02,46500,28.6,48
"269",29095,654880,404133,45894,95309,44831,42528,290824,46480,39720,30616,24056,81981,13.34,65.97,12.52,70.1,23.27,5.37,0.48,1.28,0.18,3184800,16.6,35
"270",41049,10995,6441,940,1880,892,647,4539,802,675,545,445,1169,14,66.93,10.63,76.27,0.14,24.43,1.42,0.42,0.08,239200,25.89,33
"271",53077,222581,126909,19440,39720,18598,14873,94683,14241,12399,9630,7547,24921,15.04,69.12,11.2,65.6,0.97,35.9,4.48,0.95,0.09,6232900,31.34,40
"272",41007,35630,21651,2007,4697,2882,2007,13899,3143,2684,1983,1672,5545,13.72,57.82,15.56,93.14,0.52,4.48,1.03,1.21,0.17,146300,14.44,37
"273",41003,78153,53469,4009,9444,8011,11018,39912,6148,4954,3341,2319,8026,24.35,68.28,10.27,89.16,0.84,4.66,0.79,4.49,0.24,369200,6.88,23
"274",41027,20411,12079,1501,3231,1487,1168,8659,1596,1208,906,687,2623,13.01,65.61,12.85,78.87,0.57,25.02,1.12,1.47,0.12,366500,21.85,29
"275",53007,66616,38738,4750,10589,5188,3621,26902,5146,4174,3182,2631,9242,13.22,63.41,13.87,83.63,0.26,19.26,0.99,0.68,0.12,962100,20.93,32
"276",53035,231969,145352,15536,35662,17170,15047,100972,18775,16559,11723,8189,24553,13.89,65.6,10.58,84.27,2.87,4.14,1.62,4.39,0.78,1588800,9.23,31
"277",53043,10184,5678,584,1477,726,315,3403,827,713,637,611,1932,10.22,53.65,18.97,95.64,0.23,1.88,1.63,0.25,0.07,23000,13.46,40
"278",17143,183433,111343,12612,25845,13471,13174,77251,13356,11980,9153,7255,25981,14.53,63.08,14.16,79.38,16.1,2.09,0.22,1.66,0.03,484700,16.17,31
"279",17195,60653,35726,3908,8594,4371,3270,24022,4568,3898,3219,2704,9740,12.6,60.22,16.06,92.81,1.02,8.82,0.26,0.42,0.01,333100,20.19,32
"280",17005,17633,11176,992,2151,1329,1432,7951,1308,1076,825,735,2595,15.66,62.92,14.72,90.74,7.41,1.43,0.46,0.26,0.05,20000,27.22,29
"281",17099,111509,65165,7033,15961,8013,6066,45343,7918,6689,5440,4833,18292,12.63,61.28,16.4,94.97,1.55,5.19,0.17,0.54,0.02,310100,18.64,29
"282",17043,904161,573535,65849,136693,61139,52522,406825,70750,60668,44103,30479,88794,12.57,67.4,9.82,84.05,3.05,9,0.17,7.88,0.02,4386500,9.96,20
"283",17091,103833,62142,7270,16076,7979,6818,44064,7412,6338,5065,4024,13584,14.25,64.92,13.08,79.89,15.47,4.78,0.18,0.68,0.02,392500,20.2,35
"284",55011,13804,8030,800,1971,1013,626,5453,1039,899,694,635,2313,11.87,59.58,16.76,98.69,0.12,0.62,0.3,0.33,0.02,7800,15.86,28
"285",55051,6861,3936,274,788,418,260,2372,512,464,432,428,1591,9.88,50.05,23.19,98.28,0.09,0.66,0.6,0.13,0.04,6200,16.3,40
"286",42047,35112,20596,2008,4830,2384,1595,14021,2547,2220,1741,1672,6073,11.33,59.41,17.3,98.96,0.15,0.4,0.09,0.35,0.04,15900,17.3,31
"287",55019,33557,18146,2555,5538,2912,1612,13320,2244,1768,1464,1295,5373,13.48,63.81,16.01,98.05,0.13,1.2,0.48,0.3,0.01,34800,24.62,28
"288",42107,150336,89119,7357,18202,9008,7623,59157,11164,10060,7741,6789,29866,11.06,56.35,19.87,96.62,2.09,1.11,0.08,0.42,0.01,120100,22.84,37
"289",42057,14261,8686,898,2017,917,753,5715,948,960,902,753,2068,11.71,60.51,14.5,98.25,0.66,0.36,0.2,0.11,0.01,11100,26.77,37
"290",42029,433501,269242,29330,65661,29600,23410,184633,34663,29743,22583,16211,50677,12.23,64.5,11.69,89.21,6.24,3.72,0.15,1.95,0.03,1060300,10.7,22
"291",55049,22780,13570,1468,3557,1672,978,9581,1745,1541,1004,845,3039,11.63,64.12,13.34,98.7,0.17,0.33,0.11,0.34,0.01,15500,11.54,25
"292",42121,57565,33961,3268,7949,4183,2709,22235,4596,3955,3125,2780,9657,11.97,58.11,16.78,97.64,1.09,0.52,0.18,0.23,0.02,49400,18.99,39
"293",42113,6556,3756,281,709,604,290,2473,421,439,386,413,1434,13.64,52.82,21.87,95.58,2.2,1.1,0.76,0.15,0,8600,22.02,39
"294",55047,19105,10897,1078,2562,1427,804,7246,1449,1250,1062,864,3594,11.68,56.98,18.81,97.81,0.15,2.06,0.2,0.31,0.04,29200,18.1,30
"295",55055,74021,46005,4695,10575,5414,4278,32191,5640,4789,3702,3070,9359,13.09,64.12,12.64,96.34,0.28,4.09,0.34,0.45,0.02,192000,15.31,26
"296",55015,40631,24642,2846,6707,3066,1940,18018,3058,2425,1820,1387,4370,12.32,67.86,10.76,96.68,0.31,1.07,0.34,1.55,0.01,45700,12.67,21
"297",55031,43287,26794,2543,5793,3316,2999,18429,3437,2913,2133,1748,6291,14.59,61.83,14.53,95.35,0.57,0.73,1.82,0.63,0.03,70900,14.15,32
"298",55083,35634,21086,2026,5370,2588,1461,14290,2644,2228,1923,1765,5388,11.36,60.86,15.12,97.76,0.13,0.67,0.78,0.2,0.01,40100,19.37,30
"299",55061,20187,11893,1193,3002,1567,1069,8321,1494,1274,1009,817,3077,13.06,62,15.24,98.56,0.15,0.76,0.27,0.13,0,17700,15.99,30
"300",55057,24316,14056,1429,3560,1762,1108,9340,1711,1564,1374,1260,4078,11.8,58.93,16.77,96.61,0.33,1.43,1.3,0.44,0.02,32200,21.53,38
"301",42105,18080,10369,1112,2727,1290,811,6825,1317,1175,1022,888,3014,11.62,58.98,16.67,98.06,0.29,0.57,0.22,0.5,0.03,16900,19.43,40
"302",55063,107120,68419,6361,14367,9517,11696,50667,7631,6413,4523,3718,13440,19.8,66.65,12.55,94.18,0.95,0.92,0.41,3.15,0.02,140500,10.34,25
"303",55085,36776,21689,1739,4879,2343,1333,13406,2931,2470,2284,2183,6884,10,54.45,18.72,97.71,0.33,0.66,0.66,0.3,0.05,37000,14.94,36
"304",55095,41319,24237,2427,6255,3145,1788,16360,3235,2712,2156,1927,6247,11.94,60.61,15.12,97.64,0.15,0.8,1.06,0.26,0.02,36900,14.11,30
"305",55059,149577,91906,10367,23466,11106,9568,67550,10596,8661,6649,5119,17169,13.82,67.78,11.48,88.38,5.08,7.19,0.38,0.92,0.04,783900,16.46,30
"306",55093,36804,24268,2110,5190,3816,4128,18295,2643,2257,1536,1234,3539,21.58,69.54,9.62,98.01,0.25,0.82,0.29,0.43,0.03,37900,10.39,22
"307",55037,5088,3035,230,701,341,161,1879,381,373,309,326,889,9.87,55.23,17.47,98.17,0.16,0.45,0.43,0.28,0.02,4900,16.26,30
"308",55023,17243,9978,1022,2490,1550,855,6710,1352,1152,959,805,2753,13.95,59.28,15.97,97.31,1.35,0.75,0.21,0.26,0.01,14800,18.72,31
"309",42081,120044,72816,6601,16224,9070,7734,49865,9009,7858,6086,5150,19251,14,60.55,16.04,93.91,4.32,0.67,0.21,0.42,0.01,135100,19.42,33
"310",42015,62761,36874,3804,9280,4413,2806,24293,4605,4293,3609,3012,9865,11.5,59.55,15.72,97.94,0.4,0.63,0.31,0.45,0.01,56100,18.29,36
"311",42007,181412,106926,9860,23907,11888,8921,70326,13784,12121,9481,8509,33424,11.47,57.38,18.42,92.55,5.96,0.72,0.1,0.25,0.01,206300,16.4,34
"312",42013,129144,77406,7257,16652,9595,7306,51784,9747,8669,6820,5759,22456,13.09,58.61,17.39,97.61,1.19,0.51,0.08,0.36,0.01,97800,16.24,37
"313",42077,312090,187972,18762,43455,20321,17339,128774,23179,20542,15470,12474,49434,12.07,61.2,15.84,87.02,3.56,10.22,0.18,2.1,0.04,2229800,18.86,31
"314",39069,29210,17067,1946,4556,2367,1581,12146,2104,1755,1395,1215,4093,13.52,63.84,14.01,95.33,0.58,5.4,0.26,0.42,0,99500,16.48,28
"315",42025,58802,34907,3025,7539,3717,2786,23131,4415,3829,3245,2752,10866,11.06,57.3,18.48,97.82,0.6,1.46,0.16,0.31,0.03,65000,20.99,39
"316",42087,46486,27128,2926,6586,2939,2258,17947,3195,2998,2689,2238,7907,11.18,59.07,17.01,98.53,0.49,0.57,0.08,0.29,0,28400,22.76,35
"317",42119,41624,27674,2005,4866,3522,3758,20156,2868,2509,2003,1633,5584,17.49,64.93,13.42,90.08,6.91,3.9,0.16,1.06,0.04,74000,26.91,26
"318",42123,43863,25964,2480,6115,2962,1818,16615,3432,3072,2644,2193,7312,10.9,57.47,16.67,98.68,0.21,0.34,0.19,0.27,0.02,28700,15.17,34
"319",42075,120327,72115,7360,16257,8076,6694,48471,8862,8044,6478,5159,19696,12.27,59.91,16.37,94.46,1.29,4.96,0.13,0.89,0.04,389300,21.39,29
"320",42125,202897,121577,11235,25880,12894,10615,78639,16030,14435,10973,9382,36323,11.59,57.05,17.9,95.27,3.26,0.58,0.09,0.36,0.02,209400,17.35,35
"321",42069,213295,125326,11213,26850,14569,12692,83672,15254,14170,11067,9527,41542,12.78,57.07,19.48,96.65,1.31,1.39,0.09,0.75,0.01,255500,17.99,39
"322",42043,251798,154841,15490,35623,15429,13626,104808,20045,17434,12410,10144,35844,11.54,61.92,14.24,77.11,16.91,4.13,0.16,1.96,0.03,971400,16.62,30
"323",42097,94556,55855,4803,11781,6121,4597,36885,6987,6333,5134,4631,18002,11.34,56.55,19.04,97.09,1.52,1.1,0.1,0.22,0.02,101300,22.18,37
"324",42079,319250,189444,15811,38918,20946,17286,125135,23069,21687,17214,14676,62740,11.98,56.34,19.65,96.63,1.69,1.16,0.09,0.58,0.01,322100,18.95,39
"325",42101,1517550,920359,98161,224837,110701,117609,673084,97015,85515,67280,57936,213722,15.04,65.64,14.08,45.02,43.22,8.5,0.27,4.46,0.05,10673200,28.78,46
