COUNTYFP,year,unempP,povP,pciE
28129,2018,3.4,16.9,23164.0
28131,2018,4.8,17.1,21931.0
28133,2018,16.0,31.5,15464.0
28135,2018,14.2,30.6,14943.0
28137,2018,7.6,19.7,23542.0
28139,2018,7.7,19.7,20180.0
28141,2018,9.6,17.8,20037.0
28143,2018,10.5,21.9,19115.0
28145,2018,6.3,15.6,20088.0
28147,2018,6.2,27.7,20337.0
28149,2018,7.2,20.6,23793.0
28151,2018,15.1,33.3,19884.0
28153,2018,9.3,22.0,22611.0
28155,2018,5.1,25.5,21109.0
28157,2018,10.9,32.8,13231.0
28159,2018,8.2,23.0,24538.0
28161,2018,4.4,16.2,21140.0
28163,2018,15.0,32.5,18866.0
29001,2018,6.5,26.4,22000.0
29003,2018,3.2,8.6,28027.0
29005,2018,3.3,10.2,29009.0
29007,2018,7.1,15.3,21819.0
29009,2018,4.7,21.0,21960.0
29011,2018,5.8,21.6,25938.0
29013,2018,4.4,12.3,27035.0
29015,2018,8.2,19.1,23984.0
29017,2018,4.5,17.0,20949.0
29019,2018,4.3,18.3,29365.0
29021,2018,5.1,17.2,25419.0
29023,2018,9.3,21.8,21286.0
29025,2018,2.5,14.9,24238.0
29027,2018,3.3,11.6,25069.0
29029,2018,6.5,16.0,27385.0
29031,2018,5.1,17.0,26546.0
29033,2018,8.6,15.7,24597.0
29035,2018,7.1,17.2,21884.0
29037,2018,4.3,9.8,31675.0
29039,2018,9.0,18.5,22434.0
29041,2018,3.2,11.9,24470.0
29043,2018,4.3,10.2,27024.0
29045,2018,3.6,13.3,28537.0
29047,2018,4.0,7.9,33342.0
29049,2018,5.0,10.9,28216.0
29051,2018,4.1,10.8,29433.0
29053,2018,4.7,11.9,22895.0
29055,2018,10.1,19.5,21107.0
29057,2018,8.6,22.5,21538.0
29059,2018,5.1,15.0,22096.0
29061,2018,3.2,13.0,24081.0
29063,2018,2.9,13.5,19524.0
29065,2018,6.4,21.0,22581.0
29067,2018,6.2,21.4,19164.0
29069,2018,7.6,27.1,19818.0
29071,2018,4.3,10.8,28773.0
29073,2018,2.4,9.8,27240.0
29075,2018,3.6,17.4,21059.0
29077,2018,4.4,17.9,26378.0
29079,2018,3.5,16.3,23249.0
29081,2018,4.5,18.6,20986.0
29083,2018,6.5,21.5,25244.0
29085,2018,6.5,17.4,20646.0
29087,2018,4.0,12.9,25517.0
29089,2018,4.2,15.0,23328.0
29091,2018,4.5,22.2,20873.0
29093,2018,7.2,20.9,20696.0
29095,2018,5.1,15.2,30237.0
29097,2018,5.3,17.4,24086.0
29099,2018,5.7,10.3,28844.0
29101,2018,5.1,15.4,24146.0
29103,2018,6.7,19.2,22020.0
29105,2018,6.9,15.0,21577.0
29107,2018,4.4,13.0,28056.0
29109,2018,6.2,16.9,22341.0
29111,2018,2.6,15.5,22602.0
29113,2018,4.2,12.6,25472.0
29115,2018,2.8,15.0,24150.0
29117,2018,2.3,16.4,23083.0
29119,2018,4.4,19.5,20270.0
29121,2018,4.8,15.0,21118.0
29123,2018,4.1,15.6,22119.0
29125,2018,6.9,16.2,23729.0
29127,2018,5.2,18.5,23589.0
29129,2018,2.5,10.9,22097.0
29131,2018,5.9,17.9,23408.0
29133,2018,7.4,25.0,18462.0
29135,2018,5.2,13.2,22445.0
29137,2018,3.9,14.1,24625.0
29139,2018,4.0,17.1,22980.0
29141,2018,3.8,23.0,21265.0
29143,2018,8.7,23.1,20638.0
29145,2018,4.0,13.9,26996.0
29147,2018,3.9,23.3,22151.0
29149,2018,3.0,23.9,18103.0
29151,2018,2.4,7.2,26037.0
29153,2018,7.1,26.3,18818.0
29155,2018,9.8,27.9,19876.0
29157,2018,3.8,8.2,24710.0
29159,2018,5.9,17.2,22897.0
29161,2018,6.1,22.3,24304.0
29163,2018,4.5,14.0,22302.0
29165,2018,3.7,6.9,39427.0
29167,2018,4.9,14.5,22575.0
29169,2018,8.8,14.4,22018.0
29171,2018,4.9,18.1,22607.0
29173,2018,4.5,12.5,26536.0
29175,2018,5.7,15.5,20836.0
29177,2018,5.0,14.8,27768.0
29179,2018,6.7,18.2,22693.0
29181,2018,6.8,26.9,17502.0
29183,2018,3.3,5.6,37229.0
29185,2018,4.1,17.6,22672.0
29186,2018,4.3,14.6,28578.0
29187,2018,5.7,16.3,22575.0
29189,2018,5.2,9.7,39784.0
29195,2018,3.9,16.3,22802.0
29197,2018,4.0,15.6,19316.0
29199,2018,5.0,15.8,23809.0
29201,2018,5.2,20.7,23185.0
29203,2018,6.3,28.5,18066.0
29205,2018,3.4,15.0,23501.0
29207,2018,5.8,16.2,22205.0
29209,2018,6.7,12.6,27792.0
29211,2018,3.1,17.6,21661.0
29213,2018,5.8,17.2,22106.0
29215,2018,9.1,24.3,19485.0
29217,2018,3.7,13.6,24388.0
29219,2018,5.7,13.3,27523.0
29221,2018,9.0,20.1,18915.0
29223,2018,9.0,24.1,18759.0
29225,2018,4.7,16.8,21682.0
29227,2018,3.9,15.2,24159.0
29229,2018,8.0,24.9,19909.0
29510,2018,8.3,24.2,28478.0
30001,2018,3.8,15.9,28941.0
30003,2018,13.4,26.2,18560.0
30005,2018,15.2,29.6,18155.0
30007,2018,6.1,6.9,32362.0
30009,2018,3.7,10.1,32553.0
30011,2018,2.1,13.3,32001.0
30013,2018,4.1,12.8,29212.0
30015,2018,2.9,18.9,22661.0
30017,2018,2.0,9.8,30123.0
30019,2018,1.6,4.2,34799.0
30021,2018,1.5,9.6,32501.0
30023,2018,3.0,19.2,25742.0
30025,2018,2.2,9.7,34329.0
30027,2018,2.3,13.8,29237.0
30029,2018,3.7,11.7,30068.0
30031,2018,3.3,11.9,34331.0
30033,2018,0.0,5.3,27291.0
30035,2018,7.5,33.3,17219.0
30037,2018,3.6,14.5,27476.0
30039,2018,4.4,8.2,29074.0
30041,2018,6.3,19.4,23017.0
30043,2018,4.8,8.8,32133.0
30045,2018,3.2,13.7,29827.0
30047,2018,6.1,21.1,24912.0
30049,2018,3.1,11.2,32433.0
30051,2018,0.5,14.3,45587.0
30053,2018,10.4,18.5,24082.0
30055,2018,0.3,7.7,27365.0
30057,2018,3.3,10.6,34014.0
30059,2018,1.7,15.0,23972.0
30061,2018,6.8,17.0,23744.0
30063,2018,4.3,14.9,30636.0
30065,2018,6.2,19.0,22737.0
30067,2018,2.8,12.5,32133.0
30069,2018,3.0,8.4,32565.0
30071,2018,6.9,14.9,23533.0
30073,2018,6.9,20.0,24392.0
30075,2018,1.3,10.4,30969.0
30077,2018,0.9,12.7,25060.0
30079,2018,4.7,11.2,28087.0
30081,2018,5.9,14.3,27766.0
30083,2018,2.4,5.4,31849.0
30085,2018,12.0,28.3,18813.0
30087,2018,7.9,18.7,23471.0
30089,2018,8.4,19.5,23822.0
30091,2018,2.8,11.0,33711.0
30093,2018,5.0,19.1,26224.0
30095,2018,3.9,6.4,32061.0
30097,2018,0.8,7.9,29649.0
30099,2018,1.8,13.3,27402.0
30101,2018,0.9,15.0,26434.0
30103,2018,0.0,16.0,26348.0
30105,2018,5.6,9.1,28899.0
30107,2018,3.4,17.2,21442.0
30109,2018,2.1,15.8,23137.0
30111,2018,3.4,9.9,33007.0
31001,2018,3.3,13.0,28783.0
31003,2018,2.0,12.6,26406.0
31005,2018,1.0,10.3,26514.0
31007,2018,1.2,9.7,34670.0
31009,2018,0.0,12.5,26767.0
31011,2018,1.7,6.1,30680.0
31013,2018,5.2,11.9,28835.0
31015,2018,1.5,10.6,27951.0
31017,2018,0.6,15.2,28860.0
31019,2018,3.0,14.1,30184.0
31021,2018,2.9,11.7,28499.0
31023,2018,3.1,7.5,28776.0
31025,2018,3.0,6.4,33178.0
31027,2018,1.2,9.1,29494.0
31029,2018,2.5,8.4,29526.0
31031,2018,1.6,10.5,27605.0
31033,2018,2.8,10.0,32321.0
31035,2018,3.6,11.4,27297.0
31037,2018,3.2,12.4,22407.0
31039,2018,3.5,7.0,29306.0
31041,2018,2.9,11.2,33294.0
31043,2018,5.4,16.6,24365.0
31045,2018,1.2,14.4,26021.0
31047,2018,3.7,13.1,25590.0
31049,2018,4.8,10.2,27397.0
31051,2018,3.3,12.5,26757.0
31053,2018,4.6,13.7,27494.0
31055,2018,4.2,12.7,33734.0
31057,2018,1.6,10.3,25790.0
31059,2018,2.1,10.0,32631.0
31061,2018,1.6,13.8,27757.0
31063,2018,3.8,10.3,28583.0
31065,2018,2.1,10.9,27031.0
31067,2018,3.4,9.8,28438.0
31069,2018,1.4,9.1,33572.0
31071,2018,0.2,7.5,27109.0
31073,2018,2.9,5.1,34731.0
31075,2018,4.3,19.9,22640.0
31077,2018,1.4,9.5,26159.0
31079,2018,4.5,13.0,27421.0
31081,2018,2.5,4.9,32086.0
31083,2018,1.4,11.2,27421.0
31085,2018,1.0,12.4,26369.0
31087,2018,4.1,12.7,26917.0
31089,2018,1.1,8.4,29975.0
31091,2018,0.4,17.0,25791.0
31093,2018,3.3,10.5,26651.0
31095,2018,1.7,12.0,26439.0
31097,2018,2.0,9.4,23652.0
31099,2018,2.8,10.6,30355.0
31101,2018,3.7,11.7,28410.0
31103,2018,0.0,6.1,31406.0
31105,2018,7.3,9.5,23870.0
31107,2018,3.2,10.9,27372.0
31109,2018,3.4,13.1,30929.0
31111,2018,2.7,12.2,30073.0
31113,2018,0.0,7.9,24813.0
31115,2018,0.7,8.2,28299.0
31117,2018,0.0,17.0,26384.0
31119,2018,3.0,15.8,27528.0
31121,2018,2.7,10.6,29038.0
31123,2018,5.6,8.7,26461.0
31125,2018,3.3,11.3,29711.0
31127,2018,4.5,12.4,27945.0
31129,2018,1.4,12.2,26735.0
31131,2018,2.8,11.2,29229.0
31133,2018,3.3,15.6,26609.0
31135,2018,1.1,5.5,33749.0
31137,2018,0.7,8.8,30814.0
31139,2018,2.3,7.3,29509.0
31141,2018,3.8,8.3,29847.0
31143,2018,5.3,7.8,30403.0
31145,2018,3.2,9.7,25456.0
31147,2018,3.4,13.2,28965.0
31149,2018,0.4,7.4,34441.0
31151,2018,3.1,13.5,22943.0
31153,2018,3.0,5.4,34928.0
31155,2018,2.4,8.4,32344.0
31157,2018,5.1,13.4,28089.0
31159,2018,2.1,7.5,30694.0
31161,2018,2.4,18.0,27304.0
31163,2018,1.8,11.4,27380.0
31165,2018,1.1,10.7,26951.0
31167,2018,2.9,8.8,31686.0
31169,2018,1.1,8.4,28793.0
31171,2018,1.7,10.7,28701.0
31173,2018,15.0,28.3,20396.0
31175,2018,1.7,10.6,28587.0
31177,2018,2.4,8.1,34178.0
31179,2018,1.9,14.2,27192.0
31181,2018,2.4,11.0,26970.0
31183,2018,0.4,9.2,27832.0
31185,2018,2.9,10.1,31577.0
32001,2018,7.2,12.8,26606.0
32003,2018,7.2,14.1,29256.0
32005,2018,5.2,9.3,36390.0
32007,2018,4.5,11.9,33091.0
32009,2018,1.8,7.2,24713.0
32011,2018,0.0,7.7,34590.0
32013,2018,5.3,11.5,30516.0
32015,2018,9.3,14.9,33329.0
32017,2018,10.6,6.8,25304.0
32019,2018,8.7,11.6,26855.0
32021,2018,14.8,23.6,22897.0
32023,2018,9.4,16.2,25092.0
32027,2018,7.0,15.1,19330.0
32029,2018,4.3,7.9,35887.0
32031,2018,5.6,12.2,33546.0
32033,2018,3.8,10.9,26412.0
32510,2018,6.2,13.7,29767.0
33001,2018,4.7,8.7,35382.0
33003,2018,3.6,9.6,36033.0
33005,2018,3.8,9.9,34136.0
33007,2018,5.6,12.8,26535.0
33009,2018,3.4,9.9,36619.0
33011,2018,4.3,8.1,39478.0
33013,2018,3.9,7.2,36148.0
33015,2018,3.7,4.7,45242.0
33017,2018,4.1,10.0,34161.0
33019,2018,3.7,10.8,31668.0
34001,2018,9.6,14.3,31366.0
34003,2018,4.5,7.0,48426.0
34005,2018,6.3,6.5,41517.0
34007,2018,7.1,12.6,34280.0
34009,2018,7.7,11.1,38496.0
34011,2018,7.3,17.6,23946.0
34013,2018,9.2,16.4,37141.0
34015,2018,6.3,7.4,37888.0
34017,2018,6.1,16.3,38147.0
34019,2018,4.0,4.8,54984.0
34021,2018,6.8,11.4,42155.0
34023,2018,5.6,8.5,38140.0
34025,2018,5.2,7.4,48959.0
34027,2018,4.7,4.6,55826.0
34029,2018,5.9,10.7,34784.0
34031,2018,5.0,16.7,30800.0
34033,2018,7.3,13.0,32526.0
34035,2018,4.5,4.7,54393.0
34037,2018,5.7,5.1,42639.0
34039,2018,6.3,9.8,40201.0
34041,2018,6.3,7.8,38132.0
35001,2018,6.3,17.4,29415.0
35003,2018,0.0,22.9,20767.0
35005,2018,5.9,20.6,21356.0
35006,2018,15.4,26.5,18514.0
35007,2018,9.3,23.8,22293.0
35009,2018,6.8,20.6,23729.0
35011,2018,3.6,16.8,19215.0
35013,2018,8.3,27.7,21300.0
35015,2018,4.5,15.3,28957.0
35017,2018,7.6,21.8,24913.0
35019,2018,6.3,14.5,17930.0
35021,2018,6.1,18.3,32424.0
35023,2018,9.2,28.1,20275.0
35025,2018,6.4,16.6,24879.0
35027,2018,4.3,16.2,26534.0
35028,2018,3.5,5.3,56410.0
35029,2018,12.0,30.2,16496.0
35031,2018,15.7,36.0,15278.0
35033,2018,7.4,19.3,17689.0
35035,2018,8.0,21.2,22477.0
35037,2018,6.1,22.1,18637.0
35039,2018,,,
35041,2018,9.1,25.6,19849.0
35043,2018,7.7,14.3,27549.0
35045,2018,8.9,21.3,23206.0
35047,2018,6.4,27.7,20285.0
35049,2018,4.5,12.8,37080.0
35051,2018,10.9,24.9,25389.0
35053,2018,4.7,29.1,17464.0
35055,2018,8.4,19.4,23642.0
35057,2018,5.2,25.8,20072.0
35059,2018,1.5,14.1,23968.0
35061,2018,8.4,19.5,21934.0
36001,2018,4.8,12.0,36454.0
36003,2018,6.1,17.0,23030.0
36005,2018,10.5,29.1,20850.0
36007,2018,6.6,17.0,27744.0
36009,2018,6.3,16.5,24628.0
36011,2018,5.4,11.7,29022.0
36013,2018,6.9,18.7,24825.0
36015,2018,5.0,14.8,28115.0
36017,2018,5.7,14.3,26717.0
36019,2018,4.8,15.3,26772.0
36021,2018,4.9,11.9,35581.0
36023,2018,4.5,15.5,26979.0
36025,2018,5.1,16.2,26629.0
36027,2018,5.9,9.1,38048.0
36029,2018,4.8,14.5,32347.0
36031,2018,5.8,9.5,30273.0
36033,2018,7.1,18.2,25491.0
36035,2018,6.1,15.5,26875.0
36037,2018,4.7,11.4,29465.0
36039,2018,4.6,13.3,27271.0
36041,2018,8.0,6.9,25918.0
36043,2018,7.2,14.6,26151.0
36045,2018,6.5,14.2,25884.0
36047,2018,7.0,21.1,31984.0
36049,2018,6.9,14.1,26169.0
36051,2018,4.2,13.6,27073.0
36053,2018,4.7,9.9,28925.0
36055,2018,5.9,14.7,32502.0
36057,2018,7.7,19.9,25427.0
36059,2018,4.3,5.7,49211.0
36061,2018,5.7,16.6,72832.0
36063,2018,5.3,13.4,29824.0
36065,2018,5.5,16.1,28548.0
36067,2018,6.0,14.6,32678.0
36069,2018,4.1,9.6,35121.0
36071,2018,4.9,11.8,33472.0
36073,2018,5.2,14.3,25261.0
36075,2018,7.9,17.9,27217.0
36077,2018,6.4,15.4,27680.0
36079,2018,5.3,5.3,45905.0
36081,2018,6.2,13.0,30289.0
36083,2018,5.1,12.0,34280.0
36085,2018,4.9,12.8,34987.0
36087,2018,5.5,14.3,38076.0
36089,2018,7.4,17.7,24473.0
36091,2018,3.8,6.2,41709.0
36093,2018,6.6,11.4,31412.0
36095,2018,5.8,13.2,28712.0
36097,2018,5.5,13.9,26484.0
36099,2018,3.5,12.4,27366.0
36101,2018,6.5,14.0,28600.0
36103,2018,4.7,7.1,42204.0
36105,2018,7.7,14.7,29292.0
36107,2018,6.3,10.5,31330.0
36109,2018,4.6,19.6,31464.0
36111,2018,6.2,13.9,33879.0
36113,2018,4.4,10.5,33605.0
36115,2018,5.7,12.0,27156.0
36117,2018,5.9,11.3,29028.0
36119,2018,5.8,9.2,54572.0
36121,2018,5.9,10.9,27150.0
36123,2018,4.7,11.4,27512.0
37001,2018,5.7,16.8,26215.0
37003,2018,6.7,14.9,24452.0
37005,2018,5.9,24.6,21244.0
37007,2018,9.9,19.8,20124.0
37009,2018,4.6,18.0,24039.0
37011,2018,4.3,14.4,20253.0
37013,2018,8.9,19.2,26233.0
37015,2018,11.7,23.0,20430.0
37017,2018,7.1,26.0,20803.0
37019,2018,6.3,12.9,31204.0
37021,2018,4.0,12.3,31439.0
37023,2018,8.9,18.1,23466.0
37025,2018,6.0,10.9,31050.0
37027,2018,6.6,16.6,22945.0
37029,2018,9.3,11.2,26951.0
37031,2018,6.6,11.6,32005.0
37033,2018,6.8,19.6,22982.0
37035,2018,7.0,13.2,26950.0
37037,2018,5.1,11.9,39299.0
37039,2018,6.4,16.5,22754.0
37041,2018,11.0,19.6,24084.0
37043,2018,2.3,15.8,26590.0
37045,2018,9.2,20.2,21920.0
37047,2018,7.0,23.8,22081.0
37049,2018,8.0,15.3,28007.0
37051,2018,9.0,18.2,24301.0
37053,2018,4.8,10.0,30017.0
37055,2018,5.2,8.2,33550.0
37057,2018,7.2,15.5,25109.0
37059,2018,5.5,13.7,29613.0
37061,2018,9.0,24.1,19455.0
37063,2018,5.2,16.0,34063.0
37065,2018,7.9,23.6,20055.0
37067,2018,6.4,17.6,29921.0
37069,2018,5.5,14.4,26273.0
37071,2018,6.7,15.6,26069.0
37073,2018,6.8,11.1,25334.0
37075,2018,6.9,18.1,19323.0
37077,2018,6.1,13.9,26228.0
37079,2018,9.7,25.7,18339.0
37081,2018,6.0,15.9,29708.0
37083,2018,8.7,25.2,21016.0
37085,2018,7.9,17.0,23011.0
37087,2018,4.7,13.9,29453.0
37089,2018,2.9,10.6,29860.0
37091,2018,11.0,23.4,18918.0
37093,2018,9.1,21.0,20656.0
37095,2018,10.4,22.3,18433.0
37097,2018,6.0,11.8,32006.0
37099,2018,4.7,19.4,24073.0
37101,2018,5.5,13.3,25847.0
37103,2018,8.9,26.2,21539.0
37105,2018,7.9,16.1,23842.0
37107,2018,12.3,23.0,22361.0
37109,2018,6.4,14.4,29089.0
37111,2018,5.8,17.1,22725.0
37113,2018,4.5,16.6,28429.0
37115,2018,5.6,17.6,25326.0
37117,2018,10.9,18.2,23269.0
37119,2018,5.8,12.7,37298.0
37121,2018,4.3,14.0,23907.0
37123,2018,4.8,19.7,22760.0
37125,2018,5.3,12.6,33432.0
37127,2018,6.3,15.5,26980.0
37129,2018,6.2,17.3,32629.0
37131,2018,7.0,21.9,20538.0
37133,2018,9.6,13.8,23783.0
37135,2018,4.4,13.4,40650.0
37137,2018,7.9,14.1,27026.0
37139,2018,6.8,16.1,23699.0
37141,2018,7.4,15.1,27724.0
37143,2018,6.7,15.5,25809.0
37145,2018,8.6,17.7,25922.0
37147,2018,9.2,23.9,25722.0
37149,2018,5.2,9.5,30344.0
37151,2018,5.4,15.8,24127.0
37153,2018,9.6,24.1,20745.0
37155,2018,8.1,28.1,17881.0
37157,2018,6.1,18.0,23604.0
37159,2018,7.7,16.5,25117.0
37161,2018,8.4,18.0,22493.0
37163,2018,8.5,24.1,21950.0
37165,2018,12.5,27.7,18242.0
37167,2018,6.2,14.3,24671.0
37169,2018,6.3,13.6,25091.0
37171,2018,4.4,16.9,23957.0
37173,2018,6.9,17.3,20984.0
37175,2018,5.8,14.7,27050.0
37177,2018,5.3,25.2,18682.0
37179,2018,5.3,8.9,34379.0
37181,2018,9.3,23.9,23211.0
37183,2018,4.3,9.8,39102.0
37185,2018,9.0,19.2,22461.0
37187,2018,7.5,23.5,21043.0
37189,2018,7.4,27.2,24906.0
37191,2018,7.8,21.4,24124.0
37193,2018,5.8,19.9,23745.0
37195,2018,8.0,21.5,24273.0
37197,2018,5.3,15.3,23566.0
37199,2018,7.8,19.2,23264.0
38001,2018,1.3,8.3,33652.0
38003,2018,2.6,10.5,33868.0
38005,2018,5.8,34.8,21407.0
38007,2018,3.7,8.6,45523.0
38009,2018,3.8,10.1,35039.0
38011,2018,2.5,7.8,36221.0
38013,2018,1.8,6.6,35806.0
38015,2018,1.9,8.3,37764.0
38017,2018,2.9,10.7,36655.0
38019,2018,1.3,10.0,43125.0
38021,2018,2.7,5.3,32943.0
38023,2018,0.7,13.7,45190.0
38025,2018,3.4,8.9,44492.0
38027,2018,1.2,13.7,34565.0
38029,2018,1.4,10.2,29417.0
38031,2018,1.2,7.2,33737.0
38033,2018,1.6,6.5,32590.0
38035,2018,3.8,17.2,31052.0
38037,2018,2.4,11.8,36287.0
38039,2018,1.3,8.1,35069.0
38041,2018,1.8,9.5,32474.0
38043,2018,1.1,10.0,32364.0
38045,2018,0.5,11.6,36584.0
38047,2018,0.9,7.5,33396.0
38049,2018,1.6,8.6,37626.0
38051,2018,0.3,8.1,32389.0
38053,2018,3.7,13.5,36798.0
38055,2018,1.4,8.2,35367.0
38057,2018,0.9,7.1,38298.0
38059,2018,3.1,8.1,39300.0
38061,2018,4.1,10.1,37602.0
38063,2018,0.3,10.5,33360.0
38065,2018,4.4,9.0,33849.0
38067,2018,2.8,7.0,36251.0
38069,2018,1.0,17.1,28008.0
38071,2018,0.8,11.6,35059.0
38073,2018,1.3,5.8,34691.0
38075,2018,1.9,4.7,33635.0
38077,2018,3.0,9.4,30820.0
38079,2018,7.9,29.3,19295.0
38081,2018,1.3,3.8,37039.0
38083,2018,2.6,14.0,32559.0
38085,2018,16.0,36.5,16706.0
38087,2018,1.2,5.5,37340.0
38089,2018,3.3,8.8,37897.0
38091,2018,2.2,6.0,39403.0
38093,2018,3.3,11.8,32001.0
38095,2018,4.1,12.2,36217.0
38097,2018,3.0,6.6,32712.0
38099,2018,2.5,9.6,31366.0
38101,2018,2.9,9.1,34382.0
38103,2018,2.7,6.6,34602.0
38105,2018,2.3,6.9,43824.0
39001,2018,7.1,22.6,21543.0
39003,2018,6.0,14.8,25662.0
39005,2018,4.1,13.3,25471.0
39007,2018,7.3,20.3,22817.0
39009,2018,7.7,30.6,20745.0
39011,2018,3.5,8.7,29908.0
39013,2018,6.1,13.6,26106.0
39015,2018,5.6,15.9,25637.0
39017,2018,5.1,13.0,30777.0
39019,2018,4.6,13.1,28421.0
39021,2018,6.0,11.0,26515.0
39023,2018,7.3,15.8,25948.0
39025,2018,4.2,9.5,32900.0
39027,2018,6.1,13.0,26861.0
39029,2018,6.7,14.6,25853.0
39031,2018,6.2,16.4,22471.0
39033,2018,5.3,15.0,24513.0
39035,2018,8.3,18.1,31804.0
39037,2018,4.7,10.1,26262.0
39039,2018,4.6,10.8,28491.0
39041,2018,2.7,4.6,47183.0
39043,2018,5.4,12.0,31677.0
39045,2018,4.4,9.4,31136.0
39047,2018,6.0,17.0,24931.0
39049,2018,5.2,16.3,32552.0
39051,2018,4.8,9.4,28411.0
39053,2018,5.2,22.5,22588.0
39055,2018,2.9,6.1,42149.0
39057,2018,5.5,12.2,34682.0
39059,2018,7.0,20.2,23599.0
39061,2018,6.1,16.2,34125.0
39063,2018,4.3,11.6,30794.0
39065,2018,5.9,16.7,22329.0
39067,2018,5.6,17.0,24108.0
39069,2018,4.2,9.7,28328.0
39071,2018,6.5,20.9,22624.0
39073,2018,5.9,13.6,24138.0
39075,2018,2.2,11.1,22923.0
39077,2018,4.9,13.6,25375.0
39079,2018,10.5,19.6,22117.0
39081,2018,8.0,18.1,25658.0
39083,2018,5.3,14.2,25589.0
39085,2018,4.4,8.3,33737.0
39087,2018,6.2,18.6,23692.0
39089,2018,4.9,11.4,30338.0
39091,2018,4.9,13.4,27840.0
39093,2018,6.3,13.7,29777.0
39095,2018,7.5,19.1,28361.0
39097,2018,4.8,10.2,28331.0
39099,2018,8.0,17.6,27429.0
39101,2018,6.7,16.0,22878.0
39103,2018,3.2,6.4,35979.0
39105,2018,8.3,22.4,23897.0
39107,2018,2.6,6.9,28513.0
39109,2018,4.6,9.4,29703.0
39111,2018,6.5,16.6,25141.0
39113,2018,7.2,17.4,28807.0
39115,2018,5.0,19.1,22454.0
39117,2018,3.6,10.2,27212.0
39119,2018,6.6,16.3,24080.0
39121,2018,4.8,15.4,24616.0
39123,2018,4.7,10.4,33081.0
39125,2018,4.6,10.3,25918.0
39127,2018,7.5,19.4,22659.0
39129,2018,4.1,11.7,26515.0
39131,2018,8.4,19.4,22301.0
39133,2018,6.3,13.1,29439.0
39135,2018,4.9,11.6,27031.0
39137,2018,2.9,6.7,30064.0
39139,2018,6.5,14.3,24545.0
39141,2018,7.6,17.9,23756.0
39143,2018,5.0,13.6,26256.0
39145,2018,7.9,23.6,23042.0
39147,2018,4.9,14.7,25555.0
39149,2018,4.5,9.1,29008.0
39151,2018,6.0,13.9,28434.0
39153,2018,5.6,13.1,32055.0
39155,2018,5.2,17.5,26116.0
39157,2018,4.1,13.2,26034.0
39159,2018,2.5,6.9,34691.0
39161,2018,4.4,11.1,26698.0
39163,2018,9.8,20.9,20823.0
39165,2018,3.6,4.6,39448.0
39167,2018,4.0,15.1,27860.0
39169,2018,3.9,12.4,26822.0
39171,2018,4.4,13.7,25428.0
39173,2018,4.8,13.3,31324.0
39175,2018,3.8,9.5,27037.0
40001,2018,5.3,29.3,16851.0
40003,2018,3.4,8.9,27871.0
40005,2018,6.0,20.2,20733.0
40007,2018,4.5,12.6,24610.0
40009,2018,4.2,14.2,24049.0
40011,2018,3.0,12.8,25708.0
40013,2018,5.6,16.7,23453.0
40015,2018,7.6,20.0,22062.0
40017,2018,4.4,8.4,30545.0
40019,2018,5.5,16.9,25110.0
40021,2018,7.4,20.9,20575.0
40023,2018,8.9,29.0,21329.0
40025,2018,1.9,16.4,27929.0
40027,2018,4.2,12.5,30507.0
40029,2018,6.5,22.9,24399.0
40031,2018,7.4,15.4,26149.0
40033,2018,7.6,17.4,22596.0
40035,2018,5.8,18.5,20704.0
40037,2018,3.6,15.5,25150.0
40039,2018,3.3,17.6,25569.0
40041,2018,7.5,19.0,22976.0
40043,2018,1.7,17.1,27432.0
40045,2018,5.5,17.6,27120.0
40047,2018,5.1,14.7,26454.0
40049,2018,3.6,16.2,23020.0
40051,2018,3.7,11.5,28577.0
40053,2018,3.0,9.4,29060.0
40055,2018,8.5,21.8,18292.0
40057,2018,4.3,15.7,22588.0
40059,2018,2.0,10.5,24714.0
40061,2018,9.2,19.6,21280.0
40063,2018,8.5,21.8,20438.0
40065,2018,5.1,17.4,23226.0
40067,2018,7.2,22.8,19155.0
40069,2018,7.1,20.1,20930.0
40071,2018,7.0,17.5,24853.0
40073,2018,5.1,11.4,32049.0
40075,2018,4.7,22.2,20888.0
40077,2018,8.1,18.9,23842.0
40079,2018,6.0,21.7,20656.0
40081,2018,5.4,14.2,24454.0
40083,2018,4.9,12.9,29387.0
40085,2018,4.3,13.5,21704.0
40087,2018,3.4,8.9,29797.0
40089,2018,6.2,22.8,19692.0
40091,2018,7.0,21.4,22922.0
40093,2018,2.9,12.0,28801.0
40095,2018,4.1,15.9,23872.0
40097,2018,5.3,17.4,23861.0
40099,2018,3.8,14.9,26837.0
40101,2018,6.3,21.1,22775.0
40103,2018,4.1,12.6,27828.0
40105,2018,7.4,16.9,22147.0
40107,2018,8.8,24.5,17281.0
40109,2018,4.9,16.7,30398.0
40111,2018,9.5,20.0,22400.0
40113,2018,6.5,16.5,24363.0
40115,2018,6.6,21.4,20209.0
40117,2018,4.3,15.4,23916.0
40119,2018,4.9,26.4,23589.0
40121,2018,6.5,17.4,24750.0
40123,2018,5.1,15.4,24683.0
40125,2018,6.2,16.3,23155.0
40127,2018,7.5,18.4,23346.0
40129,2018,6.3,19.5,26431.0
40131,2018,4.8,9.5,30886.0
40133,2018,7.7,21.0,20460.0
40135,2018,8.2,23.1,20020.0
40137,2018,6.6,14.7,25374.0
40139,2018,2.9,17.6,22120.0
