COUNTYFP,year,unempP,povP,pciE
18067,2018,5.9,15.9,27297.0
18069,2018,3.4,10.2,25386.0
18071,2018,4.6,16.1,24522.0
18073,2018,4.3,8.8,26415.0
18075,2018,5.4,16.9,22470.0
18077,2018,6.0,14.9,26060.0
18079,2018,4.1,14.7,23490.0
18081,2018,4.2,8.7,32475.0
18083,2018,5.1,17.2,24581.0
18085,2018,4.0,10.3,28740.0
18087,2018,2.5,7.3,23626.0
18089,2018,8.0,16.5,27660.0
18091,2018,7.8,16.5,25865.0
18093,2018,4.9,11.8,25590.0
18095,2018,6.1,17.2,24625.0
18097,2018,7.1,19.0,27251.0
18099,2018,5.7,11.4,25537.0
18101,2018,3.1,12.4,25676.0
18103,2018,6.6,16.4,22871.0
18105,2018,6.4,24.3,27461.0
18107,2018,4.1,10.1,26184.0
18109,2018,5.9,11.3,28633.0
18111,2018,6.6,13.4,25366.0
18113,2018,4.6,7.5,26063.0
18115,2018,2.3,6.1,29368.0
18117,2018,4.4,16.2,23317.0
18119,2018,5.5,16.2,24129.0
18121,2018,5.6,14.7,23052.0
18123,2018,2.8,14.1,24540.0
18125,2018,4.2,11.5,26584.0
18127,2018,4.7,10.2,32943.0
18129,2018,4.2,10.1,30572.0
18131,2018,5.8,13.7,24695.0
18133,2018,4.2,12.4,24627.0
18135,2018,5.0,15.9,23539.0
18137,2018,5.5,11.6,27423.0
18139,2018,5.0,17.1,24900.0
18141,2018,5.3,15.7,27338.0
18143,2018,5.4,15.6,22688.0
18145,2018,4.2,11.2,28491.0
18147,2018,4.1,9.4,29999.0
18149,2018,7.0,14.1,23282.0
18151,2018,3.8,11.0,28429.0
18153,2018,6.2,13.1,22976.0
18155,2018,5.7,20.1,23347.0
18157,2018,4.8,20.6,26262.0
18159,2018,3.2,8.1,30026.0
18161,2018,2.7,8.8,24040.0
18163,2018,4.9,17.3,28320.0
18165,2018,5.1,15.2,25143.0
18167,2018,7.9,18.8,24254.0
18169,2018,4.3,12.7,25228.0
18171,2018,3.8,10.4,29408.0
18173,2018,3.3,7.6,35915.0
18175,2018,6.1,13.1,24048.0
18177,2018,5.8,16.3,25460.0
18179,2018,2.4,9.5,27106.0
18181,2018,4.2,8.7,27621.0
18183,2018,2.9,9.2,30144.0
19001,2018,3.5,9.1,29984.0
19003,2018,2.8,11.5,27824.0
19005,2018,2.5,9.5,27741.0
19007,2018,5.4,16.1,27546.0
19009,2018,2.5,10.2,28957.0
19011,2018,2.9,9.2,32764.0
19013,2018,4.5,16.0,29100.0
19015,2018,3.8,8.0,31686.0
19017,2018,3.2,8.2,32512.0
19019,2018,3.0,9.5,31495.0
19021,2018,5.3,13.0,26607.0
19023,2018,3.3,9.4,29654.0
19025,2018,2.2,13.3,27908.0
19027,2018,2.1,8.8,30658.0
19029,2018,2.4,11.6,27853.0
19031,2018,2.7,6.4,32010.0
19033,2018,4.1,11.4,31304.0
19035,2018,2.3,9.7,32667.0
19037,2018,1.9,7.4,29752.0
19039,2018,3.2,14.4,26706.0
19041,2018,3.6,12.1,27811.0
19043,2018,2.1,9.0,28486.0
19045,2018,4.4,12.3,27942.0
19047,2018,7.0,15.8,28700.0
19049,2018,2.4,5.9,43583.0
19051,2018,2.8,12.3,26503.0
19053,2018,4.4,19.6,22037.0
19055,2018,2.3,8.5,31300.0
19057,2018,5.3,15.4,28234.0
19059,2018,2.8,8.0,38031.0
19061,2018,4.1,11.7,31096.0
19063,2018,3.3,12.1,30386.0
19065,2018,3.4,12.4,28069.0
19067,2018,2.5,15.7,27897.0
19069,2018,3.9,12.8,27480.0
19071,2018,3.7,9.5,29625.0
19073,2018,5.3,8.9,28413.0
19075,2018,2.1,6.1,35443.0
19077,2018,3.4,11.1,28953.0
19079,2018,3.0,9.7,28706.0
19081,2018,1.9,8.1,29537.0
19083,2018,1.8,7.9,28539.0
19085,2018,1.5,10.1,30209.0
19087,2018,5.2,10.8,26760.0
19089,2018,2.5,11.9,28828.0
19091,2018,3.7,11.7,29882.0
19093,2018,4.2,10.5,32562.0
19095,2018,2.7,8.2,32663.0
19097,2018,4.3,12.4,29207.0
19099,2018,4.9,9.8,27551.0
19101,2018,6.7,14.2,26064.0
19103,2018,3.3,17.8,34310.0
19105,2018,3.8,10.1,28879.0
19107,2018,4.9,10.4,28630.0
19109,2018,3.1,9.8,29963.0
19111,2018,7.2,15.2,25968.0
19113,2018,3.5,9.5,34289.0
19115,2018,5.1,11.1,27041.0
19117,2018,4.9,11.9,28900.0
19119,2018,2.0,4.9,29246.0
19121,2018,4.0,6.7,33069.0
19123,2018,5.3,14.4,27061.0
19125,2018,3.0,9.7,28832.0
19127,2018,5.1,10.9,26516.0
19129,2018,3.8,8.6,32867.0
19131,2018,3.1,9.0,28898.0
19133,2018,3.1,15.7,27862.0
19135,2018,5.9,11.7,26469.0
19137,2018,6.8,16.1,28780.0
19139,2018,2.4,10.3,28137.0
19141,2018,2.2,9.7,29901.0
19143,2018,2.5,12.0,28843.0
19145,2018,4.3,11.6,26767.0
19147,2018,1.1,6.6,28843.0
19149,2018,2.3,9.0,32028.0
19151,2018,3.2,12.3,27984.0
19153,2018,4.3,11.1,34474.0
19155,2018,4.3,11.1,29729.0
19157,2018,4.6,10.0,30711.0
19159,2018,4.4,10.1,29759.0
19161,2018,3.0,10.6,30750.0
19163,2018,4.2,12.1,31873.0
19165,2018,3.2,8.7,31283.0
19167,2018,2.6,6.8,28467.0
19169,2018,4.3,21.5,28034.0
19171,2018,3.8,12.1,27255.0
19173,2018,3.7,10.4,27672.0
19175,2018,5.2,14.3,26216.0
19177,2018,4.7,13.1,27468.0
19179,2018,6.4,15.5,24864.0
19181,2018,3.3,6.9,34570.0
19183,2018,4.2,9.3,29857.0
19185,2018,2.3,15.2,25560.0
19187,2018,4.5,15.3,25243.0
19189,2018,4.6,8.4,27117.0
19191,2018,1.9,8.6,30706.0
19193,2018,4.7,13.2,27430.0
19195,2018,4.7,9.3,29482.0
19197,2018,5.4,12.8,28317.0
20001,2018,4.6,16.5,23454.0
20003,2018,2.9,13.9,23210.0
20005,2018,4.6,17.6,24224.0
20007,2018,1.7,15.6,28984.0
20009,2018,3.9,16.7,27133.0
20011,2018,2.5,16.6,22822.0
20013,2018,3.6,14.2,25306.0
20015,2018,4.2,10.5,28759.0
20017,2018,4.5,12.6,25105.0
20019,2018,7.4,17.0,24496.0
20021,2018,4.7,13.8,21635.0
20023,2018,3.0,9.5,28467.0
20025,2018,1.2,11.0,27896.0
20027,2018,2.5,7.7,32110.0
20029,2018,4.7,12.1,26515.0
20031,2018,4.4,11.9,32112.0
20033,2018,2.3,6.2,30171.0
20035,2018,4.9,15.2,23778.0
20037,2018,4.5,20.9,22461.0
20039,2018,2.3,18.6,30208.0
20041,2018,5.8,12.5,26201.0
20043,2018,3.8,14.6,25297.0
20045,2018,4.4,18.7,30315.0
20047,2018,2.2,8.5,27309.0
20049,2018,6.3,14.6,22437.0
20051,2018,2.4,16.0,29810.0
20053,2018,3.6,11.0,25161.0
20055,2018,4.7,14.8,23637.0
20057,2018,5.9,14.4,23348.0
20059,2018,4.5,10.3,26757.0
20061,2018,6.6,12.2,22797.0
20063,2018,1.8,11.8,28247.0
20065,2018,3.5,9.6,26685.0
20067,2018,5.3,8.8,25788.0
20069,2018,2.9,6.0,28878.0
20071,2018,0.9,8.5,23668.0
20073,2018,3.1,12.2,27639.0
20075,2018,2.1,11.2,20723.0
20077,2018,3.1,16.1,26105.0
20079,2018,3.0,11.2,27305.0
20081,2018,2.6,12.7,25417.0
20083,2018,3.1,11.6,28514.0
20085,2018,5.8,10.0,27950.0
20087,2018,5.5,8.0,29258.0
20089,2018,2.6,15.9,26908.0
20091,2018,3.1,5.6,44986.0
20093,2018,3.5,19.9,23593.0
20095,2018,5.3,7.7,33203.0
20097,2018,2.6,8.3,25623.0
20099,2018,4.0,17.9,23524.0
20101,2018,2.3,12.8,28366.0
20103,2018,3.9,8.9,31639.0
20105,2018,4.8,9.2,25851.0
20107,2018,5.9,16.5,25771.0
20109,2018,1.8,7.6,27883.0
20111,2018,5.7,17.3,26322.0
20113,2018,2.3,9.9,30234.0
20115,2018,4.4,9.3,25756.0
20117,2018,4.2,9.4,27167.0
20119,2018,2.8,12.2,27273.0
20121,2018,3.2,7.7,33349.0
20123,2018,3.1,16.3,24732.0
20125,2018,5.5,18.3,24103.0
20127,2018,3.2,9.4,27499.0
20129,2018,3.6,7.4,23370.0
20131,2018,1.9,10.0,29687.0
20133,2018,3.8,17.5,23934.0
20135,2018,2.7,7.5,31912.0
20137,2018,1.2,12.7,26953.0
20139,2018,5.3,12.7,27026.0
20141,2018,2.5,13.4,28748.0
20143,2018,2.6,10.4,27610.0
20145,2018,2.2,8.7,22925.0
20147,2018,2.5,9.7,27140.0
20149,2018,4.0,9.7,28070.0
20151,2018,3.8,11.6,27050.0
20153,2018,1.5,9.2,27840.0
20155,2018,4.5,13.3,26190.0
20157,2018,2.5,10.7,28901.0
20159,2018,5.3,16.9,23971.0
20161,2018,5.5,21.6,26883.0
20163,2018,4.0,8.0,25072.0
20165,2018,3.4,9.8,25590.0
20167,2018,6.3,6.4,26300.0
20169,2018,3.8,12.2,27737.0
20171,2018,3.8,2.3,31132.0
20173,2018,5.2,14.0,28673.0
20175,2018,5.3,16.7,20352.0
20177,2018,4.5,12.8,29979.0
20179,2018,2.2,5.1,31526.0
20181,2018,4.2,19.1,23687.0
20183,2018,2.8,12.8,28598.0
20185,2018,4.3,14.0,26922.0
20187,2018,1.5,14.7,23542.0
20189,2018,4.5,18.1,24359.0
20191,2018,3.7,12.4,26328.0
20193,2018,1.9,11.1,27127.0
20195,2018,1.6,7.6,33555.0
20197,2018,3.1,5.7,28104.0
20199,2018,2.5,11.7,28938.0
20201,2018,2.9,13.0,27718.0
20203,2018,2.4,4.4,29762.0
20205,2018,5.1,14.4,26523.0
20207,2018,8.6,22.0,21123.0
20209,2018,7.5,20.1,21298.0
21001,2018,6.2,21.6,20166.0
21003,2018,5.5,19.1,21262.0
21005,2018,7.7,13.9,26339.0
21007,2018,5.5,17.0,25571.0
21009,2018,7.2,23.9,20832.0
21011,2018,7.1,21.0,21175.0
21013,2018,9.0,37.1,15279.0
21015,2018,4.3,7.1,34433.0
21017,2018,6.4,17.7,27477.0
21019,2018,9.0,19.1,25467.0
21021,2018,4.7,14.4,24933.0
21023,2018,5.5,19.1,23480.0
21025,2018,11.6,35.5,17729.0
21027,2018,8.3,17.5,22521.0
21029,2018,4.8,10.6,27423.0
21031,2018,6.0,19.4,22597.0
21033,2018,5.0,15.9,28500.0
21035,2018,5.0,22.8,22489.0
21037,2018,4.5,13.8,32225.0
21039,2018,5.9,18.6,24943.0
21041,2018,9.0,25.7,23546.0
21043,2018,7.8,25.9,17782.0
21045,2018,8.3,26.6,18285.0
21047,2018,8.3,20.2,21770.0
21049,2018,6.0,15.6,27416.0
21051,2018,10.5,38.6,15063.0
21053,2018,7.2,23.0,20235.0
21055,2018,4.0,16.4,24011.0
21057,2018,5.6,21.5,17926.0
21059,2018,5.4,16.1,27462.0
21061,2018,8.7,18.8,21459.0
21063,2018,4.7,30.3,14461.0
21065,2018,12.0,32.7,17658.0
21067,2018,5.4,17.8,32965.0
21069,2018,6.9,17.8,23482.0
21071,2018,11.7,31.7,18462.0
21073,2018,5.7,12.3,28801.0
21075,2018,6.6,29.8,19043.0
21077,2018,5.9,15.1,23043.0
21079,2018,6.0,16.7,25751.0
21081,2018,3.6,18.2,22073.0
21083,2018,7.7,17.7,23189.0
21085,2018,4.4,25.3,20721.0
21087,2018,4.3,18.2,24098.0
21089,2018,8.2,15.9,26712.0
21091,2018,5.8,12.8,23523.0
21093,2018,5.9,13.9,27666.0
21095,2018,9.5,36.2,15834.0
21097,2018,5.1,17.2,23851.0
21099,2018,6.9,21.4,20421.0
21101,2018,4.7,18.6,25376.0
21103,2018,5.3,19.2,24519.0
21105,2018,5.8,15.4,24432.0
21107,2018,5.7,17.9,24190.0
21109,2018,10.0,30.4,17692.0
21111,2018,5.9,14.8,31980.0
21113,2018,6.2,17.7,30215.0
21115,2018,9.6,22.9,21089.0
21117,2018,4.8,12.6,31811.0
21119,2018,12.4,33.2,18201.0
21121,2018,7.2,33.3,17498.0
21123,2018,5.8,15.5,21939.0
21125,2018,8.1,23.7,21039.0
21127,2018,9.1,26.7,18199.0
21129,2018,8.6,33.5,17179.0
21131,2018,10.3,35.6,15691.0
21133,2018,12.8,32.4,18811.0
21135,2018,6.9,28.1,20059.0
21137,2018,6.7,24.1,20212.0
21139,2018,5.3,13.6,27338.0
21141,2018,5.6,17.3,23177.0
21143,2018,2.7,15.4,26621.0
21145,2018,4.2,15.8,31850.0
21147,2018,15.9,37.5,12903.0
21149,2018,7.0,16.9,24557.0
21151,2018,6.6,19.0,24553.0
21153,2018,11.8,27.6,18233.0
21155,2018,9.1,22.8,21659.0
21157,2018,5.5,11.4,27994.0
21159,2018,13.7,26.3,15492.0
21161,2018,5.4,18.1,25658.0
21163,2018,7.1,11.7,28078.0
21165,2018,6.3,22.9,19825.0
21167,2018,9.2,16.0,25745.0
21169,2018,5.4,23.7,19436.0
21171,2018,6.2,24.3,23025.0
21173,2018,6.5,20.7,21877.0
21175,2018,5.9,24.7,17307.0
21177,2018,8.9,17.4,21521.0
21179,2018,5.7,10.9,31387.0
21181,2018,7.1,25.8,22472.0
21183,2018,9.1,20.5,24231.0
21185,2018,3.1,5.5,40779.0
21187,2018,5.1,16.4,23045.0
21189,2018,10.8,34.7,17766.0
21191,2018,3.9,17.6,22620.0
21193,2018,13.9,27.1,20140.0
21195,2018,8.9,26.5,21646.0
21197,2018,7.0,21.9,20397.0
21199,2018,8.4,23.6,22342.0
21201,2018,4.5,27.1,23467.0
21203,2018,8.3,21.0,19913.0
21205,2018,4.8,26.0,19692.0
21207,2018,8.4,24.6,19149.0
21209,2018,4.0,12.0,31505.0
21211,2018,4.7,12.6,30932.0
21213,2018,3.2,15.5,23991.0
21215,2018,4.9,8.4,33568.0
21217,2018,5.7,24.3,20966.0
21219,2018,7.1,18.0,23188.0
21221,2018,9.8,10.6,26893.0
21223,2018,10.3,19.0,26089.0
21225,2018,8.2,22.2,22027.0
21227,2018,5.1,17.4,27322.0
21229,2018,4.9,16.6,24570.0
21231,2018,6.2,24.6,19130.0
21233,2018,4.9,22.1,21880.0
21235,2018,8.3,26.0,19145.0
21237,2018,17.6,32.3,14113.0
21239,2018,3.2,14.2,31259.0
22001,2018,9.1,23.9,22784.0
22003,2018,9.6,18.7,20203.0
22005,2018,6.0,11.6,32961.0
22007,2018,7.3,17.4,26238.0
22009,2018,7.2,24.0,21390.0
22011,2018,7.9,17.2,26075.0
22013,2018,5.4,29.2,20866.0
22015,2018,5.8,16.4,27924.0
22017,2018,7.1,23.3,25902.0
22019,2018,5.7,16.9,27368.0
22021,2018,8.2,27.1,20574.0
22023,2018,4.2,10.3,29000.0
22025,2018,5.7,22.1,21962.0
22027,2018,9.4,30.5,16948.0
22029,2018,6.3,27.5,19172.0
22031,2018,10.3,24.9,24796.0
22033,2018,6.5,18.3,31073.0
22035,2018,7.8,48.6,17698.0
22037,2018,5.8,19.4,20927.0
22039,2018,13.5,27.5,18344.0
22041,2018,9.8,28.3,19785.0
22043,2018,5.6,19.7,18082.0
22045,2018,10.2,21.6,23156.0
22047,2018,6.5,18.0,23179.0
22049,2018,6.0,26.0,20942.0
22051,2018,5.7,15.5,29776.0
22053,2018,9.0,19.4,24582.0
22055,2018,4.8,16.5,30988.0
22057,2018,6.9,15.7,27375.0
22059,2018,3.8,22.0,20427.0
22061,2018,7.1,29.7,22498.0
22063,2018,4.7,11.9,28995.0
22065,2018,9.8,37.8,15795.0
22067,2018,5.4,28.5,19399.0
22069,2018,13.9,33.5,18570.0
22071,2018,8.4,24.6,30177.0
22073,2018,6.7,23.9,23663.0
22075,2018,3.6,19.5,26818.0
22077,2018,8.2,18.3,26663.0
22079,2018,7.2,19.4,24478.0
22081,2018,4.7,23.6,22626.0
22083,2018,4.7,28.9,20128.0
22085,2018,10.3,19.5,22637.0
22087,2018,10.3,19.7,21217.0
22089,2018,5.7,11.6,31567.0
22091,2018,13.6,20.9,23224.0
22093,2018,6.5,16.7,25830.0
22095,2018,7.2,19.0,25942.0
22097,2018,6.2,28.7,19647.0
22099,2018,6.8,17.6,24732.0
22101,2018,9.0,19.0,22364.0
22103,2018,5.8,11.0,34201.0
22105,2018,8.6,22.0,24004.0
22107,2018,16.7,40.0,14569.0
22109,2018,6.6,21.6,24921.0
22111,2018,6.3,18.5,22979.0
22113,2018,8.0,17.6,24546.0
22115,2018,9.0,17.2,23763.0
22117,2018,11.0,26.8,18971.0
22119,2018,5.6,26.3,18701.0
22121,2018,6.0,15.7,28482.0
22123,2018,10.9,22.7,22922.0
22125,2018,7.7,14.7,23565.0
22127,2018,4.6,23.8,20162.0
23001,2018,4.6,13.2,27231.0
23003,2018,5.1,17.2,24571.0
23005,2018,3.4,9.7,38644.0
23007,2018,5.7,12.2,26030.0
23009,2018,4.7,11.2,32491.0
23011,2018,4.9,13.3,29084.0
23013,2018,4.2,10.9,31612.0
23015,2018,3.8,12.0,32400.0
23017,2018,6.0,15.9,23770.0
23019,2018,5.5,15.7,27289.0
23021,2018,7.7,19.2,24062.0
23023,2018,2.6,9.8,34432.0
23025,2018,8.6,19.3,23557.0
23027,2018,5.6,13.9,28860.0
23029,2018,7.0,18.5,24647.0
23031,2018,4.1,8.4,35052.0
24001,2018,8.5,16.4,23280.0
24003,2018,4.6,6.0,44979.0
24005,2018,5.2,9.2,38580.0
24009,2018,6.4,5.1,43504.0
24011,2018,5.2,14.7,27866.0
24013,2018,3.5,5.3,40667.0
24015,2018,5.6,9.4,32976.0
24017,2018,4.0,6.1,39696.0
24019,2018,7.9,15.8,30135.0
24021,2018,4.6,7.1,41432.0
24023,2018,4.0,9.7,27980.0
24025,2018,4.8,7.6,39365.0
24027,2018,3.8,5.4,52586.0
24029,2018,4.4,12.3,34910.0
24031,2018,4.9,6.9,52828.0
24033,2018,6.7,8.9,35869.0
24035,2018,2.9,5.5,42077.0
24037,2018,3.6,8.3,39254.0
24039,2018,8.9,20.4,18924.0
24041,2018,3.3,9.5,47302.0
24043,2018,6.5,12.7,29802.0
24045,2018,7.6,15.2,27622.0
24047,2018,5.3,9.3,35666.0
24510,2018,9.1,21.8,29700.0
25001,2018,4.7,7.0,42578.0
25003,2018,6.0,11.4,34287.0
25005,2018,5.8,11.5,34226.0
25007,2018,3.2,8.0,43822.0
25009,2018,5.4,10.7,40697.0
25011,2018,5.2,10.4,34202.0
25013,2018,6.8,17.1,29020.0
25015,2018,5.9,13.3,33605.0
25017,2018,4.2,7.9,49669.0
25019,2018,2.8,8.6,51270.0
25021,2018,5.0,6.5,52036.0
25023,2018,5.4,7.6,41343.0
25025,2018,7.0,19.3,40190.0
25027,2018,5.5,10.4,36169.0
26001,2018,8.9,16.0,25219.0
26003,2018,6.5,11.6,21773.0
26005,2018,3.2,10.3,28073.0
26007,2018,6.0,14.4,25115.0
26009,2018,5.3,12.0,30920.0
26011,2018,9.6,18.2,23374.0
26013,2018,6.4,16.4,20698.0
26015,2018,5.2,8.7,28783.0
26017,2018,6.9,16.0,26644.0
26019,2018,5.6,9.5,27866.0
26021,2018,6.4,16.5,29311.0
26023,2018,4.5,15.5,24249.0
26025,2018,7.0,16.9,25652.0
26027,2018,6.7,12.1,29923.0
26029,2018,4.5,10.8,32559.0
26031,2018,8.2,14.8,25876.0
26033,2018,9.3,18.5,23310.0
26035,2018,10.1,23.5,21717.0
26037,2018,4.0,9.3,33568.0
26039,2018,8.2,15.4,24884.0
26041,2018,5.3,13.3,26852.0
26043,2018,4.4,13.3,28020.0
26045,2018,5.3,10.7,31982.0
26047,2018,5.0,9.5,32455.0
26049,2018,9.8,19.8,26386.0
26051,2018,7.0,18.2,24594.0
26053,2018,5.6,18.1,24325.0
26055,2018,4.9,10.1,33754.0
26057,2018,6.7,18.3,22027.0
26059,2018,5.0,16.0,24749.0
26061,2018,6.5,20.9,22866.0
26063,2018,5.4,12.9,27130.0
26065,2018,7.1,20.1,28366.0
26067,2018,5.2,12.8,23956.0
26069,2018,8.2,16.4,25075.0
26071,2018,6.0,14.0,24876.0
26073,2018,7.6,26.5,23164.0
26075,2018,6.8,14.1,26942.0
26077,2018,6.0,16.1,30555.0
26079,2018,7.5,17.0,23687.0
26081,2018,4.8,12.6,31005.0
26083,2018,6.0,12.0,31830.0
26085,2018,12.2,23.8,19012.0
26087,2018,6.4,10.1,28309.0
26089,2018,5.3,6.2,38074.0
26091,2018,5.1,12.2,26958.0
26093,2018,4.2,5.6,38399.0
26095,2018,5.7,16.6,20745.0
26097,2018,9.8,15.9,28941.0
26099,2018,5.7,11.3,31104.0
26101,2018,7.2,12.9,25778.0
26103,2018,6.1,16.4,26290.0
26105,2018,6.1,15.1,28812.0
26107,2018,7.0,21.3,23182.0
26109,2018,4.4,12.8,27609.0
26111,2018,6.0,10.8,34497.0
26113,2018,6.3,15.6,22850.0
26115,2018,4.9,10.6,30295.0
26117,2018,5.1,16.5,23018.0
26119,2018,11.6,16.6,23930.0
26121,2018,7.4,17.1,24101.0
26123,2018,6.1,17.8,24005.0
26125,2018,4.8,8.6,42760.0
26127,2018,7.4,17.0,23018.0
26129,2018,8.0,16.9,22527.0
26131,2018,7.2,15.3,23850.0
26133,2018,6.9,19.6,22142.0
26135,2018,12.1,17.3,23526.0
26137,2018,5.6,15.0,26829.0
26139,2018,3.9,8.5,30558.0
26141,2018,8.9,14.6,26503.0
26143,2018,11.3,18.2,23862.0
26145,2018,7.5,17.7,26625.0
26147,2018,6.7,13.3,29356.0
26149,2018,5.2,15.6,25136.0
26151,2018,7.0,15.6,24835.0
26153,2018,10.3,20.5,22931.0
26155,2018,5.0,11.4,27398.0
26157,2018,6.4,15.4,24968.0
26159,2018,6.2,15.5,26771.0
26161,2018,4.7,14.2,39486.0
26163,2018,10.2,23.1,25976.0
26165,2018,6.1,16.3,22760.0
27001,2018,5.9,13.0,27646.0
27003,2018,3.7,6.1,35806.0
27005,2018,3.6,12.3,29710.0
27007,2018,7.7,18.5,24781.0
27009,2018,4.0,12.6,28566.0
27011,2018,2.3,11.4,30489.0
27013,2018,4.0,18.1,28824.0
27015,2018,2.0,7.8,30373.0
27017,2018,4.2,12.0,28117.0
27019,2018,2.1,4.0,45637.0
27021,2018,5.4,14.6,29053.0
27023,2018,2.7,9.9,30168.0
27025,2018,4.1,5.6,33927.0
27027,2018,2.6,11.6,29631.0
27029,2018,7.9,17.0,26173.0
27031,2018,2.8,13.0,32703.0
27033,2018,4.1,12.5,27209.0
27035,2018,2.8,10.5,30900.0
27037,2018,3.6,6.4,40441.0
27039,2018,2.6,5.5,32795.0
27041,2018,3.0,8.3,34547.0
27043,2018,3.2,11.6,29748.0
27045,2018,2.7,11.0,29440.0
27047,2018,4.4,12.2,28459.0
27049,2018,3.7,9.9,33400.0
27051,2018,4.0,10.4,31940.0
27053,2018,4.2,11.0,43976.0
27055,2018,2.0,7.6,31453.0
27057,2018,3.5,10.9,29312.0
27059,2018,4.6,7.1,32008.0
27061,2018,5.2,13.3,28636.0
27063,2018,3.1,7.8,33358.0
27065,2018,4.6,10.7,27331.0
27067,2018,3.0,10.5,30217.0
27069,2018,2.6,10.6,29946.0
27071,2018,6.8,16.4,29051.0
27073,2018,2.3,8.5,31686.0
27075,2018,4.4,8.5,33602.0
27077,2018,3.1,9.2,26526.0
27079,2018,3.5,8.8,32120.0
27081,2018,2.4,10.4,28504.0
27083,2018,3.4,13.6,30531.0
27085,2018,2.6,8.9,31723.0
27087,2018,7.6,20.9,20953.0
27089,2018,2.7,7.5,29670.0
27091,2018,3.5,13.3,31091.0
27093,2018,2.7,7.6,31819.0
27095,2018,6.0,12.1,26679.0
27097,2018,4.3,10.9,28792.0
27099,2018,4.5,12.8,29116.0
27101,2018,2.6,7.4,31768.0
27103,2018,3.6,9.6,31225.0
27105,2018,5.1,14.3,25554.0
27107,2018,3.2,10.3,28351.0
27109,2018,3.7,8.9,39667.0
27111,2018,3.4,9.2,30846.0
27113,2018,3.0,9.8,30625.0
27115,2018,5.2,12.6,25302.0
27117,2018,2.9,11.3,29716.0
27119,2018,3.4,12.6,28856.0
27121,2018,2.7,7.3,32943.0
27123,2018,4.9,14.7,34049.0
27125,2018,3.3,9.8,29731.0
27127,2018,2.5,11.4,28011.0
27129,2018,2.9,10.4,31585.0
27131,2018,3.7,10.7,29767.0
27133,2018,1.9,9.7,30544.0
27135,2018,2.6,9.8,28049.0
27137,2018,4.9,15.0,30321.0
27139,2018,3.3,5.8,39952.0
27141,2018,3.1,7.1,34013.0
27143,2018,2.8,7.1,30977.0
27145,2018,4.6,13.1,29815.0
27147,2018,4.1,10.1,30822.0
27149,2018,2.3,15.7,31694.0
27151,2018,2.8,13.2,30208.0
27153,2018,3.0,13.3,25848.0
27155,2018,2.9,11.0,30553.0
27157,2018,3.2,6.0,33664.0
27159,2018,5.0,15.3,24864.0
27161,2018,3.6,9.2,28067.0
27163,2018,3.1,4.7,43789.0
27165,2018,2.6,12.7,27772.0
27167,2018,1.4,9.3,32066.0
27169,2018,3.8,14.5,28689.0
27171,2018,3.2,4.5,34325.0
27173,2018,3.0,13.4,29379.0
28001,2018,10.0,34.3,17851.0
28003,2018,8.8,17.1,21321.0
28005,2018,8.2,24.3,20380.0
28007,2018,10.5,23.1,20936.0
28009,2018,8.6,23.4,20363.0
28011,2018,10.5,34.6,17713.0
28013,2018,7.2,25.1,19099.0
28015,2018,9.8,14.8,22567.0
28017,2018,5.8,21.2,19556.0
28019,2018,8.9,23.3,20589.0
28021,2018,15.6,44.0,13503.0
28023,2018,8.2,19.3,22422.0
28025,2018,11.3,23.3,21076.0
28027,2018,17.9,34.0,17518.0
28029,2018,10.6,24.0,19434.0
28031,2018,9.9,24.4,18353.0
28033,2018,5.8,9.1,29190.0
28035,2018,10.1,25.0,22042.0
28037,2018,6.4,16.5,22769.0
28039,2018,9.3,14.6,21105.0
28041,2018,9.2,14.5,17453.0
28043,2018,6.9,24.5,21668.0
28045,2018,8.2,17.9,26659.0
28047,2018,9.6,20.1,24445.0
28049,2018,9.5,22.2,23114.0
28051,2018,19.1,43.6,13924.0
28053,2018,18.4,38.1,16604.0
28055,2018,13.7,41.7,18942.0
28057,2018,4.2,15.4,20629.0
28059,2018,8.2,16.0,25341.0
28061,2018,6.0,23.2,21929.0
28063,2018,7.5,49.7,13374.0
28065,2018,9.9,27.0,19233.0
28067,2018,6.4,21.4,22836.0
28069,2018,6.9,30.0,15518.0
28071,2018,6.8,23.8,26154.0
28073,2018,9.7,16.5,28934.0
28075,2018,6.7,21.8,23741.0
28077,2018,8.9,19.4,21809.0
28079,2018,11.0,25.9,17960.0
28081,2018,6.4,15.9,25467.0
28083,2018,11.3,39.2,16861.0
28085,2018,7.4,22.0,21892.0
28087,2018,9.2,22.1,24499.0
28089,2018,4.9,10.9,38496.0
28091,2018,7.0,28.9,18687.0
28093,2018,6.6,18.3,21352.0
28095,2018,6.4,18.0,23158.0
28097,2018,10.3,27.3,22913.0
28099,2018,8.6,23.7,19641.0
28101,2018,6.9,26.1,21600.0
28103,2018,10.1,29.5,17637.0
28105,2018,9.9,30.0,22136.0
28107,2018,7.2,20.9,19972.0
28109,2018,8.4,16.1,23135.0
28111,2018,6.8,18.7,21611.0
28113,2018,7.4,33.8,17954.0
28115,2018,7.2,19.2,20401.0
28117,2018,7.2,23.6,19693.0
28119,2018,25.8,35.5,15353.0
28121,2018,4.2,8.2,29874.0
28123,2018,7.9,29.0,21640.0
28125,2018,16.5,25.9,17877.0
28127,2018,8.2,24.9,20495.0
