COUNTYFP,cntT,cntTimeDrive,avTimeDrive,pctTimeDrive
01001,12,12.0,6.36,1.0
01003,32,30.0,7.37,0.94
01005,9,8.0,7.51,0.89
01007,4,4.0,6.74,1.0
01009,9,9.0,4.1,1.0
01011,3,3.0,15.99,1.0
01013,9,8.0,10.15,0.89
01015,31,31.0,5.68,1.0
01017,9,9.0,6.26,1.0
01019,6,6.0,8.27,1.0
01021,9,9.0,7.7,1.0
01023,4,4.0,13.83,1.0
01025,9,6.0,18.21,0.67
01027,4,3.0,14.34,0.75
01029,4,4.0,16.94,1.0
01031,14,14.0,9.71,1.0
01033,14,14.0,3.67,1.0
01035,5,4.0,17.0,0.8
01037,3,2.0,17.54,0.67
01039,14,13.0,9.78,0.93
01041,6,3.0,24.59,0.5
01043,18,17.0,7.42,0.94
01045,14,14.0,8.3,1.0
01047,15,14.0,10.75,0.93
01049,14,14.0,3.28,1.0
01051,15,14.0,7.19,0.93
01053,9,9.0,6.56,1.0
01055,30,30.0,5.36,1.0
01057,5,5.0,9.97,1.0
01059,9,9.0,10.49,1.0
01061,6,6.0,6.74,1.0
01063,3,3.0,18.98,1.0
01065,6,6.0,11.93,1.0
01067,6,6.0,11.28,1.0
01069,22,22.0,3.43,1.0
01071,11,11.0,4.49,1.0
01073,163,163.0,3.47,1.0
01075,3,3.0,0.0,1.0
01077,22,21.0,4.46,0.95
01079,9,9.0,8.25,1.0
01081,27,27.0,5.9,1.0
01083,16,16.0,5.08,1.0
01085,4,3.0,23.63,0.75
01087,12,12.0,12.2,1.0
01089,73,73.0,2.9,1.0
01091,6,5.0,15.74,0.83
01093,8,8.0,10.0,1.0
01095,18,18.0,5.28,1.0
01097,115,115.0,4.27,1.0
01099,7,4.0,19.56,0.57
01101,65,63.0,5.24,0.97
01103,27,27.0,4.63,1.0
01105,3,2.0,14.0,0.67
01107,5,5.0,3.69,1.0
01109,8,8.0,11.37,1.0
01111,6,4.0,13.79,0.67
01113,13,13.0,7.28,1.0
01115,13,13.0,3.4,1.0
01117,48,48.0,4.34,1.0
01119,4,3.0,15.96,0.75
01121,22,22.0,8.1,1.0
01123,10,10.0,10.76,1.0
01125,47,47.0,4.18,1.0
01127,18,18.0,7.39,1.0
01129,5,5.0,13.31,1.0
01131,4,3.0,20.79,0.75
01133,7,6.0,6.68,0.86
02013,1,,,
02016,2,,,
02020,55,54.0,3.82,0.98
02050,3,,,
02060,1,,,
02068,1,0.0,129.12,0.0
02070,2,,,
02090,19,18.0,7.96,0.95
02100,1,0.0,536.84,0.0
02105,2,0.0,425.04,0.0
02110,6,6.0,3.39,1.0
02122,13,9.0,26.69,0.69
02130,4,4.0,0.0,1.0
02150,5,4.0,42.87,0.8
02158,1,,,
02164,1,1.0,0.0,1.0
02170,24,19.0,19.87,0.79
02180,2,2.0,14.46,1.0
02185,3,,,
02188,2,1.0,1045.1,0.5
02195,1,1.0,0.0,1.0
02198,4,3.0,10.34,0.75
02220,2,2.0,0.0,1.0
02230,1,0.0,583.74,0.0
02240,2,0.0,173.86,0.0
02261,3,2.0,114.78,0.67
02275,1,1.0,0.0,1.0
02282,1,0.0,1667.25,0.0
02290,4,,,
04001,16,3.0,77.1,0.19
04003,32,28.0,12.17,0.88
04005,28,19.0,28.22,0.68
04007,16,10.0,25.06,0.62
04009,9,7.0,16.91,0.78
04011,3,2.0,18.99,0.67
04012,9,6.0,22.47,0.67
04013,916,911.0,2.65,0.99
04015,43,38.0,10.26,0.88
04017,31,,,
04019,248,,,
04021,75,70.0,11.08,0.93
04023,10,10.0,4.52,1.0
04025,42,39.0,8.85,0.93
04027,55,50.0,13.33,0.91
05001,8,8.0,8.68,1.0
05003,7,5.0,9.77,0.71
05005,9,9.0,10.03,1.0
05007,49,48.0,7.1,0.98
05009,7,7.0,8.47,1.0
05011,5,5.0,6.19,1.0
05013,2,2.0,13.88,1.0
05015,5,5.0,4.02,1.0
05017,4,4.0,0.69,1.0
05019,5,4.0,9.81,0.8
05021,6,5.0,7.47,0.83
05023,7,5.0,17.92,0.71
05025,2,1.0,23.07,0.5
05027,5,5.0,3.68,1.0
05029,6,6.0,13.79,1.0
05031,17,17.0,3.19,1.0
05033,11,11.0,5.8,1.0
05035,20,20.0,5.28,1.0
05037,6,5.0,11.41,0.83
05039,3,1.0,26.29,0.33
05041,5,4.0,7.34,0.8
05043,5,5.0,9.55,1.0
05045,25,24.0,7.48,0.96
05047,3,2.0,13.61,0.67
05049,2,2.0,0.0,1.0
05051,20,20.0,4.66,1.0
05053,4,4.0,9.39,1.0
05055,9,9.0,4.71,1.0
05057,5,4.0,8.54,0.8
05059,7,6.0,12.34,0.86
05061,3,3.0,3.26,1.0
05063,8,8.0,5.07,1.0
05065,4,4.0,6.12,1.0
05067,5,4.0,13.63,0.8
05069,24,24.0,5.88,1.0
05071,6,6.0,11.7,1.0
05073,2,1.0,19.43,0.5
05075,6,5.0,11.19,0.83
05077,4,4.0,16.36,1.0
05079,4,4.0,8.78,1.0
05081,4,3.0,14.87,0.75
05083,6,5.0,8.65,0.83
05085,16,16.0,8.17,1.0
05087,4,3.0,22.11,0.75
05089,4,4.0,5.4,1.0
05091,12,11.0,8.46,0.92
05093,12,12.0,4.49,1.0
05095,3,3.0,7.62,1.0
05097,3,2.0,19.87,0.67
05099,3,2.0,18.17,0.67
05101,2,1.0,21.9,0.5
05103,6,6.0,8.83,1.0
05105,3,2.0,20.63,0.67
05107,6,5.0,9.46,0.83
05109,3,3.0,0.0,1.0
05111,7,7.0,3.31,1.0
05113,6,6.0,14.0,1.0
05115,11,11.0,5.0,1.0
05117,3,3.0,6.75,1.0
05119,95,95.0,2.82,1.0
05121,4,4.0,6.56,1.0
05123,6,5.0,12.56,0.83
05125,21,20.0,6.33,0.95
05127,3,3.0,5.24,1.0
05129,3,2.0,17.77,0.67
05131,26,26.0,2.32,1.0
05133,4,3.0,11.12,0.75
05135,4,4.0,6.28,1.0
05137,3,2.0,18.46,0.67
05139,10,10.0,4.74,1.0
05141,5,4.0,17.35,0.8
05143,32,32.0,1.99,1.0
05145,13,13.0,7.52,1.0
05147,2,2.0,0.0,1.0
05149,6,6.0,7.28,1.0
06001,361,361.0,2.2,1.0
06003,1,0.0,43.65,0.0
06005,9,8.0,12.93,0.89
06007,51,50.0,5.28,0.98
06009,10,8.0,12.74,0.8
06011,5,4.0,11.2,0.8
06013,208,208.0,3.07,1.0
06015,8,6.0,11.53,0.75
06017,43,42.0,8.72,0.98
06019,199,196.0,3.77,0.98
06021,6,5.0,11.48,0.83
06023,31,31.0,6.53,1.0
06025,31,28.0,9.66,0.9
06027,6,5.0,8.23,0.83
06029,151,150.0,3.23,0.99
06031,27,25.0,7.15,0.93
06033,15,15.0,8.85,1.0
06035,9,6.0,27.91,0.67
06037,2347,,,
06039,23,21.0,9.34,0.91
06041,56,54.0,4.19,0.96
06043,6,2.0,35.72,0.33
06045,21,19.0,13.09,0.9
06047,49,49.0,4.29,1.0
06049,4,2.0,42.68,0.5
06051,3,2.0,14.53,0.67
06053,94,92.0,4.77,0.98
06055,40,39.0,5.19,0.98
06057,20,19.0,9.58,0.95
06059,583,583.0,1.5,1.0
06061,85,83.0,4.34,0.98
06063,7,7.0,11.09,1.0
06065,453,450.0,3.33,0.99
06067,317,317.0,2.78,1.0
06069,11,11.0,5.89,1.0
06071,369,363.0,4.2,0.98
06073,628,626.0,3.11,1.0
06075,197,196.0,1.55,0.99
06077,139,139.0,3.06,1.0
06079,54,54.0,4.57,1.0
06081,158,157.0,2.72,0.99
06083,90,89.0,3.87,0.99
06085,372,372.0,2.37,1.0
06087,53,53.0,3.99,1.0
06089,48,45.0,9.0,0.94
06091,1,1.0,0.0,1.0
06093,14,6.0,31.14,0.43
06095,96,96.0,3.22,1.0
06097,100,97.0,4.67,0.97
06099,94,94.0,3.05,1.0
06101,21,20.0,6.01,0.95
