COUNTYFP,year,totWrkE,eduP,hghRskP,hltCrP,retailP
48119,2018,2060.0,10.05,30.92,14.03,14.47
48121,2018,436490.0,10.15,14.95,10.39,12.06
48123,2018,7957.0,9.25,34.95,11.78,9.49
48125,2018,743.0,15.61,29.48,4.98,8.75
48127,2018,3533.0,13.95,28.28,10.25,13.47
48129,2018,1487.0,11.84,29.25,11.57,10.89
48131,2018,4073.0,9.13,34.35,20.89,10.43
48133,2018,6531.0,11.96,25.03,15.36,15.97
48135,2018,73658.0,6.96,31.33,8.8,12.68
48137,2018,902.0,8.76,37.25,4.55,10.31
48139,2018,81964.0,9.29,25.52,10.75,11.14
48141,2018,348062.0,11.93,14.42,13.47,11.78
48143,2018,19604.0,15.01,27.41,9.28,8.87
48145,2018,5809.0,9.36,34.05,12.77,11.38
48147,2018,13461.0,10.84,29.37,15.34,10.47
48149,2018,11209.0,6.28,32.9,9.94,11.02
48151,2018,1715.0,11.14,32.07,14.46,9.1
48153,2018,2400.0,11.08,31.83,13.25,8.96
48155,2018,642.0,5.76,29.75,15.42,15.73
48157,2018,353205.0,10.03,20.69,14.8,11.07
48159,2018,4654.0,9.8,29.97,14.27,13.06
48161,2018,7273.0,7.85,29.15,12.35,7.97
48163,2018,6757.0,8.72,33.61,12.36,9.86
48165,2018,8273.0,11.56,46.6,7.6,6.5
48167,2018,153139.0,10.46,21.05,14.58,9.4
48169,2018,2134.0,7.73,28.54,12.32,5.39
48171,2018,11911.0,8.14,25.87,11.83,11.84
48173,2018,694.0,9.22,65.13,6.2,0.86
48175,2018,3075.0,13.63,32.49,9.76,10.24
48177,2018,9083.0,7.56,39.15,10.02,10.53
48179,2018,9264.0,6.94,36.13,12.56,9.41
48181,2018,59160.0,8.9,24.88,14.01,12.11
48183,2018,55553.0,8.77,24.68,13.58,13.03
48185,2018,10583.0,8.69,32.82,7.16,12.63
48187,2018,72170.0,8.15,20.65,12.38,14.06
48189,2018,14154.0,12.48,24.28,11.81,13.93
48191,2018,1236.0,7.28,34.87,11.17,8.17
48193,2018,3583.0,12.36,33.13,15.35,10.94
48195,2018,2286.0,12.42,38.54,9.8,6.82
48197,2018,1674.0,12.84,27.36,19.24,5.97
48199,2018,23565.0,8.44,28.25,11.47,12.7
48201,2018,2223265.0,8.42,23.91,10.38,10.71
48203,2018,28251.0,11.41,28.86,14.18,10.2
48205,2018,2013.0,13.07,33.43,14.7,10.33
48207,2018,2268.0,9.35,30.07,9.39,11.11
48209,2018,103747.0,13.01,17.25,10.46,13.63
48211,2018,1917.0,10.8,33.02,6.78,13.56
48213,2018,31583.0,9.34,26.78,11.81,12.39
48215,2018,321626.0,13.52,16.57,16.12,13.55
48217,2018,14899.0,9.71,29.06,10.83,13.75
48219,2018,10373.0,10.65,30.67,13.23,9.31
48221,2018,23937.0,7.55,22.6,13.43,16.12
48223,2018,15927.0,8.96,24.95,13.25,14.41
48225,2018,8197.0,8.48,24.91,13.46,12.66
48227,2018,14563.0,8.97,27.22,15.63,11.4
48229,2018,1119.0,7.77,28.95,8.4,11.44
48231,2018,40070.0,10.29,27.28,11.7,12.0
48233,2018,8995.0,7.93,39.4,6.15,12.75
48235,2018,642.0,13.08,39.72,6.54,7.32
48237,2018,3251.0,9.81,37.31,5.32,15.72
48239,2018,6580.0,8.92,43.88,10.47,8.39
48241,2018,13109.0,9.92,35.24,14.09,10.6
48243,2018,879.0,24.23,24.57,7.51,6.83
48245,2018,105903.0,9.85,26.27,13.44,11.57
48247,2018,1759.0,16.83,31.1,13.76,2.67
48249,2018,16190.0,8.82,33.58,15.76,11.5
48251,2018,74845.0,9.87,22.65,11.63,17.7
48253,2018,4877.0,13.61,20.81,15.03,9.49
48255,2018,5382.0,10.85,32.42,10.61,11.35
48257,2018,55103.0,11.61,21.33,12.49,12.16
48259,2018,19498.0,8.21,19.93,13.21,11.15
48261,2018,220.0,14.55,42.27,5.0,13.64
48263,2018,309.0,23.62,22.33,8.41,14.56
48265,2018,21870.0,8.18,22.19,15.72,11.66
48267,2018,2124.0,9.6,24.39,13.09,14.31
48269,2018,122.0,14.75,50.0,8.2,4.1
48271,2018,1213.0,9.89,18.47,7.91,3.87
48273,2018,13211.0,18.89,22.65,11.07,12.44
48275,2018,1454.0,13.82,39.61,13.76,8.67
48277,2018,21218.0,8.87,30.23,15.42,14.08
48279,2018,5647.0,10.87,34.97,11.76,11.1
48281,2018,8776.0,9.3,22.4,13.98,13.02
48283,2018,2822.0,12.26,40.89,9.82,8.15
48285,2018,8969.0,7.69,35.4,12.73,11.36
48287,2018,8019.0,7.03,27.57,9.94,9.2
48289,2018,6463.0,6.92,34.77,7.64,11.84
48291,2018,30006.0,9.57,35.44,7.82,9.89
48293,2018,8902.0,11.99,29.34,14.61,11.54
48295,2018,1630.0,11.29,37.98,6.38,9.69
48297,2018,4437.0,7.19,33.63,5.52,15.03
48299,2018,7748.0,7.01,25.83,10.27,10.92
48301,2018,36.0,0.0,36.11,8.33,8.33
48303,2018,147651.0,13.97,15.24,15.64,12.28
48305,2018,2342.0,10.97,27.97,14.13,15.07
48307,2018,3781.0,8.01,31.08,9.55,9.28
48309,2018,113281.0,12.35,21.69,13.2,12.53
48311,2018,230.0,3.91,49.13,1.74,5.65
48313,2018,4402.0,12.49,32.21,9.95,10.22
48315,2018,3612.0,9.75,24.06,13.87,15.01
48317,2018,2527.0,11.12,37.28,11.48,10.53
48319,2018,2115.0,3.22,37.97,14.66,8.46
48321,2018,15709.0,10.57,36.71,10.03,10.7
48323,2018,21520.0,10.19,22.46,14.96,12.88
48325,2018,21359.0,10.61,26.92,14.02,9.09
48327,2018,1128.0,10.28,42.64,9.13,8.16
48329,2018,82866.0,7.94,33.49,10.05,10.44
48331,2018,9931.0,11.75,32.3,10.34,11.5
48333,2018,1903.0,9.83,17.13,13.77,22.07
48335,2018,2743.0,14.95,34.41,8.93,11.08
48337,2018,8240.0,5.73,32.5,12.23,13.58
48339,2018,262084.0,9.28,25.42,9.85,10.61
48341,2018,10090.0,6.97,42.64,6.9,8.36
48343,2018,5135.0,8.02,26.66,15.66,12.85
48345,2018,503.0,4.97,45.13,7.55,10.34
48347,2018,27948.0,16.2,24.85,13.07,11.63
48349,2018,20941.0,9.96,30.07,12.79,10.74
48351,2018,4965.0,11.32,36.23,12.43,12.29
48353,2018,6092.0,11.41,30.63,11.85,7.94
48355,2018,165496.0,8.8,20.01,14.39,11.26
48357,2018,4627.0,11.99,35.75,5.86,12.9
48359,2018,800.0,9.62,27.0,15.38,9.12
48361,2018,37083.0,8.49,28.18,13.22,11.51
48363,2018,11903.0,7.12,31.36,8.89,11.75
48365,2018,9846.0,8.83,34.02,11.74,11.8
48367,2018,60252.0,8.98,27.0,11.88,11.22
48369,2018,4476.0,10.12,45.11,8.15,5.59
48371,2018,6096.0,9.47,32.71,7.33,12.34
48373,2018,18582.0,10.8,28.11,10.25,10.77
48375,2018,52637.0,7.31,25.31,13.25,12.39
48377,2018,2532.0,13.7,24.96,9.52,7.74
48379,2018,4690.0,7.83,32.49,9.91,12.15
48381,2018,70272.0,10.67,17.83,14.89,12.0
48383,2018,1685.0,6.11,49.91,3.98,5.93
48385,2018,1292.0,7.74,23.68,14.16,15.71
48387,2018,4910.0,11.43,32.87,13.05,8.23
48389,2018,5681.0,8.66,31.93,12.97,10.39
48391,2018,2809.0,9.68,33.18,9.54,11.85
48393,2018,367.0,15.26,43.6,4.36,9.54
48395,2018,7401.0,15.21,32.75,9.21,13.03
48397,2018,46149.0,10.36,20.72,13.33,12.14
48399,2018,4354.0,12.33,36.54,10.61,11.55
48401,2018,20822.0,7.54,32.85,12.57,10.13
48403,2018,3135.0,11.16,24.21,12.6,15.5
48405,2018,2591.0,7.02,28.83,18.53,11.04
48407,2018,10060.0,6.29,33.68,7.48,14.55
48409,2018,29024.0,9.21,30.54,13.36,10.1
48411,2018,2452.0,5.06,47.39,10.44,9.01
48413,2018,1405.0,13.67,36.44,10.53,8.04
48415,2018,6740.0,9.07,34.23,8.38,16.42
48417,2018,1512.0,9.99,27.25,6.15,14.02
48419,2018,9522.0,10.58,39.35,11.62,9.36
48421,2018,1629.0,11.66,44.01,4.91,12.15
48423,2018,99381.0,9.33,18.79,18.31,13.45
48425,2018,3782.0,7.38,32.81,10.79,8.33
48427,2018,21842.0,16.32,21.62,23.62,9.84
48429,2018,3647.0,9.51,34.49,7.54,9.6
48431,2018,587.0,6.64,38.67,14.48,14.82
48433,2018,586.0,8.02,32.76,14.85,10.41
48435,2018,1938.0,7.48,40.66,6.35,12.33
48437,2018,2657.0,7.72,32.71,11.07,14.68
48439,2018,997459.0,8.3,19.2,11.5,11.63
48441,2018,62890.0,10.07,16.1,18.27,12.84
48443,2018,344.0,16.57,33.72,2.91,2.33
48445,2018,4658.0,9.92,33.77,11.03,6.27
48447,2018,703.0,11.52,38.26,17.21,6.54
48449,2018,14108.0,8.61,33.19,10.02,15.23
48451,2018,53898.0,9.85,21.25,15.89,13.07
48453,2018,666484.0,10.22,16.37,9.67,9.64
48455,2018,4938.0,7.03,24.97,12.17,11.71
48457,2018,6714.0,8.06,26.72,12.05,13.03
48459,2018,16963.0,8.6,26.92,13.26,14.58
48461,2018,1437.0,10.65,42.17,13.08,4.59
48463,2018,11308.0,10.17,29.66,11.1,12.45
48465,2018,18916.0,10.49,19.61,11.52,11.83
48467,2018,22207.0,9.29,26.55,13.19,13.45
48469,2018,42576.0,9.02,26.01,15.36,13.38
48471,2018,24925.0,16.28,13.0,10.19,11.07
48473,2018,22715.0,11.21,24.75,9.69,12.98
48475,2018,4914.0,10.91,34.51,9.75,8.02
48477,2018,14874.0,11.57,27.01,13.73,11.94
48479,2018,106666.0,12.86,11.99,11.73,13.36
48481,2018,18808.0,10.25,31.57,12.74,13.37
48483,2018,2534.0,9.35,33.39,10.38,8.8
48485,2018,55188.0,10.34,19.71,15.14,13.5
48487,2018,6395.0,8.02,26.72,20.41,8.1
48489,2018,6975.0,14.98,24.85,16.7,9.15
48491,2018,266094.0,9.61,18.86,11.82,11.32
48493,2018,21274.0,9.42,26.25,11.13,11.91
48495,2018,3273.0,8.49,36.02,6.81,7.49
48497,2018,29107.0,8.85,26.75,10.14,12.4
48499,2018,15878.0,8.29,24.97,12.16,14.38
48501,2018,3762.0,9.46,44.23,5.24,7.2
48503,2018,8045.0,12.02,36.18,10.53,11.72
48505,2018,5036.0,9.83,34.75,12.93,8.66
48507,2018,4592.0,19.43,21.73,19.14,9.97
49001,2018,2726.0,5.25,42.22,4.66,12.95
49003,2018,23020.0,9.34,34.76,10.22,10.77
49005,2018,59014.0,17.51,25.24,9.54,11.07
49007,2018,8868.0,10.46,26.11,12.17,10.21
49009,2018,257.0,13.23,16.73,0.78,14.01
49011,2018,159157.0,9.13,17.14,11.87,11.48
49013,2018,8117.0,11.64,34.94,11.06,8.61
49015,2018,4035.0,10.9,26.77,11.6,11.75
49017,2018,2211.0,8.46,15.15,9.27,8.91
49019,2018,5078.0,6.32,12.56,6.7,12.47
49021,2018,21504.0,15.27,20.48,11.32,10.3
49023,2018,4843.0,10.57,35.54,12.08,8.73
49025,2018,3265.0,10.29,19.66,8.39,14.24
49027,2018,5539.0,9.66,39.3,9.5,10.81
49029,2018,4809.0,10.33,24.12,10.29,10.52
49031,2018,612.0,13.89,29.25,16.18,21.73
49033,2018,766.0,7.57,35.9,11.1,10.97
49035,2018,576623.0,9.3,18.85,11.67,11.18
49037,2018,5488.0,14.69,22.25,16.31,8.38
49039,2018,11243.0,16.03,27.47,10.82,11.54
49041,2018,8838.0,9.06,24.7,11.33,13.37
49043,2018,22237.0,10.6,15.92,8.97,8.42
49045,2018,29272.0,8.71,22.16,8.0,15.24
49047,2018,15090.0,9.03,29.48,8.18,13.74
49049,2018,269203.0,14.45,17.33,10.9,12.55
49051,2018,15195.0,11.04,14.53,9.0,11.63
49053,2018,65077.0,9.91,17.13,13.64,15.64
49055,2018,1248.0,10.5,35.1,7.93,8.17
49057,2018,118705.0,8.7,25.82,11.09,11.18
50001,2018,20040.0,17.02,25.25,13.3,11.48
50003,2018,17534.0,11.83,24.17,15.39,13.72
50005,2018,14620.0,13.28,25.42,18.67,12.58
50007,2018,90996.0,14.78,16.88,15.83,11.19
50009,2018,2767.0,9.72,27.9,17.53,12.58
50011,2018,25988.0,10.62,27.02,13.41,11.6
50013,2018,3691.0,9.18,26.33,15.31,11.19
50015,2018,13602.0,10.78,20.76,13.01,12.26
50017,2018,15404.0,11.26,22.99,17.71,11.19
50019,2018,12213.0,10.45,26.75,14.95,12.07
50021,2018,30183.0,11.19,23.45,15.22,13.54
50023,2018,31374.0,12.55,16.81,15.34,11.16
50025,2018,21908.0,14.44,19.7,15.88,11.77
50027,2018,28422.0,12.46,19.58,16.92,11.52
51001,2018,13817.0,7.79,32.34,12.57,10.13
51003,2018,52003.0,18.22,11.5,16.92,9.32
51005,2018,6054.0,8.97,29.29,12.95,11.98
51007,2018,6241.0,6.99,24.42,12.72,12.19
51009,2018,14513.0,12.02,24.4,14.57,12.48
51011,2018,6963.0,10.63,29.33,15.88,11.49
51013,2018,145621.0,8.31,7.37,6.66,4.04
51015,2018,35166.0,9.73,24.43,15.51,13.29
51017,2018,2092.0,9.66,23.09,8.7,13.62
51019,2018,37064.0,10.84,22.93,13.64,11.69
51021,2018,2555.0,8.81,23.52,16.05,12.13
51023,2018,15847.0,8.56,20.89,13.23,12.26
51025,2018,6422.0,7.71,19.62,17.07,13.05
51027,2018,6383.0,7.14,28.48,15.29,12.85
51029,2018,6671.0,9.38,22.29,18.77,12.14
51031,2018,26938.0,11.63,25.96,15.21,12.73
51033,2018,13695.0,9.66,17.52,11.51,15.25
51035,2018,12952.0,8.42,32.2,16.23,13.59
51036,2018,3318.0,3.98,25.83,8.86,12.54
51037,2018,5031.0,9.22,24.95,17.07,14.53
51041,2018,173467.0,8.76,16.17,14.2,11.15
51043,2018,7182.0,11.22,21.61,10.71,9.66
51045,2018,2207.0,7.61,29.81,16.18,8.43
51047,2018,24163.0,9.0,20.62,13.5,13.05
51049,2018,4656.0,11.96,19.05,11.23,19.2
51051,2018,4433.0,11.01,21.11,15.59,12.14
51053,2018,13594.0,7.16,22.58,13.51,16.03
51057,2018,5231.0,8.11,25.16,10.92,17.59
51059,2018,611628.0,8.61,8.7,9.68,7.66
51061,2018,35568.0,9.47,17.96,10.1,9.53
51063,2018,7163.0,8.96,32.96,14.27,10.5
51065,2018,12252.0,12.33,16.23,19.66,11.73
51067,2018,25156.0,8.79,26.91,12.53,11.75
51069,2018,42883.0,10.09,21.57,14.16,12.21
51071,2018,7392.0,13.38,31.99,13.73,10.93
51073,2018,17623.0,8.07,23.91,11.43,12.84
51075,2018,10715.0,7.14,18.39,16.02,12.32
51077,2018,6457.0,6.19,30.34,15.86,13.15
51079,2018,9820.0,12.8,17.62,15.67,13.17
51081,2018,3943.0,5.91,20.06,20.31,11.16
51083,2018,14700.0,10.15,30.66,14.91,14.92
51085,2018,54987.0,10.37,16.85,11.36,10.86
51087,2018,171012.0,8.28,12.17,15.07,10.79
51089,2018,20064.0,8.69,28.0,13.82,15.41
51091,2018,893.0,11.2,24.41,14.33,8.06
51093,2018,17425.0,8.94,28.91,11.86,9.0
51095,2018,33444.0,13.16,13.78,13.08,12.34
51097,2018,3081.0,8.11,33.95,13.63,7.14
51099,2018,12863.0,8.05,14.74,10.01,12.05
51101,2018,8292.0,9.94,25.65,12.51,11.42
51103,2018,4338.0,7.31,16.76,19.82,11.96
51105,2018,7474.0,8.99,25.85,18.29,16.18
51107,2018,207877.0,8.77,10.3,8.44,8.74
51109,2018,16475.0,8.08,23.05,14.6,12.05
51111,2018,4470.0,9.71,29.75,13.85,12.6
51113,2018,6080.0,11.92,21.3,10.51,16.79
51115,2018,3768.0,7.72,28.53,16.69,13.88
51117,2018,12329.0,8.38,19.44,14.88,12.78
51119,2018,4302.0,7.48,22.71,8.62,13.13
51121,2018,46179.0,30.08,13.8,9.34,9.36
51125,2018,6997.0,12.48,22.84,12.61,9.32
51127,2018,10544.0,9.39,22.76,10.34,10.39
51131,2018,4897.0,7.15,23.83,19.38,12.8
51133,2018,4780.0,7.49,15.88,18.93,11.32
51135,2018,5596.0,9.11,25.48,14.03,13.1
51137,2018,16575.0,8.93,23.86,13.33,13.33
51139,2018,10794.0,7.2,26.26,12.43,11.9
51141,2018,7283.0,7.96,34.68,11.19,12.78
51143,2018,27404.0,8.33,28.11,13.97,13.49
51145,2018,13269.0,8.98,24.16,12.0,9.36
51147,2018,8531.0,17.07,15.45,14.99,13.02
51149,2018,15090.0,8.01,17.85,11.23,13.14
51153,2018,234698.0,8.19,12.48,10.35,11.03
51155,2018,15441.0,12.38,30.92,12.32,11.48
51157,2018,3499.0,8.63,23.29,12.2,6.83
51159,2018,3489.0,10.55,24.82,20.09,9.31
51161,2018,45700.0,9.38,15.0,17.4,10.92
51163,2018,10153.0,16.2,24.36,13.96,14.7
51165,2018,39144.0,12.48,26.76,12.87,12.89
51167,2018,9508.0,10.71,23.47,14.72,11.86
51169,2018,8340.0,7.09,31.31,17.42,12.37
51171,2018,20419.0,8.71,24.99,12.33,13.2
51173,2018,12593.0,7.75,28.26,18.48,12.98
51175,2018,7799.0,9.8,25.98,16.28,9.16
51177,2018,65438.0,9.08,13.81,10.32,14.04
51179,2018,70371.0,9.37,11.12,11.31,10.31
51181,2018,2983.0,6.67,27.89,12.3,9.12
51183,2018,3339.0,8.42,24.56,14.05,10.51
51185,2018,15604.0,10.05,22.62,17.71,13.51
51187,2018,19074.0,11.15,20.96,10.9,11.07
51191,2018,23898.0,9.87,21.21,16.84,13.09
51193,2018,7610.0,8.2,20.5,6.87,11.06
51195,2018,13075.0,9.63,18.46,14.02,14.07
51197,2018,13070.0,10.24,28.19,14.55,14.4
51199,2018,30286.0,10.73,14.3,12.26,9.28
51510,2018,96180.0,7.71,8.03,8.67,6.59
51520,2018,7174.0,6.8,19.74,14.12,10.47
51530,2018,2991.0,11.74,35.14,12.74,6.59
51540,2018,24605.0,21.11,7.93,17.2,9.52
51550,2018,110464.0,9.99,15.81,13.0,10.47
51570,2018,7624.0,9.44,16.05,11.18,16.15
51580,2018,2454.0,3.67,27.06,13.85,20.95
51590,2018,16636.0,9.34,22.26,20.06,11.63
51595,2018,1939.0,5.93,24.76,15.27,18.82
51600,2018,12717.0,12.05,10.08,9.59,8.49
51610,2018,7717.0,9.07,5.53,7.58,5.48
51620,2018,3402.0,10.64,19.9,18.31,12.26
51630,2018,15332.0,12.41,9.48,10.38,11.84
51640,2018,2788.0,4.59,24.96,16.68,12.52
51650,2018,61974.0,9.75,19.25,12.86,9.55
51660,2018,25898.0,18.18,19.39,9.68,9.7
51670,2018,9384.0,6.26,20.74,10.68,13.58
51678,2018,2251.0,31.32,8.31,9.51,7.42
51680,2018,36191.0,19.68,14.51,16.19,11.11
51683,2018,22051.0,7.82,20.09,8.8,10.94
51685,2018,8645.0,5.39,16.76,11.49,11.41
51690,2018,5345.0,6.6,21.12,14.87,10.89
51700,2018,81765.0,9.11,20.84,14.02,12.16
51710,2018,104931.0,9.9,14.54,13.34,11.62
51720,2018,1539.0,6.3,18.65,18.58,20.73
51730,2018,13387.0,6.85,17.76,19.01,14.86
51735,2018,5690.0,9.96,22.16,10.9,7.75
51740,2018,41388.0,8.05,19.7,15.69,12.05
51750,2018,7822.0,21.53,12.45,11.07,16.67
51760,2018,112654.0,11.68,11.17,14.68,10.84
51770,2018,47450.0,6.98,17.26,16.6,11.98
51775,2018,12228.0,14.16,15.71,16.66,10.83
51790,2018,11775.0,15.58,15.88,14.68,12.66
51800,2018,41944.0,8.95,20.43,15.34,10.51
51810,2018,220127.0,9.38,13.1,12.81,12.08
51820,2018,10293.0,8.8,19.08,14.55,18.07
51830,2018,6027.0,26.41,6.85,10.25,12.05
51840,2018,13718.0,8.93,15.75,14.38,12.16
53001,2018,7890.0,7.24,51.34,12.24,4.96
53003,2018,9643.0,9.45,25.71,18.27,14.25
53005,2018,86708.0,9.35,22.05,12.31,12.15
53007,2018,34693.0,8.01,24.16,14.58,11.18
53009,2018,28644.0,7.75,19.22,17.43,12.41
53011,2018,221205.0,7.35,21.76,13.88,11.04
53013,2018,1762.0,10.73,27.41,19.18,9.65
53015,2018,43701.0,7.61,27.62,14.29,12.28
53017,2018,18962.0,7.37,32.25,13.0,12.23
53019,2018,2648.0,11.82,23.75,16.13,13.33
53021,2018,39752.0,7.22,34.26,10.42,9.8
53023,2018,923.0,12.68,32.5,11.16,11.38
53025,2018,40985.0,8.08,45.48,9.63,7.38
53027,2018,27388.0,7.99,22.72,14.5,12.43
53029,2018,32257.0,8.67,20.54,13.65,11.47
53031,2018,11569.0,8.88,18.2,13.57,10.68
53033,2018,1176560.0,8.04,15.06,11.89,11.77
53035,2018,113310.0,8.04,18.09,14.04,11.58
53037,2018,21497.0,19.12,18.73,9.72,10.3
53039,2018,8329.0,7.47,32.31,12.88,7.14
53041,2018,30414.0,7.54,25.09,13.53,13.72
53043,2018,4160.0,11.25,31.39,14.57,7.14
53045,2018,24072.0,6.92,25.29,12.45,10.83
53047,2018,16954.0,8.58,29.36,14.93,10.39
53049,2018,7012.0,8.81,28.92,16.23,10.05
53051,2018,4654.0,9.76,26.13,14.72,9.35
53053,2018,397125.0,8.4,18.84,14.55,12.15
53055,2018,7657.0,7.65,21.95,8.46,8.82
53057,2018,55506.0,8.1,27.49,13.74,11.38
53059,2018,5162.0,10.44,29.12,11.97,10.17
53061,2018,401702.0,7.12,25.49,12.47,12.41
53063,2018,227651.0,9.41,16.21,17.06,12.37
53065,2018,16351.0,7.72,27.11,14.0,13.44
53067,2018,126581.0,8.58,14.72,13.66,11.63
53069,2018,1383.0,10.27,31.24,13.81,8.1
53071,2018,26674.0,15.28,22.34,16.75,10.15
53073,2018,105049.0,10.54,21.02,12.33,12.4
53075,2018,22539.0,33.56,17.73,8.19,8.27
53077,2018,104784.0,8.27,30.9,13.36,10.26
54001,2018,6500.0,11.65,24.91,19.65,12.34
54003,2018,53940.0,8.33,18.08,13.28,13.08
54005,2018,6691.0,10.13,27.89,18.35,12.36
54007,2018,5398.0,7.24,21.25,12.86,17.51
54009,2018,10189.0,10.42,23.59,17.71,11.36
54011,2018,38865.0,10.96,12.27,22.96,14.74
54013,2018,2203.0,12.8,30.73,19.25,12.21
54015,2018,2600.0,13.54,31.04,17.08,11.04
54017,2018,2941.0,4.66,23.46,20.4,10.06
54019,2018,15861.0,8.75,19.95,16.68,15.19
54021,2018,2659.0,17.75,25.16,14.63,13.39
54023,2018,4897.0,7.02,35.25,15.03,7.58
54025,2018,13667.0,8.14,17.95,19.53,13.05
54027,2018,9021.0,8.07,32.13,13.9,13.66
54029,2018,13388.0,7.43,24.57,14.89,12.93
54031,2018,6428.0,8.54,35.42,12.38,11.26
54033,2018,29985.0,8.61,19.31,17.87,13.46
54035,2018,11288.0,8.24,26.19,16.37,11.05
54037,2018,27210.0,11.34,17.38,10.24,11.17
54039,2018,79515.0,7.86,13.29,19.28,10.87
54041,2018,6363.0,4.31,24.82,18.47,15.31
54043,2018,6861.0,10.76,21.18,17.8,13.37
54045,2018,10356.0,7.05,24.51,18.94,13.7
54047,2018,4019.0,12.57,19.43,19.66,13.68
54049,2018,24881.0,9.21,22.32,18.39,9.89
54051,2018,12509.0,9.13,23.32,18.77,14.96
54053,2018,9341.0,7.2,28.89,20.78,11.58
54055,2018,22660.0,10.76,13.99,20.33,14.93
54057,2018,11555.0,7.77,26.33,19.13,13.4
54059,2018,6894.0,12.11,25.46,22.83,12.72
54061,2018,50112.0,18.2,14.63,18.54,10.53
54063,2018,5139.0,7.73,36.45,15.72,12.3
54065,2018,7516.0,9.13,22.02,15.39,13.48
54067,2018,9758.0,6.29,24.21,16.15,14.6
54069,2018,20013.0,10.65,15.07,18.21,11.96
54071,2018,2805.0,8.31,36.72,16.76,8.88
54073,2018,3026.0,11.67,27.07,14.38,8.26
54075,2018,3468.0,8.94,24.8,15.14,7.09
54077,2018,13494.0,8.77,28.49,18.0,11.0
54079,2018,25912.0,8.25,19.93,17.25,12.64
54081,2018,28669.0,7.19,17.47,20.96,14.06
54083,2018,11339.0,9.17,23.48,18.68,9.45
54085,2018,3723.0,7.44,30.81,9.83,13.91
54087,2018,4534.0,8.82,24.33,22.14,13.96
54089,2018,4473.0,10.37,16.9,18.31,9.39
54091,2018,6842.0,6.11,19.41,20.27,10.58
54093,2018,3002.0,8.13,30.21,17.12,6.96
54095,2018,3194.0,7.61,30.24,19.88,12.71
54097,2018,9860.0,11.87,24.56,19.87,12.38
54099,2018,13808.0,10.04,18.88,21.95,13.01
54101,2018,2989.0,8.3,30.71,21.41,11.81
54103,2018,5519.0,8.91,28.37,16.04,12.28
54105,2018,2106.0,8.21,23.55,15.29,14.43
54107,2018,36541.0,8.76,17.98,17.95,15.52
54109,2018,6088.0,13.26,26.45,17.59,10.86
55001,2018,7517.0,5.84,29.24,10.95,12.03
55003,2018,7291.0,10.38,24.76,16.24,12.41
55005,2018,22141.0,7.22,36.01,15.04,10.49
55007,2018,7024.0,8.19,24.91,15.15,9.17
55009,2018,136550.0,7.91,26.58,13.47,11.57
55011,2018,6847.0,6.24,37.96,15.17,9.08
55013,2018,6596.0,7.17,31.02,16.06,10.11
55015,2018,27476.0,7.65,35.63,12.11,10.15
55017,2018,31621.0,6.39,32.77,15.0,12.06
55019,2018,15832.0,5.59,46.77,14.34,8.75
55021,2018,30458.0,7.34,30.59,13.06,10.33
55023,2018,7566.0,6.42,32.9,12.9,16.05
55025,2018,302391.0,13.98,15.04,14.94,9.56
55027,2018,44570.0,5.87,39.58,12.49,11.01
55029,2018,13445.0,5.55,30.06,12.47,12.56
55031,2018,21862.0,8.38,17.63,19.84,10.7
55033,2018,23300.0,10.76,28.16,12.79,13.49
55035,2018,55948.0,10.79,19.34,17.48,15.73
55037,2018,1924.0,4.31,31.7,20.89,11.85
55039,2018,53443.0,7.11,33.65,13.53,10.53
55041,2018,3704.0,9.31,26.46,11.83,10.31
55043,2018,26382.0,10.99,31.48,11.74,13.25
55045,2018,20344.0,6.94,31.82,15.41,13.22
55047,2018,9154.0,6.6,40.17,11.01,10.85
55049,2018,12469.0,6.54,31.25,14.12,16.75
55051,2018,2509.0,7.09,24.43,16.86,9.21
55053,2018,9464.0,5.62,34.6,13.92,9.67
55055,2018,45835.0,9.07,31.3,15.04,10.55
55057,2018,12143.0,5.12,30.81,14.58,12.07
55059,2018,83794.0,8.71,25.87,13.49,13.36
55061,2018,10585.0,5.89,43.68,12.32,8.56
55063,2018,62604.0,10.06,18.49,19.14,14.09
55065,2018,8630.0,6.7,39.73,11.12,12.9
55067,2018,8588.0,6.82,32.08,13.03,13.79
55069,2018,14200.0,5.77,33.04,15.29,10.87
55071,2018,40603.0,6.46,40.64,13.9,9.09
55073,2018,71176.0,7.36,29.73,16.7,11.31
55075,2018,18712.0,5.86,40.33,13.7,11.06
55077,2018,6925.0,5.27,36.71,11.9,9.53
55078,2018,1624.0,8.37,20.81,18.53,2.59
55079,2018,458805.0,9.34,19.89,17.12,10.23
55081,2018,21524.0,6.67,30.6,16.31,11.08
55083,2018,18968.0,7.07,37.29,12.3,10.31
55085,2018,16687.0,6.33,21.81,17.29,16.68
55087,2018,99454.0,7.1,31.11,12.46,10.74
55089,2018,47039.0,9.51,25.4,15.11,10.5
55091,2018,3730.0,7.27,35.87,17.29,11.37
55093,2018,23534.0,10.18,31.69,12.02,11.74
55095,2018,21468.0,7.07,36.1,15.83,9.92
55097,2018,37825.0,11.47,22.32,12.6,12.62
55099,2018,6505.0,5.72,43.8,11.19,7.9
55101,2018,94656.0,6.29,29.94,14.59,11.26
