COUNTYFP,dissim.b,inter.bw,iso.b,dissim.h,inter.hw,iso.h,dissim.a,inter.aw,iso.a
12077,0.34,0.69,0.2,0.35,0.69,0.08,0.05,0.77,0.0
12079,0.35,0.46,0.46,0.33,0.51,0.06,0.69,0.48,0.04
12081,0.54,0.5,0.22,0.41,0.56,0.27,0.33,0.75,0.04
12083,0.48,0.54,0.27,0.32,0.64,0.17,0.46,0.71,0.04
12085,0.61,0.55,0.19,0.47,0.59,0.29,0.34,0.82,0.02
12086,0.74,0.07,0.54,0.47,0.12,0.78,0.45,0.19,0.04
12087,0.49,0.57,0.13,0.3,0.59,0.3,0.47,0.61,0.04
12089,0.25,0.84,0.08,0.33,0.83,0.06,0.55,0.86,0.03
12091,0.31,0.69,0.13,0.25,0.7,0.12,0.31,0.71,0.04
12093,0.55,0.5,0.19,0.42,0.52,0.36,0.48,0.62,0.02
12095,0.55,0.26,0.43,0.36,0.36,0.4,0.32,0.43,0.08
12097,0.44,0.25,0.14,0.4,0.26,0.59,0.41,0.32,0.04
12099,0.6,0.32,0.42,0.43,0.43,0.35,0.38,0.57,0.05
12101,0.44,0.65,0.1,0.27,0.7,0.18,0.43,0.68,0.05
12103,0.59,0.46,0.39,0.32,0.7,0.15,0.39,0.72,0.07
12105,0.43,0.47,0.28,0.33,0.53,0.29,0.42,0.61,0.04
12107,0.44,0.59,0.3,0.42,0.6,0.23,0.53,0.63,0.01
12109,0.47,0.73,0.15,0.18,0.82,0.08,0.35,0.82,0.05
12111,0.39,0.43,0.33,0.31,0.52,0.23,0.35,0.61,0.03
12113,0.38,0.75,0.12,0.22,0.8,0.07,0.21,0.82,0.02
12115,0.6,0.59,0.24,0.37,0.75,0.16,0.33,0.83,0.03
12117,0.35,0.51,0.21,0.23,0.58,0.24,0.28,0.61,0.06
12119,0.69,0.49,0.31,0.54,0.62,0.15,0.3,0.92,0.01
12121,0.43,0.66,0.21,0.26,0.72,0.11,0.24,0.81,0.0
12123,0.25,0.67,0.27,0.4,0.7,0.07,0.35,0.72,0.01
12125,0.22,0.67,0.25,0.12,0.69,0.06,0.44,0.69,0.01
12127,0.52,0.51,0.32,0.42,0.63,0.23,0.41,0.73,0.04
12129,0.3,0.74,0.2,0.26,0.77,0.04,0.46,0.86,0.01
12131,0.51,0.73,0.15,0.34,0.79,0.09,0.51,0.85,0.02
12133,0.41,0.68,0.25,0.25,0.75,0.04,0.34,0.76,0.01
13001,0.39,0.6,0.29,0.28,0.67,0.13,0.72,0.63,0.02
13003,0.24,0.53,0.22,0.11,0.56,0.25,0.0,0.0,0.0
13005,0.28,0.69,0.19,0.32,0.7,0.11,0.59,0.65,0.01
13007,0.19,0.51,0.41,0.04,0.56,0.04,0.46,0.47,0.05
13009,0.16,0.5,0.44,0.2,0.52,0.03,0.59,0.49,0.06
13011,0.33,0.88,0.05,0.28,0.87,0.09,0.41,0.9,0.02
13013,0.35,0.64,0.18,0.19,0.69,0.12,0.31,0.72,0.06
13015,0.39,0.7,0.16,0.28,0.72,0.11,0.51,0.74,0.02
13017,0.26,0.5,0.42,0.63,0.38,0.15,0.81,0.57,0.01
13019,0.37,0.77,0.19,0.37,0.83,0.09,0.64,0.9,0.01
13021,0.53,0.26,0.68,0.48,0.42,0.09,0.44,0.51,0.05
13023,0.29,0.62,0.34,0.5,0.53,0.06,0.59,0.65,0.01
13025,0.3,0.92,0.05,0.09,0.93,0.02,0.68,0.92,0.03
13027,0.34,0.5,0.41,0.41,0.51,0.1,0.87,0.36,0.05
13029,0.2,0.72,0.16,0.24,0.72,0.09,0.31,0.72,0.02
13031,0.31,0.56,0.35,0.37,0.58,0.06,0.27,0.61,0.02
13033,0.25,0.42,0.54,0.39,0.53,0.07,0.52,0.67,0.01
13035,0.35,0.59,0.37,0.23,0.68,0.04,0.19,0.67,0.01
13037,0.15,0.32,0.62,0.3,0.37,0.07,0.6,0.27,0.01
13039,0.17,0.68,0.21,0.36,0.67,0.1,0.37,0.67,0.03
13043,0.16,0.6,0.25,0.21,0.62,0.14,0.59,0.65,0.03
13045,0.3,0.62,0.25,0.35,0.61,0.11,0.39,0.65,0.01
13047,0.27,0.9,0.03,0.34,0.91,0.05,0.48,0.9,0.04
13049,0.34,0.53,0.32,0.34,0.52,0.11,0.03,0.68,0.01
13051,0.47,0.33,0.57,0.29,0.49,0.1,0.29,0.55,0.04
13053,0.23,0.58,0.25,0.23,0.58,0.2,0.37,0.58,0.05
13055,0.5,0.72,0.22,0.51,0.8,0.12,0.52,0.9,0.02
13057,0.3,0.75,0.09,0.34,0.73,0.16,0.33,0.78,0.03
13059,0.32,0.47,0.37,0.44,0.42,0.23,0.37,0.64,0.11
13061,0.0,0.3,0.68,0.0,0.0,0.0,0.0,0.3,0.01
13063,0.33,0.1,0.71,0.29,0.12,0.19,0.4,0.12,0.11
13065,0.22,0.62,0.32,0.12,0.69,0.06,0.15,0.7,0.01
13067,0.44,0.4,0.38,0.43,0.41,0.21,0.3,0.56,0.1
13069,0.33,0.51,0.36,0.26,0.57,0.15,0.61,0.73,0.05
13071,0.47,0.44,0.38,0.21,0.56,0.23,0.35,0.63,0.02
13073,0.29,0.64,0.21,0.37,0.63,0.1,0.29,0.73,0.06
13075,0.16,0.62,0.3,0.23,0.63,0.07,0.45,0.63,0.01
13077,0.42,0.58,0.29,0.33,0.63,0.1,0.5,0.66,0.04
13079,0.46,0.61,0.37,0.19,0.8,0.02,0.77,0.65,0.01
13081,0.22,0.47,0.47,0.31,0.55,0.06,0.68,0.43,0.03
13083,0.28,0.93,0.01,0.12,0.94,0.02,0.4,0.94,0.02
13085,0.25,0.92,0.01,0.16,0.92,0.05,0.26,0.93,0.01
13087,0.35,0.43,0.5,0.46,0.48,0.14,0.74,0.48,0.01
13089,0.72,0.13,0.77,0.58,0.29,0.33,0.47,0.38,0.19
13091,0.17,0.63,0.3,0.18,0.65,0.04,0.5,0.63,0.01
13093,0.0,0.43,0.49,0.13,0.42,0.08,0.72,0.4,0.01
13095,0.48,0.2,0.76,0.35,0.35,0.05,0.55,0.36,0.04
13097,0.31,0.36,0.51,0.34,0.39,0.13,0.44,0.38,0.03
13099,0.28,0.4,0.57,0.6,0.54,0.1,0.73,0.37,0.02
13101,0.34,0.69,0.06,0.17,0.67,0.27,0.0,0.0,0.0
13103,0.27,0.74,0.18,0.32,0.76,0.07,0.43,0.76,0.02
13105,0.24,0.58,0.35,0.36,0.61,0.08,0.73,0.66,0.0
13107,0.26,0.54,0.39,0.34,0.51,0.06,0.75,0.62,0.0
13109,0.3,0.52,0.35,0.35,0.53,0.16,0.28,0.53,0.01
13111,0.5,0.94,0.01,0.2,0.95,0.03,0.53,0.94,0.02
13113,0.47,0.48,0.37,0.35,0.59,0.11,0.31,0.62,0.07
13115,0.49,0.55,0.27,0.48,0.56,0.21,0.53,0.64,0.03
13117,0.42,0.67,0.06,0.31,0.69,0.15,0.46,0.62,0.24
13119,0.34,0.79,0.14,0.33,0.79,0.07,0.39,0.85,0.01
13121,0.73,0.16,0.75,0.46,0.41,0.17,0.46,0.52,0.21
13123,0.23,0.84,0.0,0.35,0.82,0.16,0.46,0.92,0.01
13125,0.0,0.87,0.09,0.0,0.87,0.02,0.0,0.0,0.0
13127,0.51,0.44,0.43,0.37,0.55,0.08,0.41,0.6,0.03
13129,0.46,0.7,0.07,0.43,0.68,0.24,0.52,0.72,0.02
13131,0.3,0.53,0.34,0.32,0.54,0.15,0.45,0.56,0.01
13133,0.39,0.46,0.46,0.47,0.46,0.1,0.28,0.71,0.02
13135,0.35,0.34,0.34,0.48,0.28,0.34,0.36,0.37,0.17
13137,0.33,0.75,0.05,0.39,0.67,0.25,0.37,0.76,0.04
13139,0.43,0.49,0.14,0.52,0.41,0.47,0.37,0.57,0.03
13141,0.21,0.23,0.73,0.29,0.21,0.02,0.2,0.32,0.02
13143,0.28,0.89,0.06,0.38,0.88,0.03,0.47,0.89,0.02
13145,0.17,0.75,0.18,0.2,0.79,0.04,0.24,0.77,0.02
13147,0.32,0.69,0.24,0.54,0.69,0.09,0.34,0.7,0.02
13149,0.23,0.83,0.11,0.5,0.81,0.06,0.75,0.81,0.02
13151,0.37,0.37,0.5,0.34,0.42,0.09,0.46,0.36,0.07
13153,0.23,0.52,0.36,0.25,0.55,0.09,0.34,0.58,0.05
13155,0.32,0.6,0.38,0.05,0.68,0.01,0.35,0.59,0.01
13157,0.3,0.79,0.1,0.2,0.81,0.09,0.34,0.83,0.03
13159,0.23,0.71,0.25,0.31,0.76,0.07,0.43,0.69,0.0
13161,0.41,0.64,0.24,0.12,0.7,0.12,0.46,0.81,0.01
13163,0.2,0.39,0.56,0.3,0.4,0.05,0.4,0.45,0.0
13165,0.11,0.55,0.34,0.02,0.56,0.08,0.18,0.54,0.01
13167,0.46,0.51,0.48,0.55,0.84,0.07,0.52,0.49,0.0
13169,0.26,0.68,0.29,0.22,0.71,0.02,0.42,0.76,0.02
13171,0.34,0.58,0.36,0.07,0.66,0.02,0.55,0.56,0.02
13173,0.21,0.65,0.27,0.18,0.66,0.06,0.02,0.7,0.0
13175,0.35,0.47,0.48,0.39,0.61,0.05,0.54,0.62,0.03
13177,0.13,0.71,0.22,0.21,0.71,0.03,0.3,0.72,0.04
13179,0.27,0.35,0.45,0.22,0.37,0.15,0.32,0.39,0.03
13181,0.15,0.65,0.33,0.26,0.7,0.02,0.58,0.59,0.0
13183,0.01,0.59,0.24,0.32,0.54,0.14,0.3,0.55,0.01
13185,0.49,0.37,0.55,0.25,0.58,0.07,0.29,0.63,0.03
13187,0.28,0.9,0.03,0.23,0.9,0.06,0.44,0.92,0.01
13189,0.33,0.46,0.48,0.27,0.49,0.04,0.39,0.72,0.01
13191,0.24,0.57,0.38,0.23,0.59,0.01,0.71,0.47,0.04
13193,0.2,0.31,0.62,0.22,0.33,0.05,0.56,0.44,0.02
13195,0.38,0.77,0.13,0.36,0.79,0.08,0.62,0.78,0.04
13197,0.67,0.36,0.55,0.23,0.59,0.07,0.28,0.85,0.02
13199,0.21,0.52,0.43,0.17,0.57,0.02,0.65,0.54,0.02
13201,0.34,0.6,0.38,0.01,0.72,0.01,0.0,0.0,0.0
13205,0.29,0.4,0.54,0.4,0.52,0.08,0.44,0.46,0.01
13207,0.32,0.65,0.3,0.35,0.69,0.04,0.43,0.83,0.02
13209,0.39,0.54,0.34,0.43,0.53,0.09,0.29,0.57,0.0
13211,0.37,0.64,0.32,0.41,0.8,0.06,0.89,0.89,0.0
13213,0.43,0.8,0.02,0.21,0.8,0.18,0.51,0.87,0.01
13215,0.6,0.24,0.66,0.31,0.46,0.13,0.38,0.54,0.06
13217,0.35,0.38,0.52,0.43,0.38,0.08,0.43,0.46,0.02
13219,0.07,0.84,0.06,0.26,0.82,0.07,0.22,0.84,0.05
13221,0.07,0.76,0.18,0.41,0.75,0.07,0.65,0.75,0.01
13223,0.28,0.67,0.23,0.21,0.71,0.07,0.49,0.71,0.02
13225,0.48,0.33,0.58,0.62,0.37,0.19,0.25,0.56,0.02
13227,0.49,0.87,0.03,0.29,0.87,0.04,0.38,0.87,0.01
13229,0.22,0.83,0.11,0.22,0.83,0.07,0.0,0.0,0.0
13231,0.27,0.84,0.13,0.23,0.87,0.02,0.34,0.9,0.01
13233,0.26,0.7,0.15,0.39,0.65,0.21,0.68,0.81,0.01
13235,0.04,0.59,0.35,0.22,0.59,0.05,0.87,0.65,0.01
13237,0.53,0.47,0.43,0.49,0.5,0.1,0.65,0.53,0.05
13239,0.0,0.38,0.52,0.0,0.38,0.0,0.0,0.38,0.06
13241,0.29,0.85,0.02,0.12,0.87,0.09,0.68,0.83,0.03
13243,0.18,0.33,0.65,0.64,0.47,0.05,0.0,0.0,0.0
13245,0.45,0.25,0.67,0.34,0.38,0.08,0.46,0.43,0.06
13247,0.28,0.3,0.56,0.43,0.27,0.23,0.39,0.32,0.03
13249,0.18,0.63,0.32,0.16,0.67,0.06,0.0,0.0,0.0
13251,0.14,0.53,0.43,0.16,0.56,0.02,0.53,0.51,0.02
13253,0.45,0.47,0.46,0.45,0.52,0.04,0.77,0.35,0.02
13255,0.46,0.45,0.47,0.42,0.49,0.06,0.52,0.71,0.03
13257,0.34,0.72,0.18,0.36,0.7,0.06,0.72,0.85,0.01
13259,0.03,0.25,0.56,0.36,0.23,0.25,0.31,0.23,0.03
13261,0.28,0.36,0.57,0.24,0.42,0.07,0.56,0.33,0.03
13263,0.17,0.39,0.59,0.44,0.39,0.01,0.31,0.39,0.01
13265,0.0,0.33,0.65,0.0,0.33,0.02,0.0,0.33,0.0
13267,0.28,0.53,0.33,0.41,0.5,0.16,0.57,0.48,0.0
13269,0.15,0.55,0.4,0.55,0.51,0.06,0.24,0.53,0.02
13271,0.16,0.46,0.4,0.36,0.43,0.16,0.37,0.42,0.0
13273,0.44,0.27,0.68,0.51,0.65,0.11,0.72,0.26,0.06
13275,0.34,0.5,0.44,0.3,0.59,0.06,0.54,0.59,0.0
13277,0.56,0.34,0.53,0.43,0.51,0.19,0.43,0.69,0.04
13279,0.17,0.59,0.28,0.21,0.59,0.13,0.79,0.55,0.05
13281,0.45,0.93,0.02,0.52,0.92,0.03,0.38,0.96,0.01
13283,0.32,0.64,0.35,0.35,0.84,0.04,0.0,0.0,0.0
13285,0.34,0.48,0.44,0.26,0.55,0.04,0.53,0.5,0.05
13287,0.38,0.46,0.52,0.11,0.64,0.02,0.49,0.78,0.02
13289,0.16,0.54,0.44,0.39,0.61,0.01,0.61,0.48,0.0
13291,0.4,0.94,0.01,0.26,0.92,0.04,0.28,0.92,0.01
13293,0.41,0.55,0.4,0.5,0.58,0.06,0.65,0.76,0.01
13295,0.24,0.89,0.05,0.37,0.9,0.04,0.55,0.87,0.03
13297,0.38,0.66,0.28,0.28,0.76,0.06,0.41,0.78,0.02
13299,0.31,0.52,0.42,0.54,0.59,0.12,0.66,0.68,0.06
13301,0.11,0.37,0.62,0.43,0.43,0.01,0.57,0.32,0.02
13303,0.11,0.42,0.54,0.41,0.4,0.04,0.44,0.53,0.02
13305,0.48,0.57,0.31,0.34,0.63,0.08,0.68,0.63,0.01
13307,0.02,0.49,0.4,0.01,0.5,0.1,0.0,0.0,0.0
13309,0.1,0.55,0.43,0.25,0.54,0.02,0.0,0.0,0.0
13311,0.33,0.92,0.02,0.1,0.92,0.03,0.47,0.92,0.01
13313,0.43,0.5,0.06,0.43,0.46,0.48,0.51,0.6,0.04
13315,0.35,0.5,0.44,0.32,0.56,0.06,0.0,0.0,0.0
13317,0.25,0.46,0.47,0.36,0.51,0.09,0.48,0.43,0.02
13319,0.11,0.56,0.4,0.34,0.53,0.04,0.0,0.0,0.0
13321,0.2,0.63,0.32,0.58,0.74,0.07,0.7,0.6,0.01
15001,0.37,0.35,0.01,0.24,0.3,0.16,0.33,0.27,0.27
15003,0.43,0.31,0.09,0.34,0.2,0.13,0.45,0.14,0.51
15005,0.0,0.21,0.03,0.0,0.21,0.03,0.0,0.21,0.28
15007,0.4,0.29,0.01,0.25,0.29,0.12,0.35,0.25,0.38
15009,0.49,0.27,0.01,0.29,0.32,0.13,0.51,0.21,0.39
16001,0.51,0.81,0.03,0.26,0.81,0.11,0.3,0.84,0.04
16003,0.36,0.94,0.0,0.14,0.92,0.04,0.0,0.0,0.0
16005,0.55,0.83,0.02,0.2,0.82,0.1,0.44,0.83,0.03
16007,0.01,0.94,0.0,0.13,0.93,0.04,0.14,0.94,0.01
16009,0.5,0.76,0.0,0.35,0.79,0.05,0.28,0.92,0.01
16011,0.87,0.73,0.02,0.23,0.7,0.22,0.53,0.73,0.02
16013,0.58,0.87,0.01,0.3,0.71,0.27,0.19,0.77,0.01
16015,0.0,0.91,0.0,0.0,0.91,0.04,0.0,0.91,0.01
16017,0.62,0.92,0.01,0.22,0.93,0.04,0.39,0.94,0.01
16019,0.61,0.77,0.02,0.25,0.79,0.16,0.36,0.82,0.02
16021,0.39,0.89,0.0,0.22,0.9,0.06,0.29,0.92,0.01
16023,0.0,0.97,0.0,0.0,0.97,0.03,0.0,0.0,0.0
16025,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0
16027,0.43,0.71,0.01,0.26,0.65,0.31,0.29,0.74,0.01
16029,0.0,0.0,0.0,0.34,0.91,0.08,0.61,0.93,0.0
16031,0.63,0.68,0.01,0.21,0.65,0.32,0.39,0.69,0.01
16033,0.0,0.43,0.01,0.0,0.43,0.47,0.0,0.0,0.0
16035,0.04,0.91,0.0,0.16,0.9,0.05,0.36,0.89,0.0
16037,0.0,0.91,0.0,0.0,0.91,0.04,0.0,0.0,0.0
16039,0.17,0.72,0.03,0.22,0.71,0.19,0.4,0.71,0.06
16041,0.51,0.92,0.0,0.06,0.91,0.07,0.01,0.91,0.0
16043,0.45,0.81,0.01,0.17,0.83,0.15,0.37,0.86,0.0
16045,0.0,0.0,0.0,0.25,0.85,0.11,0.28,0.9,0.01
16047,0.54,0.62,0.0,0.15,0.67,0.3,0.46,0.74,0.01
16049,0.54,0.94,0.01,0.2,0.9,0.04,0.56,0.91,0.01
16051,0.6,0.81,0.0,0.17,0.85,0.13,0.6,0.82,0.01
16053,0.75,0.57,0.0,0.13,0.61,0.37,0.41,0.66,0.01
16055,0.51,0.92,0.01,0.19,0.9,0.05,0.4,0.88,0.02
16057,0.32,0.87,0.01,0.34,0.86,0.06,0.17,0.88,0.03
16059,0.36,0.92,0.0,0.18,0.93,0.04,0.0,0.0,0.0
16061,0.13,0.83,0.0,0.12,0.83,0.05,0.36,0.81,0.02
16063,0.0,0.0,0.0,0.0,0.67,0.3,0.0,0.67,0.0
16065,0.71,0.85,0.02,0.11,0.88,0.08,0.34,0.87,0.02
16067,0.45,0.58,0.0,0.12,0.61,0.36,0.45,0.58,0.01
16069,0.71,0.87,0.01,0.27,0.84,0.05,0.35,0.87,0.01
16071,0.0,0.93,0.0,0.0,0.93,0.04,0.0,0.0,0.0
16073,0.64,0.7,0.01,0.21,0.66,0.3,0.3,0.68,0.0
16075,0.37,0.79,0.01,0.12,0.78,0.19,0.59,0.8,0.02
16077,0.69,0.84,0.0,0.26,0.56,0.4,0.0,0.0,0.0
16079,0.31,0.92,0.01,0.18,0.91,0.04,0.62,0.89,0.0
16081,0.0,0.81,0.0,0.0,0.81,0.17,0.0,0.81,0.0
16083,0.51,0.74,0.02,0.18,0.77,0.19,0.47,0.79,0.04
16085,0.57,0.97,0.0,0.36,0.97,0.03,0.69,0.98,0.01
16087,0.35,0.76,0.0,0.19,0.76,0.2,0.38,0.77,0.01
17001,0.47,0.85,0.09,0.43,0.89,0.03,0.36,0.92,0.01
17003,0.61,0.4,0.54,0.49,0.46,0.02,0.68,0.81,0.0
17005,0.55,0.78,0.13,0.26,0.84,0.04,0.56,0.78,0.02
17007,0.33,0.74,0.03,0.33,0.67,0.28,0.17,0.77,0.02
17009,0.49,0.6,0.32,0.39,0.64,0.06,0.49,0.6,0.01
17011,0.5,0.83,0.02,0.44,0.78,0.18,0.42,0.84,0.02
17013,0.5,0.94,0.01,0.5,0.94,0.02,0.5,0.94,0.02
17015,0.57,0.89,0.03,0.2,0.92,0.04,0.44,0.9,0.01
17017,0.44,0.65,0.06,0.45,0.63,0.31,0.58,0.89,0.01
17019,0.46,0.55,0.26,0.32,0.62,0.08,0.5,0.56,0.24
17021,0.59,0.91,0.04,0.37,0.94,0.03,0.58,0.9,0.02
17023,0.43,0.95,0.01,0.2,0.97,0.02,0.57,0.95,0.01
17025,0.38,0.97,0.01,0.56,0.95,0.05,0.54,0.96,0.01
17027,0.55,0.82,0.11,0.31,0.88,0.04,0.44,0.94,0.02
17029,0.4,0.82,0.08,0.38,0.85,0.04,0.52,0.83,0.03
17031,0.79,0.14,0.71,0.58,0.29,0.53,0.44,0.51,0.21
17033,0.71,0.71,0.2,0.42,0.79,0.06,0.66,0.92,0.02
17035,0.49,0.96,0.0,0.3,0.96,0.01,0.29,0.97,0.0
17037,0.55,0.6,0.21,0.21,0.75,0.13,0.5,0.65,0.05
17039,0.8,0.91,0.02,0.37,0.93,0.05,0.8,0.91,0.0
17041,0.43,0.88,0.01,0.55,0.78,0.2,0.53,0.93,0.02
17043,0.41,0.59,0.09,0.44,0.54,0.28,0.37,0.61,0.18
17045,0.23,0.98,0.0,0.5,0.95,0.02,0.35,0.97,0.02
17047,0.46,0.95,0.01,0.3,0.96,0.02,0.51,0.95,0.01
17049,0.37,0.94,0.01,0.53,0.9,0.05,0.68,0.87,0.03
17051,0.76,0.75,0.19,0.62,0.79,0.05,0.57,0.96,0.02
17053,0.43,0.91,0.02,0.41,0.91,0.06,0.54,0.9,0.01
17055,0.41,0.96,0.01,0.3,0.95,0.02,0.57,0.94,0.01
17057,0.74,0.7,0.18,0.46,0.78,0.07,0.65,0.91,0.0
17059,0.45,0.96,0.0,0.16,0.96,0.02,0.55,0.95,0.01
17061,0.44,0.96,0.03,0.41,0.96,0.01,0.84,0.95,0.01
17063,0.27,0.84,0.02,0.25,0.83,0.12,0.31,0.86,0.01
17065,0.64,0.96,0.01,0.27,0.96,0.03,0.73,0.98,0.02
17067,0.41,0.96,0.02,0.44,0.95,0.03,0.46,0.95,0.01
17069,0.08,0.94,0.03,0.51,0.92,0.03,0.51,0.92,0.0
17071,0.27,0.96,0.0,0.09,0.96,0.02,0.32,0.96,0.01
17073,0.5,0.85,0.05,0.41,0.85,0.1,0.44,0.89,0.01
17075,0.31,0.9,0.02,0.35,0.84,0.13,0.26,0.9,0.0
17077,0.4,0.62,0.24,0.32,0.69,0.06,0.43,0.68,0.06
17079,0.25,0.96,0.01,0.51,0.97,0.01,0.71,0.95,0.0
17081,0.6,0.68,0.24,0.48,0.76,0.06,0.47,0.82,0.03
17083,0.53,0.95,0.02,0.21,0.96,0.02,0.52,0.95,0.0
17085,0.14,0.95,0.01,0.43,0.92,0.06,0.38,0.96,0.01
17087,0.94,0.23,0.65,0.59,0.49,0.08,0.53,0.75,0.01
17089,0.54,0.41,0.1,0.58,0.34,0.54,0.38,0.61,0.08
17091,0.59,0.42,0.42,0.34,0.64,0.14,0.49,0.7,0.02
17093,0.28,0.67,0.08,0.16,0.68,0.2,0.31,0.68,0.05
17095,0.44,0.72,0.18,0.38,0.76,0.09,0.55,0.8,0.04
17097,0.62,0.38,0.19,0.56,0.39,0.42,0.39,0.64,0.15
17099,0.61,0.79,0.12,0.32,0.81,0.15,0.38,0.85,0.01
17101,0.73,0.66,0.26,0.42,0.78,0.06,0.68,0.86,0.01
17103,0.59,0.73,0.14,0.33,0.8,0.09,0.29,0.87,0.01
17105,0.64,0.77,0.14,0.27,0.87,0.06,0.57,0.83,0.02
17107,0.68,0.67,0.22,0.39,0.77,0.06,0.5,0.88,0.02
17109,0.58,0.74,0.14,0.5,0.77,0.06,0.44,0.85,0.05
17111,0.42,0.78,0.03,0.27,0.76,0.18,0.42,0.8,0.05
17113,0.39,0.72,0.14,0.36,0.73,0.09,0.48,0.74,0.11
17115,0.53,0.56,0.32,0.4,0.69,0.04,0.51,0.74,0.04
17117,0.51,0.94,0.02,0.32,0.95,0.02,0.64,0.95,0.02
17119,0.49,0.67,0.26,0.35,0.82,0.05,0.46,0.86,0.02
17121,0.59,0.8,0.12,0.37,0.86,0.03,0.48,0.87,0.01
17123,0.61,0.93,0.01,0.46,0.91,0.07,0.23,0.94,0.0
17125,0.36,0.96,0.02,0.26,0.96,0.02,0.39,0.96,0.0
17127,0.22,0.87,0.07,0.17,0.88,0.03,0.5,0.88,0.0
17129,0.4,0.96,0.01,0.1,0.96,0.02,0.2,0.95,0.01
17131,0.36,0.95,0.01,0.17,0.95,0.03,0.37,0.95,0.01
17133,0.42,0.97,0.0,0.31,0.95,0.03,0.49,0.96,0.02
17135,0.64,0.81,0.16,0.26,0.89,0.02,0.65,0.94,0.0
17137,0.59,0.76,0.16,0.47,0.79,0.04,0.43,0.93,0.02
17139,0.43,0.96,0.01,0.18,0.96,0.02,0.67,0.97,0.01
17141,0.41,0.75,0.03,0.46,0.77,0.19,0.39,0.85,0.01
17143,0.62,0.44,0.42,0.43,0.57,0.08,0.49,0.72,0.1
17145,0.56,0.74,0.19,0.32,0.8,0.04,0.41,0.8,0.01
17147,0.36,0.96,0.01,0.25,0.96,0.02,0.57,0.95,0.01
17149,0.43,0.95,0.03,0.26,0.95,0.02,0.43,0.97,0.01
17151,0.02,0.91,0.05,0.48,0.89,0.04,0.31,0.92,0.01
17153,0.31,0.59,0.36,0.13,0.69,0.03,0.26,0.6,0.0
17155,0.49,0.92,0.01,0.07,0.92,0.05,0.49,0.92,0.01
17157,0.69,0.61,0.32,0.43,0.75,0.05,0.4,0.85,0.01
17159,0.68,0.94,0.04,0.62,0.93,0.05,0.24,0.95,0.01
17161,0.46,0.56,0.24,0.34,0.64,0.2,0.52,0.67,0.08
17163,0.56,0.33,0.61,0.39,0.57,0.22,0.45,0.68,0.03
17165,0.28,0.89,0.04,0.31,0.9,0.03,0.62,0.88,0.02
17167,0.55,0.58,0.34,0.35,0.75,0.04,0.46,0.78,0.04
17169,0.35,0.86,0.11,0.69,0.82,0.01,0.0,0.0,0.0
17171,0.34,0.98,0.0,0.54,0.96,0.03,0.12,0.97,0.0
17173,0.69,0.95,0.03,0.28,0.97,0.02,0.62,0.98,0.0
17175,0.47,0.95,0.01,0.03,0.96,0.02,0.06,0.96,0.01
17177,0.56,0.67,0.23,0.42,0.75,0.08,0.45,0.82,0.02
17179,0.58,0.88,0.07,0.32,0.92,0.04,0.41,0.93,0.02
17181,0.47,0.89,0.03,0.3,0.89,0.07,0.49,0.89,0.01
17183,0.66,0.51,0.38,0.51,0.68,0.11,0.52,0.8,0.03
17185,0.5,0.93,0.02,0.15,0.94,0.03,0.13,0.94,0.01
17187,0.43,0.73,0.05,0.44,0.74,0.15,0.55,0.72,0.06
17189,0.21,0.96,0.01,0.07,0.96,0.01,0.39,0.95,0.0
17191,0.48,0.93,0.04,0.27,0.97,0.01,0.33,0.95,0.0
17193,0.18,0.96,0.01,0.35,0.95,0.03,0.35,0.97,0.01
17195,0.48,0.76,0.04,0.47,0.73,0.23,0.57,0.79,0.02
17197,0.56,0.42,0.29,0.45,0.5,0.29,0.54,0.58,0.15
17199,0.42,0.86,0.07,0.35,0.87,0.04,0.49,0.88,0.03
17201,0.56,0.46,0.3,0.44,0.54,0.22,0.47,0.68,0.07
17203,0.3,0.95,0.01,0.22,0.95,0.02,0.4,0.96,0.01
18001,0.56,0.91,0.03,0.28,0.91,0.06,0.37,0.94,0.01
18003,0.57,0.47,0.29,0.47,0.56,0.14,0.55,0.57,0.11
18005,0.43,0.78,0.04,0.34,0.79,0.11,0.45,0.75,0.14
18007,0.25,0.92,0.01,0.24,0.91,0.07,0.36,0.91,0.0
18009,0.73,0.98,0.01,0.34,0.95,0.02,0.72,0.95,0.01
18011,0.38,0.88,0.04,0.26,0.9,0.04,0.47,0.87,0.05
18013,0.4,0.96,0.02,0.25,0.95,0.02,0.43,0.95,0.01
18015,0.58,0.93,0.01,0.58,0.86,0.12,0.71,0.94,0.01
18017,0.56,0.73,0.03,0.47,0.69,0.26,0.47,0.76,0.05
18019,0.46,0.75,0.14,0.29,0.8,0.08,0.63,0.81,0.03
18021,0.47,0.95,0.02,0.43,0.95,0.01,0.53,0.97,0.01
18023,0.49,0.71,0.02,0.45,0.69,0.29,0.42,0.81,0.01
18025,0.28,0.96,0.0,0.01,0.96,0.01,0.0,0.0,0.0
18027,0.72,0.74,0.06,0.61,0.73,0.18,0.62,0.98,0.01
18029,0.53,0.96,0.02,0.33,0.96,0.02,0.66,0.96,0.02
18031,0.46,0.94,0.01,0.45,0.94,0.04,0.57,0.93,0.04
18033,0.37,0.95,0.0,0.22,0.94,0.04,0.35,0.96,0.01
