COUNTYFP,cntT,cntTimeDrive,avTimeDrive,pctTimeDrive
01001,12,10.0,15.27,0.83
01003,31,26.0,17.58,0.84
01005,9,6.0,22.62,0.67
01007,4,1.0,25.46,0.25
01009,9,4.0,31.33,0.44
01011,3,3.0,15.99,1.0
01013,9,8.0,13.65,0.89
01015,31,29.0,12.91,0.94
01017,9,7.0,15.19,0.78
01019,6,6.0,14.1,1.0
01021,9,9.0,15.86,1.0
01023,4,3.0,23.11,0.75
01025,9,5.0,29.46,0.56
01027,4,3.0,19.73,0.75
01029,4,3.0,31.48,0.75
01031,14,12.0,16.09,0.86
01033,14,14.0,10.31,1.0
01035,5,4.0,23.48,0.8
01037,3,2.0,28.5,0.67
01039,14,13.0,13.5,0.93
01041,6,3.0,23.09,0.5
01043,18,16.0,17.6,0.89
01045,14,14.0,14.33,1.0
01047,15,14.0,14.4,0.93
01049,14,10.0,20.53,0.71
01051,15,12.0,20.27,0.8
01053,9,9.0,12.35,1.0
01055,30,30.0,11.41,1.0
01057,5,4.0,18.41,0.8
01059,9,8.0,16.5,0.89
01061,6,5.0,19.98,0.83
01063,3,3.0,18.98,1.0
01065,6,5.0,19.29,0.83
01067,6,1.0,37.58,0.17
01069,22,21.0,11.73,0.95
01071,11,7.0,25.46,0.64
01073,163,157.0,12.25,0.96
01075,3,0.0,36.41,0.0
01077,22,18.0,16.55,0.82
01079,9,9.0,14.82,1.0
01081,27,27.0,14.92,1.0
01083,16,15.0,13.82,0.94
01085,4,1.0,39.43,0.25
01087,12,9.0,20.18,0.75
01089,73,69.0,10.9,0.95
01091,6,3.0,27.24,0.5
01093,8,8.0,15.18,1.0
01095,18,15.0,18.51,0.83
01097,115,103.0,13.63,0.9
01099,7,4.0,25.88,0.57
01101,65,63.0,9.75,0.97
01103,27,23.0,15.07,0.85
01105,3,0.0,37.56,0.0
01107,5,4.0,19.96,0.8
01109,8,6.0,18.22,0.75
01111,6,4.0,22.28,0.67
01113,13,11.0,13.82,0.85
01115,13,6.0,27.05,0.46
01117,48,42.0,17.16,0.88
01119,4,2.0,29.06,0.5
01121,22,22.0,12.26,1.0
01123,10,9.0,15.79,0.9
01125,47,45.0,11.47,0.96
01127,18,11.0,24.64,0.61
01129,5,3.0,28.53,0.6
01131,4,3.0,22.13,0.75
01133,7,2.0,32.61,0.29
02013,1,,,
02016,2,2.0,0.0,1.0
