"ZCTA","minDisMH","timeDrive","countDrive"
40078,21.25,32.22,0
50635,20.19,32.23,0
30817,15.03,32.23,0
4664,17.13,32.23,0
89427,32.7,32.24,0
97021,22.02,32.24,0
43330,19.07,32.24,0
31798,16.76,32.24,0
76648,23.81,32.24,0
62962,12.86,32.24,0
97813,22.7,32.24,0
72039,18.91,32.24,0
24459,16.74,32.25,0
61257,20.59,32.25,0
95554,16.48,32.25,0
47616,23.59,32.25,0
67861,33.3,32.26,0
89451,12.95,32.27,0
78621,21.85,32.27,0
52765,25.15,32.27,0
13661,28.84,32.28,0
48137,13.79,32.28,0
84331,22.37,32.28,0
42083,9.24,32.28,0
38564,14,32.29,0
96738,11.26,32.29,0
64762,16.64,32.29,0
31805,19.91,32.3,0
84001,15.31,32.3,0
38953,11.48,32.3,0
17864,16.69,32.3,0
38477,11.83,32.31,0
42343,21.34,32.31,0
55956,19.69,32.32,0
13332,21.42,32.32,0
26717,7.75,32.32,0
45767,14.4,32.32,0
36258,13.43,32.32,0
31829,17.07,32.32,0
72454,18.01,32.32,0
12197,15.69,32.32,0
33922,12.64,32.33,0
48848,16.39,32.33,0
18451,13.41,32.33,0
62478,18.84,32.33,0
77969,15.57,32.33,0
47449,12.92,32.33,0
39813,17.48,32.34,0
61532,16.64,32.34,0
48440,10.74,32.34,0
36567,23.38,32.34,0
42350,22.01,32.34,0
39108,17.62,32.34,0
40856,11.82,32.34,0
32462,21.29,32.34,0
29655,19.51,32.35,0
51365,19.1,32.35,0
64040,18.58,32.35,0
66424,17.19,32.35,0
50070,19.33,32.35,0
36346,16.47,32.35,0
63438,19.97,32.35,0
28460,18.25,32.36,0
52588,22.97,32.36,0
50595,24.7,32.36,0
26801,9.55,32.37,0
4496,15.96,32.38,0
25103,17.29,32.39,0
40170,17.73,32.39,0
95313,15.45,32.4,0
95536,24.93,32.4,0
79355,18.13,32.4,0
68659,29.8,32.41,0
68854,25.38,32.41,0
72645,21.01,32.41,0
78676,13.69,32.41,0
56149,30.04,32.41,0
85920,23.92,32.41,0
74867,14.07,32.41,0
59231,21.33,32.42,0
49657,14.89,32.42,0
68711,32.03,32.42,0
14065,13.34,32.42,0
51449,20.98,32.42,0
24879,16.47,32.42,0
76258,19.13,32.43,0
4061,11.7,32.43,0
37181,19.41,32.43,0
56218,12.82,32.43,0
15710,18.5,32.44,0
14815,15.78,32.44,0
39358,14.43,32.44,0
72026,17.43,32.44,0
32449,18.6,32.44,0
49329,24.4,32.44,0
37809,13.07,32.45,0
97016,17.64,32.45,0
56678,17.03,32.45,0
92385,9.08,32.46,0
72338,18.27,32.46,0
38387,15.52,32.46,0
52630,18.41,32.47,0
40979,15.96,32.47,0
25503,18.71,32.47,0
23066,18.87,32.47,0
22730,13.09,32.47,0
30441,19.01,32.47,0
30823,20.62,32.47,0
29682,15.97,32.47,0
36353,9.58,32.48,0
4624,13.25,32.48,0
68926,24.23,32.48,0
61417,15.75,32.48,0
66524,22.25,32.48,0
29569,21.42,32.49,0
39464,13.75,32.49,0
70436,23.58,32.49,0
67004,22.36,32.5,0
87059,10.46,32.5,0
8321,18.53,32.5,0
66714,16.87,32.5,0
13810,15.25,32.5,0
63820,17.84,32.51,0
82051,20.38,32.51,0
72045,12.56,32.51,0
35031,13.36,32.51,0
32141,21.04,32.51,0
31312,11.38,32.51,0
33837,13.86,32.52,0
54876,17.36,32.52,0
29426,19.69,32.53,0
30439,19.46,32.53,0
41604,13.99,32.53,0
64781,16.41,32.54,0
78612,22.66,32.55,0
81090,27.58,32.55,0
98392,13,32.55,0
28575,6.62,32.56,0
74570,23.32,32.56,0
36859,18.33,32.56,0
65258,21.28,32.56,0
16373,14.21,32.56,0
77369,23.55,32.56,0
83012,22.49,32.57,0
25268,18.05,32.57,0
76431,18.47,32.57,0
76557,17.75,32.58,0
24539,11.8,32.58,0
75482,20.66,32.58,0
55742,24.14,32.58,0
54473,16.38,32.59,0
97462,24.7,32.59,0
21814,14.71,32.59,0
73004,10.47,32.59,0
36535,15.2,32.6,0
61480,17.87,32.6,0
38425,15.01,32.6,0
79088,31.3,32.6,0
71343,22.64,32.61,0
23032,20.69,32.61,0
24485,20.3,32.61,0
62001,19.34,32.61,0
98346,10.88,32.61,0
54004,16.46,32.61,0
49791,28.6,32.62,0
76573,16.42,32.62,0
43511,15.49,32.62,0
13026,18.08,32.62,0
49241,16.78,32.62,0
62859,23.75,32.62,0
32696,18.97,32.62,0
70661,20.81,32.63,0
66716,24.74,32.63,0
93554,20.63,32.64,0
49826,27.07,32.64,0
13040,17.38,32.64,0
69221,32.2,32.64,0
29645,13.91,32.65,0
75450,22.21,32.65,0
36505,16.3,32.66,0
49853,16.25,32.66,0
56028,16.89,32.66,0
18830,18.4,32.66,0
1026,19.52,32.67,0
42021,19.83,32.67,0
68792,23.09,32.67,0
74941,16.2,32.67,0
61024,19.33,32.67,0
71859,16.66,32.67,0
75424,19.71,32.68,0
62320,19.99,32.68,0
3781,8.52,32.68,0
29146,18.75,32.68,0
67142,16.54,32.68,0
32440,12.52,32.68,0
68920,25.59,32.68,0
15622,16.95,32.69,0
74826,10.91,32.69,0
20606,7.79,32.69,0
4411,12.22,32.7,0
81253,21.44,32.7,0
23924,12.46,32.7,0
68936,29.31,32.7,0
38361,9.73,32.7,0
79540,20.42,32.7,0
26237,14.22,32.7,0
47042,21.72,32.7,0
49274,11.28,32.7,0
59079,29.14,32.71,0
31323,16.35,32.71,0
13402,21.82,32.71,0
60530,15.33,32.71,0
28733,9.94,32.71,0
78056,22.46,32.71,0
57321,13.14,32.72,0
49649,17.27,32.72,0
72749,14.02,32.72,0
54862,30.98,32.72,0
28516,22.34,32.72,0
56013,21.41,32.72,0
53001,19.09,32.73,0
14145,20.7,32.74,0
68445,23.03,32.74,0
50642,25.33,32.74,0
67853,23.81,32.74,0
64494,22.56,32.74,0
31042,23.77,32.74,0
83344,23.81,32.74,0
35974,18.8,32.74,0
93532,22.92,32.75,0
73541,19.68,32.75,0
38548,13.56,32.75,0
28450,21.53,32.75,0
27823,19.05,32.76,0
74764,22.4,32.76,0
55784,28.45,32.76,0
50620,22.62,32.76,0
20184,13.19,32.77,0
50579,25.1,32.77,0
81029,29.3,32.78,0
73728,20.73,32.78,0
57061,17.99,32.78,0
47018,17.08,32.78,0
49332,16.98,32.78,0
29374,15.39,32.78,0
88027,16.94,32.79,0
37713,11.59,32.79,0
73547,22.05,32.79,0
97423,18.39,32.79,0
97374,22.11,32.79,0
74651,21.27,32.8,0
13368,20.5,32.8,0
26808,18.25,32.8,0
48461,15.61,32.8,0
63738,16.58,32.8,0
13320,14.9,32.81,0
12059,18.75,32.81,0
66958,22.38,32.81,0
71973,21.28,32.81,0
56091,19.02,32.81,0
4941,20.15,32.81,0
74028,23.43,32.81,0
55919,14.1,32.82,0
50440,19.38,32.82,0
85638,18.03,32.83,0
18972,15.55,32.83,0
98524,20.18,32.83,0
14860,17.13,32.83,0
71647,20.93,32.83,0
78734,15.08,32.84,0
97396,22.39,32.84,0
72727,20,32.84,0
3240,15.32,32.84,0
65333,17.58,32.84,0
50628,21.43,32.84,0
56517,22.25,32.84,0
30803,21.14,32.84,0
26298,8.23,32.84,0
45658,14.16,32.84,0
13415,16.45,32.85,0
59483,26.61,32.85,0
50851,18.51,32.85,0
52580,21.66,32.85,0
77446,22.32,32.85,0
77970,17.03,32.85,0
71825,16.88,32.86,0
23336,18.92,32.86,0
80136,35.75,32.86,0
76365,24.12,32.87,0
38670,13.34,32.87,0
25521,14.49,32.87,0
45724,15.26,32.87,0
58831,36.39,32.87,0
69146,21.27,32.87,0
60973,21.72,32.87,0
12986,26.39,32.87,0
79759,20.78,32.88,0
71468,21.03,32.89,0
26421,9.34,32.89,0
36053,20.84,32.89,0
47515,19.92,32.89,0
12930,21.93,32.89,0
84621,30.55,32.89,0
61734,16.59,32.9,0
31308,19.44,32.9,0
62348,19.1,32.9,0
15944,11.07,32.9,0
61087,19.26,32.91,0
56549,30.49,32.91,0
60968,19.85,32.91,0
25573,14.21,32.91,0
15539,11.4,32.91,0
73650,19.61,32.92,0
57451,31.9,32.92,0
45156,11.76,32.92,0
43822,17.24,32.92,0
93276,19.03,32.92,0
4216,24.26,32.92,0
78662,17.44,32.93,0
43787,12.22,32.93,0
4987,18.11,32.93,0
82945,18.89,32.93,0
67665,30.02,32.94,0
73029,22.05,32.94,0
16420,20.26,32.94,0
31824,19.22,32.94,0
74572,18.52,32.94,0
74735,18.8,32.94,0
85172,13.25,32.94,0
38966,19.99,32.95,0
21536,28.13,32.95,0
4029,14.82,32.95,0
77474,26.87,32.96,0
13143,21.93,32.96,0
18428,18.45,32.96,0
52052,23.31,32.96,0
54654,23.99,32.96,0
49344,21.82,32.96,0
78872,24.28,32.97,0
5441,15.89,32.97,0
50669,20.97,32.97,0
72055,20.71,32.97,0
28479,10.02,32.97,0
16341,15,32.97,0
32640,17.72,32.97,0
97461,23.07,32.97,0
28363,9.41,32.98,0
45678,15,32.98,0
49067,21.42,32.98,0
12969,20.94,32.98,0
43983,11.5,32.98,0
56577,15.16,32.98,0
78636,27.16,32.99,0
75147,16.62,32.99,0
55395,22.37,32.99,0
92352,12.14,33,0
39146,20.22,33,0
47038,6.96,33,0
73622,26.79,33,0
16877,14.39,33,0
83323,27.87,33,0
72945,18.64,33.01,0
54561,23.18,33.01,0
98940,23.62,33.01,0
71665,19.14,33.01,0
12832,18.44,33.02,0
74731,15.22,33.02,0
67123,23.67,33.02,0
13063,21.93,33.02,0
61834,23.35,33.02,0
12752,17.71,33.02,0
95443,12.42,33.02,0
63624,14.25,33.02,0
27869,22.16,33.03,0
46377,23.67,33.03,0
29434,11.01,33.03,0
68975,26.79,33.03,0
74070,16.09,33.03,0
15618,13.32,33.03,0
50546,25.34,33.04,0
67656,31.39,33.04,0
37847,10.88,33.04,0
49246,15.78,33.04,0
47922,14.64,33.04,0
56032,16.98,33.04,0
12835,24.82,33.04,0
65550,15.48,33.05,0
67570,15.34,33.05,0
44699,19.81,33.05,0
28515,25.61,33.05,0
16645,20.44,33.06,0
25434,11.61,33.06,0
55977,22.64,33.06,0
50848,19.18,33.06,0
30664,21.85,33.06,0
77560,20.7,33.06,0
27847,15.98,33.06,0
13110,16.7,33.07,0
62547,21.3,33.07,0
62063,19.38,33.07,0
79538,19.65,33.07,0
50472,24.19,33.08,0
81023,28.45,33.08,0
48831,16.01,33.08,0
52161,15.68,33.08,0
98597,30.05,33.08,0
38964,14.31,33.08,0
77473,21.99,33.09,0
33972,13.52,33.09,0
64434,11.03,33.09,0
62886,26.42,33.1,0
29384,15.37,33.1,0
41766,7.08,33.1,0
93643,14.74,33.1,0
49238,13.84,33.1,0
78113,21.85,33.11,0
13826,15.8,33.11,0
56371,31.03,33.12,0
47942,21.78,33.12,0
48414,12.44,33.12,0
98538,22.66,33.12,0
61731,14.62,33.12,0
35962,16.53,33.12,0
84069,17.95,33.13,0
4459,25.48,33.13,0
70373,17.53,33.13,0
58740,24.89,33.14,0
26405,13.74,33.14,0
87525,13.73,33.14,0
61485,18.61,33.15,0
52219,18.98,33.15,0
98330,22.81,33.15,0
81326,21.27,33.15,0
18624,19.12,33.16,0
48470,18.03,33.16,0
61739,14.16,33.16,0
47224,14.18,33.16,0
24250,13.13,33.16,0
68067,28.85,33.16,0
95631,12.86,33.16,0
39645,23.39,33.16,0
59532,29.01,33.16,0
54965,17.52,33.16,0
85264,17.48,33.16,0
52032,22.04,33.17,0
71326,22.19,33.17,0
10925,14.72,33.17,0
63440,24.63,33.17,0
91931,25.18,33.17,0
67417,13.14,33.18,0
25431,18.18,33.18,0
83628,22.44,33.19,0
54909,14.48,33.2,0
35480,20.14,33.2,0
69170,29.68,33.2,0
50153,18.61,33.2,0
32043,14.42,33.21,0
50479,24,33.21,0
35112,14.93,33.21,0
50434,19.39,33.21,0
36855,16.31,33.23,0
52205,28.64,33.24,0
64020,18.79,33.24,0
16424,16.96,33.24,0
50154,20.01,33.24,0
29062,15.61,33.24,0
73669,16.74,33.25,0
95638,19.64,33.25,0
66746,15.19,33.25,0
26755,16.3,33.25,0
99330,24.26,33.26,0
30423,19.77,33.26,0
76953,21.16,33.27,0
64498,20.91,33.27,0
52065,22.27,33.27,0
95547,21.08,33.27,0
16670,20.25,33.27,0
61277,25.72,33.28,0
36401,12.27,33.28,0
48436,13.92,33.28,0
5867,23.05,33.29,0
17243,23.74,33.29,0
35775,13.79,33.29,0
32566,17.64,33.29,0
79543,21.78,33.29,0
14008,11.74,33.3,0
45624,17.84,33.31,0
56357,19.93,33.31,0
93626,18.27,33.31,0
50252,23.48,33.32,0
31035,14.18,33.32,0
36509,18.75,33.32,0
76676,17.28,33.32,0
70464,14.7,33.33,0
53827,21.1,33.33,0
45696,15.73,33.33,0
31303,17.8,33.34,0
73537,16.29,33.34,0
52323,21.9,33.34,0
58759,38.46,33.34,0
62091,11.36,33.34,0
30818,20.72,33.34,0
83629,20.66,33.34,0
17044,22.71,33.34,0
61465,22.61,33.35,0
61862,18.08,33.35,0
56342,22.22,33.35,0
23899,16.74,33.35,0
72776,16.45,33.35,0
40807,15.57,33.35,0
61943,21.47,33.36,0
37060,17.55,33.36,0
71286,20.98,33.36,0
66017,17.25,33.36,0
29487,16.05,33.36,0
30816,11.69,33.36,0
36785,18.74,33.36,0
69129,15.59,33.37,0
26629,12.5,33.37,0
45388,20.65,33.37,0
5473,19.75,33.38,0
15411,28.11,33.38,0
82422,26.34,33.38,0
68739,25.49,33.38,0
68301,22.81,33.38,0
55009,18.58,33.38,0
16926,17.56,33.39,0
63934,21.8,33.39,0
82335,27.17,33.39,0
51046,20.9,33.39,0
17957,18.28,33.4,0
18846,18.76,33.4,0
71745,25.84,33.42,0
48612,10.28,33.42,0
17842,17.11,33.42,0
79373,30.38,33.42,0
27046,13.59,33.42,0
63389,16.39,33.42,0
35139,17.56,33.42,0
27356,21.45,33.42,0
13316,26.95,33.43,0
66851,22.39,33.43,0
72065,13.28,33.44,0
38241,21.26,33.44,0
21523,12.17,33.44,0
85550,23.83,33.44,0
95728,15.71,33.44,0
63660,20.32,33.45,0
53826,17.26,33.45,0
13335,22.65,33.46,0
56683,25.23,33.46,0
45646,22.2,33.46,0
82514,25.07,33.47,0
81047,29.1,33.47,0
28676,22.4,33.47,0
29479,16.77,33.47,0
17267,17.89,33.48,0
55314,18.77,33.48,0
22989,16.31,33.48,0
83554,24.65,33.48,0
56291,26.38,33.49,0
69144,18.07,33.49,0
29493,14.99,33.49,0
36455,21.8,33.49,0
38665,13.42,33.49,0
76459,17.95,33.49,0
3812,15.26,33.49,0
91916,21.6,33.5,0
64742,18.71,33.51,0
17080,20.53,33.51,0
56515,23.28,33.51,0
62032,12.75,33.51,0
24230,11.52,33.51,0
61751,23.12,33.51,0
28683,18.34,33.52,0
61085,24.22,33.52,0
12131,25.29,33.52,0
35180,23.06,33.52,0
13408,15.39,33.53,0
75759,20.04,33.53,0
63937,19.48,33.53,0
69352,21.72,33.53,0
83348,22.92,33.54,0
24070,15.34,33.54,0
66427,21.67,33.54,0
62682,21.84,33.54,0
55363,21.23,33.55,0
77661,32.69,33.55,0
23845,20.02,33.55,0
24601,10.93,33.56,0
48818,13.59,33.57,0
49405,17.15,33.57,0
64660,18.86,33.57,0
46310,18.21,33.58,0
29009,19.6,33.58,0
72414,16.64,33.58,0
16036,17.28,33.58,0
62689,19.16,33.58,0
97449,20.9,33.58,0
38457,17.05,33.59,0
5748,16.93,33.59,0
93212,18.76,33.59,0
12042,11.74,33.59,0
29015,18.38,33.6,0
13103,19.84,33.6,0
61486,25.06,33.6,0
63087,18.78,33.6,0
30530,14.23,33.6,0
70444,19.42,33.6,0
73433,16.13,33.6,0
12766,15.68,33.6,0
5874,20.5,33.61,0
22542,8.79,33.61,0
42339,18.36,33.61,0
47946,19.94,33.62,0
79548,15.02,33.62,0
49055,13.91,33.62,0
35089,22.18,33.63,0
61458,21.72,33.64,0
33541,16.58,33.64,0
72136,18.2,33.64,0
65327,22.17,33.64,0
13835,17.45,33.64,0
25022,15.51,33.65,0
54447,19.06,33.66,0
33935,25.88,33.66,0
78016,24.63,33.66,0
52339,24.91,33.66,0
48740,20.43,33.66,0
95426,27.09,33.67,0
83228,14.58,33.67,0
71051,21.51,33.67,0
69348,35.94,33.67,0
13033,15.92,33.68,0
70397,14.18,33.68,0
38556,27.27,33.68,0
15834,20.4,33.68,0
74081,24.42,33.68,0
4068,16.15,33.68,0
61468,21.86,33.69,0
24137,18.23,33.69,0
76360,27.27,33.7,0
72744,18.41,33.7,0
71369,20.56,33.7,0
32102,17.18,33.7,0
51034,25.1,33.71,0
46960,9.9,33.71,0
55979,24.48,33.71,0
57030,20.12,33.71,0
50103,20.29,33.72,0
51018,18.2,33.72,0
68725,25.34,33.72,0
22722,14.84,33.73,0
26570,14.33,33.73,0
24977,19.32,33.73,0
81419,24.8,33.73,0
56725,26.14,33.74,0
22716,15.76,33.74,0
59853,11.28,33.74,0
13076,17.32,33.74,0
72623,10.69,33.74,0
28775,13.68,33.74,0
51033,22.6,33.74,0
29122,18.68,33.75,0
3273,18.15,33.75,0
82727,20.24,33.76,0
25057,11.68,33.76,0
74530,20.15,33.76,0
25126,16.83,33.76,0
52585,20.62,33.76,0
28521,18.99,33.76,0
4613,18.67,33.76,0
97857,16.3,33.76,0
62086,14.64,33.77,0
66520,19.63,33.77,0
3740,19.19,33.77,0
59037,17.42,33.78,0
76255,23.7,33.78,0
29138,20.07,33.78,0
52146,13.34,33.78,0
48856,18.81,33.78,0
25162,15.7,33.78,0
87578,22.47,33.78,0
79535,19.57,33.78,0
77973,19.43,33.79,0
16695,18.27,33.79,0
37846,16.31,33.79,0
4628,19.13,33.79,0
4544,17.69,33.8,0
28609,16.79,33.8,0
67669,27.31,33.8,0
58038,39.36,33.81,0
61842,18.4,33.81,0
38021,17.85,33.81,0
38452,19.77,33.81,0
79506,28.12,33.81,0
49668,24.03,33.82,0
51056,22.18,33.82,0
92342,15.15,33.82,0
16631,18.04,33.82,0
67860,30.71,33.83,0
23043,12.99,33.83,0
27572,13.38,33.83,0
45623,18.32,33.83,0
56546,22.56,33.83,0
50438,28,33.84,0
54928,19.76,33.84,0
96023,29.46,33.85,0
56368,24.12,33.85,0
3290,18.39,33.85,0
13652,15.94,33.85,0
61491,20.2,33.85,0
68710,30.01,33.86,0
7418,16.41,33.86,0
65658,15.76,33.86,0
25110,19.64,33.86,0
63363,27.89,33.87,0
95562,29.1,33.87,0
13081,20.07,33.88,0
62037,18.13,33.88,0
25025,11.8,33.88,0
67547,30.28,33.89,0
98552,33.38,33.89,0
67675,27.88,33.9,0
73073,23.02,33.9,0
31836,16.13,33.9,0
81064,29.59,33.91,0
47260,21.42,33.91,0
98323,17.33,33.91,0
59914,19.94,33.92,0
65034,24.96,33.92,0
57015,15.56,33.92,0
4922,17.84,33.92,0
41539,11.91,33.93,0
98377,26.59,33.93,0
20625,14.96,33.93,0
95680,20.48,33.94,0
52720,23.51,33.94,0
61378,20.9,33.94,0
73834,24.09,33.94,0
4417,14.65,33.95,0
16948,19.55,33.96,0
85356,28.85,33.96,0
23426,13.76,33.96,0
2669,19.45,33.97,0
73432,17.98,33.97,0
48816,15.12,33.98,0
74962,12.87,33.98,0
18472,21.29,33.98,0
83261,25.37,33.99,0
5035,18.94,33.99,0
98342,11.42,33.99,0
71029,25.15,33.99,0
95690,20.49,33.99,0
15558,23.14,34,0
53011,23.14,34,0
78372,32.14,34,0
61529,21.87,34,0
4438,16.05,34,0
30525,22.81,34,0
30625,10.51,34,0
65325,20.72,34,0
50140,34.36,34.01,0
3279,16.41,34.01,0
52140,17.05,34.01,0
27966,19.01,34.01,0
68853,28.84,34.01,0
5353,16.42,34.01,0
71061,23.32,34.01,0
28080,13.35,34.01,0
24314,6.7,34.02,0
98267,32.68,34.02,0
56572,26.98,34.03,0
16669,13.25,34.03,0
95689,17.47,34.03,0
23045,21.05,34.03,0
18829,19.92,34.03,0
12961,15.4,34.03,0
80473,29.78,34.04,0
72447,16.55,34.05,0
23976,20.63,34.05,0
60924,19.16,34.05,0
16625,18.63,34.06,0
28584,16.82,34.07,0
72938,16.71,34.07,0
50254,21.86,34.07,0
95306,14.18,34.07,0
38720,17.08,34.07,0
48006,16.38,34.07,0
50104,18.39,34.07,0
35553,17.46,34.08,0
61572,22.56,34.08,0
26443,12.37,34.08,0
36579,16.39,34.09,0
87001,24.47,34.09,0
57725,30.67,34.09,0
45846,15.3,34.09,0
5673,19.26,34.09,0
56245,23.59,34.09,0
56115,23.87,34.09,0
5871,25.13,34.09,0
89420,27.66,34.09,0
62811,21.91,34.1,0
83332,18.48,34.1,0
24594,14.99,34.1,0
64642,14.97,34.1,0
83670,18.15,34.1,0
97625,14.86,34.11,0
5042,21.36,34.11,0
52356,17.33,34.11,0
24598,11.36,34.11,0
25524,15.47,34.11,0
68946,26.49,34.11,0
92259,26.03,34.11,0
50055,24.51,34.12,0
61489,23.25,34.12,0
83414,19.52,34.13,0
68844,31.24,34.13,0
35464,16.61,34.13,0
56452,23.43,34.13,0
68061,22.29,34.14,0
49042,23.94,34.14,0
59741,26.4,34.14,0
38827,23,34.14,0
25902,11.94,34.14,0
40350,13.24,34.14,0
8019,21.12,34.14,0
34268,19.42,34.15,0
27053,17.08,34.15,0
43930,11.29,34.15,0
99345,12.04,34.15,0
97707,15.42,34.16,0
24260,12.26,34.16,0
48628,13.87,34.16,0
52064,21.53,34.17,0
33042,18.63,34.17,0
31079,22.35,34.17,0
66510,19.43,34.17,0
56069,23.04,34.18,0
54722,23.82,34.18,0
38380,11.63,34.18,0
52074,13.79,34.18,0
24445,14.3,34.18,0
75417,15.14,34.19,0
4071,21.48,34.19,0
78623,9.38,34.2,0
45681,18.11,34.2,0
14012,17,34.2,0
72425,16.02,34.2,0
77597,19.92,34.21,0
67448,20.36,34.22,0
3853,14.56,34.22,0
72432,16.98,34.22,0
11975,17.33,34.22,0
57359,18.66,34.23,0
69030,23.85,34.23,0
73021,17.11,34.24,0
22732,15.99,34.24,0
36029,15.6,34.24,0
46034,14.96,34.24,0
89450,13.21,34.24,0
4668,22.29,34.25,0
37337,22.59,34.26,0
87544,18.99,34.27,0
49833,25.46,34.27,0
17045,21.02,34.27,0
76652,16.75,34.27,0
66946,19.51,34.27,0
56253,18.09,34.28,0
56323,23.21,34.28,0
12193,21.21,34.28,0
70036,15.98,34.29,0
17271,18.12,34.29,0
98355,20,34.3,0
85736,25.5,34.3,0
87510,33.6,34.31,0
78578,15.56,34.31,0
39168,13.78,34.31,0
3850,12.56,34.31,0
51541,16.96,34.32,0
4735,27.48,34.32,0
42516,13.39,34.32,0
38704,12.63,34.32,0
25156,18.93,34.33,0
29934,11.68,34.33,0
54530,26.88,34.34,0
65770,18.93,34.34,0
38046,15.92,34.35,0
77331,18.25,34.35,0
38454,18.17,34.35,0
25913,13.65,34.35,0
82434,18.72,34.35,0
13051,22.6,34.35,0
5772,16.61,34.36,0
35984,10.57,34.36,0
61567,11.97,34.36,0
49958,17.19,34.36,0
65345,17.4,34.37,0
47577,16.85,34.37,0
72633,18.53,34.37,0
71674,20.26,34.37,0
70030,9.53,34.37,0
63384,23.16,34.38,0
45162,15.15,34.38,0
87320,26.32,34.38,0
20118,17.92,34.38,0
66039,16.36,34.38,0
74058,27.17,34.39,0
2650,21.74,34.39,0
12485,12.89,34.39,0
25650,21.43,34.39,0
41650,17.2,34.39,0
31045,23.82,34.39,0
68335,26.95,34.4,0
26722,14.49,34.4,0
13838,20.89,34.41,0
65541,16.29,34.41,0
31650,14.03,34.41,0
64874,18.32,34.42,0
65625,24.49,34.42,0
62545,17.7,34.42,0
94512,10.3,34.42,0
14590,22.22,34.43,0
73002,17.07,34.43,0
76870,19.36,34.43,0
23930,19.93,34.43,0
74857,13.99,34.43,0
73739,20.52,34.43,0
30420,17.07,34.44,0
25916,11.42,34.44,0
62555,10.99,34.44,0
29555,21.05,34.45,0
67026,18.52,34.45,0
89510,46.65,34.45,0
47120,14.48,34.45,0
68791,32.7,34.45,0
35774,15.13,34.46,0
26167,11.77,34.46,0
17814,23.58,34.46,0
68947,26.58,34.46,0
64647,21.74,34.46,0
5847,22.54,34.47,0
47579,16.86,34.47,0
48435,17.28,34.47,0
38744,13.83,34.48,0
51242,22.16,34.48,0
5862,14.83,34.48,0
29458,26.06,34.49,0
31044,16.5,34.49,0
32066,24.42,34.49,0
94060,20.29,34.49,0
75415,21.48,34.5,0
7422,17.49,34.5,0
67449,28.12,34.51,0
66403,21.07,34.51,0
55983,25.43,34.51,0
38370,14.99,34.52,0
35087,12.27,34.52,0
25083,17.26,34.52,0
67335,19.84,34.52,0
62899,22.1,34.52,0
82059,25.47,34.52,0
15712,16.35,34.53,0
41135,18.01,34.53,0
84317,24.24,34.53,0
54945,21.17,34.53,0
24066,21.69,34.53,0
92382,12.37,34.53,0
18660,10.1,34.54,0
40461,14.85,34.54,0
74831,17.4,34.54,0
72532,14.23,34.54,0
97357,14.79,34.55,0
27958,22.84,34.55,0
23083,16.34,34.55,0
64650,13.91,34.56,0
87305,11.63,34.56,0
83352,24.97,34.56,0
30428,20.81,34.56,0
30121,21.82,34.56,0
36343,10.56,34.56,0
1338,13.69,34.57,0
43013,18.21,34.57,0
95454,33.05,34.57,0
71474,19.79,34.57,0
76627,19.8,34.57,0
40988,13.6,34.58,0
31565,12.59,34.58,0
26343,18.68,34.58,0
31566,11.92,34.58,0
50840,26.37,34.58,0
4416,16.53,34.58,0
58579,36.62,34.58,0
68938,24.14,34.59,0
66775,21.82,34.59,0
56174,17.82,34.59,0
62052,19.49,34.59,0
57220,17.42,34.59,0
38392,15.85,34.6,0
76458,27.22,34.6,0
71401,16.87,34.6,0
5155,11.84,34.6,0
77580,17.67,34.6,0
25984,20,34.6,0
14777,15.93,34.6,0
25908,11.41,34.6,0
93451,26.04,34.6,0
43153,15.91,34.61,0
36317,12.11,34.61,0
78376,14.13,34.61,0
49715,20.55,34.61,0
72944,13.62,34.61,0
40161,13.99,34.62,0
91917,21.41,34.63,0
71962,18.6,34.63,0
59247,27.96,34.63,0
95922,15.04,34.63,0
24095,14.48,34.63,0
62839,29.16,34.63,0
4785,25.55,34.64,0
23947,22.89,34.64,0
64638,17.53,34.64,0
68966,26.99,34.64,0
48733,13.48,34.65,0
49679,26.04,34.65,0
54967,19.46,34.65,0
38725,19.98,34.65,0
18834,26.51,34.66,0
17032,16.04,34.66,0
48460,17.77,34.66,0
71416,18.47,34.66,0
17960,16.83,34.66,0
4255,15.59,34.66,0
2633,21.06,34.66,0
49094,13.29,34.67,0
47016,8.24,34.67,0
51455,18.81,34.67,0
62030,21.35,34.67,0
38957,20.27,34.68,0
30573,16.56,34.68,0
63742,16.62,34.68,0
54513,27.97,34.68,0
24220,14.36,34.68,0
26039,11.22,34.68,0
54566,23.69,34.68,0
78363,30.17,34.69,0
15536,14.49,34.7,0
47424,17.73,34.7,0
97754,43.24,34.71,0
39088,16.76,34.71,0
61281,15.81,34.71,0
24826,13.18,34.71,0
25841,13.95,34.71,0
37729,12.22,34.72,0
1011,19.52,34.72,0
74727,23.98,34.72,0
81151,17.69,34.72,0
61254,25.14,34.72,0
85912,12.28,34.72,0
70736,15.64,34.72,0
48627,17.35,34.72,0
97384,30.16,34.72,0
65644,16.37,34.73,0
36919,25.31,34.74,0
68771,31.66,34.74,0
75480,19.81,34.74,0
67442,14.42,34.74,0
17249,24.19,34.74,0
63047,22.75,34.75,0
83211,41.27,34.75,0
62627,21.36,34.76,0
22976,14.4,34.76,0
28318,18.17,34.76,0
65076,16.65,34.76,0
71064,18.63,34.76,0
71858,22.58,34.76,0
38769,21.09,34.77,0
67568,28.69,34.77,0
