IntSub,IntNoSub,noInt,total,IntSubPct,IntNoSubPct,NoIntPct,year,ZCTA
16,13,6,35,45.71,37.14,17.14,2019,75779
54,0,0,54,100.0,0.0,0.0,2019,75780
4371,96,1563,6030,72.49,1.59,25.92,2019,75803
0,0,9,9,0.0,0.0,100.0,2019,75832
0,0,0,0,,,,2019,75962
295,13,65,373,79.09,3.49,17.43,2019,75438
881,52,417,1350,65.26,3.85,30.89,2019,75974
202,0,65,267,75.66,0.0,24.34,2019,75976
6397,121,1086,7604,84.13,1.59,14.28,2019,75965
2403,36,536,2975,80.77,1.21,18.02,2019,77480
7710,57,410,8177,94.29,0.7,5.01,2019,77505
8841,596,1394,10831,81.63,5.5,12.87,2019,77515
247,19,138,404,61.14,4.7,34.16,2019,77519
4822,336,950,6108,78.95,5.5,15.55,2019,77531
748,5,63,816,91.67,0.61,7.72,2019,77534
9806,261,596,10663,91.96,2.45,5.59,2019,77536
235,4,107,346,67.92,1.16,30.92,2019,77538
16895,126,639,17660,95.67,0.71,3.62,2019,77546
3481,128,675,4284,81.26,2.99,15.76,2019,77563
725,9,295,1029,70.46,0.87,28.67,2019,75568
1033,41,415,1489,69.38,2.75,27.87,2019,75975
8908,230,1409,10547,84.46,2.18,13.36,2019,75901
311,24,35,370,84.05,6.49,9.46,2019,75928
1991,77,575,2643,75.33,2.91,21.76,2019,75948
737,2,225,964,76.45,0.21,23.34,2019,75954
142,0,115,257,55.25,0.0,44.75,2019,75960
7490,119,520,8129,92.14,1.46,6.4,2019,75001
14067,57,445,14569,96.55,0.39,3.05,2019,75013
8172,103,97,8372,97.61,1.23,1.16,2019,75022
36572,794,806,38172,95.81,2.08,2.11,2019,75034
16298,284,1713,18295,89.08,1.55,9.36,2019,75040
11624,432,2637,14693,79.11,2.94,17.95,2019,75050
26924,330,2421,29675,90.73,1.11,8.16,2019,75052
13328,347,3570,17245,77.29,2.01,20.7,2019,75061
15383,251,485,16119,95.43,1.56,3.01,2019,75063
8162,72,252,8486,96.18,0.85,2.97,2019,75078
14145,153,731,15029,94.12,1.02,4.86,2019,75081
7726,256,1527,9509,81.25,2.69,16.06,2019,75119
1198,24,495,1717,69.77,1.4,28.83,2019,75124
5739,230,904,6873,83.5,3.35,13.15,2019,75146
898,152,334,1384,64.88,10.98,24.13,2019,75172
7802,52,186,8040,97.04,0.65,2.31,2019,75181
19227,372,1320,20919,91.91,1.78,6.31,2019,75206
17765,233,1467,19465,91.27,1.2,7.54,2019,75007
3873,72,262,4207,92.06,1.71,6.23,2019,75009
6788,236,1871,8895,76.31,2.65,21.03,2019,75020
22545,579,1688,24812,90.86,2.33,6.8,2019,75067
16957,724,1175,18856,89.93,3.84,6.23,2019,75080
5934,551,1908,8393,70.7,6.56,22.73,2019,75090
14438,257,926,15621,92.43,1.65,5.93,2019,75104
7653,102,2180,9935,77.03,1.03,21.94,2019,75110
1674,138,525,2337,71.63,5.91,22.46,2019,75140
103,0,25,128,80.47,0.0,19.53,2019,75153
4123,340,896,5359,76.94,6.34,16.72,2019,75159
1479,112,515,2106,70.23,5.32,24.45,2019,75161
1231,48,110,1389,88.62,3.46,7.92,2019,75166
3922,202,1255,5379,72.91,3.76,23.33,2019,75169
8614,273,371,9258,93.04,2.95,4.01,2019,75189
1686,22,23,1731,97.4,1.27,1.33,2019,75207
163,57,111,331,49.24,17.22,33.53,2019,77857
716,21,111,848,84.43,2.48,13.09,2019,77861
3462,158,1039,4659,74.31,3.39,22.3,2019,77868
33,0,0,33,100.0,0.0,0.0,2019,77876
344,0,157,501,68.66,0.0,31.34,2019,77880
3858,280,1346,5484,70.35,5.11,24.54,2019,77905
37,0,28,65,56.92,0.0,43.08,2019,77960
1286,122,601,2009,64.01,6.07,29.92,2019,77963
208,7,53,268,77.61,2.61,19.78,2019,77978
6961,109,661,7731,90.04,1.41,8.55,2019,77657
3707,86,1159,4952,74.86,1.74,23.4,2019,77708
7578,260,2325,10163,74.56,2.56,22.88,2019,77833
22607,630,1106,24343,92.87,2.59,4.54,2019,77845
867,56,204,1127,76.93,4.97,18.1,2019,77871
135,0,35,170,79.41,0.0,20.59,2019,77878
2886,149,867,3902,73.96,3.82,22.22,2019,77995
10539,399,2480,13418,78.54,2.97,18.48,2019,77004
14436,323,1578,16337,88.36,1.98,9.66,2019,77008
11661,464,847,12972,89.89,3.58,6.53,2019,77006
2816,103,341,3260,86.38,3.16,10.46,2019,78722
19235,349,1022,20606,93.35,1.69,4.96,2019,78664
14942,226,610,15778,94.7,1.43,3.87,2019,78232
412,167,61,640,64.38,26.09,9.53,2019,78235
6805,786,1536,9127,74.56,8.61,16.83,2019,78238
19969,229,1507,21705,92.0,1.06,6.94,2019,78245
15767,909,747,17423,90.5,5.22,4.29,2019,78247
11735,219,398,12352,95.0,1.77,3.22,2019,78253
3980,181,110,4271,93.19,4.24,2.58,2019,78256
8898,243,308,9449,94.17,2.57,3.26,2019,78259
7878,107,355,8340,94.46,1.28,4.26,2019,78260
118,0,39,157,75.16,0.0,24.84,2019,78339
317,8,305,630,50.32,1.27,48.41,2019,78359
940,12,697,1649,57.0,0.73,42.27,2019,78361
37,12,79,128,28.91,9.38,61.72,2019,78369
1036,29,463,1528,67.8,1.9,30.3,2019,78370
1806,101,268,2175,83.03,4.64,12.32,2019,78373
891,18,312,1221,72.97,1.47,25.55,2019,78377
7047,182,1099,8328,84.62,2.19,13.2,2019,78382
77,0,96,173,44.51,0.0,55.49,2019,78385
1220,20,525,1765,69.12,1.13,29.75,2019,78002
665,0,355,1020,65.2,0.0,34.8,2019,78017
0,0,0,0,,,,2019,78001
37,5,18,60,61.67,8.33,30.0,2019,78007
379,0,199,578,65.57,0.0,34.43,2019,78011
2407,197,1002,3606,66.75,5.46,27.79,2019,78016
2488,113,1511,4112,60.51,2.75,36.75,2019,78076
1478,43,211,1732,85.33,2.48,12.18,2019,78947
198,0,70,268,73.88,0.0,26.12,2019,78948
2444,132,889,3465,70.53,3.81,25.66,2019,78957
1345,46,504,1895,70.98,2.43,26.6,2019,78962
23,0,63,86,26.74,0.0,73.26,2019,78075
143,6,58,207,69.08,2.9,28.02,2019,78117
3728,134,404,4266,87.39,3.14,9.47,2019,78121
13548,322,3489,17359,78.05,1.85,20.1,2019,78155
28940,563,1382,30885,93.7,1.82,4.47,2019,78660
8944,348,253,9545,93.7,3.65,2.65,2019,78703
3292,141,775,4208,78.23,3.35,18.42,2019,78721
5535,128,214,5877,94.18,2.18,3.64,2019,78726
21905,1193,1973,25071,87.37,4.76,7.87,2019,78704
2561,89,125,2775,92.29,3.21,4.5,2019,78725
6637,22,36,6695,99.13,0.33,0.54,2019,78739
149,7,115,271,54.98,2.58,42.44,2019,78742
1518,160,731,2409,63.01,6.64,30.34,2019,78834
10842,478,845,12165,89.12,3.93,6.95,2019,78006
96,0,156,252,38.1,0.0,61.9,2019,78008
610,17,306,933,65.38,1.82,32.8,2019,78375
108,2,39,149,72.48,1.34,26.17,2019,78340
48,0,27,75,64.0,0.0,36.0,2019,78371
689,14,846,1549,44.48,0.9,54.62,2019,78372
126,0,70,196,64.29,0.0,35.71,2019,78376
369,16,149,534,69.1,3.0,27.9,2019,78379
1168,27,409,1604,72.82,1.68,25.5,2019,78383
53,0,12,65,81.54,0.0,18.46,2019,62359
793,39,177,1009,78.59,3.87,17.54,2019,62548
387,9,80,476,81.3,1.89,16.81,2019,62567
4947,181,1435,6563,75.38,2.76,21.87,2019,62568
324,2,36,362,89.5,0.55,9.94,2019,62627
153,10,43,206,74.27,4.85,20.87,2019,62643
18,0,0,18,100.0,0.0,0.0,2019,84540
9012,2542,329,11883,75.84,21.39,2.77,2019,84604
54,0,0,54,100.0,0.0,0.0,2019,84621
11054,616,685,12355,89.47,4.99,5.54,2019,84057
48,0,5,53,90.57,0.0,9.43,2019,84063
3495,101,493,4089,85.47,2.47,12.06,2019,84066
456,8,24,488,93.44,1.64,4.92,2019,84071
82,0,6,88,93.18,0.0,6.82,2019,84073
14559,225,1128,15912,91.5,1.41,7.09,2019,84074
90,0,7,97,92.78,0.0,7.22,2019,84080
10992,396,665,12053,91.2,3.29,5.52,2019,84084
12512,743,1069,14324,87.35,5.19,7.46,2019,84106
7643,203,853,8699,87.86,2.33,9.81,2019,84302
89,1,21,111,80.18,0.9,18.92,2019,84734
955,55,235,1245,76.71,4.42,18.88,2019,84713
65,0,21,86,75.58,0.0,24.42,2019,84718
6573,398,569,7540,87.18,5.28,7.55,2019,84720
91,0,6,97,93.81,0.0,6.19,2019,84730
17,3,0,20,85.0,15.0,0.0,2019,84732
1205,23,109,1337,90.13,1.72,8.15,2019,84745
63,5,23,91,69.23,5.49,25.27,2019,84764
13105,492,1521,15118,86.68,3.25,10.06,2019,84770
185,11,9,205,90.24,5.37,4.39,2019,84636
114,0,6,120,95.0,0.0,5.0,2019,84638
215,8,77,300,71.67,2.67,25.67,2019,84639
1025,45,131,1201,85.35,3.75,10.91,2019,84642
619,32,105,756,81.88,4.23,13.89,2019,84645
3033,95,247,3375,89.87,2.81,7.32,2019,84655
93,1,33,127,73.23,0.79,25.98,2019,84656
483,2,39,524,92.18,0.38,7.44,2019,84662
246,0,95,341,72.14,0.0,27.86,2019,84714
70,0,15,85,82.35,0.0,17.65,2019,84736
260,12,109,381,68.24,3.15,28.61,2019,84747
2096,86,13,2195,95.49,3.92,0.59,2019,84765
445,4,21,470,94.68,0.85,4.47,2019,84774
7498,290,835,8623,86.95,3.36,9.68,2019,84780
310,8,28,346,89.6,2.31,8.09,2019,84783
183,2,29,214,85.51,0.93,13.55,2019,84001
12739,432,518,13689,93.06,3.16,3.78,2019,84003
5204,166,247,5617,92.65,2.96,4.4,2019,84014
238,15,88,341,69.79,4.4,25.81,2019,84026
168,5,42,215,78.14,2.33,19.53,2019,84027
58,5,22,85,68.24,5.88,25.88,2019,84031
101,6,7,114,88.6,5.26,6.14,2019,84038
2042,29,126,2197,92.94,1.32,5.74,2019,84049
2786,96,121,3003,92.77,3.2,4.03,2019,84060
189,15,0,204,92.65,7.35,0.0,2019,84061
80,0,0,80,100.0,0.0,0.0,2019,84076
7662,250,1091,9003,85.1,2.78,12.12,2019,84078
10393,298,677,11368,91.42,2.62,5.96,2019,84088
7580,560,1078,9218,82.23,6.08,11.69,2019,84102
8528,489,2284,11301,75.46,4.33,20.21,2019,84115
12170,410,1123,13703,88.81,2.99,8.2,2019,84120
175,5,9,189,92.59,2.65,4.76,2019,84758
917,52,220,1189,77.12,4.37,18.5,2019,84761
117,0,6,123,95.12,0.0,4.88,2019,84773
239,2,12,253,94.47,0.79,4.74,2019,84779
353,0,0,353,100.0,0.0,0.0,2019,84782
290,11,39,340,85.29,3.24,11.47,2019,84633
15718,192,1161,17071,92.07,1.12,6.8,2019,77581
8387,287,1246,9920,84.55,2.89,12.56,2019,77583
3088,426,1223,4737,65.19,8.99,25.82,2019,77587
166,0,91,257,64.59,0.0,35.41,2019,77616
130,9,143,282,46.1,3.19,50.71,2019,77624
3760,144,2276,6180,60.84,2.33,36.83,2019,77640
8002,317,1513,9832,81.39,3.22,15.39,2019,77662
1790,0,350,2140,83.64,0.0,16.36,2019,77665
443,6,120,569,77.86,1.05,21.09,2019,63655
3585,137,790,4512,79.45,3.04,17.51,2019,63670
12535,152,1668,14355,87.32,1.06,11.62,2019,63701
1092,6,386,1484,73.58,0.4,26.01,2019,63730
130,0,24,154,84.42,0.0,15.58,2019,63739
430,0,140,570,75.44,0.0,24.56,2019,63751
197,0,98,295,66.78,0.0,33.22,2019,63767
35,0,13,48,72.92,0.0,27.08,2019,63770
7124,215,2021,9360,76.11,2.3,21.59,2019,63801
745,30,222,997,74.72,3.01,22.27,2019,63822
338,40,117,495,68.28,8.08,23.64,2019,63823
21,0,4,25,84.0,0.0,16.0,2019,63743
336,4,106,446,75.34,0.9,23.77,2019,63748
398,1,69,468,85.04,0.21,14.74,2019,63769
205,4,86,295,69.49,1.36,29.15,2019,63787
34,2,27,63,53.97,3.17,42.86,2019,63820
202,5,147,354,57.06,1.41,41.53,2019,63821
56,0,36,92,60.87,0.0,39.13,2019,63833
115,0,37,152,75.66,0.0,24.34,2019,63839
74,0,19,93,79.57,0.0,20.43,2019,63860
274,13,87,374,73.26,3.48,23.26,2019,63870
21,3,5,29,72.41,10.34,17.24,2019,63878
2514,133,1019,3666,68.58,3.63,27.8,2019,63935
29,0,97,126,23.02,0.0,76.98,2019,63951
739,13,275,1027,71.96,1.27,26.78,2019,63966
14940,399,1364,16703,89.45,2.39,8.17,2019,63026
3337,104,504,3945,84.59,2.64,12.78,2019,63044
5981,58,525,6564,91.12,0.88,8.0,2019,63049
9158,97,593,9848,92.99,0.98,6.02,2019,63052
871,43,68,982,88.7,4.38,6.92,2019,63102
288,2,98,388,74.23,0.52,25.26,2019,63014
1133,13,211,1357,83.49,0.96,15.55,2019,63048
101,6,57,164,61.59,3.66,34.76,2019,63625
1122,58,502,1682,66.71,3.45,29.85,2019,63650
331,8,248,587,56.39,1.36,42.25,2019,63662
1517,22,341,1880,80.69,1.17,18.14,2019,63740
8009,162,1168,9339,85.76,1.73,12.51,2019,63755
71,0,14,85,83.53,0.0,16.47,2019,63758
1933,37,431,2401,80.51,1.54,17.95,2019,63780
1955,67,829,2851,68.57,2.35,29.08,2019,63830
1654,71,703,2428,68.12,2.92,28.95,2019,63845
493,15,125,633,77.88,2.37,19.75,2019,63846
292,10,103,405,72.1,2.47,25.43,2019,63855
42,0,37,79,53.16,0.0,46.84,2019,63784
37,0,5,42,88.1,0.0,11.9,2019,63824
758,53,101,912,83.11,5.81,11.07,2019,63015
2659,44,381,3084,86.22,1.43,12.35,2019,63016
11208,298,2617,14123,79.36,2.11,18.53,2019,77009
9478,558,1765,11801,80.32,4.73,14.96,2019,77014
4918,281,1097,6296,78.11,4.46,17.42,2019,77031
10610,467,1171,12248,86.63,3.81,9.56,2019,77034
13044,399,2015,15458,84.38,2.58,13.04,2019,77055
14214,558,3182,17954,79.17,3.11,17.72,2019,77072
9701,804,3259,13764,70.48,5.84,23.68,2019,77035
10030,219,1101,11350,88.37,1.93,9.7,2019,77041
1187,0,267,1454,81.64,0.0,18.36,2019,77050
15494,364,2895,18753,82.62,1.94,15.44,2019,77063
8477,357,1276,10110,83.85,3.53,12.62,2019,77071
8339,242,4259,12840,64.95,1.88,33.17,2019,77074
260,17,144,421,61.76,4.04,34.2,2019,74570
166,22,61,249,66.67,8.84,24.5,2019,74472
822,55,346,1223,67.21,4.5,28.29,2019,74435
1164,247,368,1779,65.43,13.88,20.69,2019,74436
27,0,23,50,54.0,0.0,46.0,2019,74459
59,0,28,87,67.82,0.0,32.18,2019,74521
109,0,21,130,83.85,0.0,16.15,2019,74522
63,0,18,81,77.78,0.0,22.22,2019,74528
196,4,144,344,56.98,1.16,41.86,2019,74531
224,20,96,340,65.88,5.88,28.24,2019,74533
444,15,194,653,67.99,2.3,29.71,2019,74536
218,11,63,292,74.66,3.77,21.58,2019,74546
904,50,464,1418,63.75,3.53,32.72,2019,74571
3871,320,804,4995,77.5,6.41,16.1,2019,74604
220,29,59,308,71.43,9.42,19.16,2019,74652
370,42,224,636,58.18,6.6,35.22,2019,74731
67,16,79,162,41.36,9.88,48.77,2019,74754
326,15,285,626,52.08,2.4,45.53,2019,74766
36,12,31,79,45.57,15.19,39.24,2019,74830
176,4,132,312,56.41,1.28,42.31,2019,74832
32,0,48,80,40.0,0.0,60.0,2019,74836
31,0,15,46,67.39,0.0,32.61,2019,74842
392,26,135,553,70.89,4.7,24.41,2019,74852
1299,63,429,1791,72.53,3.52,23.95,2019,74864
351,25,236,612,57.35,4.08,38.56,2019,74865
455,9,261,725,62.76,1.24,36.0,2019,74880
1058,81,750,1889,56.01,4.29,39.7,2019,74937
473,81,140,694,68.16,11.67,20.17,2019,74450
13422,461,1246,15129,88.72,3.05,8.24,2019,79423
17301,529,1026,18856,91.75,2.81,5.44,2019,79424
287,42,157,486,59.05,8.64,32.3,2019,79511
66,0,11,77,85.71,0.0,14.29,2019,79517
738,24,505,1267,58.25,1.89,39.86,2019,79521
137,6,71,214,64.02,2.8,33.18,2019,79530
1396,84,490,1970,70.86,4.26,24.87,2019,79536
146,12,83,241,60.58,4.98,34.44,2019,79561
360,31,126,517,69.63,6.0,24.37,2019,79043
26,0,7,33,78.79,0.0,21.21,2019,79032
12,0,17,29,41.38,0.0,58.62,2019,79033
349,16,84,449,77.73,3.56,18.71,2019,79042
79,0,26,105,75.24,0.0,24.76,2019,79011
443,0,76,519,85.36,0.0,14.64,2019,79012
2679,119,600,3398,78.84,3.5,17.66,2019,79022
348,13,121,482,72.2,2.7,25.1,2019,79031
517,45,148,710,72.82,6.34,20.85,2019,79083
48,0,47,95,50.53,0.0,49.47,2019,79239
751,28,101,880,85.34,3.18,11.48,2019,79241
897,6,72,975,92.0,0.62,7.38,2019,61748
672,25,166,863,77.87,2.9,19.24,2019,61756
9093,1532,992,11617,78.27,13.19,8.54,2019,61801
100,5,9,114,87.72,4.39,7.89,2019,61810
216,0,35,251,86.06,0.0,13.94,2019,61453
988,84,284,1356,72.86,6.19,20.94,2019,61434
500,25,210,735,68.03,3.4,28.57,2019,61450
86,0,25,111,77.48,0.0,22.52,2019,61452
1241,50,287,1578,78.64,3.17,18.19,2019,61738
456,23,104,583,78.22,3.95,17.84,2019,61740
955,41,180,1176,81.21,3.49,15.31,2019,61753
1655,15,195,1865,88.74,0.8,10.46,2019,61755
170,0,71,241,70.54,0.0,29.46,2019,61778
526,14,118,658,79.94,2.13,17.93,2019,61813
10573,264,3373,14210,74.41,1.86,23.74,2019,61832
663,56,284,1003,66.1,5.58,28.32,2019,61833
69,0,11,80,86.25,0.0,13.75,2019,61848
437,4,53,494,88.46,0.81,10.73,2019,61859
119,2,18,139,85.61,1.44,12.95,2019,61871
174,12,63,249,69.88,4.82,25.3,2019,61872
393,9,16,418,94.02,2.15,3.83,2019,61884
226,0,35,261,86.59,0.0,13.41,2019,61925
7,0,41,48,14.58,0.0,85.42,2019,61941
445,3,47,495,89.9,0.61,9.49,2019,61001
804,33,130,967,83.14,3.41,13.44,2019,61024
749,36,135,920,81.41,3.91,14.67,2019,61030
541,9,138,688,78.63,1.31,20.06,2019,61047
39,0,0,39,100.0,0.0,0.0,2019,61057
54,2,17,73,73.97,2.74,23.29,2019,61059
2310,97,588,2995,77.13,3.24,19.63,2019,61061
305,2,47,354,86.16,0.56,13.28,2019,61067
4533,250,955,5738,79.0,4.36,16.64,2019,61068
176,0,36,212,83.02,0.0,16.98,2019,61007
10099,237,1696,12032,83.93,1.97,14.1,2019,61008
2740,49,191,2980,91.95,1.64,6.41,2019,61010
292,0,49,341,85.63,0.0,14.37,2019,61015
2650,50,328,3028,87.52,1.65,10.83,2019,61036
305,11,35,351,86.89,3.13,9.97,2019,61039
90,0,27,117,76.92,0.0,23.08,2019,61044
857,14,162,1033,82.96,1.36,15.68,2019,61046
7009,194,1448,8651,81.02,2.24,16.74,2019,61081
522,47,137,706,73.94,6.66,19.41,2019,61087
31,0,0,31,100.0,0.0,0.0,2019,61091
5769,229,669,6667,86.53,3.43,10.03,2019,61114
1800,39,392,2231,80.68,1.75,17.57,2019,61231
979,75,181,1235,79.27,6.07,14.66,2019,61238
2312,110,427,2849,81.15,3.86,14.99,2019,61241
7236,257,1538,9031,80.12,2.85,17.03,2019,61244
122,0,25,147,82.99,0.0,17.01,2019,61251
15976,398,2800,19174,83.32,2.08,14.6,2019,61265
418,8,91,517,80.85,1.55,17.6,2019,61272
857,7,132,996,86.04,0.7,13.25,2019,61281
3342,93,624,4059,82.34,2.29,15.37,2019,61301
37,0,18,55,67.27,0.0,32.73,2019,84640
95,2,19,116,81.9,1.72,16.38,2019,84667
51,0,3,54,94.44,0.0,5.56,2019,84712
416,18,53,487,85.42,3.7,10.88,2019,84725
77,7,5,89,86.52,7.87,5.62,2019,84729
77,0,10,87,88.51,0.0,11.49,2019,84744
451,32,191,674,66.91,4.75,28.34,2019,84751
17,0,7,24,70.83,0.0,29.17,2019,84755
78,0,13,91,85.71,0.0,14.29,2019,84766
272,0,148,420,64.76,0.0,35.24,2019,84083
122,4,0,126,96.83,3.17,0.0,2019,84086
6631,111,246,6988,94.89,1.59,3.52,2019,84098
8506,247,645,9398,90.51,2.63,6.86,2019,84105
7175,146,549,7870,91.17,1.86,6.98,2019,84124
2425,53,76,2554,94.95,2.08,2.98,2019,84315
100,0,8,108,92.59,0.0,7.41,2019,84002
63,0,6,69,91.3,0.0,8.7,2019,84023
84,0,10,94,89.36,0.0,10.64,2019,84046
128,0,27,155,82.58,0.0,17.42,2019,84072
7288,277,266,7831,93.07,3.54,3.4,2019,84075
299,10,27,336,88.99,2.98,8.04,2019,84006
1175,11,154,1340,87.69,0.82,11.49,2019,84017
17519,486,1622,19627,89.26,2.48,8.26,2019,84015
215,33,203,451,47.67,7.32,45.01,2019,85530
3501,217,551,4269,82.01,5.08,12.91,2019,85735
14389,415,2333,17137,83.96,2.42,13.61,2019,85018
16258,413,1508,18179,89.43,2.27,8.3,2019,85207
7625,350,1821,9796,77.84,3.57,18.59,2019,85043
11909,231,560,12700,93.77,1.82,4.41,2019,85233
76,0,60,136,55.88,0.0,44.12,2019,85328
3803,45,1416,5264,72.25,0.85,26.9,2019,85607
2511,78,573,3162,79.41,2.47,18.12,2019,85929
12770,432,1569,14771,86.45,2.92,10.62,2019,85042
6297,88,82,6467,97.37,1.36,1.27,2019,85083
5862,156,387,6405,91.52,2.44,6.04,2019,85118
8480,434,1694,10608,79.94,4.09,15.97,2019,85119
10665,517,2959,14141,75.42,3.66,20.92,2019,85120
182,0,318,500,36.4,0.0,63.6,2019,85121
16175,576,2329,19080,84.77,3.02,12.21,2019,85122
3513,194,830,4537,77.43,4.28,18.29,2019,85123
3463,223,853,4539,76.29,4.91,18.79,2019,85128
2520,172,843,3535,71.29,4.87,23.85,2019,85131
7554,129,397,8080,93.49,1.6,4.91,2019,85028
14057,348,4018,18423,76.3,1.89,21.81,2019,89115
11117,384,988,12489,89.01,3.07,7.91,2019,89130
10901,207,495,11603,93.95,1.78,4.27,2019,89141
17720,404,2435,20559,86.19,1.97,11.84,2019,89147
1228,20,345,1593,77.09,1.26,21.66,2019,89419
133,4,93,230,57.83,1.74,40.43,2019,89421
29,0,67,96,30.21,0.0,69.79,2019,89425
11679,517,2741,14937,78.19,3.46,18.35,2019,89431
5170,172,910,6252,82.69,2.75,14.56,2019,89445
3901,47,651,4599,84.82,1.02,14.16,2019,89703
0,0,0,0,,,,2019,89191
4265,37,536,4838,88.16,0.76,11.08,2019,89410
0,0,7,7,0.0,0.0,100.0,2019,89420
51,0,37,88,57.95,0.0,42.05,2019,89428
546,13,73,632,86.39,2.06,11.55,2019,89439
1361,0,69,1430,95.17,0.0,4.83,2019,89449
1647,72,401,2120,77.69,3.4,18.92,2019,63023
1015,17,216,1248,81.33,1.36,17.31,2019,63037
203,0,81,284,71.48,0.0,28.52,2019,63039
117,0,19,136,86.03,0.0,13.97,2019,63041
4735,113,819,5667,83.55,1.99,14.45,2019,63069
4416,130,1163,5709,77.35,2.28,20.37,2019,63080
126,10,172,308,40.91,3.25,55.84,2019,63087
19609,451,1906,21966,89.27,2.05,8.68,2019,63129
1719,295,1149,3163,54.35,9.33,36.33,2019,63133
5832,204,1369,7405,78.76,2.75,18.49,2019,63137
16985,566,2310,19861,85.52,2.85,11.63,2019,63301
2056,106,826,2988,68.81,3.55,27.64,2019,63552
524,62,123,709,73.91,8.74,17.35,2019,73566
257,0,40,297,86.53,0.0,13.47,2019,73654
81,0,4,85,95.29,0.0,4.71,2019,73658
346,11,95,452,76.55,2.43,21.02,2019,73664
167,3,54,224,74.55,1.34,24.11,2019,73718
330,8,111,449,73.5,1.78,24.72,2019,73724
214,10,59,283,75.62,3.53,20.85,2019,73730
310,2,100,412,75.24,0.49,24.27,2019,73754
341,21,140,502,67.93,4.18,27.89,2019,73766
519,24,176,719,72.18,3.34,24.48,2019,73773
67,0,35,102,65.69,0.0,34.31,2019,73844
3077,187,821,4085,75.32,4.58,20.1,2019,73942
114,11,47,172,66.28,6.4,27.33,2019,73947
3529,42,533,4104,85.99,1.02,12.99,2019,73026
1038,54,318,1410,73.62,3.83,22.55,2019,73028
15415,282,940,16637,92.65,1.7,5.65,2019,73034
2050,43,391,2484,82.53,1.73,15.74,2019,73052
27,7,29,63,42.86,11.11,46.03,2019,73058
185,5,44,234,79.06,2.14,18.8,2019,73063
7097,152,849,8098,87.64,1.88,10.48,2019,73064
730,173,275,1178,61.97,14.69,23.34,2019,73082
1156,59,147,1362,84.88,4.33,10.79,2019,73104
5520,174,632,6326,87.26,2.75,9.99,2019,73118
1353,63,112,1528,88.55,4.12,7.33,2019,73128
2132,164,475,2771,76.94,5.92,17.14,2019,73134
7221,207,946,8374,86.23,2.47,11.3,2019,73135
937,18,117,1072,87.41,1.68,10.91,2019,73141
20758,379,1745,22882,90.72,1.66,7.63,2019,73160
176,16,39,231,76.19,6.93,16.88,2019,73434
118,17,40,175,67.43,9.71,22.86,2019,73440
109,6,37,152,71.71,3.95,24.34,2019,73442
282,31,160,473,59.62,6.55,33.83,2019,73447
11985,254,968,13207,90.75,1.92,7.33,2019,75230
4051,252,1843,6146,65.91,4.1,29.99,2019,75236
1581,73,291,1945,81.29,3.75,14.96,2019,75410
263,25,124,412,63.83,6.07,30.1,2019,75435
386,15,79,480,80.42,3.12,16.46,2019,75437
3316,87,253,3656,90.7,2.38,6.92,2019,75167
5335,214,823,6372,83.73,3.36,12.92,2019,75180
4756,250,1419,6425,74.02,3.89,22.09,2019,75203
2600,196,876,3672,70.81,5.34,23.86,2019,79316
2875,214,1102,4191,68.6,5.11,26.29,2019,79331
101,0,33,134,75.37,0.0,24.63,2019,79350
543,20,192,755,71.92,2.65,25.43,2019,79357
26,0,14,40,65.0,0.0,35.0,2019,79369
3410,106,413,3929,86.79,2.7,10.51,2019,79410
10199,1233,1507,12939,78.82,9.53,11.65,2019,79416
27,0,2,29,93.1,0.0,6.9,2019,79519
697,0,218,915,76.17,0.0,23.83,2019,79520
391,12,129,532,73.5,2.26,24.25,2019,79529
59,0,12,71,83.1,0.0,16.9,2019,79534
82,0,26,108,75.93,0.0,24.07,2019,79538
1099,14,317,1430,76.85,0.98,22.17,2019,79553
271,3,100,374,72.46,0.8,26.74,2019,79563
62,7,22,91,68.13,7.69,24.18,2019,79565
5639,301,1579,7519,75.0,4.0,21.0,2019,79601
5593,240,2656,8489,65.89,2.83,31.29,2019,79603
606,155,244,1005,60.3,15.42,24.28,2019,79734
78,7,21,106,73.58,6.6,19.81,2019,79743
9107,150,2171,11428,79.69,1.31,19.0,2019,79761
33,0,0,33,100.0,0.0,0.0,2019,79330
810,8,422,1240,65.32,0.65,34.03,2019,79252
498,30,220,748,66.58,4.01,29.41,2019,79322
506,46,203,755,67.02,6.09,26.89,2019,79325
4,0,2,6,66.67,0.0,33.33,2019,79353
291,15,104,410,70.98,3.66,25.37,2019,79358
57,3,8,68,83.82,4.41,11.76,2019,79378
3637,174,1902,5713,63.66,3.05,33.29,2019,79403
1932,55,1297,3284,58.83,1.67,39.49,2019,79404
7509,610,1356,9475,79.25,6.44,14.31,2019,79407
3717,157,1766,5640,65.9,2.78,31.31,2019,79412
7289,273,899,8461,86.15,3.23,10.63,2019,79413
396,14,110,520,76.15,2.69,21.15,2019,79502
839,22,346,1207,69.51,1.82,28.67,2019,79504
49,5,27,81,60.49,6.17,33.33,2019,79505
687,0,0,687,100.0,0.0,0.0,2019,79607
12955,217,1635,14807,87.49,1.47,11.04,2019,79705
5998,274,1322,7594,78.98,3.61,17.41,2019,79706
246,14,78,338,72.78,4.14,23.08,2019,79739
