COUNTYFP,totUnits,occP,vacantP,mobileP,lngTermP,rentalP,unitDens
21093,46423,88.56,11.44,9.8,20.76,37.98,74.46910732
21095,13596,82.47,17.53,19.54,35.3,31.85,29.1867003
21097,8259,86.56,13.44,16.55,26.29,30.75,26.95404004
21099,8974,81.47,18.53,19.94,28.53,26.52,21.75199516
21101,20578,89.8,10.2,7.84,25.94,39.09,47.14423599
21103,6760,88.74,11.26,16.17,27.31,30.49,23.61212925
21105,2351,78.9,21.1,15.53,29.52,19.08,9.703915059
21107,21419,86.65,13.35,13.25,26.4,30.93,39.51383383
21109,6600,82.65,17.35,23.86,29.13,26.58,19.11970658
21111,343432,90.36,9.64,1.35,23.85,38.34,902.1454173
21113,20307,92.45,7.55,4.35,18.54,37.05,117.9513114
21115,10684,81.78,18.22,26.39,30.67,27.68,40.78433142
21117,69635,91.23,8.77,2.42,25.08,34.23,434.4577078
21119,7579,83.76,16.24,36.79,41.29,24.51,21.56086523
21121,14675,83.61,16.39,31.41,33.09,36.14,37.98837684
21123,6353,89,11,14.72,26.86,26.48,24.28966327
21125,25824,88.04,11.96,26.43,29.03,30.27,59.50431019
21127,7389,80.61,19.39,37.03,28.25,24.78,17.779382
21129,3476,82.39,17.61,25.37,38.51,29.99,16.64289095
21131,5362,78.76,21.24,34.45,41.2,19.63,13.37651581
21133,11748,84.2,15.8,27.28,37.49,24.46,34.76472054
21135,6551,82.96,17.04,27.14,33.2,24.89,13.56771665
21137,10986,88.35,11.65,21.75,26.32,22.95,33.00667891
21139,4881,81.27,18.73,21.14,34.52,23.07,15.58791949
21141,12389,85.28,14.72,11.27,30.62,32.17,22.43530382
21143,4887,66.67,33.33,20.18,21.42,18.66,22.85341095
21145,31897,87.28,12.72,9.5,25.95,34.08,128.2327378
21147,7498,82.73,17.27,29.29,27.98,29.61,17.56787236
21149,4305,88.69,11.31,19.58,32.24,21.45,17.04785628
21151,36499,91.04,8.96,8.22,19.34,41.63,83.45540328
21153,6068,83.78,16.22,48.95,38.05,28.8,19.67301932
21155,8283,89.98,10.02,14.28,36.65,27.25,24.14614123
21157,16127,83.03,16.97,16.66,32.17,21.29,53.53092723
21159,5262,78.15,21.85,39.68,37.59,27.75,22.91639206
21161,8149,82.35,17.65,10.21,26.79,34.87,33.93647406
21163,12422,85.64,14.36,18.31,22.66,27.75,40.67144683
21165,3888,66.69,33.31,22.33,30.51,17.35,19.09774529
21167,10126,84.64,15.36,7.28,27.16,28.74,40.65684046
21169,4741,84.33,15.67,19.89,34.68,22.79,16.36827556
21171,5244,84.17,15.83,19.87,33.57,28.86,15.91845842
21173,11910,87.93,12.07,22.29,21.17,33.6,60.35009948
21175,5989,82.79,17.21,31.88,33.9,26.7,15.71399719
21177,13769,82.19,17.81,21.03,32.18,21.27,29.46149486
21179,18889,92.6,7.4,8.09,28.2,23.36,45.24186023
21181,3271,82.36,17.64,23.33,30.9,28.54,16.76057352
21183,10352,87.67,12.33,21.23,27.31,24.35,17.62697167
21185,21734,95.39,4.61,2.46,25.71,15.13,116.0766067
21187,5705,68.73,31.27,28.06,26.33,26.91,16.24864069
21189,2220,74.95,25.05,25.27,44.91,30.23,11.24582993
21191,6372,82.55,17.45,22.76,31.67,25.36,22.9905862
21193,12945,86.3,13.7,30.7,36.28,25.35,38.10781056
21195,30848,83.53,16.47,35.7,36.02,27.38,39.21057332
21197,5687,84.95,15.05,25.18,30.94,29.89,31.77447643
21199,31485,81.51,18.49,20.33,25.54,30.99,47.8199349
21201,1132,79.68,20.32,21.55,26.73,21.18,11.32896812
21203,7805,83.6,16.4,32.11,29.21,23.39,24.65677246
21205,10302,82.56,17.44,25.83,22.74,40.31,36.81468878
21207,10066,69.81,30.19,26.3,28.5,26.01,39.67814282
21209,21492,94.02,5.98,6.95,15.42,31.04,76.27666132
21211,17534,94.5,5.5,4.36,22.13,30.28,46.1714866
21213,7709,89.69,10.31,8.03,26.31,35,32.91570471
21215,7150,93.83,6.17,8.27,21.06,14.98,38.29244238
21217,10978,87.41,12.59,11.46,26.93,37.18,41.21379186
21219,5336,87.39,12.61,18.76,28.83,30.82,14.24830415
21221,7923,75.35,24.65,17.53,30.59,17.55,17.94326578
21223,3988,90.37,9.63,27.78,30.63,24.67,26.29786674
21225,6255,87.37,12.63,14.92,29.95,30.72,18.24389794
21227,51706,91.17,8.83,6.79,18.66,41.76,95.44762684
21229,5162,90.41,9.59,14.45,28.95,24.43,17.38208386
21231,10913,73.48,26.52,29.3,33.43,28.48,23.81806104
21233,5963,83.43,16.57,20.33,34.22,27.04,17.95557921
21235,15383,81.19,18.81,28.01,30.72,30.66,35.13474221
21237,3719,75.75,24.25,32.27,34.33,37.06,16.73946882
21239,11076,92.07,7.93,1.83,25.25,30.7,58.26092538
22001,26232,86.02,13.98,18.45,26.36,29.24,40.03868958
22003,9881,80.15,19.85,20.45,28.51,25.91,12.97045258
22005,46536,91.65,8.35,19.58,21.17,19.9,160.4399368
22007,10727,82.05,17.95,30.86,35.9,22.62,31.67842656
22009,18320,82.34,17.66,20.21,31.72,29.65,22.01841137
22011,15560,84.96,15.04,31.65,26.21,22.26,13.44442286
22013,7814,75.4,24.6,32.66,30.99,26.88,9.631729028
22015,56266,86.99,13.01,13.6,19.25,37.58,66.95933366
22017,112999,85.28,14.72,9.14,24.93,40.67,128.5795843
22019,88830,87.01,12.99,16.03,22.62,32.9,83.46411881
22021,5122,71.59,28.41,35.3,31.96,25.72,9.674502534
22023,3997,68,32,38.1,16.24,13.02,3.110836622
22025,4990,72.04,27.96,28.28,31.48,22.17,7.047780824
22027,7831,75.23,24.77,26.28,39.49,34.22,10.3739076
22029,9558,77.12,22.88,25.01,32.13,34.36,13.71349444
22031,12822,82.07,17.93,31.68,30.62,26.38,14.63030976
22033,193211,85.88,14.12,3.14,23.42,41.11,424.3223778
22035,2903,74.16,25.84,13.33,29.98,51.23,6.900305753
22037,8386,80.6,19.4,31.59,32.44,18.32,18.49578989
22039,14988,80.4,19.6,14.16,29.12,34.24,22.6275746
22041,9191,83.01,16.99,27.55,27.45,29.39,14.71543889
22043,9261,75.47,24.53,28.36,33.12,33.38,14.40228226
22045,30453,85.58,14.42,20.68,29.83,33.48,53.04562898
22047,13321,81.96,18.04,18.86,37.31,25.9,21.53317372
22049,7853,76.1,23.9,19.48,31.07,29.05,13.79685698
22051,188539,89.58,10.42,1.53,31.01,38.51,637.6948044
22053,13809,83.29,16.71,17.01,30.27,28.41,21.20022076
22055,101144,89.58,10.42,10.58,20.69,34.84,376.3617386
22057,40697,89.56,10.44,16.48,32.73,24.49,38.09326671
22059,6702,74.87,25.13,25.32,30.31,24.97,10.7286649
22061,20075,87.43,12.57,19.12,20.09,48.41,42.55523764
22063,56221,86.91,13.09,24.81,22.01,18.91,86.73852153
22065,5040,78.23,21.77,11.71,31.22,43.52,8.071726863
22067,12591,77.5,22.5,18.97,30.66,33,15.83919672
22069,19047,76.81,23.19,21.22,25.33,55,15.20999117
22071,191738,80.34,19.66,0.55,23.38,52.58,1131.673605
22073,67732,83.69,16.31,13.15,22.57,41.04,110.9643816
22075,10202,86.42,13.58,28.3,18.08,32.63,13.07388214
22077,11479,78.06,21.94,23.82,36.29,23.94,20.60060599
22079,57823,83.01,16.99,14.35,25.54,39.02,43.7940821
22081,4190,79.57,20.43,31.03,35.05,25.28,10.76871795
22083,8950,82.58,17.42,20.07,31.94,35.43,16.10507172
22085,14898,61.65,38.35,41.42,30.16,31.61,17.19023009
22087,16989,88.46,11.54,5.96,20,32.14,45.00273927
22089,20578,91.18,8.82,10.43,35.34,19.56,74.09010965
22091,5273,73.41,26.59,36.79,44.28,17.08,12.911159
22093,8872,89.11,10.89,18.28,39.83,22.67,36.73064609
22095,17758,86.82,13.18,12.29,30.81,23.79,82.85780937
22097,36578,82.27,17.73,20.51,29.83,30.31,39.59050458
22099,23161,84.44,15.56,25.76,32.65,22.02,31.41696949
22101,23489,84.04,15.96,19.25,34.8,39.04,42.27841347
22103,101887,90.27,9.73,7.86,22.36,21.48,120.4019736
22105,54515,87.18,12.82,20.67,23.5,31.73,68.89225165
22107,3406,53.58,46.42,15.83,35.66,33.86,5.650470489
22109,45271,88.39,11.61,15.63,30.06,29.04,36.81104391
22111,11677,66.15,33.85,33.09,34.92,17.58,13.3151205
22113,26361,82.06,17.94,20.86,29.29,22.49,22.46919
22115,22123,80.46,19.54,20.91,20.24,47.3,16.65999674
22117,21548,80.46,19.54,25,32.39,30.84,32.18392935
22119,19618,82.73,17.27,20,27.91,32.6,33.0725724
22121,10669,89.97,10.03,20,27.1,28.03,55.45464378
22123,5141,78.6,21.4,24.8,33.91,25.17,14.29468101
22125,5412,72.21,27.79,20.45,31.56,28.51,13.41873925
22127,7299,74.49,25.51,24.14,34.39,31.97,7.682496023
23001,49735,91.47,8.53,8.8,28.19,35.65,106.2857291
23003,39876,74.34,25.66,9.94,36.15,28.27,5.977312117
23005,143329,83.53,16.47,3.87,26.5,31.26,171.5095701
23007,22111,53.44,46.56,7.42,35.42,20.83,13.02937633
23009,41048,57.44,42.56,7.29,32.88,24.62,25.8632519
23011,62464,82.51,17.49,10.18,29.88,29.29,72.00749647
23013,24316,70.55,29.45,6.77,30.14,23.12,66.59560112
23015,23899,64.32,35.68,9.65,35.69,21.94,52.4256688
23017,36794,56.57,43.43,10.14,36.96,19.49,17.71569557
23019,75490,81.57,18.43,11.51,28.17,30.3,22.2213912
23021,15444,47.64,52.36,8.7,34.91,24.41,3.899004682
23023,18738,84.5,15.5,10.31,31.22,24.29,73.78038402
23025,30817,69.87,30.13,13.22,33.56,24.22,7.852791233
23027,22323,76.45,23.55,12.39,30.23,20.41,30.58082134
23029,23294,59.27,40.73,12.1,34.48,23.57,9.089632592
23031,109399,77.38,22.62,6.52,31.07,25.75,110.3872125
24001,32962,84.45,15.55,3.83,37.36,31.38,78.07486783
24003,222589,93.27,6.73,1.85,27.26,25.65,536.6400526
24005,336554,92.98,7.02,0.78,27.89,34.28,562.4654206
24009,35003,90.64,9.36,0.85,29.98,16.89,164.1868672
24011,13581,88.96,11.04,5.43,31.87,27.59,42.51499274
24013,63399,95.35,4.65,1.24,34.28,17.84,141.634635
24015,42608,86.67,13.33,6,28.79,27.23,123.0459959
24017,59763,93.54,6.46,1.01,24.18,23.5,130.5442065
24019,16741,79.23,20.77,5.5,31.3,32.57,30.95867276
24021,95986,95.23,4.77,0.87,25.25,25.19,145.3308051
24023,19288,62.59,37.41,8.12,38.52,21.98,29.71616653
24025,99570,93.69,6.31,2.74,28.51,21.53,227.7876421
24027,118027,95.71,4.29,1.01,23.94,26.84,470.3327839
24029,10675,74.1,25.9,2.95,29.53,30.75,38.53326343
24031,388254,95.36,4.64,0.14,24.05,34.56,787.4164387
24033,331272,93.23,6.77,0.43,24.83,37.98,686.3617041
24035,21023,86.32,13.68,3.19,28.72,18.21,56.56184148
24037,44442,90.75,9.25,4.34,24.6,29.18,123.902083
24039,11391,73.59,26.41,9.62,28.83,35.04,35.62501648
24041,20201,82.31,17.69,1.98,27.17,30.31,75.22046817
24043,61388,91,9,3.41,29.23,34.57,134.1037024
24045,42332,88.91,11.09,4.35,23.26,40.83,113.0609623
24047,56169,38.58,61.42,6.67,27.86,24.42,119.9458194
24510,294522,80.96,19.04,0.1,25.3,52.65,3638.516054
25001,163181,57.78,42.22,0.48,35.98,20.47,413.9262914
25003,69078,79.86,20.14,2.24,35.95,31.13,74.52817021
25005,234458,92.39,7.61,1.25,32.64,37.5,423.8956854
25007,17789,35.79,64.21,0.25,34.83,22.57,172.3659353
25009,312013,93.8,6.2,0.67,29.37,35.92,633.564863
25011,34071,89.01,10.99,2.71,34.18,30.66,48.72717499
25013,193525,92.52,7.48,1.34,30.44,39.16,313.6613158
25015,63667,92.14,7.86,1.08,34.02,34.22,120.7574698
25017,632582,94.85,5.15,0.37,29.56,37.6,773.4820557
25019,12191,30.53,69.47,0.68,30.05,30.79,264.2464263
25021,277275,95.05,4.95,0.34,32.08,30.82,700.0209866
25023,205841,90.51,9.49,2.53,33.34,24.06,312.3835527
25025,333238,92.39,7.61,0.17,19.45,63.88,5721.294161
25027,333830,92.05,7.95,0.82,29.94,35.02,220.9854415
26001,11177,44.81,55.19,11.64,38.87,12.18,16.56705424
26003,6671,46.38,53.62,6.25,43.1,15.06,7.290478272
26005,50772,84.69,15.31,11.41,31.79,17.69,61.52353457
26007,16044,79.26,20.74,6.23,37.07,22.47,28.05569579
26009,18035,54.37,45.63,7.75,32.08,13.92,37.91451824
26011,9831,67.99,32.01,13.96,36.42,17.5,27.06957135
26013,5292,57.37,42.63,7.69,37.09,19.04,5.890325397
26015,27468,86.79,13.21,7.04,31.24,17.68,49.66261694
26017,48260,90.95,9.05,5.03,35.29,22.3,109.126676
26019,12476,53.97,46.03,5.36,35.24,10.34,39.0244886
26021,77322,82.65,17.35,5.17,29.66,30.23,136.1843844
26023,20818,79.29,20.71,13.13,30,25.42,41.10891013
26025,60879,88.14,11.86,6.05,27.57,30.52,86.19985173
26027,26213,79.56,20.44,8.55,33.73,19.52,53.4846589
26029,17630,64.54,35.46,6.51,34.98,18.74,42.34644788
26031,18459,60.68,39.32,8.26,35.44,17.62,25.80700579
26033,21425,65.56,34.44,9.42,27.42,30.79,13.74719081
26035,23313,53.21,46.79,16,29.49,18.5,41.30851782
26037,31496,93.41,6.59,6.82,31.4,21.24,55.60577248
26039,11207,53.96,46.04,10.59,29.52,18.36,20.14199028
26041,20352,78.37,21.63,7.49,38.17,20.53,17.37859696
26043,14070,78.8,21.2,5.63,35.74,22.27,18.49018948
26045,47431,93.59,6.41,5.07,30.67,28.09,82.46009461
26047,21575,67.25,32.75,5.7,29.69,26.69,46.14805855
26049,192073,87.41,12.59,5.05,27.91,30.49,301.5461683
26051,17867,61.56,38.44,14.73,31.92,15.52,35.60695743
26053,10805,61.26,38.74,3.66,36.03,21.29,9.803739247
26055,43464,85.44,14.56,7.83,28.03,23.71,93.60443413
26057,16320,93,7,9.3,33.16,27.25,28.71328752
26059,21943,81.59,18.41,8.69,30.91,23.27,36.68481058
26061,18786,71.01,28.99,4.66,27.54,32.13,18.61666469
26063,21258,65.47,34.53,8.05,40.99,18.88,25.42699209
26065,123193,91.08,8.92,2.4,22.73,41.78,221.5202511
26067,24856,91.96,8.04,12.67,28.89,22.91,43.5065862
26069,20503,56.73,43.27,5.76,29.47,20.38,37.33910584
26071,9318,57.17,42.83,4.54,37.6,19.19,7.991478503
26073,29084,85.58,14.42,10.09,23.31,38.21,50.78436101
26075,69508,88.76,11.24,6.38,28.02,26.61,99.03157154
26077,111646,92.08,7.92,3.31,22.48,36.17,198.6283526
26079,12317,57.96,42.04,17.27,31.5,19.26,22.00482107
26081,253003,94.56,5.44,3.83,23.14,30.95,298.3366931
26083,2490,43.41,56.59,4.22,29.41,11.56,4.610177417
26085,15245,29.63,70.37,26.9,32.57,15.9,26.85983991
26087,36583,91.08,8.92,7.76,35.47,16.47,56.75402531
26089,15529,58.93,41.07,3.17,37.78,12.38,44.72661412
26091,43751,87.36,12.64,6.38,30.5,22.62,58.36346574
26093,75642,94.1,5.9,5.35,29.79,14.78,133.8219988
26095,4370,50.11,49.89,8.58,31.08,18.86,4.860573429
26097,11144,47.42,52.58,5.84,32.49,26.08,10.90560371
26099,364337,94.31,5.69,3.72,28.39,27.02,760.2293283
26101,15812,60.66,39.34,8.78,35.11,17.53,29.15605869
26103,34803,75.29,24.71,5.17,30.82,30.67,19.23847337
26105,17468,69.36,30.64,10.52,32.23,21.8,35.29104285
26107,21406,74.08,25.92,15.57,28.65,26.71,38.56141871
26109,14291,74.63,25.37,8.65,37.13,21.58,13.68822515
26111,36806,92.42,7.58,8.88,30.61,24.38,71.29352909
26113,9217,65.39,34.61,17.01,31.53,18.62,16.31947889
26115,64005,92.62,7.38,7.8,32.34,19.92,116.5117261
26117,28435,83.56,16.44,14.99,29.65,21.81,40.31473069
26119,9594,43.73,56.27,12.1,35.03,14.06,17.54982193
26121,73962,88.72,11.28,6.32,28.92,25.45,146.783244
26123,25361,74.95,25.05,22.52,32.98,17.65,30.23150672
26125,537448,93.27,6.73,2.78,28.22,29.21,619.6078731
26127,16136,62.95,37.05,18.65,33.37,18.55,29.98750586
26129,16165,57.51,42.49,11.35,32.64,18.2,28.68674696
26131,5679,50.64,49.36,7.24,45.3,11.86,4.33190196
26133,13720,66.33,33.67,18.02,33.27,18.34,24.22814579
26135,9173,41.69,58.31,18.65,31.24,15.74,16.21613786
26137,14861,66.52,33.48,8.86,27.28,20.98,28.85492997
26139,107632,94.05,5.95,6.44,25.48,21.64,191.0013156
26141,10463,55.51,44.49,6.14,40.96,11.28,15.88397314
26143,24524,44.44,55.56,7.93,31.63,17.5,47.17112546
26145,87377,90.01,9.99,3.67,34.02,28.43,109.1582402
26147,72016,89.99,10.01,6.21,31.12,23.22,99.84075351
26149,27872,86.19,13.81,7.66,29.48,25.83,55.67794446
26151,23014,74.65,25.35,10.93,33.53,20.2,23.90901432
26153,6379,52.53,47.47,7.85,37.42,17.64,5.443432312
26155,30242,91.73,8.27,5.41,35.39,24.66,56.95754271
26157,24451,88.99,11.01,9.63,37.24,17.88,30.392638
26159,37122,78.16,21.84,12.25,29.88,22.74,61.07678359
26161,150400,93.22,6.78,3.62,21.95,39.29,213.0403927
26163,814962,83.02,16.98,1.68,28.33,37.99,1331.658875
26165,16892,77.27,22.73,14.1,26.82,23.63,29.90145794
27001,16599,46.47,53.53,12.28,29.45,17.72,9.111373323
27003,131151,96.72,3.28,3.08,29.48,19.79,310.8015783
27005,19549,68.99,31.01,9.69,27.39,21.15,14.86526644
27007,21404,80.69,19.31,10.78,25.56,32.82,8.545557787
27009,16893,96,4,5.62,22.75,33.14,41.37452357
27011,3165,71.85,28.15,3.79,33.91,26.96,6.34047925
27013,28018,92.02,7.98,5.11,20.33,38.11,37.46854538
27015,11712,91.62,8.38,2.28,31.85,22.27,19.16594923
27017,15989,83.92,16.08,8.22,27.62,19.7,18.56379899
27019,37583,95.39,4.61,2,21.73,18.51,106.107535
27021,25707,50.6,49.4,9,27.37,18.26,12.71702026
27023,5692,89.56,10.44,2.27,31.6,32.68,9.795115275
27025,21792,92.24,7.76,3.72,28.9,14.1,52.52317583
27027,25979,91.54,8.46,3.15,19.52,31.54,24.85568584
27029,4782,72.31,27.69,15.83,28.19,20.36,4.788097392
27031,6022,44.82,55.18,2.97,29.79,25.16,4.146314399
27033,5435,89.24,10.76,0.72,31.53,21.81,8.492574344
27035,41606,64.13,35.87,5.85,24.19,24.19,41.67436812
27037,165119,96.99,3.01,2.31,24.95,25.67,293.5784385
27039,8205,93.98,6.02,4.4,26.31,17.59,18.67846203
27041,20942,78.29,21.71,4.45,25.28,25.78,32.88886167
27043,7055,86.68,13.32,1.29,34.53,23.34,9.902107945
27045,9932,86.54,13.46,3.94,28.76,19.59,11.53151034
27047,14310,90.64,9.36,2.83,33.79,24.64,20.23278611
27049,20547,93.99,6.01,4.63,29.12,24.99,27.14736359
27051,3309,78.57,21.43,6.47,26.35,20.42,6.040593915
27053,529475,95.09,4.91,0.34,23.85,37.59,955.9982435
27055,8728,93.73,6.27,5.82,32.51,20.01,15.8104217
27057,14800,58.82,41.18,10.38,25.43,18.06,15.98270293
27059,15809,93,7,2.97,28.21,18.05,36.2805681
27061,27571,70.17,29.83,8.57,30.85,20.08,10.33665118
27063,5038,87.1,12.9,1.19,34.19,21.9,7.166746775
27065,7913,81.5,18.5,14.28,28.29,16.92,15.1699989
27067,19812,84.29,15.71,3.15,28.08,26.04,24.84613155
27069,2613,72.37,27.63,7.62,39.83,19.83,2.378029093
27071,7921,70.27,29.73,9.62,33.35,22.8,2.551706826
27073,3679,84.34,15.66,2.72,38.65,19.53,4.809042277
27075,7801,66.44,33.56,3.77,31.2,19.1,3.698460268
27077,3766,42.09,57.91,30.78,35.23,18.68,2.901695403
27079,12643,86.01,13.99,3.12,30.23,18.94,28.17897264
27081,3128,78.96,21.04,2.05,35.04,21.54,5.827351092
27083,11251,89.33,10.67,3.07,26.53,31.83,15.74871736
27085,15825,94.05,5.95,3.49,26.96,23.47,32.19844618
27087,2791,69.44,30.56,11.18,29.9,30.19,5.003010403
27089,4815,82.33,17.67,12.23,36.99,18.24,2.712596715
27091,9955,86.92,13.08,2.17,33.95,26.78,13.97531462
27093,10807,85.05,14.95,5.59,31.87,20.85,17.77276252
27095,12874,78.73,21.27,9.74,26.6,24.98,22.49279701
27097,16109,83.73,16.27,7.47,30.6,21.97,14.31797737
27099,17070,90.81,9.19,2.35,26.8,26.44,23.99746282
27101,4621,80.11,19.89,3.05,37.36,18.42,6.5577927
27103,13433,94.83,5.17,5.69,27,26.5,29.94157956
27105,8650,91.29,8.71,1.8,28.13,28.72,12.09636717
27107,3442,80.65,19.35,5.4,35.41,19.16,3.9436981
27109,64142,94.74,5.26,3.15,23.06,26.85,98.15053961
27111,36063,67.18,32.82,8.09,28.26,21.16,18.28901644
27113,6500,91.85,8.15,11.74,27.88,25.86,10.54211085
27115,17486,61.13,38.87,17.88,27.24,20.27,12.39015101
27117,4484,89.36,10.64,2.88,27.29,25.98,9.641905042
27119,14903,83.98,16.02,6.07,29.71,26.64,7.560892736
27121,6595,75.39,24.61,5.34,28.17,22,9.849898584
27123,219390,95.3,4.7,1.36,24.83,40.7,1441.27947
27125,1924,87.89,12.11,9.67,32.23,16.14,4.449530785
27127,7314,85.32,14.68,3.21,34.18,22.04,8.32490244
27129,7364,83.92,16.08,4.32,35.08,21.05,7.492016032
27131,24864,92.68,7.32,5.02,27.59,25.48,50.14561563
27133,4270,93.16,6.84,1.62,28.53,25.49,8.850550048
27135,7548,79.43,20.57,16.3,32.17,20.22,4.51540519
27137,104327,82.09,17.91,4.29,30.91,29.09,16.69833917
27139,50538,95.99,4.01,1.29,21.19,17.69,141.86163
27141,33542,94.62,5.38,1.38,24.46,17.35,77.48075851
27143,6598,91.51,8.49,3.32,34.96,20.98,11.20524024
27145,64101,91.87,8.13,2.42,25.48,31.03,47.73668433
27147,15545,93.26,6.74,3.36,27.4,24.46,36.18119136
27149,4204,86.32,13.68,2.97,24.9,32.35,7.459086489
27151,4846,87.23,12.77,3.07,36.67,30.28,6.530687055
27153,13152,74.83,25.17,9.76,31.06,18.12,13.9180513
27155,2058,76.97,23.03,4.66,31.31,20.2,3.586183664
27157,10189,86.77,13.23,8.55,30.36,19.06,19.48354958
27159,7067,80.33,19.67,10.61,28.02,22.41,13.17795787
27161,7949,93.43,6.57,3.54,30.32,21.29,18.77593626
27163,97374,95.7,4.3,1.5,27.07,18.41,253.3100647
27165,5042,85.64,14.36,3.15,31.89,24.18,11.59207644
27167,3109,90.9,9.1,5.21,31.5,20.84,4.139835097
27169,21153,92.26,7.74,4.41,26.14,30.16,33.78452107
27171,51234,92.22,7.78,4.16,23.03,18.33,77.4961553
27173,4761,87.48,12.52,2.14,33.82,22.04,6.27192021
28001,14650,77.41,22.59,12.57,37.9,38.26,31.68654032
28003,17213,84.25,15.75,15.91,31.11,28.93,43.02791383
28005,6733,74.31,25.69,32.94,44.3,14.95,9.222064044
28007,9200,77.49,22.51,22.73,36.46,29.22,12.51780053
28009,4238,71.57,28.43,30.08,39.29,16.65,10.42264995
28011,14362,84.66,15.34,9.3,31.44,45.83,16.38269066
28013,6970,83.17,16.83,18.72,34.18,28.12,11.88262492
28015,5154,70.97,29.03,28.58,35.87,19.22,8.203256299
28017,7604,84.51,15.49,25.17,41.72,28.84,15.15406251
28019,4200,75.33,24.67,24.05,39.29,23.61,10.04318432
28021,4277,70.35,29.65,37.78,42.49,31.57,8.774896889
28023,7987,78.35,21.65,27.32,40.47,18.57,11.54901353
28025,9261,83.74,16.26,17.9,37.37,28.82,22.58427425
28027,10733,81.47,18.53,9.17,25.47,48.03,19.4267301
28029,12224,78.72,21.28,28.31,37.63,21.34,15.72660852
28031,8668,78.38,21.62,27.16,36.52,19.55,20.94647825
28033,66159,93.83,6.17,4.91,19.17,26.31,138.8970694
28035,32955,85.06,14.94,10.26,21.98,45.33,70.7128563
28037,4226,71.08,28.92,32.89,35.82,21.37,7.493427026
28039,9494,77.54,22.46,22.34,28.78,16.48,19.83313279
28041,5216,79.98,20.02,15.97,29.58,15.2,7.318308333
28043,10240,80.31,19.69,13.69,27.1,33.39,24.25849839
28045,24818,78.65,21.35,11.58,20.25,25.43,52.36288604
28047,92032,85.69,14.31,7.99,19.67,43.98,160.4353343
28049,104261,85.08,14.92,4.09,26.02,41.57,119.8723046
28051,8542,73.39,26.61,30.68,40.16,39.35,11.28892826
28053,3833,82.73,17.27,9.08,34.33,39.48,9.158628067
28055,579,83.59,16.41,31.26,30.73,54.13,1.401789088
28057,10289,84.61,15.39,21.28,33.38,22.19,19.31145176
28059,62031,82.91,17.09,8.66,29.26,30.06,85.82117819
28061,8346,80.16,19.84,31.86,41.71,15.26,12.34184378
28063,3744,67.57,32.43,35.12,49.43,33.24,7.20095942
28065,5952,81.3,18.7,23.3,39.72,23.7,14.57235849
28067,28982,85.48,14.52,21.86,31.13,26.91,41.71221265
28069,4793,77.4,22.6,19.07,48.02,24.1,6.255719891
28071,25266,76.45,23.55,9.63,20.52,38.8,39.99738211
28073,24580,90.37,9.63,10.83,17.35,30.78,49.48937041
28075,35227,84.19,15.81,14.49,28.03,34.56,50.06310239
28077,6118,78.34,21.66,27.97,34.13,22.76,14.20559
28079,9503,85.95,14.05,23.71,37.91,27.69,16.30311713
28081,36678,87.97,12.03,12.1,24.11,33.7,81.51591955
28083,13152,77.74,22.26,6.98,26.16,49.94,22.13874195
28085,15478,82.87,17.13,27.81,31.81,24.6,26.40715468
28087,27272,83.39,16.61,10.82,27.08,38.54,53.95682838
28089,42641,91.51,8.49,4.28,18.81,28.17,59.67863475
28091,11950,79.86,20.14,26.28,37.19,19.4,22.03243872
28093,15474,84.49,15.51,20.36,34.11,24.02,21.9122005
28095,16577,84.71,15.29,23.61,37.51,25.76,21.66687329
28097,5606,82.39,17.61,15.66,37.93,28.56,13.77467822
28099,12494,85.63,14.37,21.01,34.73,27.33,21.91423462
28101,9483,84.8,15.2,23.06,31.6,22.1,16.41077571
28103,5209,77.17,22.83,37.22,35.15,27.26,7.493290915
28105,21876,80.85,19.15,9.05,20.78,49.14,47.73957725
28107,14993,83.02,16.98,28.62,34.15,27.18,21.88209963
28109,25194,82.37,17.63,20.31,28.15,22.49,31.05334843
28111,5620,81.19,18.81,32.1,40.91,16.63,8.683499631
28113,18266,80.35,19.65,23.98,30.22,32.77,44.6584393
28115,12768,84.49,15.51,26.18,30.32,28.3,25.65085017
28117,11169,84.15,15.85,15.79,34.4,27.32,26.91431812
28119,3595,84.98,15.02,11.18,31.09,42,8.876327079
28121,59946,92.74,7.26,14.95,22.99,23.76,77.29709144
28123,11643,89.62,10.38,28.89,34.24,26.43,19.11105293
28125,2118,82.86,17.14,25.17,44.66,33.68,4.905979999
28127,12103,77.34,22.66,27.91,33.41,19.5,20.54272021
28129,7370,79.67,20.33,25.98,32.71,17.03,11.58322585
28131,7413,82.76,17.24,21.3,25.58,23.68,16.64037784
28133,9679,86.67,13.33,5.27,32.23,45.11,13.87161919
28135,5596,76,24,27,43.55,26.05,8.67306455
28137,11375,90.23,9.77,21.91,30.05,24.89,28.10296336
28139,9816,81.33,18.67,26.59,33.43,27.06,21.44072635
28141,10386,73.51,26.49,17.49,33.91,24.52,24.47792261
28143,4898,80.5,19.5,16.58,18.97,59.47,10.77250246
28145,11905,83.59,16.41,22.19,30.6,27.71,28.64496263
28147,7236,78.54,21.46,28.03,31.79,10.8,17.91415642
28149,22018,85.23,14.77,16.87,30.32,35.59,37.41285252
28151,21591,84.75,15.25,8.27,27.74,45.96,29.79164603
