COUNTYFP,totUnits,occP,vacantP,mobileP,lngTermP,rentalP,unitDens
17013,2882,62.63,37.37,11.55,39.35,16.01,11.35434566
17015,8463,76.52,23.48,4.5,35.95,23.76,19.01621107
17017,5832,86.15,13.85,11.3,29.08,25.34,15.52098028
17019,91667,90,10,3.9,18.65,46.37,92.02554103
17021,15616,89.26,10.74,5.03,29.93,25.49,22.01021525
17023,7797,86.88,13.12,10.38,26.99,26.09,15.54963208
17025,6428,87.71,12.29,19.52,26.27,22.99,13.72716343
17027,15780,89.92,10.08,11.3,31.44,21.11,33.29102076
17029,23526,89.85,10.15,5.12,24.24,38.39,46.28502008
17031,2188394,89.7,10.3,0.7,26.27,43.11,2315.930393
17033,8683,88.14,11.86,9.1,32.82,21.81,19.57343272
17035,4873,88.69,11.31,11,37.24,20.8,14.08713076
17037,41181,91.55,8.45,1.99,19.66,43.03,65.22779191
17039,7569,88.03,11.97,4.85,32.39,20.64,19.03911058
17041,8442,90.24,9.76,5.34,30.64,28.31,20.26098935
17043,359299,95.14,4.86,0.19,28.5,26.82,1096.34184
17045,8816,86.09,13.91,5.91,35.66,24.35,14.14221694
17047,3194,86.91,13.09,17.44,33.96,17.58,14.36036426
17049,14864,91.19,8.81,7.36,31.6,22.35,31.04732353
17051,9315,81.76,18.24,15.03,34.77,19.47,13.00083111
17053,6367,90.76,9.24,2.03,32.07,29.42,13.11175915
17055,18617,86.67,13.33,11.76,29.94,26.19,45.52742282
17057,16310,86.39,13.61,3.03,33.23,23.17,18.84029433
17059,2748,84.21,15.79,17.25,36.84,24.89,8.508043192
17061,6429,77.85,22.15,10.05,33.17,20.92,11.83939719
17063,20761,93.43,6.57,4.27,22.45,28.86,49.65723829
17065,4100,82.34,17.66,17.02,32.96,19.4,9.433270516
17067,9247,80.24,19.76,6.5,37.12,18.5,11.65027646
17069,2162,66.51,33.49,21.79,41.15,19.68,12.18224656
17071,3865,77.36,22.64,10.79,32.98,18.63,10.20361642
17073,22180,90.28,9.72,1.95,32.46,22.22,26.95032572
17075,13492,87.3,12.7,3.53,34.77,23.14,12.07445138
17077,28996,81.83,18.17,10.42,21.85,48.06,49.64480335
17079,4333,84.38,15.62,11.54,38.32,17.59,8.760411776
17081,16971,89.7,10.3,17.03,28.46,27.31,29.7109142
17083,10125,85.58,14.42,5.28,29.7,19.31,27.41792861
17085,13696,71.25,28.75,3.47,34.5,21.85,22.79235892
17087,5632,77.1,22.9,21.02,30.03,15.87,16.37572025
17089,186759,95.34,4.66,0.6,22.88,26.52,359.5967307
17091,45515,87.99,12.01,6.54,26.87,31.79,67.28065362
17093,41683,96.94,3.06,0.05,15.69,16.96,130.1544681
17095,23943,87,13,3.59,30.52,34.58,33.41959281
17097,263360,92.9,7.1,1.68,25.66,26.65,593.234102
17099,50129,89.06,10.94,4.02,31.42,27.54,44.15951452
17101,7093,86.62,13.38,13.82,31.98,28.92,19.05816728
17103,15092,90.77,9.23,3.33,31.78,27.18,20.82114168
17105,15897,90.08,9.92,5.58,30,27.93,15.23252796
17107,12062,90.13,9.87,3.65,31.25,27.25,19.51565953
17109,14428,78.26,21.74,5.65,28.26,33.27,24.47892947
17111,118132,94.65,5.35,0.72,25.91,20.73,195.7756661
17113,72125,91.73,8.27,3.77,20.05,35.85,60.95614663
17115,50464,87.41,12.59,2.51,27.1,30.46,86.92102296
17117,21710,86.47,13.53,7.44,31.66,23.71,25.15888444
17119,119056,90.22,9.78,2.9,28.31,29.24,166.2686315
17121,18238,87.25,12.75,17.34,28.65,26.63,31.85964397
17123,5906,82.85,17.15,3.22,33.09,17.9,15.26803715
17125,7049,85.5,14.5,8.58,31.96,22,13.07056682
17127,7153,84.03,15.97,18.52,26.3,24.69,30.15386594
17129,5718,90.91,9.09,4,26.67,22.82,18.18482858
17131,7420,89.27,10.73,4.06,34.43,22.15,13.22176182
17133,14062,94.93,5.07,2.47,28.19,15.52,36.49691286
17135,13111,86.48,13.52,7.41,32.61,22.9,18.63287867
17137,15474,89.6,10.4,7,27.39,32.16,27.2048587
17139,6446,91.68,8.32,3.83,29.26,22.4,19.18708584
17141,22660,92.24,7.76,3.31,28.45,26.08,29.87129936
17143,83751,87.91,12.09,1.52,24.45,34.93,135.3728776
17145,9583,86.85,13.15,11.83,32.82,25.05,21.6927837
17147,7404,90.49,9.51,3.28,31.14,18.24,16.8598278
17149,7992,81.67,18.33,7.57,28.89,21.77,9.612704208
17151,2827,58.15,41.85,18.82,47.02,14.9,7.666062096
17153,3167,68.61,31.39,20.68,36.59,25.17,15.89984364
17155,3147,76.1,23.9,5.78,33.47,19.46,19.6564576
17157,13932,85.22,14.78,12.65,32.44,24.31,24.21638719
17159,7516,86.24,13.76,10.86,30.94,28.28,20.87469836
17161,66116,91.19,8.81,2.95,28.84,31.35,154.6943163
17163,119795,86.03,13.97,5.82,26.99,35.07,182.1352436
17165,11692,85.55,14.45,14.32,29.46,27.61,30.77763943
17167,91420,91.51,8.49,4.9,24.86,31.09,105.2871108
17169,3452,82.16,17.84,12.25,36.79,23.52,7.894558073
17171,2464,79.5,20.5,9.13,38.84,21.8,9.820188918
17173,10584,86.95,13.05,10.68,35.75,19.77,13.95365685
17175,2652,86.5,13.5,3.81,40.64,19.75,9.207536895
17177,21961,89.29,10.71,3.78,33.98,31.32,38.8990738
17179,58768,92.93,7.07,2.04,27.93,23.54,90.91334026
17181,7999,83.37,16.63,14.36,30.71,22.39,19.34658586
17183,36133,86.29,13.71,5.09,28.85,30.84,40.2243903
17185,5578,87.77,12.23,12.26,33.03,23.67,24.98342518
17187,7693,86.96,13.04,4.02,31.53,24.47,14.18394673
17189,6629,90.13,9.87,10.6,31.99,21.34,11.78339511
17191,7943,89.07,10.93,25.29,31.33,23.67,11.12652526
17193,7176,84.75,15.25,13.39,32,22.1,14.50328424
17195,25836,90.36,9.64,3.22,32.83,24.81,37.75916796
17197,242568,93.93,6.07,1.39,23.72,18.96,290.1949734
17199,31200,86.82,13.18,9.52,23.27,30.12,74.25410271
17201,125772,91.12,8.88,1.59,26.62,34.26,245.0655143
17203,15540,93.73,6.27,2.14,28.02,18.06,29.44417469
18001,13226,94.33,5.67,3.27,32.46,22.78,39.01166258
18003,156955,91.43,8.57,3.44,22.05,31.74,238.7812072
18005,34134,92.78,7.22,7.38,24.79,28.68,83.88554228
18007,3921,86.79,13.21,3.95,29.07,27.92,9.647759144
18009,6025,86.72,13.28,6.21,31.97,24.17,36.49726371
18011,26544,92.85,7.15,3.38,20.49,23.29,62.76512642
18013,8638,70.54,29.46,7.55,31.78,16.45,27.68713576
18015,9574,82.31,17.69,6.49,34.18,19.15,25.72121867
18017,16401,89.42,10.58,4.96,29.63,25.66,39.79345477
18019,50140,88.3,11.7,5.14,25,29.55,134.4798348
18021,11791,89.14,10.86,8.76,32.72,23.09,32.97196411
18023,13321,90.14,9.86,4.01,29.96,28.37,32.8860529
18025,5541,70.66,29.34,22.23,35.52,17.22,18.13083918
18027,12551,90.96,9.04,6.77,29.73,26.59,29.22315528
18029,20422,91.31,8.69,3.51,30.57,21.14,66.9406216
18031,11380,91.61,8.39,5.81,24.23,30.94,30.54491884
18033,17921,93.68,6.32,8.79,29.5,23.4,49.39215864
18035,52710,87.32,12.68,4.74,24.84,35.5,134.4295783
18037,17781,93.08,6.92,5.3,32.91,21.93,41.61570223
18039,78804,91.78,8.22,6.77,22.56,31.17,170.1414563
18041,10820,88.43,11.57,4.94,26.45,30.47,50.32092252
18043,32644,89.93,10.07,1.81,28.76,27.56,220.6209656
18045,7892,88.89,11.11,10.4,34.87,23.91,19.94622696
18047,9725,89.91,10.09,10.94,37.51,18.89,25.29726617
18049,9726,81.06,18.94,10.63,33.66,23.33,26.40091842
18051,15049,88.01,11.99,13.51,28.33,22.77,30.87475647
18053,30467,85.74,14.26,5.9,28.84,30.79,73.57783972
18055,15240,83.92,16.08,20.34,32.51,20.03,28.09398705
18057,123394,94.8,5.2,1.65,15.1,22.73,312.9229396
18059,29713,94.96,5.04,1.61,24.83,22.42,97.11599786
18061,16972,85.93,14.07,14.24,35.34,17.46,35.02896657
18063,60730,95.63,4.37,1.25,19.33,21.53,149.253495
18065,21233,86.7,13.3,4.64,31.39,26.43,54.18312709
18067,39188,88.16,11.84,3.46,26.19,31.64,133.7479764
18069,16023,92.08,7.92,5.07,27.73,24.14,41.87404764
18071,18975,88.25,11.75,10.19,26.85,27.4,37.2079337
18073,13521,92.74,7.26,4.81,26.39,24.35,24.16094848
18075,9248,88.12,11.88,6.78,33.59,26.98,24.08938625
18077,14449,88.3,11.7,10.35,27.82,28.07,40.06589902
18079,12276,86.83,13.17,19.22,27.14,24.71,32.59790945
18081,60206,92.64,7.36,2.94,20.31,28.2,187.8839838
18083,17060,87.66,12.34,9.07,27.95,34.99,33.06025429
18085,38258,80.18,19.82,12.08,25.88,26.45,71.99022714
18087,14678,82.29,17.71,6.46,31.21,17.31,38.66417494
18089,212140,87.41,12.59,1.36,29.36,30.38,425.2843979
18091,49061,87.45,12.55,4.75,31.11,28.16,82.00557229
18093,21117,87.55,12.45,10.76,28.11,22.41,47.01269914
18095,59071,87.05,12.95,4.98,27.29,30.12,130.7115456
18097,422135,87.42,12.58,1.63,19.62,46.03,1064.809085
18099,20191,85.41,14.59,7.16,32.77,24.8,45.51440927
18101,4804,87.39,12.61,16.49,30.74,20.84,14.30788319
18103,15433,88.82,11.18,9.99,31.64,28.8,41.28230927
18105,61144,90.83,9.17,5.92,18.06,45.21,154.9832479
18107,16638,91.78,8.22,5.63,26.7,29.14,32.96971923
18109,28282,91.67,8.33,7.78,27.24,23.82,70.03355411
18111,6076,91.54,8.46,3.21,32.35,21.05,15.12372673
18113,20463,88.4,11.6,8.53,30.57,24,49.80790889
18115,2832,88.74,11.26,11.83,28.01,21.61,32.87314318
18117,9216,85.51,14.49,18.02,30.93,25.33,23.13390913
18119,10147,85.69,14.31,21.81,26.26,21.23,26.33572946
18121,8195,74.98,25.02,14.3,27.64,22.91,18.42770655
18123,8671,86.09,13.91,10.86,35.35,22.56,22.71457756
18125,5779,88.75,11.25,14.67,34.39,17.08,17.28708932
18127,68228,93.76,6.24,4.6,27.21,24.54,163.198741
18129,11480,88.63,11.37,7.71,33.67,18.93,28.04311565
18131,6092,85.36,14.64,13.18,34.88,23,14.04776015
18133,15015,89.5,10.5,10.22,26.98,28.21,31.24641718
18135,11698,89.56,10.44,6.1,33.21,23.09,25.85895661
18137,12323,90.6,9.4,7.49,30.55,22.87,27.60383525
18139,7493,89.75,10.25,3.56,31.73,28.65,18.35971614
18141,116385,86.99,13.01,1.69,27.06,32.17,254.1803104
18143,10580,85.1,14.9,17.43,33.13,27.25,55.56834866
18145,19271,91.98,8.02,3.51,28.53,26.72,46.87323764
18147,9062,89.48,10.52,11.08,32.07,19.02,22.83966351
18149,11109,78.63,21.37,8.55,32.69,21,35.93485123
18151,19894,71.16,28.84,12.17,27.59,22.51,64.42862588
18153,8932,86.29,13.71,13.77,28.72,26.52,19.97449665
18155,5265,81.61,18.39,19.83,27.54,26.39,23.86022311
18157,75430,91.62,8.38,3.12,14.91,45.64,151.191168
18159,6999,89.94,10.06,10.04,36.48,19.38,26.86347733
18161,3252,87.52,12.48,12.88,32.18,28.95,20.17501923
18163,84033,89.49,10.51,2.62,23.37,35.66,359.6221643
18165,7499,88.23,11.77,8.73,33.47,27.13,29.19454359
18167,47087,88.93,11.07,3.89,24.46,38.69,116.6823669
18169,14188,90.75,9.25,4.8,33.81,26.8,34.3924515
18171,3732,90.68,9.32,4.88,37.36,16.13,10.23338305
18173,25662,94.56,5.44,5.13,21.39,20.56,66.68700049
18175,12351,86.8,13.2,19.16,31.35,23.84,24.04375528
18177,31338,84.92,15.08,4.26,27.4,32.42,78.00518502
18179,11843,91.82,8.18,6.73,28.07,20.47,32.17459551
18181,13095,74.42,25.58,12.39,30.03,21.86,25.92429117
18183,14672,92.34,7.66,5.05,28.69,16.84,43.72129915
19001,3697,84.83,15.17,3.92,32.9,23.34,6.494304646
19003,2009,81.68,18.32,4.73,28.69,22.67,4.744574772
19005,7776,76.61,23.39,14.4,32.02,22.28,12.16823734
19007,6627,81.73,18.27,7.39,32.28,26.68,13.32625132
19009,3009,88.97,11.03,1.46,41.21,22.3,6.792949339
19011,11131,91.85,8.15,2.25,29.92,17.66,15.54394123
19013,57603,91.97,8.03,3.62,23.39,34.3,101.7959446
19015,11915,91.82,8.18,4.06,29.01,23.15,20.84661581
19017,10314,92.93,7.07,1.96,30.73,18.02,23.6843706
19019,9080,88.61,11.39,4.45,28.64,21.68,15.89981951
19021,8296,91.01,8.99,3.1,24.44,33.44,14.43042432
19023,6774,92.28,7.72,2.44,32.96,20.89,11.67655902
19025,5067,82.71,17.29,1.28,33.46,22.14,8.891915374
19027,9488,91.42,8.58,0.43,31.68,23.06,16.66214754
19029,6591,90.49,9.51,1.9,29.88,30.65,11.68087293
19031,8214,91.87,8.13,4.76,29.87,19.48,14.17529154
19033,22346,85.98,14.02,2.14,27.95,30.86,39.32095957
19035,5785,92.26,7.74,1.24,33.16,25.88,10.02766618
19037,5695,91.15,8.85,2.91,34.73,19.8,11.29215075
19039,4208,91.59,8.41,6.11,22.92,29.22,9.759615139
19041,8219,89.34,10.66,1.23,24.16,31.21,14.48957745
19043,9099,84.1,15.9,6.36,33.12,25.01,11.68797145
19045,21995,89.52,10.48,2.31,30.44,25.81,31.65155022
19047,7030,91.54,8.46,6.74,24.47,26.99,9.843367983
19049,34937,94.13,5.87,2.7,12.38,25.63,59.38464656
19051,3597,89.38,10.62,5.67,32.27,17.11,7.162683801
19053,3856,83.32,16.68,7.44,25.1,33.89,7.249765746
19055,8104,85.62,14.38,4.58,40.27,17.08,14.02854637
19057,18566,90.7,9.3,5.69,27.49,27.52,44.61612748
19059,13620,59.24,40.76,8.66,25.01,21.03,35.79328986
19061,41065,93.34,6.66,3.79,24.27,27.64,67.50819519
19063,4795,85.71,14.29,3.88,32.55,22.92,12.11226464
19065,9571,86.88,13.12,4.71,32.41,24.61,13.09612938
19067,7555,89.46,10.54,1.69,28.73,27.79,15.09099253
19069,4868,86.28,13.72,2.47,33.1,25.69,8.364699075
19071,3445,86.79,13.21,5.28,29.16,25.85,6.739514881
19073,4551,85.45,14.55,1.32,28.92,25.76,7.989605141
19075,5574,92.16,7.84,2.21,29.64,20.48,11.10685075
19077,5786,75.99,24.01,3.35,28.98,20.56,9.796529693
19079,7189,87.84,12.16,2.66,31.57,27.14,12.46465713
19081,5311,89.74,10.26,2.99,30.93,22.05,9.301194165
19083,8172,87.8,12.2,3.27,30.45,22.94,14.35429444
19085,6807,89.26,10.74,3.6,31.11,25.16,9.768387468
19087,8352,92.36,7.64,5.65,29.55,29.03,19.23158425
19089,4372,88.47,11.53,2.81,29.67,20.94,9.238356672
19091,4729,89.26,10.74,2.79,32.07,25.78,10.88706605
19093,3431,87.73,12.27,2.54,33.88,24.22,7.951227058
19095,7319,92.79,7.21,4.13,30.26,21.9,12.48012645
19097,9518,86.53,13.47,8.28,32.46,21.05,14.96466374
19099,16264,89.45,10.55,4.9,29.9,26.05,22.26695798
19101,7614,89.72,10.28,10.86,25.56,32.92,17.48250304
19103,62280,93.39,6.61,4.86,16.23,40.31,101.6006135
19105,8967,91.49,8.51,6.6,27.98,24.35,15.57796341
19107,4880,89.84,10.16,3.07,35.72,23.13,8.425815736
19109,7506,88.81,11.19,0.8,34.47,23.76,7.716454241
19111,16255,87.22,12.78,5.66,29.88,25.68,31.40773293
19113,96473,93.09,6.91,4.44,21.75,25.6,134.5347963
19115,5041,86.15,13.85,12.24,31.91,23.28,12.54698323
19117,4216,86.39,13.61,4.74,27.99,22.76,9.790957326
19119,5016,90.69,9.31,2.25,32.99,16.6,8.535728699
19121,6883,91.66,8.34,5.07,24.92,21.49,12.26908447
19123,9839,89.73,10.27,5.94,27.43,28.83,17.23539392
19125,14167,93.98,6.02,5.08,24.09,29.47,25.54975406
19127,16766,91.48,8.52,2.91,24.61,28.79,29.28556849
19129,6135,91.07,8.93,4.38,27.87,22.02,14.02501906
19131,4946,88.9,11.1,2.49,36.89,17.33,10.54289958
19133,4719,85.89,14.11,2.73,31.56,28.94,6.799038959
19135,3976,83.73,16.27,14.84,23.77,21.96,9.167319103
19137,5230,87.71,12.29,2.89,27.88,31.37,12.33214599
19139,18097,91.37,8.63,6.82,28.19,27.11,41.3699689
19141,6676,90.34,9.66,2.01,27.46,28.09,11.65029917
19143,2964,88.09,11.91,0.98,33.16,24.17,7.43444315
19145,7214,87.65,12.35,2.5,30.71,27.53,13.48559596
19147,4620,82.51,17.49,1.08,29.51,25.71,8.193555481
19149,10768,93.94,6.06,3.58,28.51,21.31,12.47994372
19151,3767,85.08,14.92,1.14,36.26,22.65,6.52590125
19153,197248,93.16,6.84,2.08,18.8,32.83,344.7121987
19155,39925,92.38,7.62,3.65,25.36,31.79,42.00355456
19157,9105,84.36,15.64,4.05,26.84,30.7,15.56620701
19159,2619,76.25,23.75,6.38,23.81,22.73,4.890800868
19161,5402,80.84,19.16,1.7,35.34,20.91,9.39446595
19163,73869,90.73,9.27,2.48,23.37,30.53,161.2564089
19165,5582,90.4,9.6,1.18,31.91,22.49,9.448585292
19167,12816,94.93,5.07,3.36,25.74,20.23,16.68947185
19169,39390,94.49,5.51,3.73,16.01,47.24,68.77934304
19171,7792,86.69,13.31,3.95,35.08,23.72,10.8070934
19173,3104,85.37,14.63,6.09,28.69,23.47,5.835692384
19175,5918,87.77,12.23,4.97,28.64,29.23,13.96930351
19177,3655,78.33,21.67,9.25,35.02,18.2,7.539105529
19179,16066,89.74,10.26,5.03,29.34,27.72,37.20400676
19181,19716,96.16,3.84,4,21.42,22.12,34.5994785
19183,9686,90.03,9.97,5.85,29.4,29.2,17.02855537
19185,3193,83.59,16.41,6.89,28.93,18.4,6.076257196
19187,17044,89.23,10.77,2.96,29.29,32.54,23.81426726
19189,5201,88.54,11.46,0.46,31.65,26.47,12.98668097
19191,8927,91.91,8.09,3.21,33.31,20.85,12.94081923
19193,42095,92.59,7.41,3.39,23.4,34.36,48.22473671
19195,3517,90.13,9.87,1.31,34.4,22.71,8.78982807
19197,6515,87.34,12.66,1.83,28.12,28.47,11.22477
20001,6314,83.77,16.23,8.63,28.68,28.89,12.62055644
20003,3740,82.06,17.94,7.81,26.68,25.81,6.452237902
20005,6966,85.85,14.15,4.35,31.74,31.61,16.15594999
20007,2793,70.18,29.82,6.44,31.39,29.18,2.462817609
20009,12711,85.69,14.31,7.27,27.72,30.23,14.19822011
20011,7129,80.26,19.74,7.08,25.88,30.15,11.2185051
20013,4741,82.35,17.65,3.65,29.79,27.02,8.304886129
20015,26776,91.4,8.6,7.07,22.63,26.31,18.72894166
20017,1491,69.01,30.99,8.58,30.47,20.8,1.92872161
20019,2132,68.01,31.99,13.56,27.5,21.45,3.337100124
20021,9895,81.22,18.78,11.41,28.83,25.91,16.84071567
20023,1504,81.65,18.35,4.65,35.73,20.77,1.474676194
20025,1150,77.65,22.35,6.43,30.62,28.56,1.179930925
20027,4073,83.53,16.47,3.12,31.96,23.31,6.311841255
20029,4619,83.52,16.48,2.66,26.57,29.11,6.457083132
20031,4062,87.35,12.65,11.32,26.87,22.89,6.47969019
20033,982,75.76,24.24,3.46,28.63,19.35,1.245728328
20035,16156,83.97,16.03,8.23,26.27,33.45,14.35153958
20037,18075,83.28,16.72,6.26,22.42,41.57,30.64766298
20039,1801,82.51,17.49,4.11,28.15,27.99,2.015638829
20041,9178,85,15,5.92,26.66,30.24,10.83508024
20043,3571,84.68,15.32,10.95,35.34,27.02,9.075496362
20045,49732,93.09,6.91,2.11,16.67,48.16,109.1203129
20047,1621,80.32,19.68,6.97,35.25,21.35,2.606563584
20049,1757,63.57,36.43,13.49,33.02,20.14,2.727154388
20051,13220,87.6,12.4,3.8,25.73,38.74,14.69038692
20053,3227,76.29,23.71,9.39,27.51,24.9,4.509679985
20055,13500,92.66,7.34,13.34,19.4,37.49,10.3687317
20057,12247,92.06,7.94,12.13,16.51,37.64,11.15121745
20059,11228,88.9,11.1,10.16,23.69,28.81,19.63764892
20061,15356,83.06,16.94,6.17,10.14,62.71,39.92085417
20063,1413,85.7,14.3,6.51,42.07,22.87,1.318513993
20065,1476,82.38,17.62,9.76,37.54,20.64,1.642696353
20067,2947,87.95,12.05,23.96,22.92,21.95,5.126952579
20069,2436,89.45,10.55,11.86,23.56,24.46,2.803662853
20071,616,80.19,19.81,10.88,23.01,37.85,0.791366159
20073,4032,68.4,31.6,10.07,25.86,26.29,3.52663744
20075,1128,75.53,24.47,11.7,27.18,30.87,1.131951635
20077,3173,71.67,28.33,3.56,26.47,28.28,3.959961545
20079,14740,90.79,9.21,2.99,25.16,28.23,27.30876968
20081,1680,79.11,20.89,23.27,24.24,23.93,2.909003224
20083,1000,76.1,23.9,7.2,38.34,23,1.162806803
20085,5826,92.55,7.45,7,26.43,24.43,8.878169517
20087,8331,91.23,8.77,7.27,30.22,18.03,15.64296871
20089,2018,68.38,31.62,8.18,34.57,18.19,2.217663744
20091,238666,94.79,5.21,0.68,19.79,30.88,503.9303551
20093,1563,80.68,19.32,15.8,32.21,23.71,1.795438857
20095,3854,80.2,19.8,5.58,32.88,21.26,4.463959299
20097,1237,79.3,20.7,5.5,22.18,28.75,1.711788012
20099,10071,79.76,20.24,4.85,29.07,29.59,15.60451482
20101,974,80.8,19.2,4.31,28.34,22.87,1.357670118
20103,29560,91.54,8.46,1.72,22.72,32.55,63.78897943
20105,1854,68.18,31.82,5.23,41.69,19.62,2.577174307
20107,5588,77.81,22.19,14.8,28.17,22.38,9.406168103
20109,1448,78.52,21.48,5.52,31.15,28.67,1.349502122
20111,15313,88.71,11.29,7.51,21.61,41.11,18.06876152
20113,13167,93.4,6.6,4.17,24.64,30.05,14.65802613
20115,5993,79.91,20.09,5.61,31.46,20.48,6.346537093
20117,4905,83.83,16.17,2.65,31.87,23.01,5.448967041
20119,1978,84.68,15.32,8.24,25.03,30.57,2.022333297
20121,13617,93.46,6.54,3.84,21.34,21.45,23.64571167
20123,3311,79.01,20.99,4.08,35.14,25.73,4.717943785
20125,16499,82.05,17.95,6.83,23.57,31.08,25.63585593
20127,3201,70.2,29.8,8.5,35.98,21.58,4.603506755
20129,1460,76.51,23.49,12.05,38.87,30.08,2.000746699
20131,4606,87.28,12.72,3.65,32.02,26,6.420193
20133,7746,86.25,13.75,7.33,25.96,29.55,13.55448183
20135,1732,75.81,24.19,6.06,33.01,14.55,1.611560875
20137,2540,75.98,24.02,7.09,32.44,25.91,2.892807832
20139,7581,86.45,13.55,11.05,26.64,25.57,10.74552139
20141,2190,77.21,22.79,2.28,29.26,24.72,2.453749739
20143,2782,86.99,13.01,6.15,29.79,18.84,3.859990861
20145,3168,78.98,21.02,3.12,33.58,31.93,4.200146954
20147,3086,76.57,23.43,6.25,33.2,22.77,3.483592744
20149,9488,91.64,8.36,9.79,24.36,23.16,11.28474012
20151,4493,81.99,18.01,5.76,22.14,31.54,6.112633135
20153,1453,80.39,19.61,4.13,33.99,24.14,1.358691241
20155,28479,87.97,12.03,4.26,25.4,31.31,22.68310235
20157,2882,78,22,2.46,34.15,25.58,4.017430669
20159,4589,84.18,15.82,4.21,30.39,25.6,6.318934286
20161,30614,87.05,12.95,5.3,12.9,57.56,50.21014113
20163,2752,76.31,23.69,2.33,32.95,21,3.090319336
20165,1822,77,23,4.06,34.73,23.02,2.538454131
20167,3871,76.96,23.04,3.8,31.88,19.3,4.367812801
20169,24345,91.23,8.77,4.23,23.04,32.46,33.80129602
20171,2208,91.71,8.29,13.5,21.98,25.73,3.077001153
20173,217685,89.94,10.06,3.52,20.23,36.37,218.2352674
20175,8218,89.01,10.99,13.87,23.06,31.54,12.84765216
20177,79918,90.11,9.89,2.48,22.94,35.2,146.9053465
20179,1257,90.21,9.79,3.1,35.92,26.28,1.402975357
20181,3125,84.77,15.23,8.7,26.96,35.71,2.959114497
20183,2237,75.15,24.85,1.3,33.56,21.77,2.498156967
20185,2339,77.43,22.57,5.3,32.57,18.06,2.953124818
20187,1095,73.7,26.3,23.47,28.96,18.34,1.609468557
20189,2318,82.44,17.56,22.61,25.49,31.24,3.187318885
20191,10944,85.17,14.83,10.33,29.49,26.52,9.261758624
20193,3574,92.36,7.64,10.91,26.73,27.75,3.325636428
20195,1674,82.44,17.56,3.35,32.14,23.04,1.882019586
20197,3297,83.38,16.62,4.52,33.17,14.66,4.15065542
20199,806,78.54,21.46,6.82,36.9,22.27,0.882177832
20201,2937,79.81,20.19,4.56,36.76,21.37,3.282458987
20203,1054,85.67,14.33,14.52,21.53,26.47,1.466816389
20205,4664,81.37,18.63,13.98,24.82,28.01,8.176462018
20207,2015,73.25,26.75,8.64,31.67,22.43,4.047677455
20209,67972,88.25,11.75,2.42,21.88,42.88,448.2488448
21001,8591,81.71,18.29,21.5,27.37,23.75,21.19737085
21003,9450,81.45,18.55,21.69,24.31,27.8,27.44388247
21005,9368,92.09,7.91,7.22,25,22.29,46.34858404
21007,3913,78.84,21.16,17.2,35.95,20.19,15.85059253
21009,19639,86.38,13.62,11.89,25.49,33.23,40.2783674
21011,5462,84.66,15.34,36.18,23.03,28.89,19.59139149
21013,13209,82.82,17.18,23.29,32.51,35.47,36.7876843
21015,48961,94.78,5.22,3.91,19.53,25.93,198.7996158
21017,9057,89.74,10.26,6.4,24.25,35.29,31.25852871
21019,21687,86.68,13.32,11.32,29.08,30.59,135.65698
21021,12456,88.18,11.82,6.45,24.52,33.66,69.06609149
21023,3870,87.26,12.74,22.69,25.94,25.35,19.09078139
21025,6318,84.24,15.76,38.68,36.5,28.18,12.83066243
21027,10780,71.2,28.8,28.39,28.54,21.51,18.91881172
21029,31150,94.3,5.7,8.5,29.86,19.37,104.8716869
21031,5941,84.09,15.91,25.55,29.69,26.82,13.9430779
21033,6279,82.43,17.57,14.91,27.93,24.9,18.21116801
21035,18717,78.22,21.78,12.82,23.57,37.05,48.61200293
21037,40109,90.52,9.48,2.14,26.4,31.1,265.0286684
21039,2464,81.98,18.02,22.12,32.46,20.84,13.00681908
21041,4708,84.56,15.44,21.03,32.22,35.39,36.61823281
21043,12478,79.92,20.08,31.71,34.83,23.06,30.47181885
21045,7497,84.43,15.57,29.01,32.67,21.88,16.87614842
21047,29888,85.93,14.07,7.92,18.07,53.09,41.65539378
21049,15841,91.07,8.93,9,25.79,33.08,62.74039372
21051,8994,84.78,15.22,31.58,33.21,32.13,19.1649442
21053,5294,72.44,27.56,33.79,30.49,29.78,26.83915843
21055,4599,79.26,20.74,16.63,34.61,18.79,12.77636448
21057,3665,75.55,24.45,16.23,30.47,27.27,12.00874388
21059,42941,92.7,7.3,4.93,23.6,33.19,93.67805332
21061,6559,74.49,25.51,25.95,35.87,19.83,21.65518989
21063,3425,75.21,24.79,39.33,38.7,25.89,14.6169153
21065,6908,79.66,20.34,23.05,33.85,27.58,27.29435388
21067,140662,91.57,8.43,1.1,17.22,45.52,495.9251922
21069,6683,88.1,11.9,28.79,26.11,29.93,19.17408818
21071,18416,82.34,17.66,30.61,38.55,29.57,46.82637222
21073,23257,89.76,10.24,5.12,23.7,37.4,111.8985656
21075,3349,75.37,24.63,5.52,26.73,40.41,16.26278735
21077,3903,78.73,21.27,31.39,24.92,28.47,39.68879149
21079,7500,90.97,9.03,10.89,24.04,19.27,32.59487366
21081,10165,87.05,12.95,26.04,22.5,31.89,39.4026152
21083,16817,86.13,13.87,16.82,31.42,26.66,30.47915925
21085,13659,71.54,28.46,21.4,28.87,28.63,27.32207276
21087,5305,84.18,15.82,16.36,30.67,24.59,18.54585839
21089,16333,86.07,13.93,14.87,31.87,22.94,47.41614638
21091,3744,88.17,11.83,21.05,28.72,21.6,19.94963315
