COUNTYFP,cntT,cntBupT,cntMetT,cntNalT,avBupTime,avMetTime,avNalTime,pctBupT,pctMetT,pctNalT
12083,63,56.0,44.0,48.0,12.14,24.58,22.56,0.89,0.7,0.76
12085,36,35.0,0.0,33.0,7.65,42.51,9.79,0.97,0.0,0.92
12086,519,517.0,514.0,517.0,3.79,14.66,8.35,1.0,0.99,1.0
12087,31,28.0,,25.0,10.52,,14.62,0.9,,0.81
12089,13,13.0,4.0,10.0,8.69,34.52,20.6,1.0,0.31,0.77
12091,43,43.0,0.0,41.0,7.28,79.67,11.75,1.0,0.0,0.95
12093,12,12.0,0.0,0.0,7.3,54.76,58.02,1.0,0.0,0.0
12095,207,207.0,199.0,206.0,5.5,14.1,8.52,1.0,0.96,1.0
12097,41,40.0,37.0,40.0,6.2,18.14,11.91,0.98,0.9,0.98
12099,338,337.0,297.0,326.0,4.01,18.68,8.24,1.0,0.88,0.96
12101,134,134.0,92.0,133.0,6.89,21.83,13.56,1.0,0.69,0.99
12103,246,246.0,246.0,246.0,3.59,14.73,7.9,1.0,1.0,1.0
12105,154,149.0,94.0,128.0,10.82,28.37,18.03,0.97,0.61,0.83
12107,17,17.0,0.0,4.0,15.12,56.0,38.26,1.0,0.0,0.24
12109,41,41.0,28.0,40.0,7.95,22.31,11.49,1.0,0.68,0.98
12111,45,45.0,43.0,45.0,4.81,17.54,8.72,1.0,0.96,1.0
12113,26,24.0,7.0,25.0,9.37,37.35,14.48,0.92,0.27,0.96
12115,95,95.0,76.0,95.0,6.75,18.7,9.38,1.0,0.8,1.0
12117,86,86.0,66.0,86.0,6.61,23.96,9.22,1.0,0.77,1.0
12119,19,17.0,0.0,0.0,15.86,45.27,38.09,0.89,0.0,0.0
12121,7,6.0,0.0,0.0,17.72,51.81,49.11,0.86,0.0,0.0
12123,5,3.0,0.0,4.0,21.95,88.23,16.66,0.6,0.0,0.8
12125,3,3.0,0.0,2.0,10.54,41.59,29.02,1.0,0.0,0.67
12127,114,114.0,63.0,113.0,5.74,26.29,11.86,1.0,0.55,0.99
12129,5,3.0,2.0,5.0,33.65,36.66,18.62,0.6,0.4,1.0
12131,12,8.0,0.0,6.0,19.8,75.88,33.51,0.67,0.0,0.5
12133,7,5.0,0.0,0.0,16.41,62.65,42.63,0.71,0.0,0.0
13001,5,5.0,0.0,0.0,14.87,61.46,64.53,1.0,0.0,0.0
13003,3,3.0,0.0,1.0,27.85,46.69,33.97,1.0,0.0,0.33
13005,3,3.0,0.0,0.0,11.9,60.64,38.26,1.0,0.0,0.0
13007,2,0.0,0.0,0.0,43.86,56.56,56.52,0.0,0.0,0.0
13009,9,9.0,0.0,0.0,9.39,54.68,54.68,1.0,0.0,0.0
13011,4,2.0,3.0,0.0,27.3,21.36,39.45,0.5,0.75,0.0
13013,18,18.0,18.0,18.0,8.45,17.32,12.84,1.0,1.0,1.0
13015,15,14.0,14.0,6.0,14.93,17.31,32.16,0.93,0.93,0.4
13017,5,5.0,0.0,0.0,8.24,48.39,49.9,1.0,0.0,0.0
13019,6,2.0,1.0,2.0,34.78,38.0,36.83,0.33,0.17,0.33
13021,44,44.0,44.0,44.0,4.55,8.86,12.61,1.0,1.0,1.0
13023,3,3.0,0.0,0.0,6.96,42.18,42.02,1.0,0.0,0.0
13025,3,3.0,1.0,1.0,12.65,33.08,34.9,1.0,0.33,0.33
13027,5,3.0,3.0,3.0,26.33,35.64,26.33,0.6,0.6,0.6
13029,7,6.0,2.0,2.0,13.9,35.25,36.19,0.86,0.29,0.29
13031,12,11.0,11.0,0.0,9.08,14.59,63.25,0.92,0.92,0.0
13033,6,3.0,0.0,2.0,34.58,60.76,36.3,0.5,0.0,0.33
13035,3,3.0,3.0,0.0,8.23,8.23,34.49,1.0,1.0,0.0
13037,2,2.0,0.0,0.0,9.32,61.48,62.44,1.0,0.0,0.0
13039,11,8.0,8.0,8.0,17.12,19.0,19.0,0.73,0.73,0.73
13043,3,3.0,0.0,0.0,27.5,35.91,50.79,1.0,0.0,0.0
13045,17,16.0,14.0,15.0,12.27,19.97,18.8,0.94,0.82,0.88
13047,11,11.0,11.0,10.0,10.61,8.78,20.84,1.0,1.0,0.91
13049,2,1.0,0.0,0.0,21.2,58.43,51.18,0.5,0.0,0.0
13051,72,72.0,70.0,71.0,5.5,11.64,8.82,1.0,0.97,0.99
13053,5,5.0,3.0,3.0,8.4,26.62,25.53,1.0,0.6,0.6
13055,6,0.0,0.0,0.0,38.15,49.68,58.33,0.0,0.0,0.0
13057,26,26.0,23.0,26.0,10.14,16.56,11.1,1.0,0.88,1.0
13059,30,30.0,30.0,30.0,4.78,9.51,6.93,1.0,1.0,1.0
13061,1,0.0,0.0,0.0,40.8,84.2,71.48,0.0,0.0,0.0
13063,50,50.0,50.0,49.0,8.27,12.96,18.11,1.0,1.0,0.98
13065,2,2.0,0.0,0.0,13.83,58.32,44.0,1.0,0.0,0.0
13067,120,120.0,120.0,120.0,5.28,13.51,8.82,1.0,1.0,1.0
13069,9,9.0,0.0,0.0,11.07,73.09,60.86,1.0,0.0,0.0
13071,10,10.0,0.0,10.0,9.82,42.37,13.27,1.0,0.0,1.0
13073,20,19.0,18.0,14.0,11.6,14.63,24.68,0.95,0.9,0.7
13075,4,4.0,2.0,2.0,15.47,29.87,30.26,1.0,0.5,0.5
13077,20,20.0,19.0,12.0,13.23,14.43,27.49,1.0,0.95,0.6
13079,3,3.0,0.0,0.0,23.59,36.9,43.17,1.0,0.0,0.0
13081,6,6.0,0.0,0.0,11.56,45.49,48.83,1.0,0.0,0.0
13083,4,1.0,3.0,1.0,33.35,16.1,33.9,0.25,0.75,0.25
13085,3,3.0,3.0,2.0,15.27,13.0,17.28,1.0,1.0,0.67
13087,7,6.0,6.0,0.0,15.51,15.72,46.47,0.86,0.86,0.0
13089,145,145.0,144.0,145.0,5.84,12.07,9.45,1.0,0.99,1.0
13091,6,5.0,0.0,0.0,18.42,57.73,56.86,0.83,0.0,0.0
13093,3,3.0,1.0,0.0,23.72,39.32,63.93,1.0,0.33,0.0
13095,27,27.0,27.0,27.0,8.76,17.56,12.94,1.0,1.0,1.0
13097,20,20.0,15.0,20.0,10.24,26.5,14.98,1.0,0.75,1.0
13099,5,1.0,0.0,0.0,36.69,56.19,58.38,0.2,0.0,0.0
13101,2,1.0,0.0,0.0,24.76,43.07,38.99,0.5,0.0,0.0
13103,10,7.0,1.0,1.0,20.45,43.38,42.65,0.7,0.1,0.1
13105,5,0.0,0.0,0.0,41.43,56.24,56.0,0.0,0.0,0.0
13107,6,5.0,0.0,5.0,15.54,52.75,19.19,0.83,0.0,0.83
13109,3,1.0,0.0,0.0,30.9,38.97,72.78,0.33,0.0,0.0
13111,5,5.0,0.0,1.0,15.16,39.87,38.22,1.0,0.0,0.2
13113,20,20.0,20.0,20.0,7.66,17.19,17.15,1.0,1.0,1.0
13115,20,19.0,19.0,0.0,8.83,19.19,63.76,0.95,0.95,0.0
13117,45,45.0,39.0,42.0,9.11,23.57,20.22,1.0,0.87,0.93
13119,5,2.0,4.0,0.0,34.71,31.19,43.49,0.4,0.8,0.0
13121,204,204.0,204.0,204.0,4.36,12.8,8.32,1.0,1.0,1.0
13123,5,3.0,0.0,0.0,29.51,49.9,44.23,0.6,0.0,0.0
13125,1,0.0,0.0,0.0,61.76,73.14,63.73,0.0,0.0,0.0
13127,16,16.0,11.0,16.0,4.06,22.99,13.07,1.0,0.69,1.0
13129,9,4.0,9.0,3.0,31.89,13.61,35.1,0.44,1.0,0.33
13131,6,6.0,1.0,3.0,16.03,41.47,31.7,1.0,0.17,0.5
13133,7,4.0,0.0,0.0,28.95,62.24,62.24,0.57,0.0,0.0
13135,113,113.0,113.0,113.0,6.27,13.8,12.8,1.0,1.0,1.0
13137,8,8.0,6.0,5.0,10.39,28.38,29.03,1.0,0.75,0.62
13139,36,36.0,34.0,33.0,9.96,17.04,15.68,1.0,0.94,0.92
13141,2,1.0,0.0,0.0,33.32,77.97,80.44,0.5,0.0,0.0
13143,5,5.0,1.0,1.0,15.41,37.38,37.36,1.0,0.2,0.2
13145,5,4.0,3.0,3.0,24.12,27.99,28.13,0.8,0.6,0.6
13147,5,0.0,0.0,0.0,42.04,44.83,52.49,0.0,0.0,0.0
13149,3,0.0,0.0,0.0,34.05,36.97,36.1,0.0,0.0,0.0
13151,25,25.0,24.0,22.0,9.46,18.58,19.3,1.0,0.96,0.88
13153,23,23.0,23.0,3.0,6.86,10.38,36.32,1.0,1.0,0.13
13155,2,2.0,1.0,1.0,17.02,30.01,30.7,1.0,0.5,0.5
13157,11,10.0,10.0,10.0,19.0,19.38,22.25,0.91,0.91,0.91
13159,3,3.0,2.0,0.0,14.45,33.11,47.76,1.0,0.67,0.0
13161,3,1.0,0.0,0.0,32.7,63.2,76.86,0.33,0.0,0.0
13163,4,0.0,0.0,0.0,42.78,64.4,46.73,0.0,0.0,0.0
13165,2,2.0,0.0,0.0,7.96,49.47,55.05,1.0,0.0,0.0
13167,3,0.0,0.0,0.0,39.24,43.06,41.94,0.0,0.0,0.0
13169,6,6.0,4.0,4.0,10.3,24.04,24.04,1.0,0.67,0.67
13171,3,3.0,3.0,2.0,9.05,24.48,27.23,1.0,1.0,0.67
13173,2,0.0,0.0,0.0,32.22,34.6,32.94,0.0,0.0,0.0
13175,13,12.0,12.0,12.0,14.33,14.36,15.55,0.92,0.92,0.92
13177,5,5.0,4.0,4.0,11.4,22.04,25.5,1.0,0.8,0.8
13179,15,14.0,0.0,0.0,9.93,55.69,55.96,0.93,0.0,0.0
13181,2,0.0,0.0,0.0,51.88,53.44,67.2,0.0,0.0,0.0
13183,3,1.0,0.0,0.0,29.68,77.69,77.85,0.33,0.0,0.0
13185,25,25.0,25.0,25.0,6.11,12.36,9.4,1.0,1.0,1.0
13187,4,3.0,0.0,4.0,17.83,37.39,5.78,0.75,0.0,1.0
13189,5,0.0,0.0,0.0,35.77,38.82,44.53,0.0,0.0,0.0
13191,5,4.0,1.0,1.0,20.09,40.03,44.29,0.8,0.2,0.2
13193,4,3.0,0.0,0.0,17.95,49.52,73.96,0.75,0.0,0.0
13195,6,5.0,4.0,5.0,18.58,25.91,27.29,0.83,0.67,0.83
13197,2,1.0,0.0,0.0,35.82,51.06,51.24,0.5,0.0,0.0
13199,4,0.0,1.0,0.0,42.19,43.22,48.73,0.0,0.25,0.0
13201,3,0.0,0.0,0.0,40.0,40.0,75.15,0.0,0.0,0.0
13205,5,1.0,0.0,1.0,36.8,54.11,37.27,0.2,0.0,0.2
13207,5,5.0,3.0,5.0,22.72,26.34,15.14,1.0,0.6,1.0
13209,3,3.0,2.0,0.0,17.83,23.85,63.66,1.0,0.67,0.0
13211,5,3.0,0.0,2.0,27.41,43.93,38.06,0.6,0.0,0.4
13213,8,8.0,8.0,8.0,13.88,13.88,13.88,1.0,1.0,1.0
13215,53,53.0,53.0,53.0,6.02,8.66,8.02,1.0,1.0,1.0
13217,13,13.0,12.0,11.0,10.4,22.03,21.86,1.0,0.92,0.85
13219,6,6.0,6.0,6.0,4.82,20.18,19.72,1.0,1.0,1.0
13221,4,2.0,1.0,1.0,31.7,43.12,37.8,0.5,0.25,0.25
13223,19,19.0,10.0,15.0,12.94,29.19,24.52,1.0,0.53,0.79
13225,6,6.0,6.0,1.0,9.47,21.61,37.92,1.0,1.0,0.17
13227,6,6.0,0.0,4.0,13.03,42.33,28.96,1.0,0.0,0.67
13229,4,4.0,0.0,0.0,18.86,39.54,35.69,1.0,0.0,0.0
13231,4,3.0,3.0,0.0,20.44,22.46,51.34,0.75,0.75,0.0
13233,7,7.0,2.0,0.0,12.4,34.56,52.23,1.0,0.29,0.0
13235,3,3.0,1.0,0.0,8.88,33.84,63.49,1.0,0.33,0.0
13237,5,4.0,0.0,0.0,20.65,63.83,67.89,0.8,0.0,0.0
13239,1,0.0,0.0,0.0,62.23,79.1,79.1,0.0,0.0,0.0
13241,5,4.0,0.0,0.0,15.49,56.46,50.95,0.8,0.0,0.0
13243,2,0.0,0.0,0.0,38.52,49.06,59.82,0.0,0.0,0.0
13245,47,47.0,44.0,47.0,6.38,21.26,10.47,1.0,0.94,1.0
13247,15,15.0,15.0,15.0,8.5,11.87,10.37,1.0,1.0,1.0
13249,2,2.0,0.0,0.0,21.95,74.82,75.11,1.0,0.0,0.0
13251,5,0.0,0.0,0.0,38.25,44.63,75.57,0.0,0.0,0.0
13253,3,0.0,0.0,0.0,41.24,41.24,63.41,0.0,0.0,0.0
13255,12,12.0,12.0,1.0,7.93,12.54,37.83,1.0,1.0,0.08
13257,5,5.0,5.0,0.0,9.5,9.5,47.49,1.0,1.0,0.0
13259,2,1.0,0.0,0.0,28.99,51.95,50.86,0.5,0.0,0.0
13261,8,8.0,0.0,0.0,9.85,59.52,60.36,1.0,0.0,0.0
13263,3,0.0,0.0,0.0,37.58,41.51,42.95,0.0,0.0,0.0
13265,1,0.0,0.0,0.0,51.43,68.3,75.44,0.0,0.0,0.0
13267,5,3.0,0.0,0.0,16.37,48.78,77.22,0.6,0.0,0.0
13269,3,1.0,0.0,0.0,28.79,52.86,60.12,0.33,0.0,0.0
13271,3,1.0,0.0,0.0,28.7,77.64,82.37,0.33,0.0,0.0
13273,4,3.0,3.0,1.0,28.51,24.5,35.26,0.75,0.75,0.25
13275,11,11.0,0.0,11.0,11.8,59.34,12.68,1.0,0.0,1.0
13277,9,9.0,9.0,9.0,7.04,9.61,10.58,1.0,1.0,1.0
13279,6,6.0,6.0,0.0,7.6,14.11,61.05,1.0,1.0,0.0
13281,3,3.0,2.0,2.0,11.19,26.78,26.78,1.0,0.67,0.67
13283,2,1.0,0.0,0.0,28.86,36.76,38.42,0.5,0.0,0.0
13285,14,13.0,12.0,13.0,13.16,17.57,16.32,0.93,0.86,0.93
13287,2,2.0,2.0,1.0,28.2,24.45,30.72,1.0,1.0,0.5
13289,2,1.0,0.0,0.0,30.99,37.4,37.4,0.5,0.0,0.0
13291,6,5.0,5.0,5.0,17.24,17.24,17.24,0.83,0.83,0.83
13293,7,7.0,0.0,0.0,8.16,42.95,53.46,1.0,0.0,0.0
13295,13,9.0,9.0,7.0,21.46,21.74,27.48,0.69,0.69,0.54
13297,15,15.0,12.0,15.0,11.5,19.47,16.55,1.0,0.8,1.0
13299,9,9.0,8.0,9.0,4.21,19.18,11.97,1.0,0.89,1.0
13301,2,0.0,0.0,0.0,53.62,55.72,62.85,0.0,0.0,0.0
13303,5,0.0,0.0,0.0,52.45,66.79,71.53,0.0,0.0,0.0
13305,6,6.0,0.0,0.0,17.72,58.37,69.32,1.0,0.0,0.0
13307,2,0.0,0.0,0.0,38.5,56.06,63.24,0.0,0.0,0.0
13309,2,2.0,0.0,0.0,23.29,38.44,61.78,1.0,0.0,0.0
13311,5,5.0,0.0,5.0,12.87,44.92,18.69,1.0,0.0,1.0
13313,18,18.0,16.0,18.0,10.22,23.83,13.0,1.0,0.89,1.0
13315,4,1.0,0.0,0.0,32.08,61.02,73.19,0.25,0.0,0.0
13317,4,0.0,0.0,0.0,60.49,66.06,69.47,0.0,0.0,0.0
13319,3,3.0,1.0,1.0,23.85,33.95,34.16,1.0,0.33,0.33
13321,5,3.0,1.0,3.0,26.41,40.61,28.86,0.6,0.2,0.6
15001,34,,,,,,,,,
15003,244,,,,,,,,,
15005,1,,,,,,,,,
15007,16,,,,,,,,,
15009,36,,,,,,,,,
16001,59,59.0,59.0,59.0,4.86,10.25,3.95,1.0,1.0,1.0
16003,2,1.0,,0.0,18.62,,47.86,0.5,,0.0
16005,22,22.0,,22.0,3.89,,6.59,1.0,,1.0
16007,2,2.0,0.0,0.0,0.0,101.75,96.68,1.0,0.0,0.0
16009,2,2.0,0.0,1.0,0.0,108.28,27.0,1.0,0.0,0.5
16011,8,6.0,,3.0,15.73,,35.51,0.75,,0.38
16013,4,0.0,,3.0,106.65,,20.78,0.0,,0.75
16015,1,0.0,0.0,0.0,88.06,102.47,88.2,0.0,0.0,0.0
16017,9,7.0,0.0,6.0,16.87,102.2,24.61,0.78,0.0,0.67
16019,21,20.0,,20.0,5.77,,6.94,0.95,,0.95
16021,2,1.0,,0.0,16.06,,61.26,0.5,,0.0
16023,1,0.0,,0.0,100.86,,100.86,0.0,,0.0
16025,1,0.0,0.0,0.0,68.63,138.28,65.57,0.0,0.0,0.0
16027,29,29.0,25.0,29.0,5.72,15.53,6.9,1.0,0.86,1.0
16029,2,0.0,0.0,0.0,57.22,133.99,63.57,0.0,0.0,0.0
16031,6,4.0,,0.0,19.02,,91.44,0.67,,0.0
16033,1,0.0,,0.0,66.52,,63.57,0.0,,0.0
16035,2,1.0,,0.0,43.48,,77.64,0.5,,0.0
16037,1,0.0,,1.0,234.64,,0.0,0.0,,1.0
16039,5,4.0,0.0,4.0,19.88,65.99,19.88,0.8,0.0,0.8
16041,2,0.0,0.0,0.0,43.96,44.7,44.7,0.0,0.0,0.0
16043,3,2.0,,1.0,21.88,,37.03,0.67,,0.33
16045,3,3.0,0.0,3.0,7.02,45.88,10.51,1.0,0.0,1.0
16047,2,2.0,,2.0,13.92,,13.92,1.0,,1.0
16049,5,1.0,,1.0,66.96,,72.36,0.2,,0.2
16051,4,3.0,,3.0,13.92,,13.18,0.75,,0.75
16053,5,4.0,,0.0,22.43,,44.04,0.8,,0.0
16055,25,23.0,0.0,22.0,7.85,47.91,14.44,0.92,0.0,0.88
16057,7,5.0,,4.0,12.76,,18.22,0.71,,0.57
16059,3,0.0,,0.0,152.2,,149.94,0.0,,0.0
16061,3,0.0,,1.0,62.43,,43.47,0.0,,0.33
16063,1,1.0,,0.0,0.0,,98.12,1.0,,0.0
16065,6,6.0,,6.0,18.93,,12.9,1.0,,1.0
16067,5,4.0,,0.0,20.05,,84.89,0.8,,0.0
16069,10,8.0,,9.0,13.91,,12.5,0.8,,0.9
16071,1,0.0,0.0,0.0,56.3,76.74,55.33,0.0,0.0,0.0
16073,3,2.0,0.0,2.0,38.26,61.4,30.65,0.67,0.0,0.67
16075,4,4.0,0.0,4.0,9.64,49.22,10.62,1.0,0.0,1.0
16077,2,1.0,,0.0,23.96,,45.6,0.5,,0.0
16079,3,2.0,,0.0,17.09,,56.21,0.67,,0.0
16081,1,1.0,,0.0,0.0,,89.02,1.0,,0.0
16083,14,13.0,,0.0,12.06,,54.61,0.93,,0.0
16085,3,3.0,,2.0,5.76,,25.87,1.0,,0.67
16087,3,2.0,0.0,2.0,29.82,85.19,33.36,0.67,0.0,0.67
17001,18,16.0,16.0,16.0,9.74,11.96,10.4,0.89,0.89,0.89
17003,4,3.0,0.0,3.0,16.08,37.06,16.08,0.75,0.0,0.75
17005,4,1.0,0.0,3.0,38.15,65.69,15.64,0.25,0.0,0.75
17007,7,7.0,6.0,6.0,7.38,22.97,18.69,1.0,0.86,0.86
17009,2,0.0,0.0,0.0,61.18,65.2,59.61,0.0,0.0,0.0
17011,10,9.0,0.0,1.0,14.88,53.84,40.27,0.9,0.0,0.1
17013,2,0.0,0.0,0.0,48.47,70.12,68.06,0.0,0.0,0.0
17015,6,3.0,0.0,6.0,30.92,83.1,16.62,0.5,0.0,1.0
17017,5,4.0,0.0,4.0,22.95,64.81,22.95,0.8,0.0,0.8
17019,43,42.0,40.0,41.0,6.8,12.45,10.76,0.98,0.93,0.95
17021,10,9.0,0.0,0.0,16.91,43.38,42.55,0.9,0.0,0.0
17023,4,1.0,0.0,1.0,33.46,111.16,41.45,0.25,0.0,0.25
17025,4,4.0,,0.0,9.78,,37.88,1.0,,0.0
17027,8,3.0,0.0,1.0,31.93,64.74,35.87,0.38,0.0,0.12
17029,12,10.0,0.0,0.0,17.15,65.0,46.18,0.83,0.0,0.0
17031,1319,1319.0,1319.0,1319.0,2.87,6.61,3.91,1.0,1.0,1.0
17033,6,5.0,0.0,0.0,13.2,129.27,53.27,0.83,0.0,0.0
17035,3,3.0,0.0,0.0,14.51,91.55,37.05,1.0,0.0,0.0
17037,21,21.0,0.0,20.0,9.25,42.1,13.16,1.0,0.0,0.95
17039,5,5.0,1.0,4.0,12.89,36.96,14.6,1.0,0.2,0.8
17041,5,2.0,0.0,0.0,35.35,46.78,45.79,0.4,0.0,0.0
17043,216,216.0,216.0,216.0,5.33,11.52,5.3,1.0,1.0,1.0
17045,5,4.0,0.0,0.0,12.94,92.83,44.17,0.8,0.0,0.0
17047,3,0.0,0.0,0.0,39.81,70.7,42.88,0.0,0.0,0.0
17049,8,7.0,0.0,7.0,14.39,113.06,15.9,0.88,0.0,0.88
17051,7,6.0,0.0,2.0,20.69,92.41,39.78,0.86,0.0,0.29
17053,5,4.0,0.0,4.0,15.81,47.82,20.4,0.8,0.0,0.8
17055,12,12.0,7.0,12.0,5.8,27.37,9.3,1.0,0.58,1.0
17057,12,8.0,0.0,0.0,23.61,58.94,46.67,0.67,0.0,0.0
17059,2,1.0,0.0,1.0,32.06,68.22,32.06,0.5,0.0,0.5
17061,5,5.0,0.0,1.0,18.51,63.27,44.04,1.0,0.0,0.2
17063,10,10.0,5.0,10.0,10.19,32.06,14.49,1.0,0.5,1.0
17065,3,3.0,0.0,0.0,12.46,74.1,37.51,1.0,0.0,0.0
17067,7,2.0,0.0,0.0,30.72,69.51,48.13,0.29,0.0,0.0
17069,2,0.0,0.0,0.0,40.3,74.5,52.68,0.0,0.0,0.0
17071,3,2.0,0.0,0.0,21.05,94.52,54.7,0.67,0.0,0.0
17073,13,8.0,2.0,3.0,28.89,49.86,43.42,0.62,0.15,0.23
17075,9,7.0,1.0,5.0,16.87,47.66,27.54,0.78,0.11,0.56
17077,14,14.0,6.0,12.0,9.95,34.06,12.46,1.0,0.43,0.86
17079,3,1.0,,1.0,32.79,,36.21,0.33,,0.33
17081,11,10.0,0.0,1.0,11.95,56.33,36.77,0.91,0.0,0.09
17083,6,5.0,2.0,2.0,18.61,35.03,33.68,0.83,0.33,0.33
17085,6,2.0,0.0,2.0,36.93,100.19,37.3,0.33,0.0,0.33
17087,4,4.0,1.0,4.0,9.93,34.28,9.93,1.0,0.25,1.0
17089,82,82.0,70.0,82.0,5.87,19.17,6.89,1.0,0.85,1.0
17091,29,27.0,28.0,27.0,10.88,11.34,12.86,0.93,0.97,0.93
17093,10,10.0,9.0,10.0,14.02,18.4,7.72,1.0,0.9,1.0
17095,16,15.0,0.0,14.0,10.61,54.34,13.33,0.94,0.0,0.88
17097,154,154.0,153.0,154.0,5.7,13.57,7.26,1.0,0.99,1.0
17099,28,26.0,16.0,21.0,18.77,28.23,20.87,0.93,0.57,0.75
17101,5,5.0,0.0,4.0,9.14,98.34,24.13,1.0,0.0,0.8
17103,9,7.0,0.0,8.0,25.08,68.82,15.97,0.78,0.0,0.89
17105,10,1.0,0.0,6.0,42.73,50.73,24.08,0.1,0.0,0.6
17107,8,8.0,0.0,0.0,11.36,41.19,39.26,1.0,0.0,0.0
17109,10,0.0,0.0,9.0,55.01,89.73,12.75,0.0,0.0,0.9
17111,52,52.0,16.0,52.0,8.23,32.74,10.32,1.0,0.31,1.0
17113,41,37.0,36.0,37.0,10.17,14.13,12.22,0.9,0.88,0.9
17115,34,34.0,33.0,34.0,5.6,8.67,7.99,1.0,0.97,1.0
17117,13,11.0,0.0,7.0,17.28,49.01,26.59,0.85,0.0,0.54
17119,61,59.0,54.0,57.0,8.14,18.14,12.54,0.97,0.89,0.93
17121,12,11.0,0.0,11.0,20.84,84.92,12.14,0.92,0.0,0.92
17123,5,0.0,0.0,0.0,45.6,51.65,46.11,0.0,0.0,0.0
17125,6,1.0,0.0,0.0,34.11,67.58,51.85,0.17,0.0,0.0
17127,4,4.0,4.0,4.0,7.78,18.54,8.22,1.0,1.0,1.0
17129,3,1.0,0.0,0.0,36.74,40.68,40.68,0.33,0.0,0.0
17131,4,1.0,1.0,1.0,36.39,42.11,44.78,0.25,0.25,0.25
17133,6,4.0,0.0,3.0,19.03,44.74,30.71,0.67,0.0,0.5
17135,8,3.0,0.0,3.0,33.45,62.7,34.74,0.38,0.0,0.38
17137,10,1.0,0.0,8.0,36.41,51.85,11.19,0.1,0.0,0.8
17139,4,0.0,0.0,0.0,31.8,43.62,43.62,0.0,0.0,0.0
17141,11,10.0,1.0,11.0,18.01,46.79,13.76,0.91,0.09,1.0
17143,48,46.0,46.0,46.0,6.88,10.66,10.0,0.96,0.96,0.96
17145,6,5.0,0.0,3.0,10.23,67.93,41.24,0.83,0.0,0.5
17147,4,4.0,2.0,1.0,19.26,32.38,34.9,1.0,0.5,0.25
17149,5,0.0,0.0,0.0,52.71,72.71,46.58,0.0,0.0,0.0
17151,2,0.0,0.0,0.0,43.67,56.37,48.79,0.0,0.0,0.0
17153,2,2.0,0.0,2.0,23.6,54.18,23.6,1.0,0.0,1.0
17155,2,2.0,0.0,0.0,28.22,54.08,43.36,1.0,0.0,0.0
17157,9,0.0,0.0,2.0,47.47,78.02,48.31,0.0,0.0,0.22
17159,5,5.0,0.0,5.0,7.64,103.79,9.11,1.0,0.0,1.0
17161,40,39.0,39.0,38.0,8.88,13.16,9.26,0.98,0.98,0.95
17163,60,59.0,40.0,58.0,7.36,26.32,13.31,0.98,0.67,0.97
17165,9,8.0,0.0,8.0,8.63,41.74,14.58,0.89,0.0,0.89
17167,53,53.0,51.0,53.0,7.1,10.44,9.63,1.0,0.96,1.0
17169,3,0.0,0.0,0.0,49.57,92.6,48.48,0.0,0.0,0.0
17171,2,0.0,0.0,0.0,50.59,73.69,35.99,0.0,0.0,0.0
17173,6,4.0,0.0,1.0,22.66,65.18,48.93,0.67,0.0,0.17
17175,2,0.0,0.0,0.0,47.23,63.06,63.28,0.0,0.0,0.0
17177,13,13.0,0.0,13.0,10.95,53.4,10.95,1.0,0.0,1.0
17179,30,27.0,26.0,27.0,12.44,18.5,12.23,0.9,0.87,0.9
17181,5,5.0,0.0,5.0,8.87,43.41,8.87,1.0,0.0,1.0
17183,24,23.0,0.0,20.0,9.81,54.15,18.46,0.96,0.0,0.83
17185,4,0.0,0.0,0.0,35.77,64.07,50.42,0.0,0.0,0.0
17187,5,4.0,0.0,3.0,26.76,69.21,27.66,0.8,0.0,0.6
17189,4,3.0,0.0,1.0,22.44,72.87,38.56,0.75,0.0,0.25
17191,5,0.0,0.0,0.0,45.55,87.78,64.11,0.0,0.0,0.0
17193,5,0.0,0.0,0.0,36.1,67.7,43.28,0.0,0.0,0.0
17195,18,17.0,0.0,17.0,11.75,70.14,12.03,0.94,0.0,0.94
17197,152,152.0,148.0,152.0,7.1,15.61,7.08,1.0,0.97,1.0
17199,15,15.0,15.0,15.0,6.45,12.25,11.87,1.0,1.0,1.0
17201,77,77.0,75.0,77.0,5.25,13.09,7.38,1.0,0.97,1.0
17203,9,4.0,3.0,4.0,29.48,34.34,30.58,0.44,0.33,0.44
18001,7,3.0,1.0,6.0,35.64,41.6,13.89,0.43,0.14,0.86
18003,96,95.0,94.0,96.0,6.53,12.03,10.15,0.99,0.98,1.0
18005,15,15.0,0.0,15.0,6.53,60.16,8.66,1.0,0.0,1.0
18007,3,1.0,0.0,0.0,35.89,47.28,44.07,0.33,0.0,0.0
18009,4,3.0,0.0,2.0,29.92,40.04,31.0,0.75,0.0,0.5
18011,10,10.0,3.0,10.0,9.32,37.04,12.66,1.0,0.3,1.0
18013,4,1.0,0.0,2.0,32.23,51.31,20.18,0.25,0.0,0.5
18015,7,5.0,1.0,2.0,20.36,40.12,33.09,0.71,0.14,0.29
18017,11,11.0,0.0,11.0,12.0,58.5,12.29,1.0,0.0,1.0
18019,26,26.0,23.0,24.0,7.0,16.9,9.83,1.0,0.88,0.92
18021,6,4.0,0.0,4.0,27.23,68.56,30.46,0.67,0.0,0.67
18023,8,8.0,0.0,8.0,11.01,39.06,11.01,1.0,0.0,1.0
