ZCTA,pop,minDist_SUT
85610,978,23.88
85611,839,12.19
75554,2077,22.55
97627,630,14.05
73852,2351,6.75
72459,1380,12.16
72099,664,5.31
72101,2946,23.39
70524,144,8.62
85325,1243,24.41
91210,689,0.75
80517,10012,1.83
80520,1517,1.19
70526,17989,0.92
84663,33466,5.02
72104,23580,2.85
85326,60999,5.67
86053,2287,24.9
71417,5646,16.89
49099,5477,13.24
10307,15232,1.48
48211,6318,0.95
11765,723,5.11
48767,2014,10.87
97415,14059,6.14
84621,91,21.83
87501,15871,8.37
90808,38860,2.36
71028,1205,14.37
88210,18420,12.26
85641,26441,14.78
72542,3712,2.54
71032,2273,25.2
97752,0,29.42
75644,13387,12.86
75645,10158,13.05
71037,18200,10.58
81004,26033,13.5
97754,19803,17.2
81005,32062,10.84
75650,9493,9.89
72556,3231,4.36
92036,2221,18.56
97759,7165,30.43
72569,391,11.94
97760,7117,7.9
71051,1707,16.01
97457,10189,8.61
87829,683,37.83
85360,156,42.4
02542,909,3.48
68110,9286,1.05
01757,28862,1.13
71107,33642,6.74
88310,36282,14.31
88311,1259,6.99
97846,1784,12.36
74034,122,19.67
97848,230,35.54
74035,4223,16.89
81082,11506,1.11
88316,2123,37.96
75754,6304,11.4
88318,264,63.18
81089,4424,3.42
97862,11296,3.93
97864,237,36.16
72223,23574,5.18
73666,226,26.85
72311,117,7.46
88005,27284,4.09
70634,26058,4.71
81323,4418,25.36
75944,1265,20.38
75946,3543,15.24
74301,11499,5.72
81326,2203,16.85
76442,7813,0.67
70819,4721,4.41
97711,45,25.01
72501,26228,1.47
80921,23618,6.4
97720,4360,10.43
97722,103,46.78
88203,30746,16.31
97732,129,32.81
80924,8652,2.14
72521,5355,12.1
97735,94,16.92
97736,104,58.95
72528,7,15.3
85634,6637,10.35
97738,1788,4.25
71019,8177,24.56
74859,6032,3.04
74868,13443,3.03
74871,2483,13.21
85701,5347,0.12
92055,12120,9.4
71232,6709,16.99
71234,3878,15.67
88426,981,28.21
81147,12288,4.44
88434,458,23.58
81151,1796,13.93
97918,4141,18.61
71241,9996,11.06
88435,3787,1.8
85941,11149,26.59
92210,5049,3.35
75803,22170,25.25
81155,263,38.08
71251,9050,21.93
93920,1403,24.72
93927,18778,13.12
93932,810,15.65
93962,385,1.9
77099,53357,3.7
42602,10111,2.12
73134,5573,2.41
73139,17563,0.73
71958,2459,32.47
70422,13824,15.13
73149,5082,0.73
71960,1545,30.24
71962,526,30.44
87328,2411,17.0
80401,42169,0.45
86035,2095,31.98
71331,1045,9.66
72927,8338,4.54
86039,1273,17.99
75954,2698,11.3
92262,28517,1.62
81403,10684,11.86
86040,10821,15.06
86042,2181,1.94
75961,15644,9.04
92274,15118,8.0
81422,691,26.94
72949,9427,5.55
81423,1751,8.39
71355,2639,13.23
75969,3965,11.33
92780,61660,0.42
74883,2453,12.99
85928,1327,27.22
72727,5659,16.07
81130,793,31.59
71203,39100,3.46
71209,177,1.2
97903,137,35.1
74056,5152,2.08
92123,31216,0.46
97906,309,52.18
88401,6481,7.33
93621,94,19.12
93630,20195,15.63
93634,21,30.13
93635,40759,0.49
93636,12690,10.07
93640,12727,29.11
93644,8981,3.78
93653,1383,17.43
93657,34723,8.16
94027,7444,2.36
77320,35762,32.16
77328,15928,17.1
87109,39341,1.57
89138,16498,6.53
79351,1427,42.7
79371,1416,36.28
79517,203,46.71
79720,35357,1.55
79752,2444,44.34
73705,330,4.65
85379,47791,3.09
88020,667,50.67
75973,2657,16.43
92277,23517,40.01
75979,11852,3.19
81523,1074,18.78
81527,1853,21.95
87364,973,34.58
71970,867,22.35
89445,16189,31.26
89446,0,18.62
71971,645,22.21
70427,19565,2.19
97541,1552,21.03
97544,2274,20.07
72434,2065,11.23
73832,1061,30.65
88101,46995,6.6
88103,312,6.01
72445,75,7.5
70775,11176,13.39
73527,5284,12.18
91046,143,5.45
75169,13793,14.84
89883,4320,75.91
87522,2637,7.85
97384,0,8.59
85320,1480,27.41
28679,1740,8.78
14218,18951,2.16
79087,647,16.67
75559,5168,27.37
77062,26358,1.83
93667,2415,7.55
77071,28558,0.61
76013,33760,2.24
81610,320,14.66
84083,1274,73.86
71832,11238,0.64
80135,3607,14.78
70122,37298,2.71
84086,421,33.41
84088,37435,0.79
85132,36774,12.71
70123,26967,0.77
85336,441,3.91
86036,400,23.25
36727,6,16.74
48118,12823,1.1
48466,1463,10.27
14580,52587,6.68
70515,3536,15.84
72638,7202,8.46
75684,7607,18.3
97827,2381,21.21
81052,9060,9.24
75686,13132,25.08
72645,2006,8.59
92082,18065,7.2
71101,6694,0.45
72650,4005,4.21
88263,182,24.41
92086,1544,5.37
97837,58,21.22
88268,173,18.93
85739,18511,8.91
72655,347,21.1
91602,19358,1.52
75246,2357,1.29
75862,10044,27.58
81239,64,14.29
71282,10559,3.05
72843,2529,22.14
97634,154,6.96
72466,1612,18.08
72467,278,0.72
97641,1286,8.68
80914,443,2.26
75567,5275,16.85
75569,3350,3.07
91962,2378,7.48
91980,636,8.76
75574,1704,28.72
97701,68204,1.96
86547,1232,42.91
74743,8397,0.89
74750,318,4.83
76234,16187,5.6
92647,62718,0.79
76255,5444,19.76
76258,6876,6.46
85135,470,25.99
70125,18792,0.23
71845,2170,22.49
89183,40511,2.07
87121,78900,9.07
71851,2090,24.99
97141,13816,4.53
14710,3268,9.02
14858,1382,12.32
49230,10259,12.12
76444,3585,15.8
93001,33185,13.49
76453,1275,22.17
93015,17817,1.57
76466,244,4.21
76470,3479,10.64
93035,29404,0.18
76508,8,0.02
76513,37916,4.68
93117,58431,7.87
76520,7921,29.49
93207,239,20.3
93208,47,22.1
76528,16825,23.95
76531,4740,28.11
76538,860,40.56
81240,3607,7.58
75901,31134,5.38
86031,1704,15.06
72854,770,16.56
71292,20463,6.94
74128,13005,0.6
81252,4003,26.22
74129,19467,1.62
75930,2026,28.63
86033,7407,2.22
81303,8367,8.78
75938,2809,10.77
81321,14758,8.43
75939,4912,21.46
70085,4611,15.74
97065,517,17.36
87045,1766,11.94
12873,856,13.63
88325,808,5.49
97865,1076,12.4
81091,523,24.95
88338,87,19.46
75758,8119,11.69
74046,127,7.9
88339,518,35.85
97868,1960,17.99
76930,96,42.26
76935,1912,25.91
76936,3061,39.52
76941,1360,28.05
93513,1692,22.03
93514,14412,9.54
76945,1712,30.48
93526,570,38.78
76950,3883,70.18
93532,2871,6.36
77008,34184,0.95
93541,226,25.15
77010,862,0.96
93558,40,21.03
93561,34839,18.28
05440,1707,14.41
92805,74413,1.03
74939,1164,23.48
76384,12289,2.16
74943,162,12.37
76402,881,0.69
76424,8811,28.68
92861,5872,2.14
76429,119,24.7
74957,1198,24.63
77995,10411,26.64
95358,33345,4.65
93210,18025,36.71
76542,49857,5.5
95466,993,15.98
95468,1325,26.14
78067,648,16.41
78070,16241,4.61
78071,4437,59.35
78072,468,40.82
95482,31847,1.79
95486,73,7.87
94085,23612,3.47
94111,3620,1.41
94117,44239,0.29
78606,5460,14.27
96091,578,22.96
78611,13313,2.94
96097,9647,3.05
96101,5500,2.27
96103,1417,18.93
96105,93,11.6
96107,1450,27.36
78624,21945,24.78
96118,1808,2.5
90277,34506,2.25
71944,811,13.7
94010,42730,1.62
70780,1325,5.11
97620,167,62.99
73842,549,23.93
93605,188,20.15
93610,23607,15.65
90079,0,0.61
90094,9368,1.1
70115,34181,0.55
97111,3543,5.55
84067,39085,1.3
89124,1051,13.36
97116,26767,9.64
84072,448,19.17
71765,1748,16.54
89128,36753,1.71
80129,30058,1.62
75061,54862,0.45
95370,27951,1.72
95376,53542,11.85
95383,3828,9.54
78022,4027,50.48
78024,1152,9.73
78028,40447,4.51
95420,648,4.45
95421,1681,21.8
95425,10586,16.91
77076,34985,1.8
96003,44475,13.55
96010,146,21.34
96013,4810,8.76
96014,145,24.2
96015,529,19.14
96017,152,12.96
96023,1114,21.39
96024,933,10.5
96027,2416,31.93
96031,136,26.89
96032,2510,18.23
96033,500,15.34
96123,38,32.57
96126,103,15.18
78629,12047,28.94
96132,93,35.41
96134,1918,28.81
78641,65654,6.48
78648,8150,11.3
78654,18450,4.11
78661,345,10.16
78663,846,12.48
42459,4128,10.23
97621,283,28.87
70791,26719,7.72
70801,85,0.54
85607,15411,16.08
85608,4978,7.3
74636,285,17.61
92544,48923,6.05
92551,33578,6.08
74650,654,24.19
76133,51369,1.68
74701,25267,1.09
86511,3658,11.55
74723,1399,21.28
74726,2345,12.33
76182,31031,2.97
74728,11342,9.44
72660,508,10.99
79366,1056,7.7
79378,276,44.65
79412,16590,0.79
92118,22484,3.23
94037,2692,6.66
78580,14719,19.86
96046,165,27.36
96052,1493,6.0
96061,19,39.16
78590,366,21.46
96064,4769,14.69
96067,6910,2.93
96074,174,22.75
96076,200,23.7
78602,27958,2.11
78605,6110,10.8
96085,85,16.8
87581,32,28.51
97416,1162,20.82
64501,12692,0.42
02575,2707,4.14
63102,2201,0.51
33547,24813,11.31
36551,9029,5.63
81069,2037,20.1
72669,53,16.78
93285,2085,6.43
76705,31230,5.75
93309,59378,1.91
76821,4578,30.74
76834,5328,4.06
76837,3279,34.02
76844,3706,31.69
76848,64,54.83
93426,1604,26.67
76849,3880,39.5
76856,3650,43.63
93436,56406,3.83
93441,1013,10.44
76871,700,30.44
93446,44753,10.25
93450,806,20.09
76901,30552,10.43
93454,40604,10.76
95684,3384,10.74
84051,461,16.16
92242,1306,2.19
92008,27330,3.03
74830,241,5.65
74832,902,11.24
74837,255,9.28
74844,406,6.49
76272,4130,11.94
74848,7911,0.88
76273,9575,18.85
77836,11913,21.89
95247,4270,11.62
95249,4854,2.19
02635,3131,2.71
67851,2781,10.13
26038,3050,2.68
94546,44272,2.28
36723,219,28.38
35213,13516,1.94
90047,48883,0.79
90059,45952,0.88
85054,6896,3.64
84055,1391,23.04
71742,5401,3.29
71743,3802,26.68
73050,958,8.92
71744,2744,21.18
71747,1088,11.11
87072,643,6.87
90067,2314,0.78
71751,1186,12.37
79040,2007,62.08
79052,1210,7.57
79059,701,23.04
79065,20873,3.83
79079,2593,46.67
79080,519,19.13
79083,1827,39.32
79088,5642,22.46
95252,15703,10.11
95255,1358,18.79
77864,7198,33.04
95311,1649,15.23
95312,304,5.97
95319,1529,3.33
95321,3337,13.37
77905,14645,6.23
77957,8617,23.04
95338,10898,0.72
78383,3958,36.39
78387,9481,12.68
78389,1641,25.31
95901,33442,7.26
95922,454,13.93
95928,37558,2.91
95939,673,21.2
95942,629,23.67
95945,25519,4.37
95947,2005,19.5
78503,22034,3.67
95954,13495,16.83
95960,825,9.8
95963,15043,3.61
94924,1134,5.26
06831,14629,4.04
95431,196,2.64
95432,519,22.94
78045,65982,23.4
95437,14632,4.27
95444,715,2.24
78055,1817,17.47
95449,1656,12.04
85331,29905,6.76
85748,18372,2.19
86303,17194,3.6
85037,55567,1.49
85203,39069,1.91
79093,97,52.28
79096,2196,42.26
60187,29708,0.93
04677,327,10.98
03910,294,0.81
04626,484,11.35
74734,1157,11.64
78521,92108,11.25
95965,20460,6.02
95973,35445,9.16
95974,64,14.68
95983,403,24.28
95988,8381,4.32
87554,0,23.08
87556,2378,4.08
91316,29964,1.87
84712,109,29.0
79502,1272,29.2
79505,287,29.33
79506,725,30.97
79511,1165,17.77
79527,191,34.18
79543,1179,41.13
79549,16024,59.69
79556,12914,33.3
79607,3268,2.6
79699,112,3.31
95453,11092,1.08
95454,2198,13.32
78061,13034,1.7
89702,0,1.33
97333,22994,6.53
70454,29440,8.63
87420,12106,11.71
80459,2501,26.77
73487,156,25.86
87455,1741,33.45
80461,7426,26.62
80465,16062,5.54
80466,3739,10.38
85286,42979,2.87
72122,521,13.14
72123,429,24.38
85341,0,52.43
59933,79,27.02
59472,712,8.59
66092,3846,10.57
67218,22499,0.07
76209,24838,0.49
74740,2289,12.71
92604,28819,3.6
77612,9513,21.51
95037,51652,3.26
77624,619,12.25
77625,10025,21.95
95054,24264,2.64
95113,1939,0.8
77660,1205,19.85
95129,39828,2.17
95148,48854,3.57
95206,64034,7.21
79707,39020,7.11
79735,13734,78.43
79739,1213,32.44
79743,309,46.47
97473,309,24.8
75412,567,14.65
70639,327,15.32
91730,71422,1.84
72331,3104,15.02
72332,50,7.31
70650,186,1.32
62477,781,10.97
80538,48260,5.72
84737,17541,7.23
72126,3645,7.84
97423,6703,14.9
80547,2221,3.39
87718,370,17.9
72139,218,12.99
70560,40709,5.71
84747,1287,14.83
71222,3318,20.49
72740,9674,2.82
75783,7917,23.63
88415,3546,12.9
81143,774,24.8
71226,1951,21.46
88418,213,33.74
88419,132,35.92
75785,11265,13.62
92135,646,2.32
88424,60,27.0
56683,708,11.37
78390,5416,3.76
26719,2912,9.86
04925,89,31.88
80804,239,19.71
06461,15074,1.26
34743,44335,2.42
06022,95,8.03
73028,3651,14.33
15239,20631,2.36
19505,3461,7.83
17562,4546,7.09
15851,6688,7.95
17030,917,5.02
43228,54362,0.7
45849,1084,10.84
43542,3687,4.18
43528,15919,3.97
44695,1578,8.24
45042,26638,3.71
43231,21828,1.04
43010,260,8.56
76632,1732,16.03
26372,589,6.83
98851,4295,21.47
57272,272,22.8
57217,243,29.91
77984,4028,37.22
79376,32,43.73
73529,5440,30.61
16066,30380,0.97
15647,215,2.38
15486,2299,5.87
15620,577,2.4
06067,20137,4.64
32697,334,8.33
78140,3936,20.92
16137,12750,7.75
16127,15669,1.96
77381,36507,1.38
84020,47402,1.36
15613,14049,5.24
15679,2692,3.54
16839,762,9.48
15905,19859,4.04
18326,4240,4.88
57226,1900,19.69
57258,124,39.01
57042,9338,3.35
57219,472,34.72
57334,969,49.78
25917,2104,8.73
26660,362,8.34
16865,1785,7.13
37921,26807,0.45
38060,9463,8.81
28269,76811,1.93
27527,23160,5.36
24853,421,2.95
16041,2199,11.27
16332,43,10.07
19126,15863,1.28
37130,57071,3.05
16635,12289,4.61
02906,28196,0.51
29205,24756,1.8
29828,689,4.3
84764,270,19.9
84061,289,10.18
25142,319,7.64
13166,5572,9.65
14514,6821,7.75
25021,250,12.43
25650,302,12.69
16834,198,11.69
57533,1939,21.41
14740,1079,9.01
14714,582,17.52
15425,18995,7.91
16666,3223,5.34
16664,2067,11.0
16852,340,13.69
10970,10055,5.58
12604,603,1.03
13214,8685,1.33
12204,7628,1.67
17060,1174,5.79
02919,29254,2.38
29905,3083,5.95
12435,308,2.02
11747,18922,2.31
98019,11811,6.36
98077,14151,3.5
98558,301,2.04
16117,16974,0.96
57052,366,30.76
27045,9374,6.04
27203,21684,1.1
28342,233,5.04
13332,2939,15.81
12950,735,7.46
26325,263,11.53
23011,1334,11.95
76655,8652,8.12
54891,3318,8.52
98011,33109,0.56
73006,3178,12.48
54619,3908,12.8
54964,979,9.35
61919,942,19.83
15762,908,5.18
07524,13239,1.21
29624,16094,7.61
10589,8751,5.72
10583,40013,2.87
12508,19747,2.93
11713,9710,1.23
80451,994,7.09
05737,922,11.09
13790,17875,4.5
12108,395,36.49
03884,3896,9.06
87931,768,53.09
14839,782,12.14
13736,2153,12.72
11102,30800,0.31
13147,1147,10.66
29932,221,13.59
29935,3928,3.81
37209,38794,4.0
12015,3006,2.96
14416,3528,11.24
43022,4500,6.82
13407,5155,4.37
10452,76078,0.3
12132,267,12.91
11218,74508,0.77
10025,92805,0.18
12063,400,7.35
13441,124,2.82
45788,1298,7.09
45369,3492,8.76
25843,974,11.35
24898,58,11.45
37769,5763,4.48
14744,2268,22.47
13832,663,11.57
44217,3997,7.87
44130,49787,0.16
44844,492,8.74
44254,4960,1.11
43217,2440,5.99
43917,3380,10.87
43126,498,9.8
45168,1667,7.5
50456,1836,9.72
31094,1217,27.7
48921,0,1.43
15055,1190,3.66
79220,225,57.47
25530,5663,3.26
25512,907,7.1
24831,96,8.99
37057,703,8.5
27016,1395,6.06
22943,295,12.58
41257,539,8.37
61722,478,19.12
02460,9754,0.63
49104,740,2.99
99354,22988,3.46
98439,5357,2.33
18454,15,11.93
57386,224,13.75
84106,36047,0.51
10980,13943,4.71
76524,2944,14.06
79902,20543,1.17
79547,741,10.17
77380,25879,1.01
78207,54601,0.12
24566,1218,11.81
27879,339,3.35
11351,0,1.46
76828,214,14.43
77432,103,14.5
08619,21013,1.12
08217,25,4.74
10984,2780,2.52
08732,1357,0.63
75756,4611,17.11
44883,28183,1.57
43060,2809,10.81
12184,6871,13.6
11109,5981,0.94
13145,1566,23.29
14615,16613,2.48
45308,4139,9.19
43064,14243,6.15
43006,655,13.63
84043,62382,1.67
44087,20595,0.97
44621,4476,8.63
74015,8834,8.05
17774,1399,15.41
13797,2194,15.41
74884,5731,8.83
15084,9897,4.36
18080,10984,7.69
18071,10013,7.11
17945,168,1.65
71322,6089,14.54
70445,9954,6.39
52215,795,14.1
50662,6763,1.41
50236,1472,11.55
50073,1143,5.19
39747,1580,24.55
57021,210,16.74
31533,16499,4.04
68853,1496,39.4
41777,904,9.75
18030,757,3.27
14130,165,12.85
18068,0,6.93
39038,5854,29.93
08403,967,4.76
03865,7677,1.82
84017,4119,24.21
36761,884,23.06
85363,6747,1.9
71701,18496,0.65
22301,13569,1.14
29302,16958,5.72
47997,118,6.65
53537,849,9.46
29461,37133,2.5
64083,22839,1.58
58569,73,6.94
52225,261,16.29
47620,13120,1.03
35052,275,7.81
72372,2040,9.94
96028,1359,13.99
90212,13156,0.63
96087,589,11.79
14614,1232,0.4
14750,4483,4.36
32347,7795,4.06
35501,9644,2.17
35541,3390,4.89
35546,3801,19.47
07201,27790,0.95
59022,2359,9.78
68309,110,15.64
08020,2742,4.24
14506,1346,7.9
10308,30186,0.92
12929,3916,8.1
28435,2058,8.72
70533,7267,7.43
70719,4356,8.25
52749,1036,7.19
56461,3346,14.44
53088,404,7.1
27332,31629,5.08
29202,274,1.99
57579,1318,49.17
29423,1035,2.34
37350,1992,3.6
65443,101,21.31
38751,10653,30.61
89506,42053,9.64
44106,25752,0.45
49705,933,20.25
64835,2196,4.8
65473,15882,8.53
65335,142,9.65
29065,509,12.36
57059,1243,20.71
03245,2180,5.01
87064,84,26.07
87714,1162,26.49
12527,0,4.05
28544,6692,4.09
58835,421,7.55
45721,34,11.56
25162,423,15.26
25051,285,8.87
25517,1640,7.9
26236,154,17.05
60601,14675,0.11
49709,3644,25.48
55313,24379,0.55
56378,7896,1.98
79104,6988,4.2
57103,36033,1.81
57037,1023,14.96
37086,34223,2.6
48651,4865,20.04
49649,7406,12.92
06051,30220,0.64
98641,22,4.19
93501,4861,0.59
32544,2003,3.89
83501,34888,14.05
71052,9090,31.35
04936,186,50.16
52401,2168,0.28
58601,26769,2.74
27821,268,13.81
29061,14605,6.5
89103,52149,0.81
75462,11611,26.17
22973,6009,4.44
24266,9179,3.57
24011,443,0.57
99011,3118,3.13
25048,59,15.74
26330,15075,7.61
54127,93,16.8
82633,9933,19.57
98648,3128,3.14
20003,31213,0.5
31036,12322,17.61
31513,16247,25.43
83641,3400,10.42
62830,1245,5.54
46967,101,7.79
58032,735,43.56
37185,8428,15.21
61552,146,3.98
22732,195,12.45
43523,20,8.0
52660,125,13.34
55036,93,5.79
25911,94,1.46
36907,1515,14.7
71822,8543,13.44
81152,1170,6.03
47250,21984,2.74
62521,35529,2.23
02651,0,16.91
69337,7059,0.61
58568,705,12.84
64659,1003,11.79
65074,2723,10.67
51446,561,11.28
89191,628,4.96
40511,33116,3.29
55722,1056,4.54
56088,1772,11.24
71833,2220,19.02
93604,629,9.95
96145,2151,10.67
93549,264,40.61
80951,4435,4.59
20260,0,1.03
34974,24163,10.21
30218,1628,9.81
33178,51459,6.2
29101,2889,12.39
30534,28843,7.79
42133,1456,12.35
35772,4409,4.49
53599,39,10.43
56294,76,16.24
31062,499,4.51
47324,162,4.83
56593,0,12.16
36759,1805,15.1
57580,3998,12.08
46218,27851,1.06
50457,340,17.58
42330,8960,1.87
40119,1930,12.59
42642,12423,3.64
04924,2364,6.89
04489,221,2.64
55905,0,2.01
38768,73,6.99
65401,33221,2.95
64063,20690,2.03
49885,2321,16.8
27881,150,7.4
50005,1073,8.0
54531,1331,16.19
68122,11873,3.72
54848,5737,3.7
44903,23604,0.51
65655,3008,17.73
33460,32688,0.07
58416,388,37.25
43547,179,11.75
29472,9242,8.74
56349,849,12.56
64062,5913,15.86
63345,691,18.0
74119,3157,0.32
16001,39011,1.79
16353,2660,4.08
15064,318,1.91
43066,1239,8.4
89031,68201,2.96
89135,27654,4.51
89004,347,9.69
40007,165,10.15
49892,1853,13.88
60920,199,16.96
31076,3414,13.02
63131,17627,3.51
63141,20550,1.36
03223,3383,6.27
03087,14508,4.94
59002,222,14.45
63045,0,1.29
59523,2193,20.65
57064,6393,4.42
29335,5939,12.07
68437,258,11.9
68655,203,46.99
68320,356,8.95
41754,403,4.36
04642,82,10.06
56033,386,26.43
03031,11393,5.88
16507,9379,0.73
54542,404,12.26
85646,1286,13.94
71909,15787,6.22
71667,6895,1.32
95634,3445,8.84
95423,3757,3.68
95075,484,13.44
57068,1444,11.83
36701,21301,4.66
31555,2793,13.09
41836,1316,6.74
63782,306,13.75
64733,1279,12.67
03045,13678,5.37
56215,4338,25.4
55336,7836,11.88
40003,1791,8.98
65043,10509,4.72
61324,92,5.17
59841,945,6.48
59845,1295,17.94
59847,5712,21.74
53573,3179,11.14
27823,7890,16.01
27839,3503,10.78
59037,1706,13.74
32931,14118,2.66
47280,934,6.14
31563,1296,20.27
31565,2008,13.38
58004,253,20.37
43925,425,13.96
44221,29154,0.83
97496,7332,12.82
63440,990,16.19
67220,14060,2.47
42440,1041,6.74
02301,62929,1.06
01098,1196,13.45
55327,3402,2.94
58737,192,67.5
24954,3905,2.68
36756,5792,18.35
35120,14055,9.55
39114,9626,3.24
65084,6592,16.0
64124,10626,0.61
68422,470,8.22
03604,269,3.27
88201,26539,16.87
13438,3253,17.34
63966,2327,15.72
64132,14817,0.24
25123,3255,11.34
26234,1281,15.91
85298,30987,1.02
68106,20153,1.37
83632,401,20.98
42716,1578,10.05
02131,33771,1.19
01331,13383,1.8
56552,451,19.31
62551,575,10.0
24121,11070,17.52
62931,1445,5.78
82083,229,33.27
45740,383,8.47
23075,9384,3.45
60536,116,4.58
64167,446,3.79
84111,12134,0.06
24538,5031,11.7
25093,278,10.64
26651,9205,3.32
13415,66,12.14
27819,294,8.29
58784,3324,52.13
43070,159,14.01
73572,3633,16.28
97830,734,3.54
31084,43,29.33
31632,12958,8.44
56628,1674,13.34
56630,2216,19.97
48647,4418,31.79
60546,15685,1.36
60550,1454,12.36
53802,29,9.24
29550,31952,2.56
56325,197,11.96
52548,96,6.64
66045,2159,1.64
79851,1428,65.03
07926,11,3.54
32903,14090,2.43
30802,6147,13.03
19901,37234,1.32
23509,13671,2.03
62876,159,13.92
24060,55747,1.74
62891,653,9.96
83013,422,37.3
67150,58,14.22
53183,2918,6.3
58580,243,7.18
57799,684,1.67
40165,35462,2.22
64019,2656,7.05
51047,697,15.38
52305,586,15.86
82923,341,25.66
53582,1129,7.61
59027,678,30.24
47865,317,7.3
84726,864,45.83
36502,18192,17.46
83463,97,27.97
52767,182,5.23
60162,8165,1.7
33016,51003,0.19
36426,15293,0.95
59645,1717,46.78
49855,33049,3.07
49719,1213,21.25
82801,25537,7.03
02769,12082,5.77
55109,34135,0.52
03275,11542,5.44
03103,37641,1.77
02053,13244,3.54
02140,21338,0.49
49903,115,19.22
55449,27946,2.86
39086,1273,22.04
59713,205,24.9
89414,179,28.99
03766,9392,0.81
07107,37524,1.02
11424,0,0.21
68923,90,7.49
67228,2636,3.48
85015,39866,0.58
89017,102,91.97
29832,5247,7.7
44250,1110,3.11
68010,900,1.66
28601,51706,2.5
67230,11072,3.15
45630,80,5.4
67355,160,10.87
45651,6019,1.62
67363,98,6.04
87016,3308,17.94
62536,749,9.05
40014,21609,4.02
49347,1307,9.8
48359,9603,3.24
48051,18531,2.83
40118,9788,4.92
40943,595,6.3
40115,455,11.7
40161,217,10.93
65468,153,10.23
64479,955,10.87
21830,3808,7.25
20778,1972,6.54
01863,9131,2.1
01773,4775,3.66
42633,19911,2.71
36049,6067,18.31
42653,4922,3.13
97873,261,19.84
16601,32019,3.06
15634,235,1.32
29453,1136,21.87
57702,34801,8.29
37096,5608,14.5
37091,22115,1.15
37616,4606,6.89
37872,1633,11.95
75647,12719,9.0
79605,29639,1.09
78643,6265,25.78
77964,8304,36.92
78019,1470,28.77
23173,2219,1.91
01260,481,3.89
15563,3163,9.11
49507,38374,0.62
52223,1418,8.87
50533,3872,10.64
64454,2337,16.25
63939,1473,8.58
97911,78,51.1
18503,1158,0.31
15501,16051,1.92
69146,293,16.05
45819,265,10.41
43805,81,10.24
62087,2172,4.43
50625,1042,25.52
50153,823,12.1
50264,460,9.48
90001,58975,1.69
44230,8549,2.3
28315,13700,2.71
17954,4474,3.22
30222,4116,2.39
50454,73,30.87
01031,1197,5.53
01106,16022,2.89
02726,15786,2.99
01008,1197,10.76
52237,1677,14.85
29572,9395,5.13
65066,6232,0.18
29912,0,7.07
68531,222,6.4
24141,22475,3.46
82213,498,25.82
38505,2030,2.3
82222,29,32.97
22151,18210,1.49
59740,289,37.93
53105,29600,0.97
49968,1929,7.67
62570,514,8.21
28366,5564,5.08
54817,2092,21.72
69348,1561,25.23
67621,344,11.23
28018,4699,5.31
28375,135,10.24
22802,29921,2.64
36105,9815,7.9
30906,58114,3.96
02817,6033,6.49
27834,56458,1.87
75932,1691,23.81
36108,18299,10.45
35046,4641,6.57
36311,2715,10.65
72084,1335,18.78
95959,17910,8.17
45409,15593,1.32
45416,6139,1.48
59718,35923,7.68
29168,3973,12.27
63673,1615,9.56
61471,60,16.8
47924,150,5.79
27562,1752,11.77
27569,7942,10.44
43434,61,5.07
42539,9696,1.29
36035,1468,9.05
63350,484,9.38
11206,88349,0.05
28742,2660,2.64
38929,1424,16.72
52623,2029,10.1
57650,30,70.28
52101,13580,4.11
56170,633,11.06
59436,2005,14.58
40982,327,11.49
02035,17535,0.91
02357,1126,2.99
15857,12670,2.01
18083,447,5.37
18195,0,2.89
14479,146,6.38
32312,32864,10.18
91106,25375,0.8
20045,0,0.44
18327,524,2.54
18413,182,6.72
50544,410,16.5
20646,20974,4.91
24901,9768,3.76
24966,1556,14.39
16228,474,0.64
16246,239,11.82
03229,5670,6.79
21140,3431,2.4
20405,0,0.25
98852,15,46.9
14061,389,5.76
46731,595,5.98
32566,38112,3.02
10545,129,2.77
13751,105,8.12
40601,51082,2.49
30184,6612,5.65
30204,12940,13.78
04986,1673,9.46
01075,17763,3.72
70037,16104,7.2
70113,7699,1.04
31409,701,2.69
33071,39839,1.82
47501,18001,1.2
59728,311,18.76
49626,361,0.87
27589,8155,4.43
64040,6496,13.58
27596,18359,5.35
39059,11951,7.96
02770,5245,6.42
16112,1588,6.17
61874,8150,3.39
48168,22336,4.49
49241,2486,9.29
48128,10748,1.63
41630,1397,7.25
49126,1055,5.28
50423,2536,26.46
38753,1263,27.15
39320,1289,12.99
43504,1261,5.84
39654,5098,19.1
30815,40347,6.44
56151,780,8.78
59422,2623,13.58
15489,480,2.65
29546,2965,17.13
29148,6910,13.45
57041,95,13.14
76666,285,10.85
48210,29930,1.11
01720,22684,3.07
15635,106,2.96
15693,214,4.51
39346,2299,11.3
88130,17696,3.93
02827,2060,8.01
02891,21085,1.8
02888,19167,0.7
05043,1009,8.44
04544,624,12.49
04745,933,5.22
63147,9932,1.74
42374,481,3.27
23692,18201,3.18
19956,14777,6.69
14167,1621,9.74
97217,34813,3.27
26767,646,2.52
25702,7216,1.97
60424,2465,8.76
63942,709,14.65
01550,16894,0.98
13603,9589,4.15
11772,45964,0.72
76240,27419,19.69
30008,31982,1.06
61062,1803,11.42
34982,25981,3.23
73539,185,21.2
62627,1029,8.75
60919,481,19.29
