ZCTA,pop,minDist_SUT
51453,712,9.77
99103,526,37.78
44142,18674,0.74
23508,22433,2.11
66532,759,8.7
62461,672,8.27
60050,32732,1.72
70740,1634,12.42
52544,7369,2.19
04783,508,14.63
37724,2426,4.16
72658,1615,12.31
62269,32029,4.56
51529,1697,17.31
71839,374,18.82
63435,4442,6.17
55080,2554,5.52
95136,47599,2.64
94568,54420,3.89
93202,3777,1.13
18322,2265,8.51
79406,6880,0.73
05455,1021,4.85
48346,23478,0.09
74338,5353,4.8
97341,2532,8.45
30606,43716,0.8
80137,1658,3.61
32218,61846,3.35
07090,30068,2.7
31649,1096,11.27
62892,374,10.84
61759,1529,16.2
46186,1759,9.17
44822,2749,10.86
74831,722,19.88
07753,37597,0.85
12958,2362,19.28
97060,22609,0.97
62466,4598,6.87
13315,1543,20.63
68643,974,18.18
94403,44300,0.56
29810,4224,4.14
51575,1477,12.32
28689,2071,14.66
58011,446,31.03
97839,312,15.83
62257,2678,9.99
60123,48952,0.75
51527,496,12.43
67870,1265,19.93
20838,252,6.57
01235,2640,7.3
22172,10101,4.69
42333,1401,6.46
40055,1894,7.25
41540,224,5.66
67464,1050,17.74
71202,29709,4.98
04539,1059,4.75
61485,447,14.02
46590,4921,1.56
68966,646,20.72
15474,1875,7.95
06492,44841,3.37
34741,45920,0.64
34233,17989,1.09
85006,28176,0.56
93921,3379,3.24
19975,9341,9.3
83713,30688,0.94
55056,13895,1.86
55390,2548,1.29
56118,471,34.3
46118,4944,7.93
10461,50348,0.06
56310,5425,11.73
56466,2990,13.44
67467,2500,21.24
33143,32197,0.48
03052,8395,1.9
03441,185,6.39
03227,979,11.93
08224,538,9.29
14127,30297,2.97
39216,3998,0.58
65010,6197,10.17
65690,189,23.88
63388,644,11.9
65035,2075,19.45
41385,561,8.86
71350,4038,3.96
13674,145,16.38
52068,4385,8.7
52753,5648,9.08
51006,1008,8.16
50541,836,11.72
13502,32542,4.59
12051,6421,7.15
65725,3148,12.36
10468,78647,0.44
67669,1875,21.19
40068,2000,5.77
40047,20180,8.79
30088,29984,2.84
39859,1085,15.21
51650,352,16.44
38773,3046,35.48
64725,2594,10.95
61073,19165,7.5
60135,6906,6.67
62656,19535,0.62
67152,9134,0.55
44906,16849,2.48
56166,207,24.04
56251,902,4.8
04221,928,5.64
04942,1333,19.41
04253,2082,4.78
21044,44034,0.12
64118,42706,0.67
39751,1457,19.46
87517,346,9.7
65322,581,10.03
64790,856,8.44
66549,1639,18.92
56634,1423,22.31
47516,1330,7.62
46044,3068,4.4
38963,4713,6.69
68046,27811,2.74
69150,316,21.38
03847,337,1.44
10921,3911,4.83
12871,4492,8.3
27455,29020,2.96
12845,4647,6.08
11704,40285,1.66
13057,13772,2.96
64653,704,11.25
68816,205,20.03
41044,897,6.68
65261,770,22.4
59747,177,34.74
68341,1066,11.6
68458,176,12.79
92509,81214,1.52
94548,501,2.96
30312,22275,0.93
30477,2911,18.46
27707,51168,0.29
28163,5469,15.39
43356,1388,7.97
12965,596,15.0
10532,4968,0.54
11211,102624,0.47
12732,689,6.12
85014,27395,0.55
45613,2734,9.64
44417,1736,15.05
52328,2935,2.49
51235,1336,15.26
31045,49,31.16
50170,2803,7.8
51365,338,7.69
67066,308,8.84
66503,15702,7.12
67735,5232,2.53
67056,3098,10.0
45682,2090,13.72
32696,12363,16.36
33579,34271,4.07
32323,422,23.96
55329,1924,8.54
56311,757,21.33
56034,446,1.59
38622,770,21.28
66849,444,16.4
04970,1427,31.49
42232,865,7.95
41139,8004,1.6
42717,6648,14.83
51301,12401,0.35
52569,574,13.17
40220,33240,0.59
03055,15486,6.89
03269,2976,5.7
07436,13009,2.93
07103,32471,0.03
70086,2267,14.2
04943,1665,11.58
21048,10465,5.27
01536,7786,4.14
90031,38535,0.96
96128,674,13.41
80239,47489,0.35
01053,1702,1.38
01602,23854,1.03
01923,27457,0.28
48386,17827,2.12
17980,3096,9.76
35233,1715,0.3
70471,21221,1.92
56520,3828,4.05
19804,17453,1.27
05669,675,10.49
05069,548,15.14
20191,30069,1.46
19133,27419,0.08
38015,2195,8.16
65025,762,20.11
66603,1355,1.2
68924,1169,13.76
66775,141,17.2
07205,21895,1.18
20851,15106,0.98
16420,711,14.47
14818,2129,5.49
07006,25529,1.42
35068,8072,4.91
50833,2337,18.55
08104,22441,0.88
32169,10502,4.63
48469,1292,14.17
85323,42812,2.55
85601,646,24.18
24539,121,9.59
23222,26147,2.49
02833,1144,6.22
79110,19138,4.15
26559,1255,2.56
54440,2869,14.8
53002,2383,7.29
98670,43,15.55
41643,73,7.88
08063,3072,2.62
12955,381,16.84
05153,606,8.89
57033,5467,9.38
60470,497,10.73
21904,7005,0.6
30043,90675,2.63
84513,1575,2.39
07946,3175,3.85
67039,3255,10.66
67052,9357,7.13
62432,417,10.88
82837,59,33.58
06754,1778,2.84
32927,26687,6.46
33010,47231,1.69
32836,20154,4.21
57601,3881,6.23
60626,49730,0.19
32628,5040,5.82
32789,26568,1.22
05036,1089,8.32
05656,3587,8.15
23009,6541,10.37
23109,2178,12.39
29556,12089,4.05
20912,26239,0.88
16680,398,6.87
99016,14543,4.29
25002,0,9.28
26036,684,7.2
40020,110,7.04
46540,11789,8.85
39203,6360,0.87
93033,83782,3.48
93906,65256,3.06
33534,16487,5.38
06484,41155,2.73
32502,3185,1.5
31765,2774,7.22
08505,18078,5.17
14897,811,8.45
55447,21737,1.63
48356,8680,3.46
98198,38089,1.27
60071,3581,8.37
62956,911,10.02
62363,5758,1.93
57438,1554,42.97
21108,18938,0.18
38870,2840,19.91
14706,6189,5.58
02813,7780,8.55
57259,432,26.46
06488,19754,4.74
32608,48905,3.98
60660,43242,0.68
66208,21294,2.01
19403,46165,0.85
15698,507,5.6
30093,55107,1.76
50173,875,3.87
30461,14366,5.03
04643,1053,3.01
57714,810,13.28
37656,3901,2.6
05459,1737,10.59
23663,13832,1.56
45506,13868,2.62
06093,3122,5.01
06516,54918,0.88
30096,67959,4.68
25030,280,18.96
35740,3219,6.13
26591,1264,6.72
08324,282,12.54
08828,2283,3.01
17767,178,3.63
32208,32194,2.16
46227,56614,1.58
04043,11343,1.69
72370,7744,6.01
06811,32388,1.79
71643,1037,15.99
55128,28849,0.09
20839,100,7.91
52209,1046,7.58
02804,2004,5.73
10923,8244,1.52
10303,25947,0.96
12594,4357,9.77
16124,1981,7.81
25125,898,19.14
28537,146,14.27
64843,3372,10.32
31011,694,7.77
80722,259,8.75
15062,7397,0.84
74026,860,6.55
22102,24746,1.54
53140,29219,2.91
35754,5259,9.58
35209,27768,2.29
98593,1418,13.77
53076,4082,5.3
51061,437,15.0
50650,881,13.25
50660,1372,12.44
74354,17926,1.11
11960,696,3.58
14533,2021,5.78
14755,3080,6.23
79011,188,41.75
68972,105,36.39
62999,1794,6.16
62062,8008,0.87
92506,45854,1.58
95703,938,6.52
95013,77,2.0
25922,258,5.13
72417,5024,7.0
72828,45,12.78
92260,34225,2.52
24731,246,0.61
14605,12470,0.54
35633,20747,8.04
65064,465,6.84
06378,5505,4.62
33157,68402,0.42
04562,2130,8.62
04918,307,9.65
61846,4918,10.55
04424,785,31.28
50605,248,25.39
01571,11682,4.74
61940,238,15.89
26537,5021,1.66
94074,197,12.7
95337,37706,4.05
41267,939,3.94
54023,4154,6.3
54827,253,15.89
24581,44,8.1
99218,16518,1.55
89061,5828,9.06
46069,7415,10.07
81054,4858,9.61
23038,1762,9.73
43738,103,8.69
62671,487,10.36
60712,12539,2.44
60113,339,5.25
47944,3412,14.56
04646,65,5.89
60429,15387,0.73
49028,6435,11.38
66509,2669,19.15
68018,432,6.73
21662,455,4.53
50520,85,10.82
04538,1942,10.24
04578,4365,7.97
24124,5007,6.97
36345,8845,11.21
35112,280,11.91
18248,560,5.63
41080,2207,3.62
67444,522,27.06
01267,7955,6.68
90020,39102,0.39
95007,681,6.89
80214,26245,0.45
26346,961,6.46
41045,1620,3.27
16263,200,9.65
13322,902,9.1
61415,1889,18.31
90003,72741,0.55
92582,16783,2.4
95680,10,8.23
22730,175,10.55
17047,2781,12.92
07042,26029,0.59
15712,207,9.61
50069,1009,6.6
49262,1197,8.85
35544,476,11.13
93705,37707,1.23
78391,244,25.64
35131,4332,10.17
35143,3183,11.47
46307,62274,3.81
46550,12786,12.85
83328,5748,6.06
68942,315,33.89
48657,7858,8.35
13409,2519,8.47
13477,1437,8.04
30506,44468,5.17
80125,10552,6.13
06016,6900,5.25
06112,21100,0.43
19730,1064,7.12
03827,3171,5.04
13655,3431,0.79
97121,1412,12.5
89502,45772,2.16
02842,15997,0.85
13202,6581,0.27
83283,210,31.62
41166,1211,8.28
61370,1393,11.3
46156,1606,9.19
52206,2514,8.78
80910,30196,0.53
06107,18914,3.1
06447,6394,5.14
25972,329,18.0
21557,1530,9.08
11958,698,7.35
27315,1659,6.53
07462,6250,12.82
21154,5911,7.04
16828,4345,8.36
75480,1857,25.77
76082,18951,11.61
77873,1284,23.88
26624,2568,6.3
76455,973,14.12
76631,592,8.16
19428,16853,3.17
17021,931,12.2
84738,8517,4.7
99135,311,37.37
98635,1594,9.45
29743,861,14.67
14859,804,8.51
16655,1438,10.32
05486,1666,7.44
23897,403,14.37
76462,3372,18.48
84076,449,12.1
84044,27454,8.7
84325,2358,8.24
79259,61,16.59
49806,513,11.35
54135,3298,3.01
77664,2667,13.91
13618,1563,20.18
73430,1336,20.92
53188,35799,2.04
12723,1561,16.39
69141,408,11.3
03284,843,10.83
78560,5084,16.09
79070,10045,52.09
82422,14,18.81
54730,4994,12.52
98205,14360,2.53
59913,509,18.58
25422,1631,7.26
19958,25027,4.26
04774,548,28.14
78379,1471,37.93
04563,1529,8.18
37052,2803,10.56
03032,5385,4.84
03237,2433,6.88
52760,292,10.59
29567,534,10.42
63124,10827,2.3
91301,25631,0.68
72744,5917,6.84
65789,1666,5.89
63627,3416,12.28
03243,931,3.98
28144,25158,1.96
49970,288,16.81
37175,970,11.22
13077,7135,7.29
83661,9787,10.89
38746,472,24.89
95672,5220,7.03
33870,21760,5.16
55025,24679,1.94
45875,11403,0.97
04617,814,7.42
48823,51230,2.44
48415,9353,10.4
16141,1817,5.19
18069,7789,2.32
02633,4175,12.32
25119,171,8.5
74027,1060,8.47
74110,14812,1.14
42079,1555,11.41
32137,43813,2.4
74079,4248,5.57
01921,8270,1.69
55379,44986,3.13
12586,12129,0.91
38237,16003,2.62
11946,15145,0.28
41051,30166,3.7
01475,10798,6.62
03801,22576,1.98
40171,173,13.74
70802,23968,0.49
11560,6365,6.08
65351,2580,18.96
65067,370,15.7
26148,319,12.02
93427,6071,7.37
49768,487,38.57
15870,1106,11.03
11764,12723,4.02
70654,181,6.8
04257,2617,2.43
60518,3543,16.27
56091,343,13.1
97125,296,12.97
35216,37546,1.39
71859,546,19.41
80640,12864,4.41
45144,4400,8.61
14435,2750,8.76
21640,1440,12.85
38720,589,14.09
15475,1368,6.85
29075,3028,15.06
76109,23512,1.97
32040,7570,16.32
42123,786,11.52
57640,161,75.41
02170,19367,0.99
02576,4467,2.92
35989,3519,10.33
24563,5527,23.02
29657,15869,3.07
37336,4381,7.71
15759,2934,12.1
95717,106,11.61
80478,1330,6.22
14428,7439,10.93
30135,66134,5.81
32536,23426,20.38
12819,323,19.56
15401,31482,0.63
50857,243,15.37
63128,29823,2.9
43314,3033,9.16
63902,0,0.59
18337,14553,10.2
19067,51590,1.49
25411,13087,3.5
16116,2894,3.07
05858,431,12.15
16235,1239,7.45
50115,2723,2.93
67138,336,8.64
70501,31097,2.1
57246,195,23.32
12450,154,14.26
95412,402,30.35
99032,714,23.69
25302,14209,1.89
83114,1050,27.99
35613,25577,4.01
19063,35798,1.3
18055,11631,4.65
98059,38362,4.2
84302,25492,2.77
22637,2419,11.13
28624,1339,13.67
82061,0,23.01
54636,14808,8.69
25183,44,9.64
24977,550,13.94
26547,2632,7.1
53570,2491,8.3
79094,51,31.24
10914,395,6.22
73119,32119,1.06
97451,339,10.4
18825,101,10.01
19144,42556,0.2
97022,3770,4.82
15627,6571,4.76
94503,20306,2.33
16859,548,14.44
78737,16160,9.87
75094,23370,4.93
63363,1878,6.85
37166,14358,2.86
22644,2413,21.72
39664,2385,12.47
62418,2108,7.61
30628,6874,9.54
48722,3033,6.42
03844,2344,3.26
03273,398,15.88
03883,117,9.02
08501,6220,5.4
07014,4971,2.04
48906,26086,3.09
48877,2346,13.36
48472,1761,8.46
62701,1206,0.44
46765,5472,6.25
52358,3525,10.99
61061,6382,1.06
19020,54827,1.18
54173,4206,7.73
35172,3177,10.07
67492,250,15.4
54646,4183,16.02
66967,2009,26.53
98392,3071,0.37
37042,77168,4.37
37711,4765,3.31
10950,50895,0.94
11222,36492,0.43
11378,37279,1.44
13731,880,11.92
15312,3853,10.17
40873,2245,5.22
68769,1671,26.85
49636,401,18.07
33606,19466,0.57
56157,845,9.43
32803,19583,0.77
36512,47,18.93
16929,2515,12.37
21244,35724,1.53
20814,28930,0.3
68532,471,6.9
38225,5547,2.62
37340,597,6.51
78256,11464,6.8
12019,14429,4.32
12203,31251,3.13
13031,15451,6.81
49679,1335,19.11
49325,1950,8.84
48187,49686,0.24
52342,3335,5.92
50538,474,13.29
56065,2748,14.34
39567,11113,6.77
45337,1918,13.0
15067,2228,5.87
51503,37062,3.98
42350,1578,7.26
59253,92,43.97
61425,375,5.75
75074,51147,1.4
78749,37774,3.89
59420,245,28.08
33138,29867,1.51
58380,433,24.91
60195,5568,2.52
60525,30576,2.08
15207,11324,1.01
17830,1968,9.05
18356,78,1.87
15689,290,4.74
44907,14885,0.68
31749,2649,4.85
73099,68676,5.81
73644,14668,0.53
53104,5450,3.85
08318,12219,3.27
07608,107,1.72
07646,16578,1.29
87110,38753,1.04
67356,2790,12.82
66968,1540,21.75
67877,2481,28.04
17744,3132,7.34
19121,30733,0.69
61769,621,11.78
44667,13410,7.02
16260,289,7.57
17260,1106,6.34
74343,3067,9.33
88255,22,24.07
27519,55111,2.41
87062,1365,16.75
12207,1688,0.09
10507,7068,2.89
12173,2100,9.62
62957,931,5.29
62601,353,9.93
62621,1195,14.98
51640,1495,11.62
63344,1378,2.6
61078,1253,10.51
27243,4431,5.64
78254,58540,6.13
66720,11363,2.03
81615,2824,5.47
76017,47355,3.34
45830,5796,8.83
43548,587,11.59
44843,2126,4.64
14536,561,14.03
18230,113,3.08
18460,133,7.99
15419,4358,4.87
17228,1135,6.14
15209,12158,1.6
75052,95516,5.1
75093,47411,1.55
49611,266,13.08
43115,1493,10.77
44681,7987,10.63
98661,47036,1.09
67738,581,35.24
74549,74,14.2
73521,20676,29.65
42170,1645,9.16
74039,3769,9.62
13159,5348,0.17
14060,289,18.6
22530,45,21.65
56050,1452,4.18
31309,923,8.57
92352,5729,2.0
95951,2788,6.98
94947,26573,6.49
92155,490,3.0
90002,53111,0.33
28774,1008,21.68
45227,18391,4.82
73446,8482,16.57
67566,637,11.79
41739,117,5.12
73673,236,25.89
97909,125,26.46
17113,10727,2.91
48159,2574,10.13
56273,4772,12.53
45159,3773,8.55
56131,2281,12.51
55757,734,16.57
98576,5121,7.07
83705,27808,2.92
74008,28808,10.01
29505,24850,6.75
29074,112,17.13
57107,10102,3.95
74423,981,8.68
77386,54802,4.9
94501,63843,1.82
77388,49487,2.81
39643,1275,10.81
39202,8013,0.62
13355,897,20.11
12801,14381,0.26
12407,137,25.7
68949,6316,1.17
68333,8565,0.46
68310,13749,1.13
37150,4906,11.85
43440,4738,5.73
16133,1571,6.96
23146,3079,8.6
44440,4960,1.83
62667,445,16.04
07442,11049,0.34
01038,2867,4.42
61732,2057,9.87
46702,1999,7.53
38946,257,16.79
65264,701,11.66
10533,7551,2.54
67838,968,15.55
67871,4997,15.12
41735,195,9.28
16685,122,12.4
18626,521,18.11
02917,13803,2.87
89145,24385,2.83
64644,3264,14.03
65275,2601,21.01
63060,2079,9.35
43065,42782,3.79
45831,3269,12.08
04411,1570,4.95
29673,29287,7.83
64750,547,6.42
28901,4874,10.46
58338,71,26.47
58455,393,20.87
30624,3256,11.07
31550,801,12.98
39561,2543,9.23
63130,28909,2.85
65672,9437,2.69
63882,356,6.43
59542,155,28.56
24258,1651,8.55
98106,26171,2.2
98203,35603,0.73
31806,5180,13.84
30665,67,11.29
05903,904,4.81
71439,1818,34.34
94505,16251,8.24
32038,10103,15.47
31773,3547,9.03
45669,10040,5.92
27922,786,8.35
49525,29439,0.15
25875,703,15.16
54169,2807,6.05
48045,24999,2.17
41559,198,3.16
46311,21627,2.09
52158,238,2.43
94507,15646,4.83
56283,6291,1.35
55110,40336,2.53
69135,94,68.25
68852,520,31.48
89029,7707,3.43
03443,552,4.79
58251,2031,29.0
55332,1652,14.14
55012,2013,4.35
38732,17644,25.63
30012,27605,3.56
04854,1537,2.59
61362,5585,6.4
67058,1693,11.27
45036,38221,2.46
66860,1292,19.29
98266,3993,11.13
68316,500,11.36
52325,868,17.06
52729,829,19.16
67952,495,21.69
67801,30842,4.03
25535,3064,6.12
25160,112,16.25
20693,947,5.32
53586,2231,7.88
41562,3045,1.58
41834,341,7.93
40995,157,6.65
78588,204,34.68
70372,2931,12.78
71045,642,19.27
04963,7257,7.16
56572,5309,18.37
55904,27028,3.93
51573,1070,7.16
12861,612,22.01
46615,12919,0.73
67109,387,11.11
95652,667,2.92
06278,4363,8.14
15208,9824,0.59
78338,51,47.64
80209,25271,1.53
73078,10718,12.85
97146,6457,8.87
90265,18389,1.78
80210,36296,0.51
94509,66933,0.52
84118,73078,1.93
84101,4761,0.34
05649,356,10.58
05477,4504,11.72
58856,107,28.31
45115,143,9.39
51440,327,10.28
50007,480,4.28
52002,16729,5.46
03856,1670,9.01
62048,1829,4.49
67745,353,33.03
48738,1181,35.59
49128,3370,15.49
04558,121,9.18
46060,40387,3.51
46563,23820,1.14
47165,6330,7.62
46226,46110,1.3
47327,4626,10.79
50239,72,16.11
04263,2233,7.23
04030,2654,9.94
21773,5494,10.06
01604,37468,0.84
49268,1212,5.79
68719,140,30.55
79836,5796,10.56
78573,38839,5.2
78409,2678,4.15
78239,29255,1.65
75157,240,16.21
65329,427,16.76
65486,3740,19.76
64060,14357,8.47
63037,2967,8.8
68933,898,19.13
68307,511,15.99
28429,7525,5.5
27845,2876,2.65
49614,2824,12.23
40207,30523,0.94
04915,8981,2.76
08750,3117,2.42
55076,21681,1.95
63118,28324,0.45
62864,23586,0.93
60051,23298,4.0
60137,38279,0.5
61421,1300,14.61
62463,1242,10.31
47923,3337,12.24
51024,1778,10.42
50638,3297,21.85
50835,88,24.4
67732,489,16.29
18464,1195,10.76
11385,106717,0.86
72930,327,8.62
33185,30959,5.13
92309,633,53.76
92310,9086,31.07
81623,16461,10.43
13081,1105,11.78
27536,16421,0.7
28080,7941,8.11
01264,196,7.44
10578,868,6.16
71964,3660,9.76
03282,871,11.46
08053,45193,2.35
08515,6396,5.76
33825,26526,4.52
34452,11400,4.32
33328,28782,2.4
45732,4438,11.2
35078,1919,18.45
36529,237,19.45
36580,5762,3.75
85715,17137,1.33
07830,6888,6.04
48747,1348,6.12
46902,35403,1.8
52310,6359,22.97
41063,3055,9.88
12071,398,11.86
14708,223,9.09
71111,43551,4.6
71452,146,14.43
04479,1272,5.47
04967,4065,10.09
04040,3191,3.87
20841,10481,3.1
21017,6597,0.57
01224,210,3.44
01864,15642,2.96
51466,1024,12.62
50044,913,13.03
28056,34401,2.79
84007,662,10.97
75013,40675,4.08
34138,268,29.78
66024,664,2.14
56098,2017,14.8
55924,1388,10.72
39665,1776,14.52
29058,4671,11.01
38629,2368,25.0
38745,92,7.55
64497,480,12.87
65766,78,14.78
05261,2522,6.28
45233,16025,2.88
72842,1313,12.66
34691,20473,2.04
71762,2189,10.48
25214,503,12.37
76250,1017,21.39
85139,18184,8.97
84102,18099,0.18
85140,46804,2.68
84103,21914,2.42
10962,5314,0.65
38554,988,12.7
64489,2127,18.42
62203,8264,2.71
95380,42672,10.44
48848,7575,12.06
49506,33661,1.79
49096,3327,10.61
25811,41,13.88
25204,126,14.76
82421,308,8.43
98350,451,10.73
63855,1153,11.83
82411,584,20.86
98032,38016,1.17
48413,7202,14.25
62681,5552,1.12
45001,759,4.7
06259,4465,4.58
06053,34772,1.29
62294,14117,2.48
23314,8593,6.08
68328,492,11.97
68338,338,22.87
66942,304,24.06
53544,799,12.47
72348,2513,18.07
93611,48473,0.97
90040,12645,1.0
80438,502,10.89
06755,1050,8.74
19701,38941,2.09
33325,28987,3.51
33563,27875,0.3
60070,16049,2.67
62649,604,11.41
44882,2849,10.68
45896,1839,9.92
95465,2104,6.38
34997,44018,6.86
60013,25827,0.46
60156,28886,1.59
62546,1624,11.11
28617,2323,6.92
77384,17926,3.54
77385,25572,3.51
97202,42822,1.98
84104,26016,2.46
89319,142,24.06
75449,1351,17.02
54754,1785,12.1
25174,562,11.42
98282,16427,7.36
25405,13680,2.63
79903,16399,1.31
79904,34461,0.45
79907,53277,1.21
79908,5907,4.29
92324,59409,0.77
82515,500,10.83
64119,27848,0.22
53585,2243,13.08
49038,9411,8.11
31561,39,4.67
85719,48369,0.58
06820,21759,1.02
80805,383,9.29
26184,2562,5.32
24430,3709,17.71
86331,445,6.44
53525,4114,7.78
45880,2690,8.64
21205,14580,0.8
75451,1135,23.62
91752,33135,5.42
62972,1039,9.61
24440,3406,11.49
73092,973,9.23
85147,3551,3.09
85172,2072,11.54
53095,27587,1.17
27880,3242,7.36
88052,200,11.21
49896,1713,15.38
77951,1880,13.01
07648,5819,3.29
13461,3031,2.98
19015,16665,0.84
03836,1353,6.03
97206,51698,1.02
71456,1523,9.98
81638,153,13.32
70301,45298,12.99
72412,492,11.61
70755,1941,7.42
73764,144,11.69
97531,1075,21.87
28659,21229,4.17
99329,153,11.38
85141,401,13.27
76022,13532,2.04
86315,7676,7.87
74428,1307,17.85
47848,1670,9.88
77369,571,24.36
94128,135,1.1
94129,3994,1.59
28399,1990,15.13
57247,295,19.4
38355,6620,7.39
38006,5001,10.5
75838,577,45.33
01030,11123,0.11
76034,26001,3.24
60639,90517,0.3
63432,503,15.47
52246,23517,1.16
43046,3812,7.09
80215,19415,0.3
85142,65881,3.42
84107,33978,0.58
71450,1212,19.63
73082,3135,19.37
01950,17990,0.53
01748,17178,5.55
01450,11301,5.59
49078,9236,4.65
84601,34312,1.18
05040,634,7.83
05866,695,14.71
04772,825,8.6
40348,490,7.34
76035,1654,7.93
37848,215,5.79
76475,892,24.97
74436,5718,11.57
62016,3674,28.31
49775,78,8.33
94922,603,5.59
90290,5371,1.9
78016,10026,3.92
63386,392,2.52
28594,3697,15.76
44103,16519,0.57
07206,27660,0.91
97144,76,19.21
87122,18422,3.5
76040,32005,2.95
76041,568,3.7
05655,2932,4.89
92259,94,21.44
94525,3094,2.29
94925,9866,2.22
94928,44103,5.37
94931,8601,5.28
94938,790,1.99
43213,33551,1.54
61872,898,12.24
33196,51752,6.97
46793,4662,6.25
88048,2561,11.0
77406,46841,4.14
77412,55,15.84
94514,1461,9.45
77415,85,14.85
95125,53574,2.26
33703,25457,3.91
15334,135,3.7
15325,471,6.38
74429,15208,0.42
62010,11357,2.85
20685,6731,6.23
92392,58204,2.65
92410,45641,0.48
72354,2475,11.93
57363,995,46.3
57020,1479,9.13
51366,294,14.83
46818,20746,4.98
70127,25278,0.27
74430,464,2.69
76537,5631,10.52
78209,42045,1.35
76251,671,9.86
84763,319,7.97
19952,10629,2.74
73724,1173,20.01
70669,9587,3.89
72368,1122,11.83
85395,29710,3.2
75454,9583,6.06
72353,46,26.1
73458,895,12.61
57337,165,28.9
94116,47823,1.66
92308,41807,10.83
05151,1542,5.16
05653,466,11.21
98115,53431,1.28
98037,29402,0.74
63390,10946,4.86
70658,791,11.69
78666,79276,13.81
15936,1326,7.84
85387,10651,7.22
43156,201,9.77
69201,3951,59.48
22903,40507,6.35
73738,1201,14.9
80810,1231,35.54
70710,4952,6.24
06371,9687,10.77
63447,1234,20.21
29332,2511,9.46
71965,284,26.61
71968,4067,13.13
60545,13259,1.09
36421,9861,3.7
53034,1691,6.91
79764,21685,5.07
79838,6376,15.94
79848,802,109.04
71425,172,20.15
94401,35414,0.15
98087,39221,1.77
98112,25426,1.47
25103,227,16.77
72364,15784,2.71
94515,7436,2.27
79785,77,78.1
79928,57324,10.5
88027,292,11.01
70659,1628,5.0
91746,30708,1.76
74435,3269,17.23
25165,634,11.01
53075,3298,12.34
98524,4659,13.69
79915,35445,0.89
79925,39711,3.13
77419,1452,19.94
94528,307,5.4
94535,3857,6.11
94301,17191,1.19
94519,20121,1.38
97211,34962,1.56
54812,5570,7.8
03570,10382,0.73
77377,37016,2.78
94305,15730,1.59
77378,16201,11.5
79927,41227,3.98
79930,28178,0.41
79934,26289,7.16
79935,17434,2.81
73729,535,24.89
73107,25328,1.02
91763,38406,2.42
79936,112355,4.6
33605,17457,1.71
06084,14766,5.7
72355,2285,8.38
25209,1367,17.3
18470,2016,9.85
91901,18558,11.04
73730,753,16.68
80759,4828,2.29
80801,120,30.12
77379,79986,4.28
77382,39861,4.34
61025,4645,5.81
68978,2153,38.71
73733,335,13.54
91750,33836,4.38
80908,17807,7.78
91934,267,11.9
74630,752,14.13
92543,37615,3.47
74632,599,19.14
25314,13763,3.07
25019,642,15.03
75438,908,6.02
57555,4424,39.84
58460,209,50.41
11719,3604,2.21
14819,745,11.24
10005,8831,0.87
53806,1655,13.01
63601,15106,5.94
75503,25710,5.28
75550,790,27.22
75475,148,7.8
05760,1196,15.74
23828,287,14.41
70592,24829,2.85
63381,694,13.31
61544,590,14.3
92545,42248,3.02
92548,8273,4.46
72419,1581,10.77
97535,5400,0.34
72421,589,15.83
75928,1212,24.01
99148,1844,11.57
25564,1252,12.22
36319,1917,14.78
88046,655,4.05
57373,509,34.37
10512,24716,2.96
14469,6071,8.48
78802,251,8.85
76561,1059,22.54
88047,2301,6.84
72404,26394,5.77
91780,35351,1.66
70753,1045,23.67
28580,12874,12.48
58464,228,27.95
58572,287,19.26
19609,10316,0.9
43080,5254,8.53
43016,36260,0.98
26180,2205,8.49
22842,5195,23.21
29069,4393,8.9
27937,4546,14.74
68028,13588,9.98
61361,1117,15.49
33618,27081,2.14
39766,3424,8.96
75076,7847,9.87
92257,1332,35.43
27801,19737,4.05
58281,138,33.46
63956,1442,10.43
16410,1709,15.19
94940,234,9.42
77564,1678,12.1
94941,32013,5.01
61264,10621,3.21
31816,5231,12.0
29059,5615,18.37
37757,9519,5.36
15090,23538,0.88
16914,2050,9.99
57452,271,30.76
70782,203,18.23
02346,24463,11.12
63873,4654,12.91
80861,240,25.25
80862,44,42.89
94951,4571,4.86
77568,15571,0.61
22843,2476,14.14
73080,9436,4.93
57725,273,21.28
37118,1033,10.46
71855,587,17.39
87124,54780,4.8
64421,1005,10.23
89048,21408,3.09
37221,40425,10.11
80216,13118,1.61
73090,1078,8.9
65079,3672,6.65
56175,3036,15.04
56668,151,3.22
88029,1244,28.98
75442,9681,9.5
89404,28,81.19
73734,817,9.54
36255,871,20.09
73150,4770,7.3
97236,40866,1.56
44432,13279,1.76
43081,61572,2.11
43723,5185,5.12
71969,270,30.28
73160,59401,1.42
76119,50213,2.3
76120,18820,2.68
75448,724,15.12
71334,10390,34.97
61615,23168,1.08
58481,257,12.98
45248,25324,1.93
43532,3972,7.71
43109,82,1.87
44815,630,7.85
68067,1245,5.89
76123,34056,3.36
71866,599,11.91
79755,111,34.05
71853,203,8.79
95460,2277,8.89
15618,2308,8.61
15554,2130,10.97
75433,2614,11.62
05143,4390,7.17
35210,13484,3.17
92058,45894,3.72
70131,33672,1.59
75078,23580,6.74
75437,1361,10.79
98501,41669,1.9
56347,7165,16.44
55733,4837,3.88
54130,25700,3.71
54971,10579,5.44
75435,1271,28.3
