STATEFP,Cm200121,Cm200122,Cm200123,Cm200124,Cm200125,Cm200126,Cm200127,Cm200128,Cm200129,Cm200130,Cm200131,Cm200201,Cm200202,Cm200203,Cm200204,Cm200205,Cm200206,Cm200207,Cm200208,Cm200209,Cm200210,Cm200211,Cm200212,Cm200213,Cm200214,Cm200215,Cm200216,Cm200217,Cm200218,Cm200219,Cm200220,Cm200221,Cm200222,Cm200223,Cm200224,Cm200225,Cm200226,Cm200227,Cm200228,Cm200229,Cm200301,Cm200302,Cm200303,Cm200304,Cm200305,Cm200306,Cm200307,Cm200308,Cm200309,Cm200310,Cm200311,Cm200312,Cm200313,Cm200314,Cm200315,Cm200316,Cm200317,Cm200318,Cm200319,Cm200320,Cm200321,Cm200322,Cm200323,Cm200324,Cm200325,Cm200326,Cm200327,Cm200328,Cm200329,Cm200330,Cm200331,Cm200401,Cm200402,Cm200403,Cm200404,Cm200405,Cm200406,Cm200407,Cm200408,Cm200409,Cm200410,Cm200411,Cm200412,Cm200413,Cm200414,Cm200415,Cm200416,Cm200417,Cm200418,Cm200419,Cm200420,Cm200421,Cm200422,Cm200423,Cm200424,Cm200425,Cm200426,Cm200427,Cm200428,Cm200429,Cm200430,Cm200501,Cm200502,Cm200503,Cm200504,Cm200505,Cm200506,Cm200507,Cm200508,Cm200509,Cm200510,Cm200511,Cm200512,Cm200513,Cm200514,Cm200515,Cm200516,Cm200517,Cm200518,Cm200519,Cm200520,Cm200521,Cm200522,Cm200523,Cm200524,Cm200525,Cm200526,Cm200527,Cm200528,Cm200529,Cm200530,Cm200531,Cm200601,Cm200602,Cm200603,Cm200604,Cm200605,Cm200606,Cm200607,Cm200608,Cm200609,Cm200610,Cm200611,Cm200612,Cm200613,Cm200614,Cm200615,Cm200616,Cm200617,Cm200618,Cm200619,Cm200620,Cm200621,Cm200622,Cm200623,Cm200624,Cm200625,Cm200626,Cm200627,Cm200628,Cm200629,Cm200630,Cm200701,Cm200702,Cm200703,Cm200704,Cm200705,Cm200706,Cm200707,Cm200708,Cm200709,Cm200710,Cm200711,Cm200712,Cm200713,Cm200714,Cm200715,Cm200716,Cm200717,Cm200718,Cm200719,Cm200720,Cm200721,Cm200722,Cm200723,Cm200724,Cm200725,Cm200726,Cm200727,Cm200728,Cm200729,Cm200730,Cm200731,Cm200801,Cm200802,Cm200803,Cm200804,Cm200805,Cm200806,Cm200807,Cm200808,Cm200809,Cm200810,Cm200811,Cm200812,Cm200813,Cm200814,Cm200815,Cm200816,Cm200817,Cm200818,Cm200819,Cm200820,Cm200821,Cm200822,Cm200823,Cm200824,Cm200825,Cm200826,Cm200827,Cm200828,Cm200829,Cm200830,Cm200831,Cm200901,Cm200902,Cm200903,Cm200904,Cm200905,Cm200906,Cm200907,Cm200908,Cm200909,Cm200910,Cm200911,Cm200912,Cm200913,Cm200914,Cm200915,Cm200916,Cm200917,Cm200918,Cm200919,Cm200920,Cm200921,Cm200922,Cm200923,Cm200924,Cm200925,Cm200926,Cm200927,Cm200928,Cm200929,Cm200930,Cm201001,Cm201002,Cm201003,Cm201004,Cm201005,Cm201006,Cm201007,Cm201008,Cm201009,Cm201010,Cm201011,Cm201012,Cm201013,Cm201014,Cm201015,Cm201016,Cm201017,Cm201018,Cm201019,Cm201020,Cm201021,Cm201022,Cm201023,Cm201024,Cm201025,Cm201026,Cm201027,Cm201028,Cm201029,Cm201030,Cm201031,Cm201101,Cm201102,Cm201103,Cm201104,Cm201105,Cm201106,Cm201107,Cm201108,Cm201109,Cm201110,Cm201111,Cm201112,Cm201113,Cm201114,Cm201115,Cm201116,Cm201117,Cm201118,Cm201119,Cm201120,Cm201121,Cm201122,Cm201123,Cm201124,Cm201125,Cm201126,Cm201127,Cm201128,Cm201129,Cm201130,Cm201201,Cm201202,Cm201203,Cm201204,Cm201205,Cm201206,Cm201207,Cm201208,Cm201209,Cm201210,Cm201211,Cm201212,Cm201213,Cm201214,Cm201215,Cm201216,Cm201217,Cm201218,Cm201219,Cm201220,Cm201221,Cm201222,Cm201223,Cm201224,Cm201225,Cm201226,Cm201227,Cm201228,Cm201229,Cm201230,Cm201231,Cm210101,Cm210102,Cm210103,Cm210104,Cm210105,Cm210106,Cm210107,Cm210108,Cm210109,Cm210110,Cm210111,Cm210112,Cm210113,Cm210114,Cm210115,Cm210116,Cm210117,Cm210118,Cm210119,Cm210120,Cm210121,Cm210122,Cm210123,Cm210124,Cm210125,Cm210126,Cm210127,Cm210128,Cm210129,Cm210130,Cm210131,Cm210201,Cm210202,Cm210203,Cm210204,Cm210205,Cm210206,Cm210207,Cm210208,Cm210209,Cm210210,Cm210211,Cm210212,Cm210213,Cm210214,Cm210215,Cm210216,Cm210217,Cm210218,Cm210219,Cm210220,Cm210221,Cm210222,Cm210223,Cm210224,Cm210225,Cm210226,Cm210227,Cm210228,Cm210301,Cm210302,Cm210303
01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,23,29,39,51,78,106,131,157,196,242,386,538,639,720,830,947,999,1108,1270,1535,1632,1840,2005,2197,2498,2838,3008,3262,3583,3805,3953,4241,4404,4572,4723,4903,5078,5327,5610,5832,6026,6213,6421,6539,6750,6925,7068,7294,7611,7888,8112,8437,8691,9046,9385,9668,9889,10164,10464,10700,11101,11373,11674,11771,12086,12376,13052,13414,13670,14149,14478,14986,15650,16032,16530,17031,17359,17952,18534,18771,18851,19072,19387,20043,20500,20925,21422,21989,22845,23710,24601,25615,26272,26912,27312,28206,29002,29549,30021,30454,31097,32064,33206,34183,35083,35441,37175,38045,38962,40111,41865,42862,43953,44878,45785,46962,49174,50508,51947,53587,55545,57255,59067,61088,63091,65234,67011,68891,70358,71813,74212,76005,78130,79294,81115,82366,83782,85762,87723,89349,91444,92661,93702,94654,96592,98301,100173,101334,103020,103851,104786,105557,106309,107580,108433,109004,110361,111478,112449,113632,114532,115060,116710,117242,119254,121023,122185,123889,125235,126058,127616,128239,129285,130393,131803,132314,132973,133606,134417,135565,136703,137646,138755,139459,140160,141087,141757,142863,144164,144962,145780,146584,147153,148206,150658,151591,152321,152983,153554,154701,155744,156698,158380,159169,159713,160477,161418,161975,163465,164526,165342,166076,167193,167977,169162,170374,171662,172626,173485,174528,175674,177064,180916,183276,184355,185322,186437,187706,189149,190496,192285,193985,194892,195929,197777,199158,200714,202482,203687,204857,206567,208637,210637,213617,215843,217822,219232,220848,223486,225910,228373,230708,232506,234080,236865,239318,241957,242874,244993,247229,249524,252900,256828,260359,264199,267589,269877,272229,276665,280187,284922,288775,292841,295631,297895,301533,305640,310335,315683,319904,322452,324832,329811,334569,338801,342426,343458,345628,347897,351804,356820,361226,365747,369458,371934,374095,379593,384184,389230,394287,399150,401900,404000,407848,410995,414583,417528,420681,422598,424028,426543,429655,432536,436087,439442,441170,443009,445909,449086,452734,455582,455582,459639,460860,462938,465056,467823,469319,471311,472423,473348,474666,476067,477570,478667,479856,480931,481605,482488,483167,484365,485212,485986,486843,487520,488973,490220,491110,491849,492683,493252,493769,494421,497154
02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,6,9,12,14,21,22,36,42,59,69,85,102,114,120,133,143,145,156,169,183,189,211,223,233,244,255,270,275,283,291,298,307,312,317,319,327,333,335,337,337,339,343,349,353,353,362,363,366,368,369,370,373,376,377,378,380,383,383,387,388,392,396,399,399,401,401,403,408,408,411,415,416,429,435,439,467,474,495,514,540,562,576,585,604,616,638,660,683,716,727,731,744,769,786,802,825,838,847,889,910,940,967,992,1025,1050,1092,1132,1182,1233,1289,1320,1349,1371,1418,1464,1518,1592,1701,1770,1822,1879,1953,2009,2085,2200,2343,2450,2541,2605,2666,2781,3007,3106,3240,3330,3446,3561,3711,3856,3937,4014,4071,4113,4175,4259,4357,4422,4467,4533,4624,4739,4824,4930,4980,5047,5117,5201,5271,5364,5428,5497,5496,5544,5624,5745,5851,5904,5943,5974,6045,6150,6279,6377,6462,6496,6529,6592,6713,6819,6922,6983,7058,7100,7151,7258,7365,7452,7542,7620,7666,7718,7857,7974,8083,8196,8314,8442,8547,8679,8804,8949,9138,9348,9491,9619,9752,9930,10181,10438,10631,10786,10928,11091,11316,11528,11752,11952,12160,12365,12597,12870,13243,13767,14115,14495,14844,15211,15591,16033,16379,16729,17116,17525,17835,18357,18961,19476,19943,20470,20969,21444,22029,22762,23410,23988,24620,25161,25647,26100,26772,27313,27810,28387,29058,29606,30270,30933,31548,32057,32561,33257,34017,34772,35707,36468,36967,37531,38118,38742,39366,39882,40520,40946,41224,41833,42218,42703,43034,43233,43390,43829,44189,44461,44461,44829,45125,45250,45429,45812,46314,46314,47112,47408,47669,47858,48183,48508,48905,49213,49465,49682,49682,50097,50426,50723,50905,51180,51334,51462,51625,51824,52111,52358,52520,52598,52680,52857,53064,53242,53387,53518,53614,53754,53978,54161,54410,54410,54410,54892,55016,55214,55363,55513,55513,55513,55513,56010,56065,56276,56486,56486,56486,56821,56875,57053,57236,57346,57346,57346,57732,57876,58067
04,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,5,5,6,6,9,9,9,12,13,18,20,28,47,70,104,153,234,326,402,508,665,773,930,1169,1298,1413,1600,1769,2019,2269,2466,2577,2726,3018,3112,3393,3539,3702,3806,3962,4234,4507,4719,4929,5064,5251,5459,5769,6045,6280,6526,6716,6948,7202,7648,7962,8364,8640,8919,9305,9707,9945,10526,10960,11119,11380,11736,12176,12674,13169,13631,13937,14170,14566,14897,15315,15608,16040,16339,16561,16783,17262,17763,18465,19255,19936,20123,21250,22245,22818,24369,25517,26924,27761,28396,29981,31525,33167,34773,35953,37005,39298,41159,43731,46914,50198,52666,54767,58397,60207,63297,66676,70152,73961,74602,79399,84152,87495,91894,94616,98126,101542,105159,108710,112783,116947,119991,122479,123917,128126,131411,134730,138575,141333,143644,145320,148730,150659,153029,156392,160055,162041,163918,165994,168361,170905,174108,177019,178473,179506,180537,182230,183744,185104,186226,187086,187634,188780,189522,190850,191810,192670,193554,194027,194931,195568,196305,196925,197909,198117,198421,199293,199495,200172,200694,201317,201695,201866,202375,202898,203964,204686,205518,205772,205971,206048,206548,207002,207525,208128,208514,208726,209215,209911,211663,213663,213550,214017,214250,214845,215283,215849,216367,216824,217236,217513,218185,218511,219214,219778,220403,220757,221091,221937,222558,223407,224101,224985,225575,226072,226749,227660,228748,229508,230412,231149,231933,232939,233948,234914,235910,236898,238200,239193,240158,241259,242510,244099,245962,247484,248293,249841,250853,252843,254961,257384,259299,260646,263445,265195,266644,270596,273400,275523,277179,281284,284554,288807,292880,296997,299698,303188,307943,311727,314324,318695,322774,325995,327046,338254,342925,348134,355054,361186,364276,366364,379662,384241,390047,398150,405656,408646,420459,427121,431330,438514,444038,450807,453601,461345,470351,475706,483502,486993,493277,494489,504616,510548,515366,523829,530267,539162,556384,561523,571676,578623,588383,602146,611900,618546,627771,638739,643683,653546,662597,670234,673882,679282,686028,693706,703249,710273,717593,722574,728231,734613,740599,745976,750787,756027,758576,762458,766445,769297,773636,777038,780200,780872,783229,788540,790271,792695,794224,796094,797537,798845,799944,801741,803158,805037,807163,808247,809899,811560,812653,813898,815345,816334,817232,818268,819281,820561
05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,9,16,22,22,33,62,81,97,138,140,229,305,348,380,402,444,506,559,618,673,725,731,839,916,986,1064,1132,1186,1209,1255,1433,1453,1549,1576,1652,1731,1735,1928,2167,2279,2472,2628,2707,2785,2866,2907,3040,3113,3150,3194,3257,3306,3362,3466,3541,3593,3593,3885,3912,4027,4096,4231,4324,4447,4627,4683,4793,4870,5307,5468,5627,5772,5870,6006,6096,6339,6584,6817,7065,7254,7615,7818,8193,8407,8837,9162,9440,9786,10090,10514,11247,11774,12161,12573,12795,13215,13493,14098,14582,14990,15499,15995,16644,17127,18041,18577,19106,19526,20056,20491,21338,21839,22322,22907,23288,23598,24301,25117,25837,26816,27294,27818,28690,29248,30094,30663,31410,32025,32672,33448,33980,34972,35851,36600,37223,37948,38667,39423,40175,40957,41618,42232,42956,43729,44607,45295,46254,47039,47587,48205,48600,49313,49950,50557,51250,51910,52303,52702,53430,53991,54847,55386,55764,56068,56554,57229,57939,58768,59477,59952,60320,60600,61156,62052,62945,63476,64150,64500,64812,65249,65687,66628,68166,68578,68999,69902,70761,71676,72461,73511,74032,74678,75389,76339,77271,78180,78898,79470,80149,80863,81786,82851,83730,84552,85012,85465,86205,86950,88244,89415,90292,90865,91503,92192,93218,94616,95557,96437,97068,97607,98480,99597,100738,101993,103247,103923,104522,105581,106545,107627,108759,110079,111417,111966,112781,114208,115761,117519,119073,119998,120879,122388,124249,125993,128180,130060,130874,132169,133694,135238,137472,139512,141218,142595,143832,145879,147876,150059,150983,152227,153413,154865,156807,159022,161726,164562,166784,168228,169243,171603,173915,175996,178726,181328,182606,183922,186117,188682,191757,194607,197289,198798,200302,202276,205100,208414,210502,211249,212166,213796,216534,219714,222319,226614,228809,230826,232020,236109,239905,243153,246117,248981,252310,253515,256848,259339,261705,264789,267354,268362,269482,270759,273261,276132,278195,280048,281149,281796,284331,286141,288009,289705,291502,292361,293581,295159,297577,300007,301798,303126,303833,304490,305938,307020,308129,308785,309766,310185,310508,310706,311380,311645,311896,312411,312707,312982,313870,314646,315378,315898,316434,318999,319219,319653,320043
06,0,0,0,0,1,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,9,9,9,11,11,26,26,27,28,33,38,45,55,67,81,100,112,172,179,202,252,320,381,478,588,732,893,1067,1283,1544,1850,2238,2644,3183,4060,4915,5566,6321,7421,8583,9857,11190,12568,13796,15202,16361,17539,19043,20191,21366,22421,23323,24334,25758,27107,28142,29398,30829,31544,33862,35844,37573,39534,41368,42590,43691,45208,46570,48904,50470,52318,53753,55072,56333,58848,60787,62481,64616,66823,68051,69513,71150,73218,74947,77015,78933,80366,81943,83981,86125,88488,90801,92815,94743,97017,99924,101873,104071,107043,110100,113114,115643,118081,120407,122917,126510,129147,131997,134287,137245,140139,143709,147285,150434,152953,155662,159131,163381,167135,170843,174854,178807,184620,191039,195889,201413,207027,211453,216955,223995,232153,239764,248198,256298,265176,271587,277869,287766,296304,303516,311505,320030,327676,336206,346593,355497,364761,374922,383194,391460,400195,410366,422528,433175,443096,453327,459338,467103,474951,486039,494269,502273,509507,515937,522235,527258,532776,541013,548142,556158,563244,574267,586078,595097,603212,613243,621981,628508,634991,640499,646742,653401,659991,665325,669944,676236,682320,687612,692962,698389,702499,706589,712541,716628,722035,727398,732691,737073,740233,742689,746113,749196,753017,757125,760581,763389,767062,769917,773318,776944,781436,785076,788077,792217,795077,798350,801671,805733,809214,811698,814796,817939,821125,824306,828364,831494,834635,837720,840322,843732,847384,851228,854302,857076,859959,863614,867094,870380,874101,876257,878394,882665,887093,890153,896424,902325,906644,909344,913699,918627,922680,926893,931826,935248,938883,944141,949383,954624,960884,967597,972801,978844,985598,994341,999498,1009187,1019052,1027016,1035981,1047360,1058096,1069517,1082674,1096401,1109844,1118652,1136467,1153005,1167149,1176137,1193071,1206278,1219496,1237192,1253867,1272041,1293887,1318139,1343145,1371940,1399167,1425432,1457214,1491053,1528177,1554863,1590670,1620870,1655086,1716027,1761341,1809585,1846943,1889828,1933083,1968430,2013188,2047919,2064691,2129678,2167233,2208953,2243119,2275505,2307769,2345726,2397923,2433838,2474561,2511822,2548494,2588891,2639814,2687085,2729525,2770065,2815933,2857587,2898271,2937376,2974966,3006583,3032007,3071119,3090339,3115911,3140928,3163932,3185612,3212488,3234088,3252716,3272349,3292084,3309630,3323613,3341197,3354039,3366597,3381278,3395295,3406890,3417099,3430685,3441177,3449774,3460320,3469853,3479029,3484984,3489996,3498760,3505032,3512881,3520761,3526828,3531474,3536446,3542706,3548559,3554195,3561086,3565496,3568991,3573181,3577497,3581900
08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,8,12,17,34,49,78,103,136,161,183,216,278,364,475,590,716,894,1068,1330,1599,1896,2129,2496,2861,3211,3586,4024,4363,4704,4899,5180,5418,5969,6365,6718,7147,7546,7831,8169,8579,8969,9353,9616,9980,10342,10783,11154,12152,12836,13268,13703,14151,14613,15126,15567,15999,16393,16669,17175,17666,18218,18687,19196,19481,19726,20056,20390,20767,21171,21556,21855,22124,22417,22730,23100,23393,23838,24049,24256,24553,24775,25116,25602,26084,26364,26563,26774,27046,27346,27601,27834,27987,28169,28333,28484,28632,28807,29002,29115,29284,29427,29658,29886,30172,30334,30524,30689,30877,31139,31463,31780,32006,32290,32495,32698,33012,33335,33607,33900,34100,34316,34717,35185,35604,36210,36633,36933,37303,37761,38240,38817,39409,39811,40182,40649,41152,41747,42409,43098,43847,44364,44723,45420,45885,46338,46948,47357,47799,48119,48492,49143,49633,50081,50491,50799,51104,51487,51847,52242,52587,52868,53188,53391,53674,53943,54285,54658,54939,55441,55700,56176,56346,56706,57158,57326,57515,57797,58118,58392,58680,59021,59362,59626,59823,60003,60291,60576,60881,61311,61641,62032,62575,63068,63613,64277,64694,65248,65936,66552,67186,67745,68506,68973,69472,69967,70458,71090,71723,72454,72929,73389,74029,74535,75410,76186,77068,78047,78752,79499,80414,81205,82443,83712,84804,85803,86727,87966,89245,90639,92067,93989,95742,97686,99111,100614,102665,104927,107844,110640,112821,115364,118356,122170,125397,128611,131870,135747,139246,143553,149262,155761,160459,164408,168890,173220,178224,184260,190100,195220,199296,203578,207882,212416,217655,222544,226567,230057,234502,238779,243324,248779,252960,258124,262460,266670,270381,274354,278916,283571,287364,289679,291645,295558,298492,302086,305622,308350,310522,312713,315397,318027,320714,323329,324869,326276,328249,330118,332686,335579,338357,340454,342494,345239,348483,350560,354998,357465,360857,363019,364815,366385,368775,371362,373647,375463,376921,378311,379999,381414,382918,385153,386432,387960,389227,390662,392448,394668,395772,396120,397138,399384,400383,401751,403412,405200,406577,407701,408793,409652,410384,411997,414171,415261,415857,416905,417688,418822,420094,421327,422240,423208,424097,425155,426281,427499,428475,430129,430970,432186,432939,434143
09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,6,11,20,26,41,68,96,159,194,223,327,415,618,875,1012,1291,1524,1993,2395,3051,3372,3650,4697,5035,5453,6642,7489,8415,9392,10131,11054,11534,12890,13456,14218,15350,16314,17025,17433,19301,19857,21919,22578,23414,24061,24747,25513,25821,26260,27238,28393,28975,28975,29610,30253,30690,31499,32109,32738,33254,33492,34070,34605,35229,35847,36446,37209,37883,38212,38815,39014,39452,39807,40258,40649,41046,41060,41341,41536,41793,41967,42500,42728,42843,42998,43215,43563,43700,43820,43893,44043,44168,44400,44695,44818,44893,45009,45084,45170,45284,45439,45482,45512,45637,45653,45734,45807,45954,46052,46157,46310,46363,46435,46504,46504,46504,46749,46806,46880,46982,47057,47057,47057,47266,47287,47394,47524,47665,47665,47665,47821,47860,47993,47998,48554,48554,48554,48741,48832,49290,49428,49567,49567,49567,49819,49868,49971,50011,50083,50083,50083,50330,50441,50470,50566,50681,50681,50681,51033,51041,51101,51220,51305,51305,51305,51777,51814,51999,52146,52391,52391,52391,52769,52899,53001,53112,53265,53265,53265,53265,53670,53760,53990,54219,54219,54219,54769,54905,55034,55264,55406,55406,55406,55882,56023,56180,56342,56455,56455,56455,57000,57183,57399,57613,58165,58165,58165,58963,59085,59241,59639,59915,59915,59915,61215,61557,61713,61899,62705,62705,62705,63864,64314,64718,65236,65915,65915,65915,67910,68484,68977,70291,71066,71066,71066,73639,74658,75134,76858,77918,77918,77918,81155,82696,84423,85580,88266,88266,88266,92863,94550,96620,98978,101003,101003,101003,106167,106815,108657,108657,111950,111950,111950,116593,118100,120693,125376,126905,126905,126905,134937,137306,139532,141956,145706,145706,145706,152848,154650,157068,159455,162120,162120,162120,166687,168287,170031,172099,172099,172099,172099,180529,181317,183016,185043,185043,189436,189436,193933,196258,198731,202003,205224,205224,205224,212579,216244,219747,220722,222603,222603,222603,229293,231380,233301,234992,237028,237028,237028,242740,244084,246518,247935,249201,249201,249201,253122,255679,256159,257088,258514,258514,258514,262854,263714,264596,265601,266433,266433,266433,269323,269900,270428,270968,272164,272164,272164,274387,275742,277223,278189,278973,278973,278973,281653,282154,282644
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,7,8,16,26,30,39,45,56,87,104,119,143,165,214,232,264,319,368,393,450,593,673,783,928,1116,1209,1317,1466,1625,1758,1915,1997,2053,2295,2508,2508,2714,2901,3172,3305,3438,3573,4025,4151,4543,4629,4709,4894,5016,5185,5264,5346,5742,5909,6083,6250,6406,6525,6705,6916,7178,7330,7501,7618,7818,7987,8146,8340,8476,8637,8752,8910,9008,9042,9118,9185,9370,9447,9550,9632,9659,9693,9724,9833,9927,9961,10008,10042,10093,10157,10214,10250,10326,10387,10430,10485,10594,10662,10755,10803,10830,10870,10959,10994,11065,11196,11340,11436,11468,11678,11854,11923,12047,12202,12316,12361,12429,12548,12637,12700,12773,12855,12933,12993,13203,13287,13374,13471,13588,13631,13761,14018,13993,14103,14214,14284,14399,14477,14569,14656,14723,14826,14905,15058,15125,15201,15259,15332,15385,15449,15509,15709,16080,16137,16190,16273,16329,16379,16451,16501,16556,16622,16667,16685,16710,16701,16804,17071,17064,17144,17246,17259,17361,17458,17589,17709,17796,17853,17853,18005,18098,18262,18384,18467,18644,18756,18839,18889,18973,19086,19187,19279,19348,19459,19598,19667,19771,19896,20040,20122,20296,20847,21035,21153,21273,21376,21460,21592,21737,21907,22039,22198,22303,22374,22469,22633,22851,23002,23105,23234,23284,23437,23596,23756,23870,24077,24158,24301,24462,24660,24860,25035,25220,25335,25442,25662,25943,26166,26510,26815,27019,27249,27453,27923,28300,28708,29105,29457,29659,30056,30717,31222,31708,32111,32559,32890,33471,34061,34561,35140,35543,36249,36603,37362,38303,39000,39815,40614,41367,42299,42943,43725,44782,45364,46359,47039,47824,48650,48990,50016,50496,50937,51501,52114,52893,53530,54349,54926,55356,56054,56463,57320,57928,58737,59345,60193,60960,61585,62800,63355,64324,65119,65673,66292,67018,67908,68569,69212,70132,70746,71145,71609,72357,73061,73742,74401,75016,75316,75657,76318,76758,77369,77889,78312,78514,78804,79046,79366,79651,80411,80748,81026,81277,81690,82077,82485,82815,83051,83181,83392,83662,83993,84342,84542,84900,85038,85313,85607,85904,86323,86605,86886,86998,87230
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,10,10,10,16,17,22,31,36,39,71,77,98,116,137,183,231,267,304,342,401,495,586,653,757,902,998,1097,1211,1440,1523,1660,1778,1875,1955,2058,2197,2350,2476,2666,2793,2927,3098,3206,3361,3528,3699,3841,3892,3994,4106,4323,4658,4797,5016,5170,5322,5461,5654,5899,6102,6272,6389,6485,6584,6736,6871,7042,7123,7270,7434,7551,7788,7893,7966,8110,8225,8334,8406,8492,8538,8717,8801,8857,8886,9016,9120,9199,9269,9332,9389,9474,9537,9589,9654,9709,9767,9799,9818,9847,9903,9952,9984,10020,10058,10094,10128,10159,10185,10216,10248,10292,10327,10365,10390,10435,10447,10482,10515,10569,10642,10679,10743,10801,10847,10906,10946,11026,11076,11115,11194,11261,11339,11427,11529,11571,11649,11717,11780,11858,11945,11999,12057,12126,12205,12274,12313,12398,12443,12518,12589,12653,12753,12807,12896,12959,13024,13118,13159,13220,13273,13325,13354,13409,13469,13534,13590,13639,13684,13722,13794,13851,13925,13959,13992,14049,14077,14135,14186,14238,14279,14315,14362,14387,14412,14493,14552,14592,14622,14687,14743,14790,14852,14902,14955,14978,15021,15050,15106,15163,15215,15250,15264,15300,15326,15358,15423,15473,15519,15547,15652,15697,15765,15843,15918,15984,16022,16068,16132,16166,16255,16334,16370,16395,16445,16498,16537,16609,16706,16767,16812,16906,16973,17074,17144,17266,17369,17438,17524,17601,17682,17792,17891,18001,18087,18173,18379,18507,18666,18814,18977,19064,19309,19465,19678,19808,19961,20151,20290,20409,20516,20736,20937,21308,21448,21552,21685,21842,22164,22480,22872,23136,23319,23589,23854,24098,24357,24643,24874,25038,25339,25602,25830,26104,26342,26601,26740,26900,27226,27436,27436,27710,28202,28342,28535,28758,28983,29252,29509,29764,29904,30166,30482,30750,31107,31457,31791,31993,32423,32600,32820,33140,33537,33851,34033,34259,34403,34612,34905,35077,35301,35505,35700,35865,36132,36414,36662,36872,37008,37138,37199,37365,37634,37877,38035,38136,38281,38348,38533,38670,38796,38918,39001,39131,39180,39301,39461,39553,39648,39755,39844,39943,40122,40284,40478,40598,40684,40767,40818
