ZCTA,year,unempP,povP,pciE
48192,2018,6.1,11.7,30477.0
48193,2018,3.3,11.9,31201.0
48195,2018,5.6,11.3,28996.0
48197,2018,6.3,16.1,30155.0
48198,2018,6.7,20.6,26107.0
48201,2018,13.3,53.6,17471.0
48202,2018,13.5,38.7,21899.0
48203,2018,19.3,38.2,18054.0
48204,2018,19.2,42.2,15175.0
48205,2018,19.3,27.4,16891.0
48206,2018,14.4,41.2,17424.0
48207,2018,15.2,33.8,25134.0
48208,2018,15.0,42.5,19761.0
48209,2018,14.1,44.0,12428.0
48210,2018,15.3,40.7,11757.0
48211,2018,17.5,42.2,12147.0
48212,2018,13.5,46.0,11378.0
48213,2018,19.3,43.2,13759.0
48214,2018,9.1,33.3,22632.0
48215,2018,13.9,42.0,18672.0
48216,2018,12.7,33.1,21848.0
48217,2018,17.3,39.9,17211.0
48218,2018,21.1,40.1,15248.0
48219,2018,19.7,32.9,18326.0
48220,2018,4.1,13.5,38640.0
48221,2018,18.0,22.5,22215.0
48223,2018,17.1,30.7,20010.0
48224,2018,15.6,37.2,15808.0
48225,2018,11.4,15.3,23318.0
48226,2018,2.2,19.9,50074.0
48227,2018,14.6,35.1,15106.0
48228,2018,19.5,41.6,13502.0
48229,2018,13.4,33.0,16433.0
48230,2018,3.4,4.0,65724.0
48233,2018,,,
48234,2018,29.3,37.6,16702.0
48235,2018,18.5,31.1,17911.0
48236,2018,3.7,5.2,54965.0
48237,2018,6.6,14.2,25597.0
48238,2018,23.7,41.6,15466.0
48239,2018,7.7,18.7,24720.0
48240,2018,9.7,16.2,25414.0
48242,2018,,,
48243,2018,,,
48301,2018,4.2,3.5,77630.0
48302,2018,3.7,6.0,79739.0
48304,2018,3.3,4.2,70522.0
48306,2018,3.0,1.7,63521.0
48307,2018,4.1,6.8,42781.0
48309,2018,3.2,4.6,46046.0
48310,2018,4.3,14.7,25771.0
48312,2018,3.1,9.7,29935.0
48313,2018,3.9,9.9,32181.0
48314,2018,5.1,8.3,35664.0
48315,2018,4.1,5.7,42064.0
48316,2018,3.3,5.7,41632.0
48317,2018,6.9,8.3,30812.0
48320,2018,5.7,11.6,40428.0
48322,2018,4.7,6.8,48018.0
48323,2018,4.4,4.1,62577.0
48324,2018,4.0,5.0,55077.0
48326,2018,6.9,11.8,33918.0
48327,2018,5.7,11.1,30180.0
48328,2018,6.8,14.2,30884.0
48329,2018,3.2,7.3,35117.0
48331,2018,2.7,3.8,53815.0
48334,2018,5.3,7.5,42847.0
48335,2018,3.7,5.9,45858.0
48336,2018,4.2,10.8,33767.0
48340,2018,12.6,31.5,18460.0
48341,2018,11.2,25.2,21083.0
48342,2018,16.7,39.1,16364.0
48346,2018,5.0,7.0,38401.0
48348,2018,6.6,5.7,46077.0
48350,2018,7.1,7.4,39446.0
48353,2018,5.6,8.9,36127.0
48356,2018,3.3,2.9,38458.0
48357,2018,4.6,6.7,43328.0
48359,2018,5.4,9.7,41421.0
48360,2018,2.8,2.2,45451.0
48362,2018,4.6,3.8,43174.0
48363,2018,3.7,3.6,52939.0
48367,2018,8.2,10.0,37866.0
48370,2018,1.9,5.6,47955.0
48371,2018,4.7,5.8,36623.0
48374,2018,2.3,6.8,52942.0
48375,2018,2.9,3.4,48114.0
48377,2018,1.9,5.7,44088.0
48380,2018,3.4,2.8,47733.0
48381,2018,2.4,6.3,42016.0
48382,2018,3.3,3.3,45211.0
48383,2018,4.7,7.7,34359.0
48386,2018,4.6,5.3,38640.0
48390,2018,4.2,6.9,39548.0
48393,2018,3.6,11.4,34156.0
48397,2018,,,
48401,2018,13.0,17.9,22803.0
48411,2018,0.0,0.0,20272.0
48412,2018,4.9,8.6,32712.0
48413,2018,3.3,14.2,24800.0
48414,2018,4.8,7.6,25019.0
48415,2018,3.9,7.0,31116.0
48416,2018,7.8,16.9,23493.0
48417,2018,8.2,12.3,26275.0
48418,2018,6.0,4.1,30756.0
48419,2018,6.4,16.1,23184.0
48420,2018,7.1,12.7,28322.0
48421,2018,8.6,7.9,25666.0
48422,2018,6.8,12.5,22683.0
48423,2018,5.0,10.1,31265.0
48426,2018,3.5,16.0,24817.0
48427,2018,5.2,17.7,23123.0
48428,2018,5.1,6.0,31222.0
48429,2018,5.9,14.1,27319.0
48430,2018,5.1,8.3,37005.0
48432,2018,1.8,8.9,29816.0
48433,2018,5.1,9.9,31882.0
48434,2018,16.7,0.0,28650.0
48435,2018,8.5,22.1,20234.0
48436,2018,3.8,12.0,31451.0
48437,2018,8.2,13.5,22502.0
48438,2018,5.6,4.3,37114.0
48439,2018,4.0,8.9,38759.0
48440,2018,16.9,2.4,18265.0
48441,2018,6.2,13.9,25313.0
48442,2018,6.9,11.4,32292.0
48444,2018,6.7,12.2,23604.0
48445,2018,5.4,25.8,21053.0
48446,2018,7.2,12.8,26124.0
48449,2018,4.5,13.0,23459.0
48450,2018,7.0,17.6,30404.0
48451,2018,5.1,6.7,36109.0
48453,2018,7.0,23.1,22768.0
48454,2018,9.2,10.7,25492.0
48455,2018,5.1,4.7,42100.0
48456,2018,3.3,8.5,26324.0
48457,2018,6.0,11.7,23676.0
48458,2018,16.4,25.5,19725.0
48460,2018,4.4,7.4,29585.0
48461,2018,5.7,8.2,26928.0
48462,2018,4.7,6.4,35763.0
48463,2018,5.9,9.8,27659.0
48464,2018,5.8,11.1,23505.0
48465,2018,8.5,15.9,24665.0
48466,2018,6.8,9.7,23132.0
48467,2018,11.0,9.9,33264.0
48468,2018,9.3,8.0,30849.0
48469,2018,4.7,10.4,37350.0
48470,2018,4.8,7.9,24929.0
48471,2018,8.2,14.8,26182.0
48472,2018,4.2,11.5,23452.0
48473,2018,4.8,5.5,31247.0
48475,2018,3.2,9.5,27980.0
48476,2018,2.0,5.7,31242.0
48502,2018,19.4,60.1,10593.0
48503,2018,15.8,38.6,18795.0
48504,2018,18.1,36.1,17373.0
48505,2018,29.3,40.8,14064.0
48506,2018,15.8,32.9,17775.0
48507,2018,14.1,29.3,19176.0
48509,2018,8.1,12.7,27168.0
48519,2018,4.9,12.4,24302.0
48529,2018,13.7,37.7,17339.0
48532,2018,10.8,20.8,23677.0
48551,2018,,,
48553,2018,,,
48554,2018,,,
48601,2018,14.1,34.6,16827.0
48602,2018,12.9,28.5,19629.0
48603,2018,3.7,9.3,35063.0
48604,2018,8.9,22.7,19327.0
48607,2018,5.7,35.6,16163.0
48609,2018,3.7,7.3,35820.0
48610,2018,7.8,18.6,23422.0
48611,2018,4.0,6.0,29596.0
48612,2018,6.4,18.2,24650.0
48613,2018,5.6,19.3,25476.0
48614,2018,12.4,20.4,20266.0
48615,2018,3.5,15.9,23630.0
48616,2018,6.0,11.8,26593.0
48617,2018,6.5,16.6,26269.0
48618,2018,4.1,13.9,22573.0
48619,2018,4.4,12.1,23748.0
48621,2018,2.9,17.8,20222.0
48622,2018,8.5,13.9,23915.0
48623,2018,2.9,3.7,33406.0
48624,2018,8.4,19.3,24169.0
48625,2018,12.8,28.3,18832.0
48626,2018,2.9,4.6,30896.0
48627,2018,40.0,23.3,41729.0
48628,2018,2.7,10.3,28106.0
48629,2018,11.7,19.5,21397.0
48630,2018,,0.0,
48631,2018,3.4,6.4,29576.0
48632,2018,11.7,28.6,21770.0
48633,2018,0.0,3.1,35209.0
48634,2018,5.6,13.1,29084.0
48635,2018,7.7,12.4,24232.0
48636,2018,4.6,6.2,26863.0
48637,2018,5.7,10.0,28455.0
48638,2018,6.4,12.3,30642.0
48640,2018,7.4,12.7,32483.0
48642,2018,4.7,8.5,39858.0
48647,2018,15.7,17.7,21556.0
48649,2018,4.8,12.1,23955.0
48650,2018,8.4,12.0,25183.0
48651,2018,9.8,15.9,25297.0
48652,2018,2.3,10.7,25298.0
48653,2018,9.9,14.5,26994.0
48654,2018,12.4,14.6,23602.0
48655,2018,4.7,11.3,26909.0
48656,2018,14.8,24.2,19156.0
48657,2018,7.0,11.3,32174.0
48658,2018,7.2,21.1,24833.0
48659,2018,9.0,18.9,21087.0
48661,2018,7.0,14.7,24039.0
48662,2018,7.0,16.1,29292.0
48667,2018,,,
48701,2018,7.7,21.2,22949.0
48703,2018,12.6,16.0,26117.0
48705,2018,13.3,20.9,24318.0
48706,2018,6.1,15.9,26768.0
48708,2018,9.4,22.9,22845.0
48710,2018,,,
48720,2018,9.3,18.7,26294.0
48721,2018,0.0,15.3,25022.0
48722,2018,10.4,11.7,29654.0
48723,2018,6.6,17.2,26334.0
48724,2018,0.0,30.0,25307.0
48725,2018,5.5,10.7,28094.0
48726,2018,6.1,16.0,24255.0
48727,2018,8.6,16.7,21954.0
48728,2018,4.1,19.0,24723.0
48729,2018,4.1,9.4,23904.0
48730,2018,8.4,18.7,30420.0
48731,2018,9.3,14.4,23490.0
48732,2018,9.0,16.4,30133.0
48733,2018,4.2,11.6,24984.0
48734,2018,1.8,4.4,42890.0
48735,2018,5.3,15.7,28698.0
48737,2018,10.2,17.0,23843.0
48738,2018,12.4,12.5,25481.0
48739,2018,7.7,16.2,24171.0
48740,2018,10.4,18.7,24405.0
48741,2018,6.5,19.1,21912.0
48742,2018,7.6,15.3,23703.0
48743,2018,100.0,68.6,8895.0
48744,2018,6.4,14.2,25391.0
48745,2018,6.6,14.7,22584.0
48746,2018,4.4,10.3,26779.0
48747,2018,3.2,3.9,33863.0
48748,2018,9.7,18.8,22666.0
48749,2018,8.2,11.5,24182.0
48750,2018,7.5,15.4,24130.0
48754,2018,6.0,13.9,29576.0
48755,2018,4.0,9.6,30684.0
48756,2018,8.3,22.7,18075.0
48757,2018,4.8,10.2,31880.0
48759,2018,4.9,9.4,27058.0
48760,2018,5.2,15.0,21004.0
48761,2018,7.4,15.7,21828.0
48762,2018,9.4,15.0,29912.0
48763,2018,7.3,11.4,26961.0
48765,2018,8.0,19.3,20689.0
48766,2018,13.1,22.1,20558.0
48767,2018,3.7,7.7,29979.0
48768,2018,9.6,19.4,22134.0
48770,2018,10.7,23.2,20865.0
48801,2018,10.0,24.8,22463.0
48806,2018,6.0,14.2,25772.0
48807,2018,6.1,13.3,29012.0
48808,2018,3.3,5.4,37583.0
48809,2018,5.2,13.2,23754.0
48811,2018,5.7,18.2,18449.0
48813,2018,5.2,10.5,29846.0
48815,2018,1.4,10.1,30686.0
48816,2018,0.0,0.0,19238.0
48817,2018,6.0,11.0,25802.0
48818,2018,8.0,26.7,19802.0
48819,2018,4.1,8.8,28119.0
48820,2018,2.5,4.3,42297.0
48821,2018,7.2,3.6,34991.0
48822,2018,2.4,4.1,33020.0
48823,2018,6.7,34.7,30782.0
48825,2018,16.4,,5216.0
48827,2018,3.7,9.7,29227.0
48829,2018,7.5,23.4,20574.0
48831,2018,5.4,15.9,23367.0
48832,2018,2.7,9.4,25618.0
48834,2018,11.3,11.1,22504.0
48835,2018,2.3,5.2,28148.0
48836,2018,4.7,7.8,29382.0
48837,2018,4.0,8.4,36982.0
48838,2018,4.2,15.4,24953.0
48840,2018,4.7,9.7,42338.0
48841,2018,5.3,5.2,30323.0
48842,2018,7.6,11.1,31777.0
48843,2018,4.1,6.1,34703.0
48845,2018,12.9,20.7,27748.0
48846,2018,5.5,18.6,19208.0
48847,2018,3.7,15.2,24632.0
48848,2018,3.0,7.2,37466.0
48849,2018,4.4,9.1,24910.0
48850,2018,6.5,16.8,21087.0
48851,2018,3.2,9.4,29067.0
48852,2018,12.1,46.9,16836.0
48853,2018,11.1,10.6,22811.0
48854,2018,3.2,6.3,32287.0
48855,2018,2.9,5.4,35238.0
48856,2018,1.7,15.3,24994.0
48857,2018,2.1,5.6,27931.0
48858,2018,8.1,32.7,22047.0
48860,2018,6.6,16.2,22469.0
48861,2018,3.8,9.5,26759.0
48864,2018,4.3,11.5,44866.0
48865,2018,5.9,29.5,22759.0
48866,2018,3.8,9.2,26765.0
48867,2018,5.9,14.8,25582.0
48870,2018,30.9,14.5,14405.0
48871,2018,4.1,15.1,26440.0
48872,2018,3.1,5.1,30045.0
48873,2018,6.4,3.9,28276.0
48874,2018,33.3,51.9,21122.0
48875,2018,4.5,5.4,29188.0
48876,2018,4.7,11.6,28287.0
48877,2018,3.7,19.1,24472.0
48878,2018,6.2,8.0,29042.0
48879,2018,3.5,8.8,28672.0
48880,2018,6.7,13.5,14723.0
48881,2018,4.0,8.2,27323.0
48883,2018,6.6,9.9,25512.0
48884,2018,8.0,14.8,24747.0
48885,2018,5.4,6.6,23962.0
48886,2018,2.7,17.9,24063.0
48888,2018,5.0,14.4,25092.0
48889,2018,7.4,13.4,25208.0
48890,2018,7.8,5.8,28383.0
48891,2018,3.3,13.5,27055.0
48892,2018,5.7,7.5,30807.0
48893,2018,5.3,11.5,28332.0
48894,2018,1.1,5.1,26997.0
48895,2018,2.9,4.0,47506.0
48896,2018,15.0,76.9,7244.0
48897,2018,4.5,8.2,30735.0
48906,2018,7.9,24.9,23472.0
48910,2018,7.2,23.2,22844.0
48911,2018,9.1,23.0,22789.0
48912,2018,9.7,25.8,24835.0
48915,2018,10.4,26.5,21974.0
48917,2018,5.7,10.2,35347.0
48921,2018,,,
48933,2018,5.2,37.2,24904.0
49001,2018,9.0,18.7,22958.0
49002,2018,6.0,10.1,30106.0
49004,2018,6.2,13.7,26126.0
49006,2018,7.7,39.2,20685.0
49007,2018,11.6,38.7,21111.0
49008,2018,5.9,19.3,33297.0
49009,2018,5.6,11.9,36965.0
49010,2018,3.3,9.5,26073.0
49011,2018,4.8,8.5,22041.0
49012,2018,3.6,13.9,35238.0
49013,2018,8.2,18.1,19728.0
49014,2018,6.6,15.9,25304.0
49015,2018,6.3,14.3,30008.0
49017,2018,5.3,15.1,26273.0
49021,2018,5.0,10.2,26137.0
49022,2018,11.0,32.2,19717.0
49024,2018,4.1,7.9,37363.0
49026,2018,2.7,11.8,24619.0
49027,2018,13.7,21.4,19688.0
49028,2018,3.4,18.4,24368.0
49029,2018,5.0,13.3,25383.0
49030,2018,3.9,9.5,20796.0
49031,2018,9.8,14.5,28500.0
49032,2018,2.3,7.2,23701.0
49033,2018,3.9,6.9,35939.0
49034,2018,3.9,11.2,29372.0
49036,2018,4.3,11.6,24807.0
49037,2018,12.5,27.4,19161.0
49038,2018,7.9,16.2,29036.0
49040,2018,6.2,12.9,27305.0
49042,2018,5.8,13.3,23401.0
49043,2018,10.4,30.5,16797.0
49045,2018,6.9,19.8,25010.0
49046,2018,5.9,6.7,30030.0
49047,2018,9.4,18.2,26733.0
49048,2018,8.3,21.1,24448.0
49050,2018,2.4,3.4,28248.0
49051,2018,13.7,15.9,31185.0
49052,2018,3.9,18.5,25535.0
49053,2018,3.5,12.8,31635.0
49055,2018,5.2,12.0,25743.0
49056,2018,13.3,22.7,21176.0
49057,2018,11.5,25.1,19420.0
49058,2018,5.8,10.2,27041.0
49060,2018,0.0,3.8,49728.0
49061,2018,4.5,7.4,28849.0
49064,2018,7.5,15.7,25933.0
49065,2018,4.3,9.6,26594.0
49066,2018,8.3,5.1,20158.0
49067,2018,4.2,11.5,30643.0
49068,2018,4.1,9.6,32396.0
49070,2018,3.9,13.8,26215.0
49071,2018,3.7,9.1,34614.0
49072,2018,3.9,7.1,29469.0
49073,2018,8.2,16.7,22604.0
49074,2018,0.0,35.6,15959.0
49075,2018,0.0,67.8,16987.0
49076,2018,6.8,10.1,22870.0
49078,2018,2.7,9.5,25936.0
49079,2018,5.5,12.2,29511.0
49080,2018,2.7,12.8,27980.0
49082,2018,3.1,11.7,25790.0
49083,2018,1.3,3.1,41279.0
49084,2018,30.4,100.0,
49085,2018,2.8,5.1,42050.0
49087,2018,2.3,2.6,37416.0
49088,2018,1.5,4.2,35348.0
49089,2018,7.8,22.5,20619.0
49090,2018,3.9,15.4,32479.0
49091,2018,6.1,20.0,24442.0
49092,2018,3.3,22.6,22502.0
49093,2018,4.4,15.0,26190.0
49094,2018,9.2,20.2,22770.0
49095,2018,1.4,12.5,35483.0
49096,2018,3.6,18.3,24520.0
49097,2018,3.5,6.6,33706.0
49098,2018,8.3,14.7,27855.0
49099,2018,6.3,17.5,24006.0
49101,2018,3.6,9.4,32386.0
49102,2018,0.0,24.3,22405.0
49103,2018,5.8,18.5,23359.0
49104,2018,2.3,,4261.0
49106,2018,5.4,6.5,37423.0
49107,2018,8.6,10.1,25578.0
49111,2018,5.7,12.7,25150.0
49112,2018,3.7,7.9,32425.0
49113,2018,4.5,10.9,29169.0
49115,2018,0.0,0.0,50808.0
49116,2018,0.0,0.0,115376.0
49117,2018,4.8,13.0,51015.0
49119,2018,0.0,3.8,19422.0
49120,2018,6.5,16.4,26219.0
49125,2018,3.5,6.4,38497.0
49126,2018,6.0,12.3,26270.0
49127,2018,4.2,6.5,38953.0
49128,2018,5.6,16.2,33643.0
49129,2018,5.5,0.0,59265.0
49130,2018,1.3,4.3,31171.0
49201,2018,6.7,12.3,27237.0
49202,2018,8.2,22.6,21546.0
49203,2018,6.8,20.3,24253.0
49220,2018,8.6,10.7,24692.0
49221,2018,5.8,16.0,23324.0
49224,2018,7.5,21.4,19942.0
49227,2018,4.2,15.4,26303.0
49228,2018,4.6,12.0,28872.0
49229,2018,4.2,4.4,30779.0
49230,2018,6.1,8.5,31627.0
49232,2018,1.4,17.8,22585.0
49233,2018,6.2,5.0,31715.0
49234,2018,4.4,1.3,40638.0
49235,2018,5.6,13.4,24719.0
49236,2018,4.3,8.8,31707.0
49237,2018,5.0,8.6,25126.0
49238,2018,6.7,18.7,32311.0
49240,2018,3.6,3.6,35372.0
49241,2018,5.5,11.6,34386.0
49242,2018,5.9,19.8,23063.0
49245,2018,5.5,13.7,24002.0
49246,2018,5.8,4.4,30517.0
49247,2018,4.1,13.4,24877.0
49248,2018,3.1,10.5,25312.0
49249,2018,4.4,10.1,29216.0
49250,2018,6.7,12.7,25818.0
49251,2018,6.4,13.0,27424.0
49252,2018,5.9,18.2,22175.0
49253,2018,4.0,6.4,34538.0
49254,2018,13.0,15.0,29763.0
49255,2018,5.2,39.5,15203.0
49256,2018,7.0,20.4,21241.0
49259,2018,4.1,15.4,27862.0
49261,2018,17.3,13.5,33047.0
49262,2018,5.1,14.6,22237.0
49263,2018,19.4,0.0,19532.0
49264,2018,4.9,7.3,25347.0
49265,2018,5.4,6.1,38584.0
49266,2018,0.7,15.2,24394.0
49267,2018,4.2,4.6,30643.0
49268,2018,6.1,11.9,27559.0
49269,2018,10.3,11.2,26036.0
49270,2018,4.4,7.2,31200.0
49271,2018,9.9,14.7,30940.0
49272,2018,3.9,7.5,35986.0
49274,2018,5.0,18.4,21949.0
49276,2018,2.5,6.0,35555.0
49277,2018,6.2,6.3,27131.0
49279,2018,5.0,19.2,25786.0
49282,2018,7.0,2.7,24260.0
49283,2018,6.6,6.4,24574.0
49284,2018,8.4,13.1,27207.0
49285,2018,5.0,8.7,27666.0
49286,2018,2.3,7.7,30356.0
49287,2018,6.2,3.0,29564.0
49288,2018,3.5,18.3,21623.0
49289,2018,4.5,24.7,22086.0
49301,2018,1.7,4.2,58680.0
49302,2018,2.7,2.5,37035.0
49303,2018,5.0,7.6,20597.0
49304,2018,17.8,26.5,19717.0
49305,2018,6.4,16.1,26606.0
49306,2018,7.5,6.7,37167.0
49307,2018,6.9,28.9,20697.0
49309,2018,9.4,22.6,23885.0
49310,2018,6.3,16.5,20023.0
49312,2018,10.5,14.0,20424.0
49315,2018,2.9,3.7,37747.0
49316,2018,2.8,6.0,36781.0
49318,2018,7.7,13.0,26532.0
49319,2018,5.7,8.3,27573.0
49320,2018,25.8,0.0,30620.0
49321,2018,4.0,10.5,27573.0
49322,2018,4.0,20.0,20229.0
49323,2018,2.7,5.4,28703.0
49325,2018,5.4,12.1,24867.0
49326,2018,2.7,11.2,35733.0
49327,2018,4.6,15.9,22058.0
49328,2018,3.4,7.3,26196.0
49329,2018,5.3,12.8,23880.0
49330,2018,7.5,12.3,23809.0
49331,2018,3.8,7.8,34024.0
49332,2018,5.2,14.4,25501.0
49333,2018,3.1,4.5,29360.0
49335,2018,0.0,0.0,20972.0
49336,2018,7.1,17.5,22742.0
49337,2018,9.1,18.7,25736.0
49338,2018,4.6,17.1,27399.0
49339,2018,2.4,9.3,29113.0
49340,2018,12.6,20.5,23195.0
49341,2018,3.7,5.2,39554.0
49342,2018,8.6,14.8,23579.0
49343,2018,4.5,13.9,24517.0
49344,2018,4.4,9.2,31023.0
49345,2018,4.4,12.1,26751.0
49346,2018,5.1,8.6,31254.0
49347,2018,1.6,9.5,24765.0
49348,2018,2.7,7.8,27436.0
49349,2018,6.6,21.4,21545.0
49401,2018,6.5,33.5,17966.0
49402,2018,6.8,15.0,22954.0
49403,2018,2.9,2.0,34449.0
49404,2018,4.6,9.3,27210.0
49405,2018,9.8,13.8,22382.0
49406,2018,3.3,8.6,48505.0
49408,2018,4.9,12.1,28398.0
49410,2018,2.6,23.4,19500.0
49411,2018,6.6,16.0,25163.0
49412,2018,3.2,16.4,25059.0
49415,2018,3.9,5.3,29641.0
49417,2018,4.0,6.8,35046.0
49418,2018,2.9,7.0,33147.0
49419,2018,1.3,6.1,27666.0
49420,2018,8.1,19.2,21901.0
49421,2018,7.8,23.0,19826.0
49423,2018,4.2,11.5,27736.0
49424,2018,3.7,9.0,31501.0
49425,2018,8.4,24.4,20296.0
49426,2018,2.3,3.9,32780.0
49428,2018,3.2,4.6,30166.0
49431,2018,5.9,13.7,32284.0
49434,2018,,0.0,
49435,2018,4.4,5.7,32318.0
49436,2018,7.3,16.3,24629.0
49437,2018,6.2,9.8,27140.0
49440,2018,19.0,40.7,20186.0
49441,2018,6.5,15.1,28975.0
49442,2018,9.9,25.5,17906.0
49444,2018,11.3,24.3,18583.0
49445,2018,4.3,7.5,31238.0
49446,2018,4.5,16.1,28727.0
49448,2018,3.1,9.6,30768.0
49449,2018,4.8,9.3,33326.0
49450,2018,5.5,27.7,17056.0
49451,2018,3.3,9.5,24774.0
49452,2018,7.8,12.3,20662.0
49453,2018,0.0,13.1,41405.0
49454,2018,6.7,18.9,23798.0
49455,2018,7.0,14.8,22411.0
49456,2018,4.6,5.2,38270.0
49457,2018,5.7,14.4,24146.0
49458,2018,0.0,13.9,25100.0
49459,2018,11.3,25.4,16758.0
49460,2018,4.2,4.7,32977.0
49461,2018,4.1,8.0,27998.0
49464,2018,3.3,4.1,29558.0
49503,2018,7.2,26.8,28835.0
49504,2018,4.9,19.3,25629.0
49505,2018,5.4,15.9,26766.0
49506,2018,4.8,10.2,40908.0
49507,2018,10.0,29.0,16547.0
49508,2018,5.2,10.2,25218.0
49509,2018,5.4,16.7,21496.0
49512,2018,2.9,9.6,30684.0
49519,2018,5.1,9.6,26288.0
49525,2018,3.7,9.2,38090.0
49534,2018,3.7,8.1,31545.0
49544,2018,1.8,11.6,26881.0
49546,2018,5.6,9.4,41345.0
49548,2018,5.0,19.3,20649.0
49601,2018,5.3,15.9,24417.0
49611,2018,8.8,14.3,15742.0
49612,2018,6.0,15.6,31482.0
49613,2018,11.4,8.3,33225.0
49614,2018,6.6,15.4,25012.0
49615,2018,4.3,10.5,31845.0
49616,2018,6.4,11.5,21276.0
49617,2018,8.8,9.6,29189.0
49618,2018,3.4,8.2,20563.0
49619,2018,11.1,17.7,23384.0
49620,2018,4.7,10.5,26102.0
49621,2018,5.7,8.2,36564.0
49622,2018,3.7,12.2,29081.0
49623,2018,6.1,23.1,17218.0
49625,2018,4.8,13.0,25601.0
49626,2018,9.1,19.1,21787.0
49627,2018,12.5,17.9,21483.0
49628,2018,0.0,9.6,22996.0
49629,2018,3.6,14.5,40240.0
49630,2018,1.2,6.3,37881.0
49631,2018,7.2,20.6,21504.0
49632,2018,5.6,17.9,21616.0
49633,2018,6.9,13.0,24733.0
49634,2018,13.1,0.0,28216.0
49635,2018,6.3,11.4,33570.0
49636,2018,3.6,14.9,72597.0
49637,2018,4.6,12.1,25742.0
49638,2018,6.3,15.3,20142.0
49639,2018,5.2,17.6,22438.0
49640,2018,7.0,9.4,29237.0
49642,2018,16.8,40.3,14604.0
49643,2018,2.9,6.8,29370.0
49644,2018,9.4,23.6,20602.0
49645,2018,9.1,18.5,23167.0
49646,2018,7.6,16.2,25027.0
49648,2018,9.8,6.5,43146.0
49649,2018,4.5,9.3,24097.0
49650,2018,4.3,8.2,27991.0
49651,2018,7.1,18.9,22623.0
49653,2018,2.2,2.9,34576.0
49654,2018,9.8,7.7,55508.0
49655,2018,5.8,15.8,21744.0
49656,2018,11.7,19.8,19225.0
49657,2018,3.5,9.2,24068.0
49659,2018,5.3,17.0,20265.0
49660,2018,6.1,10.7,25918.0
49663,2018,7.8,17.4,18833.0
49664,2018,7.1,5.9,34451.0
49665,2018,7.7,22.5,21084.0
49666,2018,71.3,0.0,11714.0
49667,2018,9.3,22.2,22213.0
49668,2018,10.9,17.7,19593.0
49670,2018,7.4,10.0,41677.0
49674,2018,10.0,10.4,33110.0
49675,2018,4.8,6.3,32948.0
49676,2018,8.7,18.3,32979.0
49677,2018,7.5,19.8,21449.0
49679,2018,4.2,17.0,20784.0
49680,2018,5.8,14.1,20706.0
49682,2018,5.8,7.6,39331.0
49683,2018,8.0,16.9,22264.0
49684,2018,5.3,10.1,33974.0
49686,2018,4.6,10.0,36620.0
49688,2018,5.6,16.1,25943.0
49689,2018,12.0,17.9,25336.0
49690,2018,1.5,6.0,39882.0
49701,2018,22.0,19.2,28137.0
49705,2018,12.0,18.6,19933.0
49706,2018,5.2,13.8,23588.0
49707,2018,6.1,15.2,25369.0
49709,2018,9.8,18.8,21864.0
49710,2018,15.4,9.6,31064.0
49712,2018,3.7,7.5,33525.0
49713,2018,3.9,10.1,25947.0
49715,2018,8.0,11.2,28066.0
49716,2018,3.6,4.2,31950.0
49717,2018,0.0,10.7,63887.0
49718,2018,12.6,14.6,23305.0
49719,2018,8.7,11.5,32672.0
49720,2018,5.0,11.4,35170.0
49721,2018,7.8,15.2,25087.0
49722,2018,1.6,9.7,21869.0
49724,2018,10.9,11.2,21881.0
49725,2018,8.7,16.2,21818.0
49726,2018,17.0,5.0,25736.0
49727,2018,5.4,13.4,28193.0
49728,2018,10.8,16.2,19793.0
49729,2018,1.5,9.0,28746.0
49730,2018,9.0,12.4,24093.0
49733,2018,14.1,17.1,22311.0
49735,2018,4.7,15.1,27369.0
49736,2018,14.1,16.3,27226.0
49738,2018,6.6,16.4,25259.0
49740,2018,4.7,6.2,41651.0
49743,2018,8.0,14.8,24116.0
49744,2018,1.3,9.2,22913.0
49745,2018,9.6,9.5,31556.0
49746,2018,10.8,13.9,25864.0
49747,2018,8.3,13.1,23554.0
49748,2018,0.0,9.6,21020.0
49749,2018,8.5,9.8,29082.0
49751,2018,7.7,12.1,24687.0
49752,2018,9.0,14.8,38193.0
49753,2018,5.2,10.0,27867.0
49755,2018,12.5,19.6,25901.0
49756,2018,15.6,17.4,27014.0
49757,2018,6.1,24.6,31106.0
49759,2018,5.0,11.6,26841.0
49760,2018,22.2,17.2,32493.0
49762,2018,13.3,13.1,25220.0
49764,2018,12.6,15.3,23649.0
49765,2018,10.7,17.9,24438.0
49766,2018,5.7,12.3,27231.0
49768,2018,9.9,33.5,18522.0
49769,2018,6.1,10.6,21779.0
49770,2018,3.6,8.7,33561.0
49774,2018,7.2,8.2,26961.0
49775,2018,4.3,16.7,25831.0
49776,2018,4.5,12.0,23113.0
49777,2018,4.3,2.1,40930.0
49779,2018,11.1,19.3,23326.0
49780,2018,10.9,9.6,21913.0
49781,2018,11.1,15.6,29516.0
49782,2018,8.0,9.5,37235.0
49783,2018,8.0,20.0,25646.0
49788,2018,14.5,35.2,10256.0
49791,2018,13.7,20.4,25682.0
49793,2018,24.1,21.3,21607.0
49795,2018,8.0,21.0,22735.0
49796,2018,0.0,6.2,48393.0
49799,2018,7.7,18.8,20685.0
49801,2018,4.3,12.2,29830.0
