ZCTA,year,totPopE,whiteP,blackP,amIndP,asianP,pacIsP,otherP,hispP,noHSP,age0_4,age5_14,age15_19,age20_24,age15_44,age45_49,age50_54,age55_59,age60_64,ageOv65,ageOv18,age18_64,a15_24P,und45P,ovr65P,disbP
35501,2018,9644,79.62,16.11,0.1,0.23,0.0,3.93,7.15,19.2,705,1342,501,579,3700,605,489,731,526,1546,7357,5811,11.2,59.59,16.03,22.1
35503,2018,9074,95.29,1.45,0.29,0.1,0.0,2.87,0.08,18.12,755,825,487,717,3383,574,759,633,671,1474,7159,5685,13.27,54.69,16.24,20.1
35504,2018,13160,92.82,3.17,0.5,1.47,0.0,2.04,3.48,12.97,446,1719,1037,715,4952,829,895,965,802,2552,10362,7810,13.31,54.08,19.39,20.1
35540,2018,2436,99.43,0.0,0.12,0.0,0.0,0.45,0.0,17.93,80,280,123,163,952,167,188,194,158,417,1964,1547,11.74,53.86,17.12,26.0
35541,2018,3390,98.14,0.03,1.21,0.18,0.0,0.44,1.62,18.61,102,254,213,237,1167,92,326,237,375,837,2897,2060,13.27,44.93,24.69,24.5
35542,2018,965,95.85,2.18,0.0,0.0,0.0,1.97,0.0,28.82,8,65,52,101,267,15,113,124,91,282,866,584,15.85,35.23,29.22,29.6
35543,2018,1285,95.33,0.0,0.54,0.0,0.0,4.12,0.78,21.77,123,126,125,121,548,74,52,37,123,202,992,790,19.14,62.02,15.72,17.4
35544,2018,476,88.03,10.5,0.0,0.0,0.0,1.47,2.52,28.77,24,41,38,8,205,23,10,24,18,131,378,247,9.66,56.72,27.52,22.5
35545,2018,122,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.62,12,2,4,23,41,6,0,2,8,51,104,53,22.13,45.08,41.8,46.7
35546,2018,3801,95.63,1.26,0.0,0.11,0.0,3.0,2.6,19.03,261,510,218,243,1400,361,270,222,185,592,2930,2338,12.13,57.12,15.57,20.5
35548,2018,1704,99.06,0.59,0.0,0.0,0.0,0.35,1.35,26.96,100,191,127,77,558,114,68,150,99,424,1349,925,11.97,49.82,24.88,27.6
35549,2018,3512,93.79,3.42,0.03,0.46,0.0,2.31,0.0,26.27,170,388,209,225,1132,204,228,349,261,780,2792,2012,12.36,48.12,22.21,34.0
35550,2018,5761,92.71,5.81,0.0,0.0,0.0,1.48,1.42,20.09,376,611,261,346,1904,496,391,458,319,1206,4590,3384,10.54,50.18,20.93,29.1
35552,2018,887,94.81,4.74,0.0,0.0,0.0,0.45,0.0,17.0,0,245,50,92,368,23,65,28,13,145,602,457,16.01,69.11,16.35,30.2
35553,2018,4422,93.01,1.06,0.9,0.0,0.0,5.02,3.37,28.95,247,470,246,188,1334,440,277,515,228,911,3568,2657,9.81,46.38,20.6,26.0
35554,2018,1054,96.58,2.66,0.0,0.0,0.0,0.76,0.09,15.13,68,120,78,28,358,53,110,66,133,146,817,671,10.06,51.8,13.85,25.8
35555,2018,9617,77.1,18.81,0.0,0.68,0.06,3.35,2.73,12.81,519,1114,700,533,3515,658,496,740,744,1831,7572,5741,12.82,53.53,19.04,23.8
35559,2018,12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,6,0,6,0,0,0,12,12,0.0,50.0,0.0,0.0
35563,2018,4501,90.34,4.18,0.33,0.33,0.0,4.82,3.47,16.22,201,440,304,239,1542,333,364,366,212,1043,3623,2580,12.06,48.5,23.17,26.3
35564,2018,2112,99.15,0.0,0.57,0.09,0.0,0.19,1.61,20.79,161,202,83,165,663,206,220,109,165,386,1703,1317,11.74,48.58,18.28,29.3
35565,2018,13266,97.34,0.32,0.32,0.04,0.07,1.92,4.4,21.39,672,1924,721,388,4048,834,1041,953,1048,2746,10206,7460,8.36,50.08,20.7,25.5
35570,2018,11270,89.54,6.26,0.41,0.25,0.0,3.54,3.31,22.66,557,1128,707,673,4188,822,750,630,728,2467,9177,6710,12.24,52.11,21.89,26.9
35571,2018,811,94.2,0.0,3.7,0.74,0.0,1.36,0.0,22.78,8,64,83,37,297,66,73,77,100,126,670,544,14.8,45.5,15.54,18.9
35572,2018,1319,88.7,0.0,0.68,1.9,0.0,8.72,0.0,23.81,88,170,67,108,429,40,136,148,86,222,1022,800,13.27,52.08,16.83,17.3
35574,2018,1692,94.62,5.2,0.0,0.0,0.0,0.18,5.73,15.61,86,190,52,44,467,136,117,148,92,456,1376,920,5.67,43.91,26.95,18.4
35575,2018,1043,95.78,0.0,0.0,0.0,0.0,4.22,2.68,24.51,62,146,38,87,272,129,76,90,69,199,808,609,11.98,46.02,19.08,22.7
35576,2018,2958,86.78,13.22,0.0,0.0,0.0,0.0,0.54,13.65,80,262,157,107,987,253,292,208,213,663,2524,1861,8.92,44.93,22.41,21.2
35577,2018,41,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,15,4,27,6,0,2,0,0,20,20,46.34,80.49,0.0,4.9
35578,2018,5806,97.57,0.17,0.0,0.98,0.0,1.27,0.96,24.28,433,542,425,234,1743,353,451,375,510,1399,4537,3138,11.35,46.81,24.1,33.0
35579,2018,3513,94.56,3.9,0.0,0.11,0.0,1.42,0.46,23.29,275,461,186,101,1087,233,247,331,207,672,2649,1977,8.17,51.89,19.13,24.6
35580,2018,3708,90.05,8.25,0.0,0.0,0.0,1.7,5.42,22.71,199,560,214,194,1365,335,222,163,252,612,2798,2186,11.0,57.28,16.5,20.8
35581,2018,5709,96.06,0.37,0.93,0.0,0.0,2.64,2.61,20.25,462,874,270,444,1717,437,553,306,442,918,4217,3299,12.51,53.48,16.08,19.1
35582,2018,4444,96.29,0.0,0.0,0.11,0.0,3.6,0.5,22.36,322,763,362,166,1701,250,215,171,302,720,3111,2391,11.88,62.69,16.2,14.4
35584,2018,387,52.2,47.8,0.0,0.0,0.0,0.0,2.84,23.88,17,65,32,5,120,24,27,34,22,78,282,204,9.56,52.2,20.16,36.2
35585,2018,1215,100.0,0.0,0.0,0.0,0.0,0.0,1.89,10.75,30,106,133,53,382,52,129,108,121,287,951,664,15.31,42.63,23.62,16.7
35586,2018,4164,87.7,11.31,0.0,0.0,0.0,0.98,1.8,19.34,256,590,219,85,1233,96,265,402,413,909,3185,2276,7.3,49.93,21.83,23.7
35587,2018,676,100.0,0.0,0.0,0.0,0.0,0.0,1.18,25.2,33,41,32,74,217,39,37,48,119,142,587,445,15.68,43.05,21.01,37.1
35592,2018,4655,84.68,12.37,0.0,0.0,0.0,2.94,0.39,18.9,273,572,395,325,1535,430,277,359,285,924,3556,2632,15.47,51.13,19.85,26.3
35593,2018,1691,98.05,0.0,0.0,0.65,0.0,1.3,1.3,22.93,134,214,62,99,547,86,100,122,131,357,1300,943,9.52,52.93,21.11,19.6
35594,2018,7208,94.08,3.97,0.0,0.49,0.0,1.47,1.03,16.7,292,1073,528,435,2504,468,609,500,370,1392,5448,4056,13.36,53.68,19.31,25.5
35601,2018,32666,61.84,26.68,0.13,0.5,0.0,10.85,19.39,23.76,2230,4528,2014,1677,12568,1971,2061,1927,2082,5299,24588,19289,11.3,59.16,16.22,18.7
35603,2018,31468,79.8,13.79,0.68,0.51,0.0,5.21,5.47,9.87,1646,3644,1878,2310,11232,2318,2652,2098,1905,5973,24944,18971,13.31,52.5,18.98,15.2
35610,2018,1702,99.82,0.0,0.12,0.0,0.0,0.06,0.0,16.13,58,161,34,29,448,197,115,165,122,436,1479,1043,3.7,39.19,25.62,12.9
35611,2018,25744,74.42,19.13,1.15,1.25,0.0,4.04,9.47,21.44,1274,2916,1910,1796,10052,1675,1889,1770,1438,4730,20323,15593,14.4,55.32,18.37,19.8
35613,2018,25577,84.65,8.93,1.4,0.52,0.09,4.41,4.39,13.58,1406,3149,1579,1236,9827,1752,2397,2161,1472,3413,20061,16648,11.01,56.23,13.34,15.7
35614,2018,7638,91.95,2.3,0.07,1.01,0.0,4.67,9.13,22.86,537,1009,480,467,2822,450,472,621,424,1303,5759,4456,12.4,57.19,17.06,21.8
35615,2018,245,69.39,30.61,0.0,0.0,0.0,0.0,0.0,30.61,0,0,0,0,227,0,0,18,0,0,245,245,0.0,92.65,0.0,7.3
35616,2018,3667,85.22,10.53,0.85,0.46,0.0,2.95,3.44,22.72,239,298,260,189,1031,388,286,316,276,833,2936,2103,12.24,42.76,22.72,21.5
35618,2018,1851,39.44,58.13,0.38,0.0,0.0,2.05,1.89,23.65,133,194,172,71,577,157,86,151,139,414,1417,1003,13.13,48.84,22.37,28.0
35619,2018,4428,86.59,7.09,2.69,1.13,0.0,2.51,0.5,26.28,151,460,501,63,1862,200,172,507,341,735,3570,2835,12.74,55.85,16.6,22.3
35620,2018,9026,96.33,2.77,0.09,0.38,0.0,0.43,1.97,14.0,491,1028,558,613,3334,968,666,556,616,1367,7120,5753,12.97,53.77,15.15,16.0
35621,2018,2951,96.75,0.0,1.15,2.0,0.0,0.1,0.0,22.87,177,272,150,244,956,124,271,372,275,504,2411,1907,13.35,47.61,17.08,13.3
35622,2018,7879,95.75,0.58,1.71,0.61,0.0,1.35,0.85,18.09,578,1092,337,354,2677,420,544,426,658,1484,5986,4502,8.77,55.17,18.83,16.6
35630,2018,33172,74.85,21.05,0.57,1.06,0.14,2.33,4.6,15.9,1732,3252,2425,4742,15212,1646,1547,1917,1907,5959,27240,21281,21.61,60.88,17.96,15.3
35633,2018,20747,91.5,6.14,0.0,0.85,0.0,1.51,1.47,11.65,1213,2705,1354,1006,7201,1563,1430,1301,1596,3738,15876,12138,11.38,53.59,18.02,14.4
35634,2018,9793,93.55,4.4,0.81,0.02,0.14,1.08,0.45,7.15,378,889,538,522,3039,688,899,984,601,2315,8167,5852,10.82,43.97,23.64,15.1
35640,2018,24570,92.52,4.4,0.1,1.41,0.17,1.4,2.41,10.95,1552,3006,1908,1379,9035,1532,1814,1936,1736,3959,18755,14796,13.38,55.32,16.11,16.6
35643,2018,3696,68.1,26.08,0.65,0.0,0.0,5.17,3.63,31.26,91,336,276,255,1274,187,388,412,297,711,3154,2443,14.37,46.02,19.24,20.3
35645,2018,14011,96.82,1.75,0.29,0.28,0.0,0.86,2.25,10.3,549,1860,856,733,4708,861,1203,940,1006,2884,11098,8214,11.34,50.8,20.58,12.8
35646,2018,4734,69.39,27.65,1.23,0.0,0.0,1.73,0.57,18.24,124,527,381,198,1743,338,351,289,366,996,3815,2819,12.23,50.57,21.04,21.4
35647,2018,1185,87.51,8.95,0.0,0.17,0.0,3.38,0.0,13.95,49,112,85,100,478,54,69,115,133,175,966,791,15.61,53.92,14.77,18.1
35648,2018,3250,94.43,0.37,0.8,0.62,0.0,3.78,0.4,13.99,204,399,273,230,1149,189,263,236,272,538,2506,1968,15.48,53.91,16.55,16.0
35649,2018,89,85.39,11.24,0.0,3.37,0.0,0.0,2.25,5.63,5,9,4,0,17,1,7,18,14,18,71,53,4.49,34.83,20.22,13.5
35650,2018,13992,85.43,5.07,5.38,0.05,0.17,3.9,1.07,21.03,738,2016,674,818,4974,1024,1131,803,834,2472,10758,8286,10.66,55.23,17.67,17.6
35651,2018,1255,80.64,2.71,5.58,0.4,0.0,10.68,0.0,12.13,132,124,80,78,445,91,84,131,22,226,935,709,12.59,55.86,18.01,31.6
35652,2018,8700,92.85,4.71,0.87,0.2,0.0,1.37,1.82,11.05,499,940,594,487,2933,523,594,664,752,1795,6862,5067,12.43,50.25,20.63,16.0
35653,2018,11043,72.85,8.32,3.35,0.91,0.0,14.57,34.35,28.64,640,1662,750,934,4622,597,716,621,554,1631,8199,6568,15.25,62.7,14.77,11.6
35654,2018,8006,79.25,5.83,0.6,0.0,0.0,14.31,16.67,21.0,811,805,421,608,3351,412,345,381,564,1337,6126,4789,12.85,62.04,16.7,18.0
35660,2018,8986,72.11,22.88,0.47,0.11,0.32,4.11,3.06,19.77,460,1096,398,478,2964,728,726,629,451,1932,7200,5268,9.75,50.3,21.5,22.3
35661,2018,16881,84.56,11.4,0.91,0.81,0.0,2.32,1.98,9.32,1021,1904,693,1217,6150,936,1123,1322,1261,3164,13529,10365,11.31,53.76,18.74,18.0
35670,2018,6667,91.81,5.86,0.82,0.0,0.0,1.5,2.23,13.33,284,849,306,541,2645,699,368,448,354,1020,5325,4305,12.7,56.67,15.3,16.1
35671,2018,2185,59.36,30.85,0.0,0.0,0.0,9.79,18.86,15.47,108,208,149,149,960,196,95,107,238,273,1826,1553,13.64,58.4,12.49,14.7
35672,2018,6189,71.24,12.02,7.53,0.0,0.0,9.21,4.86,13.89,386,937,350,355,2180,277,392,435,437,1145,4666,3521,11.39,56.6,18.5,18.4
35673,2018,7720,87.33,3.07,6.55,0.35,0.09,2.6,7.94,19.08,581,1061,442,305,2784,769,659,643,451,772,5804,5032,9.68,57.33,10.0,19.3
35674,2018,18690,78.27,15.63,0.37,0.56,0.0,5.18,3.08,17.08,1078,2463,1289,1015,6891,1107,1274,1148,1389,3340,14323,10983,12.33,55.82,17.87,16.6
35677,2018,1799,98.11,0.5,0.33,0.39,0.0,0.67,2.95,14.46,115,277,97,107,667,137,125,67,101,310,1334,1024,11.34,58.87,17.23,12.8
35739,2018,5048,89.5,6.54,0.99,0.24,0.0,2.73,2.73,15.72,322,828,173,162,1969,356,267,299,462,545,3810,3265,6.64,61.79,10.8,10.9
35740,2018,3219,89.22,6.43,1.93,0.0,0.0,2.42,4.97,16.01,129,360,358,92,1264,146,137,256,274,653,2427,1774,13.98,54.46,20.29,20.1
35741,2018,2984,96.41,3.08,0.0,0.5,0.0,0.0,5.7,5.42,0,406,203,179,936,257,290,321,113,661,2467,1806,12.8,44.97,22.15,14.1
35744,2018,2201,91.32,0.82,0.0,0.45,0.0,7.41,3.32,20.64,176,239,176,181,780,121,78,72,110,625,1699,1074,16.22,54.29,28.4,14.3
35745,2018,188,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93,8,5,22,12,65,6,5,21,34,44,158,114,18.09,41.49,23.4,12.8
35746,2018,604,82.12,0.0,0.0,2.32,0.0,15.56,0.0,41.03,94,0,0,42,153,0,62,0,129,166,510,344,6.95,40.89,27.48,29.5
35747,2018,5231,93.9,1.38,0.8,0.0,0.0,3.92,0.8,12.29,422,467,198,386,1639,273,368,481,583,998,4224,3226,11.16,48.33,19.08,17.3
35748,2018,7257,88.65,4.78,0.62,2.15,0.15,3.65,0.87,13.86,322,968,530,277,2387,442,743,637,652,1106,5521,4415,11.12,50.67,15.24,13.7
35749,2018,22295,66.24,26.28,0.41,2.98,0.0,4.09,2.87,5.53,1613,2987,1987,950,8645,2257,1856,1392,1029,2516,16472,13956,13.17,59.41,11.29,9.5
35750,2018,12294,88.45,7.17,1.16,0.86,0.0,2.35,1.05,12.71,614,1451,890,630,4644,1060,893,1039,807,1786,9775,7989,12.36,54.57,14.53,17.2
35751,2018,237,91.14,0.0,0.0,0.0,0.0,8.86,3.38,5.61,0,3,14,24,122,26,0,34,0,52,234,182,16.03,52.74,21.94,11.0
35752,2018,2680,90.04,4.14,3.17,0.0,0.0,2.65,2.24,15.74,123,359,141,132,876,122,109,160,164,767,2116,1349,10.19,50.67,28.62,17.4
35754,2018,5259,89.54,1.81,2.57,0.0,0.0,6.08,3.84,22.01,283,398,384,254,2022,301,568,350,358,979,4253,3274,12.13,51.4,18.62,16.9
35755,2018,686,97.23,1.46,0.0,0.0,0.0,1.31,1.31,10.63,55,45,2,123,213,20,97,58,51,147,584,437,18.22,45.63,21.43,10.8
35756,2018,14202,59.85,31.33,0.97,4.91,0.0,2.94,4.23,7.02,1076,2639,835,707,5490,1237,1007,941,425,1387,9835,8448,10.86,64.81,9.77,10.4
35757,2018,16379,67.83,26.67,0.64,0.98,0.13,3.75,4.35,5.19,1061,2229,1177,863,6233,1066,1595,1186,1113,1896,12312,10416,12.45,58.14,11.58,10.9
35758,2018,45736,73.71,15.13,0.69,5.59,0.03,4.85,5.58,3.58,2260,6156,3304,2767,18751,3223,4135,3664,2559,4988,34976,29988,13.27,59.4,10.91,10.1
35759,2018,7606,69.29,24.2,2.2,1.95,0.0,2.37,1.72,5.52,186,1063,687,399,2816,744,609,589,540,1059,5888,4829,14.28,53.44,13.92,15.1
35760,2018,4869,95.38,0.25,0.94,0.12,0.16,3.14,0.1,19.23,293,632,245,272,1669,383,440,360,393,699,3824,3125,10.62,53.28,14.36,21.7
35761,2018,12568,81.51,10.63,1.14,0.72,0.73,5.28,2.36,13.38,863,1566,859,591,4795,879,967,973,610,1915,9490,7575,11.54,57.48,15.24,16.1
35763,2018,18201,90.26,3.66,0.49,3.05,0.19,2.34,2.56,3.14,1335,2783,1256,871,6187,1249,1545,1587,1051,2464,13250,10786,11.69,56.62,13.54,8.0
35764,2018,497,93.96,0.0,0.6,0.2,0.0,5.23,0.0,26.96,14,64,35,2,124,22,43,83,35,112,398,286,7.44,40.64,22.54,23.1
35765,2018,3926,94.5,0.0,1.55,1.12,0.2,2.62,2.09,22.63,215,370,199,265,1300,457,307,221,264,792,3196,2404,11.82,48.01,20.17,24.7
35766,2018,123,88.62,0.0,0.0,0.0,0.0,11.38,0.0,9.68,3,27,0,0,40,15,0,20,6,12,93,81,0.0,56.91,9.76,7.3
35768,2018,11164,88.35,5.34,0.64,1.08,0.52,4.08,3.57,17.22,667,1129,510,660,3961,811,654,1058,965,1919,9055,7136,10.48,51.57,17.19,20.9
35769,2018,9968,92.98,3.35,1.0,0.0,0.0,2.67,3.71,11.66,387,1365,676,368,3610,552,734,655,619,2046,7831,5785,10.47,53.79,20.53,15.9
35771,2018,3916,89.86,1.1,0.79,0.0,0.0,8.25,0.74,20.45,141,653,191,154,1504,275,381,273,234,455,3015,2560,8.81,58.68,11.62,12.9
35772,2018,4409,84.37,10.73,1.54,0.0,0.0,3.36,4.99,18.46,178,667,253,180,1575,389,321,256,116,907,3337,2430,9.82,54.89,20.57,18.0
35773,2018,12775,74.47,18.81,0.95,0.2,0.0,5.57,3.23,12.91,637,1652,907,676,5276,1114,879,893,737,1587,9967,8380,12.39,59.22,12.42,14.0
35774,2018,237,97.05,2.95,0.0,0.0,0.0,0.0,0.0,11.11,0,0,14,43,113,36,18,0,12,58,223,165,24.05,47.68,24.47,39.9
35775,2018,1083,85.78,9.05,0.0,0.0,0.0,5.17,0.0,17.94,0,246,0,1,387,166,95,39,109,41,837,796,0.09,58.45,3.79,26.8
35776,2018,3592,92.65,0.92,2.12,0.14,0.0,4.18,4.51,19.35,184,450,354,170,1320,312,234,328,294,470,2742,2272,14.59,54.4,13.08,19.8
35801,2018,23724,83.74,11.08,0.46,2.16,0.05,2.51,4.02,9.46,1316,2328,1123,1566,9407,1537,1590,1673,1383,4490,19334,14844,11.33,55.01,18.93,13.7
35802,2018,21829,77.89,14.78,0.34,3.21,0.0,3.77,2.48,4.03,1118,2367,902,1318,7527,1197,1451,1622,1639,4908,17769,12861,10.17,50.45,22.48,13.3
35803,2018,25710,84.24,5.73,0.16,4.67,0.06,5.15,2.1,4.66,1202,3298,1463,1075,7928,1475,2321,2411,2026,5049,20296,15247,9.87,48.34,19.64,15.4
35805,2018,21200,55.38,32.38,0.26,0.84,0.08,11.06,21.38,24.1,2382,2905,950,2197,9387,1127,1127,1176,951,2145,15375,13230,14.84,69.22,10.12,16.7
35806,2018,21888,63.41,28.68,0.61,2.6,0.0,4.7,2.93,5.64,1241,2113,1296,1783,9590,1277,2121,2035,877,2634,17800,15166,14.07,59.14,12.03,10.5
35808,2018,1445,62.84,29.55,1.11,2.91,0.0,3.6,3.88,1.53,122,161,187,257,897,63,75,63,32,32,1143,1111,30.73,81.66,2.21,7.6
35810,2018,29503,21.7,72.31,0.38,0.92,0.24,4.45,6.11,16.38,1587,3514,2736,2696,12281,1708,1793,1698,1888,5034,23401,18367,18.41,58.92,17.06,16.1
35811,2018,27658,72.38,22.71,0.47,0.73,0.14,3.56,4.12,11.16,1492,3384,1859,1399,10425,1711,2179,1961,1920,4586,21606,17020,11.78,55.32,16.58,15.6
35816,2018,13923,26.81,64.05,0.23,3.4,0.0,5.52,6.75,13.59,923,1212,924,2630,7642,467,584,1083,423,1589,11577,9988,25.53,70.22,11.41,11.2
35824,2018,8645,60.21,27.75,0.0,3.88,0.0,8.17,5.22,2.84,284,1160,663,863,4282,559,944,439,352,625,6654,6029,17.65,66.23,7.23,9.4
35896,2018,700,7.43,92.57,0.0,0.0,0.0,0.0,1.0,0.0,0,0,357,336,700,0,0,0,0,0,690,690,99.0,100.0,0.0,1.3
35901,2018,20049,64.85,28.71,1.84,1.22,0.0,3.38,6.07,18.1,1322,2265,1395,1091,7563,1083,1066,1525,1291,3934,15575,11641,12.4,55.61,19.62,20.6
35903,2018,17125,65.12,32.89,0.05,0.12,0.0,1.82,5.86,16.58,952,1923,916,1719,7112,853,1308,1174,970,2833,13715,10882,15.39,58.32,16.54,20.3
35904,2018,14030,81.33,14.29,0.28,0.86,0.0,3.24,2.7,18.55,767,1650,824,797,4893,1076,946,942,1047,2709,11048,8339,11.55,52.1,19.31,24.2
35905,2018,6144,94.97,1.63,0.28,0.0,0.0,3.12,0.28,13.62,397,656,237,220,1806,645,403,378,533,1326,4904,3578,7.44,46.53,21.58,18.1
35906,2018,9875,82.42,14.07,0.32,2.52,0.0,0.67,4.05,7.58,576,1289,536,425,3405,755,804,783,480,1783,7673,5890,9.73,53.37,18.06,14.8
35907,2018,8511,97.16,1.0,0.49,0.54,0.0,0.81,0.89,6.42,424,930,477,511,3081,752,647,576,586,1515,6807,5292,11.61,52.11,17.8,14.0
35950,2018,21556,91.92,3.4,0.33,0.0,0.0,4.35,28.93,23.97,1893,3708,1677,1059,8482,1407,1097,1119,1144,2706,14788,12082,12.69,65.33,12.55,11.6
35951,2018,12911,88.2,0.43,0.21,1.1,0.33,9.74,31.01,28.64,1019,1955,874,815,5099,870,806,701,689,1772,9410,7638,13.08,62.53,13.72,16.0
35952,2018,7482,94.48,1.0,1.31,0.53,0.0,2.67,8.93,23.94,249,1076,705,411,2793,616,416,480,466,1386,5624,4238,14.92,55.04,18.52,17.9
35953,2018,7522,87.82,10.62,0.88,0.24,0.0,0.44,1.42,19.95,392,1083,617,232,2837,564,353,480,495,1318,5677,4359,11.29,57.33,17.52,18.0
35954,2018,11818,85.32,10.06,0.48,0.12,0.56,3.46,4.9,16.53,562,1590,846,688,4451,723,869,713,903,2007,9281,7274,12.98,55.87,16.98,19.1
35956,2018,9161,97.66,0.0,1.41,0.15,0.0,0.78,1.53,16.02,566,1180,667,468,3072,665,659,597,641,1781,6968,5187,12.39,52.59,19.44,21.0
35957,2018,16135,91.54,2.97,0.5,0.03,0.0,4.96,15.61,21.03,1213,2386,1134,1043,6090,985,866,983,970,2642,11769,9127,13.49,60.05,16.37,15.9
35958,2018,3832,97.68,0.0,0.0,0.52,0.0,1.8,0.0,20.11,257,444,312,193,1382,303,307,324,275,540,2938,2398,13.18,54.36,14.09,16.9
35959,2018,4843,93.7,5.22,0.37,0.52,0.0,0.19,0.47,22.32,176,671,219,358,1484,222,365,483,415,1027,3814,2787,11.91,48.13,21.21,26.6
35960,2018,9668,89.8,7.64,0.6,0.0,0.0,1.95,2.13,16.73,410,1121,467,371,2805,723,593,708,717,2591,7823,5232,8.67,44.85,26.8,20.0
35961,2018,7003,75.32,2.33,0.46,0.0,0.91,20.98,23.9,29.98,266,1045,488,354,2633,391,422,485,321,1440,5349,3909,12.02,56.32,20.56,13.8
35962,2018,9516,76.72,0.0,0.74,0.0,0.0,22.54,27.08,33.65,614,1551,765,621,3719,809,735,591,365,1132,6818,5686,14.56,61.83,11.9,13.6
35963,2018,1139,90.78,0.97,6.32,0.0,0.0,1.93,0.0,15.32,8,129,56,19,338,91,97,153,103,220,967,747,6.58,41.7,19.32,36.4
35966,2018,3682,94.6,0.0,1.77,0.0,0.0,3.64,0.0,26.07,234,296,180,325,933,276,310,302,349,982,3086,2104,13.72,39.73,26.67,23.1
35967,2018,16373,86.43,2.15,0.42,0.43,3.19,7.39,16.35,27.51,1191,2399,949,1079,6450,831,1039,1280,774,2409,12137,9728,12.39,61.32,14.71,14.4
35968,2018,4584,81.98,2.79,2.51,0.15,0.0,12.57,11.15,26.59,202,581,245,337,1765,418,350,367,283,618,3684,3066,12.7,55.58,13.48,13.4
35971,2018,5428,92.21,1.27,2.63,0.59,0.0,3.3,1.92,22.72,486,560,386,426,2141,276,338,342,298,987,4115,3128,14.96,58.71,18.18,18.8
35972,2018,1211,97.52,0.0,0.0,0.0,0.0,2.48,0.0,15.84,130,125,108,46,475,58,101,16,22,284,861,577,12.72,60.28,23.45,23.3
35973,2018,2856,96.95,2.24,0.21,0.46,0.0,0.14,2.1,29.63,176,328,180,201,948,164,176,247,285,532,2263,1731,13.34,50.84,18.63,20.8
35974,2018,1514,88.77,0.07,0.86,0.0,0.0,10.3,4.29,29.2,100,275,73,59,480,68,87,83,134,287,1081,794,8.72,56.47,18.96,22.1
35975,2018,463,100.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92,8,39,0,0,61,35,38,54,21,207,416,209,0.0,23.33,44.71,23.3
35976,2018,17252,90.01,5.87,0.14,1.41,0.02,2.56,3.41,16.1,888,1990,932,705,5873,1154,1271,1187,1144,3745,13862,10117,9.49,50.72,21.71,18.2
35978,2018,4789,95.32,0.0,0.4,0.0,0.0,4.28,2.42,19.24,194,759,190,132,1721,200,444,267,338,866,3742,2876,6.72,55.84,18.08,17.4
35979,2018,1608,98.63,0.0,1.37,0.0,0.0,0.0,0.0,17.45,43,303,113,89,654,36,131,116,126,199,1215,1016,12.56,62.19,12.38,12.4
35980,2018,5154,94.78,0.06,0.85,0.21,0.0,4.09,16.55,27.63,417,796,436,458,1965,381,380,223,333,659,3642,2983,17.35,61.66,12.79,12.7
35981,2018,1860,77.2,0.0,13.92,1.13,0.0,7.74,0.0,12.28,8,220,159,89,686,213,72,118,197,346,1482,1136,13.33,49.14,18.6,16.6
35983,2018,3733,96.12,3.4,0.24,0.0,0.0,0.24,0.59,11.27,167,328,249,220,1623,219,184,209,165,838,3101,2263,12.56,56.74,22.45,15.9
35984,2018,1573,96.69,0.0,0.38,0.0,2.23,0.7,0.7,14.58,34,129,40,5,308,106,121,211,174,490,1371,881,2.86,29.94,31.15,22.8
35986,2018,8130,91.33,3.32,0.92,0.0,0.0,4.43,3.3,18.72,480,1160,501,444,2929,689,579,591,615,1087,6183,5096,11.62,56.2,13.37,15.0
35987,2018,2625,91.85,0.72,1.26,0.0,0.0,6.17,9.45,18.42,157,353,201,209,1022,199,233,91,200,370,1956,1586,15.62,58.36,14.1,19.0
35988,2018,2192,89.32,0.23,1.28,0.0,0.0,9.17,10.17,21.35,216,307,170,136,939,162,96,121,103,248,1539,1291,13.96,66.7,11.31,11.8
35989,2018,3519,86.16,1.28,0.54,0.28,0.0,11.74,15.09,21.32,251,526,241,235,1308,251,219,206,203,555,2579,2024,13.53,59.25,15.77,14.5
35990,2018,117,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.91,16,8,13,36,66,0,21,0,0,6,86,80,41.88,76.92,5.13,17.2
36003,2018,1898,44.52,52.37,0.74,0.32,0.0,2.05,1.74,25.05,27,110,135,129,658,167,244,127,129,436,1696,1260,13.91,41.89,22.97,28.5
36005,2018,1640,52.8,45.55,0.0,1.65,0.0,0.0,0.37,18.29,85,193,161,135,692,73,87,110,45,355,1318,963,18.05,59.15,21.65,17.7
36006,2018,913,83.9,12.16,0.22,0.0,0.0,3.72,1.1,15.16,27,36,42,69,356,23,105,65,74,227,833,606,12.16,45.89,24.86,28.7
36009,2018,2278,70.32,27.04,1.89,0.0,0.0,0.75,1.1,13.71,121,253,108,155,796,143,143,186,227,409,1832,1423,11.55,51.36,17.95,21.2
36010,2018,4856,52.9,44.85,1.11,0.04,0.0,1.09,0.93,23.91,307,480,311,604,1810,345,296,361,350,907,3857,2950,18.84,53.48,18.68,25.0
