STATEFP,Wk200121,Wk200122,Wk200123,Wk200124,Wk200125,Wk200126,Wk200127,Wk200128,Wk200129,Wk200130,Wk200131,Wk200201,Wk200202,Wk200203,Wk200204,Wk200205,Wk200206,Wk200207,Wk200208,Wk200209,Wk200210,Wk200211,Wk200212,Wk200213,Wk200214,Wk200215,Wk200216,Wk200217,Wk200218,Wk200219,Wk200220,Wk200221,Wk200222,Wk200223,Wk200224,Wk200225,Wk200226,Wk200227,Wk200228,Wk200229,Wk200301,Wk200302,Wk200303,Wk200304,Wk200305,Wk200306,Wk200307,Wk200308,Wk200309,Wk200310,Wk200311,Wk200312,Wk200313,Wk200314,Wk200315,Wk200316,Wk200317,Wk200318,Wk200319,Wk200320,Wk200321,Wk200322,Wk200323,Wk200324,Wk200325,Wk200326,Wk200327,Wk200328,Wk200329,Wk200330,Wk200331,Wk200401,Wk200402,Wk200403,Wk200404,Wk200405,Wk200406,Wk200407,Wk200408,Wk200409,Wk200410,Wk200411,Wk200412,Wk200413,Wk200414,Wk200415,Wk200416,Wk200417,Wk200418,Wk200419,Wk200420,Wk200421,Wk200422,Wk200423,Wk200424,Wk200425,Wk200426,Wk200427,Wk200428,Wk200429,Wk200430,Wk200501,Wk200502,Wk200503,Wk200504,Wk200505,Wk200506,Wk200507,Wk200508,Wk200509,Wk200510,Wk200511,Wk200512,Wk200513,Wk200514,Wk200515,Wk200516,Wk200517,Wk200518,Wk200519,Wk200520,Wk200521,Wk200522,Wk200523,Wk200524,Wk200525,Wk200526,Wk200527,Wk200528,Wk200529,Wk200530,Wk200531,Wk200601,Wk200602,Wk200603,Wk200604,Wk200605,Wk200606,Wk200607,Wk200608,Wk200609,Wk200610,Wk200611,Wk200612,Wk200613,Wk200614,Wk200615,Wk200616,Wk200617,Wk200618,Wk200619,Wk200620,Wk200621,Wk200622,Wk200623,Wk200624,Wk200625,Wk200626,Wk200627,Wk200628,Wk200629,Wk200630,Wk200701,Wk200702,Wk200703,Wk200704,Wk200705,Wk200706,Wk200707,Wk200708,Wk200709,Wk200710,Wk200711,Wk200712,Wk200713,Wk200714,Wk200715,Wk200716,Wk200717,Wk200718,Wk200719,Wk200720,Wk200721,Wk200722,Wk200723,Wk200724,Wk200725,Wk200726,Wk200727,Wk200728,Wk200729,Wk200730,Wk200731,Wk200801,Wk200802,Wk200803,Wk200804,Wk200805,Wk200806,Wk200807,Wk200808,Wk200809,Wk200810,Wk200811,Wk200812,Wk200813,Wk200814,Wk200815,Wk200816,Wk200817,Wk200818,Wk200819,Wk200820,Wk200821,Wk200822,Wk200823,Wk200824,Wk200825,Wk200826,Wk200827,Wk200828,Wk200829,Wk200830,Wk200831,Wk200901,Wk200902,Wk200903,Wk200904,Wk200905,Wk200906,Wk200907,Wk200908,Wk200909,Wk200910,Wk200911,Wk200912,Wk200913,Wk200914,Wk200915,Wk200916,Wk200917,Wk200918,Wk200919,Wk200920,Wk200921,Wk200922,Wk200923,Wk200924,Wk200925,Wk200926,Wk200927,Wk200928,Wk200929,Wk200930,Wk201001,Wk201002,Wk201003,Wk201004,Wk201005,Wk201006,Wk201007,Wk201008,Wk201009,Wk201010,Wk201011,Wk201012,Wk201013,Wk201014,Wk201015,Wk201016,Wk201017,Wk201018,Wk201019,Wk201020,Wk201021,Wk201022,Wk201023,Wk201024,Wk201025,Wk201026,Wk201027,Wk201028,Wk201029,Wk201030,Wk201031,Wk201101,Wk201102,Wk201103,Wk201104,Wk201105,Wk201106,Wk201107,Wk201108,Wk201109,Wk201110,Wk201111,Wk201112,Wk201113,Wk201114,Wk201115,Wk201116,Wk201117,Wk201118,Wk201119,Wk201120,Wk201121,Wk201122,Wk201123,Wk201124,Wk201125,Wk201126,Wk201127,Wk201128,Wk201129,Wk201130,Wk201201,Wk201202,Wk201203,Wk201204,Wk201205,Wk201206,Wk201207,Wk201208,Wk201209,Wk201210,Wk201211,Wk201212,Wk201213,Wk201214,Wk201215,Wk201216,Wk201217,Wk201218,Wk201219,Wk201220,Wk201221,Wk201222,Wk201223,Wk201224,Wk201225,Wk201226,Wk201227,Wk201228,Wk201229,Wk201230,Wk201231,Wk210101,Wk210102,Wk210103,Wk210104,Wk210105,Wk210106,Wk210107,Wk210108,Wk210109,Wk210110,Wk210111,Wk210112,Wk210113,Wk210114,Wk210115,Wk210116,Wk210117,Wk210118,Wk210119,Wk210120,Wk210121,Wk210122,Wk210123,Wk210124,Wk210125,Wk210126,Wk210127,Wk210128,Wk210129,Wk210130,Wk210131,Wk210201,Wk210202,Wk210203,Wk210204,Wk210205,Wk210206,Wk210207,Wk210208,Wk210209,Wk210210,Wk210211,Wk210212,Wk210213,Wk210214,Wk210215,Wk210216,Wk210217,Wk210218,Wk210219,Wk210220,Wk210221,Wk210222,Wk210223,Wk210224,Wk210225,Wk210226,Wk210227,Wk210228,Wk210301,Wk210302,Wk210303
1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,1.714285714,3.285714286,4.142857143,5.571428571,7.285714286,11.14285714,14.28571429,17,19.14285714,23.85714286,29,47.85714286,65.71428571,76.14285714,84.14285714,96.14285714,107.2857143,108.1428571,103.1428571,104.5714286,128,130.2857143,144.2857143,151.1428571,171.1428571,198.5714286,224,210.4285714,232.8571429,249,257.1428571,250.8571429,249,223.7142857,223.4285714,208.7142857,188.5714286,181.8571429,196.2857143,195.5714286,204,207.7142857,212.8571429,216.8571429,208.7142857,203.2857143,187.8571429,176.5714286,181.1428571,199.7142857,209.5714286,224.7142857,241,252.2857143,282.5714286,298.7142857,293.8571429,285.8571429,293.1428571,289.5714286,287,293.5714286,284,286.5714286,268.8571429,274.5714286,273.1428571,336,330.4285714,328.1428571,353.5714286,386.7142857,414.2857143,467.7142857,425.7142857,445.1428571,480.1428571,458.5714286,496.2857143,506.8571429,445.8571429,402.7142857,363.1428571,336.5714286,383.4285714,364,341.5714286,378.7142857,448.2857143,539,617.5714286,651.1428571,730.7142857,763.8571429,784.2857143,760.4285714,765.8571429,756,706.8571429,629.4285714,597.4285714,597.8571429,678.8571429,714.2857143,740.1428571,790.5714286,774.2857143,960.1428571,992.5714286,985.4285714,986.4285714,1097.428571,1111.285714,1216,1100.428571,1105.714286,1142.857143,1294.714286,1234.714286,1297.857143,1376.285714,1523.857143,1638.571429,1729.285714,1702,1797.571429,1898.142857,1917.714286,1906.571429,1871.857143,1820.857143,1874.857143,1844.857143,1842.285714,1754.714286,1746.285714,1715.428571,1709.857143,1650,1674,1602.714286,1735.714286,1649.428571,1619.428571,1553.142857,1547.142857,1511.142857,1546.285714,1412.857143,1479.857143,1449.857143,1447.428571,1280.714286,1144,1058.142857,1014.142857,854.8571429,930,956,984.5714286,1046.142857,993.1428571,946.7142857,1100.857143,983,1110.857143,1224.857143,1221.857143,1336.714286,1453.571429,1335.428571,1482,1283.571429,1180.285714,1172.571429,1130.571429,1011.285714,987.8571429,855.7142857,882.5714286,897.1428571,901.4285714,834.7142857,920.1428571,926.5714286,936.2857143,952.8571429,884.5714286,880,931.1428571,886.7142857,903,917.7142857,866.5714286,921.2857143,1113.571429,1061,1051.285714,1029,995.7142857,1078.285714,1076.857143,862.8571429,969.8571429,978.2857143,961.4285714,989,959.5714286,890.1428571,966.7142857,878,881.8571429,909,959.4285714,937,1026.714286,987,1019.428571,1040.571429,1058.428571,1047.857143,1099.571429,1128.857143,1506,1659.142857,1675.571429,1691,1701.285714,1718.857143,1726.428571,1368.571429,1287,1375.714286,1367.142857,1356,1438.714286,1429.857143,1459.714286,1456.714286,1386,1423.571429,1519.714286,1551.428571,1639.857143,1843.285714,1908.714286,2019.285714,2053.571429,2040.142857,2121.285714,2181.857143,2108,2123.571429,2097.714286,2121.142857,2288.142857,2261.714286,2292.428571,2071.571429,2040.714286,2103.285714,2206.285714,2290.714286,2501.428571,2628.857143,3046.428571,3228,3235.428571,3243.571429,3395,3337,3509,3510.857143,3607.428571,3679.142857,3666.571429,3552.571429,3636.142857,3630.428571,3844,3866.142857,3831.571429,3848.142857,4039.714286,4132.714286,4066.571429,3820.428571,3364.857143,3310.857143,3295,3141.857143,3178.714286,3203.571429,3331.571429,3714.285714,3758,3742.571429,3969.857143,3909.142857,4000.571429,4077.142857,4241.714286,4280.857143,4272.142857,4036.428571,3830.142857,3621.857143,3320.142857,3075.857143,2956.857143,2861.142857,2670.714286,2665.714286,2564.714286,2651.285714,2680.142857,2653.142857,2711.571429,2766.571429,2775.857143,2885.428571,2785,2305.714286,2638.428571,2550.142857,2432.714286,2281.428571,2155.571429,1962.428571,2247,1826.285714,1784,1675.428571,1573,1392.428571,1335.428571,1220.714286,1215.428571,1179.571429,1117.428571,1014.285714,970.7142857,935,875.7142857,844.5714286,845,926.4285714,1007.571429,963.5714286,948.1428571,956.7142857,915.5714286,892.7142857,778.2857143,990.5714286
2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0.428571429,0.857142857,1.285714286,1.571428571,1.857142857,2.857142857,3,4.714285714,5.142857143,7.142857143,8.142857143,10.14285714,11.57142857,13.14285714,12,13,12,10.85714286,10.14285714,9.571428571,9.857142857,9.857142857,11.14285714,11.42857143,12.57142857,12.57142857,12.28571429,12.42857143,12.28571429,10.28571429,9.714285714,9.285714286,9,8.142857143,6.714285714,6.285714286,6.285714286,6,5.285714286,4.285714286,3.571428571,3.142857143,3.428571429,3.142857143,2.857142857,2.571428571,3.571428571,3.714285714,3.857142857,3.571428571,2.857142857,2.428571429,2.857142857,2,2,1.714285714,1.714285714,2,1.857142857,2,1.714285714,2.142857143,2.571428571,2.714285714,2.285714286,2.571428571,2,2.142857143,2.285714286,1.714285714,1.714285714,2.285714286,2.142857143,4,4.571428571,4.428571429,8.428571429,9,11.42857143,14,15.85714286,18.14285714,19.57142857,16.85714286,18.57142857,17.28571429,17.71428571,17.14285714,17.28571429,20,20.28571429,18.14285714,18.28571429,18.71428571,18,17,15.57142857,15.85714286,16.57142857,20.71428571,20.14285714,22,23.57142857,23.85714286,26.71428571,29,29,31.71428571,34.57142857,38,42.42857143,42.14285714,42.71428571,39.85714286,40.85714286,40.28571429,40.71428571,43.28571429,54.42857143,60.14285714,64.42857143,65.85714286,69.85714286,70.14285714,70.42857143,71.28571429,81.85714286,89.71428571,94.57142857,93.14285714,93.85714286,99.42857143,115.2857143,109,112.8571429,112.7142857,120.1428571,127.8571429,132.8571429,121.2857143,118.7142857,110.5714286,105.8571429,95.28571429,87.71428571,78.28571429,71.57142857,69.28571429,64.71428571,66,73,80.57142857,80.71428571,81.85714286,79.71428571,82.85714286,83.42857143,82.42857143,76,77.14285714,71.14285714,73.85714286,64.14285714,61,60.42857143,67.71428571,69.57142857,68,63.71428571,68.28571429,71.57142857,75.14285714,76.28571429,75.14285714,79.71428571,79,79.28571429,78.14285714,80.42857143,77.14285714,77.85714286,74.42857143,80.28571429,81.57142857,79.85714286,77.85714286,78,75.71428571,79.85714286,80.28571429,80.85714286,81,85.57142857,87,90.14285714,93.42857143,99.14285714,110.8571429,118.4285714,117.4285714,118.5714286,123.7142857,134.5714286,147.7142857,149.8571429,153.1428571,153.2857143,160.8571429,176,185.7142857,183.2857143,185,187,191.2857143,198,192.4285714,187.7142857,188.7142857,196.2857143,205.2857143,215.1428571,222,245,287.8571429,309,333.5714286,354.1428571,373.4285714,388.7142857,398.5714286,373.1428571,373.4285714,374.4285714,383,374.8571429,395.1428571,418.2857143,442.4285714,459.1428571,479.1428571,492,515.5714286,524.5714286,543,562,577.8571429,592.8571429,598.8571429,600.4285714,581.5714286,572.8571429,557.5714286,546,538.1428571,556.7142857,565.5714286,595.7142857,594.4285714,605,606.7142857,596.2857143,599.8571429,630.1428571,643.1428571,682,702.8571429,701.4285714,710,694.4285714,675,656.2857143,596.4285714,578.8571429,568.4285714,527.5714286,530.7142857,496.5714286,476.7142857,450.2857143,387.5714286,349.1428571,372.1428571,336.5714286,320.4285714,251.1428571,256.4285714,270.2857143,265.7142857,228.5714286,231.8571429,264.7142857,264.7142857,326.1428571,326.1428571,345.5714286,347,338.7142857,313.4285714,370.1428571,300.1428571,293.8571429,287.5714286,260.5714286,273.4285714,274,259.7142857,241.7142857,245,236,254.2857143,218.2857143,199.7142857,198.2857143,207.5714286,191.4285714,180.5714286,174,176,177.1428571,161.5714286,147,142.5714286,145.1428571,153.4285714,160.1428571,156.7142857,166.8571429,146.1428571,127.4285714,182.5714286,180.2857143,176.5714286,171.7142857,157.5714286,157.5714286,157.5714286,88.71428571,142,121.5714286,130.4285714,139,139,139,186.8571429,123.5714286,141.1428571,137.1428571,122.8571429,122.8571429,122.8571429,130.1428571,143,144.8571429
4,NA,NA,NA,NA,NA,NA,NA,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.142857143,0.142857143,0.285714286,0.571428571,0.571428571,0.714285714,0.571428571,1,1,0.857142857,1,1.142857143,1.714285714,2,2.714285714,5.428571429,8.714285714,13.14285714,20,30.85714286,43.71428571,53.42857143,65.85714286,85,95.57142857,111,133.5714286,138.8571429,144.4285714,156,157.7142857,178,191.2857143,185.2857143,182.7142857,187.5714286,202.5714286,191.8571429,196.2857143,181.4285714,176.5714286,175.5714286,176.5714286,173.7142857,199.2857143,189.4285714,198.5714286,194.5714286,206.4285714,213.8571429,219.2857143,219.7142857,223,228.1428571,236,242.4285714,249,268.4285714,273.8571429,297.7142857,302,314.7142857,336.7142857,357.8571429,328.1428571,366.2857143,370.8571429,354.1428571,351.5714286,347.2857143,352.7142857,389.8571429,377.5714286,381.5714286,402.5714286,398.5714286,404.2857143,388.7142857,377.2857143,348.4285714,344.1428571,343.1428571,341.5714286,316.7142857,337.8571429,349.7142857,408.1428571,459.2857143,513.8571429,508.8571429,638.1428571,711.8571429,722.1428571,843.4285714,894.5714286,998.2857143,1091.142857,1020.857143,1105.142857,1243.857143,1256.857143,1322.285714,1289.857143,1320.571429,1557.428571,1596.857143,1743.714286,1963.857143,2203.571429,2387.571429,2537.428571,2728.428571,2721.142857,2795.142857,2823.142857,2850.571429,3042.142857,2833.571429,3000.285714,3420.714286,3456.857143,3602.571429,3494.857143,3452.142857,3848.571429,3680,3508.285714,3612.571429,3579,3625,3479,3196.428571,3281,3243,3135.285714,3089.714286,3048.857143,3023.571429,3057.571429,2943.428571,2749.714286,2614.142857,2545.285714,2674.571429,2628.142857,2656.857143,2466.285714,2528.857143,2553.714286,2530.857143,2423.428571,2347.428571,2226.857143,2077.571429,1981.285714,1834.142857,1570.857143,1315.285714,1230.428571,1161.142857,1177.571429,1041.714286,1015.142857,958,920.5714286,924,913.2857143,878.7142857,863.7142857,779.2857143,730.7142857,748.4285714,651.8571429,627.7142857,623.1428571,561,552.4285714,538.4285714,486.8571429,511.1428571,492.1428571,440.2857143,486.1428571,541.7142857,570.2857143,600.1428571,582.4285714,586.4285714,524.7142857,521.4285714,434,405.5714286,372.8571429,391.7142857,393.5714286,452.4285714,480.4285714,665.8571429,876.8571429,774.5714286,786.1428571,789.1428571,804.2857143,767.4285714,598,386.2857143,467.7142857,459.8571429,466.1428571,477.1428571,461.1428571,480.7142857,487.2857143,511.2857143,503,511.1428571,536,578.1428571,599,617.5714286,654.5714286,688.2857143,711.5714286,687.4285714,728.8571429,763,772.4285714,775.2857143,796.2857143,837.2857143,884.2857143,898.2857143,880.8571429,914.5714286,926.5714286,1007.285714,1037.142857,1031.285714,1044.428571,1085.142857,1169.857143,1294.857143,1326.285714,1300,1383.285714,1370.571429,1476.142857,1551.714286,1631.714286,1687.857143,1764.714286,1943.428571,2048.857143,1971.571429,2233.571429,2288,2317.714286,2361.857143,2548.428571,2765.571429,3166.142857,3183.428571,3371,3453.571429,3715.571429,3808.428571,3881.857143,3645.285714,3687.857143,3682.428571,3756.714286,3408.285714,4330.142857,4456.857143,4830,5194.142857,5487.428571,5468.714286,5616.857143,5915.428571,5902.285714,5987.571429,6156.571429,6352.857143,6338.571429,7727.857143,6779.857143,6727,6923.857143,6555.428571,6450.142857,6422.142857,5840.857143,6175.714286,6339.428571,6426.857143,6136.428571,6067.142857,5841.142857,6181.571429,5742.428571,5665.714286,5761,6182,6555,8842.142857,8129.571429,8732.571429,9036.714286,9222,10268.42857,10391.14286,8880.285714,9464,9580.428571,9294.285714,9309,8635.857143,8333.428571,7905.142857,7358.714286,6755.571429,7146.142857,7100.428571,6810.857143,6765.571429,6956,6992.714286,6940.714286,6699,6103.857143,5787.714286,5490.571429,5143.142857,4889.571429,4547.428571,4099.714286,3951.428571,3750.142857,3453.285714,3185.142857,2967.285714,3156.428571,2996.285714,2722.714286,2455.142857,2270.571429,2380.714286,2230.857143,1629.142857,1638.571429,1494.714286,1544.714286,1581.285714,1530,1579.142857,1659.428571,1558.857143,1534.285714,1472.571429,1310.142857,1283.571429,1195.571429,1103,1129.714286
5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.857142857,1,1.285714286,2.285714286,3.142857143,3.142857143,4.571428571,8,10.57142857,12.57142857,17.42857143,16.85714286,29.57142857,38.85714286,40.85714286,42.71428571,43.57142857,43.71428571,52.28571429,47.14285714,44.71428571,46.42857143,49.28571429,47,56.42857143,58.57142857,61,63.71428571,65.57142857,65.85714286,68.28571429,59.42857143,73.85714286,66.71428571,69.28571429,63.42857143,66.57142857,74.57142857,68.57142857,70.71428571,102,104.2857143,128,139.4285714,139.4285714,150,134,105.7142857,108.7142857,91.57142857,74.57142857,69.57142857,67.42857143,62.85714286,65,60.85714286,61.14285714,63.28571429,57,89.71428571,86.57142857,95,90,98.57142857,104.4285714,122,106,110.1428571,109.4285714,110.5714286,153.7142857,163.4285714,168.5714286,163.5714286,169.5714286,173.2857143,175.1428571,147.4285714,159.4285714,170,184.7142857,197.7142857,229.8571429,246,264.8571429,260.4285714,288.5714286,299.5714286,312.2857143,310.1428571,324.5714286,331.5714286,405.7142857,419.5714286,428.4285714,447.5714286,429.8571429,446.4285714,425.5714286,407.2857143,401.1428571,404.1428571,418,457.1428571,489.8571429,519.1428571,563.2857143,570.7142857,588,575.2857143,580.1428571,549.5714286,601.5714286,542.5714286,535,543,537.4285714,506,544.2857143,539.8571429,571.1428571,642,626.7142857,647.1428571,727.4285714,706.7142857,711,689.4285714,656.2857143,675.8571429,693.4285714,679.7142857,676,696.8571429,741.1428571,741.4285714,742.5714286,753.7142857,745.5714286,777.5714286,743.2857143,729.4285714,716.8571429,715.5714286,715.4285714,723.1428571,740.5714286,731.4285714,756.7142857,774.4285714,765,749.8571429,695.8571429,672.2857143,665,614.7142857,601.5714286,617.5714286,585.4285714,586,588.1428571,577.2857143,612.8571429,590.8571429,550.5714286,537.8571429,550.2857143,542.7142857,564,560.1428571,584.4285714,598.2857143,607.4285714,578,561,587.5714286,596.7142857,571.2857143,599.7142857,597.1428571,601.7142857,584.7142857,519.2857143,526.1428571,670,632.5714286,642.7142857,727.1428571,787.4285714,855.5714286,833.2857143,763.5714286,779.1428571,811.2857143,783.8571429,796.8571429,799.2857143,817,769.5714286,776.8571429,781.5714286,782,778.1428571,797.1428571,792.8571429,807.7142857,791.7142857,759.4285714,763.1428571,737.7142857,770.4285714,812.1428571,820,836.1428571,862.5714286,855.2857143,895.4285714,910.2857143,877.4285714,877.8571429,886.1428571,872,898.2857143,911.2857143,874.5714286,919.4285714,972.8571429,979.2857143,987.8571429,1014.428571,992.5714286,984.1428571,966.5714286,976,1070.571429,1063.428571,1028.571429,1094.714286,1162,1251.428571,1284.857143,1225.857143,1273.285714,1372.428571,1434.428571,1461.714286,1523,1569.571429,1553.714286,1612.857143,1615.142857,1569.857143,1639.857143,1618.857143,1594,1674.428571,1666.142857,1740.714286,1805.428571,1798.142857,1638.714286,1572.714286,1545.428571,1576.142857,1561.142857,1592.285714,1666.714286,1939.857143,2079.571429,2116.428571,2054,2113.714286,2127.571429,2038.571429,2023.428571,2077.714286,2054,2097,2073.428571,2109.571429,2251.571429,2268.714286,2280.142857,2313.142857,2340,2308.428571,2345.428571,2379.571429,2270.714286,1994.285714,1909.714286,1927.714286,2036.857143,2087.714286,1986.428571,2301.714286,2508.571429,2665.714286,2603.428571,2796.428571,2884.428571,2976.285714,2786.142857,2881.714286,3069.142857,3070.714286,2962.714286,2776.285714,2650.285714,2667.428571,2624.714286,2293.142857,2281,1987.285714,1988.857143,2061,1915.142857,1813.428571,1826.714286,1759.142857,1938.857143,1840,1696.714286,1644.285714,1636.285714,1601.714286,1683.571429,1546.857143,1633.714286,1714,1727.571429,1660.571429,1638.857143,1558.428571,1539.857143,1349,1160.285714,998.1428571,948.5714286,907.4285714,859.7142857,681.1428571,622.8571429,502.2857143,444.4285714,377.8571429,360.2857143,353.4285714,452,466.5714286,533.2857143,571.7142857,574.7142857,898.8571429,891,826.1428571,771
6,NA,NA,NA,NA,NA,NA,NA,0.285714286,0.285714286,0.285714286,0.428571429,0.285714286,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.428571429,0.428571429,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0.571428571,0.571428571,2.714285714,2.571428571,2.571428571,2.714285714,3.428571429,3.857142857,4.857142857,4.142857143,5.857142857,7.714285714,10.28571429,11.28571429,19.14285714,19.14285714,21,26.42857143,34.14285714,40.14285714,52.28571429,59.42857143,79,98.71428571,116.4285714,137.5714286,166.1428571,196,235.7142857,273.1428571,327.1428571,427.5714286,518.8571429,574.5714286,638.7142857,740.4285714,848.4285714,953.4285714,1018.571429,1093.285714,1175.714286,1268.714286,1277.142857,1279.428571,1312.285714,1285.857143,1256.857143,1232.142857,1160.142857,1139,1174.142857,1152,1135.857143,1147.428571,1201.142857,1174.428571,1361.142857,1440.857143,1495.142857,1627.428571,1710,1680.142857,1735.285714,1620.857143,1532.285714,1618.714286,1562.285714,1564.285714,1594.714286,1625.857143,1589.285714,1754,1697.571429,1715.857143,1756.857143,1867.142857,1854.142857,1882.857143,1757.428571,1775.857143,1780.857143,1771.285714,1730,1759.285714,1775.714286,1833,1843.857143,1934.428571,1969.428571,1983.142857,2053.857143,2153.428571,2277.571429,2249.714286,2226.142857,2320.285714,2469.285714,2624.428571,2660.857143,2593.857143,2647.714286,2692.285714,2781,2721,2697.571429,2663.428571,2737.714286,2818.857143,2970.285714,2967.857143,3041,2993.714286,3053.571429,3126.571429,3320.285714,3346.571429,3365.428571,3488.571429,3693.428571,4136.857143,4558.285714,4644,4896.857143,5169.142857,5228.428571,5449.714286,5625,5873.428571,6267.857143,6683.571429,7038.714286,7674.714286,7804.571429,7696.285714,7944.714286,8077.142857,7902.571429,7886.714286,7836.285714,8012.714286,8333.857143,8403.857143,8456.142857,8749.285714,9059.571429,9023.428571,9112,9141.285714,9110.428571,9575.857143,9773.428571,9739.142857,10019,9696.857143,9558.285714,9226.428571,9073,8727.714286,8453.857143,8025.714286,8085.571429,7876,7472.428571,6676.714286,6677.714286,6552.714286,6664.428571,6758.142857,7433.142857,8402.857143,8903,8885.571429,9300.142857,9403.285714,9323.428571,8674.857143,7774.428571,7377.857143,7169.857143,6678.285714,6192,5919.428571,5892.142857,5974.428571,5838.571429,5651.571429,5485.428571,5310.571429,5235,5186.428571,4901.142857,4917.571429,4919.428571,4900.285714,4939.142857,4806.285714,4306.857143,4212.142857,3880.142857,3659.857143,3490.571429,3358.285714,3308,3481.857143,3400.571429,3446,3418.142857,3473,3499.285714,3526.857143,3593.571429,3594.285714,3576,3532.428571,3471,3448.285714,3374.428571,3225.571429,3266,3253.571429,3233.571429,3233,3182.857143,3276.714286,3274.857143,3197.571429,3229.571429,3296.857143,3266.285714,3258.285714,3205.857143,3177,3327.428571,3337.428571,3285.142857,3267.571429,3136.428571,3045.428571,3243.714286,3354.142857,3294.142857,3720.571429,4032,4341,4421.428571,4433.428571,4504.857143,4646.714286,4352.714286,4214.428571,4086.285714,4219.857143,4348.857143,4393.714286,4563.428571,4855.857143,5110.142857,5364.714286,5708.714286,5922.428571,6422.571429,6410.571429,6900.428571,7350.714286,7745,8162.428571,8823.142857,9107.857143,10002.71429,10498.14286,11049.85714,11832.57143,11810.14286,12729.57143,13558.42857,13947.42857,13351.85714,13810,13776.28571,14406.28571,14389.28571,14408.85714,14984.57143,16821.42857,17866.85714,19552.42857,21777.71429,23139.28571,24509.28571,26453.28571,28166.57143,30005.42857,30245.42857,31247.14286,31671.85714,32807.71429,36973.28571,38612.57143,40201.14286,41725.71429,42736.85714,44601.85714,44763.42857,42451.57143,40939.71429,36443.71429,40390.71429,39629.28571,39410,39241.28571,37473.85714,37121.42857,40147.85714,38320.71429,38086.42857,37944,38386.14286,38998.42857,40160.28571,42012.57143,41308.85714,42241,42214.85714,43444.42857,44156.14286,44197.14286,42508.85714,41125.85714,39579.71429,37420.28571,36455.14286,33250.28571,31091.42857,29078.85714,26995.14286,25575.57143,25783,23281.28571,23196.71429,22348.28571,21593.71429,20814,19714.42857,18387,17135.85714,16268.71429,15561.28571,14744.42857,13894.28571,13355.14286,12784,12448.28571,11882.42857,11291.71429,10651.14286,10305.57143,9697.857143,8473,8226.142857,7894,7508.714286,7272.571429,6828.428571,6641.428571,6635.714286,6278,6218.142857,5902,5760.714286,5524,5359.571429,5247.857143,4970.142857,4763
