STATEFP,population,CmAd200121,CmAd200122,CmAd200123,CmAd200124,CmAd200125,CmAd200126,CmAd200127,CmAd200128,CmAd200129,CmAd200130,CmAd200131,CmAd200201,CmAd200202,CmAd200203,CmAd200204,CmAd200205,CmAd200206,CmAd200207,CmAd200208,CmAd200209,CmAd200210,CmAd200211,CmAd200212,CmAd200213,CmAd200214,CmAd200215,CmAd200216,CmAd200217,CmAd200218,CmAd200219,CmAd200220,CmAd200221,CmAd200222,CmAd200223,CmAd200224,CmAd200225,CmAd200226,CmAd200227,CmAd200228,CmAd200229,CmAd200301,CmAd200302,CmAd200303,CmAd200304,CmAd200305,CmAd200306,CmAd200307,CmAd200308,CmAd200309,CmAd200310,CmAd200311,CmAd200312,CmAd200313,CmAd200314,CmAd200315,CmAd200316,CmAd200317,CmAd200318,CmAd200319,CmAd200320,CmAd200321,CmAd200322,CmAd200323,CmAd200324,CmAd200325,CmAd200326,CmAd200327,CmAd200328,CmAd200329,CmAd200330,CmAd200331,CmAd200401,CmAd200402,CmAd200403,CmAd200404,CmAd200405,CmAd200406,CmAd200407,CmAd200408,CmAd200409,CmAd200410,CmAd200411,CmAd200412,CmAd200413,CmAd200414,CmAd200415,CmAd200416,CmAd200417,CmAd200418,CmAd200419,CmAd200420,CmAd200421,CmAd200422,CmAd200423,CmAd200424,CmAd200425,CmAd200426,CmAd200427,CmAd200428,CmAd200429,CmAd200430,CmAd200501,CmAd200502,CmAd200503,CmAd200504,CmAd200505,CmAd200506,CmAd200507,CmAd200508,CmAd200509,CmAd200510,CmAd200511,CmAd200512,CmAd200513,CmAd200514,CmAd200515,CmAd200516,CmAd200517,CmAd200518,CmAd200519,CmAd200520,CmAd200521,CmAd200522,CmAd200523,CmAd200524,CmAd200525,CmAd200526,CmAd200527,CmAd200528,CmAd200529,CmAd200530,CmAd200531,CmAd200601,CmAd200602,CmAd200603,CmAd200604,CmAd200605,CmAd200606,CmAd200607,CmAd200608,CmAd200609,CmAd200610,CmAd200611,CmAd200612,CmAd200613,CmAd200614,CmAd200615,CmAd200616,CmAd200617,CmAd200618,CmAd200619,CmAd200620,CmAd200621,CmAd200622,CmAd200623,CmAd200624,CmAd200625,CmAd200626,CmAd200627,CmAd200628,CmAd200629,CmAd200630,CmAd200701,CmAd200702,CmAd200703,CmAd200704,CmAd200705,CmAd200706,CmAd200707,CmAd200708,CmAd200709,CmAd200710,CmAd200711,CmAd200712,CmAd200713,CmAd200714,CmAd200715,CmAd200716,CmAd200717,CmAd200718,CmAd200719,CmAd200720,CmAd200721,CmAd200722,CmAd200723,CmAd200724,CmAd200725,CmAd200726,CmAd200727,CmAd200728,CmAd200729,CmAd200730,CmAd200731,CmAd200801,CmAd200802,CmAd200803,CmAd200804,CmAd200805,CmAd200806,CmAd200807,CmAd200808,CmAd200809,CmAd200810,CmAd200811,CmAd200812,CmAd200813,CmAd200814,CmAd200815,CmAd200816,CmAd200817,CmAd200818,CmAd200819,CmAd200820,CmAd200821,CmAd200822,CmAd200823,CmAd200824,CmAd200825,CmAd200826,CmAd200827,CmAd200828,CmAd200829,CmAd200830,CmAd200831,CmAd200901,CmAd200902,CmAd200903,CmAd200904,CmAd200905,CmAd200906,CmAd200907,CmAd200908,CmAd200909,CmAd200910,CmAd200911,CmAd200912,CmAd200913,CmAd200914,CmAd200915,CmAd200916,CmAd200917,CmAd200918,CmAd200919,CmAd200920,CmAd200921,CmAd200922,CmAd200923,CmAd200924,CmAd200925,CmAd200926,CmAd200927,CmAd200928,CmAd200929,CmAd200930,CmAd201001,CmAd201002,CmAd201003,CmAd201004,CmAd201005,CmAd201006,CmAd201007,CmAd201008,CmAd201009,CmAd201010,CmAd201011,CmAd201012,CmAd201013,CmAd201014,CmAd201015,CmAd201016,CmAd201017,CmAd201018,CmAd201019,CmAd201020,CmAd201021,CmAd201022,CmAd201023,CmAd201024,CmAd201025,CmAd201026,CmAd201027,CmAd201028,CmAd201029,CmAd201030,CmAd201031,CmAd201101,CmAd201102,CmAd201103,CmAd201104,CmAd201105,CmAd201106,CmAd201107,CmAd201108,CmAd201109,CmAd201110,CmAd201111,CmAd201112,CmAd201113,CmAd201114,CmAd201115,CmAd201116,CmAd201117,CmAd201118,CmAd201119,CmAd201120,CmAd201121,CmAd201122,CmAd201123,CmAd201124,CmAd201125,CmAd201126,CmAd201127,CmAd201128,CmAd201129,CmAd201130,CmAd201201,CmAd201202,CmAd201203,CmAd201204,CmAd201205,CmAd201206,CmAd201207,CmAd201208,CmAd201209,CmAd201210,CmAd201211,CmAd201212,CmAd201213,CmAd201214,CmAd201215,CmAd201216,CmAd201217,CmAd201218,CmAd201219,CmAd201220,CmAd201221,CmAd201222,CmAd201223,CmAd201224,CmAd201225,CmAd201226,CmAd201227,CmAd201228,CmAd201229,CmAd201230,CmAd201231,CmAd210101,CmAd210102,CmAd210103,CmAd210104,CmAd210105,CmAd210106,CmAd210107,CmAd210108,CmAd210109,CmAd210110,CmAd210111,CmAd210112,CmAd210113,CmAd210114,CmAd210115,CmAd210116,CmAd210117,CmAd210118,CmAd210119,CmAd210120,CmAd210121,CmAd210122,CmAd210123,CmAd210124,CmAd210125,CmAd210126,CmAd210127,CmAd210128,CmAd210129,CmAd210130,CmAd210131,CmAd210201,CmAd210202,CmAd210203,CmAd210204,CmAd210205,CmAd210206,CmAd210207,CmAd210208,CmAd210209,CmAd210210,CmAd210211,CmAd210212,CmAd210213,CmAd210214,CmAd210215,CmAd210216,CmAd210217,CmAd210218,CmAd210219,CmAd210220,CmAd210221,CmAd210222,CmAd210223,CmAd210224,CmAd210225,CmAd210226,CmAd210227,CmAd210228,CmAd210301,CmAd210302,CmAd210303
01,4864680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.47,0.6,0.8,1.05,1.6,2.18,2.69,3.23,4.03,4.97,7.93,11.06,13.14,14.8,17.06,19.47,20.54,22.78,26.11,31.55,33.55,37.82,41.22,45.16,51.35,58.34,61.83,67.05,73.65,78.22,81.26,87.18,90.53,93.98,97.09,100.79,104.39,109.5,115.32,119.88,123.87,127.72,131.99,134.42,138.76,142.35,145.29,149.94,156.45,162.15,166.75,173.43,178.66,185.95,192.92,198.74,203.28,208.93,215.1,219.95,228.2,233.79,239.97,241.97,248.44,254.41,268.3,275.74,281.01,290.85,297.61,308.06,321.71,329.56,339.8,350.09,356.84,369.03,380.99,385.86,387.51,392.05,398.53,412.01,421.4,430.14,440.36,452.01,469.61,487.39,505.71,526.55,540.06,553.21,561.43,579.81,596.17,607.42,617.12,626.02,639.24,659.12,682.59,702.68,721.18,728.54,764.18,782.07,800.92,824.54,860.59,881.09,903.51,922.53,941.17,965.37,1010.84,1038.26,1067.84,1101.55,1141.8,1176.95,1214.2,1255.75,1296.92,1340.97,1377.5,1416.15,1446.3,1476.21,1525.53,1562.38,1606.07,1629.99,1667.43,1693.14,1722.25,1762.95,1803.26,1836.69,1879.75,1904.77,1926.17,1945.74,1985.58,2020.71,2059.19,2083.06,2117.71,2134.8,2154.02,2169.87,2185.32,2211.45,2228.99,2240.72,2268.62,2291.58,2311.54,2335.86,2354.36,2365.21,2399.13,2410.07,2451.43,2487.79,2511.68,2546.7,2574.37,2591.29,2623.32,2636.12,2657.63,2680.4,2709.39,2719.89,2733.44,2746.45,2763.12,2786.72,2810.11,2829.5,2852.29,2866.77,2881.18,2900.23,2914.0,2936.74,2963.48,2979.89,2996.7,3013.23,3024.93,3046.57,3096.98,3116.16,3131.16,3144.77,3156.51,3180.09,3201.53,3221.14,3255.71,3271.93,3283.11,3298.82,3318.16,3329.61,3360.24,3382.05,3398.83,3413.91,3436.88,3452.99,3477.35,3502.27,3528.74,3548.56,3566.22,3587.66,3611.21,3639.79,3718.97,3767.48,3789.66,3809.54,3832.46,3858.55,3888.21,3915.9,3952.68,3987.62,4006.27,4027.58,4065.57,4093.96,4125.94,4162.29,4187.06,4211.11,4246.26,4288.81,4329.93,4391.18,4436.94,4477.62,4506.61,4539.83,4594.05,4643.88,4694.51,4742.51,4779.47,4811.83,4869.08,4919.5,4973.75,4992.6,5036.16,5082.12,5129.3,5198.7,5279.44,5352.03,5430.96,5500.65,5547.68,5596.03,5687.22,5759.62,5856.95,5936.16,6019.74,6077.09,6123.63,6198.41,6282.84,6379.35,6489.29,6576.05,6628.43,6677.36,6779.71,6877.51,6964.51,7039.02,7060.24,7104.85,7151.49,7231.8,7334.91,7425.48,7518.42,7594.7,7645.6,7690.02,7803.04,7897.42,8001.14,8105.1,8205.06,8261.59,8304.76,8383.86,8448.55,8522.31,8582.85,8647.66,8687.07,8716.46,8768.16,8832.13,8891.36,8964.35,9033.32,9068.84,9106.64,9166.26,9231.56,9306.55,9365.1,9365.1,9448.49,9473.59,9516.31,9559.85,9616.73,9647.48,9688.43,9711.29,9730.3,9757.39,9786.19,9817.09,9839.64,9864.08,9886.18,9900.03,9918.19,9932.14,9956.77,9974.18,9990.09,10007.71,10021.63,10051.49,10077.13,10095.42,10110.61,10127.76,10139.45,10150.08,10163.48,10219.67
02,733430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.41,0.82,1.23,1.64,1.91,2.86,3.0,4.91,5.73,8.04,9.41,11.59,13.91,15.54,16.36,18.13,19.5,19.77,21.27,23.04,24.95,25.77,28.77,30.41,31.77,33.27,34.77,36.81,37.5,38.59,39.68,40.63,41.86,42.54,43.22,43.49,44.59,45.4,45.68,45.95,45.95,46.22,46.77,47.58,48.13,48.13,49.36,49.49,49.9,50.18,50.31,50.45,50.86,51.27,51.4,51.54,51.81,52.22,52.22,52.77,52.9,53.45,53.99,54.4,54.4,54.67,54.67,54.95,55.63,55.63,56.04,56.58,56.72,58.49,59.31,59.86,63.67,64.63,67.49,70.08,73.63,76.63,78.54,79.76,82.35,83.99,86.99,89.99,93.12,97.62,99.12,99.67,101.44,104.85,107.17,109.35,112.49,114.26,115.48,121.21,124.07,128.16,131.85,135.25,139.75,143.16,148.89,154.34,161.16,168.11,175.75,179.98,183.93,186.93,193.34,199.61,206.97,217.06,231.92,241.33,248.42,256.19,266.28,273.92,284.28,299.96,319.46,334.05,346.45,355.18,363.5,379.18,409.99,423.49,441.76,454.03,469.85,485.53,505.98,525.75,536.79,547.29,555.06,560.79,569.24,580.7,594.06,602.92,609.06,618.05,630.46,646.14,657.73,672.18,679.0,688.14,697.68,709.13,718.68,731.36,740.08,749.49,749.36,755.9,766.81,783.31,797.76,804.98,810.3,814.53,824.21,838.53,856.11,869.48,881.07,885.7,890.2,898.79,915.29,929.74,943.78,952.1,962.33,968.05,975.01,989.6,1004.19,1016.05,1028.32,1038.95,1045.23,1052.32,1071.27,1087.22,1102.08,1117.49,1133.58,1151.03,1165.35,1183.34,1200.39,1220.16,1245.93,1274.56,1294.06,1311.51,1329.64,1353.91,1388.14,1423.18,1449.49,1470.62,1489.99,1512.21,1542.89,1571.79,1602.33,1629.6,1657.96,1685.91,1717.55,1754.77,1805.63,1877.07,1924.52,1976.33,2023.92,2073.95,2125.77,2186.03,2233.21,2280.93,2333.69,2389.46,2431.72,2502.9,2585.25,2655.47,2719.14,2791.0,2859.03,2923.8,3003.56,3103.5,3191.85,3270.66,3356.83,3430.59,3496.86,3558.62,3650.25,3724.01,3791.77,3870.44,3961.93,4036.65,4127.18,4217.58,4301.43,4370.83,4439.55,4534.45,4638.07,4741.01,4868.49,4972.25,5040.29,5117.19,5197.22,5282.3,5367.38,5437.74,5524.73,5582.81,5620.71,5703.75,5756.24,5822.37,5867.5,5894.63,5916.04,5975.89,6024.98,6062.06,6062.06,6112.24,6152.6,6169.64,6194.05,6246.27,6314.71,6314.71,6423.52,6463.88,6499.46,6525.23,6569.54,6613.86,6667.98,6709.98,6744.34,6773.93,6773.93,6830.51,6875.37,6915.86,6940.68,6978.17,6999.17,7016.62,7038.84,7065.98,7105.11,7138.79,7160.87,7171.51,7182.69,7206.82,7235.05,7259.32,7279.09,7296.95,7310.04,7329.12,7359.67,7384.62,7418.57,7418.57,7418.57,7484.29,7501.19,7528.19,7548.5,7568.96,7568.96,7568.96,7568.96,7636.72,7644.22,7672.99,7701.62,7701.62,7701.62,7747.3,7754.66,7778.93,7803.88,7818.88,7818.88,7818.88,7871.51,7891.14,7917.18
04,6946685,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.04,0.07,0.07,0.09,0.09,0.13,0.13,0.13,0.17,0.19,0.26,0.29,0.4,0.68,1.01,1.5,2.2,3.37,4.69,5.79,7.31,9.57,11.13,13.39,16.83,18.69,20.34,23.03,25.47,29.06,32.66,35.5,37.1,39.24,43.45,44.8,48.84,50.95,53.29,54.79,57.03,60.95,64.88,67.93,70.95,72.9,75.59,78.58,83.05,87.02,90.4,93.94,96.68,100.02,103.68,110.1,114.62,120.4,124.38,128.39,133.95,139.74,143.16,151.53,157.77,160.06,163.82,168.94,175.28,182.45,189.57,196.22,200.63,203.98,209.68,214.45,220.46,224.68,230.9,235.21,238.4,241.6,248.49,255.7,265.81,277.18,286.99,289.68,305.9,320.22,328.47,350.8,367.33,387.58,399.63,408.77,431.59,453.81,477.45,500.57,517.56,532.7,565.71,592.5,629.52,675.34,722.62,758.15,788.39,840.65,866.7,911.18,959.82,1009.86,1064.69,1073.92,1142.98,1211.4,1259.52,1322.85,1362.03,1412.56,1461.73,1513.8,1564.92,1623.55,1683.49,1727.31,1763.13,1783.83,1844.42,1891.71,1939.49,1994.84,2034.54,2067.81,2091.93,2141.02,2168.79,2202.91,2251.32,2304.05,2332.64,2359.66,2389.54,2423.62,2460.24,2506.35,2548.25,2569.18,2584.05,2598.89,2623.27,2645.06,2664.64,2680.79,2693.17,2701.06,2717.56,2728.24,2747.35,2761.17,2773.55,2786.28,2793.09,2806.1,2815.27,2825.88,2834.81,2848.97,2851.96,2856.34,2868.89,2871.8,2881.55,2889.06,2898.03,2903.47,2905.93,2913.26,2920.79,2936.13,2946.53,2958.5,2962.16,2965.03,2966.13,2973.33,2979.87,2987.4,2996.08,3001.63,3004.68,3011.72,3021.74,3046.96,3075.75,3074.13,3080.85,3084.2,3092.77,3099.08,3107.22,3114.68,3121.26,3127.19,3131.18,3140.85,3145.54,3155.66,3163.78,3172.78,3177.88,3182.68,3194.86,3203.8,3216.02,3226.01,3238.74,3247.23,3254.39,3264.13,3277.25,3292.91,3303.85,3316.86,3327.47,3338.76,3353.24,3367.76,3381.67,3396.01,3410.23,3428.97,3443.27,3457.16,3473.01,3491.02,3513.89,3540.71,3562.62,3574.27,3596.55,3611.12,3639.76,3670.25,3705.13,3732.7,3752.09,3792.38,3817.58,3838.44,3895.33,3935.69,3966.25,3990.09,4049.18,4096.26,4157.48,4216.11,4275.38,4314.26,4364.5,4432.95,4487.42,4524.81,4587.73,4646.45,4692.81,4707.94,4869.29,4936.53,5011.51,5111.13,5199.4,5243.88,5273.94,5465.37,5531.29,5614.87,5731.51,5839.56,5882.6,6052.66,6148.56,6209.15,6312.56,6392.08,6489.53,6529.75,6641.23,6770.87,6847.96,6960.18,7010.44,7100.9,7118.34,7264.13,7349.52,7418.88,7540.7,7633.38,7761.43,8009.35,8083.32,8229.48,8329.48,8469.98,8668.11,8808.52,8904.19,9036.99,9194.87,9266.05,9408.03,9538.32,9648.26,9700.77,9778.51,9875.62,9986.14,10123.52,10224.63,10330.01,10401.71,10483.14,10575.02,10661.19,10738.59,10807.85,10883.28,10919.97,10975.85,11033.25,11074.3,11136.77,11185.74,11231.26,11240.93,11274.86,11351.31,11376.23,11411.13,11433.14,11460.06,11480.83,11499.66,11515.48,11541.35,11561.74,11588.79,11619.4,11635.0,11658.78,11682.69,11698.43,11716.35,11737.18,11751.42,11764.35,11779.26,11793.84,11812.27
05,2990671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.23,0.3,0.53,0.74,0.74,1.1,2.07,2.71,3.24,4.61,4.68,7.66,10.2,11.64,12.71,13.44,14.85,16.92,18.69,20.66,22.5,24.24,24.44,28.05,30.63,32.97,35.58,37.85,39.66,40.43,41.96,47.92,48.58,51.79,52.7,55.24,57.88,58.01,64.47,72.46,76.2,82.66,87.87,90.51,93.12,95.83,97.2,101.65,104.09,105.33,106.8,108.91,110.54,112.42,115.89,118.4,120.14,120.14,129.9,130.81,134.65,136.96,141.47,144.58,148.7,154.71,156.59,160.27,162.84,177.45,182.84,188.15,193.0,196.28,200.82,203.83,211.96,220.15,227.94,236.23,242.55,254.63,261.41,273.95,281.11,295.49,306.35,315.65,327.22,337.38,351.56,376.07,393.69,406.63,420.41,427.83,441.87,451.17,471.4,487.58,501.23,518.24,534.83,556.53,572.68,603.24,621.16,638.85,652.9,670.62,685.16,713.49,730.24,746.39,765.95,778.69,789.05,812.56,839.84,863.92,896.65,912.64,930.16,959.32,977.97,1006.26,1025.29,1050.27,1070.83,1092.46,1118.41,1136.2,1169.37,1198.76,1223.81,1244.64,1268.88,1292.92,1318.2,1343.34,1369.49,1391.59,1412.12,1436.33,1462.18,1491.54,1514.54,1546.61,1572.86,1591.18,1611.85,1625.05,1648.89,1670.19,1690.49,1713.66,1735.73,1748.87,1762.21,1786.56,1805.31,1833.94,1851.96,1864.6,1874.76,1891.01,1913.58,1937.32,1965.04,1988.75,2004.63,2016.94,2026.3,2044.89,2074.85,2104.71,2122.47,2145.0,2156.71,2167.14,2181.75,2196.4,2227.86,2279.29,2293.06,2307.14,2337.33,2366.06,2396.65,2422.9,2458.01,2475.43,2497.03,2520.81,2552.57,2583.73,2614.13,2638.14,2657.26,2679.97,2703.84,2734.7,2770.31,2799.71,2827.19,2842.57,2857.72,2882.46,2907.37,2950.64,2989.8,3019.12,3038.28,3059.61,3082.65,3116.96,3163.7,3195.17,3224.59,3245.69,3263.72,3292.91,3330.26,3368.41,3410.37,3452.3,3474.91,3494.93,3530.34,3562.58,3598.76,3636.61,3680.75,3725.49,3743.84,3771.09,3818.81,3870.74,3929.52,3981.48,4012.41,4041.87,4092.33,4154.55,4212.87,4285.99,4348.86,4376.07,4419.38,4470.37,4522.0,4596.69,4664.91,4721.95,4767.99,4809.36,4877.8,4944.58,5017.57,5048.47,5090.06,5129.72,5178.27,5243.2,5317.27,5407.68,5502.51,5576.81,5625.09,5659.03,5737.94,5815.25,5884.83,5976.12,6063.12,6105.85,6149.86,6223.25,6309.02,6411.84,6507.14,6596.81,6647.27,6697.56,6763.57,6857.99,6968.8,7038.62,7063.6,7094.26,7148.76,7240.31,7346.65,7433.75,7577.36,7650.76,7718.2,7758.13,7894.85,8021.78,8130.38,8229.49,8325.26,8436.57,8476.86,8588.31,8671.6,8750.71,8853.83,8939.6,8973.3,9010.75,9053.45,9137.11,9233.11,9302.09,9364.05,9400.87,9422.5,9507.26,9567.79,9630.25,9686.96,9747.04,9775.77,9816.56,9869.32,9950.18,10031.43,10091.31,10135.72,10159.36,10181.33,10229.74,10265.92,10303.01,10324.94,10357.74,10371.75,10382.55,10389.17,10411.71,10420.57,10428.96,10446.18,10456.08,10465.28,10494.97,10520.92,10545.39,10562.78,10580.7,10666.47,10673.83,10688.34,10701.38
06,39148760,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.07,0.07,0.07,0.07,0.08,0.1,0.11,0.14,0.17,0.21,0.26,0.29,0.44,0.46,0.52,0.64,0.82,0.97,1.22,1.5,1.87,2.28,2.73,3.28,3.94,4.73,5.72,6.75,8.13,10.37,12.55,14.22,16.15,18.96,21.92,25.18,28.58,32.1,35.24,38.83,41.79,44.8,48.64,51.58,54.58,57.27,59.58,62.16,65.8,69.24,71.88,75.09,78.75,80.57,86.5,91.56,95.97,100.98,105.67,108.79,111.6,115.48,118.96,124.92,128.92,133.64,137.3,140.67,143.89,150.32,155.27,159.6,165.05,170.69,173.83,177.56,181.74,187.03,191.44,196.72,201.62,205.28,209.31,214.52,219.99,226.03,231.94,237.08,242.01,247.82,255.24,260.22,265.83,273.43,281.23,288.93,295.39,301.62,307.56,313.97,323.15,329.89,337.17,343.02,350.57,357.97,367.08,376.22,384.26,390.7,397.62,406.48,417.33,426.92,436.39,446.64,456.74,471.59,487.98,500.37,514.48,528.82,540.13,554.18,572.16,593.0,612.44,633.99,654.68,677.35,693.73,709.78,735.06,756.87,775.29,795.7,817.47,837.0,858.79,885.32,908.07,931.73,957.69,978.82,999.93,1022.24,1048.22,1079.29,1106.48,1131.83,1157.96,1173.31,1193.15,1213.2,1241.52,1262.54,1282.99,1301.46,1317.89,1333.98,1346.81,1360.9,1381.94,1400.15,1420.63,1438.73,1466.88,1497.05,1520.09,1540.82,1566.44,1588.76,1605.44,1622.0,1636.06,1652.01,1669.02,1685.85,1699.48,1711.28,1727.35,1742.89,1756.41,1770.07,1783.94,1794.43,1804.88,1820.09,1830.53,1844.34,1858.04,1871.56,1882.75,1890.82,1897.09,1905.84,1913.72,1923.48,1933.97,1942.8,1949.97,1959.35,1966.64,1975.33,1984.59,1996.07,2005.37,2013.03,2023.61,2030.91,2039.27,2047.76,2058.13,2067.02,2073.37,2081.28,2089.31,2097.45,2105.57,2115.94,2123.93,2131.96,2139.84,2146.48,2155.19,2164.52,2174.34,2182.19,2189.28,2196.64,2205.98,2214.87,2223.26,2232.77,2238.28,2243.73,2254.64,2265.95,2273.77,2289.79,2304.86,2315.89,2322.79,2333.92,2346.5,2356.86,2367.62,2380.22,2388.96,2398.24,2411.68,2425.07,2438.45,2454.44,2471.59,2484.88,2500.32,2517.57,2539.9,2553.08,2577.83,2603.02,2623.37,2646.27,2675.33,2702.76,2731.93,2765.54,2800.6,2834.94,2857.44,2902.95,2945.19,2981.32,3004.28,3047.53,3081.27,3115.03,3160.23,3202.83,3249.25,3305.05,3367.0,3430.87,3504.43,3573.98,3641.07,3722.25,3808.69,3903.51,3971.68,4063.14,4140.28,4227.68,4383.35,4499.1,4622.33,4717.76,4827.3,4937.79,5028.08,5142.41,5231.12,5273.96,5439.96,5535.89,5642.46,5729.73,5812.46,5894.87,5991.83,6125.16,6216.9,6320.92,6416.1,6509.77,6612.96,6743.03,6863.78,6972.19,7075.74,7192.9,7299.3,7403.23,7503.11,7599.13,7679.89,7744.84,7844.74,7893.84,7959.16,8023.06,8081.82,8137.2,8205.85,8261.02,8308.61,8358.76,8409.17,8453.98,8489.7,8534.62,8567.42,8599.5,8637.0,8672.8,8702.42,8728.5,8763.2,8790.0,8811.96,8838.9,8863.25,8886.69,8901.9,8914.7,8937.09,8953.11,8973.16,8993.29,9008.79,9020.65,9033.35,9049.34,9064.29,9078.69,9096.29,9107.56,9116.49,9127.19,9138.21,9149.46
08,5531141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.14,0.14,0.22,0.31,0.61,0.89,1.41,1.86,2.46,2.91,3.31,3.91,5.03,6.58,8.59,10.67,12.94,16.16,19.31,24.05,28.91,34.28,38.49,45.13,51.73,58.05,64.83,72.75,78.88,85.05,88.57,93.65,97.95,107.92,115.08,121.46,129.21,136.43,141.58,147.69,155.1,162.15,169.1,173.85,180.43,186.98,194.95,201.66,219.7,232.07,239.88,247.74,255.84,264.2,273.47,281.44,289.25,296.38,301.37,310.51,319.39,329.37,337.85,347.05,352.21,356.64,362.6,368.64,375.46,382.76,389.72,395.13,399.99,405.29,410.95,417.64,422.93,430.98,434.79,438.54,443.9,447.92,454.08,462.87,471.58,476.65,480.24,484.06,488.98,494.4,499.01,503.22,505.99,509.28,512.25,514.98,517.65,520.81,524.34,526.38,529.44,532.02,536.2,540.32,545.49,548.42,551.86,554.84,558.24,562.98,568.83,574.56,578.65,583.79,587.49,591.16,596.84,602.68,607.6,612.89,616.51,620.41,627.66,636.13,643.7,654.66,662.3,667.73,674.42,682.7,691.36,701.79,712.49,719.76,726.47,734.91,744.01,754.76,766.73,779.19,792.73,802.08,808.57,821.17,829.58,837.77,848.79,856.19,864.18,869.97,876.71,888.48,897.34,905.44,912.85,918.42,923.93,930.86,937.37,944.51,950.74,955.82,961.61,965.28,970.4,975.26,981.44,988.19,993.27,1002.34,1007.03,1015.63,1018.7,1025.21,1033.39,1036.42,1039.84,1044.94,1050.74,1055.7,1060.9,1067.07,1073.23,1078.01,1081.57,1084.82,1090.03,1095.18,1100.7,1108.47,1114.44,1121.5,1131.32,1140.23,1150.09,1162.09,1169.63,1179.65,1192.09,1203.22,1214.69,1224.79,1238.55,1246.99,1256.02,1264.97,1273.84,1285.27,1296.71,1309.93,1318.52,1326.83,1338.4,1347.55,1363.37,1377.4,1393.35,1411.05,1423.79,1437.3,1453.84,1468.14,1490.52,1513.47,1533.21,1551.27,1567.98,1590.38,1613.5,1638.7,1664.52,1699.27,1730.96,1766.11,1791.87,1819.05,1856.13,1897.02,1949.76,2000.31,2039.74,2085.72,2139.81,2208.77,2267.11,2325.22,2384.14,2454.23,2517.49,2595.36,2698.58,2816.07,2901.01,2972.41,3053.44,3131.72,3222.19,3331.32,3436.9,3529.47,3603.16,3680.58,3758.39,3840.36,3935.08,4023.47,4096.21,4159.3,4239.67,4316.99,4399.16,4497.79,4573.38,4666.74,4745.13,4821.25,4888.34,4960.17,5042.65,5126.81,5195.38,5237.24,5272.78,5343.53,5396.57,5461.55,5525.48,5574.8,5614.07,5653.68,5702.21,5749.75,5798.33,5845.61,5873.45,5898.89,5934.56,5968.35,6014.78,6067.08,6117.31,6155.22,6192.1,6241.73,6300.38,6337.93,6418.17,6462.77,6524.1,6563.18,6595.66,6624.04,6667.25,6714.02,6755.33,6788.17,6814.53,6839.66,6870.17,6895.76,6922.95,6963.36,6986.48,7014.1,7037.01,7062.96,7095.24,7135.38,7155.34,7161.63,7180.04,7220.64,7238.71,7263.44,7293.47,7325.79,7350.69,7371.01,7390.75,7406.28,7419.52,7448.68,7487.98,7507.69,7518.47,7537.41,7551.57,7572.07,7595.07,7617.36,7633.87,7651.37,7667.44,7686.57,7706.93,7728.95,7746.59,7776.5,7791.7,7813.69,7827.3,7849.07
