"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","agOver65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP"
"639",38051,4021,1970,225,515,185,102,1137,180,214,276,296,1178,7.14,46.68,29.3,99.65,0.02,0.15,0.15,0.15,0.02,0,51.19
"640",38075,3160,1667,178,530,222,113,1194,149,164,168,157,620,10.6,60.19,19.62,98.32,0.44,0.19,0.73,0.35,0.16,0,25.83
"641",38001,3174,1666,214,471,194,115,1175,157,148,148,180,681,9.74,58.6,21.46,99.59,0.09,0.03,0.32,0,0,0,27.48
"642",38059,23700,13345,1709,4198,1835,1203,10195,1216,1020,1081,1087,3194,12.82,67.94,13.48,97.89,0.05,0.31,1.77,0.18,0.1,0,29.55
"643",38105,21129,11795,1593,3814,1431,920,8938,1048,930,869,929,3008,11.13,67.89,14.24,94.77,0.09,0.52,4.78,0.2,0.16,0,23.18
"644",38005,7198,3576,715,1433,547,371,2697,322,297,308,306,1120,12.75,67.31,15.56,61.36,0,0.33,38.51,0.04,0.08,0,34.65
"645",38017,102874,67058,7593,14411,7495,11936,55067,4829,3888,3545,3415,10126,18.89,74.92,9.84,97.64,0.27,0.68,0.92,0.94,0.23,0,12.85
"646",38057,9808,5384,862,1862,621,300,4277,534,357,321,350,1245,9.39,71.38,12.69,97.05,0.12,0.43,2.3,0.35,0.17,0,28.77
"647",38021,6107,3266,355,906,477,391,2346,304,269,293,320,1314,14.21,59.06,21.52,99.15,0.13,0.54,0.34,0.21,0.16,0,31.16
"648",38023,2899,1430,159,426,141,76,909,164,152,143,169,777,7.49,51.54,26.8,99.34,0.03,0.24,0.31,0.21,0.1,0,30.57
"649",38063,4410,2209,237,627,241,94,1377,223,235,241,296,1174,7.6,50.82,26.62,99.68,0.05,0.18,0.16,0.05,0.07,0,30.57
"650",38069,5052,2542,272,789,319,198,1724,242,254,259,289,1223,10.23,55.13,24.21,99.19,0.04,0.02,0.46,0.3,0.02,0,34.08
"651",38047,2847,1489,173,391,186,90,935,139,165,178,214,652,9.69,52.65,22.9,99.68,0.04,0.32,0.18,0.04,0.07,0,48.13
"652",38031,3983,2065,276,633,273,136,1428,184,189,222,227,824,10.27,58.67,20.69,99.32,0,0.25,0.55,0.05,0.08,0,30.58
"653",38053,6383,3392,577,1201,466,229,2576,350,266,277,256,880,10.89,68.21,13.79,85.26,0.05,0.85,14.44,0.05,0.2,0,27.28
"654",38093,22241,12850,1487,3396,1536,1290,9457,1108,996,1012,1179,3606,12.71,64.48,16.21,98.6,0.23,0.38,0.63,0.39,0.14,0,26.49
"655",38055,10457,5388,679,1840,698,333,3899,556,460,483,524,2016,9.86,61.38,19.28,94.39,0.03,0.36,5.36,0.08,0.14,0,31.76
"656",38083,2148,1133,135,292,119,64,701,122,115,132,152,499,8.52,52.51,23.23,99.53,0,0.05,0.42,0.05,0,0,50.49
"657",38085,3761,1905,460,928,360,231,1607,179,125,126,101,235,15.71,79.63,6.25,24.09,0.08,0.77,75.41,0.32,0.11,0,31.66
"658",38077,18148,10306,1301,2933,1594,1310,7946,799,698,749,797,2925,16,67.11,16.12,97.06,0.12,0.25,2.28,0.44,0.1,0,24.11
"659",38089,22832,13046,1790,3941,1703,1497,10277,1027,949,893,942,3013,14.02,70.11,13.2,98.79,0.07,0.55,0.63,0.32,0.19,0,26.93
"660",38015,60131,36976,4532,9655,4440,4063,28914,3194,2626,2483,2316,6411,14.14,71.68,10.66,96.63,0.11,0.6,2.65,0.37,0.24,0,17.02
"661",38009,8011,4273,486,1209,662,330,3090,412,353,362,424,1675,12.38,59.73,20.91,98.96,0.07,0.2,0.72,0.19,0.05,0,25.11
"662",38095,3627,1834,287,546,215,133,1288,171,138,191,188,818,9.59,58.48,22.55,98.32,0.06,0.14,1.46,0.14,0.03,0,28.05
"663",38081,4549,2512,295,709,323,179,1754,290,240,181,267,813,11.04,60.63,17.87,99.54,0.02,0.22,0.22,0.11,0.11,0,27.34
"664",38101,57921,35158,5011,8895,4382,5746,28777,2468,2181,2060,2018,6511,17.49,73.69,11.24,94.17,2.44,1.48,1.66,0.96,0.77,0,17.2
"665",20071,1774,949,153,330,92,71,690,75,68,94,86,278,9.19,66.12,15.67,95.1,0.62,6.03,0.11,0.11,4.06,0,17.64
"666",20059,21994,12403,1759,3476,1520,1394,9222,1163,996,1009,937,3432,13.25,65.73,15.6,96.4,1.28,2.14,0.85,0.44,1.03,0,22.88
"667",20147,6590,3415,427,975,362,227,2298,347,335,327,358,1523,8.94,56.15,23.11,99,0.24,0.49,0.18,0.42,0.15,0,26.05
"668",20085,11525,6357,842,1963,798,570,4576,704,556,485,533,1866,11.87,64.04,16.19,92.89,0.36,1.09,6.26,0.07,0.43,0,19.2
"669",20145,7555,4152,452,1113,565,312,3023,410,384,395,332,1446,11.61,60.73,19.14,93.7,3.16,3.39,0.36,0.74,2.04,0,17.94
"670",20027,9158,4718,593,1386,536,403,3308,440,400,435,496,2100,10.25,57.73,22.93,99.13,0.2,0.41,0.19,0.28,0.21,0,22.24
"671",20011,14966,8038,1071,2198,1103,768,5807,773,626,682,758,3051,12.5,60.64,20.39,96.47,2.8,0.53,0.4,0.13,0.19,0,26.11
"672",20157,6482,3208,394,842,325,187,2037,315,331,373,390,1800,7.9,50.49,27.77,99.54,0.05,0.23,0.19,0.19,0.05,0,21.67
"673",20043,8134,4545,536,1224,727,480,3390,409,364,337,404,1470,14.84,63.31,18.07,96.37,1.91,0.59,1.19,0.21,0.32,0,26.96
"674",20175,18743,11107,1732,3384,1384,1499,8859,842,749,760,659,1758,15.38,74.56,9.38,77.34,5.91,19.53,0.76,2.4,13.59,0,27.76
"675",20057,27463,16040,2459,4374,2185,2278,12659,1314,1100,1015,1074,3468,16.25,70.98,12.63,83.29,1.72,14.87,0.56,2.41,12.01,0,23.37
"676",20125,38816,21285,2783,5692,2764,2092,15154,2205,1799,1804,1871,7508,12.51,60.87,19.34,90.17,6.28,1.93,2.31,0.38,0.86,0,27.02
"677",20117,11705,5923,829,1859,623,420,4030,565,530,579,629,2684,8.91,57.39,22.93,99.38,0.09,0.42,0.29,0.09,0.15,0,22.47
"678",20207,4116,2040,246,583,232,143,1398,185,156,207,253,1088,9.11,54.11,26.43,98.62,0.36,0.61,0.73,0.12,0.17,0,29.4
"679",20105,3653,1830,206,517,214,97,1219,169,166,185,241,950,8.51,53.16,26.01,99.51,0.03,0.41,0.3,0.03,0.14,0,22.37
"680",20055,33070,19209,3493,6335,2544,2726,16242,1440,1093,1034,874,2559,15.94,78.83,7.74,80.01,1.34,25.26,0.77,3.61,14.27,0,29.1
"681",20187,2333,1328,214,430,156,126,958,134,117,122,104,254,12.09,68.67,10.89,86.37,0.09,16.8,0.73,0.34,12.47,0,23.12
"682",20179,3043,1627,223,507,190,93,1104,135,158,185,188,543,9.3,60.27,17.84,99.21,0,0.85,0.26,0.2,0.33,0,18.47
"683",20017,3021,1567,197,438,188,107,1075,167,139,141,164,700,9.76,56.6,23.17,99.14,0.17,1.32,0.36,0.03,0.3,0,22.07
"684",20051,26004,15804,1774,3981,2119,2734,12532,1182,988,1000,1078,3469,18.66,70.32,13.34,98.58,0.42,0.79,0.17,0.57,0.25,0,19.38
"685",20209,161993,94894,13462,25697,11360,11466,73054,8014,6798,6873,7061,21034,14.09,69.27,12.98,67.12,27.45,6.79,0.69,1.13,3.62,0,30.13
"686",20035,36915,21109,2594,5657,2673,2256,15452,1978,1760,1711,1743,6020,13.35,64.21,16.31,92.89,2.87,2.97,1.93,0.88,1.42,0,23.09
"687",20021,21374,11962,1427,3270,1540,1315,8624,1282,1022,917,1061,3771,13.36,62.32,17.64,95.64,0.54,0.82,3.56,0.09,0.17,0,29.84
"688",20155,62389,36379,4298,9205,4306,3599,26627,3356,2974,2798,3012,10119,12.67,64.32,16.22,93.95,2.74,3.97,0.58,0.31,2.42,0,22.58
"689",20197,6603,3650,450,1057,443,294,2566,378,307,340,338,1167,11.16,61.68,17.67,98.33,0.62,1.76,0.36,0.11,0.58,0,16.15
"690",20033,2313,1144,152,330,125,86,762,103,135,122,104,605,9.12,53.78,26.16,99.05,0.26,0.56,0.52,0,0.17,0,22.02
"691",20109,3081,1645,210,476,200,106,1120,134,160,161,200,620,9.93,58.62,20.12,98.9,0.36,0.84,0.26,0,0.49,0,21.69
"692",24041,30549,17988,1939,3590,1551,1630,12036,1809,1583,1552,1912,6128,10.41,57.5,20.06,81.29,18.01,0.55,0.14,0.32,0.24,0,23.45
"693",24023,28138,16651,1951,4334,2170,1787,12349,1667,1385,1280,1305,3867,14.06,66.22,13.74,99.38,0.37,0.39,0.08,0.13,0.04,0,31.65
"694",24015,71347,44474,5608,10609,5476,5028,33960,4454,3304,3058,2989,7365,14.72,70.33,10.32,94.54,4.54,0.89,0.21,0.42,0.29,0,27.8
"695",24039,23440,15209,1234,2701,1839,2153,11469,1180,1033,1086,1233,3504,17.03,65.72,14.95,60.93,38.15,0.98,0.2,0.41,0.31,0,38.77
"696",24043,121393,77066,8093,15086,7731,9477,57002,7028,5884,5668,5841,16791,14.18,66.05,13.83,92.94,5.97,0.75,0.2,0.62,0.27,0,30.74
"697",24033,724502,497705.94,55046.88,94844.09,51374.05,69831.63,391898.97,44915.53,35626.64,28856.18,23299.73,50013.99,16.73,74.78,6.9,43.14,50.71,4.11,0.32,3.82,2.01,0,16.76
"698",24005,690120.98,442831.3,47142.49,80853.16,40360.27,50470.78,323948.07,40810.96,33165.26,32752.46,34881.25,96567.32,13.16,65.49,13.99,84.94,12.35,1.17,0.21,2.23,0.27,0,21.63
"699",31021,7868,4047,518,1249,497,257,2763,377,381,415,463,1702,9.58,57.57,21.63,98.49,0.1,0.94,0.89,0.18,0.34,0,22.43
"700",31047,19940,10909,1406,3250,1378,877,7877,1147,910,910,981,3459,11.31,62.85,17.35,97.94,0.08,3.32,0.33,0.2,1.46,0,21.2
"701",31155,18285,10147,1365,3038,1188,811,7279,990,846,951,897,2919,10.93,63.89,15.96,99.3,0.08,0.57,0.25,0.15,0.22,0,20.94
"702",31171,851,456,52,164,68,27,328,58,33,40,50,126,11.16,63.92,14.81,99.53,0,1.29,0.47,0,0,0,21.18
"703",31003,7965,3978,656,1401,525,269,2880,371,346,369,391,1551,9.97,61.98,19.47,99.56,0.03,0.06,0.25,0.1,0.06,0,22.45
"704",31071,2141,1072,135,301,150,72,725,121,134,96,114,515,10.37,54.23,24.05,99.63,0,0.14,0.14,0.23,0,0,26.16
"705",31165,1549,891,100,243,97,47,566,89,111,107,82,251,9.3,58.68,16.2,97.48,0,2.84,0.06,0.13,2.32,0,22.88
"706",31049,2237,1138,137,356,140,77,783,108,114,113,115,511,9.7,57.04,22.84,97.68,0.04,4.56,0.45,0.31,1.52,0,20.81
"707",41005,278850,172458,19394,42901,19110,15412,127892,19808,14246,11668,10952,31989,12.38,68.2,11.47,96.28,0.41,2.56,0.71,1.6,1,0,14.33
"708",41067,311554,196402,24406,46872,19878,20528,155055,19087,13498,10839,10231,31566,12.97,72.65,10.13,91.95,0.66,4.62,0.57,4.1,2.73,0,11.85
"709",41023,7853,4584,540,1244,530,316,3211,481,432,393,412,1140,10.77,63.61,14.52,97.94,0.08,1.94,1.11,0.17,0.71,0,22.76
"710",41047,228483,135435,16913,34096,15647,15653,103871,12758,10009,8999,9077,32760,13.7,67.79,14.34,91.48,0.93,7.98,1.44,1.58,4.57,0,21.33
"711",31133,3317,1599,213,439,168,130,1041,151,146,174,203,950,8.98,51.04,28.64,99.61,0.09,0.51,0.03,0.12,0.15,0,24.97
"712",31015,2835,1355,175,465,159,66,907,141,120,140,174,713,7.94,54.57,25.15,99.12,0,0.21,0.78,0.04,0.07,0,27.94
"713",31169,6635,3270,382,973,395,233,2217,317,327,326,365,1728,9.46,53.84,26.04,99.4,0.06,0.89,0.27,0.03,0.24,0,27.29
"714",31087,3750,1866,252,639,259,113,1345,143,183,202,185,801,9.92,59.63,21.36,99.55,0,0.61,0.21,0.08,0.16,0,19.6
"715",41035,57702,34100,4098,8710,4281,3756,25061,3291,2773,2783,2753,8233,13.93,65.63,14.27,92.18,0.66,5.17,4.11,0.71,2.34,0,23.81
"716",41069,1396,788,76,179,89,47,460,98,88,100,96,299,9.74,51.22,21.42,99,0.07,0.86,0.79,0.14,0,0,30.64
"717",31007,852,471,66,143,61,29,322,66,36,48,43,128,10.56,62.32,15.02,97.65,0.12,2.23,0.35,0,1.88,0,12.34
"718",31065,5553,2718,287,804,322,176,1862,260,243,263,315,1519,8.97,53.18,27.35,99.32,0.07,0.67,0.32,0.11,0.18,0,24.71
"719",31035,7123,3788,473,1132,497,255,2669,409,348,323,374,1395,10.56,60,19.58,99.21,0.01,0.6,0.24,0.18,0.35,0,23.11
"720",31121,8042,4375,576,1274,561,361,3081,469,412,411,389,1430,11.46,61.32,17.78,99.43,0.04,0.88,0.16,0.21,0.16,0,23.02
"721",31017,3657,1890,256,554,236,124,1283,196,198,195,189,786,9.84,57.23,21.49,99.43,0.03,0.57,0.3,0.19,0.05,0,20.23
"722",31037,9139,4736,704,1476,534,451,3421,408,399,421,435,1875,10.78,61.29,20.52,98.5,0.03,2.45,0.35,0.1,1.02,0,29.58
"723",31043,16742,9708,1433,2884,1190,1084,7555,884,738,669,618,1961,13.58,70.91,11.71,92.47,0.45,6.07,1.8,2.14,3.14,0,25.09
"724",41017,74958,45235,5185,11140,4754,3822,33294,4518,3599,3183,3641,10398,11.44,66.2,13.87,97.85,0.11,2.04,0.86,0.5,0.68,0,16.76
"725",41001,15317,8417,1024,2351,922,622,5737,893,815,798,813,2886,10.08,59.49,18.84,98.09,0.2,1.8,0.96,0.33,0.43,0,24.96
"726",31005,462,258,36,62,28,16,167,32,33,25,22,85,9.52,57.36,18.4,99.35,0,0,0.43,0,0.22,0,16.3
"727",31161,6750,3467,405,1158,449,267,2431,321,305,352,377,1401,10.61,59.17,20.76,91.85,0.04,1.01,7.76,0.24,0.1,0,25.55
"728",31159,15450,8885,1069,2445,1385,1210,6725,764,664,650,677,2456,16.8,66.27,15.9,99.25,0.13,0.52,0.2,0.23,0.19,0,19.45
"729",41033,62649,34618,3965,8691,3819,2782,23498,3894,3080,3135,3551,12835,10.54,57.71,20.49,96.99,0.2,2.79,1.4,0.63,0.78,0,24.78
"730",31179,9364,5793,642,1273,1123,1200,4608,394,349,387,397,1314,24.81,69.66,14.03,98.86,0.43,0.23,0.3,0.36,0.05,0,19.62
"731",17011,35688,19769,2330,5459,2561,1903,14352,1948,1760,1580,1765,6494,12.51,62.04,18.2,98.51,0.14,2.81,0.18,0.52,0.65,0,23.37
"732",17039,16516,9517,1131,2458,1080,922,6796,987,844,756,798,2746,12.12,62.88,16.63,99.22,0.15,0.48,0.22,0.25,0.16,0,25.35
"733",17157,34583,20889,2108,4911,2259,2505,15937,1874,1500,1406,1547,5300,13.78,66.38,15.33,91.18,8.25,1,0.16,0.23,0.19,0,35.78
"734",17117,47679,26748,3061,7203,3373,2831,19364,2493,2199,2310,2449,8600,13.01,62.14,18.04,98.74,0.79,0.39,0.2,0.18,0.09,0,27.18
"735",17169,7498,4187,451,1080,513,393,2974,406,366,368,401,1452,12.08,60.08,19.37,99.75,0.03,0.09,0.12,0.07,0.04,0,30.59
"736",17153,7523,3936,544,1293,526,393,2815,374,356,341,385,1415,12.22,61.84,18.81,66.89,32.78,0.39,0.11,0.09,0.13,0,40.22
"737",17161,148723,88610,10292,21583,10447,9922,64642,8465,7324,6967,7246,22204,13.7,64.9,14.93,89.72,7.05,5.44,0.24,0.67,2.32,0,22.63
"738",17055,40319,22494,2474,5406,2947,2304,16186,2306,2010,1776,2019,8142,13.02,59.69,20.19,99.38,0.09,0.27,0.26,0.2,0.07,0,33.34
"739",17023,15921,8915,1037,2229,1067,854,6328,904,745,730,858,3090,12.07,60.26,19.41,99.5,0.06,0.26,0.16,0.23,0.04,0,28.67
"740",17051,20893,11944,1341,3001,1405,1284,8775,1086,981,988,985,3736,12.87,62.78,17.88,96.43,2.87,0.74,0.19,0.14,0.36,0,31.21
"741",17021,34418,19559,2371,4866,2393,1927,13997,1961,1667,1709,1699,6148,12.55,61.69,17.86,99.3,0.24,0.3,0.15,0.24,0.07,0,26.93
"742",17187,19181,10892,1236,2944,1433,1356,7958,1063,887,835,943,3315,14.54,63.28,17.28,97.13,1.86,1.08,0.1,0.35,0.56,0,23.69
"743",17139,13930,7590,960,2087,919,695,5469,750,691,628,667,2678,11.59,61.13,19.22,99.67,0.06,0.27,0.16,0.09,0.02,0,29.71
"744",17015,16805,9443,1075,2411,1141,856,6583,986,807,861,943,3139,11.88,59.92,18.68,98.3,0.66,1.76,0.18,0.33,0.54,0,24.05
"745",17191,17241,9649,1092,2423,1176,977,6729,952,925,849,905,3366,12.49,59.42,19.52,99.42,0.05,0.42,0.18,0.24,0.1,0,36.94
"746",17185,13111,7583,849,2013,991,747,5569,674,621,627,640,2118,13.26,64.3,16.15,98.81,0.31,0.56,0.08,0.57,0.23,0,25.13
"747",49009,690,383,63,140,48,33,272,37,29,46,35,68,11.74,68.84,9.86,97.68,0,2.17,1.3,0.72,0.29,0,24.63
"748",49007,20228,10546,1603,4249,1821,1012,8466,901,764,741,804,2700,14.01,70.78,13.35,94.23,0.31,11.11,0.74,0.45,4.27,0,25.69
"749",49001,4765,2260,382,1073,395,186,1690,225,172,218,230,775,12.19,66,16.26,97.52,0.1,2.52,0.82,0.29,1.26,0,16.62
"750",6113,141092,93630,10308,18934,12460,18774,76297,7025,5500,4961,4609,13458,22.14,74.8,9.54,75.92,2.25,19.97,1.23,8.21,12.39,0,20.93
"751",13067,447745,306238,33904,61765,29284,34696,244731,29734,20214,16235,12899,28263,14.29,76.03,6.31,87.54,9.86,2.1,0.21,1.74,0.64,0,14.15
"752",13073,66031,42015,5404,11593,5054,3981,33628,4319,2976,2359,1880,3872,13.68,76.67,5.86,86,11.03,1.46,0.24,2.28,0.46,0,18.87
"753",13117,44083,28789,3377,6103,3132,3099,21906,2947,2314,1892,1623,3921,14.13,71.2,8.89,98.84,0.03,1.44,0.22,0.18,0.72,0,32.4
"754",13009,39530,26141,2387,5042,3205,3800,20671,2155,1878,1612,1554,4231,17.72,71.09,10.7,56.79,42.26,0.88,0.11,0.67,0.16,0,35.31
"755",13295,58340,35538,3797,8566,4350,3771,25849,3648,3066,2894,2741,7779,13.92,65.5,13.33,95.61,3.85,0.37,0.23,0.21,0.1,0,41.7
"756",13107,20546,11342,1595,3590,1645,1305,8677,1087,931,853,854,2959,14.36,67.47,14.4,67.03,32.52,0.4,0.1,0.21,0.15,0,47.41
"757",13123,13368,8186,863,1908,990,880,5753,803,770,728,725,1818,13.99,63.76,13.6,99.18,0.28,0.76,0.12,0.15,0.28,0,47.66
"758",13301,6078,3360,499,953,427,406,2516,302,262,265,280,1001,13.71,65.28,16.47,39.7,60.15,0.03,0.03,0.1,0.02,0,57.23
"759",13105,18949,10985,1373,2926,1326,1239,7951,1051,1007,878,887,2876,13.54,64.65,15.18,69.41,30.18,0.71,0.04,0.24,0.13,0,45.74
"760",13063,182052,120572,15135,27376,14051,15593,97524,11055,8232,6840,5265,10625,16.28,76.92,5.84,72.36,23.84,2.06,0.25,2.71,0.84,0,22.8
"761",13025,11077,6719,839,1929,967,771,5175,659,536,500,446,993,15.69,71.71,8.96,94.23,5.38,0.32,0.29,0.04,0.06,0,35.91
"762",13051,216935,131978,17046,31626,15425,17256,101415,11456,9315,8967,9439,27671,15.06,69.19,12.76,60.21,38.08,1.28,0.21,1.03,0.47,0,26.32
"763",13225,21189,13310,1504,3282,2097,2090,10340,1192,997,938,822,2114,19.76,71.39,9.98,50.57,47.55,1.78,0.34,0.33,1.21,0,32.46
"764",13101,2334,1405,174,401,196,168,1071,134,108,119,95,232,15.6,70.52,9.94,85.99,11.31,1.93,1.71,0.04,0.94,0,39.04
"765",13109,8724,4919,698,1407,713,576,3785,435,398,396,358,1247,14.78,67.51,14.29,64.81,33.96,1.25,0.02,0.22,0.99,0,41.5
"766",13239,2209,1252,161,315,151,167,870,120,109,113,134,387,14.4,60.93,17.52,49.48,50.11,0.05,0.27,0.14,0,0,50.49
"767",13155,8649,4820,685,1404,678,555,3512,491,424,390,396,1347,14.26,64.76,15.57,69.28,30.41,0.61,0.07,0.15,0.09,0,46.93
"768",36067,468973,293288,35006,62740,33865,39711,224112,24861,20411,20319,20684,60840,15.69,68.63,12.97,89.24,8.04,1.53,0.69,1.44,0.58,0,19.27
"769",36001,292594,187152,18566,34141,21015,28474,143561,15412,12427,12271,13394,42822,16.91,67.08,14.64,89.06,8.44,1.82,0.18,1.69,0.63,0,19.12
"770",36109,94097,67396,5293,10161,11570,16322,56806,4456,3141,2929,2846,8465,29.64,76.79,9,90.2,3.33,2.25,0.3,5.4,0.77,0,12.78
"771",36045,110943,68249,9486,16661,8318,11677,55572,5139,4003,3915,3989,12178,18.02,73.66,10.98,91.18,5.86,2.83,0.39,0.76,1.81,0,23.56
"772",36069,95101,58806,6908,13247,6722,6817,44206,5611,4412,4080,4133,12504,14.24,67.68,13.15,97.03,1.81,1.33,0.24,0.51,0.42,0,19
"773",36047,2300790,1410134,178427.85,330446.13,164984.61,179631.59,1087794.46,120684.21,106857.46,94247.98,97256.29,285075.62,14.98,69.4,12.39,46.88,37.91,20.1,0.35,4.8,10.06,0,36.29
"774",36027,259462,167813,18451,33750,18515,20178,126809,15862,12856,11557,10494,29683,14.91,68.99,11.44,88.33,8.4,3.76,0.14,2.23,0.89,0,20.15
"775",36017,51768,30209,3901,8193,3533,3085,22401,3054,2481,2193,2318,7227,12.78,66.63,13.96,98.47,0.74,0.92,0.28,0.31,0.2,0,24.54
"776",36021,62982,37227,4418,8391,4170,3692,26982,3913,3066,2898,3000,10314,12.48,63.18,16.38,95.09,3.88,1.62,0.17,0.39,0.47,0,26.36
"777",36059,1287348,823751,78852,153277,82465,94220,576883,79784,68857,70175,76621,182899,13.72,62.84,14.21,86.62,8.63,6.01,0.13,3.04,1.58,0,15.79
"778",36119,874866,558571,57718,101585,53160,61793,397003,55665,47119,44805,44945,126026,13.14,63.59,14.41,79.36,13.74,9.85,0.16,3.66,3.08,0,19
"779",36025,47225,27590,3195,6691,4073,2960,19848,2735,2300,2233,2468,7755,14.89,62.96,16.42,98.06,1.01,1.13,0.25,0.38,0.31,0,26.05
"780",36081,1951472,1254547,121582.15,218859.87,117933.39,148466.41,920839.54,111698.79,100102.54,92642.02,97422.71,288324.38,13.65,64.63,14.77,57.86,21.69,19.53,0.36,12.17,7.92,0,28.85
"781",36089,111974,70239,7442,16055,11321,11780,54643,5623,5009,4827,4855,13520,20.63,69.78,12.07,96.69,1.45,1.14,0.74,0.7,0.42,0,26.89
"782",36051,62372,40197,4248,8579,5644,6341,31433,3359,2679,2639,2453,6982,19.22,70.96,11.19,96.17,2.43,1.56,0.3,0.51,0.59,0,22.45
"783",36087,265475,169645,19048,37883,19407,19573,120755,18729,15573,14200,12416,26871,14.68,66.93,10.12,83.95,9.97,6.67,0.25,4.04,1.8,0,16.72
"784",36029,968532,595982,66512,123157,64377,75162,438103,52691,44630,45993,50363,147083,14.41,64.82,15.19,85.89,11.34,2.3,0.58,1.05,1.14,0,23.59
"785",36121,42507,26152,2972,6446,2917,3014,20427,2418,1859,1607,1644,5134,13.95,70.21,12.08,93.48,4.86,2.36,0.21,0.29,1.16,0,29.71
"786",36107,52337,31800,4120,8385,3643,3029,23411,3212,2727,2585,2185,5712,12.75,68.62,10.91,98.4,0.6,0.7,0.18,0.59,0.23,0,19.39
"787",36039,44739,27225,2918,5741,2877,3219,19934,2623,2083,2115,2205,7120,13.63,63.91,15.91,92.99,4.85,3.4,0.3,0.38,1.48,0,27.18
"788",36103,1321864,853559,92949,176241,97382,101752,633810,87539,69565,62997,57046,141717,15.06,68.31,10.72,90.05,6.27,6.65,0.23,1.73,1.72,0,17.79
"789",36097,18662,10965,1328,2900,1334,1078,8035,1096,961,883,800,2659,12.92,65.71,14.25,98.34,0.84,0.88,0.27,0.19,0.36,0,25.81
"790",36077,60517,37373,3813,7956,5899,6251,28358,3359,2674,2512,2738,9107,20.08,66.31,15.05,97.68,1.34,1.19,0.19,0.48,0.31,0,22.32
"791",36003,50470,30705,3469,7321,5932,4660,23649,2541,2236,2275,2213,6766,20.99,68.24,13.41,98.41,0.6,0.62,0.2,0.59,0.19,0,23.08
"792",36031,37152,22656,2557,5016,2335,2406,16600,2150,1807,1799,1746,5477,12.76,65.07,14.74,96.04,2.83,2.01,0.25,0.39,0.49,0,25.79
"793",36105,69277,41956,4967,9555,4635,4341,30975,4016,3194,3022,3362,10186,12.96,65.67,14.7,88.41,8.49,6.85,0.2,0.77,2.13,0,28.81
"794",36117,89123,53881,7193,14002,6053,5490,40711,5296,4244,3912,3457,10308,12.95,69.46,11.57,95.39,3.13,1.7,0.27,0.37,0.84,0,25.74
"795",36073,41846,25328,3092,6395,3043,2968,19499,2334,1868,1728,1672,5258,14.36,69.27,12.57,91.5,6.58,2.46,0.46,0.33,1.13,0,28.52
"796",36091,181276,116062,13409,25573,13050,13514,89125,11719,8298,7319,7114,18719,14.65,70.67,10.33,97.59,1.26,1.08,0.15,0.75,0.26,0,16.99
"797",28011,41875,22504,3644,8071,4479,3965,18884,1919,1428,1277,1448,5204,20.16,73.07,12.43,36.44,62.87,0.9,0.06,0.33,0.3,0,45.11
"798",28013,14908,8462,1021,2186,1189,1068,6232,828,722,692,703,2524,15.14,63.31,16.93,72.64,27.01,0.52,0.08,0.02,0.25,0,47.22
"799",28077,12458,7017,874,2224,1059,758,5249,644,625,597,562,1683,14.59,67,13.51,66.62,33.17,0.41,0.06,0.12,0.03,0,38.13
"800",39165,113909,72935,8789,16954,7972,7102,55629,6865,5851,5141,4362,10318,13.23,71.44,9.06,97.03,2.12,0.46,0.2,0.54,0.1,0,24.53
"801",28045,31760,18558,2298,4928,2393,1857,13260,1780,1639,1545,1791,4519,13.38,64.5,14.23,90.13,8.73,1.73,0.41,0.51,0.22,0,32.01
"802",28007,18481,10038,1273,2877,1461,1184,7305,956,856,880,937,3397,14.31,61.98,18.38,60.14,39.49,0.31,0.17,0.14,0.05,0,48.56
"803",28093,30361,17778,2446,5160,2705,2512,13799,1571,1387,1258,1251,3489,17.18,70.5,11.49,48.89,50.65,0.44,0.21,0.12,0.13,0,48.26
"804",28043,21555,12215,1694,3522,1729,1455,9383,1104,965,892,940,3055,14.77,67.73,14.17,58.28,41.36,0.4,0.14,0.13,0.08,0,43.47
"805",28003,31722,18749,1983,4632,2446,1999,13634,2012,1649,1491,1437,4884,14.01,63.83,15.4,88.53,11.16,0.4,0.07,0.17,0.07,0,43.72
"806",28029,27592,15623,2123,4642,2970,1977,12372,1319,1194,1125,1105,3712,17.93,69.36,13.45,49.3,50.45,0.39,0.08,0.09,0.08,0,38.85
"807",28025,21120,11774,1641,3785,1943,1516,9338,977,866,881,819,2813,16.38,69.91,13.32,46.35,53.34,0.38,0.09,0.15,0.07,0,39.63
"808",28039,16673,9754,1262,2848,1537,1177,7494,989,836,679,695,1870,16.28,69.6,11.22,90.12,9.52,0.29,0.23,0.08,0.05,0,41.15
"809",28001,35356,20023,2655,5900,2722,1966,14723,1771,1707,1673,1836,5091,13.26,65.84,14.4,50.99,48.68,0.43,0.11,0.17,0.04,0,32.72
"810",28005,13328,7355,959,2270,1098,813,5429,687,673,621,626,2063,14.34,64.96,15.48,54.56,45.3,0.25,0.08,0.04,0.02,0,42.9
"811",22087,66631,40913,4917,10361,4829,4748,30684,3596,3004,3040,3450,7579,14.37,68.98,11.37,93.35,4.67,6.28,0.53,0.93,0.52,0,32.83
