"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","agOver65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP"
"2323",16053,15138,8146,1239,2885,1092,723,6119,785,671,656,648,2135,11.99,67.66,14.1,94.49,0.06,6.72,0.76,0.34,4.35,0,27.63
"2324",16003,3254,1854,240,532,215,130,1281,215,175,164,172,475,10.6,63.09,14.6,98.43,0.06,1.17,1.26,0.03,0.22,0,24.73
"2325",46053,5359,2605,389,895,343,154,1826,251,254,274,259,1211,9.27,58.03,22.6,94.51,0.02,0.5,5.3,0.09,0.07,0,29.72
"2326",16035,8505,5077,448,1299,551,362,3461,567,530,481,438,1281,10.73,61.23,15.06,97.14,0.12,1.32,2.12,0.21,0.41,0,26.62
"2327",16039,21205,12932,2229,3608,1398,2046,10784,925,790,685,590,1594,16.24,78.38,7.52,89.12,3.66,7.53,0.81,1.86,4.55,0,16.94
"2328",16071,3492,1576,330,797,238,118,1205,150,136,109,147,618,10.19,66.78,17.7,98.25,0.11,1.6,0.54,0.14,0.95,0,21.25
"2329",16085,6109,3624,419,1006,395,176,2565,405,321,297,315,781,9.35,65.31,12.78,98.02,0.13,1.75,0.98,0.43,0.44,0,16.19
"2330",46047,7353,4035,376,1097,445,220,2647,421,392,435,458,1527,9.04,56.03,20.77,92.57,0.37,1.63,6.12,0.37,0.57,0,25.93
"2331",46093,21878,12632,1920,4109,1734,1416,10455,963,788,759,730,2154,14.4,75.35,9.85,94.4,2.37,1.77,1.81,0.7,0.73,0,18.16
"2332",16055,69795,41499,4955,10969,4949,3907,30483,4310,3496,3086,3141,9355,12.69,66.49,13.4,98.09,0.13,1.51,0.97,0.4,0.41,0,18.92
"2333",16001,205775,126081,15818,33642,14601,14377,100153,11871,8749,7351,6740,21451,14.08,72.71,10.42,96.65,0.47,2.7,0.67,1.29,0.92,0,12.78
"2334",16009,7937,4549,595,1345,614,399,3334,481,421,381,339,1041,12.76,66.45,13.12,91.7,0.08,1.56,7.58,0.33,0.31,0,25.83
"2335",16063,3308,1791,235,637,246,180,1321,161,159,143,174,478,12.88,66.29,14.45,97.67,0.09,5.89,0.67,0.36,1.21,0,20.25
"2336",16031,19532,9965,1794,4257,1633,1055,7787,899,804,798,770,2423,13.76,70.85,12.41,90.01,0.02,13.43,0.87,0.47,8.64,0,27.34
"2337",16041,9232,4279,863,2214,826,461,3452,402,360,317,340,1284,13.94,70.72,13.91,98.05,0.05,2.57,0.41,0.13,1.35,0,17.83
"2338",16023,2918,1519,217,623,237,89,1110,153,156,153,131,375,11.17,66.83,12.85,96.95,0,3.46,0.75,0.17,2.12,0,19.65
"2339",16065,23674,14678,1920,4543,5473,3753,13545,735,639,497,429,1366,38.97,84.51,5.77,96.06,0.18,3.18,0.46,0.95,2.35,0,12.41
"2340",16079,13931,8004,801,2114,1012,695,5665,836,772,669,745,2329,12.25,61.59,16.72,97.77,0.11,1.77,1.31,0.24,0.57,0,29.89
"2341",16011,37583,19292,3548,8740,3219,1979,15379,1841,1539,1428,1339,3769,13.83,73.62,10.03,86.31,0.1,9.62,6.96,0.66,5.97,0,23.18
"2342",46079,10550,5829,707,1678,820,715,4430,444,428,437,509,1917,14.55,64.6,18.17,99.22,0.11,0.26,0.31,0.2,0.15,0,20.44
"2343",46063,1669,886,147,310,129,69,703,72,69,67,72,229,11.86,69.5,13.72,98.56,0.3,0.18,0.96,0,0.18,0,17.16
"2344",16005,66026,37859,5570,12689,5406,4985,30615,3282,2650,2373,2162,6685,15.74,74.02,10.12,93.51,0.65,4.15,2.54,0.95,2.35,0,17.14
"2345",46117,2453,1413,200,441,198,119,1041,167,126,116,96,266,12.92,68.57,10.84,93.52,0.04,0.41,6.32,0,0.12,0,22.46
"2346",8123,131821,81354,10389,21128,10945,11943,64717,7055,5559,4957,4562,13454,17.36,73,10.21,88.94,0.43,20.86,0.6,0.79,9.24,0,25.1
"2347",8111,745,475,47,139,48,40,381,38,41,29,22,48,11.81,76.11,6.44,95.44,0.13,15.84,0.54,0.27,3.62,0,17.28
"2348",8085,24423,13728,1564,4118,1527,1014,9449,1478,1363,1209,1245,3997,10.4,61.95,16.37,95.84,0.28,11.2,0.56,0.27,3.06,0,25.48
"2349",8014,22896,15496.37,1708.4,3127.93,1676.83,2176.53,12464.16,1326.16,996.57,825.5,700.81,1746.47,16.83,75.56,7.63,91.45,1.55,10.02,0.67,2.43,3.9,0,12.1
"2350",8121,4812,2663,311,787,284,199,1804,279,227,238,317,849,10.04,60.31,17.64,98.11,0.02,2.89,0.27,0.17,1.43,0,24.14
"2351",8107,14088,9733,999,2094,854,1022,8145,770,560,390,322,808,13.32,79.77,5.74,98.76,0.06,2.51,0.45,0.28,0.45,0,8.34
"2352",8007,5345,3143,443,908,339,186,2195,325,241,271,341,621,9.82,66.34,11.62,87.26,0.13,23.27,2,0.52,10.08,0,19.14
"2353",8047,3070,2115,191,412,189,88,1638,235,153,104,117,220,9.02,73,7.17,97.49,0.46,3.55,1.17,0.36,0.52,0,6.96
"2354",8031,467615,299929.3,34764.39,54064.82,25707.35,34224.28,233242.56,23721.36,18833.26,18471.2,19712.15,64805.26,12.82,68.88,13.86,72.11,12.84,22.96,1.15,2.28,11.62,0,20.8
"2355",8093,7174,4692,476,1209,393,177,3432,567,375,304,285,526,7.95,71.33,7.33,98.01,0.56,2.87,0.72,0.18,0.53,0,8.92
"2356",29063,9967,6214,557,1239,543,821,4814,519,395,381,432,1630,13.69,66.32,16.35,90.36,7.43,2.01,0.81,0.3,1.09,0,26.85
"2357",29011,11312,6102,766,1808,650,587,4351,542,509,503,609,2224,10.94,61.22,19.66,98.58,0.1,0.5,0.95,0.22,0.15,0,31.78
"2358",29035,5515,3120,391,863,415,302,2164,343,275,313,293,873,13,61.98,15.83,99.11,0.02,0.6,0.69,0.09,0.09,0,43.96
"2359",29205,6942,3525,475,1018,422,299,2472,376,315,316,352,1618,10.39,57.12,23.31,98.79,0.81,0.33,0.26,0.04,0.1,0,25.79
"2360",29225,23753,13873,1798,3918,1744,1566,10336,1464,1163,1079,920,3075,13.94,67.58,12.95,98.19,0.8,0.59,0.62,0.17,0.22,0,33.18
"2361",29163,15969,8855,1134,2516,1118,821,6178,940,816,838,789,2758,12.14,61.54,17.27,94.14,5.29,0.75,0.33,0.14,0.11,0,32.51
"2362",29021,83083,47993,5976,12144,5842,5619,35798,4204,3715,3731,3878,13637,13.79,64.9,16.41,95.54,3.17,2.06,0.33,0.3,0.66,0,27.88
"2363",29031,61633,38483,4119,8128,5221,6342,29952,3205,2694,2476,2538,8521,18.76,68.47,13.83,94.05,4.84,0.51,0.16,0.77,0.18,0,25.59
"2364",29203,7613,4351,557,1147,514,410,3035,465,399,371,408,1231,12.14,62.25,16.17,99.47,0.04,0.29,0.35,0.04,0.09,0,45.98
"2365",29183,212907,134148,19023,36086,14484,13617,106893,12880,9263,7623,6447,14692,13.2,76.09,6.9,96.49,2.33,1.08,0.25,0.66,0.28,0,16.73
"2366",29169,41307,26593,3650,6612,4166,4601,23065,1595,1276,1209,1108,2792,21.22,80.68,6.76,80.23,13.58,4.73,0.63,2.42,3.14,0,21.46
"2367",29001,24577,16362,1368,2804,3315,3991,13538,1061,895,824,820,3267,29.73,72.06,13.29,97.77,0.89,0.74,0.17,0.85,0.31,0,25.7
"2368",29173,8476,4813,536,1332,588,414,3445,553,380,388,429,1413,11.82,62.68,16.67,98.07,1.63,0.17,0.21,0.07,0.02,0,29.77
"2369",29117,14592,8067,946,2170,899,800,5725,836,649,709,718,2839,11.64,60.59,19.46,97.27,2.17,0.43,0.27,0.15,0.14,0,28.28
"2370",29127,27682,15180,1955,4402,1907,1576,11399,1345,1160,1211,1246,4964,12.58,64.14,17.93,94.69,4.51,0.43,0.27,0.34,0.18,0,29.09
"2371",29189,993171,618912.91,69297.02,136860.67,63786.01,64045.91,453280.61,60193.3,49609.12,46936.08,47043.04,129951.16,12.87,66.4,13.08,84.17,14.02,0.99,0.15,1.41,0.25,0,17.66
"2372",29069,33112,18384,2226,4907,2566,1883,13153,1987,1691,1588,1577,5983,13.44,61.26,18.07,91.45,7.94,0.51,0.26,0.21,0.14,0,48.78
"2373",29047,153411,98065,11414,21919,10467,10831,74162,9415,7615,6665,6377,15844,13.88,70.07,10.33,96.29,1.76,2.31,0.51,0.71,0.73,0,15.32
"2374",29091,31447,17706,2128,4734,2227,1764,12447,1824,1603,1600,1632,5479,12.69,61.4,17.42,98.93,0.2,0.51,0.53,0.24,0.1,0,38.79
"2375",29199,4822,2501,352,671,305,238,1730,266,233,242,232,1096,11.26,57.09,22.73,99.71,0.06,0.25,0.21,0,0.02,0,30.53
"2376",29177,21971,12769,1616,3593,1596,1145,9191,1431,1185,1037,980,2938,12.48,65.54,13.37,97.75,1.37,0.54,0.51,0.14,0.23,0,28.8
"2377",29019,112379,77572,7923,14009,11032,17198,65441,5063,4025,3415,3060,9443,25.12,77.75,8.4,89.03,7.45,1.09,0.35,2.76,0.4,0,15.16
"2378",29121,15345,8281,883,2227,1047,794,5870,812,754,714,795,3290,12,58.52,21.44,97.13,2.37,0.38,0.33,0.1,0.07,0,29.69
"2379",53033,1507319,999156,104924,186347,87664,113613,772133,93830,68806,58707,55480,167092,13.35,70.55,11.09,84.82,5.06,2.94,1.15,7.51,1.46,0,11.76
"2380",17063,32337,19230,2349,5109,2342,1992,14626,1881,1556,1306,1339,4171,13.4,68.29,12.9,98.54,0.06,2.31,0.14,0.34,0.92,0,21.04
"2381",17003,10626,5638,895,1681,742,584,4042,538,502,481,564,1923,12.48,62.28,18.1,66.38,32.9,0.51,0.18,0.43,0.1,0,40.27
"2382",17007,30806,18613,2349,4813,2379,1997,13964,2017,1565,1280,1232,3586,14.21,68.58,11.64,95.25,0.41,6.7,0.15,0.47,3.71,0,24.53
"2383",17017,13437,7652,881,2008,931,792,5535,756,653,628,673,2303,12.82,62.69,17.14,99.61,0.12,0.42,0.06,0.17,0.04,0,27.73
"2384",17025,14460,7982,904,2167,934,808,5729,777,698,669,716,2800,12.05,60.86,19.36,99.61,0.03,0.39,0.12,0.2,0.05,0,34.44
"2385",17073,51159,29033,3412,8097,3598,2708,20806,3126,2493,2410,2444,8371,12.33,63.17,16.36,97.67,1.28,1.56,0.12,0.24,0.67,0,22.8
"2386",17057,38080,21551,2210,5471,2609,2213,15611,1964,1820,1791,1988,7225,12.66,61.17,18.97,97.47,1.75,0.64,0.22,0.27,0.29,0,26.15
"2387",17075,30787,17182,2013,4600,2063,1543,12091,1738,1543,1529,1639,5634,11.71,60.75,18.3,97.94,0.53,2.14,0.14,0.22,1.16,0,26.56
"2388",9007,143196,93024,9533,16716,9313,10399,70111,9113,6836,6053,6063,18771,13.77,67.29,13.11,93.92,4.19,2.01,0.16,1.06,0.67,0,17.35
"2389",17001,66090,37445,4636,9719,4612,4116,27228,3535,3060,2959,3351,11602,13.21,62.92,17.55,96.71,2.58,0.4,0.15,0.37,0.2,0,24.89
"2390",17097,516418,330524,43849,78120,39778,37146,256921,31895,23713,19907,18591,43422,14.9,73.37,8.41,87.27,6.73,7.47,0.23,2.39,3.37,0,15.27
"2391",6101,64415,38398,5428,10223,4528,4285,28418,3663,3252,3025,2792,7614,13.68,68.41,11.82,76.88,1.62,16.44,1.46,9.24,10.8,0,27.71
"2392",6065,1170413,682479,104805,183142,77542,82962,537168,55720,45399,42657,46849,154673,13.71,70.5,13.22,76.45,5.43,26.27,0.98,3.31,13.83,0,25.94
"2393",6105,13063,7653,883,2011,810,496,5309,790,651,699,758,1962,10,62.8,15.02,92.88,0.41,3.3,4.78,0.6,1.33,0,25.82
"2394",6013,803732,514148,60743,111126,50439,52039,384649,53808,40679,33582,31649,87496,12.75,69.24,10.89,76.02,9.28,11.36,0.66,9.26,4.77,0,13.53
"2395",47051,34725,21197,2184,4750,2934,2404,15354,2149,1791,1752,1747,4998,15.37,64.18,14.39,93.38,6.03,0.54,0.16,0.24,0.2,0,36.54
"2396",18083,39884,24278,2438,5312,4130,3314,18167,2029,1857,1832,1878,6371,18.66,64.98,15.97,98.05,1.22,0.51,0.17,0.42,0.14,0,25.5
"2397",19127,38276,21996,2498,5513,2548,2126,15820,2268,1855,1729,1911,6682,12.21,62.26,17.46,97.9,0.73,0.76,0.27,0.73,0.36,0,18.17
"2398",47021,27140,17262,2086,4297,1942,1690,13283,1712,1384,1105,1001,2272,13.38,72.46,8.37,97.49,1.97,0.51,0.31,0.11,0.12,0,34.99
"2399",18175,23717,14020,1609,3758,1827,1534,10545,1372,1158,1086,985,3204,14.17,67.09,13.51,99.61,0.1,0.46,0.12,0.05,0.12,0,33.83
"2400",18081,88109,54936,6230,13351,7222,6190,42485,5441,4385,3523,3338,9356,15.22,70.44,10.62,98.12,0.96,0.71,0.16,0.6,0.16,0,19.59
"2401",47029,29141,18407,1714,3918,2266,2072,13268,1856,1645,1550,1440,3750,14.89,64.86,12.87,97.45,2.1,0.49,0.27,0.1,0.08,0,49.59
"2402",47007,9669,6140,573,1283,826,644,4686,569,522,441,434,1161,15.2,67.66,12.01,95.58,3.88,0.39,0.43,0.03,0.07,0,47.88
"2403",47155,51043,32426,3114,6832,3718,3362,23338,3368,2947,2628,2408,6408,13.87,65.21,12.55,98.86,0.42,0.46,0.25,0.38,0.08,0,36.98
"2404",47045,34854,20739,2326,5061,2582,2395,15449,2099,1701,1527,1483,5208,14.28,65.52,14.94,87.63,11.89,0.39,0.18,0.17,0.13,0,44.72
"2405",47061,13362,7729,861,2150,1158,885,5720,833,732,580,571,1915,15.29,65.34,14.33,99.49,0.14,0.51,0.21,0.04,0.11,0,55.28
"2406",18075,21512,12508,1504,3201,1600,1364,9024,1249,1175,964,1091,3304,13.78,63.82,15.36,99.07,0.14,0.7,0.15,0.3,0.33,0,31.12
"2407",47023,12819,7888,819,1681,1237,1312,5972,665,623,570,572,1917,19.88,66.09,14.95,88.58,11.01,0.41,0.16,0.17,0.08,0,45.43
"2408",18039,156198,94224,13277,24393,11311,11479,72534,8920,7100,6328,6149,17497,14.59,70.55,11.2,93.79,4.55,1.88,0.29,0.62,0.74,0,27.19
"2409",47173,13694,8514,954,2090,1028,1039,6405,844,730,646,514,1511,15.09,69,11.03,99.74,0.02,0.28,0.17,0.03,0.04,0,54.43
"2410",47067,6739,3980,412,1002,475,461,2847,393,349,358,320,1058,13.89,63.23,15.7,97.88,1.81,0.52,0.27,0.01,0.03,0,57.62
"2411",47131,31717,18944,1853,4429,2523,2084,13764,1984,1707,1599,1445,4936,14.53,63.2,15.56,89.3,10.27,0.44,0.15,0.15,0.14,0,38.73
"2412",47139,13643,8385,787,1788,1144,944,5973,948,792,703,688,1964,15.3,62.65,14.4,99.47,0,0.26,0.18,0.26,0.09,0,48.73
"2413",19011,22429,12487,1652,3625,1441,1164,9100,1206,1038,1044,1041,3723,11.61,64.1,16.6,99.5,0.09,0.41,0.14,0.19,0.08,0,21.83
"2414",19041,17585,9880,1245,2880,1134,855,7179,891,786,812,891,2901,11.31,64.28,16.5,99.23,0.05,0.25,0.18,0.45,0.1,0,15.2
"2415",19165,13230,6951,889,2099,894,537,4895,627,650,655,722,2693,10.82,59.58,20.36,99.6,0.04,0.33,0.15,0.15,0.06,0,20.98
"2416",19043,19054,10281,1332,3095,1278,885,7343,993,904,936,1000,3451,11.35,61.77,18.11,99.7,0.03,0.32,0.08,0.14,0.05,0,25.46
"2417",47167,37568,22024,3214,6470,2881,2540,17103,2139,1673,1524,1388,4057,14.43,71.3,10.8,75.69,23.56,0.67,0.3,0.23,0.21,0,38.24
"2418",18045,17808,10227,1201,2595,1291,1050,7237,1066,998,858,884,2969,13.15,61.96,16.67,99.54,0.02,0.49,0.14,0.15,0.15,0,27.03
"2419",19097,19950,11073,1424,3214,1420,1047,7925,1109,961,1024,981,3312,12.37,62.97,16.6,99.58,0.08,0.48,0.12,0.11,0.12,0,27.78
"2420",19079,16071,9021,1062,2343,1039,745,6357,819,829,791,901,2969,11.1,60.74,18.47,98.95,0.06,0.72,0.13,0.55,0.31,0,20.5
"2421",19173,7114,3576,434,1076,474,268,2469,345,320,351,403,1716,10.43,55.93,24.12,99.38,0.01,0.65,0.1,0.25,0.25,0,24.98
"2422",19139,39907,23430,2942,6426,2874,2482,17798,2191,1914,1624,1675,5337,13.42,68.07,13.37,94.58,0.52,7.27,0.23,0.74,3.93,0,25.04
"2423",47091,13766,8309,787,1752,1054,885,5846,919,802,700,694,2266,14.09,60.91,16.46,99.29,0.44,0.23,0.1,0.09,0.08,0,52.82
"2424",47107,42383,25936,2583,5892,3216,2876,18664,2704,2327,2129,2011,6073,14.37,64.03,14.33,94.58,4.84,0.41,0.23,0.27,0.08,0,42.87
"2425",47069,23377,13417,1772,3772,1773,1548,10125,1196,1041,1053,1079,3339,14.21,67.03,14.28,62.18,37.42,0.75,0.09,0.27,0.05,0,46.98
"2426",47081,16754,10400,1062,2237,1187,1081,7643,1008,907,801,761,2335,13.54,65.31,13.94,94.49,5.13,0.4,0.24,0.05,0.1,0,44.37
"2427",19197,14269,7625,955,1975,837,633,5271,695,697,688,829,3159,10.3,57.47,22.14,99.34,0.07,0.64,0.11,0.28,0.2,0,22.38
"2428",19045,51040,29270,3585,7830,3531,2814,21262,2837,2578,2275,2522,8151,12.43,64.02,15.97,97.73,1.43,0.58,0.24,0.38,0.21,0,22.62
"2429",19095,14630,8128,1050,2148,838,690,5758,729,724,720,744,2757,10.44,61.22,18.84,99.56,0.05,0.27,0.08,0.23,0.08,0,23.64
"2430",19021,19965,11215,1416,2997,1479,1558,8478,823,783,833,1060,3575,15.21,64.57,17.91,97.46,0.28,0.8,0.08,1.98,0.2,0,17.93
"2431",19193,98276,56254,7465,15882,7220,6531,43038,4711,4056,4125,4556,14443,13.99,67.55,14.7,93.71,1.91,2.76,1.73,1.28,1.37,0,21.64
"2432",19109,18591,9850,1298,3068,1202,714,6874,896,987,973,969,3526,10.31,60.46,18.97,99.31,0.04,0.51,0.04,0.31,0.3,0,20.85
"2433",47111,15906,9577,1083,2274,1124,1150,6987,995,763,789,710,2305,14.3,65.03,14.49,99.4,0.28,0.25,0.22,0.06,0.04,0,50.83
"2434",47105,31255,19370,1951,4016,2197,2052,13741,2025,1711,1655,1603,4553,13.59,63.06,14.57,98.33,1.28,0.27,0.17,0.16,0.07,0,36.25
"2435",19195,7991,4341,503,1162,494,361,2990,418,422,373,455,1668,10.7,58.25,20.87,99.09,0.19,1.14,0.03,0.18,0.53,0,22.08
"2436",18137,24616,14115,1811,3957,1923,1594,10728,1399,1115,1078,1046,3482,14.29,67.01,14.15,99.53,0.06,0.25,0.18,0.15,0.08,0,31.19
"2437",47079,27888,16033,1594,3684,1833,1506,10850,1626,1502,1495,1653,5484,11.97,57.83,19.66,89.48,10.09,0.39,0.18,0.19,0.06,0,40
"2438",19183,19612,10717,1449,2998,1220,1004,7852,1014,864,880,914,3641,11.34,62.71,18.57,98.93,0.46,1,0.08,0.27,0.26,0,23.05
"2439",19161,12324,6341,836,1953,727,477,4379,541,575,613,722,2705,9.77,58.16,21.95,99.61,0.03,0.36,0.11,0.15,0.1,0,22.68
"2440",47071,22633,13467,1435,3166,1696,1470,9513,1412,1198,1155,1240,3514,13.99,62.36,15.53,95.17,4.41,0.38,0.15,0.13,0.15,0,45.15
"2441",18131,12643,7047,956,2069,931,720,5217,672,554,590,608,1977,13.06,65.19,15.64,98.94,0.51,0.84,0.17,0.16,0.22,0,28.1
"2442",47055,25741,15156,1724,3567,2016,1678,10921,1637,1371,1202,1163,4156,14.35,62.98,16.15,86.18,13.23,0.42,0.22,0.23,0.14,0,39.88
"2443",47179,92315,59337,5304,11178,7157,8217,44076,5524,4625,4280,4435,12893,16.65,65.6,13.97,95.77,3.55,0.51,0.17,0.41,0.11,0,31.59
"2444",47187,81021,50776,6033,13689,5833,3995,38276,5871,4311,3407,2747,6687,12.13,71.58,8.25,92.45,6.66,0.64,0.16,0.56,0.18,0,18.15
"2445",47141,51373,33465,3060,6271,4682,5903,25481,2958,2394,2265,2281,6663,20.6,67.76,12.97,97.09,1.7,0.57,0.15,0.89,0.17,0,36.81
"2446",19091,10756,5751,706,1611,649,422,3892,575,505,584,620,2263,9.96,57.73,21.04,99.49,0.08,0.34,0.14,0.25,0.04,0,19.98
"2447",47159,14143,8356,941,1996,960,894,6089,826,681,693,669,2248,13.11,63.82,15.89,96.34,3.25,0.34,0.25,0.08,0.07,0,45.81
"2448",47115,24860,15298,1643,3659,2004,1617,11238,1604,1312,1262,1107,3035,14.57,66.53,12.21,95.53,4.16,0.34,0.14,0.13,0.03,0,48.11
"2449",47099,35303,20882,2553,5089,2609,2503,15138,2075,1866,1732,1644,5206,14.48,64.53,14.75,98.2,1.37,0.41,0.17,0.2,0.07,0,46.32
"2450",18105,108978,79635,5966,11064,13309,21352,66915,4840,3860,3586,3471,9276,31.81,77.03,8.51,94.29,2.6,1.25,0.2,2.46,0.45,0,17.9
"2451",47125,100498,65894,8681,14030,7865,11905,54143,4690,3977,3785,3221,7971,19.67,76.47,7.93,78.73,17.78,3.21,0.39,1.62,1.48,0,22.1
"2452",47149,118570,76786,8934,17803,9847,11978,62592,6334,5041,4173,3682,10011,18.41,75.34,8.44,89.18,9.01,0.78,0.2,1.42,0.19,0,26.13
"2453",47165,103281,64368,7252,16187,8000,6583,48518,7059,5448,4501,3851,10465,14.12,69.67,10.13,93.99,5.39,0.55,0.19,0.33,0.11,0,29.35
"2454",47005,14524,8587,811,1904,996,875,5858,866,847,814,827,2597,12.88,59.03,17.88,97.14,2.38,0.5,0.16,0.21,0.11,0,43.7
"2455",18111,13551,7826,950,2312,1068,685,5775,836,682,588,607,1801,12.94,66.69,13.29,99.15,0.07,1.31,0.29,0.18,0.32,0,27.56
"2456",18067,80827,49813,5768,11995,6067,5053,36017,5385,4455,4033,3702,9472,13.76,66.54,11.72,93.31,5.44,1.31,0.28,0.54,0.43,0,21.55
"2457",47129,17300,10804,1066,2509,1422,1226,8304,1015,855,794,723,2034,15.31,68.66,11.76,98.02,1.53,0.35,0.27,0.1,0.08,0,43.34
"2458",47185,20090,12050,1239,2699,1409,1337,8485,1256,1068,1091,1016,3236,13.67,61.84,16.11,97.83,1.88,0.37,0.12,0.12,0.05,0,46.76
"2459",19035,14098,7660,930,2245,950,551,5350,728,667,767,800,2611,10.65,60.47,18.52,99.3,0.14,0.36,0.26,0.23,0.06,0,18.68
"2460",47121,8033,5051,461,1159,646,582,3686,544,456,360,382,985,15.29,66.05,12.26,98.15,1.47,0.21,0.35,0.02,0.01,0,47.29
"2461",18051,31913,18690,2114,4726,2222,1927,13580,1714,1629,1567,1559,5024,13,63.99,15.74,97.6,1.87,0.42,0.12,0.29,0.13,0,27.19
"2462",47059,55853,35321,3203,7140,4128,3836,24809,3622,3374,3079,2891,7735,14.26,62.94,13.85,97.47,2.19,0.29,0.16,0.12,0.06,0,41.87
"2463",47147,41494,25054,3167,6423,2901,2531,18806,2312,2064,1974,1693,5055,13.09,68.43,12.18,88.69,10.98,0.42,0.15,0.1,0.08,0,34.53
"2464",18013,14080,8825,866,1976,971,757,6184,978,828,764,697,1787,12.27,64.11,12.69,99.2,0.09,0.67,0.33,0.11,0.26,0,23.56
"2465",18047,19580,11360,1450,3301,1623,1177,8629,1114,910,865,877,2434,14.3,68.34,12.43,99.57,0.05,0.27,0.17,0.14,0.07,0,34.73
"2466",18025,9914,5772,685,1530,795,621,4317,545,510,441,472,1414,14.28,65.89,14.26,99.54,0.09,0.16,0.26,0.07,0.04,0,40.43
"2467",47033,13378,7580,839,1847,936,779,5485,809,676,591,590,2541,12.82,61.08,18.99,82.95,16.83,0.37,0.07,0.05,0.1,0,42.77
"2468",47013,35079,20916,2222,5018,2888,2388,15245,2168,1886,1710,1670,5160,15.04,64.1,14.71,99,0.37,0.33,0.5,0.11,0.03,0,52.52
"2469",47039,10472,6100,543,1397,717,668,4187,657,594,539,575,1980,13.23,58.51,18.91,95.49,3.98,0.47,0.22,0.19,0.11,0,47.05
"2470",47101,9247,5372,621,1419,719,582,3953,531,441,439,447,1396,14.07,64.81,15.1,98.22,1.29,0.58,0.28,0.05,0.16,0,48.51
"2471",47177,32992,19914,2115,4742,2402,2231,14417,1990,1718,1633,1593,4784,14.04,64.48,14.5,95.51,3.43,0.84,0.15,0.34,0.57,0,42.98
"2472",19189,12122,6714,793,1806,1027,601,4965,614,507,519,600,2318,13.43,62.4,19.12,98.7,0.26,0.8,0.14,0.63,0.27,0,21.42
"2473",47053,46315,26748,2850,6296,3257,2843,18884,2660,2305,2374,2430,8516,13.17,60.52,18.39,80.4,19.31,0.39,0.08,0.11,0.1,0,42.51
"2474",19119,11952,6189,947,2116,837,545,4473,504,530,644,589,2149,11.56,63.05,17.98,99.53,0.02,0.09,0.13,0.29,0.03,0,29.64
"2475",18095,130669,79962,8402,18115,10126,9267,58664,7995,6686,6252,6223,18332,14.84,65.19,14.03,91.63,7.55,0.68,0.23,0.31,0.28,0,26.55
"2476",18091,107066,65923,7145,15370,7554,7180,49336,6269,5063,4718,5135,14030,13.76,67.11,13.1,89.93,8.95,1.47,0.24,0.4,0.48,0,26.09
"2477",19125,30001,17475,1974,4478,2386,2285,13047,1574,1400,1315,1371,4842,15.57,64.99,16.14,98.5,0.35,0.54,0.14,0.93,0.08,0,26.32
"2478",19107,11624,6193,753,1806,748,479,4321,570,560,593,611,2410,10.56,59.19,20.73,99.49,0.05,0.16,0.16,0.23,0.06,0,23.22
"2479",19103,96119,69634,6157,10669,8758,17630,59808,4118,3080,2674,2475,7138,27.45,79.73,7.43,93.27,2.06,1.49,0.18,3.97,0.52,0,9.41
"2480",47089,33016,21379,1796,3950,2959,2821,15226,2233,1972,1812,1628,4399,17.51,63.52,13.32,96.73,2.82,0.3,0.23,0.1,0.12,0,39.54
"2481",18019,87777,54633,5765,12795,6659,5717,41038,5317,4273,3986,4008,10595,14.1,67.9,12.07,93.75,5.36,0.64,0.22,0.37,0.3,0,27.24
"2482",18063,75717,47254,5312,11890,6054,4446,35870,5214,3885,3246,2949,7351,13.87,70.09,9.71,98.42,0.9,0.47,0.21,0.35,0.12,0,15.93
"2483",18033,35324,20877,2727,5837,2679,2280,16192,1925,1544,1413,1464,4222,14.04,70.08,11.95,99.11,0.1,0.91,0.26,0.23,0.3,0,22.45
"2484",47171,16549,10112,872,2006,1185,1007,7068,1044,891,910,918,2840,13.25,60.1,17.16,99.63,0.02,0.59,0.07,0.08,0.2,0,40.35
"2485",18123,19107,11366,1204,2893,1401,1338,8624,998,853,835,909,2791,14.34,66.58,14.61,98.49,1.1,0.35,0.17,0.16,0.08,0,34.64
"2486",19135,8114,4383,515,1212,522,398,3082,410,378,415,430,1672,11.34,59.27,20.61,99.08,0.23,0.22,0.2,0.41,0.09,0,24.36
"2487",18145,40307,24373,2956,6146,3052,2564,18370,2297,2028,1774,1807,4929,13.93,68.16,12.23,98.6,0.82,0.29,0.17,0.33,0.09,0,25.87
"2488",47127,4721,2878,271,699,380,281,2037,344,264,221,245,640,14,63.69,13.56,96.08,3.69,0.42,0.17,0.04,0.02,0,33.34
"2489",47047,25559,14598,1996,4272,2122,1596,11116,1395,1240,1175,1045,3320,14.55,68.02,12.99,55.57,44.19,0.51,0.13,0.05,0.05,0,44.51
"2490",18099,42182,24507,3255,6859,3053,2495,18338,2340,1946,1895,1902,5647,13.15,67.45,13.39,98.4,0.18,1.97,0.17,0.35,0.89,0,26.03
"2491",18179,25948,15067,2002,4263,1798,1521,11311,1481,1177,1047,1164,3503,12.79,67.74,13.5,99.27,0.04,1.01,0.15,0.15,0.39,0,21
