"ZCTA","minDisHosp","timeDrive","countDrive"
91784,3.57,5.58,23
91786,1.72,0,25
91789,5.68,12.56,42
91790,0.6,0,63
91791,2.28,0,60
91792,4.46,8.26,52
91801,1.14,0,74
91803,1.28,4.83,81
91901,18.5,28.4,3
91902,3.96,9.78,24
91910,1.85,0,28
91911,1.48,0,24
91913,2.5,11.06,23
91914,6.21,15.44,18
91915,5.1,16.64,12
91932,4.74,10.92,23
91935,16.08,25.55,5
91941,1.94,8.02,28
91942,1.06,0,29
91945,3.23,9.41,28
91950,1.5,0,28
91977,4.55,16.15,24
91978,6.43,11.31,24
92003,8.49,16.53,5
92007,1.47,12.79,18
92008,3.79,11.59,4
92009,5.4,14.92,5
92010,2.41,9.57,4
92011,5.81,14.19,4
92014,5.78,16.82,22
92019,8.85,16.35,22
92020,2.84,9.37,29
92021,7.28,13.05,20
92024,2.42,0,6
92025,4.57,0,5
92026,7.47,9.19,5
92027,6.34,6.01,5
92028,2.3,0,2
92029,3.12,0,5
92037,2.08,0,29
92040,7.68,10.08,26
92054,5.25,12.51,3
92056,1.32,0,5
92057,5.66,10.75,3
92058,5.32,0,2
92059,9.05,18.13,5
92064,2.73,0,23
92065,15.2,24.92,2
92067,6.39,18.47,10
92069,4.77,12.93,7
92071,1.2,0,29
92075,3.75,13.49,19
92078,4.41,15.28,6
92081,3.88,10.3,6
92082,11.61,20.22,2
92083,3.08,6.01,6
92084,6.61,9.64,6
92091,5.49,18.03,18
92101,1.74,5.59,30
92102,2.2,7.66,30
92103,0.52,0,30
92104,1.68,6.46,30
92105,1.46,0,30
92106,4.11,9.89,27
92107,3.1,9.89,28
92108,1.45,6.9,30
92109,3.49,9.81,28
92110,0.96,0,29
92111,1,0,30
92113,2.63,6.19,30
92114,2.64,8.15,28
92115,1.04,6.17,30
92116,1.66,6.98,30
92117,3.47,6.49,30
92118,1.74,0,28
92119,3.02,5.56,28
92120,1.68,0,30
92121,1.97,13.94,30
92122,4.14,9.21,29
92123,1.34,0,30
92124,2.95,11.32,31
92126,6.12,15.7,28
92127,4.1,7.96,14
92128,0.72,0,22
92129,4.12,10,27
92130,4.85,15.49,28
92131,7.99,23.64,11
92132,1.62,6.46,28
92134,0.27,0,28
92135,1.72,5.1,28
92139,2.35,10.17,24
92140,1.15,7.31,28
92145,6.39,15.41,20
92147,2.67,10.93,27
92154,4.44,7.44,23
92155,1.65,4.56,27
92173,5.5,10.7,23
92201,8.19,0,5
92203,4.02,8.68,5
92210,6.63,11.82,5
92211,4.82,10.71,5
92220,7.99,0,10
92222,9.61,28.84,2
92223,3.21,9.97,15
92225,12.22,0,1
92227,14.41,0,2
92230,12.59,13.75,2
92231,7.87,16.3,2
92233,17.73,23.43,1
92234,5.59,9.63,5
92236,3.58,9.54,4
92240,9.66,15.92,3
92241,10.25,26.59,1
92242,1.93,18.09,2
92243,2.21,0,2
92249,8.03,11.79,2
92250,23.06,17.18,2
92251,11.29,14.27,2
92252,3.19,0,2
92253,5.3,10.66,4
92256,20.35,25.79,2
92258,6.53,10.93,4
92260,4.6,9.52,5
92262,2.21,0,6
92264,7.26,7.47,3
92267,13.22,24.33,2
92270,1.47,0,5
92273,9.59,15.47,1
92274,21.96,26.05,2
92276,5.6,9.35,5
92277,29.53,0,2
92278,0.49,10.06,1
92281,8.54,10.86,2
92282,13.24,19.41,2
92283,22.32,18.52,3
92284,11.79,17.23,1
92301,19.73,24.04,3
92307,9.62,0,3
92308,10.35,12.93,3
92310,0.37,0,1
92311,7.68,0,1
92313,3.72,6.75,27
92314,5.34,11.59,1
92315,1.5,0,1
92316,3.01,6.8,30
92320,8.81,17.99,12
92321,1.38,0,1
92322,10.29,28.13,2
92324,2.22,0,27
92325,8.02,21.69,5
92327,11.07,15.74,1
92333,4.69,13.6,1
92335,2.47,0,29
92336,6.47,7.09,22
92337,3.19,10.94,25
92344,10.08,18.39,3
92345,7.61,11.52,3
92346,2.84,0,16
92347,15.12,19.92,1
92352,2.33,11.89,1
92354,0.11,0,21
92356,22.18,28.9,1
92358,13.38,28.96,1
92359,10.35,11.57,15
92363,13.36,0,2
92368,10.4,20.52,3
92373,4.59,0,19
92374,3.24,7.06,19
92376,3.66,7.67,24
92377,5.88,11.71,20
92378,5.18,14.14,4
92382,6.11,17.39,1
92385,4.55,8.36,1
92386,4.26,15.58,1
92391,5.14,13.92,4
92392,7.64,12.68,3
92394,4.75,13.93,3
92395,2.24,0,3
92398,11.87,15.69,1
92399,10.12,16.75,14
92401,2.71,5.01,20
92404,4.06,0,17
92405,1.8,5.75,20
92407,8.58,7.32,19
92408,1.89,7.08,21
92410,2.65,4.3,21
92411,0.7,0,20
92501,1.65,0,31
92503,2.57,0,19
92504,3.6,6.66,26
92505,2.66,0,20
92506,3.03,0,25
92507,3.91,5.7,30
92508,7.6,10.2,19
92509,4.84,10.94,29
92518,5.98,12.83,11
92530,10.69,16.7,3
92532,9.55,10.16,6
92536,18.78,29.43,1
92543,4.47,0,5
92544,10.19,8.7,2
92545,5.4,7.32,6
92548,5.2,13.81,7
92551,3.07,7.21,12
92553,3.52,8.9,21
92555,4.69,0,15
92557,6.45,12.8,21
92562,8.09,0,5
92563,3.18,0,5
92567,8.13,13.13,6
92570,6.91,16.59,5
92571,1.57,0,8
92582,6.03,9.98,5
92583,4.17,8.23,4
92584,3.92,13.31,8
92585,2.28,0,6
92586,2.31,13.53,7
92587,6.21,16.23,5
92590,6.7,17.05,5
92591,4.54,9.45,5
92592,5.78,0,5
92595,2.64,0,6
92596,6.84,10.04,7
92602,5.68,9.63,37
92603,2.96,10.61,31
92604,2.55,5.87,36
92606,2.6,6.99,38
92610,7.29,13.52,24
92612,3.57,8.68,37
92614,4.05,7.71,38
92617,4.8,11.35,35
92618,2.71,0,36
92620,4.57,8.71,36
92624,6.23,18.57,8
92625,3.35,9.5,30
92626,1.63,0,47
92627,0.68,0,42
92629,3.2,18.64,8
92630,3.4,6.63,30
92637,1.56,4.44,30
92646,3.03,8.56,42
92647,2.13,0,56
92648,2.43,6.8,43
92649,4.77,6.2,51
92651,5.3,0,14
92653,1.62,0,27
92655,1.68,2.42,58
92656,2.06,0,28
92657,5.67,13.47,30
92660,2.48,7.33,37
92661,1.71,8.39,26
92662,1.76,6.64,31
92663,0.11,0,37
92672,10.83,20.92,8
92673,8.59,22.53,8
92675,6.41,13.34,15
92676,10.56,22.04,14
92677,3.34,10.27,19
92678,14.08,21.59,7
92679,8.03,13.93,11
92683,0.92,0,58
92688,6.15,9.75,18
92691,2.97,0,25
92692,4.13,4.96,23
92694,3.07,12.86,14
92701,1.81,5.08,46
92703,1.5,5.36,53
92704,1.8,5.86,51
92705,1.18,0,50
92706,0.72,0,56
92707,0.96,0,44
92708,0.9,0,52
92780,0.72,0,47
92782,3.13,5.85,45
92801,1.27,0,67
92802,1.37,6.65,59
92804,1.51,0,60
92805,0.92,0,54
92806,2.15,0,56
92807,3.81,10.63,47
92808,7.21,15.53,34
92821,0.85,0,61
92823,4.34,7.22,44
92831,2.44,4.39,63
92832,1.74,6,59
92833,2.65,7.83,54
92835,0.99,0,59
92840,1.6,5.16,56
92841,2.15,5.84,56
92843,1.56,0,57
92844,1.79,4.55,59
92845,2.69,8.05,61
92860,4.45,11.43,18
92861,2.67,6.1,43
92865,1.95,5.71,48
92866,0.75,0,55
92867,2.28,5.73,47
92868,0.87,0,61
92869,2.82,0,44
92870,0.98,0,55
92879,2.21,0,11
92880,4.9,14.32,18
92881,3.68,7.37,13
92882,3.59,0,25
92883,10.27,20.1,8
92886,3.28,9.08,39
92887,7.75,15.04,35
93001,18.23,0,8
93003,2.16,0,8
93004,5.28,11.32,6
93010,3.99,0,10
93012,3.69,8.88,9
93013,15.82,19.46,7
93015,12.1,16.67,3
93021,8,11.71,5
93022,4.13,8.57,6
93023,6.84,0,6
93030,1.61,0,7
93033,5.74,6.15,6
93035,5.33,8.18,6
93036,2.35,3.15,9
93040,16.49,24.57,2
93041,7.16,7.92,6
93043,4.99,10.6,5
93060,3.8,0,8
93063,4.35,9.1,20
93064,4.61,21.2,3
93065,3.18,0,10
93066,3.82,12.35,9
93067,9.01,13.96,4
93101,1.34,6.1,4
93103,2.95,9.4,4
93105,7.52,0,4
93108,7.19,12.53,4
93109,1.94,8.17,4
93110,1.3,0,4
93111,1.42,0,4
93117,9.79,9.94,4
93202,2.99,8.17,6
93203,22.54,26.72,1
93210,6.99,0,2
93215,3.08,0,1
93218,15.71,18.15,2
93219,10,10.55,2
93220,12.25,13.56,10
93221,18.52,17.98,7
93223,6.13,14.64,5
93230,4.32,0,7
93235,7.44,16.47,5
93240,3.07,0,1
93241,9.39,16.79,10
93242,11,23,3
93244,22.73,29.11,4
93245,5.19,0,2
93247,12.02,16.68,3
93250,8.7,9.9,6
93256,17.85,18.42,2
93257,9.08,0,2
93258,8.6,13.57,3
93261,8.61,16.45,3
93263,17.01,21.72,7
93265,24.73,24.94,2
93266,9.39,11.86,2
93267,7.27,9.54,3
93270,9.7,15.51,2
93272,14.6,15.38,7
93274,4.1,0,5
93277,2.93,0,6
93280,17.47,29.06,1
93291,5.93,0,6
93292,6.5,9.78,6
93301,0.1,0,10
93304,2.82,5.52,10
93305,1.23,0,10
93306,12.77,0,10
93307,9.93,9.75,10
93308,13.6,0,10
93309,2.09,0,10
93311,13.03,0,10
93312,3.6,11.13,10
93313,13.03,0,10
93314,9.11,16.47,10
93401,3.53,0,5
93402,11.84,17.3,3
93405,4.26,0,5
93410,0.88,5.23,5
93420,9.8,0,5
93422,3.85,0,5
93424,9.34,15.8,4
93427,6.77,8.93,4
93430,15.22,25.74,1
93433,2.05,6.54,5
93434,13.26,16.34,2
93436,4.17,0,3
93437,10.58,27.72,3
93440,13.48,22.5,2
93441,13.65,16.1,1
93442,12.7,20.57,4
93444,8.7,11.59,2
93445,7.27,8.59,5
93446,9.25,10.73,2
93449,5.61,6.85,5
93450,24.91,28.67,1
93451,27.73,28.81,1
93454,12.39,0,2
93455,10.37,10.84,5
93458,5.38,4.2,2
93460,8.06,13.15,1
93463,1.98,0,1
93465,1.59,0,2
93510,11,20.41,2
93513,28.43,28.9,1
93514,12.2,0,1
93526,23.45,25.08,1
93527,38.58,21.58,2
93528,22.95,29.37,2
93530,17.11,25.52,1
93531,12.17,26.34,1
93534,2.37,0,2
93535,19.52,10.94,2
93536,15.34,9.83,2
93543,14.35,26.02,1
93545,4.41,0,1
93546,9.22,0,1
93550,14.68,14.29,2
93551,6.2,0,2
93552,8.44,19.16,2
93555,2.96,0,2
93561,3.28,0,1
93606,12.3,25.75,1
93609,18.7,26.75,5
93610,21.17,20.79,2
93611,1.81,0,11
93612,3.93,5.89,12
93615,14.6,20.68,6
93616,7.55,15.37,7
93618,8.67,11.5,6
93619,8.69,10.52,11
93620,16.29,23.68,1
93625,7.03,7.5,13
93630,20.11,24.67,5
93631,9.59,7.58,9
93635,1.05,0,1
93636,9.89,0,1
93637,10.28,0,2
93638,8.39,8.35,1
93646,11.7,16.87,1
93647,19.78,18.5,3
93648,4.87,8.87,6
93650,1.35,6.61,13
93652,15.26,27.56,5
93654,5.42,0,2
93656,16.67,21.7,1
93657,15.13,19.81,13
93662,3.87,0,9
93665,17.15,29.49,1
93666,9.64,14.55,3
93673,12.77,13.69,7
93701,0.53,0,12
93702,0.21,0,12
93703,1.21,0,12
93704,2.39,7.11,13
93705,3.45,9.38,13
93706,11.54,11.82,12
93710,1.17,0,12
93711,3.49,8.69,12
93720,1.74,0,11
93721,0.95,2.7,12
93722,6.9,12.48,13
93723,12.03,19.45,12
93725,9.71,10.12,13
93726,1.87,5.73,12
93727,5.1,7.37,12
93728,2.58,4.81,13
93730,3.55,7.84,11
93901,2.33,0,3
93905,2.1,7.28,3
93906,2.08,0,2
93907,6.65,7.79,3
93908,3.44,17.19,2
93921,2.25,8.58,2
93923,11.48,18.98,1
93924,22.39,27.76,2
93925,15.69,21.67,2
93926,19.92,23.08,2
93927,17.07,17.71,1
93930,7.09,0,1
93933,10.03,13.65,4
93940,4.83,0,2
93943,3.12,4.3,2
93950,3.56,9,1
93953,2.21,16.69,1
93954,14.59,12.85,1
93955,9.09,8.88,2
93962,2.96,8.3,3
94002,1.54,6.15,17
94005,3.34,8.98,30
94010,2.34,0,26
94014,2.09,6.85,29
94015,0.45,0,29
94019,8.28,9.19,8
94022,4.17,6.19,20
94024,1.8,6.68,19
94025,0.81,0,17
94027,2.49,4.68,15
94028,5.63,13.44,14
94030,1.44,9.4,29
94037,2.55,4.02,9
94038,0.4,0,9
94040,1.04,0,22
94041,1.68,3.02,22
94043,4.24,3.75,24
94044,5.55,8.96,24
94061,1.99,6.74,13
94062,6.21,0,13
94063,1.18,0,19
94065,3.67,10.58,14
94066,3.05,5.75,26
94070,1.91,9.19,16
94074,14.89,29.18,1
94080,1.24,0,26
94085,4.61,10.08,25
94086,3.4,9.5,22
94087,2.75,7.72,23
94089,5.85,9.97,24
94102,0.89,1.82,38
94103,1.48,4.34,39
94104,0.6,2.03,38
94105,1.17,3.1,41
94107,0.32,0.86,38
94108,0.3,0,40
94109,0.63,0,38
94110,0.42,0,37
94111,0.81,2.09,38
94112,1.06,0,36
94114,0.93,0,38
94115,0.16,0,37
94116,2.07,8.99,23
94117,0.54,0,37
94118,0.72,0,27
94121,0.88,0,26
94122,1.92,7.11,29
94123,0.98,3.53,36
94124,2.69,7.86,36
94127,1.2,6.18,29
94128,2.33,7.93,26
94129,1.22,4.27,28
94130,3.51,12.71,35
94131,1.02,0,30
94132,3.06,6.44,29
94133,0.74,1.88,38
94134,1.51,5.35,36
94158,0.41,0,39
94301,1.65,6.96,24
94303,2.93,10.09,26
94304,3.12,0,15
94305,1.54,5.23,18
94306,1.1,7.81,20
94401,0.98,0,33
94402,2.15,4.58,29
94403,0.73,0,23
94404,3.03,7.13,24
94501,1.79,0,32
94502,2.38,9.03,21
94503,4.95,5.68,9
94505,14.97,26.73,2
94506,4.56,17.94,8
94507,4.44,9.63,19
94508,3.69,17.2,1
94509,1.44,0,7
94510,7.67,9.48,13
94511,11.56,28.65,2
94513,7.34,14.38,2
94514,14.92,21.82,3
94515,12.33,19.66,1
94516,5.47,27.18,4
94517,8.91,15.02,8
94518,2.98,6.37,17
94519,1.5,5.21,18
94520,0.87,0,23
94521,5.85,10.77,8
94523,3.89,7.92,22
94525,5.85,8.77,15
94526,4.09,13.03,21
94528,6.12,18.19,9
94530,4.57,9.06,36
94531,1.29,0,6
94533,3.28,0,7
94534,6.05,9.11,11
94535,6.41,9.29,6
94536,1.28,0,18
94538,3.69,0,24
94539,5.36,7.74,26
94541,2.06,7.16,28
94542,4.2,11.41,26
94544,2.13,6.88,25
94545,2.71,0,30
94546,1.63,0,30
94547,8.9,16.13,17
94548,8.64,18.81,2
94549,4.03,10.03,28
94550,13.99,0,9
94551,6.64,8.12,10
94552,5.09,8.78,25
94553,1.01,0,14
94555,6.81,8.38,23
94556,5.9,19.57,16
94558,11.88,0,8
94559,4.87,7.1,9
94560,4.22,6.86,24
94561,6.82,12.34,6
94563,5.44,11.6,29
94564,7.39,12.81,24
94565,7.78,10.31,8
94566,4.15,7.71,15
94568,3.04,8.63,16
94569,4.81,15.23,10
94571,16.07,28.89,1
94572,7.55,13.41,19
94573,8.39,8.25,3
94574,5.71,0,3
94575,5.61,17.97,16
94576,0.61,10.41,1
94577,0.8,0,27
94578,0.47,0,28
94579,1.82,6.81,28
94580,2.88,5.54,28
94582,3.06,13.57,11
94583,2.01,0,15
94585,10.32,6.74,7
94586,7.6,15.48,11
94587,4.82,10.1,25
94588,3.85,0,16
94589,2.94,0,13
94590,1.31,0,13
94591,2.98,5.16,14
94592,2.9,7.61,9
94595,1.85,8.12,21
94596,1.49,0,20
94597,2.15,7.38,27
94598,3,0,19
94599,8.83,11.47,6
94601,1.25,0,37
94602,1.57,0,41
94603,2.83,4.78,28
94605,4.05,6.54,33
94606,1.13,4.87,39
94607,2.71,5.5,45
94608,1.3,5.2,41
94609,0.32,0,44
94610,1.35,5.7,42
94611,3.39,0,38
94612,0.99,5.44,42
94613,2.85,8.32,31
94618,1.64,5.02,43
94619,5.36,4.13,42
94621,3.43,5.43,32
94702,1.23,6.1,41
94703,0.49,3.64,38
94704,0.76,0,35
94705,1.55,0,43
94706,2.9,11.12,41
94707,3.06,10.52,26
94708,3.38,8.89,21
94709,1.31,5.31,31
94710,2.4,8.84,46
94720,1.27,1.87,35
94801,1.75,0,26
94803,5.72,13.08,22
94804,1.97,5.25,36
94805,2.7,5.64,39
94806,4.11,7.77,23
94850,4.2,8.45,45
94901,3.67,8.26,14
94903,1.77,0,6
94904,1.38,0,15
94920,7.14,14.7,15
94922,10.26,16.88,4
94923,15.47,27.66,1
94925,2.61,9.57,18
94928,8.43,14.88,8
94930,4.21,13.54,5
94931,8.48,13.21,8
94933,9.22,24.96,2
94938,12.08,27.7,2
94939,0.9,5.84,15
94941,4.84,12.5,21
94945,2.54,0,5
94946,9.46,29.3,1
94947,4.98,5.14,5
94949,3.34,8.53,6
94951,5.91,11.01,8
94952,8.97,9.95,5
94954,5.24,0,11
94957,0.86,5.76,10
94960,1.79,9.62,5
94963,8.04,24.26,3
94964,3.07,8.81,21
94965,6.06,13.77,21
94971,15.2,28.53,1
94972,13.56,23.83,1
94973,5.93,24.45,3
95002,8.17,14.46,22
95003,7.17,13.45,4
95004,11.97,16.4,6
95005,11.84,25.6,3
95007,13.09,28.97,1
95008,1.79,0,15
95010,1.81,7.06,4
95012,10.82,15.24,4
95013,3.71,9.15,11
95014,5.61,11.99,20
95018,8.96,20.13,3
95019,0.99,3.73,4
95020,2.43,0,5
95023,6.12,0,3
95030,3.11,5.91,13
95032,2.93,0,13
95033,7.71,15.16,15
95035,7.35,12.36,20
95037,11.47,15.38,5
95039,8.79,11.15,7
95041,7.31,17.74,3
95045,9.72,17.52,6
95046,5.42,16.22,4
95050,2.24,4.06,22
95051,1.53,0,21
95053,1.81,5.42,22
95054,5.58,11.17,22
95060,9.8,9.6,4
95062,0.97,0,4
95064,4.55,16.55,3
95065,3.59,0,4
95066,7.06,17.81,3
95070,5.57,10.75,18
95073,5.76,9.61,4
95075,17.58,12.5,2
95076,3.25,0,4
95110,2.55,7.79,16
95111,4.21,9.37,13
95112,2.85,5.43,16
95113,2.56,7.36,16
95116,1.07,0,16
95117,2,4.05,18
95118,3.92,5.48,13
95119,1.37,0,13
95120,5.83,11.1,13
95121,5.39,9.22,15
95122,3.07,6.61,15
95123,2.31,7.41,13
95124,1.7,0,13
95125,2.15,7.25,15
95126,1.35,4.14,19
95127,3.42,5.96,16
95128,0.36,0,19
95129,2.58,7.77,20
95130,2.39,4.88,16
95131,3.99,8.66,19
95132,8.35,10.01,16
95133,1.15,6.03,16
95134,8.72,14.48,23
95135,6.54,12.36,12
95136,4.46,8.03,13
95138,2.82,0,12
95139,2.22,3.68,13
95148,5.36,10.89,15
95202,0.67,0,9
95203,2.26,0,9
95204,1.69,0,9
95205,1.92,4.14,9
95206,9.31,5.58,9
95207,3.27,4.7,7
95209,7.45,9.46,7
95210,4.75,8.92,8
95211,1.54,3.29,8
95212,7.59,12.16,8
95215,9.54,13.26,8
95219,14.6,10.21,7
95220,7.47,13.29,2
95222,11.55,23.85,1
95227,18.44,25.53,1
95231,1.23,0,9
95232,11.79,29.3,1
95236,18.9,24.61,1
95237,10.11,14.51,3
95240,9.56,0,7
95242,7.48,7.81,5
95245,10.09,29.51,1
95246,11.21,24.28,1
95249,3.04,0,1
95252,12.71,27.11,1
95258,4.44,12.19,5
95301,11.28,13.49,2
95303,12.53,21.88,1
95304,6.21,8.4,8
95307,4.09,0,11
95310,9.9,24.28,3
95312,14.65,23.68,3
95315,9.04,16.75,3
95316,9.37,10.69,4
95317,14.75,18.03,2
95319,2.66,5.86,11
95320,10.78,15.24,12
95323,13.63,23.5,9
95324,10.89,16.37,2
95326,6.88,11.11,11
95327,12.1,19.48,3
95328,5.19,9.1,9
95330,4.67,8.83,9
95333,16.73,25,2
95334,15.77,22.02,4
95336,2.7,0,16
95337,4.96,0,15
95338,0.93,0,1
95340,2.99,0,2
95341,6.16,0,2
95345,7.9,22.79,1
95346,15.44,23.84,3
95348,5.37,8.98,2
95350,0.93,0,13
95351,1.81,7.77,11
95354,1.79,0,13
95355,1.06,0,13
95356,2.15,0,13
95357,2.89,0,11
95358,8.04,10.5,11
95361,7.53,0,9
95365,11.97,17.34,2
95366,6.06,10.91,17
95367,3.66,11.94,12
95368,2.91,8.08,14
95370,1.66,0,3
95372,7.72,14.15,3
95374,17.11,27.67,1
95376,0.62,0,10
95377,8.75,4.64,5
95379,12.52,19.45,3
95380,4.06,6.19,9
95382,1.7,0,9
95383,14.93,20.41,3
95385,16.24,25.79,4
95386,17.16,18.82,10
95388,10.96,18.98,3
95391,11.97,14.9,3
95401,1.43,0,8
95403,0.69,0,8
95404,3.95,0,10
95405,2.54,0,9
95407,5.08,6.97,8
95409,7.37,7.89,8
95420,5.74,12.38,1
95422,3.63,0,1
95423,11.52,16.04,1
95425,21.02,23.29,1
95431,0.15,0,5
95435,9.09,12.8,1
95436,10.49,19.38,6
95437,5.35,0,1
95439,1.79,8.5,7
95441,9.62,12.26,3
95442,2.64,3.3,5
95443,12.57,22.27,1
95444,4.7,11.08,6
95446,13.13,25.49,2
95448,1.51,0,6
95449,19.78,22.27,1
95452,7.01,11.76,7
95453,5.69,0,1
95456,15.78,26.82,1
95457,7.79,10.62,1
95458,11.74,24.21,1
95460,11.38,20.13,1
95464,4.49,15.65,1
95465,13.89,29.48,1
95467,12.96,27.38,1
95469,19.72,30,1
95470,9.44,14.14,2
95471,11.63,28.1,3
95472,3.23,0,7
95476,3.51,0,6
95482,2.86,0,1
95485,10.05,14.7,1
95490,9.63,0,1
95492,5.49,11.77,7
95493,8.48,23.45,1
95501,1.17,0,5
95503,6.32,5.88,5
95519,6.29,12.02,4
95521,4.87,0,4
95524,7.23,9.96,4
95525,18.76,17.44,1
95528,16.28,23.44,1
95531,13.23,0,1
95536,11.26,19.58,1
95537,6.33,11.8,5
95540,0.36,0,4
95542,1.44,0,1
95547,4.45,10.98,1
95549,17.45,25.48,4
95551,9.61,15.36,4
95553,14.78,28.3,1
95559,8.21,20.06,1
95560,6.53,17.48,1
95562,10.97,11.58,1
95564,3.08,10.95,4
95565,14.29,17.12,1
95567,15.83,20.05,2
95570,20.7,20.88,1
95587,12.56,23.25,1
95601,7.9,15.42,1
95602,4.1,0,1
95603,2.86,19.42,4
95604,8.14,18.26,2
95605,4.97,8.28,19
95608,1.94,0,21
95610,3.3,8.35,18
95612,12.65,24.72,9
95616,1.89,0,9
95618,6.36,9.35,11
95619,4.07,7.78,2
95620,13.01,14.83,5
95621,2.33,6.6,21
95623,12.27,13.99,2
95624,7.99,12.75,16
95625,2.79,9.26,4
95626,10.68,18.22,11
95627,16.32,22.02,1
95628,4.43,9.86,18
95630,0.39,0,18
95632,13.6,15.77,10
95633,10.34,24.65,2
95639,8.68,21.16,10
95640,12.46,25.21,1
95642,0.7,0,1
95645,19.77,25.18,1
95648,14.69,18.27,6
95650,6.83,15.18,9
95651,11.59,21.2,2
95652,3.07,6.53,21
95653,13.1,16.59,1
95655,2.38,0,20
95658,6.89,20.64,5
95659,21.85,24.58,6
95660,3.29,8.8,20
95661,0.5,0,18
95662,4.32,11.31,18
95663,9.2,18.33,7
95664,12.83,29.82,2
95665,9.06,14.02,1
95667,0.87,0,2
95669,14.9,25.92,1
95670,3.03,10.58,21
95672,11.32,24.83,4
95673,7.85,17.76,15
95677,2.46,8.91,17
95678,2.65,0,16
95682,13.46,16.38,4
95683,14.67,24.65,2
95685,7.15,17.57,1
95686,15.3,23.46,8
95687,2.73,0,4
95688,6.06,0,4
95691,8.59,10.56,17
95694,15.51,20.82,5
95695,4.94,0,2
95697,6.19,9.92,2
95698,15.95,15.93,2
95699,10,16.23,1
95703,8.96,17.12,2
95709,8.03,15.36,2
95713,15.31,22.6,2
95721,9.04,21.65,1
95722,7.37,18.98,1
95724,8.89,23.3,1
95726,20.26,24.24,2
95735,13.46,28.87,1
95736,11.93,20.12,2
95742,6.79,9.85,17
95746,4.85,7.48,11
95747,7.52,11.49,9
95757,10.67,14.43,11
95758,3.66,9.89,13
95762,6.11,13.95,10
95765,5.06,14.14,9
95776,6.21,9.12,4
95811,1.63,2.44,20
95814,1.73,3.37,21
95815,3.15,6.88,19
95816,0.16,0,20
95817,0.12,0,22
95818,2.19,5.41,20
95819,0.88,0,22
95820,1.73,3.71,19
95821,2.07,7.05,21
95822,4.4,10.89,16
95823,1.48,0,16
95824,3.23,5.94,16
95825,1.36,0,21
95826,2.49,0,21
95827,2.56,8.75,20
95828,2.44,7.68,16
95829,6.18,14.91,16
95830,7.17,13.76,15
95831,7.07,11.37,15
95832,5.59,7.59,15
95833,4.9,10.72,20
95834,7.04,13.89,20
95835,9.5,17.54,16
95837,14.05,25.81,8
95838,5.35,11.1,20
95841,1.92,0,21
95842,2.85,6.59,21
95843,5.29,9.84,17
95864,1.87,3.96,21
95901,10.31,0,5
95903,2.17,0,1
95912,17.46,28.38,1
95917,6.83,8.71,2
95923,15.73,25.04,1
95926,0.56,0,5
95928,5.23,7.9,5
95932,5.86,0,1
95937,24.3,29.52,1
95938,12.97,16.97,4
95942,23.63,24.73,4
95945,5.69,0,1
95946,10.7,19.65,1
95948,5.33,0,1
95949,12.72,13.97,2
95950,15.49,22.81,1
95951,9.9,17.3,4
95953,11.94,15.55,6
95954,12.18,16.23,1
95955,16.32,24.32,2
95956,15.16,21.41,1
95957,16.09,24.72,1
95959,13.22,12.58,1
95961,9.54,17.15,5
95963,19.68,22.38,1
95965,8.83,14.72,7
95966,8.41,0,1
95968,6.4,17.97,2
95969,6.4,0,5
95970,14.88,25.92,1
95971,4.25,0,1
95973,12.88,0,4
95975,7.21,17.52,1
95977,6.64,27.16,1
95982,13.11,17.29,6
95987,21.85,17.6,1
95988,4.81,0,1
95991,9.7,0,5
95993,6.81,6.55,6
96001,3.14,0,5
96002,6.6,14.32,5
96003,17.75,16.81,5
96007,13.07,17.74,6
96008,22.54,29.81,5
96017,18.64,29.86,1
96019,8.56,23.09,5
96020,7.01,0,1
96021,20.31,25.15,1
96022,21.82,22.19,6
96024,15.21,22.12,1
96025,9.94,14.4,1
96028,3.54,0,1
96035,9.54,17.3,1
96038,12.32,14.71,1
96044,22.33,26.65,1
96048,10.87,14.97,1
96052,8.64,24.82,1
96055,13.92,22.96,1
96056,9.74,24.56,1
96057,27.04,22.98,1
96061,17.56,21.77,1
96062,21.94,27.29,5
96064,19.99,23.94,1
96067,3.35,0,1
96073,12.9,21.9,5
96080,11.34,0,1
96087,14.21,16.99,5
96090,13.14,23.13,1
96092,21.38,20.26,4
96093,1.89,0,1
96094,19.81,21.61,1
96097,3.87,0,1
96101,2.31,0,1
96103,13.7,16.35,1
96104,3.25,0,1
96105,14.58,25.45,2
96106,8.35,21.92,1
96111,16.16,21.92,3
96114,15.76,18.11,1
96115,15.54,25.99,1
96118,3.78,0,1
96120,16.71,28.75,1
96122,2,0,1
96128,16.75,22.8,1
96129,7.59,13.19,1
96130,10.95,0,1
96135,11.92,20.18,2
96137,14.57,22.43,1
96140,10.22,22.69,2
96143,4.86,12.87,2
96145,15.9,28.48,2
96146,11.62,21.89,1
96148,7.18,17.59,2
96150,3.71,0,1
96155,15.63,29.83,1
96161,1.52,0,1
96701,2.5,0,15
96703,5.41,14.46,2
96704,16.39,13.12,1
96705,15.29,27.26,1
96706,2.47,0,10
96707,3.35,11.56,12
96708,14.53,26.85,1
96712,7.41,25.17,2
96717,9.83,18.03,1
96719,3.83,5.79,1
96720,8.29,0,1
96725,8.13,14.67,1
96726,9.48,18.05,1
