COUNTYFP,year,essnWrkE,wrkPopE,essnWrkP
32005,2018,9414,20933,44.97
32007,2018,14017,26171,53.56
32009,2018,207,388,53.35
32011,2018,521,961,54.21
32013,2018,4804,8539,56.26
32015,2018,1601,2597,61.65
32017,2018,836,1782,46.91
32019,2018,11691,21969,53.22
32021,2018,873,1732,50.4
32023,2018,8053,14762,54.55
32027,2018,1009,2022,49.9
32029,2018,696,1664,41.83
32031,2018,101888,225689,45.15
32033,2018,1999,3656,54.68
32510,2018,12168,25098,48.48
33001,2018,14009,30946,45.27
33003,2018,11529,23636,48.78
33005,2018,18168,40161,45.24
33007,2018,7549,14544,51.9
33009,2018,21883,46707,46.85
33011,2018,91124,224741,40.55
33013,2018,34483,78874,43.72
33015,2018,66850,173214,38.59
33017,2018,30790,69879,44.06
33019,2018,10324,21315,48.44
34001,2018,61771,127434,48.47
34003,2018,159336,476034,33.47
34005,2018,84844,222818,38.08
34007,2018,106339,247509,42.96
34009,2018,19108,41593,45.94
34011,2018,37522,62928,59.63
34013,2018,165424,373790,44.26
34015,2018,61493,147707,41.63
34017,2018,143575,352378,40.74
34019,2018,20331,66375,30.63
34021,2018,68492,180710,37.9
34023,2018,151371,405537,37.33
34025,2018,115161,315831,36.46
34027,2018,78062,261479,29.85
34029,2018,107322,256360,41.86
34031,2018,113733,238879,47.61
34033,2018,15067,29352,51.33
34035,2018,51783,173381,29.87
34037,2018,30168,75439,39.99
34039,2018,122125,279881,43.63
34041,2018,23477,55187,42.54
35001,2018,133824,315193,42.46
35003,2018,304,842,36.1
35005,2018,14298,26629,53.69
35006,2018,5126,9537,53.75
35007,2018,2416,4737,51.0
35009,2018,11170,20673,54.03
35011,2018,418,748,55.88
35013,2018,43202,88450,48.84
35015,2018,14144,26013,54.37
35017,2018,5712,10473,54.54
35019,2018,521,1311,39.74
35021,2018,68,154,44.16
35023,2018,922,1541,59.83
35025,2018,16579,28674,57.82
35027,2018,3205,6979,45.92
35028,2018,2093,9516,21.99
35029,2018,4770,7658,62.29
35031,2018,12712,23614,53.83
35033,2018,860,1399,61.47
35035,2018,12464,23841,52.28
35037,2018,1366,2846,48.0
35039,2018,,,
35041,2018,3965,7957,49.83
35043,2018,25375,60468,41.96
35045,2018,26622,50732,52.48
35047,2018,4960,9714,51.06
35049,2018,28817,70648,40.79
35051,2018,1704,3619,47.08
35053,2018,2374,5579,42.55
35055,2018,6720,13666,49.17
35057,2018,2966,5712,51.93
35059,2018,924,1588,58.19
35061,2018,15651,29040,53.89
36001,2018,58684,159756,36.73
36003,2018,10677,20029,53.31
36005,2018,326146,595657,54.75
36007,2018,39953,87190,45.82
36009,2018,17359,33610,51.65
36011,2018,18455,36489,50.58
36013,2018,30191,56021,53.89
36015,2018,19056,37261,51.14
36017,2018,11285,21902,51.52
36019,2018,18963,36060,52.59
36021,2018,14468,29545,48.97
36023,2018,11199,23525,47.6
36025,2018,10363,20204,51.29
36027,2018,61233,144058,42.51
36029,2018,196165,449109,43.68
36031,2018,8957,17294,51.79
36033,2018,11285,20209,55.84
36035,2018,13319,24360,54.68
36037,2018,15523,29897,51.92
36039,2018,10297,20292,50.74
36041,2018,1166,1946,59.92
36043,2018,15002,28627,52.41
36045,2018,22798,44760,50.93
36047,2018,503565,1217624,41.36
36049,2018,6895,11711,58.88
36051,2018,14054,28822,48.76
36053,2018,16022,33712,47.53
36055,2018,151603,367045,41.3
36057,2018,11454,21536,53.19
36059,2018,254329,684098,37.18
36061,2018,218350,897040,24.34
36063,2018,47538,100682,47.22
36065,2018,50019,102319,48.89
36067,2018,91464,220979,41.39
36069,2018,23970,54358,44.1
36071,2018,79842,174834,45.67
36073,2018,10241,18161,56.39
36075,2018,28480,53360,53.37
36077,2018,13417,28171,47.63
36079,2018,19851,51066,38.87
36081,2018,532152,1131527,47.03
36083,2018,33940,81001,41.9
36085,2018,93306,211293,44.16
36087,2018,59462,148410,40.07
36089,2018,22318,44275,50.41
36091,2018,43993,118824,37.02
36093,2018,31066,73563,42.23
36095,2018,6752,14488,46.6
36097,2018,4505,8397,53.65
36099,2018,7718,15571,49.57
36101,2018,22811,42997,53.05
36103,2018,311497,744693,41.83
36105,2018,17324,32846,52.74
36107,2018,11083,23065,48.05
36109,2018,16705,50250,33.24
36111,2018,37968,86733,43.78
36113,2018,15044,31937,47.11
36115,2018,15496,28537,54.3
36117,2018,21407,43779,48.9
36119,2018,180483,479775,37.62
36121,2018,10118,18562,54.51
36123,2018,5882,11181,52.61
37001,2018,37980,75612,50.23
37003,2018,10146,16264,62.38
37005,2018,2481,4555,54.47
37007,2018,6894,10354,66.58
37009,2018,6972,12440,56.05
37011,2018,3994,6718,59.45
37013,2018,10756,18867,57.01
37015,2018,4520,7496,60.3
37017,2018,7550,12805,58.96
37019,2018,25471,50793,50.15
37021,2018,59574,124844,47.72
37023,2018,23390,38284,61.1
37025,2018,42981,99553,43.17
37027,2018,21340,36275,58.83
37029,2018,2174,4473,48.6
37031,2018,15076,30598,49.27
37033,2018,5524,9549,57.85
37035,2018,38631,73002,52.92
37037,2018,14441,31532,45.8
37039,2018,5454,10300,52.95
37041,2018,3196,5351,59.73
37043,2018,2361,4391,53.77
37045,2018,22515,39701,56.71
37047,2018,12118,19740,61.39
37049,2018,20457,40506,50.5
37051,2018,60806,125926,48.29
37053,2018,5528,12025,45.97
37055,2018,8122,18054,44.99
37057,2018,39809,74174,53.67
37059,2018,9579,19284,49.67
37061,2018,15371,24447,62.87
37063,2018,65819,158434,41.54
37065,2018,12525,21773,57.53
37067,2018,77746,169738,45.8
37069,2018,14801,29810,49.65
37071,2018,50433,98902,50.99
37073,2018,3133,5190,60.37
37075,2018,1814,3180,57.04
37077,2018,13763,26285,52.36
37079,2018,5481,8077,67.86
37081,2018,107849,250123,43.12
37083,2018,11976,19437,61.61
37085,2018,24968,50735,49.21
37087,2018,14296,26560,53.83
37089,2018,26101,51829,50.36
37091,2018,5651,9283,60.87
37093,2018,10273,18961,54.18
37095,2018,1269,1984,63.96
37097,2018,40462,83378,48.53
37099,2018,9137,18614,49.09
37101,2018,41140,89484,45.97
37103,2018,2354,3891,60.5
37105,2018,14687,26541,55.34
37107,2018,13579,23378,58.08
37109,2018,19130,38100,50.21
37111,2018,12089,18674,64.74
37113,2018,7425,13955,53.21
37115,2018,5645,9511,59.35
37117,2018,5176,9257,55.91
37119,2018,206124,554107,37.2
37121,2018,3537,6254,56.56
37123,2018,6873,10551,65.14
37125,2018,19262,39935,48.23
37127,2018,22383,43343,51.64
37129,2018,46260,109010,42.44
37131,2018,4190,7233,57.93
37133,2018,30035,63221,47.51
37135,2018,24793,73172,33.88
37137,2018,2546,4806,52.98
37139,2018,8554,16289,52.51
37141,2018,12917,25316,51.02
37143,2018,2825,5305,53.25
37145,2018,10306,18065,57.05
37147,2018,39728,83183,47.76
37149,2018,4413,8617,51.21
37151,2018,36815,65738,56.0
37153,2018,9861,17389,56.71
37155,2018,29458,47923,61.47
37157,2018,22427,39463,56.83
37159,2018,34936,61491,56.81
37161,2018,15640,26422,59.19
37163,2018,16086,26584,60.51
37165,2018,6880,12081,56.95
37167,2018,16315,28295,57.66
37169,2018,12018,20742,57.94
37171,2018,17101,30687,55.73
37173,2018,3342,5693,58.7
37175,2018,6744,13511,49.91
37177,2018,850,1560,54.49
37179,2018,45688,109997,41.54
37181,2018,11172,18594,60.08
37183,2018,178239,551929,32.29
37185,2018,4166,7288,57.16
37187,2018,2832,4454,63.58
37189,2018,10014,24966,40.11
37191,2018,29249,52418,55.8
37193,2018,16692,29252,57.06
37195,2018,19142,35051,54.61
37197,2018,9060,15731,57.59
37199,2018,3989,7159,55.72
38001,2018,663,1219,54.39
38003,2018,3150,5830,54.03
38005,2018,1103,2372,46.5
38007,2018,248,500,49.6
38009,2018,1519,3288,46.2
38011,2018,884,1725,51.25
38013,2018,544,1052,51.71
38015,2018,22978,51500,44.62
38017,2018,45065,101585,44.36
38019,2018,838,1921,43.62
38021,2018,1266,2606,48.58
38023,2018,518,1175,44.09
38025,2018,1092,2100,52.0
38027,2018,516,1196,43.14
38029,2018,628,1508,41.64
38031,2018,771,1793,43.0
38033,2018,529,1019,51.91
38035,2018,17685,38410,46.04
38037,2018,452,1132,39.93
38039,2018,539,1182,45.6
38041,2018,456,1149,39.69
38043,2018,606,1268,47.79
38045,2018,971,2053,47.3
38047,2018,473,993,47.63
38049,2018,1449,2923,49.57
38051,2018,749,1391,53.85
38053,2018,3370,6393,52.71
38055,2018,2333,4545,51.33
38057,2018,2652,4397,60.31
38059,2018,8673,17282,50.19
38061,2018,2124,4726,44.94
38063,2018,742,1486,49.93
38065,2018,392,813,48.22
38067,2018,1728,3450,50.09
38069,2018,862,2050,42.05
38071,2018,2881,6025,47.82
38073,2018,1741,2782,62.58
38075,2018,619,1214,50.99
38077,2018,4622,8628,53.57
38079,2018,2628,5214,50.4
38081,2018,1288,2151,59.88
38083,2018,287,597,48.07
38085,2018,628,1340,46.87
38087,2018,111,336,33.04
38089,2018,8528,16382,52.06
38091,2018,409,991,41.27
38093,2018,5338,10758,49.62
38095,2018,384,1014,37.87
38097,2018,2063,4056,50.86
38099,2018,3162,5488,57.62
38101,2018,17255,35738,48.28
38103,2018,912,1941,46.99
38105,2018,10300,18154,56.74
39001,2018,6029,10105,59.66
39003,2018,28520,48430,58.89
39005,2018,14125,25271,55.89
39007,2018,23861,39737,60.05
39009,2018,12947,27470,47.13
39011,2018,13028,23343,55.81
39013,2018,16968,28992,58.53
39015,2018,11499,19494,58.99
39017,2018,82015,183136,44.78
39019,2018,7430,12532,59.29
39021,2018,10903,18365,59.37
39023,2018,34348,60663,56.62
39025,2018,45112,101146,44.6
39027,2018,10429,19514,53.44
39029,2018,26762,45728,58.52
39031,2018,9932,15575,63.77
39033,2018,10963,18793,58.34
39035,2018,262617,591135,44.43
39037,2018,14476,24771,58.44
39039,2018,10918,18951,57.61
39041,2018,30633,101375,30.22
39043,2018,20262,36035,56.23
39045,2018,32779,72028,45.51
39047,2018,7233,12543,57.67
39049,2018,267674,665824,40.2
39051,2018,12013,20788,57.79
39053,2018,7070,12096,58.45
39055,2018,20286,47853,42.39
39057,2018,31173,77851,40.04
39059,2018,9685,16691,58.03
39061,2018,172170,402685,42.76
39063,2018,20051,38531,52.04
39065,2018,8344,14325,58.25
39067,2018,4196,6423,65.33
39069,2018,7713,13278,58.09
39071,2018,10445,17659,59.15
39073,2018,7190,12581,57.15
39075,2018,12791,20133,63.53
39077,2018,17127,27219,62.92
39079,2018,8020,13539,59.24
39081,2018,14818,27203,54.47
39083,2018,14910,28453,52.4
39085,2018,53637,118286,45.35
39087,2018,13704,24286,56.43
39089,2018,38917,83490,46.61
39091,2018,12549,21477,58.43
39093,2018,69842,141361,49.41
39095,2018,103013,200292,51.43
39097,2018,9898,19346,51.16
39099,2018,54201,104885,51.68
39101,2018,15727,26402,59.57
39103,2018,39403,93038,42.35
39105,2018,5353,9046,59.18
39107,2018,12824,20927,61.28
39109,2018,26024,51077,50.95
39111,2018,3174,5226,60.73
39113,2018,114953,243624,47.18
39115,2018,3552,5752,61.75
39117,2018,9758,17483,55.81
39119,2018,21921,38058,57.6
39121,2018,2577,4171,61.78
39123,2018,10984,19463,56.44
39125,2018,5200,8631,60.25
39127,2018,9713,15170,64.03
39129,2018,13193,24995,52.78
39131,2018,6332,10316,61.38
39133,2018,40062,83366,48.06
39135,2018,11395,19706,57.83
39137,2018,10165,17499,58.09
39139,2018,28266,50829,55.61
39141,2018,17509,30398,57.6
39143,2018,16988,28152,60.34
39145,2018,15961,28093,56.81
39147,2018,15665,26063,60.1
39149,2018,14234,24780,57.44
39151,2018,89295,178755,49.95
39153,2018,115501,266743,43.3
39155,2018,48844,87675,55.71
39157,2018,26635,43937,60.62
39159,2018,12594,27762,45.36
39161,2018,8245,13624,60.52
39163,2018,3580,5253,68.15
39165,2018,42317,111724,37.88
39167,2018,14436,27060,53.35
39169,2018,29728,55599,53.47
39171,2018,10464,17734,59.01
39173,2018,32375,68820,47.04
39175,2018,6487,10939,59.3
40001,2018,5190,8089,64.16
40003,2018,1212,2205,54.97
40005,2018,2597,4702,55.23
40007,2018,1240,2395,51.77
40009,2018,5108,9113,56.05
40011,2018,1839,3618,50.83
40013,2018,9855,19332,50.98
40015,2018,6069,11272,53.84
40017,2018,30046,68679,43.75
40019,2018,11554,20921,55.23
40021,2018,10130,19115,53.0
40023,2018,2937,5094,57.66
40025,2018,453,999,45.35
40027,2018,57797,140468,41.15
40029,2018,1354,2186,61.94
40031,2018,24383,48797,49.97
40033,2018,1220,2379,51.28
40035,2018,3183,5708,55.76
40037,2018,16207,30518,53.11
40039,2018,7171,13892,51.62
40041,2018,8859,15339,57.75
40043,2018,1133,2125,53.32
40045,2018,966,1790,53.97
40047,2018,16201,28012,57.84
40049,2018,6010,10798,55.66
40051,2018,12599,24655,51.1
40053,2018,1075,2048,52.49
40055,2018,1044,1993,52.38
40057,2018,684,1237,55.3
40059,2018,904,1742,51.89
40061,2018,2648,4612,57.42
40063,2018,2423,4164,58.19
40065,2018,5812,10559,55.04
40067,2018,1394,2272,61.36
40069,2018,2210,4097,53.94
40071,2018,10381,18912,54.89
40073,2018,3460,7205,48.02
40075,2018,2193,3969,55.25
40077,2018,2325,3880,59.92
40079,2018,11226,19091,58.8
40081,2018,7448,14330,51.97
40083,2018,10857,21580,50.31
40085,2018,2211,4103,53.89
40087,2018,8991,17918,50.18
40089,2018,7760,12437,62.39
40091,2018,4057,6895,58.84
40093,2018,1735,3390,51.18
40095,2018,3598,6534,55.07
40097,2018,9470,17234,54.95
40099,2018,3359,5992,56.06
40101,2018,14393,26897,53.51
40103,2018,2537,5133,49.43
40105,2018,2473,4347,56.89
40107,2018,2275,3866,58.85
40109,2018,168315,370683,45.41
40111,2018,8157,15107,53.99
40113,2018,9819,18960,51.79
40115,2018,7228,12799,56.47
40117,2018,3776,6587,57.33
40119,2018,15815,36741,43.04
40121,2018,10048,17700,56.77
40123,2018,8253,17251,47.84
40125,2018,15173,29887,50.77
40127,2018,2376,4196,56.63
40129,2018,762,1558,48.91
40131,2018,20773,43485,47.77
40133,2018,5418,9418,57.53
40135,2018,8770,15472,56.68
40137,2018,9814,18265,53.73
40139,2018,6654,11079,60.06
40141,2018,1860,3124,59.54
40143,2018,138735,312623,44.38
40145,2018,17253,36367,47.44
40147,2018,10306,22712,45.38
40149,2018,2796,4995,55.98
40151,2018,2415,4432,54.49
40153,2018,5398,9249,58.36
41001,2018,3177,5998,52.97
41003,2018,16145,43093,37.47
41005,2018,84801,202784,41.82
41007,2018,8896,17307,51.4
41009,2018,11642,21783,53.45
41011,2018,13676,24890,54.95
41013,2018,4990,8797,56.72
41015,2018,3977,7503,53.01
41017,2018,39798,88057,45.2
41019,2018,22070,41847,52.74
41021,2018,393,734,53.54
41023,2018,1297,3002,43.2
41025,2018,1311,2898,45.24
41027,2018,6589,11557,57.01
41029,2018,47572,93750,50.74
41031,2018,4890,8558,57.14
41033,2018,17102,31292,54.65
41035,2018,13301,25596,51.97
41037,2018,1626,3077,52.84
41039,2018,78322,170022,46.07
41041,2018,10038,19254,52.13
41043,2018,27039,52322,51.68
41045,2018,6379,10814,58.99
41047,2018,77085,150509,51.22
41049,2018,3070,4791,64.08
41051,2018,172778,430606,40.12
41053,2018,16990,35904,47.32
41055,2018,368,719,51.18
41057,2018,5846,10361,56.42
41059,2018,18629,32139,57.96
41061,2018,6130,11322,54.14
41063,2018,1555,3025,51.4
41065,2018,6111,11539,52.96
41067,2018,111799,301195,37.12
41069,2018,279,490,56.94
41071,2018,23333,47108,49.53
42001,2018,27030,50247,53.79
42003,2018,247379,625294,39.56
42005,2018,17352,29632,58.56
42007,2018,39409,81095,48.6
42009,2018,13373,22017,60.74
42011,2018,104420,203128,51.41
42013,2018,28900,56627,51.04
42015,2018,16428,26708,61.51
42017,2018,128080,330564,38.75
42019,2018,41516,93394,44.45
42021,2018,31437,57311,54.85
42023,2018,1322,2152,61.43
42025,2018,16704,29356,56.9
42027,2018,30016,76741,39.11
42029,2018,90098,270154,33.35
42031,2018,10511,17636,59.6
42033,2018,20476,33904,60.39
42035,2018,10229,17867,57.25
42037,2018,16365,30132,54.31
42039,2018,21965,38481,57.08
42041,2018,51275,125972,40.7
42043,2018,61591,137092,44.93
42045,2018,112423,276888,40.6
42047,2018,9569,15225,62.85
42049,2018,64759,126884,51.04
42051,2018,31677,55046,57.55
42053,2018,557,866,64.32
42055,2018,39518,73248,53.95
42057,2018,4133,6617,62.46
42059,2018,8308,14652,56.7
42061,2018,10437,18486,56.46
42063,2018,20750,37489,55.35
42065,2018,12419,19889,62.44
42067,2018,6781,11171,60.7
42069,2018,48044,98366,48.84
42071,2018,137827,270060,51.04
42073,2018,20894,39489,52.91
42075,2018,36568,67157,54.45
42077,2018,85262,176888,48.2
42079,2018,78938,150246,52.54
42081,2018,28644,53722,53.32
42083,2018,10898,18267,59.66
42085,2018,27570,49595,55.59
42087,2018,13187,21081,62.55
42089,2018,38418,78487,48.95
42091,2018,150111,431585,34.78
42093,2018,4954,8761,56.55
42095,2018,69890,148960,46.92
42097,2018,24785,41723,59.4
42099,2018,12040,22786,52.84
42101,2018,327032,688298,47.51
42103,2018,11847,24860,47.65
42105,2018,4058,6631,61.2
42107,2018,36754,62675,58.64
42109,2018,11118,20196,55.05
42111,2018,18902,32603,57.98
42113,2018,1700,2698,63.01
42115,2018,10562,18265,57.83
42117,2018,10307,18091,56.97
42119,2018,9501,18296,51.93
42121,2018,13184,22786,57.86
42123,2018,10637,18202,58.44
42125,2018,47356,99783,47.46
42127,2018,11486,21197,54.19
42129,2018,83247,172824,48.17
42131,2018,7261,12971,55.98
42133,2018,111348,222484,50.05
44001,2018,10319,25195,40.96
44003,2018,37510,86754,43.24
44005,2018,16687,41378,40.33
44007,2018,145935,310070,47.07
44009,2018,26654,64575,41.28
45001,2018,5648,9748,57.94
45003,2018,34609,71542,48.38
45005,2018,1746,2796,62.45
45007,2018,45838,88386,51.86
45009,2018,3013,5433,55.46
45011,2018,4685,8235,56.89
45013,2018,34388,74418,46.21
45015,2018,47334,96452,49.08
45017,2018,3472,6388,54.35
45019,2018,83057,200094,41.51
45021,2018,12928,22272,58.05
45023,2018,7577,13094,57.87
45025,2018,11538,18961,60.85
45027,2018,6856,11726,58.47
45029,2018,9742,15620,62.37
45031,2018,13838,26540,52.14
45033,2018,6515,11306,57.62
45035,2018,32198,73015,44.1
45037,2018,5923,10489,56.47
45039,2018,4925,8626,57.09
45041,2018,30830,60509,50.95
45043,2018,12493,24850,50.27
45045,2018,105886,240453,44.04
45047,2018,17061,30079,56.72
45049,2018,4433,7552,58.7
45051,2018,68695,142291,48.28
45053,2018,7306,12182,59.97
45055,2018,14020,27280,51.39
45057,2018,17800,38181,46.62
45059,2018,16171,27963,57.83
45061,2018,3412,5850,58.32
45063,2018,62696,138852,45.15
45065,2018,1626,2633,61.75
45067,2018,7257,11497,63.12
45069,2018,6008,9616,62.48
45071,2018,9603,16459,58.34
45073,2018,16375,31132,52.6
45075,2018,19419,34965,55.54
45077,2018,26431,54520,48.48
45079,2018,83135,194982,42.64
45081,2018,5251,8745,60.05
45083,2018,72965,138787,52.57
45085,2018,23449,42568,55.09
45087,2018,7285,11637,62.6
45089,2018,7184,11712,61.34
45091,2018,53029,126871,41.8
46003,2018,707,1442,49.03
46005,2018,5000,9298,53.78
46007,2018,614,1224,50.16
46009,2018,1550,2911,53.25
46011,2018,8629,19359,44.57
46013,2018,10347,20784,49.78
46015,2018,1364,2752,49.56
46017,2018,348,658,52.89
46019,2018,2684,4935,54.39
46021,2018,282,727,38.79
46023,2018,1875,3894,48.15
46025,2018,864,1786,48.38
46027,2018,3219,7645,42.11
46029,2018,7546,15309,49.29
46031,2018,534,1282,41.65
46033,2018,1856,3928,47.25
46035,2018,5708,10568,54.01
46037,2018,1366,2654,51.47
46039,2018,1095,2284,47.94
46041,2018,869,2036,42.68
46043,2018,718,1444,49.72
46045,2018,1009,1933,52.2
46047,2018,1987,3197,62.15
46049,2018,577,1090,52.94
46051,2018,1987,3716,53.47
46053,2018,1035,2032,50.94
46055,2018,482,934,51.61
46057,2018,1537,2855,53.84
46059,2018,781,1767,44.2
46061,2018,818,1629,50.21
46063,2018,304,685,44.38
46065,2018,3378,9323,36.23
46067,2018,1926,3669,52.49
46069,2018,266,668,39.82
46071,2018,392,1023,38.32
46073,2018,483,973,49.64
46075,2018,203,410,49.51
46077,2018,1299,2670,48.65
46079,2018,3355,6737,49.8
46081,2018,6545,13595,48.14
46083,2018,11933,29972,39.81
46085,2018,749,1759,42.58
46087,2018,1365,2909,46.92
46089,2018,500,1032,48.45
46091,2018,1293,2488,51.97
46093,2018,6991,14081,49.65
46095,2018,277,573,48.34
46097,2018,570,1114,51.17
46099,2018,49292,104419,47.21
46101,2018,1626,3263,49.83
46102,2018,1883,3469,54.28
46103,2018,25636,54687,46.88
46105,2018,690,1577,43.75
46107,2018,558,1128,49.47
46109,2018,2499,4718,52.97
46111,2018,660,1283,51.44
46115,2018,1696,3247,52.23
46117,2018,878,1702,51.59
46119,2018,288,681,42.29
46121,2018,1227,2576,47.63
46123,2018,1317,2783,47.32
46125,2018,2267,4243,53.43
46127,2018,3699,8074,45.81
46129,2018,1377,2753,50.02
46135,2018,5949,11387,52.24
46137,2018,373,1029,36.25
47001,2018,16434,32986,49.82
47003,2018,13049,21679,60.19
47005,2018,3317,5627,58.95
47007,2018,3407,5739,59.37
47009,2018,29129,59749,48.75
47011,2018,25234,47838,52.75
47013,2018,8917,15286,58.33
47015,2018,3408,6286,54.22
47017,2018,6066,10892,55.69
47019,2018,13056,23008,56.75
47021,2018,10015,19619,51.05
47023,2018,3422,6840,50.03
47025,2018,7159,11877,60.28
47027,2018,1875,2717,69.01
47029,2018,8740,13973,62.55
47031,2018,12996,23796,54.61
47033,2018,3653,6085,60.03
47035,2018,12743,21382,59.6
47037,2018,155521,373294,41.66
47039,2018,2682,4486,59.79
47041,2018,4432,7931,55.88
47043,2018,11717,22818,51.35
47045,2018,8956,15976,56.06
47047,2018,8766,17629,49.72
47049,2018,4200,6640,63.25
47051,2018,10132,18194,55.69
47053,2018,10560,19867,53.15
47055,2018,7342,12294,59.72
47057,2018,5943,9651,61.58
47059,2018,16284,28254,57.63
47061,2018,3187,4756,67.01
47063,2018,15273,26125,58.46
47065,2018,75586,169798,44.52
47067,2018,1512,2295,65.88
47069,2018,4772,8021,59.49
47071,2018,5727,9760,58.68
47073,2018,13350,22014,60.64
47075,2018,4784,7648,62.55
47077,2018,6891,11310,60.93
47079,2018,7131,12437,57.34
47081,2018,6147,9771,62.91
47083,2018,1821,2990,60.9
47085,2018,4001,7140,56.04
47087,2018,2617,4335,60.37
47089,2018,12749,22913,55.64
47091,2018,3470,5810,59.72
47093,2018,93958,226894,41.41
47095,2018,1150,1991,57.76
47097,2018,5854,9376,62.44
47099,2018,10351,16131,64.17
47101,2018,2885,4941,58.39
47103,2018,8222,14678,56.02
47105,2018,10941,20653,52.98
47107,2018,12296,21141,58.16
47109,2018,5497,9278,59.25
47111,2018,6485,10215,63.49
47113,2018,22300,43519,51.24
47115,2018,7269,12401,58.62
47117,2018,8069,14297,56.44
47119,2018,21403,42042,50.91
47121,2018,2834,4480,63.26
47123,2018,10519,17042,61.72
47125,2018,40289,80066,50.32
47127,2018,1511,2763,54.69
47129,2018,4551,7263,62.66
47131,2018,7272,12747,57.05
47133,2018,5158,8982,57.43
47135,2018,1793,2790,64.27
47137,2018,1137,2042,55.68
47139,2018,4242,6859,61.85
47141,2018,16726,33590,49.79
47143,2018,7923,13217,59.95
47145,2018,10664,21345,49.96
47147,2018,17246,33524,51.44
47149,2018,73785,161242,45.76
47151,2018,5151,8290,62.14
47153,2018,3343,5929,56.38
47155,2018,22601,46263,48.85
47157,2018,206172,432142,47.71
47159,2018,4850,8792,55.16
47161,2018,2664,5222,51.01
47163,2018,32618,66020,49.41
47165,2018,39481,90151,43.79
47167,2018,14006,27266,51.37
47169,2018,2074,4051,51.2
47171,2018,4290,7063,60.74
47173,2018,4661,7209,64.66
47175,2018,1367,2153,63.49
47177,2018,10516,16895,62.24
47179,2018,29402,58720,50.07
47181,2018,3520,5753,61.19
47183,2018,7186,14302,50.24
47185,2018,6023,10087,59.71
47187,2018,32688,110383,29.61
47189,2018,26297,66073,39.8
48001,2018,11782,19206,61.35
48003,2018,4763,8221,57.94
48005,2018,19708,35779,55.08
48007,2018,5098,10195,50.0
48009,2018,2175,4385,49.6
48011,2018,531,951,55.84
48013,2018,11763,20037,58.71
48015,2018,6498,13801,47.08
48017,2018,1882,3273,57.5
48019,2018,4284,9243,46.35
48021,2018,17430,35049,49.73
48023,2018,756,1505,50.23
48025,2018,5487,9449,58.07
48027,2018,70028,139158,50.32
48029,2018,403923,887464,45.51
48031,2018,2546,5343,47.65
48033,2018,108,278,38.85
48035,2018,4228,7563,55.9
48037,2018,19205,37085,51.79
48039,2018,76993,165147,46.62
48041,2018,42404,104813,40.46
48043,2018,2061,4318,47.73
48045,2018,328,690,47.54
48047,2018,1377,2428,56.71
48049,2018,8210,15974,51.4
48051,2018,4422,7731,57.2
48053,2018,10461,20303,51.52
48055,2018,10030,18334,54.71
48057,2018,6024,9606,62.71
48059,2018,2993,5684,52.66
48061,2018,85791,157501,54.47
48063,2018,3151,5239,60.15
48065,2018,1300,2897,44.87
48067,2018,6848,11615,58.96
48069,2018,1736,3438,50.49
48071,2018,8649,17821,48.53
48073,2018,11877,20364,58.32
48075,2018,1685,2801,60.16
48077,2018,2382,4355,54.7
48079,2018,791,1207,65.53
48081,2018,725,1411,51.38
48083,2018,1802,3348,53.82
48085,2018,140685,492047,28.59
48087,2018,759,1322,57.41
48089,2018,5229,9489,55.11
48091,2018,25025,61977,40.38
48093,2018,3072,5638,54.49
48095,2018,563,1245,45.22
48097,2018,10495,19101,54.94
48099,2018,11952,23340,51.21
48101,2018,390,655,59.54
48103,2018,1281,2029,63.13
48105,2018,935,1741,53.7
48107,2018,1351,2443,55.3
48109,2018,644,983,65.51
48111,2018,2287,3623,63.12
48113,2018,589235,1282839,45.93
48115,2018,2704,4863,55.6
48117,2018,5289,8581,61.64
48119,2018,1201,2060,58.3
48121,2018,146238,436490,33.5
48123,2018,4390,7957,55.17
48125,2018,401,743,53.97
48127,2018,1727,3533,48.88
48129,2018,700,1487,47.07
48131,2018,2850,4073,69.97
48133,2018,3638,6531,55.7
48135,2018,41212,73658,55.95
48137,2018,464,902,51.44
48139,2018,38640,81964,47.14
48141,2018,167278,348062,48.06
48143,2018,9846,19604,50.22
48145,2018,3545,5809,61.03
48147,2018,7001,13461,52.01
48149,2018,5983,11209,53.38
48151,2018,937,1715,54.64
48153,2018,1406,2400,58.58
48155,2018,354,642,55.14
48157,2018,121344,353205,34.36
48159,2018,2257,4654,48.5
48161,2018,4165,7273,57.27
48163,2018,4661,6757,68.98
48165,2018,4582,8273,55.38
48167,2018,67972,153139,44.39
48169,2018,1353,2134,63.4
48171,2018,6045,11911,50.75
48173,2018,376,694,54.18
48175,2018,1550,3075,50.41
48177,2018,5579,9083,61.42
48179,2018,5540,9264,59.8
48181,2018,30073,59160,50.83
48183,2018,30167,55553,54.3
48185,2018,5961,10583,56.33
48187,2018,34431,72170,47.71
48189,2018,7810,14154,55.18
48191,2018,653,1236,52.83
48193,2018,2017,3583,56.29
48195,2018,1200,2286,52.49
48197,2018,964,1674,57.59
48199,2018,11813,23565,50.13
48201,2018,1025073,2223265,46.11
48203,2018,15374,28251,54.42
48205,2018,888,2013,44.11
48207,2018,1354,2268,59.7
48209,2018,43436,103747,41.87
48211,2018,953,1917,49.71
48213,2018,17170,31583,54.36
