COUNTYFP,year,essnWrkE,wrkPopE,essnWrkP
19159,2018,1094,2121,51.58
19161,2018,2737,5027,54.45
19163,2018,39228,84812,46.25
19165,2018,2712,6006,45.15
19167,2018,8766,18820,46.58
19169,2018,19250,51875,37.11
19171,2018,4796,8512,56.34
19173,2018,1793,2993,59.91
19175,2018,3487,6071,57.44
19177,2018,1779,3138,56.69
19179,2018,9762,16399,59.53
19181,2018,10138,25999,38.99
19183,2018,5874,11115,52.85
19185,2018,1652,2817,58.64
19187,2018,9416,17033,55.28
19189,2018,3020,5296,57.02
19191,2018,5819,11802,49.31
19193,2018,27402,51572,53.13
19195,2018,2255,3854,58.51
19197,2018,3275,5729,57.17
20001,2018,3181,5887,54.03
20003,2018,2051,3524,58.2
20005,2018,3811,7721,49.36
20007,2018,1273,2172,58.61
20009,2018,7031,13479,52.16
20011,2018,3255,6334,51.39
20013,2018,2384,4500,52.98
20015,2018,14001,31098,45.02
20017,2018,646,1116,57.89
20019,2018,881,1403,62.79
20021,2018,4564,8699,52.47
20023,2018,659,1243,53.02
20025,2018,470,1020,46.08
20027,2018,1824,4016,45.42
20029,2018,2512,4496,55.87
20031,2018,2241,4126,54.31
20033,2018,485,958,50.63
20035,2018,8718,15544,56.09
20037,2018,9852,18831,52.32
20039,2018,754,1386,54.4
20041,2018,4509,8617,52.33
20043,2018,1950,3712,52.53
20045,2018,24824,66273,37.46
20047,2018,761,1444,52.7
20049,2018,595,993,59.92
20051,2018,7576,16239,46.65
20053,2018,1450,2678,54.14
20055,2018,11582,18631,62.17
20057,2018,10471,16646,62.9
20059,2018,7128,12787,55.74
20061,2018,6264,11798,53.09
20063,2018,602,1290,46.67
20065,2018,597,1149,51.96
20067,2018,2102,3611,58.21
20069,2018,1581,3166,49.94
20071,2018,259,565,45.84
20073,2018,1576,2866,54.99
20075,2018,633,1192,53.1
20077,2018,1298,2536,51.18
20079,2018,8908,16922,52.64
20081,2018,1042,1938,53.77
20083,2018,445,946,47.04
20085,2018,3146,6199,50.75
20087,2018,4863,9287,52.36
20089,2018,633,1228,51.55
20091,2018,103301,317390,32.55
20093,2018,868,1693,51.27
20095,2018,1923,3579,53.73
20097,2018,577,1249,46.2
20099,2018,5649,9545,59.18
20101,2018,417,885,47.12
20103,2018,17130,35313,48.51
20105,2018,751,1464,51.3
20107,2018,2278,4145,54.96
20109,2018,663,1422,46.62
20111,2018,9281,17377,53.41
20113,2018,7234,14932,48.45
20115,2018,3008,5632,53.41
20117,2018,2496,4759,52.45
20119,2018,1132,2084,54.32
20121,2018,7557,16404,46.07
20123,2018,1487,2753,54.01
20125,2018,8117,14519,55.91
20127,2018,1389,2602,53.38
20129,2018,687,1276,53.84
20131,2018,2548,5132,49.65
20133,2018,4062,7359,55.2
20135,2018,773,1387,55.73
20137,2018,1015,2440,41.6
20139,2018,3845,7419,51.83
20141,2018,869,1771,49.07
20143,2018,1397,2949,47.37
20145,2018,1408,2595,54.26
20147,2018,1384,2690,51.45
20149,2018,5396,10868,49.65
20151,2018,2461,4515,54.51
20153,2018,530,1226,43.23
20155,2018,15896,29866,53.22
20157,2018,1117,2332,47.9
20159,2018,2528,4753,53.19
20161,2018,14592,36646,39.82
20163,2018,1308,2414,54.18
20165,2018,747,1489,50.17
20167,2018,1866,3221,57.93
20169,2018,14026,27342,51.3
20171,2018,1278,2589,49.36
20173,2018,117641,246997,47.63
20175,2018,7017,10733,65.38
20177,2018,38832,84391,46.01
20179,2018,603,1261,47.82
20181,2018,1378,2905,47.44
20183,2018,754,1697,44.43
20185,2018,930,2040,45.59
20187,2018,459,1030,44.56
20189,2018,1603,2549,62.89
20191,2018,5736,10727,53.47
20193,2018,1966,4327,45.44
20195,2018,822,1634,50.31
20197,2018,1578,3368,46.85
20199,2018,271,781,34.7
20201,2018,1451,2692,53.9
20203,2018,616,1084,56.83
20205,2018,2312,4045,57.16
20207,2018,747,1400,53.36
20209,2018,43854,74707,58.7
21001,2018,4651,8020,57.99
21003,2018,5261,8616,61.06
21005,2018,4875,10381,46.96
21007,2018,1762,3341,52.74
21009,2018,10836,18622,58.19
21011,2018,2824,4750,59.45
21013,2018,4785,7543,63.44
21015,2018,26912,66174,40.67
21017,2018,4610,9402,49.03
21019,2018,9170,18353,49.96
21021,2018,6680,12357,54.06
21023,2018,2035,3622,56.18
21025,2018,2316,3950,58.63
21027,2018,4738,7785,60.86
21029,2018,21074,39278,53.65
21031,2018,3031,5078,59.69
21033,2018,3017,5365,56.23
21035,2018,8765,17816,49.2
21037,2018,19793,46679,42.4
21039,2018,1045,1862,56.12
21041,2018,2682,4446,60.32
21043,2018,5313,8769,60.59
21045,2018,3513,5563,63.15
21047,2018,13161,23711,55.51
21049,2018,8263,16231,50.91
21051,2018,3456,5492,62.93
21053,2018,2165,3573,60.59
21055,2018,2299,3643,63.11
21057,2018,1373,2440,56.27
21059,2018,23369,45375,51.5
21061,2018,2847,4642,61.33
21063,2018,1245,1792,69.48
21065,2018,2798,4625,60.5
21067,2018,68677,166264,41.31
21069,2018,3671,6145,59.74
21071,2018,5565,10592,52.54
21073,2018,10690,24329,43.94
21075,2018,1312,2223,59.02
21077,2018,2254,3808,59.19
21079,2018,4069,7471,54.46
21081,2018,6142,10685,57.48
21083,2018,9235,15639,59.05
21085,2018,6445,10556,61.06
21087,2018,2910,4562,63.79
21089,2018,7464,14012,53.27
21091,2018,2213,3628,61.0
21093,2018,24556,47969,51.19
21095,2018,4391,7489,58.63
21097,2018,5052,8008,63.09
21099,2018,4377,7096,61.68
21101,2018,11521,20402,56.47
21103,2018,4269,7058,60.48
21105,2018,936,1613,58.03
21107,2018,11311,18721,60.42
21109,2018,2708,4290,63.12
21111,2018,175755,380718,46.16
21113,2018,12042,24081,50.01
21115,2018,3578,6854,52.2
21117,2018,36184,83543,43.31
21119,2018,2600,4626,56.2
21121,2018,5631,10191,55.25
21123,2018,4173,6287,66.38
21125,2018,12634,23236,54.37
21127,2018,2617,4679,55.93
21129,2018,1017,1838,55.33
21131,2018,1745,2880,60.59
21133,2018,4087,6993,58.44
21135,2018,3168,4590,69.02
21137,2018,6550,9763,67.09
21139,2018,2386,3955,60.33
21141,2018,6743,10758,62.68
21143,2018,1656,2857,57.96
21145,2018,14395,28879,49.85
21147,2018,2675,4407,60.7
21149,2018,2149,3771,56.99
21151,2018,20809,42056,49.48
21153,2018,2517,3654,68.88
21155,2018,4795,7751,61.86
21157,2018,6893,12950,53.23
21159,2018,1632,3099,52.66
21161,2018,3921,7067,55.48
21163,2018,6927,12105,57.22
21165,2018,1377,2293,60.05
21167,2018,5445,9480,57.44
21169,2018,2462,3920,62.81
21171,2018,2709,4397,61.61
21173,2018,6535,11353,57.56
21175,2018,2166,3671,59.0
21177,2018,7338,11770,62.34
21179,2018,13097,21821,60.02
21181,2018,1661,2805,59.22
21183,2018,5685,9628,59.05
21185,2018,11589,31579,36.7
21187,2018,2428,4098,59.25
21189,2018,656,1245,52.69
21191,2018,3654,6375,57.32
21193,2018,4783,8870,53.92
21195,2018,11172,20501,54.49
21197,2018,2772,4644,59.69
21199,2018,14032,25191,55.7
21201,2018,545,916,59.5
21203,2018,3721,6477,57.45
21205,2018,5440,10065,54.05
21207,2018,3751,6298,59.56
21209,2018,14658,27517,53.27
21211,2018,11386,22729,50.09
21213,2018,4487,8242,54.44
21215,2018,5279,9673,54.57
21217,2018,5595,10231,54.69
21219,2018,2777,4716,58.88
21221,2018,3288,5750,57.18
21223,2018,2248,3809,59.02
21225,2018,4174,6230,67.0
21227,2018,30589,62113,49.25
21229,2018,3689,5751,64.15
21231,2018,4100,7224,56.76
21233,2018,3233,5143,62.86
21235,2018,6428,12639,50.86
21237,2018,1078,1788,60.29
21239,2018,5916,13046,45.35
22001,2018,14004,25356,55.23
22003,2018,4852,8618,56.3
22005,2018,28135,58813,47.84
22007,2018,5146,9306,55.3
22009,2018,8722,15018,58.08
22011,2018,8157,14252,57.23
22013,2018,2764,4710,58.68
22015,2018,25465,54532,46.7
22017,2018,53962,105145,51.32
22019,2018,47691,90129,52.91
22021,2018,2028,3385,59.91
22023,2018,1605,3228,49.72
22025,2018,1942,3522,55.14
22027,2018,3216,5253,61.22
22029,2018,3858,6939,55.6
22031,2018,6277,10683,58.76
22033,2018,95516,216944,44.03
22035,2018,826,1389,59.47
22037,2018,3494,6589,53.03
22039,2018,7139,11610,61.49
22041,2018,4006,7087,56.53
22043,2018,4255,7320,58.13
22045,2018,16868,30536,55.24
22047,2018,6604,12798,51.6
22049,2018,3244,5470,59.31
22051,2018,101454,209898,48.33
22053,2018,6867,12222,56.19
22055,2018,55631,119459,46.57
22057,2018,23734,43293,54.82
22059,2018,3066,4941,62.05
22061,2018,9832,20890,47.07
22063,2018,31430,63181,49.75
22065,2018,2097,3670,57.14
22067,2018,5922,9279,63.82
22069,2018,6551,12249,53.48
22071,2018,77843,178375,43.64
22073,2018,30924,64233,48.14
22075,2018,5143,10036,51.25
22077,2018,5172,9243,55.96
22079,2018,28416,53433,53.18
22081,2018,1954,3153,61.97
22083,2018,4518,7803,57.9
22085,2018,4580,8103,56.52
22087,2018,10748,18846,57.03
22089,2018,11500,24444,47.05
22091,2018,1967,3645,53.96
22093,2018,5353,9012,59.4
22095,2018,10518,19419,54.16
22097,2018,16403,30347,54.05
22099,2018,12876,23380,55.07
22101,2018,11297,20144,56.08
22103,2018,50320,117537,42.81
22105,2018,29936,55675,53.77
22107,2018,807,1327,60.81
22109,2018,25101,46729,53.72
22111,2018,5034,8090,62.22
22113,2018,12726,24497,51.95
22115,2018,8573,17127,50.06
22117,2018,9482,16678,56.85
22119,2018,9381,15292,61.35
22121,2018,6446,12329,52.28
22123,2018,1954,3690,52.95
22125,2018,3376,5731,58.91
22127,2018,2978,5083,58.59
23001,2018,26205,54039,48.49
23003,2018,16340,29745,54.93
23005,2018,63150,161323,39.15
23007,2018,7718,14291,54.01
23009,2018,13428,26731,50.23
23011,2018,26791,58919,45.47
23013,2018,10069,20100,50.09
23015,2018,8663,16304,53.13
23017,2018,14508,25819,56.19
23019,2018,35030,72687,48.19
23021,2018,3739,6334,59.03
23023,2018,9224,18442,50.02
23025,2018,12334,21928,56.25
23027,2018,9403,18818,49.97
23029,2018,7627,12876,59.23
23031,2018,48563,106832,45.46
24001,2018,15463,28820,53.65
24003,2018,102965,292038,35.26
24005,2018,168612,419089,40.23
24009,2018,18857,46144,40.87
24011,2018,8634,16036,53.84
24013,2018,34454,87999,39.15
24015,2018,24611,50467,48.77
24017,2018,30727,79180,38.81
24019,2018,7877,15209,51.79
24021,2018,48550,131548,36.91
24023,2018,7427,13734,54.08
24025,2018,51323,129104,39.75
24027,2018,47753,169065,28.25
24029,2018,4259,9239,46.1
24031,2018,171210,556263,30.78
24033,2018,212898,480863,44.27
24035,2018,10112,25639,39.44
24037,2018,20970,54788,38.27
24039,2018,4606,8707,52.9
24041,2018,7653,17905,42.74
24043,2018,32929,67191,49.01
24045,2018,24173,49229,49.1
24047,2018,10765,24042,44.78
24510,2018,123334,279034,44.2
25001,2018,47635,105075,45.33
25003,2018,29544,64233,46.0
25005,2018,133972,283422,47.27
25007,2018,4151,8684,47.8
25009,2018,169847,403439,42.1
25011,2018,16957,36982,45.85
25013,2018,105803,216101,48.96
25015,2018,33883,84200,40.24
25017,2018,276390,876744,31.52
25019,2018,2753,6471,42.54
25021,2018,123174,371989,33.11
25023,2018,117844,264683,44.52
25025,2018,168824,429529,39.3
25027,2018,180085,418705,43.01
26001,2018,1988,3372,58.96
26003,2018,1771,3112,56.91
26005,2018,30649,54935,55.79
26007,2018,6995,12522,55.86
26009,2018,5139,9807,52.4
26011,2018,3495,5747,60.81
26013,2018,1502,2772,54.18
26015,2018,15317,28209,54.3
26017,2018,24742,46741,52.93
26019,2018,4192,7827,53.56
26021,2018,35324,71586,49.34
26023,2018,11254,18842,59.73
26025,2018,31870,58671,54.32
26027,2018,13508,23766,56.84
26029,2018,6418,12240,52.43
26031,2018,5617,10503,53.48
26033,2018,8330,15179,54.88
26035,2018,6256,10915,57.32
26037,2018,16735,37744,44.34
26039,2018,2900,5267,55.06
26041,2018,8740,15640,55.88
26043,2018,6009,11274,53.3
26045,2018,25062,52908,47.37
26047,2018,8565,16567,51.7
26049,2018,88112,169798,51.89
26051,2018,5034,8757,57.49
26053,2018,3780,6008,62.92
26055,2018,21502,46120,46.62
26057,2018,8768,16042,54.66
26059,2018,11191,19370,57.77
26061,2018,7236,15245,47.46
26063,2018,7873,13946,56.45
26065,2018,58520,140932,41.52
26067,2018,16362,28461,57.49
26069,2018,5599,9238,60.61
26071,2018,2652,4402,60.25
26073,2018,16905,34086,49.6
26075,2018,35063,67825,51.7
26077,2018,59094,131460,44.95
26079,2018,4457,7236,61.59
26081,2018,155400,329336,47.19
26083,2018,468,844,55.45
26085,2018,2162,3564,60.66
26087,2018,21568,39162,55.07
26089,2018,4535,9774,46.4
26091,2018,24260,44374,54.67
26093,2018,40157,96375,41.67
26095,2018,1180,2111,55.9
26097,2018,2584,4593,56.26
26099,2018,199603,422419,47.25
26101,2018,5083,9444,53.82
26103,2018,15273,29934,51.02
26105,2018,6869,12582,54.59
26107,2018,10380,18646,55.67
26109,2018,6570,10902,60.26
26111,2018,17502,38234,45.78
26113,2018,3783,6213,60.89
26115,2018,38325,70306,54.51
26117,2018,15458,26929,57.4
26119,2018,1743,2894,60.23
26121,2018,41663,74113,56.22
26123,2018,11689,19795,59.05
26125,2018,227025,638789,35.54
26127,2018,6369,10708,59.48
26129,2018,4260,7720,55.18
26131,2018,1177,2066,56.97
26133,2018,5670,9003,62.98
26135,2018,1692,2839,59.6
26137,2018,5607,10915,51.37
26139,2018,72417,147178,49.2
26141,2018,2837,4664,60.83
26143,2018,3940,7595,51.88
26145,2018,42589,82611,51.55
26147,2018,40677,73196,55.57
26149,2018,17546,28021,62.62
26151,2018,10660,17802,59.88
26153,2018,1688,2807,60.14
26155,2018,17228,31824,54.14
26157,2018,13572,22830,59.45
26159,2018,19133,34169,56.0
26161,2018,70470,187609,37.56
26163,2018,370886,734480,50.5
26165,2018,7939,14045,56.53
27001,2018,3344,6207,53.87
27003,2018,85688,189965,45.11
27005,2018,9161,16399,55.86
27007,2018,10803,21100,51.2
27009,2018,11234,20722,54.21
27011,2018,1197,2398,49.92
27013,2018,17910,37545,47.7
27015,2018,7215,13652,52.85
27017,2018,9346,16640,56.17
27019,2018,18991,56258,33.76
27021,2018,6453,12283,52.54
27023,2018,3431,6127,56.0
27025,2018,14758,28762,51.31
27027,2018,14736,34144,43.16
27029,2018,2244,3790,59.21
27031,2018,1152,2614,44.07
27033,2018,3153,5395,58.44
27035,2018,15401,30366,50.72
27037,2018,89572,232877,38.46
27039,2018,6206,11309,54.88
27041,2018,9197,19219,47.85
27043,2018,3931,7082,55.51
27045,2018,5802,10666,54.4
27047,2018,9074,15190,59.74
27049,2018,12525,24004,52.18
27051,2018,1573,2916,53.94
27053,2018,238236,687713,34.64
27055,2018,5206,10164,51.22
27057,2018,5295,9600,55.16
27059,2018,10457,19894,52.56
27061,2018,11152,20192,55.23
27063,2018,2856,5320,53.68
27065,2018,4667,7742,60.28
27067,2018,11493,21779,52.77
27069,2018,1207,2247,53.72
27071,2018,3139,5737,54.72
27073,2018,1704,3381,50.4
27075,2018,2471,4874,50.7
27077,2018,1294,2063,62.72
27079,2018,7985,14840,53.81
27081,2018,1518,2847,53.32
27083,2018,7057,13760,51.29
27085,2018,10476,19095,54.86
27087,2018,1230,2177,56.5
27089,2018,2503,4805,52.09
27091,2018,5063,10037,50.44
27093,2018,6661,11563,57.61
27095,2018,7182,12088,59.41
27097,2018,9400,16432,57.21
27099,2018,10677,19147,55.76
27101,2018,2175,4252,51.15
27103,2018,8938,19085,46.83
27105,2018,6508,10632,61.21
27107,2018,1588,3121,50.88
27109,2018,39909,81361,49.05
27111,2018,15261,28193,54.13
27113,2018,3575,7658,46.68
27115,2018,7500,12673,59.18
27117,2018,2461,4384,56.14
27119,2018,8340,15861,52.58
27121,2018,2771,5636,49.17
27123,2018,114144,281029,40.62
27125,2018,966,2000,48.3
27127,2018,4054,7490,54.13
27129,2018,3921,7327,53.51
27131,2018,16664,34128,48.83
27133,2018,2411,4788,50.36
27135,2018,4839,8239,58.73
27137,2018,50070,98063,51.06
27139,2018,31182,78641,39.65
27141,2018,24224,50434,48.03
27143,2018,4641,7949,58.38
27145,2018,42889,85674,50.06
27147,2018,9424,18903,49.85
27149,2018,2494,5254,47.47
27151,2018,2605,4799,54.28
27153,2018,6539,11127,58.77
27155,2018,805,1650,48.79
27157,2018,5994,11302,53.03
27159,2018,3708,6034,61.45
27161,2018,4779,9280,51.5
27163,2018,51180,135605,37.74
27165,2018,3244,5591,58.02
27167,2018,1533,3226,47.52
27169,2018,14130,28612,49.38
27171,2018,33342,71417,46.69
27173,2018,2619,4913,53.31
28001,2018,5821,10424,55.84
28003,2018,8700,14849,58.59
28005,2018,2807,4402,63.77
28007,2018,4165,6634,62.78
28009,2018,1923,2917,65.92
28011,2018,5466,10794,50.64
28013,2018,3622,5365,67.51
28015,2018,1951,3466,56.29
28017,2018,4120,6729,61.23
28019,2018,1809,3097,58.41
28021,2018,1414,2538,55.71
28023,2018,3920,6337,61.86
28025,2018,4409,7546,58.43
28027,2018,5112,8393,60.91
28029,2018,6127,10523,58.22
28031,2018,4104,7289,56.3
28033,2018,43054,87555,49.17
28035,2018,15870,32291,49.15
28037,2018,1818,2727,66.67
28039,2018,4769,8266,57.69
28041,2018,2118,3903,54.27
28043,2018,3812,8341,45.7
28045,2018,8783,19029,46.16
28047,2018,43224,84189,51.34
28049,2018,54079,105648,51.19
28051,2018,3027,4777,63.37
28053,2018,1817,2797,64.96
28055,2018,267,358,74.58
28057,2018,5584,9509,58.72
28059,2018,31794,61405,51.78
28061,2018,4142,6375,64.97
28063,2018,1047,1865,56.14
28065,2018,2670,4200,63.57
28067,2018,15624,27855,56.09
28069,2018,2471,3499,70.62
28071,2018,11297,24456,46.19
28073,2018,11804,27694,42.62
28075,2018,15833,31112,50.89
28077,2018,2954,4716,62.64
28079,2018,5187,8521,60.87
28081,2018,20778,38207,54.38
28083,2018,4742,9178,51.67
28085,2018,6885,12850,53.58
28087,2018,13407,24037,55.78
28089,2018,20797,52097,39.92
28091,2018,5335,8786,60.72
28093,2018,8115,14243,56.98
28095,2018,8918,14371,62.06
28097,2018,2272,3886,58.47
28099,2018,6770,12025,56.3
28101,2018,4840,8250,58.67
28103,2018,2906,4046,71.82
28105,2018,8312,20852,39.86
28107,2018,7209,12702,56.75
28109,2018,11675,21599,54.05
28111,2018,2864,4591,62.38
28113,2018,8359,13927,60.02
28115,2018,7766,13183,58.91
28117,2018,6132,9661,63.47
28119,2018,1397,2280,61.27
28121,2018,33574,73418,45.73
28123,2018,6917,11360,60.89
28125,2018,718,1489,48.22
28127,2018,6219,10649,58.4
28129,2018,4027,6563,61.36
28131,2018,5058,7874,64.24
28133,2018,4712,8173,57.65
28135,2018,2208,3833,57.61
28137,2018,6817,12012,56.75
28139,2018,5289,8853,59.74
28141,2018,4892,7801,62.71
28143,2018,1967,4156,47.33
28145,2018,6836,12120,56.4
28147,2018,2796,5459,51.22
28149,2018,10190,19368,52.61
28151,2018,9049,17133,52.82
28153,2018,4473,8174,54.72
28155,2018,2251,3740,60.19
28157,2018,1569,2468,63.57
28159,2018,4190,7181,58.35
28161,2018,3377,5442,62.05
28163,2018,4887,8109,60.27
29001,2018,5212,10827,48.14
29003,2018,4491,8476,52.98
29005,2018,1437,2649,54.25
29007,2018,6748,10751,62.77
29009,2018,8463,14590,58.01
29011,2018,2462,5195,47.39
29013,2018,4383,7612,57.58
29015,2018,3551,6573,54.02
29017,2018,3199,5059,63.23
29019,2018,36527,93375,39.12
29021,2018,22846,41913,54.51
29023,2018,9440,17067,55.31
29025,2018,2239,3874,57.8
29027,2018,10387,20425,50.85
29029,2018,8708,18231,47.76
29031,2018,19331,37627,51.38
29033,2018,2119,3699,57.29
29035,2018,1350,2433,55.49
29037,2018,23492,50661,46.37
29039,2018,2941,5243,56.09
29041,2018,1603,3158,50.76
29043,2018,17926,40014,44.8
29045,2018,2060,3267,63.05
29047,2018,54802,125517,43.66
29049,2018,5070,9424,53.8
29051,2018,15856,37467,42.32
29053,2018,3924,7669,51.17
29055,2018,5694,9443,60.3
29057,2018,1798,3106,57.89
29059,2018,3448,6197,55.64
29061,2018,1977,3510,56.32
29063,2018,2255,4276,52.74
29065,2018,3962,6230,63.6
29067,2018,2933,4802,61.08
29069,2018,6721,11346,59.24
29071,2018,26985,50288,53.66
29073,2018,4122,6891,59.82
29075,2018,1714,3026,56.64
29077,2018,62327,138126,45.12
29079,2018,2629,4590,57.28
29081,2018,2024,3769,53.7
29083,2018,4820,8831,54.58
29085,2018,2023,3258,62.09
29087,2018,1050,2063,50.9
29089,2018,2306,4727,48.78
29091,2018,9307,16617,56.01
29093,2018,2509,3884,64.6
29095,2018,154089,343721,44.83
29097,2018,29092,56742,51.27
29099,2018,54029,110438,48.92
29101,2018,12146,24266,50.05
29103,2018,882,1575,56.0
29105,2018,8592,15006,57.26
29107,2018,8263,15313,53.96
29109,2018,9402,16841,55.83
29111,2018,2902,4637,62.58
29113,2018,14866,26349,56.42
29115,2018,3040,5496,55.31
29117,2018,3632,6605,54.99
29119,2018,5760,9408,61.22
29121,2018,3628,6363,57.02
29123,2018,3234,5035,64.23
29125,2018,2053,3677,55.83
29127,2018,7161,13090,54.71
29129,2018,841,1660,50.66
29131,2018,5995,10823,55.39
29133,2018,2667,4654,57.31
29135,2018,3269,6627,49.33
29137,2018,2244,3879,57.85
29139,2018,3235,5031,64.3
29141,2018,3951,7368,53.62
29143,2018,4332,6622,65.42
29145,2018,14641,26841,54.55
29147,2018,5574,11062,50.39
29149,2018,2523,4095,61.61
29151,2018,3497,6991,50.02
29153,2018,1866,3139,59.45
29155,2018,3669,6101,60.14
29157,2018,5138,9181,55.96
29159,2018,10813,18609,58.11
29161,2018,8937,19026,46.97
29163,2018,4313,7540,57.2
29165,2018,19809,52703,37.59
29167,2018,7672,14135,54.28
29169,2018,8729,16357,53.37
29171,2018,1075,1981,54.27
29173,2018,2774,5006,55.41
29175,2018,5233,10263,50.99
29177,2018,6619,10745,61.6
29179,2018,1676,2483,67.5
29181,2018,3155,5129,61.51
29183,2018,76809,208527,36.83
29185,2018,2169,3592,60.38
29186,2018,5389,8758,61.53
29187,2018,16372,26991,60.66
29189,2018,186033,497435,37.4
29195,2018,6094,10523,57.91
29197,2018,1144,1896,60.34
29199,2018,1126,2092,53.82
29201,2018,9489,16789,56.52
29203,2018,1944,2903,66.97
29205,2018,1571,2945,53.34
29207,2018,6878,12599,54.59
29209,2018,6032,12088,49.9
29211,2018,1696,2648,64.05
29213,2018,11029,24618,44.8
29215,2018,5302,8695,60.98
29217,2018,4884,9527,51.26
29219,2018,7862,14974,52.5
29221,2018,5823,9032,64.47
29223,2018,2561,4236,60.46
29225,2018,8947,15534,57.6
29227,2018,511,924,55.3
29229,2018,4054,6688,60.62
29510,2018,68083,153691,44.3
30001,2018,2278,4706,48.41
30003,2018,2294,4725,48.55
30005,2018,1169,2577,45.36
30007,2018,1303,2686,48.51
30009,2018,2494,5208,47.89
30011,2018,246,643,38.26
30013,2018,17729,36909,48.03
30015,2018,1154,2516,45.87
30017,2018,2998,6463,46.39
30019,2018,329,876,37.56
30021,2018,2602,4928,52.8
30023,2018,2188,3667,59.67
30025,2018,844,1530,55.16
30027,2018,2533,5735,44.17
30029,2018,22749,47354,48.04
30031,2018,25403,59736,42.53
30033,2018,238,617,38.57
30035,2018,2353,4646,50.65
30037,2018,157,353,44.48
30039,2018,622,1231,50.53
30041,2018,3718,7171,51.85
30043,2018,2463,5400,45.61
30045,2018,448,984,45.53
30047,2018,6261,12300,50.9
30049,2018,13816,34454,40.1
30051,2018,624,1126,55.42
30053,2018,3605,6802,53.0
30055,2018,281,783,35.89
30057,2018,2122,4023,52.75
30059,2018,485,980,49.49
30061,2018,738,1583,46.62
30063,2018,28636,64178,44.62
30065,2018,900,1781,50.53
30067,2018,3801,8327,45.65
30069,2018,75,228,32.89
30071,2018,861,1723,49.97
30073,2018,1179,2560,46.05
30075,2018,473,965,49.02
30077,2018,1294,2594,49.88
30079,2018,221,604,36.59
30081,2018,8864,18010,49.22
30083,2018,3047,6090,50.03
30085,2018,2041,3884,52.55
30087,2018,2269,3883,58.43
30089,2018,2220,4049,54.83
30091,2018,822,1855,44.31
30093,2018,8685,16396,52.97
30095,2018,2492,4475,55.69
30097,2018,907,1628,55.71
30099,2018,1381,2661,51.9
30101,2018,1185,2181,54.33
30103,2018,147,379,38.79
30105,2018,1680,3808,44.12
30107,2018,497,975,50.97
30109,2018,258,567,45.5
30111,2018,40725,80736,50.44
31001,2018,8318,15946,52.16
31003,2018,1654,3232,51.18
31005,2018,75,196,38.27
31007,2018,123,405,30.37
31009,2018,141,264,53.41
31011,2018,1458,2862,50.94
31013,2018,2962,5332,55.55
31015,2018,455,1002,45.41
31017,2018,772,1517,50.89
31019,2018,13107,27694,47.33
31021,2018,1444,3028,47.69
31023,2018,2405,4187,57.44
31025,2018,6034,13225,45.63
31027,2018,2212,4538,48.74
31029,2018,953,2018,47.22
31031,2018,1423,3173,44.85
31033,2018,2362,5354,44.12
31035,2018,1774,3023,58.68
31037,2018,3472,5337,65.06
31039,2018,2417,4687,51.57
31041,2018,3064,5517,55.54
31043,2018,6369,10275,61.99
31045,2018,1965,4587,42.84
31047,2018,7270,12194,59.62
31049,2018,439,928,47.31
31051,2018,1694,2941,57.6
31053,2018,9711,18723,51.87
31055,2018,117846,288884,40.79
31057,2018,455,939,48.46
31059,2018,1363,2811,48.49
31061,2018,724,1498,48.33
31063,2018,578,1254,46.09
31065,2018,1173,2384,49.2
31067,2018,6184,11016,56.14
31069,2018,383,865,44.28
31071,2018,490,1018,48.13
31073,2018,550,1101,49.95
31075,2018,170,359,47.35
31077,2018,556,1190,46.72
31079,2018,17375,31413,55.31
31081,2018,2382,4880,48.81
31083,2018,846,1646,51.4
31085,2018,231,494,46.76
31087,2018,669,1315,50.87
31089,2018,2682,5655,47.43
31091,2018,155,282,54.96
31093,2018,1548,3331,46.47
31095,2018,1745,3558,49.04
31097,2018,1133,2117,53.52
31099,2018,1792,3420,52.4
31101,2018,2059,4142,49.71
31103,2018,150,457,32.82
31105,2018,938,1734,54.09
31107,2018,2137,4249,50.29
31109,2018,69916,169556,41.23
31111,2018,9566,17242,55.48
31113,2018,259,451,57.43
31115,2018,120,305,39.34
31117,2018,85,222,38.29
31119,2018,10040,18521,54.21
31121,2018,2132,4091,52.11
31123,2018,1352,2382,56.76
31125,2018,958,1760,54.43
31127,2018,1669,3401,49.07
31129,2018,1065,2224,47.89
31131,2018,4110,8223,49.98
31133,2018,672,1213,55.4
31135,2018,658,1497,43.95
31137,2018,2531,4788,52.86
31139,2018,2052,3787,54.19
31141,2018,9419,17724,53.14
31143,2018,1305,2630,49.62
31145,2018,2983,5727,52.09
31147,2018,2309,4010,57.58
31149,2018,353,752,46.94
31151,2018,4449,7085,62.79
31153,2018,36621,93923,38.99
31155,2018,5675,10935,51.9
31157,2018,9127,17505,52.14
31159,2018,4379,8947,48.94
31161,2018,1274,2614,48.74
31163,2018,791,1536,51.5
31165,2018,223,658,33.89
31167,2018,1836,3191,57.54
31169,2018,1319,2607,50.59
31171,2018,166,356,46.63
31173,2018,1237,2635,46.94
31175,2018,989,2214,44.67
31177,2018,4252,10380,40.96
31179,2018,2425,5464,44.38
31181,2018,865,1734,49.88
31183,2018,250,461,54.23
31185,2018,3156,6888,45.82
32001,2018,4946,9320,53.07
32003,2018,471810,1003320,47.02
