"COUNTYFP","cntT","cntTimeDrive","avTimeDrive","pctTimeDrive"
"01001",12,6,32.5883333333333,0.5
"01003",32,23,24.03625,0.72
"01005",9,6,22.2644444444444,0.67
"01007",4,1,26.175,0.25
"01009",9,7,20.0944444444444,0.78
"01011",3,0,51.1633333333333,0
"01013",9,0,59.3111111111111,0
"01015",31,27,14.1164516129032,0.87
"01017",9,4,32.9322222222222,0.44
"01019",6,6,11.2966666666667,1
"01021",9,9,13.56,1
"01023",4,3,23.84,0.75
"01025",9,0,80.8244444444445,0
"01027",4,0,48.35,0
"01029",4,2,33.2775,0.5
"01031",14,3,35.745,0.21
"01033",14,14,13.1664285714286,1
"01035",5,1,44.928,0.2
"01037",3,1,37.06,0.33
"01039",14,13,20.0535714285714,0.93
"01041",6,0,45.2,0
"01043",18,15,17.7394444444444,0.83
"01045",14,14,15.9242857142857,1
"01047",15,14,13.9013333333333,0.93
"01049",14,10,20.6328571428571,0.71
"01051",15,4,35.4553333333333,0.27
"01053",9,6,22.2266666666667,0.67
"01055",30,29,10.013,0.97
"01057",5,4,14.416,0.8
"01059",9,6,30.2788888888889,0.67
"01061",6,6,18.925,1
"01063",3,3,18.9833333333333,1
"01065",6,3,35.0033333333333,0.5
"01067",6,6,16.0433333333333,1
"01069",22,21,9.11545454545455,0.95
"01071",11,8,19.2827272727273,0.73
"01073",163,159,12.041717791411,0.98
"01075",3,3,15.3866666666667,1
"01077",22,21,11.7359090909091,0.95
"01079",9,4,28.5377777777778,0.44
"01081",27,27,13.7281481481481,1
"01083",16,15,16.000625,0.94
"01085",4,1,44.84,0.25
"01087",12,8,20.8175,0.67
"01089",73,73,9.14876712328767,1
"01091",6,3,27.9833333333333,0.5
"01093",8,8,15.545,1
"01095",18,13,23.9405555555556,0.72
"01097",115,105,11.0793043478261,0.91
"01099",7,0,81.6,0
"01101",65,63,11.78,0.97
"01103",27,22,16.0181481481481,0.81
"01105",3,0,42.5066666666667,0
"01107",5,4,20.05,0.8
"01109",8,8,15.6925,1
"01111",6,0,50.2283333333333,0
"01113",13,11,13.72,0.85
"01115",13,10,23.9523076923077,0.77
"01117",48,38,21.7777083333333,0.79
"01119",4,1,26.79,0.25
"01121",22,15,21.2877272727273,0.68
"01123",10,7,22.193,0.7
"01125",47,45,11.43,0.96
"01127",18,13,21.4622222222222,0.72
"01129",5,0,55.244,0
"01131",4,0,75.1825,0
"01133",7,4,19.4528571428571,0.57
"02013",1,NA,NA,NA
"02016",2,2,0,1
"02020",55,55,3.98563636363636,1
"02050",3,3,0,1
"02060",1,1,28.5,1
"02068",1,0,130.88,0
"02070",2,2,0,1
"02090",19,17,12.6105263157895,0.89
"02100",1,1,0,1
"02105",2,1,150.465,0.5
"02110",6,6,4.77333333333333,1
"02122",13,10,21.3730769230769,0.77
"02130",4,4,0,1
"02150",5,4,41.294,0.8
"02158",1,NA,NA,NA
"02164",1,1,0,1
"02170",24,19,20.7575,0.79
"02180",2,2,14.46,1
"02185",3,NA,NA,NA
"02188",2,1,1045.095,0.5
"02195",1,1,0,1
"02198",4,3,27.23,0.75
"02220",2,2,9.54,1
"02230",1,0,69.83,0
"02240",2,2,0,1
"02261",3,3,0,1
"02270",1,1,0,1
"02275",1,1,0,1
"02282",1,0,1473.95,0
"02290",4,1,1566.005,0.25
"04001",16,3,63.865,0.19
"04003",32,26,14.1896875,0.81
"04005",28,19,30.1803571428571,0.68
"04007",16,11,30.623125,0.69
"04009",9,7,18.88,0.78
"04011",3,0,61.46,0
"04012",9,6,32.8933333333333,0.67
"04013",916,909,6.48930131004367,0.99
"04015",43,40,9.84441860465116,0.93
"04017",31,18,28.0345161290323,0.58
"04019",248,NA,NA,NA
