GEOID,TRACTCE,minDisMH
13067030219,030219,6.95
13067030220,030220,6.39
13153020600,020600,3.93
13153021103,021103,7.08
13057090200,090200,28.49
13067030342,030342,10.63
13089023601,023601,0.9
13089023802,023802,2.72
13067030407,030407,3.54
13067030414,030414,1.32
13067030505,030505,5.32
13067030507,030507,6.79
13067030905,030905,0.95
13067031101,031101,3.14
13089023422,023422,2.39
13089023427,023427,2.05
13135050422,050422,2.81
13135050427,050427,4.57
13135050435,050435,4.39
13135050521,050521,0.52
13135050524,050524,1.36
13039010302,010302,11.01
13019970200,970200,10.6
13131950300,950300,2.68
13131950500,950500,6.08
13185011403,011403,9.44
13189950200,950200,3.34
13057090601,090601,20.52
13091960100,960100,15.13
13091960300,960300,4.98
13095000501,000501,4.48
13095000900,000900,1.63
13121011412,011412,6.98
13121011424,011424,5.0
13127001000,001000,8.69
13189950400,950400,5.26
13121011504,011504,11.97
13075960100,960100,12.49
13121011612,011612,4.22
13145120402,120402,10.89
13147960200,960200,9.43
13009970800,970800,8.24
13051003501,003501,0.46
13099090500,090500,15.38
13103030303,030303,3.99
13135050103,050103,11.2
13097080402,080402,10.88
13097080403,080403,5.09
13097080506,080506,9.17
13097080507,080507,12.39
13097080509,080509,10.65
13027960500,960500,2.5
13031110200,110200,6.53
13121006601,006601,2.89
13129970700,970700,18.82
13067030231,030231,2.5
13135050106,050106,10.29
13135050208,050208,6.95
13135050213,050213,8.48
13067031503,031503,3.37
13095010403,010403,13.92
13095010900,010900,7.52
13127000600,000600,2.04
13115000300,000300,8.71
13115000600,000600,3.28
13115001200,001200,1.73
13039010601,010601,7.64
13045910104,910104,2.71
13045910502,910502,1.62
13045910702,910702,8.37
13067030232,030232,4.4
13067030236,030236,8.18
13067030238,030238,8.22
13067030312,030312,7.61
13089023000,023000,1.27
13195020200,020200,12.88
13115002100,002100,4.98
13135050304,050304,3.29
13001950300,950300,1.73
13073030506,030506,9.04
13077170200,170200,2.63
13147960300,960300,11.11
13153021113,021113,3.02
13121010303,010303,1.69
13195020400,020400,6.34
13103030305,030305,4.18
13129970100,970100,24.29
13129970400,970400,21.47
13089023107,023107,1.63
13089023209,023209,3.71
13089023211,023211,2.93
13089023306,023306,4.75
13089023311,023311,6.94
13089023414,023414,3.01
13089023418,023418,4.39
13007960200,960200,26.94
13129970600,970600,23.37
13023790200,790200,21.92
13027960200,960200,15.07
13009970300,970300,6.51
13113140204,140204,3.94
13077170402,170402,4.08
13107970300,970300,5.74
13183980000,980000,16.95
13019970400,970400,22.48
13021012000,012000,2.82
13021012102,012102,3.72
13083040200,040200,5.26
13085970100,970100,16.84
13095011300,011300,2.78
13095011400,011400,1.92
13095011600,011600,11.32
13097080102,080102,3.76
13003960300,960300,19.7
13191110200,110200,23.52
13073030102,030102,4.91
13073030307,030307,5.81
13073030401,030401,19.73
13013180106,180106,8.85
13013180204,180204,1.94
13013180206,180206,1.99
13013180301,180301,3.91
13121011621,011621,11.04
13121011624,011624,10.04
13121011626,011626,8.97
13183970100,970100,12.44
13185010700,010700,8.84
13127000800,000800,1.14
13127000900,000900,2.95
13031110500,110500,2.25
13011970100,970100,10.75
13197920200,920200,23.72
13195020300,020300,15.08
13121011426,011426,6.96
13013180302,180302,4.07
13011970200,970200,17.55
13185011401,011401,6.98
13199970500,970500,13.51
13057090803,090803,19.12
13135050311,050311,0.83
13135050314,050314,3.77
13135050416,050416,6.48
13135050418,050418,1.26
13017960200,960200,30.8
13013180303,180303,4.41
13123080500,080500,31.38
13127000102,000102,1.21
13127000300,000300,7.83
13127000503,000503,2.75
13199970700,970700,10.35
13201950200,950200,17.65
13205090100,090100,18.3
13015960102,960102,27.26
13097080202,080202,4.16
13069010300,010300,12.75
13071970400,970400,21.86
13071970600,970600,23.56
13071970800,970800,27.02
13097080301,080301,8.42
13245010800,010800,12.64
13245010904,010904,9.19
13213010400,010400,14.1
13297110506,110506,7.7
13213010600,010600,17.19
13215000800,000800,1.29
13215001100,001100,1.34
13215002500,002500,1.65
13215002800,002800,1.23
13215003301,003301,3.11
13217100100,100100,5.08
13297110507,110507,7.52
13297110602,110602,7.85
13297110800,110800,9.14
13217100300,100300,1.39
13217100700,100700,3.13
13113140307,140307,7.93
13113140404,140404,1.03
13113140407,140407,2.15
13131950600,950600,12.52
13307960100,960100,19.84
13313000102,000102,13.27
13313000301,000301,9.63
13313000501,000501,6.38
13313001400,001400,0.76
13077170501,170501,10.64
13247060102,060102,6.88
13247060304,060304,0.72
13135050546,050546,4.08
13135050609,050609,13.31
13135050709,050709,6.37
13135050714,050714,3.08
13253200300,200300,23.82
13255160500,160500,2.22
13255160800,160800,2.26
13219030300,030300,10.2
13219030600,030600,14.54
13221960201,960201,11.36
13135050723,050723,4.04
13205090200,090200,26.67
13205090300,090300,25.41
13249960200,960200,10.28
13273120400,120400,22.8
13275960400,960400,14.1
13205090400,090400,26.57
13051011006,011006,6.6
13121010400,010400,12.74
13277960100,960100,8.26
13121010510,010510,7.95
13121010800,010800,1.39
13121011100,011100,1.53
13121011305,011305,2.72
13305970400,970400,11.37
13257970301,970301,3.13
13261950100,950100,10.79
13285960100,960100,14.6
13149970200,970200,7.7
13151070107,070107,6.4
13051011108,011108,10.25
13315960400,960400,25.77
13087970700,970700,12.86
13051011500,011500,12.57
13321950400,950400,15.73
13321950600,950600,25.65
13079070201,070201,14.65
13121005200,005200,2.33
13277960900,960900,4.26
13009970701,970701,2.0
13051004001,004001,0.47
13279970200,970200,5.15
13051004100,004100,2.51
13051004300,004300,2.35
13051010200,010200,2.33
13051010601,010601,4.37
13051010806,010806,2.58
13263960100,960100,18.26
13263960300,960300,25.37
13215010204,010204,6.49
13055010300,010300,17.45
13055010500,010500,19.65
13131950100,950100,11.15
13117130102,130102,9.19
13077170802,170802,10.99
13143010301,010301,4.55
13143010302,010302,5.17
13143010400,010400,9.47
13145120401,120401,10.48
13059002100,002100,3.72
13059030100,030100,4.64
13059140400,140400,2.05
13059140600,140600,5.29
13061960300,960300,17.01
13117130612,130612,9.53
13135050730,050730,3.68
13137000300,000300,3.44
13157010300,010300,8.56
13151070502,070502,4.98
13085970201,970201,12.13
13121008500,008500,2.38
13121008700,008700,4.23
13121008902,008902,3.42
13121001100,001100,1.35
13121001500,001500,0.67
13121002400,002400,0.5
13121003000,003000,1.0
13121003500,003500,0.34
13121004200,004200,1.49
13121004300,004300,1.16
13121005300,005300,1.8
13089021410,021410,0.74
13089021502,021502,0.87
13089021604,021604,1.76
13139000305,000305,11.32
13135050728,050728,4.9
13063040307,040307,1.94
13121009000,009000,3.75
13121009601,009601,2.67
13121009603,009603,2.34
13121010001,010001,3.27
13121005800,005800,2.14
13121006000,006000,2.16
13121006100,006100,2.77
13121006500,006500,2.95
13161960300,960300,22.49
13171970300,970300,4.49
13175950100,950100,11.23
13175951000,951000,11.58
13063040410,040410,4.73
13063040413,040413,4.25
13063040415,040415,0.42
13063040518,040518,3.66
13063040521,040521,0.89
13083040102,040102,8.36
13139001606,001606,8.38
13121010110,010110,1.08
13121010114,010114,2.52
13121010123,010123,1.02
13167960200,960200,23.52
13171970100,970100,7.21
13185010202,010202,8.54
13067031112,031112,0.94
13067031117,031117,2.59
13067031208,031208,1.78
13067031307,031307,3.45
13067031309,031309,2.14
13295020902,020902,11.49
13175951400,951400,19.83
13247060404,060404,4.79
13117130105,130105,8.51
13067031408,031408,2.14
13081010201,010201,7.37
13139000500,000500,5.89
13139000900,000900,2.69
13179010103,010103,2.17
13179010204,010204,2.53
13179010207,010207,1.24
13067030320,030320,2.79
13067030331,030331,8.48
13067030336,030336,6.29
13089021706,021706,2.42
13089021806,021806,4.52
13089021909,021909,0.81
13117130304,130304,6.88
13117130408,130408,0.23
13117130410,130410,1.84
13117130505,130505,7.51
13117130510,130510,5.29
13117130607,130607,6.98
13135050534,050534,1.14
13135050539,050539,0.57
13135050544,050544,2.6
13139001301,001301,4.91
13139001402,001402,3.39
13087970100,970100,9.63
13089021912,021912,5.05
13089022001,022001,0.63
13089022009,022009,1.5
13089022301,022301,1.3
13139001501,001501,6.89
13121010205,010205,1.04
13121006700,006700,2.67
13121007500,007500,1.37
13121007604,007604,3.88
13121007704,007704,2.49
13121007900,007900,1.79
13083040101,040101,5.47
13087970300,970300,2.6
13087970400,970400,4.17
13119890101,890101,14.84
13149970300,970300,7.2
13151070205,070205,3.87
13151070305,070305,3.99
13151070404,070404,7.05
13107970600,970600,10.41
13113140208,140208,2.49
13021012600,012600,3.31
13021013302,013302,6.45
13021013411,013411,7.94
13021013503,013503,6.89
13057090901,090901,15.76
13147960400,960400,5.97
13057091007,091007,13.35
13067030222,030222,6.9
13067030226,030226,5.7
13067030229,030229,3.28
13067030230,030230,0.27
13015960300,960300,17.19
13015960500,960500,22.91
13015960803,960803,15.17
13051003502,003502,0.91
13051003700,003700,2.63
13051003900,003900,1.24
13089020300,020300,1.11
13089020700,020700,0.15
13089021101,021101,2.36
13089021209,021209,1.95
13089021215,021215,0.19
13089021306,021306,2.04
13089021405,021405,1.21
13121004900,004900,0.91
13063040526,040526,3.89
13063040608,040608,6.07
13045911100,911100,4.22
13047030301,030301,9.73
13047030304,030304,12.64
13047030500,030500,3.27
13051002200,002200,2.15
13051002700,002700,1.73
13051002800,002800,1.83
13051003000,003000,1.09
13051003302,003302,2.21
13137000601,000601,9.52
13139000203,000203,11.09
13037950100,950100,25.67
13011970400,970400,14.91
13013180105,180105,7.72
13105000100,000100,11.28
13153021500,021500,18.15
13157010600,010600,8.27
13159010200,010200,17.14
13295020700,020700,0.27
13119890300,890300,22.41
13111050200,050200,24.5
13155950200,950200,21.75
13059001200,001200,2.94
13059001800,001800,1.97
13053020206,020206,13.96
13031110602,110602,9.82
13033950200,950200,15.0
13215010402,010402,3.83
13215010701,010701,2.79
13215010703,010703,2.22
13267950201,950201,3.97
13283960100,960100,17.5
13273120200,120200,23.27
13285960300,960300,3.08
13287970300,970300,21.02
13299950800,950800,25.48
13299950100,950100,12.89
13299950600,950600,2.53
13299950700,950700,1.02
13207050200,050200,11.16
13207050302,050302,14.95
13297110505,110505,7.29
13209950300,950300,15.32
13301970400,970400,10.51
13293010600,010600,9.14
13295020400,020400,7.02
13257970100,970100,4.97
13223120103,120103,7.22
13245001601,001601,1.87
13245010101,010101,2.65
13245010105,010105,1.22
13291000101,000101,11.64
13291000205,000205,2.37
13293010201,010201,3.86
13241970100,970100,19.77
13243790100,790100,8.62
13245001500,001500,1.07
13227050600,050600,21.39
13285960901,960901,0.13
13233010400,010400,5.73
13233010700,010700,13.56
13229960200,960200,17.03
13231010300,010300,16.96
13237960102,960102,15.83
13245010201,010201,1.17
13245010203,010203,1.48
13245010204,010204,3.46
13245010400,010400,2.53
13245010507,010507,0.69
13245010509,010509,2.1
13245010708,010708,3.74
13223120604,120604,9.79
13225040301,040301,2.67
13227050300,050300,35.59
13223120502,120502,6.32
13223120602,120602,7.51
13089023426,023426,3.79
13089023507,023507,1.35
13089023602,023602,1.38
13135050321,050321,2.46
13135050322,050322,3.03
13089023803,023803,1.67
13091960200,960200,8.11
13091960400,960400,5.92
13135050214,050214,7.67
13135050217,050217,4.94
13135050306,050306,2.19
13079070202,070202,8.06
13081010202,010202,6.47
13057091005,091005,10.26
13081010400,010400,2.22
13093970300,970300,10.59
13095000800,000800,1.26
13095001100,001100,3.71
13095010500,010500,7.23
13095010700,010700,4.47
13097080510,080510,11.74
13079070100,070100,16.7
13089023206,023206,1.86
13089023210,023210,3.78
13091960500,960500,11.42
13099090100,090100,13.63
13099090200,090200,6.66
13089020802,020802,1.44
13089023312,023312,5.45
13093970100,970100,22.21
13049010200,010200,16.51
13089023315,023315,7.81
13089021102,021102,2.16
13089021202,021202,2.13
13089021208,021208,2.3
13089021211,021211,2.0
13089021216,021216,1.05
13089021217,021217,0.74
13089021301,021301,2.02
13089021308,021308,1.66
13089021409,021409,1.36
13089023213,023213,2.39
13089023303,023303,5.64
13057090602,090602,19.96
13057090802,090802,16.36
13057090904,090904,12.23
13057091001,091001,11.4
13089023410,023410,0.69
13089023412,023412,1.75
13089023416,023416,2.24
13051001100,001100,1.68
13051004207,004207,2.67
13051004209,004209,3.29
13051004210,004210,1.9
13089023421,023421,0.51
13089023423,023423,3.69
13089023801,023801,1.36
13089023425,023425,2.25
13135050309,050309,2.36
13135050310,050310,1.19
13135050315,050315,3.04
13135050319,050319,2.46
13075960300,960300,4.74
13077170100,170100,7.62
13077170303,170303,6.54
13077170306,170306,3.16
13095010302,010302,2.91
13057091008,091008,12.4
13157010102,010102,8.03
13121010304,010304,6.19
13213010202,010202,15.36
13179010206,010206,5.42
13179010208,010208,0.08
13213010300,010300,20.82
13121007001,007001,1.69
13121007200,007200,3.24
13121007400,007400,0.07
13121007602,007602,3.97
13067030602,030602,3.0
13121009403,009403,1.27
13121009700,009700,2.71
13121009801,009801,4.16
13121011423,011423,6.94
13121011425,011425,4.84
13121011427,011427,7.2
13121011503,011503,13.32
13185010601,010601,0.84
13185010800,010800,3.25
13185011301,011301,2.04
13185011402,011402,5.13
13185011600,011600,14.98
13191990000,990000,29.08
13067030902,030902,2.9
13067030904,030904,1.4
13111050100,050100,18.02
13121011611,011611,9.47
13121011613,011613,6.42
13151070114,070114,1.11
13151070204,070204,5.93
13151070306,070306,1.28
13151070307,070307,4.17
13121008201,008201,1.95
13121008301,008301,2.9
13121008601,008601,3.37
13121008602,008602,2.9
13121008904,008904,4.76
13211010300,010300,0.5
13253200100,200100,15.94
13089021704,021704,0.83
13089021705,021705,1.14
13089021808,021808,0.65
13089021812,021812,0.58
13089021906,021906,2.77
13089021908,021908,1.63
13089021913,021913,3.1
13135050415,050415,5.97
13135050421,050421,1.76
13135050423,050423,3.35
13109970100,970100,17.5
13119890102,890102,13.51
13119890400,890400,15.24
13121000200,000200,0.13
13045910900,910900,9.35
13045911000,911000,3.48
13089021412,021412,0.41
13089021414,021414,0.34
13121000600,000600,2.48
13121001001,001001,1.99
13121001300,001300,1.11
13121001400,001400,1.1
13121001800,001800,0.45
13121002300,002300,0.85
13121002900,002900,0.34
13121003600,003600,1.02
13121010208,010208,4.35
13153021300,021300,10.92
13089021503,021503,1.04
13089021603,021603,1.42
13157010400,010400,9.54
13155950100,950100,17.78
13169030104,030104,6.22
13109970300,970300,19.13
13177020402,020402,4.3
13157010200,010200,7.24
13169030301,030301,13.31
13121009300,009300,2.83
13211010100,010100,10.03
13121010301,010301,9.29
13045911200,911200,5.14
13051010501,010501,5.52
13089022700,022700,1.71
13089022900,022900,1.96
13089023101,023101,1.03
13089023112,023112,0.73
13089023113,023113,0.76
13089023115,023115,0.71
13077170503,170503,14.23
13077170602,170602,3.83
13051011107,011107,8.78
13089022600,022600,0.98
13051010502,010502,3.47
13051010603,010603,5.65
13051010700,010700,9.88
13051011109,011109,8.39
13305970600,970600,13.01
13051010807,010807,5.91
13051010808,010808,5.5
13313001500,001500,7.32
13077170700,170700,4.99
13047030202,030202,5.96
13047030303,030303,12.86
13051011600,011600,2.4
13053020201,020201,7.96
13307960200,960200,22.98
13053020205,020205,6.72
13055010100,010100,18.71
13055010400,010400,18.51
13089023309,023309,2.29
13051010901,010901,2.51
13051011004,011004,3.95
13051011106,011106,5.36
13047030401,030401,9.85
13047030402,030402,4.18
13247060403,060403,7.98
13153021104,021104,0.55
13153021108,021108,5.9
13153021201,021201,6.74
13215010301,010301,8.17
13215010501,010501,4.55
13215010502,010502,6.67
13215010605,010605,5.2
13121007703,007703,2.02
13121007706,007706,4.4
13121007805,007805,2.16
13121008000,008000,3.76
13121010516,010516,3.08
13121010604,010604,2.28
13139001604,001604,9.75
13139001605,001605,12.41
13121003800,003800,0.66
13121004000,004000,1.4
13255160300,160300,4.93
13255160700,160700,2.55
13255160900,160900,1.53
13255161100,161100,1.2
13105000400,000400,1.14
13113140206,140206,1.9
13113140207,140207,2.71
13113140303,140303,6.25
13113140305,140305,3.39
13045910701,910701,3.15
13045910703,910703,5.61
13115001400,001400,9.98
13127000101,000101,2.24
13067030319,030319,3.77
13067030329,030329,8.23
13067030330,030330,7.4
13045910200,910200,5.75
13193000300,000300,17.54
13069010600,010600,10.4
13071970200,970200,30.41
13121010121,010121,1.1
13121010122,010122,1.07
13125010100,010100,21.27
13065970100,970100,2.79
13067030103,030103,6.65
13139001202,001202,6.06
13139001302,001302,9.26
13139001502,001502,11.19
13121010513,010513,7.53
13171970200,970200,4.36
13163960100,960100,24.07
13063040411,040411,5.43
13063040412,040412,1.42
13181970100,970100,16.42
13067030209,030209,4.29
13067030311,030311,9.15
13057090300,090300,19.29
13057090501,090501,13.44
13175950300,950300,3.89
13177020200,020200,17.22
13133950302,950302,5.57
13133950400,950400,9.96
13045910300,910300,8.0
13215001000,001000,2.7
13215001200,001200,0.46
13215002300,002300,0.77
13257970302,970302,1.83
13261950200,950200,4.71
13139000201,000201,13.47
13181970200,970200,15.87
13113140408,140408,3.76
13219030200,030200,5.12
13219030400,030400,9.15
13219030500,030500,16.91
13259950400,950400,23.12
13067031001,031001,3.1
13067031005,031005,1.86
13067031110,031110,1.78
13067031111,031111,2.14
13127000403,000403,4.98
13217100600,100600,4.63
13121011201,011201,2.85
13121011301,011301,3.12
13121011303,011303,2.34
13163960400,960400,22.83
13113140405,140405,2.64
13071970300,970300,26.79
13071970701,970701,23.56
13121011410,011410,4.85
13121011414,011414,5.78
13121011417,011417,9.55
13139001201,001201,5.09
13227050500,050500,28.91
13113140406,140406,3.47
13267950100,950100,12.19
13267950202,950202,6.2
13067031115,031115,2.94
13103030301,030301,5.05
13103030304,030304,0.95
13103030402,030402,10.01
13139000701,000701,3.73
13067031118,031118,0.88
13067031209,031209,1.31
13067031212,031212,1.6
13255160600,160600,7.56
13067030410,030410,4.79
13067030502,030502,6.67
13067030504,030504,6.38
13067030506,030506,4.91
13067031306,031306,2.78
13121009200,009200,1.94
13115000100,000100,11.2
13139000400,000400,5.82
13123080100,080100,27.25
13121010002,010002,3.06
13121010115,010115,2.34
13121010119,010119,3.95
13139000600,000600,4.18
13067031311,031311,3.93
13277960700,960700,2.62
13277960800,960800,8.7
13279970400,970400,1.46
13121010511,010511,4.06
13067030313,030313,6.32
13113140502,140502,11.38
13139001002,001002,1.85
13139001101,001101,1.7
13247060305,060305,3.28
13247060308,060308,2.56
13135050209,050209,4.78
13133950200,950200,12.64
13305970100,970100,12.07
13051004400,004400,1.79
13051010102,010102,2.7
13121011418,011418,8.87
13227050200,050200,28.85
13099090400,090400,4.41
13215000900,000900,1.67
13179010400,010400,3.75
13185010101,010101,10.38
13185010302,010302,2.08
13135050428,050428,5.69
13135050429,050429,4.68
13135050434,050434,1.51
13135050436,050436,2.97
13135050520,050520,0.93
13063040514,040514,2.14
13247060405,060405,8.59
13249960100,960100,18.88
13101880200,880200,15.82
13089022403,022403,1.63
13135050212,050212,9.8
13215010702,010702,1.9
13215010801,010801,4.78
13215011500,011500,4.27
13313000101,000101,16.6
13217100202,100202,7.25
13217100400,100400,0.86
13217100502,100502,3.5
13279970600,970600,16.05
13089022008,022008,1.41
13089022100,022100,1.64
13089022302,022302,2.02
13139000102,000102,8.27
13133950500,950500,12.25
13135050205,050205,5.96
13089022401,022401,0.87
13089022005,022005,1.28
13077170403,170403,7.79
13077170502,170502,15.91
13055010600,010600,17.78
13135050426,050426,6.11
13231010400,010400,12.28
13233010300,010300,7.09
13139001607,001607,11.55
13151070110,070110,6.73
13151070111,070111,2.4
13213010500,010500,10.58
13121010206,010206,3.35
13115002000,002000,13.61
13275960500,960500,4.36
13275960800,960800,8.0
13275961000,961000,6.23
13059000401,000401,4.69
13059000600,000600,3.27
13059000900,000900,2.01
13059002000,002000,2.99
13059002200,002200,4.38
13117130104,130104,5.85
13117130201,130201,9.14
13295020800,020800,8.39
13303950700,950700,11.44
13121010514,010514,9.87
13239960300,960300,8.78
13103030204,030204,13.61
13137000202,000202,12.65
13177020100,020100,17.04
13245001100,001100,0.8
13245010706,010706,3.38
13245010707,010707,3.87
13311950100,950100,12.08
13175950800,950800,3.96
13179010101,010101,7.5
13311950202,950202,5.31
13151070402,070402,10.47
13151070403,070403,7.48
13175951100,951100,11.4
13281960200,960200,6.25
13215002400,002400,0.86
13215002901,002901,0.68
13215002902,002902,0.59
13215003302,003302,2.32
13295020602,020602,5.3
13073030306,030306,6.48
13073030309,030309,6.92
13073030504,030504,10.92
13273120500,120500,15.01
13117130203,130203,7.89
13117130205,130205,6.25
13271950200,950200,22.09
13273120300,120300,23.99
13117130301,130301,5.44
13153020106,020106,4.85
13153020109,020109,3.44
13153020300,020300,2.18
13153020400,020400,1.49
13215003400,003400,3.11
13215010201,010201,8.28
13215010203,010203,8.37
13223120501,120501,5.65
13223120605,120605,5.81
13223120104,120104,9.05
13223120303,120303,3.7
13105000500,000500,10.78
13225040101,040101,5.77
13111050500,050500,17.79
13063040520,040520,2.21
13063040524,040524,0.67
13315960200,960200,22.08
13063040525,040525,4.15
13063040606,040606,7.07
13225040200,040200,4.04
13225040302,040302,5.32
13121011615,011615,13.25
13233010500,010500,3.95
13237960201,960201,15.82
13211010400,010400,9.21
13115000700,000700,8.23
13059150300,150300,2.96
13063040516,040516,2.05
13059150400,150400,6.48
13059150600,150600,6.74
13117130403,130403,2.82
13117130409,130409,2.23
13117130503,130503,8.45
13117130504,130504,5.42
13063040609,040609,2.95
13063040615,040615,4.0
13063040616,040616,3.89
13063040619,040619,4.27
13063040621,040621,7.37
13117130603,130603,9.3
13117130604,130604,10.17
13005970201,970201,8.09
13015960401,960401,24.26
13015960801,960801,12.7
13059150900,150900,11.56
13063040202,040202,2.78
13063040302,040302,4.53
13063040306,040306,2.42
13067031116,031116,3.03
13167960300,960300,17.7
13063040414,040414,0.93
13063040416,040416,0.66
13117130509,130509,3.21
13063040513,040513,2.58
13117130608,130608,10.59
13127000200,000200,1.39
13195020100,020100,12.59
13127000401,000401,10.91
13245010712,010712,5.93
13247060101,060101,5.0
13247060201,060201,3.61
13139000303,000303,10.42
13153020700,020700,2.23
13121009900,009900,4.25
13059140300,140300,4.16
13169030101,030101,8.09
13121011617,011617,7.91
13121011623,011623,7.17
13121011800,011800,1.32
13121012300,012300,0.33
13257970400,970400,5.18
13117130610,130610,11.53
13137000602,000602,6.59
13115000500,000500,1.49
13139000204,000204,10.29
13059030200,030200,5.35
13059130300,130300,2.93
13059130500,130500,4.17
13115000800,000800,4.5
13115001100,001100,0.71
13115001701,001701,11.77
13115001800,001800,6.02
13019970500,970500,16.15
13019970600,970600,12.48
13021010200,010200,0.49
13165960200,960200,25.16
13175950600,950600,12.61
13215010802,010802,9.3
13217100800,100800,11.63
13313000200,000200,9.76
13313000302,000302,8.0
13313000502,000502,2.85
13313000800,000800,4.86
13135050545,050545,3.16
13135050548,050548,5.13
13005970100,970100,5.25
13021012101,012101,3.69
13021012300,012300,0.92
13021012700,012700,2.13
13001950400,950400,13.93
13223120302,120302,0.93
13107970200,970200,13.8
13135050525,050525,4.57
13137000100,000100,11.03
13229960400,960400,11.01
13187960202,960202,8.62
13189950100,950100,8.85
13135050528,050528,5.61
13135050530,050530,3.78
13231010200,010200,11.15
13277960200,960200,7.81
13277960500,960500,4.74
13135050724,050724,0.81
13135050727,050727,2.19
13243790200,790200,3.66
13245010903,010903,13.28
13233010600,010600,10.39
13241970201,970201,17.55
13213010700,010700,13.26
13235950100,950100,15.8
13069010100,010100,15.87
13235950300,950300,23.22
13003960200,960200,17.31
13021012800,012800,3.15
13021013101,013101,6.07
13021013202,013202,4.31
13021013407,013407,5.41
13069010200,010200,12.33
13073030505,030505,7.3
13293010100,010100,9.51
13293010202,010202,7.13
13295020200,020200,5.58
13021011100,011100,1.42
13021011701,011701,2.69
13021011800,011800,1.39
13067030337,030337,4.82
13067030340,030340,11.16
13067030343,030343,9.37
13067030345,030345,1.16
13067030405,030405,2.99
13135050605,050605,8.76
13157010500,010500,8.97
13159010100,010100,18.03
13261950300,950300,2.61
13135050722,050722,3.35
13261950500,950500,6.88
13261950800,950800,14.81
13275960300,960300,11.74
13269950100,950100,13.39
13269950300,950300,14.15
13281960300,960300,6.19
13313001000,001000,4.01
13313001300,001300,3.67
13159010500,010500,17.4
13161960200,960200,21.85
13245010905,010905,10.85
13251970500,970500,14.62
13183970200,970200,11.26
13107970500,970500,12.21
13067031313,031313,3.3
13067031405,031405,1.44
13067031406,031406,0.58
13067031409,031409,2.59
13067031506,031506,4.8
13193000100,000100,10.09
13237960300,960300,17.99
13221960300,960300,17.96
13105000200,000200,7.99
13207050102,050102,17.44
13185010201,010201,11.16
13189950500,950500,10.19
13209950200,950200,10.12
13305970300,970300,2.35
13135050532,050532,2.79
13135050537,050537,1.63
13135050538,050538,2.43
13135050540,050540,1.28
13135050608,050608,7.76
13135050610,050610,11.67
13135050712,050712,3.98
13135050720,050720,2.54
13071970900,970900,23.84
13073030201,030201,3.52
13073030302,030302,6.24
13321950100,950100,20.63
13321950500,950500,19.09
13319960300,960300,18.45
13295020501,020501,11.98
13303950300,950300,3.92
13303950400,950400,4.66
13317010101,010101,22.01
13317010301,010301,27.98
13285960502,960502,9.95
13285960600,960600,9.27
13295020901,020901,4.94
13039010602,010602,13.33
13285961000,961000,9.52
13287970200,970200,19.99
13043950300,950300,14.09
13045910103,910103,5.97
13289060100,060100,16.69
13291000102,000102,6.91
13285960400,960400,4.7
13031110100,110100,12.13
13031110300,110300,4.29
13283960200,960200,18.9
13285960202,960202,8.78
13297110100,110100,8.06
13029920301,920301,14.73
13039010403,010403,4.17
13013180401,180401,7.14
13013180503,180503,6.12
13015960101,960101,33.52
13019970100,970100,19.75
13017960300,960300,26.14
13015960901,960901,16.31
13017960100,960100,26.94
13001950200,950200,4.15
13027960600,960600,6.19
13015960200,960200,19.98
13031110700,110700,10.4
13023790300,790300,16.88
13031110800,110800,11.71
13033950900,950900,17.13
13033950500,950500,6.62
13035150300,150300,7.03
13037950200,950200,18.34
13039010301,010301,5.75
13021013410,013410,6.61
13021013502,013502,7.72
13021013504,013504,9.57
13029920102,920102,23.3
13023790100,790100,23.82
13021013605,013605,9.3
13021013800,013800,0.67
13217100901,100901,10.28
13223120101,120101,11.72
13297110508,110508,8.88
13143010200,010200,14.86
13299950900,950900,10.7
13305970200,970200,4.14
13247060309,060309,1.97
13157010103,010103,12.42
13215010602,010602,2.58
13129970800,970800,26.26
13231010100,010100,8.76
13129970300,970300,18.75
13051003601,003601,3.88
13051004002,004002,0.83
13137000201,000201,6.7
13297110700,110700,2.59
13077170601,170601,3.62
13081010300,010300,8.12
13083040300,040300,7.57
13225040102,040102,7.31
13245010300,010300,1.26
13245010508,010508,1.81
13053020203,020203,11.91
13185010103,010103,4.67
13195020500,020500,3.57
13233010100,010100,14.16
13237960101,960101,16.37
13097080602,080602,4.92
13139000302,000302,5.04
13139001603,001603,9.68
13133950303,950303,1.52
13135050308,050308,2.6
13135050320,050320,1.67
13135050425,050425,6.23
13267950300,950300,13.86
13131950400,950400,4.47
13135050529,050529,4.92
13135050541,050541,1.58
13135050606,050606,11.98
13135050721,050721,2.45
13255161000,161000,4.81
13153021105,021105,2.47
13281960100,960100,8.01
13285960700,960700,6.53
13295020301,020301,5.66
13261950400,950400,8.74
13211010200,010200,9.64
13215002200,002200,1.17
13215010104,010104,7.93
13291000201,000201,11.45
13103030203,030203,8.76
13107970100,970100,12.14
13149970100,970100,5.26
13151070309,070309,1.66
13153020108,020108,3.02
13245011000,011000,1.01
13227050400,050400,36.19
13223120400,120400,9.21
13169030103,030103,7.56
13179010300,010300,0.48
13223120503,120503,7.57
13019970300,970300,13.85
13021011000,011000,2.2
13021012200,012200,2.43
13021013201,013201,4.03
13221960202,960202,17.66
13295020502,020502,11.23
13021013603,013603,9.19
13033950400,950400,5.8
13279970500,970500,5.78
