originGEOID,minDisBup,minDisMet,minDisNalV,ZIP_CODE,rurality,time_to_nearest_naltrexone/vivitrol,count_in_range_naltrexone/vivitrol,naltrexone/vivitrol_score,count_in_range_buprenorphine,time_to_nearest_buprenorphine,buprenorphine_score,count_in_range_methadone,time_to_nearest_methadone,methadone_score,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
28385,15.23227572,20.92278452,21.03833614,28385,Rural,41,0,0,0,37,0,0,41,0,0.7946,0.9586,0.7461,0.853,0.9269
28386,13.04315548,13.04315548,16.11400663,28386,Rural,36,0,0,0,41,0,0,41,0,0.9331,0.737,0.9035,0.7022,0.9192
28387,3.987578687,3.987578687,3.987578687,28387,Suburban,12,3,1.8,4,12,0.6,2,12,0.4,0.5731,0.8857,0.7085,0.5537,0.7201
28390,9.362550464,12.684736,9.865905311,28390,Urban,28,7,0.2,12,28,0.066666667,4,28,0.055555556,0.7291,0.5577,0.7306,0.5875,0.7271
28391,9.21087267,10.08429358,10.20695795,28391,Suburban,19,7,1.1,12,16,0.433333333,2,19,0.244444444,0.6513,0.7759,0.2905,0.4043,0.5661
28392,12.85186614,14.2248387,22.14275675,28392,Suburban,39,0,0,0,35,0,0,40,0,0.8935,0.979,0.7074,0.8364,0.955
28393,30.03296699,30.03296699,30.84955367,28393,Rural,47,0,0,0,47,0,0,49,0,0.8994,0.9598,0.7951,0.735,0.9411
28394,12.54845972,12.61636855,12.54845972,28394,Rural,29,4,0.1,6,29,0.033333333,4,29,0.033333333,0.6035,0.7348,0.3538,0.4336,0.5581
28395,1.661159695,10.6814577,9.628051616,28395,Suburban,21,7,0.9,14,0,0.766666667,4,21,0.244444444,0.4672,0.5062,0.4694,0.3207,0.4212
28396,10.64258032,19.88693442,10.64258032,28396,Rural,30,1,0,2,30,0,0,47,0,0.8615,0.8003,0.3637,0.71,0.7936
28398,27.16038515,27.16038515,28.03000784,28398,Rural,44,0,0,0,44,0,0,47,0,0.8532,0.9248,0.817,0.9901,0.9845
28399,18.074033,19.43530038,22.15536451,28399,Rural,39,0,0,0,39,0,0,39,0,0.8934,0.7156,0.7329,0.604,0.8393
28401,0.973244652,2.179389101,0.973244652,28401,Urban,0,15,3,20,0,1,8,0,1,0.596,0.3291,0.4748,0.8147,0.6276
28403,1.015586726,1.509542053,0.949988943,28403,Urban,0,15,3,20,0,1,8,0,0.9,0.6767,0.1042,0.4258,0.8804,0.615
28405,0.673403749,2.555951336,3.282311611,28405,Urban,7,16,2.3,22,0,0.922222222,8,7,0.711111111,0.6863,0.1919,0.4767,0.2885,0.4408
28409,3.768615229,3.768615229,3.296040954,28409,Urban,12,15,1.8,20,12,0.6,8,12,0.555555556,0.3923,0.8854,0.073,0.1995,0.3158
28411,3.58633748,6.316709708,6.359349156,28411,Urban,11,14,1.9,18,10,0.655555556,8,11,0.577777778,0.4819,0.4967,0.4449,0.4122,0.4542
28412,3.658983804,3.658983804,3.658983804,28412,Urban,14,15,1.6,20,14,0.533333333,8,14,0.533333333,0.4757,0.5681,0.4866,0.6918,0.5779
28420,10.23754242,9.570879196,9.017024344,28420,Suburban,21,4,0.3,4,30,0,2,21,0.2,0.6507,0.6993,0.614,0.9377,0.8172
28421,13.59618029,21.51035066,13.59618029,28421,Suburban,23,1,0.233333333,2,23,0.155555556,0,43,0,0.7673,0.4855,0.6661,0.3415,0.6339
28422,5.188746772,10.14174023,5.171784177,28422,Rural,24,4,0.6,4,24,0.2,2,29,0.022222222,0.547,0.5908,0.2228,0.6832,0.5441
28423,18.02870251,24.33200422,18.02870251,28423,Suburban,31,0,0,0,31,0,0,45,0,0.6801,0.7943,0.7363,0.268,0.6517
28424,2.184737119,28.00476936,3.966767531,28424,Rural,5,1,0.833333333,4,5,0.833333333,0,56,0,0.7627,0.7973,0.5572,0.7957,0.8123
28425,0.549913128,19.39266857,0.549913128,28425,Suburban,0,1,1,4,0,0.677777778,0,32,0,0.7318,0.7566,0.6314,0.8873,0.84
28428,1.007464554,11.06913305,1.007464554,28428,Urban,0,14,1.466666667,20,0,0.744444444,8,23,0.2,0.1488,0.2245,0.1304,0.5569,0.1929
28429,4.253971079,4.253971079,6.518114859,28429,Urban,17,15,1.3,20,15,0.477777778,8,17,0.433333333,0.7476,0.6297,0.5409,0.7279,0.7451
28430,13.07978628,25.21892188,13.48721649,28430,Rural,27,1,0.1,4,27,0.1,0,64,0,0.7334,0.3938,0.4816,0.8159,0.7126
28431,7.192792919,26.65513371,7.756065394,28431,Rural,16,1,0.466666667,4,16,0.466666667,0,53,0,0.8599,0.7741,0.7088,0.5701,0.821
28432,10.4350973,26.43282631,12.13841622,28432,Rural,18,1,0.4,4,18,0.4,0,70,0,0.787,0.9661,0.156,0.4507,0.6925
28433,11.12450748,24.8759744,11.12450748,28433,Rural,27,1,0.1,4,27,0.1,0,52,0,0.8116,0.961,0.5764,0.8085,0.8919
28434,15.54853328,33.4014139,15.54853328,28434,Rural,51,0,0,0,51,0,0,65,0,0.8116,0.961,0.5764,0.8085,0.8919
28435,11.37613361,15.20625691,11.37613361,28435,Suburban,21,1,0.3,2,21,0.2,0,32,0,0.8092,0.3073,0.261,0.281,0.4831
28436,17.70350855,18.51984966,14.74836185,28436,Suburban,29,1,0.033333333,0,37,0,0,37,0,0.843,0.8286,0.7521,0.443,0.802
28438,12.9229583,17.46629887,12.9229583,28438,Suburban,35,0,0,0,35,0,0,52,0,0.8601,0.8843,0.5389,0.8022,0.8752
28439,18.22570317,24.43974828,18.51745657,28439,Rural,27,1,0.1,2,27,0.066666667,0,64,0,0.7334,0.3938,0.4816,0.8159,0.7126
28441,30.41913035,30.62968883,30.7666117,28441,Rural,61,0,0,0,61,0,0,63,0,0.9166,0.9774,0.7829,0.8553,0.9714
28442,5.358967282,26.45885447,5.672958185,28442,Rural,16,1,0.466666667,4,16,0.466666667,0,62,0,0.783,0.7951,0.5747,0.6954,0.7939
28443,15.38131973,18.01784427,17.78095856,28443,Suburban,33,0,0,0,31,0,0,33,0,0.2873,0.5709,0.0707,0.5572,0.3138
28444,23.74119447,36.28866735,23.74119447,28444,Rural,47,0,0,0,47,0,0,69,0,0.8804,0.5686,0.8845,0.6146,0.8451
28445,20.88029594,20.88029594,22.06631005,28445,Suburban,46,0,0,0,41,0,0,41,0,0.3976,0.4674,0.3113,0.4072,0.3681
28447,17.55774437,28.08966706,17.55774437,28447,Rural,33,0,0,0,33,0,0,54,0,0.8804,0.5686,0.8845,0.6146,0.8451
28448,21.9311976,25.09174534,21.9311976,28448,Rural,38,0,0,0,38,0,0,50,0,0.8007,0.7763,0.5509,0.8431,0.8391
28449,3.458667946,13.37472106,3.458667946,28449,Urban,7,14,0.9,18,7,0.533333333,8,28,0.044444444,0.1938,0.1879,0.0216,0.1593,0.0637
28450,10.45192819,25.29027862,10.45192819,28450,Rural,17,1,0.433333333,4,17,0.433333333,0,49,0,0.7138,0.983,0.4786,0.7369,0.8288
28451,5.958240696,7.309095078,2.923889419,28451,Urban,0,14,2.066666667,18,14,0.533333333,8,14,0.533333333,0.4258,0.6492,0.3106,0.4449,0.4373
28452,11.42632468,10.47146115,9.521730398,28452,Suburban,24,1,0.2,0,35,0,2,24,0.133333333,0.8576,0.8295,0.4746,0.1985,0.6603
28453,25.05291492,34.35224548,25.05291492,28453,Rural,37,0,0,0,37,0,0,56,0,0.9547,0.9698,0.8903,0.7981,0.9791
28454,15.24509802,15.24509802,15.38880713,28454,Urban,35,0,0,2,27,0.066666667,2,27,0.066666667,0.8008,0.7224,0.3624,0.3526,0.6315
28455,14.40341079,18.50602697,16.15327937,28455,Suburban,28,1,0.066666667,4,28,0.066666667,0,46,0,0.7265,0.9748,0.6001,0.381,0.7531
28456,20.02235461,20.27979414,17.3549099,28456,Suburban,27,1,0.1,0,35,0,0,35,0,0.843,0.8286,0.7521,0.443,0.802
28457,7.818470946,11.11757219,7.818470946,28457,Suburban,16,14,0.866666667,20,16,0.411111111,8,24,0.133333333,0.6055,0.2701,0.2812,0.3666,0.3995
28458,20.50701416,37.12013048,20.50701416,28458,Rural,31,0,0,0,31,0,0,56,0,0.891,0.8893,0.7793,0.9489,0.9674
28460,14.64771695,14.64771695,15.91947168,28460,Suburban,37,0,0,0,32,0,0,32,0,0.5522,0.6759,0.1615,0.4219,0.4534
28461,10.59790462,17.05323907,10.59790462,28461,Suburban,35,0,0,0,40,0,0,40,0,0.1738,0.4008,0.0959,0.1203,0.0924
28462,4.228916605,4.685704341,4.228916605,28462,Rural,0,4,3,4,0,1,2,22,0.177777778,0.3034,0.6046,0.2807,0.1457,0.2316
28463,14.99268114,28.17408217,16.60572933,28463,Suburban,28,1,0.066666667,4,28,0.066666667,0,63,0,0.7255,0.5953,0.4671,0.9067,0.7818
28464,17.07703222,35.49813642,17.07703222,28464,Rural,28,1,0.066666667,2,28,0.044444444,0,52,0,0.9025,0.8622,0.7956,0.6572,0.9002
28465,11.00103138,14.22198031,10.96775946,28465,Suburban,35,0,0,0,35,0,0,41,0,0.2486,0.3153,0.033,0.7767,0.3009
28466,14.48383664,32.13974705,14.48383664,28466,Rural,20,1,0.333333333,2,20,0.222222222,0,44,0,0.9025,0.8622,0.7956,0.6572,0.9002
28467,14.32764552,13.14087125,11.84378262,28467,Urban,22,2,0.4,0,33,0,2,22,0.177777778,0.3633,0.4876,0.1086,0.3638,0.2787
28468,11.78948998,10.58723602,9.256878907,28468,Urban,20,1,0.333333333,0,34,0,2,20,0.222222222,0.3094,0.4156,0.119,0.5116,0.293
28469,8.459328737,7.275300766,5.962621481,28469,Urban,14,4,0.6,4,29,0.033333333,2,14,0.355555556,0.3094,0.4156,0.119,0.5116,0.293
28470,3.436357997,2.306746502,1.18784731,28470,Urban,0,4,1.533333333,4,22,0.266666667,2,0,0.666666667,0.506,0.7948,0.2526,0.5177,0.5262
28472,0.477103482,29.35478218,2.11815508,28472,Rural,0,1,1,4,0,1,0,58,0,0.9122,0.9975,0.5154,0.9822,0.9875
28478,9.107197495,26.86262969,9.107197495,28478,Rural,18,1,0.4,2,18,0.266666667,0,50,0,0.8671,0.8958,0.5147,0.444,0.7804
28479,6.975117215,6.975117215,6.714735129,28479,Urban,27,1,0.1,0,32,0,0,32,0,0.2398,0.2456,0.1862,0.6709,0.2926
28480,4.294525358,6.145021043,4.232058103,28480,Urban,12,13,1.8,18,11,0.622222222,8,12,0.544444444,0.0673,0.0595,0.0271,0.4565,0.0601
28501,1.983149086,24.01606529,1.889327456,28501,Suburban,0,2,2,2,0,0.666666667,0,38,0,0.9619,0.9997,0.8244,0.9411,0.9984
28504,3.54379723,20.10449909,3.54379723,28504,Suburban,8,3,1.533333333,4,8,0.511111111,0,35,0,0.9078,0.9758,0.7318,0.6065,0.9177
28508,18.81420537,19.93010293,18.81420537,28508,Rural,31,0,0,0,31,0,0,38,0,0.9645,0.6529,0.856,0.6441,0.8987
28510,16.48207706,16.48207706,10.37684493,28510,Suburban,27,1,0.1,0,36,0,0,36,0,0.4566,0.6036,0.4792,0.3343,0.4463
28511,25.47352302,25.80272932,25.52570418,28511,Rural,58,0,0,0,58,0,0,58,0,0.527,0.4377,0.0037,0.7326,0.4411
28512,2.159230275,2.384142021,2.159230275,28512,Suburban,10,2,1.333333333,6,10,0.666666667,2,10,0.444444444,0.3445,0.4829,0.0134,0.2499,0.1956
28513,8.842025636,9.376813909,8.841365201,28513,Urban,22,8,0.766666667,8,22,0.255555556,6,22,0.255555556,0.8674,0.9024,0.6045,0.8691,0.915
28515,18.30123443,18.30123443,1.46656559,28515,Rural,0,1,1,0,33,0,0,33,0,0.893,0.7131,0.62,0.9571,0.9267
28516,7.148268436,7.492680111,7.181556568,28516,Suburban,21,2,0.6,6,21,0.3,2,21,0.2,0.4868,0.9033,0.1504,0.2849,0.4367
28518,20.57743762,22.98505111,20.57743762,28518,Rural,47,0,0,0,39,0,0,39,0,0.8005,0.7299,0.5423,0.4724,0.7166
28519,2.84380748,2.84380748,14.22841244,28519,Urban,28,1,0.066666667,2,7,0.511111111,2,7,0.511111111,0.6929,0.8654,0.3224,0.7064,0.7227
28520,29.49313459,29.78672095,27.43817029,28520,Rural,60,0,0,0,60,0,0,60,0,0.5518,0.7328,0.0507,0.1504,0.307
28521,19.14229837,20.9512984,19.14229837,28521,Rural,46,0,0,0,39,0,0,39,0,0.7869,0.7984,0.5083,0.6585,0.7716
28523,14.17196501,14.17196501,17.02620602,28523,Suburban,40,0,0,0,37,0,0,37,0,0.8372,0.9147,0.7195,0.5182,0.8374
28524,17.13167431,17.48640427,17.13645656,28524,Rural,38,0,0,0,38,0,0,38,0,0.5518,0.7328,0.0507,0.1504,0.307
28525,13.38591589,22.99184824,13.38591589,28525,Rural,26,2,0.266666667,2,26,0.088888889,0,48,0,0.8666,0.6666,0.636,0.653,0.808
28526,10.75789558,20.63786131,10.58803193,28526,Suburban,23,2,0.466666667,2,23,0.155555556,0,38,0,0.8372,0.9147,0.7195,0.5182,0.8374
28527,9.034857816,9.034857816,16.1075253,28527,Urban,38,0,0,2,19,0.244444444,2,19,0.244444444,0.6929,0.8654,0.3224,0.7064,0.7227
28528,11.77007899,12.15210362,11.68511772,28528,Rural,33,0,0,0,33,0,0,33,0,0.7184,0.6622,0.0074,0.4438,0.492
28529,12.21807862,12.21807862,5.558452836,28529,Suburban,21,1,0.3,2,27,0.066666667,2,27,0.066666667,0.5016,0.6192,0.4562,0.7673,0.6213
28530,10.72140149,15.12449647,10.53549927,28530,Suburban,17,8,0.866666667,8,17,0.288888889,6,30,0,0.7922,0.9207,0.2864,0.8527,0.8267
28531,10.87995433,11.26338938,10.72352193,28531,Rural,38,0,0,0,38,0,0,38,0,0.4444,0.9357,0.1726,0.5175,0.5285
28532,13.50175294,13.51504725,13.50175294,28532,Suburban,36,0,0,0,33,0,0,33,0,0.4361,0.7846,0.3667,0.1631,0.3723
28533,14.29336561,14.31352962,14.29336561,28533,Suburban,35,0,0,0,31,0,0,31,0,0.5185,0.3928,0.355,0.0785,0.2543
28537,30.32872382,30.32872382,13.94118678,28537,Rural,23,1,0.233333333,0,52,0,0,52,0,0.893,0.7131,0.62,0.9571,0.9267
28538,8.925262917,16.3304422,8.85599173,28538,Rural,22,2,0.533333333,2,22,0.177777778,0,35,0,0.8932,0.876,0.7553,0.948,0.9628
28539,10.58918223,10.58918223,11.01676378,28539,Suburban,27,2,0.2,4,27,0.1,0,33,0,0.4168,0.6663,0.3553,0.2081,0.3519
28540,4.026045505,4.801643762,4.026045505,28540,Urban,16,2,0.933333333,6,0,0.822222222,2,0,0.666666667,0.8008,0.7224,0.3624,0.3526,0.6315
28543,1.224420837,1.224420837,2.301757936,28543,Urban,9,2,1.4,6,9,0.7,2,15,0.333333333,0.6722,0.0702,0.374,0.5136,0.4301
28544,3.885441274,3.885441274,4.418916982,28544,Urban,10,2,1.333333333,6,10,0.666666667,2,19,0.244444444,0.8044,0.8301,0.6454,0.8287,0.8667
28546,0.973371428,2.11166656,0.973371428,28546,Urban,0,2,2,6,0,1,2,15,0.333333333,0.6445,0.6694,0.4436,0.4699,0.5979
28547,4.787058978,4.787058978,6.024894548,28547,Urban,24,2,0.4,6,24,0.2,2,28,0.044444444,0.6081,0.547,0.3443,0.1139,0.3599
28551,9.042021939,10.93283476,11.22719359,28551,Rural,20,3,0.8,6,20,0.3,2,28,0.044444444,0.8503,0.9222,0.6443,0.8345,0.9117
28552,31.51023331,31.51023331,16.05211565,28552,Rural,27,1,0.1,0,56,0,0,56,0,0.893,0.7131,0.62,0.9571,0.9267
28553,13.0447201,13.42829973,12.9472027,28553,Rural,32,0,0,0,32,0,0,32,0,0.7184,0.6622,0.0074,0.4438,0.492
28554,13.0493063,13.70540832,12.99595577,28554,Suburban,28,8,0.133333333,8,28,0.044444444,6,30,0,0.868,0.638,0.7318,0.8034,0.8666
28555,11.03380837,11.94295112,11.03380837,28555,Suburban,16,2,0.933333333,6,16,0.466666667,2,27,0.066666667,0.6319,0.2813,0.2544,0.5319,0.4689
28556,22.65432982,22.65432982,5.854333736,28556,Rural,27,1,0.1,0,52,0,0,52,0,0.5566,0.5287,0.0739,0.2334,0.3155
28557,0.403925895,0.403925895,0.444871404,28557,Suburban,0,2,2,6,0,1,2,0,0.666666667,0.5949,0.6261,0.6826,0.991,0.8489
28560,3.33099506,3.33099506,14.31499889,28560,Urban,27,1,0.1,2,0,0.666666667,2,0,0.666666667,0.4752,0.529,0.1699,0.2468,0.3132
28562,1.945842414,1.945842414,18.70757047,28562,Urban,35,0,0,2,7,0.511111111,2,7,0.511111111,0.1745,0.513,0.263,0.1551,0.1611
28570,7.325410554,7.49794912,7.325410554,28570,Suburban,15,2,1,6,15,0.5,2,15,0.333333333,0.6097,0.8739,0.46,0.725,0.7256
28571,21.33344828,21.33344828,8.020841239,28571,Suburban,21,1,0.3,0,46,0,0,46,0,0.5566,0.5287,0.0739,0.2334,0.3155
28572,20.58939361,27.16990129,20.58939361,28572,Rural,36,0,0,0,36,0,0,47,0,0.7887,0.9106,0.4012,0.6415,0.7801
28573,11.30662087,11.30662087,18.66383179,28573,Suburban,29,2,0.066666667,6,20,0.233333333,2,20,0.222222222,0.7683,0.7383,0.5276,0.8929,0.8314
28574,10.51869144,13.23859471,10.51869144,28574,Suburban,35,0,0,2,25,0.111111111,2,25,0.111111111,0.621,0.7535,0.3882,0.1918,0.4806
28575,7.864600206,8.128964323,7.864600206,28575,Suburban,21,2,0.6,6,21,0.3,2,21,0.2,0.3445,0.4829,0.0134,0.2499,0.1956
28577,22.93065917,23.25620151,22.98923622,28577,Rural,51,0,0,0,51,0,0,51,0,0.527,0.4377,0.0037,0.7326,0.4411
28578,12.94484121,13.45788857,14.27780115,28578,Suburban,20,1,0.333333333,4,20,0.255555556,2,27,0.066666667,0.9121,0.6375,0.8769,0.701,0.89
28579,13.36299208,13.7322263,13.3312057,28579,Rural,29,2,0.066666667,6,29,0.033333333,2,29,0.022222222,0.7184,0.6622,0.0074,0.4438,0.492
28580,11.61627951,17.42788748,11.61627951,28580,Rural,24,3,0.533333333,4,24,0.177777778,0,34,0,0.8932,0.876,0.7553,0.948,0.9628
28581,20.09277938,20.42969916,20.13252525,28581,Rural,43,0,0,0,43,0,0,43,0,0.5518,0.7328,0.0507,0.1504,0.307
28582,13.77789904,13.87074191,13.77789904,28582,Rural,38,0,0,0,38,0,0,46,0,0.65,0.7128,0.1254,0.1,0.344
28583,18.2429713,18.2429713,1.387769328,28583,Suburban,6,1,0.8,0,32,0,0,32,0,0.4566,0.6036,0.4792,0.3343,0.4463
28584,16.30996321,16.30996321,16.50328647,28584,Suburban,34,0,0,0,34,0,0,40,0,0.5834,0.8497,0.4084,0.6648,0.6737
28585,18.57963989,19.59161418,18.52610475,28585,Rural,35,0,0,0,35,0,0,38,0,0.8554,0.689,0.5953,0.7511,0.8252
28586,14.39372432,14.39372432,17.39214812,28586,Suburban,28,3,0.2,2,26,0.088888889,2,26,0.088888889,0.8659,0.7623,0.2542,0.8018,0.7915
28587,23.28596709,23.28596709,6.5611484,28587,Rural,12,1,0.6,0,41,0,0,41,0,0.893,0.7131,0.62,0.9571,0.9267
28589,14.64453697,14.99221447,14.66526956,28589,Rural,34,0,0,0,34,0,0,34,0,NA,NA,NA,NA,NA
28590,3.382401004,3.827493395,3.381036636,28590,Urban,11,8,1.866666667,8,11,0.622222222,6,11,0.622222222,0.1945,0.5303,0.3138,0.2328,0.2195
28594,16.32861337,16.58865949,16.32861337,28594,Suburban,34,0,0,0,34,0,0,34,0,0.1084,0.3426,0.2415,0.0535,0.0573
28601,1.764899596,3.161216707,1.764899596,28601,Urban,0,6,2.533333333,12,0,1,4,14,0.533333333,0.6704,0.5525,0.7102,0.6226,0.7037
28602,2.47558695,3.446946986,2.47558695,28602,Urban,0,6,3,12,0,1,4,0,1,0.6023,0.4456,0.5902,0.7973,0.6791
28604,8.928698304,9.768918277,8.928698304,28604,Rural,28,1,0.066666667,6,28,0.066666667,4,28,0.066666667,0.5001,0.5072,0.1831,0.6496,0.4757
28605,3.886761945,3.886761945,5.338791573,28605,Rural,19,1,0.366666667,6,19,0.366666667,4,19,0.366666667,0.1309,0.4116,0.0452,0.3771,0.1479
28606,11.8655047,11.8655047,11.8655047,28606,Rural,28,1,0.066666667,4,28,0.055555556,4,28,0.055555556,0.5906,0.7035,0.2949,0.5806,0.5774
28607,1.202308041,1.202308041,1.606101438,28607,Suburban,0,1,1,6,0,1,4,0,1,0.853,0.0439,0.0794,0.8694,0.5544
28609,11.97112813,11.97112813,11.4180725,28609,Suburban,29,1,0.033333333,0,32,0,0,37,0,0.4829,0.5889,0.0494,0.1888,0.2601
28610,7.232132793,7.232132793,7.021761622,28610,Suburban,12,13,1.133333333,20,21,0.288888889,10,22,0.266666667,0.4818,0.6802,0.3352,0.3284,0.4353
28611,11.21398938,11.21398938,15.7584488,28611,Suburban,61,0,0,0,46,0,0,46,0,0.6684,0.3728,0.0519,0.3273,0.3674
28612,8.03721132,9.302209122,8.482706003,28612,Urban,16,10,1.4,18,16,0.466666667,6,16,0.466666667,0.8659,0.6845,0.2999,0.7129,0.7565
28613,3.412291421,3.412291421,3.619194676,28613,Urban,0,6,1.733333333,14,19,0.366666667,4,19,0.366666667,0.7205,0.7554,0.684,0.8032,0.8153
28615,16.44017292,16.69163106,16.44017292,28615,Rural,59,0,0,0,59,0,0,59,0,0.7602,0.9287,0.0061,0.1554,0.4781
28616,18.79026403,18.79731248,18.79026403,28616,Rural,43,0,0,0,43,0,0,43,0,0.6435,0.3097,0.4003,0.5231,0.522
28617,22.52954968,22.52954968,23.79032873,28617,Rural,48,0,0,0,48,0,0,48,0,0.5296,0.6932,0.2564,0.6509,0.5582
28618,6.824673729,6.824673729,9.886475553,28618,Rural,17,1,0.433333333,6,17,0.433333333,4,17,0.433333333,0.3164,0.0546,0.1874,0.4353,0.169
28619,3.974604799,3.974604799,4.595092153,28619,Urban,17,7,1.3,14,17,0.433333333,8,17,0.333333333,0.6518,0.6639,0.3308,0.8865,0.7237
28621,18.03682718,18.03682718,15.43950178,28621,Rural,29,1,0.033333333,0,35,0,0,35,0,0.6353,0.9503,0.4257,0.9655,0.8606
28622,15.09323044,16.20830348,15.09323044,28622,Rural,53,0,0,0,53,0,0,53,0,0.6985,0.8154,0.0228,0.3718,0.5021
28623,9.454889213,9.454889213,9.385480206,28623,Rural,28,3,0.2,4,28,0.066666667,4,28,0.066666667,0.8201,0.6817,0.2806,0.3823,0.6216
28624,14.35128687,14.35128687,14.35128687,28624,Rural,35,0,0,0,35,0,0,35,0,0.7064,0.7635,0.0125,0.2649,0.4432
28625,2.501206136,2.5823544,2.544010821,28625,Suburban,0,8,3,6,0,1,4,0,1,0.6355,0.7643,0.7422,0.9598,0.8658
28626,9.074951792,9.074951792,11.44855711,28626,Rural,25,1,0.166666667,6,25,0.166666667,4,25,0.166666667,0.2118,0.177,0.1726,0.2704,0.1316
28627,14.97586156,14.97586156,14.90788484,28627,Rural,34,0,0,0,34,0,0,34,0,0.8201,0.6817,0.2806,0.3823,0.6216
28628,5.711718996,6.915820804,2.52819323,28628,Urban,11,5,1.9,8,11,0.633333333,4,11,0.488888889,0.6965,0.7665,0.5897,0.7952,0.7841
28629,16.36295112,16.36295112,16.36295112,28629,Rural,35,0,0,0,35,0,0,35,0,0.5296,0.6932,0.2564,0.6509,0.5582
28630,6.372437225,8.544131521,7.98285456,28630,Urban,17,6,1.3,14,16,0.455555556,6,16,0.455555556,0.5346,0.5765,0.2485,0.2146,0.3625
28631,26.8556815,26.8556815,20.23962597,28631,Rural,55,0,0,0,55,0,0,55,0,0.5296,0.6932,0.2564,0.6509,0.5582
28634,12.10476402,12.10476402,12.22341005,28634,Suburban,20,6,1,6,20,0.333333333,4,20,0.333333333,0.8168,0.6357,0.583,0.1769,0.6001
28635,6.368357651,6.368357651,6.368357651,28635,Rural,21,1,0.3,2,21,0.2,2,21,0.2,0.8803,0.7313,0.06,0.416,0.6126
28636,5.613338669,5.613338669,5.609617472,28636,Suburban,20,7,0.666666667,8,20,0.266666667,6,20,0.222222222,0.772,0.8712,0.5819,0.3525,0.7126
28637,3.793562583,5.902633337,4.171919279,28637,Urban,13,10,1.7,18,13,0.566666667,6,13,0.566666667,0.8418,0.9297,0.2831,0.2846,0.6785
28638,5.551469267,5.551469267,11.09530285,28638,Urban,23,5,0.7,14,13,0.455555556,6,13,0.455555556,0.7651,0.5778,0.3797,0.4567,0.6202
28640,17.9079621,17.9079621,19.75410471,28640,Rural,41,0,0,0,41,0,0,41,0,0.8607,0.8574,0.4091,0.9102,0.8846
28642,17.97196492,17.97196492,11.71328206,28642,Rural,25,1,0.166666667,0,34,0,0,34,0,0.672,0.8103,0.4179,0.5346,0.6645
28643,22.2793394,22.2793394,21.89101248,28643,Rural,53,0,0,0,53,0,0,53,0,0.7179,0.5912,0.0747,0.6426,0.57
28644,18.44863356,18.44863356,18.44863356,28644,Rural,44,0,0,0,44,0,0,44,0,0.5296,0.6932,0.2564,0.6509,0.5582
28645,0.832644744,0.832644744,13.80536529,28645,Urban,29,4,0.1,8,0,0.677777778,4,0,0.677777778,0.8765,0.9656,0.718,0.7223,0.9218
28646,13.76239006,13.81847874,13.76239006,28646,Rural,32,0,0,0,32,0,0,32,0,0.2342,0.4579,0.0942,0.8599,0.3928
28647,20.54050174,20.7362561,19.8274331,28647,Suburban,38,0,0,0,38,0,0,38,0,0.686,0.4217,0.274,0.4663,0.5172
28649,9.240339801,9.240339801,9.240339801,28649,Rural,28,1,0.066666667,2,28,0.044444444,2,28,0.044444444,0.7857,0.5319,0.0555,0.5521,0.5547
28650,11.35537745,11.35537745,10.40495817,28650,Suburban,28,4,0.133333333,6,29,0.033333333,4,29,0.033333333,0.6047,0.9289,0.2999,0.4226,0.6076
28651,6.048047702,6.048047702,6.048047702,28651,Rural,23,1,0.233333333,2,23,0.155555556,2,23,0.155555556,0.8544,0.7459,0.0487,0.4946,0.6228
28652,18.40827437,19.03073342,18.40827437,28652,Rural,50,0,0,0,50,0,0,50,0,0.6985,0.8154,0.0228,0.3718,0.5021
28654,7.860617864,7.860617864,7.860617864,28654,Rural,18,3,0.6,4,18,0.3,4,18,0.3,0.3586,0.7081,0.362,0.5552,0.4732
28655,1.97215254,3.032765912,1.241326114,28655,Urban,0,5,3,10,0,1,6,0,0.677777778,0.6334,0.4124,0.34,0.6766,0.5788
28657,18.76578613,18.99368559,18.76578613,28657,Rural,44,0,0,0,44,0,0,44,0,0.6435,0.3097,0.4003,0.5231,0.522
28658,4.585297431,4.585297431,3.632907422,28658,Urban,13,6,1.3,12,19,0.366666667,4,19,0.366666667,0.6513,0.6581,0.6918,0.547,0.6885
28659,1.081647905,1.081647905,1.081647905,28659,Suburban,0,1,1,2,0,0.666666667,2,0,0.666666667,0.8458,0.7482,0.6239,0.9592,0.9165
28660,10.8846281,10.8846281,11.0087713,28660,Suburban,20,5,1,6,20,0.333333333,4,20,0.333333333,0.5947,0.569,0.3295,0.392,0.49
28662,17.85391503,17.85391503,17.9734013,28662,Rural,40,0,0,0,40,0,0,40,0,0.2342,0.4579,0.0942,0.8599,0.3928
28663,22.54584727,22.54584727,22.52490689,28663,Rural,49,0,0,0,49,0,0,49,0,0.7175,0.5491,0.3256,0.3453,0.5339
28665,10.04992906,10.04992906,10.04992906,28665,Rural,27,1,0.1,2,27,0.066666667,2,27,0.066666667,0.7064,0.7635,0.0125,0.2649,0.4432
28666,6.361269904,8.747171624,6.993941487,28666,Urban,14,10,1.6,18,14,0.533333333,6,14,0.533333333,0.8659,0.6845,0.2999,0.7129,0.7565
