"","GEOID","count_in_range_buprenorphine","time_to_nearest_buprenorphine","buprenorphine_score"
"4867","16361",0,31,0
"4868","16362",0,32,0
"4869","16364",0,31,0
"4870","16365",4,29,0.0333333333333333
"4871","16370",0,62,0
"4872","16371",0,34,0
"4873","16372",0,38,0
"4874","16373",0,32,0
"4875","16374",0,52,0
"4876","16401",0,39,0
"4877","16402",4,29,0.0333333333333333
"4878","16403",2,21,0.2
"4879","16404",0,40,0
"4880","16405",0,38,0
"4881","16406",2,28,0.0444444444444444
"4882","16407",0,49,0
"4883","16410",0,37,0
"4884","16411",0,34,0
"4885","16412",14,26,0.133333333333333
"4886","16415",12,19,0.366666666666667
"4887","16416",0,47,0
"4888","16417",0,32,0
"4889","16420",0,65,0
"4890","16421",12,15,0.477777777777778
"4891","16422",2,17,0.288888888888889
"4892","16423",6,27,0.1
"4893","16424",0,33,0
"4894","16426",12,16,0.455555555555556
"4895","16427",2,30,0
"4896","16428",12,23,0.222222222222222
"4897","16433",2,13,0.377777777777778
"4898","16434",0,45,0
"4899","16435",0,36,0
"4900","16436",0,56,0
"4901","16438",0,36,0
"4902","16440",2,19,0.244444444444444
"4903","16441",12,20,0.311111111111111
"4904","16442",12,22,0.233333333333333
"4905","16443",0,31,0
"4906","16444",0,31,0
"4907","16501",12,0,0.955555555555556
"4908","16502",12,0,1
"4909","16503",12,0,0.955555555555556
"4910","16504",12,0,0.955555555555556
"4911","16505",12,8,0.733333333333333
"4912","16506",12,10,0.666666666666667
"4913","16507",12,2,0.911111111111111
"4914","16508",12,3,0.9
"4915","16509",12,0,0.9
"4916","16510",12,6,0.788888888888889
"4917","16511",12,10,0.644444444444444
"4918","16546",12,2,0.9
"4919","16563",12,11,0.622222222222222
"4920","16601",8,0,0.944444444444445
"4921","16602",8,0,0.944444444444445
"4922","16611",2,15,0.333333333333333
"4923","16613",10,17,0.433333333333333
"4924","16616",0,31,0
"4925","16617",8,13,0.555555555555555
"4926","16619",4,26,0.1
"4927","16620",6,18,0.322222222222222
"4928","16621",0,52,0
"4929","16622",2,28,0.0444444444444444
"4930","16623",0,38,0
"4931","16624",6,23,0.222222222222222
"4932","16625",4,24,0.2
"4933","16627",0,43,0
"4934","16630",10,15,0.5
"4935","16631",4,24,0.2
"4936","16633",0,46,0
"4937","16634",0,48,0
"4938","16635",10,0,1
"4939","16636",4,25,0.166666666666667
"4940","16637",8,12,0.6
"4941","16638",2,29,0.0222222222222222
"4942","16639",2,30,0
"4943","16640",0,48,0
"4944","16641",10,20,0.333333333333333
"4945","16645",0,33,0
"4946","16646",2,25,0.111111111111111
"4947","16647",2,19,0.244444444444444
"4948","16648",8,10,0.666666666666667
"4949","16650",0,42,0
"4950","16651",6,18,0.277777777777778
"4951","16652",2,0,0.666666666666667
"4952","16655",0,36,0
"4953","16656",0,44,0
"4954","16657",0,31,0
"4955","16659",0,32,0
"4956","16661",6,26,0.1
"4957","16662",6,20,0.333333333333333
"4958","16664",0,36,0
"4959","16665",8,4,0.866666666666667
"4960","16666",2,10,0.444444444444444
"4961","16667",4,27,0.1
"4962","16668",6,20,0.244444444444444
"4963","16669",0,34,0
"4964","16670",4,24,0.2
"4965","16671",2,22,0.177777777777778
"4966","16672",0,41,0
"4967","16673",8,14,0.533333333333333
"4968","16674",0,57,0
"4969","16677",2,11,0.422222222222222
"4970","16678",0,39,0
"4971","16679",0,50,0
"4972","16680",2,28,0.0444444444444444
"4973","16682",8,18,0.4
"4974","16683",2,29,0.0222222222222222
"4975","16685",0,38,0
"4976","16686",10,20,0.311111111111111
"4977","16689",0,83,0
"4978","16691",0,59,0
"4979","16692",0,43,0
"4980","16693",0,31,0
"4981","16694",0,60,0
"4982","16695",4,24,0.2
"4983","16699",10,15,0.5
"4984","16701",6,25,0.133333333333333
"4985","16720",0,75,0
"4986","16724",0,62,0
"4987","16725",6,27,0.0666666666666667
"4988","16726",0,44,0
"4989","16727",4,23,0.233333333333333
"4990","16728",0,63,0
"4991","16729",4,26,0.133333333333333
"4992","16730",0,47,0
"4993","16731",4,24,0.2
"4994","16732",0,39,0
"4995","16733",0,60,0
"4996","16734",0,68,0
"4997","16735",0,58,0
"4998","16738",0,40,0
"4999","16740",0,54,0
"5000","16743",0,47,0
"5001","16744",0,40,0
"5002","16745",0,33,0
"5003","16746",0,56,0
"5004","16748",4,29,0.0333333333333333
"5005","16749",0,46,0
"5006","16750",0,44,0
"5007","16801",2,21,0.2
"5008","16802",2,20,0.222222222222222
"5009","16803",2,21,0.2
"5010","16820",0,39,0
"5011","16821",6,11,0.477777777777778
"5012","16822",0,31,0
"5013","16823",2,0,0.666666666666667
"5014","16825",6,10,0.644444444444444
"5015","16826",2,26,0.0888888888888889
"5016","16827",2,21,0.2
"5017","16828",2,20,0.222222222222222
"5018","16829",2,28,0.0444444444444444
"5019","16830",6,0,1
"5020","16832",0,41,0
"5021","16833",4,13,0.566666666666667
"5022","16834",6,25,0.122222222222222
"5023","16835",2,14,0.355555555555556
"5024","16836",4,28,0.0666666666666667
"5025","16837",4,17,0.433333333333333
"5026","16838",4,19,0.366666666666667
"5027","16839",6,23,0.177777777777778
"5028","16840",6,6,0.611111111111111
"5029","16841",2,22,0.177777777777778
"5030","16843",6,4,0.866666666666667
"5031","16844",2,25,0.111111111111111
"5032","16845",0,48,0
"5033","16847",6,18,0.355555555555556
"5034","16848",2,24,0.133333333333333
"5035","16849",6,24,0.155555555555556
"5036","16851",2,17,0.288888888888889
"5037","16852",0,35,0
"5038","16853",2,5,0.555555555555556
"5039","16854",0,35,0
"5040","16855",6,6,0.8
"5041","16858",6,15,0.422222222222222
"5042","16859",2,28,0.0444444444444444
"5043","16860",6,15,0.333333333333333
"5044","16861",4,28,0.0666666666666667
"5045","16863",4,21,0.3
"5046","16865",0,36,0
"5047","16866",6,0,0.777777777777778
"5048","16868",2,30,0
"5049","16870",4,28,0.0555555555555556
"5050","16871",0,64,0
"5051","16872",0,44,0
"5052","16874",2,23,0.155555555555556
"5053","16875",2,30,0
"5054","16876",6,9,0.644444444444444
"5055","16877",0,33,0
"5056","16878",6,13,0.5
"5057","16879",6,19,0.288888888888889
"5058","16881",6,12,0.6
"5059","16882",0,45,0
"5060","16901",2,0,0.666666666666667
"5061","16911",0,37,0
"5062","16912",0,31,0
"5063","16914",2,26,0.0888888888888889
"5064","16915",0,58,0
"5065","16917",2,24,0.133333333333333
"5066","16920",0,39,0
"5067","16921",2,27,0.0666666666666667
"5068","16922",0,38,0
"5069","16923",2,25,0.111111111111111
"5070","16925",4,0,0.744444444444444
"5071","16926",0,39,0
"5072","16927",0,57,0
"5073","16928",0,43,0
"5074","16929",0,39,0
"5075","16930",0,37,0
"5076","16932",0,36,0
"5077","16933",2,24,0.133333333333333
"5078","16935",2,18,0.266666666666667
"5079","16936",2,22,0.177777777777778
"5080","16937",0,51,0
"5081","16938",2,28,0.0444444444444444
"5082","16939",0,42,0
"5083","16940",0,37,0
"5084","16941",0,37,0
"5085","16942",0,41,0
"5086","16943",0,42,0
"5087","16946",2,30,0
"5088","16947",2,28,0.0444444444444444
"5089","16948",0,46,0
"5090","16950",0,47,0
"5091","17002",2,27,0.0666666666666667
"5092","17003",2,17,0.288888888888889
"5093","17004",0,40,0
"5094","17005",0,46,0
"5095","17006",0,68,0
"5096","17007",4,19,0.244444444444444
"5097","17009",0,47,0
"5098","17010",10,15,0.444444444444444
"5099","17011",8,4,0.811111111111111
"5100","17013",4,25,0.122222222222222
"5101","17015",4,25,0.122222222222222
"5102","17016",2,8,0.488888888888889
"5103","17017",0,49,0
"5104","17018",6,16,0.422222222222222
"5105","17019",6,13,0.455555555555556
"5106","17020",4,26,0.0888888888888889
"5107","17021",0,77,0
"5108","17022",8,0,0.733333333333333
"5109","17023",0,42,0
"5110","17024",0,52,0
"5111","17025",8,11,0.622222222222222
"5112","17026",2,24,0.133333333333333
"5113","17027",8,9,0.588888888888889
"5114","17028",6,17,0.366666666666667
"5115","17029",0,53,0
"5116","17030",0,52,0
"5117","17032",0,34,0
"5118","17033",10,16,0.444444444444444
"5119","17034",10,11,0.588888888888889
"5120","17035",0,75,0
"5121","17036",12,13,0.522222222222222
"5122","17037",0,62,0
"5123","17038",2,18,0.266666666666667
"5124","17039",6,21,0.233333333333333
"5125","17040",0,47,0
"5126","17041",4,11,0.522222222222222
"5127","17042",2,0,0.666666666666667
"5128","17043",10,0,0.944444444444445
"5129","17044",0,46,0
"5130","17045",0,43,0
"5131","17046",2,7,0.511111111111111
"5132","17047",0,53,0
"5133","17048",0,57,0
"5134","17049",2,30,0
"5135","17050",8,10,0.633333333333333
"5136","17051",0,38,0
"5137","17052",2,25,0.111111111111111
"5138","17053",8,13,0.488888888888889
"5139","17055",8,0,0.844444444444444
"5140","17056",0,46,0
"5141","17057",10,14,0.511111111111111
"5142","17058",0,51,0
"5143","17059",0,50,0
"5144","17060",2,18,0.266666666666667
"5145","17061",0,40,0
"5146","17062",0,38,0
"5147","17063",0,46,0
"5148","17064",4,11,0.522222222222222
"5149","17065",2,29,0.0222222222222222
"5150","17066",2,23,0.155555555555556
"5151","17067",6,18,0.366666666666667
"5152","17068",0,40,0
"5153","17069",2,27,0.0666666666666667
"5154","17070",10,7,0.744444444444444
"5155","17071",0,72,0
"5156","17072",8,14,0.455555555555556
"5157","17073",6,20,0.333333333333333
"5158","17074",0,37,0
"5159","17075",2,26,0.0888888888888889
"5160","17076",0,32,0
"5161","17077",4,20,0.233333333333333
"5162","17078",8,18,0.355555555555556
"5163","17080",0,41,0
"5164","17081",2,25,0.111111111111111
"5165","17082",0,53,0
"5166","17083",4,6,0.566666666666667
"5167","17084",0,38,0
"5168","17086",0,40,0
"5169","17087",8,17,0.433333333333333
"5170","17088",6,16,0.377777777777778
"5171","17090",4,29,0.0222222222222222
"5172","17093",8,6,0.733333333333333
"5173","17094",0,40,0
"5174","17097",0,50,0
"5175","17098",0,43,0
"5176","17099",0,44,0
"5177","17101",10,3,0.888888888888889
"5178","17102",10,4,0.855555555555556
"5179","17103",10,3,0.866666666666667
"5180","17104",10,0,0.933333333333333
"5181","17109",10,8,0.722222222222222
"5182","17110",8,0,0.855555555555556
"5183","17111",10,10,0.622222222222222
"5184","17112",8,10,0.611111111111111
"5185","17113",10,8,0.688888888888889
"5186","17120",10,3,0.888888888888889
"5187","17201",0,34,0
"5188","17202",0,33,0
"5189","17210",0,74,0
"5190","17211",0,45,0
"5191","17212",0,52,0
"5192","17213",0,61,0
"5193","17214",4,14,0.377777777777778
"5194","17215",0,47,0
"5195","17217",0,73,0
"5196","17219",0,68,0
"5197","17220",0,61,0
"5198","17221",0,58,0
"5199","17222",2,28,0.0444444444444444
"5200","17223",0,52,0
"5201","17224",0,50,0
"5202","17225",6,20,0.333333333333333
"5203","17228",0,65,0
"5204","17229",0,62,0
"5205","17233",0,55,0
"5206","17235",6,26,0.133333333333333
"5207","17236",0,36,0
"5208","17237",0,32,0
"5209","17238",0,41,0
"5210","17239",0,52,0
"5211","17240",0,44,0
"5212","17241",0,34,0
"5213","17243",0,34,0
"5214","17244",0,52,0
"5215","17246",0,50,0
"5216","17247",6,27,0.1
"5217","17249",0,34,0
"5218","17250",8,20,0.266666666666667
"5219","17251",0,51,0
"5220","17252",0,45,0
"5221","17253",0,41,0
"5222","17254",0,37,0
"5223","17255",0,41,0
"5224","17256",6,22,0.266666666666667
"5225","17257",0,46,0
"5226","17260",0,37,0
"5227","17261",0,33,0
"5228","17262",0,58,0
"5229","17263",6,13,0.566666666666667
"5230","17264",0,46,0
"5231","17265",0,61,0
"5232","17266",0,45,0
"5233","17267",0,33,0
"5234","17268",8,24,0.2
"5235","17270",0,32,0
"5236","17271",0,55,0
"5237","17272",6,26,0.133333333333333
"5238","17301",14,16,0.466666666666667
"5239","17302",0,34,0
"5240","17304",2,20,0.222222222222222
"5241","17306",2,19,0.244444444444444
"5242","17307",2,18,0.266666666666667
"5243","17309",6,24,0.2
"5244","17311",8,19,0.366666666666667
"5245","17313",6,13,0.566666666666667
"5246","17314",2,28,0.0444444444444444
"5247","17315",8,16,0.411111111111111
"5248","17316",6,30,0
"5249","17317",8,15,0.5
"5250","17318",10,12,0.6
"5251","17319",12,20,0.322222222222222
"5252","17320",4,9,0.577777777777778
"5253","17321",0,35,0
"5254","17322",6,25,0.166666666666667
"5255","17324",2,28,0.0444444444444444
"5256","17325",10,0,0.788888888888889
"5257","17327",6,27,0.0777777777777778
"5258","17329",6,21,0.3
"5259","17331",8,0,1
"5260","17339",14,16,0.466666666666667
"5261","17340",10,17,0.422222222222222
"5262","17343",4,11,0.444444444444444
"5263","17344",8,6,0.8
"5264","17345",8,18,0.388888888888889
"5265","17347",6,15,0.5
"5266","17349",6,27,0.0777777777777778
"5267","17350",8,18,0.4
"5268","17352",0,40,0
"5269","17353",2,21,0.2
"5270","17355",6,24,0.177777777777778
"5271","17356",6,12,0.6
"5272","17360",6,18,0.377777777777778
"5273","17361",6,22,0.244444444444444
"5274","17362",12,14,0.533333333333333
"5275","17363",2,29,0.0222222222222222
"5276","17364",12,17,0.377777777777778
"5277","17365",4,22,0.211111111111111
"5278","17366",6,14,0.533333333333333
"5279","17368",8,22,0.266666666666667
"5280","17370",12,20,0.322222222222222
"5281","17371",12,14,0.466666666666667
"5282","17372",10,19,0.311111111111111
"5283","17401",12,5,0.8
"5284","17402",6,0,1
"5285","17403",6,0,0.911111111111111
"5286","17404",12,9,0.677777777777778
"5287","17406",6,12,0.6
"5288","17407",6,13,0.533333333333333
"5289","17408",12,10,0.611111111111111
"5290","17501",14,20,0.333333333333333
"5291","17502",4,10,0.466666666666667
"5292","17505",8,12,0.6
"5293","17507",10,20,0.322222222222222
"5294","17508",14,17,0.433333333333333
"5295","17509",2,28,0.0444444444444444
"5296","17512",16,17,0.388888888888889
"5297","17516",8,19,0.333333333333333
"5298","17517",10,25,0.166666666666667
"5299","17518",0,39,0
"5300","17519",6,29,0.0222222222222222
"5301","17520",10,14,0.511111111111111
"5302","17522",20,24,0.2
"5303","17527",2,23,0.155555555555556
"5304","17529",10,18,0.4
"5305","17532",0,32,0
"5306","17535",10,20,0.277777777777778
"5307","17536",0,31,0
"5308","17538",10,15,0.444444444444444
"5309","17540",8,16,0.466666666666667
"5310","17543",10,20,0.322222222222222
"5311","17545",12,20,0.311111111111111
"5312","17547",8,13,0.444444444444444
"5313","17550",8,10,0.5
"5314","17551",8,8,0.666666666666667
"5315","17552",14,11,0.488888888888889
"5316","17554",16,11,0.555555555555555
"5317","17555",2,27,0.0666666666666667
"5318","17557",6,28,0.0666666666666667
"5319","17560",8,24,0.2
"5320","17562",10,22,0.266666666666667
"5321","17563",0,35,0
"5322","17565",8,22,0.244444444444444
"5323","17566",6,26,0.133333333333333
"5324","17569",10,16,0.466666666666667
"5325","17570",12,6,0.555555555555556
"5326","17572",8,16,0.466666666666667
"5327","17576",8,10,0.666666666666667
"5328","17578",10,23,0.222222222222222
"5329","17579",8,19,0.366666666666667
"5330","17581",10,26,0.122222222222222
"5331","17582",14,14,0.455555555555556
"5332","17584",8,15,0.5
"5333","17601",10,9,0.677777777777778
"5334","17602",8,0,1
"5335","17603",8,0,0.877777777777778
"5336","17606",12,14,0.522222222222222
"5337","17701",2,0,0.666666666666667
"5338","17702",2,9,0.466666666666667
"5339","17721",2,27,0.0666666666666667
"5340","17723",0,66,0
"5341","17724",0,48,0
"5342","17727",0,55,0
"5343","17728",2,17,0.288888888888889
"5344","17729",0,82,0
"5345","17730",6,7,0.666666666666667
"5346","17731",0,53,0
"5347","17737",6,25,0.166666666666667
"5348","17739",0,55,0
"5349","17740",2,21,0.2
"5350","17742",0,35,0
"5351","17744",2,18,0.266666666666667
"5352","17745",0,37,0
"5353","17747",0,37,0
"5354","17748",2,28,0.0444444444444444
"5355","17749",4,8,0.733333333333333
"5356","17750",0,32,0
"5357","17751",2,30,0
"5358","17752",6,16,0.455555555555556
"5359","17754",2,14,0.355555555555556
"5360","17756",6,19,0.344444444444444
"5361","17758",0,47,0
"5362","17760",0,91,0
"5363","17762",6,27,0.0888888888888889
"5364","17763",0,38,0
"5365","17764",0,89,0
"5366","17765",0,50,0
"5367","17767",2,30,0
"5368","17768",0,67,0
"5369","17771",2,27,0.0666666666666667
"5370","17772",4,15,0.455555555555556
"5371","17774",0,38,0
"5372","17776",0,59,0
"5373","17777",4,0,0.822222222222222
"5374","17778",0,102,0
"5375","17779",0,36,0
"5376","17801",4,23,0.233333333333333
"5377","17810",6,14,0.466666666666667
"5378","17812",2,13,0.377777777777778
"5379","17813",2,0,0.666666666666667
"5380","17814",2,23,0.155555555555556
"5381","17815",0,32,0
"5382","17820",2,28,0.0444444444444444
"5383","17821",6,21,0.244444444444444
"5384","17822",6,23,0.188888888888889
"5385","17823",0,38,0
"5386","17824",2,13,0.377777777777778
"5387","17827",0,35,0
"5388","17829",0,33,0
"5389","17830",0,32,0
"5390","17832",4,11,0.511111111111111
"5391","17834",4,10,0.555555555555555
"5392","17835",2,29,0.0222222222222222
"5393","17836",2,27,0.0666666666666667
"5394","17837",4,12,0.522222222222222
"5395","17840",8,14,0.522222222222222
"5396","17841",2,27,0.0666666666666667
"5397","17842",2,21,0.2
"5398","17844",2,27,0.0666666666666667
"5399","17845",2,30,0
"5400","17846",0,37,0
"5401","17847",4,0,0.822222222222222
"5402","17850",4,7,0.622222222222222
"5403","17851",4,14,0.511111111111111
"5404","17853",0,35,0
"5405","17855",2,29,0.0222222222222222
"5406","17856",4,11,0.6
"5407","17857",2,19,0.244444444444444
"5408","17859",0,41,0
"5409","17860",2,16,0.311111111111111
"5410","17861",2,18,0.266666666666667
"5411","17862",2,26,0.0888888888888889
"5412","17864",0,46,0
"5413","17865",4,6,0.644444444444444
"5414","17866",4,0,0.7
"5415","17867",0,41,0
"5416","17868",6,23,0.222222222222222
"5417","17870",2,29,0.0222222222222222
"5418","17872",4,3,0.6
"5419","17876",4,22,0.2
"5420","17878",0,34,0
"5421","17880",0,34,0
"5422","17881",2,11,0.422222222222222
"5423","17884",4,19,0.344444444444444
"5424","17885",0,41,0
"5425","17886",4,5,0.744444444444444
"5426","17887",6,10,0.588888888888889
"5427","17888",4,18,0.366666666666667
"5428","17889",2,26,0.0888888888888889
"5429","17901",6,0,1
"5430","17920",4,15,0.411111111111111
"5431","17921",8,0,0.688888888888889
"5432","17922",4,24,0.2
"5433","17923",4,13,0.566666666666667
"5434","17925",4,22,0.266666666666667
"5435","17929",4,11,0.633333333333333
"5436","17930",4,11,0.633333333333333
"5437","17931",8,16,0.466666666666667
"5438","17933",4,18,0.4
"5439","17934",8,16,0.466666666666667
"5440","17935",8,12,0.477777777777778
"5441","17936",8,9,0.533333333333333
"5442","17938",2,29,0.0222222222222222
"5443","17941",0,38,0
"5444","17943",8,10,0.566666666666667
"5445","17944",6,8,0.733333333333333
"5446","17945",8,9,0.588888888888889
"5447","17946",6,16,0.366666666666667
"5448","17948",8,22,0.244444444444444
"5449","17949",6,16,0.444444444444444
"5450","17951",6,6,0.8
"5451","17952",4,25,0.166666666666667
"5452","17953",4,19,0.366666666666667
"5453","17954",6,7,0.766666666666667
"5454","17957",0,33,0
"5455","17959",4,16,0.466666666666667
"5456","17960",0,38,0
"5457","17961",4,17,0.433333333333333
"5458","17963",0,31,0
"5459","17964",4,24,0.133333333333333
"5460","17965",6,8,0.733333333333333
"5461","17967",2,29,0.0222222222222222
"5462","17968",0,43,0
"5463","17970",8,7,0.766666666666667
"5464","17972",4,15,0.5
"5465","17974",6,5,0.833333333333333
"5466","17976",8,20,0.333333333333333
"5467","17978",0,44,0
"5468","17979",4,21,0.3
"5469","17980",0,37,0
"5470","17981",4,21,0.3
"5471","17982",6,26,0.133333333333333
"5472","17983",0,36,0
"5473","17985",0,32,0
"5474","18011",4,20,0.333333333333333
"5475","18013",6,27,0.0888888888888889
"5476","18014",6,18,0.322222222222222
"5477","18015",14,12,0.511111111111111
"5478","18016",12,10,0.611111111111111
"5479","18017",12,10,0.577777777777778
"5480","18018",12,9,0.644444444444444
"5481","18020",8,0,0.811111111111111
"5482","18030",0,31,0
"5483","18031",4,16,0.466666666666667
"5484","18032",6,12,0.533333333333333
"5485","18034",14,15,0.5
"5486","18035",6,26,0.111111111111111
"5487","18036",14,10,0.666666666666667
"5488","18037",6,13,0.533333333333333
"5489","18038",0,31,0
"5490","18040",4,13,0.522222222222222
"5491","18041",14,18,0.4
"5492","18042",4,7,0.688888888888889
"5493","18045",6,9,0.666666666666667
"5494","18046",10,9,0.644444444444444
"5495","18049",10,12,0.533333333333333
"5496","18051",4,14,0.511111111111111
"5497","18052",10,10,0.6
"5498","18053",4,21,0.244444444444444
"5499","18054",20,18,0.4
"5500","18055",10,17,0.377777777777778
"5501","18056",14,20,0.311111111111111
"5502","18058",0,31,0
"5503","18059",4,20,0.322222222222222
"5504","18062",4,14,0.5
"5505","18063",4,18,0.388888888888889
"5506","18064",6,13,0.488888888888889
"5507","18066",4,22,0.2
"5508","18067",6,19,0.333333333333333
"5509","18068",14,15,0.422222222222222
"5510","18069",6,0,0.888888888888889
"5511","18070",16,19,0.366666666666667
"5512","18071",0,34,0
"5513","18072",4,26,0.133333333333333
"5514","18073",12,16,0.466666666666667
"5515","18074",18,19,0.366666666666667
"5516","18076",16,18,0.4
"5517","18077",8,24,0.166666666666667
"5518","18078",4,10,0.611111111111111
"5519","18079",4,23,0.188888888888889
"5520","18080",4,17,0.388888888888889
"5521","18081",12,22,0.266666666666667
"5522","18083",8,12,0.522222222222222
"5523","18085",6,12,0.555555555555555
"5524","18086",4,22,0.233333333333333
"5525","18087",6,11,0.611111111111111
"5526","18088",4,29,0.0222222222222222
"5527","18091",6,20,0.3
"5528","18092",8,19,0.288888888888889
"5529","18101",12,7,0.677777777777778
"5530","18102",12,6,0.711111111111111
"5531","18103",10,10,0.6
"5532","18104",10,0,0.888888888888889
"5533","18105",10,5,0.744444444444444
"5534","18106",10,9,0.644444444444444
"5535","18109",12,10,0.622222222222222
"5536","18195",8,8,0.7
"5537","18201",2,0,0.666666666666667
"5538","18202",2,3,0.6
"5539","18210",0,35,0
"5540","18211",0,38,0
"5541","18212",0,37,0
"5542","18214",6,23,0.188888888888889
"5543","18216",2,7,0.511111111111111
"5544","18218",2,28,0.0444444444444444
"5545","18219",2,12,0.4
"5546","18220",6,16,0.355555555555556
"5547","18221",2,11,0.422222222222222
"5548","18222",6,14,0.377777777777778
"5549","18223",2,5,0.555555555555556
"5550","18224",2,13,0.377777777777778
"5551","18225",2,3,0.6
"5552","18229",0,32,0
"5553","18230",2,9,0.466666666666667
"5554","18231",2,9,0.466666666666667
"5555","18232",2,30,0
"5556","18234",2,7,0.511111111111111
"5557","18235",0,32,0
"5558","18237",2,8,0.488888888888889
"5559","18239",2,4,0.577777777777778
"5560","18240",2,24,0.133333333333333
"5561","18241",2,25,0.111111111111111
"5562","18242",2,14,0.355555555555556
"5563","18244",2,28,0.0444444444444444
"5564","18245",2,18,0.266666666666667
"5565","18246",2,30,0
"5566","18248",2,15,0.333333333333333
"5567","18249",2,16,0.311111111111111
"5568","18250",0,32,0
"5569","18251",2,13,0.377777777777778
"5570","18252",2,21,0.2
"5571","18254",2,7,0.511111111111111
"5572","18255",2,15,0.333333333333333
"5573","18256",2,25,0.111111111111111
"5574","18301",4,19,0.311111111111111
"5575","18302",0,32,0
"5576","18321",4,0,0.822222222222222
"5577","18322",2,21,0.2
"5578","18323",4,16,0.311111111111111
"5579","18324",0,41,0
"5580","18325",2,19,0.244444444444444
"5581","18326",4,14,0.377777777777778
"5582","18327",4,17,0.311111111111111
"5583","18328",0,40,0
"5584","18330",4,25,0.122222222222222
"5585","18331",2,25,0.111111111111111
"5586","18332",4,13,0.533333333333333
"5587","18333",2,30,0
"5588","18334",4,13,0.422222222222222
"5589","18335",2,27,0.0666666666666667
"5590","18336",8,11,0.433333333333333
"5591","18337",0,32,0
"5592","18340",2,26,0.0888888888888889
"5593","18342",4,12,0.444444444444444
"5594","18343",0,32,0
"5595","18344",4,0,0.822222222222222
"5596","18346",6,12,0.422222222222222
"5597","18347",2,27,0.0666666666666667
"5598","18349",4,5,0.688888888888889
"5599","18350",4,15,0.355555555555556
"5600","18351",2,26,0.0888888888888889
"5601","18352",4,14,0.488888888888889
"5602","18353",2,21,0.2
"5603","18354",4,14,0.4
"5604","18355",4,17,0.422222222222222
"5605","18356",2,19,0.244444444444444
"5606","18357",2,20,0.222222222222222
"5607","18360",4,9,0.566666666666667
"5608","18370",4,4,0.777777777777778
"5609","18371",0,51,0
"5610","18372",4,8,0.711111111111111
"5611","18403",8,13,0.455555555555556
"5612","18405",2,26,0.0888888888888889
"5613","18407",2,27,0.0666666666666667
"5614","18411",4,10,0.622222222222222
"5615","18413",2,27,0.0666666666666667
"5616","18414",4,0,0.766666666666667
"5617","18415",0,44,0
"5618","18417",0,40,0
"5619","18419",2,16,0.311111111111111
"5620","18420",4,14,0.411111111111111
"5621","18421",0,36,0
"5622","18424",4,18,0.333333333333333
"5623","18425",2,21,0.2
"5624","18426",4,27,0.1
"5625","18427",6,5,0.833333333333333
"5626","18428",2,29,0.0222222222222222
"5627","18430",0,36,0
"5628","18431",6,0,0.666666666666667
"5629","18433",4,18,0.333333333333333
"5630","18434",8,10,0.522222222222222
"5631","18435",0,34,0
"5632","18436",8,0,1
"5633","18437",0,45,0
"5634","18438",6,24,0.2
"5635","18439",0,47,0
"5636","18441",4,24,0.144444444444444
"5637","18443",0,45,0
"5638","18444",8,15,0.422222222222222
"5639","18445",6,23,0.2
"5640","18446",2,21,0.2
"5641","18447",4,10,0.533333333333333
"5642","18451",0,33,0
"5643","18452",8,9,0.577777777777778
"5644","18453",0,31,0
"5645","18454",0,50,0
"5646","18455",0,48,0
"5647","18456",2,15,0.333333333333333
"5648","18457",2,20,0.222222222222222
"5649","18458",2,17,0.288888888888889
"5650","18459",4,16,0.466666666666667
"5651","18460",6,19,0.288888888888889
"5652","18461",0,64,0
"5653","18462",0,56,0
"5654","18463",6,22,0.255555555555556
"5655","18464",4,29,0.0333333333333333
"5656","18465",0,53,0
"5657","18466",4,9,0.522222222222222
"5658","18469",0,32,0
"5659","18470",0,37,0
"5660","18471",4,5,0.688888888888889
"5661","18472",6,21,0.3
"5662","18473",6,15,0.333333333333333
"5663","18503",8,7,0.611111111111111
"5664","18504",8,11,0.488888888888889
"5665","18505",8,9,0.522222222222222
"5666","18507",6,18,0.344444444444444
"5667","18508",4,7,0.633333333333333
"5668","18509",12,4,0.666666666666667
"5669","18510",8,5,0.622222222222222
"5670","18512",12,0,0.755555555555556
"5671","18517",8,15,0.388888888888889
"5672","18518",8,17,0.366666666666667
"5673","18519",4,8,0.588888888888889
"5674","18602",6,19,0.366666666666667
"5675","18603",0,33,0
"5676","18610",2,25,0.111111111111111
"5677","18612",6,22,0.266666666666667
"5678","18614",0,50,0
"5679","18615",2,25,0.111111111111111
"5680","18616",0,69,0
"5681","18617",6,20,0.266666666666667
"5682","18618",6,26,0.1
"5683","18619",0,51,0
"5684","18621",4,23,0.155555555555556
"5685","18622",0,32,0
"5686","18623",0,54,0
"5687","18624",0,33,0
"5688","18625",2,18,0.266666666666667
"5689","18626",0,58,0
"5690","18628",0,40,0
"5691","18629",0,54,0
"5692","18630",0,50,0
"5693","18631",0,32,0
"5694","18632",0,43,0
"5695","18634",6,14,0.488888888888889
"5696","18635",0,31,0
"5697","18636",2,28,0.0444444444444444
"5698","18640",8,18,0.4
"5699","18641",8,19,0.366666666666667
"5700","18642",6,20,0.288888888888889
"5701","18643",8,19,0.366666666666667
"5702","18644",6,17,0.433333333333333
"5703","18651",6,11,0.611111111111111
"5704","18653",0,31,0
"5705","18655",0,34,0
"5706","18656",2,0,0.666666666666667
