"","GEOID","count_in_range_buprenorphine","time_to_nearest_buprenorphine","buprenorphine_score"
"17680","53583",2,27,0.0666666666666667
"17681","53585",0,40,0
"17682","53586",0,46,0
"17683","53587",2,22,0.177777777777778
"17684","53588",0,54,0
"17685","53589",8,21,0.244444444444444
"17686","53590",8,16,0.444444444444444
"17687","53593",8,15,0.466666666666667
"17688","53594",4,20,0.244444444444444
"17689","53597",10,16,0.433333333333333
"17690","53598",12,13,0.511111111111111
"17691","53599",2,22,0.177777777777778
"17692","53702",24,11,0.633333333333333
"17693","53703",10,7,0.733333333333333
"17694","53704",12,0,0.9
"17695","53705",10,0,0.888888888888889
"17696","53706",10,7,0.744444444444444
"17697","53711",10,0,0.944444444444445
"17698","53713",10,0,0.922222222222222
"17699","53714",12,5,0.822222222222222
"17700","53715",10,7,0.744444444444444
"17701","53716",10,0,0.888888888888889
"17702","53717",10,8,0.688888888888889
"17703","53718",10,10,0.655555555555556
"17704","53719",10,9,0.666666666666667
"17705","53726",10,6,0.755555555555556
"17706","53792",10,5,0.766666666666667
"17707","53801",0,85,0
"17708","53802",0,55,0
"17709","53803",0,35,0
"17710","53804",0,66,0
"17711","53805",0,79,0
"17712","53806",0,63,0
"17713","53807",0,32,0
"17714","53808",2,20,0.222222222222222
"17715","53809",0,63,0
"17716","53810",0,66,0
"17717","53811",2,20,0.222222222222222
"17718","53813",0,46,0
"17719","53816",0,71,0
"17720","53817",0,74,0
"17721","53818",0,34,0
"17722","53820",0,32,0
"17723","53821",0,85,0
"17724","53825",0,60,0
"17725","53826",0,94,0
"17726","53827",0,78,0
"17727","53901",2,0,0.666666666666667
"17728","53910",0,58,0
"17729","53911",8,26,0.133333333333333
"17730","53913",2,0,0.666666666666667
"17731","53916",6,0,0.811111111111111
"17732","53919",0,34,0
"17733","53920",2,21,0.2
"17734","53922",4,14,0.522222222222222
"17735","53923",6,27,0.0666666666666667
"17736","53924",0,56,0
"17737","53925",6,0,0.788888888888889
"17738","53926",2,29,0.0222222222222222
"17739","53928",2,16,0.311111111111111
"17740","53929",0,61,0
"17741","53930",2,14,0.355555555555556
"17742","53931",0,39,0
"17743","53932",4,13,0.4
"17744","53933",2,16,0.311111111111111
"17745","53934",0,66,0
"17746","53935",2,29,0.0222222222222222
"17747","53936",0,49,0
"17748","53937",0,45,0
"17749","53939",0,36,0
"17750","53941",0,40,0
"17751","53943",0,41,0
"17752","53944",0,34,0
"17753","53946",0,42,0
"17754","53947",0,42,0
"17755","53948",0,43,0
"17756","53949",0,34,0
"17757","53950",0,50,0
"17758","53951",2,28,0.0444444444444444
"17759","53952",0,36,0
"17760","53953",2,22,0.177777777777778
"17761","53954",2,14,0.355555555555556
"17762","53955",2,22,0.177777777777778
"17763","53956",4,22,0.233333333333333
"17764","53959",2,27,0.0666666666666667
"17765","53960",4,22,0.244444444444444
"17766","53961",2,20,0.222222222222222
"17767","53963",8,19,0.288888888888889
"17768","53964",0,31,0
"17769","53965",2,29,0.0222222222222222
"17770","53968",0,52,0
"17771","53969",4,17,0.288888888888889
"17772","54001",0,69,0
"17773","54002",0,39,0
"17774","54003",0,45,0
"17775","54004",0,79,0
"17776","54005",0,66,0
"17777","54006",0,59,0
"17778","54007",0,50,0
"17779","54009",0,60,0
"17780","54010",0,42,0
"17781","54011",0,43,0
"17782","54013",0,65,0
"17783","54014",0,46,0
"17784","54015",0,39,0
"17785","54016",14,20,0.311111111111111
"17786","54017",0,34,0
"17787","54020",0,53,0
"17788","54021",4,14,0.366666666666667
"17789","54022",2,30,0
"17790","54023",0,33,0
"17791","54024",0,65,0
"17792","54025",2,29,0.0222222222222222
"17793","54026",0,47,0
"17794","54027",0,46,0
"17795","54028",0,44,0
"17796","54082",4,21,0.222222222222222
"17797","54101",2,28,0.0444444444444444
"17798","54102",0,95,0
"17799","54103",0,46,0
"17800","54104",0,82,0
"17801","54106",0,34,0
"17802","54107",0,34,0
"17803","54110",0,37,0
"17804","54111",0,51,0
"17805","54112",0,49,0
"17806","54113",0,32,0
"17807","54114",0,72,0
"17808","54115",2,12,0.4
"17809","54119",0,77,0
"17810","54120",0,58,0
"17811","54121",0,83,0
"17812","54123",0,38,0
"17813","54124",0,58,0
"17814","54125",0,54,0
"17815","54126",0,34,0
"17816","54127",0,40,0
"17817","54128",0,65,0
"17818","54129",0,47,0
"17819","54130",2,25,0.111111111111111
"17820","54135",0,64,0
"17821","54136",0,31,0
"17822","54137",0,35,0
"17823","54138",0,61,0
"17824","54139",0,44,0
"17825","54140",2,26,0.0888888888888889
"17826","54141",2,25,0.111111111111111
"17827","54143",0,65,0
"17828","54149",0,65,0
"17829","54150",0,73,0
"17830","54151",0,106,0
"17831","54153",0,40,0
"17832","54154",0,45,0
"17833","54155",2,15,0.333333333333333
"17834","54156",0,90,0
"17835","54157",0,61,0
"17836","54159",0,80,0
"17837","54160",0,48,0
"17838","54161",0,59,0
"17839","54162",2,26,0.0888888888888889
"17840","54165",2,26,0.0888888888888889
"17841","54166",0,46,0
"17842","54169",0,38,0
"17843","54170",0,46,0
"17844","54171",0,32,0
"17845","54173",2,16,0.311111111111111
"17846","54174",0,79,0
"17847","54175",0,53,0
"17848","54177",0,83,0
"17849","54180",2,24,0.133333333333333
"17850","54201",0,54,0
"17851","54202",0,100,0
"17852","54204",0,49,0
"17853","54205",0,42,0
"17854","54207",0,34,0
"17855","54208",2,30,0
"17856","54209",0,88,0
"17857","54210",0,9999,0
"17858","54211",0,109,0
"17859","54212",0,105,0
"17860","54213",0,60,0
"17861","54214",2,16,0.311111111111111
"17862","54216",0,45,0
"17863","54217",0,37,0
"17864","54220",2,0,0.666666666666667
"17865","54227",2,24,0.133333333333333
"17866","54228",2,23,0.155555555555556
"17867","54229",2,27,0.0666666666666667
"17868","54230",2,24,0.133333333333333
"17869","54232",2,28,0.0444444444444444
"17870","54234",0,9999,0
"17871","54235",0,63,0
"17872","54241",2,17,0.288888888888889
"17873","54245",2,24,0.133333333333333
"17874","54246",0,9999,0
"17875","54247",2,21,0.2
"17876","54301",2,12,0.4
"17877","54302",2,12,0.4
"17878","54303",2,8,0.488888888888889
"17879","54304",2,0,0.666666666666667
"17880","54307",2,10,0.444444444444444
"17881","54311",2,16,0.311111111111111
"17882","54313",2,12,0.4
"17883","54401",2,14,0.355555555555556
"17884","54403",2,0,0.666666666666667
"17885","54405",0,53,0
"17886","54406",0,69,0
"17887","54407",0,65,0
"17888","54408",2,29,0.0222222222222222
"17889","54409",0,48,0
"17890","54410",0,73,0
"17891","54411",0,51,0
"17892","54412",0,66,0
"17893","54413",0,99,0
"17894","54414",0,44,0
"17895","54416",0,73,0
"17896","54417",2,15,0.333333333333333
"17897","54418",0,55,0
"17898","54420",0,89,0
"17899","54421",0,54,0
"17900","54422",0,70,0
"17901","54423",0,60,0
"17902","54424",0,62,0
"17903","54425",0,60,0
"17904","54426",0,39,0
"17905","54427",0,38,0
"17906","54428",0,36,0
"17907","54430",0,66,0
"17908","54433",0,86,0
"17909","54435",0,53,0
"17910","54436",0,89,0
"17911","54437",0,82,0
"17912","54440",0,42,0
"17913","54441",0,70,0
"17914","54442",0,46,0
"17915","54443",0,49,0
"17916","54446",0,85,0
"17917","54447",0,70,0
"17918","54448",2,26,0.0888888888888889
"17919","54449",0,72,0
"17920","54450",0,55,0
"17921","54451",0,78,0
"17922","54452",0,32,0
"17923","54454",0,59,0
"17924","54455",2,30,0
"17925","54456",0,73,0
"17926","54457",0,88,0
"17927","54458",0,66,0
"17928","54459",0,104,0
"17929","54460",0,64,0
"17930","54462",2,19,0.244444444444444
"17931","54463",0,34,0
"17932","54465",2,30,0
"17933","54466",0,95,0
"17934","54467",0,57,0
"17935","54469",0,79,0
"17936","54470",0,94,0
"17937","54471",0,31,0
"17938","54473",0,63,0
"17939","54474",2,22,0.177777777777778
"17940","54475",0,65,0
"17941","54476",2,15,0.333333333333333
"17942","54479",0,71,0
"17943","54480",0,68,0
"17944","54481",0,49,0
"17945","54482",0,55,0
"17946","54484",0,52,0
"17947","54485",0,43,0
"17948","54486",0,55,0
"17949","54487",0,60,0
"17950","54488",0,64,0
"17951","54489",0,80,0
"17952","54490",0,99,0
"17953","54491",0,54,0
"17954","54493",0,80,0
"17955","54494",0,79,0
"17956","54495",0,76,0
"17957","54498",0,73,0
"17958","54499",0,46,0
"17959","54501",0,45,0
"17960","54511",2,16,0.311111111111111
"17961","54512",0,110,0
"17962","54513",0,92,0
"17963","54514",0,77,0
"17964","54515",0,120,0
"17965","54517",0,76,0
"17966","54519",0,78,0
"17967","54520",2,0,0.666666666666667
"17968","54521",0,62,0
"17969","54524",0,100,0
"17970","54525",0,63,0
"17971","54526",0,111,0
"17972","54527",0,63,0
"17973","54529",0,80,0
"17974","54530",0,122,0
"17975","54531",0,85,0
"17976","54534",0,64,0
"17977","54536",0,69,0
"17978","54537",0,125,0
"17979","54538",0,98,0
"17980","54539",0,69,0
"17981","54540",0,98,0
"17982","54541",2,27,0.0666666666666667
"17983","54542",0,70,0
"17984","54545",0,111,0
"17985","54546",0,39,0
"17986","54547",0,96,0
"17987","54548",0,90,0
"17988","54550",0,65,0
"17989","54552",0,94,0
"17990","54554",0,82,0
"17991","54555",0,111,0
"17992","54556",0,105,0
"17993","54557",0,125,0
"17994","54558",0,82,0
"17995","54559",0,38,0
"17996","54560",0,94,0
"17997","54561",0,103,0
"17998","54562",0,41,0
"17999","54563",0,102,0
"18000","54564",0,95,0
"18001","54565",0,62,0
"18002","54566",0,34,0
"18003","54568",0,83,0
"18004","54601",4,0,0.822222222222222
"18005","54603",4,11,0.633333333333333
"18006","54610",0,60,0
"18007","54611",0,52,0
"18008","54612",0,51,0
"18009","54613",0,74,0
"18010","54614",4,21,0.266666666666667
"18011","54615",0,58,0
"18012","54616",0,49,0
"18013","54618",0,61,0
"18014","54619",0,42,0
"18015","54621",2,24,0.133333333333333
"18016","54622",0,74,0
"18017","54623",2,24,0.133333333333333
"18018","54624",0,44,0
"18019","54625",0,47,0
"18020","54626",0,73,0
"18021","54627",0,39,0
"18022","54628",0,59,0
"18023","54629",0,55,0
"18024","54630",2,26,0.0888888888888889
"18025","54631",0,77,0
"18026","54632",2,30,0
"18027","54634",0,74,0
"18028","54635",0,47,0
"18029","54636",4,14,0.444444444444444
"18030","54637",0,59,0
"18031","54638",0,70,0
"18032","54639",0,69,0
"18033","54641",0,111,0
"18034","54642",0,51,0
"18035","54643",0,69,0
"18036","54644",0,31,0
"18037","54645",0,63,0
"18038","54646",0,70,0
"18039","54648",0,52,0
"18040","54650",4,0,0.833333333333333
"18041","54651",0,58,0
"18042","54652",0,68,0
"18043","54653",2,30,0
"18044","54654",0,70,0
"18045","54655",0,71,0
"18046","54656",0,33,0
"18047","54657",0,84,0
"18048","54658",2,24,0.133333333333333
"18049","54659",0,63,0
"18050","54660",0,51,0
"18051","54661",2,28,0.0444444444444444
"18052","54664",0,68,0
"18053","54665",0,52,0
"18054","54666",0,68,0
"18055","54667",0,38,0
"18056","54669",4,16,0.444444444444444
"18057","54670",0,64,0
"18058","54701",4,0,0.877777777777778
"18059","54703",4,0,0.877777777777778
"18060","54720",4,10,0.622222222222222
"18061","54721",0,59,0
"18062","54722",0,36,0
"18063","54723",0,46,0
"18064","54724",0,33,0
"18065","54725",0,58,0
"18066","54726",0,44,0
"18067","54727",0,39,0
"18068","54728",0,51,0
"18069","54729",4,20,0.311111111111111
"18070","54730",0,38,0
"18071","54731",0,86,0
"18072","54732",0,52,0
"18073","54733",0,72,0
"18074","54734",0,67,0
"18075","54736",0,49,0
"18076","54737",0,60,0
"18077","54738",2,24,0.133333333333333
"18078","54739",4,24,0.188888888888889
"18079","54740",0,68,0
"18080","54741",0,45,0
"18081","54742",4,19,0.322222222222222
"18082","54745",0,75,0
"18083","54746",0,56,0
"18084","54747",0,55,0
"18085","54748",0,38,0
"18086","54749",0,49,0
"18087","54750",0,71,0
"18088","54751",0,38,0
"18089","54754",0,61,0
"18090","54755",0,38,0
"18091","54756",0,56,0
"18092","54757",0,47,0
"18093","54758",0,31,0
"18094","54759",0,62,0
"18095","54760",0,44,0
"18096","54761",0,66,0
"18097","54762",0,80,0
"18098","54763",0,64,0
"18099","54765",0,48,0
"18100","54766",0,92,0
"18101","54767",0,55,0
"18102","54768",0,44,0
"18103","54769",0,71,0
"18104","54770",0,33,0
"18105","54771",0,53,0
"18106","54772",0,55,0
"18107","54773",0,53,0
"18108","54801",0,93,0
"18109","54805",0,81,0
"18110","54806",2,0,0.666666666666667
"18111","54810",0,75,0
"18112","54812",0,69,0
"18113","54813",0,101,0
"18114","54814",0,41,0
"18115","54817",0,98,0
"18116","54819",0,81,0
"18117","54820",0,57,0
"18118","54821",0,67,0
"18119","54822",0,62,0
"18120","54824",0,75,0
"18121","54826",0,100,0
"18122","54827",0,50,0
"18123","54828",0,120,0
"18124","54829",0,90,0
"18125","54830",0,73,0
"18126","54832",0,49,0
"18127","54835",0,108,0
"18128","54836",0,40,0
"18129","54837",0,69,0
"18130","54838",0,60,0
"18131","54839",0,37,0
"18132","54840",0,34,0
"18133","54841",0,77,0
"18134","54842",0,40,0
"18135","54843",0,94,0
"18136","54844",0,66,0
"18137","54845",0,71,0
"18138","54846",0,31,0
"18139","54847",0,41,0
"18140","54848",0,91,0
"18141","54849",0,51,0
"18142","54850",0,99,0
"18143","54853",0,73,0
"18144","54854",0,49,0
"18145","54855",2,27,0.0666666666666667
"18146","54856",2,29,0.0222222222222222
"18147","54857",0,88,0
"18148","54858",0,72,0
"18149","54859",0,74,0
"18150","54861",2,23,0.155555555555556
"18151","54862",0,136,0
"18152","54864",0,35,0
"18153","54865",0,67,0
"18154","54867",0,116,0
"18155","54868",0,71,0
"18156","54870",0,91,0
"18157","54871",0,95,0
"18158","54872",0,53,0
"18159","54873",0,59,0
"18160","54874",0,36,0
"18161","54875",0,98,0
"18162","54876",0,106,0
"18163","54880",6,15,0.5
"18164","54888",0,93,0
"18165","54889",0,84,0
"18166","54891",2,19,0.244444444444444
"18167","54893",0,67,0
"18168","54895",0,80,0
"18169","54896",0,133,0
"18170","54901",4,8,0.7
"18171","54902",8,10,0.622222222222222
"18172","54904",4,0,0.8
"18173","54909",0,76,0
"18174","54911",2,29,0.0222222222222222
"18175","54913",0,31,0
"18176","54914",4,26,0.111111111111111
"18177","54915",4,28,0.0444444444444444
"18178","54921",0,60,0
"18179","54922",0,55,0
"18180","54923",0,36,0
"18181","54927",4,15,0.455555555555556
"18182","54928",0,71,0
"18183","54929",0,57,0
"18184","54930",0,41,0
"18185","54931",0,34,0
"18186","54932",4,22,0.266666666666667
"18187","54933",0,56,0
"18188","54934",2,23,0.155555555555556
"18189","54935",6,0,1
"18190","54937",6,3,0.9
"18191","54940",0,36,0
"18192","54941",0,45,0
"18193","54942",2,28,0.0444444444444444
"18194","54943",0,52,0
"18195","54944",0,39,0
"18196","54945",0,81,0
"18197","54946",0,56,0
"18198","54947",4,23,0.188888888888889
"18199","54948",0,64,0
"18200","54949",0,62,0
"18201","54950",0,70,0
"18202","54952",4,23,0.2
"18203","54956",4,16,0.444444444444444
"18204","54960",0,56,0
"18205","54961",0,45,0
"18206","54962",0,72,0
"18207","54963",4,13,0.411111111111111
"18208","54964",2,23,0.155555555555556
"18209","54965",0,50,0
"18210","54966",0,56,0
"18211","54967",0,41,0
"18212","54968",0,51,0
"18213","54970",0,42,0
"18214","54971",0,34,0
"18215","54974",6,22,0.266666666666667
"18216","54977",0,68,0
"18217","54979",6,21,0.3
"18218","54980",4,19,0.244444444444444
"18219","54981",0,54,0
"18220","54982",0,55,0
"18221","54983",0,42,0
"18222","54984",0,62,0
"18223","54985",4,0,0.8
"18224","54986",4,23,0.188888888888889
"18225","55001",10,21,0.266666666666667
"18226","55003",12,17,0.388888888888889
"18227","55005",0,31,0
"18228","55006",4,21,0.222222222222222
"18229","55007",2,29,0.0222222222222222
"18230","55008",0,37,0
"18231","55009",2,26,0.0888888888888889
"18232","55011",0,36,0
"18233","55012",0,52,0
"18234","55013",0,42,0
"18235","55014",36,18,0.377777777777778
"18236","55016",26,13,0.533333333333333
"18237","55017",0,39,0
"18238","55018",0,43,0
"18239","55019",0,37,0
"18240","55020",8,24,0.2
"18241","55021",2,21,0.2
"18242","55024",14,14,0.455555555555556
"18243","55025",4,28,0.0444444444444444
"18244","55026",0,50,0
"18245","55027",0,47,0
"18246","55029",2,25,0.111111111111111
"18247","55030",4,25,0.133333333333333
"18248","55031",4,23,0.166666666666667
"18249","55032",2,27,0.0666666666666667
"18250","55033",12,0,0.722222222222222
"18251","55036",4,23,0.2
"18252","55037",2,24,0.133333333333333
"18253","55038",16,20,0.277777777777778
"18254","55040",0,44,0
"18255","55041",0,45,0
"18256","55042",16,13,0.555555555555555
"18257","55043",14,18,0.377777777777778
"18258","55044",14,14,0.522222222222222
"18259","55045",0,44,0
"18260","55046",0,40,0
"18261","55047",0,42,0
"18262","55049",2,11,0.422222222222222
"18263","55051",2,0,0.666666666666667
"18264","55052",2,30,0
"18265","55053",0,51,0
"18266","55054",8,23,0.233333333333333
"18267","55055",44,10,0.666666666666667
"18268","55056",0,31,0
"18269","55057",0,36,0
"18270","55060",2,0,0.666666666666667
"18271","55063",2,0,0.666666666666667
"18272","55065",2,29,0.0222222222222222
"18273","55066",0,38,0
"18274","55068",24,7,0.688888888888889
"18275","55069",2,19,0.244444444444444
"18276","55070",6,23,0.233333333333333
"18277","55071",26,16,0.466666666666667
"18278","55072",0,39,0
"18279","55073",0,43,0
"18280","55074",0,52,0
"18281","55075",44,11,0.633333333333333
"18282","55076",42,15,0.5
"18283","55077",46,14,0.488888888888889
"18284","55079",0,42,0
"18285","55080",2,23,0.155555555555556
"18286","55082",16,14,0.455555555555556
"18287","55084",0,60,0
"18288","55085",4,15,0.377777777777778
"18289","55087",2,27,0.0666666666666667
"18290","55088",0,32,0
"18291","55089",2,22,0.177777777777778
"18292","55090",38,9,0.622222222222222
"18293","55092",0,35,0
"18294","55101",58,0,1
"18295","55102",54,0,1
"18296","55103",52,5,0.833333333333333
"18297","55104",58,7,0.766666666666667
"18298","55105",58,5,0.833333333333333
"18299","55106",50,5,0.833333333333333
"18300","55107",46,5,0.833333333333333
"18301","55108",52,10,0.644444444444444
"18302","55109",48,0,0.888888888888889
"18303","55110",40,9,0.611111111111111
"18304","55111",38,15,0.455555555555556
"18305","55112",44,0,0.811111111111111
"18306","55113",52,0,0.877777777777778
"18307","55114",58,8,0.733333333333333
"18308","55115",38,9,0.633333333333333
"18309","55116",54,9,0.7
"18310","55117",52,6,0.8
"18311","55118",46,8,0.733333333333333
"18312","55119",40,0,0.922222222222222
"18313","55120",46,10,0.666666666666667
"18314","55121",44,7,0.711111111111111
"18315","55122",44,0,0.9
"18316","55123",40,9,0.622222222222222
"18317","55124",38,0,0.9
"18318","55125",36,0,0.877777777777778
"18319","55126",44,12,0.577777777777778
"18320","55127",44,13,0.522222222222222
"18321","55128",40,7,0.733333333333333
"18322","55129",16,8,0.644444444444444
"18323","55130",50,5,0.833333333333333
"18324","55150",44,9,0.677777777777778
"18325","55155",54,2,0.933333333333333
"18326","55301",12,21,0.233333333333333
"18327","55302",0,43,0
"18328","55303",22,0,1
"18329","55304",20,19,0.366666666666667
"18330","55305",48,16,0.455555555555556
"18331","55306",34,8,0.733333333333333
"18332","55307",0,59,0
"18333","55308",0,33,0
"18334","55309",0,35,0
"18335","55310",0,89,0
"18336","55311",38,9,0.633333333333333
"18337","55312",0,61,0
"18338","55313",0,32,0
"18339","55314",0,85,0
"18340","55315",2,22,0.177777777777778
"18341","55316",36,10,0.633333333333333
"18342","55317",16,10,0.511111111111111
"18343","55318",6,17,0.288888888888889
"18344","55319",2,28,0.0444444444444444
"18345","55320",8,23,0.233333333333333
"18346","55321",0,42,0
"18347","55322",2,28,0.0444444444444444
"18348","55324",0,72,0
"18349","55325",0,52,0
"18350","55327",20,16,0.466666666666667
"18351","55328",2,11,0.422222222222222
"18352","55329",0,47,0
"18353","55330",10,20,0.333333333333333
"18354","55331",6,17,0.377777777777778
"18355","55332",0,81,0
"18356","55333",0,70,0
"18357","55334",0,72,0
"18358","55335",0,93,0
"18359","55336",0,51,0
"18360","55337",34,0,1
"18361","55338",0,50,0
"18362","55339",0,45,0
"18363","55340",8,21,0.277777777777778
"18364","55341",4,27,0.0888888888888889
"18365","55342",0,85,0
"18366","55343",52,12,0.533333333333333
"18367","55344",42,0,0.811111111111111
"18368","55345",32,13,0.455555555555556
"18369","55346",34,7,0.622222222222222
"18370","55347",26,7,0.6
"18371","55349",0,32,0
"18372","55350",0,62,0
"18373","55352",0,31,0
"18374","55353",6,30,0
"18375","55354",0,45,0
"18376","55355",0,66,0
"18377","55356",20,11,0.488888888888889
"18378","55357",6,17,0.322222222222222
"18379","55358",0,42,0
"18380","55359",2,0,0.666666666666667
"18381","55360",0,34,0
"18382","55362",2,30,0
"18383","55363",2,22,0.177777777777778
"18384","55364",4,13,0.377777777777778
"18385","55366",0,59,0
"18386","55367",0,37,0
"18387","55368",0,36,0
"18388","55369",38,0,0.866666666666667
"18389","55370",0,43,0
"18390","55371",0,41,0
"18391","55372",14,18,0.4
"18392","55373",2,17,0.288888888888889
"18393","55374",20,16,0.388888888888889
"18394","55375",4,20,0.266666666666667
"18395","55376",6,20,0.255555555555556
"18396","55378",16,12,0.6
"18397","55379",16,18,0.333333333333333
"18398","55381",0,49,0
"18399","55382",0,39,0
"18400","55384",4,16,0.344444444444444
"18401","55385",0,79,0
"18402","55386",4,19,0.244444444444444
"18403","55387",2,29,0.0222222222222222
"18404","55388",2,22,0.177777777777778
"18405","55389",0,39,0
"18406","55390",2,26,0.0888888888888889
"18407","55391",20,21,0.244444444444444
"18408","55395",0,37,0
"18409","55396",0,81,0
"18410","55397",0,37,0
"18411","55398",6,30,0
"18412","55401",52,4,0.855555555555556
"18413","55402",60,3,0.9
"18414","55403",60,3,0.9
"18415","55404",60,0,1
"18416","55405",58,6,0.8
"18417","55406",56,8,0.733333333333333
"18418","55407",54,5,0.833333333333333
"18419","55408",58,6,0.8
"18420","55409",58,8,0.733333333333333
"18421","55410",52,12,0.566666666666667
"18422","55411",50,6,0.766666666666667
"18423","55412",48,10,0.633333333333333
"18424","55413",52,0,0.922222222222222
"18425","55414",54,5,0.833333333333333
"18426","55415",60,2,0.933333333333333
"18427","55416",60,11,0.633333333333333
"18428","55417",56,0,0.9
"18429","55418",50,6,0.766666666666667
"18430","55419",50,9,0.666666666666667
"18431","55420",40,5,0.833333333333333
"18432","55421",50,9,0.7
"18433","55422",54,9,0.666666666666667
"18434","55423",46,9,0.7
"18435","55424",52,13,0.544444444444444
"18436","55425",42,0,1
"18437","55426",52,14,0.533333333333333
"18438","55427",54,8,0.633333333333333
"18439","55428",46,0,0.855555555555556
"18440","55429",50,7,0.711111111111111
"18441","55430",50,8,0.711111111111111
"18442","55431",36,9,0.7
"18443","55432",48,0,1
"18444","55433",42,0,0.866666666666667
"18445","55434",42,10,0.644444444444444
"18446","55435",48,11,0.633333333333333
"18447","55436",48,11,0.588888888888889
"18448","55437",38,13,0.566666666666667
"18449","55438",36,11,0.555555555555555
"18450","55439",50,11,0.611111111111111
"18451","55441",32,15,0.477777777777778
"18452","55442",42,8,0.677777777777778
"18453","55443",42,6,0.755555555555556
"18454","55444",48,0,0.866666666666667
"18455","55445",38,8,0.7
"18456","55446",30,14,0.522222222222222
"18457","55447",30,18,0.4
"18458","55448",42,10,0.622222222222222
"18459","55449",42,16,0.466666666666667
"18460","55450",38,11,0.611111111111111
"18461","55454",60,3,0.9
"18462","55455",50,7,0.766666666666667
"18463","55601",0,69,0
"18464","55602",0,82,0
"18465","55603",0,124,0
"18466","55607",0,129,0
"18467","55609",4,29,0.0333333333333333
"18468","55613",0,204,0
"18469","55614",0,74,0
"18470","55616",0,43,0
"18471","55702",0,52,0
"18472","55703",0,64,0
"18473","55704",0,41,0
"18474","55705",0,64,0
"18475","55706",0,104,0
"18476","55707",0,45,0
"18477","55708",0,49,0
"18478","55709",2,17,0.288888888888889
"18479","55710",0,48,0
"18480","55711",0,44,0
"18481","55712",0,60,0
"18482","55713",2,17,0.288888888888889
"18483","55716",4,18,0.344444444444444
"18484","55717",0,40,0
"18485","55718",0,38,0
"18486","55719",2,13,0.377777777777778
"18487","55720",0,32,0
"18488","55721",2,18,0.266666666666667
"18489","55722",2,8,0.488888888888889
"18490","55723",0,69,0
"18491","55724",0,51,0
"18492","55725",0,147,0
"18493","55726",0,54,0
"18494","55731",0,85,0
"18495","55732",0,65,0
"18496","55733",6,23,0.233333333333333
"18497","55734",0,32,0
"18498","55735",0,49,0
"18499","55736",0,55,0
"18500","55738",0,42,0
"18501","55741",0,50,0
"18502","55742",0,32,0
"18503","55744",2,0,0.666666666666667
"18504","55746",2,0,0.666666666666667
"18505","55748",2,21,0.2
"18506","55749",0,60,0
"18507","55750",0,70,0
"18508","55751",2,23,0.155555555555556
"18509","55752",0,41,0
"18510","55753",2,11,0.422222222222222
"18511","55756",0,71,0
"18512","55757",0,68,0
"18513","55758",2,22,0.177777777777778
"18514","55760",0,69,0
"18515","55763",0,60,0
"18516","55764",4,17,0.344444444444444
"18517","55765",0,55,0
"18518","55766",0,49,0
"18519","55767",0,52,0
"18520","55768",0,33,0
"18521","55769",2,22,0.177777777777778
"18522","55771",0,86,0
"18523","55772",0,104,0
"18524","55775",4,22,0.233333333333333
"18525","55779",4,27,0.1
"18526","55780",0,39,0
"18527","55781",0,47,0
"18528","55782",0,63,0
"18529","55783",0,55,0
"18530","55784",0,32,0
"18531","55785",0,43,0
"18532","55786",4,14,0.355555555555556
"18533","55787",0,72,0
"18534","55790",0,68,0
"18535","55792",0,33,0
"18536","55793",2,23,0.155555555555556
"18537","55795",0,47,0
"18538","55797",0,39,0
"18539","55798",0,62,0
"18540","55802",6,0,0.911111111111111
"18541","55803",6,16,0.466666666666667
"18542","55804",6,16,0.466666666666667
"18543","55805",6,0,1
"18544","55806",6,6,0.8
"18545","55807",6,9,0.7
"18546","55808",6,17,0.433333333333333
"18547","55810",6,15,0.5
"18548","55811",6,10,0.666666666666667
"18549","55812",6,2,0.933333333333333
"18550","55814",6,14,0.533333333333333
"18551","55901",2,8,0.488888888888889
"18552","55902",2,14,0.355555555555556
"18553","55904",2,9,0.466666666666667
"18554","55905",2,13,0.377777777777778
"18555","55906",2,0,0.666666666666667
"18556","55909",0,62,0
"18557","55910",0,31,0
"18558","55912",0,48,0
"18559","55917",2,26,0.0888888888888889
"18560","55918",0,50,0
"18561","55919",0,32,0
"18562","55920",2,20,0.222222222222222
"18563","55921",0,42,0
"18564","55922",0,78,0
"18565","55923",0,32,0
"18566","55924",2,16,0.311111111111111
"18567","55925",6,26,0.111111111111111
"18568","55926",0,44,0
"18569","55927",2,27,0.0666666666666667
"18570","55929",2,26,0.0888888888888889
"18571","55931",0,55,0
"18572","55932",2,23,0.155555555555556
"18573","55933",0,52,0
"18574","55934",2,17,0.288888888888889
"18575","55935",0,44,0
"18576","55936",0,42,0
"18577","55939",0,73,0
"18578","55940",0,39,0
"18579","55941",4,24,0.144444444444444
"18580","55943",0,43,0
"18581","55944",2,27,0.0666666666666667
"18582","55945",0,47,0
"18583","55946",0,44,0
"18584","55947",4,16,0.411111111111111
"18585","55949",0,64,0
"18586","55950",0,42,0
"18587","55951",0,73,0
"18588","55952",2,23,0.155555555555556
"18589","55953",0,66,0
"18590","55954",0,66,0
"18591","55955",0,33,0
"18592","55956",0,37,0
"18593","55957",0,37,0
"18594","55959",2,9,0.466666666666667
"18595","55960",2,15,0.333333333333333
"18596","55961",0,61,0
"18597","55962",0,42,0
"18598","55963",2,25,0.111111111111111
"18599","55964",2,29,0.0222222222222222
"18600","55965",0,58,0
