"","GEOID","count_in_range_buprenorphine","count_in_range_methadone","count_in_range_naltrexone.vivitrol","type_count"
"869","03907",4,0,6,"2"
"870","03908",6,0,8,"2"
"871","03909",6,0,6,"2"
"872","03910",4,0,6,"2"
"873","03911",4,0,4,"2"
"874","04001",4,0,2,"2"
"875","04002",8,0,6,"2"
"876","04003",0,0,0,"0"
"877","04005",24,4,18,"3"
"878","04006",4,0,4,"2"
"879","04008",2,0,1,"2"
"880","04009",0,0,1,"1"
"881","04010",0,0,1,"1"
"882","04011",4,0,1,"2"
"883","04015",0,0,1,"1"
"884","04017",0,0,0,"0"
"885","04019",0,0,0,"0"
"886","04020",0,0,0,"0"
"887","04021",18,4,13,"3"
"888","04022",0,0,1,"1"
"889","04024",0,0,1,"1"
"890","04027",8,0,6,"2"
"891","04029",0,0,0,"0"
"892","04030",4,0,2,"2"
"893","04032",20,4,14,"3"
"894","04037",0,0,1,"1"
"895","04038",16,4,12,"3"
"896","04039",32,4,13,"3"
"897","04040",0,0,1,"1"
"898","04041",0,0,0,"0"
"899","04042",4,0,2,"2"
"900","04043",8,0,5,"2"
"901","04046",4,0,4,"2"
"902","04047",0,0,0,"0"
"903","04048",0,0,0,"0"
"904","04049",0,0,0,"0"
"905","04050",0,0,0,"0"
"906","04051",0,0,1,"1"
"907","04055",0,0,1,"1"
"908","04056",0,0,0,"0"
"909","04057",0,0,1,"1"
"910","04061",0,0,0,"0"
"911","04062",16,4,12,"3"
"912","04063",20,4,16,"3"
"913","04064",20,4,16,"3"
"914","04066",2,0,1,"2"
"915","04068",0,0,0,"0"
"916","04069",4,0,2,"2"
"917","04071",0,0,0,"0"
"918","04072",20,4,16,"3"
"919","04073",8,0,6,"2"
"920","04074",22,4,15,"3"
"921","04076",4,0,2,"2"
"922","04079",2,0,1,"2"
"923","04083",10,0,4,"2"
"924","04084",2,2,1,"3"
"925","04085",0,0,0,"0"
"926","04086",4,0,1,"2"
"927","04087",4,0,2,"2"
"928","04088",0,0,1,"1"
"929","04090",14,0,14,"2"
"930","04091",0,0,0,"0"
"931","04092",22,4,15,"3"
"932","04093",20,4,14,"3"
"933","04095",2,0,1,"2"
"934","04096",20,4,14,"3"
"935","04097",16,2,13,"3"
"936","04101",22,4,15,"3"
"937","04102",22,4,15,"3"
"938","04103",22,4,15,"3"
"939","04105",18,4,13,"3"
"940","04106",22,4,15,"3"
"941","04107",18,4,13,"3"
"942","04108",0,0,0,"0"
"943","04109",0,0,0,"0"
"944","04110",20,4,14,"3"
"945","04210",14,0,0,"1"
"946","04216",0,0,0,"0"
"947","04217",0,0,0,"0"
"948","04219",0,0,0,"0"
"949","04220",0,0,0,"0"
"950","04221",0,0,0,"0"
"951","04222",18,0,1,"2"
"952","04224",0,0,0,"0"
"953","04226",0,0,0,"0"
"954","04227",0,0,0,"0"
"955","04228",0,0,0,"0"
"956","04231",0,0,0,"0"
"957","04234",0,0,0,"0"
"958","04236",18,0,1,"2"
"959","04237",0,0,0,"0"
"960","04238",14,0,0,"1"
"961","04239",0,0,0,"0"
"962","04240",14,0,0,"1"
"963","04250",16,0,1,"2"
"964","04252",18,0,1,"2"
"965","04253",0,0,0,"0"
"966","04254",4,0,1,"2"
"967","04255",0,0,0,"0"
"968","04256",14,0,0,"1"
"969","04257",0,0,0,"0"
"970","04258",14,0,0,"1"
"971","04259",14,0,1,"2"
"972","04260",20,2,5,"3"
"973","04261",0,0,0,"0"
"974","04263",18,0,1,"2"
"975","04265",28,0,4,"2"
"976","04267",0,0,0,"0"
"977","04268",0,0,0,"0"
"978","04270",4,0,0,"1"
"979","04271",0,0,0,"0"
"980","04274",14,0,0,"1"
"981","04275",0,0,0,"0"
"982","04276",0,0,0,"0"
"983","04280",16,0,1,"2"
"984","04281",0,0,0,"0"
"985","04282",14,0,0,"1"
"986","04284",4,0,1,"2"
"987","04285",0,0,0,"0"
"988","04286",0,0,0,"0"
"989","04287",2,0,1,"2"
"990","04289",0,0,0,"0"
"991","04290",0,0,0,"0"
"992","04292",0,0,0,"0"
"993","04294",0,0,0,"0"
"994","04330",22,2,5,"3"
"995","04342",12,0,4,"2"
"996","04343",14,0,4,"2"
"997","04344",14,0,4,"2"
"998","04345",14,0,4,"2"
"999","04346",14,0,4,"2"
"1000","04347",14,0,4,"2"
"1001","04348",12,0,4,"2"
"1002","04349",4,0,1,"2"
"1003","04350",0,0,0,"0"
"1004","04351",14,0,4,"2"
"1005","04352",0,0,0,"0"
"1006","04353",10,0,3,"2"
"1007","04354",10,0,3,"2"
"1008","04355",14,0,4,"2"
"1009","04357",0,0,0,"0"
"1010","04358",18,2,4,"3"
"1011","04359",10,0,3,"2"
"1012","04360",0,0,0,"0"
"1013","04363",10,0,3,"2"
"1014","04364",14,0,4,"2"
"1015","04401",16,6,5,"3"
"1016","04406",2,0,0,"1"
"1017","04408",0,0,0,"0"
"1018","04410",0,0,0,"0"
"1019","04411",4,0,2,"2"
"1020","04412",18,6,6,"3"
"1021","04413",0,0,0,"0"
"1022","04414",0,0,0,"0"
"1023","04415",0,0,0,"0"
"1024","04416",0,0,0,"0"
"1025","04417",0,0,0,"0"
"1026","04418",0,0,0,"0"
"1027","04419",16,6,5,"3"
"1028","04421",0,0,0,"0"
"1029","04422",2,0,0,"1"
"1030","04424",0,0,0,"0"
"1031","04426",2,0,0,"1"
"1032","04427",16,6,4,"3"
"1033","04428",14,6,4,"3"
"1034","04429",18,6,5,"3"
"1035","04430",0,0,0,"0"
"1036","04431",4,0,1,"2"
"1037","04434",16,6,5,"3"
"1038","04435",0,0,0,"0"
"1039","04438",2,0,1,"2"
"1040","04441",0,0,0,"0"
"1041","04442",0,0,0,"0"
"1042","04443",2,0,0,"1"
"1043","04444",16,6,5,"3"
"1044","04448",2,0,1,"2"
"1045","04449",14,6,4,"3"
"1046","04450",14,6,4,"3"
"1047","04451",0,0,0,"0"
"1048","04453",0,0,0,"0"
"1049","04454",0,0,0,"0"
"1050","04455",0,0,0,"0"
"1051","04456",14,6,4,"3"
"1052","04457",0,0,0,"0"
"1053","04459",0,0,0,"0"
"1054","04460",0,0,1,"1"
"1055","04461",16,6,5,"3"
"1056","04462",0,0,0,"0"
"1057","04463",2,0,0,"1"
"1058","04464",0,0,0,"0"
"1059","04468",16,6,5,"3"
"1060","04469",16,6,5,"3"
"1061","04471",2,0,1,"2"
"1062","04472",4,0,1,"2"
"1063","04473",16,6,5,"3"
"1064","04474",14,6,4,"3"
"1065","04475",0,0,0,"0"
"1066","04476",0,0,0,"0"
"1067","04478",0,0,0,"0"
"1068","04479",2,0,0,"1"
"1069","04481",2,0,0,"1"
"1070","04485",0,0,0,"0"
"1071","04487",0,0,0,"0"
"1072","04488",0,0,0,"0"
"1073","04489",16,6,5,"3"
"1074","04490",0,0,0,"0"
"1075","04491",0,0,0,"0"
"1076","04492",0,0,0,"0"
"1077","04493",0,0,0,"0"
"1078","04495",0,0,0,"0"
"1079","04496",4,0,2,"2"
"1080","04497",0,0,0,"0"
"1081","04530",6,0,2,"2"
"1082","04535",2,0,1,"2"
"1083","04537",2,0,1,"2"
"1084","04538",2,0,1,"2"
"1085","04539",2,0,1,"2"
"1086","04541",2,0,1,"2"
"1087","04543",2,0,1,"2"
"1088","04544",0,0,0,"0"
"1089","04547",4,2,1,"3"
"1090","04548",2,0,1,"2"
"1091","04551",2,0,1,"2"
"1092","04553",2,0,1,"2"
"1093","04554",2,0,1,"2"
"1094","04555",6,2,2,"3"
"1095","04556",2,0,1,"2"
"1096","04558",2,0,1,"2"
"1097","04562",2,0,1,"2"
"1098","04563",4,2,1,"3"
"1099","04564",2,0,1,"2"
"1100","04568",2,0,1,"2"
"1101","04570",0,0,0,"0"
"1102","04571",0,0,0,"0"
"1103","04572",8,2,3,"3"
"1104","04573",2,0,1,"2"
"1105","04574",0,0,0,"0"
"1106","04575",0,0,0,"0"
"1107","04576",0,0,0,"0"
"1108","04578",4,0,2,"2"
"1109","04579",4,0,2,"2"
"1110","04605",4,0,1,"2"
"1111","04606",0,0,0,"0"
"1112","04607",0,0,0,"0"
"1113","04609",0,0,0,"0"
"1114","04611",0,0,0,"0"
"1115","04612",2,0,0,"1"
"1116","04613",0,0,0,"0"
"1117","04614",0,0,0,"0"
"1118","04616",0,0,0,"0"
"1119","04617",0,0,0,"0"
"1120","04619",2,0,0,"1"
"1121","04622",0,0,0,"0"
"1122","04623",0,0,0,"0"
"1123","04624",0,0,0,"0"
"1124","04625",2,0,0,"1"
"1125","04626",2,0,0,"1"
"1126","04627",0,0,0,"0"
"1127","04628",0,0,0,"0"
"1128","04629",0,0,0,"0"
"1129","04630",2,0,0,"1"
"1130","04631",2,0,1,"2"
"1131","04634",0,0,0,"0"
"1132","04635",0,0,0,"0"
"1133","04637",0,0,0,"0"
"1134","04640",4,0,1,"2"
"1135","04642",0,0,0,"0"
"1136","04643",0,0,0,"0"
"1137","04644",0,0,0,"0"
"1138","04645",0,0,0,"0"
"1139","04646",2,0,0,"1"
"1140","04648",2,0,0,"1"
"1141","04649",0,0,0,"0"
"1142","04650",0,0,0,"0"
"1143","04652",2,0,1,"2"
"1144","04653",2,0,0,"1"
"1145","04654",2,0,0,"1"
"1146","04655",2,0,0,"1"
"1147","04657",0,0,0,"0"
"1148","04658",0,0,0,"0"
"1149","04660",2,0,0,"1"
"1150","04662",2,0,0,"1"
"1151","04664",0,0,0,"0"
"1152","04666",2,0,1,"2"
"1153","04667",2,0,1,"2"
"1154","04668",0,0,0,"0"
"1155","04669",0,0,0,"0"
"1156","04671",4,0,1,"2"
"1157","04673",0,0,0,"0"
"1158","04674",2,0,0,"1"
"1159","04675",2,0,0,"1"
"1160","04676",0,0,0,"0"
"1161","04677",0,0,0,"0"
"1162","04679",2,0,0,"1"
"1163","04680",0,0,0,"0"
"1164","04681",0,0,0,"0"
"1165","04683",0,0,0,"0"
"1166","04684",4,0,1,"2"
"1167","04685",0,0,0,"0"
"1168","04686",0,0,0,"0"
"1169","04691",4,0,1,"2"
"1170","04693",0,0,0,"0"
"1171","04694",2,0,0,"1"
"1172","04730",2,0,1,"2"
"1173","04732",0,0,0,"0"
"1174","04733",0,0,1,"1"
"1175","04734",2,0,1,"2"
"1176","04735",0,0,0,"0"
"1177","04736",6,0,2,"2"
"1178","04739",2,0,1,"2"
"1179","04740",2,0,1,"2"
"1180","04741",0,0,0,"0"
"1181","04742",6,0,2,"2"
"1182","04743",2,0,1,"2"
"1183","04745",4,0,2,"2"
"1184","04746",2,0,1,"2"
"1185","04747",0,0,1,"1"
"1186","04750",4,0,1,"2"
"1187","04756",2,0,1,"2"
"1188","04757",2,0,1,"2"
"1189","04758",2,0,1,"2"
"1190","04760",2,0,1,"2"
"1191","04761",2,0,1,"2"
"1192","04762",2,0,1,"2"
"1193","04763",2,0,1,"2"
"1194","04764",0,0,0,"0"
"1195","04765",0,0,1,"1"
"1196","04766",2,0,1,"2"
"1197","04768",0,0,0,"0"
"1198","04769",4,0,2,"2"
"1199","04772",4,0,2,"2"
"1200","04773",2,0,1,"2"
"1201","04774",0,0,0,"0"
"1202","04776",0,0,1,"1"
"1203","04777",0,0,1,"1"
"1204","04779",2,0,1,"2"
"1205","04780",0,0,0,"0"
"1206","04781",2,0,1,"2"
"1207","04783",2,0,1,"2"
"1208","04785",0,0,0,"0"
"1209","04786",4,0,2,"2"
"1210","04787",2,0,1,"2"
"1211","04841",6,2,2,"3"
"1212","04843",6,2,2,"3"
"1213","04847",6,2,2,"3"
"1214","04848",0,0,0,"0"
"1215","04849",6,2,2,"3"
"1216","04851",0,0,0,"0"
"1217","04852",2,0,1,"2"
"1218","04853",0,0,0,"0"
"1219","04854",6,2,2,"3"
"1220","04855",4,2,1,"3"
"1221","04856",6,2,2,"3"
"1222","04858",6,2,2,"3"
"1223","04859",6,2,2,"3"
"1224","04860",4,2,1,"3"
"1225","04861",8,2,3,"3"
"1226","04862",6,2,2,"3"
"1227","04863",0,0,0,"0"
"1228","04864",8,2,3,"3"
"1229","04901",18,2,4,"3"
"1230","04910",18,2,4,"3"
"1231","04911",2,0,1,"2"
"1232","04912",2,0,1,"2"
"1233","04915",2,0,0,"1"
"1234","04917",18,2,4,"3"
"1235","04918",10,0,3,"2"
"1236","04920",0,0,0,"0"
"1237","04921",2,0,1,"2"
"1238","04922",0,0,0,"0"
"1239","04923",0,0,0,"0"
"1240","04924",2,0,1,"2"
"1241","04925",0,0,0,"0"
"1242","04926",18,2,4,"3"
"1243","04927",8,2,1,"3"
"1244","04928",0,0,0,"0"
"1245","04929",0,0,0,"0"
"1246","04930",2,0,0,"1"
"1247","04932",2,0,1,"2"
"1248","04933",0,0,0,"0"
"1249","04936",0,0,0,"0"
"1250","04937",20,2,5,"3"
"1251","04938",0,0,0,"0"
"1252","04939",0,0,0,"0"
"1253","04940",0,0,0,"0"
"1254","04941",0,0,0,"0"
"1255","04942",0,0,0,"0"
"1256","04943",0,0,0,"0"
"1257","04944",10,2,2,"3"
"1258","04945",0,0,0,"0"
"1259","04947",0,0,0,"0"
"1260","04949",0,0,0,"0"
"1261","04950",2,0,1,"2"
"1262","04951",2,0,1,"2"
"1263","04952",2,0,0,"1"
"1264","04953",0,0,0,"0"
"1265","04955",2,0,1,"2"
"1266","04956",0,0,0,"0"
"1267","04957",2,0,1,"2"
"1268","04958",0,0,0,"0"
"1269","04961",0,0,0,"0"
"1270","04962",18,2,4,"3"
"1271","04963",18,2,4,"3"
"1272","04964",0,0,0,"0"
"1273","04965",2,0,1,"2"
"1274","04966",0,0,0,"0"
"1275","04967",8,2,1,"3"
"1276","04969",0,0,0,"0"
"1277","04970",0,0,0,"0"
"1278","04971",0,0,0,"0"
"1279","04973",0,0,0,"0"
"1280","04974",2,0,0,"1"
"1281","04975",20,2,5,"3"
"1282","04976",2,0,1,"2"
"1283","04978",10,2,2,"3"
"1284","04979",0,0,0,"0"
"1285","04981",4,0,1,"2"
"1286","04982",0,0,0,"0"
"1287","04983",0,0,0,"0"
"1288","04984",0,0,0,"0"
"1289","04985",0,0,0,"0"
"1290","04986",0,0,0,"0"
"1291","04987",0,0,0,"0"
"1292","04988",0,0,0,"0"
"1293","04989",18,2,4,"3"
"1294","04992",0,0,0,"0"
"1295","05001",12,2,4,"3"
"1296","05031",0,0,0,"0"
"1297","05032",2,0,1,"2"
"1298","05033",4,2,1,"3"
"1299","05034",0,0,0,"0"
"1300","05035",0,0,0,"0"
"1301","05036",4,2,3,"3"
"1302","05037",2,0,1,"2"
"1303","05038",0,0,0,"0"
"1304","05039",4,2,1,"3"
"1305","05040",4,2,1,"3"
"1306","05041",2,0,1,"2"
"1307","05042",0,0,0,"0"
"1308","05043",16,4,4,"3"
"1309","05045",4,2,1,"3"
"1310","05046",0,0,0,"0"
"1311","05048",6,2,3,"3"
"1312","05050",2,2,2,"3"
"1313","05051",4,2,1,"3"
"1314","05052",14,2,4,"3"
"1315","05053",6,2,2,"3"
"1316","05055",12,2,4,"3"
"1317","05056",0,0,0,"0"
"1318","05058",12,4,3,"3"
"1319","05059",12,2,4,"3"
"1320","05060",2,0,1,"2"
"1321","05061",2,0,1,"2"
"1322","05062",0,0,0,"0"
"1323","05065",6,2,2,"3"
"1324","05067",0,0,0,"0"
"1325","05068",10,2,3,"3"
"1326","05069",4,2,1,"3"
"1327","05070",0,0,0,"0"
"1328","05071",0,0,0,"0"
"1329","05072",0,0,0,"0"
"1330","05075",8,2,2,"3"
"1331","05076",0,0,0,"0"
"1332","05077",0,0,0,"0"
"1333","05079",0,0,0,"0"
"1334","05081",4,2,1,"3"
"1335","05083",0,0,0,"0"
"1336","05084",12,2,3,"3"
"1337","05086",6,4,3,"3"
"1338","05089",2,0,2,"2"
"1339","05091",0,0,0,"0"
"1340","05101",2,0,1,"2"
"1341","05141",2,0,1,"2"
"1342","05142",2,0,1,"2"
"1343","05143",0,0,1,"1"
"1344","05146",2,0,2,"2"
"1345","05148",0,0,0,"0"
"1346","05149",0,0,1,"1"
"1347","05150",2,0,1,"2"
"1348","05151",2,0,1,"2"
"1349","05152",0,0,0,"0"
"1350","05153",0,0,1,"1"
"1351","05154",2,0,2,"2"
"1352","05155",0,0,0,"0"
"1353","05156",2,0,1,"2"
"1354","05158",4,2,4,"3"
"1355","05161",0,0,0,"0"
"1356","05201",0,0,1,"1"
"1357","05250",0,0,0,"0"
"1358","05251",0,0,0,"0"
"1359","05252",0,0,1,"1"
"1360","05253",2,0,1,"2"
"1361","05254",0,0,0,"0"
"1362","05255",0,0,0,"0"
"1363","05257",0,0,1,"1"
"1364","05260",4,2,6,"3"
"1365","05261",4,2,6,"3"
"1366","05262",0,0,1,"1"
"1367","05301",10,4,9,"3"
"1368","05340",0,0,0,"0"
"1369","05341",0,0,0,"0"
"1370","05342",0,0,0,"0"
"1371","05343",2,0,1,"2"
"1372","05345",6,2,4,"3"
"1373","05346",4,2,3,"3"
"1374","05350",4,2,5,"3"
"1375","05352",4,2,5,"3"
"1376","05353",2,0,1,"2"
"1377","05354",4,2,3,"3"
"1378","05355",2,0,1,"2"
"1379","05356",0,0,0,"0"
"1380","05358",0,0,0,"0"
"1381","05359",2,0,1,"2"
"1382","05360",0,0,0,"0"
"1383","05361",0,0,0,"0"
"1384","05362",6,2,4,"3"
"1385","05363",0,0,0,"0"
"1386","05401",12,2,5,"3"
"1387","05403",12,2,5,"3"
"1388","05404",12,2,5,"3"
"1389","05405",12,2,5,"3"
"1390","05408",12,2,5,"3"
"1391","05439",12,2,5,"3"
"1392","05440",2,2,1,"3"
"1393","05441",0,0,0,"0"
"1394","05442",0,0,0,"0"
"1395","05443",0,0,1,"1"
"1396","05444",0,0,0,"0"
"1397","05445",12,2,6,"3"
"1398","05446",12,2,5,"3"
"1399","05447",0,0,0,"0"
"1400","05448",0,0,0,"0"
"1401","05450",0,0,0,"0"
"1402","05452",12,2,5,"3"
"1403","05454",2,2,1,"3"
"1404","05455",2,2,1,"3"
"1405","05456",0,0,1,"1"
"1406","05457",0,0,0,"0"
"1407","05458",0,0,0,"0"
"1408","05459",2,2,1,"3"
"1409","05461",12,2,5,"3"
"1410","05462",0,0,0,"0"
"1411","05463",0,0,0,"0"
"1412","05464",0,0,1,"1"
"1413","05465",12,2,5,"3"
"1414","05468",10,2,4,"3"
"1415","05471",0,0,0,"0"
"1416","05472",0,0,1,"1"
"1417","05473",0,0,1,"1"
"1418","05474",0,0,0,"0"
"1419","05476",0,0,0,"0"
"1420","05477",0,0,0,"0"
"1421","05478",2,2,1,"3"
"1422","05481",2,2,1,"3"
"1423","05482",12,2,5,"3"
"1424","05483",2,2,1,"3"
"1425","05485",2,2,1,"3"
"1426","05486",12,2,5,"3"
"1427","05487",0,0,0,"0"
"1428","05488",2,2,1,"3"
"1429","05489",0,0,0,"0"
"1430","05491",0,0,1,"1"
"1431","05492",0,0,0,"0"
"1432","05494",4,2,2,"3"
"1433","05495",12,2,5,"3"
"1434","05602",2,2,2,"3"
"1435","05640",0,0,0,"0"
"1436","05641",2,2,2,"3"
"1437","05647",0,0,1,"1"
"1438","05648",0,0,0,"0"
"1439","05649",2,2,2,"3"
"1440","05650",0,0,1,"1"
"1441","05651",2,2,2,"3"
"1442","05652",0,0,1,"1"
"1443","05653",0,0,1,"1"
"1444","05654",2,2,2,"3"
"1445","05655",0,0,1,"1"
"1446","05656",0,0,1,"1"
"1447","05657",0,0,2,"1"
"1448","05658",2,2,3,"3"
"1449","05660",2,2,2,"3"
"1450","05661",0,0,2,"1"
"1451","05663",2,2,2,"3"
"1452","05664",2,2,2,"3"
"1453","05667",2,2,2,"3"
"1454","05669",0,0,0,"0"
"1455","05672",0,0,1,"1"
"1456","05673",0,0,0,"0"
"1457","05674",0,0,0,"0"
"1458","05675",2,2,2,"3"
"1459","05676",2,2,2,"3"
"1460","05677",0,0,1,"1"
"1461","05678",2,2,2,"3"
"1462","05679",2,2,2,"3"
"1463","05680",0,0,2,"1"
"1464","05681",0,0,1,"1"
"1465","05682",2,2,2,"3"
"1466","05701",6,2,4,"3"
"1467","05730",2,0,1,"2"
"1468","05732",4,2,3,"3"
"1469","05733",4,2,3,"3"
"1470","05734",0,0,1,"1"
"1471","05735",6,2,4,"3"
"1472","05736",6,2,4,"3"
"1473","05737",0,0,0,"0"
"1474","05738",6,2,4,"3"
"1475","05739",2,0,1,"2"
"1476","05740",0,0,0,"0"
"1477","05742",6,2,4,"3"
"1478","05743",0,0,0,"0"
"1479","05744",4,2,3,"3"
"1480","05747",0,0,0,"0"
"1481","05748",0,0,0,"0"
"1482","05751",4,2,3,"3"
"1483","05753",0,0,1,"1"
"1484","05757",2,0,1,"2"
"1485","05758",2,0,1,"2"
"1486","05759",6,2,4,"3"
"1487","05760",0,0,0,"0"
"1488","05761",0,0,0,"0"
"1489","05762",4,2,3,"3"
"1490","05763",4,2,3,"3"
"1491","05764",0,0,0,"0"
"1492","05765",4,2,3,"3"
"1493","05766",0,0,0,"0"
"1494","05767",0,0,0,"0"
"1495","05769",0,0,0,"0"
"1496","05770",0,0,1,"1"
"1497","05772",0,0,0,"0"
"1498","05773",6,2,4,"3"
"1499","05774",0,0,0,"0"
"1500","05775",0,0,0,"0"
"1501","05776",0,0,0,"0"
"1502","05777",6,2,4,"3"
"1503","05778",0,0,0,"0"
"1504","05819",2,2,2,"3"
"1505","05820",0,0,0,"0"
"1506","05821",2,2,2,"3"
"1507","05822",2,2,2,"3"
"1508","05824",2,2,2,"3"
"1509","05825",2,2,2,"3"
"1510","05826",0,0,1,"1"
"1511","05827",0,0,1,"1"
"1512","05828",2,2,3,"3"
"1513","05829",2,2,2,"3"
"1514","05830",2,2,2,"3"
"1515","05832",2,2,2,"3"
"1516","05833",0,0,0,"0"
"1517","05836",0,0,1,"1"
"1518","05837",0,0,0,"0"
"1519","05839",2,2,2,"3"
"1520","05841",0,0,1,"1"
"1521","05842",0,0,1,"1"
"1522","05843",0,0,2,"1"
"1523","05845",2,2,2,"3"
"1524","05846",0,0,0,"0"
"1525","05847",0,0,0,"0"
"1526","05850",2,2,2,"3"
"1527","05851",2,2,2,"3"
"1528","05853",2,2,2,"3"
"1529","05855",2,2,2,"3"
"1530","05857",2,2,2,"3"
"1531","05858",0,0,0,"0"
"1532","05859",2,2,2,"3"
"1533","05860",2,2,2,"3"
"1534","05862",0,0,0,"0"
"1535","05866",2,2,2,"3"
"1536","05867",0,0,0,"0"
"1537","05868",2,2,2,"3"
"1538","05871",0,0,0,"0"
"1539","05872",2,2,2,"3"
"1540","05873",2,2,3,"3"
"1541","05874",0,0,0,"0"
"1542","05875",0,0,0,"0"
"1543","05901",0,0,0,"0"
"1544","05902",0,0,1,"1"
"1545","05903",0,0,1,"1"
"1546","05904",0,0,0,"0"
"1547","05905",0,0,0,"0"
"1548","05906",2,2,2,"3"
"1549","05907",0,0,0,"0"
"1550","06001",36,14,40,"3"
"1551","06002",42,14,36,"3"
"1552","06010",72,26,64,"3"
"1553","06013",16,6,23,"3"
"1554","06016",42,18,32,"3"
"1555","06018",6,0,5,"2"
"1556","06019",30,12,32,"3"
"1557","06020",34,14,37,"3"
"1558","06021",6,2,9,"3"
"1559","06022",14,4,17,"3"
"1560","06023",70,26,63,"3"
"1561","06024",4,0,4,"2"
"1562","06026",34,14,29,"3"
"1563","06027",0,0,0,"0"
"1564","06029",44,16,35,"3"
"1565","06031",8,2,10,"3"
"1566","06032",54,16,48,"3"
"1567","06033",58,16,44,"3"
"1568","06035",22,12,21,"3"
"1569","06037",62,24,59,"3"
"1570","06039",4,0,3,"2"
"1571","06040",34,12,30,"3"
"1572","06042",36,14,33,"3"
"1573","06043",40,12,32,"3"
"1574","06051",72,26,62,"3"
"1575","06052",78,28,66,"3"
"1576","06053",68,24,59,"3"
"1577","06057",4,2,8,"3"
"1578","06058",6,2,9,"3"
"1579","06059",4,2,8,"3"
"1580","06060",8,2,5,"3"
"1581","06061",26,10,28,"3"
"1582","06062",72,24,61,"3"
"1583","06063",4,2,8,"3"
"1584","06065",4,2,7,"3"
"1585","06066",36,14,31,"3"
"1586","06067",64,18,52,"3"
"1587","06068",4,0,3,"2"
"1588","06069",2,0,2,"2"
"1589","06070",26,8,23,"3"
"1590","06071",26,8,20,"3"
"1591","06073",40,14,30,"3"
"1592","06074",46,18,38,"3"
"1593","06076",12,4,10,"3"
"1594","06078",48,24,45,"3"
"1595","06081",28,12,25,"3"
"1596","06082",50,22,43,"3"
"1597","06084",36,12,26,"3"
"1598","06085",38,16,45,"3"
"1599","06088",50,18,38,"3"
"1600","06089",36,12,36,"3"
"1601","06090",8,2,5,"3"
"1602","06091",4,2,7,"3"
"1603","06092",14,6,13,"3"
"1604","06093",32,16,24,"3"
"1605","06095",56,20,45,"3"
"1606","06096",50,18,38,"3"
"1607","06098",6,2,10,"3"
"1608","06103",62,20,53,"3"
"1609","06105",62,20,53,"3"
"1610","06106",62,20,54,"3"
"1611","06107",60,18,51,"3"
"1612","06108",62,20,52,"3"
"1613","06109",60,18,52,"3"
"1614","06110",60,18,53,"3"
"1615","06111",60,18,52,"3"
"1616","06112",62,20,53,"3"
"1617","06114",62,20,54,"3"
"1618","06117",58,20,51,"3"
"1619","06118",58,16,44,"3"
"1620","06119",62,20,53,"3"
"1621","06120",70,22,59,"3"
"1622","06160",62,20,53,"3"
"1623","06226",20,4,17,"3"
"1624","06231",24,4,18,"3"
"1625","06232",38,12,30,"3"
"1626","06234",18,2,11,"3"
"1627","06235",16,2,10,"3"
"1628","06237",28,6,20,"3"
"1629","06238",38,12,30,"3"
"1630","06239",18,2,11,"3"
"1631","06241",18,2,11,"3"
"1632","06242",28,6,16,"3"
"1633","06243",24,6,16,"3"
"1634","06247",22,2,11,"3"
"1635","06248",24,8,16,"3"
"1636","06249",22,4,17,"3"
"1637","06250",14,2,9,"3"
"1638","06254",30,6,27,"3"
"1639","06255",24,4,17,"3"
"1640","06256",26,4,19,"3"
"1641","06259",22,4,15,"3"
"1642","06260",22,4,15,"3"
"1643","06262",24,4,16,"3"
"1644","06263",18,2,11,"3"
"1645","06264",30,4,21,"3"
"1646","06266",22,4,18,"3"
"1647","06268",16,4,12,"3"
"1648","06269",16,4,12,"3"
"1649","06277",24,4,17,"3"
"1650","06278",16,4,8,"3"
"1651","06279",26,10,17,"3"
"1652","06280",30,4,21,"3"
"1653","06281",20,4,13,"3"
"1654","06282",10,4,9,"3"
"1655","06320",22,6,28,"3"
"1656","06330",24,4,19,"3"
"1657","06331",34,4,20,"3"
"1658","06332",26,4,17,"3"
"1659","06333",20,4,23,"3"
"1660","06334",32,6,31,"3"
"1661","06335",20,4,21,"3"
"1662","06336",30,6,27,"3"
"1663","06339",24,6,27,"3"
"1664","06340",22,6,28,"3"
"1665","06350",22,4,18,"3"
"1666","06351",26,4,17,"3"
"1667","06353",20,4,27,"3"
"1668","06354",28,4,19,"3"
"1669","06355",14,4,20,"3"
"1670","06357",18,4,22,"3"
"1671","06359",18,4,19,"3"
"1672","06360",40,6,35,"3"
"1673","06365",14,2,15,"3"
"1674","06370",18,4,17,"3"
"1675","06371",8,2,16,"3"
"1676","06373",14,0,7,"2"
"1677","06374",36,6,22,"3"
"1678","06375",20,4,24,"3"
"1679","06376",18,4,22,"3"
"1680","06377",14,0,7,"2"
"1681","06378",14,4,19,"3"
"1682","06379",16,6,21,"3"
"1683","06380",38,6,33,"3"
"1684","06382",20,4,27,"3"
"1685","06384",18,2,14,"3"
"1686","06385",22,6,28,"3"
"1687","06387",28,4,19,"3"
"1688","06389",38,6,34,"3"
"1689","06390",0,0,0,"0"
"1690","06401",76,36,52,"3"
"1691","06403",58,30,42,"3"
"1692","06405",42,20,37,"3"
"1693","06409",22,6,20,"3"
"1694","06410",88,36,70,"3"
"1695","06412",18,4,13,"3"
"1696","06413",16,4,16,"3"
