ID,STATE,ADDRESS,city,zip,Longitude,Latitude,total_beds,pit_count,year_round_beds
19225,AK, , ,99686,-146.352052299999997,  61.133974199999997,10,7,7
19687,AK,1712 A Street,Anchorage,99501,-149.883347500000013,  61.204535989999997,89,55,89
19688,AK, , ,99504,-149.729005000000001,  61.218069999999997,3,3,3
19689,AK, , ,99515,-149.859858300000013,  61.105672499999997,22,22,22
19713,AK,3015 Yale Drive,Anchorage,99508,-149.842522500000001,  61.193125999999999,5,2,5
19714,AK, , ,99503,-149.907769999999999,  61.193919999999999,10,10,10
19715,AK,3127 Tarwater Avenue,Anchorage,99508,-149.822072600000013,  61.226894129999998,11,10,11
19719,AK, , ,99508,-149.802785000000000,  61.221294999999998,30,30,30
19720,AK, , ,99504,-149.729005000000001,  61.218069999999997,0,0,0
19768,AK,207 Muldoon Road,Anchorage,99504,-149.733488200000011,  61.221845129999998,118,118,118
19769,AK,1104 E. 5th Avenue,Anchorage,99501,-149.862522000000013,  61.217522500000001,46,43,46
19770,AK,325 E. 3rd Avenue,Anchorage,99501,-149.878122999999988,  61.219557500000001,20,24,20
19772,AK,4455 Juneau Street,Anchorage,99503,-149.863614000000013,  61.179853510000001,20,20,20
19773,AK,201 E 9th Avenue,Anchorage,99501,-149.880632999999989,  61.213647459999997,74,74,74
19774,AK, , ,99508,-149.802785000000000,  61.221294999999998,18,18,18
19775,AK, , ,99508,-149.802785000000000,  61.221294999999998,121,84,121
19776,AK, , ,99508,-149.802785000000000,  61.221294999999998,59,51,59
19777,AK,240 East 3rd Avenue,Anchorage,99501,-149.879659000000004,  61.219502470000002,70,62,70
19779,AK,755 A Street,Anchorage,99501,-149.883219700000012,  61.214878419999998,60,54,60
19780,AK,6410 Regent Drive,Anchorage,99504,-149.760948100000007,  61.183449770000003,10,8,10
19781,AK,750 W 5th Avenue,Anchorage,99501,-149.897264000000007,  61.217532470000002,25,22,25
19782,AK, , ,99501,-149.866919999999993,  61.212885000000000,32,32,32
19783,AK, , ,99501,-149.866919999999993,  61.212885000000000,4,4,4
19784,AK, , ,99501,-149.866919999999993,  61.212885000000000,39,39,39
19785,AK, , ,99508,-149.802785000000000,  61.221294999999998,54,54,54
19787,AK, , ,99501,-149.866919999999993,  61.212885000000000,0,0,0
19788,AK,4110 Spenard Road,Anchorage,99517,-149.929302799999988,  61.182664379999999,57,38,49
19789,AK,1021 East 3rd Avenue,Anchorage,99501,-149.864069000000001,  61.219547480000003,230,238,230
19790,AK,1021 East 3rd Avenue,Anchorage,99501,-149.864069000000001,  61.219547480000003,10,6,10
19791,AK,1101 East 3rd Avenue,Anchorage,99501,-149.862425000000002,  61.219547480000003,165,164,0
19799,AK,7041 Debarr Road,Anchorage,99504,-149.749058999999988,  61.209747530000001,11,11,0
19805,AK, , ,99508,-149.802785000000000,  61.221294999999998,15,14,15
19806,AK,2823 East Tudor Road,Anchorage,99507,-149.828061100000014,  61.180914410000000,4,3,4
19807,AK,2823 East Tudor Road,Anchorage,99507,-149.828061100000014,  61.180914410000000,62,52,62
19808,AK, , ,99501,-149.866919999999993,  61.212885000000000,15,9,15
19809,AK, , ,99501,-149.866919999999993,  61.212885000000000,4,4,4
19810,AK, , ,99501,-149.866919999999993,  61.212885000000000,24,24,24
19811,AK, , ,99502,-149.949189999999987,  61.156714999999998,10,9,10
19812,AK, , ,99501,-149.866919999999993,  61.212885000000000,52,44,52
10961,AL,71 CARRAWAY DR,HALEYVILLE,35565, -87.620180000000005,  34.226559999999999,14,14,14
19847,AL,3701 Loop Road E,Tuscaloosa,35401, -87.486496020000004,  33.191378020000002,267,267,267
22267,AL,2015 26th Ave,BIRMINGHAM,35243, -86.823933479999994,  33.545187880000000,20,15,20
23467,AL,2112 Avenue H,Ensley,35212, -86.895442849999995,  33.509378419999997,12,5,12
9859,AL,P. O. Box 451,Montgomery,36101, -86.311940199999995,  32.374909799999998,104,104,104
21355,AL,P. O. Box 451,Montgomery,36101, -86.311940199999995,  32.374909799999998,14,5,14
21867,AL,409 Richard Arington Jr Blvd N,Birmingham,35203, -86.808864420000006,  33.521737709999996,20,19,20
25165,AL,"600 St. Clair Ave., Bldg #3",Huntsville,35801, -86.587406990000005,  34.721767489999998,1,1,1
20953,AL,403 W POWELL ST,DOTHAN,36303, -85.397575300000000,  31.230315720000000,4,3,4
91,AL, , ,36104, -86.306849999999997,  32.377425000000002,8,8,8
90,AL, , ,36104, -86.306849999999997,  32.377425000000002,223,209,223
363,AL, , ,35222, -86.761484999999993,  33.523274999999998,3,3,3
364,AL, , ,36104, -86.306849999999997,  32.377425000000002,0,0,0
370,AL,601 19th St N,Birmingham,35203, -86.810429650000003,  33.518731400000000,4,2,4
371,AL,601 19th St North,Birmingham,35203, -86.810429650000003,  33.518731400000000,1,1,1
2354,AL, , ,36567, -87.712090000000003,  30.555890000000002,4,3,4
2379,AL,111 MOBILE ST,MOBILE,36607, -88.104059640000003,  30.693889299999999,61,48,61
4708,AL,6501 MOFFETT RD,MOBILE,36618, -88.194331320000003,  30.751173240000000,38,37,38
4713,AL,1009 Dauphin St.,Mobile,36604, -88.058607769999995,  30.687732000000000,40,40,28
4717,AL,2325 BOYKIN BLVD,MOBILE,36605, -88.098508899999999,  30.593931080000001,48,35,48
4719,AL, , ,, -86.840286860000006,  32.766542540000003,18,13,18
4733,AL, , ,36609, -88.158675599999995,  30.656582300000000,37,8,37
4759,AL,901 BUTLER DR STE A,MOBILE,36693, -88.130833039999999,  30.650395650000000,0,0,0
4888,AL,3929 AIRPORT BLVD,MOBILE,36609, -88.146453210000004,  30.675802619999999,17,17,17
4889,AL,3929 AIRPORT BLVD,MOBILE,36609, -88.146453210000004,  30.675802619999999,28,28,28
4890,AL,3929 AIRPORT BLVD,MOBILE,36609, -88.146453210000004,  30.675802619999999,69,69,69
4901,AL,3929 AIRPORT BLVD,MOBILE,36609, -88.146453210000004,  30.675802619999999,53,53,53
5037,AL,3929 AIRPORT BLVD,MOBILE,36609, -88.146453210000004,  30.675802619999999,73,70,73
5043,AL,"3221 Springhill Ave Bldg 2, Suite C",Mobile,36607, -88.117067770000006,  30.701753790000001,50,47,50
5102,AL,111 Mobile Street,Mobile,36607, -88.104059640000003,  30.693889299999999,0,0,0
5116,AL, , ,36567, -87.712090000000003,  30.555890000000002,16,6,16
5120,AL,3800 MICHAEL BLVD,MOBILE,36609, -88.148293129999999,  30.668996770000000,42,36,42
5121,AL,3800 MICHAEL BLVD,MOBILE,36609, -88.148293129999999,  30.668996770000000,29,24,29
5141,AL,3800 MICHAEL BLVD,MOBILE,36609, -88.148293129999999,  30.668996770000000,1,1,1
6025,AL,20511 County Road 36,Summerdale,36580, -87.674450980000003,  30.501767529999999,15,8,15
6027,AL,1260 DAUPHIN ST,MOBILE,36604, -88.065302729999999,  30.687453260000002,9,3,9
6194,AL,3561 MOBILE HWY,MONTGOMERY,36108, -86.341216829999993,  32.337096459999998,14,20,14
6197,AL, , ,, -86.840286860000006,  32.766542540000003,6,5,6
6198,AL, , ,, -86.840286860000006,  32.766542540000003,15,8,15
6200,AL, , ,, -86.840286860000006,  32.766542540000003,33,35,33
6202,AL, , ,, -86.840286860000006,  32.766542540000003,4,4,4
6206,AL, , ,, -86.840286860000006,  32.766542540000003,2,3,2
6269,AL,900 MAXWELL BLVD,MONTGOMERY,36104, -86.326646229999994,  32.377659469999998,3,3,3
6271,AL,900 MAXWELL BLVD,MONTGOMERY,36104, -86.326646229999994,  32.377659469999998,65,38,65
6273,AL,900 MAXWELL BLVD,MONTGOMERY,36104, -86.326646229999994,  32.377659469999998,21,17,21
6277,AL,3512 AUDUBON RD,MONTGOMERY,36111, -86.290830779999993,  32.341181509999998,33,34,33
6280,AL,215 CLAYTON ST,MONTGOMERY,36104, -86.312652220000004,  32.373484150000003,13,8,13
6287,AL,2140 UPPER WETUMPKA RD,MONTGOMERY,36107, -86.276860490000004,  32.389562609999999,22,5,22
6288,AL,2140 UPPER WETUMPKA RD,MONTGOMERY,36107, -86.276860490000004,  32.389562609999999,100,99,100
6290,AL,2140 UPPER WETUMPKA RD,MONTGOMERY,36107, -86.276860490000004,  32.389562609999999,47,34,47
6291,AL,2140 UPPER WETUMPKA RD,MONTGOMERY,36107, -86.276860490000004,  32.389562609999999,40,34,40
6523,AL,101 COLISEUM BLVD,MONTGOMERY,36109, -86.257447499999998,  32.386964010000000,0,0,0
6528,AL,1226 CLAY ST,MONTGOMERY,36104, -86.331873770000001,  32.375909739999997,20,18,20
6529,AL,508 JORDAN AVE,TALLASSEE,36078, -85.897639519999998,  32.530065540000002,4,2,4
6531,AL,3561 MOBILE HWY,MONTGOMERY,36108, -86.341216829999993,  32.337096459999998,3,4,3
6532,AL,312 CHISHOLM ST,MONTGOMERY,36110, -86.279896170000001,  32.413695949999997,21,14,21
6538,AL,312 CHISHOLM ST,MONTGOMERY,36110, -86.279896170000001,  32.413695949999997,16,10,16
6548,AL,28 CRENSHAW ST,MONTGOMERY,36104, -86.332182649999993,  32.376020259999997,11,9,11
6550,AL,28 CRENSHAW ST,MONTGOMERY,36104, -86.332182649999993,  32.376020259999997,6,2,6
6589,AL,660 MORGAN AVE,MONTGOMERY,36104, -86.315783280000005,  32.366441039999998,7,6,7
7113,AL, , ,, -86.840286860000006,  32.766542540000003,23,14,23
7119,AL,114 N 11TH ST,GADSDEN,35901, -86.017131629999994,  34.018581509999997,44,21,32
7131,AL,2 CIRCLE DR,ANNISTON,36201, -85.830786669999995,  33.664133659999997,45,4,45
7135,AL,14 CIRCLE DR,ANNISTON,36201, -85.831382540000007,  33.664775630000001,5,7,5
7146,AL,915 S 12TH ST,GADSDEN,35901, -86.021550070000004,  34.009883230000000,25,27,25
7148,AL,3113 McCoy Avenue,Anniston,36201, -85.835698879999995,  33.686860140000000,14,3,14
7151,AL,608 MARTIN LUTHER KING DR,ANNISTON,36201, -85.843339839999999,  33.620410200000002,4,1,4
7154,AL,600 Martin Luther King Drive,Anniston,36201, -85.843247390000002,  33.620411660000002,4,4,4
7160,AL, , ,, -86.840286860000006,  32.766542540000003,9,9,9
7176,AL, , ,, -86.840286860000006,  32.766542540000003,4,3,4
10850,AL, , ,36804, -85.374243600000000,  32.619805399999997,5,5,5
10938,AL,635 W COLLEGE ST,FLORENCE,35630, -87.684640779999995,  34.795364069999998,8,8,8
10939,AL,505 N SEMINARY ST,FLORENCE,35630, -87.677205779999994,  34.804742589999996,8,8,8
10945,AL,2202 CHISHOLM RD,FLORENCE,35630, -87.674691539999998,  34.830227880000002,30,30,0
10952,AL, , ,, -86.840286860000006,  32.766542540000003,78,78,78
10963,AL,106 S CEDAR ST,FLORENCE,35630, -87.678457800000004,  34.798913210000002,20,20,20
10964,AL,505 N SEMINARY ST,FLORENCE,35630, -87.677205779999994,  34.804742589999996,8,8,8
10967,AL,1601 HUNTSVILLE RD,FLORENCE,35630, -87.654039960000006,  34.807502290000002,40,40,40
10970,AL,104 S RICHARDS ST,FLORENCE,35630, -87.647400899999994,  34.810295850000003,3,3,3
10971,AL,635 W COLLEGE ST,FLORENCE,35630, -87.684640779999995,  34.795364069999998,3,3,3
10972,AL,809 MEADOW LN,FLORENCE,35630, -87.686572130000002,  34.791741000000002,3,3,3
10973,AL,471 N CEDAR ST,FLORENCE,35630, -87.681668889999997,  34.804025850000002,3,3,3
10975,AL,205 JACKSON AVE S,RUSSELLVILLE,35653, -87.730977839999994,  34.503793479999999,3,3,3
10976,AL,205 JACKSON AVE S,RUSSELLVILLE,35653, -87.730977839999994,  34.503793479999999,2,2,2
10977,AL,439 N CYPRESS ST,FLORENCE,35630, -87.682334830000002,  34.802718859999999,11,11,11
10980,AL,635 W COLLEGE ST,FLORENCE,35630, -87.684640779999995,  34.795364069999998,16,16,16
10983,AL,635 W COLLEGE ST,FLORENCE,35630, -87.684640779999995,  34.795364069999998,3,3,3
10985,AL, , ,, -86.840286860000006,  32.766542540000003,112,112,112
11346,AL,5748 Carmichael Parkway,Montgomery,36117, -86.208404310000006,  32.361068750000001,59,27,59
12876,AL,14004 Boros Rd,Elberta,36530, -87.530644850000002,  30.429337199999999,16,11,16
13312,AL,3529 7th Ave S,Birmingham,35222, -86.778212800000006,  33.516612119999998,31,18,31
14202,AL,913 S BROAD ST,MOBILE,36603, -88.055661700000002,  30.667482910000000,69,38,69
14210,AL,279A N WASHINGTON AVE,MOBILE,36603, -88.053364380000005,  30.693395020000001,36,16,36
14620,AL,3419 VENONA AVE NW,HUNTSVILLE,35810, -86.595738429999997,  34.770723330000003,30,31,30
14723,AL,1260 Dauphin Street,Mobile,36604, -88.065302729999999,  30.687453260000002,0,0,0
19849,AL,2117 JACK WARNER PKWY,TUSCALOOSA,35401, -87.566326860000004,  33.213502980000001,27,27,27
19850,AL,2902 GREENSBORO AVE,TUSCALOOSA,35401, -87.555555279999993,  33.184857569999998,8,6,8
19852,AL,2901 GREENSBORO AVE,TUSCALOOSA,35401, -87.555457079999996,  33.184877010000001,10,6,10
19853,AL,2902 GREENSBORO AVE,TUSCALOOSA,35401, -87.555555279999993,  33.184857569999998,46,19,46
19855,AL,2902 GREENSBORO AVE,TUSCALOOSA,35401, -87.555555279999993,  33.184857569999998,19,5,19
19857,AL, , ,, -86.840286860000006,  32.766542540000003,16,3,16
20949,AL,905 Ashland Highway,Talladega,35160, -86.086570949999995,  33.434045339999997,60,63,60
20950,AL,905 Ashland Hwy,Talladega,35160, -86.086570949999995,  33.434045339999997,8,8,8
20951,AL,1221 BLOUNT AVE,GUNTERSVILLE,35976, -86.300243069999993,  34.347828069999998,20,20,20
20955,AL, , ,, -86.840286860000006,  32.766542540000003,30,28,30
20956,AL,539 GUNTER AVE,GUNTERSVILLE,35976, -86.295693959999994,  34.356440939999999,14,14,0
20957,AL, , ,, -86.840286860000006,  32.766542540000003,7,7,7
20960,AL, , ,, -86.840286860000006,  32.766542540000003,10,8,10
20961,AL, , ,, -86.840286860000006,  32.766542540000003,11,9,10
20963,AL, , ,, -86.840286860000006,  32.766542540000003,12,9,12
21254,AL,3700 INDUSTRIAL PKWY,BIRMINGHAM,35217, -86.753891620000005,  33.612782940000002,888,785,888
21264,AL,216 E CRAWFORD ST,DOTHAN,36301, -85.389343679999996,  31.221844640000000,36,32,36
21356,AL,100 N UNION ST,MONTGOMERY,36104, -86.299791200000001,  32.379578750000000,2,2,2
21357,AL,1215 S Walnut Ave,Demopolis,36732, -87.838595470000001,  32.501666960000001,1,1,1
21593,AL,3521 7TH AVE S,BIRMINGHAM,35222, -86.778723260000007,  33.516381539999998,4,4,4
21595,AL,3700 INDUSTRIAL PKWY,BIRMINGHAM,35217, -86.753891620000005,  33.612782940000002,82,74,82
21718,AL,3517 7th Ave S,Birmingham,35222, -86.778740690000006,  33.516338800000000,90,90,90
21777,AL,3600 8TH AVE S,BIRMINGHAM,35222, -86.776533740000005,  33.515278400000000,27,27,27
21782,AL,21 King's Home Drive,Chelsea,35043, -86.631300949999996,  33.329074319999997,30,30,30
21807,AL,2 WALKER RUN,ALABASTER,35007, -86.730293709999998,  33.207494199999999,6,0,6
21809,AL,1515 FAIRFAX AVE,BESSEMER,35020, -86.946369329999996,  33.392016689999998,121,119,121
21813,AL,1826 3RD AVE N,BIRMINGHAM,35203, -86.808721000000006,  33.515434380000002,453,438,453
21831,AL,1945 WARRIOR RD,BIRMINGHAM,35208, -86.881468630000001,  33.495185800000002,30,22,30
21846,AL,5704 First Ave N,BIRMINGHAM,35212, -86.750152450000002,  33.542210369999999,26,26,26
21863,AL,2512 LEE AVE SW,BIRMINGHAM,35211, -86.876569649999993,  33.480501799999999,8,8,8
21873,AL,1016 19TH ST S,BIRMINGHAM,35205, -86.798256159999994,  33.500629060000001,14,10,14
21874,AL,1501 3RD AVE N,BIRMINGHAM,35203, -86.813670680000001,  33.513010340000001,70,55,50
22060,AL,1945 WARRIOR RD,BIRMINGHAM,35208, -86.881468630000001,  33.495185800000002,5,0,5
22063,AL,432 2ND ST N,BIRMINGHAM,35204, -86.833152150000004,  33.509268700000000,7,6,7
22067,AL, , ,, -86.840286860000006,  32.766542540000003,14,11,14
22068,AL,309 23RD ST N,BIRMINGHAM,35203, -86.802912669999998,  33.518507149999998,21,12,21
22069,AL, , ,, -86.840286860000006,  32.766542540000003,30,16,30
22073,AL,309 23rd St N,Birmingham,35203, -86.802912669999998,  33.518507149999998,0,0,0
22075,AL,309 23rd St N,Birmingham,35203, -86.802912669999998,  33.518507149999998,0,0,0
22076,AL,309 23rd Street N,Birmingham,35203, -86.802912669999998,  33.518507149999998,33,8,33
22187,AL,8246 2nd Ave South,Birmingham,35206, -86.719570410000003,  33.568790550000003,3,0,3
22214,AL,2230 4TH AVE N,Birmingham,35203, -86.803623380000005,  33.519075780000001,85,85,85
22247,AL,601 19th St N,Birmingham,35203, -86.810429650000003,  33.518731400000000,6,0,6
22256,AL,2130 11TH AVE N,BIRMINGHAM,35234, -86.811009949999999,  33.526850910000000,36,39,36
22270,AL,2015 26th Ave N,Birmingham,35234, -86.823933479999994,  33.545187880000000,4,1,4
22272,AL,2130 11TH AVE N,BIRMINGHAM,35234, -86.811009949999999,  33.526850910000000,48,40,48
22278,AL,2015 26th Ave N,Birmingham,35234, -86.823933479999994,  33.545187880000000,9,3,9
22280,AL,2015 26TH AVE N,BIRMINGHAM,35234, -86.823933479999994,  33.545187880000000,18,21,18
22310,AL,2015 26th Avenue North,Birmingham,35234, -86.823933479999994,  33.545187880000000,13,12,13
22314,AL,1816 6TH AVE N,BESSEMER,35020, -86.957408839999999,  33.403951720000002,8,1,8
22315,AL,201 Beacon Parkway West,Birmingham,35209, -86.821904559999993,  33.472999909999999,10,10,10
22335,AL,2324 5th Avenue North,Birmingham,35203, -86.802987360000003,  33.520599730000001,1,1,1
22337,AL,716 Richard Arrington Jr. Blvd. North,Birmingham,35203, -86.808753179999997,  33.521625129999997,0,0,0
22345,AL,620 VALLEY ST,MONTEVALLO,35115, -86.864258230000004,  33.100756359999998,5,5,5
22349,AL,7916 2ND AVE S,BIRMINGHAM,35206, -86.722801210000000,  33.563685980000002,26,4,26
22352,AL,3420 2ND AVE N,BIRMINGHAM,35222, -86.787007889999998,  33.524657859999998,36,16,36
22353,AL,3420 2ND AVE N,BIRMINGHAM,35222, -86.787007889999998,  33.524657859999998,30,10,30
22354,AL,908 20TH ST S,BIRMINGHAM,35205, -86.798183269999996,  33.503385399999999,50,46,50
22366,AL,2230 4th Avenue N,Birmingham,35203, -86.803623380000005,  33.519075780000001,35,32,35
22373,AL,2141 14TH AVE S,BIRMINGHAM,35205, -86.791286139999997,  33.498731220000003,20,12,20
22847,AL,2230 4TH AVE N,BIRMINGHAM,35203, -86.803623380000005,  33.519075780000001,6,6,6
22926,AL,40 15TH TER NE,CENTER POINT,35215, -86.683782280000003,  33.626703270000000,62,58,62
22928,AL,1825 15TH AVE N,BIRMINGHAM,35234, -86.819663149999997,  33.530065960000002,50,39,50
22931,AL,1639 13TH AVE N,BIRMINGHAM,35204, -86.819762190000006,  33.526123609999999,24,20,24
22941,AL, , ,, -86.840286860000006,  32.766542540000003,56,14,56
22949,AL,409 RICHARD ARRINGTON JR BLVD N,BIRMINGHAM,35203, -86.808864420000006,  33.521737709999996,10,8,10
22956,AL,2230 4TH AVE N,BIRMINGHAM,35203, -86.803623380000005,  33.519075780000001,9,9,9
22957,AL,2230 4TH AVE N,BIRMINGHAM,35203, -86.803623380000005,  33.519075780000001,58,51,38
22958,AL,1616 2ND AVE N,BIRMINGHAM,35203, -86.811225930000006,  33.513080870000003,35,8,35
23211,AL,940 MONTCLAIR RD,BIRMINGHAM,35213, -86.742793559999996,  33.517779640000001,30,26,30
23212,AL,1625 12TH AVE S,BIRMINGHAM,35205, -86.800720639999994,  33.497227129999999,5,2,5
23252,AL,2 WALKER RUN,ALABASTER,35007, -86.730293709999998,  33.207494199999999,6,1,6
23253,AL,1308 26TH AVE N,BIRMINGHAM,35204, -86.832608850000000,  33.542318780000002,54,42,54
23254,AL,712 25TH ST N,BIRMINGHAM,35203, -86.803005330000005,  33.523806049999997,32,30,32
23412,AL,1615 CULLOM ST S,BIRMINGHAM,35205, -86.808092439999996,  33.489933989999997,8,8,8
23440,AL,3529 7th Ave S,Birmingham,35222, -86.778212800000006,  33.516612119999998,15,4,15
23441,AL,3527 7th Ave S,Birmingham,35222, -86.778366660000003,  33.516507150000002,6,6,6
23442,AL,3521 7TH AVE S,BIRMINGHAM,35222, -86.778723260000007,  33.516381539999998,48,37,48
23473,AL,3521 7TH AVE S,BIRMINGHAM,35222, -86.778723260000007,  33.516381539999998,14,11,14
25163,AL,1400 EVANGEL DR NW,HUNTSVILLE,35816, -86.641034149999996,  34.738912540000001,143,119,143
25110,AL, , ,35801, -86.578010000000006,  34.740364999999997,14,13,14
25107,AL, , ,, -86.840286860000006,  32.766542540000003,25,19,25
25108,AL,2123 LAVERNE DR NW,HUNTSVILLE,35810, -86.618537630000006,  34.754767209999997,7,4,7
25109,AL,305 Seminole Dr. SW,Huntsville,35805, -86.597944880000000,  34.721336659999999,4,0,4
25116,AL, , ,35801, -86.578010000000006,  34.740364999999997,295,269,295
