"","GEOID","ICPSRSTI","ICPSRCTYI","ICPSRFIP","PID","X_CENTROID","Y_CENTROID","STATEA","COUNTYA","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age55_59","age60_64","ageOv65","hispPop","amIndPop","asianPop","pacIsPop","totPop","whitePop","blackPop","NoHSPop","edSampl"
"564","280021",0,0,0,2237,478434.651184,-605117.582634,28,21,7054,1070,1940,1650,1740,5856,477,505,1495,81,1,28,1,12279,3074,9151,2989,5879
"565","280055",0,0,0,2252,466673.630177,-520066.401343,28,55,1294,226,521,307,221,1096,115,100,275,35,0,2,1,2513,1107,1397,769,1238
"566","280023",0,0,0,2238,686471.487573,-583982.30145,28,23,9107,1437,2958,1578,1297,6901,758,816,2441,107,27,13,1,16945,11004,5898,5165,9675
"567","020195",49.9633533322523,1727.12826333712,0,0,0,0,1.2336630452408,172.712826333712,2375.41819361116,362.080103778174,653.224582455002,318.285065672126,357.762283119831,1951.65493757094,155.441543700341,123.9831360467,217.741527485001,54.8980055132155,734.029511918275,51.8138479001135,1.2336630452408,3804,2968.19328684936,5.55148370358359,483.595913734393,2112.64796497487
"568","020275",31.0366466677477,1072.87173666288,0,0,0,0,0.766336954759202,107.287173666288,1475.58180638884,224.919896221826,405.775417544998,197.714934327874,222.237716880169,1212.34506242906,96.5584562996595,77.0168639532998,135.258472514999,34.1019944867845,455.970488081725,32.1861520998865,0.766336954759202,2363,1843.80671315064,3.44851629641641,300.404086265607,1312.35203502513
"569","020170",81,1700,0,0,0,0,2,170,10668,1811,3465,1626,1280,9111,621,442,730,224,688,48,13,17816,16844,90,1791,9634
"570","020290",81,2900,0,0,0,0,2,290,4820,788,1446,787,837,4296,232,163,308,90,4366,20,1,7873,3293,117,1328,4015
"571","020282",76.9908717414108,2266.69481532323,0,0,0,0,1.90100917880027,227.619986121723,2882.72589072062,458.681951117385,789.328133476073,431.449351843458,403.397506694524,2468.64813891515,177.712465520144,111.831394763235,210.146976996162,81.1169507432684,1281.72180170108,51.1144134071781,10.7239980157445,4613.19444444445,3180.18743390012,18.9802421611837,619.498168448755,2535.70645195987
"572","020122",81,1200,0,0,0,0,2,122,15842,2455,4713,2196,2249,13366,885,653,827,358,1738,188,12,25282,23099,41,2459,13694
"573","020261",59.2557498802108,1902.036415908,0,0,0,0,1.46310493531385,190.935194058457,4000.86044561572,536.227958792525,994.911356013416,573.537134643028,588.168183996167,3396.5981073311,233.365237182559,141.189626257786,215.807977958793,144.847388596071,775.445615716339,120.706157163392,8.77862961188309,6107,5058.68531384763,42.4300431241016,675.222927647341,3428.786415908
"574","280147",0,0,0,2292,559803.118494,-692451.110686,28,147,7121,1355,2509,1292,1049,5421,619,643,1933,163,3,14,2,13761,8095,5646,3930,7556
"575","280009",0,0,0,2232,617494.303636,-278302.623859,28,9,4245,726,1490,862,670,3229,410,363,1155,66,3,1,0,8153,5054,3093,2690,4405
"576","220055",0,0,0,236,378318.552534,-806684.207895,22,55,93795,12782,24663,16231,18901,78810,5585,4425,10069,3721,214,666,15,150017,117867,30334,27707,77495
"577","220093",0,0,0,78,501142.766828,-820769.993818,22,93,11953,1945,4117,2570,2194,10155,756,724,1920,330,2,23,2,21495,11299,10156,5221,10669
"578","220109",0,0,0,86,498428.11388,-888275.553267,22,109,54723,9606,17910,10268,9827,46561,3402,2756,5890,1606,3274,269,13,94393,76058,14598,22185,46849
"579","220099",0,0,0,81,422554.117439,-813327.041506,22,99,22322,3857,7877,4463,3941,18567,1600,1495,3357,631,26,128,3,40214,26810,13185,12182,20076
"580","510775",0,0,0,1807,1393749.3349,93245.163941,51,775,15343,1224,3096,2250,2353,11078,1510,1187,3114,99,24,73,1,23958,22770,1063,5830,15035
"581","510810",0,0,0,1811,1751162.02123,100089.801996,51,810,169757,20316,45123,26434,29450,143440,9989,6629,11913,5160,633,6368,202,262199,226788,26291,28239,141048
"582","510179",0,0,0,1770,1593261.03201,259161.40796,51,179,24846,3226,7675,3925,3505,20707,1585,1112,2229,502,91,190,18,40470,37115,2905,7726,22174
"583","480453",0,0,0,1619,-171019.622291,-798647.022531,48,453,281731,30259,57557,40699,63749,239144,15460,12490,30671,72288,1241,3936,169,419573,327702,44988,55917,227453
"584","480171",0,0,0,1717,-282846.905831,-797704.718455,48,171,7183,798,1767,1067,781,4691,908,900,3066,1359,19,3,1,13532,13084,21,4260,9119
"585","480501",0,0,0,1408,-632161.540962,-461476.745203,48,501,4758,913,1463,816,736,3774,405,301,639,2306,57,7,0,8299,7139,100,2105,4371
"586","480149",0,0,0,2215,-88802.7374607,-850655.889148,48,149,10033,1185,2289,1394,1247,6468,1200,1356,4463,968,26,10,2,18832,16798,1687,7648,12711
"587","480463",0,0,0,2974,-365338.186014,-901445.221807,48,463,12070,1988,4334,2343,1808,9391,1049,857,2651,12394,28,25,2,22441,18584,78,6373,11968
"588","480185",0,0,0,1722,1391.99664115,-777076.823886,48,185,7166,1083,2124,1202,1028,5274,699,718,2442,1232,4,13,0,13580,9327,3769,4427,8136
"589","480467",0,0,0,1624,15275.4254139,-552160.752793,48,467,17298,2045,4740,2637,1825,11773,1879,1948,5646,558,48,19,1,31426,29740,1284,10226,20179
"590","480447",0,0,0,1616,-297603.427169,-478658.910491,48,447,1063,124,266,141,109,698,118,130,511,115,7,5,0,2053,1938,0,704,1413
"591","480145",0,0,0,1706,-88836.1904098,-697710.037843,48,145,9160,1185,2482,1586,1156,6198,1047,1102,4126,1690,26,17,4,17946,11969,4883,6660,11537
"592","480181",0,0,0,1720,-62424.1680424,-433290.353547,48,181,52097,6129,12997,7901,7541,38308,4859,4541,13984,1349,629,178,7,89796,82078,6312,21840,55262
"593","480139",0,0,0,1703,-74397.7393911,-575860.570778,48,139,33301,4728,10382,5811,4507,26026,2641,2436,7764,5774,134,56,17,59743,48691,7433,15186,34304
"594","480191",0,0,0,1725,-426135.684933,-321982.616948,48,191,2850,422,798,449,323,1984,331,315,1223,842,7,3,1,5594,4783,507,1873,3602
"595","480125",0,0,0,1697,-440161.064631,-423584.418329,48,125,1763,268,526,292,200,1199,205,205,798,587,2,3,0,3539,2985,163,1344,2253
"596","480455",0,0,0,2209,82199.7110609,-716071.765298,48,455,4956,604,1394,793,528,3279,573,619,1988,84,15,4,1,9450,7483,1909,3374,6131
"597","480389",0,0,0,1591,-728744.820614,-660902.113974,48,389,8538,1651,3295,1613,1335,6860,707,585,1276,9790,23,33,0,15801,10149,375,4396,7925
"598","480315",0,0,0,1973,152948.413646,-524699.181817,48,315,5603,774,1514,971,716,3875,605,666,1850,99,28,5,4,10360,6699,3597,3293,6385
"599","480443",0,0,0,1614,-583694.433939,-793798.052723,48,443,890,142,268,136,96,654,73,74,208,691,2,1,0,1595,1474,2,382,953
"600","480305",0,0,0,1969,-538594.535898,-467276.210165,48,305,4470,740,1624,929,604,3450,399,380,1152,3264,20,4,0,8605,6561,301,2724,4746
"601","480283",0,0,0,1959,-304680.348141,-1015743.6543,48,283,2866,521,1088,601,397,2281,265,234,650,4064,4,6,0,5514,4477,4,2044,2907
"602","480241",0,0,0,1942,188636.256509,-752888.561794,48,241,16881,2407,5415,2888,2152,12507,1608,1511,4243,382,30,18,4,30781,24641,5942,8672,17930
"603","480253",0,0,0,3001,-361299.570419,-525146.199593,48,253,9093,1232,2685,1522,1016,6337,975,985,3257,2532,41,57,1,17268,14687,758,5712,10813
"604","480069",0,0,0,1673,-569840.603762,-313789.511232,48,69,5541,1149,2295,1114,763,4502,415,343,817,4071,30,13,0,10556,7689,336,2503,5250
"605","480469",0,0,0,1625,-95024.0362504,-970306.859781,48,469,40644,6350,11825,6837,6498,32544,3147,2388,5850,20944,137,173,3,68807,55788,4710,15501,37304
"606","480273",0,0,0,1955,-172180.926548,-1119713.73574,48,273,20266,3012,5684,3809,4772,17391,1243,953,2493,17408,73,458,11,33358,27617,1291,6610,16058
"607","480045",0,0,0,2978,-474109.98079,-319541.954019,48,45,1379,207,421,222,161,978,145,160,435,418,4,2,0,2579,2211,120,737,1568
"608","480077",0,0,0,1676,-203030.712081,-413463.037069,48,77,5369,626,1355,823,666,3787,540,506,1711,83,34,4,0,9582,9439,67,3037,6112
"609","480321",0,0,0,1976,1451.59902033,-963130.373494,48,321,22018,3608,6147,3504,3729,17323,1774,1503,3916,7965,63,457,9,37828,28002,5507,9707,20921
"610","480047",0,0,0,1663,-221484.124676,-1163041.84586,48,47,4558,727,1524,920,663,3470,427,386,1029,7247,5,3,0,8428,7108,6,2725,4594
"611","480399",0,0,0,2207,-374613.541257,-625993.905393,48,399,6077,857,1834,973,755,4173,651,734,2470,2301,15,21,1,11872,10385,206,4314,7462
"612","480065",0,0,0,1671,-481846.955682,-221262.728558,48,65,3775,519,1129,535,463,2679,404,339,893,264,47,18,0,6672,6510,20,1496,4026
"613","050107",0,0,0,146,469563.824036,-331217.949253,5,107,17314,3480,6695,3758,2482,13696,1557,1471,4796,472,61,88,11,34772,16100,18410,10701,18357
"614","050111",0,0,0,148,479240.609524,-202266.485434,5,111,15159,2040,4650,2672,1974,11500,1454,1297,3464,131,84,15,1,27032,25052,1868,9507,15696
"615","050143",0,0,0,161,159523.672997,-168798.618641,5,143,63914,6880,14062,11064,13762,51982,4356,3695,10741,916,790,475,16,100494,97229,1475,19825,54724
"616","050081",0,0,0,2846,162526.970816,-423760.01525,5,81,7529,1178,2582,1283,1017,5839,643,592,1841,88,85,14,4,13952,10370,3470,3773,7892
"617","050121",0,0,0,151,442019.15922,-118237.223104,5,121,9270,1203,2769,1543,1140,6772,933,863,2572,117,27,22,0,16834,16614,155,5880,10179
"618","050005",0,0,0,514,325934.475515,-129621.927334,5,5,13936,1416,3330,1804,1294,8541,1805,2342,7491,148,65,37,1,27409,27252,26,8354,19565
"619","050013",0,0,0,518,322384.76556,-435268.981032,5,13,3360,442,894,644,497,2488,324,334,1024,15,3,6,6,6079,4354,1706,1897,3602
"620","050105",0,0,0,145,277873.514217,-281376.89181,5,105,3975,517,1265,671,457,2920,387,395,1053,11,26,4,0,7266,7098,133,2124,4356
"621","050027",0,0,0,2844,256758.511507,-475832.64356,5,27,14956,1929,4042,2743,2404,11116,1341,1306,4230,212,59,28,2,26644,17270,9242,7367,15526
"622","050053",0,0,0,2845,326639.376036,-353252.093444,5,53,7428,893,2220,1244,921,5750,581,584,1672,84,35,12,0,13008,12527,420,3599,7730
"623","050131",0,0,0,156,155809.907043,-256285.433708,5,131,55914,7293,14727,8377,8190,42453,4924,4504,12085,906,994,1103,16,95172,87566,4916,20167,56606
"624","050085",0,0,0,136,373232.470373,-299429.639319,5,85,19135,2764,6372,3397,2534,15243,1520,1393,4007,211,118,28,6,34518,30101,4218,9075,19451
"625","050101",0,0,0,143,248777.942427,-173373.631997,5,101,4367,618,1292,675,520,3239,395,411,1032,53,33,6,0,7756,7700,5,2546,4651
"626","050109",0,0,0,147,214434.577246,-370888.059195,5,109,5732,738,1618,908,755,4211,565,551,1717,35,42,2,0,10373,9907,414,3288,6350
"627","050031",0,0,0,112,480311.135491,-173418.512067,5,31,38891,4549,9543,6661,7119,30869,2833,2627,6912,417,197,153,5,63239,59884,2876,16279,35370
"628","050079",0,0,0,134,391303.363141,-387780.386593,5,79,7739,995,2055,1273,1248,6284,564,563,1806,82,15,5,0,13369,8547,4794,4551,7798
"629","050123",0,0,0,152,475037.004847,-264379.09884,5,123,15884,3192,6021,3177,2306,12737,1286,1322,3704,372,36,145,4,30858,16383,14190,8881,16162
"630","050023",0,0,0,110,357022.826067,-212304.941273,5,23,9510,1054,2418,1358,1057,6296,1091,1102,3034,77,41,12,0,16909,16826,4,5564,11022
"631","050017",0,0,0,107,435391.654126,-462903.492471,5,17,8777,1680,3421,1806,1281,6643,823,858,2748,215,17,114,1,17793,8217,9414,5658,9605
"632","050025",0,0,0,3067,350164.073161,-396145.418472,5,25,4256,531,1337,713,514,3201,384,373,1269,17,5,9,0,7868,6657,1194,2598,4773
"633","050015",0,0,0,106,218934.418963,-127022.388566,5,15,9117,1046,2176,1241,977,6127,1013,1064,3062,110,74,22,1,16203,16067,4,4618,10763
"634","050021",0,0,0,109,496043.799416,-112204.085152,5,21,11217,1339,3021,1829,1311,7883,1189,1163,3821,135,28,15,0,20616,20558,3,8133,13116
"635","380003",0,0,0,1143,-158423.595626,1055512.13362,38,3,7913,1023,1894,1457,1343,5920,725,748,2403,28,47,19,0,13960,13868,17,2819,8243
"636","380033",0,0,0,1156,-599417.589914,1078951.28263,38,33,1253,188,388,241,150,935,135,142,386,3,6,0,0,2391,2380,2,453,1424
"637","380091",0,0,0,1182,-130859.963174,1112505.34384,38,91,1706,245,455,275,183,1170,190,193,505,3,1,6,0,3106,3097,2,677,1948
"638","380099",0,0,0,1185,-128781.88732,1213274.8611,38,99,8514,1123,2280,1346,1069,6168,818,910,2514,224,97,21,2,15371,15147,4,4429,9553
"639","380051",0,0,0,2933,-266439.430306,967318.865425,38,51,2558,244,606,416,247,1564,329,330,1097,12,3,0,0,4800,4786,0,2080,3287
"640","380075",0,0,0,1175,-420731.091078,1263054.44065,38,75,1883,250,615,322,208,1379,196,170,628,11,7,9,0,3608,3589,0,756,2213
"641","380001",0,0,0,1142,-505291.680925,978202.327096,38,1,1980,280,532,304,260,1445,175,207,583,9,8,7,0,3584,3568,1,709,2208
"642","380059",0,0,0,1168,-404959.672305,1040717.07024,38,59,14186,2361,4312,2483,2278,11382,1031,964,2716,84,230,25,0,25177,24888,7,5472,13743
"643","380105",0,0,0,1188,-559306.303332,1231251.62221,38,105,13210,2007,3399,2177,2451,10564,945,950,2421,71,715,59,2,22237,21424,3,3522,12203
"644","380005",0,0,0,1144,-252894.975634,1183493.62127,38,5,3923,784,1517,773,554,2986,373,390,1176,27,2316,1,0,7944,5615,1,1934,4316
"645","380017",0,0,0,1150,-95452.8894281,1054070.13636,38,17,56788,6924,12022,8433,12434,46905,3446,3062,8438,515,501,377,15,88247,86842,142,10531,48434
"646","380057",0,0,0,1167,-443213.656685,1108677.92732,38,57,5515,891,1529,767,903,4336,423,405,961,45,207,19,0,9404,9121,10,2263,5314
"647","380021",0,0,0,1152,-193943.122972,964867.839045,38,21,3883,580,1109,621,596,2866,348,419,1234,22,11,22,5,7207,7151,1,1693,4301
"648","380023",0,0,0,1153,-555735.959931,1283012.8919,38,23,1892,243,457,289,186,1203,230,294,705,1,9,1,0,3494,3481,0,966,2319
"649","380063",0,0,0,1169,-165138.15833,1164597.3469,38,63,2725,310,707,411,264,1758,355,317,1204,10,8,2,0,5233,5220,1,1365,3541
"650","380069",0,0,0,1172,-297655.464278,1205023.58145,38,69,3117,442,1038,648,426,2385,305,290,1114,25,20,28,0,6166,6101,0,1709,3612
"651","380047",0,0,0,1163,-267847.737774,1005711.58057,38,47,1874,223,535,368,203,1242,240,217,585,10,0,0,0,3493,3492,0,1314,2164
"652","380031",0,0,0,3035,-218722.151983,1114771.20079,38,31,2435,348,781,419,343,1753,236,232,761,11,18,5,0,4611,4583,1,1083,2720
"653","380053",0,0,0,1165,-558206.044478,1164393.70398,38,53,4006,667,1305,661,637,3136,324,342,744,64,915,6,1,7132,6164,1,1444,3862
"654","380093",0,0,0,1183,-226106.197142,1062070.27352,38,93,14173,1918,3537,2138,2367,10727,1146,1079,3238,76,134,63,0,24154,23848,31,5125,14194
"655","380055",0,0,0,1166,-402582.901908,1139297.00467,38,55,6768,1125,2002,1007,895,4984,656,681,1783,65,548,13,0,12383,11787,2,2890,7344
"656","380083",0,0,0,1178,-329021.562573,1132003.06189,38,83,1585,190,429,238,162,1007,189,178,457,1,5,0,1,2819,2812,0,998,1800
"657","380085",0,0,0,1179,-390219.952675,972946.167832,38,85,1822,461,837,420,310,1591,132,114,196,21,2341,5,0,3620,1269,0,726,1592
"658","380077",0,0,0,1176,-73249.3338081,979725.895986,38,77,11629,1487,2409,2697,2369,9165,883,813,2773,68,249,19,2,19207,18869,9,3780,10289
"659","380089",0,0,0,1181,-509545.973904,1057818.05621,38,89,13931,2169,3819,2614,2957,11628,895,882,2323,82,135,39,7,23697,23440,13,4464,12138
"660","380015",0,0,0,1149,-341439.224432,1066365.2989,38,15,33829,4716,8710,5380,6155,27911,2112,1809,4599,203,1028,191,2,54811,53377,46,6942,29850
"661","380009",0,0,0,1146,-359104.044242,1267752.26365,38,9,5017,710,1401,884,687,3687,479,515,1621,17,76,17,0,9239,9138,1,2229,5557
"662","380095",0,0,0,3037,-241606.297982,1250933.30071,38,95,2132,285,589,350,278,1461,269,244,802,2,41,3,0,4052,4005,3,949,2550
"663","380081",0,0,0,2934,-126278.758159,963117.691699,38,81,3015,443,914,469,402,2228,305,274,816,7,5,0,0,5512,5495,8,1214,3284
"664","380101",0,0,0,1186,-415244.315514,1207843.2986,38,101,35207,5579,9346,5623,7718,29705,1990,1914,5267,756,667,319,11,58392,55851,1091,7587,30135
"665","200071",0,0,0,1031,-501416.08122,125197.271171,20,71,1053,161,277,162,162,743,111,96,249,114,4,1,0,1845,1777,8,287,1083
"666","200059",0,0,0,1025,61633.0520573,119542.689232,20,59,12330,1600,3228,2029,1954,9292,1118,1040,3667,354,104,56,0,22062,21410,329,4617,13246
"667","200147",0,0,0,3028,-284016.124992,261035.29838,20,147,3941,513,1001,582,431,2714,421,450,1532,22,9,5,0,7406,7369,15,1551,4879
"668","200085",0,0,0,1038,17593.6422301,214860.586836,20,85,6286,905,1952,1007,720,4706,560,515,1820,80,543,12,0,11644,11046,23,1913,7060
"669","200145",0,0,0,1065,-280784.628461,81150.4956842,20,145,4656,526,1076,678,551,3284,471,526,1357,211,34,69,6,8065,7616,198,1310,5229
"670","200027",0,0,0,1011,-99487.30236,207910.516903,20,27,5190,746,1308,730,638,3535,570,551,2085,43,10,10,2,9802,9748,22,1890,6380
"671","200011",0,0,0,1005,100284.373993,40410.3894627,20,11,8746,1129,2113,1365,1184,6147,848,943,3231,93,52,53,7,15969,15406,398,3726,10186
"672","200157",0,0,0,1069,-140002.739095,262111.022555,20,157,3982,464,904,541,473,2542,470,496,1871,15,7,13,0,7569,7537,1,1517,5187
"673","200043",0,0,0,1019,72399.9370691,256816.772525,20,43,5086,687,1422,954,709,3784,509,446,1561,65,91,9,6,9268,8893,249,2085,5496
"674","200175",0,0,0,1078,-426403.501932,-23496.4730105,20,175,10251,1695,2750,1602,1854,8049,762,627,1475,1566,95,110,1,17071,14864,790,2664,9157
"675","200057",0,0,0,1024,-339488.439671,28427.2543459,20,57,14267,2086,3648,2511,2356,11095,1202,1038,2992,1556,79,82,2,24315,22825,354,3600,13710
"676","200125",0,0,0,1056,22607.8736367,-34435.3679687,20,125,23356,3178,6127,3676,3126,16903,2353,2255,7456,645,536,125,0,42281,38512,2742,9306,26191
"677","200117",0,0,0,1053,-44382.253662,256050.131569,20,117,7085,844,1550,1086,942,4675,881,974,2573,37,5,13,0,12787,12750,6,2797,8365
"678","200207",0,0,0,2,22632.0610203,43367.4905586,20,207,2484,298,526,372,291,1616,304,328,1062,45,31,7,0,4600,4506,27,1229,3113
"679","200105",0,0,0,1047,-189301.220446,175401.419394,20,105,2129,275,490,283,233,1344,244,258,1054,29,5,1,0,4145,4120,0,967,2864
"680","200055",0,0,0,1023,-411634.726057,71268.5485945,20,55,13894,2471,4147,2372,2350,11411,1015,825,1951,3459,123,99,1,23825,21444,197,3597,12486
"681","200187",0,0,0,1082,-505787.487005,22456.5440487,20,187,1347,236,390,226,190,1052,102,83,217,250,19,12,0,2339,2133,5,424,1297
"682","200179",0,0,0,1079,-379144.1435,216234.069759,20,179,1870,297,596,320,243,1331,185,160,561,12,1,4,1,3544,3535,0,682,2088
"683","200017",0,0,0,1008,-51452.3313751,90038.8653638,20,17,1771,217,447,247,199,1170,200,231,725,40,17,3,0,3309,3249,19,723,2199
"684","200051",0,0,0,2922,-284903.739505,163532.61733,20,51,16563,2093,3445,3072,4072,13676,1104,972,2647,201,34,61,8,26098,25712,119,3583,13416
"685","200209",0,0,0,3,105828.830265,181649.058515,20,209,101083,14215,27399,15871,16910,76640,9073,7816,20095,8100,809,679,39,172335,124664,41506,37420,97999
"686","200035",0,0,0,1015,-73596.6681694,-29077.8094256,20,35,20947,2668,5348,3344,2949,15393,1857,1819,6012,856,545,93,4,36824,34679,891,7088,22530
"687","200021",0,0,0,2921,101482.697685,-36445.7314009,20,21,12176,1537,3442,1959,1532,8828,1293,1201,3869,110,481,20,2,22304,21596,162,5728,13834
"688","200155",0,0,0,1068,-181554.956507,52755.2826529,20,155,38442,5023,9261,5957,5989,29078,3368,3034,8922,2177,276,132,9,64983,61708,1472,11091,38756
"689","200197",0,0,0,1087,-17597.1885484,162892.514531,20,197,3666,464,1024,625,413,2649,378,373,1273,60,11,6,0,6867,6753,51,1348,4341
"690","200033",0,0,0,1014,-287657.472036,-29649.0188032,20,33,1337,161,348,181,149,882,142,178,585,11,2,0,0,2554,2548,1,448,1715
"691","200109",0,0,0,1049,-442035.502259,170820.364521,20,109,1921,244,515,331,241,1367,217,161,578,29,7,2,0,3478,3438,25,671,2147
"692","240041",0,0,0,434,1701201.01511,321877.306597,24,41,15119,1356,3283,2147,1900,10443,1643,1668,4469,133,11,50,2,25604,20082,5449,6821,16918
"693","240023",0,0,0,426,1417348.8793,352396.285515,24,23,15100,2045,4601,2556,2143,11625,1322,1184,3160,101,22,46,6,26498,26340,61,6986,15153
"694","240015",0,0,0,423,1694801.86451,412105.874591,24,15,35784,4214,10846,6257,4644,27880,3167,2532,5553,404,91,201,5,60430,56825,3204,14327,34471
"695","240039",0,0,0,433,1745781.52655,256202.927113,24,39,11189,1274,2705,2025,1608,8019,1121,1069,2987,125,19,44,1,19188,12433,6639,6400,11576
"696","240043",0,0,0,435,1538020.96474,383394.927447,24,43,69764,6733,16763,10428,10466,51943,6459,5315,13501,665,103,406,20,113086,107555,4752,27642,68705
"697","240033",0,0,0,430,1636216.79997,314785.2423,24,33,433939,46419,108146,69104,73830,361278,27656,20482,36508,14421,1685,16211,304,665071,391427,247860,83035,367900
"698","240005",0,0,0,419,1638787.89563,387821.471433,24,5,426677,35721,88188,59151,61448,309835,41712,33962,69364,5394,773,8455,69,655615,590283,53955,130396,411225
"699","310021",0,0,0,1395,-27089.8249208,487553.932272,31,21,4652,611,1227,707,525,3111,509,509,1849,30,58,20,0,8813,8718,1,1945,5743
"700","310047",0,0,0,2588,-319214.184415,384060.921183,31,47,12473,1975,3598,1822,1694,9342,1049,1066,3116,587,35,52,2,22304,21890,14,3883,13194
"701","310155",0,0,0,2634,-52996.9509144,417686.371435,31,155,10202,1449,2980,1749,1200,7559,951,895,2949,83,33,28,3,18716,18601,15,3688,11338
"702","310171",0,0,0,2642,-375113.274032,503437.091532,31,171,557,89,162,76,66,416,44,50,119,0,1,1,0,973,971,0,136,580
"703","310003",0,0,0,1388,-169577.128706,525727.091956,31,3,4505,729,1309,789,553,3283,478,440,1587,15,15,6,0,8675,8647,3,1593,5295
"704","310071",0,0,0,3054,-246353.124079,498411.089055,31,71,1190,155,350,197,127,851,123,140,533,6,0,2,0,2363,2357,0,592,1534
"705","310165",0,0,0,2639,-633137.954232,584386.314956,31,165,1073,135,264,174,126,753,95,102,254,74,2,5,0,1845,1803,2,265,1146
"706","310049",0,0,0,2589,-527301.718024,422279.083838,31,49,1266,161,367,215,121,846,151,168,530,110,6,13,0,2462,2385,0,464,1598
"707","410005",0,0,0,718,-2032940.24835,1142164.03152,41,5,146290,17884,41095,21576,16652,114931,11733,9415,22664,3624,1225,2226,150,241919,235687,768,29851,144726
"708","410067",0,0,0,1461,-2087487.80622,1200858.95288,41,67,154213,19130,39442,20518,22430,125543,10600,8483,20388,6419,1087,4903,235,245808,233622,1091,21598,144438
"709","410023",0,0,0,725,-1807647.81528,1002064.70526,41,23,4786,682,1281,673,581,3545,413,426,1004,81,81,19,2,8210,8077,4,1472,4993
"710","410047",0,0,0,1453,-2068934.53093,1119451.02925,41,47,121027,16229,30672,18245,18651,95500,9572,8773,25754,9702,1977,1816,159,204692,193250,1258,32034,120890
"711","310133",0,0,0,2625,-20019.8201591,294942.470724,31,133,2052,222,487,298,209,1260,255,284,977,15,4,3,0,3937,3930,0,941,2721
"712","310015",0,0,0,1392,-224613.488442,608003.307603,31,15,1787,235,399,260,244,1131,216,220,737,9,7,5,0,3331,3319,0,882,2193
"713","310169",0,0,0,2641,-134616.591958,301061.095814,31,169,3977,490,1068,566,460,2653,465,472,1665,32,19,4,1,7582,7536,3,1886,4998
"714","310087",0,0,0,2606,-425440.820552,311233.150024,31,87,2181,357,562,332,278,1538,229,231,752,19,8,13,0,4079,4050,2,780,2550
"715","410035",0,0,0,1447,-2064167.4261,860809.342382,41,35,35095,4736,9700,5409,4833,26802,3030,2679,6264,1753,1924,340,31,59117,55633,344,8844,34435
"716","410069",0,0,0,1462,-1879520.82937,1047252.5951,41,69,831,103,227,136,70,550,81,109,262,7,4,2,0,1513,1503,0,320,977
"717","310007",0,0,0,1390,-637729.864524,479215.461991,31,7,548,76,138,83,57,380,60,62,101,11,4,0,0,918,909,0,126,564
"718","310065",0,0,0,2597,-330161.965152,306753.155976,31,65,3289,434,840,444,415,2174,374,384,1627,29,4,5,0,6486,6472,0,1378,4353
"719","310035",0,0,0,1402,-172298.048107,340795.418947,31,35,4334,627,1275,672,601,3128,466,368,1437,55,10,11,0,8106,8044,1,1539,4931
"720","310121",0,0,0,2621,-169633.789089,413035.359121,31,121,4789,742,1454,834,602,3577,498,410,1406,58,14,15,1,8945,8888,4,1652,5313
"721","310017",0,0,0,1393,-321180.007359,558792.279173,31,17,2333,346,665,363,287,1679,230,227,796,14,7,10,0,4377,4357,0,909,2716
"722","310037",0,0,0,2954,-89944.4384793,456862.087716,31,37,5060,758,1470,876,735,3700,484,506,2030,79,7,5,0,9890,9848,2,2519,6051
"723","310043",0,0,0,2587,-46184.7444611,547993.080488,31,43,9446,1544,2911,1523,1493,7658,679,637,1712,485,177,47,1,16573,16026,51,2936,9112
"724","410017",0,0,0,722,-1994897.83309,984373.008188,41,17,37858,4907,9980,5063,5111,29745,2960,2802,6272,1052,493,219,38,62142,61005,38,8054,37081
"725","410001",0,0,0,716,-1699427.66657,1001209.62197,41,1,9032,1179,2487,1322,1017,6491,852,930,2561,206,88,29,5,16134,15904,11,3074,10129
"726","310005",0,0,0,1389,-471190.590007,470010.363202,31,5,301,31,70,53,33,215,27,26,76,0,0,0,0,513,513,0,76,326
"727","310161",0,0,0,2637,-523033.447698,578083.808116,31,161,4085,631,1118,636,505,2820,432,442,1290,89,392,33,0,7544,7054,4,1543,4654
"728","310159",0,0,0,2636,-95253.1118785,378470.190407,31,159,9369,1239,2175,1802,1856,7330,735,667,2215,85,37,44,2,15789,15625,52,2756,8717
"729","410033",0,0,0,2959,-2223588.5078,869585.404633,41,33,33388,4351,9032,4727,3669,24024,3500,3299,8966,1183,597,185,33,58855,57642,48,11810,37076
"730","310179",0,0,0,3058,-91799.3425235,528070.437731,31,179,6172,661,1220,1281,1474,4841,453,358,1366,50,15,20,0,9858,9776,38,1449,5222
"731","170011",0,0,0,2885,536490.85154,455712.225981,17,11,21707,2772,6202,3484,2928,15925,2058,2137,6183,809,125,106,3,39114,38569,44,8008,23728
"732","170039",0,0,0,2886,598449.002844,322108.93392,17,39,10422,1415,2692,1559,1408,7664,967,958,2569,106,15,26,0,18108,17974,26,3821,11034
"733","170157",0,0,0,754,536327.477325,79301.5177054,17,157,21127,2611,5026,2960,3466,16194,1762,1647,5115,229,37,51,0,35652,33189,2266,9627,21589
"734","170117",0,0,0,737,519072.356354,213950.153131,17,117,27542,3619,7439,4342,3804,19855,2689,2622,8141,238,70,105,4,49384,48814,331,11982,30180
