"","GEOID","ICPSRSTI","ICPSRCTYI","ICPSRFIP","PID","X_CENTROID","Y_CENTROID","STATEA","COUNTYA","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age55_59","age60_64","ageOv65","hispPop","amIndPop","asianPop","pacIsPop","totPop","whitePop","blackPop","NoHSPop","edSampl"
"2663","040005",0,0,0,502,-1405357.41255,-69610.82911,4,5,46695,7243,13305,8940,11113,41127,2296,1875,3553,7315,20913,312,25,75008,49235,1275,8818,34435
"2664","460027",0,0,0,1995,-79210.949641,606767.528129,46,27,9519,894,1492,2136,3125,8250,479,429,1271,54,344,64,2,13689,13214,23,1265,6087
"2665","460009",0,0,0,1987,-152854.254445,616125.933142,46,9,4440,577,1099,896,694,3160,440,459,1515,19,134,11,0,8059,7878,18,2116,4793
"2666","460089",0,0,0,2022,-250734.358864,928399.611292,46,89,2176,249,547,354,211,1351,286,275,812,2,0,1,0,4027,4020,0,1626,2666
"2667","460003",0,0,0,2670,-205536.171627,698843.488208,46,3,1864,266,571,375,221,1337,239,197,650,7,22,1,0,3628,3597,1,889,2195
"2668","460005",0,0,0,1985,-180934.820249,775895.646413,46,5,11122,1513,2667,1713,1648,8017,1125,985,2822,39,100,54,2,19195,18968,50,3805,11654
"2669","460013",0,0,0,3005,-183534.775954,906725.342121,46,13,21789,2808,5526,3939,4030,17180,1729,1574,4714,121,826,113,4,36962,35946,23,5819,20659
"2670","460057",0,0,0,2008,-94026.2886342,803204.457086,46,57,2611,413,822,421,296,1726,339,330,1115,5,26,5,0,5261,5228,2,1413,3309
"2671","460051",0,0,0,2005,-60285.2717416,858308.876185,46,51,4732,749,1543,832,623,3526,469,469,1433,12,33,24,0,9013,8937,11,1962,5266
"2672","460101",0,0,0,2673,-53607.4296876,730171.980072,46,101,3523,565,1100,573,420,2528,384,395,1106,12,336,4,3,6692,6334,4,1283,4034
"2673","460031",0,0,0,1997,-404705.255542,928842.003297,46,31,2736,599,1043,621,450,2197,235,182,429,18,2459,5,0,5196,2726,0,1213,2483
"2674","460123",0,0,0,2036,-313281.840255,660887.028582,46,123,3943,660,1163,650,536,2788,427,398,1067,10,569,11,0,7268,6687,1,1620,4258
"2675","460059",0,0,0,2009,-238172.6352,792284.44162,46,59,2706,364,763,436,303,1821,330,266,800,18,1,5,0,4948,4933,2,1103,3082
"2676","460087",0,0,0,2021,-109877.586076,691973.237521,46,87,3305,496,1021,611,392,2303,349,411,1183,10,2,2,0,6444,6428,4,1454,3924
"2677","460113",0,0,0,2032,-528269.171152,671565.565689,46,113,5397,1558,2930,1383,1053,4934,321,243,575,176,10575,1,3,11323,717,4,2346,4450
"2678","460083",0,0,0,2019,-58293.8966044,647263.045299,46,83,7467,1291,2253,1206,998,5737,656,626,2120,26,41,32,0,13942,13854,2,2732,8194
"2679","460125",0,0,0,2037,-92725.4139864,651174.554657,46,125,4865,653,1297,719,532,3250,531,558,1947,20,31,4,0,9255,9218,0,2342,6054
"2680","460077",0,0,0,2016,-118545.384601,769658.595327,46,77,3515,500,902,527,414,2284,405,428,1413,2,3,15,0,6679,6654,3,1635,4336
"2681","460037",0,0,0,1999,-125876.809955,880825.066512,46,37,4174,614,1229,688,507,2844,520,480,1616,18,455,5,0,8133,7669,1,2167,5095
"2682","460041",0,0,0,3006,-382558.911213,866129.622951,46,41,2735,646,1105,640,453,2281,217,178,461,19,3107,4,0,5366,2227,4,1119,2522
"2683","080041",0,0,0,896,-732209.481958,182157.029839,8,41,197852,24525,48751,32034,37854,163920,12371,9730,21056,24994,1787,4481,585,309424,270232,19058,28776,166318
"2684","080005",0,0,0,880,-708205.22158,272093.763584,8,5,190205,22071,49538,26409,24681,155144,12649,9066,15016,12491,1190,4223,187,293621,274066,8446,19523,171038
"2685","080055",0,0,0,2160,-781569.941706,57569.5245135,8,55,3365,485,978,600,380,2430,337,382,1185,2836,30,9,0,6440,5373,32,1895,3997
"2686","290009",0,0,0,2304,192117.956262,-86356.1868242,29,9,13212,1709,3526,2096,1524,9090,1455,1515,4636,117,112,69,1,24408,24157,5,6681,15553
"2687","290059",0,0,0,2325,259964.968329,24269.6393041,29,59,6465,824,1813,1028,777,4487,672,725,2314,70,67,13,2,12096,11987,15,3728,7654
"2688","290223",0,0,0,2694,487273.76451,-29210.0916537,29,223,6078,690,1638,1030,694,4150,692,716,2201,56,42,6,0,11277,11217,5,4628,7225
"2689","290195",0,0,0,2176,239559.134612,186944.505145,29,195,13995,1833,3477,2122,1974,10117,1388,1325,4369,137,31,41,7,24919,23557,1236,6789,15544
"2690","290081",0,0,0,2334,169066.571359,321693.63883,29,81,5277,654,1224,792,714,3573,565,604,2235,45,16,19,0,9890,9852,0,2509,6506
"2691","290161",0,0,0,2692,366452.360575,50364.8847749,29,161,20952,2093,4696,4053,4783,16715,1606,1410,4124,293,81,342,5,33633,32684,301,7020,17939
"2692","290073",0,0,0,2331,388243.843006,114606.007171,29,73,7150,875,1753,1102,850,4789,833,847,2719,47,9,22,2,13181,13124,6,4541,8601
"2693","290065",0,0,0,2328,392673.122498,21229.0057671,29,65,8019,1070,2217,1260,1053,5786,788,818,2426,66,21,17,0,14517,14471,0,4921,8917
"2694","290186",0,0,0,2381,505325.562083,59579.9166811,29,186,8466,1237,2545,1592,1202,6500,773,664,1925,70,20,17,0,15180,15091,47,4191,8604
"2695","290139",0,0,0,2359,388819.89669,170820.155313,29,139,6072,793,1750,1061,755,4360,630,656,2227,49,16,8,0,11537,11144,365,3521,7178
"2696","290107",0,0,0,2345,189810.644848,177693.682465,29,107,16721,2031,4511,2708,2116,12228,1598,1475,4983,135,47,53,4,29925,28893,852,7265,18559
"2697","290151",0,0,0,2365,357569.033703,115413.660478,29,151,6371,981,2071,1303,943,4926,603,549,1823,70,15,4,1,12014,11987,2,3444,6716
"2698","290217",0,0,0,2393,144463.974357,40544.802085,29,217,11144,1458,2781,1795,1376,7954,1088,1113,3377,106,103,83,3,19806,19550,37,4648,12396
"2699","290181",0,0,0,2378,454686.976554,-82639.4166702,29,181,6701,916,1850,1092,792,4589,710,753,2286,84,38,11,0,12458,12389,10,4903,7808
"2700","290213",0,0,0,2391,262029.629775,-90635.0535598,29,213,11612,1071,2410,1871,1573,7640,1273,1557,4409,97,99,31,1,20467,20270,29,4679,13542
"2701","530071",0,0,0,2225,-1721562.19314,1180097.18192,53,71,29104,3150,6425,4702,4977,22215,2555,2254,6446,2572,315,316,29,47435,44051,722,6986,28188
"2702","530023",0,0,0,1824,-1646302.22467,1185310.87978,53,23,1376,193,358,187,128,885,158,172,415,6,2,3,7,2468,2451,0,379,1602
"2703","530001",0,0,0,1815,-1708114.85533,1262773.79881,53,1,7488,1386,2372,1265,1002,5786,659,561,1154,2953,61,68,2,13267,11339,36,2487,7242
"2704","090009",0,0,0,273,1894967.36044,669317.85179,9,9,467591,45690,110426,68711,68511,344354,44616,40718,96792,27313,1143,4140,78,761337,673877,67488,150747,468143
"2705","170089",0,0,0,621,622746.620485,522104.152195,17,89,165349,23982,47323,26234,25050,132969,12328,9981,25320,26118,460,1674,20,278405,250872,13724,45904,156040
"2706","170059",0,0,0,608,677218.005541,57144.03339,17,59,4231,490,1199,655,547,3096,385,457,1239,45,6,5,0,7590,7549,28,2547,4699
"2707","170071",0,0,0,612,424344.200904,383143.905583,17,71,5261,708,1416,834,747,3912,519,460,1183,82,4,9,6,9114,9048,1,2052,5409
"2708","170029",0,0,0,595,661866.403696,253527.293849,17,29,34158,3332,6151,6646,8575,27212,2371,2134,6398,236,43,182,10,52260,50982,883,9329,27576
"2709","060111",0,0,0,877,-2083589.10112,-86527.345238,6,111,320367,42929,90560,51767,46788,257375,23691,18671,43801,113192,4899,14927,1067,529174,425688,11199,71508,297293
"2710","490029",0,0,0,1424,-1292073.1369,508290.164743,49,29,2500,587,1126,523,324,2069,185,115,356,49,22,20,0,4917,4845,0,393,2357
"2711","060109",0,0,0,876,-2060864.15704,320261.004889,6,109,20739,2222,4624,2591,2653,15080,2032,2034,4674,1781,599,164,25,33928,32023,377,4965,21833
"2712","060007",0,0,0,167,-2150233.52327,534212.497155,6,7,88347,8936,17810,12683,17235,66810,7724,8236,22251,7542,2062,1198,89,143851,134030,1702,24743,87231
"2713","490037",0,0,0,2195,-1202800.92732,101501.586994,49,37,5821,1864,3051,1348,995,5185,341,278,627,433,5600,27,13,12253,6425,11,2056,4995
"2714","490045",0,0,0,1430,-1432822.64461,459917.027472,49,45,14153,3229,5447,2485,2069,11403,1059,915,1580,2395,370,132,10,26033,23878,168,3571,12830
"2715","060091",0,0,0,867,-2063665.64389,500874.316888,6,91,1881,184,426,222,191,1335,171,191,442,196,46,7,3,3073,2999,3,449,2050
"2716","060033",0,0,0,842,-2262137.23243,499751.632891,6,33,20391,2134,4298,2392,1880,12331,2737,3304,7960,1882,806,160,31,36366,34027,350,8626,25685
"2717","060049",0,0,0,849,-2022969.28744,722867.856457,6,49,4961,661,1277,724,488,3529,557,484,1200,356,346,22,2,8610,8042,14,1518,5481
"2718","060017",0,0,0,171,-2087340.68961,414164.023361,6,17,55133,5626,12310,6737,6804,41605,4790,4365,8498,3971,739,936,75,85812,82400,296,10246,54386
"2719","060037",0,0,0,844,-2011029.26974,-119590.695231,6,37,4703210,554795,1093240,657097,747555,3628997,384440,312203,743005,2066103,48120,417209,17641,7477503,5073617,943968,1336041,4430503
"2720","060001",0,0,0,164,-2234506.62837,322646.216152,6,1,713707,72537,150081,95979,110499,555686,57189,46408,114206,129962,7446,81442,4457,1105379,740612,203612,162536,677511
"2721","470035",0,0,0,1506,981327.807191,-116740.716929,47,35,16413,1981,4888,2677,2153,12350,1506,1441,3676,169,22,24,2,28676,28600,6,9436,16977
"2722","270061",0,0,0,2105,179572.563241,1119408.9985,27,61,24282,3658,7153,4033,3223,18458,2195,2194,5326,148,1087,92,0,43069,41771,29,7496,25015
"2723","470025",0,0,0,1501,1092199.99859,-42598.4150476,47,25,14439,1829,4163,2318,2147,11279,1217,1062,2746,148,46,8,0,24595,24202,314,8651,14138
"2724","470153",0,0,0,2204,951929.326171,-185365.125046,47,153,4954,681,1530,805,683,3941,355,344,923,39,17,6,0,8605,8548,18,2983,4906
"2725","180141",0,0,0,836,801805.353252,502228.825667,18,141,146537,17115,36197,23211,24202,109325,13575,11439,29126,3663,512,1142,36,241617,216070,21604,45707,140911
"2726","180079",0,0,0,809,888196.762221,216284.267243,18,79,13270,1737,4203,2214,1928,10679,1001,907,2240,97,13,35,0,22854,22588,197,5344,12772
"2727","470043",0,0,0,2201,769604.428581,-116344.332517,47,43,17182,2121,5096,2831,2300,13128,1441,1356,3816,190,17,18,1,30037,28307,1672,9181,17671
"2728","180113",0,0,0,824,876268.861971,485669.773965,18,113,20431,3088,6120,3137,3031,15722,1813,1533,3816,346,37,28,1,35443,35211,28,7333,20049
"2729","180177",0,0,0,325,929695.139834,318808.829379,18,177,44254,5481,12323,7167,6110,32816,4100,3566,9615,365,124,195,6,76058,71697,3856,16313,45021
"2730","180121",0,0,0,826,745428.04461,289328.321472,18,121,9213,1049,2662,1531,1141,6824,876,801,2455,70,26,24,1,16372,16270,41,3275,9989
"2731","470175",0,0,0,1636,944181.377734,-149611.786955,47,175,2777,411,822,396,376,2131,220,208,484,31,4,4,1,4728,4714,4,1659,2723
"2732","270077",0,0,0,2113,81459.0461201,1256536.99528,27,77,2059,257,588,349,239,1492,237,208,620,7,9,9,0,3764,3739,2,930,2331
"2733","270025",0,0,0,2090,241608.913201,898717.402582,27,25,13995,2259,4722,2466,1841,11328,1105,1021,3098,91,76,57,2,25717,25501,28,4580,14429
"2734","270113",0,0,0,2127,-2752.38334429,1178697.46026,27,113,8578,1258,2388,1545,1430,6814,632,658,2203,70,61,42,0,15258,15117,12,2902,8637
"2735","270085",0,0,0,2115,136379.561689,820523.382446,27,85,16513,2417,4905,2660,2298,12690,1387,1374,4155,174,36,105,2,29657,29425,17,6375,17377
"2736","270033",0,0,0,2093,65433.1592525,728598.358313,27,33,7803,1179,2279,1217,1006,5632,789,760,2778,41,12,32,3,14854,14785,8,3318,9173
"2737","270045",0,0,0,2099,313867.679273,697619.278777,27,45,11595,1643,3401,1969,1408,8333,1194,1212,3987,65,27,43,1,21930,21798,10,5228,13509
"2738","470015",0,0,0,2963,888494.324798,-142979.151071,47,15,5962,753,1552,877,754,4326,482,541,1449,62,6,9,0,10234,10022,187,3488,6298
"2739","270005",0,0,0,2081,24948.7077152,1053711.8794,27,5,15775,2370,5057,2884,2181,12183,1330,1446,4280,127,1720,45,0,29336,27487,10,6719,16848
"2740","470087",0,0,0,1528,916419.013671,-77981.0075928,47,87,5385,624,1477,759,689,3854,554,510,1421,42,1,8,0,9398,9367,21,3948,5849
"2741","180073",0,0,0,806,739978.876473,429358.5829,18,73,15116,2281,4617,2818,2544,12172,1080,1076,2555,275,15,31,0,26138,25919,55,4953,13878
"2742","270123",0,0,0,2132,228303.777151,844307.646947,27,123,286040,32044,63910,43728,52339,225637,22405,19293,53326,9310,2993,5333,69,459784,427153,14720,61097,267733
"2743","180027",0,0,0,787,768034.240991,170857.536182,18,27,15538,2316,4417,2516,2169,11486,1581,1455,3939,85,14,17,2,27836,27649,124,6869,16418
"2744","270133",0,0,0,2137,-20326.7678438,691260.39474,27,133,5845,887,1707,937,798,4173,632,607,1655,20,13,25,0,10703,10652,6,2579,6374
"2745","180119",0,0,0,2906,781549.581815,240885.778902,18,119,8901,1078,2674,1531,1070,6757,784,700,2173,61,39,27,0,15841,15725,38,4048,9488
"2746","470009",0,0,0,2045,1080264.01036,-134353.143719,47,9,47681,4925,11952,6713,6436,35752,4212,3994,9115,421,104,135,0,77770,74859,2582,20486,47762
"2747","270091",0,0,0,2118,116342.674111,692071.811875,27,91,13738,1837,3615,2115,1969,10041,1327,1310,4143,79,15,102,1,24687,24526,9,5359,15151
"2748","270167",0,0,0,2151,-36116.2748709,989714.685013,27,167,4598,652,1347,880,672,3420,403,411,1315,11,33,26,0,8454,8384,2,1860,4903
"2749","270151",0,0,0,2144,24985.9667132,870436.597143,27,151,6787,1035,2045,1174,917,4863,759,743,2264,33,19,36,0,12920,12847,2,3207,7749
"2750","180053",0,0,0,798,867433.804067,385234.855536,18,53,48517,5819,13327,8159,7418,36329,4342,3546,8594,1271,158,240,5,80934,74581,5264,17250,46199
"2751","470183",0,0,0,1640,647391.781691,-109837.044119,47,183,20020,2010,4332,3738,4080,15360,1611,1610,5019,367,29,95,11,32896,30485,2070,10211,18746
"2752","180087",0,0,0,813,872486.234469,512730.970408,18,87,13632,2684,5230,2453,2022,10951,1071,1040,2414,149,33,40,0,25550,25440,3,6233,13161
"2753","180021",0,0,0,784,757062.828506,247535.824619,18,21,14079,1860,3743,2164,1965,10285,1329,1292,3854,68,19,20,3,24862,24713,90,5272,15130
"2754","180023",0,0,0,785,801284.244304,354178.872103,18,23,17899,2478,5021,2667,2487,13239,1601,1520,4475,422,23,45,2,31545,31344,13,6562,18898
"2755","180107",0,0,0,821,769021.627274,321580.613826,18,107,20947,2429,5482,3461,3150,15842,1806,1599,4627,129,29,45,1,35501,35211,154,5938,20979
"2756","180017",0,0,0,782,806902.228546,406509.997976,18,17,23949,3111,6566,3627,3245,17603,2357,2068,4995,185,50,74,0,40936,40449,318,7352,24387
"2757","270139",0,0,0,2139,195018.417409,802319.799695,27,139,25060,3831,8645,4678,3548,21578,1511,1256,3236,203,194,158,1,43784,43262,63,5986,23082
"2758","470011",0,0,0,2046,1004069.56852,-203832.14855,47,11,41077,5108,11539,6539,6347,32724,2947,2496,6084,574,168,155,8,67547,64392,2668,17907,38062
"2759","180171",0,0,0,3082,727156.297382,352161.768788,18,171,5125,672,1526,837,650,3851,508,402,1095,29,10,8,0,8976,8949,3,1851,5291
"2760","470027",0,0,0,1502,925484.661462,-55346.8980746,47,27,4422,532,1162,682,611,3279,414,421,1108,35,8,11,0,7676,7545,112,3083,4689
"2761","470145",0,0,0,1553,1024878.3095,-123137.121388,47,145,29174,3298,7948,4321,3376,21185,2814,2283,5246,282,39,104,3,48425,46731,1526,13538,29496
"2762","470019",0,0,0,1498,1230200.64076,-45324.1902997,47,19,30375,3217,7720,4465,4339,22562,2726,2442,6247,220,43,50,2,50205,49647,426,16144,30473
"2763","180049",0,0,0,796,810477.801338,439023.503888,18,49,11039,1496,2948,1688,1488,7957,1072,1100,2783,85,39,38,1,19335,19072,156,3685,11715
"2764","470041",0,0,0,1508,906850.19988,-121750.161889,47,41,7797,974,2064,1181,953,5694,753,712,2004,80,9,14,0,13589,13282,268,5030,8417
"2765","180165",0,0,0,320,722845.055246,296259.512526,18,165,10272,1287,2876,1480,1318,7497,1023,949,2864,74,23,33,1,18229,18144,13,4452,11268
"2766","470037",0,0,0,1507,820156.701109,-109290.597797,47,37,305169,31591,63989,43864,52260,235023,24433,20424,52965,3741,546,2231,85,477811,366448,106369,97086,286211
"2767","470017",0,0,0,1497,674015.259148,-144275.20467,47,17,16015,1908,4308,2478,2054,11545,1535,1560,4525,167,23,17,2,28285,24956,3243,9951,17537
"2768","180029",0,0,0,2710,942097.083559,239111.520293,18,29,19630,2792,6051,3276,2544,15121,1708,1434,3699,128,27,76,3,34291,33930,227,7710,19628
"2769","180147",0,0,0,838,780825.708504,94590.8670574,18,147,11048,1490,3092,1895,1670,8621,935,823,2560,81,24,31,0,19361,19174,118,4624,11214
"2770","180015",0,0,0,781,790762.189189,384774.547159,18,15,11380,1471,3210,1773,1505,8450,1048,989,2516,104,23,15,0,19722,19630,17,3756,11763
"2771","180069",0,0,0,804,877476.912656,421639.477511,18,69,20295,2865,5728,3322,3174,15445,1793,1644,4732,192,99,91,2,35596,35269,40,5900,20507
"2772","470083",0,0,0,1526,736266.242121,-103909.609987,47,83,3869,471,1137,610,478,2825,371,342,1017,41,5,2,1,6871,6524,331,2247,4175
"2773","470135",0,0,0,1549,729848.331581,-176792.264463,47,135,3466,410,960,513,418,2472,345,309,948,43,7,4,1,6111,5954,143,2159,3810
"2774","180103",0,0,0,819,831864.754234,409980.331268,18,103,23326,3522,6774,3712,3940,18565,1871,1508,3934,463,377,151,21,39820,37886,1087,6530,21905
"2775","470169",0,0,0,1563,873276.910142,-78874.2169546,47,169,3689,469,893,472,511,2696,349,303,794,91,7,0,0,6137,5227,898,2186,3790
"2776","180065",0,0,0,2904,896300.559039,322514.148683,18,65,30770,3856,9064,4946,4081,23344,2764,2381,6430,273,67,48,0,53336,52649,496,12294,31384
"2777","470095",0,0,0,1532,578254.626038,-110714.056476,47,95,4104,559,1249,639,593,2969,402,394,1125,36,2,2,1,7455,6013,1437,2950,4415
"2778","180057",0,0,0,800,839439.913618,332278.27614,18,57,49306,6100,15320,7700,5456,39185,3777,2816,6054,432,74,402,8,82027,81025,361,9188,47451
"2779","180109",0,0,0,822,812937.770554,262986.648099,18,109,30416,3954,9756,5151,3921,24083,2358,1943,4542,194,42,69,0,51999,51845,8,10247,29217
"2780","270035",0,0,0,2094,148545.946278,1005019.54793,27,35,23067,3188,6470,3985,2862,17101,2195,2348,6511,121,191,139,3,41722,41298,50,8826,25217
"2781","470031",0,0,0,1504,891052.939349,-178514.445743,47,31,22923,2790,6020,3567,2997,16913,2169,1755,4303,217,29,163,1,38311,36725,1340,10077,22953
"2782","270039",0,0,0,2096,250643.452051,734168.088876,27,39,8084,1395,2512,1396,1089,6408,665,625,1880,90,22,35,0,14773,14686,10,2632,8381
"2783","470073",0,0,0,1522,1155901.95649,-39114.6009367,47,73,26200,2953,7565,3716,3269,19947,2177,1884,4659,212,61,45,5,43751,42778,826,13909,26269
"2784","180077",0,0,0,808,906985.259714,194562.65176,18,77,18171,2293,4793,3143,2877,14159,1517,1294,3414,134,37,84,1,30419,29844,396,6520,17313
"2785","180163",0,0,0,319,730674.516911,91248.1727182,18,163,101822,11519,22736,14929,16659,74555,9726,8479,22995,763,191,642,15,167515,154335,11934,36395,101711
"2786","470119",0,0,0,1542,800025.253148,-173358.072778,47,119,30084,3714,7811,4783,4179,22471,2628,2420,6499,335,43,45,9,51095,42500,8464,14615,30627
"2787","180037",0,0,0,2903,788153.88999,134708.156841,18,37,19577,2737,5740,3613,3186,15805,1467,1320,3898,138,17,39,1,34238,34129,8,7906,18962
"2788","180161",0,0,0,318,939948.279912,293058.121676,18,161,3857,574,1155,655,521,2993,356,298,848,20,11,10,0,6860,6816,21,1495,3955
"2789","470151",0,0,0,1556,1018801.00816,-58364.4248964,47,151,10620,1818,3577,1861,1535,8486,900,750,2063,159,69,11,3,19259,19161,6,6522,10468
"2790","470117",0,0,0,1541,829515.828763,-187194.028191,47,117,11269,1329,3035,1621,1429,8071,1201,1046,3016,133,13,16,0,19698,17704,1960,6211,12284
"2791","470103",0,0,0,1535,848917.50443,-222194.902764,47,103,15516,1775,3948,2534,1935,11126,1594,1425,3649,161,21,44,1,26483,23765,2637,8653,16291
"2792","180157",0,0,0,316,765225.029709,360410.516601,18,157,83837,7616,15192,16149,23444,70804,4917,3787,9927,1385,156,1663,40,121702,116918,2040,13764,59321
"2793","470077",0,0,0,1523,682425.09125,-179421.237666,47,77,12327,1705,3282,1878,1619,9137,1121,1017,2903,172,10,7,0,21390,19450,1901,7503,12906
"2794","180031",0,0,0,788,895181.218287,252013.528353,18,31,13274,2037,4218,2203,1972,10302,1124,1043,2909,80,9,69,5,23841,23749,2,5148,13411
"2795","270041",0,0,0,2097,42437.8563708,942831.31787,27,41,15534,2178,4141,2874,2365,11769,1396,1436,4429,71,45,90,1,27839,27652,4,6050,16281
"2796","180155",0,0,0,315,940800.607404,202964.196823,18,155,3987,538,1141,696,489,2951,352,383,1046,59,10,12,0,7153,7114,14,2101,4289
"2797","270009",0,0,0,2083,155927.327169,918302.899185,27,9,14172,2458,4247,2456,2633,11879,975,912,2770,112,55,60,0,25187,24976,35,4505,13393
"2798","180181",0,0,0,2862,763724.907289,400913.85636,18,181,13599,1915,3816,1990,1836,9928,1364,1232,3259,104,20,37,4,23867,23759,10,4770,14310
"2799","180043",0,0,0,793,872473.782312,138205.818248,18,43,36389,4387,10085,5702,5070,28022,3196,2618,6701,350,39,102,7,61169,58736,2182,13438,35925
"2800","470133",0,0,0,1548,950631.889592,-75783.8288487,47,133,10125,1200,2928,1537,1238,7506,946,841,2340,129,28,6,1,17575,17493,44,6921,10672
"2801","180093",0,0,0,814,816956.287923,191253.831214,18,93,24585,3043,7067,3631,3176,18157,2308,1891,5450,170,38,60,3,42472,42224,115,10791,25555
"2802","180159",0,0,0,317,836653.383862,358908.038465,18,159,9782,1234,2793,1518,1292,7369,894,758,2025,113,25,13,11,16819,16723,2,3238,9982
"2803","180183",0,0,0,327,872232.791523,456013.908967,18,183,15164,2135,4456,2337,2185,11551,1316,1097,3001,133,45,41,3,26215,26073,9,4338,15102
"2804","470075",0,0,0,2202,602815.694122,-193408.962427,47,75,10580,1822,3613,2068,1638,8262,875,957,2978,268,3,4,3,20318,9876,10420,6374,11177
"2805","180089",0,0,0,2153,713945.111129,471097.575757,18,89,312755,44476,88420,51136,48625,236519,28410,23417,45808,43932,665,2012,64,522965,373428,126051,106435,290394
"2806","180001",0,0,0,775,924401.4384,417563.330377,18,1,16249,2854,5448,2786,2452,12777,1385,1256,3301,812,37,60,3,29619,29100,7,5399,16069
"2807","180035",0,0,0,790,892561.563965,355520.67902,18,35,81019,8345,19666,14695,15946,63864,6209,5003,12919,811,212,317,20,128587,120018,7587,23503,69925
"2808","180085",0,0,0,812,841548.606486,464452.79517,18,85,35314,5223,9617,5255,5353,27404,2814,2606,6272,961,55,193,5,59555,58719,212,10755,34082
"2809","470085",0,0,0,1527,733444.656231,-131729.144362,47,85,9159,1180,2729,1373,1177,6823,821,702,1989,61,11,31,1,15957,15284,629,4563,9498
"2810","180129",0,0,0,830,706211.928539,88703.5602274,18,129,15485,2169,4389,2471,2249,12263,1267,1044,2820,115,36,44,0,26414,25989,302,5429,15124
"2811","180117",0,0,0,825,819312.015852,157763.542495,18,117,10645,1470,2873,1688,1480,7935,992,949,2619,97,19,25,1,18677,18376,227,5112,11166
"2812","180061",0,0,0,801,856308.790782,122494.044569,18,61,15863,2250,4713,2678,2205,12506,1198,1144,2751,107,21,28,4,27276,27059,145,5793,15430
"2813","180143",0,0,0,2155,881780.65955,180436.227909,18,143,11504,1643,3764,2022,1635,9193,897,813,2203,231,17,42,1,20422,20296,2,5842,11358
"2814","180173",0,0,0,323,757147.506652,101163.628312,18,173,24396,3427,7533,3851,3183,19777,1875,1436,3578,151,40,108,3,41474,40971,295,6742,23480
"2815","470057",0,0,0,1515,1108605.995,-64151.3681012,47,57,9795,1223,2849,1502,1332,7492,763,772,1945,122,8,2,0,16751,16595,136,6458,9845
"2816","470181",0,0,0,1639,740087.643919,-221160.41462,47,181,7976,1052,2331,1336,1091,6161,702,659,1722,104,5,7,0,13946,13760,168,5001,8136
"2817","180003",0,0,0,776,909152.393758,454725.211972,18,3,176764,23927,48918,27708,27390,138788,14506,11382,28074,4743,528,1244,42,294335,262908,26396,44484,166389
"2818","470097",0,0,0,2966,570323.662338,-175703.013009,47,97,13593,1955,4013,2343,2043,10601,1188,1196,3464,174,133,15,3,24555,16769,7597,8469,14201
"2819","180005",0,0,0,777,862713.695895,237088.332456,18,5,38995,4876,11563,5947,5193,30748,3034,2393,5767,427,70,317,10,65088,63477,974,11827,37546
"2820","180167",0,0,0,321,733373.627495,249617.289654,18,167,69464,7416,15323,11719,13538,53119,6224,5381,14694,862,192,598,17,112385,104799,6170,20378,64378
"2821","470065",0,0,0,1519,976337.288998,-204043.869365,47,65,176589,20093,43775,25882,26697,133508,14898,12484,32250,2123,312,932,39,287740,229976,55840,62093,171244
"2822","180125",0,0,0,828,757445.218981,135694.767602,18,125,7664,912,2037,1211,987,5693,685,678,2083,76,26,17,2,13465,13395,12,3606,8318
"2823","180127",0,0,0,829,739456.207199,478518.815998,18,127,73446,10019,21200,11944,11817,60009,5051,3987,8213,2689,164,534,17,119816,117846,299,16517,64843
"2824","180007",0,0,0,778,728067.480166,381416.897127,18,7,5637,782,1678,958,744,4104,576,549,1491,57,6,2,0,10218,10174,11,1810,6056
"2825","180115",0,0,0,2154,945336.980349,217479.472696,18,115,2920,397,794,499,399,2217,259,221,678,14,2,8,0,5114,5053,48,1385,3025
"2826","470123",0,0,0,1544,1054493.22445,-165174.744129,47,123,16601,2114,4974,2821,2208,12838,1432,1286,3323,162,11,24,0,28700,27745,888,10083,16584
"2827","180071",0,0,0,805,854328.514158,202448.991699,18,71,20948,2957,6077,3166,3079,15961,1712,1597,4552,157,50,88,0,36523,36217,129,8541,21244
"2828","180097",0,0,0,816,835551.117384,299105.706017,18,97,469532,57075,116725,70242,77393,360692,40393,32714,79298,6818,1098,4127,133,765233,601092,155310,144440,444056
"2829","180055",0,0,0,799,773920.85196,209029.540574,18,55,17090,2167,4639,2532,2096,12426,1709,1560,4897,97,21,63,6,30416,30293,10,7833,18982
"2830","470189",0,0,0,1643,863542.998119,-106590.997933,47,189,33287,4107,9786,5116,3939,26335,2458,2260,5562,281,67,126,4,56064,50934,4873,12851,33086
"2831","180149",0,0,0,839,776025.84977,461876.479132,18,149,12085,1743,3926,2142,1603,9357,1004,999,2860,228,42,36,2,21997,21808,32,5963,12583
"2832","470109",0,0,0,1537,670894.525707,-234196.759187,47,109,12977,1641,3475,1909,1610,9462,1194,1121,3201,142,15,29,1,22525,21036,1434,7869,13890
"2833","470157",0,0,0,1558,550846.672354,-241740.39911,47,157,473564,60736,126019,77381,79238,377556,36254,29488,72878,6921,766,3712,150,777113,445458,324664,148026,433723
"2834","180139",0,0,0,835,894323.913003,287209.263412,18,139,10859,1462,3433,1988,1536,8264,996,917,2555,65,24,11,4,19604,19384,164,4193,11185
