GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026
"G3600930","1980","A","1","2","New York","36","0160","Schenectady","093",,,,,,,,,,,,,"F",,,,,,,,"SCHENECTADY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",149946,143439,4682,195,2,0,63,344,87,160,297,65,5,1,0,606,148569,151,471,78,677,1916,3603,3507,1789,1793,6128,9161,2442,2632,2678,2748,2416,2564,2473,2465,7108,11667,10945,15879,16475,9321,3600,5004,12839,6641,2152
"G3600950","1980","A","1","2","New York","36",,"Schoharie","095",,,,,,,,,,,,,"06",,,,,,,,"SCHOHARIE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",29710,29247,252,50,1,2,6,6,8,17,17,2,2,1,0,99,29387,36,159,11,117,371,647,712,370,394,1341,1907,557,539,585,588,1073,1410,798,518,1203,1986,1990,3114,2783,1585,557,810,2234,1234,404
"G3600970","1980","A","1","2","New York","36",,"Schuyler","097",,,,,,,,,,,,,"03",,,,,,,,"SCHUYLER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",17686,17508,72,34,1,3,6,2,6,6,3,0,0,1,0,44,17617,16,20,1,32,264,498,512,238,268,861,1269,334,383,393,396,331,276,242,249,768,1282,1308,1979,1792,973,375,499,1282,651,263
"G3600990","1980","A","1","2","New York","36",,"Seneca","099",,,,,,,,,,,,,"02",,,,,,,,"SENECA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",33733,33113,337,48,0,2,25,26,13,30,30,9,0,5,4,91,33450,50,142,7,84,469,895,820,457,440,1559,2255,548,609,681,644,644,636,645,570,1645,2524,2400,3766,3525,1886,705,986,2598,1340,486
"G3601010","1980","A","1","2","New York","36",,"Steuben","101",,,,,,,,,,,,,"03",,,,,,,,"STEUBEN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",99217,97635,893,142,0,0,30,79,37,31,129,9,3,3,0,226,98832,114,88,9,174,1518,2911,2788,1472,1324,4817,6982,1803,2000,1990,2105,1666,1525,1502,1441,4421,7523,6871,10960,10404,5457,2189,2878,7393,3962,1315
"G3601030","1980","A","1","2","New York","36","5380","Suffolk","103",,,,,,,,"70",,,,,"G",,,,,,,,"SUFFOLK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1284231,1185109,71741,1925,23,18,862,3711,1710,1608,2013,310,44,21,18,15118,1225542,1803,35935,2549,18402,16813,34176,36403,19160,18823,66984,101032,27093,28559,28438,28243,24319,23124,21493,20361,57003,91970,103569,170392,142827,60585,20083,26953,69769,36070,9989
"G3601050","1980","A","1","2","New York","36",,"Sullivan","105",,,,,,,,,,,,,"09",,,,,,,,"SULLIVAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",65155,59071,4446,122,0,0,23,204,40,24,74,12,4,1,1,1133,62499,100,1679,98,779,868,1691,1547,743,773,2690,3848,1045,1195,1306,1281,1160,1188,975,946,2906,4895,4802,7155,6905,3841,1452,2108,6264,2825,746
"G3601070","1980","A","1","2","New York","36","0960","Tioga","107",,,,,,,,,,,,,"03",,,,,,,,"TIOGA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49812,49192,277,59,1,0,14,48,22,39,34,43,3,1,0,79,49548,68,68,14,114,756,1507,1503,747,754,2574,4007,1020,1117,1183,1151,903,773,717,714,2265,3651,3755,6321,5502,2423,803,1055,2791,1378,442
"G3601090","1980","A","1","2","New York","36",,"Tompkins","109",,,,,,,,,,,,,"03",,,,,,,,"TOMPKINS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",87085,81455,2721,121,8,4,321,843,70,236,351,65,9,4,7,870,85800,163,298,90,734,1113,1932,1774,928,842,2905,4236,1168,1222,1285,1427,3607,4697,4467,4356,7264,9095,6872,8141,6506,3219,1217,1560,4275,2174,803
"G3601110","1980","A","1","2","New York","36",,"Ulster","111",,,,,,,,,,,,,"09",,,,,,,,"ULSTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",158158,148634,6474,277,2,1,96,385,89,113,126,55,15,4,4,1883,153227,264,3072,146,1449,1976,3831,3807,1915,1972,6721,10234,2874,3020,3043,2977,2876,2972,2927,2853,8116,12562,12677,18611,16685,7954,2883,4212,12310,6317,1833
"G3601130","1980","A","1","2","New York","36","2975","Warren","113",,,,,,,,,,,,,"08",,,,,,,,"WARREN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",54854,54343,240,65,1,0,9,21,18,33,37,4,2,6,0,75,54489,117,64,11,173,783,1517,1465,764,702,2753,3992,1066,1152,1062,1106,1052,920,850,814,2543,4142,4115,5962,5454,2916,1049,1453,4273,2272,677
"G3601150","1980","A","1","2","New York","36","2975","Washington","115",,,,,,,,,,,,,"08",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",54795,53429,913,58,0,1,10,9,15,25,14,1,0,0,0,320,54191,51,391,6,156,737,1513,1543,799,791,2779,4108,1128,1150,1171,1180,1018,891,851,857,2599,4187,3810,6200,5405,2715,1050,1488,4001,2129,695
"G3601170","1980","A","1","2","New York","36","6840","Wayne","117",,,,,,,,,,,,,"01",,,,,,,,"WAYNE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",84581,81035,2728,168,6,0,16,30,17,43,28,22,2,0,0,486,83701,78,597,16,189,1359,2553,2442,1280,1212,4457,6278,1626,1743,1728,1786,1476,1273,1213,1259,3835,6634,6898,10455,8436,3932,1451,2129,5582,2640,904
"G3601190","1980","A","1","2","New York","36","5600","Westchester","119",,,,,,,,"70",,,,,"G",,,,,,,,"WESTCHESTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",866599,729831,104815,693,16,13,4762,3566,1299,1715,3484,211,60,22,7,16105,821033,2418,17781,5021,20346,9800,18461,18745,9662,9636,33450,53966,15258,15877,16350,16251,14132,13787,13329,13234,40038,63286,63882,108107,107447,53530,18455,25757,68329,35386,10444
"G3601210","1980","A","1","2","New York","36",,"Wyoming","121",,,,,,,,,,,,,"02",,,,,,,,"WYOMING COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",39895,38499,1020,70,1,0,10,15,14,29,15,0,3,0,0,219,39602,30,191,9,63,644,1197,1174,589,579,1981,2797,728,844,805,800,671,620,602,642,2031,3467,3174,4674,3741,1855,700,1037,2643,1390,510
"G3601230","1980","A","1","2","New York","36",,"Yates","123",,,,,,,,,,,,,"02",,,,,,,,"YATES COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",21459,21228,130,20,0,0,2,10,0,10,4,0,0,0,0,55,21344,30,50,5,30,294,566,536,261,270,1061,1446,366,386,426,405,477,416,367,387,936,1572,1477,2238,2122,1110,451,623,1855,1114,297
"G3700010","1980","A","3","5","North Carolina","37","1300","Alamance","001",,,,,,,,,,,,,"03",,,,,,,,"ALAMANCE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",99319,79775,19113,143,0,1,23,19,7,40,39,19,9,2,2,127,98738,298,57,23,203,1052,2147,2248,1228,1146,4450,6587,1681,1789,1914,1861,1909,1842,1891,1705,4849,7446,7523,11892,11546,6005,2195,2976,7547,3081,809
"G3700030","1980","A","3","5","North Carolina","37","3290","Alexander","003",,,,,,,,,,,,,"02",,,,,,,,"ALEXANDER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",24999,23250,1668,25,0,0,2,2,4,16,8,1,1,3,0,19,24839,90,1,8,61,387,725,680,415,383,1292,1718,418,458,502,460,466,442,401,429,1226,2043,2133,3400,2667,1099,432,571,1408,651,193
"G3700050","1980","A","3","5","North Carolina","37",,"Alleghany","005",,,,,,,,,,,,,"01",,,,,,,,"ALLEGHANY COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",9587,9367,203,3,0,0,1,0,0,0,4,0,1,0,0,8,9510,41,0,0,36,118,247,240,118,129,434,585,154,188,156,146,129,139,137,129,424,699,702,1105,1097,563,195,315,846,474,118
"G3700070","1980","A","3","5","North Carolina","37",,"Anson","007",,,,,,,,,,,,,"05",,,,,,,,"ANSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",25649,13616,11935,60,0,0,3,3,2,1,1,4,2,0,0,22,25377,182,5,14,71,427,795,798,423,404,1317,1905,511,513,545,515,434,401,389,378,1220,2007,1799,2471,2426,1336,531,774,2042,965,323
"G3700090","1980","A","3","5","North Carolina","37",,"Ashe","009",,,,,,,,,,,,,"01",,,,,,,,"ASHE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",22325,22097,182,15,0,0,1,1,2,6,5,0,1,0,0,15,22230,46,3,0,46,290,564,553,303,311,1015,1425,364,392,410,409,373,314,356,292,979,1676,1637,2735,2426,1165,431,672,1940,1017,276
"G3700110","1980","A","3","5","North Carolina","37",,"Avery","011",,,,,,,,,,,,,"01",,,,,,,,"AVERY COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",14409,14226,136,33,0,0,0,1,0,0,1,6,0,0,0,6,14299,71,4,3,32,195,393,335,180,222,640,964,256,288,282,225,368,496,320,242,663,1107,1143,1707,1383,722,252,416,1050,459,101
"G3700130","1980","A","3","5","North Carolina","37",,"Beaufort","013",,,,,,,,,,,,,"10",,,,,,,,"BEAUFORT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",40355,27501,12783,16,0,0,5,10,1,1,2,7,6,1,0,22,40126,125,20,24,60,621,1286,1241,647,555,2047,2614,675,771,756,792,659,545,638,585,1981,3066,2959,4404,4142,2139,866,1190,3412,1405,359
"G3700150","1980","A","3","5","North Carolina","37",,"Bertie","015",,,,,,,,,,,,,"07",,,,,,,,"BERTIE COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",21024,8544,12441,11,1,0,6,0,5,0,6,0,4,0,0,6,20729,205,2,30,58,315,643,624,358,333,1048,1475,432,467,474,503,395,351,339,343,1077,1513,1228,1980,2181,1172,431,643,1794,699,206
"G3700170","1980","A","3","5","North Carolina","37",,"Bladen","017",,,,,,,,,,,,,"11",,,,,,,,"BLADEN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",30491,18299,11801,321,0,0,2,5,7,1,4,4,10,0,0,37,30179,232,15,5,60,466,900,906,489,497,1583,2177,598,616,588,642,545,489,482,501,1505,2494,2279,3285,3042,1567,631,894,2246,853,216
"G3700190","1980","A","3","5","North Carolina","37","9200","Brunswick","019",,,,,,,,,,,,,"11",,,,,,,,"BRUNSWICK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",35777,27281,8287,113,0,0,5,6,15,7,9,9,5,0,4,36,35468,187,13,6,103,515,1018,1109,561,616,1834,2555,609,675,673,655,610,538,553,541,1701,2837,2714,4104,3732,1935,744,1101,2674,921,252
"G3700210","1980","A","3","5","North Carolina","37","0480","Buncombe","021",,,,,,,,,,,,,"A",,,,,,,,"BUNCOMBE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",160934,145990,13997,295,3,1,47,47,51,66,63,30,20,3,8,313,159898,507,79,72,378,2110,3938,3713,1921,2130,6971,9905,2569,2701,2917,2719,2656,2574,2416,2337,7737,12974,12584,19123,17456,9263,3484,4640,13255,6781,2060
"G3700230","1980","A","3","5","North Carolina","37",,"Burke","023",,,,,,,,,,,,,"02",,,,,,,,"BURKE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",72504,66953,5213,95,0,0,22,4,13,31,59,9,6,1,0,98,72147,203,21,11,122,967,1900,1755,1089,997,3414,4883,1228,1425,1477,1661,1326,1180,1157,1093,3502,5812,5809,9480,8057,3801,1416,1881,4741,1969,484
"G3700250","1980","A","3","5","North Carolina","37","7140","Cabarrus","025",,,,,,,,,,,,,"04",,,,,,,,"CABARRUS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",85895,73342,12201,134,1,0,12,16,12,44,30,23,7,4,0,69,85410,253,46,21,165,1166,2160,2139,1140,1150,4115,5821,1367,1558,1575,1604,1432,1421,1458,1405,4093,6487,6557,10424,9524,4888,1792,2514,6681,2746,678
"G3700270","1980","A","3","5","North Carolina","37",,"Caldwell","027",,,,,,,,,,,,,"02",,,,,,,,"CALDWELL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",67746,63739,3874,47,0,1,11,9,5,1,22,0,5,0,0,32,67481,124,4,2,135,917,1855,1756,957,1028,3374,5057,1265,1269,1337,1301,1232,1189,1150,1080,3400,5336,5354,8858,7447,3434,1166,1615,4206,1747,416
"G3700290","1980","A","3","5","North Carolina","37",,"Camden","029",,,,,,,,,,,,,"10",,,,,,,,"CAMDEN COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1",5829,3932,1876,3,0,0,3,0,1,3,1,1,0,0,0,9,5792,22,0,10,5,92,157,160,81,70,286,413,111,113,121,131,97,106,104,99,297,364,413,693,609,326,133,160,433,220,40
"G3700310","1980","A","3","5","North Carolina","37",,"Carteret","031",,,,,,,,,,,,,"11",,,,,,,,"CARTERET COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",41092,36871,3859,124,0,1,53,0,43,5,22,10,8,0,1,95,40795,124,47,12,114,609,1084,1081,516,523,1764,2407,639,756,725,751,700,736,813,783,2291,3474,3149,4650,4424,2387,856,1216,3126,1292,340
"G3700330","1980","A","3","5","North Carolina","37",,"Caswell","033",,,,,,,,,,,,,"03",,,,,,,,"CASWELL COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",20705,11645,9016,13,0,0,6,0,0,0,4,2,8,0,0,11,20546,128,0,0,31,265,526,522,346,327,997,1435,392,425,456,449,402,357,344,329,1131,1707,1605,2454,2106,1086,398,533,1344,598,171
"G3700350","1980","A","3","5","North Carolina","37","3290","Catawba","035",,,,,,,,,,,,,"04",,,,,,,,"CATAWBA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",105208,94974,9746,105,0,1,20,44,24,25,31,122,4,1,0,111,104630,272,37,46,223,1432,2910,2885,1547,1565,5373,7040,1764,1879,1831,1869,1773,1870,1809,1771,5453,8755,8692,13291,11539,5450,1964,2629,6686,2692,739
"G3700370","1980","A","3","5","North Carolina","37",,"Chatham","037",,,,,,,,,,,,,"04",,,,,,,,"CHATHAM COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33415,24316,8987,32,0,0,4,10,6,2,13,0,0,0,0,45,33149,161,18,16,71,431,854,811,398,443,1494,2139,545,554,589,603,526,496,495,512,1701,3210,2922,3953,3556,1771,687,924,2362,1104,335
"G3700390","1980","A","3","5","North Carolina","37",,"Cherokee","039",,,,,,,,,,,,,"01",,,,,,,,"CHEROKEE COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",18933,18275,401,189,0,0,3,5,6,2,35,1,5,0,0,11,18817,67,7,4,38,256,466,536,271,259,929,1296,334,329,300,333,264,263,261,267,781,1221,1393,2239,1981,1109,388,622,1744,819,272
"G3700410","1980","A","3","5","North Carolina","37",,"Chowan","041",,,,,,,,,,,,,"07",,,,,,,,"CHOWAN COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",12558,7294,5210,19,0,0,1,5,2,4,15,1,2,0,0,5,12484,52,5,1,16,193,355,374,194,167,570,795,209,238,253,263,215,178,188,208,563,954,867,1244,1327,768,252,401,1103,528,151
"G3700430","1980","A","3","5","North Carolina","37",,"Clay","043",,,,,,,,,,,,,"01",,,,,,,,"CLAY COUNTY","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",6619,6569,34,10,0,0,1,0,0,0,0,2,0,0,1,2,6581,26,3,1,8,91,169,153,104,102,294,365,107,90,103,107,77,92,86,86,297,494,518,694,640,425,177,254,684,335,75
"G3700450","1980","A","3","5","North Carolina","37",,"Cleveland","045",,,,,,,,,,,,,"05",,,,,,,,"CLEVELAND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",83435,65803,17400,62,0,0,14,19,6,15,32,9,4,2,0,69,82962,317,37,22,97,1192,2230,2385,1277,1258,4163,5977,1470,1660,1632,1629,1537,1478,1478,1315,4029,6573,6362,9981,8605,4228,1677,2202,5803,2591,703
"G3700470","1980","A","3","5","North Carolina","37",,"Columbus","047",,,,,,,,,,,,,"11",,,,,,,,"COLUMBUS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51037,34406,15394,1175,0,0,5,4,1,4,15,4,3,0,0,26,50562,372,8,8,87,828,1505,1541,762,835,2553,3550,983,1058,1029,1045,938,884,829,774,2473,3880,3712,6019,5291,2596,968,1431,3710,1452,391
"G3700490","1980","A","3","5","North Carolina","37",,"Craven","049",,,,,,,,,,,,,"11",,,,,,,,"CRAVEN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",71043,50408,19287,182,0,2,183,10,189,26,16,1,13,34,12,680,69692,501,375,62,413,1455,2647,2467,1159,1090,3427,4240,1048,1081,1210,1306,1470,2042,2418,2325,5222,6793,5211,7221,6185,3048,1055,1473,3638,1433,379
"G3700510","1980","A","3","5","North Carolina","37","2560","Cumberland","051",,,,,,,,,,,,,"09",,,,,,,,"CUMBERLAND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",247160,158237,75726,3644,9,7,686,236,505,1394,200,412,228,272,109,5495,238040,3323,3049,267,2481,5172,9088,8471,4144,4069,12800,15286,4087,4382,4504,4580,6059,8330,9279,8728,21479,25972,19265,26584,19972,7844,2573,3273,7664,2818,737
"G3700530","1980","A","3","5","North Carolina","37","5720","Currituck","053",,,,,,,,,,,,,"10",,,,,,,,"CURRITUCK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1",11089,9256,1758,23,0,3,6,2,13,0,2,1,1,0,0,24,10994,48,3,0,44,172,317,301,156,155,505,727,199,190,224,228,200,169,170,177,577,891,779,1301,1171,597,240,340,879,340,84
"G3700550","1980","A","3","5","North Carolina","37",,"Dare","055",,,,,,,,,,,,,"10",,,,,,,,"DARE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",13377,12468,827,18,0,0,5,1,15,10,2,6,0,1,0,24,13321,19,13,4,20,180,304,280,145,149,520,745,187,171,214,215,207,177,252,200,755,1301,1046,1439,1378,925,368,529,1174,415,101
"G3700570","1980","A","3","5","North Carolina","37","3120","Davidson","057",,,,,,,,,,,,,"04",,,,,,,,"DAVIDSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",113162,101392,11319,205,0,1,13,16,17,21,39,29,3,3,0,104,112540,430,22,24,146,1485,2915,2906,1610,1662,5700,7987,1892,2101,2171,2143,2014,1898,1804,1693,5622,9104,9114,14617,12681,5898,2261,2898,7220,2987,779
"G3700590","1980","A","3","5","North Carolina","37",,"Davie","059",,,,,,,,,,,,,"04",,,,,,,,"DAVIE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",24599,21959,2556,47,1,0,2,2,3,4,2,2,0,0,0,21,24472,60,0,0,67,281,638,689,361,346,1270,1731,430,454,465,431,431,358,320,327,1062,1951,2201,3238,2732,1345,457,571,1573,753,184
"G3700610","1980","A","3","5","North Carolina","37",,"Duplin","061",,,,,,,,,,,,,"11",,,,,,,,"DUPLIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",40952,26835,14003,51,0,0,6,1,1,1,8,0,2,0,0,44,40671,191,19,12,59,607,1232,1205,650,617,2101,2793,773,732,873,848,773,708,635,643,1953,3110,2823,4578,4309,2190,825,1213,3207,1204,350
"G3700630","1980","A","3","5","North Carolina","37","6640","Durham","063",,,,,,,,,,,,,"F",,,,,,,,"DURHAM COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",152785,95818,55424,170,4,1,154,253,89,118,309,39,14,0,3,389,151506,517,95,146,521,2067,3973,3784,2034,1879,6565,9027,2185,2356,2432,2462,3394,4011,3942,3857,10348,15524,13272,16506,14020,7306,2571,3503,9862,4664,1241
"G3700650","1980","A","3","5","North Carolina","37",,"Edgecombe","065",,,,,,,,,,,,,"08",,,,,,,,"EDGECOMBE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",55988,27428,28433,29,0,1,8,1,7,10,24,3,6,1,0,37,55504,335,13,16,120,891,1740,1693,878,855,2937,4021,1082,1199,1271,1277,1150,913,962,931,2902,4770,4180,5745,5522,2753,1067,1405,3729,1698,417
"G3700670","1980","A","3","5","North Carolina","37","3120","Forsyth","067",,,,,,,,,,,,,"B",,,,,,,,"FORSYTH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",243683,182647,59403,451,1,0,109,119,50,96,169,91,26,0,0,521,242108,734,97,154,590,3087,5976,5864,3137,3130,10982,15175,3840,4108,4451,4554,4652,4823,4789,4627,13901,21587,19999,29526,27351,12829,4405,5839,15485,7593,1973
"G3700690","1980","A","3","5","North Carolina","37",,"Franklin","069",,,,,,,,,,,,,"06",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",30055,17648,12301,38,0,0,6,2,0,1,3,31,0,0,0,25,29725,221,13,5,91,441,747,764,384,418,1369,1963,522,605,615,589,678,712,576,444,1422,2396,2123,3243,3025,1604,614,855,2460,1161,325
"G3700710","1980","A","3","5","North Carolina","37","1520","Gaston","071",,,,,,,,,,,,,"05",,,,,,,,"GASTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",162568,141827,19868,257,1,1,40,40,9,20,177,28,9,16,0,275,161577,532,31,50,378,2176,4231,4466,2468,2553,8751,11641,2828,2896,2934,2902,2879,2838,2742,2643,8169,13148,13002,19227,17826,8765,3032,3994,10956,4508,993
"G3700730","1980","A","3","5","North Carolina","37",,"Gates","073",,,,,,,,,,,,,"07",,,,,,,,"GATES COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1",8875,4192,4664,4,0,0,2,0,8,0,3,1,0,0,0,1,8800,66,1,0,8,128,216,208,137,97,401,604,156,185,178,188,192,130,156,138,432,658,593,926,965,489,198,282,767,355,96
"G3700750","1980","A","3","5","North Carolina","37",,"Graham","075",,,,,,,,,,,,,"01",,,,,,,,"GRAHAM COUNTY","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",7217,6826,1,379,0,0,0,0,1,0,1,0,0,0,0,9,7178,28,2,0,9,108,220,202,105,90,364,514,142,150,119,135,122,125,107,92,316,521,567,840,695,405,144,216,571,276,71
"G3700770","1980","A","3","5","North Carolina","37",,"Granville","077",,,,,,,,,,,,,"03",,,,,,,,"GRANVILLE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",34043,18917,14941,53,0,0,2,5,9,1,35,6,4,0,0,70,33658,272,4,12,97,393,783,834,393,437,1569,2472,684,723,748,727,621,570,587,530,1671,2633,2630,4080,3714,1804,705,907,2454,1091,283
"G3700790","1980","A","3","5","North Carolina","37",,"Greene","079",,,,,,,,,,,,,"08",,,,,,,,"GREENE COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",16117,8785,7298,2,0,0,4,0,2,1,1,0,1,0,0,23,15980,66,4,33,34,263,485,505,265,239,835,1088,314,334,353,384,354,288,296,300,908,1403,1116,1676,1623,815,317,425,1067,378,86
"G3700810","1980","A","3","5","North Carolina","37","3120","Guilford","081",,,,,,,,,,,,,"C",,,,,,,,"GUILFORD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",317154,234579,79374,1348,0,0,110,209,52,302,263,113,44,8,6,746,314750,1173,201,235,795,3957,7940,7717,4093,4021,14471,20319,5283,5511,5592,5755,6493,7023,6922,6986,18171,27666,25826,37636,34346,16340,5731,7417,19930,9476,2532
