GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHM001,DHM002,DHM003,DHM004,DHM005
"G2801210","1980","A","3","6","Mississippi","28","3560","Rankin","121",,,,,,,,,,,,"06",,,,,"RANKIN",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,7339,6534,13267,6364,5497
"G2801230","1980","A","3","6","Mississippi","28",,"Scott","123",,,,,,,,,,,,"06",,,,,"SCOTT",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,4324,3087,3856,1195,1112
"G2801250","1980","A","3","6","Mississippi","28",,"Sharkey","125",,,,,,,,,,,,"01",,,,,"SHARKEY",,,,"1","1",,,,"1",,"1",,,,,,"1","1",,,,,,,,,,1558,688,772,352,519
"G2801270","1980","A","3","6","Mississippi","28",,"Simpson","127",,,,,,,,,,,,"06",,,,,"SIMPSON",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,3727,2885,4164,1457,984
"G2801290","1980","A","3","6","Mississippi","28",,"Smith","129",,,,,,,,,,,,"06",,,,,"SMITH",,,,,"1",,,,,,"1","1",,,,,,"1","1","1",,,,,,"1",,2349,1926,2751,951,638
"G2801310","1980","A","3","6","Mississippi","28","0920","Stone","131",,,,,,,,,,,,"07",,,,,"STONE",,,,,,,,,,,,,,,,,,,,"1",,,,,,,,1038,1094,1734,708,589
"G2801330","1980","A","3","6","Mississippi","28",,"Sunflower","133",,,,,,,,,,,,"01",,,,,"SUNFLOWER",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,"1",,,,7462,2931,3254,2001,1986
"G2801350","1980","A","3","6","Mississippi","28",,"Tallahatchie","135",,,,,,,,,,,,"01",,,,,"TALLAHATCHIE",,,,"1",,,,,,,,,,,,,"1",,"1",,,"1",,,"1",,,3831,1752,1794,709,756
"G2801370","1980","A","3","6","Mississippi","28",,"Tate","137",,,,,,,,,,,,"02",,,,,"TATE",,,,"1",,,,,,,,,,,,,,"1","1",,,,"1",,"1",,,3148,2083,2816,1402,960
"G2801390","1980","A","3","6","Mississippi","28",,"Tippah","139",,,,,,,,,,,,"04",,,,,"TIPPAH",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,"1","1",,,,3683,2242,3308,933,701
"G2801410","1980","A","3","6","Mississippi","28",,"Tishomingo","141",,,,,,,,,,,,"04",,,,,"TISHOMINGO",,,,,"1",,,,,,"1",,"1",,,,,"1",,,,,,"1",,,,4045,2146,3413,1103,633
"G2801430","1980","A","3","6","Mississippi","28",,"Tunica","143",,,,,,,,,,,,"01",,,,,"TUNICA",,"1",,,"1",,,,"1",,,"1",,,,"1",,,"1",,,,,,,,,2472,696,707,407,299
"G2801450","1980","A","3","6","Mississippi","28",,"Union","145",,,,,,,,,,,,"04",,,,,"UNION",,,,"1","1",,,,,,,,,,,,,"1","1",,,,,,,,,4354,2648,3743,1169,1146
"G2801470","1980","A","3","6","Mississippi","28",,"Walthall","147",,,,,,,,,,,,"06",,,,,"WALTHALL",,,,,"1",,,,,,,"1","1",,,,"1",,"1",,,,"1",,,"1",,2349,1581,2161,783,682
"G2801490","1980","A","3","6","Mississippi","28",,"Warren","149",,,,,,,,,,,,"03",,,,,"WARREN",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,6840,4649,8249,4189,4462
"G2801510","1980","A","3","6","Mississippi","28",,"Washington","151",,,,,,,,,,,,"01",,,,,"WASHINGTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,12065,6466,9283,4584,4640
"G2801530","1980","A","3","6","Mississippi","28",,"Wayne","153",,,,,,,,,,,,"06",,,,,"WAYNE",,,,,"1",,,,,"1",,"1",,,,,,,,,,,"1",,"1",,,3337,2140,2798,1085,752
"G2801550","1980","A","3","6","Mississippi","28",,"Webster","155",,,,,,,,,,,,"06",,,,,"WEBSTER",,,,"1","1",,,,,"1",,"1",,,,,"1",,"1","1",,,,,,"1",,1784,1422,2029,585,423
"G2801570","1980","A","3","6","Mississippi","28",,"Wilkinson","157",,,,,,,,,,,,"03",,,,,"WILKINSON",,"1",,"1",,,,,"1",,"1",,,,,"1",,"1",,,,,,,,"1",,2370,776,1556,408,481
"G2801590","1980","A","3","6","Mississippi","28",,"Winston","159",,,,,,,,,,,,"06",,,,,"WINSTON",,,,,,,,,,,,,,,,,,,,,,,,,,"1",,3358,2624,2996,1294,946
"G2801610","1980","A","3","6","Mississippi","28",,"Yalobusha","161",,,,,,,,,,,,"02",,,,,"YALOBUSHA",,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,2700,1476,2228,632,613
"G2801630","1980","A","3","6","Mississippi","28",,"Yazoo","163",,,,,,,,,,,,"02",,,,,"YAZOO",,,,"1","1",,,,,,,"1","1",,,,"1","1",,,,,,"1","1",,,5261,2670,3469,1715,1702
"G2900010","1980","A","2","4","Missouri","29",,"Adair","001",,,,,,,,,,,,"02",,,,,"ADAIR",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,,"1",,,2512,1638,4271,1796,2557
"G2900030","1980","A","2","4","Missouri","29","7000","Andrew","003",,,,,,,,,,,,"01",,,,,"ANDREW",,,,,"1",,,,,,"1","1",,,,"1",,"1",,,,,,"1","1","1",,1636,1269,3813,841,883
"G2900050","1980","A","2","4","Missouri","29",,"Atchison","005",,,,,,,,,,,,"01",,,,,"ATCHISON",,,,,"1",,,,,,,"1","1",,,"1",,,,"1",,,,,"1",,,1106,709,2279,710,641
"G2900070","1980","A","2","4","Missouri","29",,"Audrain","007",,,,,,,,,,,,"02",,,,,"AUDRAIN",,,,"1","1",,,,,,"1",,"1",,,,"1","1",,,,,"1",,,"1",,3877,2356,6746,1481,1533
"G2900090","1980","A","2","4","Missouri","29",,"Barry","009",,,,,,,,,,,,"04",,,,,"BARRY",,,"1",,,,,,,,,,,,,,,,"1",,,,,"1",,"1",,4027,2654,6205,1575,1092
"G2900110","1980","A","2","4","Missouri","29",,"Barton","011",,,,,,,,,,,,"03",,,,,"BARTON",,,,,"1","1",,,,,,,,,,,,"1",,"1",,,,"1",,"1",,1919,1200,2849,697,502
"G2900130","1980","A","2","4","Missouri","29",,"Bates","013",,,,,,,,,,,,"03",,,,,"BATES",,,,"1",,,,,,,,,,,,,,,,,,,,,,"1",,2796,1509,4202,927,742
"G2900150","1980","A","2","4","Missouri","29",,"Benton","015",,,,,,,,,,,,"05",,,,,"BENTON",,,,,"1","1",,,,,,,,"1",,,,,,"1",,"1",,"1",,,,2751,1344,2910,700,518
"G2900170","1980","A","2","4","Missouri","29",,"Bollinger","017",,,,,,,,,,,,"06",,,,,"BOLLINGER",,,,"1",,,,,,,,,,,,,,,,,,"1",,,,,,2738,999,1921,306,307
"G2900190","1980","A","2","4","Missouri","29","1740","Boone","019",,,,,,,,,,,,"02",,,,,"BOONE",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,5812,4259,14047,8257,17168
"G2900210","1980","A","2","4","Missouri","29","7000","Buchanan","021",,,,,,,,,,,,"01",,,,,"BUCHANAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,10895,8441,20892,7007,5629
"G2900230","1980","A","2","4","Missouri","29",,"Butler","023",,,,,,,,,,,,"09",,,,,"BUTLER",,,,"1",,,,,,,,,,,,,,"1","1",,,,,"1","1",,,8136,3847,7153,2124,1889
"G2900250","1980","A","2","4","Missouri","29",,"Caldwell","025",,,,,,,,,,,,"02",,,,,"CALDWELL",,,,"1","1",,,,,,"1","1",,"1",,"1",,,"1","1",,"1",,"1",,,,1268,844,2467,585,368
"G2900270","1980","A","2","4","Missouri","29",,"Callaway","027",,,,,,,,,,,,"02",,,,,"CALLAWAY",,,,,,,,,,,,"1","1",,,,,,,,,,,"1",,,,4528,2848,6518,2195,2126
"G2900290","1980","A","2","4","Missouri","29",,"Camden","029",,,,,,,,,,,,"05",,,,,"CAMDEN",,,"1",,,,,,,"1",,"1",,,,,"1",,"1",,,,"1","1","1",,,2871,2338,5335,1669,1167
"G2900310","1980","A","2","4","Missouri","29",,"Cape Girardeau","031",,,,,,,,,,,,"06",,,,,"CAPE GIRARDEAU",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,7999,3959,10914,4527,5648
"G2900330","1980","A","2","4","Missouri","29",,"Carroll","033",,,,,,,,,,,,"01",,,,,"CARROLL",,,,,"1",,,,,,,"1","1",,,,,,,,,,,"1",,"1",,2071,1158,3170,660,620
"G2900350","1980","A","2","4","Missouri","29",,"Carter","035",,,,,,,,,,,,"08",,,,,"CARTER",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,,,,,1250,534,978,257,234
"G2900370","1980","A","2","4","Missouri","29","3760","Cass","037",,,,,,,,,,,,"03",,,,,"CASS",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,4439,4282,13238,4144,2962
"G2900390","1980","A","2","4","Missouri","29",,"Cedar","039",,,,,,,,,,,,"03",,,,,"CEDAR",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,2522,1334,3051,634,506
"G2900410","1980","A","2","4","Missouri","29",,"Chariton","041",,,,,,,,,,,,"02",,,,,"CHARITON",,,,"1","1","1",,,,,"1","1",,"1",,,"1","1",,"1",,,"1",,"1",,,1891,900,2903,566,515
"G2900430","1980","A","2","4","Missouri","29","7920","Christian","043",,,,,,,,,,,,"07",,,,,"CHRISTIAN",,,"1",,"1",,,,,"1",,"1","1",,,,,"1",,,,,"1",,"1","1",,2772,1906,5697,1654,1048
"G2900450","1980","A","2","4","Missouri","29",,"Clark","045",,,,,,,,,,,,"02",,,,,"CLARK",,,"1","1","1",,,,,"1","1",,,"1",,,"1","1",,,,"1","1",,,"1",,1306,756,2264,465,288
"G2900470","1980","A","2","4","Missouri","29","3760","Clay","047",,,,,,,,,,,,"A",,,,,"CLAY",,,,,,,,,,,,,,,,,,,,,,,,,,,,8413,10263,34950,14083,12374
"G2900490","1980","A","2","4","Missouri","29",,"Clinton","049",,,,,,,,,,,,"01",,,,,"CLINTON",,,,,"1",,,,,,"1",,"1",,,,"1","1",,,,,,"1",,"1",,1708,1319,4257,1360,858
"G2900510","1980","A","2","4","Missouri","29",,"Cole","051",,,,,,,,,,,,"06",,,,,"COLE",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,6223,3682,11733,5050,6397
"G2900530","1980","A","2","4","Missouri","29",,"Cooper","053",,,,,,,,,,,,"03",,,,,"COOPER",,,,"1","1",,,,,,"1","1",,,,,"1",,"1",,,,"1","1",,"1",,2257,1234,3611,915,946
"G2900550","1980","A","2","4","Missouri","29",,"Crawford","055",,,,,,,,,,,,"05",,,,,"CRAWFORD",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,,,3972,1932,3481,868,783
"G2900570","1980","A","2","4","Missouri","29",,"Dade","057",,,,,,,,,,,,"03",,,,,"DADE",,,"1",,"1","1",,,,"1",,"1",,"1",,,"1","1",,"1",,,,"1","1",,,1333,744,2041,469,354
"G2900590","1980","A","2","4","Missouri","29",,"Dallas","059",,,,,,,,,,,,"07",,,,,"DALLAS",,,"1",,"1",,,,,,,,,,,,,,,,,"1",,"1",,"1",,2376,1352,2879,614,433
"G2900610","1980","A","2","4","Missouri","29",,"Daviess","061",,,,,,,,,,,,"02",,,,,"DAVIESS",,,"1","1","1",,,,,"1","1","1",,,,,"1","1","1","1",,"1",,,"1","1",,1407,871,2433,509,402
"G2900630","1980","A","2","4","Missouri","29",,"DeKalb","063",,,,,,,,,,,,"02",,,,,"DE KALB",,,,"1","1",,,,,,"1","1","1",,,,,"1",,"1",,,,,"1","1",,1117,742,2378,542,408
"G2900650","1980","A","2","4","Missouri","29",,"Dent","065",,,,,,,,,,,,"08",,,,,"DENT",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,,,"1",,3332,1589,2790,610,596
"G2900670","1980","A","2","4","Missouri","29",,"Douglas","067",,,,,,,,,,,,"07",,,,,"DOUGLAS",,,,"1",,,,,,,,,,"1",,,,,,"1",,,,,,,,2486,1252,2376,546,475
"G2900690","1980","A","2","4","Missouri","29",,"Dunklin","069",,,,,,,,,,,,"09",,,,,"DUNKLIN",,,,,"1",,,,,,"1","1",,,,,,,,,,,"1",,"1",,,8689,3869,6162,1500,1457
"G2900710","1980","A","2","4","Missouri","29","7040","Franklin","071",,,,,,,,,,,,"06",,,,,"FRANKLIN",,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,12930,6088,14709,3347,2980
"G2900730","1980","A","2","4","Missouri","29",,"Gasconade","073",,,,,,,,,,,,"06",,,,,"GASCONADE",,,,,,,,,"1",,,"1",,,,"1",,,"1",,,,,,,"1",,3475,1066,2915,522,623
"G2900750","1980","A","2","4","Missouri","29",,"Gentry","075",,,,,,,,,,,,"02",,,,,"GENTRY",,,,"1","1","1",,,,,"1","1",,"1",,,,"1","1","1",,,,"1","1",,,1375,728,2086,537,482
"G2900770","1980","A","2","4","Missouri","29","7920","Greene","077",,,,,,,,,,,,"C",,,,,"GREENE",,,,,,,,,,,,,,,,,,,,,,,,,,,,15895,14871,40719,18360,16687
"G2900790","1980","A","2","4","Missouri","29",,"Grundy","079",,,,,,,,,,,,"02",,,,,"GRUNDY",,,,"1","1",,,,,"1","1","1",,,,,,"1","1",,,,"1","1","1","1",,1725,1112,3138,1120,686
"G2900810","1980","A","2","4","Missouri","29",,"Harrison","081",,,,,,,,,,,,"02",,,,,"HARRISON",,,,"1","1",,,,,,"1","1",,"1",,,,"1","1","1",,"1",,,"1","1",,1574,935,2882,628,487
"G2900830","1980","A","2","4","Missouri","29",,"Henry","083",,,,,,,,,,,,"03",,,,,"HENRY",,,,,,,,,,,,,,,,,,,,,,,,"1","1","1",,3369,1888,5039,1286,1065
"G2900850","1980","A","2","4","Missouri","29",,"Hickory","085",,,,,,,,,,,,"05",,,,,"HICKORY",,,,"1",,"1",,,,,"1",,"1","1",,"1",,"1",,,,"1",,,,"1",,1225,869,1724,391,256
"G2900870","1980","A","2","4","Missouri","29",,"Holt","087",,,,,,,,,,,,"01",,,,,"HOLT",,,"1","1","1","1",,,,,"1","1","1","1",,,,"1","1","1",,"1",,,,,,927,653,2135,484,356
"G2900890","1980","A","2","4","Missouri","29",,"Howard","089",,,,,,,,,,,,"02",,,,,"HOWARD",,,,"1","1","1",,,,,"1","1",,,,,,"1","1",,,,,,,,,1762,806,2261,553,672
"G2900910","1980","A","2","4","Missouri","29",,"Howell","091",,,,,,,,,,,,"07",,,,,"HOWELL",,,,,"1",,,,,,,"1","1",,,,"1",,"1",,,,"1",,,,,5737,2867,6251,1638,1357
"G2900930","1980","A","2","4","Missouri","29",,"Iron","093",,,,,,,,,,,,"08",,,,,"IRON",,,,,"1",,,,,,,"1","1",,,,"1",,"1","1",,,"1","1","1","1",,2424,1050,2303,412,521
"G2900950","1980","A","2","4","Missouri","29","3760","Jackson","095",,,,,,,,,,,,"A",,,,,"JACKSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,52359,58134,144540,62894,59179
"G2900970","1980","A","2","4","Missouri","29","3710","Jasper","097",,,,,,,,,,,,"04",,,,,"JASPER",,,,,,,,,,,,,,,,,,,,,,,,,,,,11382,8641,19414,7325,5732
"G2900990","1980","A","2","4","Missouri","29","7040","Jefferson","099",,,,,,,,,,,,"B",,,,,"JEFFERSON",,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,18291,14253,32402,9348,5847
"G2901010","1980","A","2","4","Missouri","29",,"Johnson","101",,,,,,,,,,,,"03",,,,,"JOHNSON",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,2971,2170,6930,2888,3466
"G2901030","1980","A","2","4","Missouri","29",,"Knox","103",,,,,,,,,,,,"02",,,,,"KNOX",,,,,"1","1",,,"1",,,"1",,"1",,"1",,,"1",,,,,,,"1",,907,419,1563,331,281
"G2901050","1980","A","2","4","Missouri","29",,"Laclede","105",,,,,,,,,,,,"05",,,,,"LACLEDE",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,"1",,,"1",,4177,2412,5791,1210,1128
"G2901070","1980","A","2","4","Missouri","29",,"Lafayette","107",,,,,,,,,,,,"01",,,,,"LAFAYETTE",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,4665,2600,7609,1937,1748
"G2901090","1980","A","2","4","Missouri","29",,"Lawrence","109",,,,,,,,,,,,"04",,,,,"LAWRENCE",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,"1","1",,4804,2558,7180,1883,1439
"G2901110","1980","A","2","4","Missouri","29",,"Lewis","111",,,,,,,,,,,,"02",,,,,"LEWIS",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,"1",,1375,929,2825,692,589
"G2901130","1980","A","2","4","Missouri","29",,"Lincoln","113",,,,,,,,,,,,"02",,,,,"LINCOLN",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,4119,2072,5175,976,746
"G2901150","1980","A","2","4","Missouri","29",,"Linn","115",,,,,,,,,,,,"02",,,,,"LINN",,,,,"1",,,,,,,,,,,,,"1","1","1",,,,"1","1",,,2389,1530,4673,907,804
"G2901170","1980","A","2","4","Missouri","29",,"Livingston","117",,,,,,,,,,,,"02",,,,,"LIVINGSTON",,,,"1",,"1",,,,,"1","1","1",,,,,"1","1","1",,,"1",,,"1",,2297,1254,4171,1280,865
"G2901190","1980","A","2","4","Missouri","29",,"McDonald","119",,,,,,,,,,,,"04",,,,,"MCDONALD",,,,,"1",,,,,,,"1","1",,,,,,"1","1",,,,,,"1",,2535,1469,3492,898,621
"G2901210","1980","A","2","4","Missouri","29",,"Macon","121",,,,,,,,,,,,"02",,,,,"MACON",,,,"1","1",,,,,,,"1","1",,,,,,"1",,,,,,,"1",,3008,1357,4244,978,914
"G2901230","1980","A","2","4","Missouri","29",,"Madison","123",,,,,,,,,,,,"08",,,,,"MADISON",,,"1","1",,,,,,,,"1","1",,,,,,"1",,,,,,,"1",,2876,1063,2019,433,425
"G2901250","1980","A","2","4","Missouri","29",,"Maries","125",,,,,,,,,,,,"05",,,,,"MARIES",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,1882,607,1664,280,256
"G2901270","1980","A","2","4","Missouri","29",,"Marion","127",,,,,,,,,,,,"02",,,,,"MARION",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,,"1",,,3855,2872,6842,1973,1910
"G2901290","1980","A","2","4","Missouri","29",,"Mercer","129",,,,,,,,,,,,"02",,,,,"MERCER",,,"1","1",,"1",,,"1",,"1",,,"1",,"1",,"1",,"1",,,,,,,,899,375,1389,258,242
"G2901310","1980","A","2","4","Missouri","29",,"Miller","131",,,,,,,,,,,,"05",,,,,"MILLER",,,"1",,"1",,,,,"1",,"1",,,,,"1",,"1","1",,"1",,"1",,,,3512,1673,4102,1109,821
"G2901330","1980","A","2","4","Missouri","29",,"Mississippi","133",,,,,,,,,,,,"09",,,,,"MISSISSIPPI",,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,,3740,1538,2522,592,634
"G2901350","1980","A","2","4","Missouri","29",,"Moniteau","135",,,,,,,,,,,,"06",,,,,"MONITEAU",,,,"1","1",,,,,,"1","1",,"1",,,,"1","1","1",,"1","1",,,"1",,2275,1016,2752,749,614
"G2901370","1980","A","2","4","Missouri","29",,"Monroe","137",,,,,,,,,,,,"02",,,,,"MONROE",,,,"1","1",,,,,"1",,"1",,,,,"1",,"1","1",,,,,,"1",,1460,921,2591,595,400
"G2901390","1980","A","2","4","Missouri","29",,"Montgomery","139",,,,,,,,,,,,"02",,,,,"MONTGOMERY",,,,"1",,,,,,,"1",,"1",,,,,"1",,"1",,,"1","1",,"1",,2369,1152,2592,635,430
"G2901410","1980","A","2","4","Missouri","29",,"Morgan","141",,,,,,,,,,,,"05",,,,,"MORGAN",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,"1","1",,,,,2808,1489,3399,819,602
"G2901430","1980","A","2","4","Missouri","29",,"New Madrid","143",,,,,,,,,,,,"09",,,,,"NEW MADRID",,,,"1",,,,,,,"1","1",,,,,,"1","1",,,,,,,,,5466,2069,3653,863,893
"G2901450","1980","A","2","4","Missouri","29","3710","Newton","145",,,,,,,,,,,,"04",,,,,"NEWTON",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,4880,4082,9791,3347,2328
"G2901470","1980","A","2","4","Missouri","29",,"Nodaway","147",,,,,,,,,,,,"01",,,,,"NODAWAY",,,,,,,,,,,"1",,"1",,,,,"1","1",,,,,"1",,,,2120,1264,4809,1780,1944
"G2901490","1980","A","2","4","Missouri","29",,"Oregon","149",,,,,,,,,,,,"08",,,,,"OREGON",,,,"1","1",,,,,,,,,,,"1",,"1",,"1",,,,"1","1",,,2267,1005,2272,529,390
"G2901510","1980","A","2","4","Missouri","29",,"Osage","151",,,,,,,,,,,,"06",,,,,"OSAGE",,,"1","1","1",,,,,"1","1",,,,,,"1","1",,"1",,"1","1",,,"1",,2713,731,2333,490,449
"G2901530","1980","A","2","4","Missouri","29",,"Ozark","153",,,,,,,,,,,,"07",,,,,"OZARK",,,,,"1",,,,,,"1",,"1",,,,,"1",,,,,,"1",,,,1756,752,1847,403,374
"G2901550","1980","A","2","4","Missouri","29",,"Pemiscot","155",,,,,,,,,,,,"09",,,,,"PEMISCOT",,,,"1",,,,,,,,"1","1",,,,,,"1",,,,,"1","1",,,6071,2442,3684,905,923
"G2901570","1980","A","2","4","Missouri","29",,"Perry","157",,,,,,,,,,,,"06",,,,,"PERRY",,,"1","1",,,,,,,"1","1",,,,,,,,"1",,"1",,"1",,"1",,4298,1327,3087,591,551
"G2901590","1980","A","2","4","Missouri","29",,"Pettis","159",,,,,,,,,,,,"03",,,,,"PETTIS",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,5258,3310,8608,2970,2080
"G2901610","1980","A","2","4","Missouri","29",,"Phelps","161",,,,,,,,,,,,"05",,,,,"PHELPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,4548,2472,6053,2187,2679
"G2901630","1980","A","2","4","Missouri","29",,"Pike","163",,,,,,,,,,,,"02",,,,,"PIKE",,,,"1","1",,,,,"1","1",,,,,,"1","1",,,,,"1","1",,"1",,2918,1540,4000,1026,971
"G2901650","1980","A","2","4","Missouri","29","3760","Platte","165",,,,,,,,,,,,"01",,,,,"PLATTE",,,,,,,,,,,,,,,,,,,,,,,,,,,,2608,2799,11032,5283,5071
"G2901670","1980","A","2","4","Missouri","29",,"Polk","167",,,,,,,,,,,,"07",,,,,"POLK",,,"1",,"1",,,,,,"1","1",,,,,,"1","1",,,,,,,"1",,2896,1804,4138,1235,1090
"G2901690","1980","A","2","4","Missouri","29",,"Pulaski","169",,,,,,,,,,,,"05",,,,,"PULASKI",,,,,,,,,,,,,,,,,,,,,,,,,,,,3285,2447,7889,2051,1801
"G2901710","1980","A","2","4","Missouri","29",,"Putnam","171",,,,,,,,,,,,"02",,,,,"PUTNAM",,,,"1","1",,,,,,"1","1",,,,,,"1","1","1",,,,"1","1","1",,1286,603,1508,329,223
"G2901730","1980","A","2","4","Missouri","29",,"Ralls","173",,,,,,,,,,,,"02",,,,,"RALLS",,,,"1","1","1",,,,,"1","1",,"1",,,,"1","1","1",,"1","1",,,,,1276,953,2350,457,400
"G2901750","1980","A","2","4","Missouri","29",,"Randolph","175",,,,,,,,,,,,"02",,,,,"RANDOLPH",,,,,"1",,,,,,,,,,,,,,,,,,,"1","1",,,3342,2629,6010,2094,1408
"G2901770","1980","A","2","4","Missouri","29","3760","Ray","177",,,,,,,,,,,,"01",,,,,"RAY",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,2842,2151,5689,1181,959
"G2901790","1980","A","2","4","Missouri","29",,"Reynolds","179",,,,,,,,,,,,"08",,,,,"REYNOLDS",,,,"1","1",,,,,,"1","1",,,,,,"1","1","1",,,,,,"1",,1753,740,1378,241,207
"G2901810","1980","A","2","4","Missouri","29",,"Ripley","181",,,,,,,,,,,,"08",,,,,"RIPLEY",,,"1",,"1",,,,,"1","1","1",,,,,"1","1","1",,,"1",,"1",,,,3613,1290,2065,468,372
"G2901830","1980","A","2","4","Missouri","29","7040","St Charles","183",,,,,,,,,,,,"B",,,,,"ST. CHARLES",,,,,,,,,,,,,,,,,,,,,,,,,,,,12749,9817,32945,12437,10795
"G2901850","1980","A","2","4","Missouri","29",,"St Clair","185",,,,,,,,,,,,"03",,,,,"ST. CLAIR",,,"1",,"1","1",,,,"1",,"1",,,,,"1","1",,,,,"1","1","1","1",,1787,915,2098,427,434
"G2901860","1980","A","2","4","Missouri","29",,"Ste Genevieve","186",,,,,,,,,,,,"06",,,,,"STE. GENEVIEVE",,,,"1","1",,,,,,"1","1",,,,,"1","1",,,,,,"1","1","1",,3061,1130,3329,550,534
"G2901870","1980","A","2","4","Missouri","29",,"St Francois","187",,,,,,,,,,,,"08",,,,,"ST. FRANCOIS",,,,"1",,,,,,,"1",,"1",,,,,,"1",,,,,"1","1",,,7602,4585,9041,2566,2024
"G2901890","1980","A","2","4","Missouri","29","7040","St Louis","189",,,,,,,,,,,,"B",,,,,"ST. LOUIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,83543,70327,201445,98574,135086
"G2901950","1980","A","2","4","Missouri","29",,"Saline","195",,,,,,,,,,,,"01",,,,,"SALINE",,,,,,,,,,,,"1","1",,,,,"1",,,,,,,"1",,,4533,2256,5462,1758,1535
"G2901970","1980","A","2","4","Missouri","29",,"Schuyler","197",,,,,,,,,,,,"02",,,,,"SCHUYLER",,"1",,,"1",,,,"1",,,"1",,,,"1",,,"1",,,,,,,,,858,417,1402,274,226
"G2901990","1980","A","2","4","Missouri","29",,"Scotland","199",,,,,,,,,,,,"02",,,,,"SCOTLAND",,,,"1","1","1",,,,,,,,"1",,,,,,"1",,,,,,,,994,388,1460,349,252
"G2902010","1980","A","2","4","Missouri","29",,"Scott","201",,,,,,,,,,,,"09",,,,,"SCOTT",,,,,"1",,,,,,"1","1","1",,,,,"1","1",,,,,"1",,,,7124,3796,7940,1897,1730
"G2902030","1980","A","2","4","Missouri","29",,"Shannon","203",,,,,,,,,,,,"08",,,,,"SHANNON",,"1",,,"1",,,,,,,,,,,,,,,,,,,,,,,1766,823,1640,240,279
"G2902050","1980","A","2","4","Missouri","29",,"Shelby","205",,,,,,,,,,,,"02",,,,,"SHELBY",,,,"1","1","1",,,,,"1",,"1","1",,,"1","1",,,,,"1",,,"1",,1312,657,2217,483,342
"G2902070","1980","A","2","4","Missouri","29",,"Stoddard","207",,,,,,,,,,,,"09",,,,,"STODDARD",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,,,"1",,6865,2729,5947,1086,1190
"G2902090","1980","A","2","4","Missouri","29",,"Stone","209",,,,,,,,,,,,"07",,,,,"STONE",,,,,"1",,,,,,,,,,,,,,,,,,,,,"1",,2250,1762,4110,1233,1195
"G2902110","1980","A","2","4","Missouri","29",,"Sullivan","211",,,,,,,,,,,,"02",,,,,"SULLIVAN",,,"1",,"1",,,,,,,,,,,"1",,"1",,,,"1",,"1",,"1",,1562,675,1967,415,312
