GEOID,Y,X,POP,state
39572,30.251215020929212,-89.60337706231346,1414,28
39571,30.387765575558554,-89.26595469591066,13179,28
39567,30.362271972480418,-88.54394974382984,10740,28
39565,30.531874345339666,-88.75518483924972,19453,28
39564,30.40488283638092,-88.77855595275656,36952,28
39563,30.406914215005894,-88.52746473025499,13790,28
39562,30.551968878052392,-88.50777741897123,17912,28
39561,30.70555524329012,-89.1477563664926,1852,28
39560,30.360907490787568,-89.1678126621541,16844,28
39556,30.462740692667193,-89.41014582233869,7705,28
39553,30.40631201374866,-88.64389864108652,17174,28
39540,30.44038947205332,-88.8996092761464,8522,28
39534,30.39995359112887,-88.92375274432526,2379,28
39532,30.460940313768955,-88.93230395805105,32716,28
39531,30.402760386635237,-88.96655500157652,17736,28
39530,30.40171987650445,-88.89295958387363,8086,28
39525,30.39246732282493,-89.36312150715112,8383,28
39520,30.30465547248651,-89.38878938302399,14681,28
39507,30.398292078531732,-89.0330689251824,16234,28
39503,30.463222603127214,-89.09955459324797,45309,28
39501,30.38128798808488,-89.10123198465885,21987,28
39483,31.21167783599145,-89.9170446618766,6447,28
39482,31.362651392084498,-89.56808450325667,9746,28
39481,31.862459165037368,-89.24196117638529,1867,28
39480,31.717806392749143,-89.30228496750902,2770,28
39479,31.542824889352346,-89.45984084026196,5796,28
39478,31.059656095759696,-89.86857998880848,2201,28
39477,31.78674622085717,-89.03441630114325,686,28
39476,31.36596454166417,-88.90197949639628,7582,28
39475,31.184202377497567,-89.41700452986555,12225,28
39474,31.61269167148066,-89.85142693851076,6050,28
39470,30.81099027722478,-89.55841678093218,13011,28
39466,30.534412910766488,-89.6585573542593,27738,28
39465,31.35109500991065,-89.21359933255812,21386,28
39464,31.48723786935616,-89.07191217188246,2482,28
39462,31.21882797519115,-89.03679445154152,1122,28
39461,31.185531608700533,-88.73912296162199,582,28
39459,31.49836288827394,-89.29605810680323,3677,28
39456,31.07823679800674,-88.81575126323914,1292,28
39455,31.014019833441434,-89.45794525145756,9721,28
39452,30.869640044413188,-88.57953591747514,26964,28
39451,31.165667139036533,-88.59292196558157,7181,28
39443,31.72361451267109,-89.1166574979698,21939,28
39440,31.700725237229648,-89.1407248516402,21305,28
39439,31.860060231730785,-89.00980769482813,4573,28
39437,31.595761144152625,-89.20743159546488,12917,28
39429,31.264553130811766,-89.79338236127155,17657,28
39428,31.6512801434585,-89.56303739584068,9761,28
39427,31.49380306050785,-89.81488805705116,1314,28
39426,30.62323147412699,-89.65168948922401,16301,28
39425,31.04571092543819,-89.1308269283342,1754,28
39423,31.176716774297546,-88.90874538088948,2690,28
39422,31.96041238818952,-89.2754525579459,5146,28
39421,31.4899871512542,-89.71186685911889,2936,28
39406,31.329035931767372,-89.33347500958254,1759,28
39402,31.313928986301562,-89.38890151829163,37492,28
39401,31.306818539159664,-89.3062061269905,43366,28
39367,31.67429846704945,-88.65657548630347,15096,28
39366,31.93959679706101,-88.9242622221429,1380,28
39365,32.598715116456496,-89.12909394656309,7547,28
39364,32.41993480715443,-88.51636717329716,2985,28
39363,32.13754273431823,-88.78354311673408,1773,28
39362,31.428075891386946,-88.51204655213174,2866,28
39361,32.98103984862587,-88.59130707807266,1468,28
39360,31.863981424392662,-88.7589862259836,3830,28
39359,32.571658829737466,-89.3363880813904,273,28
39358,32.84947922304801,-88.45426885654007,1679,28
39356,32.14736242387453,-89.01449545417242,659,28
39355,32.05165838460896,-88.68935256325622,7131,28
39354,32.88647527833569,-88.8383664647909,2094,28
39352,32.65829034996402,-88.49523662147362,812,28
39350,32.78056905916188,-89.11864559437929,24865,28
39348,32.004739346937924,-89.01718958442807,838,28
39347,32.05532692394366,-88.92097505780212,1497,28
39346,32.97227775628392,-89.0903634961106,2241,28
39345,32.315637987457784,-89.15231872360012,6127,28
39342,32.429299603856656,-88.65112158998444,1287,28
39341,33.11859039839157,-88.54610198102554,7156,28
39339,33.10399201541244,-89.03688371439561,15619,28
39338,32.089499977528355,-89.2407391709683,3319,28
39337,32.515515001928556,-88.98893866631266,1808,28
39336,32.332174521032705,-89.24879370444204,1235,28
39335,32.51004630765606,-88.51186709830515,3160,28
39332,32.324640329170535,-89.0163902659733,1923,28
39330,32.18488802182312,-88.83893118577896,2746,28
39328,32.744991884873045,-88.7036194014513,4806,28
39327,32.442792420108425,-89.11579577127806,4190,28
39326,32.579931635635226,-88.6719245046197,720,28
39325,32.52717031096712,-88.85974933513111,5983,28
39323,32.344502505176436,-88.93000315993301,1290,28
39322,31.5715564916748,-88.52918472408129,1882,28
39320,32.53154794087594,-88.73856132209974,1828,28
39309,32.55245350889492,-88.60916039038166,601,28
39307,32.36581400035471,-88.74342942082049,18603,28
39305,32.437103566883586,-88.70145240106552,20431,28
39301,32.34163080542619,-88.6541573157443,27449,28
39272,32.193634497550136,-90.27406486973476,12551,28
39269,32.3011093,-90.1888896,0,28
39232,32.3356175175158,-90.07855631855072,7068,28
39218,32.216762871841155,-90.15557777783012,6943,28
39217,32.2991313,-90.2104945,1103,28
39216,32.338378143460545,-90.17026790214943,3454,28
39213,32.35565465873213,-90.21518231158883,22328,28
39212,32.25103402223622,-90.25934740681498,33263,28
39211,32.37513335430188,-90.1285878646768,24515,28
39209,32.32467100667915,-90.25408252391851,29617,28
39208,32.266660589319514,-90.09439693997804,31371,28
39206,32.36965728137595,-90.171204175182,25341,28
39204,32.28085893803565,-90.23497347080576,19468,28
39203,32.30828983427677,-90.20288810757923,7091,28
39202,32.31543176563797,-90.17623786468091,8411,28
39201,32.294887359666355,-90.1860222324276,536,28
39194,32.858341281459616,-90.41244501594286,20925,28
39193,32.24340528054289,-90.06975472798305,968,28
39192,33.186991855264004,-89.75478008837631,1733,28
39191,31.70747004891173,-90.4214043787987,8074,28
39189,32.6090589072387,-89.42388753407589,5263,28
39183,32.38670760436553,-90.81767937702507,15661,28
39180,32.29356471332344,-90.86044255031342,32603,28
39179,32.81522887311817,-90.09568747375576,1228,28
39177,32.626872233332136,-90.83306535095268,136,28
39176,33.315605195474895,-89.75132747304029,2106,28
39175,32.10877753808132,-90.61075184842878,4843,28
39174,32.402704224633695,-90.15906362022,715,28
39170,32.12710314065893,-90.32902352463137,9407,28
39169,33.164428993712605,-90.24540514841291,2957,28
39168,31.82104410153655,-89.40793319309498,6643,28
39167,32.09514141602529,-90.042033146657,47,28
39166,33.06844955727564,-90.49412391361493,613,28
39162,32.631101594914156,-90.60305600992224,205,28
39160,33.00726452436758,-89.74278198988668,2889,28
39159,32.882126105308,-90.89949068748436,3334,28
39157,32.41728776748385,-90.1241640354774,24645,28
39156,32.52919966101945,-90.77492781097624,513,28
39154,32.23937906075926,-90.41294354315279,10526,28
39153,32.038622065028896,-89.50535615938473,3724,28
39152,32.21641731821892,-89.56534460628555,1284,28
39150,31.94676479536591,-90.97110190628132,5914,28
39149,31.83916607407435,-90.00844405294858,1649,28
39146,32.8872194926225,-89.98411753261463,2841,28
39145,32.32268989195512,-89.79000357690414,5170,28
39144,31.84279652412085,-90.8125570525506,867,28
39140,31.73977127051619,-89.98676629302986,2250,28
39120,31.550524546868573,-91.3519115744022,32334,28
39119,31.76317886575449,-89.65862549527193,5506,28
39117,32.33078652123083,-89.66902112792751,10697,28
39116,31.88197569968461,-89.55076717052108,2538,28
39115,33.04794296327605,-90.56874905996222,155,28
39114,31.951383346238703,-89.83931255252975,9998,28
39113,32.903344939822766,-91.04590621340036,595,28
39111,31.876799147826052,-89.72907004340895,10460,28
39110,32.48392672857697,-90.12397493921354,36143,28
39108,33.162845422776485,-89.33442611685001,1974,28
39097,32.9800943306929,-90.59204042853779,873,28
39096,31.848006163154803,-91.0828682326193,2338,28
39095,33.11095832413691,-90.06259109839417,7324,28
39094,32.57946646647179,-89.67094157203516,3956,28
39092,32.353972905753096,-89.3518520545583,2934,28
39090,33.040445238878576,-89.57669822290742,13398,28
39088,32.791449866959034,-90.72318261370891,135,28
39086,31.965887617969607,-90.80754045834529,1635,28
39083,31.856866189086556,-90.40489530134226,10626,28
39082,31.94667321730949,-90.12670030391735,1312,28
39079,32.96414990635836,-89.9141062838641,2037,28
39078,31.87634972131837,-90.17884692706338,755,28
39074,32.40889429890905,-89.46841568773411,14896,28
39073,32.13685668894966,-90.12498758699131,19685,28
39071,32.552571119006124,-90.31376339038869,5346,28
39069,31.701607302355647,-91.06523536099242,5409,28
39067,33.10901313410653,-89.4581693263974,1434,28
39066,32.309898608880054,-90.60024956489971,4338,28
39063,33.090917161351044,-89.86861327309069,3620,28
39062,31.986701875458873,-89.90175187908558,467,28
39061,33.08752481846325,-90.80885985780077,88,28
39059,31.98460337828001,-90.34762082040388,12073,28
39057,32.48288911293821,-89.27579192330745,2291,28
39056,32.34209443409753,-90.32475310313734,25621,28
39054,32.80309288690362,-90.92569748646387,341,28
39051,32.767155892302945,-89.50672144153656,16569,28
39047,32.380494281867016,-89.99857068968988,34539,28
39046,32.60876607648325,-90.01324492034234,26398,28
39045,32.768012858880375,-89.82566702581417,1353,28
39044,32.03235011512557,-89.97223509991207,3872,28
39042,32.2610807959658,-89.97559674192475,34198,28
39041,32.380135524493625,-90.44857731858669,3404,28
39040,32.656906868300844,-90.39326613626268,3295,28
39039,32.82606981495905,-90.24333513613865,2193,28
39038,33.182506609857285,-90.48707847285084,6258,28
38967,33.47702758570218,-89.73501481064173,7755,28
38966,33.939997296849754,-90.34716179448868,1174,28
38965,34.1509091976315,-89.61963912257015,9135,28
38964,34.086228384310104,-90.37840281733568,104,28
38963,34.01729208165083,-90.42864633464822,4015,28
38962,33.90462004003863,-90.1751353716666,149,28
38961,33.97231109022582,-89.90385999243803,803,28
38958,33.30462437217828,-90.4273352106542,38,28
38957,33.970663738708204,-90.3620213092295,734,28
38954,33.42574072844421,-90.19559276202007,1514,28
38953,33.92043665480688,-89.92381036889259,798,28
38952,33.628870537054055,-90.34811674959164,611,28
38951,33.96187303844003,-89.31891290041429,1316,28
38950,33.76332808012426,-90.20219397156478,334,28
38949,34.183351831682096,-89.43628424504642,297,28
38948,34.06900870299121,-89.91406324452394,2288,28
38947,33.52013766876179,-89.9146031853973,445,28
38946,33.37302105817656,-90.35904099118656,362,28
38945,33.58615642671467,-90.16351423058396,35,28
38944,33.75047047991137,-90.32916232189469,504,28
38943,33.52853582152565,-89.84905003277838,526,28
38941,33.49961413500155,-90.33556550482805,5282,28
38940,33.747895577764986,-89.99473536374286,2141,28
38930,33.51282549731662,-90.16684949938116,25297,28
38929,33.75577195427432,-89.56157272717361,1317,28
38928,33.847722349548675,-90.29235481439068,497,28
38927,34.13178413516134,-89.99385860233706,1186,28
38925,33.6332703126358,-89.68721203294749,2363,28
38924,33.30566249777421,-90.20011899822228,771,28
38923,33.37773255753417,-89.99841761970127,1293,28
38922,33.96082877650355,-89.66647491313446,3451,28
38921,33.99213694241368,-90.09024389512669,5061,28
38920,33.88526337360715,-90.03731053846764,804,28
38917,33.54746957454856,-89.95664824058159,3258,28
38916,33.842423442365515,-89.31823087287863,5049,28
38915,34.01372836354771,-89.35264373407908,4046,28
38914,33.86328768896536,-89.44102985562338,552,28
38913,34.13035690500106,-89.39366596900379,396,28
38901,33.768363283018275,-89.80548104147402,18403,28
38879,34.18568542508246,-88.71876532710846,785,28
38878,33.88817747308511,-89.1849665456612,2864,28
38876,34.24130505514373,-88.23134906542792,1322,28
38873,34.6591526860326,-88.24189070848696,2719,28
38871,34.32210100204894,-89.19637070608307,1640,28
38870,34.055978891861464,-88.37847374404676,3122,28
38869,34.36035091983615,-88.83827141868744,478,28
38868,34.11776757170756,-88.73316133373825,5481,28
38866,34.36282557075923,-88.69210263191601,11897,28
38865,34.78108493635178,-88.57509072153839,4698,28
38864,34.151332809474795,-89.18706142703985,1701,28
38863,34.23921669915037,-89.01356601816921,19788,28
38862,34.18391937992277,-88.63988406266012,2731,28
38860,33.98897270921939,-88.7503722126058,5663,28
38859,34.53432526720397,-88.38697651928022,749,28
38858,34.09557665241946,-88.57837839232283,7176,28
38857,34.279174777306444,-88.5773647222117,3252,28
38856,34.47135115951201,-88.45893478351898,1788,28
38855,34.32251907628178,-88.49886071732223,4602,28
38852,34.82658376801932,-88.2076440711421,9398,28
38851,33.8979497715192,-88.9875101388029,8408,28
38850,34.05215010775398,-89.0438273134544,3141,28
38849,34.44614739909783,-88.67514462163574,5702,28
38848,33.93663238872506,-88.28097245109664,848,28
38847,34.42603895864664,-88.22942808599134,3501,28
38846,34.86062554601285,-88.40529535830245,2446,28
38844,33.85834702348515,-88.24581353515975,131,28
38843,34.265116783350784,-88.39649688825425,11467,28
38841,34.35271724232382,-89.02687777194689,2775,28
38838,34.55213313477166,-88.24164325787498,1629,28
38834,34.92649527594507,-88.52057048692505,29133,28
38833,34.82437106755957,-88.33252705312387,2370,28
38829,34.65572274812975,-88.54807919454053,18707,28
38828,34.420272747872,-88.85928150706336,3970,28
38827,34.513481554272836,-88.2102083460062,2733,28
38826,34.297967817782464,-88.8168028644495,4703,28
38824,34.50931170233774,-88.6322733803368,7832,28
38821,33.981466828367346,-88.46436112134018,12528,28
38804,34.27581761032085,-88.68318785431208,17285,28
38801,34.236995096040786,-88.75197087638361,29871,28
38781,33.910917734949514,-90.75307775666396,252,28
38778,33.552833034865685,-90.53044864790606,1686,28
38774,33.95179424451386,-90.76499103277784,2522,28
38773,33.59957272913633,-90.7641096456104,3375,28
38772,33.57090981224309,-91.06627060695273,182,28
38771,33.728311438544765,-90.54647642006785,3260,28
38769,33.85499734869326,-91.0078452338202,2214,28
38768,33.965162815003254,-90.481500786072,182,28
38767,34.142822272671324,-90.77548943493292,77,28
38765,33.06354513677835,-90.86761314902014,201,28
38764,33.791506805823744,-90.85905263165634,430,28
38762,33.880650342870624,-90.72803011784572,2294,28
38761,33.448432357513774,-90.50180415730145,2870,28
38760,33.451701675448625,-91.00143304585698,929,28
38759,33.82261100253357,-90.7132823342752,1194,28
38756,33.40324067905741,-90.8974109854083,6462,28
38754,33.25193640834131,-90.60223552412924,1532,28
38753,33.34941291254107,-90.58622671977348,1456,28
38751,33.44773455980721,-90.65220065479208,11638,28
38749,33.446790110847004,-90.75594390852993,26,28
38748,33.174122315920094,-90.88598633633976,3901,28
38746,33.956381991106895,-90.92947643647207,616,28
38745,32.98587306990231,-90.97201963005531,144,28
38744,33.01839911399951,-91.01962387538565,682,28
38740,34.04752156120944,-90.77307736078949,466,28
38738,33.90957413198905,-90.52229824304614,3998,28
38737,33.820039822902444,-90.5279943500912,2932,28
38736,33.644361111993554,-90.533375603583,440,28
38732,33.745116529859835,-90.72561007574707,17981,28
38731,33.088225747411755,-91.06016608438641,129,28
38730,33.69966966354188,-90.7494520569862,1718,28
38726,33.77095725609269,-90.97585287028087,532,28
38725,33.64417495356449,-91.0184150250191,998,28
38723,33.229670661895945,-91.03859925949976,33,28
38722,33.26773770903714,-90.8798929635779,531,28
38721,32.98081381893756,-90.79785980542238,1230,28
38720,34.11812013776507,-90.76015953311943,597,28
38704,33.006881771888274,-91.02184165120843,41,28
38703,33.412012670532185,-91.02742868679346,14568,28
38702,33.535911680304125,-91.17610839852017,1,28
38701,33.378876233784084,-91.05286442416883,24187,28
38685,34.60319141510077,-89.5024228029187,1347,28
38683,34.93988330820591,-88.85802427899121,5637,28
38680,34.963526139681804,-90.12499266066877,6194,28
38677,34.368188498518144,-89.53698007251927,4198,28
38676,34.686076050188106,-90.37180263226296,6375,28
38674,34.88018556883292,-88.90393874115856,898,28
38673,34.294273713338825,-89.60422879034205,746,28
38672,34.939359138983484,-89.94662820718571,11249,28
38671,34.967239827040665,-89.99833752731311,35712,28
38670,34.42440912059189,-90.24998950576182,1226,28
38668,34.608589716408176,-89.9480049866353,14462,28
38666,34.41865270906511,-89.91180051839089,6915,28
38665,34.594370450968945,-90.15950475547315,2683,28
38664,34.815479543115536,-90.2882135252702,3279,28
38663,34.73714821430312,-88.92099720263855,11950,28
38661,34.890596723613385,-89.55777663551497,2039,28
38659,34.63039971333402,-89.32257863878195,2841,28
38658,34.19068293311514,-89.9084961245762,2074,28
38655,34.35578788348781,-89.52351050228559,36699,28
38654,34.95273181348109,-89.83052272016853,45956,28
38652,34.483297215929824,-89.01027293034754,16600,28
38651,34.893095494267556,-89.97086970234919,7103,28
38650,34.52390004944628,-89.13518468588518,3881,28
38647,34.9615809618863,-89.21968921480219,1143,28
38646,34.25798623028581,-90.27925814011593,3073,28
38645,34.24482277757146,-90.50058201740543,1329,28
38644,34.45259568179639,-90.47896434466743,208,28
38643,34.18822840123142,-90.27922720588526,2619,28
38642,34.91842323615537,-89.33558573988886,2321,28
38641,34.88872637825286,-90.13398742805279,2338,28
38639,34.321513353295,-90.45172275352327,1257,28
38637,34.95429898388937,-90.05088560747906,26066,28
38635,34.783105373514644,-89.47207611441641,15941,28
38633,34.62604958156048,-89.19487142943707,2590,28
38632,34.82010216325109,-89.99276863845795,24377,28
38631,34.36648120928029,-90.63490961684387,1306,28
38630,34.26745840829307,-90.67590215851513,132,28
38629,34.85827467073033,-88.97297427720505,1774,28
38627,34.418592032657045,-89.20778811997833,1120,28
38626,34.50913784482542,-90.42632925746895,1353,28
38625,34.61420343593261,-88.83229703085176,1058,28
38623,34.35862944658997,-90.26903449365278,259,28
38622,34.17303222581324,-90.1369294148808,705,28
38621,34.495850995216514,-90.1880375005036,1910,28
38620,34.24782096636735,-89.92877621399731,3375,28
38619,34.51804596226739,-89.87470588588025,5004,28
38618,34.70004547446267,-89.91572544343944,12031,28
38617,34.37374757701014,-90.50813939864479,734,28
38614,34.19468890401091,-90.57730008871157,20418,28
38611,34.87416409420065,-89.6705950897624,17202,28
38610,34.653312810950105,-89.02047514326826,3542,28
38606,34.31191094935433,-89.92806659190201,16127,28
38603,34.83350450420799,-89.17087436092783,2894,28
38601,34.477642750672565,-89.4886613864439,2371,28
38589,36.296569750629295,-85.106734058546,200,47
38588,36.44667883247333,-85.72341024534441,1011,47
38587,35.87723621065428,-85.61217340070876,1301,47
38585,35.71333909330883,-85.4452248779663,3717,47
38583,35.9496403943965,-85.46640353720431,23825,47
38582,36.09947366920734,-85.73503791076962,1426,47
38581,35.75915072972993,-85.64550381561831,4112,47
38580,36.27687221648633,-85.34234007725473,1743,47
38579,35.82389140493183,-85.5474012468979,1063,47
38578,35.97997423072648,-85.20094292471398,177,47
38577,36.5709397397202,-85.01454623035191,1153,47
38575,36.58043821476753,-85.6466214438001,1172,47
38574,36.13905818719466,-85.23038043926121,8413,47
38573,36.48281938431146,-85.2222727698732,2198,47
38572,35.86453040387213,-85.08686029759292,10649,47
38571,36.02960119697028,-85.05073164493132,13848,47
38570,36.37869787427371,-85.3326382427136,9898,47
38569,36.11265948035411,-85.85629842773105,363,47
38568,36.40911160810149,-85.47063190673165,2034,47
38567,36.14038816444985,-85.92339155066637,784,47
38565,36.260766165683286,-85.00480444495871,1098,47
38564,36.274121608258746,-85.75462444074593,453,47
38563,36.18576854673688,-85.9898053082263,2330,47
38562,36.34688990845907,-85.63917434404843,6554,47
38560,36.225195877735175,-85.86516383795062,1425,47
38559,35.835720163383336,-85.50705838914699,1340,47
38558,36.007524092675894,-84.8867048182995,6970,47
38556,36.40585102424621,-84.92223245915771,12540,47
38555,35.93441072510193,-85.02181886655744,18809,47
38554,36.2503911225391,-85.15228832316775,827,47
38553,36.206406256085856,-85.01133718779631,2312,47
38552,36.21186041891468,-85.81713408440743,275,47
38551,36.550932477066816,-85.49866475984969,4106,47
38549,36.57321253438676,-85.14997892039734,3679,47
38548,36.17080596714533,-85.79700217781674,731,47
38547,36.1513823436537,-86.0094852944087,1975,47
38545,36.22248829181464,-85.64048130580069,1474,47
38544,36.12789166268074,-85.64554566853099,6543,47
38543,36.39587004697745,-85.17603770442055,560,47
38542,36.32134622452069,-85.20555986004885,22,47
38541,36.50709540588464,-85.33625394651227,1613,47
38506,36.168599794747855,-85.46788868720608,26521,47
38505,36.17409314875722,-85.50499223340415,1806,47
38504,36.38299768772986,-84.76067698381136,901,47
38501,36.18606803087077,-85.52168810685977,36687,47
38488,35.038923414431025,-86.69160392357294,2524,47
38487,35.718660305489976,-87.22476813682623,1057,47
38486,35.172245796311664,-87.53805094209439,967,47
38485,35.32829026538706,-87.75400943604294,6502,47
38483,35.43084910626368,-87.32469740372896,5663,47
38482,35.76476317283476,-87.14082260300596,1535,47
38481,35.03614711993262,-87.49999457092619,896,47
38478,35.206018385855025,-87.02576756036606,17733,47
38477,35.052319885354706,-86.98957352750998,2766,47
38476,35.84710339847484,-87.20856584288357,1228,47
38475,35.261052934023716,-88.03061801030441,635,47
38474,35.526881675794066,-87.21613920015827,7802,47
38473,35.03537163303794,-87.16357063263538,1061,47
38472,35.38487579121495,-87.03847082287783,2656,47
38471,35.073745663032,-87.91198376267717,530,47
38469,35.07555585521473,-87.42676032127109,4092,47
38468,35.1447489335527,-87.30910397796455,5201,47
38464,35.258147781297005,-87.35641997207044,22293,47
38463,35.06385923370104,-87.64579778639177,2817,47
38462,35.54031295818578,-87.5522440831725,10297,47
38461,35.59692970423375,-87.32358872331264,1379,47
38460,35.10233523351933,-87.1416753714007,1410,47
38459,35.192169772368544,-86.80988390433001,453,47
38457,35.02735065227487,-87.29610838480595,808,47
38456,35.338934500999535,-87.27984018816393,4559,47
38455,35.05276978105176,-86.89190010159962,227,47
38454,35.72532488445878,-87.33391804579377,1208,47
38453,35.119678877873284,-86.81409246044254,373,47
38452,35.07991221964764,-87.78328352412346,1091,47
38451,35.47759663405304,-87.00493376181123,4814,47
38450,35.176527055218884,-87.75336605900291,2778,47
38449,35.02104244677195,-86.82653846419622,2811,47
38425,35.382265648519024,-87.97899893423504,3724,47
38401,35.62288201344313,-87.04065526953852,54469,47
38392,35.468137787538524,-89.0323232110931,776,47
38391,35.55360444785468,-88.98691775052816,1174,47
38390,35.84299094856334,-88.37577482511202,907,47
38388,35.775858182713215,-88.37411924466512,1840,47
38387,35.88563697122449,-88.31204066430115,375,47
38382,35.969896348623244,-88.94431196186666,9515,47
38381,35.35217063350742,-88.9500418723172,1640,47
38380,35.784297712989954,-88.0350375089662,574,47
38379,35.16467327735936,-88.43139438864813,1171,47
38376,35.10664265176265,-88.37063966849692,233,47
38375,35.16718896906426,-88.5840395369198,9251,47
38374,35.517025151117984,-88.24181316526816,2052,47
38372,35.199341078642796,-88.20056003902248,17595,47
38371,35.43597875943754,-88.2958337995548,1235,47
38370,35.381885693397905,-88.22831907222071,670,47
38369,36.128587634376345,-88.98288387773728,1887,47
38368,35.50129835157831,-88.3676565885498,1985,47
38367,35.06196013879242,-88.59816195493708,2843,47
38366,35.483168164839476,-88.73624322239168,2267,47
38365,35.051796706355034,-88.23531008606435,16,47
38363,35.65606375685991,-88.12016453165377,6097,47
38362,35.72322265120335,-88.7736259103827,1145,47
38361,35.312185954937725,-88.31319817843777,994,47
38359,35.37293527472489,-88.36083555369127,278,47
38358,35.91578169272636,-88.76418986428598,12121,47
38357,35.048474271210125,-88.42619561862665,2757,47
38356,35.45354697479025,-88.87563179059264,2193,47
38355,35.80446389510428,-88.7826935519594,5882,47
38352,35.52518297005319,-88.53166233771714,494,47
38351,35.65969927719411,-88.40517219941546,17603,47
38348,35.86738519725789,-88.64361577677603,1037,47
38347,35.476497613625654,-88.50069705961918,270,47
38345,35.62566258664489,-88.52375073307434,2089,47
38344,35.99026144250263,-88.42255153394869,8684,47
38343,35.82544694766157,-88.89951098934056,15619,47
38342,36.07091730709622,-88.28531910741907,1438,47
38341,35.877598397262524,-88.09291512265752,2252,47
38340,35.43222104246014,-88.64599673302132,12935,47
38339,35.041207988505214,-88.51938742074509,637,47
38337,35.781318226182755,-89.00647328001475,1366,47
38334,35.35403651511664,-88.61449393469648,1911,47
38333,36.08865799182308,-87.9978388501415,523,47
38332,35.415438587113144,-88.42872638755544,1120,47
38330,36.06915285727217,-89.0094453514813,4404,47
38329,35.5547327443316,-88.12500106411554,3220,47
38328,35.66260347186774,-88.21775174778126,730,47
38327,35.221667756083754,-88.30914452943708,477,47
38326,35.04478882692716,-88.27519515519094,2533,47
38321,35.83310216527737,-88.54467432700669,2431,47
38320,36.05414493753688,-88.10405023558258,10686,47
38318,35.97204210027297,-88.2732179415877,476,47
38317,36.04073453212901,-88.26310541339718,2537,47
38316,36.064355676106025,-88.80889846603978,2917,47
38315,35.26047241326523,-88.62701066476542,3876,47
38313,35.594225831988275,-88.62811884042084,3204,47
38311,35.440052351381006,-88.1262820383527,786,47
38310,35.244932396151626,-88.3891560061022,6145,47
38305,35.68822707185603,-88.82913850262659,49808,47
38301,35.60807724872024,-88.81446549609403,36613,47
38261,36.42708325747866,-89.06142530573679,16919,47
38260,36.35442653328821,-89.18807901236983,3804,47
38259,36.19830491314641,-89.18336541872084,860,47
38258,36.017363687498936,-88.62122672928835,1500,47
38257,36.4804024752066,-88.87685253575485,4397,47
38256,36.32256482570738,-88.13450931181971,3089,47
38255,36.238114493560424,-88.84605742840624,2299,47
38254,36.378497416488855,-89.35332960918049,85,47
38253,36.32005755293322,-89.03353842661807,1156,47
38251,36.43749382162478,-88.34119212595225,2751,47
38242,36.302488997988895,-88.30868115908942,20151,47
38241,36.41228240146828,-88.58619730709654,898,47
38240,36.25813027499285,-89.25866640831413,2259,47
38237,36.34351815910411,-88.85139947562698,16627,47
38236,36.17775443906771,-88.27224060555163,662,47
38235,35.98624044383539,-88.57504233246328,441,47
38233,36.19966858486304,-89.03028863344845,2852,47
38232,36.350263233402174,-89.31758692207363,1998,47
38231,36.21130147301513,-88.41208019762865,1664,47
38230,36.154025948752434,-88.7850769140597,3736,47
38229,36.217810869245966,-88.60975879407042,2931,47
38226,36.48501960152283,-88.69230112406592,345,47
38225,36.30095047389454,-88.69473741659559,6283,47
38224,36.37809481230358,-88.48273497147233,956,47
38222,36.4379367080931,-88.15544038728048,2629,47
38221,36.2282892870389,-88.06100249204539,3308,47
38220,35.98028837681086,-88.66942593796442,1849,47
38201,36.12999029712821,-88.52093634715958,10093,47
38152,35.121625344393664,-89.93697289218296,834,47
38141,35.0199314013664,-89.84727733886012,22462,47
38139,35.08807422619703,-89.76164995029846,16086,47
38138,35.088728342531425,-89.80405699195005,24045,47
38135,35.23540747187768,-89.84979696162978,30657,47
38134,35.186614459639074,-89.86388812470275,41948,47
38133,35.20772865519444,-89.8051073510912,20787,47
38132,35.07160222182193,-89.99669494070987,7,47
38131,35.06396638642241,-89.99179853653222,0,47
38128,35.223940712351826,-89.92553424995693,44863,47
38127,35.224833701279756,-90.00341369528246,45248,47
38126,35.12680183963277,-90.04272726074728,7334,47
38125,35.02567433524574,-89.80512495158554,36150,47
38122,35.1575410754398,-89.92637908121739,25270,47
38120,35.12190686149208,-89.86422400381291,14237,47
38119,35.07909494193385,-89.84477180931727,22330,47
38118,35.052741668809034,-89.92328886221868,41465,47
38117,35.112999410607024,-89.90401931345808,26125,47
38116,35.028617378194554,-90.01314237212864,40404,47
38115,35.05454786409782,-89.86074003488903,39129,47
38114,35.09876938625004,-89.9837442941267,26905,47
38112,35.14782657325471,-89.97555784668829,17472,47
38111,35.107764182220684,-89.94430385086558,41742,47
38109,35.03975741769372,-90.07361937634356,46594,47
38108,35.17371703652089,-89.95734267940433,18729,47
38107,35.163921062927685,-90.01574545635548,17698,47
38106,35.10072197486967,-90.03217198705894,27222,47
38105,35.14967100830174,-90.03477909522837,6184,47
38104,35.13404547940082,-90.00548087406628,23409,47
38103,35.15506652073339,-90.05252653306023,12180,47
38080,36.25015671753303,-89.48221545799412,2568,47
38079,36.394590961178224,-89.46147038249315,5559,47
38077,36.328234632345115,-89.47431934659058,43,47
38076,35.1455300491677,-89.41712066326662,847,47
38075,35.32189320741692,-89.15727896962116,6936,47
38070,35.947501149656226,-89.24162939648001,175,47
38069,35.455818234997885,-89.37488319803167,2376,47
