"ZCTA","minDisOTP","countDrive","timeDrive"
"19132",1.43153910461949,33,4.18
"19133",1.07670724514894,32,4.35
"19134",1.84690983813018,32,6.33
"19135",1.70953406393286,34,6.61
"19136",0.757121081515071,32,0
"19137",1.47371724116791,36,0
"19138",1.62445588841253,33,3.35
"19139",0.719166018818225,31,0
"19140",2.65697437832608,31,6.76
"19141",0.411277932934052,34,0
"19142",2.16854334937053,29,7.51
"19143",1.71427740312462,29,4.52
"19144",0.241146843771867,32,0
"19145",2.39780118568371,32,5.24
"19146",0.366636078555135,32,0
"19147",1.280797403867,34,4.8
"19148",2.75248450504758,32,7.4
"19149",2.46883383017053,34,6.44
"19150",3.34700672370058,32,6.92
"19151",2.56035363444148,28,5.5
"19152",1.47637876349192,31,6.01
"19153",4.63276393744585,27,7.74
"19154",2.43154812028369,29,6.26
"19301",3.71115249402844,8,8.21
"19310",13.3548752619342,2,19.15
"19311",2.02189911599289,7,0
"19312",2.03448338956838,8,5.12
"19316",6.83945350726324,1,13.65
"19317",9.75960416837498,8,21.42
"19319",11.1947595007613,3,24.8
"19320",3.37505844057671,2,0
"19330",10.7520722398637,2,18.37
"19333",0.407044152076025,12,0
"19335",5.69841701070348,1,15.37
"19341",11.5782559952103,2,20.72
"19342",8.71364693494176,7,19.74
"19343",10.4571491353935,2,21.63
"19344",10.6992092114104,1,16.64
"19345",9.67159547560139,5,19.35
"19348",4.09021107607687,5,11.04
"19350",7.63128096576207,8,11.49
"19352",10.5423533546083,5,18.85
"19355",7.20456034965084,5,14.25
"19358",2.61181808669358,2,6.73
"19363",15.3839715878114,4,23.77
"19365",9.63919285548656,2,13.88
"19367",6.93777762073428,2,7.73
"19372",2.29296538716379,1,7.36
"19373",9.59067573096385,7,19.88
"19374",1.32644093292589,6,4.68
"19375",5.29304454682953,4,15.85
"19380",12.6207250236806,2,23.43
"19382",12.9670637548122,8,26.61
"19383",13.4245424787813,5,25.67
"19390",5.28836589594119,2,13.6
"19401",1.65333255429901,11,0
"19403",1.11640544520449,7,0
"19405",0.928833164581203,15,5.36
"19406",3.31114604832837,11,8.06
"19422",5.95567219419092,9,10.66
"19425",14.2482666886013,2,27.45
"19426",3.53864662902427,5,8.23
"19428",4.16502687365566,23,9.63
"19435",8.94458567572428,4,13.6
"19436",9.24618384550099,9,16.41
"19437",7.88213067710983,9,14.48
"19438",10.2788378549633,4,21.5
"19440",10.9845502207895,6,21.2
"19442",11.8927265746825,5,21.4
"19444",6.58797031842617,28,11.28
"19446",8.02583957240346,7,18.51
"19453",6.19780935901532,5,12.16
"19454",10.4654075607307,10,16.35
"19456",3.81365832749871,5,8.43
"19457",7.59573246919582,3,11.99
"19460",8.40258844399215,5,15.52
"19462",4.03025716808531,22,9.62
"19464",3.56345814418493,3,0
"19465",5.84933497795758,1,10.26
"19468",9.39409202794101,5,17.27
"19472",9.30748677267365,4,15.39
"19473",10.1916582890437,4,15.52
"19474",6.13572380843079,3,15.58
"19475",9.55328844253471,5,18.2
"19477",9.61893680955099,11,17.76
"19492",12.2854500215662,4,19.03
"19501",6.64243244423723,3,14.35
"19503",14.3230658818902,2,17.89
"19504",14.1619738853106,2,18.19
"19505",11.2114859973949,1,14.76
"19506",8.22091971140895,3,15.02
"19507",4.86556854796505,2,6.79
"19508",11.0271591901704,3,19.83
"19510",10.5895770042948,2,18.52
"19512",7.80828596946857,1,14
"19518",5.97316403618275,2,16.1
"19519",6.93416936122604,2,19.15
"19520",12.79424517628,1,24.84
"19522",13.3186309188895,2,22.5
"19525",6.86783302320292,2,10.43
"19526",18.3743675808166,3,23.41
"19529",14.2712872622394,1,26.98
"19530",10.8443444554626,2,25.64
"19533",7.32066155364379,3,15.94
"19534",15.3887827499346,1,29.72
"19535",10.690732451838,2,20.74
"19536",14.1359041268071,1,28.98
"19538",6.90102839950409,1,18.43
"19539",11.6732399973169,1,26.08
"19540",9.95285161124275,3,17.47
"19541",12.9725047898787,3,23.7
"19542",6.93677323401044,2,16.58
"19543",16.5350754706262,3,25.5
"19544",4.63093942663337,4,9.99
"19545",7.71969438552327,1,12.19
"19547",12.6987842371874,2,23.84
"19549",19.7434381440226,2,24.97
"19550",0.794271567141731,2,0
"19551",5.42161060614227,3,5.19
"19554",11.2917265464086,1,15.48
"19555",13.4009464006388,3,19.38
"19559",5.92484049949827,3,9.53
"19560",6.81610711761767,2,14.33
"19562",10.5434280432672,1,25.2
"19564",16.9343795033655,1,25.66
"19565",3.0920888229082,4,0
"19567",5.50484330185318,5,10.54
"19601",1.32186630404967,3,7.96
"19602",3.44152764516161,3,8.31
"19604",3.45311214119015,2,9.62
"19605",4.80958310345549,2,10.16
"19606",7.03907628044945,2,13.42
"19607",5.07111783336522,3,9.94
"19608",4.33425553083469,3,8.67
"19609",3.16041194520501,3,5.66
"19610",1.35439766637757,3,0
"19611",2.31413333502774,3,7.04
"19701",6.08238891020552,6,20.43
"19702",2.36756112345794,12,0
"19703",0.854626019793829,10,0
"19706",8.07128809217899,8,15.79
"19707",5.70740508117306,12,9.15
"19709",14.6674209049011,6,23.9
"19710",4.04746456859994,11,11.57
"19711",2.53196140855824,9,0
"19713",2.24496792842949,12,8.59
"19716",3.5531254853776,10,10.52
"19717",3.17529588877903,12,9.5
"19720",1.40310609657491,14,0
"19730",14.5296732554843,4,18.68
"19731",11.9476658260968,3,23.47
"19732",3.16722565341345,11,15.32
"19733",9.82960345638377,9,14.63
"19734",7.86676451914458,2,17.38
"19735",5.14257929944663,9,14.78
"19736",7.06646395966565,11,10.66
"19801",3.34240481866652,14,9.7
"19802",3.77057830831843,14,9.56
"19803",5.28996721349728,14,10.54
"19804",1.91874022697583,14,9.46
"19805",0.842739351104784,14,0
"19806",1.74154371768475,14,7.28
"19807",4.65372629569819,11,12.34
"19808",2.52323775041556,12,0
"19809",4.28756307325356,10,7.24
"19810",3.48752164309805,12,10.51
"19901",4.01470225885478,4,0
"19902",3.06414886247055,4,7.82
"19904",5.74841615842194,3,8.34
"19930",13.9791300399194,2,22.94
"19931",6.13142660453371,2,14.04
"19933",6.81413212350244,4,9.35
"19934",9.15606861605196,4,10.05
"19936",7.51164198542353,2,9.96
"19938",6.88070259484041,2,11.86
"19939",5.87050337284033,1,23
"19940",9.51391003201775,5,17.65
"19941",11.1055852690266,2,13.81
"19943",7.77577383056397,3,12
"19944",12.8717218228487,1,12.75
"19945",8.31372049821573,2,24.74
"19946",10.2045934942128,3,14.58
"19947",10.6248843770323,5,19.51
"19950",9.23091422727371,5,10.58
"19951",9.74162416381828,2,15.2
"19952",3.60779696712824,5,0
"19953",12.3306945851732,2,23.97
"19954",4.36717899935858,3,10.21
"19955",7.49950599404078,2,12.79
"19956",9.59965331652472,5,11.23
"19958",5.50615331957446,2,10.67
"19960",6.59825240598821,2,11.19
"19962",6.58555012162034,3,16.71
"19963",4.39876636442472,3,0
"19964",14.7629590006828,1,29.02
"19966",0.765015040186334,2,0
"19967",12.3855652357996,3,28.74
"19968",14.9269395093575,3,22.1
"19970",12.9108332678668,2,27.96
"19971",1.88310351418067,2,0
"19973",0.541665309246951,3,0
"19975",12.0830937649793,1,19.42
"19977",4.52633538715714,2,0
"19979",9.05138857109765,3,13.36
"20109",3.44906887671753,1,8.39
"20110",2.02138789517958,1,0
"20111",4.28901324786501,1,7.64
"20112",10.0971649617129,1,17.27
"20119",16.4880166573543,1,24.88
"20120",7.52878431691683,3,20.07
"20121",4.61293663143672,3,13.76
"20124",6.63502350119985,1,18.25
"20130",17.3802466972213,2,29.37
"20136",5.44623183301278,1,13.12
"20143",9.78124222262719,1,20.74
"20151",11.5393334098808,3,27.18
"20155",9.80427550448385,1,21.16
"20169",14.3405683190548,1,23.12
"20170",15.1260587160218,1,29.5
"20171",13.0907642042337,2,28.73
"20180",18.7474481722263,1,29.51
"20181",9.38724081973209,1,19.32
"20190",11.726241391652,2,25.69
"20191",10.7952927945878,2,24.45
"20194",13.4286790843177,2,26.9
"20601",4.07520014163399,2,0
"20602",2.23849884088738,2,0
"20603",5.04280648717254,2,12.2
"20607",8.83212292154789,3,16.9
"20608",8.68052985798831,2,25.27
"20611",12.0051025507642,2,21.75
"20612",7.01810949017278,2,11.18
"20613",6.90720531270296,2,22.55
"20615",11.7164226050234,1,18.15
"20616",12.6420888986369,2,24.49
"20617",6.59351176945758,3,14.15
"20619",4.6912125009465,1,15.24
"20620",0.584094845887563,1,0
"20622",13.1625752825247,1,27.2
"20623",10.0672701652761,3,17.96
"20624",17.0235004589153,1,23.39
"20628",14.3993288998997,1,23.36
"20629",10.0914734730671,2,24.88
"20630",7.59463837413878,1,14.93
"20632",13.9492353201739,1,26.79
"20634",2.21324236035809,1,8.49
"20636",10.5319691767924,1,18.81
"20637",11.7470401632636,3,18.83
"20639",5.35447309361405,1,12.83
"20640",16.5555147143145,1,29.11
"20646",7.76696533572608,2,15.1
"20650",8.07943632832725,1,24.47
"20653",6.43117317591392,1,10.81
"20657",14.0201776497955,2,27.38
"20660",17.0898556669684,1,24.36
"20667",6.03397484473772,1,9.68
"20670",8.30274149599968,1,12.37
"20674",9.27375021475281,1,15.9
"20675",6.69648149812298,2,15.16
"20676",6.05458584631076,1,9.92
"20677",11.1658804624553,2,20.83
"20678",2.52558144835451,1,0
"20680",15.2414327706621,1,24.1
"20684",11.7238857201187,1,20.08
"20685",10.9634701353726,1,15.35
"20686",8.39570906143408,1,16.81
"20687",18.7788262106888,1,29.37
"20688",9.50005862232281,2,21.49
"20689",10.1549786327263,1,18.59
"20690",6.68470824058594,1,12
"20692",5.00584497163369,1,10.06
"20693",16.0712655770833,1,29.21
"20695",3.27667607977308,2,12.07
"20701",0.814150677647204,23,7.08
"20705",4.89335502069591,8,11.74
"20706",5.55470733090746,7,8.72
"20707",2.14695486850411,8,0
"20708",4.1606521020615,9,7.47
"20710",1.00673530738234,6,7.3
"20711",17.7450490288798,3,27.7
"20712",3.35277151381095,6,10.56
"20714",15.71017681922,1,29.86
"20715",11.8678560090788,7,17.3
"20716",13.2151148284488,6,19.16
"20720",10.414183617863,8,11.46
"20721",9.05188150783184,3,13.48
"20722",2.13212506386782,6,10.42
"20723",4.42498530183073,26,11.94
"20724",3.42381839831396,23,10.38
"20732",10.3356703093647,1,24.44
"20733",15.916151072825,2,27.15
"20735",9.79279002578074,4,18.32
"20736",12.8366111838477,1,21.25
"20737",2.93848899824382,8,9.79
"20740",4.05743372683515,7,12.63
"20742",2.76975128508797,5,10.3
"20743",4.64828919365634,4,6.1
"20744",7.31749222508684,4,16.16
"20745",5.1789075028984,6,9.88
"20746",5.44009638017329,4,14.3
"20747",6.81518031166194,4,11.44
"20748",5.47642741055982,6,13.42
"20751",16.7911711836968,2,29.82
"20754",17.2102702763627,1,24.92
"20755",3.16677313538543,29,12.22
"20758",16.3843250290047,1,24.41
"20759",7.8810955236218,7,16.62
"20762",9.37048266090563,4,20.6
"20763",2.79933834774083,27,7.21
"20764",13.5035354673889,2,28.14
"20765",12.4200155668299,2,19.57
"20769",8.74342018830054,8,11.98
"20770",6.9646548179227,5,14.3
"20772",15.4611323427118,3,23.05
"20774",11.2337882733179,5,11.37
"20776",11.1523848159369,2,18.04
"20777",10.5869078089647,6,20.9
"20778",13.1957371127946,2,23.6
"20781",1.56037410895255,4,10.5
"20782",2.33295132393389,7,7.8
"20783",1.65735979037543,6,6.15
"20784",2.57479377306834,7,7.68
"20785",2.84196412303907,6,0
"20794",1.76584665910675,29,0
"20812",8.36788405963716,8,13.54
"20814",4.85899832361078,9,9.83
"20815",6.45410531502621,7,13.44
"20816",7.19061423242979,7,17.12
"20817",5.80127301319056,6,9.74
"20818",8.15652011799849,7,12.11
"20832",6.31923634077032,5,19.7
"20833",10.9606374679176,6,23.44
"20837",11.1246683482005,1,19.75
"20838",8.53626124136642,4,17.06
"20839",10.7271241679859,2,21.24
"20841",4.06226526704706,4,7.27
"20842",11.3581243589487,1,28.15
"20850",3.33855544308765,3,0
"20851",1.82887143604058,5,6.55
"20852",0.828792275435164,7,0
"20853",2.67232742006773,5,10.1
"20854",7.52029053424858,5,8.56
"20855",3.46020679529819,5,19.34
"20860",8.52489002223319,8,19.57
"20861",10.5705390211451,6,18.63
"20862",10.9540714913012,3,24.96
"20866",5.85637373022526,9,11.71
"20868",8.63398609835354,7,15.95
"20871",7.71266059303622,6,12.44
"20872",10.9325805207162,4,16.32
"20874",4.55634907632024,4,0
"20876",3.77407453280345,4,6.55
"20877",5.36331756861336,3,12.87
"20878",5.71803409005454,3,12.34
"20879",6.37407337009501,3,13.44
"20880",4.61142653316156,3,14.72
"20882",9.92584646019355,2,19.88
"20886",5.1614158013002,3,13.02
"20895",3.892972371229,7,8.19
"20896",2.5337566257296,5,5.76
"20899",4.54622889877056,4,9.23
"20901",3.58706164155487,7,8.52
"20902",5.29591162362466,6,9.72
"20903",3.11661040896748,7,6.23
"20904",7.22106955583444,8,15.34
"20905",9.79019661779128,7,16.58
"20906",4.84985476282297,5,13.61
"20910",3.82441598600386,7,7.17
"20912",1.14621385904846,6,0
"21001",1.28116486785547,9,0
"21005",4.50130758229458,9,8.06
"21009",3.13922786639495,12,10.24
"21010",4.30813003896897,11,6.38
"21012",5.62279313016198,10,13.23
"21013",8.73380390944101,3,27.93
"21014",1.53650978410984,9,0
"21015",4.61946344472628,9,0
"21017",0.7568652024871,10,0
"21028",5.7951143369777,9,12.65
"21029",9.07781314957994,7,16.21
"21030",6.08164674460994,22,8.98
"21031",5.38600167728906,18,8.44
"21032",5.60216554888886,13,12.87
"21034",11.9736972720754,7,18.71
"21035",8.02367486777792,5,14.87
"21036",10.4770645639026,6,22.93
"21037",6.12369390808804,2,14.87
"21040",0.778565018649268,15,0
"21042",2.21064322212764,22,0
"21043",4.93996299934863,28,11.98
"21044",4.94187226969375,8,9.65
"21045",1.48317478714187,37,0
"21046",2.40575395414523,23,10.58
"21047",5.46751137520965,7,14.18
"21048",7.77810175014801,3,17.12
"21050",3.68788287379033,9,8.18
"21051",7.71523444987732,10,17.81
"21052",6.12820093032241,15,18.27
"21053",21.0836221340383,1,28.49
"21054",9.40408595714166,22,14.03
"21056",10.2313900362536,5,25.17
"21057",8.18391903974983,6,25.28
"21060",1.9758383450101,37,0
"21061",0.851048126538176,44,0
"21071",10.7632853937191,10,19.15
"21074",10.7238533479214,3,20.33
"21075",1.03691170058878,35,0
"21076",3.20857557844302,41,9.85
"21077",4.71225315625029,39,8.64
"21078",3.9773126278156,11,0
"21082",8.81678867627329,3,26.28
"21084",9.11921182049111,3,20.13
"21085",1.66674565770848,21,0
"21087",4.63997285877258,20,12.32
"21090",3.87318581877663,51,8.07
"21093",1.37215056766784,40,0
"21102",12.9907141869055,3,20.88
"21104",4.2652762170406,3,18.22
"21105",24.2940880462402,3,24.7
"21108",5.6107756529585,30,9.89
"21111",13.1908170762794,1,23.67
"21113",8.18904383421093,16,14.97
"21114",9.91618353130843,15,16.8
"21117",5.83692793108517,17,11.3
"21120",19.3582916667857,1,26.95
"21122",9.16736336121841,14,13.15
"21128",6.39850361800863,35,13.88
"21130",2.8834778965083,9,9.41
"21131",7.21848824464502,6,19.92
"21132",13.7685951185126,3,26.26
"21133",5.41653823362822,22,11.57
"21136",11.3610035665057,10,18.08
"21140",4.40256148328388,5,8.05
"21144",4.32112804993586,34,9.25
"21146",7.60144106229066,12,13.43
"21152",11.0660359929746,4,14.84
"21153",4.16192525024185,35,9.09
"21154",9.047010209691,4,17.92
"21155",12.1596224739815,2,29.74
"21156",3.09454923672332,17,10.59
"21157",1.1777549711766,3,0
"21158",4.48246160189337,2,16.71
"21160",14.3975056748725,2,27.56
"21162",4.97591409320222,39,9.14
"21163",5.38116116639174,13,11.81
"21201",0.427118604307994,52,0
"21202",0.264511875435076,51,0
"21204",1.35570401723429,38,0
"21205",1.42049333321078,50,0
"21206",1.55375078321723,49,0
"21207",0.905663222204816,43,0
"21208",1.42147165046814,36,0
"21209",2.14561742592338,40,9.95
"21210",1.82985489519349,43,5.63
"21211",0.319968002834382,48,0
"21212",1.36201665099514,43,0
"21213",0.499898915892323,49,0
"21214",1.35212846508803,44,0
"21215",0.168386986768321,41,0
"21216",0.227720023080663,51,0
"21217",1.39030495053343,52,5.1
"21218",1.18001012289504,45,0
"21219",4.05104270802798,28,13.13
"21220",4.94927408578947,34,10.15
"21221",2.80335577083302,36,0
"21222",1.78163567317997,42,0
"21223",0.324741447642761,52,0
"21224",0.573261926353666,51,0
"21225",0.672194797581401,49,0
"21226",2.33572001524686,30,14.85
"21227",1.41887622824937,51,0
"21228",4.14188485907149,51,9.49
"21229",1.54713412626949,49,0
"21230",1.15517583867461,51,0
"21231",1.20465916775132,50,5.42
"21234",2.97864361989692,43,10.03
"21236",4.63457336338791,43,11.03
"21237",1.170237766981,52,0
"21239",1.85022788387581,44,3.83
"21240",3.65022962785901,38,12
"21244",3.81648802851793,41,7.7
"21250",2.87346189229887,44,7.83
"21251",1.9857226430893,43,6.46
"21252",0.869088178510858,38,5.78
"21286",3.73154199779141,43,7.43
"21401",0.594023998172339,8,0
"21402",4.58671347386892,7,8.86
"21403",4.78641950230155,4,8.42
"21405",3.40156083597375,4,12.2
"21409",6.98921486452818,7,14.81
"21502",3.77481610091942,2,0
"21524",5.16375877282944,2,13.81
"21529",3.17358277857991,2,14.75
"21530",13.6665210974508,2,21.44
"21532",7.21641419267853,2,22.03
"21542",7.5243389412887,2,21.2
"21543",7.13722274279458,2,18.8
"21545",5.49731208507849,2,18.89
"21557",11.7324687749893,2,25.88
"21601",2.84221750922947,2,0
"21613",23.6359066608452,2,28.07
"21625",10.6900422052623,2,15.96
"21632",13.3966024874018,2,22.14
"21635",7.73196771260697,1,18.81
"21639",15.6205652084311,1,27.26
"21641",15.9557706039721,2,24.12
"21643",16.8385734251348,2,27.78
"21645",6.53464061350976,1,26.64
"21650",10.6975150209269,2,24.73
"21651",12.8951047135587,2,28.38
"21653",7.79953524530825,2,14.93
"21654",7.45234965584856,2,15.13
"21655",10.0400044327087,2,17.58
"21657",17.9591930239675,2,27.8
"21659",13.0514821812746,2,24.34
"21662",10.461620377174,2,22.17
"21663",11.6118992848361,2,20.11
"21666",14.7836549282644,2,26.99
"21673",9.75094358511015,2,13.83
"21679",13.6237671796955,2,16.56
"21701",6.96923398594382,3,0
"21702",5.4700901974072,3,12.25
"21703",4.33274632072155,3,0
"21704",4.36168461205983,4,0
"21705",0.968884571375621,4,6.26
"21710",8.69824080230799,3,16.79
"21711",14.6070546620577,2,27.73
"21713",10.6780792567415,3,14.43
"21714",3.86421475175474,3,12.66
"21716",15.0313729380702,2,24.48
"21717",5.10856767936914,4,13.65
"21718",12.5648556613821,2,25.96
"21722",8.13105351362753,2,19.48
"21723",8.88652914557115,4,15.68
"21733",7.768014920531,2,15.94
"21734",2.8299280358454,2,4.88
"21737",11.0580756233774,3,18.4
"21738",11.2460554673187,3,19.54
"21740",1.8248664829109,3,0
"21742",5.03310547456013,2,7.61
"21746",6.60670432579096,2,11.2
"21754",8.74284445308633,4,13.06
"21755",9.65085431442364,3,14.67
"21756",16.7494691144636,2,29.75
"21757",17.7526360053133,1,24.53
"21758",16.2014509513766,2,21.85
"21762",13.7973114132563,3,15.89
"21767",5.68346865101994,2,12.24
"21769",8.42401087755291,5,16.16
"21770",11.5155529899358,4,16.66
"21771",16.3736452809512,6,24.1
"21773",12.9824788179699,4,24
"21774",9.7586993798655,3,12.87
"21776",9.45353728941347,3,20.09
"21777",13.2407294435191,3,20.54
"21778",19.4033621991928,1,29.41
"21779",14.0459417824681,2,26.91
"21781",6.07558651492938,2,13.91
"21782",13.3213612230384,3,23.01
"21783",11.2471392315199,2,19.72
"21784",3.72366756224904,5,0
"21787",13.3051799278712,3,25.1
"21788",15.8642313154567,1,26.85
"21790",12.7175340889836,3,21.13
"21793",9.11934436969289,3,8.9
"21794",7.71617326283347,4,15.62
"21795",3.99311395175272,3,8.91
"21797",11.7668308983219,4,14.96
"21798",14.1880301812455,2,17.4
"21801",3.43942391579347,3,0
"21802",1.74239723506996,3,3.36
"21804",5.65893300211631,3,0
"21810",9.30756969729777,3,21.6
"21811",6.84688592646422,2,11.23
"21813",8.17002047637981,1,13.67
"21822",7.83751074944615,4,16.09
"21826",4.14734069388293,3,9.87
"21829",11.9815601733154,1,23.29
"21830",9.85964864630909,3,13.03
"21837",14.5252938294803,3,16.75
"21838",13.383840595556,1,26.42
"21841",14.4780675835228,1,25.48
"21842",3.53926210749493,1,0
"21849",7.52192733797782,4,11.34
"21850",11.8332099370155,4,14.21
"21851",2.46580517909515,1,0
"21853",15.8734545590976,4,19.47
"21856",13.4182811060009,3,21.84
"21861",12.5636576168634,4,25.68
"21862",8.6904424539243,1,14.42
"21863",15.9521028144288,2,18.99
"21864",9.50605007492745,1,18.22
"21865",17.9209140746564,2,27.41
"21867",18.0582650608913,1,23.13
"21871",13.7618897364875,1,18.58
"21872",13.842959941907,4,19.77
"21874",15.1682927259397,4,18.32
"21875",6.40425096587536,5,12.62
"21890",14.5100906597829,4,16.02
"21901",5.274019776807,8,12.38
"21902",5.35625681056985,7,13.22
"21903",7.68551421659403,7,9.34
"21904",9.4702909899902,7,14.74
"21911",12.597769451279,4,25.18
"21912",8.30741612011706,1,24.8
"21913",4.48922331395365,4,9.28
"21914",7.22343089915102,6,15.55
"21915",9.66911196753395,5,20.64
"21916",3.4118728346037,7,6.68
"21917",13.2184925225143,3,21.14
"21918",14.2856195037988,5,26.25
"21919",2.67283413367289,1,0
"21920",4.34797154131952,7,7.94
"21921",2.20802954855089,9,0
"21930",3.21689211714035,1,15.05
"22003",1.92738468807026,5,0
"22015",7.20040239196458,3,15.54
"22025",18.1780744731277,1,24.75
"22027",3.26974483694045,5,8.98
"22030",7.99155490313208,3,16.99
"22031",2.17276451726827,4,8.53
"22032",5.40100779700104,3,16.23
"22033",10.8847258076462,3,22.16
"22035",8.94710146928981,3,20.74
"22039",11.1978804385788,3,19.88
"22041",3.52505162477997,5,8.9
"22042",2.35474109189974,5,0
"22043",4.32755188335471,5,9.54
"22044",3.47539231459743,6,5.25
"22046",4.19669952653176,5,5.4
"22060",10.5689731642328,3,21.57
"22066",13.4532978268929,2,27.45
"22079",13.2352183580371,3,18.33
"22101",8.40153021504282,6,16.25
"22102",7.99518843314308,6,11.96
"22124",7.58930059591275,2,17.05
"22125",13.9822940509707,4,24.61
"22150",5.01575623145403,3,11.27
"22151",2.80387078330273,3,8
"22152",5.65009568854674,3,14.24
"22153",8.16829442977044,3,19.63
"22180",3.85778649116642,5,11.76
"22181",6.24201869886314,4,14.92
"22182",7.50757183701371,4,17.33
"22185",5.40723658282057,3,14.08
"22191",19.033175271342,2,27.44
"22192",14.0532188443696,2,21.54
"22193",14.7553303476259,1,23.69
"22201",3.45068681491386,7,12.73
"22202",3.62977737996407,6,7.21
"22203",5.27045600207231,6,10.85
"22204",4.81831534247543,5,11.32
"22205",5.83596046824475,7,7.9
"22206",3.88759802764302,5,9.7
"22207",5.36905112267933,7,12.1
"22209",1.96425052838421,7,11.83
"22211",2.21524806975955,7,13.51
"22213",5.64785998383541,6,8.58
"22214",3.12151058765224,6,11.86
"22301",1.63004629515252,5,3.42
"22302",2.46733061709987,5,9.06
"22303",1.09049214019445,4,7.14
"22304",3.24573666718676,3,10.32
"22305",2.98911432644064,5,6.02
"22306",4.44331752509705,3,8.7
"22307",2.87923781911475,5,5.45
"22308",6.42334785525696,2,12.07
"22309",7.89455534198478,3,13.38
"22310",3.9841476944949,3,11.37
"22311",4.46952140013164,5,12.08
"22312",2.5363776724365,3,9.02
"22314",0.920392093157453,5,0
"22315",6.93657772291472,3,14.72
"22401",3.26796261987654,1,24.35
"22407",8.81157268447973,1,27.7
"22408",5.07287409411474,1,0
"22601",1.81100180613159,2,2.43
"22602",7.52925761458172,2,0
"22603",11.2456925705063,2,13.16
"22611",11.6384075204675,2,21.48
"22620",10.69708151977,2,20.29
"22624",10.5691330690522,2,15.68
"22625",21.918806868043,2,21.85
"22637",16.1816246705615,2,20.76
"22641",17.5820806459938,2,26.11
"22645",13.9569942072437,2,15.96
"22646",9.91808975935157,2,20.5
"22655",8.33337463876128,2,14.7
"22656",7.20724315337756,2,15.46
"22657",19.7341613009135,2,24.71
"22663",8.22550743335184,2,15.92
"22701",3.8578593723792,1,0
"22712",16.8885979271454,1,26.99
"22713",12.0522903749105,1,17.6
"22714",6.79072115058419,1,17.23
"22715",15.3050639200777,1,25.29
"22718",10.9711628831093,1,27.23
"22724",13.2004180018336,1,27.17
"22726",13.0190498148023,1,24.82
"22729",9.79390919802799,1,25.14
"22733",13.9237306915704,1,27.89
"22734",12.8668657634357,1,20.37
"22735",13.3520367085667,1,29.28
"22737",9.83439848686751,1,25.82
"22741",8.45315337574251,1,19.49
"22749",18.5822772552708,1,27.27
"22801",1.94025788651734,2,0
"22802",8.25520011486238,1,9.03
"22807",3.20325715568473,2,3.33
"22812",9.01449109048168,2,20.16
"22815",20.3740674480355,1,25.81
"22821",13.5927783897032,1,22.18
"22827",21.0444324842594,1,25.9
"22831",18.8684099089802,1,23.72
"22832",10.7308946793886,1,19.17
"22834",13.3100153581343,1,21.35
"22840",11.6992244455486,1,18.26
"22841",6.43418721738148,2,14.21
"22844",27.3577052946853,1,25.64
"22846",8.43726939324177,2,12.28
"22850",13.2268475357483,1,26.52
"22853",23.0349454591319,1,27.15
"22901",8.67172535623363,1,16.26
"22902",6.85833437916803,1,22.2
"22903",10.3075585895679,1,21.79
"22904",4.55366978895603,1,19.72
"22911",6.30979517447954,1,0
"22920",12.5982886519421,1,22.11
"22923",16.5144037807494,1,26.42
"22932",17.5869893205436,1,27.92
"22936",12.3668346622262,1,22.24
"22939",3.45676204528679,2,10.64
"22943",11.940583731525,1,24.18
"22948",14.6946112678249,1,24.34
"22952",10.7842406811813,2,18.08
"22968",18.884435886018,1,24.62
"22980",3.49673086924017,2,0
"23005",7.4907292044049,5,19.76
"23011",14.9087098923274,1,27.59
"23059",1.69700840731423,4,0
"23060",2.81448445445805,6,10.9
"23061",9.08792560312128,1,23.54
"23062",6.63183654936545,2,10.46
"23072",4.03413322546348,1,0
"23075",7.41603909781081,6,9.72
"23089",17.3949649487259,1,24.57
"23103",12.886000536647,3,25.12
"23111",14.0272430845159,6,16.75
"23112",7.57175970556889,6,15.08
"23113",6.2226822072741,6,14.54
"23114",4.71027391623332,6,9.37
"23116",13.9521673492626,5,21.4
"23120",15.3933091575392,1,23.27
"23141",18.4860791987432,2,21.24
"23146",11.5911060220572,3,23.83
"23150",11.8890986693507,6,17.32
"23168",9.76843118341812,1,17.12
"23173",3.00118996302937,8,12.18
"23185",6.6089965614183,2,12.84
"23187",4.38411196852349,1,11.21
"23188",2.53036944921119,1,0
"23192",14.7512791091396,1,23.38
"23219",0.770909746103615,8,5.66
"23220",1.14315383068764,8,0
"23221",2.39138042063574,8,5.52
"23222",3.95204497542772,8,9
"23223",3.71469050939348,7,0
"23224",0.0850766949429475,7,0
"23225",3.50640584859605,7,8.19
"23226",1.97412377702451,8,5.41
"23227",4.58153049856244,8,9.62
"23228",3.61021315170096,7,9.05
"23229",5.29223996898905,8,10.68
"23230",0.420214601533394,8,0
"23231",8.67354526138927,7,13.5
"23233",6.81341559940229,6,15.8
"23234",3.99976042092722,7,7.02
"23235",2.40772621600022,7,12.09
"23236",2.81449405217666,7,0
"23237",1.77303619765677,9,0
"23238",8.69654357052521,7,17.17
"23250",7.39764096812259,6,12.71
"23294",5.14113444052542,7,10.32
"23302",16.5632063207378,1,26.97
"23303",12.856461206389,1,21.92
"23304",9.08750975392723,1,26.3
"23308",20.5051968078797,1,29.85
"23314",7.63313788871757,6,12.85
"23315",6.19802807688816,1,15.83
"23320",1.98869612161117,6,0
