G_ZCTA,ZCTA,year,totWrkE,eduP,hghRskP,hltCrP,retailP
G88325,88325,2018,212,6.13,17.92,0,16.51
G88330,88330,2018,665,11.73,0.6,12.18,11.28
G88336,88336,2018,156,0,32.05,0,39.74
G88337,88337,2018,696,13.51,12.79,9.77,21.26
G88338,88338,2018,25,0,44,0,0
G88339,88339,2018,217,8.29,30.41,0.92,21.2
G88340,88340,2018,1337,8.08,8.38,9.95,3.59
G88341,88341,2018,73,1.37,5.48,16.44,0
G88342,88342,2018,17,0,100,0,0
G88343,88343,2018,0,NA,NA,NA,NA
G88344,88344,2018,0,NA,NA,NA,NA
G88345,88345,2018,3299,8.24,10.22,11.06,11.43
G88346,88346,2018,1021,7.74,23.41,1.67,1.57
G88347,88347,2018,59,0,54.24,10.17,0
G88348,88348,2018,139,0,5.04,20.86,2.16
G88349,88349,2018,14,0,0,0,0
G88350,88350,2018,125,0,100,0,0
G88351,88351,2018,80,0,53.75,13.75,18.75
G88352,88352,2018,1915,4.02,24.28,17.81,12.79
G88353,88353,2018,14,0,14.29,0,0
G88354,88354,2018,0,NA,NA,NA,NA
G88355,88355,2018,0,NA,NA,NA,NA
G88401,88401,2018,1999,9.2,15.86,10.81,13.36
G88410,88410,2018,48,31.25,18.75,0,25
G88411,88411,2018,30,36.67,36.67,0,0
G88414,88414,2018,10,0,0,0,0
G88415,88415,2018,1299,3.54,25.1,17.01,9.16
G88416,88416,2018,35,0,100,0,0
G88417,88417,2018,0,NA,NA,NA,NA
G88418,88418,2018,92,23.91,47.83,1.09,0
G88419,88419,2018,82,2.44,45.12,15.85,0
G88421,88421,2018,0,NA,NA,NA,NA
G88422,88422,2018,40,7.5,65,0,0
G88424,88424,2018,24,33.33,50,0,0
G88426,88426,2018,446,17.71,8.3,5.16,5.61
G88427,88427,2018,71,9.86,60.56,7.04,0
G88430,88430,2018,49,12.24,51.02,0,14.29
G88431,88431,2018,15,100,0,0,0
G88434,88434,2018,222,36.04,13.51,8.56,15.77
G88435,88435,2018,1227,13.61,10.27,16.63,16.79
G88436,88436,2018,23,0,0,43.48,0
G89001,89001,2018,480,10.62,40.62,5.21,17.08
G89002,89002,2018,16160,8.89,18.25,8.16,10.53
G89003,89003,2018,350,0,17.71,8,31.14
G89004,89004,2018,118,5.08,13.56,13.56,13.56
G89005,89005,2018,6138,7.33,13.83,10.87,8.11
G89007,89007,2018,378,11.38,25.93,0,5.82
G89008,89008,2018,548,12.96,4.2,13.87,2.74
G89010,89010,2018,179,10.06,70.39,3.35,0
G89011,89011,2018,13327,7.7,10.28,7.38,14.68
G89012,89012,2018,16436,9.44,11.34,11.17,12.54
G89013,89013,2018,110,8.18,39.09,0,5.45
G89014,89014,2018,20591,8.2,11.17,9.81,12.21
G89015,89015,2018,17838,7.7,16.46,9.72,14.82
G89017,89017,2018,0,NA,NA,NA,NA
G89018,89018,2018,276,5.07,21.74,14.86,13.77
G89019,89019,2018,1179,1.36,17.81,6.36,4.92
G89020,89020,2018,470,4.26,72.13,0,0
G89021,89021,2018,1325,16.6,26.87,4.91,6.79
G89022,89022,2018,0,NA,NA,NA,NA
G89025,89025,2018,516,3.68,31.78,2.91,16.67
G89026,89026,2018,0,NA,NA,NA,NA
G89027,89027,2018,5493,5.83,16.31,7.97,12.16
G89029,89029,2018,2364,4.91,3.43,3.13,11.13
G89030,89030,2018,18216,2.22,21.5,5.41,12.27
G89031,89031,2018,31441,7.86,11.72,9.92,12.82
G89032,89032,2018,20911,5.92,12.39,8.78,9.5
G89039,89039,2018,14,0,0,35.71,0
G89040,89040,2018,1334,16.49,20.99,7.42,8.1
G89042,89042,2018,452,21.46,29.2,2.88,14.6
G89043,89043,2018,302,8.61,10.26,6.95,14.9
G89044,89044,2018,8457,5.88,8.16,12.52,13.01
G89045,89045,2018,1175,2.81,60.09,0,4.34
G89046,89046,2018,140,7.86,40.71,10,14.29
G89047,89047,2018,92,0,82.61,0,0
G89048,89048,2018,6866,9.83,16.87,7.09,11.97
G89049,89049,2018,1143,0.96,30.1,4.46,27.73
G89052,89052,2018,23874,8.11,8.19,12.68,10.05
G89054,89054,2018,0,NA,NA,NA,NA
G89060,89060,2018,2700,3,19.07,7.44,15.93
G89061,89061,2018,1799,6.61,19.4,5.89,7.56
G89074,89074,2018,26514,8.33,10.37,9.57,10.97
G89081,89081,2018,16217,6.62,12.67,9.59,12.97
G89084,89084,2018,11945,8.24,11.06,14.73,11.51
G89085,89085,2018,2140,6.87,12.1,13.18,11.4
G89086,89086,2018,2420,9.13,7.64,15.62,7.6
G89101,89101,2018,15506,1.93,15.39,5.02,12.22
G89102,89102,2018,17177,3.21,14.43,4.98,12.52
G89103,89103,2018,27073,3.11,9.46,6.21,12.43
G89104,89104,2018,16861,4.76,15.65,5.18,10.98
G89106,89106,2018,9836,6.17,13.96,7.39,12.28
G89107,89107,2018,16569,2.64,14.26,8.75,14.75
G89108,89108,2018,33657,4.8,13,9.38,12.63
G89109,89109,2018,4431,3.34,5.62,7.09,9.12
G89110,89110,2018,31116,4.35,15.38,6.84,14.3
G89113,89113,2018,17430,4.99,8.76,10.4,13.05
G89115,89115,2018,23863,3.54,16.08,6.23,11.36
G89117,89117,2018,28547,5.5,6.69,10.43,12.76
G89118,89118,2018,12007,4.22,8.51,7.23,12.18
G89119,89119,2018,26580,4.72,8.09,5.88,12.5
G89120,89120,2018,12084,7.45,10,6.25,12.16
G89121,89121,2018,28630,6.03,10.97,6.74,11.62
G89122,89122,2018,22611,5.92,8.98,8.66,13.2
G89123,89123,2018,33065,5.79,7.68,9.71,11.5
G89124,89124,2018,485,9.28,15.67,9.07,11.55
G89128,89128,2018,18555,10.16,6.67,11.23,11.52
G89129,89129,2018,28317,7.96,9.51,11.85,9.79
G89130,89130,2018,16680,7.72,14.62,10.25,12.03
G89131,89131,2018,22974,9.55,11.68,10.66,9.8
G89134,89134,2018,8282,8.98,7.88,11.1,10.53
G89135,89135,2018,12616,7.61,8.39,9.81,9.61
G89138,89138,2018,7756,6.9,6.45,15.41,11.32
G89139,89139,2018,22275,4.23,6.4,10.35,10.8
G89141,89141,2018,16733,5.41,7.69,10.69,8.01
G89142,89142,2018,17028,4.58,9.97,8.99,12.93
G89143,89143,2018,5978,10.19,10.92,10.89,9.45
G89144,89144,2018,9355,10.77,6.22,16.28,11.19
G89145,89145,2018,11992,5.41,6.95,11.7,11.62
G89146,89146,2018,8884,3.12,11.84,7.94,11.86
G89147,89147,2018,27649,3.88,6.58,8.19,12.68
G89148,89148,2018,27707,4.66,6.86,9.18,10.89
G89149,89149,2018,18769,7.84,10.54,10.45,14.03
G89156,89156,2018,13134,4.46,15.46,9.37,13.34
G89161,89161,2018,131,0,0,22.9,0
G89166,89166,2018,9689,6.72,10.34,13.75,11.07
G89169,89169,2018,10626,3.91,7.3,2.41,15.79
G89178,89178,2018,19982,4.97,8.27,10.49,9.6
G89179,89179,2018,3450,14.7,11.04,8.46,12.06
G89183,89183,2018,21513,5.9,9.66,9.7,9.91
G89191,89191,2018,0,NA,NA,NA,NA
G89301,89301,2018,2961,7.57,30.33,9.56,6.89
G89310,89310,2018,194,10.82,62.37,2.06,0
G89311,89311,2018,72,9.72,40.28,18.06,0
G89314,89314,2018,143,3.5,39.16,7.69,2.8
G89316,89316,2018,667,10.94,40.48,1.95,6.3
G89317,89317,2018,124,0,28.23,8.87,17.74
G89318,89318,2018,464,8.19,48.49,6.68,10.13
G89319,89319,2018,30,0,0,63.33,0
G89402,89402,2018,0,NA,NA,NA,NA
G89403,89403,2018,7562,4.32,24.87,10.8,12.58
G89404,89404,2018,13,0,0,0,0
G89405,89405,2018,77,0,0,0,37.66
G89406,89406,2018,9297,7.49,22.67,9.35,10.21
G89408,89408,2018,8598,5.06,24.49,8.84,14.11
G89409,89409,2018,74,0,75.68,0,13.51
G89410,89410,2018,4634,9.8,18.02,10.57,10.6
G89411,89411,2018,202,0,24.75,9.41,2.48
G89412,89412,2018,146,17.12,21.92,17.81,0
G89413,89413,2018,251,0,18.33,11.16,4.38
G89414,89414,2018,99,0,35.35,0,33.33
G89415,89415,2018,1299,15.47,10.7,6.39,10.47
G89418,89418,2018,111,13.51,50.45,4.5,0
G89419,89419,2018,1559,13.73,34.51,10.65,9.81
G89420,89420,2018,0,NA,NA,NA,NA
G89421,89421,2018,134,11.94,50,5.97,5.22
G89422,89422,2018,48,0,100,0,0
G89423,89423,2018,3994,9.09,19.53,11.32,7.26
G89424,89424,2018,89,8.99,14.61,13.48,7.87
G89425,89425,2018,216,0,90.28,0,0
G89426,89426,2018,48,0,100,0,0
G89427,89427,2018,366,7.38,21.04,13.39,13.39
G89428,89428,2018,36,0,19.44,13.89,0
G89429,89429,2018,2319,4.44,26.82,7.85,17.42
G89430,89430,2018,213,32.86,32.39,0,6.1
G89431,89431,2018,18492,5.09,18.67,10,16.93
G89433,89433,2018,9880,3.82,21.04,9.48,15.08
G89434,89434,2018,13409,6.1,19.17,15.13,11.64
G89436,89436,2018,20998,10.02,17.01,11.82,10.39
G89438,89438,2018,37,0,51.35,0,0
G89439,89439,2018,668,8.23,10.18,8.68,7.34
G89440,89440,2018,372,0,12.1,0,9.68
G89441,89441,2018,5973,6.58,19.97,14.67,7.92
G89442,89442,2018,513,5.07,28.07,5.46,12.48
G89444,89444,2018,799,6.13,20.53,8.51,10.01
G89445,89445,2018,8361,6.73,38.52,8.19,15.11
G89446,89446,2018,0,NA,NA,NA,NA
G89447,89447,2018,2491,7.55,24.05,8.87,14.33
G89448,89448,2018,632,7.75,9.65,17.25,6.01
G89449,89449,2018,1673,1.97,8.61,9.15,5.86
G89450,89450,2018,45,0,22.22,0,0
G89451,89451,2018,4287,7.11,14.74,6.18,10.08
G89460,89460,2018,6545,5.23,23.12,11.95,9.4
G89501,89501,2018,2007,7.17,13.2,10.61,2.94
G89502,89502,2018,23522,3.25,17.84,9.52,13.32
G89503,89503,2018,15699,13.8,12.58,8.31,12.11
G89506,89506,2018,20891,6.4,17.79,10.57,14.72
G89508,89508,2018,6182,6.34,16.71,14.4,14.66
G89509,89509,2018,18467,9.29,11.95,12.17,10.33
G89510,89510,2018,700,1.71,26.71,8.43,7
G89511,89511,2018,13086,8.98,17.13,15.41,9.24
G89512,89512,2018,12068,6.9,15.9,9.85,12.29
G89519,89519,2018,3709,12.7,8.95,18.09,6.42
G89521,89521,2018,15684,9.02,14.16,11.5,12.38
G89523,89523,2018,18146,11.29,13.2,14.34,10.69
G89701,89701,2018,12265,4.99,19.14,10.75,13.19
G89702,89702,2018,0,NA,NA,NA,NA
G89703,89703,2018,4500,9.93,13.09,14.16,7.51
G89704,89704,2018,2024,11.96,17.64,9.54,8.3
G89705,89705,2018,2487,6.51,21.55,10.21,13.83
G89706,89706,2018,9112,6.46,21.81,10.27,11.65
G89801,89801,2018,13397,6.19,36.78,7.72,10.8
G89815,89815,2018,7191,9,45.04,6.45,9.21
G89820,89820,2018,2465,6.21,52.09,7.38,9.7
G89821,89821,2018,212,3.3,76.89,2.83,0
G89822,89822,2018,994,6.94,61.07,2.21,8.85
G89823,89823,2018,34,41.18,29.41,0,0
G89825,89825,2018,785,3.31,5.73,0,0
G89826,89826,2018,0,NA,NA,NA,NA
G89828,89828,2018,208,0,71.15,0,0
G89830,89830,2018,68,0,64.71,0,0
G89831,89831,2018,0,NA,NA,NA,NA
G89832,89832,2018,473,19.45,17.12,12.68,2.96
G89833,89833,2018,79,7.59,65.82,0,26.58
G89834,89834,2018,66,13.64,66.67,0,0
G89835,89835,2018,650,11.23,35.08,3.54,16.62
G89883,89883,2018,2336,4.67,6.42,0.98,9.12
G90001,90001,2018,23818,4.9,31.02,10.42,10.53
G90002,90002,2018,19665,4.83,24.42,10.44,12.68
G90003,90003,2018,28690,5.42,25.07,9.8,11.01
G90004,90004,2018,33874,4.45,13.32,12.14,10.58
G90005,90005,2018,21500,4.13,15.57,8.37,11.44
G90006,90006,2018,31758,3.77,20.27,8.19,10.84
G90007,90007,2018,17181,22.98,15.27,8.16,9.36
G90008,90008,2018,14597,11.83,9.18,18.17,11.58
G90010,90010,2018,2017,2.88,6.3,7.14,6.35
G90011,90011,2018,46307,4.63,30.73,8.31,12.36
G90012,90012,2018,13631,8.15,11.14,11.09,9.16
G90013,90013,2018,5399,9.28,8.54,9.06,6.3
G90014,90014,2018,4800,3.69,9.04,5.23,9.1
G90015,90015,2018,11670,3.68,18.23,8.44,11.66
G90016,90016,2018,22321,9.19,11.13,12.36,9.99
G90017,90017,2018,13483,4.21,24.45,9.12,11.75
G90018,90018,2018,24825,7.87,14.69,12.75,10.38
G90019,90019,2018,35567,6.92,13.46,12.81,10.32
G90020,90020,2018,22279,5.66,10.32,10.91,12.18
G90021,90021,2018,1469,3.68,22.6,9.26,9.33
G90022,90022,2018,28562,6.18,25.37,11.6,13.85
G90023,90023,2018,20078,5.12,26.55,10.36,14.46
G90024,90024,2018,20955,25.23,3.65,11.97,6.16
G90025,90025,2018,30377,11.2,6.89,9.63,8.96
G90026,90026,2018,39166,6.79,12.92,10.57,10
G90027,90027,2018,27204,7.27,5.84,10.65,7.09
G90028,90028,2018,19554,5.48,6.93,8.33,7.93
G90029,90029,2018,20803,5.12,12.59,13.07,10.14
G90031,90031,2018,18302,8.4,20.06,9.6,11.91
G90032,90032,2018,22077,9.66,16.31,14.17,11.07
G90033,90033,2018,19742,7.29,22.99,11.87,11.12
G90034,90034,2018,35889,11.48,7.13,10.31,8.92
G90035,90035,2018,15408,9.25,4.82,10.62,7.61
G90036,90036,2018,23379,8.91,4.94,10.04,6.43
G90037,90037,2018,26648,4.75,22.44,11.1,11.58
G90038,90038,2018,16112,3.43,13.54,8.97,8.58
G90039,90039,2018,16579,9.28,8.26,12.69,9.49
G90040,90040,2018,5397,8.65,17.32,15.45,10.95
G90041,90041,2018,15021,10.45,8.47,19.37,6.67
G90042,90042,2018,33323,8.64,14.67,12.86,12.15
G90043,90043,2018,20152,9.94,12.2,14.87,9.98
G90044,90044,2018,38484,4.73,18.18,12.39,12.11
G90045,90045,2018,22318,15.81,9.38,10.64,6.12
G90046,90046,2018,33986,5.28,6.27,7.54,8.53
G90047,90047,2018,21446,6.24,13.14,17.35,9.16
G90048,90048,2018,14618,5.33,4.77,11.63,7.11
G90049,90049,2018,20096,9.14,5.47,13.52,5.69
G90056,90056,2018,3583,13.45,7.79,17.14,7.26
G90057,90057,2018,26242,3.21,31.23,8.7,11.5
G90058,90058,2018,929,5.71,25.94,12.59,18.62
G90059,90059,2018,17215,5.16,21.67,11.82,11.43
G90061,90061,2018,11641,6.81,24.22,12.32,7.83
G90062,90062,2018,15923,4.6,14.98,13.01,13.94
G90063,90063,2018,23166,6.6,27.07,11.6,12.26
G90064,90064,2018,13725,10.54,7.9,11.32,6.66
G90065,90065,2018,24583,8.68,14.42,12.93,10.56
G90066,90066,2018,34196,11.09,9.52,9.29,8.31
G90067,90067,2018,815,8.71,5.52,20.86,2.21
G90068,90068,2018,13323,8.32,7.1,7.19,4.13
G90069,90069,2018,14836,5.26,4.86,6.36,8.26
G90071,90071,2018,0,NA,NA,NA,NA
G90073,90073,2018,123,0,0,35.77,6.5
G90077,90077,2018,4225,10.2,5.51,17.16,7.27
G90079,90079,2018,0,NA,NA,NA,NA
G90089,90089,2018,680,72.94,0,0.29,5.88
G90090,90090,2018,0,NA,NA,NA,NA
G90094,90094,2018,5395,10.29,8.49,13.72,3.6
G90095,90095,2018,0,NA,NA,NA,NA
G90201,90201,2018,43941,5.03,24.82,10.08,14.35
G90210,90210,2018,8687,5.62,6.52,15.63,7.4
G90211,90211,2018,4379,7.17,8.77,14.02,8.02
G90212,90212,2018,6649,6.32,12.44,10.66,6.81
G90220,90220,2018,22088,6.51,23.94,13.31,8.79
G90221,90221,2018,21006,5.13,25.35,10.77,10.84
G90222,90222,2018,13047,6.44,25.07,9.63,9.78
G90230,90230,2018,17495,11.93,9.99,11.51,9.14
G90232,90232,2018,8676,11.01,7.26,12.92,5.88
G90240,90240,2018,12893,7.33,17.29,12.27,12.94
G90241,90241,2018,21829,7.61,20.61,12.01,10.97
G90242,90242,2018,20413,8.36,19.3,13.82,12.66
G90245,90245,2018,8993,9.74,16.95,7.42,7.43
G90247,90247,2018,22648,6.53,17.99,13.54,10.8
G90248,90248,2018,5500,7.56,18.44,13.76,10.44
G90249,90249,2018,12568,6.54,16.69,13.63,14.08
G90250,90250,2018,48491,7.46,13.7,11.53,11.02
G90254,90254,2018,12290,8.02,16.83,7.99,8.1
G90255,90255,2018,33890,5.55,27.06,9.38,13.51
G90260,90260,2018,17922,6.24,16.21,9.57,12.79
G90262,90262,2018,29404,4.83,26.49,9.7,12.89
G90263,90263,2018,702,68.09,0,2.71,2.85
G90265,90265,2018,8954,12.24,10.12,10.6,5.39
G90266,90266,2018,16560,9.83,14.8,10.08,4.87
G90270,90270,2018,12345,5.11,28.6,10.07,12.13
G90272,90272,2018,9855,8.14,6.78,10.44,5.8
G90274,90274,2018,10390,5.86,15.48,16.03,6.35
G90275,90275,2018,18423,10.41,14.22,13.54,7.77
G90277,90277,2018,19312,8.06,15.6,11.24,9.02
G90278,90278,2018,21803,8.76,18.41,10.37,7.66
G90280,90280,2018,42468,6.02,24.15,11.2,11.66
G90290,90290,2018,2646,14.44,7.75,8.99,5.44
G90291,90291,2018,18000,7.31,7.16,7.45,8.19
G90292,90292,2018,14477,6.55,7.81,11.02,5.72
G90293,90293,2018,8311,7.7,13.92,10.48,6.37
G90301,90301,2018,17504,6.19,15.37,11.34,10.79
G90302,90302,2018,15028,7.83,11.17,17.03,11.38
G90303,90303,2018,11011,7.99,15.47,9.95,11.41
G90304,90304,2018,12422,3.9,17.93,7.26,11.36
G90305,90305,2018,8152,13.96,9.4,14.9,11.22
G90401,90401,2018,4551,7.3,6.79,7.69,7.91
G90402,90402,2018,5430,9.1,4.44,11.57,8.62
G90403,90403,2018,14873,9.79,6.02,11.8,4.88
G90404,90404,2018,12261,10.21,8.16,10.65,9.59
G90405,90405,2018,16432,11.16,7.57,9.83,6.47
G90501,90501,2018,21453,5.92,17.41,14.75,10.28
G90502,90502,2018,8686,6.37,17.59,17.72,10.34
G90503,90503,2018,22117,9.15,16.99,10.39,9.16
G90504,90504,2018,16441,7.19,18.24,11.52,9.28
G90505,90505,2018,18431,8.67,16.91,10.93,9.49
G90506,90506,2018,0,NA,NA,NA,NA
G90601,90601,2018,16488,11.34,17.96,14,9.84
G90602,90602,2018,11719,10.27,20.78,10.67,11.52
G90603,90603,2018,10359,16.22,16.55,15.11,8.2
G90604,90604,2018,19433,8.18,20.69,12.37,13.87
G90605,90605,2018,18352,8.26,24.84,11.61,11.32
G90606,90606,2018,14612,8.99,21.99,12.52,13.05
G90620,90620,2018,23181,7.39,19.51,12.11,11.34
G90621,90621,2018,17460,6.75,20.13,12.54,12.89
G90623,90623,2018,7600,10.28,14.74,15.16,10.59
G90630,90630,2018,24350,8.32,18.91,13.1,9.89
G90631,90631,2018,34021,8.34,19.93,12.92,11.4
G90638,90638,2018,22821,12.48,20.02,11.83,11.41
G90640,90640,2018,28960,8.37,17.09,12.19,13.43
G90650,90650,2018,48617,6.41,19.83,13.95,12.87
G90660,90660,2018,29038,8.26,20.84,12.3,12
G90670,90670,2018,7572,9.89,19.19,14.13,9.64
G90680,90680,2018,14274,5.59,26.33,11.23,12.55
G90701,90701,2018,7714,6.72,18.32,17.94,11.03
G90703,90703,2018,22542,8.07,14.14,20.12,9.88
G90704,90704,2018,2213,2.44,9.26,6.96,9.67
G90706,90706,2018,35436,7.51,19.35,15.05,11.75
G90710,90710,2018,13491,6.09,16.31,13.92,11.76
G90712,90712,2018,15749,9.12,17.76,18.13,10.75
G90713,90713,2018,14720,11.56,20.18,13.82,11.82
G90715,90715,2018,10084,8.96,15.18,13.71,12.41
G90716,90716,2018,6049,3.64,21.59,12.56,11.06
G90717,90717,2018,11197,9.98,20.08,11.58,15.1
G90720,90720,2018,10736,14.61,15.69,12.1,9.96
G90723,90723,2018,24511,6.25,21.3,13.92,14.35
G90731,90731,2018,29313,6.03,16.75,11.27,10.37
G90732,90732,2018,10412,10.51,13.66,8.91,7.65
G90740,90740,2018,10048,13.28,16.07,13.85,6.44
G90742,90742,2018,480,16.25,13.33,12.71,6.04
G90743,90743,2018,133,3.76,42.11,7.52,11.28
G90744,90744,2018,24990,4.84,23.06,9.27,14.87
G90745,90745,2018,27197,5.69,20.83,20.61,10.95
G90746,90746,2018,12474,10.61,12.55,17.4,8.53
G90747,90747,2018,0,NA,NA,NA,NA
G90755,90755,2018,6113,10.4,17.54,13.68,6.56
G90802,90802,2018,23135,9.4,13.65,12.4,7.85
G90803,90803,2018,19124,11.3,13.07,11.79,8.45
G90804,90804,2018,20402,8.39,14.41,14.12,11.07
G90805,90805,2018,41702,5.55,19.58,13.48,11.73
G90806,90806,2018,18828,6.62,16.39,15.82,9.18
G90807,90807,2018,17069,11.01,14.2,15.3,8.61
G90808,90808,2018,20115,13.82,14.93,13.17,9.93
G90810,90810,2018,16976,5.43,19.07,16.49,10.33
G90813,90813,2018,24974,4.15,17.79,11.45,10.61
G90814,90814,2018,11152,12.49,14.66,12.43,9
G90815,90815,2018,19342,17.3,15.04,12.72,7.69
G90822,90822,2018,0,NA,NA,NA,NA
G90831,90831,2018,0,NA,NA,NA,NA
G91001,91001,2018,19565,14.1,10.18,13.12,8.95
G91006,91006,2018,15611,9.01,14.27,13.49,9.87
G91007,91007,2018,15452,8.36,12.02,17.05,7.79
G91008,91008,2018,476,7.14,16.6,13.87,9.24
G91010,91010,2018,12940,9.5,19.03,15.77,9.87
G91011,91011,2018,9353,13.19,8.59,16.28,6.29
G91016,91016,2018,21673,10.09,15.24,13.55,10.9
G91020,91020,2018,4648,10.35,10.39,13.08,6.99
G91024,91024,2018,5380,15.63,9.89,12.17,6.82
G91030,91030,2018,13612,16.05,9.54,15.08,8.12
G91040,91040,2018,10191,9.21,12.49,12.73,10.56
G91042,91042,2018,13036,6.98,17.77,17.28,10.12
G91046,91046,2018,39,0,20.51,0,0
G91101,91101,2018,11865,12.57,10.57,11.76,5.6
G91103,91103,2018,13727,9.62,13.2,13.42,10.1
G91104,91104,2018,18388,13.69,10.8,15,7.66
G91105,91105,2018,5973,12.32,11.77,12.94,7.35
G91106,91106,2018,14584,19.9,9.94,11.04,9.38
G91107,91107,2018,16859,13.1,10.53,15.43,8.29
G91108,91108,2018,5578,7.85,8.14,18.05,3.71
G91201,91201,2018,11514,6.58,13.81,16.86,13.71
G91202,91202,2018,11372,9.07,9.73,15.05,9.18
G91203,91203,2018,7770,6.22,11.16,15.97,12.5
G91204,91204,2018,8676,5.72,15.27,17.74,10.79
G91205,91205,2018,17719,6.88,13.12,19.15,9.9
G91206,91206,2018,16064,8.22,11.42,18.71,10.97
G91207,91207,2018,5432,7.53,12.94,16.22,7
G91208,91208,2018,7984,7.72,10.03,16.3,8.96
G91210,91210,2018,331,0,16.62,8.76,2.11
G91214,91214,2018,15040,12.29,9,15.8,11.04
G91301,91301,2018,13338,8.76,14.32,6.92,9.03
G91302,91302,2018,12686,9.01,10.44,13.36,8.42
G91303,91303,2018,16527,4.65,19.99,11.06,10.67
G91304,91304,2018,28060,7.83,17.85,12.69,11.1
G91306,91306,2018,25246,5.89,19.12,13.49,12.68
G91307,91307,2018,13392,7.94,12.1,16.39,8.89
G91311,91311,2018,21314,8.45,14.22,16.97,10.94
G91316,91316,2018,15326,9.17,7.77,15.21,8.82
G91320,91320,2018,22614,8,19.03,10.2,9.78
G91321,91321,2018,16443,8.99,18.48,11.03,9.84
G91324,91324,2018,14989,10.2,15.48,15.02,8.82
G91325,91325,2018,17857,12.7,12.28,13.99,10.59
G91326,91326,2018,18124,10.07,14.09,16.83,9.04
G91330,91330,2018,1084,37.82,3.04,2.21,14.39
G91331,91331,2018,48842,6.68,25.81,11.73,12.05
G91335,91335,2018,39809,7.46,15.13,15.32,10.54
G91340,91340,2018,16181,7.11,29.1,11.77,12.64
G91342,91342,2018,45518,6.75,23.85,13.81,11.24
G91343,91343,2018,31375,6.94,17.26,14.99,11.54
G91344,91344,2018,26641,8.68,15.29,14.77,9.93
G91345,91345,2018,9057,8.27,21.29,14.51,12.86
G91350,91350,2018,18639,10.31,16.29,15.16,8.69
G91351,91351,2018,16725,7.42,16.14,11.83,12.14
G91352,91352,2018,21762,5.91,22.79,12.89,12.04
G91354,91354,2018,16264,11.22,18.11,11.69,8.66
G91355,91355,2018,15520,13.34,13.06,11.2,8.29
G91356,91356,2018,15422,5.19,12.19,13.33,11.17
G91360,91360,2018,20750,10.69,12.87,11.03,11.22
G91361,91361,2018,9744,8.43,10.05,12.01,6.93
G91362,91362,2018,18260,9.22,14.92,10.73,7.83
G91364,91364,2018,13495,7.58,10.63,11.75,9.71
G91367,91367,2018,23577,8.16,10.43,13.84,8.16
G91371,91371,2018,0,NA,NA,NA,NA
G91377,91377,2018,6713,9.61,12.47,9.28,8.89
G91381,91381,2018,9982,8.42,14.57,16.44,10.47
G91384,91384,2018,11431,9.91,18.84,11.05,8.58
G91387,91387,2018,21270,7.33,18.2,14.64,12.94
G91390,91390,2018,9815,10.07,20.64,12.29,9.36
G91401,91401,2018,21991,6.77,14.17,11.44,11
G91402,91402,2018,33670,4.46,23.51,12.31,11.53
G91403,91403,2018,14832,6.7,8.8,11.25,7.34
G91405,91405,2018,27939,5.48,17.79,14.12,10.68
G91406,91406,2018,28423,6.02,17.72,11.32,10.58
G91411,91411,2018,14259,6.88,14.78,10.48,8.24
G91423,91423,2018,20370,8.5,7.19,11.51,8.32
G91436,91436,2018,7540,6.22,6.18,16.35,8.97
G91501,91501,2018,10527,6.25,12.94,12.14,9.5
G91502,91502,2018,5686,4.8,11.26,10.27,8.28
G91504,91504,2018,12980,7.04,12.4,13.78,8.71
G91505,91505,2018,16642,7.84,8.72,9.69,8.02
G91506,91506,2018,9870,9.37,8.9,11.67,9.02
G91601,91601,2018,22399,8.48,10.53,8.44,9.05
G91602,91602,2018,12424,7.7,6.13,7.85,8.64
G91604,91604,2018,18694,6.58,5.84,8.96,5.63
G91605,91605,2018,24521,6.31,18.68,13.95,11.83
G91606,91606,2018,21581,6.6,15.32,11.88,11.76
G91607,91607,2018,17109,9.1,9.4,9.13,9.89
G91608,91608,2018,0,NA,NA,NA,NA
G91701,91701,2018,19598,13.34,16.99,12.24,11.56
G91702,91702,2018,30063,12.54,19.22,11.64,10.6
G91706,91706,2018,36314,5.19,22.63,12.93,11.9
G91708,91708,2018,1107,5.6,8.76,15.09,10.57
G91709,91709,2018,38704,10.46,16.95,15.81,9.29
G91710,91710,2018,36906,8.25,20.41,12.28,11.96
G91711,91711,2018,17541,25.91,11.77,11.05,8.47
G91722,91722,2018,17550,6.97,19.26,15.6,11.63
G91723,91723,2018,9397,8.56,12.7,13.11,15.75
G91724,91724,2018,12472,9.73,17.29,13.39,10.88
G91730,91730,2018,33733,10.51,16.6,14.72,12.44
G91731,91731,2018,12474,4.03,25.08,10.63,10.53
G91732,91732,2018,29624,5.57,22.54,10.77,10.65
G91733,91733,2018,19190,5.64,28.19,11.75,12.6
G91737,91737,2018,12524,13.65,17.85,14.24,11.82
G91739,91739,2018,19937,11.04,16.37,15.12,10.27
G91740,91740,2018,12521,9.08,16.36,13.23,13.87
G91741,91741,2018,12436,14.81,17.18,12.51,11.01
G91744,91744,2018,40690,4.97,25.49,11.82,12.82
G91745,91745,2018,25278,8.47,16.69,12.68,10.3
G91746,91746,2018,13573,7.23,23.94,11.35,12.02
G91748,91748,2018,22598,6.16,15.67,11.5,14.15
G91750,91750,2018,15597,13.96,15.02,13.55,12.62
G91752,91752,2018,15120,7.8,24.21,10.57,10.82
