G_COUNTYFP,COUNTYFP,cntT,cntTimeDrive,avTimeDrive,pctTimeDrive
G17191,17191,5,0,48.826,0
G17193,17193,5,5,14,1
G17195,17195,18,16,13.59,0.89
G17197,17197,152,147,10.5030263157895,0.97
G17199,17199,15,15,13.1393333333333,1
G17201,17201,77,76,7.86155844155844,0.99
G17203,17203,9,6,23.1788888888889,0.67
G18001,18001,7,6,13.89,0.86
G18003,18003,96,96,7.97375,1
G18005,18005,15,15,8.35533333333333,1
G18007,18007,3,2,18.6066666666667,0.67
G18009,18009,4,4,8.025,1
G18011,18011,10,10,13.22,1
G18013,18013,4,2,20.1775,0.5
G18015,18015,7,6,18.66,0.86
G18017,18017,11,11,10.8,1
G18019,18019,26,25,11.1226923076923,0.96
G18021,18021,6,5,11.1033333333333,0.83
G18023,18023,8,8,11.01375,1
G18025,18025,3,2,18.3566666666667,0.67
G18027,18027,7,7,11.2042857142857,1
G18029,18029,10,9,14.442,0.9
G18031,18031,6,5,17.165,0.83
G18033,18033,9,9,9.11777777777778,1
G18035,18035,30,30,6.76533333333333,1
G18037,18037,7,7,11.4557142857143,1
G18039,18039,36,36,10.7780555555556,1
G18041,18041,7,7,8.08,1
G18043,18043,20,20,10.288,1
G18045,18045,5,3,21.932,0.6
G18047,18047,5,5,17.866,1
G18049,18049,6,6,15.9433333333333,1
G18051,18051,7,7,12.8671428571429,1
G18053,18053,16,16,8.85375,1
G18055,18055,9,9,19.5033333333333,1
G18057,18057,39,37,14.2517948717949,0.95
G18059,18059,10,10,11.545,1
G18061,18061,6,5,17.9883333333333,0.83
G18063,18063,21,20,11.1228571428571,0.95
G18065,18065,13,13,9.29307692307692,1
G18067,18067,20,20,5.585,1
G18069,18069,9,9,10.1177777777778,1
G18071,18071,10,9,11.837,0.9
G18073,18073,8,5,23.68125,0.62
G18075,18075,7,2,31.7942857142857,0.29
G18077,18077,7,7,9.47428571428571,1
G18079,18079,6,6,10.525,1
G18081,18081,22,22,8.48454545454545,1
G18083,18083,10,9,14.073,0.9
G18085,18085,19,19,13.4894736842105,1
G18087,18087,8,8,13.11375,1
G18089,18089,118,118,7.6514406779661,1
G18091,18091,29,29,9.33827586206896,1
G18093,18093,10,10,13.113,1
G18095,18095,37,37,9.48540540540541,1
G18097,18097,224,224,6.57486607142857,1
G18099,18099,12,12,11.63,1
G18101,18101,3,2,18.03,0.67
G18103,18103,10,10,11.846,1
G18105,18105,31,31,8.89225806451613,1
G18107,18107,9,9,11.1711111111111,1
G18109,18109,13,13,8.90538461538462,1
G18111,18111,4,1,31.765,0.25
G18113,18113,10,10,11.914,1
G18115,18115,2,1,30.27,0.5
G18117,18117,6,5,22.4983333333333,0.83
G18119,18119,5,4,20.536,0.8
G18121,18121,4,4,10.865,1
G18123,18123,5,5,10.066,1
G18125,18125,4,3,14.4275,0.75
G18127,18127,33,33,12.2366666666667,1
G18129,18129,7,6,14.5242857142857,0.86
G18131,18131,4,4,15.3025,1
G18133,18133,7,6,15.0528571428571,0.86
G18135,18135,8,7,14.735,0.88
G18137,18137,6,3,27.6866666666667,0.5
G18139,18139,5,4,14.828,0.8
G18141,18141,75,75,8.3704,1
G18143,18143,5,5,5.846,1
G18145,18145,10,10,8.532,1
G18147,18147,5,4,18.968,0.8
G18149,18149,7,7,15.5114285714286,1
G18151,18151,9,9,11.0933333333333,1
G18153,18153,5,5,13.5,1
G18155,18155,3,1,21.6233333333333,0.33
G18157,18157,37,37,5.78756756756757,1
G18159,18159,4,4,20.1125,1
G18161,18161,2,2,19.065,1
G18163,18163,49,49,5.88122448979592,1
G18165,18165,5,5,9.776,1
G18167,18167,28,28,7.48071428571429,1
G18169,18169,8,8,13.83625,1
G18171,18171,2,2,22.7,1
G18173,18173,11,11,11.9818181818182,1
G18175,18175,6,5,20.3716666666667,0.83
G18177,18177,17,17,9.81352941176471,1
G18179,18179,7,7,11.87,1
G18181,18181,8,8,17.5025,1
G18183,18183,7,7,12.8871428571429,1
G19001,19001,3,1,37.7066666666667,0.33
G19003,19003,2,0,39.685,0
G19005,19005,5,5,19.624,1
G19007,19007,5,5,12.378,1
G19009,19009,3,0,39.6266666666667,0
G19011,19011,7,5,23.3171428571429,0.71
G19013,19013,38,38,8.12868421052632,1
G19015,19015,7,7,11.6571428571429,1
G19017,19017,8,7,16.52,0.88
G19019,19019,6,6,13.3333333333333,1
G19021,19021,6,4,16.635,0.67
G19023,19023,5,2,30.674,0.4
G19025,19025,4,2,33.155,0.5
G19027,19027,6,5,15.9366666666667,0.83
G19029,19029,5,5,14.774,1
G19031,19031,5,2,34.382,0.4
G19033,19033,11,11,10.6218181818182,1
G19035,19035,4,4,14.075,1
G19037,19037,4,3,18.275,0.75
G19039,19039,3,3,9.38,1
G19041,19041,4,4,10.435,1
G19043,19043,6,3,24.21,0.5
G19045,19045,12,11,13.3408333333333,0.92
G19047,19047,5,5,18.6,1
G19049,19049,15,14,12.4773333333333,0.93
G19051,19051,2,0,38.98,0
G19053,19053,3,1,34.04,0.33
G19055,19055,4,3,10.45,0.75
G19057,19057,11,11,8.15636363636364,1
G19059,19059,5,5,10.92,1
G19061,19061,26,26,9.23192307692308,1
G19063,19063,4,2,33.075,0.5
G19065,19065,7,5,15.0071428571429,0.71
G19067,19067,5,3,32.632,0.6
G19069,19069,3,0,41.9733333333333,0
G19071,19071,3,2,23.9,0.67
G19073,19073,4,1,36.0125,0.25
G19075,19075,4,2,30.545,0.5
G19077,19077,3,0,51.79,0
G19079,19079,5,0,32.382,0
G19081,19081,4,0,44.88,0
G19083,19083,6,0,56.6166666666667,0
G19085,19085,5,4,16.202,0.8
G19087,19087,5,5,10.038,1
G19089,19089,3,2,13.6833333333333,0.67
G19091,19091,4,2,34.7825,0.5
G19093,19093,3,3,10.6833333333333,1
G19095,19095,4,0,43.3525,0
G19097,19097,6,4,19.345,0.67
G19099,19099,9,9,14.7788888888889,1
G19101,19101,4,1,30.925,0.25
G19103,19103,24,24,7.03541666666667,1
G19105,19105,5,1,33.566,0.2
G19107,19107,4,3,20.51,0.75
G19109,19109,6,0,45.9933333333333,0
G19111,19111,11,11,8.50090909090909,1
G19113,19113,45,44,8.83688888888889,0.98
G19115,19115,3,2,16.4733333333333,0.67
G19117,19117,4,4,7.41,1
G19119,19119,3,1,33.0366666666667,0.33
G19121,19121,3,3,8.54333333333333,1
G19123,19123,7,6,11.0585714285714,0.86
G19125,19125,8,6,19.81625,0.75
G19127,19127,10,10,11.751,1
G19129,19129,5,4,23.942,0.8
G19131,19131,3,0,45.2166666666667,0
G19133,19133,4,3,17.645,0.75
G19135,19135,3,3,12.0666666666667,1
G19137,19137,4,4,12.85,1
G19139,19139,10,2,34.135,0.2
G19141,19141,4,3,19.7975,0.75
G19143,19143,2,2,11.97,1
G19145,19145,6,6,8.16333333333333,1
G19147,19147,4,4,11.5025,1
G19149,19149,6,4,17.1333333333333,0.67
G19151,19151,3,0,46.1033333333333,0
G19153,19153,98,98,6.37224489795918,1
G19155,19155,30,28,9.901,0.93
G19157,19157,5,2,38.062,0.4
G19159,19159,2,0,53.91,0
G19161,19161,4,3,18.49,0.75
G19163,19163,47,47,8.20851063829787,1
G19165,19165,4,4,10.2575,1
G19167,19167,7,7,14.5328571428571,1
G19169,19169,20,18,10.0525,0.9
G19171,19171,6,1,34.775,0.17
G19173,19173,3,1,34.0666666666667,0.33
G19175,19175,4,3,14.1825,0.75
G19177,19177,2,0,55.615,0
G19179,19179,11,11,8.88181818181818,1
G19181,19181,12,11,20.4275,0.92
G19183,19183,5,5,18.83,1
G19185,19185,3,3,13.8433333333333,1
G19187,19187,12,11,10.6475,0.92
G19189,19189,3,0,37.5966666666667,0
G19191,19191,5,5,12.372,1
G19193,19193,26,23,11.7203846153846,0.88
G19195,19195,3,2,29.3066666666667,0.67
G19197,19197,5,0,55.546,0
G20001,20001,5,5,9.046,1
G20003,20003,2,2,13.19,1
G20005,20005,4,4,7.6075,1
G20007,20007,2,1,19.015,0.5
G20009,20009,8,8,10.28875,1
G20011,20011,5,4,15.756,0.8
G20013,20013,3,3,11.89,1
G20015,20015,13,7,28.6053846153846,0.54
G20017,20017,1,1,0,1
G20019,20019,1,0,52.79,0
G20021,20021,6,6,10.8416666666667,1
G20023,20023,1,0,59.31,0
G20025,20025,1,0,81.12,0
G20027,20027,2,2,3.72,1
G20029,20029,4,3,15.8275,0.75
G20031,20031,3,2,19.32,0.67
G20033,20033,1,0,53.17,0
G20035,20035,11,11,14.4172727272727,1
G20037,20037,11,11,6.79727272727273,1
G20039,20039,2,0,46.285,0
G20041,20041,6,4,19.1983333333333,0.67
G20043,20043,3,3,19.55,1
G20045,20045,22,21,11.3095454545455,0.95
G20047,20047,2,0,39.24,0
G20049,20049,1,0,60.62,0
G20051,20051,6,6,10.2283333333333,1
G20053,20053,2,0,48.405,0
G20055,20055,12,12,3.54416666666667,1
G20057,20057,7,6,12.5371428571429,0.86
G20059,20059,5,4,19.65,0.8
G20061,20061,8,8,8.02125,1
G20063,20063,2,0,61.9,0
G20065,20065,2,0,54.035,0
G20067,20067,2,2,3.3,1
G20069,20069,2,0,34.945,0
G20071,20071,1,0,72.8,0
G20073,20073,3,2,23.13,0.67
G20075,20075,1,0,54.94,0
G20077,20077,3,3,16.4566666666667,1
G20079,20079,6,6,8.425,1
G20081,20081,1,1,0,1
G20083,20083,1,0,45.18,0
G20085,20085,3,0,41.5,0
G20087,20087,4,4,14.51,1
G20089,20089,2,0,52.91,0
G20091,20091,130,130,9.48492307692308,1
G20093,20093,1,0,31.79,0
G20095,20095,3,1,24.41,0.33
G20097,20097,1,1,0,1
G20099,20099,8,6,17.81875,0.75
G20101,20101,1,0,34.03,0
G20103,20103,16,16,14.679375,1
G20105,20105,1,0,56.14,0
G20107,20107,2,1,20.28,0.5
G20109,20109,1,0,43.8,0
G20111,20111,8,8,9.585,1
G20113,20113,7,7,16.1671428571429,1
G20115,20115,4,3,20.91,0.75
G20117,20117,4,3,19.52,0.75
G20119,20119,2,0,56.08,0
G20121,20121,8,8,16.41,1
G20123,20123,2,1,21,0.5
G20125,20125,13,1,40.4261538461538,0.08
G20127,20127,2,1,16.58,0.5
G20129,20129,1,0,71.25,0
G20131,20131,3,0,43.54,0
G20133,20133,5,3,15.71,0.6
G20135,20135,2,0,74.19,0
G20137,20137,1,1,0,1
G20139,20139,5,5,17.908,1
G20141,20141,1,1,0,1
G20143,20143,2,0,38.235,0
G20145,20145,2,2,14.58,1
G20147,20147,3,3,13.8733333333333,1
G20149,20149,4,2,35.0875,0.5
G20151,20151,3,3,3.15666666666667,1
G20153,20153,1,0,54.03,0
G20155,20155,17,16,11.2094117647059,0.94
G20157,20157,3,3,9.86,1
G20159,20159,3,3,8.41,1
G20161,20161,14,13,11.6735714285714,0.93
G20163,20163,2,0,34.765,0
G20165,20165,2,0,43.41,0
G20167,20167,2,0,45.915,0
G20169,20169,12,12,6.5425,1
G20171,20171,1,1,0,1
G20173,20173,124,121,8.37564516129032,0.98
G20175,20175,5,4,12.124,0.8
G20177,20177,43,43,6.97627906976744,1
G20179,20179,2,0,40.9,0
G20181,20181,2,2,6.915,1
G20183,20183,2,0,36.27,0
G20185,20185,2,1,17.96,0.5
G20187,20187,1,1,0,1
G20189,20189,2,0,48.345,0
G20191,20191,6,2,28.7166666666667,0.33
G20193,20193,2,2,11.07,1
G20195,20195,1,0,42.89,0
G20197,20197,2,2,0,1
G20199,20199,1,0,56.65,0
G20201,20201,2,1,34.36,0.5
G20203,20203,1,0,31.74,0
G20205,20205,4,1,41.8975,0.25
G20207,20207,2,2,1.93,1
G20209,20209,70,70,8.41557142857143,1
G21001,21001,7,7,13.6628571428571,1
G21003,21003,6,6,12.3533333333333,1
G21005,21005,5,5,9.81,1
G21007,21007,3,3,19.18,1
G21009,21009,10,10,11.729,1
G21011,21011,3,3,13.633333333333301,1
G21013,21013,9,8,12.7355555555556,0.89
G21015,21015,22,21,12.9918181818182,0.95
G21017,21017,6,5,10.5316666666667,0.83
G21019,21019,13,13,5.56153846153846,1
G21021,21021,7,7,5.26428571428571,1
G21023,21023,3,3,15.2966666666667,1
G21025,21025,7,3,28.8442857142857,0.43
G21027,21027,6,5,19.445,0.83
G21029,21029,18,18,10.5966666666667,1
G21031,21031,5,4,17.724,0.8
G21033,21033,3,3,8.26333333333333,1
G21035,21035,9,9,11.7988888888889,1
G21037,21037,25,25,7.1212,1
G21039,21039,3,2,26.67,0.67
G21041,21041,3,3,11.7366666666667,1
G21043,21043,7,7,16.8742857142857,1
G21045,21045,5,4,19.044,0.8
G21047,21047,19,19,11.7047368421053,1
G21049,21049,10,10,7.518,1
G21051,21051,6,5,18.52,0.83
G21053,21053,3,3,7.93666666666667,1
G21055,21055,4,2,28.6375,0.5
G21057,21057,2,1,29.585,0.5
G21059,21059,23,23,7.19260869565217,1
G21061,21061,4,4,20.8225,1
G21063,21063,2,1,20.54,0.5
G21065,21065,4,4,12.8775,1
G21067,21067,82,82,6.96719512195122,1
G21069,21069,4,4,13.9275,1
G21071,21071,10,9,21.832,0.9
G21073,21073,11,11,8.11272727272727,1
G21075,21075,2,2,21.58,1
G21077,21077,2,2,12.26,1
G21079,21079,4,3,20.995,0.75
G21081,21081,4,4,13.47,1
G21083,21083,9,9,12.2055555555556,1
G21085,21085,7,7,19.2285714285714,1
G21087,21087,4,4,13.995,1
G21089,21089,9,8,11.6322222222222,0.89
G21091,21091,3,3,10.6133333333333,1
G21093,21093,22,22,7.15818181818182,1
G21095,21095,11,9,19.33,0.82
G21097,21097,5,5,11.898,1
G21099,21099,5,4,20.97,0.8
G21101,21101,11,11,8.82272727272727,1
G21103,21103,5,4,24.194,0.8
G21105,21105,1,0,37.26,0
G21107,21107,12,12,14.31,1
G21109,21109,3,3,15.67,1
G21111,21111,191,191,7.34942408376963,1
G21113,21113,9,9,7.80555555555556,1
G21115,21115,6,6,13.5866666666667,1
G21117,21117,41,41,10.6387804878049,1
G21119,21119,5,4,21.67,0.8
G21121,21121,8,7,15.64125,0.88
G21123,21123,4,4,14.7475,1
G21125,21125,13,13,7.43923076923077,1
G21127,21127,5,4,20.382,0.8
G21129,21129,3,3,10.2533333333333,1
G21131,21131,3,3,16.2566666666667,1
G21133,21133,7,6,15.1971428571429,0.86
G21135,21135,4,3,18.2375,0.75
G21137,21137,6,6,13.6666666666667,1
G21139,21139,2,2,12.625,1
G21141,21141,6,6,14.245,1
G21143,21143,3,1,31.3133333333333,0.33
G21145,21145,17,17,5.75,1
G21147,21147,4,3,14.97,0.75
G21149,21149,3,0,35.6266666666667,0
G21151,21151,19,19,12.9673684210526,1
G21153,21153,4,3,19.995,0.75
G21155,21155,6,0,33.7216666666667,0
G21157,21157,6,4,28.245,0.67
G21159,21159,3,2,16.5633333333333,0.67
G21161,21161,5,5,12.052,1
G21163,21163,8,8,12.09625,1
G21165,21165,2,2,14.755,1
G21167,21167,5,5,17.202,1
G21169,21169,3,3,15.8133333333333,1
G21171,21171,4,3,18.47,0.75
G21173,21173,6,6,7.95666666666667,1
G21175,21175,5,5,17.41,1
G21177,21177,9,8,17.6722222222222,0.89
G21179,21179,9,9,14.0566666666667,1
G21181,21181,2,2,27.795,1
G21183,21183,7,6,19.6957142857143,0.86
G21185,21185,14,14,15.3471428571429,1
G21187,21187,3,3,17.08,1
G21189,21189,2,1,29.285,0.5
G21191,21191,3,3,16.37,1
G21193,21193,8,7,13.79,0.88
G21195,21195,19,12,25.0152631578947,0.63
G21197,21197,2,2,5.04,1
G21199,21199,14,13,12.1314285714286,0.93
G21201,21201,1,0,30.32,0
G21203,21203,4,4,13.1025,1
G21205,21205,4,4,9.59,1
G21207,21207,5,5,10.858,1
G21209,21209,14,14,11.2685714285714,1
G21211,21211,9,9,14.0077777777778,1
G21213,21213,4,4,8.59,1
G21215,21215,4,4,13.995,1
G21217,21217,5,5,11.914,1
G21219,21219,4,4,23.8925,1
G21221,21221,5,4,20.116,0.8
G21223,21223,2,2,22.62,1
G21225,21225,4,4,10.135,1
G21227,21227,24,24,9.0075,1
G21229,21229,3,1,29.9966666666667,0.33
G21231,21231,5,5,10.316,1
G21233,21233,4,3,16.8575,0.75
G21235,21235,8,7,11.87875,0.88
G21237,21237,2,2,5.58,1
G21239,21239,8,8,11.09875,1
G22001,22001,12,11,13.1075,0.92
G22003,22003,5,4,8.402,0.8
G22005,22005,14,14,10.9064285714286,1
G22007,22007,6,5,21.4916666666667,0.83
G22009,22009,9,7,17.5577777777778,0.78
G22011,22011,7,5,18.2642857142857,0.71
G22013,22013,5,2,35.854,0.4
G22015,22015,22,20,14.5090909090909,0.91
G22017,22017,64,61,11.050625,0.95
G22019,22019,44,44,9.83204545454545,1
G22021,22021,3,3,12.5933333333333,1
G22023,22023,3,0,54.6466666666667,0
G22025,22025,3,0,39.56,0
G22027,22027,5,2,38.852,0.4
G22029,22029,5,4,22.802,0.8
G22031,22031,7,1,44.7928571428571,0.14
G22033,22033,92,90,9.06804347826087,0.98
G22035,22035,3,0,42.6233333333333,0
G22037,22037,5,0,45.428,0
G22039,22039,8,7,12.48,0.88
G22041,22041,6,5,17.085,0.83
G22043,22043,5,2,38.798,0.4
G22045,22045,16,15,10.44875,0.94
G22047,22047,7,3,29.6542857142857,0.43
G22049,22049,5,3,30.728,0.6
G22051,22051,127,124,8.52433070866142,0.98
G22053,22053,7,7,13.0257142857143,1
G22055,22055,43,43,6.72906976744186,1
G22057,22057,24,17,23.2825,0.71
G22059,22059,3,3,5.89666666666667,1
G22061,22061,10,10,7.134,1
G22063,22063,17,13,24.5776470588235,0.76
G22065,22065,5,5,5.024,1
G22067,22067,8,8,9.1475,1
G22069,22069,9,8,16.1766666666667,0.89
G22071,22071,177,177,4.03457627118644,1
G22073,22073,40,39,8.34475,0.98
G22075,22075,9,2,60.6977777777778,0.22
G22077,22077,6,0,45.8416666666667,0
G22079,22079,33,32,10.7554545454545,0.97
G22081,22081,2,2,9.07,1
G22083,22083,6,6,15.2116666666667,1
G22085,22085,7,1,52.1728571428571,0.14
G22087,22087,18,17,11.8688888888889,0.94
G22089,22089,13,13,15.0423076923077,1
G22091,22091,2,0,54.32,0
G22093,22093,7,6,17.9185714285714,0.86
G22095,22095,11,11,7.87,1
G22097,22097,19,18,15.6231578947368,0.95
G22099,22099,11,11,14.3118181818182,1
G22101,22101,17,10,20.0564705882353,0.59
G22103,22103,43,41,11.1358139534884,0.95
G22105,22105,20,17,17.2775,0.85
G22107,22107,3,0,51.7266666666667,0
G22109,22109,22,19,11.8490909090909,0.86
G22111,22111,6,5,16.575,0.83
G22113,22113,13,11,23.2269230769231,0.85
G22115,22115,12,10,17.7466666666667,0.83
G22117,22117,11,7,20.8954545454545,0.64
G22119,22119,11,11,10.9272727272727,1
G22121,22121,5,5,16.784,1
G22123,22123,3,0,41.65,0
G22125,22125,3,0,62.9133333333333,0
G22127,22127,4,0,48.3175,0
G23001,23001,28,28,7.5625,1
G23003,23003,24,17,16.9379166666667,0.71
G23005,23005,67,63,27.3205970149254,0.94
G23007,23007,9,5,34.0033333333333,0.56
G23009,23009,18,8,32.2355555555556,0.44
G23011,23011,31,30,8.59677419354839,0.97
G23013,23013,11,10,17.6645454545455,0.91
G23015,23015,10,9,19.437,0.9
G23017,23017,17,10,20.5494117647059,0.59
G23019,23019,46,38,18.0865217391304,0.83
G23021,23021,8,3,40.3875,0.38
G23023,23023,9,8,16.1822222222222,0.89
G23025,23025,17,11,28.6470588235294,0.65
G23027,23027,8,8,17.57,1
G23029,23029,14,9,25.4307142857143,0.64
G23031,23031,41,39,13.8436585365854,0.95
G24001,24001,23,22,12.7608695652174,0.96
G24003,24003,105,103,8.912,0.98
G24005,24005,214,213,7.92584112149533,1
G24009,24009,19,19,18.0778947368421,1
G24011,24011,9,9,15.8866666666667,1
G24013,24013,38,38,16.3702631578947,1
G24015,24015,19,18,11.5852631578947,0.95
G24017,24017,31,29,14.4558064516129,0.94
G24019,24019,10,8,16.648,0.8
G24021,24021,61,61,13.4270491803279,1
G24023,24023,7,0,41.1385714285714,0
G24025,24025,57,57,9.63421052631579,1
G24027,24027,55,55,8.172,1
G24029,24029,6,6,14.6616666666667,1
G24031,24031,215,215,6.23125581395349,1
G24033,24033,218,218,6.52720183486239,1
G24035,24035,14,10,18.7871428571429,0.71
G24037,24037,18,17,15.3355555555556,0.94
G24039,24039,8,6,16.62625,0.75
G24041,24041,11,9,19.9990909090909,0.82
G24043,24043,32,32,9.0496875,1
G24045,24045,19,19,7.62578947368421,1
G24047,24047,17,16,12.2076470588235,0.94
G24510,24510,200,200,2.486,1
G25001,25001,57,46,19.5342105263158,0.81
G25003,25003,39,37,10.6630769230769,0.95
G25005,25005,126,126,6.0115873015873,1
G25007,25007,5,5,12.882,1
G25009,25009,163,163,5.18386503067485,1
G25011,25011,18,16,11.8966666666667,0.89
G25013,25013,103,102,6.26427184466019,0.99
G25015,25015,36,35,7.52694444444444,0.97
G25017,25017,318,318,5.49603773584906,1
G25019,25019,6,6,9.19666666666667,1
G25021,25021,130,130,6.301,1
G25023,25023,101,101,10.5349504950495,1
G25025,25025,204,204,3.29789215686275,1
G25027,25027,172,172,7.78308139534884,1
G26001,26001,6,1,40.2966666666667,0.17
G26003,26003,4,1,36.065,0.25
G26005,26005,25,19,22.7404,0.76
G26007,26007,10,8,14.512,0.8
G26009,26009,8,0,53.86875,0
G26011,26011,7,4,23.2528571428571,0.57
G26013,26013,3,2,31.9666666666667,0.67
G26015,26015,11,8,24.0290909090909,0.73
G26017,26017,27,26,8.57037037037037,0.96
G26019,26019,6,6,16.145,1
G26021,26021,49,48,13.4857142857143,0.98
G26023,26023,12,11,14.8008333333333,0.92
G26025,26025,39,39,8.98820512820513,1
G26027,26027,11,5,30.0072727272727,0.45
G26029,26029,14,0,71.4664285714286,0
G26031,26031,9,6,38.2255555555556,0.67
G26033,26033,16,7,38.02375,0.44
G26035,26035,11,7,24.4963636363636,0.64
G26037,26037,22,20,15.6186363636364,0.91
G26039,26039,5,4,21.096,0.8
G26041,26041,13,9,22.8484615384615,0.69
G26043,26043,7,5,16.5271428571429,0.71
G26045,26045,28,25,14.6396428571429,0.89
G26047,26047,9,2,32.3588888888889,0.22
G26049,26049,131,126,12.3467175572519,0.96
G26051,26051,9,7,21.0922222222222,0.78
G26053,26053,8,6,16.90125,0.75
G26055,26055,17,14,15.3182352941176,0.82
G26057,26057,10,9,15.374,0.9
G26059,26059,12,10,18.5416666666667,0.83
G26061,26061,12,10,12.9383333333333,0.83
G26063,26063,13,9,20.35,0.69
G26065,26065,81,78,8.25271604938272,0.96
G26067,26067,13,12,11.9876923076923,0.92
G26069,26069,10,7,18.509,0.7
G26071,26071,5,3,21.586,0.6
G26073,26073,15,14,10.4966666666667,0.93
G26075,26075,38,34,17.128947368421102,0.89
G26077,26077,57,57,8.78263157894737,1
G26079,26079,5,0,45.882,0
G26081,26081,128,124,8.4653125,0.97
G26083,26083,3,1,171.163333333333,0.33
G26085,26085,4,2,28.91,0.5
G26087,26087,24,18,20.615,0.75
G26089,26089,7,3,34.1771428571429,0.43
G26091,26091,23,22,14.1973913043478,0.96
G26093,26093,61,55,17.904262295082,0.9
G26095,26095,4,1,28.135,0.25
G26097,26097,6,0,50.3066666666667,0
G26099,26099,217,217,6.47327188940092,1
G26101,26101,10,6,26.748,0.6
G26103,26103,25,21,13.7072,0.84
G26105,26105,9,7,18.5366666666667,0.78
G26107,26107,11,7,23.6590909090909,0.64
G26109,26109,8,5,25.1,0.62
G26111,26111,19,17,12.9489473684211,0.89
G26113,26113,4,2,35.485,0.5
G26115,26115,39,39,11.8761538461538,1
G26117,26117,13,8,27.4730769230769,0.62
G26119,26119,5,0,54.068,0
G26121,26121,43,40,12.3020930232558,0.93
G26123,26123,11,3,33.5954545454545,0.27
G26125,26125,338,338,7.27899408284024,1
G26127,26127,8,6,24.06125,0.75
G26129,26129,7,4,22.22,0.57
G26131,26131,4,2,30.4875,0.5
G26133,26133,6,4,22.475,0.67
G26135,26135,5,4,22.612,0.8
G26137,26137,6,5,18.3666666666667,0.83
G26139,26139,54,54,11.6014814814815,1
G26141,26141,7,0,52.7985714285714,0
G26143,26143,10,9,22.088,0.9
G26145,26145,56,52,12.0367857142857,0.93
G26147,26147,50,46,14.2414,0.92
G26149,26149,17,7,30.7629411764706,0.41
G26151,26151,13,1,50.6992307692308,0.08
G26153,26153,4,2,28.355,0.5
G26155,26155,17,14,16.3417647058824,0.82
G26157,26157,14,8,28.4721428571429,0.57
G26159,26159,16,14,22.53375,0.88
G26161,26161,100,100,10.6933,1
G26163,26163,611,611,5.92707037643208,1
G26165,26165,8,6,15.76375,0.75
G27001,27001,6,2,28.9883333333333,0.33
G27003,27003,83,83,8.7644578313253,1
G27005,27005,10,8,22.182,0.8
G27007,27007,10,7,18.915,0.7
G27009,27009,9,8,12.59,0.89
G27011,27011,3,0,79.1166666666667,0
G27013,27013,16,16,8.663125,1
G27015,27015,8,7,9.975,0.88
G27017,27017,7,5,20.6185714285714,0.71
G27019,27019,19,19,10.6436842105263,1
G27021,27021,10,4,39.018,0.4
G27023,27023,4,3,24.23,0.75
G27025,27025,10,8,17.084,0.8
G27027,27027,13,10,12.9430769230769,0.77
G27029,27029,3,0,45.5166666666667,0
G27031,27031,3,0,127.8,0
G27033,27033,4,3,22.0875,0.75
G27035,27035,16,11,20.183125,0.69
G27037,27037,95,95,6.89515789473684,1
G27039,27039,5,5,13.636,1
G27041,27041,9,8,15.8777777777778,0.89
G27043,27043,6,3,27.5033333333333,0.5
G27045,27045,6,0,39.4983333333333,0
G27047,27047,10,10,10.188,1
G27049,27049,10,8,20.649,0.8
G27051,27051,2,0,47.565,0
G27053,27053,299,299,5.67367892976589,1
G27055,27055,5,5,13.114,1
G27057,27057,7,1,53.7214285714286,0.14
G27059,27059,8,8,15.7475,1
G27061,27061,11,5,32.0254545454545,0.45
G27063,27063,4,3,14.3975,0.75
G27065,27065,4,0,42.1625,0
G27067,27067,12,10,14.5233333333333,0.83
G27069,27069,2,0,67.97,0
G27071,27071,4,3,29.5725,0.75
G27073,27073,3,1,25.3333333333333,0.33
G27075,27075,4,2,28.8775,0.5
G27077,27077,2,0,124.215,0
G27079,27079,6,4,26.4616666666667,0.67
G27081,27081,2,0,41.935,0
G27083,27083,7,6,14.7085714285714,0.86
G27085,27085,7,5,16.8928571428571,0.71
G27087,27087,2,0,69.22,0
G27089,27089,4,0,62.16,0
G27091,27091,6,0,40.0883333333333,0
G27093,27093,6,6,11.7933333333333,1
G27095,27095,7,6,14.9471428571429,0.86
G27097,27097,8,5,21.1575,0.62
G27099,27099,11,10,10.5454545454545,0.91
G27101,27101,3,0,45.26,0
G27103,27103,7,7,3.95,1
G27105,27105,6,6,11.9366666666667,1
G27107,27107,3,0,65.5233333333333,0
G27109,27109,33,33,6.05575757575758,1
G27111,27111,17,7,29.9788235294118,0.41
G27113,27113,5,5,9.334,1
G27115,27115,8,4,28.3075,0.5
G27117,27117,5,5,14.69,1
G27119,27119,10,6,21.337,0.6
G27121,27121,4,4,15.2725,1
G27123,27123,137,137,4.90832116788321,1
G27125,27125,2,0,36.575,0
G27127,27127,6,0,40.42,0
G27129,27129,6,4,23.5283333333333,0.67
G27131,27131,13,12,17.3553846153846,0.92
G27133,27133,3,3,12.8466666666667,1
G27135,27135,5,0,102.194,0
G27137,27137,67,57,12.5031343283582,0.85
G27139,27139,21,21,11.0352380952381,1
G27141,27141,11,10,15.6227272727273,0.91
G27143,27143,4,0,38.8775,0
G27145,27145,29,24,16.9093103448276,0.83
G27147,27147,8,8,9.36875,1
G27149,27149,3,0,45.5366666666667,0
G27151,27151,4,3,19.42,0.75
G27153,27153,8,5,20.04625,0.62
G27155,27155,2,0,96.76,0
