"","GEOID","year","totPopE","whiteP","blackP","amIndP","asianP","pacIsP","otherP","hispP","noHSP","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","ageOv65","ageOv18","age18_64","a15_24P","und45P","ovr65P","disbP"
"523","13275",2010,44451,59.85,37.18,0.11,0.8,0.1,1.96,2.76,18.61,6.7,14.1,7.1,5.7,37.2,7.8,7.3,6.9,5.2,14.7,74.6,59.9,0.03,0.13,0.03,16.4
"524","13277",2010,39823,63.93,28.98,0.04,1.43,0,5.62,9.87,24.14,7.7,14.3,8.6,7.2,41.5,7.1,6.5,5.6,4.9,12.6,73.7,61.1,0.04,0.16,0.03,14.2
"525","13279",2010,27151,68.27,24.98,0.63,0.53,0,5.59,11.1,19.91,8.3,15.2,7.6,6.3,38.3,6.8,7.3,5.6,5.3,13.2,71.8,58.6,0.05,0.23,0.05,14.6
"526","13281",2010,10430,97.17,0.7,0.36,0.21,0,1.56,1.53,13.54,3.6,8.9,9.9,3.9,32.9,5.3,4.6,5.8,10.5,28.3,84.6,56.3,0.13,0.44,0.27,18.5
"527","13283",2010,6835,65.05,32.98,0,1.02,0,0.95,0.22,26.96,7.2,14.3,5,7,41.2,4.8,7.6,6.8,4.9,13.1,74.9,61.8,0.18,0.92,0.19,22.8
"528","13285",2010,65652,62.32,33.54,0.18,1.43,0,2.53,3.08,20.67,7.3,14.9,7.5,6.9,40.1,7.2,7.2,6.1,5.1,12.1,73.1,61,0.02,0.09,0.02,16.7
"529","13287",2010,9025,57.43,41.92,0.25,0.09,0,0.31,2.76,31.47,7.4,15.5,7.9,5.6,39,5.3,6.5,4.7,7.6,14,72.8,58.8,0.15,0.69,0.16,21.5
"530","13289",2010,9385,55.88,42.6,0.07,0,0.04,1.41,0.83,38.62,4.6,12.7,9.2,5.9,37.8,7.1,9,6.4,8,14.6,78.3,63.7,0.16,0.59,0.16,16.9
"531","13291",2010,21083,96.67,1.04,0,0.24,0.21,1.84,1.71,17.11,4.3,10.4,5.4,3.7,28.6,7.7,7.2,8,8.8,25,82,57,0.04,0.21,0.12,17.7
"532","13293",2010,27308,69.79,27.89,0.33,0.59,0,1.4,2.11,23.87,6.4,13.3,7.6,5.6,37.7,7.6,7.5,6.8,5.6,15.1,75.7,60.6,0.05,0.21,0.06,19.2
"533","13295",2010,67845,92.97,4.1,0.36,0.35,0.05,2.17,1.65,23.75,6.2,13.6,6.8,5.5,38.6,7.4,7.3,6.6,5.7,14.6,76,61.4,0.02,0.09,0.02,20.4
"534","13297",2010,81491,80.34,15.9,0.51,1.2,0.05,2,3.09,19.63,7.3,15.2,6.8,5.5,40.2,7.8,6.9,6.5,4.9,11.2,72.9,61.7,0.02,0.08,0.01,11.9
"535","13299",2010,36006,66.52,28.82,0.52,0.89,0,3.25,3.29,20.38,7,13.1,7.1,6.5,39.5,6.8,7,5.7,6.1,14.8,75.8,61,0.04,0.17,0.04,19.6
"536","13301",2010,5936,36.96,62.89,0,0.15,0,0,0.08,30.35,6.6,12.9,7.7,4.9,34,9.8,6.7,7.8,5.6,16.5,76,59.5,0.21,0.9,0.28,18.2
"537","13303",2010,21112,45.43,52.97,0,0.12,0,1.48,1.62,25.16,6.6,12.9,7.3,6.7,40.2,8,7.5,6.4,5.1,13.2,75.7,62.5,0.07,0.28,0.06,15
"538","13305",2010,29705,75.33,20.29,0.08,0.32,0.03,3.95,5.36,22.13,6.9,13.9,7,5.7,40.2,7.8,7.2,5.3,6.1,12.5,74.7,62.2,0.04,0.21,0.04,17.8
"539","13307",2010,2727,56.18,34.29,0,1.54,0,7.99,5.06,21.86,5.1,15.3,6,5,35.7,4.8,9.5,6.2,7.9,15.4,75,59.6,0.4,2.06,0.56,22.3
"540","13309",2010,7093,55.91,42.94,0.23,0.51,0,0.41,0.69,30.32,4.9,9.2,5.2,8.1,46.8,9.3,5.8,5.3,6.4,12.4,82.6,70.2,0.19,0.86,0.17,19.1
"541","13311",2010,26498,96.16,2.13,0.31,0.14,0.15,1.11,2.34,16.75,6,12.3,6.6,5.2,35.3,8.1,7.1,7.2,7.5,16.6,77.8,61.2,0.04,0.2,0.06,14.5
"542","13313",2010,99910,79.71,3.95,0.41,1.22,0,14.71,30.95,32.59,8.4,15.8,7.4,6.7,42,6.8,6.3,6.1,3.9,10.7,71.3,60.6,0.01,0.07,0.01,13.5
"543","13315",2010,9041,60.91,36.83,0.49,0.5,0,1.27,1.07,27.03,4.7,11.8,6.9,5.9,42.6,7.1,7.7,7.1,4.2,14.8,79.8,65,0.14,0.65,0.16,18.8
"544","13317",2010,10580,52.57,44.46,0.76,0,0,2.21,2.94,28.22,5.7,12,7.7,4.3,36.1,7.5,6.1,7.3,6.8,18.3,77.9,59.6,0.11,0.51,0.17,22.8
"545","13319",2010,9685,58.78,39.45,0.14,0,0,1.63,1.82,20.79,6.9,14,6.8,5.9,36.1,7.5,7.9,5.9,6.7,15,75,60,0.13,0.59,0.15,14.7
"546","13321",2010,21712,69.89,28.2,0.09,0.22,0,1.6,1.53,26.42,7,13.7,7.6,6.4,37.9,7.2,7.4,6.5,6.4,13.8,74.5,60.7,0.06,0.27,0.06,16.4
"547","15001",2010,180362,33.84,0.6,0.36,24.65,11.55,29,11.28,9.46,6.3,12.4,6.8,5.9,36.5,7.4,8.4,8.2,6.8,14,77,63,0.01,0.03,0.01,13.4
"548","15003",2010,936984,21.08,2,0.24,44.84,9.08,22.76,7.91,10.1,6.5,11.9,6.4,7.7,41.8,7.1,6.9,6.1,5.5,14.2,77.7,63.5,0,0.01,0,10.3
"549","15005",2010,74,35.14,0,0,18.92,5.41,40.53,0,20.27,0,0,0,0,33.8,0,5.4,6.8,14.9,39.2,100,60.8,0,45.68,52.97,6.6
"550","15007",2010,65460,33.17,0.7,0.34,33.63,9.65,22.51,9.4,11.74,6.4,12.3,6.6,5.6,36.8,7.6,8.2,8.3,6,14.5,76.9,62.4,0.02,0.08,0.02,11.7
"551","15009",2010,150711,35.54,0.6,0.29,26.03,10.27,27.27,9.87,11.26,6.5,12.7,6.1,5.8,39.3,8,8.1,7.1,6.2,12.1,76.7,64.6,0.01,0.04,0.01,9.9
"552","16001",2010,380718,92.18,1.01,0.54,2.51,0.22,3.54,6.77,7.09,7.5,14.9,6.8,6.7,43.1,7.3,6.8,5.8,4.7,9.9,73.4,63.5,0,0.02,0,9.6
"553","16003",2010,3942,91.25,0.05,2.79,0.43,0.63,4.85,0.94,11.61,3.8,12.6,8.7,2.6,31.6,9.3,7.8,9.3,7.2,18.4,78,59.6,0.29,1.22,0.47,22.7
"554","16005",2010,80701,90.7,0.6,3.42,1.09,0.26,3.93,6.5,9.5,8.5,14.7,7.6,9.8,43.2,6.1,6.3,6.3,4.2,10.8,72.7,61.9,0.02,0.08,0.01,13.3
"555","16007",2010,6026,97.34,0.28,1.05,0,0.03,1.3,2.94,9.64,6.6,15.7,6,6,32.4,7.2,8,5.5,6.9,17.7,72.7,55,0.2,0.91,0.29,15.1
"556","16009",2010,9302,86.44,0.73,9.34,0.03,0.17,3.29,2.27,12.82,6.2,13.5,6.6,4.9,31.6,7.7,8.8,8.5,6.8,16.8,75.8,59,0.12,0.55,0.18,17.6
"557","16011",2010,44496,85.55,0.45,5.57,0.69,0,7.74,16.38,15.38,9.4,18.2,8.4,6.1,38,6.7,6.6,5.6,4.3,11.1,67,55.9,0.03,0.15,0.02,12.9
"558","16013",2010,21329,91.98,0.06,1.27,0.45,0.83,5.41,18.46,8,6.8,13.3,4.9,5.7,37.9,9.3,8.3,8,5.8,10.5,75.8,65.3,0.05,0.27,0.05,6.6
"559","16015",2010,7122,95.18,0,0.17,1.14,0,3.51,2.89,12.79,4.3,13.3,6.4,4.1,29.8,10,10.2,11.8,7.1,13.4,77.1,63.7,0.15,0.67,0.19,17.5
"560","16017",2010,40711,96.51,0.16,0.88,0.66,0,1.79,2.35,9.01,5.2,12.3,6.7,4.1,32.7,7.9,9.2,8.6,7.9,16.2,78.1,61.9,0.03,0.12,0.04,14.6
"561","16019",2010,100213,92.8,0.69,0.88,0.85,0.08,4.7,10.48,9.36,9.5,16.7,7.7,6.4,40.1,6.8,6.2,5.7,4.3,10.7,68.8,58.1,0.01,0.07,0.01,12.5
"562","16021",2010,10792,94.91,0,2.46,0.88,0.21,1.54,3.61,17.08,6.2,14.4,7.9,3.6,32.8,7.6,8.4,8.7,6,15.9,73.9,58,0.11,0.49,0.15,13.2
"563","16023",2010,2842,98.06,0,0,0.84,0.07,1.03,3.87,11.35,4.4,13.8,8.1,2.4,30,7.4,8.4,8.8,6.1,21,76.8,55.8,0.37,1.7,0.74,16.5
"564","16025",2010,1216,88.4,0.41,3.78,0,0,7.41,13.82,18.09,4.1,16.8,10.9,4.5,42.9,7.2,5.9,6.2,6.7,10.3,72,61.7,1.27,5.25,0.85,15.2
"565","16027",2010,182723,90.94,0.44,0.7,0.73,0.16,7.03,22.92,18,9.4,17.4,7.8,6.5,41.5,6.3,5.6,5.1,4.2,10.4,68.4,58,0.01,0.04,0.01,13.9
"566","16029",2010,6900,95.61,0,0.72,0.36,0,3.31,4.03,12.02,8.1,15.3,7.1,4.1,34.3,6.6,7.1,6.6,6.3,15.8,71.7,55.9,0.16,0.84,0.23,15.1
"567","16031",2010,22109,88.23,0.14,0.87,0.45,0,10.31,23.56,21.21,9.4,18,9.2,5.1,37.5,6.1,6.2,5.7,4.4,12.8,67.1,54.3,0.06,0.29,0.06,13.2
"568","16033",2010,857,82.73,0,2.1,0,0,15.17,48.54,31.11,12.5,12.5,5.4,3.3,26.6,4.1,11.2,10.9,4.6,17.7,71.8,54.1,1.02,6.02,2.07,24.4
"569","16035",2010,8766,94.08,0.31,3.01,0.79,0,1.81,2.59,15.35,3.8,10.2,5,4.6,30.7,8.6,8.1,8.5,9,21.1,81.8,60.7,0.11,0.51,0.24,19.7
"570","16037",2010,4277,97.76,0,1.01,0,0,1.23,2.2,7.14,7.1,12.4,4.3,5.2,33.8,6,9.3,7.5,7.6,16.4,77,60.6,0.22,1.25,0.38,19.5
"571","16039",2010,26669,85.54,2.61,1.55,1.52,0.22,8.56,14.78,15.5,9.4,14.6,7.5,10.1,45,6.5,6.1,4.8,4.2,9.4,71.2,61.8,0.07,0.26,0.04,11.3
"572","16041",2010,12497,94.49,0.26,0.67,0.13,0,4.45,6.05,8.32,9.6,20.1,8.4,4.8,36.1,6.1,6.2,4.9,4.3,12.7,64.6,51.9,0.11,0.53,0.1,11
"573","16043",2010,13062,96.81,0,0.7,0.55,0,1.94,11.89,14.95,9,16.7,8,4.9,38,6.5,6,4.5,5.9,13.4,68.7,55.3,0.1,0.49,0.1,13.9
"574","16045",2010,16778,94.99,0,0.2,1.01,0.26,3.54,7.76,16.47,6.3,13.4,8,4.5,33.9,8,7.4,7.3,6,17.6,74.7,57.1,0.07,0.32,0.1,15.5
"575","16047",2010,15140,89.68,0.09,1.62,0.96,0,7.65,25.64,23.81,8.2,16.1,7.5,6,37,6.1,6.7,5.5,4.9,15.5,70.7,55.2,0.09,0.4,0.1,13.7
"576","16049",2010,15947,94.12,0.13,2.62,0.05,0.02,3.06,2.38,14.3,5.3,11.8,5.7,4.8,29.8,7.4,8.5,8.8,8.1,20.4,78.7,58.3,0.07,0.29,0.13,19.7
"577","16051",2010,24523,93.8,0.06,0.95,0.2,0.12,4.87,9.93,14.23,10.4,19.2,7.7,5.8,39.6,6.4,6,5.3,3.4,9.7,65,55.3,0.06,0.28,0.04,11.3
"578","16053",2010,21282,92.2,0.44,1.43,0,0,5.93,28.32,28.35,9.7,16.5,8.5,6.8,40.2,6.5,6.2,6.2,3.9,10.8,68.6,57.8,0.07,0.31,0.05,10.6
"579","16055",2010,134851,95.15,0.26,0.81,0.49,0.08,3.21,3.62,8.59,6.4,14.1,7.2,5.9,38.1,7.3,7.4,6.6,6.2,14,74.9,60.9,0.01,0.04,0.01,12
"580","16057",2010,36645,93.07,0.84,0.32,1.87,0.08,3.82,3.47,6.55,5.3,10.1,12.2,17.7,53,5.9,6.1,5.7,4,9.9,81.5,71.6,0.08,0.19,0.03,9.6
"581","16059",2010,7861,96.87,0.61,0.09,0.41,0,2.02,1.96,8.11,5.9,10.8,7.8,4.8,28.7,7.4,8.8,10.2,7.2,21,79.3,58.3,0.16,0.58,0.27,16.9
"582","16061",2010,3761,90.96,0.19,2.63,0.98,0.45,4.79,3,9.78,5.3,10.9,8.5,4.3,30.7,7.8,8.7,7.7,6.9,22,77.6,55.6,0.34,1.25,0.58,21.1
"583","16063",2010,5021,91.87,1,0.78,0.4,0,5.95,23.62,23.39,8,17.4,6.7,6.9,36.4,7.1,6.7,8.1,5.5,10.6,70.3,59.7,0.27,1.23,0.21,11.1
"584","16065",2010,36413,96.1,0.43,0.38,0.85,0,2.24,5.52,4.78,9.5,12.6,14.5,26.6,61,3.3,3.2,2.7,2.1,5.5,73.9,68.4,0.11,0.23,0.02,5.8
"585","16067",2010,19524,82.04,0.07,0.9,0.66,0.07,16.26,30.8,25.1,8.1,15.9,7.8,5.8,35.9,7.2,7.5,5.8,5.2,14.3,70.6,56.3,0.07,0.31,0.07,13
"586","16069",2010,38886,90.42,0.33,4.39,0.92,0.32,3.62,2.92,10.3,5.7,12.3,7,6.9,37.7,7.2,7.2,6.8,5.5,17.6,78,60.4,0.04,0.14,0.05,17.8
"587","16071",2010,4212,96.39,0,1.14,0,0,2.47,1.28,7.68,7.4,17.4,8.3,3.9,30.9,7,7.1,7.7,5.5,17,69.8,52.8,0.29,1.32,0.4,17.1
"588","16073",2010,11389,90.53,0.14,3.13,0,0,6.2,24.4,24.94,7.7,17,6.8,6.4,37.6,6.9,6.4,6.6,4.8,13,70.3,57.3,0.12,0.55,0.11,17.1
"589","16075",2010,22451,90.95,0.03,1.16,0.51,0.02,7.33,14.21,16.29,7.7,16.1,8,5.5,36.9,6.9,6.6,5.8,5.2,14.7,71,56.3,0.06,0.27,0.07,15.6
"590","16077",2010,7633,89.27,0.21,4.72,0,0.25,5.55,27.18,17.91,8.3,16.5,10.4,5.4,38.3,6.7,7.1,5.6,5.6,11.9,69.7,57.8,0.21,0.83,0.16,10
"591","16079",2010,12917,95.93,0.19,0.88,0.22,0.03,2.75,2.6,17.87,4.7,11.7,6.4,4.6,32.9,7.8,8.4,8.4,7,19.2,78.7,59.5,0.09,0.38,0.15,17
"592","16081",2010,9413,95.45,0,0.58,1.26,0,2.71,14.78,11.02,8.5,16.2,4.8,5.7,45.4,7.1,6.5,6.7,3.3,6.4,70.9,64.5,0.11,0.74,0.07,14.5
"593","16083",2010,74929,92.06,0.53,0.5,1.03,0.24,5.64,12.65,16.68,8.1,14.9,7.2,7,39.2,6.6,6.5,5.5,5.5,13.9,72.9,59,0.02,0.08,0.02,12.3
"594","16085",2010,9846,98.4,0,0.16,0,0,1.44,3.15,6.67,5.3,11.2,5.7,4.5,33.3,8,9.4,8.5,9.1,15.2,79.8,64.6,0.1,0.51,0.15,13.2
"595","16087",2010,10105,90.58,0.19,1.43,1.13,0,6.67,15.39,20.04,5.6,14.1,7.4,2.7,32,6.6,7.3,8,7,19.4,75.3,55.9,0.1,0.51,0.19,18.6
"596","17001",2010,67030,93.85,3.37,0.13,0.58,0,2.07,1.26,10.82,6.2,12.9,7,6.2,36.9,7.3,7.1,6.7,5.5,17.5,76.7,59.2,0.02,0.08,0.03,13.9
"597","17003",2010,8449,62.04,35.64,0,0.85,0,1.47,1.04,23.96,5.1,13.9,6.6,6.5,36,8.4,6.8,5.8,5.7,18.3,76.7,58.4,0.16,0.65,0.22,22.6
"598","17005",2010,17904,96.23,2.54,0.09,0.37,0.02,0.75,2.7,12,5.5,11.6,6.9,8.8,41.3,7.8,7.1,7.2,4.7,14.8,79,64.2,0.09,0.33,0.08,12
"599","17007",2010,53567,90.77,2.36,0.33,1.33,0,5.21,19.43,14.58,7.4,17,7.8,5.4,40,7.6,6.6,5.6,5,10.9,70.4,59.5,0.02,0.12,0.02,8.4
"600","17009",2010,6897,80.48,18.59,0.14,0.16,0,0.63,6.66,24.39,4.2,9,4,9.4,50.2,8.2,6.9,4.4,5,12.2,83.6,71.4,0.19,0.92,0.18,10
"601","17011",2010,35083,95.65,0.74,0.32,0.72,0,2.57,7.24,10.83,5.9,13,6.9,4.9,35.3,7.4,7.6,7.3,5.6,17.9,76.7,58.8,0.03,0.15,0.05,12.3
"602","17013",2010,5118,98.4,0.16,0,0.92,0,0.52,0.33,15.67,5.6,12.5,5.8,5.4,33.8,7.6,7.6,6.8,6.4,19.7,78.1,58.4,0.22,1.01,0.38,16.8
"603","17015",2010,15615,96.42,1.05,0.16,0.48,0,1.89,2.31,13.11,4.7,11.7,6.4,4.6,32.7,7.7,7.6,7.6,7.1,21,79.5,58.5,0.07,0.31,0.13,14
"604","17017",2010,13648,90.94,2.67,0.1,0,0.16,6.13,14.76,19.42,6.1,15.4,6.6,5.5,36.1,7.8,6.9,7.7,4.6,15.5,74.4,58.9,0.09,0.42,0.11,11.9
"605","17019",2010,197867,75.1,12.58,0.21,8.89,0.01,3.21,4.94,7.67,5.7,10.3,11.2,16.7,53.3,5.8,5.9,5.2,3.9,9.9,80.5,70.6,0.01,0.04,0.01,8.5
"606","17021",2010,34936,96.32,1.64,0.18,0.45,0,1.41,1.34,14.23,5.9,12.5,6.9,5.5,36.8,7.8,7.6,6.2,5.8,17.3,77.2,59.9,0.04,0.16,0.05,13.6
"607","17023",2010,16545,98.11,0.24,0.06,0.33,0,1.26,0.9,12,5.8,13.3,6.8,5.2,35.8,7.8,7.2,6.7,5.5,17.9,76.5,58.6,0.07,0.33,0.11,15.8
"608","17025",2010,13927,98.19,0.32,0.03,0.51,0,0.95,0.93,13.84,6.5,12.8,6.5,5,35.1,7.3,7.7,6.6,6.1,17.9,76.6,58.7,0.08,0.39,0.13,14.5
"609","17027",2010,37395,94.17,3.67,0.25,0.45,0,1.46,2.58,14.17,5.6,12.9,6.7,6.2,40.3,8.4,7.5,5.8,4.8,14.7,77.3,62.6,0.03,0.16,0.04,11.2
"610","17029",2010,53568,93.66,3.79,0.15,0.99,0.01,1.4,2.2,10.72,5.1,10.2,13.5,14.2,48.2,6.1,6.4,6,4.3,13.8,81.6,67.8,0.05,0.12,0.03,12
"611","17031",2010,5172848,54.12,25.2,0.2,6.12,0.03,14.33,23.25,16.8,6.7,13.1,7,7.2,44,7.1,6.8,5.9,4.6,11.8,75.9,64.1,0,0,0,10.1
"612","17033",2010,19864,93.03,2.52,0.37,0.5,0,3.58,1.7,13.46,5.7,12.5,7.5,5.8,36.3,7.8,7.7,7,5.7,17.3,77,59.7,0.07,0.27,0.09,16.4
"613","17035",2010,11073,98.09,0.42,0.06,0.32,0.06,1.05,0.48,11.9,6.2,13.4,7.1,5.7,36.8,7.3,7.6,7,5.3,16.2,76.1,59.9,0.12,0.51,0.15,16.5
"614","17037",2010,104026,85.09,6.02,0.17,2.42,0.08,6.22,9.54,9.35,6.3,12.4,10.2,15.1,50.9,6.4,5.8,4.9,3.9,9.5,77.6,68.1,0.02,0.07,0.01,7.4
"615","17039",2010,16672,96.77,0.63,0.1,0.1,0.07,2.33,1.84,9.75,6.1,12.8,6.7,5.1,36.6,8,7.9,6.8,5.6,16.2,76.9,60.7,0.07,0.33,0.1,13.6
"616","17041",2010,20012,95.54,0.27,0.29,0.63,0,3.27,5.66,18.26,7.4,14.6,6.8,6.1,37.1,7,7.2,6.3,4.9,15.5,73.9,58.4,0.06,0.3,0.08,10.3
"617","17043",2010,911481,80.34,4.44,0.21,10.01,0.03,4.97,12.76,8,6.4,14.2,7.2,6.1,40.6,8.3,7.8,6.6,4.9,11,74.7,63.7,0,0.01,0,7.7
"618","17045",2010,18776,98.02,0.81,0.17,0.27,0,0.73,0.91,11.57,5.8,12.5,6.3,5.1,34.4,7.6,8.5,6.9,6.1,18.2,77.6,59.4,0.06,0.28,0.1,15.4
"619","17047",2010,6707,97.58,0.67,0,0.33,0,1.42,0,11.02,5.4,13.6,6.8,5,35,7.3,7.7,6.8,6.4,17.9,76.6,58.7,0.18,0.81,0.27,15.3
"620","17049",2010,34232,97.48,0.1,0.09,0.31,0.02,2,1.53,10.64,6.6,14.3,7.5,6,37.6,8.1,7.4,7,4.2,14.9,74.3,59.4,0.04,0.17,0.04,12
"621","17051",2010,22007,98,0.22,0.09,0.6,0.03,1.06,1.12,17.07,5.8,12.8,6.9,6.3,39.1,7.7,7.2,6.9,4.6,15.9,77.2,61.3,0.06,0.26,0.07,13.9
"622","17053",2010,14113,97.74,1.17,0.11,0.38,0,0.6,1.91,12.73,6,13.8,6.9,4.7,34.9,7.5,7.9,5.6,5.8,18.6,75.9,57.3,0.08,0.39,0.13,12.6
"623","17055",2010,39528,97.81,0.25,0.15,0.23,0,1.56,1.21,16.22,5.9,12.9,6.6,5.3,35.8,7.1,7.3,6.8,6,18.3,77,58.7,0.03,0.14,0.05,19.8
"624","17057",2010,37205,94.88,3.19,0.27,0.32,0.02,1.32,2.46,16.36,5.4,12,6.1,5.5,37.3,7.4,7.4,6.4,6.3,17.9,78.8,60.9,0.03,0.15,0.05,14.2
"625","17059",2010,5773,97.47,0.68,0.42,0.21,0,1.22,0.26,22.25,6.1,11.6,5.9,5.4,34.1,7.1,6.7,7.7,6.7,20,78.2,58.2,0.2,0.9,0.35,21.5
"626","17061",2010,13983,97.52,0.35,0.21,0.1,0.21,1.61,0.75,14.76,5.7,13,7.1,5.5,36.9,7.6,7.9,5.8,6,17.1,76.7,59.6,0.09,0.4,0.12,15.8
"627","17063",2010,48744,95.45,1.18,0.08,0.48,0.03,2.78,7.75,9.34,7.3,15.2,7.2,5.4,41.2,7.9,7.1,5.7,4.8,10.9,72.8,61.9,0.03,0.13,0.02,9.3
"628","17065",2010,8453,98.39,0.19,0.33,0,0,1.09,1.03,19.15,6,13.1,5.7,5.6,34,7,7.5,6.8,6.3,19.5,76.9,57.4,0.13,0.63,0.23,17.2
"629","17067",2010,19227,97.71,0.24,0.16,0.3,0,1.59,0.59,9.85,5.6,12.2,6.6,4.6,33.5,7.4,8,7.5,6.3,19.5,78,58.5,0.06,0.27,0.1,15.1
"630","17069",2010,4402,95.12,0.8,0,0.52,0,3.56,0.91,23,6.6,12.9,3,4.6,32.6,4.8,5.6,8.9,6.9,21.7,78.4,56.7,0.17,1.18,0.49,29.7
"631","17071",2010,7462,95.94,0.11,0.16,0.78,0.16,2.85,0.46,12.8,4.3,11.9,5.7,5,31.7,8.7,8.5,7.7,7.2,20,79.6,59.6,0.14,0.64,0.27,15.6
"632","17073",2010,50477,94.66,1.51,0.35,0.27,0.04,3.17,4.51,12.12,5.9,13.8,7.2,4.6,35.3,7.7,7.7,7.2,5.7,16.7,75.7,59,0.02,0.11,0.03,10.9
"633","17075",2010,30068,96.15,0.85,0.25,0.32,0.05,2.38,5.17,12.81,5.6,13.7,6.8,4.8,34.2,7.7,7.7,6.7,5.9,18.6,76.2,57.6,0.04,0.18,0.06,12.8
"634","17077",2010,59864,78.5,14.44,0.3,3.43,0.04,3.29,3.84,10.52,5.2,9.4,10.9,18.2,53.2,5.6,5.5,5.4,4.5,11.1,82.3,71.2,0.05,0.11,0.02,11
"635","17079",2010,9752,98.79,0,0.33,0.28,0,0.6,0.63,11.76,5.9,12.7,6.8,5.3,35.1,8.6,8,7.4,5.3,16.9,77.1,60.2,0.12,0.55,0.17,14
"636","17081",2010,39202,88.34,8.16,0.28,0.58,0.02,2.62,2.06,16.33,6.2,12.3,6.9,5.8,38,7.6,7.5,6.7,5.9,15.8,77.5,61.7,0.03,0.14,0.04,15.4
"637","17083",2010,22932,97.91,0.73,0,0.25,0,1.11,0.94,12.9,6.1,13.2,7.4,6.7,38.3,8.1,7.3,6.8,4.9,15.2,76.5,61.3,0.06,0.25,0.07,10.2
"638","17085",2010,22728,96.47,0.29,0.36,0.48,0,2.4,2.64,10.94,5.3,11.5,5.8,4.5,31,7.3,7.9,8.3,7.7,20.9,79.3,58.4,0.05,0.21,0.09,12.7
"639","17087",2010,12710,84.97,13.58,0.07,0.39,0,0.99,2.53,22.01,4.8,11.1,6.3,7.2,41.6,7.2,5.8,6.5,6.7,16.3,80.6,64.3,0.11,0.45,0.13,18.9
"640","17089",2010,502628,74.64,5.57,0.17,3.26,0.01,16.35,29.33,16.85,8.2,16.3,7.4,5.9,42.1,7.6,6.7,5.7,4.3,9.1,70.7,61.6,0,0.01,0,7.4
"641","17091",2010,112100,79.08,15.16,0.22,0.92,0.02,4.6,8.25,14.75,6.8,14.4,7.8,6.9,40.1,7.3,7,6.3,5,13.1,74.2,61.1,0.01,0.05,0.01,13.9
"642","17093",2010,105602,85.4,4.73,0.08,2.91,0,6.88,15.21,7.96,9.2,17.6,6.6,4.9,44.7,7.2,5.7,5.1,3.5,7.1,68.7,61.6,0.01,0.07,0.01,6.4
"643","17095",2010,52932,87.64,7.45,0.48,0.73,0.01,3.69,4.62,14.76,5.3,11.7,6.9,7,37.4,7,7.4,7,6.2,18.1,79.2,61.1,0.03,0.1,0.03,14.3
"644","17097",2010,697179,76.83,6.66,0.17,6.06,0.02,10.26,19.1,11.51,7,15.9,8,6,40.6,8.4,7.6,6.1,4.4,9.9,72.1,62.2,0,0.01,0,7.5
"645","17099",2010,113789,93.06,1.41,0.13,0.53,0,4.87,7.53,12.17,5.9,13.2,7,6,37.1,8,7.7,6.6,5.2,16.2,76.5,60.3,0.01,0.05,0.01,11.6
"646","17101",2010,16849,87.77,8.88,0.19,0.28,0.27,2.61,2.68,18.88,5.3,10.7,6.3,7.4,42,7.4,7,5.3,5.8,16.5,80.5,64,0.08,0.34,0.1,15.8
"647","17103",2010,36100,92.47,4.02,0.21,0.34,0,2.96,4.68,14.25,5.6,12.3,7.1,6.3,38.3,8.4,7.8,6.3,5.8,15.4,77.8,62.4,0.04,0.16,0.04,12
"648","17105",2010,39010,92.43,4.69,0.13,0.48,0.03,2.24,3.68,15.93,5.5,12.6,6.9,5.9,38.5,8.3,7.8,6.8,5,15.5,77.4,61.9,0.03,0.15,0.04,13.3
"649","17107",2010,30440,86.54,10.1,0.18,0.29,0,2.89,2.75,14.59,5.3,11.2,8.4,6.3,41.8,7.6,7.3,5.8,5.6,15.4,79.7,64.3,0.05,0.19,0.05,13.2
"650","17109",2010,32730,90.98,4.42,0.35,1.94,0.08,2.23,2.6,8.83,4.1,8.7,14.2,18,51.6,5.5,6,5.4,4.7,14,84.2,70.2,0.1,0.2,0.04,10.6
"651","17111",2010,306050,90.52,1.01,0.15,2.67,0,5.65,10.87,8.28,6.8,16.1,7.7,4.9,40.5,8.9,7.6,5.8,4.8,9.6,72.1,62.5,0,0.02,0,7.6
"652","17113",2010,166706,85.04,7.14,0.17,4,0.02,3.63,4.08,6.59,6.4,12.7,8.8,12.5,47.8,6.9,6.5,5.5,4,10.2,77.2,67,0.01,0.04,0.01,8.9
"653","17115",2010,110719,80.26,15.63,0.14,0.96,0,3.01,1.78,13.06,6.2,12.6,7.2,6.3,37,7.4,7.8,7.4,5.4,16.1,77,60.9,0.01,0.05,0.01,13.8
"654","17117",2010,47980,97.74,0.31,0.18,0.33,0,1.44,0.94,13.18,5.9,12.7,7.1,5.7,36.5,7.7,7.6,7,5.6,16.9,77,60.1,0.03,0.11,0.04,14.8
"655","17119",2010,268005,88.76,7.98,0.23,0.77,0.01,2.25,2.55,10.56,6.1,12.9,7,7.3,40.2,7.8,7.6,6.3,5.1,14,76.9,62.9,0.01,0.02,0.01,11.7
"656","17121",2010,39722,93.33,2.76,0.16,0.41,0.03,3.31,1.49,15.93,6.6,12.7,7.4,5.5,36.1,7.4,7.5,6.5,6,17.3,76,58.7,0.03,0.14,0.04,18.6
