G_ZCTA,ZCTA,minDisSUT,timeDrive,countDrive
G67073,67073,7.14,12.5,4
G67074,67074,12.38,16.97,2
G67101,67101,5.43,13.18,30
G67103,67103,7.79,14.04,2
G67104,67104,4.27,0,1
G67105,67105,14.35,26.51,2
G67107,67107,1.91,0,8
G67109,67109,11.11,16.82,1
G67110,67110,13.71,20.04,26
G67114,67114,2.6,0,6
G67117,67117,1.37,6.57,6
G67119,67119,10,18.38,4
G67120,67120,13.06,25.04,16
G67123,67123,11.69,24.74,1
G67124,67124,1.93,0,1
G67131,67131,13.41,28.48,2
G67132,67132,14.7,19.07,1
G67133,67133,8.95,22.72,10
G67134,67134,11.25,16.88,2
G67135,67135,11.02,26.71,5
G67138,67138,8.64,17.03,1
G67140,67140,13.39,24.67,2
G67144,67144,8.4,13.81,14
G67146,67146,13,26.97,2
G67147,67147,7.3,13.87,34
G67151,67151,7.39,15.33,5
G67152,67152,0.55,0,2
G67154,67154,11.34,23.83,4
G67156,67156,1.05,0,2
G67202,67202,0.21,0,31
G67203,67203,0.44,0,30
G67204,67204,1.46,0,30
G67205,67205,2.73,8.3,30
G67206,67206,2.02,8.76,31
G67207,67207,0.29,0,31
G67208,67208,1.51,4.47,31
G67209,67209,0.82,0,30
G67210,67210,2.72,6.41,30
G67211,67211,1.1,4.82,31
G67212,67212,1.05,0,30
G67213,67213,1.35,0,30
G67214,67214,0.98,0,30
G67215,67215,4.18,10.77,30
G67216,67216,3.59,8.44,30
G67217,67217,2.52,0,30
G67218,67218,0.07,0,31
G67219,67219,2.03,0,34
G67220,67220,2.47,3.38,31
G67223,67223,4.19,13.18,27
G67226,67226,1.02,0,31
G67227,67227,4.85,12.34,29
G67228,67228,3.48,10.5,30
G67230,67230,3.15,10.16,31
G67232,67232,3.52,14.96,23
G67235,67235,2.56,9.61,30
G67260,67260,0.68,5.6,30
G67301,67301,1.18,0,2
G67330,67330,12.69,20.68,1
G67333,67333,13.13,28.48,1
G67334,67334,5.89,16.01,2
G67335,67335,12.48,20.62,1
G67337,67337,2.42,0,1
G67340,67340,4.15,13.3,2
G67341,67341,9.5,16.74,2
G67342,67342,15.6,29.44,1
G67344,67344,11.55,25.65,1
G67347,67347,12.69,24.86,1
G67351,67351,7.8,20.42,2
G67355,67355,10.87,26.96,2
G67356,67356,12.82,28.28,1
G67357,67357,0.52,0,1
G67360,67360,5.88,17.73,2
G67361,67361,0.97,0,2
G67363,67363,6.04,13.91,2
G67364,67364,9.58,19.54,1
G67401,67401,2.44,0,4
G67410,67410,2.66,0,2
G67416,67416,10.56,17.64,4
G67420,67420,4.5,0,1
G67422,67422,12.42,26.12,4
G67425,67425,11.77,29.09,4
G67428,67428,11.6,17.66,5
G67430,67430,15.16,28.55,1
G67431,67431,10.7,17.1,2
G67436,67436,19.79,29.54,2
G67437,67437,8.63,21.7,1
G67438,67438,11.24,24.05,1
G67441,67441,6.64,13.92,2
G67443,67443,7.86,13,5
G67445,67445,15.05,21.73,3
G67446,67446,10.45,18.35,1
G67456,67456,14.99,26.82,7
G67460,67460,1.39,0,4
G67470,67470,7.7,23.4,5
G67473,67473,5.47,0,1
G67474,67474,8.8,17.39,1
G67478,67478,10.47,18.82,1
G67480,67480,10.68,16.14,5
G67482,67482,7.95,18.54,2
G67483,67483,14.92,24.26,1
G67491,67491,12.45,24.88,3
G67501,67501,5.04,0,4
G67502,67502,4.2,7.5,4
G67505,67505,1.89,4.86,4
G67510,67510,14.93,23.94,4
G67514,67514,19.61,28.3,4
G67522,67522,9.28,27.32,4
G67543,67543,14.46,20.91,4
G67546,67546,12.09,19.78,7
G67553,67553,15.82,25.76,2
G67561,67561,9.11,23.98,4
G67566,67566,11.79,18.94,4
G67583,67583,18.05,25.3,1
G67601,67601,1.79,0,2
G67621,67621,11.23,20.79,1
G67622,67622,9.48,19.23,2
G67623,67623,13.84,28.21,1
G67637,67637,15.39,22.3,2
G67639,67639,8.34,13.31,1
G67640,67640,14.39,27.68,2
G67645,67645,15.94,28.54,2
G67654,67654,3.07,0,2
G67661,67661,4.96,0,1
G67664,67664,14.67,20.52,3
G67667,67667,12.2,22.35,2
G67671,67671,9.96,19.8,2
G67674,67674,13.25,19.32,2
G67701,67701,0.55,0,1
G67733,67733,10.79,18.29,1
G67735,67735,2.53,0,1
G67741,67741,15.33,20.74,2
G67743,67743,10.23,29.6,1
G67748,67748,26.52,28.44,1
G67801,67801,4.03,0,1
G67834,67834,19.48,28.78,1
G67835,67835,23.8,29.12,1
G67838,67838,15.55,23.71,3
G67841,67841,16.53,22.95,1
G67843,67843,3.21,10.04,1
G67846,67846,6.81,0,3
G67851,67851,10.13,12.09,3
G67855,67855,3.61,0,1
G67862,67862,10.34,27.59,1
G67863,67863,5.61,0,1
G67868,67868,13.13,28.75,3
G67876,67876,15.66,26.78,1
G67880,67880,2.44,0,1
G67882,67882,6.49,12.66,1
G67901,67901,4.08,0,2
G68001,68001,10.51,22.06,1
G68002,68002,8.34,16.1,3
G68003,68003,15.03,29.7,2
G68005,68005,3.65,10.49,31
G68007,68007,9.27,16.46,24
G68008,68008,17.03,22.42,10
G68010,68010,1.66,6.54,28
G68014,68014,8.95,16.07,1
G68015,68015,8.93,21.48,1
G68017,68017,10.57,15.19,17
G68018,68018,6.73,15.04,1
G68020,68020,11.13,16.17,3
G68022,68022,4.44,10.11,27
G68023,68023,7.8,16.15,22
G68025,68025,0.57,0,3
G68028,68028,9.98,16.57,17
G68030,68030,5.96,10.79,17
G68031,68031,13.04,22.68,3
G68033,68033,7.48,13.66,1
G68034,68034,13.49,22.25,14
G68036,68036,13.27,23.8,1
G68037,68037,12.99,25.86,4
G68038,68038,12.17,24.63,3
G68039,68039,0.86,0,3
G68040,68040,8.15,14.73,1
G68041,68041,6.69,12.85,3
G68042,68042,12.07,24.76,1
G68044,68044,6.79,13.07,3
G68046,68046,2.74,0,32
G68048,68048,11.11,17.74,4
G68050,68050,13.48,21.56,2
G68055,68055,7,18.25,3
G68057,68057,18.33,29.18,3
G68058,68058,15.29,29.42,2
G68059,68059,9.12,15.3,24
G68062,68062,10.58,23.44,3
G68063,68063,18.98,29.18,3
G68064,68064,8.85,18.91,9
G68065,68065,14.92,24.63,3
G68066,68066,1.64,0,1
G68067,68067,5.89,9.99,3
G68068,68068,11.09,20.48,15
G68069,68069,7.01,12.46,25
G68070,68070,9.69,11.38,2
G68071,68071,0.12,0,4
G68072,68072,10.56,18.88,3
G68073,68073,11.17,19.44,9
G68102,68102,0.67,0,32
G68104,68104,0.57,0,32
G68105,68105,0.56,0,32
G68106,68106,1.37,4.41,32
G68107,68107,0.29,0,32
G68108,68108,1.47,4.01,32
G68110,68110,1.05,0,31
G68111,68111,1.17,5.67,32
G68112,68112,2.95,8.07,32
G68113,68113,3.08,8.04,31
G68114,68114,1.35,0,32
G68116,68116,4.4,12.19,27
G68117,68117,1.81,4.84,32
G68118,68118,1.84,7.1,30
G68122,68122,3.72,0,32
G68123,68123,2.85,0,31
G68124,68124,1.82,4.6,32
G68127,68127,1.07,0,32
G68128,68128,2.05,5.36,32
G68130,68130,0.8,0,24
G68131,68131,0.63,0,32
G68132,68132,0.61,0,32
G68133,68133,2.63,6.32,32
G68134,68134,2.11,5.38,32
G68135,68135,2.29,7.8,27
G68136,68136,4.73,9.5,25
G68137,68137,0.92,0,32
G68138,68138,3.86,7.59,28
G68142,68142,5.48,7.59,28
G68144,68144,0.06,0,32
G68147,68147,2,7.03,32
G68152,68152,1.85,0,32
G68154,68154,2.07,5.85,28
G68157,68157,2.29,9.41,32
G68164,68164,3.55,13.6,27
G68178,68178,0.57,4.09,32
G68304,68304,12.47,22.61,18
G68305,68305,2.22,0,1
G68310,68310,1.13,0,2
G68313,68313,12.36,24.72,2
G68314,68314,8.43,13.49,2
G68315,68315,19.42,25.63,1
G68316,68316,11.36,15.79,1
G68317,68317,6.2,14.76,22
G68318,68318,9.49,22.19,2
G68319,68319,10.07,14.88,1
G68320,68320,8.95,21.8,1
G68321,68321,7.65,14.5,1
G68322,68322,13.15,19.34,1
G68326,68326,17.1,27.48,1
G68328,68328,11.97,25.12,3
G68331,68331,13.64,24.04,6
G68332,68332,17.88,27.22,2
G68333,68333,0.46,0,1
G68336,68336,9.53,19.65,22
G68337,68337,12.55,25.58,2
G68339,68339,8.97,16.9,23
G68341,68341,11.6,23.8,3
G68343,68343,9.28,12.29,2
G68346,68346,8.35,13.3,1
G68347,68347,9.87,16.47,22
G68349,68349,16.58,28.3,4
G68351,68351,12.98,23.72,1
G68354,68354,8,14.06,2
G68355,68355,4.11,0,2
G68357,68357,10.41,18.86,2
G68358,68358,14.08,29.28,1
G68359,68359,17.15,23.76,1
G68360,68360,8.05,14.74,1
G68361,68361,1.02,0,1
G68364,68364,7.94,15.94,2
G68365,68365,8.82,19.63,2
G68366,68366,14.05,24.26,16
G68367,68367,16.25,26.95,1
G68368,68368,8.42,19.38,5
G68371,68371,11.59,23.8,1
G68372,68372,8.74,20.07,23
G68376,68376,16.25,26.88,1
G68377,68377,14.91,27.3,2
G68378,68378,9.87,14.17,1
G68379,68379,8.96,15.28,2
G68380,68380,18.39,25.62,2
G68382,68382,9.64,20.3,1
G68401,68401,8.18,13.93,2
G68402,68402,10.2,19.25,22
G68404,68404,10.74,15.67,19
G68405,68405,9.75,17.3,8
G68406,68406,11.52,18.55,1
G68409,68409,16.12,26.04,2
G68410,68410,2.59,0,1
G68413,68413,13.68,28.4,1
G68414,68414,10.68,20.57,2
G68415,68415,14.69,26.8,2
G68416,68416,11.04,21.93,1
G68417,68417,12.25,23.01,1
G68418,68418,10.99,18.95,19
G68419,68419,10.24,23.12,2
G68421,68421,8.41,18.94,1
G68422,68422,8.22,15.3,2
G68423,68423,10.44,19.7,23
G68424,68424,14.4,23.08,2
G68428,68428,11.97,19.76,21
G68430,68430,5.81,17.49,23
G68431,68431,8.92,17.04,1
G68433,68433,7.03,13.62,1
G68434,68434,1.1,0,1
G68436,68436,9.96,20,1
G68437,68437,11.9,22.65,2
G68438,68438,10.85,16.98,19
G68439,68439,8.79,16.04,1
G68442,68442,11.26,20.13,1
G68444,68444,7.99,12.35,1
G68446,68446,16,21.97,1
G68448,68448,11.73,25.72,2
G68450,68450,20.54,27.09,1
G68452,68452,15.83,28.96,1
G68453,68453,16.27,29.98,1
G68454,68454,16.13,25.2,2
G68455,68455,10.77,21.63,1
G68456,68456,11.14,16.22,2
G68457,68457,8.29,17.87,1
G68458,68458,12.79,20.43,2
G68460,68460,9.03,14.15,2
G68461,68461,4.66,8.81,22
G68462,68462,9.76,16.07,22
G68465,68465,9.9,16.58,1
G68466,68466,14.65,24.09,2
G68467,68467,0.77,0,1
G68502,68502,0.21,0,22
G68503,68503,0.84,0,22
G68504,68504,2.06,5.65,22
G68505,68505,0.71,0,22
G68506,68506,1.4,0,22
G68507,68507,2,4.07,22
G68508,68508,0.7,0,22
G68510,68510,0.77,0,22
G68512,68512,3.49,9,22
G68514,68514,6.49,13.92,23
G68516,68516,2.57,7.61,22
G68517,68517,7.14,16.56,23
G68520,68520,3.49,8.02,22
G68521,68521,3.84,6.97,22
G68522,68522,2.9,7.61,22
G68523,68523,4.67,10.45,23
G68524,68524,6.5,14.73,22
G68526,68526,0.5,0,22
G68527,68527,5.29,10.12,22
G68531,68531,6.4,10.65,22
G68532,68532,6.9,13.68,24
G68601,68601,1.38,0,5
G68621,68621,7.76,13.26,3
G68624,68624,8.62,17.99,6
G68626,68626,9.28,19.09,2
G68632,68632,0.46,0,1
G68634,68634,6.41,12.91,5
G68635,68635,13.16,21.56,2
G68640,68640,20.4,28.41,5
G68642,68642,17.64,26.82,5
G68647,68647,13.39,20.21,5
G68648,68648,15.67,26.71,3
G68649,68649,15.66,25.27,3
G68653,68653,8.76,15.63,5
G68658,68658,9.15,18.54,6
G68661,68661,14.44,21.58,6
G68662,68662,14.95,24.16,6
G68663,68663,17.99,25.05,5
G68666,68666,17.81,22.49,1
G68667,68667,13.57,26.05,1
G68669,68669,13.08,23.39,2
G68701,68701,1,0,8
G68713,68713,0.56,0,4
G68715,68715,8.9,17.27,8
G68724,68724,10.48,21.67,2
G68730,68730,10.68,19.98,2
G68731,68731,5.12,6.95,16
G68733,68733,13.4,27.02,2
G68734,68734,7.19,14.19,4
G68736,68736,10.16,17.67,2
G68740,68740,9.49,15.97,8
G68741,68741,9.89,20.03,15
G68742,68742,10.16,15.58,3
G68743,68743,6.97,15.49,14
G68748,68748,13.35,21.22,8
G68752,68752,13.64,22.68,8
G68760,68760,1.01,0,2
G68763,68763,3.07,0,4
G68766,68766,12.11,24.6,3
G68767,68767,12.02,19.7,8
G68768,68768,16.78,26.53,8
G68770,68770,14.06,29.36,1
G68774,68774,7.29,17.8,2
G68776,68776,1.14,0,16
G68779,68779,10.78,21.74,8
G68780,68780,11.04,14.75,1
G68783,68783,10.92,24.99,2
G68785,68785,12.62,26.91,1
G68790,68790,14.24,26.1,8
G68801,68801,3.17,0,6
G68803,68803,1.64,0,6
G68810,68810,7.07,9.48,6
G68812,68812,16.6,24.06,1
G68824,68824,11.65,20.01,6
G68827,68827,11.39,17.22,6
G68832,68832,9.64,14.33,11
G68836,68836,15.2,26.12,3
G68840,68840,10.93,16.51,1
G68841,68841,13.39,27.85,3
G68843,68843,15.41,22.27,1
G68845,68845,4.3,8.72,1
G68847,68847,4.33,0,1
G68849,68849,1.42,6.81,1
G68850,68850,3.6,0,1
G68861,68861,9.21,17.84,1
G68863,68863,11.13,17.32,1
G68865,68865,8.1,15.94,6
G68866,68866,18.39,28.4,1
G68870,68870,10.51,16.76,1
G68872,68872,10.65,17.78,6
G68876,68876,18.74,27.03,1
G68883,68883,14.15,19.55,6
G68901,68901,0.9,0,5
G68923,68923,7.49,11.27,1
G68924,68924,13.76,20.18,2
G68925,68925,10.64,18.76,5
G68927,68927,14.19,21.21,1
G68933,68933,19.13,28.9,5
G68940,68940,10.34,16.37,1
G68941,68941,9.86,20.02,5
G68944,68944,16.01,27.28,5
G68945,68945,17.76,29.15,5
G68949,68949,1.17,0,1
G68950,68950,14.82,29.96,5
G68954,68954,8.26,15.46,5
G68955,68955,5.31,11.2,5
G68956,68956,13.7,25.95,5
G68958,68958,8.99,13.62,1
G68969,68969,10.41,19.26,1
G68973,68973,11.35,23.71,5
G68976,68976,13.55,23.83,2
G68979,68979,13.59,27.27,1
G68980,68980,9.62,19.64,5
G68982,68982,12.4,20.66,1
G69001,69001,3.02,0,1
G69020,69020,17.14,27.08,1
G69024,69024,11.75,22.49,1
G69034,69034,10.83,16.53,1
G69101,69101,1.83,0,5
G69122,69122,12.94,22.27,1
G69127,69127,9.74,24.86,1
G69128,69128,12.67,19.65,1
G69130,69130,13.76,19.76,1
G69141,69141,11.3,24.37,2
G69143,69143,15.01,19.35,5
G69145,69145,3.41,0,1
G69151,69151,13.44,21.21,5
G69153,69153,2.94,0,1
G69155,69155,17.6,25.33,1
G69156,69156,19.55,29.57,1
G69162,69162,2.74,0,2
G69165,69165,26.65,29.2,5
G69168,69168,19.51,29.79,1
G69171,69171,18.94,24.46,1
G69301,69301,0.39,0,2
G69334,69334,19.09,29.03,2
G69337,69337,0.61,0,1
G69341,69341,7.85,0,3
G69343,69343,11.9,0,1
G69353,69353,14.18,27.1,3
G69355,69355,8.88,16.38,3
G69356,69356,10.98,23.71,3
G69357,69357,15.33,14.35,3
G69358,69358,11.57,28.6,3
G69360,69360,15.52,25.24,1
G69361,69361,4.15,0,3
G69367,69367,16.61,27.29,1
G70001,70001,0.94,0,27
G70002,70002,0.93,5.9,27
G70003,70003,1.31,6.69,27
G70005,70005,0.73,0,27
G70006,70006,0.73,0,27
G70031,70031,4.6,15.72,6
G70032,70032,0.43,0,27
G70036,70036,10.56,28.4,2
G70037,70037,7.2,11.1,17
G70039,70039,3.11,13.97,8
G70043,70043,2.62,5.33,25
G70047,70047,3.14,22.44,13
G70049,70049,5.12,24.03,2
G70051,70051,7.8,16.65,2
G70052,70052,11.91,20.77,3
G70053,70053,0.86,6.17,27
G70056,70056,1.41,0,27
G70057,70057,6.24,24.26,2
G70058,70058,2.05,0,27
G70062,70062,3.69,16.04,18
G70065,70065,4.21,13.04,18
G70067,70067,9.84,23.08,3
G70068,70068,3.43,0,2
G70070,70070,7.25,0,3
G70071,70071,12.37,22.4,3
G70072,70072,3.96,0,25
G70075,70075,4.21,9.44,20
G70076,70076,8.74,19.54,2
G70079,70079,6,13.62,19
G70080,70080,4.66,22.22,2
G70084,70084,4.03,8.7,2
G70085,70085,15.74,20.12,8
G70087,70087,4.96,15.4,22
G70090,70090,14.15,28.62,2
G70092,70092,5.73,13.34,15
G70094,70094,3.35,7.5,29
G70112,70112,0.73,3.87,27
G70113,70113,1.04,5.12,27
G70114,70114,1.83,7.87,27
G70115,70115,0.55,0,27
G70116,70116,0.67,4.68,27
G70117,70117,1.65,0,27
G70118,70118,1.57,4.73,27
G70119,70119,0.61,0,27
G70121,70121,1.07,0,27
G70122,70122,2.71,7.12,27
G70123,70123,0.77,0,27
G70124,70124,2.09,5.61,27
G70125,70125,0.23,0,27
G70126,70126,2.83,7.22,27
G70127,70127,0.27,0,28
G70128,70128,1.73,7.24,23
G70129,70129,10.05,15.12,15
G70130,70130,1.68,6.1,27
G70131,70131,1.59,0,27
G70139,70139,1.18,6.14,27
G70163,70163,0.95,6.15,27
G70301,70301,12.99,15.67,3
G70340,70340,4.63,11.41,3
G70342,70342,1.54,4.69,3
G70343,70343,10.56,19.72,2
G70352,70352,7.94,17.89,6
G70355,70355,8.33,19.67,1
G70356,70356,8.29,26.98,5
G70359,70359,4.71,12.57,4
G70360,70360,3.57,0,4
G70363,70363,5.39,12.42,3
G70364,70364,4.23,8.48,4
G70372,70372,12.78,28.81,1
G70374,70374,8,18.38,1
G70375,70375,1.95,12.28,3
G70380,70380,4.03,0,3
G70392,70392,4.44,18.57,3
G70394,70394,2.65,0,3
G70395,70395,4.1,0,3
G70401,70401,1.6,0,3
G70402,70402,0.98,4.44,3
G70403,70403,2.26,5.92,3
G70420,70420,4.45,0,7
G70422,70422,15.13,24.99,3
G70427,70427,2.19,0,1
G70431,70431,9.92,24.96,1
G70433,70433,2.71,0,7
G70435,70435,5.6,22.86,7
G70437,70437,11.94,29.38,2
G70443,70443,9.72,17.12,3
G70445,70445,6.39,18.38,8
G70446,70446,8.62,26.68,3
G70447,70447,7.39,24.33,7
G70448,70448,1.16,0,7
G70449,70449,14.93,27.91,1
G70451,70451,3.24,4.62,3
G70452,70452,9.04,20.02,3
G70453,70453,14.48,29.83,1
G70454,70454,8.63,15.09,3
G70455,70455,5.9,20.04,3
G70456,70456,19.12,27.42,3
G70458,70458,0.94,0,5
G70460,70460,3.55,8.25,7
G70461,70461,4.8,10.76,3
G70463,70463,6.59,18.57,1
G70464,70464,8.8,24.56,1
G70466,70466,5,10.46,3
G70471,70471,1.92,9.55,7
G70501,70501,2.1,0,13
G70503,70503,1.42,0,9
G70506,70506,2.22,0,11
G70507,70507,2.16,9.37,12
G70508,70508,0.84,0,8
G70510,70510,8.03,0,1
G70512,70512,7.35,15.14,5
G70513,70513,7.74,15.89,3
G70514,70514,3.32,14.69,1
G70515,70515,15.84,28.08,2
G70516,70516,12.51,25.1,1
G70517,70517,4.38,0,7
G70518,70518,5.33,13.43,8
G70519,70519,4.4,17.76,12
G70520,70520,5.63,10.62,12
G70523,70523,1.51,18.6,1
G70524,70524,8.62,18.55,5
G70525,70525,10.43,21.56,5
G70526,70526,0.92,0,2
G70528,70528,8.18,16.73,5
G70529,70529,6.47,14.34,9
G70531,70531,7.34,15.12,2
G70532,70532,9.59,17.23,2
G70533,70533,7.43,13.43,5
G70534,70534,3.08,12.61,2
G70535,70535,11.25,17.25,4
G70537,70537,5.56,14.54,2
G70538,70538,11.47,24.73,1
G70541,70541,0.46,0,10
G70543,70543,11.32,27.48,2
G70544,70544,8.23,0,4
G70546,70546,2.4,0,3
G70548,70548,21.6,16.77,2
G70549,70549,14.16,23.19,1
G70550,70550,6.21,9.9,4
G70552,70552,8.81,26.67,4
G70554,70554,3.84,0,2
G70555,70555,6.93,16.38,9
G70556,70556,6.28,13.44,2
G70558,70558,4.66,10.43,9
G70559,70559,8.58,21.92,2
G70560,70560,5.71,0,5
G70563,70563,5.64,14.02,4
G70570,70570,1.2,0,6
G70575,70575,3.77,10.19,1
G70576,70576,9.66,19.19,3
G70577,70577,8.53,13.42,4
G70578,70578,7.99,13.63,7
G70580,70580,2.43,5.98,2
G70581,70581,5.12,19.85,2
G70582,70582,10.72,23.64,6
G70583,70583,4.74,14.54,10
G70584,70584,3.9,8.06,6
G70585,70585,11.49,23.8,3
G70586,70586,5.09,0,2
G70589,70589,10.9,15.04,4
G70591,70591,6.24,16.79,2
G70592,70592,2.85,0,11
G70601,70601,2.03,0,6
G70605,70605,4.43,11.32,6
G70607,70607,8.49,0,6
G70611,70611,0.88,0,6
G70615,70615,5.44,9.43,6
G70630,70630,15.52,28.95,2
G70634,70634,4.71,0,1
G70638,70638,8.67,20.17,1
G70640,70640,8.85,13.74,4
G70646,70646,10.26,26.4,1
G70647,70647,4.59,0,7
G70648,70648,1.51,0,3
G70650,70650,1.32,11.42,3
G70651,70651,6.68,17.59,2
G70652,70652,16.71,25.46,1
G70653,70653,20.79,29.94,1
G70654,70654,6.8,25.33,1
G70655,70655,3.97,0,3
G70658,70658,11.69,21.29,1
G70659,70659,5,12,1
G70663,70663,4.19,0,6
G70665,70665,9.96,13.77,2
G70668,70668,11.31,23.54,3
G70669,70669,3.89,11.88,6
G70706,70706,4.73,0,16
G70710,70710,6.24,13.04,17
G70711,70711,8.53,15.73,3
G70714,70714,7.39,15.93,16
G70715,70715,13.73,29.64,1
G70719,70719,8.25,12.88,17
G70721,70721,10.05,24.12,2
G70722,70722,12.44,26.67,1
G70725,70725,7.56,16.73,1
G70726,70726,3.39,0,18
G70729,70729,9.53,26.44,3
G70730,70730,4.07,0,1
G70733,70733,8.18,23.74,2
G70734,70734,5.48,9.73,15
G70736,70736,8.24,17.66,1
G70737,70737,0.7,0,15
G70739,70739,1.58,15.44,17
G70740,70740,12.42,25.42,8
G70744,70744,13.39,21.16,4
G70747,70747,18.45,29.76,1
G70749,70749,4.78,28.69,1
G70750,70750,16.34,28.46,3
G70752,70752,7.78,23.4,1
G70754,70754,9.66,24.81,1
G70755,70755,7.42,23.23,1
G70759,70759,6.85,13.45,1
G70760,70760,1.62,0,1
G70762,70762,7.43,18.64,1
G70763,70763,14.55,25.22,2
G70764,70764,3.56,0,2
G70767,70767,8.83,15.44,16
G70769,70769,5.21,12.88,15
G70770,70770,5.45,22.18,6
G70772,70772,17.07,24.98,8
G70773,70773,7.91,23.21,1
G70774,70774,8.8,14.01,1
G70776,70776,7.99,25.21,2
G70777,70777,3.15,27.11,1
G70778,70778,6.56,10.98,6
G70780,70780,5.11,19.88,16
G70783,70783,3.5,6.56,1
G70785,70785,8.96,14.75,9
G70788,70788,9.8,18.87,1
G70791,70791,7.72,23.3,7
G70801,70801,0.54,4.01,18
G70802,70802,0.49,0,19
G70803,70803,2.38,6.66,17
G70805,70805,2.73,0,18
G70806,70806,0.92,0,19
G70807,70807,6.67,8.81,16
G70808,70808,1.83,0,18
G70809,70809,1.71,0,19
G70810,70810,2.72,9.85,18
G70811,70811,3.6,9.56,18
G70812,70812,1.45,5.85,18
G70814,70814,2.33,0,18
G70815,70815,0.89,0,19
G70816,70816,2.9,9,19
G70817,70817,4.29,12.07,19
G70818,70818,5.4,15.37,18
G70819,70819,4.41,5.26,19
G70820,70820,4.87,5.82,17
G70836,70836,1.48,3.29,18
G71001,71001,16.13,20.61,2
G71004,71004,15.55,26.83,1
G71007,71007,7.56,27.95,2
G71024,71024,10.01,21.27,2
G71027,71027,15.29,22.74,7
G71028,71028,14.37,28.18,2
G71030,71030,18.43,29.26,1
G71033,71033,3.76,18.28,11
G71037,71037,10.58,20.91,8
G71039,71039,13.44,22.89,2
G71047,71047,14.34,25.39,3
G71051,71051,16.01,25.83,1
G71055,71055,3.91,0,2
G71060,71060,12.83,29.82,1
G71067,71067,12.89,27.32,3
G71073,71073,6.98,12.84,2
G71078,71078,13.06,21.41,7
G71101,71101,0.45,0,9
G71103,71103,1.19,4.46,10
G71104,71104,0.83,0,9
G71105,71105,2.26,6.48,9
G71106,71106,4.97,0,9
G71107,71107,6.74,0,9
G71108,71108,2.29,0,9
G71109,71109,2.5,6.68,10
G71110,71110,5.15,17.05,8
G71111,71111,4.6,10.96,9
G71112,71112,5.28,0,9
G71115,71115,16.71,7.23,8
G71118,71118,5.53,7.19,9
G71119,71119,7.24,14.26,10
G71129,71129,9.47,14,10
G71201,71201,1,0,11
G71202,71202,4.98,0,12
G71203,71203,3.46,0,11
G71209,71209,1.2,8.68,12
G71219,71219,11.06,17.27,3
G71222,71222,20.49,24.99,2
G71225,71225,12.02,22.33,10
G71227,71227,6.62,24.18,2
G71232,71232,16.99,24.63,2
G71233,71233,2.93,18.59,3
G71235,71235,11.36,24.21,2
G71238,71238,16.57,25.68,1
G71241,71241,11.06,28.56,1
G71245,71245,5.34,9.18,2
G71247,71247,18.69,24.65,2
G71251,71251,21.93,29.6,2
G71256,71256,18.47,29.68,1
G71259,71259,10.55,19.4,3
G71260,71260,0.91,0,1
G71268,71268,14.28,20.57,2
G71269,71269,2.5,0,3
G71270,71270,2.58,0,2
G71272,71272,1.17,4.03,2
G71275,71275,11.15,13.05,2
G71276,71276,11.71,24.78,1
G71279,71279,5.45,12.99,11
G71280,71280,13.88,22.05,10
G71282,71282,3.05,0,1
G71291,71291,5.43,15.68,11
G71292,71292,6.94,0,11
G71295,71295,1.31,0,3
G71301,71301,3.39,7.21,3
G71302,71302,8.95,14.38,3
G71303,71303,5.06,0,3
G71322,71322,14.54,17.2,1
G71323,71323,12.75,28.4,1
G71325,71325,1.61,0,1
G71327,71327,10.07,24.5,1
G71328,71328,15.42,27.4,2
G71331,71331,9.66,21.88,1
G71333,71333,15.17,27.37,1
G71336,71336,12.23,16.77,2
G71339,71339,11.09,23.92,1
G71341,71341,7.27,18.08,1
G71342,71342,6.28,0,1
G71345,71345,14.91,27.96,3
G71346,71346,7.26,17.59,4
G71350,71350,3.96,13.2,1
G71351,71351,7.13,0,1
G71355,71355,13.23,27.59,1
G71360,71360,4.92,0,3
G71367,71367,9.74,17.83,2
G71371,71371,5.91,17.26,1
G71378,71378,14.18,25.8,2
G71405,71405,4.31,11.56,3
G71407,71407,11.47,20.02,3
G71409,71409,13.64,19.58,1
G71411,71411,10.54,25.07,1
G71414,71414,5.94,14.4,1
G71423,71423,19.08,23.5,2
G71424,71424,14.99,29.52,1
G71430,71430,11.18,23.36,2
G71433,71433,12.86,22.92,1
G71452,71452,14.43,28.32,1
G71456,71456,9.98,16.77,1
G71457,71457,1.04,0,1
G71459,71459,16.24,29.68,1
G71461,71461,18.62,29.88,1
G71463,71463,2.76,0,2
G71466,71466,17.72,25.09,1
G71467,71467,14.22,21.52,3
G71469,71469,11.92,28.93,1
G71479,71479,16.41,29.73,1
G71485,71485,12.31,17.88,4
G71601,71601,7.19,0,4
G71602,71602,7.67,10.51,5
G71603,71603,6.09,0,4
G71630,71630,10.83,21.03,1
G71631,71631,11.17,26.46,2
G71635,71635,13.58,28.16,1
G71638,71638,8.99,15.19,1
G71639,71639,18.09,26.78,1
G71642,71642,12.53,21.38,1
G71646,71646,0.73,0,1
G71652,71652,9.99,16.36,1
G71653,71653,21.56,28.19,1
G71654,71654,1.72,0,1
G71655,71655,2.49,0,4
G71658,71658,14.23,28.17,1
G71659,71659,14.38,18.08,4
G71662,71662,15.93,24.36,1
G71666,71666,11.28,23.22,1
G71667,71667,1.32,0,1
G71670,71670,7.49,12.99,1
