G_ZCTA,ZCTA,minDisFQHC,timeDrive,countDrive
G26287,26287,0.44,0,4
G26292,26292,1.14,0,5
G26293,26293,4.75,6.94,11
G26294,26294,16.55,24.43,3
G26296,26296,9.27,26.82,1
G26301,26301,1.34,0,29
G26321,26321,4.32,0,6
G26323,26323,2.1,14.13,32
G26330,26330,2.2,0,38
G26335,26335,1.49,0,7
G26337,26337,7.89,17.4,2
G26338,26338,9.58,19.35,5
G26343,26343,4.39,19.9,3
G26346,26346,2.65,0,6
G26347,26347,9.15,16.04,23
G26349,26349,8.93,19.04,10
G26351,26351,1.41,0,4
G26354,26354,0.82,0,11
G26361,26361,1.35,8.4,36
G26362,26362,5.44,0,2
G26366,26366,1.08,9.07,33
G26369,26369,2.69,9.9,36
G26372,26372,6.38,19.07,18
G26374,26374,5.61,25.96,1
G26376,26376,9.7,26.39,1
G26378,26378,2.06,0,24
G26384,26384,3.09,19.22,5
G26385,26385,0.51,0,29
G26386,26386,3.81,0,17
G26404,26404,3.85,10.45,36
G26408,26408,4.38,9.8,29
G26410,26410,0.33,0,4
G26411,26411,10.57,22.76,3
G26412,26412,5.49,16.69,2
G26415,26415,8.54,21.48,5
G26416,26416,1.87,0,6
G26421,26421,9.13,29.42,1
G26422,26422,3.15,14.41,24
G26424,26424,5.74,12.61,23
G26425,26425,1.24,0,3
G26426,26426,1,0,24
G26430,26430,6.9,16.1,5
G26431,26431,0.77,0,31
G26435,26435,8.62,17.3,10
G26436,26436,1.47,7.61,4
G26437,26437,12.08,29.09,1
G26438,26438,3.11,11.55,36
G26440,26440,8.11,12.34,4
G26443,26443,6.06,22.2,1
G26444,26444,5.46,20.37,2
G26447,26447,1.67,0,6
G26448,26448,10.3,21.06,4
G26451,26451,0.5,0,30
G26452,26452,2.89,0,23
G26456,26456,0.93,0,5
G26501,26501,9.5,15.9,16
G26505,26505,10.21,19.81,6
G26508,26508,15.56,28.49,1
G26520,26520,8.56,20.08,1
G26521,26521,0.51,0,8
G26534,26534,8.96,18.19,5
G26537,26537,11.13,26.51,2
G26541,26541,4.64,13.92,2
G26542,26542,15.61,25.39,1
G26543,26543,7.42,13.43,12
G26547,26547,10.03,19.07,1
G26554,26554,1.6,0,31
G26559,26559,1.86,9.88,10
G26560,26560,5.58,15.71,8
G26562,26562,2.83,0,1
G26563,26563,3.19,18.97,13
G26568,26568,1.94,7.4,32
G26570,26570,6.96,20.9,2
G26571,26571,3.16,11.43,13
G26572,26572,2.44,14.21,13
G26574,26574,9.12,20.68,9
G26575,26575,2.05,10.91,3
G26576,26576,3.41,12.18,13
G26581,26581,9.47,24.91,1
G26582,26582,2.63,0,10
G26585,26585,4.49,16.7,4
G26586,26586,4.31,21.64,8
G26587,26587,0.64,0,13
G26588,26588,8.34,19.06,8
G26590,26590,7.8,15.22,1
G26591,26591,4.71,15.32,14
G26601,26601,4.9,0,5
G26610,26610,8.66,28.6,4
G26615,26615,5.76,16.03,1
G26617,26617,11.53,29.55,4
G26619,26619,7.01,24.7,3
G26621,26621,7.3,0,3
G26623,26623,1.89,0,3
G26624,26624,4.58,0,3
G26627,26627,3.8,12.56,3
G26629,26629,1.38,27.34,2
G26631,26631,8.99,24.68,2
G26651,26651,2.76,0,9
G26656,26656,5.92,23.57,1
G26660,26660,2.33,9.72,8
G26662,26662,4.47,13.15,7
G26676,26676,6.82,15.64,2
G26678,26678,7.89,16.5,12
G26679,26679,8.58,21.72,5
G26680,26680,7.03,17.99,8
G26681,26681,0.43,0,7
G26684,26684,10.32,23.46,8
G26690,26690,8.11,25.08,1
G26691,26691,5.15,15.88,4
G26704,26704,8.1,19.6,3
G26705,26705,4.1,11.26,4
G26707,26707,9.28,16.92,4
G26716,26716,3.59,0,4
G26717,26717,9.44,21.91,1
G26719,26719,12.57,22.88,2
G26720,26720,3.56,10.84,4
G26726,26726,4.61,16.12,1
G26731,26731,11.06,25.14,9
G26739,26739,3.27,0,1
G26750,26750,4.49,3.49,1
G26753,26753,7.28,10.46,2
G26755,26755,9.31,27.02,3
G26757,26757,2.74,0,3
G26761,26761,3,14.16,3
G26763,26763,12.24,27.33,3
G26764,26764,11.69,20.05,1
G26767,26767,2.96,11.26,2
G26801,26801,3.13,0,3
G26802,26802,3.26,0,4
G26804,26804,4.58,0,2
G26807,26807,1.87,0,5
G26810,26810,5.88,21.02,4
G26812,26812,1.42,0,1
G26814,26814,2.9,0,5
G26818,26818,4.57,17.07,8
G26833,26833,10.76,28.73,3
G26836,26836,6.88,0,8
G26845,26845,8.2,21.36,8
G26847,26847,3.42,0,8
G26851,26851,7.56,20.81,3
G26855,26855,10.05,13.27,3
G26866,26866,13.97,28.26,6
G26884,26884,9.57,14.87,3
G27006,27006,6.85,19.24,6
G27007,27007,8.06,17.92,1
G27009,27009,12.81,20.46,9
G27011,27011,12.2,18.98,3
G27012,27012,10.13,15.79,12
G27013,27013,11.81,18.58,8
G27014,27014,6.94,18.5,5
G27017,27017,3.71,0,3
G27019,27019,10.05,19.08,6
G27020,27020,15.84,23.01,2
G27021,27021,13.03,22.76,6
G27023,27023,12.16,19.6,12
G27027,27027,17.95,29.69,1
G27028,27028,2.16,0,3
G27030,27030,9.9,18.55,1
G27040,27040,7.41,27.08,6
G27045,27045,5.35,14.85,9
G27047,27047,11.47,24.87,1
G27048,27048,12.15,17.47,4
G27050,27050,9.8,23.77,6
G27051,27051,5.85,12.93,9
G27052,27052,15.56,28.81,4
G27054,27054,8.95,20.01,6
G27055,27055,14.43,29.38,5
G27101,27101,0.7,0,9
G27103,27103,4.74,9.1,12
G27104,27104,5.2,15.64,9
G27105,27105,0.49,0,9
G27106,27106,3.79,11.69,9
G27107,27107,4.66,0,11
G27109,27109,3.4,9.31,9
G27110,27110,1.82,3.45,10
G27127,27127,4.66,0,9
G27201,27201,7.32,19.31,6
G27203,27203,1.84,0,5
G27205,27205,6.71,11.43,5
G27207,27207,11.08,16.18,2
G27208,27208,15.38,24.99,1
G27209,27209,4.98,12.47,1
G27212,27212,5.66,10.67,11
G27214,27214,12.52,18.34,3
G27215,27215,7.66,15.93,6
G27217,27217,2.1,0,3
G27229,27229,12.32,25.52,1
G27231,27231,4.13,16.4,2
G27233,27233,13.93,20.62,6
G27235,27235,11.94,21.56,14
G27239,27239,20.89,24.81,3
G27243,27243,14.38,23.18,11
G27244,27244,6.1,16.02,3
G27248,27248,7.48,19.09,3
G27249,27249,12.39,23.6,6
G27252,27252,15.52,24.19,1
G27253,27253,9.4,22.59,4
G27258,27258,7.69,19.31,5
G27260,27260,0.72,0,8
G27262,27262,2.82,7.81,7
G27263,27263,3.52,0,11
G27265,27265,5.14,11.77,14
G27278,27278,11.68,17.02,12
G27282,27282,5.97,14.06,8
G27283,27283,13.83,23.54,2
G27284,27284,7.73,13.23,12
G27288,27288,0.91,0,4
G27291,27291,11.62,18.31,10
G27292,27292,7.43,0,5
G27295,27295,5.84,21.51,5
G27298,27298,9,26.79,2
G27299,27299,5.79,12.42,8
G27301,27301,7.64,16.9,3
G27302,27302,10.43,20.69,5
G27305,27305,11.85,26.18,9
G27310,27310,14.44,24.54,12
G27311,27311,9.65,17.9,4
G27312,27312,4.11,0,6
G27313,27313,11.19,15.65,4
G27314,27314,3.63,0,7
G27315,27315,6.35,13.38,9
G27316,27316,12.31,21.58,4
G27317,27317,7.58,17.15,7
G27320,27320,15.32,20.83,2
G27325,27325,15.61,25.29,1
G27326,27326,13.52,20.38,5
G27330,27330,11.67,18.32,2
G27332,27332,8.13,14.81,4
G27340,27340,10.02,16,3
G27341,27341,12.39,21.56,1
G27344,27344,1.28,0,3
G27349,27349,2.11,0,2
G27350,27350,7.51,21.08,5
G27355,27355,9.77,18.16,2
G27356,27356,3.86,0,1
G27358,27358,14.15,25.16,1
G27360,27360,2.15,0,7
G27370,27370,7.95,16.23,3
G27371,27371,12.26,28.98,1
G27377,27377,12.48,19.53,6
G27379,27379,2.65,0,11
G27401,27401,1.55,8.24,5
G27403,27403,2.18,10.9,5
G27405,27405,3.54,0,5
G27406,27406,5.16,0,5
G27407,27407,7.16,14.3,6
G27408,27408,3.18,8.85,5
G27409,27409,10.78,18.73,9
G27410,27410,8.38,17.61,5
G27455,27455,8.6,11.88,3
G27501,27501,4.68,0,12
G27502,27502,4.35,0,8
G27503,27503,10.15,19.26,6
G27504,27504,2.45,0,10
G27505,27505,11.95,24.44,4
G27508,27508,12.63,27.64,1
G27509,27509,11.36,23.26,7
G27510,27510,0.88,0,8
G27511,27511,1.97,0,9
G27513,27513,1.63,8.72,13
G27514,27514,1.65,0,13
G27516,27516,5.66,0,8
G27517,27517,6.22,13.34,8
G27518,27518,4.87,6.65,9
G27519,27519,6.43,10.73,15
G27520,27520,10.07,18.67,8
G27521,27521,9.14,11.17,13
G27522,27522,16.6,26.3,7
G27523,27523,8.31,9.16,15
G27524,27524,5.42,0,9
G27525,27525,11.54,26.81,2
G27526,27526,5.02,0,9
G27527,27527,12.78,21.49,2
G27529,27529,9.88,17.01,11
G27530,27530,4.81,0,11
G27531,27531,5.06,9.69,7
G27534,27534,4.1,0,17
G27536,27536,1.59,0,3
G27537,27537,3.2,5.03,3
G27539,27539,5.19,16.13,8
G27540,27540,6.46,11.66,9
G27541,27541,6.98,23.77,5
G27542,27542,13.17,20.09,4
G27544,27544,11.81,18.22,1
G27545,27545,9.61,17.91,4
G27546,27546,5,0,8
G27549,27549,4.49,0,1
G27551,27551,9.63,16.28,2
G27553,27553,8.58,12.18,2
G27555,27555,9.93,16.87,6
G27556,27556,9.03,11.8,3
G27557,27557,19.48,28.28,2
G27559,27559,0.34,0,3
G27560,27560,6.76,16.78,14
G27562,27562,7.5,13.22,6
G27563,27563,3.39,0,2
G27565,27565,9.21,0,2
G27568,27568,6.27,13.56,8
G27569,27569,7.96,17.87,6
G27571,27571,17.16,26.18,3
G27573,27573,0.46,0,3
G27574,27574,3.33,4.19,3
G27576,27576,7.97,12.98,2
G27577,27577,1.91,0,5
G27581,27581,17.99,27.37,1
G27582,27582,1.31,14.58,2
G27583,27583,9.62,16.43,3
G27587,27587,17.5,28.5,2
G27589,27589,10.22,22.05,1
G27591,27591,15.91,23.2,3
G27592,27592,6.08,13.32,6
G27597,27597,22.05,28.06,1
G27601,27601,1.21,0,8
G27603,27603,8.36,14.02,8
G27604,27604,5.98,11.96,6
G27605,27605,0.68,0,7
G27606,27606,5.43,10.69,7
G27607,27607,1.53,0,10
G27608,27608,2.3,4.77,8
G27609,27609,5.23,13.35,8
G27610,27610,5,0,6
G27612,27612,3.36,11.17,14
G27613,27613,9.47,20.18,15
G27614,27614,12.63,27.25,4
G27615,27615,8.37,19.18,9
G27616,27616,10.2,18.51,5
G27617,27617,9.31,14.75,17
G27701,27701,0.54,0,11
G27703,27703,5.53,0,10
G27704,27704,4.84,0,10
G27705,27705,4.44,0,12
G27707,27707,3.44,0,12
G27709,27709,5.33,9.86,16
G27712,27712,4.69,13.28,10
G27713,27713,5.07,10.79,16
G27801,27801,2.9,0,11
G27803,27803,3.54,0,13
G27804,27804,2.28,0,11
G27805,27805,9.91,12.8,4
G27806,27806,13.08,23.92,1
G27807,27807,11.74,22.48,2
G27808,27808,21.07,28.45,1
G27809,27809,6.59,16.7,8
G27812,27812,11.75,19.43,4
G27813,27813,7.88,12.22,6
G27816,27816,14.41,27.41,5
G27817,27817,8.85,18.07,1
G27818,27818,7.51,22.16,3
G27819,27819,6.86,14.8,3
G27820,27820,7.54,12.52,6
G27822,27822,8.3,0,11
G27823,27823,4.36,0,3
G27824,27824,1.3,0,1
G27825,27825,7.32,13.76,2
G27826,27826,14.43,29.17,1
G27827,27827,10.59,14.53,4
G27828,27828,7.61,13.66,8
G27829,27829,9.87,21.65,4
G27830,27830,1.49,0,7
G27831,27831,4.17,17.76,9
G27832,27832,5.96,0,9
G27834,27834,1.09,0,3
G27837,27837,11.09,28.53,2
G27839,27839,12.21,18.73,8
G27840,27840,14.14,17.06,3
G27841,27841,15.6,23.38,3
G27842,27842,8.65,24.56,1
G27843,27843,11.2,19.7,2
G27844,27844,0.78,0,4
G27845,27845,3.07,0,10
G27846,27846,13.86,26.48,1
G27847,27847,5.53,11.96,3
G27849,27849,4.59,0,5
G27850,27850,3.45,0,9
G27851,27851,9.12,14.24,8
G27852,27852,13.03,20.44,9
G27855,27855,0.85,0,4
G27856,27856,9.69,17.82,8
G27857,27857,14.63,17.72,2
G27858,27858,10.16,12.29,2
G27861,27861,14.25,24.79,4
G27862,27862,7.86,22.5,3
G27863,27863,4.77,10.18,9
G27864,27864,10.44,15.12,7
G27866,27866,8.75,17.67,11
G27869,27869,2.07,0,6
G27870,27870,4.82,0,12
G27871,27871,13.56,19.72,4
G27872,27872,6.9,14.17,4
G27873,27873,7.46,10.62,13
G27874,27874,1.33,0,2
G27876,27876,6.44,20.49,3
G27878,27878,5.37,10.51,11
G27879,27879,8.09,16.34,3
G27880,27880,12.43,16.9,6
G27881,27881,10.68,14.8,2
G27882,27882,13.73,25.98,4
G27883,27883,6.89,18.49,11
G27884,27884,8.21,17.87,3
G27885,27885,18.34,29.96,1
G27886,27886,2.43,0,8
G27888,27888,0.8,0,10
G27889,27889,4.66,0,1
G27890,27890,2.06,0,11
G27891,27891,2.07,0,10
G27892,27892,1.68,0,2
G27893,27893,2.81,0,7
G27896,27896,6.85,10.73,6
G27897,27897,0.54,0,6
G27909,27909,4.65,0,1
G27910,27910,0.56,0,6
G27917,27917,18.09,29.7,1
G27919,27919,12.35,20.3,1
G27921,27921,5.86,9.84,1
G27922,27922,10.05,24.59,1
G27924,27924,5.39,0,2
G27925,27925,14.8,18.34,1
G27928,27928,4.73,0,1
G27929,27929,18.78,29.43,1
G27932,27932,12.06,19.59,2
G27935,27935,7.5,20.56,3
G27937,27937,6.96,22.76,2
G27938,27938,3.28,0,2
G27942,27942,7.08,23.29,2
G27944,27944,16.97,26.61,1
G27946,27946,10.5,26.53,3
G27956,27956,17.21,24.08,1
G27957,27957,11.72,20.25,1
G27960,27960,4.15,0,1
G27967,27967,8.28,12.3,3
G27970,27970,12.08,24.04,1
G27973,27973,12.92,15.97,1
G27974,27974,19.17,28.14,1
G27976,27976,14.22,24.18,1
G27979,27979,10.08,23.18,2
G27980,27980,2.56,0,1
G27983,27983,0.73,0,3
G27985,27985,13.66,20.91,2
G27986,27986,9.11,14.88,6
G28006,28006,11.09,21.8,9
G28007,28007,11.74,17.29,1
G28012,28012,2.71,0,17
G28016,28016,2.83,0,20
G28017,28017,0.42,11.66,2
G28018,28018,14.33,25.64,1
G28019,28019,8.39,22.55,2
G28021,28021,2.79,0,8
G28023,28023,1.59,0,9
G28025,28025,3.86,0,7
G28027,28027,5.43,14.25,10
G28031,28031,15.48,27.48,3
G28032,28032,2.1,10.71,17
G28033,28033,5.27,10.55,8
G28034,28034,6.3,14.4,20
G28036,28036,14.23,27.67,1
G28037,28037,13.27,22.33,5
G28039,28039,1.22,7.29,7
G28040,28040,12.95,22.55,2
G28043,28043,5.9,10.96,5
G28052,28052,2.2,0,22
G28054,28054,0.7,0,22
G28056,28056,3.99,8.16,18
G28071,28071,15.99,27.96,7
G28072,28072,4.68,14.66,5
G28073,28073,9.71,20.72,8
G28075,28075,9.01,18.4,8
G28076,28076,7.92,24.4,2
G28077,28077,5.89,9.57,25
G28078,28078,9.45,22.91,3
G28079,28079,13.16,25.32,2
G28080,28080,8.86,23.84,5
G28081,28081,8.48,18.24,7
G28083,28083,6.4,15.6,8
G28086,28086,1.38,0,16
G28088,28088,3.26,6.61,9
G28089,28089,5.82,13.04,2
G28090,28090,14.37,23.06,2
G28091,28091,10.27,11.8,3
G28092,28092,1.81,0,29
G28097,28097,15.5,24.36,4
G28098,28098,2.93,8.56,21
G28101,28101,2.36,8.91,18
G28102,28102,10.57,16.14,3
G28103,28103,12.4,29.89,1
G28104,28104,13.96,26.88,2
G28105,28105,11.46,21.2,5
G28107,28107,13.12,19.85,6
G28108,28108,10.93,20.97,1
G28109,28109,19.28,29.9,4
G28110,28110,8.29,18.07,1
G28112,28112,6.51,0,1
G28114,28114,5.45,16.66,3
G28115,28115,8.94,26.53,8
G28117,28117,16.87,26.69,5
G28119,28119,10.78,19.1,4
G28120,28120,5.28,13.56,15
G28124,28124,12.14,19.75,4
G28125,28125,5.08,23.05,1
G28133,28133,12.95,18.99,1
G28134,28134,7.33,14.94,8
G28135,28135,10.99,15.07,1
G28138,28138,10.36,27.86,5
G28139,28139,4.16,11.1,1
G28144,28144,2.86,0,5
G28146,28146,6.31,16.69,5
G28147,28147,3.42,0,5
G28150,28150,10.78,13.48,3
G28152,28152,5.55,0,4
G28159,28159,0.43,0,7
G28160,28160,0.8,0,1
G28163,28163,19.24,29.18,4
G28164,28164,10.15,28.84,9
G28166,28166,7.58,19.5,6
G28167,28167,12.73,21.45,1
G28168,28168,6.4,19.49,16
G28169,28169,3.89,6.82,8
G28170,28170,2.67,0,2
G28173,28173,14.71,28.4,1
G28174,28174,6.14,20.16,1
G28202,28202,3.58,7.79,13
G28203,28203,2.9,8.15,13
G28204,28204,4.84,10.65,6
G28205,28205,3.48,15.68,6
G28206,28206,4.86,11.71,6
G28207,28207,5.43,10.85,6
G28208,28208,1.09,0,12
G28209,28209,4.86,13.24,7
G28210,28210,8.54,19.02,4
G28211,28211,7.46,15.43,6
G28212,28212,5.01,14.96,4
G28213,28213,3.35,11.64,8
G28214,28214,4.65,10.4,16
G28215,28215,4.03,0,4
G28216,28216,7.29,13.24,6
G28217,28217,4.56,13.25,9
G28227,28227,8.71,15,4
G28244,28244,3.67,8.03,13
G28262,28262,2.39,0,8
G28269,28269,2.45,12.04,10
G28270,28270,11.73,26.14,3
G28273,28273,8.97,20.77,8
G28277,28277,9.26,19.63,3
G28278,28278,9.91,21.46,9
G28280,28280,3.67,7.44,13
G28282,28282,3.52,7.33,13
G28301,28301,0.21,0,8
G28303,28303,3.77,10.41,9
G28304,28304,3.88,0,5
G28305,28305,2.4,7.43,9
G28306,28306,7.11,10.56,8
G28307,28307,6.83,17.02,7
G28308,28308,8.01,15.69,7
G28310,28310,9.14,17.88,7
G28311,28311,7.36,9.89,8
G28312,28312,5.58,11.75,6
G28314,28314,6.31,10.61,7
G28318,28318,7.09,16.93,2
G28320,28320,9.24,10.03,5
G28323,28323,9.69,12.76,13
G28325,28325,0.26,0,16
G28326,28326,6.25,0,6
G28328,28328,1.11,0,11
G28330,28330,5.06,10.67,3
G28332,28332,1.55,0,5
G28333,28333,7.46,17.18,10
G28334,28334,5.5,0,10
G28337,28337,10.17,16.63,2
G28338,28338,15.58,18.59,2
G28339,28339,6.16,13.68,12
G28340,28340,2.22,0,6
G28341,28341,3.04,0,13
G28342,28342,6.2,11.63,12
G28343,28343,7.76,15.53,7
G28344,28344,7.1,15.87,7
G28345,28345,2.57,0,4
G28347,28347,15.8,20.35,2
G28348,28348,9.44,17.56,6
G28349,28349,3.32,0,11
G28350,28350,16.7,22.42,1
G28351,28351,9.6,14.8,5
G28352,28352,1.9,0,7
G28356,28356,7.39,20.73,13
G28357,28357,11.1,20.95,2
G28358,28358,3.56,0,6
G28360,28360,6.26,17.19,3
G28364,28364,1.88,0,5
G28365,28365,1.76,0,12
G28366,28366,6.39,16.32,16
G28367,28367,19.29,26.31,2
G28369,28369,7.87,11.34,5
G28371,28371,8.52,25.07,2
G28372,28372,1.07,0,3
G28373,28373,20.56,27.54,1
G28375,28375,5.21,15.42,1
G28376,28376,2.05,0,2
G28377,28377,11.63,26.3,3
G28379,28379,2.33,0,2
G28382,28382,3.85,7.9,7
G28383,28383,10.82,22.96,4
G28384,28384,1.13,0,5
G28385,28385,3.1,0,6
G28386,28386,11.58,28.69,1
G28390,28390,3.34,0,9
G28391,28391,1.06,0,6
G28392,28392,1.53,0,3
G28393,28393,6.98,13.82,13
G28394,28394,12.58,23.13,1
G28395,28395,1.89,0,9
G28398,28398,1.04,0,15
G28399,28399,6.78,22.53,2
G28401,28401,2.42,0,3
G28403,28403,4.84,9.17,3
G28405,28405,5.22,12.94,5
G28409,28409,6.08,12.06,3
G28411,28411,11.16,16.43,3
G28412,28412,4.83,0,3
G28420,28420,10.33,21.21,2
G28421,28421,0.77,0,4
G28422,28422,5.24,0,3
G28423,28423,1.19,0,1
G28424,28424,1.8,5.34,4
G28425,28425,2,0,5
G28428,28428,12.74,16.14,3
G28429,28429,8.12,17.69,5
G28430,28430,7.95,19.32,4
G28431,28431,1.19,0,5
G28432,28432,6.94,16.51,6
G28433,28433,13.53,25.95,4
G28435,28435,11.04,21.42,4
G28436,28436,10.45,28.24,1
G28438,28438,10.05,27.96,1
G28439,28439,11.62,23.3,3
G28441,28441,2.61,0,2
G28442,28442,7.12,16.92,5
G28444,28444,9.14,0,2
G28447,28447,8.65,18.73,3
G28448,28448,10.87,17.95,1
G28449,28449,9.41,20.37,1
G28450,28450,7.62,14.68,5
G28451,28451,10.21,14.27,3
G28452,28452,9.42,21.74,7
G28453,28453,9.9,11.42,7
G28454,28454,17.49,27.77,1
G28455,28455,16.13,28.22,3
G28456,28456,9.97,19.7,2
G28457,28457,8.83,16.07,2
G28458,28458,10.62,0,5
G28461,28461,2.29,0,2
G28462,28462,8.67,22.78,3
G28463,28463,6.24,0,6
G28464,28464,4.79,10.12,8
G28465,28465,4.21,22.87,2
G28466,28466,4.25,0,8
G28467,28467,3.09,12.05,8
G28468,28468,2.39,0,7
G28469,28469,2.31,0,7
G28470,28470,0.91,0,8
G28472,28472,1.6,0,5
G28478,28478,1.4,0,5
G28480,28480,10.43,17.62,3
G28501,28501,3.22,0,19
G28504,28504,4.75,0,20
G28508,28508,6.25,20.68,14
G28510,28510,11.98,27.38,1
G28513,28513,13.8,23.2,9
G28515,28515,5.89,0,1
G28518,28518,2.94,0,4
G28519,28519,4.27,10.74,3
G28521,28521,9.13,17.72,2
G28525,28525,4.94,17.58,16
G28526,28526,10.39,22.3,12
G28527,28527,13.01,22.08,2
G28529,28529,8.02,21.7,1
G28530,28530,8.8,17.62,17
G28532,28532,2.56,0,1
G28533,28533,2.43,7.58,1
G28537,28537,17.73,23.45,1
G28538,28538,8.01,11.19,19
G28540,28540,6.37,0,1
G28543,28543,2.81,15.18,1
G28544,28544,7.76,19.82,1
G28546,28546,5.33,15.97,1
G28547,28547,7.22,28.8,1
G28551,28551,1.01,0,23
G28552,28552,20.21,27.66,1
G28554,28554,5.81,12.43,15
G28555,28555,16.53,27.92,1
G28556,28556,7.63,27.35,1
G28560,28560,6.83,12.22,3
G28562,28562,1.19,0,2
G28570,28570,12.14,26.42,1
G28571,28571,8.11,21.07,1
G28572,28572,4.71,0,3
G28573,28573,9.48,16.58,2
G28574,28574,12.81,25.25,2
G28578,28578,7.65,14.27,19
G28580,28580,0.11,0,21
G28583,28583,2.3,6.91,1
G28586,28586,17.35,28.38,3
G28587,28587,8.36,12.17,1
G28590,28590,10.52,12.56,2
G28601,28601,0.81,0,21
G28602,28602,2.89,0,26
G28604,28604,9.29,28.73,5
G28605,28605,6.21,19.62,3
G28606,28606,13.77,19.53,2
G28607,28607,1.28,0,3
G28609,28609,7.63,22.38,9
G28610,28610,1.88,0,28
G28611,28611,8.35,0,2
G28612,28612,7.22,0,25
G28613,28613,1.45,0,22
G28615,28615,10.27,24.55,1
G28616,28616,5.24,10.47,3
G28617,28617,7.36,9.7,4
G28618,28618,9.55,17.92,3
G28619,28619,5.59,17.4,14
G28621,28621,2.37,0,3
G28622,28622,8.73,20.84,3
G28623,28623,12.51,28.97,1
G28624,28624,14.57,29.04,1
G28625,28625,3.9,0,10
G28626,28626,10.56,23.36,6
G28627,28627,10.11,16.4,1
G28628,28628,6.75,11.06,6
G28629,28629,9.61,10.08,4
G28630,28630,4.75,6.44,17
G28631,28631,10.2,23.05,3
G28634,28634,14.05,20.76,4
G28635,28635,13.88,28.58,1
G28636,28636,8.96,20.33,7
G28637,28637,2.37,10.41,25
G28638,28638,0.74,0,15
G28640,28640,3.88,0,4
G28642,28642,5.85,11.85,3
G28643,28643,5.92,13.9,4
G28644,28644,9.89,19.68,4
G28645,28645,1.17,0,6
G28646,28646,6.21,14.37,2
G28647,28647,6.71,18.61,3
G28650,28650,3,0,18
G28651,28651,14.1,17.18,1
G28652,28652,4.14,14.93,3
G28654,28654,7.15,9.76,2
G28655,28655,4.02,0,7
G28657,28657,4.67,0,2
G28658,28658,1.74,0,25
G28659,28659,5.75,13.1,1
G28660,28660,12.73,20.43,6
G28662,28662,5.72,14.58,2
G28663,28663,11.73,23.35,4
G28665,28665,16.18,21.79,1
G28666,28666,4.03,5.6,25
G28667,28667,6.03,13.5,15
G28668,28668,12.93,22.11,3
G28669,28669,10.87,20.47,3
G28670,28670,9.04,17.72,2
G28671,28671,0.75,12.58,21
G28672,28672,10.37,19.96,4
G28673,28673,13.93,25.09,2
G28675,28675,1.2,0,1
G28676,28676,3.94,5.4,2
G28677,28677,3.89,0,7
G28678,28678,9.55,17.79,10
G28679,28679,11.67,22.64,3
G28681,28681,3.87,0,1
G28682,28682,15.99,25.34,2
G28683,28683,9.97,14.44,2
G28684,28684,11.56,21.56,6
G28685,28685,12.76,23.09,2
G28689,28689,17.55,27.81,1
G28690,28690,3.64,15.62,13
G28692,28692,9.74,17.41,4
G28693,28693,3.66,0,4
G28694,28694,4.69,8.46,4
G28697,28697,1.04,0,1
G28698,28698,11.9,24.42,4
G28701,28701,7.57,23.42,8
G28702,28702,11.99,19.89,3
G28704,28704,3.76,13.36,19
G28705,28705,2.37,0,2
G28707,28707,9.55,17.82,5
G28709,28709,11.14,23.11,1
G28711,28711,16.98,18.48,6
G28712,28712,6.27,0,1
G28713,28713,5.87,0,2
G28714,28714,10.54,0,3
G28715,28715,7.5,13.32,6
G28716,28716,9.84,19.13,3
G28717,28717,2.33,0,2
G28718,28718,9.38,24.26,1
G28719,28719,10.3,24.4,2
G28720,28720,5.01,23.87,12
G28721,28721,10.34,24.26,1
G28722,28722,5.22,0,3
G28723,28723,8.08,15.76,4
G28725,28725,4.05,11.94,7
G28726,28726,1.07,0,17
G28729,28729,9.15,22.01,14
G28730,28730,10.52,19.49,7
G28731,28731,2.85,4.75,14
G28732,28732,4.02,0,19
G28735,28735,8.79,25.62,15
G28736,28736,6.57,15.6,2
G28739,28739,7.02,0,13
G28740,28740,9.26,20.46,1
G28741,28741,8.79,19.97,2
G28742,28742,9.49,17.24,14
G28743,28743,8.73,0,1
G28745,28745,1.42,12.06,1
G28746,28746,4.44,0,2
G28748,28748,8.84,21.7,5
G28749,28749,5.44,18.07,1
G28751,28751,11.61,16.57,1
G28753,28753,6.28,0,6
G28754,28754,4.63,0,7
G28757,28757,17.67,25.48,4
G28759,28759,7.29,13.89,19
G28761,28761,15.78,21.44,4
G28763,28763,12.86,23.74,1
G28766,28766,7.89,26.8,1
G28768,28768,5.95,17.38,3
G28771,28771,4.12,0,1
G28772,28772,12.07,17.88,1
G28773,28773,7.62,14.81,15
G28774,28774,7.28,22.23,2
G28775,28775,12.04,25.19,1
G28777,28777,0.85,0,3
G28778,28778,10.36,15.8,6
G28779,28779,0.47,0,5
G28782,28782,3.47,6.6,3
G28785,28785,13.61,17.88,1
G28786,28786,6.13,0,5
G28787,28787,8.81,13.9,9
G28789,28789,7.99,14.28,6
G28790,28790,7.24,11.8,13
G28791,28791,4.11,0,15
G28792,28792,1.39,0,15
G28801,28801,0.24,0,8
G28803,28803,2.33,0,18
G28804,28804,4.64,7.86,9
G28805,28805,5.36,10.78,6
G28806,28806,2.25,0,8
G28906,28906,12.18,0,1
G29001,29001,8.33,21.39,2
G29003,29003,5.61,0,12
G29006,29006,3.97,18.46,3
G29009,29009,8.37,19.72,1
G29010,29010,0.81,0,4
G29015,29015,5,0,2
G29016,29016,8.58,16.58,20
