"","GEOID","year","TotalPop","TotalVetPop","VetPercent","MalePop","MaleVetPop","Male18To34","MaleVet18To34","Male35To54","MaleVet35To54","Male55To64","MaleVet55To64","Male65To74","MaleVet65To74","Male75Plus","MaleVet75Plus","FemalePop","FemaleVetPop","Female18To34","FemaleVet18To34","Female35To54","FemaleVet35To54","Female55To64","FemaleVet55To64","Female65To74","FemaleVet65To74","Female75Plus","FemaleVet75Plus"
"1","01001",2010,37747,5817,15.41,17727,5121,5200,476,7326,1674,2635,1340,1708,934,858,697,20020,696,5567,175,8131,386,2828,73,2047,30,1447,32
"2","01003",2010,134597,20396,15.15,64898,19170,16693,1418,23889,4689,10873,4326,8089,4561,5354,4176,69699,1226,16435,183,25644,648,12073,145,8540,85,7007,165
"3","01005",2010,21463,2327,10.84,11460,2222,3789,86,4382,790,1682,548,977,382,630,416,10003,105,2547,26,3474,69,1783,2,1107,8,1092,0
"4","01007",2010,17312,1883,10.88,9209,1804,2761,225,3918,509,1346,288,757,458,427,324,8103,79,2223,11,2962,47,1290,3,871,0,757,18
"5","01009",2010,42617,4072,9.55,20758,3911,5859,197,8131,857,3265,1159,2251,848,1252,850,21859,161,5609,46,8012,73,3687,25,2540,14,2011,3
"6","01011",2010,8427,943,11.19,4500,891,1323,25,1859,371,835,253,308,147,175,95,3927,52,1116,32,1322,12,644,8,425,0,420,0
"7","01013",2010,15808,1675,10.6,7156,1529,1969,51,2569,473,1279,431,795,271,544,303,8652,146,2249,73,2929,39,1391,34,957,0,1126,0
"8","01015",2010,90020,11757,13.06,42432,10601,13375,805,15499,3023,6823,2930,4160,2031,2575,1812,47588,1156,13829,284,16479,509,7518,185,4928,81,4834,97
"9","01017",2010,26469,2893,10.93,12342,2809,3322,202,4632,700,2147,855,1402,470,839,582,14127,84,3448,12,4889,69,2400,3,1601,0,1789,0
"10","01019",2010,20335,2172,10.68,9935,2107,2209,92,3714,373,1973,598,1419,576,620,468,10400,65,2333,27,3643,25,1959,0,1437,0,1028,13
"11","01021",2010,32201,3317,10.3,15724,3143,4659,190,6106,735,2434,775,1627,855,898,588,16477,174,4584,8,6002,108,2688,25,1734,10,1469,23
"12","01023",2010,10850,745,6.87,5107,690,1121,24,1993,198,942,108,661,188,390,172,5743,55,1184,23,2123,19,1025,13,728,0,683,0
"13","01025",2010,19508,1649,8.45,9074,1612,2385,80,3469,285,1520,455,1068,475,632,317,10434,37,2628,3,3820,17,1676,0,1217,10,1093,7
"14","01027",2010,10899,1148,10.53,5279,1063,1313,40,2001,220,844,226,708,288,413,289,5620,85,1310,19,1971,45,946,21,526,0,867,0
"15","01029",2010,11246,1126,10.01,5557,1028,1419,129,2134,162,969,281,679,238,356,218,5689,98,1400,21,2039,52,953,0,704,12,593,13
"16","01031",2010,35069,5947,16.96,16432,5284,4444,548,6264,1692,2750,1257,1788,1005,1186,782,18637,663,4803,250,6770,241,3006,82,2134,48,1924,42
"17","01033",2010,42183,4586,10.87,19745,4415,5028,187,7540,1076,3311,1091,2288,1021,1578,1040,22438,171,5333,25,8031,64,3658,29,2781,15,2635,38
"18","01035",2010,10180,1185,11.64,4820,1157,1120,0,1758,331,926,330,567,251,449,245,5360,28,1399,10,1702,0,954,18,689,0,616,0
"19","01037",2010,9034,1097,12.14,4395,1063,968,54,1738,233,823,326,571,240,295,210,4639,34,976,0,1746,17,874,3,572,0,471,14
"20","01039",2010,29025,3764,12.97,13722,3575,3549,182,5019,866,2351,965,1637,856,1166,706,15303,189,3593,49,5201,20,2516,41,1999,0,1994,79
"21","01041",2010,10591,1256,11.86,5007,1148,1328,122,1893,315,898,295,523,246,365,170,5584,108,1304,20,1981,14,925,58,707,0,667,16
"22","01043",2010,61128,6708,10.97,29860,6361,8493,311,11236,1535,4809,1749,3241,1468,2081,1298,31268,347,8130,92,10911,83,5150,64,3791,42,3286,66
"23","01045",2010,34774,7148,20.56,15993,6261,4519,735,5937,1978,2720,1531,1699,1124,1118,893,18781,887,5382,430,6654,261,2955,165,2097,13,1693,18
"24","01047",2010,32150,3384,10.53,14352,3067,4080,163,5445,929,2411,827,1512,569,904,579,17798,317,4949,75,6424,192,2800,14,1876,7,1749,29
"25","01049",2010,51806,4514,8.71,25152,4142,7656,300,9381,914,4074,1279,2546,817,1495,832,26654,372,7252,73,9688,194,4188,35,2982,44,2544,26
"26","01051",2010,58324,8363,14.34,28226,7395,8687,596,11173,2252,4398,1965,2560,1367,1408,1215,30098,968,8541,269,12118,503,4521,159,2746,20,2172,17
"27","01053",2010,28928,3146,10.88,14944,2971,4559,203,5754,747,2258,790,1508,678,865,553,13984,175,3602,0,4801,122,2399,43,1684,10,1498,0
"28","01055",2010,79785,9837,12.33,37675,9201,10461,386,14116,2712,6452,2434,3934,1863,2712,1806,42110,636,10656,177,14856,249,7029,112,4776,48,4793,50
"29","01057",2010,13521,1319,9.76,6462,1240,1651,71,2318,208,1135,351,848,297,510,313,7059,79,1556,17,2480,16,1242,30,976,7,805,9
"30","01059",2010,23652,2059,8.71,11624,1942,3407,91,4527,529,1704,365,1199,408,787,549,12028,117,3023,0,4459,42,1877,0,1451,34,1218,41
"31","01061",2010,20517,2547,12.41,9825,2356,2506,129,3651,586,1731,759,1153,505,784,377,10692,191,2458,51,3810,65,1789,51,1424,0,1211,24
"32","01063",2010,6909,460,6.66,3195,399,850,0,1166,143,557,96,346,34,276,126,3714,61,883,35,1340,26,684,0,406,0,401,0
"33","01065",2010,11974,1209,10.1,5638,1124,1592,140,2105,236,989,300,569,209,383,239,6336,85,1648,22,2350,58,997,0,678,0,663,5
"34","01067",2010,13271,1548,11.66,6198,1490,1498,156,2259,292,1179,300,714,426,548,316,7073,58,1611,0,2405,58,1339,0,863,0,855,0
"35","01069",2010,74118,9168,12.37,34584,8525,9860,594,13298,2399,5690,2157,3422,1735,2314,1640,39534,643,10861,168,14346,265,6290,100,4189,53,3848,57
"36","01071",2010,41128,4165,10.13,19912,3934,5173,128,7551,907,3540,1115,2394,1050,1254,734,21216,231,5111,0,7688,76,3727,104,2635,35,2055,16
"37","01073",2010,500325,51882,10.37,230984,48080,75394,2818,86943,13419,35211,12936,18492,8365,14944,10542,269341,3802,81195,915,95860,1826,40227,553,24500,164,27559,344
"38","01075",2010,11379,1264,11.11,5443,1240,1361,0,1966,227,1010,424,731,329,375,260,5936,24,1292,0,2079,20,1014,0,799,0,752,4
"39","01077",2010,71776,8022,11.18,33840,7663,9962,423,12010,1733,5543,2070,3823,1495,2502,1942,37936,359,10288,65,12925,157,5993,72,4418,15,4312,50
"40","01079",2010,26148,2299,8.79,12643,2245,3510,131,4940,539,2129,636,1381,554,683,385,13505,54,3296,27,5312,12,2266,8,1432,7,1199,0
"41","01081",2010,103408,9711,9.39,50181,8896,23188,983,15959,2576,5925,2411,3289,1580,1820,1346,53227,815,23029,265,17051,342,6351,128,3737,38,3059,42
"42","01083",2010,59474,6720,11.3,29967,6235,8553,358,12670,2152,4562,1655,2653,1138,1529,932,29507,485,7768,161,11695,263,4721,15,2937,6,2386,40
"43","01085",2010,8735,772,8.84,4035,747,1063,49,1581,266,681,183,474,132,236,117,4700,25,1180,10,1842,15,761,0,576,0,341,0
"44","01087",2010,16952,2165,12.77,7514,1822,2576,0,2474,679,1266,465,687,339,511,339,9438,343,3312,59,2858,134,1462,94,899,29,907,27
"45","01089",2010,242710,33909,13.97,116429,30798,36042,2017,46915,10267,16866,7468,10073,5773,6533,5273,126281,3111,36673,638,49210,1812,18208,378,12144,94,10046,189
"46","01091",2010,15790,1669,10.57,7236,1549,1874,141,2662,402,1310,378,895,327,495,301,8554,120,2043,51,3128,63,1401,6,986,0,996,0
"47","01093",2010,24111,2534,10.51,11705,2450,2812,181,4494,597,2042,500,1470,518,887,654,12406,84,2808,0,4316,15,2079,47,1724,22,1479,0
"48","01095",2010,67890,7612,11.21,32859,7247,9761,437,12324,1893,5220,2193,3418,1397,2136,1327,35031,365,9230,23,12482,232,5669,49,4128,10,3522,51
"49","01097",2010,303634,35780,11.78,142274,33182,44956,2926,53637,8763,22479,9258,12782,6272,8420,5963,161360,2598,48207,673,58263,1180,24605,417,15668,181,14617,147
"50","01099",2010,17280,1409,8.15,8182,1319,2144,40,3174,308,1395,311,864,334,605,326,9098,90,2202,0,3358,37,1528,27,1001,17,1009,9
"51","01101",2010,169368,20711,12.23,77976,18406,27868,1565,28145,5804,11328,4696,6171,3090,4464,3251,91392,2305,29621,785,32494,1087,13058,203,8059,81,8160,149
"52","01103",2010,88939,10210,11.48,43026,9635,12488,576,17004,2742,6700,2501,4213,1939,2621,1877,45913,575,12013,102,17100,249,7491,82,4988,70,4321,72
"53","01105",2010,7946,591,7.44,3521,530,1159,19,1035,113,610,95,446,167,271,136,4425,61,1434,0,1332,27,657,20,518,14,484,0
"54","01107",2010,15068,1771,11.75,6987,1591,1798,114,2577,471,1222,399,809,245,581,362,8081,180,1952,42,2884,126,1327,10,1005,0,913,2
"55","01109",2010,25292,2341,9.26,11734,2205,4876,260,3505,503,1640,574,1073,382,640,486,13558,136,5463,29,3916,80,1876,0,1213,2,1090,25
"56","01111",2010,17382,1778,10.23,8346,1745,2157,25,3148,546,1448,373,949,462,644,339,9036,33,2175,0,3139,33,1502,0,1143,0,1077,0
"57","01113",2010,37539,5360,14.28,17017,4747,5051,541,6566,1376,2755,1335,1664,846,981,649,20522,613,6022,250,7340,258,3185,53,2062,45,1913,7
"58","01115",2010,61119,7217,11.81,30179,6795,8837,259,12080,2107,4726,1977,2983,1365,1553,1087,30940,422,8444,100,11790,113,4996,149,3290,40,2420,20
"59","01117",2010,139358,14211,10.2,67088,13453,20236,783,28274,3990,10145,3743,5339,2610,3094,2327,72270,758,21128,79,29587,441,11085,89,5948,83,4522,66
"60","01119",2010,10548,706,6.69,4636,664,1522,14,1592,181,764,180,421,96,337,193,5912,42,1791,0,2019,42,822,0,575,0,705,0
"61","01121",2010,62666,7080,11.3,30169,6627,8468,305,11953,2107,5012,1969,2966,1212,1770,1034,32497,453,8645,62,11932,266,5360,77,3481,31,3079,17
"62","01123",2010,32088,3829,11.93,15216,3692,3865,132,5571,900,2794,922,1826,805,1160,933,16872,137,3990,14,5901,72,2964,12,2102,25,1915,14
"63","01125",2010,147066,12396,8.43,70098,11682,30385,1015,22297,3103,9118,3318,4823,2041,3475,2205,76968,714,31199,150,23890,328,10035,56,5958,27,5886,153
"64","01127",2010,52136,5535,10.62,24854,5244,6588,257,9434,1226,4374,1587,2788,1107,1670,1067,27282,291,6627,45,9693,120,4730,109,3253,17,2979,0
"65","01129",2010,13016,957,7.35,6302,929,1562,42,2491,223,1103,251,661,233,485,180,6714,28,1608,28,2615,0,1105,0,757,0,629,0
"66","01131",2010,8623,390,4.52,3922,384,1123,16,1410,65,723,165,397,70,269,68,4701,6,1151,0,1758,0,784,0,497,0,511,6
"67","01133",2010,19084,1871,9.8,9288,1801,2209,25,3614,362,1670,547,1176,502,619,365,9796,70,2162,0,3510,5,1741,0,1253,17,1130,48
"68","02013",2010,3388,59,1.74,2498,59,976,3,1141,8,313,23,55,14,13,11,890,0,233,0,398,0,200,0,45,0,14,0
"69","02016",2010,5580,484,8.67,4360,450,1019,84,2683,236,464,101,184,25,10,4,1220,34,413,14,484,17,278,3,31,0,14,0
"70","02020",2010,201097,30779,15.31,98423,26325,33276,3610,40617,9548,15544,7550,5959,3438,3027,2179,102674,4454,34949,1233,42174,2296,14768,637,6236,188,4547,100
"71","02050",2010,10600,770,7.26,5567,693,2129,103,2231,299,760,211,308,60,139,20,5033,77,2020,18,1884,55,650,4,270,0,209,0
"72","02060",2010,667,103,15.44,327,95,50,4,173,45,60,22,26,16,18,8,340,8,50,0,138,8,79,0,51,0,22,0
"73","02068",2010,801,155,19.35,496,150,51,1,283,93,125,31,31,21,6,4,305,5,66,1,152,4,62,0,20,0,5,0
"74","02070",2010,3191,206,6.46,1661,185,547,21,683,49,258,63,111,36,62,16,1530,21,525,11,605,7,227,3,113,0,60,0
"75","02090",2010,64179,11448,17.84,31865,9860,11363,1832,12409,3852,5261,2455,1908,983,924,738,32314,1588,12214,664,12696,816,4550,88,1720,12,1134,8
"76","02100",2010,1220,324,26.56,643,259,65,2,236,39,194,88,45,29,103,101,577,65,53,0,202,6,118,13,104,0,100,46
"77","02105",2010,1658,229,13.81,854,220,172,3,319,61,210,71,119,61,34,24,804,9,171,0,305,9,196,0,86,0,46,0
"78","02110",2010,23286,2564,11.01,11666,2265,3370,319,5020,582,2147,652,773,429,356,283,11620,299,3271,85,5041,183,2078,23,719,0,511,8
"79","02122",2010,40607,5622,13.84,21323,5257,5484,301,8792,1314,4241,1856,1910,1126,896,660,19284,365,4670,20,8273,203,3702,71,1582,63,1057,8
"80","02130",2010,9936,1348,13.57,4951,1240,1345,75,2092,430,891,444,406,208,217,83,4985,108,1391,0,2094,30,857,63,353,15,290,0
"81","02150",2010,8789,1467,16.69,4355,1334,1226,34,2009,685,648,300,358,222,114,93,4434,133,1286,33,1995,40,732,60,333,0,88,0
"82","02164",2010,811,77,9.49,380,74,71,2,179,26,83,32,33,5,14,9,431,3,80,0,163,3,126,0,38,0,24,0
"83","02170",2010,58905,9163,15.56,30140,8297,8912,694,13211,3201,4879,2283,2142,1324,996,795,28765,866,8479,195,12701,534,4500,106,1880,27,1205,4
"84","02180",2010,5948,693,11.65,3129,631,1119,89,1211,197,525,234,200,76,74,35,2819,62,1078,24,1087,38,370,0,183,0,101,0
"85","02185",2010,6532,489,7.49,3623,474,1764,32,1055,98,631,280,100,41,73,23,2909,15,1241,0,926,15,426,0,223,0,93,0
"86","02188",2010,4827,458,9.49,2627,421,1025,21,1050,190,355,122,159,73,38,15,2200,37,894,0,790,37,274,0,119,0,123,0
"87","02195",2010,2968,455,15.33,1609,429,354,0,747,128,338,198,116,78,54,25,1359,26,243,0,600,26,296,0,172,0,48,0
"88","02198",2010,4112,585,14.23,2259,562,559,47,922,94,472,239,268,152,38,30,1853,23,463,0,853,11,308,0,157,3,72,9
"89","02220",2010,6676,920,13.78,3250,890,818,34,1378,269,698,320,230,167,126,100,3426,30,1024,0,1376,11,541,0,327,10,158,9
"90","02230",2010,895,98,10.95,526,92,192,1,191,43,108,24,24,13,11,11,369,6,110,6,175,0,53,0,17,0,14,0
"91","02240",2010,4741,1096,23.12,2565,1013,628,117,1101,400,508,276,264,160,64,60,2176,83,612,26,946,44,353,13,183,0,82,0
"92","02261",2010,7144,1059,14.82,3861,985,1006,47,1691,315,820,380,243,167,101,76,3283,74,841,31,1511,35,591,8,192,0,148,0
"93","02270",2010,4235,322,7.6,2212,311,944,45,839,109,259,106,110,45,60,6,2023,11,888,8,705,0,227,3,126,0,77,0
"94","02275",2010,1700,294,17.29,825,270,139,25,284,36,176,47,164,119,62,43,875,24,201,0,372,24,124,0,109,0,69,0
"95","02282",2010,404,65,16.09,207,65,25,0,82,16,64,27,25,11,11,11,197,0,30,0,90,0,49,0,9,0,19,0
"96","02290",2010,4059,466,11.48,2225,432,700,35,816,127,409,136,216,115,84,19,1834,34,536,0,756,27,328,0,134,7,80,0
"97","04001",2010,47426,4701,9.91,23440,4388,7706,307,8602,1257,3557,1248,2358,1021,1217,555,23986,313,6979,149,9096,60,3755,57,2494,18,1662,29
"98","04003",2010,95019,19851,20.89,46811,17378,12603,1495,15601,4828,8263,4242,6294,3748,4050,3065,48208,2473,11906,553,16246,1176,8728,389,6374,139,4954,216
"99","04005",2010,99603,8457,8.49,48791,7882,19952,579,16707,2265,6964,2388,3336,1546,1832,1104,50812,575,20551,133,17169,330,7025,82,3594,13,2473,17
"100","04007",2010,41524,5942,14.31,20381,5530,4210,94,6333,778,4168,1470,3442,1582,2228,1606,21143,412,3969,38,6553,139,4407,67,3408,74,2806,94
"101","04009",2010,25805,2904,11.25,14073,2708,5428,144,4960,806,1744,590,1132,518,809,650,11732,196,3939,0,3807,181,1678,9,1169,6,1139,0
"102","04011",2010,5901,829,14.05,3075,817,910,32,1214,244,518,257,243,139,190,145,2826,12,815,5,1071,0,422,7,261,0,257,0
"103","04012",2010,16865,3321,19.69,8642,3131,1463,20,2123,269,1535,557,2160,1304,1361,981,8223,190,1305,28,2215,12,1644,75,1965,75,1094,0
"104","04013",2010,2741110,282952,10.32,1341819,262406,467016,20232,504700,64453,177193,65101,109677,53451,83233,59169,1399291,20546,448539,4489,509082,9455,197116,3020,126221,1155,118333,2427
"105","04015",2010,156375,27645,17.68,77869,26372,16357,1137,24687,3890,15073,7031,13689,8043,8063,6271,78506,1273,15335,49,25371,596,15792,232,12984,242,9024,154
"106","04017",2010,74099,7964,10.75,36730,7542,11459,225,13223,1911,5739,2097,4101,1957,2208,1352,37369,422,10464,141,13525,131,6398,57,4251,23,2731,70
"107","04019",2010,733972,96814,13.19,353779,89120,113226,5778,121490,21781,54950,21797,35659,18815,28454,20949,380193,7694,112796,1285,126752,3790,60569,983,40692,616,39384,1020
"108","04021",2010,242969,32337,13.31,128935,30309,41637,2026,46976,7815,18000,7661,14242,7231,8080,5576,114034,2028,33150,316,37879,1037,19370,303,14630,199,9005,173
"109","04023",2010,31681,2019,6.37,14614,1866,4098,185,5524,312,2332,492,1680,461,980,416,17067,153,4462,17,6359,110,2556,12,2284,14,1406,0
"110","04025",2010,167875,29228,17.41,81298,27242,17238,1104,24993,4429,16541,7440,13026,6883,9500,7386,86577,1986,15891,183,27228,769,18435,379,13683,303,11340,352
"111","04027",2010,132692,17246,13,64549,16231,20027,1828,21465,3785,8288,2932,8439,3707,6330,3979,68143,1015,20284,319,22754,369,9508,100,8922,95,6675,132
"112","05001",2010,14871,1599,10.75,7116,1534,1870,67,2666,436,1266,449,728,210,586,372,7755,65,1879,0,2723,46,1336,0,865,13,952,6
"113","05003",2010,16593,1584,9.55,7861,1493,2032,139,2928,308,1376,468,992,239,533,339,8732,91,2271,27,3043,49,1472,7,1035,8,911,0
"114","05005",2010,33782,6248,18.5,15872,6034,2835,177,4691,890,2978,1441,3081,1721,2287,1805,17910,214,3173,16,5187,74,3603,38,3053,56,2894,30
"115","05007",2010,151404,16837,11.12,73549,15877,23990,991,28421,4143,9665,3742,6541,3265,4932,3736,77855,960,24332,87,28578,625,10899,61,7398,88,6648,99
"116","05009",2010,27967,3417,12.22,13405,3154,3514,171,4750,593,2333,1035,1667,648,1141,707,14562,263,3503,16,5021,78,2474,70,1844,64,1720,35
"117","05011",2010,8851,729,8.24,4221,703,1012,27,1663,95,649,135,538,201,359,245,4630,26,1164,0,1596,7,693,12,510,0,667,7
"118","05013",2010,4293,512,11.93,2144,456,605,14,778,43,360,195,227,81,174,123,2149,56,569,15,686,14,360,27,272,0,262,0
"119","05015",2010,20940,2653,12.67,10256,2516,2523,27,3508,452,2028,734,1352,704,845,599,10684,137,2269,2,3595,51,2213,13,1430,59,1177,12
"120","05017",2010,9201,934,10.15,4426,897,1202,68,1647,171,714,229,508,223,355,206,4775,37,1085,10,1637,17,801,0,631,0,621,10
"121","05019",2010,18396,1828,9.94,8593,1792,3592,250,2470,453,1158,434,792,274,581,381,9803,36,3737,6,2758,12,1286,0,995,3,1027,15
"122","05021",2010,12600,1372,10.89,6009,1320,1437,41,2182,376,1059,342,791,295,540,266,6591,52,1415,10,2160,31,1141,6,937,5,938,0
"123","05023",2010,20498,3483,16.99,10000,3216,2164,164,3320,542,1772,805,1630,969,1114,736,10498,267,2022,70,3397,138,1922,13,1724,0,1433,46
"124","05025",2010,6559,535,8.16,3204,505,829,9,1226,35,528,163,380,148,241,150,3355,30,838,0,1186,30,579,0,406,0,346,0
"125","05027",2010,19044,1710,8.98,8865,1614,3008,49,2912,306,1376,576,877,302,692,381,10179,96,3150,21,3287,28,1404,41,1159,0,1179,6
"126","05029",2010,15885,2149,13.53,7713,2004,2024,37,2858,449,1236,555,961,537,634,426,8172,145,2074,32,2842,3,1296,48,974,0,986,62
"127","05031",2010,70057,6670,9.52,33403,6345,12791,654,11483,1593,4604,1671,2686,1161,1839,1266,36654,325,12859,129,12205,97,5190,42,3297,38,3103,19
"128","05033",2010,44498,5557,12.49,21709,5314,6170,431,8533,1555,3525,1351,2237,1068,1244,909,22789,243,6392,49,8523,81,3624,110,2373,3,1877,0
"129","05035",2010,35461,3376,9.52,16359,3038,5163,365,6492,920,2578,756,1357,520,769,477,19102,338,5956,143,7297,140,2706,21,1689,34,1454,0
"130","05037",2010,13389,1293,9.66,6346,1187,1758,118,2408,254,1083,321,638,230,459,264,7043,106,1717,15,2615,81,1163,10,719,0,829,0
"131","05039",2010,6233,440,7.06,2968,432,840,21,971,30,553,120,339,99,265,162,3265,8,720,0,1123,0,572,0,399,8,451,0
"132","05041",2010,9756,753,7.72,4498,742,1276,44,1606,160,784,243,496,83,336,212,5258,11,1371,11,1836,0,879,0,581,0,591,0
"133","05043",2010,14101,1466,10.4,6761,1369,2250,172,2333,200,1044,379,706,308,428,310,7340,97,2313,0,2458,54,1085,19,755,2,729,22
"134","05045",2010,81384,7962,9.78,39089,7334,15789,649,13798,1887,4928,2116,2776,1375,1798,1307,42295,628,16532,161,14457,304,5250,70,3162,20,2894,73
"135","05047",2010,13639,1686,12.36,6532,1583,1773,57,2384,190,1091,540,746,346,538,450,7107,103,1764,0,2414,31,1182,3,838,0,909,69
"136","05049",2010,9590,1342,13.99,4602,1266,907,68,1484,161,913,315,797,355,501,367,4988,76,953,8,1608,68,967,0,795,0,665,0
"137","05051",2010,75154,11237,14.95,35874,10794,8643,569,12141,1999,6315,2763,4939,2552,3836,2911,39280,443,8639,27,12644,248,7133,68,5479,66,5385,34
"138","05053",2010,13305,1777,13.36,6554,1657,1753,65,2629,562,1030,396,699,294,443,340,6751,120,1769,51,2609,61,1025,0,754,0,594,8
"139","05055",2010,30871,3556,11.52,14865,3429,4460,256,5617,796,2315,948,1511,696,962,733,16006,127,4430,0,5713,69,2485,16,1765,3,1613,39
"140","05057",2010,16790,1542,9.18,7956,1433,2412,61,2835,360,1302,430,871,284,536,298,8834,109,2558,32,3069,50,1315,20,942,7,950,0
"141","05059",2010,24869,3567,14.34,12548,3203,3443,192,4698,984,2195,865,1269,556,943,606,12321,364,3112,3,4232,232,2174,61,1490,15,1313,53
"142","05061",2010,10136,934,9.21,4791,931,1327,92,1825,245,754,180,506,206,379,208,5345,3,1369,0,1936,0,824,0,608,3,608,0
"143","05063",2010,27291,3235,11.85,13093,3131,3718,282,4928,757,2168,846,1368,676,911,570,14198,104,3682,11,5163,71,2237,19,1581,3,1535,0
"144","05065",2010,11015,1650,14.98,5599,1550,1238,15,1827,187,1051,564,916,425,567,359,5416,100,1021,8,1724,5,1007,31,913,48,751,8
"145","05067",2010,14246,1495,10.49,6923,1383,2202,112,2457,365,1104,483,688,202,472,221,7323,112,1932,64,2594,30,1148,0,782,3,867,15
"146","05069",2010,59135,6392,10.81,28528,6036,9279,490,10474,1818,4631,1783,2458,888,1686,1057,30607,356,9139,115,10760,163,4765,34,2938,23,3005,21
"147","05071",2010,18857,1801,9.55,9390,1733,2964,105,3384,375,1454,553,909,294,679,406,9467,68,2723,19,3229,27,1470,22,1060,0,985,0
"148","05073",2010,6004,672,11.19,2900,636,810,34,970,66,470,187,481,248,169,101,3104,36,626,0,1161,32,517,4,437,0,363,0
"149","05075",2010,13285,1402,10.55,6378,1372,1736,70,2261,408,1064,308,769,243,548,343,6907,30,1726,0,2302,28,1118,2,899,0,862,0
"150","05077",2010,8356,568,6.8,4705,564,1529,21,1841,184,669,170,382,69,284,120,3651,4,749,0,1307,4,693,0,429,0,473,0
"151","05079",2010,11358,1109,9.76,6877,1057,2723,93,2573,473,856,189,450,197,275,105,4481,52,1299,24,1531,9,665,3,486,16,500,0
"152","05081",2010,10024,1044,10.42,4764,992,1248,19,1669,149,934,304,605,311,308,209,5260,52,1229,0,1846,30,948,9,637,11,600,2
"153","05083",2010,16839,2217,13.17,8307,2095,2075,104,3052,373,1462,585,1009,557,709,476,8532,122,1961,37,2979,62,1412,14,1173,9,1007,0
"154","05085",2010,46556,6752,14.5,22075,6050,6581,536,9180,2372,3247,1378,2019,1067,1048,697,24481,702,7258,165,9640,365,3458,82,2247,60,1878,30
"155","05087",2010,11658,1279,10.97,5838,1279,1519,40,2260,369,1030,407,645,249,384,214,5820,0,1411,0,2140,0,1059,0,657,0,553,0
"156","05089",2010,13604,2371,17.43,6707,2250,1229,54,2177,412,1435,694,1231,611,635,479,6897,121,1173,0,2309,59,1466,62,1140,0,809,0
"157","05091",2010,32280,3471,10.75,15521,3322,4823,126,5868,1098,2380,790,1473,661,977,647,16759,149,4944,52,5879,71,2604,0,1737,8,1595,18
"158","05093",2010,33498,3428,10.23,15885,3240,5084,108,5979,862,2503,930,1419,722,900,618,17613,188,5265,12,6376,122,2610,16,1724,25,1638,13
"159","05095",2010,6439,719,11.17,3001,712,691,19,1106,254,560,161,386,121,258,157,3438,7,711,0,1207,5,596,2,451,0,473,0
"160","05097",2010,7370,1128,15.31,3649,1050,709,15,1273,186,717,273,577,324,373,252,3721,78,690,0,1248,61,691,13,589,0,503,4
"161","05099",2010,6894,758,11,3308,720,848,26,1165,148,597,168,456,193,242,185,3586,38,849,8,1252,23,585,0,422,0,478,7
"162","05101",2010,6618,911,13.77,3340,869,771,75,1161,162,670,290,468,203,270,139,3278,42,696,10,1097,21,624,11,486,0,375,0
"163","05103",2010,20031,2447,12.22,9292,2333,2353,89,3459,730,1706,636,1000,367,774,511,10739,114,2499,17,3833,72,1775,11,1242,14,1390,0
"164","05105",2010,8015,1111,13.86,3927,1022,989,50,1457,195,705,339,478,235,298,203,4088,89,938,0,1538,75,684,0,495,10,433,4
"165","05107",2010,15887,1663,10.47,7154,1540,2084,119,2518,336,1232,448,790,331,530,306,8733,123,2362,48,3015,47,1379,26,1033,2,944,0
"166","05109",2010,8315,882,10.61,4015,822,1109,27,1426,196,649,167,499,228,332,204,4300,60,1065,7,1446,32,712,8,562,0,515,13
"167","05111",2010,18615,2055,11.04,8883,1943,2448,247,3377,408,1446,522,999,432,613,334,9732,112,2525,9,3395,64,1632,9,1177,12,1003,18
"168","05113",2010,15541,2388,15.37,7578,2329,1698,56,2667,513,1426,643,1121,595,666,522,7963,59,1726,3,2601,24,1460,2,1231,16,945,14
"169","05115",2010,46299,4968,10.73,22610,4731,8192,392,7888,1372,3303,1165,1945,935,1282,867,23689,237,7840,74,8094,69,3308,68,2324,26,2123,0
"170","05117",2010,6900,739,10.71,3344,712,732,26,1247,122,594,207,466,180,305,177,3556,27,751,17,1292,0,610,0,468,0,435,10
"171","05119",2010,282237,33031,11.7,131952,30147,43502,2718,50001,9117,20636,8147,10463,5092,7350,5073,150285,2884,46347,682,54568,1441,22958,457,12866,98,13546,206
"172","05121",2010,13842,1695,12.25,6666,1600,1773,127,2374,285,1134,430,802,308,583,450,7176,95,1638,2,2410,57,1201,36,941,0,986,0
"173","05123",2010,21267,2160,10.16,11542,1916,3780,121,4548,662,1728,579,907,335,579,219,9725,244,2734,78,3527,135,1570,20,987,0,907,11
"174","05125",2010,77423,10734,13.86,37671,10102,10297,642,14613,2454,5879,2639,4367,2413,2515,1954,39752,632,10392,78,14640,264,6538,179,4741,53,3441,58
"175","05127",2010,8385,1154,13.76,4076,1092,1039,127,1445,235,690,286,560,261,342,183,4309,62,1044,40,1478,11,696,0,638,8,453,3
"176","05129",2010,6518,968,14.85,3195,939,681,0,1106,186,657,296,443,246,308,211,3323,29,684,0,1076,0,628,27,465,2,470,0
"177","05131",2010,92301,10118,10.96,44529,9364,14234,979,17019,2385,6640,2429,3993,1710,2643,1861,47772,754,13883,137,17285,381,7343,114,4590,82,4671,40
"178","05133",2010,11826,1240,10.49,5735,1194,1824,23,2143,248,809,357,549,283,410,283,6091,46,1890,0,2122,23,921,0,589,9,569,14
