"","GEOID","year","TotalPop","TotalVetPop","VetPercent","MalePop","MaleVetPop","Male18To34","MaleVet18To34","Male35To54","MaleVet35To54","Male55To64","MaleVet55To64","Male65To74","MaleVet65To74","Male75Plus","MaleVet75Plus","FemalePop","FemaleVetPop","Female18To34","FemaleVet18To34","Female35To54","FemaleVet35To54","Female55To64","FemaleVet55To64","Female65To74","FemaleVet65To74","Female75Plus","FemaleVet75Plus"
"1853","36049",2010,20063,2555,12.73,10014,2347,2596,222,3928,657,1653,468,1024,456,813,544,10049,208,2436,14,3895,116,1556,34,1033,28,1129,16
"1854","36051",2010,52004,4970,9.56,25960,4741,8265,250,9996,1264,3949,1391,2164,940,1586,896,26044,229,7845,64,9381,107,3916,24,2353,0,2549,34
"1855","36053",2010,56430,6414,11.37,27276,6025,8296,395,10395,1521,4241,1759,2583,1129,1761,1221,29154,389,8742,83,10508,187,4406,48,2783,33,2715,38
"1856","36055",2010,568526,48701,8.57,269213,46199,84269,1976,101888,9720,41422,12387,22235,9259,19399,12857,299313,2502,85150,457,109139,1142,45650,229,26807,208,32567,466
"1857","36057",2010,38033,4244,11.16,18120,3948,4691,189,6850,900,3160,1075,1677,594,1742,1190,19913,296,4856,101,7041,92,3079,47,1963,24,2974,32
"1858","36059",2010,1013980,70768,6.98,480798,68900,126648,1987,192998,7550,78013,16336,42488,15841,40651,27186,533182,1868,122174,136,208676,799,84510,261,52338,158,65484,514
"1859","36061",2010,1340895,49002,3.65,620967,46162,236500,2484,222909,7054,77868,9543,47561,11551,36129,15530,719928,2840,275925,480,223916,1216,96251,363,62306,224,61530,557
"1860","36063",2010,168015,19705,11.73,80046,18520,21279,916,31438,4418,13259,4989,7531,3637,6539,4560,87969,1185,21783,149,32573,629,13901,104,8861,73,10851,230
"1861","36065",2010,182247,21171,11.62,90110,20036,26083,1159,34067,5042,14180,5023,8307,3754,7473,5058,92137,1135,23245,147,32569,519,14457,123,9586,90,12280,256
"1862","36067",2010,354084,34489,9.74,167025,32580,50927,1838,64042,7465,25647,8075,13946,6282,12463,8920,187059,1909,53584,331,68124,893,27832,249,16696,92,20823,344
"1863","36069",2010,81695,9262,11.34,39354,8698,9874,458,15669,1836,7069,2812,3866,1766,2876,1826,42341,564,9793,56,16399,223,7321,121,4234,65,4594,99
"1864","36071",2010,260355,25414,9.76,125746,23642,34516,2441,55112,6234,19438,6150,9766,4364,6914,4453,134609,1772,35385,532,56327,843,20222,160,11333,45,11342,192
"1865","36073",2010,33150,3787,11.42,16247,3468,4493,200,6492,1049,2616,826,1558,631,1088,762,16903,319,4260,53,6662,201,2608,35,1707,8,1666,22
"1866","36075",2010,92843,10437,11.24,45712,9948,13984,641,18009,2765,7138,2650,3878,2017,2703,1875,47131,489,13658,99,17978,249,7184,54,4178,26,4133,61
"1867","36077",2010,50436,5253,10.42,24096,5026,7624,216,8059,1132,4062,1373,2489,1204,1862,1101,26340,227,8233,26,8360,108,4168,31,2597,18,2982,44
"1868","36079",2010,75021,5645,7.52,36995,5493,8875,153,16821,1035,6211,1760,3145,1328,1943,1217,38026,152,7764,11,17374,50,6568,0,3318,60,3002,31
"1869","36081",2010,1737428,65094,3.75,826651,61730,284249,4738,318032,11318,111096,12905,63646,12742,49628,20027,910777,3364,281480,600,330456,1552,130020,405,82725,259,86096,548
"1870","36083",2010,123665,13191,10.67,60306,12446,19210,726,22481,3123,9666,3418,4926,2473,4023,2706,63359,745,17613,105,23581,292,9800,105,5786,48,6579,195
"1871","36085",2010,353098,22257,6.3,167681,21601,50937,993,67023,3480,26189,6409,13843,4805,9689,5914,185417,656,50794,141,71523,263,29505,85,16813,51,16782,116
"1872","36087",2010,219410,13246,6.04,105373,12890,30942,548,40948,1728,16713,2849,9576,3513,7194,4252,114037,356,29111,17,43182,196,18602,26,11522,62,11620,55
"1873","36089",2010,87275,8647,9.91,44215,8171,15891,548,15151,2336,6662,2042,3733,1564,2778,1681,43060,476,13350,60,14625,267,6520,97,4158,19,4407,33
"1874","36091",2010,165970,18815,11.34,80278,17529,20550,940,33751,4309,13434,4591,7322,3956,5221,3733,85692,1286,20659,301,34863,628,14209,131,7969,78,7992,148
"1875","36093",2010,117200,12202,10.41,55351,11153,15473,687,21771,2434,8813,2510,4605,2373,4689,3149,61849,1049,16055,145,22836,583,9349,125,5711,0,7898,196
"1876","36095",2010,25963,2978,11.47,12945,2827,3697,59,4626,664,2244,856,1361,644,1017,604,13018,151,3347,44,4677,74,2308,20,1369,5,1317,8
"1877","36097",2010,14506,1751,12.07,7230,1671,1821,76,2753,406,1319,469,822,377,515,343,7276,80,1520,0,2801,41,1304,2,846,20,805,17
"1878","36099",2010,27551,3144,11.41,14479,2898,4410,151,5391,731,2269,794,1332,601,1077,621,13072,246,3006,30,4784,164,2349,22,1365,14,1568,16
"1879","36101",2010,74830,10344,13.82,36667,9763,9102,598,14417,2916,6476,2644,3759,1668,2913,1937,38163,581,9095,123,14114,296,6357,48,4190,55,4407,59
"1880","36103",2010,1117664,93310,8.35,541339,89982,148645,3528,229163,15944,81754,24724,46493,20744,35284,25042,576325,3328,140819,700,235237,1454,88903,325,55416,178,55950,671
"1881","36105",2010,59714,5945,9.96,30443,5708,7786,143,12081,1684,5312,1314,3207,1506,2057,1061,29271,237,6967,96,11204,56,5253,29,3179,0,2668,56
"1882","36107",2010,38983,4974,12.76,19127,4653,4586,408,7803,989,3184,1239,2090,990,1464,1027,19856,321,4423,114,7910,157,3324,27,2183,19,2016,4
"1883","36109",2010,83739,5160,6.16,40798,4838,20005,246,11224,1073,5097,1214,2484,1108,1988,1197,42941,322,19596,114,11950,131,5322,21,2818,7,3255,49
"1884","36111",2010,144331,13398,9.28,71249,12807,19419,506,28692,2923,11819,3610,6524,2606,4795,3162,73082,591,18339,105,27657,272,12456,58,7097,51,7533,105
"1885","36113",2010,51564,6172,11.97,24755,5954,5944,357,9523,1349,4602,1466,2659,1325,2027,1457,26809,218,5935,40,10087,97,4729,35,2910,12,3148,34
"1886","36115",2010,49309,6327,12.83,25461,5872,7047,339,10213,1699,4083,1580,2391,1064,1727,1190,23848,455,5418,76,9226,268,3941,56,2560,16,2703,39
"1887","36117",2010,70544,7594,10.76,34739,7192,8479,268,14486,1650,6017,2243,3322,1471,2435,1560,35805,402,7955,79,14883,201,5909,46,3594,10,3464,66
"1888","36119",2010,710165,45845,6.46,333891,44383,90618,1391,136886,6235,51317,10240,28941,10181,26129,16336,376274,1462,90289,241,147698,562,58052,169,36720,97,43515,393
"1889","36121",2010,33263,3511,10.56,18561,3361,5534,224,7735,965,2786,953,1531,693,975,526,14702,150,3405,31,5752,53,2493,20,1494,19,1558,27
"1890","36123",2010,18966,2057,10.85,9116,1994,2378,45,3210,419,1652,518,1083,490,793,522,9850,63,2572,0,3384,12,1659,11,1090,19,1145,21
"1891","37001",2010,112171,11414,10.18,52232,10838,15078,826,20647,2820,7807,2643,4940,1945,3760,2604,59939,576,16892,178,21522,251,8987,64,5965,0,6573,83
"1892","37003",2010,28235,2613,9.25,14005,2462,3736,95,5735,584,2273,811,1494,537,767,435,14230,151,3505,18,5290,98,2397,22,1731,13,1307,0
"1893","37005",2010,9022,921,10.21,4679,895,1185,48,1641,157,849,249,624,210,380,231,4343,26,766,0,1456,12,845,5,685,0,591,9
"1894","37007",2010,20672,1824,8.82,10777,1714,3260,123,4357,618,1658,476,950,254,552,243,9895,110,2378,96,3500,7,1691,0,1171,0,1155,7
"1895","37009",2010,21561,2270,10.53,10535,2199,2469,105,3811,345,2004,757,1361,565,890,427,11026,71,2293,0,3737,16,2019,55,1578,0,1399,0
"1896","37011",2010,14787,1573,10.64,8084,1521,2474,151,3033,302,1236,409,788,284,553,375,6703,52,1694,0,2142,0,1168,0,908,15,791,37
"1897","37013",2010,36555,4572,12.51,17136,4366,3942,101,6249,836,3442,1368,2205,1080,1298,981,19419,206,4443,19,6563,155,3744,5,2505,10,2164,17
"1898","37015",2010,16300,1224,7.51,7838,1183,1975,8,3138,345,1302,309,816,254,607,267,8462,41,1824,0,3046,2,1475,16,1058,23,1059,0
"1899","37017",2010,26336,2488,9.45,12364,2259,3359,17,4538,573,2343,893,1428,500,696,276,13972,229,3400,27,5046,109,2470,60,1674,33,1382,0
"1900","37019",2010,82394,12943,15.71,39778,12319,8517,560,12592,2015,8773,3826,6805,3481,3091,2437,42616,624,8463,100,13652,314,10025,93,6572,61,3904,56
"1901","37021",2010,184343,21585,11.71,86723,20174,24903,909,32365,4906,14363,5534,8502,3962,6590,4863,97620,1411,25857,225,34109,751,16435,191,10125,143,11094,101
"1902","37023",2010,69954,6965,9.96,34431,6505,9798,181,12990,1406,5720,1940,3682,1564,2241,1414,35523,460,8245,53,13145,236,5991,78,4237,24,3905,69
"1903","37025",2010,123301,12744,10.34,58859,11920,17204,770,25471,3968,8415,2941,4639,2144,3130,2097,64442,824,18041,129,26466,521,9021,86,5644,37,5270,51
"1904","37027",2010,63189,5897,9.33,30709,5523,7709,240,12465,1456,5329,1481,3288,1244,1918,1102,32480,374,7549,57,12428,93,5528,108,3793,51,3182,65
"1905","37029",2010,6976,998,14.31,3364,832,838,0,1399,336,521,205,399,156,207,135,3612,166,779,32,1616,63,531,51,380,0,306,20
"1906","37031",2010,51644,8879,17.19,24856,8207,5695,571,8792,1783,5000,2631,3238,1631,2131,1591,26788,672,5662,162,9409,343,5285,57,3450,40,2982,70
"1907","37033",2010,18782,1495,7.96,9470,1419,2396,24,3835,308,1694,456,1004,286,541,345,9312,76,1919,0,3537,58,1729,10,1142,0,985,8
"1908","37035",2010,116033,12316,10.61,56059,11668,15582,805,22736,2478,9035,3658,5422,2413,3284,2314,59974,648,15512,102,22661,394,9645,37,6229,39,5927,76
"1909","37037",2010,47851,5153,10.77,22798,4883,5334,297,8907,828,3944,1210,2564,1151,2049,1397,25053,270,5366,68,9047,153,4586,16,2883,20,3171,13
"1910","37039",2010,21928,2951,13.46,10618,2894,2126,116,3480,371,2297,1029,1732,688,983,690,11310,57,2082,13,3624,38,2441,0,1767,6,1396,0
"1911","37041",2010,11547,1114,9.65,5462,1078,1441,34,1846,232,998,249,678,248,499,315,6085,36,1225,12,2117,0,1110,24,822,0,811,0
"1912","37043",2010,8484,1345,15.85,4111,1316,720,52,1399,131,921,412,652,360,419,361,4373,29,756,0,1352,10,970,19,683,0,612,0
"1913","37045",2010,74233,7611,10.25,34997,7125,9494,293,13725,1948,5913,1954,3597,1473,2268,1457,39236,486,10005,52,14348,302,6506,44,4469,32,3908,56
"1914","37047",2010,43194,4265,9.87,20933,3971,6049,208,7840,986,3605,1364,2229,646,1210,767,22261,294,5457,42,8077,144,3810,104,2741,0,2176,4
"1915","37049",2010,70263,13064,18.59,32299,11735,8786,1584,11410,3348,5533,2548,3883,2083,2687,2172,37964,1329,10630,536,12836,461,6151,199,4435,92,3912,41
"1916","37051",2010,201261,43099,21.41,85400,33516,27753,5032,32559,13102,13360,7341,7342,4865,4386,3176,115861,9583,40531,3002,43076,5360,15205,836,9666,240,7383,145
"1917","37053",2010,17366,2943,16.95,8452,2609,2089,209,3568,803,1504,795,854,481,437,321,8914,334,2068,81,3866,188,1517,34,862,31,601,0
"1918","37055",2010,26704,3610,13.52,13174,3421,3168,198,5231,649,2445,968,1451,889,879,717,13530,189,2947,35,5391,44,2664,59,1486,33,1042,18
"1919","37057",2010,121519,12254,10.08,58711,11757,15115,568,24303,2741,9581,3507,6136,2576,3576,2365,62808,497,15268,50,24643,198,10239,109,6801,49,5857,91
"1920","37059",2010,30795,3564,11.57,14748,3428,3211,105,6084,775,2724,1115,1663,735,1066,698,16047,136,3437,15,6259,58,2691,44,1853,0,1807,19
"1921","37061",2010,42186,3837,9.1,20424,3524,6222,241,7658,885,3345,991,1990,550,1209,857,21762,313,5907,40,7848,229,3406,14,2435,0,2166,30
"1922","37063",2010,199519,15489,7.76,93218,14148,37619,1008,33749,4563,11759,3799,5850,2175,4241,2603,106301,1341,40346,252,37046,789,14007,203,7309,65,7593,32
"1923","37065",2010,41910,3723,8.88,18690,3523,5186,220,7149,912,3292,1121,1868,710,1195,560,23220,200,5971,75,8634,92,3824,15,2475,15,2316,3
"1924","37067",2010,258927,25876,9.99,119850,24055,36876,1052,47102,6953,18103,6262,10148,4310,7621,5478,139077,1821,40794,318,51479,771,20932,525,12607,65,13265,142
"1925","37069",2010,43990,4381,9.96,21623,4098,6094,213,9111,1493,3421,1037,1916,697,1081,658,22367,283,5593,83,9059,144,3648,22,2203,13,1864,21
"1926","37071",2010,153525,16327,10.63,72784,15594,20480,918,30002,4349,11583,4446,6451,2847,4268,3034,80741,733,21055,103,31182,267,12893,132,8128,77,7483,154
"1927","37073",2010,9010,1077,11.95,4284,1000,863,51,1906,275,740,272,488,228,287,174,4726,77,1116,48,1854,29,803,0,509,0,444,0
"1928","37075",2010,6775,776,11.45,3284,743,789,0,1159,92,598,295,449,169,289,187,3491,33,693,0,1285,21,644,12,465,0,404,0
"1929","37077",2010,44664,4796,10.74,23738,4424,6968,179,10202,1693,3586,1204,1919,686,1063,662,20926,372,5096,44,8463,202,3385,102,2150,14,1832,10
"1930","37079",2010,16120,1626,10.09,8623,1571,2904,132,3433,560,1223,450,654,224,409,205,7497,55,1854,14,2821,0,1124,20,928,0,770,21
"1931","37081",2010,362885,34328,9.46,168931,31801,55424,1863,65238,9233,24618,8170,13669,5738,9982,6797,193954,2527,61731,473,70164,1479,28132,353,16810,99,17117,123
"1932","37083",2010,41947,3828,9.13,19617,3586,5244,118,7525,1035,3423,953,2016,678,1409,802,22330,242,5208,120,8072,82,3813,11,2527,22,2710,7
"1933","37085",2010,76086,10500,13.8,35501,9272,11478,1107,14164,3448,5111,2257,3040,1480,1708,980,40585,1228,13260,361,15010,736,5700,92,3548,36,3067,3
"1934","37087",2010,46945,6773,14.43,22239,6509,5022,282,7959,1447,3973,1771,3184,1517,2101,1492,24706,264,4929,52,8436,73,4483,66,3583,16,3275,57
"1935","37089",2010,82357,11888,14.43,39096,11199,8919,373,13493,1874,6761,2690,5289,2780,4634,3482,43261,689,8662,13,13855,320,7983,117,6424,64,6337,175
"1936","37091",2010,19039,1526,8.02,9217,1471,2796,61,3428,513,1517,397,908,194,568,306,9822,55,2487,0,3452,20,1608,14,1156,6,1119,15
"1937","37093",2010,28534,4301,15.07,13001,3665,4578,634,5189,1680,1925,710,834,382,475,259,15533,636,5571,279,6073,318,1997,32,1076,0,816,7
"1938","37095",2010,4600,506,11,2786,506,942,71,1073,169,334,88,283,108,154,70,1814,0,238,0,775,0,308,0,230,0,263,0
"1939","37097",2010,114610,11492,10.03,55265,10939,14997,542,23557,2918,8434,3162,5183,2131,3094,2186,59345,553,14767,154,24176,257,9111,86,6144,56,5147,0
"1940","37099",2010,32124,3179,9.9,15738,3087,6062,123,4727,489,2527,1003,1532,826,890,646,16386,92,5789,0,4745,63,2636,0,1816,0,1400,29
"1941","37101",2010,115704,11382,9.84,55968,10499,16505,727,24657,3647,8037,3125,4570,1757,2199,1243,59736,883,16386,102,25065,624,8983,97,5136,15,4166,45
"1942","37103",2010,7760,1059,13.65,3709,907,889,96,1368,211,683,291,490,148,279,161,4051,152,878,66,1491,62,726,9,499,15,457,0
"1943","37105",2010,41063,5023,12.23,19673,4678,5549,274,7923,1509,3082,1105,1858,953,1261,837,21390,345,5775,98,7884,179,3395,52,2251,7,2085,9
"1944","37107",2010,44674,5496,12.3,20564,5169,5455,304,7835,1485,3638,1535,2160,843,1476,1002,24110,327,5638,31,8804,168,4115,62,2878,34,2675,32
"1945","37109",2010,57549,6139,10.67,28239,5755,7005,457,12030,1474,4905,1663,2753,1214,1546,947,29310,384,6837,72,12075,209,5045,103,2982,0,2371,0
"1946","37111",2010,34621,3944,11.39,16999,3747,4574,218,6564,779,2768,1144,1916,726,1177,880,17622,197,4154,21,6436,96,3053,70,2077,0,1902,10
"1947","37113",2010,27081,4003,14.78,12927,3774,3030,217,4094,653,2455,885,1937,1037,1411,982,14154,229,2628,31,4366,158,2891,17,2225,0,2044,23
"1948","37115",2010,16448,1785,10.85,8026,1649,2133,7,2808,445,1500,438,953,348,632,411,8422,136,2042,35,2874,59,1547,18,1034,21,925,3
"1949","37117",2010,18889,1988,10.52,8622,1748,2058,196,3230,311,1690,605,1010,324,634,312,10267,240,2237,69,3670,151,1888,15,1282,0,1190,5
"1950","37119",2010,656464,54254,8.26,312068,49059,114478,4191,128518,15595,38548,12216,18430,8480,12094,8577,344396,5195,119184,1096,135873,2968,44203,653,23077,117,22059,361
"1951","37121",2010,12675,1058,8.35,6179,1016,1569,19,2129,201,1096,282,877,271,508,243,6496,42,1312,0,2224,0,1188,26,878,9,894,7
"1952","37123",2010,20762,2269,10.93,10068,2059,2785,87,3743,550,1781,740,1097,360,662,322,10694,210,2657,50,3823,88,1861,10,1195,27,1158,35
"1953","37125",2010,66365,9994,15.06,30760,9096,6662,387,10156,1561,5462,1862,4430,2130,4050,3156,35605,898,7018,166,11718,301,6280,144,5081,118,5508,169
"1954","37127",2010,71268,7499,10.52,33712,6955,9285,272,13516,2111,5841,2047,3105,1339,1965,1186,37556,544,9413,86,14266,289,6432,23,3784,32,3661,114
"1955","37129",2010,157052,17036,10.85,74628,16118,26326,1321,26095,3712,11120,4228,6615,3536,4472,3321,82424,918,26948,172,27455,418,12745,204,7819,73,7457,51
"1956","37131",2010,17259,1420,8.23,8099,1328,1924,45,2978,359,1545,318,1020,223,632,383,9160,92,1857,27,3111,25,1667,40,1245,0,1280,0
"1957","37133",2010,94495,21227,22.46,39776,17983,14400,4793,14183,6598,5721,3399,3511,1895,1961,1298,54719,3244,22815,1217,18340,1536,6402,279,4133,122,3029,90
"1958","37135",2010,102468,6444,6.29,47799,5865,18804,349,17097,1332,6774,1790,3132,1053,1992,1341,54669,579,21713,36,18547,359,7362,54,3741,68,3306,62
"1959","37137",2010,10693,1562,14.61,5530,1538,1191,47,1915,288,1077,389,856,441,491,373,5163,24,884,0,1712,5,1111,0,820,0,636,19
"1960","37139",2010,30041,4039,13.44,14193,3606,4836,344,5084,1234,2091,806,1233,586,949,636,15848,433,4972,78,5424,284,2353,51,1475,0,1624,20
"1961","37141",2010,38348,5121,13.35,18906,4810,4509,268,7642,1269,3355,1318,2099,968,1301,987,19442,311,4388,96,7468,139,3547,40,2275,36,1764,0
"1962","37143",2010,10394,1705,16.4,4933,1680,945,66,1808,423,911,446,831,415,438,330,5461,25,1125,4,1816,12,998,4,887,5,635,0
"1963","37145",2010,29681,3293,11.09,14090,3054,3551,230,5741,843,2464,880,1437,542,897,559,15591,239,3711,36,5901,138,2686,43,1712,0,1581,22
"1964","37147",2010,124548,10077,8.09,57212,9352,24350,1138,19123,2440,7351,2612,4003,1774,2385,1388,67336,725,28194,200,21400,383,8418,118,4736,9,4588,15
"1965","37149",2010,16361,2335,14.27,7742,2214,1434,138,2749,341,1488,603,1111,553,960,579,8619,121,1321,0,2862,90,1702,11,1195,3,1539,17
"1966","37151",2010,105291,11253,10.69,51220,10618,13512,800,21134,2714,8602,3155,4935,1943,3037,2006,54071,635,13663,150,20865,341,8834,127,5670,17,5039,0
"1967","37153",2010,34897,3783,10.84,16873,3539,5124,285,6223,1001,2800,943,1650,684,1076,626,18024,244,4672,25,6348,59,3128,160,1984,0,1892,0
"1968","37155",2010,95563,7816,8.18,45517,7398,15397,486,17156,2462,7142,2194,3782,1186,2040,1070,50046,418,15811,109,18175,236,7607,33,4577,21,3876,19
"1969","37157",2010,72103,7786,10.8,34022,7315,8223,268,13784,1912,5984,2107,3670,1574,2361,1454,38081,471,8600,73,14425,313,6358,28,4406,31,4292,26
"1970","37159",2010,103812,11584,11.16,50485,10791,14372,686,20004,2697,8028,3046,4679,2114,3402,2248,53327,793,14123,92,19580,474,8406,101,5549,47,5669,79
"1971","37161",2010,51679,5605,10.85,24589,5339,5940,240,9437,1081,4439,1589,2893,1269,1880,1160,27090,266,6144,16,9551,115,4802,91,3359,20,3234,24
"1972","37163",2010,46495,4543,9.77,22463,4253,6446,153,8803,1149,3679,1168,2180,1046,1355,737,24032,290,6354,27,8772,160,3838,65,2670,33,2398,5
"1973","37165",2010,26995,2795,10.35,12701,2590,3860,67,4768,851,2220,846,1186,476,667,350,14294,205,3926,37,5045,168,2480,0,1463,0,1380,0
"1974","37167",2010,46231,4519,9.77,22697,4317,6303,93,8817,1051,3714,1174,2372,868,1491,1131,23534,202,5893,10,8473,125,3922,3,2713,24,2533,40
"1975","37169",2010,36490,3377,9.25,17509,3250,4108,78,7351,1080,3012,755,1966,759,1072,578,18981,127,4106,0,7560,60,3150,2,2285,44,1880,21
"1976","37171",2010,55854,5495,9.84,26783,5243,6646,309,10650,880,4601,1667,2852,1053,2034,1334,29071,252,6509,82,10715,40,4895,41,3444,38,3508,51
"1977","37173",2010,10644,1175,11.04,5020,1070,1341,12,1791,260,845,282,598,248,445,268,5624,105,1354,0,2065,99,952,0,666,0,587,6
"1978","37175",2010,26936,4083,15.16,13069,3831,3053,45,4084,534,2305,964,2046,1067,1581,1221,13867,252,2588,35,4144,78,2644,15,2335,19,2156,105
"1979","37177",2010,3617,343,9.48,1944,338,594,20,791,84,313,125,136,63,110,46,1673,5,274,0,652,0,326,0,255,0,166,5
"1980","37179",2010,132558,12571,9.48,64463,11968,17736,758,30177,3693,8914,3563,5130,2252,2506,1702,68095,603,17763,118,30658,280,9638,114,5804,32,4232,59
"1981","37181",2010,33061,3272,9.9,15086,3049,4388,152,5787,872,2561,926,1487,607,863,492,17975,223,4709,65,6707,113,2943,36,1836,9,1780,0
"1982","37183",2010,627431,54158,8.63,300872,48864,105628,3823,128688,16955,37810,12536,17849,8333,10897,7217,326559,5294,108525,1123,135267,3027,42215,660,21398,261,19154,223
"1983","37185",2010,16463,1851,11.24,8301,1741,2155,140,2820,312,1650,540,1022,417,654,332,8162,110,1681,0,2660,95,1620,0,1114,0,1087,15
"1984","37187",2010,10071,1075,10.67,4597,942,1036,48,1650,244,956,188,569,223,386,239,5474,133,1089,79,2012,0,1021,24,678,0,674,30
"1985","37189",2010,42714,3040,7.12,21225,2939,10883,297,5044,372,2658,654,1625,910,1015,706,21489,101,10190,4,5252,69,2808,14,1692,11,1547,3
"1986","37191",2010,86670,12345,14.24,40539,10829,12072,1335,15775,3457,6489,2682,3874,1769,2329,1586,46131,1516,12930,644,16914,635,7273,154,4788,51,4226,32
"1987","37193",2010,53271,4802,9.01,25854,4647,6382,255,10267,1083,4447,1233,2934,1140,1824,936,27417,155,6505,44,9872,30,4731,61,3408,20,2901,0
"1988","37195",2010,59587,5704,9.57,27703,5362,7948,365,10672,1601,4675,1348,2684,1013,1724,1035,31884,342,8364,73,11676,181,5272,25,3318,47,3254,16
"1989","37197",2010,29096,2704,9.29,14057,2554,3497,164,5611,534,2325,891,1600,394,1024,571,15039,150,3481,6,5642,116,2511,4,1804,0,1601,24
"1990","37199",2010,14202,1298,9.14,6827,1199,1524,34,2431,138,1283,247,955,464,634,316,7375,99,1520,0,2489,4,1402,32,1030,7,934,56
"1991","38001",2010,1912,220,11.51,898,195,155,0,313,12,140,43,133,30,157,110,1014,25,174,17,321,7,134,0,144,0,241,1
"1992","38003",2010,8822,1098,12.45,4394,1063,1191,131,1493,142,763,277,493,232,454,281,4428,35,1011,6,1427,18,729,0,555,11,706,0
"1993","38005",2010,4390,413,9.41,2197,395,609,17,809,106,356,82,227,108,196,82,2193,18,618,0,780,3,354,6,212,6,229,3
"1994","38007",2010,697,121,17.36,342,117,52,2,141,14,75,51,45,26,29,24,355,4,66,4,156,0,51,0,42,0,40,0
"1995","38009",2010,5177,782,15.11,2599,724,542,37,894,148,521,222,332,151,310,166,2578,58,480,5,856,31,513,2,326,0,403,20
"1996","38011",2010,2448,217,8.86,1222,202,266,4,437,26,203,71,143,42,173,59,1226,15,183,3,436,6,213,0,157,0,237,6
"1997","38013",2010,1582,221,13.97,795,213,114,9,279,39,182,56,99,56,121,53,787,8,111,0,243,5,165,3,104,0,164,0
"1998","38015",2010,60654,6383,10.52,29507,5876,9757,455,10911,1320,4496,1798,2353,1089,1990,1214,31147,507,9283,134,11168,206,4560,69,2829,59,3307,39
"1999","38017",2010,112352,10287,9.16,56309,9445,24957,1267,18618,2354,6904,2653,3130,1514,2700,1657,56043,842,23029,265,18242,303,6798,111,3563,84,4411,79
"2000","38019",2010,3241,468,14.44,1664,450,283,0,570,94,383,169,187,48,241,139,1577,18,227,0,509,0,288,4,256,0,297,14
"2001","38021",2010,4041,511,12.65,1987,477,498,33,671,88,336,128,246,118,236,110,2054,34,451,0,630,24,293,0,268,10,412,0
"2002","38023",2010,1729,210,12.15,933,194,136,1,364,13,181,73,105,52,147,55,796,16,108,0,280,16,123,0,119,0,166,0
"2003","38025",2010,2686,302,11.24,1433,274,361,8,496,39,277,47,174,107,125,73,1253,28,227,4,463,3,241,0,142,8,180,13
"2004","38027",2010,1870,218,11.66,933,205,151,9,345,31,194,58,113,22,130,85,937,13,144,0,337,11,146,2,120,0,190,0
"2005","38029",2010,2826,340,12.03,1448,324,211,0,511,39,265,87,216,97,245,101,1378,16,156,0,460,13,240,0,221,0,301,3
"2006","38031",2010,2672,229,8.57,1295,223,287,14,484,19,187,55,144,57,193,78,1377,6,223,0,455,0,192,0,208,0,299,6
"2007","38033",2010,1187,140,11.79,591,140,122,0,219,10,101,26,58,46,91,58,596,0,91,0,238,0,92,0,57,0,118,0
"2008","38035",2010,52116,5716,10.97,26235,5190,12545,665,7642,1680,3290,1276,1518,771,1240,798,25881,526,11181,240,7691,233,3144,6,1753,10,2112,37
"2009","38037",2010,2022,273,13.5,1026,248,179,6,327,29,206,59,177,84,137,70,996,25,135,0,347,13,187,0,145,6,182,6
"2010","38039",2010,1959,300,15.31,978,282,144,4,329,43,247,79,138,80,120,76,981,18,125,0,283,3,191,0,135,0,247,15
"2011","38041",2010,2038,264,12.95,1008,264,174,10,338,58,221,82,147,45,128,69,1030,0,182,0,340,0,210,0,129,0,169,0
"2012","38043",2010,2005,225,11.22,989,217,194,12,325,55,220,62,106,31,144,57,1016,8,203,0,343,8,160,0,150,0,160,0
"2013","38045",2010,3334,306,9.18,1672,300,292,7,609,74,319,75,214,44,238,100,1662,6,235,0,566,2,263,0,254,2,344,2
"2014","38047",2010,1561,155,9.93,783,140,121,3,260,14,139,31,111,45,152,47,778,15,77,0,200,4,150,0,144,0,207,11
"2015","38049",2010,4186,596,14.24,2129,560,425,23,790,114,396,170,272,111,246,142,2057,36,364,0,748,17,344,13,257,0,344,6
"2016","38051",2010,2445,275,11.25,1181,261,178,8,419,37,160,51,193,51,231,114,1264,14,163,0,364,8,165,4,221,0,351,2
"2017","38053",2010,4414,379,8.59,2232,359,603,6,843,55,385,108,237,92,164,98,2182,20,560,12,792,0,369,8,230,0,231,0
"2018","38055",2010,7122,968,13.59,3605,918,618,25,1280,200,808,336,503,159,396,198,3517,50,547,17,1193,12,769,15,477,6,531,0
"2019","38057",2010,6519,672,10.31,3328,659,678,14,1421,92,634,274,347,183,248,96,3191,13,603,0,1307,13,573,0,327,0,381,0
"2020","38059",2010,20353,2278,11.19,10138,2135,2735,128,3878,417,1825,774,887,393,813,423,10215,143,2651,76,3686,43,1713,4,954,17,1211,3
"2021","38061",2010,5443,790,14.51,2909,657,961,97,997,178,454,147,281,113,216,122,2534,133,628,8,902,87,477,2,229,9,298,27
"2022","38063",2010,2555,502,19.65,1283,438,224,1,419,52,245,138,202,105,193,142,1272,64,164,0,407,58,225,0,203,6,273,0
"2023","38065",2010,1371,188,13.71,704,188,103,20,264,19,182,81,79,37,76,31,667,0,102,0,226,0,163,0,87,0,89,0
"2024","38067",2010,5869,733,12.49,2953,662,591,20,1065,135,606,200,325,120,366,187,2916,71,534,17,1069,13,477,0,335,8,501,33
