"","GEOID","year","totalP","totalP_hh","totalP_fhh","nonRel_fhh","nonRel_fhhP","totalP_nfhh","nonRel_nfhh","nonRel_nfhhP","groupQuar","groupQuarP"
"346","12053",2010,170337,167801,142324,4055,2.85,25477,4314,16.93,2536,1.49
"347","12055",2010,98807,97694,80872,2047,2.53,16822,3222,19.15,1113,1.13
"348","12057",2010,1200236,1181675,965413,26405,2.74,216262,49751,23,18561,1.55
"349","12059",2010,19992,18367,15373,413,2.69,2994,719,24.01,1625,8.13
"350","12061",2010,135518,134183,109353,2840,2.6,24830,4584,18.46,1335,0.99
"351","12063",2010,49334,38354,32043,538,1.68,6311,734,11.63,10980,22.26
"352","12065",2010,14583,13921,11899,255,2.14,2022,437,21.61,662,4.54
"353","12067",2010,8506,8026,6940,77,1.11,1086,417,38.4,480,5.64
"354","12069",2010,291671,288991,246139,4107,1.67,42852,7590,17.71,2680,0.92
"355","12071",2010,606165,598884,490741,13393,2.73,108143,25317,23.41,7281,1.2
"356","12073",2010,270409,256699,182857,4633,2.53,73842,24982,33.83,13710,5.07
"357","12075",2010,40415,39718,33710,915,2.71,6008,1139,18.96,697,1.72
"358","12077",2010,8230,6960,6109,232,3.8,851,287,33.73,1270,15.43
"359","12079",2010,19300,17255,15143,296,1.95,2112,289,13.68,2045,10.6
"360","12081",2010,318619,315291,256108,6762,2.64,59183,12430,21,3328,1.04
"361","12083",2010,326833,320653,269048,7330,2.72,51605,9152,17.73,6180,1.89
"362","12085",2010,144322,141293,114071,3131,2.74,27222,5273,19.37,3029,2.1
"363","12086",2010,2445374,2379278,2053783,62027,3.02,325495,69828,21.45,66096,2.7
"364","12087",2010,73065,72183,54301,2072,3.82,17882,5460,30.53,882,1.21
"365","12089",2010,71099,70329,61296,1422,2.32,9033,1854,20.52,770,1.08
"366","12091",2010,182076,176866,147075,3826,2.6,29791,6175,20.73,5210,2.86
"367","12093",2010,39883,38705,33681,1497,4.44,5024,1247,24.82,1178,2.95
"368","12095",2010,1116094,1096423,898290,25843,2.88,198133,57937,29.24,19671,1.76
"369","12097",2010,258531,255641,225681,6849,3.03,29960,7238,24.16,2890,1.12
"370","12099",2010,1299356,1281052,1025846,29068,2.83,255206,56905,22.3,18304,1.41
"371","12101",2010,456514,452394,375342,10127,2.7,77052,15823,20.54,4120,0.9
"372","12103",2010,918263,896944,681661,17264,2.53,215283,39586,18.39,21319,2.32
"373","12105",2010,590116,576965,492535,13634,2.77,84430,17963,21.28,13151,2.23
"374","12107",2010,74715,72524,60964,2018,3.31,11560,2045,17.69,2191,2.93
"375","12109",2010,180624,178223,150486,2609,1.73,27737,5754,20.74,2401,1.33
"376","12111",2010,269659,266254,226121,6383,2.82,40133,8708,21.7,3405,1.26
"377","12113",2010,147838,144450,126627,3073,2.43,17823,4074,22.86,3388,2.29
"378","12115",2010,376200,371766,291626,6484,2.22,80140,14913,18.61,4434,1.18
"379","12117",2010,417330,412986,347562,7354,2.12,65424,16161,24.7,4344,1.04
"380","12119",2010,85891,77077,63621,993,1.56,13456,2057,15.29,8814,10.26
"381","12121",2010,40675,39971,34701,1220,3.52,5270,743,14.1,704,1.73
"382","12123",2010,22000,20660,18057,458,2.54,2603,405,15.56,1340,6.09
"383","12125",2010,15375,12017,10427,74,0.71,1590,681,42.83,3358,21.84
"384","12127",2010,496053,480815,388661,11546,2.97,92154,18461,20.03,15238,3.07
"385","12129",2010,29368,26608,22864,270,1.18,3744,726,19.39,2760,9.4
"386","12131",2010,53366,50924,41626,1025,2.46,9298,1567,16.85,2442,4.58
"387","12133",2010,24125,22755,18922,614,3.24,3833,763,19.91,1370,5.68
"388","13001",2010,18050,17901,15353,297,1.93,2548,238,9.34,149,0.83
"389","13003",2010,8332,8332,7385,227,3.07,947,214,22.6,0,0
"390","13005",2010,10969,10472,9035,147,1.63,1437,241,16.77,497,4.53
"391","13007",2010,3657,3657,3200,72,2.25,457,40,8.75,0,0
"392","13009",2010,46905,40716,32244,720,2.23,8472,2520,29.75,6189,13.19
"393","13011",2010,17840,17840,15677,175,1.12,2163,438,20.25,0,0
"394","13013",2010,66359,66024,59200,1821,3.08,6824,994,14.57,335,0.5
"395","13015",2010,97423,96530,86228,1820,2.11,10302,1961,19.04,893,0.92
"396","13017",2010,17631,17234,14669,296,2.02,2565,442,17.23,397,2.25
"397","13019",2010,18708,17946,15239,186,1.22,2707,509,18.8,762,4.07
"398","13021",2010,154810,147831,121180,2529,2.09,26651,5392,20.23,6979,4.51
"399","13023",2010,12937,12334,10855,282,2.6,1479,182,12.31,603,4.66
"400","13025",2010,17650,17640,15430,350,2.27,2210,492,22.26,10,0.06
"401","13027",2010,16338,15753,13923,177,1.27,1830,175,9.56,585,3.58
"402","13029",2010,29039,29029,26005,536,2.06,3024,673,22.26,10,0.03
"403","13031",2010,67298,62386,45994,884,1.92,16392,6525,39.81,4912,7.3
"404","13033",2010,23083,22518,19682,357,1.81,2836,347,12.24,565,2.45
"405","13035",2010,23401,21267,19028,500,2.63,2239,365,16.3,2134,9.12
"406","13037",2010,6488,4690,4010,57,1.42,680,45,6.62,1798,27.71
"407","13039",2010,49293,48354,42286,1015,2.4,6068,1236,20.37,939,1.9
"408","13043",2010,10715,10387,9224,374,4.05,1163,221,19,328,3.06
"409","13045",2010,109227,106448,91368,2582,2.83,15080,3621,24.01,2779,2.54
"410","13047",2010,62951,62419,54930,1363,2.48,7489,996,13.3,532,0.85
"411","13049",2010,12310,11678,9726,408,4.19,1952,739,37.86,632,5.13
"412","13051",2010,256428,248668,198429,4046,2.04,50239,12166,24.22,7760,3.03
"413","13053",2010,11702,8590,7757,136,1.75,833,273,32.77,3112,26.59
"414","13055",2010,25985,24528,21351,313,1.47,3177,658,20.71,1457,5.61
"415","13057",2010,206283,205086,183648,2725,1.48,21438,4205,19.61,1197,0.58
"416","13059",2010,115070,105107,68410,1850,2.7,36697,15947,43.46,9963,8.66
"417","13061",2010,2981,2898,2484,60,2.42,414,31,7.49,83,2.78
"418","13063",2010,260156,254763,216635,6977,3.22,38128,9217,24.17,5393,2.07
"419","13065",2010,6841,6771,5760,136,2.36,1011,188,18.6,70,1.02
"420","13067",2010,677402,672148,566931,13472,2.38,105217,22634,21.51,5254,0.78
"421","13069",2010,41647,39138,34627,906,2.62,4511,648,14.36,2509,6.02
"422","13071",2010,44712,44094,39088,1489,3.81,5006,873,17.44,618,1.38
"423","13073",2010,117858,117188,106231,1727,1.63,10957,1837,16.77,670,0.57
"424","13075",2010,16976,16641,14245,334,2.34,2396,384,16.03,335,1.97
"425","13077",2010,121528,120773,108090,2018,1.87,12683,2370,18.69,755,0.62
"426","13079",2010,12821,12811,11267,242,2.15,1544,335,21.7,10,0.08
"427","13081",2010,23182,22837,19545,592,3.03,3292,515,15.64,345,1.49
"428","13083",2010,16595,15586,13851,190,1.37,1735,86,4.96,1009,6.08
"429","13085",2010,21758,21692,19037,542,2.85,2655,685,25.8,66,0.3
"430","13087",2010,27920,26872,22889,624,2.73,3983,500,12.55,1048,3.75
"431","13089",2010,685371,670285,528535,14580,2.76,141750,32954,23.25,15086,2.2
"432","13091",2010,21402,18974,15731,265,1.68,3243,422,13.01,2428,11.34
"433","13093",2010,14283,11683,9784,251,2.57,1899,204,10.74,2600,18.2
"434","13095",2010,94514,89658,74299,2276,3.06,15359,2316,15.08,4856,5.14
"435","13097",2010,127800,127194,112657,2788,2.47,14537,2807,19.31,606,0.47
"436","13099",2010,11286,11087,9639,84,0.87,1448,133,9.19,199,1.76
"437","13101",2010,3973,3973,3699,166,4.49,274,38,13.87,0,0
"438","13103",2010,50513,50206,45918,1030,2.24,4288,653,15.23,307,0.61
"439","13105",2010,20421,20280,17621,286,1.62,2659,417,15.68,141,0.69
"440","13107",2010,22348,21496,18654,491,2.63,2842,402,14.14,852,3.81
"441","13109",2010,10966,10459,8798,292,3.32,1661,347,20.89,507,4.62
"442","13111",2010,23337,23268,19537,127,0.65,3731,485,13,69,0.3
"443","13113",2010,105344,104736,95806,1125,1.17,8930,1086,12.16,608,0.58
"444","13115",2010,95810,91964,78689,1938,2.46,13275,2654,19.99,3846,4.01
"445","13117",2010,163885,163537,149234,2447,1.64,14303,3291,23.01,348,0.21
"446","13119",2010,22121,21766,18796,545,2.9,2970,401,13.5,355,1.6
"447","13121",2010,886982,855674,656457,13039,1.99,199217,41981,21.07,31308,3.53
"448","13123",2010,28076,27856,23003,661,2.87,4853,1136,23.41,220,0.78
"449","13125",2010,3007,2944,2608,27,1.04,336,31,9.23,63,2.1
"450","13127",2010,77632,76770,64408,1498,2.33,12362,2116,17.12,862,1.11
"451","13129",2010,54059,53297,46284,678,1.46,7013,1487,21.2,762,1.41
"452","13131",2010,24738,24696,21288,372,1.75,3408,545,15.99,42,0.17
"453","13133",2010,15844,15715,13584,117,0.86,2131,484,22.71,129,0.81
"454","13135",2010,778022,773327,688637,16798,2.44,84690,21032,24.83,4695,0.6
"455","13137",2010,42212,37907,33299,519,1.56,4608,595,12.91,4305,10.2
"456","13139",2010,175001,170486,151084,3961,2.62,19402,4401,22.68,4515,2.58
"457","13141",2010,9649,7944,6779,72,1.06,1165,21,1.8,1705,17.67
"458","13143",2010,28574,27867,24645,676,2.74,3222,334,10.37,707,2.47
"459","13145",2010,30807,30049,27595,526,1.91,2454,235,9.58,758,2.46
"460","13147",2010,25024,24253,21380,342,1.6,2873,188,6.54,771,3.08
"461","13149",2010,11720,11646,10297,163,1.58,1349,175,12.97,74,0.63
"462","13151",2010,193717,192867,173796,3509,2.02,19071,3550,18.61,850,0.44
"463","13153",2010,134880,132964,113979,2579,2.26,18985,3694,19.46,1916,1.42
"464","13155",2010,9642,8374,7427,183,2.46,947,82,8.66,1268,13.15
"465","13157",2010,58347,57001,50802,874,1.72,6199,1152,18.58,1346,2.31
"466","13159",2010,13695,13623,12095,250,2.07,1528,213,13.94,72,0.53
"467","13161",2010,14558,14346,12721,191,1.5,1625,212,13.05,212,1.46
"468","13163",2010,16919,16570,14344,188,1.31,2226,199,8.94,349,2.06
"469","13165",2010,8400,8333,7149,288,4.03,1184,118,9.97,67,0.8
"470","13167",2010,9967,8411,7212,152,2.11,1199,168,14.01,1556,15.61
"471","13169",2010,28292,27378,24412,211,0.86,2966,527,17.77,914,3.23
"472","13171",2010,17837,17166,14887,381,2.56,2279,404,17.73,671,3.76
"473","13173",2010,9404,9121,8465,150,1.77,656,65,9.91,283,3.01
"474","13175",2010,48034,46698,40443,922,2.28,6255,801,12.81,1336,2.78
"475","13177",2010,27998,26809,24223,315,1.3,2586,331,12.8,1189,4.25
"476","13179",2010,63854,62532,55389,1187,2.14,7143,1196,16.74,1322,2.07
"477","13181",2010,8111,7954,6881,102,1.48,1073,63,5.87,157,1.94
"478","13183",2010,13142,12873,10941,239,2.18,1932,555,28.73,269,2.05
"479","13185",2010,104916,100510,82150,2367,2.88,18360,5492,29.91,4406,4.2
"480","13187",2010,28875,27044,22444,771,3.44,4600,1132,24.61,1831,6.34
"481","13189",2010,21719,21362,18727,364,1.94,2635,218,8.27,357,1.64
"482","13191",2010,13817,13817,11659,167,1.43,2158,296,13.72,0,0
"483","13193",2010,14553,12838,10620,219,2.06,2218,458,20.65,1715,11.78
"484","13195",2010,27798,27569,24960,570,2.28,2609,484,18.55,229,0.82
"485","13197",2010,8403,8393,6990,261,3.73,1403,142,10.12,10,0.12
"486","13199",2010,22425,21832,18753,515,2.75,3079,503,16.34,593,2.64
"487","13201",2010,6128,5903,5136,80,1.56,767,1,0.13,225,3.67
"488","13205",2010,23697,22042,19046,208,1.09,2996,439,14.65,1655,6.98
"489","13207",2010,25864,24742,21944,634,2.89,2798,455,16.26,1122,4.34
"490","13209",2010,9138,8163,7029,82,1.17,1134,169,14.9,975,10.67
"491","13211",2010,17741,17299,15352,249,1.62,1947,286,14.69,442,2.49
"492","13213",2010,39925,39925,34990,628,1.79,4935,1013,20.53,0,0
"493","13215",2010,187629,172025,142583,2988,2.1,29442,4120,13.99,15604,8.32
"494","13217",2010,96833,95215,85387,1786,2.09,9828,1961,19.95,1618,1.67
"495","13219",2010,31508,31036,28401,337,1.19,2635,398,15.1,472,1.5
"496","13221",2010,14556,14546,12820,588,4.59,1726,261,15.12,10,0.07
"497","13223",2010,134875,134126,122176,2729,2.23,11950,2358,19.73,749,0.56
"498","13225",2010,26883,24495,21348,522,2.45,3147,523,16.62,2388,8.88
"499","13227",2010,29155,28825,25175,444,1.76,3650,584,16,330,1.13
"500","13229",2010,18205,18011,15848,215,1.36,2163,321,14.84,194,1.07
"501","13231",2010,17411,17248,15968,368,2.3,1280,216,16.88,163,0.94
"502","13233",2010,41095,40573,35869,1033,2.88,4704,824,17.52,522,1.27
"503","13235",2010,11632,10338,8822,265,3,1516,116,7.65,1294,11.12
"504","13237",2010,20925,20680,18025,196,1.09,2655,298,11.22,245,1.17
"505","13239",2010,2528,2528,2102,20,0.95,426,75,17.61,0,0
"506","13241",2010,16266,16131,12866,142,1.1,3265,616,18.87,135,0.83
"507","13243",2010,7724,7382,6327,126,1.99,1055,58,5.5,342,4.43
"508","13245",2010,198170,185894,152820,4347,2.84,33074,5601,16.93,12276,6.19
"509","13247",2010,83135,82593,72907,1786,2.45,9686,2174,22.44,542,0.65
"510","13249",2010,4755,4755,4121,61,1.48,634,76,11.99,0,0
"511","13251",2010,14799,14193,12363,214,1.73,1830,327,17.87,606,4.09
"512","13253",2010,8797,8648,7548,311,4.12,1100,175,15.91,149,1.69
"513","13255",2010,63304,62625,54055,1365,2.53,8570,1686,19.67,679,1.07
"514","13257",2010,25876,24825,21414,861,4.02,3411,598,17.53,1051,4.06
"515","13259",2010,5831,5693,4758,38,0.8,935,100,10.7,138,2.37
"516","13261",2010,32865,31924,26956,670,2.49,4968,866,17.43,941,2.86
"517","13263",2010,6920,6911,5974,102,1.71,937,116,12.38,9,0.13
"518","13265",2010,2041,2031,1740,37,2.13,291,32,11,10,0.49
"519","13267",2010,24263,21672,19079,498,2.61,2593,425,16.39,2591,10.68
"520","13269",2010,8875,8361,7401,151,2.04,960,53,5.52,514,5.79
"521","13271",2010,16052,13082,10457,157,1.5,2625,423,16.11,2970,18.5
"522","13273",2010,9647,8985,7852,125,1.59,1133,70,6.18,662,6.86
"523","13275",2010,44451,43527,36688,1073,2.92,6839,968,14.15,924,2.08
"524","13277",2010,39823,38668,33926,1001,2.95,4742,676,14.26,1155,2.9
"525","13279",2010,27151,26554,22578,424,1.88,3976,711,17.88,597,2.2
"526","13281",2010,10430,9530,7874,128,1.63,1656,85,5.13,900,8.63
"527","13283",2010,6835,6472,5681,48,0.84,791,5,0.63,363,5.31
"528","13285",2010,65652,63245,54956,939,1.71,8289,1447,17.46,2407,3.67
"529","13287",2010,9025,8393,7497,100,1.33,896,36,4.02,632,7
"530","13289",2010,9385,9333,7979,104,1.3,1354,268,19.79,52,0.55
"531","13291",2010,21083,20667,17773,153,0.86,2894,228,7.88,416,1.97
"532","13293",2010,27308,26971,23074,487,2.11,3897,736,18.89,337,1.23
"533","13295",2010,67845,66707,58635,1775,3.03,8072,869,10.77,1138,1.68
"534","13297",2010,81491,81003,73276,1688,2.3,7727,1135,14.69,488,0.6
"535","13299",2010,36006,33716,28571,452,1.58,5145,798,15.51,2290,6.36
"536","13301",2010,5936,5863,4991,106,2.12,872,98,11.24,73,1.23
"537","13303",2010,21112,19199,16790,315,1.88,2409,229,9.51,1913,9.06
"538","13305",2010,29705,27213,23795,340,1.43,3418,544,15.92,2492,8.39
"539","13307",2010,2727,2727,2302,35,1.52,425,44,10.35,0,0
"540","13309",2010,7093,4702,4113,44,1.07,589,103,17.49,2391,33.71
"541","13311",2010,26498,26216,22731,445,1.96,3485,199,5.71,282,1.06
"542","13313",2010,99910,98778,86789,2319,2.67,11989,2701,22.53,1132,1.13
"543","13315",2010,9041,7167,6194,153,2.47,973,91,9.35,1874,20.73
"544","13317",2010,10580,10443,8728,160,1.83,1715,211,12.3,137,1.29
"545","13319",2010,9685,9330,8149,143,1.75,1181,90,7.62,355,3.67
"546","13321",2010,21712,21569,19018,516,2.71,2551,299,11.72,143,0.66
"547","15001",2010,180362,175900,147230,6248,4.24,28670,7172,25.02,4462,2.47
"548","15003",2010,936984,902832,786792,26086,3.32,116040,26576,22.9,34152,3.64
"549","15005",2010,74,74,15,0,0,59,0,0,0,0
"550","15007",2010,65460,64659,56238,2070,3.68,8421,2040,24.23,801,1.22
"551","15009",2010,150711,148282,126250,5835,4.62,22032,5692,25.84,2429,1.61
"552","16001",2010,380718,371878,307708,5974,1.94,64170,16172,25.2,8840,2.32
"553","16003",2010,3942,3932,3379,92,2.72,553,74,13.38,10,0.25
"554","16005",2010,80701,79090,66355,1315,1.98,12735,3130,24.58,1611,2
"555","16007",2010,6026,6026,5376,16,0.3,650,71,10.92,0,0
"556","16009",2010,9302,9184,8051,175,2.17,1133,143,12.62,118,1.27
"557","16011",2010,44496,44080,40255,516,1.28,3825,567,14.82,416,0.93
"558","16013",2010,21329,20859,16751,289,1.73,4108,757,18.43,470,2.2
"559","16015",2010,7122,6970,5940,112,1.89,1030,117,11.36,152,2.13
"560","16017",2010,40711,40152,33282,610,1.83,6870,1028,14.96,559,1.37
"561","16019",2010,100213,99420,87995,1542,1.75,11425,2339,20.47,793,0.79
"562","16021",2010,10792,10781,9252,479,5.18,1529,255,16.68,11,0.1
"563","16023",2010,2842,2776,2348,40,1.7,428,78,18.22,66,2.32
"564","16025",2010,1216,1216,1082,72,6.65,134,48,35.82,0,0
"565","16027",2010,182723,179069,158691,4209,2.65,20378,4739,23.26,3654,2
"566","16029",2010,6900,6838,6142,129,2.1,696,58,8.33,62,0.9
"567","16031",2010,22109,21806,19639,258,1.31,2167,292,13.47,303,1.37
"568","16033",2010,857,857,781,30,3.84,76,5,6.58,0,0
"569","16035",2010,8766,8044,6703,164,2.45,1341,182,13.57,722,8.24
"570","16037",2010,4277,4277,3440,52,1.51,837,78,9.32,0,0
"571","16039",2010,26669,26147,23315,382,1.64,2832,550,19.42,522,1.96
"572","16041",2010,12497,12497,11657,100,0.86,840,61,7.26,0,0
"573","16043",2010,13062,12987,11760,89,0.76,1227,137,11.17,75,0.57
"574","16045",2010,16778,16652,14308,285,1.99,2344,468,19.97,126,0.75
"575","16047",2010,15140,14955,12897,298,2.31,2058,339,16.47,185,1.22
"576","16049",2010,15947,15285,12741,319,2.5,2544,432,16.98,662,4.15
"577","16051",2010,24523,24415,22855,285,1.25,1560,274,17.56,108,0.44
"578","16053",2010,21282,21282,18690,305,1.63,2592,594,22.92,0,0
"579","16055",2010,134851,133750,112571,2852,2.53,21179,4517,21.33,1101,0.82
"580","16057",2010,36645,33130,24721,695,2.81,8409,2335,27.77,3515,9.59
"581","16059",2010,7861,7852,6368,315,4.95,1484,204,13.75,9,0.11
"582","16061",2010,3761,3751,2923,99,3.39,828,158,19.08,10,0.27
"583","16063",2010,5021,4906,4287,161,3.76,619,103,16.64,115,2.29
"584","16065",2010,36413,34451,26559,533,2.01,7892,5465,69.25,1962,5.39
"585","16067",2010,19524,19303,17355,611,3.52,1948,246,12.63,221,1.13
"586","16069",2010,38886,38258,31102,855,2.75,7156,1352,18.89,628,1.61
"587","16071",2010,4212,4202,3729,68,1.82,473,53,11.21,10,0.24
"588","16073",2010,11389,11283,10037,319,3.18,1246,249,19.98,106,0.93
"589","16075",2010,22451,22451,20001,472,2.36,2450,326,13.31,0,0
"590","16077",2010,7633,7510,6979,130,1.86,531,34,6.4,123,1.61
"591","16079",2010,12917,12727,10212,550,5.39,2515,341,13.56,190,1.47
"592","16081",2010,9413,9342,7886,241,3.06,1456,280,19.23,71,0.75
"593","16083",2010,74929,73777,63277,1472,2.33,10500,2182,20.78,1152,1.54
"594","16085",2010,9846,9797,8164,126,1.54,1633,237,14.51,49,0.5
"595","16087",2010,10105,9973,8675,135,1.56,1298,170,13.1,132,1.31
"596","17001",2010,67030,64689,53330,1130,2.12,11359,1868,16.45,2341,3.49
"597","17003",2010,8449,7902,6582,139,2.11,1320,47,3.56,547,6.47
"598","17005",2010,17904,17403,14855,449,3.02,2548,750,29.43,501,2.8
"599","17007",2010,53567,53338,48240,1200,2.49,5098,1000,19.62,229,0.43
"600","17009",2010,6897,4631,3836,79,2.06,795,64,8.05,2266,32.85
"601","17011",2010,35083,34716,29277,606,2.07,5439,752,13.83,367,1.05
"602","17013",2010,5118,5015,4137,50,1.21,878,163,18.56,103,2.01
"603","17015",2010,15615,15285,12864,387,3.01,2421,216,8.92,330,2.11
"604","17017",2010,13648,13158,11153,398,3.57,2005,442,22.04,490,3.59
"605","17019",2010,197867,180723,129746,3663,2.82,50977,16249,31.88,17144,8.66
"606","17021",2010,34936,33038,27140,623,2.3,5898,1002,16.99,1898,5.43
"607","17023",2010,16545,16089,13702,387,2.82,2387,281,11.77,456,2.76
"608","17025",2010,13927,13765,11234,395,3.52,2531,390,15.41,162,1.16
"609","17027",2010,37395,34570,29871,694,2.32,4699,700,14.9,2825,7.55
"610","17029",2010,53568,45562,34502,844,2.45,11060,2348,21.23,8006,14.95
"611","17031",2010,5172848,5089453,4184645,97623,2.33,904808,171748,18.98,83395,1.61
"612","17033",2010,19864,19306,16471,533,3.24,2835,253,8.92,558,2.81
"613","17035",2010,11073,11063,9695,309,3.19,1368,145,10.6,10,0.09
"614","17037",2010,104026,95445,74495,1466,1.97,20950,6705,32,8581,8.25
"615","17039",2010,16672,16672,14008,289,2.06,2664,506,18.99,0,0
"616","17041",2010,20012,19729,17149,336,1.96,2580,369,14.3,283,1.41
"617","17043",2010,911481,897835,781776,12697,1.62,116059,18435,15.88,13646,1.5
"618","17045",2010,18776,18270,15159,504,3.32,3111,334,10.74,506,2.69
"619","17047",2010,6707,6561,5530,19,0.34,1031,47,4.56,146,2.18
"620","17049",2010,34232,33906,28713,563,1.96,5193,797,15.35,326,0.95
"621","17051",2010,22007,21781,18515,493,2.66,3266,653,19.99,226,1.03
"622","17053",2010,14113,13397,11273,239,2.12,2124,199,9.37,716,5.07
"623","17055",2010,39528,39066,32484,926,2.85,6582,927,14.08,462,1.17
"624","17057",2010,37205,34367,28351,564,1.99,6016,1147,19.07,2838,7.63
"625","17059",2010,5773,5708,4752,122,2.57,956,192,20.08,65,1.13
"626","17061",2010,13983,13799,11718,250,2.13,2081,222,10.67,184,1.32
"627","17063",2010,48744,48599,42412,859,2.03,6187,1204,19.46,145,0.3
"628","17065",2010,8453,8361,7326,204,2.78,1035,42,4.06,92,1.09
"629","17067",2010,19227,19053,16032,308,1.92,3021,432,14.3,174,0.9
"630","17069",2010,4402,4261,3423,117,3.42,838,79,9.43,141,3.2
"631","17071",2010,7462,7385,6082,117,1.92,1303,179,13.74,77,1.03
"632","17073",2010,50477,49771,42255,749,1.77,7516,1215,16.17,706,1.4
"633","17075",2010,30068,28556,24586,498,2.03,3970,564,14.21,1512,5.03
"634","17077",2010,59864,54485,37328,947,2.54,17157,5540,32.29,5379,8.99
"635","17079",2010,9752,9612,8334,238,2.86,1278,117,9.15,140,1.44
"636","17081",2010,39202,36805,30750,774,2.52,6055,940,15.52,2397,6.11
"637","17083",2010,22932,22187,19398,491,2.53,2789,403,14.45,745,3.25
"638","17085",2010,22728,22426,18481,369,2,3945,666,16.88,302,1.33
