G_COUNTYFP,COUNTYFP,countyArea,parkArea,cover
G09003,09003,1941091799.12277,301065567.092007,0.155101148347578
G09005,09005,2442490638.76619,293674757.735708,0.120235776168238
G09007,09007,997464138.151592,254936222.575688,0.255584349175813
G09009,09009,1605494284.10815,185007513.872502,0.115233990991923
G09011,09011,1805190864.57857,271973480.901436,0.150661897441482
G09013,09013,1078690328.90324,180996078.651821,0.167792436626227
G09015,09015,1348015704.19112,261234207.345433,0.193791664691463
G10001,10001,1547409179.955,217108383.41195,0.140304443210208
G10003,10003,1125158693.75439,114897687.075384,0.10211687268042
G10005,10005,2532353767.69103,507124932.770405,0.20025832853235
G11001,11001,176787002.190356,25548615.9791448,0.144516370901721
G12001,12001,2512303505.09706,457488274.468106,0.182099126773471
G12003,12003,1526422951.21365,130269180.35412,0.0853427814686245
G12005,12005,2288022465.16064,30223751.9586677,0.0132095520996319
G12007,12007,779174473.000265,32979991.0913617,0.0423268372285992
G12009,12009,3358716596.19504,1152597628.00491,0.343166085912293
G12011,12011,3179483532.7039,1963896976.16861,0.617677983222159
G12013,12013,1489457894.15232,4006038.71025988,0.00268959513792754
G12015,12015,1937432097.52364,717429411.329926,0.370299125449052
G12017,12017,1712544799.68926,515420684.613988,0.300967708819945
G12019,12019,1668659601.93773,475812851.406237,0.285146743442281
G12021,12021,5459480355.65809,3768231354.3971,0.690217952793214
G12023,12023,2077708191.21363,41114698.0930151,0.0197884853449989
G12027,12027,1657430648.2063,200305628.398165,0.120853097904844
G12029,12029,1867305525.33919,346301082.752217,0.185454966020792
G12031,12031,2202583369.56809,642108837.048836,0.291525326995795
G12033,12033,1934335992.42898,257218409.824452,0.132975041994364
G12035,12035,1315824245.38021,152656890.848814,0.116016171145032
G12037,12037,1470741266.48694,1081733054.86556,0.735501940085914
G12039,12039,1370449524.24718,60123029.6528094,0.0438710281473785
G12041,12041,920965730.143923,34151944.1350487,0.0370827523948276
G12043,12043,2560663340.53557,310415904.878577,0.121224801388242
G12045,12045,1478611609.36475,181786395.868629,0.122943979823566
G12047,12047,1345372270.96544,13684082.6614622,0.0101712239480322
G12049,12049,1655684473.08209,155103.861830709,9.36796016103117e-5
G12051,12051,3087224724.11324,375648054.654391,0.121678234733071
G12053,12053,1292986448.3633,284816341.457812,0.220277901457003
G12055,12055,2870300750.28612,253665201.632063,0.0883758266818474
G12057,12057,2813079052.70484,267902387.613616,0.0952345748534945
G12059,12059,1267921777.61244,251801.312393278,1.98593727814529e-4
G12061,12061,1401560749.72686,335357191.484684,0.23927410320961
G12063,12063,2474820287.17295,75398839.3148163,0.0304663897033697
G12065,12065,1588824157.23252,478326414.814361,0.301056861854071
G12067,12067,1420458703.0445,223989060.969033,0.157687837378836
G12069,12069,2999826470.45317,839712339.066222,0.27992030450327
G12071,12071,2305827066.54845,300883160.95751,0.130488172908776
G12073,12073,1819482803.30667,544220310.435842,0.299107147067723
G12075,12075,3000427354.90547,696906662.544622,0.232269133730311
G12077,12077,2185644193.87563,1268251052.90689,0.580264187766996
G12079,12079,1856057904.381,36559186.8573853,0.0196972232229888
G12081,12081,2064213409.51202,71267849.0913062,0.0345254268589185
G12083,12083,4311891172.09704,1623118441.74133,0.376428434058075
G12085,12085,1759742338.27743,246084878.770065,0.139841426450507
G12086,12086,5240703864.16999,3153895604.58529,0.601807636212392
G12087,12087,3571852907.15061,3540260256.92399,0.991155108833464
G12089,12089,1737184896.15414,78912715.1296007,0.045425628155242
G12091,12091,2578900380.48207,574380187.396102,0.222722906143716
G12093,12093,2312668117.64643,342619295.537694,0.148148925011502
G12095,12095,2601622306.17983,390680433.793378,0.150168005888236
G12097,12097,3907077948.19263,735980320.053685,0.188371035800333
G12099,12099,5776655225.65664,1658127961.04848,0.28703945384935
G12101,12101,1994939230.12314,418814965.314142,0.209938708402807
G12103,12103,851789173.071137,56274030.0347819,0.0660656789424608
G12105,12105,5215098345.70266,592289835.107051,0.113572131500667
G12107,12107,2144261218.88241,324561033.92005,0.15136263765905
G12109,12109,1746225062.57886,298161498.380816,0.170746317167436
G12111,12111,1586430547.68878,7861468.86896786,0.00495544471229515
G12113,12113,2977002204.49436,746582767.222209,0.250783410941079
G12115,12115,1571026667.88806,401273155.192278,0.255420969862792
G12117,12117,895671212.563843,124433682.488408,0.138927857391128
G12119,12119,1504177134.90373,460741204.2382,0.306307810128818
G12121,12121,1794871472.46372,37387945.8159612,0.0208304306963222
G12123,12123,2731575718.1605,370859819.011954,0.135767724301525
G12125,12125,647781102.686708,36124692.5395828,0.0557668205968863
G12127,12127,3283631316.54965,902312425.651264,0.274791028183819
G12129,12129,1634879881.53507,1031449107.01202,0.630902073394861
G12131,12131,2976030116.88818,130886604.08873,0.0439802686625998
G12133,12133,1596950046.87376,6568049.34371079,0.0041128708794421
G13001,13001,1327401303.89463,6262594.07739588,0.00471793575840349
G13003,13003,893803334.931271,172960.317441093,1.93510485675681e-4
G13005,13005,740805512.469548,206657.360353447,2.78963043437047e-4
G13007,13007,905446988.355076,21614462.2256834,0.0238715932613022
G13009,13009,695313676.259505,4736108.57608663,0.00681147047411019
G13011,13011,605825915.942344,4157207.22830826,0.00686204917767812
G13013,13013,422039150.777121,118021892.027737,0.279646785873818
G13015,13015,1217897807.14768,154904901.488405,0.127190393626862
G13017,13017,658197663.623556,2708306.80779553,0.00411473172494349
G13019,13019,1186531820.87366,338581.035128168,2.85353522907515e-4
G13021,13021,660526429.939567,19484721.9675283,0.0294987771637102
G13023,13023,567678238.97921,276927.876961746,4.8782542283057e-4
G13025,13025,1159413410.25647,21516518.9883898,0.0185581077448726
G13027,13027,1290255661.50324,1189065.12406542,9.21573266092145e-4
G13029,13029,1172850115.21127,6765735.22915734,0.00576862733047405
G13031,13031,1784581501.37073,12596728.2178361,0.00705864551894134
G13033,13033,2162861477.26545,39937591.6838485,0.018465163906078
G13035,13035,487136951.923942,6457348.49481254,0.0132557147826896
G13037,13037,735297564.809737,27663171.5962447,0.037621736994876
G13039,13039,1777837704.38534,38194304.0764943,0.0214835718593893
G13043,13043,644856688.479475,667149.526576723,0.00103457022078783
G13045,13045,1305303183.45451,4595780.57417234,0.00352085295770866
G13047,13047,420850852.754858,2421479.67117704,0.00575377156854076
G13049,13049,2032517622.62833,1585104493.95745,0.779872447997615
G13051,13051,1277948892.32932,54337689.5681657,0.0425194543336739
G13053,13053,650558587.689252,94349.5383820858,1.45028503454562e-4
G13055,13055,812252700.269171,102249962.633494,0.125884423159947
G13057,13057,1125396012.78381,226818551.951003,0.20154554430128
G13059,13059,313602725.212824,25349206.3431912,0.080832225950805
G13061,13061,563090631.488835,865286.98127403,0.0015366744408199
G13063,13063,374063255.680887,43829954.2595344,0.117172573338574
G13065,13065,2136890578.93264,118960611.705317,0.0556699593690646
G13067,13067,892642350.41721,73326880.8152102,0.0821458681418578
G13069,13069,1561625473.25022,764892.776669598,4.89805519807268e-4
G13071,13071,1442613606.14001,9130765.53393759,0.00632932165278041
G13073,13073,796939109.011862,10200410.0002473,0.0127994847848476
G13075,13075,604610718.10066,8595965.49431025,0.0142173554602436
G13077,13077,1155153732.14215,28048298.8358044,0.0242810095793836
G13079,13079,846162637.964068,16029.9836811098,1.89443293309182e-5
G13081,13081,728628502.230325,427896.713053829,5.87263209912927e-4
G13083,13083,451024231.66047,2508613.94212561,0.00556203805921915
G13085,13085,555444308.24427,71716171.1541615,0.1291149627239
G13087,13087,1615423602.76206,74999169.39118,0.0464269367260365
G13089,13089,702572673.766585,102167538.244441,0.145419174498643
G13091,13091,1303979270.66085,372100.73659844,2.85357861869891e-4
G13093,13093,1029545953.10005,522777.734757091,5.07775037319087e-4
G13095,13095,867793640.50069,59784962.2003274,0.0688930632930582
G13097,13097,520949167.678838,130006714.311992,0.249557389430633
G13099,13099,1338360741.50916,416350.919902143,3.11090206839644e-4
G13101,13101,1091362116.09946,46699.5149037695,4.27901190767682e-5
G13103,13103,1251898120.14526,5565754.82592436,0.00444585285045283
G13105,13105,969263018.689494,3177922.12314756,0.00327869944676556
G13107,13107,1788544763.33613,389554.861817091,2.1780548622695e-4
G13109,13109,484261130.184804,17854899.7451398,0.0368703962226454
G13111,13111,1015879922.56103,304935914.41369,0.300169249968979
G13113,13113,516380790.819593,88854070.8910564,0.172070829261538
G13115,13115,1343182216.65907,41647512.1451186,0.0310065988281989
