G_COUNTYFP,COUNTYFP,year,unempP,povP,pciE
G48379,48379,2018,5.1,11.1,26165
G48381,48381,2018,3.3,8.7,33814
G48383,48383,2018,4.4,14.8,25397
G48385,48385,2018,1.1,22.8,21109
G48387,48387,2018,7.8,18.4,21666
G48389,48389,2018,7.2,11.6,20876
G48391,48391,2018,9.5,18.4,23810
G48393,48393,2018,1.3,12.2,31632
G48395,48395,2018,6.4,12.6,25465
G48397,48397,2018,4.3,5.7,39295
G48399,48399,2018,2.7,14.2,23042
G48401,48401,2018,6.2,12.8,24842
G48403,48403,2018,7.2,21.4,23450
G48405,48405,2018,9.4,24,23261
G48407,48407,2018,7.1,14.9,21808
G48409,48409,2018,4.8,16.4,25281
G48411,48411,2018,3.1,15.1,24307
G48413,48413,2018,9.2,14.8,25128
G48415,48415,2018,4.2,14,24508
G48417,48417,2018,8.1,14.8,23855
G48419,48419,2018,7.2,23.3,20969
G48421,48421,2018,0.9,15.2,26335
G48423,48423,2018,6.2,16.4,27141
G48425,48425,2018,1.9,24.7,26523
G48427,48427,2018,14.3,35.3,14122
G48429,48429,2018,6.8,22.6,24405
G48431,48431,2018,1.5,3.5,28997
G48433,48433,2018,2.3,13.2,28746
G48435,48435,2018,5.6,8.3,29360
G48437,48437,2018,6.5,22.1,19258
G48439,48439,2018,5,12.9,32092
G48441,48441,2018,4.3,15.6,26469
G48443,48443,2018,9.5,15,23852
G48445,48445,2018,10.2,15.7,20127
G48447,48447,2018,5.4,14.7,28895
G48449,48449,2018,6.1,19.1,20633
G48451,48451,2018,4,13.5,28444
G48453,48453,2018,4,13.1,41049
G48455,48455,2018,8.4,16.1,22265
G48457,48457,2018,9.8,14.9,20439
G48459,48459,2018,7.4,13.3,24458
G48461,48461,2018,1.8,19.2,26183
G48463,48463,2018,5.6,17,19092
G48465,48465,2018,5.7,19.9,20881
G48467,48467,2018,5.1,14.4,26151
G48469,48469,2018,5.5,15.2,28576
G48471,48471,2018,3.4,24.1,17789
G48473,48473,2018,6.1,16.9,24495
G48475,48475,2018,6.3,13,26570
G48477,48477,2018,6,13.9,29604
G48479,48479,2018,5.2,30.1,17326
G48481,48481,2018,5.2,17.5,26281
G48483,48483,2018,4.3,18.1,26844
G48485,48485,2018,5.3,18.4,23921
G48487,48487,2018,3.9,17.5,24078
G48489,48489,2018,15.5,33,14207
G48491,48491,2018,4.6,6.7,35825
G48493,48493,2018,6.1,10.5,30935
G48495,48495,2018,4.3,16.5,24217
G48497,48497,2018,5.1,12.5,28781
G48499,48499,2018,6.2,14.2,27841
G48501,48501,2018,6,9,26519
G48503,48503,2018,3.1,12.1,25855
G48505,48505,2018,11,39.5,17228
G48507,48507,2018,8.4,34.8,13350
G49001,49001,2018,4.2,8.2,22558
G49003,49003,2018,4.2,9.3,23998
G49005,49005,2018,2.8,15.2,22666
G49007,49007,2018,5.5,15.8,23473
G49009,49009,2018,1.2,4.7,27698
G49011,49011,2018,3.2,5.5,29703
G49013,49013,2018,6.6,13.3,23945
G49015,49015,2018,4.2,12.8,22505
G49017,49017,2018,3.9,17.8,24055
G49019,49019,2018,5.5,8.4,24593
G49021,49021,2018,5.1,19.6,20861
G49023,49023,2018,3.1,11.4,22498
G49025,49025,2018,2.9,12.8,25746
G49027,49027,2018,3.2,11.4,25847
G49029,49029,2018,2.8,3,31936
G49031,49031,2018,3.5,17.1,16932
G49033,49033,2018,0,15.9,21465
G49035,49035,2018,3.8,9.8,31648
G49037,49037,2018,8.3,26.6,18128
G49039,49039,2018,7.2,16.5,17980
G49041,49041,2018,5.5,13.4,22349
G49043,49043,2018,1.8,6.5,53950
G49045,49045,2018,6.3,6.7,25076
G49047,49047,2018,6.9,11.9,25610
G49049,49049,2018,3.8,11.2,24528
G49051,49051,2018,1.1,7.2,32805
G49053,49053,2018,4.4,12.4,26601
G49055,49055,2018,1.1,8.5,22920
G49057,49057,2018,4.3,11.3,26492
G50001,50001,2018,4.3,7.7,33120
G50003,50003,2018,4.3,11.3,31896
G50005,50005,2018,3.7,12.3,28085
G50007,50007,2018,3.7,11.8,37507
G50009,50009,2018,4.5,14.6,24163
G50011,50011,2018,4.2,7.7,30692
G50013,50013,2018,4.7,7.6,40464
G50015,50015,2018,4.1,14.5,33247
G50017,50017,2018,4.5,10.8,30836
G50019,50019,2018,4.5,14,26657
G50021,50021,2018,3.8,10.7,30109
G50023,50023,2018,3.5,11.4,34033
G50025,50025,2018,5.4,13.4,31563
G50027,50027,2018,4.1,10,35152
G51001,51001,2018,4.2,19.9,24355
G51003,51003,2018,2.9,9.8,42085
G51005,51005,2018,5.6,20.2,26918
G51007,51007,2018,2.8,13.4,29114
G51009,51009,2018,6.1,13.9,24343
G51011,51011,2018,3.8,13.5,26890
G51013,51013,2018,2.9,7.2,69051
G51015,51015,2018,3.6,9.2,29366
G51017,51017,2018,8.8,11.3,29127
G51019,51019,2018,4,9.1,31796
G51021,51021,2018,7.1,8.4,24275
G51023,51023,2018,3.9,8,33983
G51025,51025,2018,7.1,21.4,20657
G51027,51027,2018,8.1,27.7,18865
G51029,51029,2018,6.9,17.1,19734
G51031,51031,2018,3.7,11.8,27842
G51033,51033,2018,5.4,8.3,31536
G51035,51035,2018,3.5,15,24868
G51036,51036,2018,5,13.1,37059
G51037,51037,2018,5.8,24.1,20585
G51041,51041,2018,4.9,7.1,36641
G51043,51043,2018,3.8,10,39946
G51045,51045,2018,1.4,8.5,28686
G51047,51047,2018,5.3,8.2,30812
G51049,51049,2018,7,19.4,25177
G51051,51051,2018,5.6,24.3,22924
G51053,51053,2018,7,12.8,27106
G51057,51057,2018,5.1,13.7,26603
G51059,51059,2018,4.2,6.2,54725
G51061,51061,2018,3.4,6.1,44724
G51063,51063,2018,2.4,11.4,26134
G51065,51065,2018,5.2,4.9,39900
G51067,51067,2018,5,16.4,28866
G51069,51069,2018,3.7,6.2,33961
G51071,51071,2018,4.6,11.3,26459
G51073,51073,2018,2.9,8.5,33295
G51075,51075,2018,3.2,5.3,47806
G51077,51077,2018,6.5,20.6,20930
G51079,51079,2018,5,6,32565
G51081,51081,2018,6.6,16.7,17500
G51083,51083,2018,4.2,15.1,22716
G51085,51085,2018,3,5.6,39604
G51087,51087,2018,5.3,10,37999
G51089,51089,2018,8.3,20.3,21501
G51091,51091,2018,0.6,12.3,30967
G51093,51093,2018,7.9,10,35344
G51095,51095,2018,4,7.8,43815
G51097,51097,2018,5.9,16.5,27306
G51099,51099,2018,4,5.7,37316
G51101,51101,2018,3,10.1,32809
G51103,51103,2018,3.4,9.2,37196
G51105,51105,2018,10.3,24,18750
G51107,51107,2018,3.5,3.7,53408
G51109,51109,2018,6.3,12.3,31284
G51111,51111,2018,4.4,17.9,18677
G51113,51113,2018,5.5,8.3,30351
G51115,51115,2018,2.7,10.8,39119
G51117,51117,2018,4.3,18.9,23943
G51119,51119,2018,4.4,8.4,29707
G51121,51121,2018,4.7,24.3,28920
G51125,51125,2018,3.9,12.4,36002
G51127,51127,2018,4.5,4.8,36458
G51131,51131,2018,3.1,19.1,26467
G51133,51133,2018,6.4,13.9,34006
G51135,51135,2018,3.7,20.2,23109
G51137,51137,2018,5.8,8.6,31362
G51139,51139,2018,6.5,18.3,25021
G51141,51141,2018,5.7,18.7,23016
G51143,51143,2018,6.2,15.6,24443
G51145,51145,2018,2.4,5.3,35641
G51147,51147,2018,6.4,19.9,21216
G51149,51149,2018,7.4,9.3,28873
G51153,51153,2018,4.7,6.8,39262
G51155,51155,2018,6.1,13.4,26609
G51157,51157,2018,3.9,8.9,37733
G51159,51159,2018,1.9,14.2,22105
G51161,51161,2018,3.7,7.4,34901
G51163,51163,2018,5.9,13.8,31594
G51165,51165,2018,3.7,9.5,30138
G51167,51167,2018,6.8,19.5,21754
G51169,51169,2018,5.6,18.6,21157
G51171,51171,2018,4.9,10.8,28064
G51173,51173,2018,5.8,19.2,22297
G51175,51175,2018,4.3,10.2,25643
G51177,51177,2018,5.3,8,35794
G51179,51179,2018,4,4.5,40850
G51181,51181,2018,7.2,12.7,28688
G51183,51183,2018,8.7,17.5,18363
G51185,51185,2018,7.6,16.1,23366
G51187,51187,2018,6.1,10.4,31007
G51191,51191,2018,5.9,15,26085
G51193,51193,2018,7.7,12,32637
G51195,51195,2018,9.2,22,21828
G51197,51197,2018,6.6,15.6,26513
G51199,51199,2018,6,4.7,39071
G51510,51510,2018,3.3,10.6,59239
G51520,51520,2018,5.9,22.7,22900
G51530,51530,2018,2.4,20.1,19744
G51540,51540,2018,4.1,24.6,35026
G51550,51550,2018,5.1,9,33844
G51570,51570,2018,9.1,13.5,27579
G51580,51580,2018,4.9,15.2,24955
G51590,51590,2018,9.2,21.9,22200
G51595,51595,2018,23.3,29,18694
G51600,51600,2018,4,8.7,47047
G51610,51610,2018,3.9,2.7,69775
G51620,51620,2018,15,16.2,25229
G51630,51630,2018,5.4,14.1,34722
G51640,51640,2018,6.4,25.5,21722
G51650,51650,2018,7.2,15.8,28384
G51660,51660,2018,4.5,28.2,21793
G51670,51670,2018,8.3,21,22038
G51678,51678,2018,4.2,21.6,17762
G51680,51680,2018,6.2,21.8,22972
G51683,51683,2018,5.7,8.6,31638
G51685,51685,2018,6.3,9.7,31420
G51690,51690,2018,7.8,25.5,22669
G51700,51700,2018,6.7,15.5,26993
G51710,51710,2018,8.2,19.7,28508
G51720,51720,2018,13.8,29.4,20917
G51730,51730,2018,11.3,25.8,22356
G51735,51735,2018,5.3,4.5,40277
G51740,51740,2018,9.2,17.2,25179
G51750,51750,2018,5.9,35.9,20760
G51760,51760,2018,7.6,24.5,31635
G51770,51770,2018,6.8,20.5,26119
G51775,51775,2018,5.2,9.1,31274
G51790,51790,2018,3.2,13.7,28836
G51800,51800,2018,6.2,10.8,32894
G51810,51810,2018,4.9,7.6,36268
G51820,51820,2018,4.5,17.4,25421
G51830,51830,2018,7.5,22.4,29203
G51840,51840,2018,3.8,15,29727
G53001,53001,2018,6.3,25.2,19152
G53003,53003,2018,6.9,13,27896
G53005,53005,2018,5.2,12.8,31580
G53007,53007,2018,5.3,11.6,29204
G53009,53009,2018,7.7,15.9,29663
G53011,53011,2018,5.4,9.3,34163
G53013,53013,2018,4.5,11.6,31206
G53015,53015,2018,7.8,16,27264
G53017,53017,2018,4,13.3,28579
G53019,53019,2018,7.7,18.8,23640
G53021,53021,2018,5.6,15.7,23373
G53023,53023,2018,7.4,11.6,25539
G53025,53025,2018,5.6,14.4,23633
G53027,53027,2018,8.4,15.9,25374
G53029,53029,2018,6.1,8.6,35364
G53031,53031,2018,6.3,13.3,34187
G53033,53033,2018,4.5,9.5,49298
G53035,53035,2018,5.2,9.7,35826
G53037,53037,2018,6,19,27948
G53039,53039,2018,6.2,15,26128
G53041,53041,2018,8.2,14.4,25813
G53043,53043,2018,4.3,12.9,27730
G53045,53045,2018,7.5,15,27253
G53047,53047,2018,6.4,20.6,23961
G53049,53049,2018,6.8,17.4,24474
G53051,53051,2018,6,15.3,26739
G53053,53053,2018,5.8,11.2,32874
G53055,53055,2018,3,11.4,42307
G53057,53057,2018,5.8,12.8,31822
G53059,53059,2018,4.8,13.5,30217
G53061,53061,2018,4.6,8.1,37671
G53063,53063,2018,5.6,14.4,29982
G53065,53065,2018,6.7,15.6,25197
G53067,53067,2018,6.9,11,33901
G53069,53069,2018,5.3,7.8,29452
G53071,53071,2018,5.2,13.8,27835
G53073,53073,2018,6.3,15,30586
G53075,53075,2018,9,26.8,22585
G53077,53077,2018,6.6,18.2,22459
G54001,54001,2018,8,23,22237
G54003,54003,2018,6.9,12.7,28736
G54005,54005,2018,9.4,24.3,21394
G54007,54007,2018,13.9,21.8,21596
G54009,54009,2018,3.1,13.6,25537
G54011,54011,2018,5.4,22.5,24506
G54013,54013,2018,15.3,18.9,19911
G54015,54015,2018,8.1,27.1,16780
G54017,54017,2018,5,15,22598
G54019,54019,2018,7.4,20,21466
G54021,54021,2018,9.6,18.9,17313
G54023,54023,2018,5.1,12.4,22828
G54025,54025,2018,6.7,17.9,23936
G54027,54027,2018,5.3,20.2,23011
G54029,54029,2018,7.1,13.1,25637
G54031,54031,2018,3,11.5,26596
G54033,54033,2018,6.7,15.4,27869
G54035,54035,2018,4.3,15.6,24661
G54037,54037,2018,6.9,9.7,34750
G54039,54039,2018,6.2,17.1,28405
G54041,54041,2018,6.1,20.9,22575
G54043,54043,2018,6.8,25.1,19423
G54045,54045,2018,13.2,23.3,21672
G54047,54047,2018,9.3,33.3,14489
G54049,54049,2018,5.9,17,25909
G54051,54051,2018,4.9,15.1,24882
G54053,54053,2018,6,17.5,21812
G54055,54055,2018,6,19.8,21821
G54057,54057,2018,6.4,14.5,23546
G54059,54059,2018,16.5,28.7,19025
G54061,54061,2018,6.6,21.2,30641
G54063,54063,2018,7.8,16.4,23412
G54065,54065,2018,8.6,8.5,27642
G54067,54067,2018,6.8,18.3,21941
G54069,54069,2018,5.1,13.5,30258
G54071,54071,2018,4.8,16.4,24739
G54073,54073,2018,9,15.5,27522
G54075,54075,2018,4.6,16.7,24109
G54077,54077,2018,8.2,15.7,23337
G54079,54079,2018,3.3,9.2,31277
G54081,54081,2018,7.8,17.6,24170
G54083,54083,2018,6.6,19.3,24162
G54085,54085,2018,7.9,17,24442
G54087,54087,2018,9.7,20.9,20574
G54089,54089,2018,9.9,22.9,20784
G54091,54091,2018,8.1,17.1,24258
G54093,54093,2018,6.5,14.1,23670
G54095,54095,2018,6.4,15.9,24422
G54097,54097,2018,8,20.8,21701
G54099,54099,2018,7.8,22.3,21240
G54101,54101,2018,10.8,28,20507
G54103,54103,2018,7,23.1,22789
G54105,54105,2018,5.8,18.9,21314
G54107,54107,2018,5.1,16.7,27201
G54109,54109,2018,13.2,21.7,20831
G55001,55001,2018,7.4,14.8,25591
G55003,55003,2018,5.9,14.3,23505
G55005,55005,2018,3.2,12,28326
G55007,55007,2018,4.7,11.5,29886
G55009,55009,2018,3.5,10.3,31213
G55011,55011,2018,2.1,9.4,29613
G55013,55013,2018,5,13.6,28424
G55015,55015,2018,2.2,5.7,34015
G55017,55017,2018,3.3,10.9,28277
G55019,55019,2018,3,12.6,24114
G55021,55021,2018,3.4,8.2,33012
G55023,55023,2018,3.4,12.8,26038
G55025,55025,2018,3.1,11.9,38757
G55027,55027,2018,4.3,8.7,28543
G55029,55029,2018,4,8.3,36155
G55031,55031,2018,4.2,12.5,28888
G55033,55033,2018,3.6,12.4,27107
G55035,55035,2018,3.7,14.4,29524
G55037,55037,2018,6.1,9.8,30674
G55039,55039,2018,3.7,9,30454
G55041,55041,2018,6.7,16.3,24808
G55043,55043,2018,3.1,14.8,24974
G55045,55045,2018,2.2,7.6,31959
G55047,55047,2018,2.8,11.1,27915
G55049,55049,2018,3.2,7.7,33674
G55051,55051,2018,7.3,14.8,28550
G55053,55053,2018,5,11.8,26037
G55055,55055,2018,3.7,8.9,30329
G55057,55057,2018,3.7,14.4,26137
G55059,55059,2018,6.8,13.6,30740
G55061,55061,2018,2.9,8.5,30098
G55063,55063,2018,4,13.2,31001
G55065,55065,2018,2.2,10.8,28198
G55067,55067,2018,7.2,14,26212
G55069,55069,2018,3.9,9.1,29642
G55071,55071,2018,3,10.6,28803
G55073,55073,2018,3.4,9.4,31879
G55075,55075,2018,4.8,13.2,26959
G55077,55077,2018,5.2,11.4,26068
G55078,55078,2018,5.9,32.6,20538
G55079,55079,2018,6.2,19.9,28121
G55081,55081,2018,3.6,12.8,27729
G55083,55083,2018,3.5,9.4,29392
G55085,55085,2018,2.9,8.6,32784
G55087,55087,2018,2.9,8.6,32098
G55089,55089,2018,3,5.4,47980
G55091,55091,2018,2.6,12.6,29227
G55093,55093,2018,2.6,9.8,32525
G55095,55095,2018,4.1,9.8,29489
G55097,55097,2018,3.7,12.5,29742
G55099,55099,2018,2.2,11.8,27569
G55101,55101,2018,4.8,12.1,30386
G55103,55103,2018,2.7,13.8,26379
G55105,55105,2018,5.6,13.6,28103
G55107,55107,2018,3.8,14.1,24731
G55109,55109,2018,2.4,4.5,37419
G55111,55111,2018,3.2,10.4,29608
G55113,55113,2018,5.8,17.3,30094
G55115,55115,2018,2.5,10.1,28051
G55117,55117,2018,3.6,7.6,30151
G55119,55119,2018,3.7,10,26881
G55121,55121,2018,3,8.6,27733
G55123,55123,2018,2.7,16.6,26726
G55125,55125,2018,7.3,13.6,31206
G55127,55127,2018,4.2,11.7,30593
G55129,55129,2018,4.4,13.3,29336
G55131,55131,2018,2.9,4.8,37631
G55133,55133,2018,2.9,4.9,44301
G55135,55135,2018,3.1,10.7,30627
G55137,55137,2018,4,11.3,27347
G55139,55139,2018,3.3,11.9,33000
G55141,55141,2018,3.8,10.3,30006
G56001,56001,2018,4.3,22.6,26665
G56003,56003,2018,5.1,12.5,23978
G56005,56005,2018,4.6,11.1,33286
G56007,56007,2018,2.8,13.1,29890
G56009,56009,2018,4.7,8.2,32069
G56011,56011,2018,3.5,6.7,32256
G56013,56013,2018,6,13.7,27598
G56015,56015,2018,6.9,11.6,27739
G56017,56017,2018,2.5,14.5,32359
G56019,56019,2018,4,11.4,34885
G56021,56021,2018,5.3,10,32920
G56023,56023,2018,4.4,9.1,30106
G56025,56025,2018,4.6,9.6,33082
G56027,56027,2018,1.4,16.1,22688
G56029,56029,2018,3.4,7.7,35059
G56031,56031,2018,2.7,11.7,31553
G56033,56033,2018,2.7,6.2,34059
G56035,56035,2018,3.4,8.4,33231
G56037,56037,2018,5.2,12,32624
G56039,56039,2018,1.4,7.1,53703
G56041,56041,2018,6.1,12.5,27009
G56043,56043,2018,6.2,12.4,27556
G56045,56045,2018,3.5,17.4,29152
G72001,72001,2018,38.4,62.5,7126
G72003,72003,2018,14.3,51.2,9287
G72005,72005,2018,20.4,51.3,11339
G72007,72007,2018,18.5,50.5,10188
G72009,72009,2018,5.4,45.9,10630
G72011,72011,2018,12.9,43.4,10259
G72013,72013,2018,17.6,48,10203
G72015,72015,2018,12.1,58,7979
G72017,72017,2018,18.4,50.2,9170
G72019,72019,2018,13.3,59,8221
G72021,72021,2018,13.7,35,14377
G72023,72023,2018,14,53.1,9245
G72025,72025,2018,13.8,37.4,14654
G72027,72027,2018,16,50.2,10252
G72029,72029,2018,23.4,43.5,11920
G72031,72031,2018,14.8,29.5,16536
G72033,72033,2018,25.1,47.4,12195
G72035,72035,2018,8.9,43,12088
G72037,72037,2018,11.9,43.3,13044
G72039,72039,2018,20,55.9,8398
G72041,72041,2018,16.9,42.6,11079
G72043,72043,2018,7.4,47,10761
G72045,72045,2018,26.2,60.3,6903
G72047,72047,2018,30.2,56.3,7619
G72049,72049,2018,0.8,41.9,11830
G72051,72051,2018,22,34.2,16570
G72053,72053,2018,28.4,44.4,11663
G72054,72054,2018,17.2,52.3,8871
G72055,72055,2018,30.1,63.8,7430
G72057,72057,2018,7.8,51.8,9806
G72059,72059,2018,22.7,55.6,8717
G72061,72061,2018,10.3,26.6,23895
G72063,72063,2018,16.4,29.3,17393
G72065,72065,2018,7,46.5,10659
G72067,72067,2018,23.1,40.8,11874
G72069,72069,2018,13.6,44.5,12093
G72071,72071,2018,18.4,54.9,9228
G72073,72073,2018,22.2,60.4,7519
G72075,72075,2018,22,46.5,10611
G72077,72077,2018,27,50.5,9316
G72079,72079,2018,21.2,61.5,7233
G72081,72081,2018,28.5,55.3,8735
G72083,72083,2018,3.2,57.1,7098
G72085,72085,2018,18.3,43.2,11239
G72087,72087,2018,27,50.8,8809
G72089,72089,2018,25.2,45.1,11007
G72091,72091,2018,17.2,45.8,10946
G72093,72093,2018,12.5,64.2,5974
G72095,72095,2018,27,48.7,9471
G72097,72097,2018,26.8,53.2,10678
G72099,72099,2018,26.5,57.2,8806
G72101,72101,2018,20.8,45.5,9715
G72103,72103,2018,10.3,49.6,9263
G72105,72105,2018,24.1,45.9,9150
G72107,72107,2018,34.1,57.5,7889
G72109,72109,2018,19.2,53.3,9223
G72111,72111,2018,23.9,56.5,8609
G72113,72113,2018,14.2,50.9,11368
G72115,72115,2018,11.8,52,9819
G72117,72117,2018,9.9,42.2,11650
G72119,72119,2018,23.3,38.8,10931
G72121,72121,2018,17.4,47.2,9560
G72123,72123,2018,8.5,53.8,9034
G72125,72125,2018,7.6,52.2,9874
G72127,72127,2018,15.4,41.8,18569
G72129,72129,2018,9.3,45,10974
G72131,72131,2018,25.9,54.4,8739
G72133,72133,2018,8.4,47.1,10895
G72135,72135,2018,12.1,29,14241
G72137,72137,2018,17.5,36.2,12763
G72139,72139,2018,6.7,31,15886
G72141,72141,2018,29.4,52,8639
G72143,72143,2018,20.4,47.7,11678
G72145,72145,2018,18.8,45.3,10601
G72147,72147,2018,14.9,41.3,11156
G72149,72149,2018,22.8,48.2,10677
G72151,72151,2018,25.9,53.5,9148
G72153,72153,2018,19.9,48.4,8339
