G_ZCTA,GEOID,IntSub,IntNoSub,noInt,total,IntSubPct,IntNoSubPct,NoIntPct,year,ZCTA
G3728314,3728314,21105,418,1831,23354,90.37,1.79,7.84,2019,28314
G3728330,3728330,158,0,36,194,81.44,0,18.56,2019,28330
G3728347,3728347,341,7,118,466,73.18,1.5,25.32,2019,28347
G3728351,3728351,1187,108,538,1833,64.76,5.89,29.35,2019,28351
G3728357,3728357,774,39,249,1062,72.88,3.67,23.45,2019,28357
G4218458,4218458,933,23,95,1051,88.77,2.19,9.04,2019,18458
G4218459,4218459,3,0,0,3,100,0,0,2019,18459
G4218503,4218503,394,34,174,602,65.45,5.65,28.9,2019,18503
G4218509,4218509,4071,155,717,4943,82.36,3.14,14.51,2019,18509
G4218512,4218512,4200,101,969,5270,79.7,1.92,18.39,2019,18512
G572927,572927,2162,98,869,3129,69.1,3.13,27.77,2019,72927
G572933,572933,1410,128,404,1942,72.61,6.59,20.8,2019,72933
G572934,572934,143,4,193,340,42.06,1.18,56.76,2019,72934
G572937,572937,1035,52,309,1396,74.14,3.72,22.13,2019,72937
G572949,572949,2415,162,1134,3711,65.08,4.37,30.56,2019,72949
G572358,572358,244,22,158,424,57.55,5.19,37.26,2019,72358
G572467,572467,0,0,0,0,NA,NA,NA,2019,72467
G572413,572413,165,18,47,230,71.74,7.83,20.43,2019,72413
G572421,572421,123,2,51,176,69.89,1.14,28.98,2019,72421
G572450,572450,11616,703,2601,14920,77.86,4.71,17.43,2019,72450
G572469,572469,256,13,143,412,62.14,3.16,34.71,2019,72469
G572010,572010,1642,92,726,2460,66.75,3.74,29.51,2019,72010
G572020,572020,956,62,497,1515,63.1,4.09,32.81,2019,72020
G572045,572045,486,0,61,547,88.85,0,11.15,2019,72045
G572057,572057,285,0,75,360,79.17,0,20.83,2019,72057
G572064,572064,581,17,460,1058,54.91,1.61,43.48,2019,72064
G572069,572069,354,23,264,641,55.23,3.59,41.19,2019,72069
G572083,572083,40,3,24,67,59.7,4.48,35.82,2019,72083
G572088,572088,909,52,264,1225,74.2,4.24,21.55,2019,72088
G572108,572108,24,0,14,38,63.16,0,36.84,2019,72108
G572114,572114,2329,377,2039,4745,49.08,7.95,42.97,2019,72114
G572116,572116,7870,262,1200,9332,84.33,2.81,12.86,2019,72116
G572127,572127,551,20,321,892,61.77,2.24,35.99,2019,72127
G572150,572150,3718,247,917,4882,76.16,5.06,18.78,2019,72150
G572160,572160,2854,171,1052,4077,70,4.19,25.8,2019,72160
G572176,572176,2805,34,376,3215,87.25,1.06,11.7,2019,72176
G572201,572201,541,25,102,668,80.99,3.74,15.27,2019,72201
G572202,572202,3355,264,1068,4687,71.58,5.63,22.79,2019,72202
G572321,572321,55,0,6,61,90.16,0,9.84,2019,72321
G572351,572351,193,17,62,272,70.96,6.25,22.79,2019,72351
G572353,572353,49,0,0,49,100,0,0,2019,72353
G572368,572368,351,17,219,587,59.8,2.9,37.31,2019,72368
G572372,572372,365,73,272,710,51.41,10.28,38.31,2019,72372
G572383,572383,11,0,31,42,26.19,0,73.81,2019,72383
G572411,572411,662,69,150,881,75.14,7.83,17.03,2019,72411
G572801,572801,4945,210,1323,6478,76.34,3.24,20.42,2019,72801
G572828,572828,16,0,9,25,64,0,36,2019,72828
G572837,572837,1964,107,780,2851,68.89,3.75,27.36,2019,72837
G572839,572839,41,11,76,128,32.03,8.59,59.38,2019,72839
G572903,572903,8465,613,1899,10977,77.12,5.58,17.3,2019,72903
G572916,572916,3027,156,407,3590,84.32,4.35,11.34,2019,72916
G572936,572936,4390,227,1047,5664,77.51,4.01,18.49,2019,72936
G572938,572938,353,0,106,459,76.91,0,23.09,2019,72938
G572941,572941,1607,79,393,2079,77.3,3.8,18.9,2019,72941
G572753,572753,2766,102,616,3484,79.39,2.93,17.68,2019,72753
G696002,696002,10490,370,1767,12627,83.08,2.93,13.99,2019,96002
G696019,696019,3225,89,577,3891,82.88,2.29,14.83,2019,96019
G696023,696023,331,30,142,503,65.81,5.96,28.23,2019,96023
G696039,696039,323,10,106,439,73.58,2.28,24.15,2019,96039
G696048,696048,243,0,125,368,66.03,0,33.97,2019,96048
G696050,696050,134,0,77,211,63.51,0,36.49,2019,96050
G696051,696051,471,4,95,570,82.63,0.7,16.67,2019,96051
G696001,696001,11639,579,1774,13992,83.18,4.14,12.68,2019,96001
G696010,696010,37,8,5,50,74,16,10,2019,96010
G696011,696011,39,5,35,79,49.37,6.33,44.3,2019,96011
G696029,696029,41,6,14,61,67.21,9.84,22.95,2019,96029
G696041,696041,900,56,315,1271,70.81,4.41,24.78,2019,96041
G696046,696046,57,0,0,57,100,0,0,2019,96046
G696061,696061,11,0,0,11,100,0,0,2019,96061
G572102,572102,822,15,191,1028,79.96,1.46,18.58,2019,72102
G572110,572110,3228,158,1136,4522,71.38,3.49,25.12,2019,72110
G572117,572117,3614,318,1326,5258,68.73,6.05,25.22,2019,72117
G572118,572118,6223,382,1961,8566,72.65,4.46,22.89,2019,72118
G572128,572128,220,11,87,318,69.18,3.46,27.36,2019,72128
G572137,572137,571,33,273,877,65.11,3.76,31.13,2019,72137
G572153,572153,543,52,324,919,59.09,5.66,35.26,2019,72153
G572168,572168,39,11,98,148,26.35,7.43,66.22,2019,72168
G572169,572169,27,3,11,41,65.85,7.32,26.83,2019,72169
G572175,572175,52,0,82,134,38.81,0,61.19,2019,72175
G572330,572330,113,24,44,181,62.43,13.26,24.31,2019,72330
G572331,572331,842,52,279,1173,71.78,4.43,23.79,2019,72331
G572341,572341,62,0,30,92,67.39,0,32.61,2019,72341
G572342,572342,1174,42,602,1818,64.58,2.31,33.11,2019,72342
G572346,572346,149,0,93,242,61.57,0,38.43,2019,72346
G572529,572529,1675,155,555,2385,70.23,6.5,23.27,2019,72529
G572453,572453,60,13,25,98,61.22,13.27,25.51,2019,72453
G572472,572472,2749,92,814,3655,75.21,2.52,22.27,2019,72472
G572476,572476,1770,154,459,2383,74.28,6.46,19.26,2019,72476
G572846,572846,1052,25,535,1612,65.26,1.55,33.19,2019,72846
G572904,572904,5638,402,2212,8252,68.32,4.87,26.81,2019,72904
G572926,572926,151,6,112,269,56.13,2.23,41.64,2019,72926
G572935,572935,107,5,54,166,64.46,3.01,32.53,2019,72935
G572946,572946,1064,49,382,1495,71.17,3.28,25.55,2019,72946
G572948,572948,120,0,14,134,89.55,0,10.45,2019,72948
G572322,572322,20,0,48,68,29.41,0,70.59,2019,72322
G572329,572329,37,0,0,37,100,0,0,2019,72329
G572355,572355,725,3,248,976,74.28,0.31,25.41,2019,72355
G572370,572370,1953,227,853,3033,64.39,7.48,28.12,2019,72370
G572373,572373,229,4,178,411,55.72,0.97,43.31,2019,72373
G572386,572386,608,14,136,758,80.21,1.85,17.94,2019,72386
G572538,572538,120,0,39,159,75.47,0,24.53,2019,72538
G572007,572007,2832,91,213,3136,90.31,2.9,6.79,2019,72007
G572002,572002,5536,169,626,6331,87.44,2.67,9.89,2019,72002
G572058,572058,4606,396,1122,6124,75.21,6.47,18.32,2019,72058
G572067,572067,828,22,314,1164,71.13,1.89,26.98,2019,72067
G572070,572070,420,10,214,644,65.22,1.55,33.23,2019,72070
G572074,572074,38,0,34,72,52.78,0,47.22,2019,72074
G572086,572086,3135,103,887,4125,76,2.5,21.5,2019,72086
G572099,572099,0,0,0,0,NA,NA,NA,2019,72099
G572129,572129,287,22,119,428,67.06,5.14,27.8,2019,72129
G572553,572553,13,1,6,20,65,5,30,2019,72553
G572561,572561,113,30,105,248,45.56,12.1,42.34,2019,72561
G572565,572565,132,58,77,267,49.44,21.72,28.84,2019,72565
G572579,572579,296,60,133,489,60.53,12.27,27.2,2019,72579
G5398603,5398603,370,27,106,503,73.56,5.37,21.07,2019,98603
G5398614,5398614,57,0,29,86,66.28,0,33.72,2019,98614
G5398628,5398628,100,5,30,135,74.07,3.7,22.22,2019,98628
G5398629,5398629,2884,72,157,3113,92.64,2.31,5.04,2019,98629
G5398662,5398662,10852,434,1076,12362,87.79,3.51,8.7,2019,98662
G5398685,5398685,10328,180,252,10760,95.99,1.67,2.34,2019,98685
G5398801,5398801,13278,314,2406,15998,83,1.96,15.04,2019,98801
G5398813,5398813,508,29,280,817,62.18,3.55,34.27,2019,98813
G5398817,5398817,87,0,0,87,100,0,0,2019,98817
G5398830,5398830,185,24,76,285,64.91,8.42,26.67,2019,98830
G5398844,5398844,1586,67,441,2094,75.74,3.2,21.06,2019,98844
G5398849,5398849,436,28,64,528,82.58,5.3,12.12,2019,98849
G5398934,5398934,337,24,99,460,73.26,5.22,21.52,2019,98934
G5398226,5398226,15186,464,1934,17584,86.36,2.64,11,2019,98226
G4218657,4218657,4125,44,617,4786,86.19,0.92,12.89,2019,18657
G4218702,4218702,12128,379,3299,15806,76.73,2.4,20.87,2019,18702
G4218705,4218705,5014,163,1144,6321,79.32,2.58,18.1,2019,18705
G4218814,4218814,71,5,3,79,89.87,6.33,3.8,2019,18814
G4218821,4218821,440,29,107,576,76.39,5.03,18.58,2019,18821
G4218822,4218822,1106,54,279,1439,76.86,3.75,19.39,2019,18822
G4218828,4218828,117,4,34,155,75.48,2.58,21.94,2019,18828
G4218832,4218832,556,25,151,732,75.96,3.42,20.63,2019,18832
G4218842,4218842,97,6,0,103,94.17,5.83,0,2019,18842
G4218845,4218845,121,0,12,133,90.98,0,9.02,2019,18845
G4218847,4218847,1777,31,491,2299,77.29,1.35,21.36,2019,18847
G4218854,4218854,493,0,119,612,80.56,0,19.44,2019,18854
G4218942,4218942,1077,66,96,1239,86.92,5.33,7.75,2019,18942
G4218944,4218944,8515,179,488,9182,92.74,1.95,5.31,2019,18944
G4218974,4218974,14250,345,1899,16494,86.4,2.09,11.51,2019,18974
G4218938,4218938,5692,104,413,6209,91.67,1.67,6.65,2019,18938
G4218940,4218940,10691,200,486,11377,93.97,1.76,4.27,2019,18940
G4218642,4218642,1479,58,305,1842,80.29,3.15,16.56,2019,18642
G4218655,4218655,1905,69,435,2409,79.08,2.86,18.06,2019,18655
G4218660,4218660,1212,39,274,1525,79.48,2.56,17.97,2019,18660
G4218618,4218618,1323,39,243,1605,82.43,2.43,15.14,2019,18618
G4218517,4218517,1784,0,409,2193,81.35,0,18.65,2019,18517
G4218603,4218603,6179,357,1855,8391,73.64,4.25,22.11,2019,18603
G4218610,4218610,1531,0,134,1665,91.95,0,8.05,2019,18610
G4218622,4218622,45,0,19,64,70.31,0,29.69,2019,18622
G4218629,4218629,573,29,93,695,82.45,4.17,13.38,2019,18629
G4218630,4218630,1017,49,142,1208,84.19,4.06,11.75,2019,18630
G4218661,4218661,1756,41,368,2165,81.11,1.89,17,2019,18661
G4218707,4218707,5099,57,595,5751,88.66,0.99,10.35,2019,18707
G4218829,4218829,235,0,64,299,78.6,0,21.4,2019,18829
G4218840,4218840,3801,39,724,4564,83.28,0.85,15.86,2019,18840
G4218850,4218850,747,36,143,926,80.67,3.89,15.44,2019,18850
G4218851,4218851,248,2,39,289,85.81,0.69,13.49,2019,18851
G4218917,4218917,810,7,67,884,91.63,0.79,7.58,2019,18917
G4218936,4218936,0,0,0,0,NA,NA,NA,2019,18936
G4218969,4218969,5036,218,605,5859,85.95,3.72,10.33,2019,18969
G4218830,4218830,225,3,50,278,80.94,1.08,17.99,2019,18830
G4218833,4218833,651,18,162,831,78.34,2.17,19.49,2019,18833
G4218914,4218914,7216,62,468,7746,93.16,0.8,6.04,2019,18914
G4218091,4218091,1763,69,441,2273,77.56,3.04,19.4,2019,18091
G4218066,4218066,2093,63,199,2355,88.87,2.68,8.45,2019,18066
G4218069,4218069,2599,87,287,2973,87.42,2.93,9.65,2019,18069
G4218074,4218074,2110,46,64,2220,95.05,2.07,2.88,2019,18074
G4218103,4218103,14579,583,2655,17817,81.83,3.27,14.9,2019,18103
G4218214,4218214,651,79,71,801,81.27,9.86,8.86,2019,18214
G4218230,4218230,32,0,10,42,76.19,0,23.81,2019,18230
G4218237,4218237,1075,22,352,1449,74.19,1.52,24.29,2019,18237
G4218244,4218244,65,14,32,111,58.56,12.61,28.83,2019,18244
G4218322,4218322,736,0,189,925,79.57,0,20.43,2019,18322
G4218330,4218330,2568,79,145,2792,91.98,2.83,5.19,2019,18330
G4218333,4218333,100,0,31,131,76.34,0,23.66,2019,18333
G4218355,4218355,417,0,10,427,97.66,0,2.34,2019,18355
G4218370,4218370,334,0,45,379,88.13,0,11.87,2019,18370
G4218405,4218405,837,0,140,977,85.67,0,14.33,2019,18405
G5122960,5122960,2912,186,528,3626,80.31,5.13,14.56,2019,22960
G5122967,5122967,522,58,242,822,63.5,7.06,29.44,2019,22967
G5122973,5122973,1841,36,472,2349,78.37,1.53,20.09,2019,22973
G5122976,5122976,120,11,32,163,73.62,6.75,19.63,2019,22976
G5122206,5122206,9616,134,562,10312,93.25,1.3,5.45,2019,22206
G696075,696075,90,0,69,159,56.6,0,43.4,2019,96075
G696084,696084,161,13,15,189,85.19,6.88,7.94,2019,96084
G696013,696013,1265,92,409,1766,71.63,5.21,23.16,2019,96013
G696022,696022,5155,103,985,6243,82.57,1.65,15.78,2019,96022
G696032,696032,944,17,130,1091,86.53,1.56,11.92,2019,96032
G696047,696047,251,0,99,350,71.71,0,28.29,2019,96047
G696052,696052,506,16,118,640,79.06,2.5,18.44,2019,96052
G696054,696054,106,10,28,144,73.61,6.94,19.44,2019,96054
G696076,696076,93,0,42,135,68.89,0,31.11,2019,96076
G696103,696103,589,59,42,690,85.36,8.55,6.09,2019,96103
G696104,696104,277,6,65,348,79.6,1.72,18.68,2019,96104
G696106,696106,97,0,25,122,79.51,0,20.49,2019,96106
G696109,696109,240,0,114,354,67.8,0,32.2,2019,96109
G696113,696113,336,0,55,391,85.93,0,14.07,2019,96113
G696125,696125,51,0,9,60,85,0,15,2019,96125
G696133,696133,46,0,24,70,65.71,0,34.29,2019,96133
G696137,696137,1302,13,320,1635,79.63,0.8,19.57,2019,96137
G1596712,1596712,2111,188,182,2481,85.09,7.58,7.34,2019,96712
G1596728,1596728,136,29,29,194,70.1,14.95,14.95,2019,96728
G1596738,1596738,2442,61,196,2699,90.48,2.26,7.26,2019,96738
G1596754,1596754,944,23,52,1019,92.64,2.26,5.1,2019,96754
G1596761,1596761,6425,290,667,7382,87.04,3.93,9.04,2019,96761
G1596763,1596763,663,36,482,1181,56.14,3.05,40.81,2019,96763
G1596776,1596776,332,35,135,502,66.14,6.97,26.89,2019,96776
G1596781,1596781,285,32,91,408,69.85,7.84,22.3,2019,96781
G1596785,1596785,1180,165,148,1493,79.04,11.05,9.91,2019,96785
G1596818,1596818,17053,293,1027,18373,92.82,1.59,5.59,2019,96818
G1596821,1596821,5925,121,477,6523,90.83,1.85,7.31,2019,96821
G696091,696091,257,2,96,355,72.39,0.56,27.04,2019,96091
G696096,696096,219,13,54,286,76.57,4.55,18.88,2019,96096
G696105,696105,80,0,124,204,39.22,0,60.78,2019,96105
G696119,696119,5,0,14,19,26.32,0,73.68,2019,96119
G696148,696148,172,14,28,214,80.37,6.54,13.08,2019,96148
G696006,696006,128,0,63,191,67.02,0,32.98,2019,96006
G696007,696007,6888,417,1805,9110,75.61,4.58,19.81,2019,96007
G696062,696062,337,27,70,434,77.65,6.22,16.13,2019,96062
G696063,696063,123,0,14,137,89.78,0,10.22,2019,96063
G696088,696088,1705,16,371,2092,81.5,0.76,17.73,2019,96088
G696090,696090,153,6,60,219,69.86,2.74,27.4,2019,96090
G696093,696093,1055,0,589,1644,64.17,0,35.83,2019,96093
G696108,696108,31,0,24,55,56.36,0,43.64,2019,96108
G696110,696110,31,0,22,53,58.49,0,41.51,2019,96110
G696115,696115,59,0,16,75,78.67,0,21.33,2019,96115
G696116,696116,37,0,72,109,33.94,0,66.06,2019,96116
G696117,696117,129,5,20,154,83.77,3.25,12.99,2019,96117
G4197005,4197005,9510,377,1399,11286,84.26,3.34,12.4,2019,97005
G4197011,4197011,273,59,50,382,71.47,15.45,13.09,2019,97011
G4197018,4197018,675,12,76,763,88.47,1.57,9.96,2019,97018
G4197456,4197456,877,34,188,1099,79.8,3.09,17.11,2019,97456
G4197632,4197632,425,14,126,565,75.22,2.48,22.3,2019,97632
G4197865,4197865,439,11,84,534,82.21,2.06,15.73,2019,97865
G4197873,4197873,120,0,24,144,83.33,0,16.67,2019,97873
G4197876,4197876,314,9,36,359,87.47,2.51,10.03,2019,97876
G4197880,4197880,82,6,38,126,65.08,4.76,30.16,2019,97880
G4197886,4197886,342,10,67,419,81.62,2.39,15.99,2019,97886
G4197901,4197901,200,5,81,286,69.93,1.75,28.32,2019,97901
G4197903,4197903,25,0,0,25,100,0,0,2019,97903
G4197420,4197420,9258,372,2001,11631,79.6,3.2,17.2,2019,97420
G4197040,4197040,498,23,71,592,84.12,3.89,11.99,2019,97040
G5398244,5398244,916,61,144,1121,81.71,5.44,12.85,2019,98244
G5398271,5398271,9836,245,909,10990,89.5,2.23,8.27,2019,98271
G5398325,5398325,554,53,61,668,82.93,7.93,9.13,2019,98325
G5398345,5398345,239,0,0,239,100,0,0,2019,98345
G5398337,5398337,3099,63,349,3511,88.27,1.79,9.94,2019,98337
G5398338,5398338,8878,245,766,9889,89.78,2.48,7.75,2019,98338
G5398340,5398340,1331,14,89,1434,92.82,0.98,6.21,2019,98340
G5398346,5398346,3546,54,298,3898,90.97,1.39,7.64,2019,98346
G5398376,5398376,791,15,80,886,89.28,1.69,9.03,2019,98376
G5398385,5398385,146,0,29,175,83.43,0,16.57,2019,98385
G5398408,5398408,6457,354,914,7725,83.59,4.58,11.83,2019,98408
G5398409,5398409,8620,500,1147,10267,83.96,4.87,11.17,2019,98409
G5398444,5398444,10425,762,1763,12950,80.5,5.88,13.61,2019,98444
G5398445,5398445,10073,172,992,11237,89.64,1.53,8.83,2019,98445
G5398506,5398506,6282,416,968,7666,81.95,5.43,12.63,2019,98506
G5398513,5398513,12475,269,637,13381,93.23,2.01,4.76,2019,98513
G5398530,5398530,194,4,36,234,82.91,1.71,15.38,2019,98530
G5398538,5398538,104,7,33,144,72.22,4.86,22.92,2019,98538
G5398834,5398834,70,0,17,87,80.46,0,19.54,2019,98834
G5398853,5398853,7,0,0,7,100,0,0,2019,98853
G5398855,5398855,2047,18,527,2592,78.97,0.69,20.33,2019,98855
G5398856,5398856,860,50,194,1104,77.9,4.53,17.57,2019,98856
G5398922,5398922,2465,168,395,3028,81.41,5.55,13.04,2019,98922
G5398926,5398926,11598,662,1067,13327,87.03,4.97,8.01,2019,98926
G5398643,5398643,176,0,16,192,91.67,0,8.33,2019,98643
G5398645,5398645,478,6,76,560,85.36,1.07,13.57,2019,98645
G5398648,5398648,1035,44,221,1300,79.62,3.38,17,2019,98648
G5398664,5398664,8294,240,654,9188,90.27,2.61,7.12,2019,98664
G5398665,5398665,8989,163,909,10061,89.34,1.62,9.03,2019,98665
G5398682,5398682,19491,403,960,20854,93.46,1.93,4.6,2019,98682
G5398686,5398686,7262,183,467,7912,91.78,2.31,5.9,2019,98686
G5398821,5398821,71,25,0,96,73.96,26.04,0,2019,98821
G5398822,5398822,582,37,130,749,77.7,4.94,17.36,2019,98822
G5398837,5398837,12855,471,1761,15087,85.21,3.12,11.67,2019,98837
G5398942,5398942,5434,339,832,6605,82.27,5.13,12.6,2019,98942
G5398055,5398055,8928,175,515,9618,92.83,1.82,5.35,2019,98055
G5398065,5398065,5033,58,98,5189,96.99,1.12,1.89,2019,98065
G5398103,5398103,23446,687,861,24994,93.81,2.75,3.44,2019,98103
G5398112,5398112,10894,434,320,11648,93.53,3.73,2.75,2019,98112
G5398144,5398144,12143,387,1417,13947,87.07,2.77,10.16,2019,98144
G5398208,5398208,18559,654,1477,20690,89.7,3.16,7.14,2019,98208
G5398220,5398220,240,0,0,240,100,0,0,2019,98220
G5398221,5398221,8348,301,942,9591,87.04,3.14,9.82,2019,98221
G5398004,5398004,16401,221,448,17070,96.08,1.29,2.62,2019,98004
G5398005,5398005,7577,104,327,8008,94.62,1.3,4.08,2019,98005
G2501009,2501009,103,0,11,114,90.35,0,9.65,2019,1009
G2501063,2501063,0,0,0,0,NA,NA,NA,2019,1063
G2501066,2501066,0,31,0,31,0,100,0,2019,1066
G2501074,2501074,95,0,0,95,100,0,0,2019,1074
G2501079,2501079,249,12,81,342,72.81,3.51,23.68,2019,1079
G2501086,2501086,0,0,0,0,NA,NA,NA,2019,1086
G2501093,2501093,99,15,3,117,84.62,12.82,2.56,2019,1093
G2501094,2501094,148,25,32,205,72.2,12.2,15.61,2019,1094
G2501097,2501097,20,0,0,20,100,0,0,2019,1097
G2501199,2501199,0,0,0,0,NA,NA,NA,2019,1199
G2501224,2501224,64,0,0,64,100,0,0,2019,1224
G2501229,2501229,30,0,18,48,62.5,0,37.5,2019,1229
G2501243,2501243,115,22,7,144,79.86,15.28,4.86,2019,1243
G2501260,2501260,130,0,10,140,92.86,0,7.14,2019,1260
G5122509,5122509,33,0,0,33,100,0,0,2019,22509
G5122301,5122301,5490,52,171,5713,96.1,0.91,2.99,2019,22301
G5122485,5122485,8168,194,686,9048,90.27,2.14,7.58,2019,22485
G5122654,5122654,310,20,64,394,78.68,5.08,16.24,2019,22654
G5122469,5122469,547,0,275,822,66.55,0,33.45,2019,22469
G5122646,5122646,36,0,0,36,100,0,0,2019,22646
G5122580,5122580,1413,35,504,1952,72.39,1.79,25.82,2019,22580
G5122729,5122729,39,0,64,103,37.86,0,62.14,2019,22729
G5122847,5122847,273,37,52,362,75.41,10.22,14.36,2019,22847
G5122969,5122969,383,0,214,597,64.15,0,35.85,2019,22969
G5122747,5122747,472,8,84,564,83.69,1.42,14.89,2019,22747
G5122436,5122436,143,0,129,272,52.57,0,47.43,2019,22436
G5122192,5122192,18923,221,532,19676,96.17,1.12,2.7,2019,22192
G5122610,5122610,570,44,127,741,76.92,5.94,17.14,2019,22610
G5122025,5122025,6261,37,109,6407,97.72,0.58,1.7,2019,22025
G5122035,5122035,0,0,0,0,NA,NA,NA,2019,22035
G5122185,5122185,0,0,0,0,NA,NA,NA,2019,22185
G5122214,5122214,0,0,0,0,NA,NA,NA,2019,22214
G5122530,5122530,91,0,0,91,100,0,0,2019,22530
G5122551,5122551,5553,172,750,6475,85.76,2.66,11.58,2019,22551
G5122556,5122556,8681,85,431,9197,94.39,0.92,4.69,2019,22556
G5122623,5122623,249,13,37,299,83.28,4.35,12.37,2019,22623
G5122807,5122807,0,0,0,0,NA,NA,NA,2019,22807
G5122904,5122904,4,20,0,24,16.67,83.33,0,2019,22904
G5122964,5122964,99,0,0,99,100,0,0,2019,22964
G5122712,5122712,2564,67,392,3023,84.82,2.22,12.97,2019,22712
G5122714,5122714,269,0,50,319,84.33,0,15.67,2019,22714
G5122443,5122443,3184,70,609,3863,82.42,1.81,15.76,2019,22443
G5122454,5122454,513,7,123,643,79.78,1.09,19.13,2019,22454
G5122473,5122473,1786,63,438,2287,78.09,2.75,19.15,2019,22473
G5122553,5122553,4535,81,402,5018,90.37,1.61,8.01,2019,22553
G5122560,5122560,1660,161,1017,2838,58.49,5.67,35.84,2019,22560
G5122639,5122639,211,0,40,251,84.06,0,15.94,2019,22639
G5122663,5122663,372,0,158,530,70.19,0,29.81,2019,22663
G5122546,5122546,5030,203,919,6152,81.76,3.3,14.94,2019,22546
G5122567,5122567,877,17,358,1252,70.05,1.36,28.59,2019,22567
G5122572,5122572,1624,66,838,2528,64.24,2.61,33.15,2019,22572
G5122579,5122579,29,0,0,29,100,0,0,2019,22579
G5122611,5122611,2649,110,562,3321,79.77,3.31,16.92,2019,22611
G5122641,5122641,102,0,54,156,65.38,0,34.62,2019,22641
G5122656,5122656,1028,38,181,1247,82.44,3.05,14.51,2019,22656
G5122709,5122709,391,0,76,467,83.73,0,16.27,2019,22709
G5122724,5122724,662,0,71,733,90.31,0,9.69,2019,22724
G5122738,5122738,326,0,144,470,69.36,0,30.64,2019,22738
G5122741,5122741,28,12,11,51,54.9,23.53,21.57,2019,22741
G5122749,5122749,53,0,40,93,56.99,0,43.01,2019,22749
G5122802,5122802,8154,591,2055,10800,75.5,5.47,19.03,2019,22802
G5122846,5122846,628,17,129,774,81.14,2.2,16.67,2019,22846
G5122932,5122932,2671,92,465,3228,82.74,2.85,14.41,2019,22932
G5122935,5122935,312,14,74,400,78,3.5,18.5,2019,22935
G5122003,5122003,17026,287,1604,18917,90,1.52,8.48,2019,22003
G5122032,5122032,9627,50,228,9905,97.19,0.5,2.3,2019,22032
G5122033,5122033,14551,202,322,15075,96.52,1.34,2.14,2019,22033
G5122044,5122044,4472,202,678,5352,83.56,3.77,12.67,2019,22044
G5425276,5425276,2179,97,884,3160,68.96,3.07,27.97,2019,25276
G5425442,5425442,654,37,57,748,87.43,4.95,7.62,2019,25442
G5425502,5425502,255,0,99,354,72.03,0,27.97,2019,25502
G5425524,5425524,702,38,284,1024,68.55,3.71,27.73,2019,25524
G5425529,5425529,272,33,60,365,74.52,9.04,16.44,2019,25529
G4197132,4197132,9164,414,773,10351,88.53,4,7.47,2019,97132
G4197232,4197232,6355,371,510,7236,87.82,5.13,7.05,2019,97232
G4197033,4197033,25,3,7,35,71.43,8.57,20,2019,97033
G4197333,4197333,8633,371,493,9497,90.9,3.91,5.19,2019,97333
G4197377,4197377,261,0,55,316,82.59,0,17.41,2019,97377
G4197423,4197423,2260,98,569,2927,77.21,3.35,19.44,2019,97423
G4197837,4197837,19,5,14,38,50,13.16,36.84,2019,97837
G4197856,4197856,146,1,59,206,70.87,0.49,28.64,2019,97856
G4197205,4197205,3978,336,755,5069,78.48,6.63,14.89,2019,97205
G4197301,4197301,15263,527,2768,18558,82.24,2.84,14.92,2019,97301
G4197375,4197375,315,7,119,441,71.43,1.59,26.98,2019,97375
G4197429,4197429,241,3,57,301,80.07,1,18.94,2019,97429
G4197467,4197467,1780,57,380,2217,80.29,2.57,17.14,2019,97467
G4197541,4197541,495,15,118,628,78.82,2.39,18.79,2019,97541
G4197828,4197828,1153,52,246,1451,79.46,3.58,16.95,2019,97828
G4197016,4197016,1860,140,539,2539,73.26,5.51,21.23,2019,97016
G4197267,4197267,11772,286,1368,13426,87.68,2.13,10.19,2019,97267
G4197461,4197461,248,0,21,269,92.19,0,7.81,2019,97461
G4197884,4197884,47,4,20,71,66.2,5.63,28.17,2019,97884
