"","NAME","FIPS","year","totUnits","occP","vacantP"
"1693","Greeley County, Nebraska","31077",1990,1284,88.24,11.76
"1694","Hall County, Nebraska","31079",1990,19528,95.65,4.35
"1695","Hamilton County, Nebraska","31081",1990,3589,90.14,9.86
"1696","Harlan County, Nebraska","31083",1990,2409,65.79,34.21
"1697","Hayes County, Nebraska","31085",1990,583,82.33,17.67
"1698","Hitchcock County, Nebraska","31087",1990,1873,78.32,21.68
"1699","Holt County, Nebraska","31089",1990,5472,86.7,13.3
"1700","Hooker County, Nebraska","31091",1990,433,76.67,23.33
"1701","Howard County, Nebraska","31093",1990,2598,88.88,11.12
"1702","Jefferson County, Nebraska","31095",1990,4082,89.02,10.98
"1703","Johnson County, Nebraska","31097",1990,2153,90.11,9.89
"1704","Kearney County, Nebraska","31099",1990,2756,91.55,8.45
"1705","Keith County, Nebraska","31101",1990,4938,69.46,30.54
"1706","Keya Paha County, Nebraska","31103",1990,584,71.75,28.25
"1707","Kimball County, Nebraska","31105",1990,1967,83.88,16.12
"1708","Knox County, Nebraska","31107",1990,4799,79.54,20.46
"1709","Lancaster County, Nebraska","31109",1990,86734,95.42,4.58
"1710","Lincoln County, Nebraska","31111",1990,14210,89.2,10.8
"1711","Logan County, Nebraska","31113",1990,387,82.69,17.31
"1712","Loup County, Nebraska","31115",1990,399,69.17,30.83
"1713","McPherson County, Nebraska","31117",1990,257,82.49,17.51
"1714","Madison County, Nebraska","31119",1990,13069,93.99,6.01
"1715","Merrick County, Nebraska","31121",1990,3533,86.64,13.36
"1716","Morrill County, Nebraska","31123",1990,2530,82.33,17.67
"1717","Nance County, Nebraska","31125",1990,1807,87.71,12.29
"1718","Nemaha County, Nebraska","31127",1990,3432,89.71,10.29
"1719","Nuckolls County, Nebraska","31129",1990,2699,87.4,12.6
"1720","Otoe County, Nebraska","31131",1990,6137,92.18,7.82
"1721","Pawnee County, Nebraska","31133",1990,1674,84.11,15.89
"1722","Perkins County, Nebraska","31135",1990,1537,83.47,16.53
"1723","Phelps County, Nebraska","31137",1990,4084,92.29,7.71
"1724","Pierce County, Nebraska","31139",1990,3177,92.19,7.81
"1725","Platte County, Nebraska","31141",1990,11716,93.5,6.5
"1726","Polk County, Nebraska","31143",1990,2742,81.07,18.93
"1727","Red Willow County, Nebraska","31145",1990,5279,89.47,10.53
"1728","Richardson County, Nebraska","31147",1990,4704,87.59,12.41
"1729","Rock County, Nebraska","31149",1990,1001,79.72,20.28
"1730","Saline County, Nebraska","31151",1990,5299,91.13,8.87
"1731","Sarpy County, Nebraska","31153",1990,35994,94.35,5.65
"1732","Saunders County, Nebraska","31155",1990,7594,89.66,10.34
"1733","Scotts Bluff County, Nebraska","31157",1990,15514,90.6,9.4
"1734","Seward County, Nebraska","31159",1990,5908,91.94,8.06
"1735","Sheridan County, Nebraska","31161",1990,3211,81.53,18.47
"1736","Sherman County, Nebraska","31163",1990,1874,76.36,23.64
"1737","Sioux County, Nebraska","31165",1990,869,70.43,29.57
"1738","Stanton County, Nebraska","31167",1990,2355,92.02,7.98
"1739","Thayer County, Nebraska","31169",1990,3017,88.47,11.53
"1740","Thomas County, Nebraska","31171",1990,404,78.22,21.78
"1741","Thurston County, Nebraska","31173",1990,2548,89.8,10.2
"1742","Valley County, Nebraska","31175",1990,2469,86.72,13.28
"1743","Washington County, Nebraska","31177",1990,6378,94.34,5.66
"1744","Wayne County, Nebraska","31179",1990,3517,91.9,8.1
"1745","Webster County, Nebraska","31181",1990,2048,85.69,14.31
"1746","Wheeler County, Nebraska","31183",1990,561,62.39,37.61
"1747","York County, Nebraska","31185",1990,5861,93.28,6.72
"1748","Churchill County, Nevada","32001",1990,7290,91.44,8.56
"1749","Clark County, Nevada","32003",1990,317188,90.49,9.51
"1750","Douglas County, Nevada","32005",1990,14121,74.86,25.14
"1751","Elko County, Nevada","32007",1990,13461,87.49,12.51
"1752","Esmeralda County, Nevada","32009",1990,966,60.87,39.13
"1753","Eureka County, Nevada","32011",1990,817,75.52,24.48
"1754","Humboldt County, Nevada","32013",1990,5044,89.97,10.03
"1755","Lander County, Nevada","32015",1990,2586,85.54,14.46
"1756","Lincoln County, Nevada","32017",1990,1800,73.61,26.39
"1757","Lyon County, Nevada","32019",1990,8722,88.05,11.95
"1758","Mineral County, Nevada","32021",1990,2994,84.47,15.53
"1759","Nye County, Nevada","32023",1990,8073,82.55,17.45
"1760","Pershing County, Nevada","32027",1990,1908,84.59,15.41
"1761","Storey County, Nevada","32029",1990,1085,92.72,7.28
"1762","Washoe County, Nevada","32031",1990,112193,91.18,8.82
"1763","White Pine County, Nevada","32033",1990,3982,82.77,17.23
"1764","Carson City, Nevada","32510",1990,16628,95.59,4.41
"1765","Belknap County, New Hampshire","33001",1990,30306,62.16,37.84
"1766","Carroll County, New Hampshire","33003",1990,32146,44.34,55.66
"1767","Cheshire County, New Hampshire","33005",1990,30350,85.19,14.81
"1768","Coos County, New Hampshire","33007",1990,18712,73.74,26.26
"1769","Grafton County, New Hampshire","33009",1990,42206,65.26,34.74
"1770","Hillsborough County, New Hampshire","33011",1990,135622,91.85,8.15
"1771","Merrimack County, New Hampshire","33013",1990,50870,87.66,12.34
"1772","Rockingham County, New Hampshire","33015",1990,101773,87.57,12.43
"1773","Strafford County, New Hampshire","33017",1990,42387,89.05,10.95
"1774","Sullivan County, New Hampshire","33019",1990,19532,76.15,23.85
"1775","Atlantic County, New Jersey","34001",1990,106877,79.65,20.35
"1776","Bergen County, New Jersey","34003",1990,324817,95.09,4.91
"1777","Burlington County, New Jersey","34005",1990,143236,95.33,4.67
"1778","Camden County, New Jersey","34007",1990,190145,94.01,5.99
"1779","Cape May County, New Jersey","34009",1990,85537,44.26,55.74
"1780","Cumberland County, New Jersey","34011",1990,50294,93.69,6.31
"1781","Essex County, New Jersey","34013",1990,298710,93.32,6.68
"1782","Gloucester County, New Jersey","34015",1990,82459,95.62,4.38
"1783","Hudson County, New Jersey","34017",1990,229682,90.88,9.12
"1784","Hunterdon County, New Jersey","34019",1990,39987,94.8,5.2
"1785","Mercer County, New Jersey","34021",1990,123666,94.56,5.44
"1786","Middlesex County, New Jersey","34023",1990,250174,95.47,4.53
"1787","Monmouth County, New Jersey","34025",1990,218408,90.46,9.54
"1788","Morris County, New Jersey","34027",1990,155745,95.51,4.49
"1789","Ocean County, New Jersey","34029",1990,219863,76.48,23.52
"1790","Passaic County, New Jersey","34031",1990,162512,95.54,4.46
"1791","Salem County, New Jersey","34033",1990,25349,93.87,6.13
"1792","Somerset County, New Jersey","34035",1990,92653,95.35,4.65
"1793","Sussex County, New Jersey","34037",1990,51574,86.2,13.8
"1794","Union County, New Jersey","34039",1990,187033,96.28,3.72
"1795","Warren County, New Jersey","34041",1990,36589,92.92,7.08
"1796","Bernalillo County, New Mexico","35001",1990,201235,92.22,7.78
"1797","Catron County, New Mexico","35003",1990,1552,65.08,34.92
"1798","Chaves County, New Mexico","35005",1990,23386,88.04,11.96
"1799","Cibola County, New Mexico","35006",1990,9692,75.24,24.76
"1800","Colfax County, New Mexico","35007",1990,8265,60,40
"1801","Curry County, New Mexico","35009",1990,16906,89.39,10.61
"1802","De Baca County, New Mexico","35011",1990,1329,68.7,31.3
"1803","Doña Ana County, New Mexico","35013",1990,49148,91.62,8.38
"1804","Eddy County, New Mexico","35015",1990,20134,86.78,13.22
"1805","Grant County, New Mexico","35017",1990,11349,86.11,13.89
"1806","Guadalupe County, New Mexico","35019",1990,2149,70.73,29.27
"1807","Harding County, New Mexico","35021",1990,614,64.5,35.5
"1808","Hidalgo County, New Mexico","35023",1990,2413,83.05,16.95
"1809","Lea County, New Mexico","35025",1990,23333,82.74,17.26
"1810","Lincoln County, New Mexico","35027",1990,12622,37.94,62.06
"1811","Los Alamos County, New Mexico","35028",1990,7565,95.35,4.65
"1812","Luna County, New Mexico","35029",1990,7766,87.52,12.48
"1813","McKinley County, New Mexico","35031",1990,20933,79.24,20.76
"1814","Mora County, New Mexico","35033",1990,2486,61.1,38.9
"1815","Otero County, New Mexico","35035",1990,23177,78.33,21.67
"1816","Quay County, New Mexico","35037",1990,5576,76,24
"1817","Rio Arriba County, New Mexico","35039",1990,14357,79.83,20.17
"1818","Roosevelt County, New Mexico","35041",1990,6902,86.8,13.2
"1819","Sandoval County, New Mexico","35043",1990,23667,88.17,11.83
"1820","San Juan County, New Mexico","35045",1990,34248,83.92,16.08
"1821","San Miguel County, New Mexico","35047",1990,11066,78.63,21.37
"1822","Santa Fe County, New Mexico","35049",1990,41464,91.26,8.74
"1823","Sierra County, New Mexico","35051",1990,6457,68.58,31.42
"1824","Socorro County, New Mexico","35053",1990,6289,82.95,17.05
"1825","Taos County, New Mexico","35055",1990,12020,72.81,27.19
"1826","Torrance County, New Mexico","35057",1990,4878,75.24,24.76
"1827","Union County, New Mexico","35059",1990,2299,70.25,29.75
"1828","Valencia County, New Mexico","35061",1990,16781,90.4,9.6
"1829","Albany County, New York","36001",1990,124255,93.21,6.79
"1830","Allegany County, New York","36003",1990,21951,77.5,22.5
"1831","Bronx County, New York","36005",1990,440955,96.18,3.82
"1832","Broome County, New York","36007",1990,87969,93.04,6.96
"1833","Cattaraugus County, New York","36009",1990,36839,82.67,17.33
"1834","Cayuga County, New York","36011",1990,33280,87.36,12.64
"1835","Chautauqua County, New York","36013",1990,62682,85.66,14.34
"1836","Chemung County, New York","36015",1990,37290,94.6,5.4
"1837","Chenango County, New York","36017",1990,22164,86.36,13.64
"1838","Clinton County, New York","36019",1990,32190,90.47,9.53
"1839","Columbia County, New York","36021",1990,29139,81.32,18.68
"1840","Cortland County, New York","36023",1990,18681,92.32,7.68
"1841","Delaware County, New York","36025",1990,27361,64.49,35.51
"1842","Dutchess County, New York","36027",1990,97632,91.74,8.26
"1843","Erie County, New York","36029",1990,402131,93.75,6.25
"1844","Essex County, New York","36031",1990,21493,63.84,36.16
"1845","Franklin County, New York","36033",1990,21962,74.15,25.85
"1846","Fulton County, New York","36035",1990,26260,79.95,20.05
"1847","Genesee County, New York","36037",1990,22596,95.65,4.35
"1848","Greene County, New York","36039",1990,25000,66.38,33.62
"1849","Hamilton County, New York","36041",1990,8234,26.15,73.85
"1850","Herkimer County, New York","36043",1990,30799,80.96,19.04
"1851","Jefferson County, New York","36045",1990,50519,74.92,25.08
"1852","Kings County, New York","36047",1990,873671,94.8,5.2
"1853","Lewis County, New York","36049",1990,13182,70.19,29.81
"1854","Livingston County, New York","36051",1990,23084,91.83,8.17
"1855","Madison County, New York","36053",1990,26641,88.46,11.54
"1856","Monroe County, New York","36055",1990,285524,95.24,4.76
"1857","Montgomery County, New York","36057",1990,21851,92.38,7.62
"1858","Nassau County, New York","36059",1990,446292,96.69,3.31
"1859","New York County, New York","36061",1990,785127,91.25,8.75
"1860","Niagara County, New York","36063",1990,90385,93.83,6.17
"1861","Oneida County, New York","36065",1990,101251,91.42,8.58
"1862","Onondaga County, New York","36067",1990,190878,93.2,6.8
"1863","Ontario County, New York","36069",1990,38947,89.68,10.32
"1864","Orange County, New York","36071",1990,110814,91.6,8.4
"1865","Orleans County, New York","36073",1990,16345,88.27,11.73
"1866","Oswego County, New York","36075",1990,48548,87.41,12.59
"1867","Otsego County, New York","36077",1990,26385,82.34,17.66
"1868","Putnam County, New York","36079",1990,31898,88.07,11.93
"1869","Queens County, New York","36081",1990,752690,95.68,4.32
"1870","Rensselaer County, New York","36083",1990,62591,92.05,7.95
"1871","Richmond County, New York","36085",1990,139726,93.41,6.59
"1872","Rockland County, New York","36087",1990,88264,96.16,3.84
"1873","St. Lawrence County, New York","36089",1990,47521,79.89,20.11
"1874","Saratoga County, New York","36091",1990,75105,88.44,11.56
"1875","Schenectady County, New York","36093",1990,62769,94.28,5.72
"1876","Schoharie County, New York","36095",1990,14431,78.01,21.99
"1877","Schuyler County, New York","36097",1990,8472,80.48,19.52
"1878","Seneca County, New York","36099",1990,14314,85.83,14.17
"1879","Steuben County, New York","36101",1990,43019,86.7,13.3
"1880","Suffolk County, New York","36103",1990,481317,88.24,11.76
"1881","Sullivan County, New York","36105",1990,41814,58.77,41.23
"1882","Tioga County, New York","36107",1990,20254,93.01,6.99
"1883","Tompkins County, New York","36109",1990,35338,94.34,5.66
"1884","Ulster County, New York","36111",1990,71716,84.79,15.21
"1885","Warren County, New York","36113",1990,31737,71.08,28.92
"1886","Washington County, New York","36115",1990,24216,83.65,16.35
"1887","Wayne County, New York","36117",1990,35188,90.87,9.13
"1888","Westchester County, New York","36119",1990,336727,95.04,4.96
"1889","Wyoming County, New York","36121",1990,15848,87.69,12.31
"1890","Yates County, New York","36123",1990,11629,72.4,27.6
"1891","Alamance County, North Carolina","37001",1990,45312,94.13,5.87
"1892","Alexander County, North Carolina","37003",1990,11197,92.27,7.73
"1893","Alleghany County, North Carolina","37005",1990,5344,72.87,27.13
"1894","Anson County, North Carolina","37007",1990,9255,92.18,7.82
"1895","Ashe County, North Carolina","37009",1990,11119,79.58,20.42
"1896","Avery County, North Carolina","37011",1990,8923,61.86,38.14
"1897","Beaufort County, North Carolina","37013",1990,19598,82.44,17.56
"1898","Bertie County, North Carolina","37015",1990,8331,88.97,11.03
"1899","Bladen County, North Carolina","37017",1990,12685,84.82,15.18
"1900","Brunswick County, North Carolina","37019",1990,37114,54.07,45.93
"1901","Buncombe County, North Carolina","37021",1990,77951,90.83,9.17
"1902","Burke County, North Carolina","37023",1990,31575,92.43,7.57
"1903","Cabarrus County, North Carolina","37025",1990,39713,94.47,5.53
"1904","Caldwell County, North Carolina","37027",1990,29454,92.25,7.75
"1905","Camden County, North Carolina","37029",1990,2466,88.4,11.6
"1906","Carteret County, North Carolina","37031",1990,34576,61.42,38.58
"1907","Caswell County, North Carolina","37033",1990,8254,90.48,9.52
"1908","Catawba County, North Carolina","37035",1990,49192,92.9,7.1
"1909","Chatham County, North Carolina","37037",1990,16642,91.89,8.11
"1910","Cherokee County, North Carolina","37039",1990,10319,77.2,22.8
"1911","Chowan County, North Carolina","37041",1990,5910,86.51,13.49
"1912","Clay County, North Carolina","37043",1990,4158,70.42,29.58
"1913","Cleveland County, North Carolina","37045",1990,34232,93.59,6.41
"1914","Columbus County, North Carolina","37047",1990,20513,89.99,10.01
"1915","Craven County, North Carolina","37049",1990,32293,91.48,8.52
"1916","Cumberland County, North Carolina","37051",1990,98360,93.03,6.97
"1917","Currituck County, North Carolina","37053",1990,7367,68.39,31.61
"1918","Dare County, North Carolina","37055",1990,21567,43.35,56.65
"1919","Davidson County, North Carolina","37057",1990,53266,91.89,8.11
"1920","Davie County, North Carolina","37059",1990,11496,93.82,6.18
"1921","Duplin County, North Carolina","37061",1990,16395,91.03,8.97
"1922","Durham County, North Carolina","37063",1990,77710,93.03,6.97
"1923","Edgecombe County, North Carolina","37065",1990,21827,93.09,6.91
"1924","Forsyth County, North Carolina","37067",1990,115715,92.83,7.17
"1925","Franklin County, North Carolina","37069",1990,14957,90.28,9.72
"1926","Gaston County, North Carolina","37071",1990,69133,94.52,5.48
"1927","Gates County, North Carolina","37073",1990,3696,90.69,9.31
"1928","Graham County, North Carolina","37075",1990,4132,67.09,32.91
"1929","Granville County, North Carolina","37077",1990,14164,92.73,7.27
"1930","Greene County, North Carolina","37079",1990,5944,90.76,9.24
"1931","Guilford County, North Carolina","37081",1990,146812,93.8,6.2
"1932","Halifax County, North Carolina","37083",1990,22480,90.46,9.54
"1933","Harnett County, North Carolina","37085",1990,27896,90.16,9.84
"1934","Haywood County, North Carolina","37087",1990,23975,80.13,19.87
"1935","Henderson County, North Carolina","37089",1990,34131,84.11,15.89
"1936","Hertford County, North Carolina","37091",1990,8870,91.88,8.12
"1937","Hoke County, North Carolina","37093",1990,7999,92.57,7.43
"1938","Hyde County, North Carolina","37095",1990,2905,72.08,27.92
"1939","Iredell County, North Carolina","37097",1990,39191,90.77,9.23
"1940","Jackson County, North Carolina","37099",1990,14052,68.91,31.09
"1941","Johnston County, North Carolina","37101",1990,34172,92.37,7.63
"1942","Jones County, North Carolina","37103",1990,3829,91.2,8.8
"1943","Lee County, North Carolina","37105",1990,16954,92.54,7.46
"1944","Lenoir County, North Carolina","37107",1990,23739,92.41,7.59
"1945","Lincoln County, North Carolina","37109",1990,20189,92.94,7.06
"1946","McDowell County, North Carolina","37111",1990,15091,90.65,9.35
"1947","Macon County, North Carolina","37113",1990,17174,57.26,42.74
"1948","Madison County, North Carolina","37115",1990,7667,84.62,15.38
"1949","Martin County, North Carolina","37117",1990,10104,92.21,7.79
"1950","Mecklenburg County, North Carolina","37119",1990,216416,92.52,7.48
"1951","Mitchell County, North Carolina","37121",1990,6983,82.76,17.24
"1952","Montgomery County, North Carolina","37123",1990,10421,79.55,20.45
"1953","Moore County, North Carolina","37125",1990,27358,87.09,12.91
"1954","Nash County, North Carolina","37127",1990,31024,93.61,6.39
"1955","New Hanover County, North Carolina","37129",1990,57076,84.34,15.66
"1956","Northampton County, North Carolina","37131",1990,8974,84.59,15.41
"1957","Onslow County, North Carolina","37133",1990,47526,85.55,14.45
"1958","Orange County, North Carolina","37135",1990,38683,93.33,6.67
"1959","Pamlico County, North Carolina","37137",1990,6050,74.76,25.24
"1960","Pasquotank County, North Carolina","37139",1990,12298,92.57,7.43
"1961","Pender County, North Carolina","37141",1990,15437,71.98,28.02
"1962","Perquimans County, North Carolina","37143",1990,4972,80.21,19.79
"1963","Person County, North Carolina","37145",1990,12548,91.03,8.97
"1964","Pitt County, North Carolina","37147",1990,43070,94.01,5.99
"1965","Polk County, North Carolina","37149",1990,7273,84.01,15.99
"1966","Randolph County, North Carolina","37151",1990,43634,94.18,5.82
"1967","Richmond County, North Carolina","37153",1990,18218,92.18,7.82
"1968","Robeson County, North Carolina","37155",1990,39045,92.6,7.4
"1969","Rockingham County, North Carolina","37157",1990,35657,93.8,6.2
"1970","Rowan County, North Carolina","37159",1990,46264,91.89,8.11
"1971","Rutherford County, North Carolina","37161",1990,25220,88.02,11.98
"1972","Sampson County, North Carolina","37163",1990,19183,91.36,8.64
"1973","Scotland County, North Carolina","37165",1990,12759,92.77,7.23
"1974","Stanly County, North Carolina","37167",1990,21808,90.55,9.45
"1975","Stokes County, North Carolina","37169",1990,15160,93.16,6.84
"1976","Surry County, North Carolina","37171",1990,26022,93.2,6.8
"1977","Swain County, North Carolina","37173",1990,5664,73.68,26.32
"1978","Transylvania County, North Carolina","37175",1990,12893,76.97,23.03
"1979","Tyrrell County, North Carolina","37177",1990,1907,77.14,22.86
"1980","Union County, North Carolina","37179",1990,30760,95.28,4.72
"1981","Vance County, North Carolina","37181",1990,15743,89.98,10.02
"1982","Wake County, North Carolina","37183",1990,177146,93.56,6.44
"1983","Warren County, North Carolina","37185",1990,8714,72.35,27.65
"1984","Washington County, North Carolina","37187",1990,5644,89.51,10.49
"1985","Watauga County, North Carolina","37189",1990,19538,70.08,29.92
"1986","Wayne County, North Carolina","37191",1990,39483,93.43,6.57
"1987","Wilkes County, North Carolina","37193",1990,24960,92.23,7.77
"1988","Wilson County, North Carolina","37195",1990,26662,94.12,5.88
"1989","Yadkin County, North Carolina","37197",1990,12921,93.4,6.6
"1990","Yancey County, North Carolina","37199",1990,7994,76.61,23.39
"1991","Adams County, North Dakota","38001",1990,1504,84.18,15.82
"1992","Barnes County, North Dakota","38003",1990,5801,85.76,14.24
"1993","Benson County, North Dakota","38005",1990,3163,76.35,23.65
"1994","Billings County, North Dakota","38007",1990,533,72.61,27.39
"1995","Bottineau County, North Dakota","38009",1990,4661,66.62,33.38
"1996","Bowman County, North Dakota","38011",1990,1691,83.97,16.03
"1997","Burke County, North Dakota","38013",1990,1691,74.04,25.96
"1998","Burleigh County, North Dakota","38015",1990,23803,95.3,4.7
"1999","Cass County, North Dakota","38017",1990,42407,94.99,5.01
"2000","Cavalier County, North Dakota","38019",1990,3038,78.18,21.82
"2001","Dickey County, North Dakota","38021",1990,2763,83.21,16.79
"2002","Divide County, North Dakota","38023",1990,1667,71.57,28.43
"2003","Dunn County, North Dakota","38025",1990,2057,69.66,30.34
"2004","Eddy County, North Dakota","38027",1990,1470,81.22,18.78
"2005","Emmons County, North Dakota","38029",1990,2200,84.05,15.95
"2006","Foster County, North Dakota","38031",1990,1876,82.14,17.86
"2007","Golden Valley County, North Dakota","38033",1990,1035,78.36,21.64
"2008","Grand Forks County, North Dakota","38035",1990,27085,93.56,6.44
"2009","Grant County, North Dakota","38037",1990,2011,68.32,31.68
"2010","Griggs County, North Dakota","38039",1990,1660,77.95,22.05
"2011","Hettinger County, North Dakota","38041",1990,1637,81.92,18.08
"2012","Kidder County, North Dakota","38043",1990,1672,74.58,25.42
"2013","LaMoure County, North Dakota","38045",1990,2434,85.25,14.75
"2014","Logan County, North Dakota","38047",1990,1335,82.1,17.9
"2015","McHenry County, North Dakota","38049",1990,3320,76.84,23.16
"2016","McIntosh County, North Dakota","38051",1990,2031,83.06,16.94
"2017","McKenzie County, North Dakota","38053",1990,3178,72.4,27.6
"2018","McLean County, North Dakota","38055",1990,5515,71.31,28.69
"2019","Mercer County, North Dakota","38057",1990,4496,79.18,20.82
"2020","Morton County, North Dakota","38059",1990,9467,91.66,8.34
"2021","Mountrail County, North Dakota","38061",1990,3675,70.39,29.61
"2022","Nelson County, North Dakota","38063",1990,2261,80.98,19.02
"2023","Oliver County, North Dakota","38065",1990,968,83.57,16.43
"2024","Pembina County, North Dakota","38067",1990,4294,82.79,17.21
"2025","Pierce County, North Dakota","38069",1990,2355,83.82,16.18
"2026","Ramsey County, North Dakota","38071",1990,5616,88.62,11.38
"2027","Ransom County, North Dakota","38073",1990,2569,88.91,11.09
"2028","Renville County, North Dakota","38075",1990,1558,77.6,22.4
"2029","Richland County, North Dakota","38077",1990,7394,88.15,11.85
"2030","Rolette County, North Dakota","38079",1990,4742,87.52,12.48
"2031","Sargent County, North Dakota","38081",1990,2057,85.71,14.29
"2032","Sheridan County, North Dakota","38083",1990,1061,80.87,19.13
"2033","Sioux County, North Dakota","38085",1990,1175,86.98,13.02
"2034","Slope County, North Dakota","38087",1990,481,69.23,30.77
"2035","Stark County, North Dakota","38089",1990,9585,88.46,11.54
"2036","Steele County, North Dakota","38091",1990,1311,75.59,24.41
"2037","Stutsman County, North Dakota","38093",1990,9770,88.65,11.35
"2038","Towner County, North Dakota","38095",1990,1770,80.96,19.04
"2039","Traill County, North Dakota","38097",1990,3770,88.25,11.75
"2040","Walsh County, North Dakota","38099",1990,6093,85.82,14.18
"2041","Ward County, North Dakota","38101",1990,23585,91.1,8.9
"2042","Wells County, North Dakota","38103",1990,2869,83.86,16.14
"2043","Williams County, North Dakota","38105",1990,10180,78.99,21.01
"2044","Adams County, Ohio","39001",1990,10237,89.79,10.21
"2045","Allen County, Ohio","39003",1990,42758,92.17,7.83
"2046","Ashland County, Ohio","39005",1990,18139,94.28,5.72
"2047","Ashtabula County, Ohio","39007",1990,41214,89.19,10.81
"2048","Athens County, Ohio","39009",1990,21737,92.65,7.35
"2049","Auglaize County, Ohio","39011",1990,16907,94.49,5.51
"2050","Belmont County, Ohio","39013",1990,30575,92.1,7.9
"2051","Brown County, Ohio","39015",1990,13720,90.23,9.77
"2052","Butler County, Ohio","39017",1990,110353,94.73,5.27
"2053","Carroll County, Ohio","39019",1990,11536,83.8,16.2
"2054","Champaign County, Ohio","39021",1990,14030,94.46,5.54
"2055","Clark County, Ohio","39023",1990,58377,94.55,5.45
"2056","Clermont County, Ohio","39025",1990,55315,95.32,4.68
"2057","Clinton County, Ohio","39027",1990,13740,94.89,5.11
"2058","Columbiana County, Ohio","39029",1990,44035,92.6,7.4
"2059","Coshocton County, Ohio","39031",1990,14964,89.77,10.23
"2060","Crawford County, Ohio","39033",1990,19514,94.2,5.8
"2061","Cuyahoga County, Ohio","39035",1990,604538,93.17,6.83
"2062","Darke County, Ohio","39037",1990,20338,95.68,4.32
"2063","Defiance County, Ohio","39039",1990,14737,95.47,4.53
"2064","Delaware County, Ohio","39041",1990,24377,94.83,5.17
"2065","Erie County, Ohio","39043",1990,32827,88.13,11.87
"2066","Fairfield County, Ohio","39045",1990,39014,94.36,5.64
"2067","Fayette County, Ohio","39047",1990,10816,94.5,5.5
"2068","Franklin County, Ohio","39049",1990,405418,93.42,6.58
"2069","Fulton County, Ohio","39051",1990,14095,95.81,4.19
"2070","Gallia County, Ohio","39053",1990,12564,90.47,9.53
"2071","Geauga County, Ohio","39055",1990,27922,96.36,3.64
"2072","Greene County, Ohio","39057",1990,50238,96.24,3.76
"2073","Guernsey County, Ohio","39059",1990,17262,86.28,13.72
"2074","Hamilton County, Ohio","39061",1990,361421,93.76,6.24
"2075","Hancock County, Ohio","39063",1990,26107,94.39,5.61
"2076","Hardin County, Ohio","39065",1990,11976,93.94,6.06
"2077","Harrison County, Ohio","39067",1990,7301,83.7,16.3
"2078","Henry County, Ohio","39069",1990,11000,94.55,5.45
"2079","Highland County, Ohio","39071",1990,14842,89.14,10.86
"2080","Hocking County, Ohio","39073",1990,10481,89.22,10.78
"2081","Holmes County, Ohio","39075",1990,10007,93.08,6.92
"2082","Huron County, Ohio","39077",1990,21382,94.65,5.35
"2083","Jackson County, Ohio","39079",1990,12452,90.43,9.57
"2084","Jefferson County, Ohio","39081",1990,33911,92.33,7.67
"2085","Knox County, Ohio","39083",1990,18508,93.09,6.91
"2086","Lake County, Ohio","39085",1990,83194,96.67,3.33
"2087","Lawrence County, Ohio","39087",1990,24788,92.38,7.62
"2088","Licking County, Ohio","39089",1990,50032,94.45,5.55
"2089","Logan County, Ohio","39091",1990,19473,81.92,18.08
"2090","Lorain County, Ohio","39093",1990,99937,96.12,3.88
"2091","Lucas County, Ohio","39095",1990,191388,92.74,7.26
"2092","Madison County, Ohio","39097",1990,12621,95,5
"2093","Mahoning County, Ohio","39099",1990,107915,93.72,6.28
"2094","Marion County, Ohio","39101",1990,25149,93.38,6.62
"2095","Medina County, Ohio","39103",1990,43330,96.45,3.55
"2096","Meigs County, Ohio","39105",1990,9795,88.43,11.57
"2097","Mercer County, Ohio","39107",1990,14969,89.5,10.5
"2098","Miami County, Ohio","39109",1990,35985,96.04,3.96
"2099","Monroe County, Ohio","39111",1990,6567,87.62,12.38
"2100","Montgomery County, Ohio","39113",1990,240820,93.93,6.07
"2101","Morgan County, Ohio","39115",1990,6681,77.38,22.62
"2102","Morrow County, Ohio","39117",1990,10312,93.64,6.36
"2103","Muskingum County, Ohio","39119",1990,33029,93.11,6.89
"2104","Noble County, Ohio","39121",1990,4998,82.77,17.23
"2105","Ottawa County, Ohio","39123",1990,23340,65,35
"2106","Paulding County, Ohio","39125",1990,7951,91.21,8.79
"2107","Perry County, Ohio","39127",1990,12260,91.88,8.12
"2108","Pickaway County, Ohio","39129",1990,16385,95.22,4.78
"2109","Pike County, Ohio","39131",1990,9722,90.57,9.43
"2110","Portage County, Ohio","39133",1990,52299,94.13,5.87
"2111","Preble County, Ohio","39135",1990,15174,94.55,5.45
"2112","Putnam County, Ohio","39137",1990,11600,95.53,4.47
"2113","Richland County, Ohio","39139",1990,50350,94.48,5.52
"2114","Ross County, Ohio","39141",1990,26173,92.94,7.06
"2115","Sandusky County, Ohio","39143",1990,23753,94.57,5.43
"2116","Scioto County, Ohio","39145",1990,32408,91.91,8.09
"2117","Seneca County, Ohio","39147",1990,22473,94.68,5.32
"2118","Shelby County, Ohio","39149",1990,16509,94.65,5.35
"2119","Stark County, Ohio","39151",1990,146910,95.01,4.99
"2120","Summit County, Ohio","39153",1990,211477,94.57,5.43
"2121","Trumbull County, Ohio","39155",1990,90533,95.05,4.95
"2122","Tuscarawas County, Ohio","39157",1990,33982,94.08,5.92
"2123","Union County, Ohio","39159",1990,11599,95.15,4.85
"2124","Van Wert County, Ohio","39161",1990,11998,93.9,6.1
